0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
-0.0015664-0.0228972j 0.000902162-0.00200594j -0.00993942+0.0115878j -0.0076112-0.0297206j 0.000181759-0.0262212j -0.000604725-0.00751771j 0.00122356+0.00510868j -0.00735274+0.0459894j -0.0018385-0.0326155j -0.0127068+0.004383j -0.0235006+0.0138259j -0.00428552-0.000995162j 0.0101539+0.0255732j -0.00616947+0.0291677j -0.0169087-0.00861085j -0.00125707+0.0122106j 0.0092597-0.0188096j 0.00651398-0.0119846j -0.00233187+0.00743801j 0.000389817+0.0208691j -0.00786239+0.0156721j 0.000685174+0.0324105j -0.00103297+0.0320494j -0.00526085+0.0352292j -0.000372469+0.0354438j 0.00554418-0.00808055j -0.00876125-0.0054102j -0.00538674-0.0325754j 0.00673298+0.0137458j 0.000913141-0.0157697j 0.011149-0.00581911j -0.0249777-0.0147717j -0.0175647+0.016512j -0.00168476-0.0345847j 0.000558008-0.00450822j 0.0249281-0.0178705j -0.0118869-0.00202003j -0.00372424-0.0527947j 0.00884857-0.020236j 0.00675433+0.0404949j -0.00858242+0.0173205j -0.024504+0.0232426j -0.0132036-0.0126072j 0.0203888-0.0257051j 0.00350141-0.0343177j -0.0190139+0.0105827j -0.0228113-0.0276409j 0.019398-0.0339235j -0.0324115+0.0426567j 0.0254537+0.0385325j -0.0227465+0.0239237j -0.0102552-0.00661648j -0.0325825+0.0319093j 0.0254454-0.0291022j 0.0334551-0.0464423j 0.0153118+0.0221143j -0.0622385+0.221587j -0.00845086+0.164941j 0.015517+0.00782879j -0.0192192+0.0724603j -0.0278462-0.0290515j 0.0149004+0.0591519j 0.0186696+0.0281883j -0.0131525+0.128086j 4.95676e-05-0.0270901j -0.00534893-0.0820876j -0.0427656+0.0145076j -0.0115822-0.0418212j -0.0107564+0.0483636j -0.0168407-0.0559862j -0.032368+0.00339683j 0.0164331-0.0909913j 0.000544638+0.0598511j 0.0460589-0.0136697j 0.00855607-0.0657495j 0.0718829-0.0842243j -0.052052+0.0877394j -0.0903486-0.0293349j 0.0218861+0.012253j -0.084076+0.00204123j 0.00485289-0.067926j -0.0571216-0.0121814j -0.0175323-0.0283926j -0.00533269-0.0805674j 0.0916892+0.143314j -0.102417-0.108219j 0.113528+0.0678219j 0.0620574+0.045746j 0.03162-0.00466648j 0.0302233+0.0105986j -0.0105868+0.0375116j 0.119106+0.0251946j -0.0135967+0.0116896j -0.0575363+0.201641j -0.0558796-0.0186559j -0.021175+0.0157166j -0.0156889+0.0653967j 
-0.00989957+0.0320966j 5.54167e-05+0.00300221j -0.00215641-0.0529977j 0.000221834-0.0574378j -0.0188134+0.0373014j -0.002467+0.0310841j 0.00243838-0.0542149j -0.00979365+0.0372636j 0.00369765-0.0094221j -0.0144247+0.0155544j -0.0236097-0.0151759j -0.00155674-0.0266964j 0.0216388-0.0189945j 0.0044786+0.0393269j -0.0212245-0.0330589j -0.00551557+0.0369121j 0.0172055-0.00297264j -0.0061891+0.0243996j -0.00279805+0.00106248j -0.000306921-0.00138028j -0.0139296+0.0457027j -0.0197909-0.0107685j 0.00148622-0.0129555j 0.00284316-0.00301901j 0.00249375-0.00754027j 0.0164612-0.0314703j -0.0273162-0.00882968j -0.0059319-0.000388717j -0.00528804-0.0227482j 0.0106539-0.00141768j -0.0432896-0.0345379j -0.00837591-0.0115027j 0.0106884+0.0539868j 0.00326089-0.00761708j -0.0331992+0.0325301j 0.0151942-0.00461807j -0.0112268-0.0262743j -0.00758454-0.0272337j -0.00473539-0.051058j 0.0109851+0.00300264j -0.0121856+0.052733j -0.0285284-0.0875834j -0.0213522+0.0354794j -0.019987+0.013301j 0.0115775-0.0214643j -0.0159992+0.109486j -0.0147746+0.0522225j 0.00833686-0.0699054j -0.00440194-0.0286728j 0.0252893-0.0732234j -0.0209847-0.034706j 0.0147116+0.00413041j -0.026817+0.0536402j -0.0370389-0.0228261j 0.0567807+0.0322703j 0.0125426-0.0818284j -0.0196177+0.00295306j 0.0343161+0.0150538j -0.0261008-0.0239818j 0.0150639+0.0707739j -0.0385769+0.0384368j 0.0109604-0.0491753j 0.0248689-0.0220625j -0.0124243-0.0414436j -0.0110039-0.000863482j -0.0131188+0.059357j -0.0854059-0.00986247j 0.0149044+0.0479851j 0.0277411-0.00708906j -0.0528268+0.0332291j -0.0881382+0.0045807j 0.0223887+0.0107524j 0.0574284+0.0432103j 0.0530888+0.00277962j -0.0616023+0.0411306j 0.0494065-0.013576j -0.103448+0.00845499j -0.0216295-0.0281117j -0.0772623-0.00276699j -0.0469307-0.00150561j -0.0381234-0.0670961j 0.0553677+0.0386399j -0.00678683-0.0722526j -0.0642424-0.0396463j -0.00031004+0.166474j 0.0132392+0.0675292j 0.0106242-0.047781j 0.0030925+0.0812145j 0.029188-0.00165241j 0.0151141-0.00666421j 0.0247174-0.0308624j 0.0454656-0.0102962j -0.0239375+0.0246702j -0.0306036-0.0494515j 0.0894043-0.0402784j 0.00541231-0.0534041j 0.0476718+0.0597572j 
0.0128926-0.0484862j -0.0188068-0.0160508j -0.0242891-0.00457296j 0.00969331-0.0111105j 0.0210088+0.00652795j 0.0431016+0.00979056j 0.0207658-0.0089602j 0.0132154-0.0309546j 0.00721917+0.0537398j 0.00526399-0.0249313j -0.0308512-0.0199106j -0.0169419+0.0483245j -0.0209346+0.016109j -0.0347248-0.00265763j 0.00535135-0.0181171j -0.019067+0.0211919j 0.00388143+0.057945j -0.0174115-0.0492468j 0.00150131+0.0140428j 0.00535429-0.0279503j -0.0248876-0.0120887j -0.0276098+0.0247666j -0.0087802-0.021222j -0.0125353-0.0232353j -0.0270098-0.000739008j -0.019275+0.0464413j 0.00657649-0.0448298j 0.00235781+0.00204576j 0.0156738-0.00347548j 0.0215646-0.00757239j -0.0150349+0.0042025j 0.00497028+0.0152491j 0.00849937-0.0361915j 0.0120014-0.0706256j -0.0169005+0.0383952j 0.011384+0.0865991j 0.00221005-0.00184171j -0.0119723-0.00369956j -0.0196266-0.0237959j -0.00394259+0.0711264j -0.00862405-0.0294497j -0.00865291+0.0563478j -0.000237411+0.0178066j -0.011821+0.0494418j -0.00505912+0.0491335j 0.0103135+0.0268194j 0.0292205+0.0675756j 0.022808-0.0750494j 0.0050779-0.0181528j 0.0258869-0.0771773j -0.00513804-0.0705457j -0.00183699-0.0217127j 0.0209207+0.0328942j -0.0155365+0.0121173j 0.00772233-0.0856495j -0.050285+0.0670899j 0.0239249-0.0181873j 0.0222947-0.0386964j 0.0298921-0.0127769j 0.0303748-0.0840608j -0.0196903-0.0378098j 0.0323055-0.0171319j -0.00129768-0.0197764j 0.00815163-0.0546643j -0.0358025+0.0477019j -0.0262042+0.0356517j 0.0169258+0.050212j -0.0280714+0.0264913j 0.0159944+0.0184026j 0.0298387+0.0669193j 0.130624+0.00484806j -0.0337096+0.0347411j 0.0706528+0.0743086j -0.101933+0.0451423j 0.0637765+0.0621059j 0.120409-0.0713076j -0.088832-0.0479428j -0.00600625-0.0387065j -0.0278519-0.0178689j 0.0191399+0.0634025j 0.104184+0.0417342j -0.0368602+0.0490525j 0.0563638+0.120333j -0.0165495-0.252767j -0.0160041+0.0525065j -0.0273019-0.0322402j 0.0336111+0.0183416j -0.0363651-0.044107j 0.0180087-0.0347384j 0.0515535+0.00507437j -0.0187135+0.0571279j 0.137694-0.0346421j 0.148718+0.0230011j 0.0483023-0.0387307j 0.0166832-0.00637358j 0.0381524+0.167914j -0.00660679+0.119355j 
0.0123423+0.0576135j 0.0176372-0.0275925j 0.0250871-0.0113785j 0.0183798+0.0261737j 0.0348068-0.000627815j -0.047349-0.00952196j 0.000392862+0.0407463j -0.0266113+0.0448116j 0.0564252-0.010599j -0.00179787+0.00336329j 0.0337902-0.000803564j -0.00945401+0.00500706j -0.0141343+0.0488493j 0.00754551+0.0542351j 0.0205341+0.0134227j 0.0166147-5.72839e-05j 0.0202169-0.0158973j -0.0352398+0.028715j 0.00259145-0.0649006j -0.0243721+0.0138355j -0.0116758+0.0140798j -0.0124132-0.00017981j -0.0375008+0.0183048j 0.004449+0.00649568j 0.0102072+0.00731228j 0.00344421-0.00076753j 0.00332765+0.0167761j 0.00711001-0.0365296j -0.0262843-0.0238958j -0.0335896+0.0358173j 0.0106378+0.0447297j 0.00454692+0.0228949j 0.00459326+0.00902053j -0.0183783+0.0120357j 0.0261457-0.0176588j 0.011074-0.0276871j 0.00494438+0.0324506j -0.00741921+0.115727j -0.0346574+0.122013j 0.0134869-0.0454038j -0.00301912+0.0205635j -0.0332521+0.0443776j -0.0208222+0.0542215j -0.0180323-0.00640915j 0.00516888+0.11234j -0.00209989-0.0650898j -0.0464253+0.0132172j -0.0180834-0.136843j -0.0285744+0.0433437j -0.0536459+0.0289214j -0.00619461-0.0610538j 0.00738385+0.00856514j 0.0166744+0.021296j 0.0318503-0.0489045j 0.00871042-0.0122957j -0.0212346+0.0788752j 0.00730001+0.0306808j -0.0287821+0.139043j 0.014351+0.000756157j -0.0693182-0.0297743j 0.0356257-0.0322743j 0.0219054-0.000552268j -0.0015869+0.0594555j 0.0336977-0.031412j -0.0174717+0.0443358j 0.0373784-0.054874j 0.000481881-0.0384276j 0.11284+0.000627393j -0.00132254+0.0144976j 0.0529089-0.0639118j 0.0184294+0.0398988j -0.0575039+0.0683333j -0.0303687-0.00291405j -0.121722-0.012606j -0.0623986+0.0131481j 0.0163037-0.0464547j -0.00353377+0.0468837j -0.0106093+0.0284923j -0.0315418+0.0826147j -0.173729-0.165635j -0.0836163+0.0927442j -0.0782812+0.0938069j 0.0840519+0.230053j -0.0163578+0.0857035j 0.00325008+0.0770065j -0.0277063-0.000788395j 0.0439053+0.00426411j 0.0812712+0.0460085j -0.0164823+0.0509241j 0.0361014-0.0463945j -0.0421619+0.05599j -0.123598-0.0207609j 0.11905-0.00546438j 0.00323329+0.0371275j -0.000932938+0.0211412j -0.00392438+0.100007j -0.0119378-0.134804j 
0.00489533-0.00119276j 0.00137651-0.00733483j -0.00832492+0.0565956j -0.0158626-0.0116144j 0.0148968+0.0154493j 0.00130249+0.0267891j -0.0124692-0.0249304j 0.00819591+0.024872j -0.0124139+0.0253719j 0.00364142+0.00695138j 0.00248481+0.0135843j -0.000328273-0.0327544j -0.00474436-0.0480247j -0.00635558-0.0317822j -0.0201815+0.00934896j 0.00713559-0.0211021j -0.0277291-0.0304549j 0.0217994+0.043803j -0.0137888-5.62579e-05j 0.00354601+0.0612861j -0.0102155+0.0241241j 0.032469-0.0117253j 0.0221767-0.0414824j 0.0115014-0.0206386j -0.000509634-0.0224197j -0.0232565-0.0382473j 0.00322909+0.0452053j 0.011075-0.0365157j 0.00560351-0.00623818j -0.0118895-0.0163394j 0.0356526+0.0142607j -0.0106438-0.0299303j -0.0218743+0.008048j -0.0100827+0.0111013j 0.0354924-0.0412388j -0.00955102+0.0204508j 0.0163713+0.0471759j 0.0135371+0.0262398j -0.00452082-0.00536894j 0.00574052-0.0236873j -0.00206332-0.0908749j 0.00889696-0.0282319j 0.00974811+0.0305421j 0.0092794+0.0176634j -0.00307128+0.0745417j -0.0118772-0.10646j -0.00120897+0.106227j -0.0167031+0.0432763j -0.00969948-0.136384j -0.00855745-0.00877901j 0.0129943-0.104744j -0.0185279+0.0908311j -0.00977048+0.0847619j 0.0210017+0.113485j -0.0286265+0.152818j -0.0191756+0.113954j -0.00360603+0.109612j -0.0380279+0.256688j 0.0354111-0.0701371j -0.00158223+0.0142836j 0.0281522+0.0155152j 0.000832899-0.0678312j 0.0185633+0.0314385j -0.0126045-0.175166j 0.00235309+0.00979024j 0.0140428-0.0751296j -0.026154+0.0606213j 0.0230347+0.00499217j -0.0536498-0.0406693j 0.00282385-0.113443j -0.0226402+0.0883001j -0.0202194-0.0921031j -0.0245639+0.0151774j 0.00843289-0.0267042j 0.0694044-0.061793j -0.00841998-0.0309011j 0.0215445+0.0787002j 0.0285466-0.0432225j 0.0662223+0.120725j 0.119726-0.0431853j 0.0665067+0.0631614j -0.127424-0.131131j 0.00496943-0.0733559j 0.0877915-0.107228j 0.104025-0.119778j 0.0254571-0.0718446j 0.103456+0.0581682j -0.0199616+0.00911451j 0.00202529-0.0679317j 0.03329+0.00432553j 0.0439379+0.245841j -0.0088436-0.0103215j -0.0525926+0.0397819j -0.00952375-0.00212054j 0.00803499-0.0208676j 0.00163425-0.0579219j 0.0170324+0.000199869j 
-0.0100827+0.0166218j 0.0066724+0.0343526j 0.00446029-0.0198449j -0.00964998-0.0168099j -0.0260316-0.0162615j -0.0252828-0.0208427j -0.0209071-0.00670284j -0.0227487-0.00295699j -0.0019564-0.0248254j -0.0140597-0.032986j 0.0104395+0.00692992j 0.0111542-0.0563459j 0.0190921+0.0628438j 0.0145928+0.0165935j -0.00989261+0.00905231j -0.000850212-0.0235706j 0.000783507+0.00493876j 0.00120803+0.0168155j -0.0021135+0.0146949j -0.0277384+0.0417315j -0.0134542-0.039459j 0.0171317-0.000382935j -0.016231+0.0247477j 0.00382215+0.0354436j -0.000440307+0.0306389j 0.00911992-0.0243185j 0.00756564-0.037813j 0.0186768-0.0389367j -0.0189219-0.0121678j -0.00953881-0.0292422j 0.00570304+0.0345657j -0.00591033-0.137787j 0.0141383+0.049384j 0.00835235+0.0319519j 0.0111182-0.0507838j 0.0097369+0.0422564j 0.000449483+0.00795543j 0.0161387+0.0481801j -0.00199752+0.0113531j 0.00764941-0.029462j -0.00459034+0.000262157j -0.00991017+0.107133j 0.0182632-0.101884j 0.0173729+0.069562j 0.0114093-0.0263529j -0.00817255+0.117907j -0.019462-0.107105j -0.00450486+0.165382j -0.0241923+0.22137j 0.00168526-0.0683712j -0.0139033-0.193406j 0.00954277-0.0367103j 0.013007+0.0827525j -0.0137384-0.0727501j 0.011362-0.069377j 0.0367051-0.0926988j 0.00957166+0.0291558j 0.0248361-0.0657368j -0.000223503+0.069253j 0.0137024+0.0434026j -0.00416175+0.13361j 0.0206941+0.0756632j -0.0161154-0.0939401j -0.0172798+0.0583716j 0.0707269-0.0957129j 0.00740844+0.0865228j -0.0123021+0.0485115j 0.00579597+0.0516713j -0.0985122+0.109779j 0.00402376-0.0259121j -0.0875661-0.0342441j -0.10156+0.0053162j -0.0316076+0.182178j 0.0374863+0.104545j 0.0540897+0.0153971j 0.0111905-0.0443395j -0.00415308-0.0143098j -0.0233911+0.18348j 0.0706766+0.0847255j 0.0419066-0.16453j -0.157945-0.0775231j 0.0148549-0.0890558j 0.0425379-0.0134372j -0.000114457-0.04119j -0.0130895-0.0289317j 0.00822588+0.0449688j 0.00951194-0.00929234j 0.0172093-0.0109348j -0.058931+0.114135j 0.0435647+0.185009j -0.0372075-0.0306867j -0.0120896-0.024411j 0.0698469-0.0443448j 0.0227289+0.038904j -0.00718056-0.0588458j 0.0160589+0.0695098j -0.0110856-0.028189j 
-0.00555929+0.0309034j 0.00684961+0.00693605j 0.0152041-0.0130556j 0.000333526-0.00217815j 0.00116279+0.0132542j -0.0234628-0.0383261j -0.00602724-0.0121737j 0.00375525+0.023016j 0.011788+0.0054062j 0.00503541+0.0242704j 0.0236604+0.0128869j 0.00728242+0.0430827j -0.00500913+0.0106542j 0.00427252+0.00105507j 0.0107562+0.0166583j 0.0128212+0.000290665j 0.00432188+0.0287128j -0.0026706-0.00447857j 0.00591727-0.022961j 0.0114393-0.0535729j 0.00341684-0.0669513j -0.0146728+0.0048355j -0.0150775+0.0275429j -0.0142503+0.032556j 0.0110292-0.00718649j 0.0257545-0.00652075j -0.00729955+0.0567109j 0.00496504+0.013768j -0.00906046+0.00868106j 0.00255184+0.0374214j -0.0165697+0.00100971j 0.0226269+0.00335241j 0.0217367-0.029286j -0.000158759+0.00393585j 0.018262+0.0389404j -0.00957857+0.107641j 0.00209858-0.102803j -0.00219311+0.0223938j -0.00859735+0.0207624j -0.0044282-0.0307148j -0.00409679-0.0806963j -0.00821646-0.159896j -0.00535756+0.0554488j -0.0362134+0.0120901j -0.0160631-0.125199j -0.00381683-0.111092j -0.00920311+0.011718j -0.0200551+0.0162284j -0.0172272+0.115684j 0.0123166+0.233387j 0.0308482-0.285892j 0.0200271+0.0731259j 0.012187+0.147253j -0.00740975-0.0764409j 0.0317003-0.197756j -0.00823563-0.0544611j -0.0184421-0.055447j -0.00102616+0.0799451j -0.038272+0.05648j -0.018685+0.103833j 0.0196413+0.091228j 0.00750765+0.0380396j 0.022196-0.0875555j 0.0214181+0.0190784j -0.0325419-0.0339175j 0.0258107+0.0328864j -0.0344149+0.0594989j -0.00758247+0.0597521j 0.0419148-0.0661149j -0.00837663-0.10851j 0.0686652+0.0219517j 0.0274416-0.133938j -0.0595146+0.0257689j -0.0646277+0.0315274j -0.0143165-0.0794913j -0.0796448-0.115407j 0.0391291-0.0379982j 0.031321-0.153469j -0.0960994-0.141343j -0.0514538-0.0299867j -0.0256507+0.0797452j -0.102932-0.0231544j 0.027115+0.00481961j -0.0330276+0.0859353j -0.0139841+0.0323782j 0.028542+0.0593537j -0.0251225-0.0552799j 0.00397567+0.0347551j 0.0505316+0.206461j 0.0497296-0.0950026j 0.0179439+0.029571j 0.111208-0.0159707j -0.0640212+0.0230377j -0.000427156+0.0590769j 0.0185535-0.00762284j 0.00935737-0.0465803j 0.020096+0.12318j 
-0.00421114+0.0113968j 0.0104413+0.014224j 0.00787826+0.0129545j -0.00431147-0.00676217j -0.0013724+0.00233506j -0.0217953-0.015812j -0.0118227+0.010062j -0.0255235+0.0486888j 0.00369194+0.00824241j 0.000223085+0.00185724j 0.00878741+0.00285206j 0.00791123+0.00183746j 0.00310676+0.0386214j 0.00177161+0.0422047j 0.000759745+0.0263261j 0.00422131+0.0018989j -0.00376999+0.00483447j -0.00839047+0.0212014j -0.0180344+0.0324198j -0.0138702-0.0132196j -0.0191055-0.0508753j 0.0120215-0.0463978j -0.00198098+0.0479119j 0.00462972-0.00354036j -5.80745e-05+0.026219j -0.0209253+0.0278212j 0.00343445+0.0428453j 0.0067413+0.0782298j -0.0138184+0.0349798j 0.00672424+0.0599081j 0.0151767+0.00870899j 0.00268723-0.0351548j 0.0084914+0.0949415j -0.00984558+0.0222624j 0.0132745+0.033259j -0.00336125+0.0269514j 0.00703505-0.0345652j 0.0156739-0.00328659j 0.00563494-0.0247377j 0.0143604-0.0570627j 0.0140239-0.0429626j 0.0164166+0.145515j 0.0244032+0.0231515j 0.0123256-0.109146j 0.0194527-0.044084j -0.0103791+0.0697084j -0.0367824+0.00298076j -0.01099-0.14562j 0.00443705+0.0180916j -0.0413815+0.271869j 0.00681397+0.0657391j -0.00477708+0.000375987j 0.01701-0.104168j 0.00594513-0.124624j 0.00613436-0.0490877j 0.0354495-0.0643157j 0.0489479-0.264924j 0.0423587-0.080809j 0.00246131+0.077663j 0.00740114+0.00988017j -0.000940201-0.00487254j 0.0285036-0.0126236j 0.0248182-0.0283713j 0.0433009-0.0249947j 0.0276579+0.0305449j -0.00573005+0.0443713j -0.0369578-0.102248j 0.0301022+0.0391137j -0.0378491-0.115861j -0.0115213-0.0594113j -0.0279519+0.0523763j -0.116883-0.00618994j 0.0554146-0.0848503j -0.0506604-0.086093j 0.109545-0.0949559j 0.150168+0.0374806j -0.0847431-0.0213035j 0.0203685+0.10606j 0.0636927+0.0980156j 0.0288471-0.00951952j 0.0548901+0.0531041j 0.0568857+0.111242j -0.00507778-0.0733359j -0.0170396-0.0439702j -0.0206042-0.0206744j 0.0400026+0.051772j -0.000568684+0.0159737j -0.00595117-0.00221905j 0.00867628+0.0382662j -0.0126566-0.0662368j 0.0615117-0.0240408j -0.0719202+0.000669435j -0.0611518+0.0101718j -0.00190468+0.0224537j -0.0294838+0.0502284j -0.0149166-0.0781228j -0.00388935-0.0662586j 
0.0004088+0.00666663j -0.00929629+0.0269559j -0.0122517+0.0494058j 0.0031452+0.0266206j -0.00815807-0.0272147j 0.0101086+0.00103404j 0.0158495+0.0472515j 0.000914791+0.023181j 0.00329257+0.00361405j -0.00606147-0.0206978j -0.0184647+0.00445538j 0.00411726-0.0556554j 0.0135567-0.0144973j 0.0237736+0.0624605j 0.00753175+0.0166453j 0.00452763+0.023199j 0.0146022+0.00476877j -0.0094555-0.00594881j 0.0148297+0.0828355j -0.0199148+0.0391889j -0.0166481+0.043989j -0.000831061-0.032121j 0.0101745+0.0159582j 0.00392364-0.0294038j -0.0132689-0.0158266j 0.00872883-0.00997949j 0.0213285-0.0245578j 0.0324729+0.0178102j 0.0106784-0.0189231j 0.00359891-0.05022j 0.0152301+0.0669841j -0.00317066-0.061428j -0.0239804+0.130205j 0.00165434+0.0438053j -0.00528399+0.110779j -0.00475857-0.160015j -0.000888915+0.0548502j -0.00100545-0.150061j 0.0106294-0.105307j 0.00892543-0.128031j 0.0120667+0.0200446j -0.00602604-0.0787535j -0.0369289+0.154156j 0.00536239-0.0831532j -0.00585839+0.0219337j -0.000614355-0.250062j -0.0271432+0.0363771j -0.00828203-0.117619j -0.0158367+0.134291j -0.00706489-0.0163962j -0.00867358+0.0130256j -0.0221582-0.082691j -0.0257844-0.0334628j 0.017578+0.0514436j 0.0151916+0.0339063j 0.00528612-0.0102005j 0.0188266-0.0169332j 0.0144749-0.00627262j -0.00234698+0.117385j -0.0106867+0.0935361j -0.0377316-0.0791714j 0.0598245-0.0209954j -0.0185644-0.0612525j 0.0137801+0.0384276j -0.0429279+0.149078j 0.0348619+0.110503j -0.0536915-0.0715727j 0.0450721+0.0355293j -0.148697+0.0686706j -0.0463183+0.120965j -0.0301678-0.0931582j 0.0371012+0.0616902j -0.0430634+0.169481j 0.00048296-0.0234759j 0.0919671+0.0587742j -0.0595027-0.101606j 0.05503+0.104269j 0.0378316-0.0622422j -0.00109704-0.0388004j 0.00621403+0.0464198j -0.0132346+0.00874541j -0.050027-0.00913704j -0.0630721+0.0804435j -0.0238677+0.0180025j 0.0334019-0.0773086j -0.0284825-0.0422488j -0.000395632-0.0333266j 0.0113129-0.000436898j 0.0277665-0.037211j 0.00343256-0.072109j 0.0149586-0.0324106j 0.121904+0.0211174j 0.0903684+0.0265383j 0.0196527-0.0392134j -0.000842882-0.0210573j 0.0265169+0.114582j 0.00860634+0.11661j 
0.00262055-0.0450649j -0.00348926+0.00168876j 0.00761752-0.0228384j 0.0136274-0.00709136j -0.0102972-0.00559752j 0.0170413+0.0125778j 0.0127109-0.0306007j 0.00900389-0.0254844j -0.00602344-0.0206635j 0.000730047+0.0495823j 0.0114206+0.0167038j -0.0046492+0.0640736j 0.0090754-0.00644319j -0.000578189+0.0121286j 0.0115506-0.0110896j -0.00755945+0.0189221j 0.0048333-0.0598733j -0.0054112+0.00679471j 0.00469978+0.0184901j 0.00652604+0.026865j 0.0062561+0.0756303j 0.00863587+0.0709928j 0.000674313+0.00235023j 0.0100524+0.0139385j 0.00636811-0.0662191j -0.00537453-0.0695942j -0.00474073-0.0133693j -0.0370892-0.0849802j -0.00306081-0.0090552j 0.00254515-0.0412309j -0.0287648+0.0217377j -0.00566273+0.0232342j 0.00237218+0.0819063j 0.00830869-0.0498603j -0.0185828-0.112477j -0.00239634-0.217408j -0.00774519+0.0827921j -0.0174155-0.0404092j 0.0164133-0.00435886j -0.0237959+0.1615j 0.00839917+0.028533j 0.00823444-0.18427j -0.00623001-0.0460074j -0.0208671+0.146091j -0.00816449-0.0446836j 0.00262488+0.00453396j 0.0317454-0.0132081j 0.00766544-0.266777j 0.0207656-0.0594215j 0.0202956+0.184031j 0.0271822-0.196028j -0.00359073-0.00940794j 0.0053589+0.0964088j -0.0124625+0.123909j -0.0196905-0.0286591j -0.0148157-0.00935916j -0.0261518-0.0375974j -0.0389515+0.199864j 0.0140712+0.14407j 0.0239662+0.0276545j -0.00814337+0.0253766j -0.0185357+0.0509087j -0.0405129+0.0202195j -0.0218144+0.113539j 0.0628523+0.0576972j -0.0588038-0.0279894j 0.0607138-0.0186419j -0.0856035+0.0187662j 0.0355661+0.0843202j 0.00791756+0.00209172j -0.011428-0.00617121j 0.0195943+0.173772j -0.0156698-0.125787j 0.0682535+0.111358j -0.00983271-0.0580264j 0.0549981+0.135182j 0.00384146+0.0638588j -0.118369+0.157885j 0.0341273-0.0309416j -0.0501434+0.0175539j 0.0333419+0.000386679j -0.00315371-0.0611939j -0.0234085+0.0282925j -0.0503332+0.00539362j 0.0326723+0.011487j -0.0148478-0.068066j 0.0182907-0.133584j 0.0704623+0.0700276j -0.0144209-0.0382207j 0.00241435-0.0343933j -0.0269829+0.0282955j -0.0793977-0.0214252j 0.0563028-0.00582625j 0.0254604+0.0436221j -0.0246837+0.00890957j 0.00686626+0.0489698j -0.0227184-0.102568j 
