0.00181908+0.0069299j -0.00703797+0.00235759j -0.00549011+0.00160126j -0.00162134-0.00545868j -0.00159043+0.000483577j -0.00346872-0.000352921j -0.000202342-0.00501904j 0.00441603+0.000457427j 0.000372255-0.00152405j -0.000617547+0.000606858j 0.00146863+0.000493879j -0.000960634+0.00302663j -0.0038078-0.00216469j 0.00309933-0.000182461j -0.000395021-0.00101891j -0.00160455-0.00108861j -0.000409788-0.000518851j 0.00162411-0.000507124j 0.00162943+0.00213543j -0.000460916-7.56548e-05j -0.000146572+0.000839901j 0.00193404-0.00161654j -0.00225808-0.00198862j -0.0013731+0.000153616j -7.42165e-05+0.000235593j 0.00275685+0.00032309j -0.000827593-0.00194645j 0.000720238-0.00144681j 0.000486663+0.000964698j 0.000701797-0.000368787j -0.00247313+0.000660783j 0.000618995+0.00157103j 0.000984351-0.000606519j 0.000414579-0.000733169j -0.00228905-0.00270273j -0.00100057+5.86366e-07j -0.00104313-0.00164039j 0.00226676-0.000138433j 0.00122127+0.000486098j -0.00118424-0.00028989j -0.000611324+0.00107201j -0.000465533+0.00260553j -0.00231051-0.00197008j 0.000725615-0.00212214j -0.000804061-0.00231555j -0.00476083-0.00165143j 0.00119253+0.0039568j -0.00230266+2.61913e-05j -0.00139538+0.00386519j 0.00708624+0.00414697j 0.00290839-0.00262966j -0.00379941-0.00241816j -0.0101205-0.0104538j -0.00834869+0.00409003j 0.0490059-0.0370639j 0.00696872-0.362827j 
-0.00102678-0.000786294j 0.000867553-0.000674486j 0.00347738-0.00327822j 0.00174171+0.00170768j -0.00136688+0.00711596j -0.00771927-0.0034351j 0.00113508+0.0041305j -0.00142541-0.00325815j -0.00701551+0.00925774j -0.00297253+0.00972749j 0.00156102-0.00898015j -0.00346835+0.00233348j -3.98408e-05+0.0104433j 0.0122668+0.00218998j -0.000265768-0.00866822j -0.0011872+0.0139853j 0.00730205-0.0529281j 0.00625035-0.00528001j 0.0017176+0.0196654j -0.00156034-0.0341379j 0.00140443+0.0219329j 0.00417396+0.0182989j 0.00433323+0.0643572j 0.00109878-0.0565939j 0.00413443+0.0174344j 0.00786508-0.00328377j -0.00262141-0.0335944j 0.00414362+0.00178464j -0.00216718-0.119115j -0.00542452+0.00400782j -0.00105207-0.0264102j 0.00430007-0.0406926j 0.00318274-0.0364556j 0.00061548+0.0230333j 0.00718924+0.00252849j 0.00220172-0.00283063j 0.0104419+0.0109004j -0.00416901-0.00765853j 0.000972767+0.00762724j -0.00305145-0.010056j -0.00452314-0.0226214j -0.00227703-0.00899475j -0.00411394-0.00290018j -0.000330089+0.00268428j 0.00306775+0.00294782j -0.00350444-0.00127707j 0.0012013+0.00281365j 0.00275015+0.00359336j 0.00169139+0.00291031j 0.00160743+0.00113541j 0.00438603-0.00505218j 3.60808e-06-0.007013j 0.00020442+0.0065755j 0.00354404+0.0033487j -0.00123245-0.00114764j -2.95192e-05+0.00257717j 
0.00433312-0.00190509j -0.000274581+0.00519873j -0.00104785-0.00498044j 0.00164626-0.0107746j -0.00848504+0.00408376j -0.00286004-0.00439823j -0.002014-0.0058114j 0.00183566-0.00666687j 0.00180523+0.0266916j -0.00181507+0.0185214j -0.00448659-0.00499922j -0.000297741+0.00760314j 0.00939686-0.0211895j 0.00905187-0.00908648j -0.0083357-0.00491847j 0.0102034-0.0352411j 0.00272941-0.0260927j -0.00598661+0.0667414j 0.00943445-0.0739629j 0.00522979-0.00258102j 0.000149173-0.0683805j -0.000141095-0.0540055j 0.00682218+0.110769j 0.000482746+0.077649j 0.00613989+0.0344296j 0.00200854+0.129363j 0.000827898+0.0131977j -0.00255453-0.0321865j -0.000807784+0.00780934j -0.00102333-0.0078564j -0.00377505+0.0105012j -0.00447791-0.00173202j 0.00388498+0.0271291j 0.00313223+0.0386145j 0.00933211-0.0199899j 0.00203543+0.030846j 0.000825897+0.0220653j -0.000406296+0.00323485j -0.00495752-0.0234009j 0.00394847-0.000860179j -0.00981714-0.0234539j -0.00187139-0.00667588j -0.0078894-0.0223152j 0.00196366+0.0065314j 0.00289726+0.0148812j 0.000789322-0.00962665j 0.000673442+0.0117972j 0.00184525+0.00751j -0.00317126+0.00606115j -0.00211009-0.000920653j -0.00169424+0.000668582j -0.0029269+0.00751063j -0.000752426-0.00188363j 0.00170252+0.00272465j 0.000534775+1.33942e-06j 2.01091e-05-0.00179938j 
0.000750332+0.00195304j -0.00121603+0.00182723j 0.00352646-0.00485738j -0.000173582-0.00149598j -0.00269361+0.00867666j -0.00169929-0.00149572j -0.00823602+0.00467394j -0.000687955-0.012282j -0.00290174+0.0122512j 0.000657096-0.0112145j -0.00722821+0.0181891j 0.00889445-0.00552416j -0.013733+0.0325729j 0.00846425-0.0464398j 0.00407081-0.00618742j -0.00769863+0.0930762j -0.00385195+0.0633659j -0.00116003-0.0276265j -0.00147453-0.0250876j 0.00782738+0.0657486j -0.00189638-0.0732686j 0.00393616+0.0788152j 0.00319171+0.0605598j 0.00449528-0.00473942j 0.0077962+0.0415307j -0.00313634-0.0882424j 0.00830098-0.0215004j -0.000873873-0.0609563j 0.00694314+0.0155365j 0.00110021-0.0422226j 7.068e-05+0.057763j 0.0043906-0.00773233j -0.0040583-0.034631j 0.000524816+0.0170346j -0.00033757-0.00855121j -0.00404236+0.0491742j -0.0112481-0.0116261j 0.00132978+0.00108639j -0.00416606-0.0232964j -0.000785801+0.00066112j -0.00371-0.0120724j 0.00705227+0.0240531j -0.002725+0.00235962j 0.00208733+0.00478694j -0.00341762+0.0119728j 0.00357324+0.00914534j 0.00166816+0.0206084j -0.000268364+0.00117599j -0.00345689+0.00316186j -0.00130237-0.00472522j 0.000293964-0.00956288j -0.00587379-0.00212398j -0.00135622+0.00210723j 0.0038108+0.003282j 0.004431-0.00119643j -0.00136448-0.0074233j 
-0.00124887-0.000746361j 0.00122078-0.00122842j 2.40212e-05+0.00220757j -5.07205e-05-4.00172e-05j 0.00134698-0.0056047j 0.00627072-0.00201438j 0.000321077+0.00341496j -0.00371442+0.000275436j -0.00471954+0.00313478j -0.000686046-0.000856044j -0.00703812+0.000742374j 0.00365642+0.00965211j 0.000642782+0.0204107j -0.00538032+0.0289442j 0.00285149-0.00749264j -0.000332202+0.0234809j -0.00205011+0.0214234j -0.00164185-0.0276801j 0.000846331-0.0475892j -0.00113105-0.00597782j 0.00224019+0.0452135j 0.00765111+0.0109385j 0.0102274+0.0454777j 0.0131822+0.0956134j -0.00735643+0.00554215j -0.00505085-0.0351145j -0.00172401+0.0326666j 0.00431857+0.0454248j -0.00467115-0.0301991j 0.000447406+0.0191857j 0.0143968+0.038726j -0.000984188+0.0166346j -0.00165846+0.01019j -0.00836859+0.00438715j -6.12416e-05+0.00685822j 0.00217466-0.000426131j 0.00221048-0.00212269j 0.0054347+0.0101423j 0.00022431-0.0157754j 0.00272275+0.00464109j 0.000810337+0.00819432j 0.00114862+0.00562237j 0.00132496+0.0042012j -0.00324526+0.00141692j -0.00126801+0.00520485j 0.00317951+0.00536621j -0.000376502-0.0016417j -0.0022913-0.00282127j 0.00243019+0.00336754j 0.00117987-0.00430496j -0.00402224+0.00160655j 0.00334814+0.00650097j -0.00417249-0.00292852j -0.000921456+0.00560186j -0.000867933-0.00436698j -0.00272691-3.62727e-05j 
-0.00193187+0.000611841j -0.000413006-0.00128018j 0.00298762-0.00556148j 0.00307442+0.00449549j 0.00281128+0.0029032j -0.000111714+0.00351791j -0.00695207-0.000462084j -0.00025274-0.00679282j 0.0111631-0.0273287j -0.00291368-0.00305471j 0.00724503-0.00459878j 0.0120629-0.0411738j -0.00332507-0.0249987j -0.00325622-0.0104807j -0.00592995+0.00810735j -0.00317287+0.0129733j -0.00311495+0.00837404j 0.0106003+0.0309458j 0.00426885+0.00615898j -0.00180327+0.045964j -0.00296805+0.056252j -0.00517992-0.00576271j 0.0104074+0.0691675j -0.00639821-0.145183j 9.85171e-05+0.0435015j 0.00265706+0.0145897j 0.00103417+0.027765j 0.00623538+0.0229211j -0.011277-0.0267396j 0.00416891+0.013255j -0.00961716+0.00811757j -0.00851369-0.0312397j -0.00900757-0.0213135j 0.00996949+0.0104082j -0.00567972+0.00869417j 0.00385718+0.00385477j 0.00310168-0.00435259j 0.000938805+0.00848927j -0.00217265-0.000892898j 0.0043407+0.0172193j 0.00333227+0.00383796j -0.00189311+0.0110564j 0.00177944+0.00242051j -0.00140884-0.0130221j 0.00222315-0.00942842j -0.00337236+0.000918475j 0.00236636+0.00465427j 0.00245531+0.000595496j 0.00408519-0.00522022j -0.00208215-0.0119588j -0.00428769-0.00527462j -0.00252458-0.00239851j 0.00240745+0.00312935j 4.28235e-05-0.00262818j -0.000702957-0.000603374j -0.000550244+0.00128464j 
0.000670261+0.00254295j -0.00239624+0.00190232j 0.00260319-0.00782662j -0.000332336-0.00212873j -0.0102445+0.00575335j 0.00116962-0.00531278j -0.0060768+0.00515765j 0.00428075-0.0120893j 0.00637948+0.0117047j -0.00268223+0.0148489j -0.00875993+0.0355965j 0.00309196+0.0127997j 0.000691521-0.00598644j 0.00356431+0.0193358j -0.00185686+0.00139427j 0.0142425-0.0098757j -0.00173428-0.0390532j -0.00226651-0.0337908j -0.00489245+0.00515444j 0.00297591+0.147499j -0.00666199-0.0319375j 0.00715155+0.0536251j -0.00578225-0.034181j 0.00217506-0.0207563j -0.00987699+0.121944j -0.00206072+0.00845537j -0.00120847-0.0125991j -0.00133727-0.016576j -0.00247944+0.0119575j -0.00801153+0.0323553j 0.0013374+0.0180189j -0.000781088+0.0142607j 0.00553431-0.0074362j 0.00214464+0.011896j -0.00414905+0.0261294j 0.00027714+0.019975j -0.000477397+0.0113544j -0.000976339-0.0284208j -0.00179483-0.00521154j -0.000810987-0.000696054j -0.00130227-0.00920187j -0.00204403+0.0120728j -0.00228002-0.0106615j 0.00691707-0.000844315j 0.00806699-0.00347049j 0.000795871-0.0149095j -0.000594877+0.0120415j -0.0010368+0.00410421j -0.0025859-0.000878088j -0.00470196-0.00193662j -0.00261062+0.00617611j -0.00252424+0.0032611j 0.00129779-0.0003683j 0.000704474-8.17764e-05j 0.000118345+0.00243594j 0.00165183-0.000805916j 
-0.00220623+0.00259386j -0.00218403-0.000401451j 0.00318909-0.0103898j 0.00491657+0.000483618j -0.00366684-0.000144344j 0.00639387-0.00350926j -0.00171811+0.0102281j -0.00523047-0.000193318j -0.00479344+0.0321229j 0.00553107-0.0153872j -0.00254911+0.0108532j 0.00588656+0.0171854j -0.000139318+0.0381601j -0.00685871+0.0846837j -0.010225-0.0510441j -0.00505528+0.042911j 0.0102351+0.00279534j 5.85711e-05+0.0166386j 0.00383929+0.0636128j 0.00802561+0.0518563j 0.00117893+0.0299955j 0.00960178+0.136215j -0.00295999+0.0616765j -0.0137804-0.03295j 0.00118275-0.0293558j 0.000943131-0.00253109j -0.000407062+0.00724249j 0.00359659+0.0330236j -0.00298922+0.00979219j -0.00111145+0.0083761j 0.0108196+0.0192598j -0.002947-0.00410671j -0.00247082-0.000119156j -0.00235536-0.0250375j 0.00700284+0.0230182j 0.00612284+0.0227852j 0.0051065+0.012933j -0.00140756+0.0172026j 0.000497668+0.00378545j 0.00290003+0.00747255j -0.00364352-0.0129012j 0.00337252-0.00309877j 0.00247477+0.0002865j -0.00136778+0.00104677j -0.00109841+0.00330123j 0.00334817+0.00682611j 0.00330554-0.0003603j -0.000786995+0.00120338j -0.00156239-0.0053978j -0.00231049-0.00481619j -0.00393514+0.000565637j -0.00106056+0.00322577j 0.00152652+0.000702898j 3.65455e-05-0.00249307j -0.00287312-0.00175757j -0.00105514+0.00420143j 
-1.35057e-05+0.00276098j -0.00218276-0.000280213j -0.00216196+3.7101e-05j -0.00321116-0.00430463j -0.00768729+0.00577161j 0.000392564-0.00320424j 0.000464955+0.00110602j 0.00496547-0.0062246j 0.00345828+0.00659029j 0.000958744-0.0097326j -0.0106392+0.0314506j -0.00636134+0.0112141j 0.00185768+0.00964284j -0.00309197-0.0581705j -0.00276308+0.0182805j -0.000695545+0.0315754j 0.00153391+0.0342827j 0.0131868+0.0798169j 0.000683385-0.0498095j 0.00149247+0.0087932j 0.0139311+0.064376j -0.000499219-0.0277773j 0.00648772-0.0246842j -0.00346837+0.0204193j -0.00205755+0.0618285j 0.00436068+0.0302283j 0.00529841-0.0204481j 0.00952102-0.023029j -0.00595061-0.00393623j 0.00188762-0.0269468j -0.00210491+0.00549022j -0.000888034+0.0143403j 0.0034586+0.0146616j -0.00404948+0.00915949j 0.000478286-0.0162811j -0.00519389+0.00124345j -0.00288503-0.00471172j 0.00392097-0.0115788j 0.000808096-0.00612725j -0.000648664-0.00889726j -0.000654282-0.0129239j 0.000870634+0.0085406j -0.000681015-0.0123468j 0.000740588+0.0114079j 0.000738694+0.00952117j 0.00177374-0.00592232j -0.00261622+0.0134407j -0.00169048+0.00598344j -0.0023717+0.00156042j -0.00276268-0.00310627j 0.00180829+0.00711446j -0.0005957-0.0020394j -0.00140122+0.00362551j 0.00262902+0.00557956j 0.00118886+0.00421322j 0.00319169-0.00207051j 
0.00356701-0.00308298j 0.00157897+0.00475265j 0.00289779+0.00537479j 0.0016557+0.000208683j 0.00650923-0.00946627j -0.000282378+0.00163889j -0.000557152-0.0118483j -0.0124184+0.00525882j -0.0032999-0.022524j -0.0114355+0.0447292j 0.00534092+0.00472932j 0.00247821-0.0613277j -0.00451304+0.0736215j -0.00155466+0.0107604j -0.00833141-0.0171816j 0.00270919-0.0447455j 0.00277234+0.014787j 0.00373875+0.0272537j -0.0135307-0.123821j 0.00749005-0.0295508j -0.00520516-0.0763309j 0.00215161-0.0904215j -0.0038147+0.0687383j 0.00169153+0.0238123j -0.00213675+0.00489272j 0.00507064-0.0654181j 0.000550419+0.0596013j -0.00332931-0.00974501j 0.00115898+0.00593038j -0.00288848-0.0126651j 0.00494609+0.0147951j 0.00363993-0.00742955j 0.00130931+0.00601841j 0.00688776+0.034623j -0.00805943-0.0253193j 0.00934353+0.0175527j 0.00308262-0.00473813j -5.83838e-05+0.00281344j -0.00442965-0.0241786j -0.000897599+0.00893366j 0.00209664+0.0155979j 0.000138089+0.00995217j 0.00310191+0.0112069j 0.000343822+0.00174386j 0.00756736+0.000369233j -0.001703+0.000800512j 0.00520636+0.00253885j 0.00260961+0.000418945j 0.00844912+0.00148716j 0.00108219-0.00479641j -0.00258302-0.0031523j 0.00323294+0.00185897j -0.00195861-0.0033052j -0.00163281+0.00114902j 0.00250937-0.00645299j -0.00459278-0.00503924j 
-0.00072426+0.00153588j 0.000221194-0.00105996j 0.00188597+0.00221145j -0.00469868-0.00252225j -0.0041868-0.000652561j 0.00777221-0.00281308j -0.0111725+0.00348099j -0.000746065-0.012098j -0.000718322-0.0242788j 0.00840392-0.017026j -0.00193847+0.0028412j -0.0208426+0.0654728j 0.00223849+0.130615j 0.000970864-0.0410523j 0.00381671+0.0109765j 0.00822934+0.022334j 0.00573658+0.0063387j -0.0036995-0.0371178j 0.00666642+0.033562j -0.000870896+0.0677447j -0.00807812+0.108726j -0.00517319-0.0652814j 0.000548541+0.0256078j -0.00754571-0.00745391j 0.00141058+0.0327641j 0.00216199-0.0193892j -0.00852534-0.0211802j -3.57782e-05-0.0228197j -0.0032721-0.00342333j 0.00352735+0.0145771j -0.00626748+0.0254532j 0.000879651+0.0178378j -0.000451337-0.00075516j -8.32582e-05-0.00110211j 0.00233988-0.0107675j 0.000716763+0.00137255j 0.00490225-0.00872474j -0.00211445-0.00337546j 0.00166978-0.00448317j 0.000116029+0.00333009j 0.00071336-0.0103786j -0.00252+0.0158783j -0.00116274-0.0060377j -0.0028257-0.00572822j -0.000560699-0.00433327j -0.0039958-0.0024145j 0.000544818+0.0133339j -0.00221643+0.00700038j 0.00180611+0.00459882j -0.000134799-0.00583399j -0.00180212+0.00542172j 0.00169325+0.000949987j -0.00435242-0.00183048j -0.00155066+0.00863607j 0.00325563+0.000754184j 0.000671779-0.0061629j 
0.00348317+0.00168968j -0.00199374+0.00568343j 0.00614158+0.00143577j -0.000587051+0.00155652j -0.00202887-0.00706656j -0.00418007-0.00706636j -0.0057247-0.00460407j 0.000302915+0.0133321j -0.0045245+0.00347905j -0.00903399+0.0113138j -0.00431252-0.0528482j -0.00133103+0.0637541j 0.00165385-0.0386133j 0.000623232+0.0236536j -0.00795682-0.0958599j 0.00351904+0.0240884j 0.00250343+0.0015487j 0.00923513-0.0183446j 0.0137835+0.0788575j 0.00901248+0.152076j 0.00351233-0.0576939j -0.0027311-0.0649117j 0.00426455-0.0577829j -0.000566112-0.00399124j 0.00378344-0.0175287j 0.00372781-0.0085291j -0.00735302-0.0133526j -0.0011472+0.0157842j -8.9271e-05+0.00521851j 0.00136909+0.044796j -0.000529807-0.00750867j 0.00350938+0.0295341j 0.000104175-0.00863365j 0.000774773+0.00921323j -0.00559608-0.0112438j 0.00660949+0.017349j 0.00126836+0.00804054j -0.00112451-0.014022j -0.00198124-0.000135293j -0.0024096-0.00453008j -0.00126995+0.015401j 0.00102427-0.00405736j -0.00426888+0.0129011j -0.000198224-0.014079j 0.0017693-0.00435401j -0.00444908-0.00479213j 0.00373236-0.00962214j 0.00452064+0.00518477j 0.000665786+0.00530578j 0.000437324+0.0134604j 0.00480085+0.00233269j 0.00196388+0.00332036j 0.0034273-0.00783082j -0.00319187-0.00998213j 0.00326867+0.0018092j 0.000156243-0.00453598j 
0.000517362-0.00446431j 0.00354743+0.000111885j 0.00229347+1.63906e-05j 0.00026445+0.00614645j -0.00891529+0.0122831j 0.01033-0.0155694j 0.0046588-0.00964657j 0.00359326-0.0303653j 0.00794076+0.0424554j -0.010984-0.028008j 0.00270852-0.0591086j 0.00348623-0.00634279j 0.00627781-0.0141417j 0.0105698+0.00349893j -0.0110656-0.0437945j 0.00270081+0.0294441j -0.00188056-0.0432601j -0.00226546-0.10871j -0.00740732-0.16058j 0.00152369+0.0640319j 0.00118793+0.0468279j -0.0124225+0.000157949j 0.00102289-0.0356463j 0.00374175+0.00882882j -0.00216572-0.00102436j -0.014012-0.0511584j 0.016039+0.0362615j 0.000901295-0.00528232j 0.000362378+0.00167436j 0.00798884+0.0147834j 0.00242281+0.0255682j 0.00650564+0.00728118j 0.00212345+0.00159675j 0.00398032+0.00695935j -0.00390077+0.0123864j -0.000528355-0.00662699j -0.00556886-0.00497778j -0.0035375-0.0138695j -0.00408925+0.00803012j -0.000736657-0.00291155j 0.00734604-0.000634243j 0.00722555+0.00457757j 0.00472539+0.0134741j -0.00470066-0.00126807j -0.00471356-0.00529903j 0.000489046+0.0039881j -0.00252119-0.00334316j -0.00276217-0.00395694j -0.00166257+0.00170477j 0.00130011+0.0058607j 0.00194422-0.000146554j 0.00168896+5.56371e-05j -0.00485024-0.00176114j 0.00072127+0.00741395j -0.000721278-0.0060985j -0.00356198+0.00011831j 
-0.00122134+0.00492099j -0.00407099+0.00212937j 0.00789068-0.00165865j -7.72393e-06+0.00231381j -0.0162768-0.00176732j 0.00419292-0.0128627j 0.0052615+0.00220771j -0.00772749+0.0238608j -0.00413858+0.0169679j -0.00535741+0.00464227j 0.00246133-0.014489j 0.00451351-0.0331493j 0.00421315+0.0154164j 0.0150271+0.045338j 0.01095-0.00413849j 3.56557e-05+0.0119149j -0.0082252-0.0730501j 0.00199252+0.156631j -0.00267306-0.060128j 0.00385614+0.111328j 0.00088885+0.0106343j 0.00874189+0.0365311j 0.00724321+0.0460256j -0.003537+0.00637086j 0.0112261-0.000205443j -0.00034342-0.0113205j 0.00725434+0.0164205j 0.00311667+0.0216865j 0.00106492+0.00681811j 0.00385841+0.0145683j 0.00385345+0.0157438j -0.0035712+0.00792226j -0.00187183+0.000255973j 0.00289973+0.00414584j 0.0037323-0.0200228j 0.00538331+0.0310387j 0.00298186+0.0141977j 0.00566418+0.00428203j -0.0047525-0.00422775j 0.00372794-0.00297867j -0.000907914-0.000766515j 0.00736374+0.00509857j 0.003295+0.0117084j -0.00307663-0.00159732j 0.00256032+0.00851463j 8.01488e-06-0.00321533j 0.00768358+0.00392785j 0.000693049+0.0156737j 0.003216+0.00559222j -0.00611364-3.99174e-05j 0.00174945+0.0129107j 0.0049748+0.00459293j 0.00209441+0.00301303j 0.00334462-0.00247009j -0.00128452-9.54649e-05j 0.000245292+0.00170015j 
2.69749e-05-0.00251838j 0.00288237-0.00232407j -0.00481295+0.00636238j -0.00559124-0.00281285j -0.00876685+0.010426j 0.00722412+0.000179565j 0.0103542-0.00745789j -0.00363747+0.0190885j 0.00111242-0.0493428j -0.00651907+0.0706697j -0.0154803-0.00890998j 0.0035337-0.033086j -0.0057604-0.0323295j -0.00965118-0.0582829j 0.00518499+0.0808952j -0.0146268-0.161515j 0.0164833-0.0474402j -0.000759097-0.0124349j -0.00620114-0.0427655j -0.00410485+0.042748j -0.00887323+0.0145433j 0.00611228+0.0372535j 0.0017642+0.0170291j 0.00254859+0.00682676j -0.00112515+0.0377293j 0.00577037-0.0024691j 0.0052615+0.00774096j -0.00134668-0.0087559j 0.000753059+0.0164957j -0.00694653+0.0121465j 0.00568474+0.0127247j -0.00638696-0.009681j 0.00273111-0.00560865j 0.00093916-0.00304784j 0.00111355+0.0122077j -0.00275037-0.0135287j 0.00212356+0.000357623j -0.000671787-0.005647j -0.0018881+0.00700107j 0.00115505+0.00250192j 0.00253716-0.00291051j 0.00150228+0.00796048j 0.00198119+0.00308914j 0.00615131+0.00361373j 0.000558737-0.0115159j -0.000126351-0.00381644j 0.00248461+0.00451834j -0.00660132+0.000193885j -0.00261936+0.00247889j -0.00284656+0.00286678j -0.0018046+0.00894997j 0.00272828+0.00486024j -0.00210284-0.000959473j 1.52329e-06+0.00433119j -0.00125291-6.33259e-05j 0.000568286+0.00118482j 
0.00228376-0.00133347j -6.97946e-05+0.0023286j -0.00535024+0.00107374j 0.00390893-0.00429904j 0.00886194+0.00240221j 0.01845-0.0169644j -0.00779374+0.0298705j 0.000976485+0.0323688j -0.0103383+0.07379j 0.0064396+0.0135398j -0.00336476-0.0120603j 0.0109792+0.0220135j 0.00417958-0.0216308j 0.000734501+0.0134361j 0.00294103+0.0526043j -0.00163223-0.0948513j 0.0073769+0.197241j 0.000609199+0.013581j 0.014875-0.0198552j -0.00943808-0.0144914j -0.00197488-0.0543221j -0.00975794+0.00906788j 0.00433908+0.0168481j -0.00345772-0.0251798j 0.000574604+0.00795023j 0.00319132+0.0156228j -0.000262639+0.029818j -0.00153009+0.00250392j -0.0014794-0.00911347j -0.00837141-0.0109842j -0.00342328+0.0122273j -0.00194125-0.010533j 0.00462827+0.00548392j 0.000562921+0.00614456j -0.003051+0.000660184j -0.000685877+0.0113256j -0.0014546+0.0138029j 0.00461528+0.00333958j -0.00753494-0.0123252j 0.00323014+0.00269571j -0.000482853+0.0103796j 0.0025727+0.00798523j -0.00685179+0.00944585j 0.000920814+0.00932166j 0.000748409+0.000450532j 0.00505531+0.00524787j 0.00100742+0.00750326j -0.00198683-0.0122371j -0.00539313-0.00848661j -0.00413172-0.00338208j -0.00525111-0.00341447j -0.0031569+0.00667617j 0.00180002-0.0033051j -0.00026719-0.00583588j -0.000596285-0.00253567j -0.00238969+0.000409488j 
-0.00426185+0.00265881j 0.00130158-0.00374604j 0.00841638-0.00121908j -0.00663189+0.00914705j -0.00576812-0.00723725j -0.000771312+0.0322457j -0.0150668+0.0354885j 0.00710561+0.0486135j -0.00436391+0.0120268j -0.00743659-0.00702465j -0.00197147-0.0571758j -0.00842525+0.0162482j -0.00258328-0.0264983j -0.00851195+0.0298393j 0.000400708+0.170627j 0.00587403+0.119126j -0.00439831-0.021782j -0.00983101-0.0576057j -0.00891665-0.028853j -0.00564305+0.0564019j 0.0112669-0.0257878j -0.000798356+0.0138248j -0.00457234+0.000794943j 0.00439646-0.0145237j 0.0037133+0.0252856j -0.00337219+0.0106342j -0.00704084-0.0192298j -0.0117073-0.00780234j -0.00104418-0.00210527j -0.00374655+0.00657903j 0.00402843+0.00192963j 0.00106553-0.00116524j -8.25424e-05-0.0124234j -9.05924e-05+0.0106474j 0.0032928+0.00818434j -0.00665723+0.0192413j -0.00606577+0.0148373j -0.00459109+0.00592106j 0.00135141-0.00294409j -0.000858564+0.00790816j -0.0018264+0.00587285j 0.00053944-0.00531057j -0.00443523+0.0083161j 0.00187745-0.0126447j -0.000822119+0.0082764j 0.00072822-0.00269028j 0.00358225+0.00661851j -0.00196676+0.00770989j 0.00151765+0.0144055j 0.000743427-0.00440277j -0.00327853-0.00453707j -0.00243364+0.00884799j 0.00357487+0.00271988j 0.00449907-0.00368256j -0.000758582-0.00325343j -0.00266588+0.00102151j 
0.00275301-0.00202506j 0.00255386+0.000243602j -0.00469222+0.00803136j -0.00816405+0.00961984j -0.0137801+0.0470809j -0.00495886+0.0550025j -0.00348598+0.00529196j 0.00716912+0.0800208j -0.0137522+0.0195835j 0.0193945+0.0415233j 0.00666586+0.0173582j -0.0106441-0.0795773j 0.00392979-0.0481386j 0.00765482-0.191373j -0.00756399-0.0192776j -0.0144959+0.00424896j -0.00172864+0.00985599j 0.00689289+0.00804547j 0.000316578-0.0214812j -0.00509992+0.0118084j 0.00342515+0.0121943j -0.00703166+0.0116426j 0.00577373-0.00268584j 0.00147969+0.0177818j 0.00505412+0.00363194j 0.000438788+0.0106181j 0.00400665-0.030297j 0.0011123-0.0199769j 0.00110108-4.17329e-06j -0.00141557-0.0185006j -4.95967e-06+0.0176792j -0.0015905-0.00444785j 0.00225465-0.00396385j -0.00037744+0.00374726j -0.00076353-0.00666394j -0.00444932-0.00110297j -0.00470018+1.64611e-05j -9.84798e-06-0.0107604j -0.00136539+0.00409086j -0.00393466-0.00561936j -0.00411359-0.00349124j 0.00670087-0.00440927j -0.00296409-0.00243262j 0.00392052+0.0104235j -0.00345779+0.00257565j 0.00284478+0.000975642j 0.000924862+0.00517626j -0.00265881+0.0034163j -0.00542918+0.00648835j 0.00222351+0.00574007j 0.00391906-0.00440479j -0.00405482-0.000747738j 0.00211534+0.00245782j 0.00375649-0.000976911j 0.00253378-0.00130448j -0.00106024-0.00348786j 
-0.00154107-0.000594346j -0.00202134-0.00279519j -0.0118655-0.00547719j 0.00609934-0.00564762j -0.00191286-0.0155907j 0.00694542-0.0195617j -0.0150989-0.0800123j -0.0210254+0.0922599j 0.000892785-0.03307j 0.00328244+0.00312559j -0.00109277-0.0087135j -0.0116464-0.0324354j 0.000877059-0.187368j 0.0062036+0.10604j -0.00362504-0.00837844j 0.00370425-0.021088j -0.0012736+0.0189396j -0.000212644-0.0112943j -0.00413804-0.0175759j 0.00130872+0.0197658j -0.00206933-0.025424j -0.00256414+0.0301847j 0.00497509-0.0204442j 0.000579098-0.0135806j 0.00237972-0.0209045j -0.00201048+0.0127207j 0.00522252+0.0166249j -0.00104562+0.0310013j -0.000389776-0.00598904j -0.000121413+0.0201046j 0.00160174-0.0161429j 0.000506343-0.00217396j 0.0028113-0.00839252j 0.000760128-0.00929985j 0.00399848+0.0110604j 0.00264311-0.00945479j 0.0021748+0.00336747j 0.00152132+0.0054965j -0.00337386+0.0143335j 0.000157512-0.000801167j 0.00235796+0.00697527j 0.00087977-0.00892044j 0.00238522+0.0139395j -0.000524068-0.000829819j -0.00089653-0.000802837j 0.00210509-0.00116316j -0.00156402-0.0119367j -0.00139214-0.0132393j -0.00313834-0.0027809j -5.54396e-05+0.00637192j 0.000568954+0.000477774j 0.00123014+0.00458853j 0.00268073-0.00494367j -0.00281249-0.00741541j -0.00460238+0.00589296j 0.00356079+0.00762944j 
