0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
0.0441359+0.0153876j -0.0413711-0.00907699j -0.0447333+0.0129356j -0.0396708-0.0120733j 0.0157685+0.00720319j -0.0367972+0.0348737j 0.0462715-0.0227444j -0.0353432+0.0112874j 0.0569731+0.0547824j -0.0271723+0.0487882j 0.0127915-0.0170748j -0.0173694+0.063167j -0.0620904-0.0149365j -0.0490663+0.0685216j -0.050744-0.0263683j 0.0205419-0.0607497j 0.0239868+0.0507423j 0.0846863+0.0420668j -0.0477767+0.00504931j 0.0305351+0.0596902j -0.0462676+0.0615725j -0.0385345+0.0655768j 0.0660356-0.0636477j 0.00445401+0.0514272j 0.00805069+0.0127641j -0.0645541+0.0305514j -0.00687571-0.0500021j 0.00657228-0.059746j -0.00513406+0.0426358j -0.0465801+0.00526125j 0.00862365+0.0411896j 0.0264162-0.103661j -0.0016234-0.0133758j -0.0222603-0.0434085j 0.00673945-0.0155427j -0.0106951+0.0277077j -0.022917+0.0201458j -0.0087184-0.0406772j 0.00305908+0.0250344j 0.0123227-0.02248j 0.0340287+0.0282692j 0.00227436-0.0323756j -0.0184277+0.00770941j -0.00515982-0.00683086j -0.0262096-0.0445993j -0.0125781-0.0155806j -0.0102689-0.030126j -0.0112095-0.0334873j 0.0114131+0.0149529j 0.00975969-0.0297651j -0.0329797-0.00563004j 0.00765388-0.010489j -0.0588507+0.0259749j -0.00462483+0.00543743j -0.0387174-0.0353428j -0.0215762+0.0134887j -0.0548684+0.0198175j -0.0441121+0.0118518j -0.033302-0.0106574j -0.0176834+0.00393053j 0.00206001-0.012085j 0.0159241+0.0396424j 0.00547722+0.0336421j -0.0294556+0.0390702j 0.0102222+0.056629j 0.00696113+0.0329823j -0.0146379+0.0116229j -0.0176998-0.00151382j -0.0355315+0.00860817j 0.0110077+0.0135274j -0.0970851+0.0236543j 0.00723345-0.0369044j 0.027821-0.0353126j 0.0265517-0.00506545j -0.04353-0.0189704j -0.00315706-0.0667383j -0.00581854-0.0276669j 0.0171733+0.018389j -0.0720504-0.0557235j -0.0250958+0.00826954j 0.00528143-0.0101354j 0.0569685-0.0313119j 0.0224683-0.0305648j 0.0625768+0.0128489j -0.0710783+0.0254834j -0.0939088+0.00363951j 0.033073-0.0540572j -0.0859154+0.0485647j 0.0291286-0.0401866j 0.0699882+0.00384405j 0.122918-0.00692991j -0.0730018+0.113769j -0.147481-0.175839j 0.0490609+0.10528j -0.06911-0.0734536j -0.0406643-0.0265531j -0.00826755-0.0138655j 
-0.026692-0.00322056j -0.000750475-0.0175144j 0.00860355+0.0594282j 0.0234616+0.0499125j 0.0252447-0.0333839j -0.0267617+0.021962j -0.0304711+0.00560319j 0.0107907+0.0419469j 0.00550735-0.0464644j -0.0163614-0.0364779j -0.00834199+0.125821j 0.0381865-0.0591968j -0.00838067+0.00455253j -0.000127124+0.0570704j 0.0324978+0.0247655j -0.053562-0.0555587j 0.0898773-0.033073j 0.0113742-0.00117382j -0.0767005-0.00128743j -0.033949+0.0197688j -0.0498251+0.114897j 0.0958088-0.0624939j -0.164529-0.0790259j -0.0231085-0.059107j 0.0338545+0.0730554j 0.0173748+0.0307424j -0.027673+0.10822j -0.140391+0.0555964j 0.00484602-0.0469507j -0.0722915+0.0186164j -0.0307268-0.0381142j -0.0758264+0.00548428j 0.0258592+0.0469376j -0.0287774+0.0825941j 0.00754543-0.0704267j 0.0363411-0.0210549j -0.00274504-0.0154189j -0.00484244+0.0235537j -0.00430015-0.0659545j -0.00498377-0.0394513j 0.0389025-0.0375536j 0.0518161-0.0465169j 0.0295594+0.00925918j 0.0397915-0.00506495j 0.000974874-0.00158633j -0.00510209-0.0465158j -0.00235994-0.0128495j -0.0559664+0.0159076j -0.0246533+0.0264761j -0.0452168-0.0332442j -0.00664494+0.0274269j 0.00475443+0.0409859j 0.0061724+0.0366904j 0.064608+0.02149j -0.00305353+0.0397365j 0.031603+0.00374907j 0.0229902+0.0248119j -0.0216123+0.0143701j 0.00169618+0.00413623j 0.0188704+0.0268256j -0.0562913-0.0176292j 0.0462801+0.00288403j 0.0129658+0.0242114j -0.00430224+0.0197436j -0.0523651-0.0494362j -0.00501531-0.025425j -0.00299937+0.0699667j 0.0377676-0.0425034j 0.00754491+0.0313384j 0.0522951+0.00412681j 0.0376777+0.033419j 0.0405841-0.0661401j -0.000200373-0.00299022j -0.0208297-0.0687122j 0.00913691-0.00966991j -0.0415624+0.0370487j -0.0496861+0.0470267j -0.042581-0.00369454j 0.00283761+0.0422129j 0.0197823-0.0187004j 0.00577783+0.0303269j 0.017156-0.0217134j -0.0730582-0.0205521j 0.0287875+0.0116033j -0.0321522-0.0254624j 0.043094+0.00790577j -0.0467316+0.0409428j -0.028601+0.0158024j 0.0426651+0.0189027j 0.0403064-0.0436338j 0.0110445+0.0212793j 0.00449853-0.0115991j 0.0389106+0.0228944j -0.0311652-0.0416172j -0.0352809-0.00596719j 9.87385e-05+0.00672544j -0.0171729-0.0608224j 
-0.00853265+0.0415733j -0.0124305+0.0548774j -0.028761+0.0312719j 0.0318941-0.00437766j -0.0426009-0.019631j -0.0364135+0.0489674j -0.0214835+0.0417347j -0.0236265-0.0499371j 0.00309593+0.0473111j -0.0389543-0.0126086j -0.000197736+0.0205378j 0.0573812+0.0224365j -0.0341092-0.0553623j -0.067638+0.0218393j -0.0771253+0.017711j 0.0183239-0.0435673j 0.074173-0.0387753j 0.0231796+0.0906927j -0.0413377+0.0169876j 0.0397434+0.0149541j -0.142226+0.0855041j 0.0173604+0.0874627j 0.0564312-0.0875564j 0.0237268+0.0777089j -0.00924914+0.0507442j -0.137765+0.0448678j -0.0659142+0.00773879j -0.113604-0.0397298j -0.00369627+0.0341039j -0.0411028-0.0312095j 0.0386303+0.0314945j 0.0011803-0.0642877j 0.00808528+0.0170488j 0.0283571-0.0131349j -0.0539297+0.0307478j 0.00599255-0.0119979j -0.0296909-0.00872401j 0.0301886+0.0105562j 0.0596747-0.0117341j 0.00964822-0.0309152j 0.00827408-0.0116412j 0.00162636+0.0355463j 0.0463578+0.0311243j 0.0577607+0.0476959j -0.0201336+0.0214719j -0.0316717-0.0569441j 0.0185054-0.0244279j 0.0128092-0.00127358j 0.0311352-0.00069937j 0.0353849+0.0457137j -0.0516332-0.014421j -0.0205029+0.00994514j -0.00825661-0.0550422j -0.0235075-0.0323662j -0.0917943-0.0388802j -0.0343341-0.0100392j -0.012923+0.00886454j -0.0172732+0.014781j 0.0213905+0.0118592j 0.00558143+0.00602971j 0.0132469-0.0278514j -0.0141982-0.014524j -0.00778696+0.0137241j 0.0058002+0.0193547j -0.00698264+0.00939952j -0.00792861-0.00505379j -0.0718272+0.0163716j 0.0508418+0.0510104j -0.062402+0.0298572j -0.0712883+0.0346645j -0.00749117-0.0350069j 0.038047+0.0955261j 0.0149514-0.0427686j 0.0120886+0.0264033j -0.00552561-0.00109748j -0.0499112+0.0527889j 0.0175946-0.0664834j 0.034768-0.0464745j -0.00154889-0.0302223j -0.011332+0.043544j -0.00196658+0.0228526j -0.0267635+0.00572415j -0.0469431+0.00169125j -0.0755556+0.00944205j -0.0467121-0.0524221j 0.00407505+0.0109536j 0.042199+0.0230987j 0.0990449-0.0681327j -0.103352-0.0252078j -0.0424759+0.0455739j -0.0428307-0.119527j 0.0124651-0.0800247j 0.0812422+0.0898816j 0.026369-0.0288877j 0.0273002+0.0056964j -0.0237725-0.0416793j 0.0482703+0.0439178j 
0.0190143+0.0476354j -0.0281707+0.0169157j -0.0507089+0.0192647j -0.0349135+0.0131996j 0.0259994-0.0785041j -0.014989+0.0116737j 0.00793361-0.0150553j 0.0307136-0.0590164j 0.00989521-0.0431701j -0.0218991-0.0968249j -0.0441925+0.00304838j 0.0389875-0.00489887j 0.0883457-0.0521624j -0.0523023+0.0195487j 0.000908101+0.0109157j -0.0276181+0.095386j 0.0669279-0.0961162j -0.0139533+0.0488411j 0.0377419+0.143395j -0.0404346-0.12127j 0.00360957+0.0471319j 0.0356811-0.1266j -0.055326+0.0153752j -0.0389964+0.0118035j 0.0149429+0.0240664j -0.0749976-0.0224616j 0.0444233+0.133114j -0.0823606+0.0668577j 0.0262004+0.0350303j 0.0713863-0.0370557j -0.0848251-0.0130667j 0.0281649+0.0500962j -0.00158637+0.0700776j 0.0313717+0.0132098j 0.0513294-0.039469j 0.0232613-0.0351104j -0.0287207+0.00437924j 0.0333723+0.0509582j 0.0364003-0.0641716j -0.0198574-0.019971j -0.0353525-0.0415475j 0.0030714+0.0268878j -0.0300356-0.0556477j -0.0239897-0.00656451j -0.0324212-0.00422964j 0.0254197+0.00114953j -0.0491219-0.0426351j 0.0429747+0.0060618j 0.000878501+0.0484083j -0.0135137+0.0342937j -0.0037785-0.00552708j 0.00669025-0.0213429j -0.0028125+0.00927388j -0.00288579-0.0129545j -0.0519378-0.00551458j -0.0278412-0.0657788j -0.0930075-0.0690782j -0.0247491+0.0255951j -0.0165058+0.000707836j -0.0199335+0.00739094j 0.0419493+0.00194417j 0.00601173-0.0156679j 0.0110782-0.0109178j -0.0138279-0.0292945j -0.00631793+0.0384535j -0.0473657+0.0316884j -0.0776003-0.0336216j -0.0186435+0.0480715j -0.0647924+0.0101253j -0.0211757+0.00986937j -0.0541068-0.0627684j -0.0227857+0.0583041j -0.0306086-0.0359345j 0.0304619+0.0186357j -0.0335158+0.0115747j 0.0191198-0.00809547j -0.00501016-0.0715349j 0.0564182-0.0010194j -0.0264544+0.0127321j -0.0430281-0.0232919j -0.0661093-0.0100157j 0.00136621+0.0280183j 0.0206918+0.0525092j 0.0372486+0.00445445j -0.0325327-0.00698883j -0.0204304+0.013111j 0.0699704+0.046588j 0.0802587-0.0293946j -0.0288987-0.0925312j -0.0526211+0.027775j 0.0662427-0.0488533j 0.0192846+0.00340801j -0.0255111+0.0420043j 0.0505449+0.0511719j -0.00606571-0.0551761j -0.0145489-0.018851j 0.0087636+0.0374445j 
-0.0363022+0.00739745j 0.0140727-0.00193869j 0.0297892+0.0359154j 0.0392249+0.0467647j 0.0594359+0.065491j 0.0182426+0.013687j -0.00965108-0.00304825j -0.0698096+0.0107971j -0.0708206+0.00469876j 0.00668855+0.0317075j 0.0452422+0.0150052j -0.0493374+0.00110472j -0.0947591+0.0411504j 0.0817915+0.0606793j 0.0992004+0.0384263j 0.0624537-0.0546455j -0.00579831+0.0489172j -0.105314-0.0196231j -0.153827-0.162673j 0.0133573+0.0606249j 0.0644573+0.0432657j 0.0501017+0.00284696j 0.101541+0.0905131j -0.0140694-0.0219938j 0.00992885-0.0334649j -0.027224-0.023945j -0.0101428-0.062445j 0.101113+0.06607j -0.0538108-0.0586573j 0.0503171+0.0431551j 0.0275227+0.0101439j -0.0532059-0.0394845j -0.0529439-0.0267978j 0.0492294-0.0726006j -0.0182196-0.028153j -0.0357233-0.0603904j -0.0563833+0.0432304j -0.00338144-0.0251599j -0.00107941+0.0284241j 0.0068293+0.0519367j -0.0549296+0.0284459j 0.000898229+0.0353806j -0.0195968-0.0342729j 0.00286733+0.00213735j 0.0066574-0.0485553j -0.055607-0.0326274j -0.0270327-0.00552646j -0.0700339-0.0801946j 0.0023337-0.0439783j 0.0647478+0.0449412j 0.00291268-0.0299536j -0.0392044-0.0266818j 0.046704+0.0267511j -0.0143781-0.0219067j -0.0281699-0.0217863j 0.0256819+0.0351345j 0.031246+0.0661313j -0.0196013+0.0591136j 0.0479458+0.0437107j -0.01168+0.00755814j 0.00556053-0.0557938j 0.0455734-0.00456582j -0.00380425-0.0103129j -0.016214-0.0129528j 0.00704752+0.0569167j 0.0315456+0.0198118j 0.0199608+0.0259218j 0.04263+0.0270978j 0.0447161+0.0301745j -0.0188622+0.0220501j -0.0500504-0.00157073j 0.0665939-0.00614009j -0.0505378-0.0723853j -0.0453718-0.0451171j -0.0597294-0.0512053j -0.00946191-0.0739437j 0.00811689+0.00498718j 0.00316112-0.0709751j 0.0105678-0.0586668j -0.0255133+0.0530029j 0.0320331+0.0527655j -0.0187484+0.0289582j -0.042894-0.0269438j -0.0240829-0.0262401j -0.0344465-0.0736401j 0.00550939-0.0135713j 0.0424042-0.00211989j -0.0955277-0.0539377j -0.0670667-0.0532372j -0.0169735+0.0320176j 0.0476675-0.117077j -0.00250924+0.0752169j -0.0302695-0.06134j -0.0512511-0.100792j -0.00239017-0.077104j -0.0187352-0.0495651j 0.0201789-0.0250515j 
0.0169697+0.0190612j 0.0166363+0.0240268j -0.0159436-0.00422112j -0.0185702+0.00972969j 0.054807-0.0432985j -0.00806158-0.0131308j 0.0441663-0.0312928j -0.00484669-0.0271074j -0.0414062-0.0207945j 0.00920541-0.0901105j -0.0366465-0.0555362j 0.0286759-0.0778961j 0.0402342+0.0178401j 0.0423896-0.0624085j -0.0370817+0.0301466j 0.06754+0.0749322j 0.0532948-0.319522j -0.0248671+0.0118437j -0.00354153-0.115298j 0.0845735-0.0513712j -0.157814+0.0255365j 0.0173327-0.00735474j 0.200248+0.0480691j -0.00430867+0.0109285j -0.0198492+0.0385884j -0.0727039+0.0295887j -0.0114669+0.017651j -0.0139427+0.173469j -0.0595697-0.11388j 0.0145131-0.0545418j 0.0192446+0.0284104j -0.0104153+0.0563969j 0.000420235-0.00712127j -0.0625553-0.00859926j -0.00865889-0.0719484j -0.0246308-0.0127201j -0.0134129-0.0162926j 0.0117678+0.0808509j 0.0654235+0.0480091j -0.00886825-0.0663407j 0.0777831-0.00101231j 0.0397212-0.100775j 0.0141758-0.0727395j 0.0161956-0.0265555j -0.0197467-0.0253731j 0.0420235+0.00925397j 0.00484379+0.00575114j -0.0128259+0.0104635j 0.102269+0.040029j 0.0444573+0.0933372j -0.0515701+0.0193539j 0.0221457+0.0444817j -0.0158795+0.0451995j -0.00200351-0.0276958j -0.0137743+0.0404341j 0.0351471-0.0111849j -0.0426344-0.0391449j -0.0252033-0.00914395j 0.0233782+0.0310957j -0.00503623+0.0210816j -0.0340367+0.0502206j -0.00115934-0.0417871j -0.00792525-0.0344032j 0.00427014-0.00882168j 0.000452581-0.0205728j 0.0137673-0.0223381j -0.0803246+0.0380337j -0.0629773-0.0551972j 0.0083772+0.0331316j -0.0369778+0.0638566j -0.00121349-0.0481864j 0.0220379+0.0657843j 0.055491+0.00846519j -0.0227799-0.0344616j -0.0566897-0.00339987j -0.050973+0.0245699j -0.0127763+0.0462629j -0.00689295+0.0172072j -0.0272773+0.00131145j -0.0764414+0.00591354j -0.0423067+0.00422248j 0.0643173+0.00836009j 0.00212566+0.0273107j 0.03656+0.0159968j -0.0376423+0.0259635j -0.0625748+0.00557363j 0.00434313+0.0918474j 0.01945-0.0173439j -0.0360904-0.0785027j -0.00900961-0.0100386j 0.0455056-0.0445985j -0.0412497+0.0415228j -0.0409112+0.00690574j 0.0312731+0.0328033j 0.027256+0.00980785j -0.0174697-0.0456837j -0.0382413+0.00404752j 
0.013142-0.0378652j -0.0361635-0.00526654j -0.00252068-0.00563389j -0.0215873+0.0056131j 0.0206933+0.0651971j 0.0203881-0.0610586j 0.0416788-0.0158022j 0.0164873+0.0411275j 0.0782739+0.0161077j 0.037574+0.0467917j 0.0388804+0.0729947j 0.0288986-0.103275j 0.0338863+0.0837345j -0.00943776-0.0428814j -0.0839695-0.00454145j -0.0212161-0.0687346j -0.00504913-0.117977j 0.00168774-0.191333j 0.0313743-0.21018j 0.0919518-0.0392041j -0.117871-0.0112929j -0.0114797-0.00135205j 0.0138103+0.0251683j 0.0984446-0.0195415j -0.0430043-0.0681521j 0.0869002+0.0186971j 0.0214174+0.0163833j -0.0424482+0.0643757j 0.0207523-0.0624535j 0.0113013-0.00142242j 0.0389634-0.027451j 0.0185987-0.0312352j 0.00544431-0.0753822j 0.0185455+0.0258528j 0.0274818+0.0288793j 0.0614058-0.052835j 0.0743232+0.0378882j -0.026032-0.00577231j -0.00257671+0.0122917j -0.00683713+0.0215726j -0.0234587+0.0394685j -0.056151-0.0172881j 0.0695365-0.0387239j 0.011234+0.0412025j 0.0517909+0.0279857j -0.0234847+0.0596391j 0.0511872+0.019186j -0.029231-0.0198141j -0.0532689-0.0729284j -0.0357128+0.0279941j -0.00424497+0.0620768j -0.0123103-0.0750179j -0.0175277-0.0107084j -0.0526582-0.0136486j 0.0223764+0.0288793j 0.00734095-0.026848j 0.0356788+0.0101417j 0.0452011-0.0170564j 0.0163128+0.05993j 0.0461823-0.0143466j -0.00425483+0.0474314j -0.0133825+0.00855608j -0.0023199-0.0240763j -0.00999954-0.0770155j 0.01186-0.0511822j 0.0218912+0.0467395j -0.0178843-0.0368728j 0.00650344-0.0282261j 0.0657223+0.0528861j -0.00799288+0.0610051j 0.000864435+0.0230805j -0.034589+0.0402739j 0.0115622+0.0357643j 0.0244797+0.0685679j -0.0154962-0.0388453j 0.101722-0.0251081j 0.0620688+0.0408723j 0.0304708+0.0240631j -0.0250082+0.0345369j 0.00173008-0.000928353j -0.0656518-0.0605359j -0.0213492+0.0064315j 0.0816953-0.0395471j -0.0433661+0.0203117j 0.0922018+0.0632466j 0.0118258-0.0170408j -0.0512129-0.00685509j -0.0313501-0.0716409j 0.0563563+0.0940662j 0.00496607+0.047345j -0.0351863+0.0486141j -0.00223194+0.0282534j -0.0322449+0.0215101j -0.0164428-0.0285757j 0.0162486-0.0107606j 0.0258791+0.00791064j -0.0450649+0.0257793j 
-0.00409506-0.0468237j -0.00101332-0.00710839j 0.0104309+0.0241907j 0.0230561-0.0185749j 0.03421+0.0217784j -0.0527117+0.027266j 0.011586+0.0118509j 0.0667816+0.0107989j -0.0116548-0.025303j -0.0220185+0.0884539j 0.0441129+0.0258825j 0.187853-0.0951682j 0.131589-0.0351531j -0.125224+0.0159231j -0.0530558-0.0319595j 0.148063+0.115397j 0.127639+0.00220862j 0.0047169-0.0963873j -0.120053+0.00648394j 0.109585+0.0379016j 0.147281+0.0771807j -0.0586703-0.00984834j 0.308476+0.150338j -0.0501132+0.0344029j 0.0745513-0.102656j -0.242682+0.052428j -0.113296-0.0778208j 0.0697658+0.149663j -0.084316-0.0131786j -0.00810956+0.0569259j 0.107721+0.112636j -0.00942106-0.0220322j -0.0441866-0.0622078j -0.00882891+0.00325369j -0.0246516+0.059123j -0.00899458-0.0296046j 0.0221705-0.0413873j -0.0408642-0.0941114j 0.0159902-0.0327916j 0.0503454+0.0310791j 0.0187893-0.0557327j -0.0421128-0.0051747j 0.0626017+0.0534371j -0.0211114+0.0247362j -0.0100082+0.0201692j -0.0110163+0.00699467j 0.0249369+0.0110702j 0.0669567+0.00916398j -0.0120195-0.000435404j -0.0508514+0.0107772j 0.0557286-0.0169361j 0.0103021-0.033019j -0.0814477-0.0051436j 0.0122477+0.0158919j -0.0152787+0.00700712j 0.0236749+0.00200069j 0.0367538+0.0555117j 0.0523707+0.0677791j -0.0138776+0.000466217j 0.0130394-0.00314658j 0.0225499-0.0294339j -0.0224163+0.0270189j 0.0507408-0.0425178j 0.0210522-0.0140263j 0.0164004+0.0286476j -0.00912162+0.0284357j 0.0364361+0.000671132j 0.00106344-0.0107075j 0.00746868-0.0119936j -0.101898-0.0345692j -0.0081533-0.00603597j -0.0389932+0.0306274j -0.0509786+5.76591e-05j -0.0214148-0.0334402j 0.0115846-0.0397924j -0.0282862+0.0313235j -0.0459531-0.0484333j 0.0148693+0.013782j -0.0590211+0.0436112j -0.000425375-0.00710313j 0.065145+0.0326436j 0.0298021-0.0225605j 0.0429879-0.00341134j -0.0239028-0.0625225j 0.0189851+0.0528292j 0.0734938-0.0373309j 0.0473093+0.0371264j 0.00279156-0.0655273j 0.0414844+0.03286j -0.0102011-0.0397917j 0.0113972+0.0389753j -0.00271546-0.0413126j -0.0311979-0.0281725j -0.064577-0.0140165j -0.0101481-0.036464j 0.00101097+0.0160964j -0.0292577-0.0157658j 
-0.0111436-0.0504402j 0.0486327-0.0304195j 0.0596876+0.00318407j -0.00766095-0.0140058j 0.0624395+0.00476585j 0.0157313-0.0055234j 0.0333204+0.00706684j -0.0124052+0.00623763j -0.0226271+0.00489498j 0.0278597+0.0200702j 0.025174+0.0810871j 0.0268402-0.0540999j 0.0262811-0.0621443j 0.098351-0.0362315j -0.0793937-0.133209j -0.0369905+0.0564702j -0.0442828-0.0795036j -0.0904148-0.0746589j 0.135386-0.0477973j 0.0866639-0.0585253j -0.128033-0.0195623j 0.0601227+0.19781j -0.00727112-0.127706j 0.0844173+0.104314j 0.0632081+0.0297298j 0.0722472+0.0278569j 0.150704+0.00893941j -0.162841-0.0973779j 0.0189557+0.0138547j 0.0221963-0.0916632j -0.0599858+0.0598492j -0.0691343-0.0466924j 0.0796991+0.0875119j 0.0438187+0.00532345j 0.00912675+0.0676117j 0.0163479-0.0104642j 0.0675559+0.0285249j 0.0204298+0.0156615j -0.0407257-0.00113127j -0.022644-0.00949573j -0.0574611-0.00291783j 0.0531493-0.0291266j 0.0186363+0.0303098j 0.0213025+0.116634j 0.0235373+0.0461784j -0.0210506-0.0326211j -0.0241311+0.00188236j -0.0129634+0.00847609j 0.0166017+0.0567172j -0.058893-0.0599404j 0.0268247-0.0310002j 0.00251122-0.00581868j 0.0284134+0.0213775j -0.0230791+0.00820567j 0.0181313-0.0120258j 0.0327946-0.0223957j -0.0789411-0.0416018j -0.0192434+0.0166729j 0.00924363-0.00964658j -0.0426619-0.0262497j 0.0268631-0.0188584j 0.0138514+0.0130718j 0.028303-0.052375j 0.0167342-0.027124j 0.00745517-2.34188e-05j -0.0350653-0.0181287j 0.0289527+0.0166189j 0.00963568+0.0365807j 0.0327844-0.0209944j -0.0151161-0.0307875j 0.013501-0.100879j -0.0332569+0.0192321j -0.103314+0.068661j -0.0441577-0.0361137j -0.00931008-0.0418967j -0.0423991-0.012258j -0.0557702+0.0505719j 0.003021+0.0159959j -0.0114608+0.0438767j -0.0833043-0.02231j -0.0115196-0.0286879j 0.0402114+0.00434217j -0.0487277-0.0200851j 0.0657046+0.00474824j 0.0495839+0.0044343j 0.0983229-0.0419393j 0.0211951+0.0315939j -0.0199743-0.0828064j 0.0511573-0.089682j -0.00695648-0.0139044j 0.0780136+0.103363j -0.0068617-0.0511551j -0.0135199-0.00597777j -0.0240493-0.0248823j 0.0299388-0.0205595j -0.0273352+0.023194j -0.00811948+0.00487427j 
0.021971+0.0032384j -0.0108761+0.0032861j -0.00278885-0.0499306j -0.0113058-0.038942j 0.00268271-0.0279913j 0.011353+0.0183892j 0.0021941-0.0326056j -0.0159093+0.00158647j -0.00602246+0.0146785j -0.063777-0.0446159j -0.0141724-0.0548656j 0.0531273+0.054152j 0.0832565+0.0902591j 0.0336309-0.117729j 0.0306224-0.0159166j 0.0652792+0.0760954j -0.132839-0.1402j 0.0196009+0.0929444j -0.190543+0.00566626j 0.133627-0.0877095j -0.0947806+0.204124j 0.0520055+0.0844849j 0.158019-0.0114044j 0.000242724+0.0357652j 0.0684798+0.0931247j -0.0325951-0.0405572j 0.0131548-0.0120975j 0.0225433+0.0450761j 0.0148304+0.00722938j -0.0254454-0.0510946j 0.0204705+0.0210414j -0.0764649+0.0559866j -0.0345302-0.0274934j 0.0369783+0.00671543j 0.00420536-0.0127761j -0.0316829-0.0642883j 0.0237162-0.00786874j 0.0470067+0.0159354j 0.0268512+0.0215251j -0.00113925+0.00717159j 0.0479945+0.0207341j -0.0269664-0.0467621j -0.00574563-0.031376j 0.0224243+0.0196258j 0.0257642+0.00166692j 0.0298847+0.0487445j -0.000184133+0.00360235j -0.0268011+0.0507121j 0.0346694+0.0239441j 0.00211155+0.0266188j 0.0140376+0.0407668j 0.024338+0.0169209j -0.0605768-0.0436169j -0.00863171+0.0186838j 0.0248445+0.0117184j -0.0139578-0.0334503j 0.0381075-0.0100041j 0.00348576-0.0195792j -0.000963147+0.0133673j 0.0510603-0.00959799j -0.00777103+0.0253654j 0.0495174-0.0322008j 0.026575+0.0118962j 0.0100749-0.0502358j 0.012194+0.00880697j -0.0265666-0.0289713j 0.0362922+0.033594j -0.0528854-0.0213591j 0.00128849-0.0149007j 0.0453426-0.000641945j 0.0345417-0.00662636j -0.00833084+0.0255844j -0.0164965+0.00950554j -0.00980202+0.000969898j -0.0110572+0.0422362j 0.0103851-0.0209581j -0.00208036+0.0078517j -0.00294637+0.086737j -0.0306008+0.0493402j -0.0237729-0.00208244j -0.0647263+0.0038648j -0.0159244-0.0123692j 0.0455954+0.0214665j -0.00939639-0.00707591j 0.0547295+0.0403488j 0.0137599+0.0126411j -0.012785+0.0506097j 0.00836786+0.0408047j 0.0171598+0.00883728j -0.029792-0.00421587j -0.0155347+0.0558428j -0.030439-0.0251014j 0.0264401+0.00743408j -0.0174477+0.0242928j 0.000668483-0.00614844j 0.0526565+0.0229964j -0.0309266-0.0211792j 
