0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
-0.0185509+0.026144j -0.0208953+0.00738372j -0.00796493+0.0332941j -0.0572475+0.104506j 0.0255548+0.00721724j 0.00299947+0.011332j -0.00858025-0.01111j -0.0197288+0.00243109j -0.0132082+0.00500896j 0.0238723-0.0196349j -0.0107983+0.0126274j 0.0141361-0.00272626j 0.0197081-0.00413222j 0.0206605-0.00984708j 0.0124349-0.0127804j 0.0247494-0.0374579j -0.0344427-0.000413889j 0.0166441-0.0634327j 0.00696177-0.0177681j -0.0420793+0.0229844j -0.0159988+0.00542797j -0.00678368+7.6512e-05j 0.00166725-0.00294617j -0.0045234+0.00699554j 0.0414573+0.0206549j 0.0199239+0.0104061j 0.00153048-0.00212089j -0.0242347+0.0044655j 0.00113536+0.00949724j 0.00410963+0.00560742j 0.000867813-0.0082039j -0.0156261+0.0034047j -0.0149172+0.00807528j -0.00664852+0.000277169j 0.00768645-0.00889551j 0.00867486-0.00287274j -0.00194056+0.0288313j 0.0128359-0.00136137j -0.0106043+0.00541656j -0.0197911-0.00949846j 0.000790619-0.000365512j -0.00173686+0.0269617j 0.000755636+0.0168317j 0.000973934+0.00925854j 0.0103811+0.0088173j -0.00317039-0.00565622j -0.00879706+0.00711908j -0.00107826+0.00903535j -0.00145791-0.000221147j -0.0172291+0.00297092j 0.0113485-0.017037j 0.00275653+0.0112955j 0.0164247-0.0363561j -0.0113154+0.00767075j 0.00575097+0.00704397j 0.0124244-0.00638216j 0.00642612+0.00310857j 0.017078-0.0247455j 0.0161072-0.00622921j 0.00352625-0.0161826j 0.00320387+0.00149931j 0.00515638+0.00603553j -0.00990052-0.00368409j 0.00573525+0.00197292j 0.00429172+0.000850647j -0.00537825+0.00370339j -0.00323653-0.00079208j -0.00710362+0.00585175j 0.000776006+0.00169763j 0.00361639-0.00489521j -0.0118952-0.0023594j 0.00237333-0.00166945j 0.005699-0.00320457j -0.000217507-0.00527695j 0.00192485+0.00169306j -1.08034e-05-0.00129716j -0.00762449+0.00215349j -0.0059241-0.000166606j -0.0075438+0.00678804j 0.00571434-0.00632678j 0.0083465+0.0015601j -0.00850459+0.00300894j 0.012807-0.00295895j -0.0121495+0.000513549j 0.00303082-0.00216823j 0.00389435+0.00492686j 0.00947766-0.00339038j 0.00120796-0.00693881j 0.00536352-0.00302093j 0.000679781-0.00104753j -0.000665541+0.0146613j -0.00457487-0.00767788j 0.0106257+0.00506765j -0.00881844-0.00214622j 0.00257397+0.0153195j 
-0.00727025-0.0210007j 0.0115178+0.0022607j -0.045116-0.0355362j 0.0775404-0.0375149j 0.0317222+0.0195665j 0.0127676-0.0301614j -0.0119205+0.001447j -0.0292305-0.00996992j 0.00581458-0.0228887j 0.00952976+0.00350452j -0.0152355-0.0162833j 0.0127402-0.00366346j -0.0011198+0.0159006j 0.00462526+0.0107483j 0.00793653-0.0140679j -0.00644896-0.0362574j -0.0457555-0.00928342j 0.0122634+0.0236422j -0.0134162-0.0171835j 0.00150995+0.0259383j -0.00201129-0.00136899j -0.00331659+0.0128962j 0.00139195-0.00847492j -0.0104198-0.00489196j 0.0443898+0.0088071j -0.0156989+0.000298912j 0.00935447+0.00815149j -0.00893586-0.0163256j -0.0044318-0.0241769j 0.0165104-0.0016654j 0.0197717+0.00753814j -0.0228231-0.00516873j -0.000767931+0.00454211j -0.00932981-0.00445177j 0.0122366+0.0141524j -0.00133572-0.010648j -0.00168714-0.00896779j 0.00331934-0.0164396j -0.0173163+0.000452235j -0.00229726+0.00510742j -0.000423161+0.00660223j -2.31564e-05-0.00620906j -0.00365312-0.00525305j 0.0117934+0.00691075j -0.000858935+0.00159259j -0.00993127-8.79853e-05j 0.00342069-0.00290689j 0.00428314+0.00311481j 0.015211+0.00188245j -0.0206822-0.0212392j 0.00126571+0.00298713j 0.00957173-0.00817122j -0.00517235+0.00536463j -0.00354792+0.00108972j -0.00838599-0.0150939j -0.00151782+0.000263149j 0.000139031-0.00685788j -0.0159403-0.00541574j -0.00516949+0.0072668j -0.00679523-0.00277015j -0.00257864-0.00293052j 0.00342962+0.00288311j 0.00252548-0.00225974j 0.00296683+0.0050341j 0.00220896+0.00363223j -0.0044931+0.00162596j 0.0052562-0.00475638j 0.00574819+0.00111332j 0.00178481+0.00153625j 0.0028459-0.00785492j 0.00279397+0.00102827j 0.00378027+0.00240312j -0.00308003+6.74598e-05j 0.000790356+0.00134376j 0.000104904+0.0031711j 0.00272385+0.0012031j 0.000901487+0.002587j 0.00555825+0.00551067j 0.00463973+0.001801j -0.0123512-0.0103681j 0.000708153+0.00258331j -0.00291803-0.00380295j 0.000725304-0.00118255j -0.0110567-0.0123278j 0.000328463+0.00412162j -0.000674882+0.00350917j -0.00100282+0.0066733j -0.0028986+0.00182753j 0.00194608+0.00576995j -0.00379851-0.00104304j 0.00367634-0.00251372j 0.000412456+0.00029144j -0.00372876+0.0103269j -0.00286685+0.00406126j 0.00881915+0.00207289j 
0.00686941+0.00947037j -0.00387274-0.00105499j -0.0701022-0.00754046j 0.0501902+0.0475252j -0.00701665+0.000587931j -0.0412984+0.0462131j 0.0264365+0.00268462j -0.019076-0.0233432j -0.0262434+0.0215251j -0.0498274-0.00592342j 0.0426149+0.00559164j -0.0317535+0.0116271j 0.0135921-0.00553357j -0.0217108+0.0014306j 0.0298324+0.0520555j -0.0179379+0.053511j 0.0336939-0.044516j 0.00152423-0.00560266j -0.00208843+0.00308843j -0.00312211-0.0300567j 0.0197166-0.0132221j -0.0198573-0.0222822j -0.00448678+0.00717358j 0.00264075-0.00521323j -0.0162416+0.00219399j -0.0116306-0.00295682j 0.00830308+0.00099102j 0.0150768+0.0119633j -0.0120293+0.0105875j 0.00467672+0.00240526j -0.00681417-0.00507769j 0.00162412-0.0042321j 0.0141334-0.00995204j 0.000669241-0.00260148j -0.00224669-0.0147157j 0.000904037+0.0139882j 0.011561+0.00521013j 0.0108057+0.0155561j 0.00753166+0.0027908j 0.0123275-0.000832594j 0.00162724-0.00435678j -0.0112182+0.00317964j 6.65248e-05-0.00252419j 0.00150396+0.00810314j 0.00513836+0.000157544j -0.00779908-0.00232432j 0.000911127-0.00430379j 0.018009-0.00169852j -0.00237+0.00759262j -0.00595985-0.0110162j -0.00763289-0.0111823j -0.0176413+0.00513578j 0.00829249-0.00160648j 0.011927+0.00311079j -0.0121301-0.0121635j -0.00955554-0.00155068j 0.00158509+0.00421903j 0.00346492-0.000356905j 0.00583484-0.00240211j 0.0048773+0.00084184j -0.000251847-0.000483414j 0.0019699+0.000436365j -0.000772965+0.00660778j -0.000620295-0.00807981j 0.00269251-1.80109e-05j 0.000223998-0.0050509j -0.00454466+0.00207802j -0.00220284-0.00750147j -0.00300809+0.00129604j -0.00127422+0.00369785j 0.00329463-0.001166j 0.0025207+0.00583633j 0.00208502+0.00026602j 0.00429365+0.00133891j -0.00506822-0.00458647j -0.000879406+0.00379089j 0.00258228-0.00127906j 0.00201749-0.00222981j 0.00406961+0.00894236j 0.0140411+0.00704624j -0.00488753-0.00138621j -0.00149344+0.00569047j -0.00757049-0.0106756j 0.00127621-0.000527153j -0.00500001-0.00491875j -0.0018596-0.00782381j 0.000730421-0.000390671j 0.0030961-0.000224859j 0.000407706-0.00226972j -0.00439515-0.00194136j -0.00280081+0.00466221j 0.00391664+0.00169327j -0.00255131-0.00650576j 0.00286199+0.000501545j -0.0014395+0.0024112j 
0.0256386-0.0103367j -0.0151964-0.00507462j 0.0278597-0.0102766j 0.00262113-0.0154383j -0.0379286-0.00159413j 0.00428263-0.0376294j -0.00516596-0.00329809j 0.00884935-0.00301012j 0.0498513-0.0366238j -0.0310867-0.0127455j 0.0105984-0.0243473j 0.00711094-0.0245005j -0.0385162+0.0245074j -0.019086-0.0144465j 0.0245634+0.0140646j 0.0201919-0.0150544j 0.024021+0.036306j -0.0440114+0.0303281j 0.0246087-0.0232534j 0.0240994+0.00844677j 0.00932056-0.000120316j -0.00604238+0.0150896j -0.00669559+0.00584421j 0.00630598-0.00382658j -0.00122455+0.0534686j -0.0248425+0.0237819j 0.00508042-0.00134043j 0.0120083-0.0418527j 0.0142793+0.0042531j -0.00389551+0.0106838j -0.0010772-0.0122368j 5.76794e-05-0.0221885j -0.000164207-0.0031813j -0.00176873-0.0129071j 0.0085191+0.0243956j 0.00767451+0.00464752j 0.0148501+0.00069346j 0.0106342+0.0348412j 0.00448025-0.00554116j -0.0113608+0.00546424j 0.00497117+0.00823927j -0.00755831-0.00860907j -0.00273164+0.00224722j 0.00376972-0.00385184j 0.0108584-0.00625664j -0.00168687-0.004984j 0.00603339-0.0023901j 0.00873527+2.82844e-05j 0.002355-0.00549301j -0.00207954+0.00276026j -0.00265924+0.00482455j -0.000578745+0.00190594j -0.00773266+0.00022771j -0.000507914-0.00428982j 0.0111276-0.00255466j 0.0110898-0.00581717j 0.000763168+0.0197417j 0.0060971-0.00584331j -0.00268204+0.0081087j -0.00214475-0.00962629j 0.0026218-0.00329621j 0.00168573-0.000421702j -0.00822858-0.00573092j 0.00503324+0.00128631j -0.00254433+0.00386455j -0.0040981+0.00389131j -0.00262151-0.00717133j -0.000956097+0.000281569j -0.00334817-0.0033051j 0.00256043-0.00321718j -0.00326545-0.00174979j 0.00687453+0.000288343j 0.0026438-0.00234994j 0.000277049-0.00199136j 0.00602915-0.00297233j -0.00446561-0.00337695j -0.00421484-0.00384339j -0.00308925-0.000328415j -0.00644848-0.00182474j 0.00514933-0.00337318j -0.00921213+0.000210009j 6.84978e-05-0.00539687j -0.00763914+0.00142248j -0.00120985-0.00272152j -0.000232532-0.0048373j -0.00277143-0.00220395j 0.00270811+0.0128616j -0.0023074+0.00320917j 0.00309741+0.00311013j 0.00912531-0.0100288j 0.00612611-0.00302239j 0.00182042-0.00226924j 0.000306811+0.0110762j 0.00163895-0.0127584j 0.00691558+0.00816046j 
0.00435048+0.0152634j -0.00516952+0.00151775j 0.00508037+0.0413955j 0.0358323+0.0173726j 0.0233998-0.0274013j 0.0101006+0.00571953j -0.012717-0.00757848j -0.0100045+0.0154886j -0.012756+0.0259012j 0.0125903+0.0109032j -0.0147972+0.00927696j 0.0133629+0.0108726j -0.00476129-0.019098j 0.0178384-0.0220359j -0.0122733-0.0131553j -0.0286982+0.0239309j -0.0103923+0.00644842j -0.0284242-0.00155313j 0.00509828+0.0199573j 0.0173539+0.00421295j -0.0220255-0.00198051j 0.0136069+0.00754643j 0.00679683+0.0158821j 0.013522-0.00473036j 0.0462666+0.023987j 0.0118866+0.00922811j -0.00896329-0.0184495j -0.0135114+0.0197533j 0.0235695+0.0133219j -0.00804203+0.00462776j -0.0131492-0.0092968j -0.00403861-0.00420108j -0.0160569-0.00724043j -0.00182368+0.00495981j 0.017937+0.0021704j 0.00478039-0.00532953j 0.00195468+0.00868172j 0.0148565-0.00467879j -0.00329512+0.00648208j -0.0099645-0.0017957j 0.00725231-0.00324987j -0.000685449-0.0195985j -0.00364735-0.00653652j 0.0142853+0.00699664j -0.00600003+0.00163177j -0.000535427-0.00344369j -0.00550214-0.00127148j -0.00449024-0.0108848j -0.00390128+0.00776043j -0.00797602-0.00111709j 0.00702306+0.00953816j -0.000730983+0.0013069j 0.00898725+0.0118188j -0.00891118-0.00419938j 0.00413976+0.0021582j -0.00604044-0.0112967j 0.00230034-0.0139934j -0.00639649+0.00553565j 0.00147227+0.0165175j -0.0072269-0.00765158j 0.00152198+0.00796735j 0.0083686+0.00215089j -0.00720018+0.00198599j 0.00516443+0.00288398j 0.00197821+0.0035329j 0.00232843+0.00109958j -0.00199756+0.0026502j 0.00141935+0.000373487j -0.00294899+0.00717037j -0.00831816+0.00764391j -0.00368021-0.00825586j -0.0101521-0.00766476j 0.0022557+0.00262144j 0.00593713+0.00193368j -0.00129795+0.00642705j 0.00279553-0.00317167j 0.00404648+0.00104933j 0.00254198-0.00390822j -0.000609194+0.00190069j -0.0067068+0.00229092j 0.0010888+0.00523398j 0.000820181-0.00238988j 0.0074051+0.00416583j -0.00199335-0.00739349j 0.000654896-0.000479595j 0.00159587+0.00557853j 0.00404674+0.00242708j -0.000768068-0.00145525j 0.0013677-0.00396382j 0.00127325+0.00115284j 0.0114688+0.00826734j -0.00299161-0.00586656j 0.00450418+0.0109434j -0.00666995-0.00244973j 0.0101723+0.0140855j 
0.0082154-0.0074223j 0.00376205+0.0121251j 0.00670809-0.0317456j 0.014845+0.0687146j 0.00524458+0.0215599j 0.00181181+0.0140009j -0.00216118-0.0102321j 0.0117992-0.0168646j 0.00666414+0.0233522j -0.0276564+0.00832931j 0.025127+0.00510422j -0.0105927+0.0143064j 0.00958415-0.0157077j 0.000517527+0.00235048j -0.0046524+0.00888229j -0.0058412+0.00210398j 0.0242105-0.037723j -0.0136588-0.011715j 0.00200937-0.0227075j -0.0158613+0.0046357j 0.0152178-0.00804402j 0.000767429-0.00817571j -0.0176809-0.00627567j 0.0205375-0.00377108j -0.00928218-0.00278051j -0.0331344-0.00592646j 0.0054158+0.00499578j 0.016788-0.000900878j 0.00666084-0.00408657j -0.016628-0.000462039j 0.00308479+0.0120021j -0.0100078+0.00270286j 0.00529098+0.000140807j 0.000746618-0.0041437j -0.00698784-0.00212796j -0.0019088+0.00313616j -0.00110306-0.00405647j -0.0154584+0.0017192j -0.0110178-0.00222288j -0.00349104+0.00792194j -0.00854717-0.00289885j -0.0115354+0.0102004j -0.0136704-0.00126827j -0.0110241+0.00640267j -0.00584697+0.00118982j -0.0022462+0.000321826j 0.0034563-0.00934465j -0.00395755+0.00481689j 0.00977-0.00702591j 0.00542296+0.00309779j 0.000253411+0.00857775j -0.0118538+0.000742652j 0.00612944+0.00595361j 0.00195948-0.00583677j -0.00792164-0.000899705j -0.00175653-0.00467612j -0.00699327-0.0026745j -5.00709e-05+0.00481402j -0.00265957-0.00292744j 0.00597722+0.00372j 0.00286094+0.0032359j -0.00456354+0.00570125j 0.00631605+0.00719974j -0.00326743-0.00289223j 2.99894e-05-0.00587719j -0.00319763-0.00407723j 0.00338655+0.00518046j 3.59111e-05-0.00133569j -0.000352251+0.00312637j -0.00265514+0.00423492j 0.00736721+0.00502669j -0.00151636-0.00121153j -0.00298717+0.00529343j 0.00386003+0.0019341j -0.00459515-0.00343334j 0.0046614+0.00193351j 0.00113494+0.000181749j 0.00891175-0.00189087j 0.00633895+0.00252705j 0.00117027+0.00149724j -0.00357166-0.00353551j 0.000743445+0.00157021j -0.00209773-0.00505257j 0.00454702+0.00731307j 0.00122878-0.0023161j 0.00191059+0.00091724j -0.00257296-0.00239074j -0.000449076-0.000580469j -0.00118453-0.00259032j -0.000306739+0.00592413j -0.0017576+0.0029147j -0.000529278+0.000855236j -0.00435317-0.00824789j 0.00336341-0.00371212j -0.00158432-0.0039198j 
0.0038171+0.00652142j 6.13945e-06+0.00725903j 0.00877245+0.00660412j 0.0331373+0.040221j 0.0236075-0.00251425j 0.00826009+0.0137433j -0.0044745-0.00278968j 0.0096535+0.000283796j -0.00262764+0.0238525j -0.0172924-0.0179647j 0.000241285-0.026681j 0.00176772-0.0150418j 0.00552352-0.0143206j 0.00890938+0.000616308j -0.00620186+0.0220073j -0.0224607-0.0219535j 7.99766e-05-0.0111686j -0.0231269-0.00716192j 0.00122167+0.00180103j 0.0023997+0.0157146j -0.00136395-0.00465196j -0.00460421+0.00726813j 0.00549102+0.00281042j 0.00013348-0.00269595j 0.00892769+0.00302508j 0.022383-0.00233525j -0.00724951+0.00161841j 0.0017276+0.000414681j 0.00641902-0.00122815j 0.020949-0.00104024j 0.00339228+0.00476274j 0.0129277-0.000504519j -0.00406415+0.000384589j -0.0012796+0.00188765j -0.00104225+0.000969067j -0.0104203-0.00418529j 0.00305927+0.00149677j 0.00178182-0.00449092j 0.00186329+0.00331353j 0.00308517+0.00824928j -0.0008716-0.00225828j -0.00649554-0.00632852j -0.00861351-0.00529556j 0.0029727+0.00823079j -0.00764263+0.00277324j 0.000857388-0.00249163j -0.000995122-0.00746701j -0.00425431-0.000494169j 0.00678596+0.00428566j -0.00251705-0.000802113j 0.00572666+0.00727515j -0.00555689-0.000987636j 0.00938369+0.0100046j -0.001467-0.00460704j 0.000929488-0.000707233j -0.00263683-0.00545518j -0.00136855-0.00945588j -0.00232356+0.00692715j -0.000911278+0.00643005j -0.00106552-0.00279038j 0.0033744+0.00638705j 0.000400442+0.005208j -0.00370697+0.00521357j 0.00314614+0.00374432j 0.00222603-0.00136521j 0.00187152-0.0102958j 0.00417732+0.00912942j -0.00107098+0.000670154j 0.00433426-0.00508891j 0.00893193-0.00696587j 0.00839126+0.00456121j 0.0137284+0.00731959j 0.00268466-0.00242467j -0.00742867-0.001272j 0.00863285-0.0109398j -0.00824989-0.00462655j 0.000213683-0.00970086j 0.00557769-0.00192203j -0.00171329-0.00299831j -0.00413077-0.00750324j 0.000239717+0.00316983j 0.00434064-0.00393938j 0.000466806+0.00406709j 0.00417537+0.00260243j -0.000341992-0.0051439j 0.00161133+0.00320876j 0.000943512-0.00284378j -0.00016389-0.000779239j -0.00199842-0.00405224j 0.000741471+0.00291015j 0.00657312+0.00304538j -0.0021509+3.28882e-05j -0.00046878-0.00134149j -0.00238251-0.000301587j 0.00411479+0.0046936j 
-0.00903668-0.00151719j 0.00443103-0.00785969j -0.0221981+0.0307314j -0.00842331-0.0262406j 0.00369132+0.00584275j -0.0131915+0.0258874j 0.00450137-0.00490186j -0.00567404+0.00631164j -0.00645431+0.0443397j -0.00768803-0.00427733j -0.0167524-0.01881j -0.0119957+0.0106303j 0.0103227-0.0116448j -0.0020556+0.0134043j 0.0120733+0.0085642j -0.00996921+0.0197178j 0.0125108-0.0140651j 0.0315984-0.0173218j -0.0279684+0.0264976j -0.00078489-0.0134913j -0.0108706-0.00794929j 0.0217655-0.00666187j -0.0175179-0.00447817j 0.00266822+0.00645063j -0.00088159-0.00933517j -0.0211693+0.00595j 0.00105901+0.00504472j 0.00505805-0.0147482j 0.00609816-0.00417718j -0.0346376-0.00263499j -0.0117299+0.00384769j -0.0060426+0.000326039j -0.00569054+0.000359924j 0.00315183-0.00380668j 3.12345e-05-0.00663578j 0.00687275+0.00501588j -0.00663984-0.00188123j -0.00619767-0.00585711j 0.00398709-0.00311264j -0.00350215-0.00873607j 0.00407793-0.0025757j 0.00376067+0.00694797j -0.00169746-0.00176171j -0.000495729-0.00645075j 0.00372272+0.0090815j 0.00299198+0.0012846j 0.000658857+0.00959716j 0.00312399-0.00177049j -0.012171+0.00457799j 0.000437227-0.00632404j 0.000459926-0.00482888j -0.00170479-0.000343208j -0.0071947-0.00940371j -0.000399744-0.00401517j 0.000844574+0.00432434j 0.00278495+0.0123925j 0.00487948+0.00345132j -0.00134354+0.000514555j -0.00175534-0.00318884j 0.00347382-0.00267183j -0.00115127-0.00136934j -0.000483222-0.00210175j -0.00273763+0.00232388j -0.000641091-0.00203374j 0.00280655-0.00150155j 0.004555-0.00533603j -0.00142012-0.00239564j -0.000435117-0.00085552j 0.0011866-0.00438459j 0.00264274-0.0037983j 0.0101273-0.000998449j 0.0107254+0.00758055j 0.00481716-0.00523343j -0.000436282-0.00283156j 0.00569536-0.00571916j -0.00665199-0.000398252j 0.00137333-0.00640389j -0.00218082-9.08091e-05j -0.00259176+0.000794961j 0.000715962-0.00453914j 0.00415475-0.000794577j 0.00288496-0.000576154j -0.000897649+0.000897407j 0.00182987+0.00869545j 0.00261116+0.00312063j 0.00144236+0.00379393j 0.0032655+0.000420242j 0.000890736-0.00232506j 0.0031637-0.000350564j -0.000507522+0.00301247j -0.00330005+0.00216359j -0.000653908-0.00321166j 0.000793759-0.000804105j 0.00252418-0.00153219j -0.00100847-0.00325829j 
0.0163635-0.0056363j 0.00665017+0.000561701j 0.00919925+0.00768982j 0.0071381-0.0281376j -0.00914642-0.0186255j 0.0205667-0.031766j 0.0117238-0.00863379j -0.0109746+0.025748j 0.0163176-0.0305536j -0.0335937-0.0193464j 0.0275013+0.00481227j -0.00474037-0.0239653j -0.00414099+0.0185576j -0.0184892-0.00983177j 0.0210146-0.0129621j 0.0310506-0.0164796j -0.0141311+0.0538835j 0.00221385-0.00451953j 0.00902681-0.0401461j -0.0115104+0.00630645j 0.0227585+0.0085849j -0.0074792-0.0012335j -0.0231531-0.00865544j 0.0181693+0.00108778j -0.0546703-0.0123435j -0.0270887-0.0109511j 0.00270924+0.00140081j 0.0254328-0.000938352j 0.00240043+0.00974522j -0.0159893+0.00178354j 0.000211925+0.000206764j 0.0127552+0.00449522j 0.00647451+0.00263484j 0.00615666-0.00141611j -0.0296506+0.00395036j -0.00351579-0.00250481j 0.00241384-0.00824684j -0.0210848+0.0101437j -0.0070066+0.00129112j 0.0165128+0.012707j -0.0120399+0.00287827j -0.0135547-0.00589166j 0.00647749+0.00795528j -0.00228176-0.00040054j 0.00248283-0.0127672j 0.00464861+0.000920265j -0.00484588+0.01091j 0.00212671-0.00145949j -0.00887949+0.00991233j 0.00574028+0.00456468j -0.0145355-0.00232205j 0.00779431-0.00999428j 0.00243586+0.00595982j 0.00146511+0.00233195j -0.00791685-0.0090725j 0.00369327-0.00659834j -0.00995594+0.0061117j 0.00995913+0.00643409j -0.000406434-0.00289858j 0.0129099+0.012794j -0.00167391+0.00291562j -0.00286196-0.00232341j 0.0105889+0.0027022j -0.00796562-0.00176157j -0.00369693+0.00224505j -0.00426174-0.00383452j 0.00419009+0.0106369j 0.000456959-0.00106913j -0.00034071-0.00476531j 0.0067567-0.000632502j 0.000485015+0.00923037j 0.00433833-0.0001519j 0.00464406+7.3961e-05j -0.000329907+0.00180642j -0.0051273-0.00266604j 0.00659215-0.000132485j -0.00508419-0.00153185j -0.0025493+0.00282641j -0.00533074-0.00495964j 0.00839837+0.00964226j -0.00381803-0.00274603j 0.00647075-0.00176567j -0.0105466-0.0048687j 0.0080097+0.00680412j 0.00301001-0.00479128j 0.0017678-0.00113835j -0.00483526-0.000535764j 0.00088154+0.00164144j -0.00297561-0.00116249j 0.00325804-0.000444363j -0.00633968-0.00553347j -0.00202994+0.003559j -0.00697862-0.0111312j 0.00738404-0.00124878j -0.00729443-0.0149663j 
-0.0148614-0.00578178j 0.00397029-0.0131802j -0.0092236+0.0122609j -0.0637785+0.00816142j -0.0183015-0.014478j 0.0393315+0.00948259j 0.0245454-0.00868257j -0.00831832+0.0162907j -0.0839064+0.00437562j 0.0569782-0.0149302j -0.0357661-0.00497724j 0.00331976-0.00946364j 0.0137117-0.0139162j 0.0186849-0.0181852j -0.00895711+0.0312723j -0.0115931+0.0137558j -0.0100626+0.0194778j 0.00296363-0.0300998j 0.0193787-0.0228615j -0.00931949-0.0108663j -0.0142454-0.0019824j 0.0116608+0.00730141j 0.0211025+0.0197038j -0.0132856-0.00228652j 0.00334946+0.0171262j -0.0183907+0.00889336j -0.0072304-0.00847094j 0.00579577-0.00186713j 0.0188382+0.0130615j 0.00388165+0.0048364j -0.00998397-0.0130784j 0.00389262-0.0117387j 0.0056964-0.00222049j 0.0110407-0.00331566j 0.00534619-0.00795135j 0.00551225+0.00970415j -0.00886413+0.0122423j -0.00982651+0.0151345j -0.0137376-0.00553831j -0.0037135+0.000648016j 0.00838061+0.0114626j 0.00256734-0.00246484j 0.0158944+0.0150756j 0.00173913-2.1202e-05j -0.00670762+0.000651071j 0.00734689+0.000725569j 0.00728922-0.00159268j -0.00355565-0.0107128j 0.00202551-0.00279843j -0.00718171-0.00875288j 0.00656253+0.0129204j -0.00583312+0.00304346j -0.00728032+0.0023989j 0.00236376-0.00404914j 0.00164577-0.00325196j 0.00378174+0.0038454j -0.00241781-0.00102368j 0.000214384+0.0053274j -0.00193446+0.00517177j -2.18789e-05-0.00159196j -0.0021245-0.00200464j -0.00209562+0.00439493j 0.000716878+0.00166486j 0.00757182+0.00828849j 0.00272786+0.000959137j 0.00189628-0.00282408j -0.00233955+0.00692724j -0.000480934+0.00391133j 0.00367183+0.00423143j -0.000366333+0.000669122j -0.00234299+0.000760618j -0.0018416+0.00127531j -6.58092e-05+0.000456744j -0.000989377+0.000120601j 0.00519029-0.00455657j -0.00671912-0.00399964j -0.00286208-0.00463403j 0.0019342-0.00227616j -0.00130831-0.000829046j -0.00283049-0.00302822j -0.00125067+0.00135221j -0.00227028-0.00160335j 0.00368416+0.0036272j 0.00143024+0.00169309j -0.00174261+0.00112942j 0.00302817+0.00188049j 0.00166083+0.00114832j 0.00131059-0.000411219j 0.00142615-0.00306514j -0.000769893-0.000299937j -0.00658148+0.00645072j -0.00116797-0.00842054j 0.00727858+0.00533366j 0.00510916-0.00888822j -0.00400718-0.000412737j 
