-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
-0.00252221-0.00239006j -0.00258705-0.000882699j 0.00783441+0.00629349j -0.000259115+0.0149713j 0.00243692+0.00800036j 0.00955796-0.00479591j 0.00549124-0.0137706j -0.00271594+0.0173454j 0.0126605+0.00670951j -0.0141696-0.00482214j 0.000176677-0.00252132j -0.00391825-0.0043099j -0.00580961+0.025259j 0.00579554+0.00157103j -0.00734105-0.00582672j -0.0120393+0.00170049j -0.0146709-0.0145374j 0.0131101-0.00665905j 0.00123454-0.000325643j 0.00877753+0.00672113j 0.000163976-0.00136549j -0.010462-0.00357344j -0.000220223+0.00651866j 0.00172419+0.00958923j -0.00641242+0.000676602j -0.00379724-0.008659j -0.0032773+0.00728926j 0.0116009-0.00390614j -0.00735257-0.00126816j 0.00684367+0.00131976j -0.000105892+0.000883598j 0.000805112+0.000803446j 0.000169941+0.00482866j -0.000124913+7.17612e-05j -0.00281593+0.00263547j 0.000119143-0.00690643j 0.000870112-0.00217525j 4.21501e-06-0.000232344j 0.00159347+0.000239124j -0.00107621+0.000646494j -0.00232925+0.000151563j 0.00315852-0.000804817j -0.00453852+0.0092124j 0.00176223+0.00199048j -0.00354414-0.00820057j -0.00701959+0.0099144j -0.00413657+0.00622548j 0.000292836-0.000338917j -0.00883885+0.00114864j 0.0165002-0.00111344j 0.00147265+0.00134312j 0.00860312+0.00308331j 0.00548152+0.000425122j -0.0015199-0.010514j 0.000432985+0.00413345j -0.00213385+0.00808958j 0.00635664+0.0096807j 0.00655555+0.00679139j -0.0111544-0.002804j 0.00813551+0.00399452j -0.00439897-0.00931457j 0.00696699-0.00792086j -0.0054502+0.00745156j -0.0110073-0.00418875j -0.00596703-0.000212178j -0.00538046-0.00521246j -0.000806884+0.00204517j 0.00492291-0.00732548j 0.00200802+0.00320621j -0.00455405-0.0052325j -0.00464997-0.00631075j -5.67051e-05-0.00320703j 0.00328867-0.00474996j -0.00704487-0.0039433j -0.00139621+0.00262724j 0.00223471-0.00633153j -0.00785359+0.00212879j 0.0098671-0.00202243j -0.00259712+0.00110898j -0.00052011+0.00608363j 0.0104851+0.00678471j 0.00982589-0.00621068j -0.000682039-0.00530686j -0.000635371+0.00203724j 0.00401468-0.0017027j -0.000687054+0.000378772j 0.00267498-0.00164915j 0.000633664+0.00534368j -0.000451556+0.0031824j 0.00128039+0.0030386j -0.000673257+0.000255144j -0.0015431+0.000119154j 
0.00316203-0.000216429j 0.00190322-0.00189766j -0.0108578+0.000661936j 0.00581487-0.00796277j -0.00759727+0.00178562j 0.00158748-0.000503645j -0.00642513-0.000230411j 0.00726411-0.00684019j -0.00472908-0.00754104j -0.00419814+0.00626608j -0.00268197-0.00713147j -0.00326889+0.00549202j 0.00289751-0.00521782j 0.00720322+0.000281522j 0.00155235-0.00700084j 0.00653499-0.00661143j 0.00464248+0.00329398j -0.00590763-0.00414353j -4.06117e-05-0.00594059j -0.00123575-0.0026487j 0.000605853-3.92256e-05j 0.002338-0.007182j -0.00269838-0.000416488j -0.00653887+0.00232919j -0.0077792-0.00572965j -0.00123422-0.00178562j -0.00665562+0.00819932j -0.00897637-0.000646805j 0.00339557+6.30509e-05j 0.00140114+8.60645e-05j 0.00426421+0.000376226j -0.00070531-0.00244148j -0.00493176-0.00708346j -0.00294979+0.000427493j -0.00264481-0.000139765j -0.0027218-0.00252434j 0.000363076+0.00122513j -0.000413562+0.00307488j -0.00215452-0.00200862j -0.00129259+0.000199507j 0.000508348-0.00129158j -0.00149643+0.00161256j -0.000253729+0.000495647j -0.00725676-0.00600883j -9.82134e-05-0.00235687j -0.00257975+0.00220744j 0.0017105-0.00254713j -0.00278434+0.00184717j -0.00130186-0.00116184j 0.00575795-8.75854e-07j -0.00261983+0.00245661j 0.00298971+0.00237495j -0.00149093-0.000758193j -0.00367072-0.00339636j -0.000431508-0.00547274j 0.0050828+0.00549407j -0.00571787+0.00530576j 0.00210608+0.00164922j 0.00330925-0.00349622j 0.01022+0.00164437j -0.00353012+0.00452267j -0.00343879-0.00573769j -0.00133373+0.000974399j 0.00812895+0.000564737j -0.00187165+0.00771783j -0.00375423-0.00415502j -0.00560431+0.00412084j 0.0038713-0.00152663j 0.00592148+0.00660664j -0.00280223-0.0064005j -0.00308685-0.00786768j -0.00171424+0.000518612j 0.00265523-0.00252606j -0.00275758-0.00508294j -0.00192492+0.00390604j 0.000119954-0.00528466j -0.00263125+0.000373954j 0.0117788-0.00417592j -0.00226443+0.00473824j -0.0098157+0.00440981j 0.00601013+0.0016142j 0.00681776-0.00312786j -0.00201067-0.00541393j -0.00050613+0.00480821j 0.00565307+0.0013618j -0.00105042-0.00282455j 0.00452636+0.000174071j -0.00224739+0.00249597j -0.00183115+0.000687808j 0.00042139+0.00245617j 0.00239202-0.00067853j 0.000145032+0.0010017j 
-0.000121484+0.00168066j -0.00103425+0.00184912j 0.00131878-0.0125468j 0.00117285+0.00557239j 0.000307637-0.00993791j -0.00661811-0.00227556j -0.00213157+0.00251864j 0.00180165-0.000198009j 0.00146051+0.00464681j 0.00522256-0.00723032j -0.000913227+0.00356234j 0.00292346-0.00518506j -0.0105934-0.000557542j -0.00541073+0.0019964j -0.00202742+0.00879992j -0.00757793-0.00229884j 0.00500641-0.00662542j 0.00448931+0.00966527j 0.000138685-0.00246677j 0.00112312+0.00131645j 0.000417968-0.00610663j 6.52396e-05+0.00594416j 0.00066424-0.00158321j -0.000502271-0.00217368j 0.00602812-0.000932998j 6.33002e-05+0.00174376j 0.00481286-0.00540974j 0.0037448-0.00102105j 0.00223885-0.000868095j -0.00583195-0.00251038j -0.00223831+3.60592e-05j 0.00285639+0.00170305j 0.00564236+0.00434353j -0.00334467-0.00532875j 0.00150347+0.00120068j 0.00043624+0.0013596j -0.00118532+0.00307475j 0.000924314-0.00253425j 0.00226561+0.000772743j 0.000760751-0.000685659j 0.00215782-0.00224392j 0.001782-0.000292449j 0.000945679-0.0110893j 0.0176641+0.00654117j 0.0110187+0.00556525j 0.00190098+0.0100829j -0.00603198+0.010791j 0.0124078+0.00759995j 0.000813012+0.0154494j 0.00831154-0.0019434j 0.0107562+0.00868097j 0.00605296-0.00870218j 0.00413093-0.00741308j 0.00598988-0.0116188j 0.00253004+0.0105786j 0.000629156-0.00377187j 0.00434468-0.00345759j 0.00403944+0.00336865j -0.0103738+0.00446707j -0.00528901+0.00575163j -0.00426435-0.0132458j 0.018413-0.00847877j 0.00580171+0.00545031j -0.0107569+0.0114283j -0.00644259-0.0101876j 3.55172e-05+0.00700861j -0.0022556-0.0117263j -0.000314253+0.00366392j -0.0125103-0.00180641j 0.00203477-0.0066102j 0.00570769+0.00373527j -0.00432416+0.0128138j -0.00167714-9.09913e-05j 0.00894741+0.0013354j -0.00844827-0.0130162j 0.00171417+0.00108536j -0.00335382+0.00183421j -0.00352624+0.0108252j 0.00342688+0.000533817j 0.00604653-0.0117748j 6.51943e-05+0.00421994j -0.0127765-0.00629454j 0.0100399+0.0099299j -0.00394418-0.00885556j -0.00737614+0.00485952j -0.00187344+1.63417e-05j -0.000843207+0.00555456j 0.00274132-0.00649811j -0.00282004+0.00129061j 0.00063694+0.00179678j 0.000233141+0.0024193j 4.14489e-06-0.000371232j 
0.000177222+0.000633726j 0.00255404-0.00323631j 2.69278e-05+0.0062419j -0.0128842+0.00203621j 0.0062536+0.00679056j -0.00120179+0.00857337j 0.00415401+0.00691681j -0.0139548-0.000525254j 0.0023087+0.00123947j 0.0120937-0.000197226j 0.00197876+0.00323581j 0.00471588+0.00358027j 0.00853575-0.00398587j -0.00616875+0.00429237j 0.00698696+8.91389e-05j 0.00826639+0.00477702j -0.00102644+0.00190421j 0.00111648-0.00454528j 0.000596908+0.00584862j -0.00689016+0.003913j -0.0012947+0.0084451j 0.000394399-0.000843195j -0.00182936-0.000440396j 0.00370723-0.00607276j 0.00445091-0.00174708j -0.00187881+0.00272978j -0.0024779-0.00175511j -0.000594689+0.000986678j -0.000465682+0.00192259j 0.00236985+0.000687135j -0.0027362+0.00147556j -0.00103824+0.000701453j 0.00218859-0.000656169j 0.00481145+0.00527317j 0.00241295-0.000587323j 0.00186021+0.00177277j 0.000316267-0.003431j -0.00174287-0.00156609j -0.00163623-0.000559536j -0.0005741+0.000795318j -0.000938933-0.00238249j 0.00435715+0.00243354j -0.000404312-0.00507029j 0.00578023+0.000310848j -0.019052-0.00612961j 0.00881029-0.00219489j 0.0106632-0.00124086j 0.00508468-0.00780902j 0.00620636-0.000426858j 0.0066651-0.0106834j 0.00588091-0.011184j -0.00504144-0.00527723j -0.000799033-0.00399905j -0.0126504-0.00890022j 0.00833358-0.00023687j -0.00993351+0.00242801j 0.0108885+0.0022726j 0.000831991+0.00963758j -0.0185526+0.00890698j -0.00375175-0.00460463j -0.00521671-0.013614j 0.00538999-0.00996834j -0.00734961+0.00141678j -0.00730375-0.00491828j -0.00645391-0.00850443j 0.0107434-0.00457499j 0.00588511-0.00494202j 0.00207803-0.0109793j 0.00106292+0.00206889j 0.00198655+0.0129645j -0.0014588+0.00509009j 0.00521926-0.00546988j 0.0156437+0.00325464j -0.00202011-0.00796048j -0.00222698-0.00756897j 0.00255717-0.00430986j -0.00660499-0.000635665j 0.000446999+0.00192432j -0.00386815+0.00156853j 0.00471796-0.00667375j 0.000594477+0.00211973j -0.00037076+0.00291865j -0.000429619-0.0024733j -0.00370036+0.00363657j 0.00411732+0.00201122j 0.00309428-0.00047478j 0.00166112-0.00150794j -0.00172911+0.00114928j -0.00267835-0.000776783j -0.00110424+0.00258189j 0.00329718+0.00116705j -0.00209019+0.00348252j 
-0.000506421-0.00818769j -0.0060805+0.0014565j -0.0100679+0.00631193j 0.00152045-0.0116997j -0.00878238+0.00679715j 0.00192513+0.00116065j -0.00162867+0.00628029j 0.00353475-0.00912147j -0.00807317-0.00305515j -0.00126129+0.000386047j -0.000978917-0.00156025j 0.00137998+0.00197141j -0.00533376-0.0087381j 0.00620937-0.000551597j 0.000532469-0.00465454j 0.00489129-0.00800138j 0.00611148+0.00539281j -0.00731803+0.00128341j -0.00192747-0.00480125j 0.000250959-0.00161287j 0.00250281-0.00278417j 0.00295066-0.00199156j -0.000612387+0.000439279j -0.00333469+0.00145081j -0.00490622-0.000873314j 0.00326333+0.000749667j -0.00290665+0.00232501j -0.00843909+0.00197428j 0.00398453-0.00104377j -0.000722357+0.000716083j 0.00386959-0.000705432j -0.00125426-0.000169147j -0.00496913-0.0052963j -0.00218004+0.00082943j -0.00210256-0.00148386j -0.00336196+8.82623e-05j -0.00105766+0.00214408j 0.00167817+0.00605878j -0.00486574-0.000430433j 0.00303678+0.00325141j -0.00390795-0.000566435j -0.000609972-0.00294983j 0.00620381+0.00743645j -0.00291907-0.000547421j 0.0062645-0.0273866j 0.00437901+0.00258285j 0.0101706+0.014211j 0.00781062-0.00232807j 0.00738862+0.00993165j 0.00963279-0.00317027j 0.0123972-0.00297686j 0.0069102-0.00940753j 0.0090401-0.00409027j 0.00125348-0.0146553j 0.00185135+0.0108968j -0.00284304-0.00293879j 0.0102359+0.00622682j 0.00465269-0.00825152j -0.0160649-0.00281715j 0.00633987+0.0078712j -0.00543367-0.00795796j -0.00224221-0.00099484j -0.000762423+0.0181886j -0.0177432+0.00133348j -0.000796971-0.00665937j -0.014794-0.0100183j -0.0122377-0.00167999j 0.00142464-0.00588295j -0.000369882-0.00954448j -0.000251412-0.00803967j 0.00742674-0.00237622j 0.00484414-0.00144504j 0.00280397-0.00167867j 0.00165659-0.0055684j 0.00680716+0.0135j -0.00130217+0.00609794j 0.00774504-0.000382184j 0.00515913-0.00510114j 0.00202367+0.000882886j 0.00119299+0.00703684j 0.0114867-0.0120785j -0.00874748+0.000166672j 0.000984635-0.00296407j 0.000145531-0.00155536j 0.00372157+0.00394869j 0.00382585+0.00223205j -0.00498143-0.00202144j -0.00287816-0.00544074j 0.0016899-0.000908624j 0.00189502+0.000200797j -0.00312706-0.00481131j 0.0020967-0.00276777j 
-0.00292681+0.00287311j 0.00274431+0.00455548j -0.00386221-0.00183431j 0.00620387-0.00107858j -0.00800096-2.18045e-05j 0.000183222-0.0039815j -0.00232312-0.00299903j 0.00412899-0.00064833j -0.00107356+0.000407335j -0.00699694+0.00291302j -0.00127462-0.00101805j -0.00174301-0.000643312j -0.00440052+0.00472462j 0.00366623-0.00363233j -0.00554836+0.000441667j -0.00479846-0.00197334j -0.00124741-0.000966792j -0.00112891+0.00180606j -0.00102361-0.00179407j 0.00236417-0.0024137j -0.000372181-0.00360328j 0.000585135-0.000714996j 0.00167004-0.000486265j -0.00142396+0.00236853j -0.000727784+0.00112018j 0.000104787-0.00263257j 0.000971142+0.00184433j 5.81675e-05-4.23458e-05j -0.000314103-0.00089041j -0.00121853-3.47423e-05j 0.000774661-0.00108881j 0.000465565-0.00031104j -0.00214515-0.000290216j -0.00305824-0.00277051j -0.00210659+0.000794384j -0.000513147+8.99359e-05j 0.00113748+0.00217768j 0.00254819+0.000370628j 0.00415766+0.0026234j 0.00140667-0.00323738j 0.000772378+0.00423766j -0.00675428-0.00193505j -0.00323975+0.00528235j -0.000423431-0.00123318j 0.0204109-0.00583817j -0.00175181+0.00097697j -0.0026697+0.00384635j 0.00340474+0.00352534j 0.00414943-0.000245496j -0.00184956+0.00973231j 0.00223301+0.00705888j 0.00763604+7.07103e-05j -0.00244434+0.00236501j 0.00659424-0.000562584j 0.00157104-0.00132223j 0.00803225-0.00624663j -0.00777513-0.00309286j -0.0048742-0.0132704j 0.0107009-0.00661941j 0.00966274-0.000481163j 0.00171092+0.00712232j -0.00668271+0.00929764j 0.00991184-0.000333257j 0.0109402+0.011682j 0.00410877+0.00840381j -0.00870607+0.00484116j -0.00837267+0.00949355j 0.000435525+0.0113454j -0.00242123-0.000866834j -0.00486315-0.0102543j -9.78059e-05-0.0022328j -0.00035501+0.00472358j -0.0127068+0.00157812j 0.00486304+0.00702603j 0.00851969+0.00401617j 0.00235199+0.00101849j 0.00532464-0.00180194j -0.000379898-0.000176498j -0.00163744-0.00209789j 0.00153462+0.0102029j -0.00171761-0.000396131j 0.000623394-0.00146446j 0.00130666-0.0012763j -0.00117884-0.00411302j -0.00144454-0.00564442j -0.00771779+0.00286358j 0.00309659+0.00157126j 0.000343314+0.00281692j 0.00392279+0.00257182j 0.00207474-0.00260951j -0.00121543+0.00242649j -0.00173006-0.00201499j 
0.00333841+0.00248248j 0.00353881-0.0036815j 0.00161065-0.00323442j -0.000610318-0.00040403j 0.000198495-0.00253508j -0.000754551+0.000919742j -0.000857864-0.000615768j -6.43521e-05-0.00109855j -0.000394575+6.85211e-05j 0.00104273+0.00137837j -0.000452469+0.000381407j -0.000543931+0.0014795j 0.0023443+0.000142921j -0.00232645-0.000217485j -0.000387306+0.00105173j 0.000197112+0.00246231j -0.000586967-0.000108182j 0.0010319+6.72694e-05j 0.00053956+0.000867885j -0.00102066-0.000125843j -0.000547747+0.00115446j -0.000431737-0.000748091j -0.000898725-0.000639116j 0.000576193+0.00016437j 0.000902515-0.000135845j -0.00101805-0.000196243j 0.000260566-0.000759771j 0.000748827-0.000367441j -0.000523464+0.000884784j 0.000123454-0.000391059j -0.000276575-0.000139276j 0.000159124-0.000225112j 0.00186085+0.00114487j -0.000156653+0.00113244j 0.000695408+0.000411893j -8.65097e-05+1.15969e-05j 0.00155315-0.000858339j -0.000858783-0.0020869j 0.0016963-0.00166221j -0.00300495-0.000532592j 0.00272597-0.000727667j -0.000184446+0.00343144j -0.00167557-4.30359e-05j -0.000797638+0.003775j 0.00470373+0.00553809j -0.00109081+0.00232117j -0.0039795-0.0015467j 3.34592e-05+0.00716525j -0.00508042+0.000313307j -0.00258358+0.00704118j -0.00270323+0.00620244j 0.000803804+0.00383064j -0.00162425+0.0018904j 0.00713273+0.00126017j -0.0031625-0.00103641j 0.00344699-0.00338677j -0.00587065+0.00157821j -0.0057221-0.000102467j 0.0018249-0.00846162j -0.000897841-0.00214146j 0.00945753+0.00440991j 0.00119104+0.00352477j -0.0038668-0.0066932j 0.00888812-0.00398759j 0.00572302-0.000993116j 0.00261668+0.00449536j 0.00374563+0.00243973j 0.00199012-0.000893757j 0.00081775+0.000969382j -0.00188201+0.00470953j -0.00213094+0.00149663j 0.00316366+0.000218469j 0.00158069+0.00567987j -6.93103e-05-0.00211012j -0.000601095-0.00294009j -0.00118843-0.000803727j -1.14679e-05-0.00112301j -0.00217599-0.00122288j -0.00100226+0.000246406j -0.00142318+0.00247516j -0.00460607+0.00609989j 0.00414523-0.000679367j -0.00209262+0.000876196j 0.00068187+0.00183865j 0.000565753+0.00100038j -0.00138585-0.00135093j 0.00187151-0.00113636j 0.000644652+0.000592238j -0.0018316-0.000502061j -0.00200393+0.00203464j 0.00337017-0.000235722j 0.000654668+0.00188411j 
-0.000391881-0.00277043j -0.00364377+0.00106432j 0.00216693+0.00216557j 0.00118076-0.00168532j 0.000103722+0.000710052j 0.000659189-0.00084953j 0.000758756-0.000788727j 0.000821151-0.00118311j -0.000497928-0.000321745j -0.000583805-0.000193162j -0.000240131+0.00146701j -0.000194696-0.000742452j -0.000349779+7.64246e-05j 0.000562631+0.000734312j 0.000706957-7.50906e-05j -5.3286e-06+0.000448795j 0.000426425-0.00022176j 0.000117177-0.000163464j -0.00045231+0.000799319j -0.000126208+0.000772652j 0.000303375+8.87467e-06j 0.000564178-0.000812544j -0.000624243-1.76884e-05j -0.000361966-0.000737558j -4.02586e-05-0.00139387j 0.000434843-9.02494e-05j -0.00113738+0.000418159j -0.000344301-0.000700294j -0.000774235+0.000607562j 0.000866835-0.0007129j -0.000649216+0.000453616j -0.0007055-6.14407e-05j -0.000434504-0.000769062j 0.000394229+5.03654e-05j 0.000323556-0.00123166j -0.000737547-0.00028156j -0.00169262-0.000292668j 0.000778124+0.00182009j -0.00239228-0.000378737j 0.000887859+0.00173048j -0.00134853+0.00108563j 3.56438e-05-0.00231635j 0.00122283+0.00343203j -0.0060386+0.000431462j -0.000807381-0.000990876j -0.00369651-0.00136133j 0.00331707+0.00254319j -0.00230863+0.00213842j 0.00158993+0.00216061j 0.000252678-0.000126563j -0.00289012-0.000554551j -0.00314031-0.00412816j 0.000898457-0.00231981j -0.000290448+0.00145923j -0.00367631-0.000558726j 0.00112527-0.00139346j -0.00213093-0.00044153j -0.00252682+0.00401693j 0.000328434-0.00106101j -0.00248902+0.00354772j -0.00258966+0.00285442j 0.000617568-0.000922219j 0.0030692+0.0038754j 0.000647945+0.00350395j -0.00186105-0.00178602j -0.00346258+0.00484815j -0.0041787+0.00019059j -0.000575828-0.00294906j -0.00346585-0.000824191j -0.0010203-0.00528318j 0.00110032+0.000129736j -0.00544612+0.00128313j 0.000475889-0.00422398j 0.000731114-0.00202625j -0.00207778+0.00173602j -0.0027257+0.00187548j -0.000597786-0.000888851j 0.00186004-0.00119801j 0.000524356-0.000129872j 0.00320433-0.000626411j -0.000218516-0.00196215j -0.00257966+0.00188087j -0.000922965+0.000507119j 0.00384852+0.00056665j -0.00343028+0.00158073j -0.00292209+0.00179882j -0.00455267+0.00349012j 0.000257168-0.00450274j 0.00423522-0.00127667j 0.00252563-0.00564603j -0.00458945-0.0053838j 0.00502008-0.00425496j 
0.00268934-0.00106704j -0.000610833-0.00333243j 0.00123878+0.00185792j 0.00169008-0.000775359j 0.00133103-0.00197295j 0.00089374-0.00151738j 0.0023752+0.000672646j 4.99713e-05-0.00198124j 0.000655802+0.000452568j 0.000530669-1.06329e-05j 1.7357e-05-0.00107142j 0.00130082+0.000464484j 0.00025418-0.000645416j -0.000423494-0.00096996j -8.83408e-05-0.000994926j -0.000368903-9.78262e-05j 0.000753937-0.000475502j -8.79341e-05+0.000197159j -0.000307305-9.43402e-05j 0.000154382-0.00033766j -1.31451e-05+0.000312556j -6.50814e-05+0.00111363j 0.000478715-0.000523361j 0.000799378-2.41013e-05j 0.000969271+0.000498471j 0.000181421-0.000674456j -2.83947e-05-0.000992011j 0.000534236-0.000774963j -0.000433794-0.00055051j -0.000269834+0.000329606j -0.000749098-0.000317028j 0.000159746-0.000456364j 0.0010419+8.93993e-05j -0.000271218+0.00116737j 0.000882329-5.38051e-05j 0.000667045-8.48475e-05j -0.000352651-0.000802916j -0.00145898-0.000937027j -0.000412088-0.00245071j -0.00179493+0.000889695j -0.000996061-0.00113976j 0.00152364+4.07922e-05j -0.000876536+0.00354756j -0.00260551-0.00168658j -0.00245191+0.00254981j 0.00454779-0.00150602j 0.00480715+0.00398792j -0.00516359+0.00757865j 0.000624572+0.00237553j -0.00113835+0.0020547j 0.00227724+0.000273918j 0.00420123+0.00579925j 0.00350159-0.00197728j -0.00305416+0.00295886j 0.0040816+0.000563489j -0.000346647+0.00276025j 0.00151051-0.000108771j -0.00380596-0.00187933j -0.00267092-0.0027061j -0.00108712+0.00256833j -0.000481292-0.000772663j -0.000204418-0.00296842j -0.00408537+0.0027626j -0.00228493-0.000440628j -0.000303293-0.00348027j -0.0027017-0.00338571j -0.00224359-0.00523722j 0.000799759-0.0010621j 0.00204092-0.00384277j 0.0052347-0.00240285j -0.00309008-0.00214824j -0.000145884-0.00396177j 0.00482069+0.00377002j 0.001856-0.0022767j -7.31781e-05-0.00421201j -0.000704803-0.00135359j 0.00253934+0.00155214j -0.00165686-0.00131661j -0.00331345+0.00109932j -0.00307583-0.00136509j 0.00037253-0.000177608j 0.00193097-0.000408823j -0.000851185+0.00151908j 0.00212241+0.00341395j 0.00396252+0.00304546j 0.00418904-0.000395798j 0.000485624-0.000332111j -0.00640385-0.0047761j -0.0011043-0.000978343j -0.00179791-0.00181636j 0.0054688-0.00511299j 0.00393631+0.00468787j 
0.00359976+0.00511501j 0.0054117-0.00498836j -0.00184632-0.00316094j -0.000721493+0.00103907j 0.00238847-0.00270996j 0.00033012+0.000365372j 0.00230478+0.00129778j -0.000889928+7.6965e-05j 0.000932437+0.000535521j 0.000682754+0.000649605j -0.000318789-0.00386304j 0.00119554+0.00183037j 0.000414143-0.00118964j -5.39155e-05-0.00206899j -0.00210985-0.00245595j 4.8655e-05-0.00103334j 0.000402472-0.000373427j -0.0013966-0.000579324j 0.000298023-0.0025701j 0.000782521-0.00233489j -0.000995493-0.000535123j -0.00215197+0.00241522j 0.00293736-0.000220808j 0.00197986+0.00161343j 0.000383218+0.00320095j 0.000720906-0.000911317j 0.00262238-0.00101532j 0.000380051+0.00124347j 0.0014118-0.0033697j -0.00260264+0.000443074j 0.0002153-0.000637808j 0.00150287+0.000567907j 0.00119687+0.0031159j -0.000302138+0.00169689j -0.000798467+0.00256203j 0.00297581+0.000439011j 0.00323212+0.00115038j -0.00210231-0.00537036j 0.00410956+0.000630776j -0.00169723-0.000694728j 0.00287243-0.00423618j 0.00125605+0.00378822j 0.001074-0.00401017j 0.00636256-0.0041344j -0.00505618+0.00447424j 0.0076262+0.000300503j -0.00446138-0.00167237j -0.00199926+0.00322956j -0.00480242-0.00402234j -0.00240592+0.00207715j 0.0048883+0.00105175j 0.00495464+0.00977899j 0.00218099+0.00564565j -0.00286477-0.00433806j 0.00617378+0.00256619j -0.00797947+0.00320482j 0.0041378+0.00295643j 0.00367636-0.00801727j -0.00385894-0.00181812j 0.00277954-0.00073706j 0.00163274-0.00073002j -0.00314405-0.000480071j -0.00551963-0.00701423j -0.00229209-0.0067401j 0.00362366+0.000567005j 0.00799365-0.00947846j 0.00808934+3.19781e-05j -0.00343346+0.000996967j 0.00139632-0.00203328j 0.00423244+0.0102471j 0.000485915+5.44237e-05j 0.00218222-0.000486284j -0.00117612+0.0103727j 0.00516809-0.00136633j -0.000426232-0.0049993j 0.00708279-0.000531139j -0.00132492-0.00143832j -0.00679969-0.0027642j -0.00528481-0.00375346j -0.00523803+0.00508085j 0.00129952+0.00691198j 0.000693582+0.00032661j 0.00522433+0.00093545j -0.00846399+0.00685835j 0.00453427-0.0027308j 0.00765742-0.00486306j 0.00367992-0.00351918j 0.00183577+0.00875462j -0.00753374+0.00570391j -0.0115376+0.00924181j 0.00871064+0.00333081j -0.00375383+0.0103511j 
