0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
-0.000371322+0.000347842j 0.00122267+0.002025j -0.00186593+0.00609754j -0.00510628-0.00131779j 0.00116944+0.00284422j -0.00131807+0.00871082j -0.00558885-0.00517189j -0.00557267-0.00176734j 0.00374088-0.00312755j -0.00485865-0.000623235j 0.000702356+0.000889726j 3.93228e-05+0.00133321j 0.00300655-0.000589595j -0.00417145-0.000159891j -0.00562626+0.00164567j 0.000759398+0.00230959j 0.0026302-0.00316051j 0.000594023+0.00269337j -0.00269931-0.00362003j -0.00248886+0.00382283j -0.000259093+0.00328036j 0.00131161-0.00241483j -0.000996132+0.00156752j 0.00181592-0.00505129j -0.0025151+0.00170082j -0.00234556-0.00474933j 0.00261416-0.00129313j -0.000374108-0.00211997j -0.00110701+0.00338947j -0.000795346+0.00266942j -0.00172234-0.00249695j 0.00454113-0.0002402j -0.000894829-0.00294256j 0.000507605+0.00446339j 0.00250712+0.000942662j 0.00156834+0.000689879j -0.00241086+0.00190776j -0.00295112+0.00120887j 0.000855098-0.0012689j 0.0019121+0.000565849j -0.00295736-0.00171098j 0.00211345+0.00319973j -0.00154159-0.00065208j -0.00129603-0.00128754j -0.000161258-0.000950058j -0.00106646-0.00136174j -0.00135181+0.000170489j 0.000895842-0.00274905j 0.00158591-0.000270198j -5.70855e-06+0.00122831j -0.000278529+0.000346925j 0.000518734-0.000320527j 
0.000486912+0.00412604j 0.00497302+0.0029768j -0.0156846+0.00993359j -0.01491-0.0126829j -0.000607736+0.00112977j -0.00827528+0.010024j 0.000433139-0.0198748j -0.00999314-0.00939588j 0.0182824+0.0118955j -0.0016965+0.00154195j -0.00120353+0.00669627j 0.00354761+0.00828821j -0.000619806-0.00127573j -0.0149321+0.0106694j -0.0144796+0.00339884j 0.00555549+0.00365197j -0.00811018-0.0100382j 0.0109384-0.00776568j -0.00956396-0.0103543j -0.00340601+0.000143482j -0.00267446+0.00943101j 0.00198236-0.000266547j -0.0114898+0.000329517j 0.000187789-0.011811j -0.00292993+0.00832535j -0.00393059-0.00549428j -0.00965832+0.000261727j -0.0042731-0.00232264j 0.00773176+0.000670457j 0.00517769-0.00297383j -0.00140665-0.000231575j 0.00140508-0.00363877j -0.00127401-0.00467018j -0.000912885+0.00378462j 0.00375829-0.00617962j 0.00633152-0.00200065j -0.00285463-0.00173067j 0.00357739-0.000697841j 0.00090608-8.57922e-05j -5.45706e-05-0.000134345j -0.0104121-0.0045852j 0.00218006+0.006808j -0.000851996-0.000409823j 0.00161303-0.0020034j -6.48686e-06-0.00715024j 0.000671647-0.000941133j 0.00125552+0.00284818j 0.00109579-0.00511595j 0.0015093-0.00257634j 0.00056444+0.00208702j 0.00117959+0.00264819j 0.00369882-0.00171593j 
0.0048112+0.00132032j -0.00247843-0.00353865j -0.0105729-0.00954735j 0.0121092-0.0136274j -0.00014394+0.00923141j -0.00755872-0.00435841j 0.00867652-0.00583822j 0.0114397-0.00683869j 0.00230651+0.00398674j 0.00785222+0.00585663j 0.00434623-0.00825538j -0.00138379-0.00337857j 0.00177818-0.00148127j -0.00125911+0.0103772j 0.00737205+0.0030937j 0.00631284+0.011142j -0.0162972+0.00506137j -0.00696393-0.00505909j -0.00681416-7.80198e-05j -0.00289905-0.0054672j -0.00176652-0.0109135j -0.00344686-0.00861622j -0.00343311+0.00664758j -0.00835553-0.00334361j 5.84614e-05-0.00130088j -0.00510653+0.00209219j -0.00616417+0.00297355j 0.00556446-0.00679717j 0.00187287+0.00148164j 0.00514231-0.00513523j -0.00226976-3.73733e-05j -0.00959854+0.00362729j 0.0028411+0.00282974j 0.00145378-0.001366j 0.00369026+0.000608755j 0.00210221-0.00127445j -0.00562467+0.000308591j -0.00637725-0.00102826j -0.00422314-0.000781656j -0.0042615-0.00143176j 0.00175685+0.00180261j 0.00230964+0.00271301j -0.00247301-0.00289165j 0.00310941+0.00101202j 0.000594495+0.00448535j 0.00370912+0.0078927j -0.000187758-0.00211174j 0.00285206-0.00078916j 0.00128897-0.003724j 0.00213523-0.00258118j 0.00240116-0.0016181j -0.00175818-0.0018543j 
-0.0015437+0.00101828j 0.00148323+0.000471235j 0.00852343-0.00376407j -0.00173284+0.00567963j -0.00376943+0.00375682j -0.00378299+0.00309692j -0.00857999+0.000709639j -0.00475612+0.00847186j 0.00101032-0.00480336j -0.00938851-0.000405174j 0.000461175+0.00201846j 0.00337391-0.00369634j -0.00101917+0.00415176j 0.00101014-0.000367552j -0.00757286-0.00148054j 0.00333832+0.00407238j 0.00384488+0.00250855j -0.0042731+0.00706426j 0.00489164+0.00224229j -0.000714374+0.00292491j -0.00108333+0.000411366j -0.000159112+0.0014587j 0.00195909-0.00445283j -0.00401048-0.00117726j 1.89506e-05+0.0029175j 0.00339019-0.00555003j -0.00190483-0.00351828j -0.00256984-0.00302013j -0.00111158+0.00385542j -0.00394166+0.00287047j -0.0014351-0.00362805j 0.00184098-0.00238779j -0.00241961-0.0030105j -0.00298456+0.00235511j 0.00485356+0.00290463j 0.000127042+0.00237815j 0.00155756+0.00533531j -0.0031542+0.00126091j 0.000849969-0.00111479j 0.00641278-0.000100819j 6.55532e-05-0.00016893j -0.0026574+0.00123754j -0.00272633-0.00149458j -0.0032833-0.000161864j 0.000529412+0.00192689j -0.00419303-0.00329333j -0.00190476-0.00117465j -0.000474989-0.000859058j -7.21583e-05+0.00426933j -0.000268035-0.00243263j 0.000259422+0.000907207j 0.000227999-0.000861083j 
-0.000144785+0.000232426j 0.000626042+8.75273e-05j -0.00329134+0.00549277j -0.00192743-0.00237518j 0.00185746-0.00534025j 0.00520011+0.000288133j 0.00210055+0.000308209j 0.001232-0.00469959j 0.000435092+0.00368529j 0.00548797-0.000161381j 0.00022123+0.000329618j -0.00379147+0.0031213j 0.000931116-0.00528878j -0.00318885-0.00228185j 0.00137265-0.00110741j -0.00460966-0.00126787j -0.00333498-0.00706336j 0.00689814-0.00538251j -0.00331081-0.00321382j 0.00150092-0.00265029j 0.0012248+0.00257582j 0.00171989-0.00152196j -0.00165411+0.00208574j 0.0045874-0.00272834j -0.0015452-0.000608105j -0.00197692+0.00355569j 0.00173961-0.00156714j 0.00164551+0.000129647j 0.001153-0.00130687j 0.00134088-0.000591636j -0.00040972+0.00241542j 0.00264038-0.000978863j 0.00108254-4.2302e-05j 0.00130893-0.00130722j -0.00304739-0.00128498j 0.00062201-0.00113769j -0.00218512-0.00219292j 0.00273481-0.00036999j 0.0010932+6.50233e-05j -0.00273008+2.08696e-05j -0.00307724-2.59568e-05j 0.00225851+0.000124466j 0.00154223+0.00126397j 0.0012691-0.00103734j -0.00140199-0.0029634j 0.00190155-5.86063e-05j 0.00142064+0.00142458j 0.000137648-0.00111967j -0.00043299-0.00271023j 0.000113846+0.00246193j -8.20159e-05+0.00010248j 0.000512421+0.000798185j 
-0.00160184+0.000707363j -0.00200942+0.000776067j -0.000249196-0.0104378j 0.0100202-0.000179248j 0.00288883+0.00228685j -0.00124546-0.00722805j 0.00587549+0.00783239j 0.00692885+0.00119974j -0.00892221-0.000534791j 0.00162153-0.00230145j -0.000998543-0.00382558j -0.00172054-0.00330203j -0.000632399+0.00208447j 0.00807675-0.00506264j 0.0101316-0.00637606j -0.00256529-0.00190157j 0.00472552+0.00586756j -0.00568577+0.00453757j 0.00479005+0.00517503j 0.00107224-0.00486471j -0.000992804-0.00593426j 0.000372581-0.00169637j 0.00332529-0.00105257j -0.000692471+0.0063763j -0.00105318-0.00345627j 0.0027046+0.00386632j 0.0031654-0.000921916j 0.00257421+0.00045703j -0.00451722+1.4828e-05j -0.00120403+0.00117425j 0.000509386+0.00107896j -0.000630836+0.00285026j -0.000654268-0.000413821j -0.00201389-0.00070231j 0.000723885+0.00223795j -0.00114143+0.00200449j 8.21315e-05-0.00029202j -0.00130139-0.000334691j -0.00154334+0.000234902j -0.00173402+0.000618809j 0.00557346+0.00219741j -0.00222061-0.00231787j 0.000397616-0.000418955j 0.000770415+0.00162551j 0.000169813+0.00182054j -0.00181415+0.0027781j -4.59788e-05-0.000926149j -0.000613579+0.000312105j 0.00152872+0.00242837j -0.000572235-0.00153973j -0.000937734+0.000331187j -0.000216952+0.000725231j 
-0.000507749+0.00130322j 0.00356848-0.00152328j 0.00961449-0.00269327j -0.000525957+0.00816072j -0.00485678+0.0022132j 0.00247287+0.00288486j -0.00616625+0.00637229j -0.00477557+0.00552337j -0.00279833-0.00372613j -0.00867231+0.000566205j -0.00195445+0.00328568j 0.000304709+0.00159225j 0.000654459+0.00134715j -0.00399474-0.0058715j -0.0087697-0.00159504j -0.0032424-0.00113901j 0.00754513-0.00424937j 0.00100131+0.00538561j 0.00711333-0.00131071j -0.00250399+0.0058047j 0.00168613+0.00252388j 0.000971382+0.00323764j 0.00203865-0.0042231j 0.000576164-0.000951467j -0.000367826+0.00215196j 0.00375435-0.00540658j 0.000864316-0.00299752j -0.00286084+0.000455564j -0.00131248+0.00243893j -0.00281109+0.00355556j 0.0018182-0.00151976j 0.00193699-0.00351332j -0.0017558+0.00086212j -0.00125545+0.00192903j 0.0011999+0.000801908j 0.000786204+0.00122858j 0.003132+0.000864446j 0.00130897+0.00176363j 0.000924613-0.00207409j 0.00565049-0.00118888j -0.00237667+0.000800814j -0.000361473+0.000763168j -0.0020437-9.7254e-05j -0.00249667-0.00156834j 0.00158392+0.000714646j -0.00419077-0.00487207j -0.000764295-0.00112454j -0.000359401-0.000480584j -0.00139598+0.00359661j 0.00078983-0.00109293j 0.00152276+0.000295908j 0.000693697-0.00144211j 
0.000215566-0.00153509j -0.0010572+0.00104109j 0.00146236+0.00260863j -0.00265392+0.000739881j -0.00283897-0.000799242j -0.000693767+0.00108213j -0.00190466-0.00195073j -0.00113239+0.00147194j 0.00270751-0.000183468j -0.00141776+0.00178345j 0.000289003+0.000681388j 0.000653425-0.000590778j 0.000448151-0.000423646j -0.00169502+0.00386654j -0.00374289+0.00398137j 0.00282761+0.000794438j -0.00123509-0.000408469j 0.00162646-0.000281684j -0.00210625-0.0013141j 0.00139286+0.00195544j 0.000360111+0.00108276j -0.00109306+0.00158224j -0.000704717-0.000310699j -0.00028355-0.00165911j 0.00124594+0.00068006j -0.00125378-0.00150115j -0.000135372+0.00101j -0.000186597+0.000487399j 0.00172648+1.25901e-05j -0.000196315+0.000213875j -0.000802733-0.0021382j -7.98402e-05-0.000136724j 0.000863791-0.000520515j 0.000873988-3.39804e-06j -0.000893047+0.000532033j -0.000862586-0.00023479j -7.51737e-05+0.000326015j -0.000717287-7.44427e-05j 0.000769074+0.000449951j 0.00108769-0.000416402j -0.000491781-0.00178862j -0.000527581+0.000612212j 0.000537705+0.000530476j -0.000536677+0.000399985j -0.000237338-0.000176184j 0.000367958-0.000794051j -0.000559615+0.000826724j -5.78672e-05+0.00101821j -0.000142228-0.000421024j -0.000601077+0.000779718j -0.000770722-0.000376931j -0.000212121+0.00072171j 
0.00106632-0.000836205j 4.25183e-05-0.00137188j 0.00138882-0.00070576j -0.000259783-0.00016733j -0.00161869+0.0015061j -0.00114757+0.000459815j -0.000277341-0.000492441j -0.000359414-0.000223596j 0.000693874+4.66361e-05j -0.000858525+0.000681885j -0.000868803+0.000827516j 0.000220872+0.000668657j -8.96468e-05-0.000221562j -0.00138362+0.000256721j -0.00351187+0.000456418j 0.000113855+0.00197114j -0.000149922-0.000384565j -0.000224957+0.00123459j 0.000796311-0.000903377j -0.00117516+0.00202967j 0.000193276+0.000101275j -0.00106226+0.000619721j -5.23745e-05+0.000312282j -0.000472713-0.000151441j 0.000901986+0.000442116j 0.00056561-0.000904303j -0.000919245-0.000114879j -0.000704798-0.000454367j 0.000823596+0.000876303j -4.17607e-05+3.81646e-05j 0.000712041-0.000234265j -0.000677016-0.000837313j 0.000135016+0.00128903j 0.000449265-0.000192252j 2.22933e-05+0.000375872j 9.34406e-05-0.000361737j 0.000437863+0.000316967j -0.000460202+0.000449184j 0.000291961-8.49481e-05j 0.00130723-0.000191014j -0.000374559-0.000946009j -0.00040503+0.000577j -0.00045699-0.000168574j -0.000318252-0.000630838j 0.000772125+0.00111146j 0.000134373-0.00118242j -0.000764389-0.000412608j 0.000471265+0.000794777j -0.000898043+0.000512942j 0.000160724-0.000759545j 0.000355026-0.000894278j -0.000575683-0.000333674j 
-0.000538195-0.000418273j -0.00063908+0.000191735j -8.06766e-05+0.000236201j 0.00098644-0.000260026j 0.000550601-0.000324068j -0.00123236+0.000144789j -0.000307973-0.000690506j 0.000489273+0.000922766j -0.000721746-0.000209523j -0.000442868+0.000750026j -0.000798516-0.000531919j -0.000718452-0.00027928j -0.000253885+0.000704895j 0.000340507+0.000480206j -0.000855871+4.03527e-05j 9.4655e-05+0.000777926j 0.000409952+0.000746556j -0.000905181+0.000420951j 0.000211068+5.94033e-05j -0.000800997-0.000139212j 1.87117e-05-0.000381742j 0.000437975-0.000641388j -0.000465764+0.000136984j -0.000932028-3.59868e-05j 0.000208328+0.000249502j 0.000573608-0.00074878j -0.000467361-0.000388456j -7.21465e-05-0.000277801j -5.83379e-05+0.00019627j 0.00074746-0.000141866j -0.000145053+0.000488436j -6.52513e-05-0.000150637j -0.000758011-0.000572567j 0.000686547+0.000761873j 0.0013797+0.000655137j 0.000847665+0.00105641j -0.000298399+0.00072084j -0.000156738+0.000215683j 0.00038838-0.000605125j -0.000119839-4.31686e-05j -0.000357723-0.00116323j 0.000351582-6.82666e-05j -8.98093e-05+2.41758e-05j 0.000345036+0.000211314j -0.000930146-0.000148079j 5.43519e-05+7.55605e-05j -0.000469209+7.3736e-05j 2.73616e-05-0.000247756j 0.0012513+0.000381003j 0.000214288-0.000216173j -0.00174064-0.0004403j -0.000238802+5.43993e-05j 
-0.000321443+4.13363e-05j 0.000620917+0.000223003j 8.81712e-05-0.000470441j 1.08055e-05+0.000628916j 0.000812426+0.00048648j -0.000363469-8.90179e-05j 0.000730298-0.000235223j -0.000968945+0.000665243j -0.000125346-0.000356813j -0.000731002+8.28537e-05j 0.00050499-0.000340435j -3.25178e-05-0.000115767j -0.000426559+8.32121e-05j -0.000133433-0.000159123j -0.000516445-6.93413e-05j 0.000205142-2.4464e-05j 0.000455783+0.000308752j 7.15354e-05+0.000231159j 0.000326533-0.00014202j 0.00019934-2.2074e-05j 0.000742296+0.000101j -0.000532339-0.000222656j 0.000107926+0.000251638j -0.000224333+0.000135241j 0.00039606+0.000392402j -0.000139514-6.05115e-05j 0.000480273-4.32207e-06j -0.000124408+0.000443292j -0.000309935+0.000575144j -0.000187416-4.08311e-05j 0.000256309+1.22489e-05j -0.00122304-0.000126867j 3.18257e-05+0.000341412j 0.000288114+6.47949e-05j -1.28633e-05-0.000512622j 0.000884519-0.000716149j 3.07236e-05+0.000179807j 0.000134578-0.000683061j -0.000577437-0.000536094j -0.000510561-0.000700154j 0.000298702-0.000238757j 0.000580955+0.000119465j 0.000186774-0.000334113j 0.000162485+0.000423147j -0.000155849-0.000935015j 0.00021572+0.000727213j 0.000685177+0.000405025j -0.000174229-6.13831e-06j -0.000274345+0.000421943j 0.000666446+0.000946201j -6.22975e-05-3.91608e-05j 0.00122549+0.00034222j 
0.00109996-0.00156484j -0.000822469-0.000996437j 0.000691214+0.00170386j 0.00242538+3.4642e-06j -0.00137307+0.00163496j -0.000280803-0.00117707j -0.00235023-0.00230991j 0.00189556-0.00164695j -3.0315e-05-0.00134315j -0.000440577+8.19682e-05j -0.000146647-0.000470586j -0.000517924+0.00151559j 0.00152567-0.000841838j -0.00165103+0.00166667j -0.00126985+0.000879994j 0.00107097+0.000369752j -0.000957826-0.000517712j -0.00155562-1.52734e-07j 0.000318161+0.00115212j -0.00170967+0.000278588j 0.00132797-0.0001674j 0.00106642-8.76139e-06j -0.000456663-0.00019994j -0.00164998-0.00142237j 0.000255905-0.000285723j 0.000518422-0.000933477j -0.000407101+0.000540231j -5.59813e-05-0.000186595j -0.000412887-6.17893e-05j 0.000336174+0.000313295j 0.000152322+0.00151155j 0.00066595-0.00129559j -0.000693064+0.00129259j 0.00011602+0.00173637j 0.00255139+0.00136395j -0.000557603+0.00314214j 0.000577175-0.000348867j 0.00182106+0.00268941j 0.00144777-6.45036e-05j 0.0010971-2.34979e-05j 0.000899183-0.00175826j -0.00017885+0.00123927j -0.000280314+0.000662317j -0.000956381-0.00128828j -0.000261361+2.73865e-05j 0.00241889-0.000613861j -0.00195139+0.00132413j 0.00229154-4.95616e-05j 0.000984867+0.000973871j 0.00144111-7.17815e-05j 0.000649483-0.00337526j -0.00118829-0.000582569j 
-0.000716341-0.00124003j -0.00184141+0.001752j 0.00105901+0.00175234j 0.000606168+0.000899883j 0.00062934-0.00182073j 0.000124838-0.00104552j 0.00160712-0.000487908j 0.000385135-0.000532707j 0.000860469-0.000291954j 0.00187963-0.000368437j -5.11047e-05-0.000185871j -0.000993559-0.003297j 0.0010391+0.000277892j 0.00142645-0.000810795j 0.000302423+0.000387858j 0.000826582-0.0002503j -0.000902516+0.00071479j 0.00101374+0.000560434j -0.00164099+0.000265076j -0.000469179+0.00154415j -0.000647556+0.000505822j -0.0015402-0.00163136j 0.00197396+0.000162891j 0.000605812+0.000785636j 0.000627413-0.000446207j -0.0016372-0.000460411j 0.000457476+0.000528548j 9.46467e-05-0.00042097j 0.000534436-0.000625644j -0.00150684-0.00125396j -0.000307202+2.31547e-05j 0.000311454-0.0011794j 0.000896926+0.0013528j 0.00363662-0.00106078j -0.00201671-0.00271055j 0.00199963-0.000402919j -0.000773115+0.000123426j 0.00109024-0.00222912j 0.00104858-0.00262151j -0.000631047-0.00115477j 0.000383586+0.000388738j -0.000772855+0.000759158j 0.00265918+0.000433539j 0.000246585+0.000197293j -0.00116887-0.00140125j -0.000394416+0.00384817j -0.00110547+0.00113661j 0.00162248+0.00215447j -0.000526052-0.00095941j 0.000241788+0.00466187j -0.00105991-0.000202109j -0.00103555+0.00394535j 
2.77718e-05-0.00101047j -0.0014081-0.000213377j 0.000441222+0.00170405j 0.00238306+0.00032031j -0.000412944-0.000260304j 0.000807256-0.000613308j -0.000685541-0.00186183j 0.0012172-0.00142059j 0.000368154-0.000578355j 0.000876152+3.39834e-05j 0.000600968+0.000169036j -0.00113489-2.65327e-05j 0.00136232-0.000749209j -0.000479948+0.000589485j 0.000306166+0.000431724j 0.000263194-0.000537806j -0.000561685-0.000140174j 0.000543619+0.00083388j -0.000287552+0.000125302j -0.00104348+0.000490034j 0.000977642+0.000700472j 0.000255047-0.00140376j 0.000759874-3.55206e-05j -0.000975863+0.000305777j 0.000554405-0.00118258j -0.00112186-0.000292249j 0.000314795+0.00085827j 0.000266752+0.000105344j 1.89313e-05-0.00115279j -1.51271e-06-0.000213361j 0.000277529+0.000558522j 0.000533123-0.00183423j 0.000322888+0.00129865j 0.00151392+0.00138088j 0.000931824-0.00183422j -7.68939e-06+0.00163996j 0.000921434-0.00216079j 0.00381551+0.000608984j 0.00189169-0.000320081j -0.000384612-0.000449752j 0.000390912-0.000315786j -0.00111587+0.00153941j 0.000861154+0.000344455j -0.00181941-0.000211515j -0.00133634-0.00134385j 0.00265634+8.33567e-05j -0.000927737+0.00224825j 0.00233253+0.000524029j 0.00134885+0.000570493j 0.00239107+0.0026024j -0.000496732-0.00303081j -0.000491146+0.000938115j 
0.000246375+0.00221788j 0.0022231+1.58061e-05j -7.50795e-05-0.0019261j -0.00289378+0.00107834j -0.00110636-0.000373885j 0.00346245+0.000260047j 0.00217667+0.00221568j -0.00156468-0.00114085j 0.00187036+0.00194931j 0.0012304-0.00186915j 0.00222677+0.00169238j 0.00140054+0.000885761j 0.000666227-0.000618063j -0.000483498-0.00194168j 0.00344703-0.000737913j -5.35441e-05-0.00227612j -0.000331442-0.00160905j 0.00273386-0.000698609j -5.0606e-05-0.00133735j 0.00295187-0.000783003j -0.00047309+0.00152401j -0.000404334+0.00100767j 0.00185997+0.000416242j 0.00260873+0.00124559j -0.000298959-0.000674201j -0.00126844+0.001217j 0.00122222+0.0014101j -0.000328563+0.00115037j 0.000455891-0.00154911j -0.00162038-0.000398559j 0.000233966-0.00192096j 0.000509876+0.00104447j 0.00119403+0.000689931j -0.0021863-0.00233598j -0.00306606-0.00166995j -0.00278608-0.00403521j 0.00155521-0.00133018j -3.26886e-05+0.000181645j -0.00162801+0.00223137j -3.87596e-05+0.00025713j 0.000104105+0.00511867j -0.00190032-0.000576884j 0.00100298-1.05528e-05j -0.000470547-0.000553553j 0.00130714-0.00077748j 0.000376851+0.000429768j 0.000679993-0.000630466j -0.00020237-0.00153041j -0.00238039-0.000610848j -0.000506877+9.43168e-06j 0.00453747+0.0035799j 0.00145446+0.000245584j 
0.000274824+0.00294832j 0.00412968-0.0002844j 0.000667102-0.00486625j -0.00473309+0.00173722j 6.38967e-05+0.000688366j 0.00354114+0.000289215j 0.00425553+0.00262128j -0.0042026+0.00114119j 0.00323199+0.00132579j 0.00115168-0.00133809j 0.0025663+0.00094521j 0.000373179+0.000169323j 0.000115344+0.000781458j -0.000390789-0.00364135j 0.00248967-3.26607e-05j 0.000333642-0.00316598j -0.000546487-0.00154972j 0.00355254-0.00210644j 0.000393474-0.00136953j 0.00327602-0.000459905j 0.000107358+0.0013327j -0.00174221+0.00010983j 0.00286128+1.37384e-06j 0.00337759+0.00215623j -0.000271653-0.00146953j -0.00127953+0.0016967j 0.00223085+0.00196316j -0.000752006+0.000438614j 0.000879453-0.00294936j -0.00308484-0.00143398j -0.000852134-0.00365714j -0.000560583+7.21305e-05j 0.00198496+0.00105572j -0.00068478-0.0055066j -0.00574532-0.00097092j -0.00147749-0.00553064j 0.00027073-0.000906153j -0.000286838-0.0024067j -0.0038067+0.000276539j -0.00108318-0.000255199j -0.000141731+0.00563873j -0.00139038-0.000844109j 0.0025169-0.00112562j 0.000487882-0.000883161j 0.00176058-0.000893679j 0.000795449+0.00236331j 0.00109335-0.00098089j -1.94989e-05-0.00300753j -0.00604662-0.00255988j 0.000214673-0.00015846j 0.00632845+0.00552369j 0.00336393+0.00218422j 
0.00424532+0.00279269j 0.00244165-0.00444095j -0.00127919+0.000445959j -0.00400258-0.000848871j -0.00406695+0.00129316j 0.00512508+0.00167797j -0.00431941+0.00225468j 0.00290989-0.0025958j -0.000518954+0.00237208j 0.00141219-0.000243016j 0.00138026+0.00145903j 0.00374563+0.00534799j -0.000251232-6.56961e-05j -0.00161554-0.000352069j 0.00288383-0.00040069j -0.00115573+0.00125338j -0.00111821-0.00432265j -0.00155464-0.00352946j 0.00134996+0.000656293j -0.000655648-0.0016186j -0.00278046-0.000443727j 0.00482993+0.0035651j -0.00154815-0.000449865j 0.00187115-0.00172352j -0.00353905-0.00115686j 0.0045643-2.47617e-05j -0.00206689-0.00269342j -0.000100994-0.0027679j 0.000305155+0.00125223j 0.000909446+0.000943033j -0.000997759+0.000571963j 0.00577026+0.00744604j -0.000373052-0.00215883j -0.00492231+0.00251149j 0.00225964+0.0027898j -0.00894568+0.00368059j 0.00234968+0.000676089j -0.00263072+0.0077044j 0.0021199+0.00719138j 0.00473016+0.00546522j -0.00272185+0.00335387j 0.000295413-0.00494298j -0.00431158+0.00341199j 0.00299487-0.000881575j 0.0075224+0.00466684j -0.00161721-0.00372932j 0.00140079-0.00803056j 0.00256071+0.00107952j -0.00109683-0.00190569j -0.00252677-0.0101701j 0.00523507+0.00465323j -0.00637457-0.00987616j 
0.00166557-0.00247829j -0.00418087-0.00250273j -0.00118364+0.00339033j 0.00404961-0.00294276j 0.000751003+0.000117744j -0.000347245-0.00031043j -0.00416359-0.00363471j 0.00186293-0.00235847j -0.00080221-0.00286975j 0.00204742+0.00262571j -0.00159324+0.000756056j -0.0018399-0.00118147j 0.000374064-0.00303713j 0.000550742+0.00295867j -0.00171094+0.00112582j -0.00298215+1.81678e-05j 0.00013001+0.00035622j -0.000564537+0.00281892j -0.00159109-0.000580317j -0.00499602+0.00101848j 0.000253497-0.00132411j 0.000924477-0.00246372j -0.0026867-0.00204484j -0.00340681+0.000479196j 0.000230519-0.00222549j -0.00111305+0.000352833j -0.00230776-0.00032189j 0.0020609-0.000866384j 0.00066756-0.000874541j 0.00490499+0.00150392j -0.000596611+0.00202995j 0.00155715-0.00477203j 0.00110538+0.000982184j 0.00170667+0.00629156j 0.00444093-0.00408679j 0.00270549+0.00895892j -0.00025766-0.00475489j 0.00888588-0.000164092j 0.00617562+0.00112686j 0.000637578+0.00182891j 8.83078e-05-0.00508783j 8.21823e-05+0.00341301j -0.00234318+0.000503759j -0.00540958+7.00619e-05j -0.00121341+0.00480936j 0.00221954-0.00446587j -0.0022306+0.00562728j 0.000253818+0.0043535j 0.00390229+0.00188304j 0.00427376+0.000612333j -0.0059512-0.0104222j -0.00293287-0.0024542j 
