-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
0.00238946+0.00334436j 0.00466852+0.0028396j -0.00152094+0.00490752j 0.00845472-0.00330051j -0.00124414+0.00372079j 0.00293625-0.0114827j -0.0149202-0.00344626j -0.00277236-0.000733457j -0.0109491-0.00271823j -0.0133794+0.0054986j 0.0164371+0.0155704j -0.0213825-0.00321344j -0.0082894+0.0210198j -0.00749595+0.0102946j -0.0228175-0.00643911j -0.00114104-0.0240782j -0.00101497-0.0114052j 0.0287711-0.0129146j 0.017123-0.0261317j -0.016797-0.0248202j 0.0163129+0.00324993j 0.000758572-0.00984038j 0.00435219-0.00735312j 0.0104378+0.0119342j -0.00285052-0.0136609j 0.017765-0.00687544j 0.00688689+0.00913674j 0.0187858+0.00710027j -0.0107119-0.0276866j 0.00440292-0.0127136j 0.00794877+0.00347786j 0.00495628-0.0215784j -0.00523498+0.000707236j 0.00214487+0.00306406j -0.00719669-0.00985081j 0.0183443-0.0167552j -0.0107017+0.0111391j -0.00721952-0.00241219j -0.00506769-0.0221597j -0.00635352+0.00719195j 0.0232169+0.0100079j 0.0107225+0.00372951j -0.0140455+0.00177408j 0.00369391+0.00181936j 0.000515941+0.00937006j -0.00456897+0.0146455j 0.00535292-0.000536306j -0.0019529-0.00667639j 0.00165298-0.0133285j -0.013425+0.0136144j -0.0193811-0.0150529j -0.00685686-0.00309814j 0.00503875+0.0074756j 0.0208274+0.0179133j 0.0140489-0.0040543j 0.0199981-0.018664j -0.00742924+0.0165837j -0.00850839+0.0154115j -0.00501168+0.00809507j 0.0161024+0.0138792j 0.0194476+0.0152842j -0.0226224+0.0168818j -0.00755296+0.0192207j 0.0175211+0.0191945j 0.0126365-0.00566276j -0.00763029-0.00429326j -0.00199245-0.00140434j 0.00766153+0.000323493j -0.00650394+0.000658003j 0.000714596-0.00108077j 
-0.00247126-0.00246293j -0.00281354-0.000625769j -0.000473413-0.00713598j -0.00712442+4.90573e-05j 0.00646788-0.00518529j 0.00772327+0.019731j 0.0242172-0.00903082j -0.000470358-0.0134618j 0.00520791+0.0137838j -0.00113239+0.00285044j 0.00691577-0.00251338j -0.00647956+0.0161613j 0.0153353+0.00460657j -0.000894062-0.0274639j 0.00644221-0.0188835j -0.0226791-0.0205625j 0.0199322-0.000778107j 0.0280555-0.0219363j -0.00325271+0.00864341j 0.0216851-0.0137152j 0.000371711-0.00806346j 0.00463493+0.00446812j 0.0259425-0.00668149j 0.0144948+0.00939201j -0.0155821-0.000989973j 0.019518+0.00658815j -0.0110878-0.0121614j 0.00542929+0.000624638j -0.0191885+0.00908052j 0.00802467+0.0161024j 0.00415262+0.00270116j -0.0105991+0.00381727j -0.00435247-0.0246292j -0.000385406+0.0178196j 0.0021831-0.00396369j 0.00645625+0.0115887j 0.00505321-0.0108224j -0.00361009+0.0089321j 0.0121342-0.0109714j -0.00425112-0.00921692j -0.0050247-0.0232324j -0.0128909-0.00245802j 0.00705686-0.00831661j -0.00444004+0.0128644j 0.00273431+0.00380022j -0.019677-0.00149444j -0.00546883+0.00481313j 0.00121038+0.00323816j 0.0146522-0.00649618j 0.00137776+0.00569997j 0.00857424+0.00940926j -0.00118792+0.026165j -0.000864665-0.000654853j 0.00537537+0.0289936j 0.000838217-0.00500996j 0.00132815-0.000539797j -0.00577741-0.0105116j 0.0175918+0.0200975j 0.0158443-9.61144e-05j 0.0300459+0.00175816j 0.0148715-0.0270991j 0.00945891+0.0186094j -0.00723841-0.00425781j -0.0190849+0.000779276j 0.00436024+0.0249305j 0.0174698-0.00586378j 0.00203638+0.000896383j -0.00122669+0.0016424j 0.00268563-0.00370189j -0.00125668+0.00154337j 
0.00353566+0.00287786j -0.00597026+0.000413153j -0.00570106+0.0165202j 0.0140739+0.00795193j 0.0188784-0.0119473j 0.000638756+0.0237035j 0.00588854+8.30602e-06j -0.00568272+0.00507475j -0.0108566+0.00110215j 0.0205541-0.0182124j -0.00702875-0.0148582j -0.0126505-0.00244391j 0.0212092+0.0108763j 0.0101974+0.0204121j 0.0158601+0.0142573j 0.0137347-0.00783718j -0.00890528-0.000696045j 0.00192507-0.00380927j 0.00181529+0.00235743j -0.0115457+0.0081336j 0.00955475+0.00511758j 0.0261807+0.0146027j -0.0233541-0.0182223j 0.00369287+0.0159001j 0.011528+0.0247152j 0.018347+0.00278297j 0.0140857-0.00930729j -0.00705026+0.0138734j 0.00980823-0.00678701j -0.0117952-0.0154647j 0.00476947+0.0154026j -0.0145743-0.00304242j 0.00138998-0.000715088j 0.00536083+0.0147617j -9.4239e-05+0.0186631j 0.0327337+0.00467136j -0.0108842+0.00929405j -0.00884626-0.00353739j 0.0140149+0.0125194j 0.00123197-0.00281699j 0.00364824-0.00472446j 0.0136713-0.0267642j -0.00792011-0.0159201j -0.00902614+0.00193921j 0.0204406-0.00522383j -0.0071474-0.00105567j -0.0089203+0.0135236j -0.002172+0.00171728j -0.00516063+0.0056759j 0.0164554+0.00944382j 0.0187515-0.0187599j 0.00807978+0.00997847j 0.00120101+0.0140919j 0.0174618-0.00596156j 0.0213235+0.00671083j -0.0142633-0.0174845j -0.0049548-0.00603506j 0.0140454+0.00098455j 0.0210644-0.0164178j -0.0239253-0.0165179j 0.000749529+0.0201108j -0.0103754-0.00295493j 0.000940989+0.0101661j -0.00015141+0.000731551j 0.000630375+0.0214286j 0.00844202+0.00690266j 0.00921398-0.0132021j 0.00877537+0.00310978j 0.000597441-0.00135325j -0.00483963+0.000930294j 
0.00415645+0.00226559j 0.0009706+0.00126548j -0.00284576+0.00955369j 0.00811486+0.000193494j 0.0111139+0.0140337j -0.0132813+0.0119696j -0.000964792+0.00771743j 0.00564254+0.00988679j -0.000609059+0.0191376j -0.0220767-0.0191134j -0.0336205+0.014902j 0.0033369-0.00935954j 0.00709051-0.020702j 0.00939138+0.00759276j -0.0125966-0.0056272j 0.0063362+0.00777414j 0.0123163-0.035277j -7.4419e-05-0.00241329j 0.00718207+0.0187155j -0.00859737-0.000857623j -0.00831142-0.00998238j -0.0137125-0.0148888j -0.00415918-0.00119108j -0.00311556-0.00381793j -0.0172664-0.00496871j 0.00171837+0.0111043j 0.000257826-0.0118456j -0.00233174-0.00217952j -0.00359419-0.005357j 0.00420683+0.0100926j -0.0045076+0.00364579j -0.00497935-0.0248544j -0.00233745-0.00436564j 0.00117223+0.00301768j -0.00131448+0.0114814j -0.00636723-0.000693891j -0.00257592-0.0108494j -0.00353192+0.0182489j 0.0031376-0.00751559j 0.00652963+0.00166419j 0.0128295-0.00396207j -0.0179512+0.000764375j -0.0156568+0.00226379j -0.00829916+0.00714151j -0.020532+0.0066999j -0.0159238+0.0134602j 0.0167874-0.00910193j -0.030225-0.00637478j -0.00249089-0.00366478j 0.00407417+0.00869089j 0.011273+0.0186715j -0.0055225-0.00467723j -0.0395152-0.026819j 0.0229213+0.00281875j -0.0219548+0.0298711j 0.00481328-0.0246086j 0.000460349-0.0200235j 0.00306582-0.0156442j -0.017415-0.0127877j -0.0236341+0.0110998j 0.013495+0.0169089j -0.0067437+0.00949177j 0.00471968-0.00191348j 7.27673e-06-0.0109655j -0.00534162+0.00472578j 0.00279342-0.00116464j 0.00195506-0.000933678j 0.00363943-0.0014097j -0.000460815+0.00243764j -0.000509572-0.00215104j 
-0.00849161-0.00101766j -0.00274516-0.00907026j -0.0058732-0.0160473j -0.0182829+0.00159684j -0.000341991-0.0303762j 0.00431511+0.00655792j -0.00492941+0.0200571j 0.0126592+0.00811795j 0.0170426+0.0199027j -0.00194966+0.0134004j -0.00716602-0.00855651j -0.0010514+0.007665j 0.00534336-0.0117203j 0.0108645+0.00539948j -0.0137604-0.0175298j 0.0221669-0.0107967j 0.0154443-0.003746j -0.00126229+0.0135027j -0.000317811-0.0117242j -0.0216533+0.0163018j 0.000129286-0.0057848j 0.018087+0.0112438j -0.0019737-0.0137604j 0.00831202+0.00661908j 0.00955755-0.0018222j 0.00563743+0.0100309j 0.00788829-0.00172758j 0.0237092+0.00248113j 0.0111612+0.00108695j 0.0209817-0.0181032j 0.00174124+0.00658207j -0.00593814-0.00914007j -0.0112195-0.00229556j -0.0103739+0.00745993j -0.0135988+0.0119337j -0.0133219-0.0106774j -0.00374199-0.00301813j -0.0105381-0.0111495j 0.0118649-0.0116547j 0.00939155-0.00911995j -0.00586338+0.00495502j -0.00361429+0.0215434j -0.0167385-0.0018467j 0.00884778-0.0200743j -0.0106472-0.0177132j -0.000612196-0.00170855j -0.00261879-0.0134847j 0.0158326-0.0114506j -0.00592286+0.00198961j 0.0245051-0.00658315j -0.0162806+0.0161147j -0.0107839-0.0246876j -0.012546+0.0143005j -0.0117904+0.0199596j 0.0335022+0.0157264j 0.0258525-0.00782233j 0.0207581+0.0206328j 0.013209-0.0037773j 0.00484703-0.0128172j -0.00139837-0.00284119j 0.00228625-0.016708j 0.0206323-0.0116762j -0.00852801-0.0177183j -0.0138277+0.00423319j -0.00552718+0.00267915j -0.00535599+0.00262926j 0.000219029+0.00630623j -0.00619493-0.00210175j -0.00400161+0.000408545j -0.000528414+0.004942j 
-0.000889342+0.0115925j -0.0168923-0.00657049j 0.00346816+0.000330466j 0.00386655-0.00760844j 0.0245633-0.0174994j -0.00483673+0.0032736j -0.00308338+0.015449j -0.00196919-0.0164973j -0.0380583+0.0132957j -0.0093264+0.00576315j 0.0093909-0.0134012j 0.0105652-0.0126292j -0.0010596+0.00229423j -0.0261241-0.0106931j -0.00593133+0.0105295j 0.0130774+0.00190892j -0.00307276-0.00465364j 0.00567823+0.00705385j 0.00316367+0.0169896j 0.00110242-0.00438502j 0.0332238+0.00783714j -0.0326808-0.00247978j -0.0204483+0.00189614j -0.0139142-0.0177338j 0.00392929-0.0170155j -3.65124e-05-0.0290548j 0.00241988-0.00862129j 0.000877413-0.0243291j -0.00672271-0.00331904j 0.00113488+0.0120788j 0.0067021+0.0265719j 0.0125556+0.0145054j -0.00765664-0.0239461j 0.00882942+0.00710611j 0.0157837-0.016527j -0.011228+0.00336969j 0.000272351-0.0149881j -0.0118992-0.00794699j -0.0131112+0.00387032j -0.0211272+0.0101352j -0.00550782+0.0128222j -0.0135591+0.001291j 0.00498977+0.0159737j 0.000488731+0.00925582j -0.0198417-0.0156261j 0.00739501+0.0039768j 0.00404975-0.0311067j 0.00860874-0.0143884j -0.0156381+0.0208513j -0.0137512+0.0028587j 0.0087609-0.00876624j 0.00254082+0.000378436j -0.00142768+0.0156296j 0.00523144+0.00153939j 0.0181995-0.00980475j 4.65115e-05-0.00748688j 0.0144735+0.00101309j 0.0148348+0.00523315j 0.0169537-0.011115j -0.0094543-0.0111042j 0.00355633+0.0104037j -0.00635408+0.00245328j -0.00815815-0.00755229j -0.0137275+0.00136302j 0.00871927+0.010897j -0.00118417-0.00793678j -0.00476921+0.00648984j -0.00545079-0.00753398j 0.00129092+0.00643623j 0.00195495+0.00106531j 
0.0146866+0.00451332j -0.00642049+0.0124845j -0.00429217-0.00970225j -0.00818125+0.00615861j 0.0213623+0.00539566j 0.00119733-0.00480145j -0.0173262-0.0122966j 0.0154586-0.00690248j -0.0100781-0.0242498j -0.00153928-0.0216008j 0.00358989+0.00564898j 0.00450812+0.00362061j -0.00165945-0.00467847j 0.0252878-0.0228727j -0.0168609+0.00616813j -0.0100933+0.0117016j 0.00175316-0.00694085j 0.00970104-0.000907111j -0.0231829-0.00534323j -0.00457628-0.0199973j -0.0113904+0.0043333j 0.0216358+0.0205629j -0.0099538+0.0168797j -0.0151579-0.0289401j 0.0121629+0.0136656j -0.00783314+0.0300595j -0.0187384-0.0020331j 0.00967548+0.0070493j -0.0224411-0.0165598j -0.00935472-0.010967j 0.0267151-0.00709467j 0.00150947-0.00213057j -0.00254103-0.00787337j -0.00432091+0.0293668j -0.0149533-0.00393861j -0.0164437-0.0182156j -0.0286723+0.017805j 0.0166649+0.00498128j 0.0159336+0.0188646j 0.0142108+0.0182423j -0.00337399-0.0058051j 6.94233e-05+0.00704396j 0.00550644-0.0174242j 0.000589662-0.0106641j -0.00293161+0.0083265j 0.0113421+0.00430198j -0.00345796-0.0175751j -0.000975719-0.00806586j -0.00228778+0.0163796j -0.030564+0.0122035j 0.00433705-0.000814081j 0.0171685+0.0152611j -0.00461461+0.00324192j -0.00772408-0.00480503j 0.00281221-0.0068685j 0.0026135+0.00170405j 0.0156211-0.00283438j 0.015816-0.00137047j -0.00570888-0.0168125j -0.00373875+0.006806j 0.00820034-0.00187336j -0.00182423+0.000797946j -0.0112805-0.00189631j -0.000824308+0.00670866j 0.00242218-0.00649645j -0.00802503-0.00396297j 0.00598855+0.00287952j -0.000788299+0.00377606j 0.00346635-0.000638213j -0.00189172-0.00194919j 
-0.00779256-0.00450481j 0.00477042-0.0105334j -0.00268071-0.00395722j -0.00550761+0.000551949j 0.00254561-0.0149597j 0.0108066+0.00411194j -0.00133924+0.00144926j -0.00195759+0.00500782j -0.000858223+0.00755291j 0.00920779-0.00154925j -0.0107303-0.00486369j -0.00695916-0.012088j -0.00607407+0.00201447j 0.0127624-0.00207504j 0.00575406+0.00412218j -0.0102394-0.00882304j -0.00284912+0.00336344j -0.00393914-0.00782007j 0.00512899-0.000758914j -0.00375614-0.00190554j 0.00513211+0.00294323j -0.000668022-0.00739605j 0.00726749+0.00237798j 0.0107275-0.00517542j -0.00170046+0.0029273j -0.00624413+0.00431729j 0.00204426-0.000277553j 0.00184271-0.00117584j 0.00805768+0.00531995j 0.00621061+0.00103307j 0.00074914+0.00552682j -0.00488868-0.00270491j 0.00189001-0.00289815j 0.00286659-0.00122082j -0.00721248+0.00356316j -0.000838419+0.00365173j -0.000545797+0.00826508j -0.00221342-0.0116378j 0.0085022-0.00349627j -0.00101005+0.0119568j -0.00176566-0.00248004j 0.00341115-0.00060717j 0.00483936+0.00795817j -0.00377097-0.00623213j 0.00216813+0.00675496j -0.00524293-0.0121439j -0.000344699-0.00722261j -0.00889725+0.00260489j -0.0102735-0.00642158j -0.00414199+0.0040418j 0.00514394+0.00112384j -0.00188061-0.00907126j 0.00501055-0.00220329j -0.00324404+0.00235859j -0.00324882+0.000796186j -0.00596467-0.00303064j -0.00510629+0.00601723j 0.00527225+0.00210278j -0.00121485-0.00278458j 0.00844442+0.000338308j -0.00581638-0.00507144j -0.0116276-0.00600326j -0.00142023-0.00619025j -0.0118408-0.0015641j -0.00617396+0.00178455j -0.0128309-0.00682304j -0.00554289-0.000955342j -0.00167153-0.00146413j -0.0142731+0.00211936j 0.000134098+0.0122728j 
-0.00265158+0.00985916j -0.0110919-0.00367875j -0.00702789+0.00954357j 0.0132359+0.00719443j 0.00603178-0.00619032j -0.00325789-0.00900146j -0.017875-0.000949227j -0.00715152+0.0147247j -0.0032665+0.0104022j -0.00821428+0.0070693j 0.0056111+0.00591769j -0.00559789-0.00761679j -0.00858828+0.00589386j 0.00103392-0.00160881j 0.000720853+0.00571821j -0.00584091-0.00087607j 0.00237452+0.00748276j 0.00689178-0.00561948j -0.00533797+0.0108004j -0.00566273+0.00296307j -0.00651518-0.0044826j -0.00549722+0.00463165j -0.00129742-0.00576848j 0.00139332+0.00378019j 0.00788275-0.00872509j 0.00160151+0.00192811j 0.00297172-0.00513358j -0.00134175-0.00839256j 0.00298653-4.06641e-05j 0.000706182-0.00517313j 0.00185484+0.00377698j 0.000140756+0.00334238j 0.00749773-0.00627582j -0.00619629-0.00296438j 0.00256022+0.00741227j 0.00665649-0.00795145j 0.000149104-0.00333696j -0.00143401-0.002039j -0.00255716-0.00143413j 0.00833683+0.00394881j -0.00600136+0.00224912j -0.00542599+0.0046067j 0.000548211+0.000558987j -0.00694141+0.0023505j 0.00585475+0.00547766j -0.00153225-0.00308891j -0.00978795+0.0108102j 0.0053308+0.00710023j -0.00466853+0.00491279j -0.00147528+0.0006002j 0.00267331+0.00569739j 0.00655789-0.00215769j -0.00895942+0.004821j 0.00324926+0.00670532j 0.00296486-0.00610587j 0.00933721-0.000761479j -0.00184997-0.000835803j -0.00230933+0.00190012j 0.00481148-0.00204274j -0.00739723+0.00706917j 0.0029081-0.0011193j -0.00407713-0.0137701j 0.00538775-0.000645703j 0.00427431-0.00979818j 0.00954518-0.00778538j 0.000555086-0.015161j 0.00704889-0.00753012j 0.0032467+0.00468084j 0.0026118+0.015676j 0.0131862-0.00276521j 
0.00371271+0.00495701j -0.00628202+0.00328272j -0.00254578+0.00478976j 0.00501677+0.00615291j 0.00293+0.00296588j -0.00568355-0.00555398j -0.00464419-0.00205954j -0.00725118+0.0047519j 0.00212157-0.000117695j -0.00425915+0.00377818j 0.0046766+0.00559599j -0.000263125+0.00138418j -0.00481525-0.00189566j 0.00149064+0.00229259j 0.000174646+0.00146454j -0.00269265+0.00266201j 0.00519955+0.00208503j 0.00449001-0.000622922j -0.000723461+0.00017752j -0.000161568+0.000846955j 8.27706e-05+0.00155884j 0.00187534-0.00251915j -0.00271663+0.00187781j -0.0035347-0.00113301j -0.00184594-0.000483651j 8.07674e-06+0.00143839j 0.00110661-0.00666526j -0.000138617-0.00265115j 0.000836934+0.00316611j -4.73369e-05-0.00237495j 0.000237669+0.00590578j 0.00695553-0.00116625j 0.00414641-0.00418137j 0.00146935+0.00107142j 0.0103968+0.00111994j -0.00288889-0.0024548j 0.000203241+0.00125539j 0.00166145-0.000532424j -0.00395711-0.00249358j -0.00271945-0.00587486j -0.00108107+0.00180444j 0.000209743+0.00199206j 0.00336117-0.00353512j 0.00437344+0.00416738j 0.00365161-0.00773882j 0.00152158+0.0103592j 0.00152173+0.00448587j 0.00605167-0.00670958j 0.00614469+0.00316961j 0.000907725-0.000806348j 0.00312091-0.00234144j 0.000203872-8.56826e-05j -0.00746211-0.000824288j 0.00198688-0.000199643j 0.00229069-0.00455151j 0.00126625+0.000308683j 0.00345263+0.00132442j -0.00417482-0.00127677j 0.00390756+0.00113703j -0.00627848+0.00176226j 0.00426083-0.00121227j 0.00137608+0.00283882j 0.00870901+0.00103237j 0.00227769+4.13343e-06j 0.00729412-0.00288001j 0.00284849+0.00407105j 0.00961786-0.00256347j 0.00286978+0.00245737j 0.00609526+0.00266358j 0.000719582-0.00448196j 
0.00758749+0.0013174j -0.000250362+0.00552109j -0.00192212+0.00485048j 0.00178734+0.00498093j 0.00248953+0.00898955j -0.00436461-0.00221282j 0.000846594+0.00189864j -0.00427933-0.00300615j 0.00676131-0.00271831j 0.000422048+0.00691509j 0.00262321+0.00402545j -0.00676825+0.00248628j 0.00101899-0.00438317j 0.0012381+0.00866836j 0.00440306+0.000147711j 0.00175282+0.00129313j 0.00480376+0.00131799j 0.0030662-0.00194831j -0.00380035+0.00145625j 0.00525956-0.000918158j -0.00110872+8.20224e-05j 0.00648559-0.00840856j -0.000468997+0.00246519j -0.00131961-0.00234373j 0.000874441+0.00504486j -0.00189818+0.00524543j -0.00210779-0.00410885j -0.0073424-0.00177582j 0.00157091+1.99491e-05j -0.00225576+0.00213053j 0.00498187-0.00749916j -0.00150025+0.000834116j -0.00267096-0.00610113j -0.00221145-0.00383172j 0.00522007-0.0141158j -0.00276015-0.00403661j -0.00354206-0.0064642j 0.00393129+0.00527508j -0.000908574+0.000735642j -0.00952279-0.00568179j 0.00192212+0.00599045j -0.000818138+0.00321025j -0.00875274+0.00265582j 0.0103437+0.00221046j -0.00476486-0.00911802j 0.0104407+0.00132547j 0.00958569+0.000110894j 0.00493968-0.0121976j 0.00279386-0.000504483j 0.00250348-0.00683032j 0.00151253-0.00282747j 0.00607318+0.00905625j 0.000768081+0.00224739j 0.00424741-0.00737775j 0.00207626+0.000681351j 0.00272715-0.000241423j 0.00619531-0.00465375j -0.0005932-0.00132848j -0.00354207+0.00303265j 0.000290732-0.00242658j 0.00416021+0.00589262j 0.00139064+0.00775872j 0.00754112+0.0137194j -0.00684792+0.000154381j 0.00744969+0.00845914j -0.00598801+0.0185632j 0.00418851+0.00776138j 0.00766591+0.000254073j 0.00226003-0.0025245j -0.00576275-0.00189408j 
-0.0044431+0.00446184j -0.0104211-0.0044431j -0.00321172+0.00552899j 0.00822916+0.00758279j -0.00130479-0.00914338j -0.00468812-0.007124j -0.000518586-0.00223339j -0.00785929+0.0117017j -0.00224906+0.00187273j -0.00302786-0.00550977j 0.00333308+0.00877437j -0.00170369+0.00784235j -0.00903072+0.000357678j 0.00745664-0.00216729j 0.00192028+0.00383076j -0.0105181+0.00505785j 0.00449652+0.00308671j -0.00147441-0.00443639j 0.000132958-0.000533355j -0.00399555-0.00136783j 0.00404304-0.000855316j -0.00829333-0.00251303j 0.00314649-0.00128819j -0.0119929-0.000141237j 9.20185e-05-0.00146655j 0.00504012+0.00464804j -0.00123808-0.000162469j 8.87493e-05-0.00769081j 0.00638122-0.000162292j -0.000105663-0.002239j 0.000760728+0.00507724j 3.99244e-05-0.0031568j 0.00632859-0.00695831j -0.00931094-0.0014537j 0.00523283+0.00547597j 0.00192209-0.00605862j -0.000799192+0.00137031j 0.00353055-0.0080186j -0.00205102-0.0100411j 0.0111635-0.011439j -0.000101874-0.000553762j 0.00671238-0.00185439j -0.00798075-0.00436367j -0.00499017+0.000320568j 0.0263105-0.000151229j -0.0130694-0.00310052j -0.000611766+0.0241047j 0.00146192+0.0119395j 0.00395888+0.0117427j 0.00254484-0.000641923j 0.00662306+0.00862344j 0.00671423-0.0141278j -0.00920958+0.0100452j -0.000376246+0.00892603j 0.00306304-0.00757596j 0.0153336-0.00829254j -0.00996436-0.00776883j 0.00625439-0.000726215j 0.0125008+0.0104851j -0.00620958-0.00112637j 0.00555366-0.00403072j -0.00409213-0.0116519j 0.0195716-0.0205278j -0.00135427+0.0138327j 0.0119262-0.0155907j 0.0255555+0.00810011j 0.014388-0.00429756j -0.00169786-0.00993991j 0.0067466+0.00644349j 0.00619782-0.000171766j 
-0.005189-0.00414566j 0.00352479-0.0033291j -0.00749791-0.0020511j 0.00151671+0.00779463j 0.00157929-0.00273622j 0.00580332+0.00577945j -0.00287652-0.0121701j -0.00248631+0.010193j -0.00230826+0.00335763j -0.000656146-0.000906413j -0.00172854-0.00398471j 0.00860595-0.0132602j -0.00906466+0.0042456j 0.00998343-0.00606755j 0.00198408+0.00133019j -0.000686605-0.000875254j -0.000993822-0.00239982j 4.32567e-05+0.00420558j -0.00333581-0.0076877j -0.00190034-0.00436732j 0.00913796-0.00400927j 0.000398841-0.00235013j 0.0033156+0.00114324j 0.00657906+0.00391852j -0.00191156+0.00668211j -0.00666376-0.000693081j -0.002309-0.0042623j 0.00273723-0.00277396j 0.00494185+0.00353114j 0.00228224-0.00514085j 0.00727655+0.00536479j -0.00403681-0.0081176j -0.0010778+0.00234955j 0.00419708+0.00154983j -0.004593+0.0027349j -0.00551543+0.00530742j 0.00274052+0.0131611j -0.00405631-0.00200976j 0.00772314-0.00238533j 0.0116304+0.00811194j 0.00548374-0.00258234j 0.010567-0.00351952j 0.0143267-0.0097256j 0.00323146-0.00183747j 0.00373992+0.0183433j 0.00528155-0.0106557j -0.00799525-0.00890974j -0.0180792-0.00310153j -0.0114151+0.00479115j -0.00593095+0.0110793j -0.00468009-0.00350224j -0.00602889-0.00785418j -0.00744018-0.00315068j -0.000994482-0.00144659j -0.0170547+0.00342575j -0.0076521+0.00720291j -0.0148069+0.00846734j -0.00271108-0.00740447j 0.00759518-0.00305865j 0.00519893+0.00278901j -0.0086582-0.0169493j -0.00977565+0.00517654j -0.0167293-0.0173801j 0.0134207-0.00276416j -0.0154752-0.00472029j 0.00507629-0.0166686j -0.000697577-0.0178165j -0.00223645+0.00495648j -0.00473056+0.00181559j 0.00447284+0.00498587j 
-0.000484342+0.000168599j -0.00033847+0.001549j 0.000224264-0.00137558j -0.0010315-0.00129471j -0.00258098-0.00215623j -8.47619e-06+0.000840736j 0.000854265-0.00107181j 0.00084114+0.000256972j 0.00320615-0.000895544j 0.00106515-0.00334051j -0.00330438-0.00198059j 0.00415406+9.16122e-05j 0.00127064+0.0018004j -0.00137652-0.00369308j -0.00384024+0.00186478j -0.0050189+0.00137021j -0.00142367-0.000841368j -0.0038673-0.000396592j 0.00530191+0.00109321j -0.00100319+0.00327513j -0.00162249+0.00595932j -0.000945772+0.00550586j -0.000758198+0.00317813j -0.000722525-0.00385696j -0.00451277+0.00052717j -0.0035183-0.000901844j 0.00241348+0.010259j 0.00564747-0.00160828j 0.00273695-0.00546996j -0.00308797+0.0055644j 0.0013637+0.00815674j -0.00355416-0.0012341j -0.000251488+8.43735e-05j -0.00012066-0.00423432j -0.00135671+0.00757919j -0.00287011+0.000818491j -0.00222118+0.000336285j -0.0048675+0.000798974j 0.00518498+0.00331434j 0.0027949-0.00238022j -0.00197244+0.00325078j -0.00344354+0.00154032j -0.00242518+0.00399939j -0.00366597+0.00454682j -0.000402243-0.00489545j -0.00095058-0.00222383j 0.00206138-0.0020654j 0.00714421+0.00735193j 0.00268407-0.000943315j 0.00379437+0.00322162j 0.00423539+0.0037832j -0.00231724+0.00237794j 0.0023409-0.00488564j -0.00411055+0.00156327j 0.000385027-0.00182525j -0.00300552-0.0023915j 0.00390583+0.0031522j 8.04115e-05+0.00223136j -0.00272872+0.00371205j -0.00077006+0.000286914j 0.00232859+0.00468283j 0.00467691-0.002683j 0.00564713+0.00280473j -0.000881599+0.00210186j 0.00385273-0.00277577j 0.00360727-0.00640641j 0.0032786-0.00417512j 0.00185266+0.00301105j 0.000576601-0.00209776j -0.00014472-0.00100891j 
