0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
-0.0382431-0.00661394j -0.0276883-0.00155444j 0.016713-0.00098239j 0.0442244+0.0371352j 0.0534924+0.00829426j 0.0230029-0.0351691j 0.0101287-0.0121867j 0.0206726+0.0408968j -0.0338054-0.0230764j 0.024873+0.0362639j -0.0775044+0.0181728j 0.00683257+0.0225384j -0.0197006-0.045508j 0.0791041-0.0250459j -0.0227274-0.0359098j -0.0040894+0.0361286j -0.0238027-0.0230153j 0.0786657+0.0303453j -0.0212523-0.0277782j 0.00154579-0.0175497j -0.02666-0.0286022j -0.00728665+0.00720074j 0.0324683-0.0289052j -0.0282437+0.00269662j 0.00437394+0.0299245j 0.0208476-0.0437492j -0.0392696-0.0331676j -0.0398281-0.0308259j 0.0168112+0.0278571j 0.00176862-0.00877701j -0.044433+0.0221424j -0.00252828-0.00390162j -0.00918061+0.00320233j 0.0301932+0.0286251j -0.0189441-0.0104555j -0.0166177-0.0151001j -0.00386069+0.0458476j 0.0128118+0.005514j -0.00190805+0.0514658j 0.0754595+0.0235935j 0.00604621-0.0202784j -0.0494338+0.0587438j -0.123926+0.0388582j 0.0202269-0.0189478j -0.0193893+0.00540282j -0.0798273+0.026412j 0.0616445-0.00675941j -0.0265109-0.00807859j -0.00108356-0.0303088j 0.0539043+0.0194109j 0.0132374+0.0508976j 0.0361383-0.0264237j -0.0235613+0.00380276j 0.0381623+0.00461623j 0.103443+0.0261971j -0.0742197-0.0274341j -0.140193-0.0305182j 0.0565344-0.039942j -0.0443172+0.0476878j -0.110066+0.0243193j 0.0153449-0.066982j -0.0182976-0.0703888j 0.0445812-0.0248386j 0.0212475+0.0204318j 0.015206-0.000923703j -0.0488044-0.110145j 0.0217945+0.000818357j 0.0199122-0.0376259j 0.0478171-0.0341949j 0.167089+0.0507358j 0.119941-0.000943267j 0.0025049+0.031876j -0.11524+0.00779627j 0.0170147+0.00993737j 0.0268563-0.0174384j -0.00851811+0.013113j -0.0982354+0.0887669j -0.0562414-0.00897317j -0.13743+0.0244523j 0.00890391+0.00770713j -0.0318283+0.0466077j 0.0233809+0.0728582j 0.0201214-0.001902j -0.066089+0.0712554j 0.122533+0.0420101j -0.0952252+0.131897j -0.058346-0.00900745j 0.00691118-0.0141751j 0.0378977+0.0512603j 0.0184434-0.0177198j 0.00912305+0.0181982j -0.00500448-0.0531486j 0.0345717+0.06878j -0.0272608-0.0194551j 0.0571555+0.0145955j 
-0.00686771+0.0205393j -0.0118579+0.00377888j 0.00371296-0.0520782j 0.0337055+0.00432271j 0.0136695+0.0156328j 0.0113999+0.000253465j 0.0188823-0.0627345j 0.00628189-0.00928557j 0.00457067-0.00678879j -0.00334778+0.00533685j -0.0164323+0.0387325j 0.00227082+0.0257571j -0.0572965-0.0210573j -0.0317602-0.0226027j -0.00952854+0.0436778j 0.000258035-0.00715899j 0.0105596-0.00143059j -0.0140277-0.0118811j -0.0166389+0.00955055j 0.0233531+0.032563j -0.0772766-0.00407297j -0.0355961+0.0434723j 0.0182239+0.0507506j -0.00766628-0.0143535j 0.0124026-0.0247717j -0.0525736+0.0432965j 0.0320565-0.00625269j -0.00671404-0.0219487j -0.0335309+0.0176815j 0.0104697+0.0568601j 0.031022-0.0354763j 0.00140573-0.0232652j 0.0442968-0.0148255j 0.0310876-0.00822449j 0.0335882-0.0615691j -0.0727225+0.00630478j 0.0817745+0.00988151j -0.0837765-0.0041079j 0.0298291-0.0735306j 0.00887407-0.0404605j 0.0143981+0.0176264j -0.0105957-0.0518732j 0.0300307-0.0474167j 0.00672406+0.0116049j 0.0219571-0.0317915j 0.0151927+0.0231955j -0.0386258+0.0515604j 0.0158608-0.00667135j -0.0615739+0.018283j -0.0564138+0.0406242j -0.0384745+0.0286978j -0.0640972+0.00077219j 0.0562061-0.0038753j -0.0503458+0.0135062j 0.056853+0.0191475j 0.00569777-0.0555118j -0.00735508-0.0275366j 0.0024872+0.0631656j -0.0512731+0.0847121j -0.0084312+0.0668027j -0.0436504-0.0387359j 0.0486436+0.0781073j -0.0165403-0.025383j 0.0924706+0.0323905j 0.0676909+0.0472237j 0.0541385+0.0316683j 0.201971+0.00848627j 0.0451719+0.148926j 0.0993166-0.0572724j -0.0618305+0.0754235j 0.0304899+0.00470001j -0.0947787-0.00599586j 0.0145456-0.0138426j -0.0776122+0.0165724j 0.0302396-0.00419011j 0.0245464-0.0452894j -0.190824+0.0106455j 0.000716596-0.0248668j 0.0420737+0.0682129j 0.0311074-0.159127j -0.0911459-0.108744j 0.0222679+0.0626723j -0.0489085-0.076147j 0.00397467+0.0236999j 0.138164+0.0688771j -0.0474457+0.175668j 0.0314565+0.0331971j -0.0444041+0.0344768j -0.0613552+0.0262709j 1.24282e-05+0.0997342j 0.0551741+0.0455618j 0.0399785-0.000438027j -0.0218256+0.040725j -0.0223422+0.0146644j -0.0049193+0.00809363j 
-0.0155374+0.0249607j 0.0113352+0.00939683j 0.0319349-0.00231679j -0.0160058+0.010326j 0.0161353+0.0120346j 0.02007+0.00322712j 0.0112267+0.000856385j 0.00842269-0.0142524j 0.10477+0.0558181j 0.000844983+0.0162581j -0.0293885-0.00718851j -0.0226681+0.0472717j 0.00744801-0.0887288j -0.0459045+0.0455541j -0.00125635-0.00085341j 0.0482295+0.0126289j 0.00383318+0.00126266j -0.0321825-0.0414318j -0.016602+0.0308128j 0.0740612-0.00958127j -0.0237826-0.000333838j -0.000138322-0.0204001j -0.045093-0.00447896j 0.0463234-0.0203219j -0.0454598+0.040402j 0.0309935+0.000756602j 0.00690847-0.00815369j -0.020629-0.0312036j -0.0339318+0.00312018j -0.0356608+0.039695j -0.0266158+0.0189796j 0.0430422+0.0370848j 0.0656552-0.0415081j 0.0180324+0.000264694j -0.0446076-0.00665516j 0.0275784+0.014394j 0.0121026-0.0239298j 0.0128406+0.00380305j -0.0303195-0.0349679j 0.058278-0.0230828j 0.0255565-0.00352207j 0.0469787+0.00749722j 0.0694306-0.00322362j -0.0607961+0.0825938j 0.0439991+0.0476116j -0.0728006+0.0214237j -0.00337463+0.0131008j -0.0496223+0.082413j 0.055752-0.00087381j 0.00230229+0.0358031j 0.0715073+0.00964503j 0.0196541-0.00229804j -0.0147515-0.00393962j 0.0836385+0.0711923j 0.061965+0.0252693j 0.0105296-0.0101616j -0.0572772-0.0410304j 0.0421902-0.0841131j 0.0085863+0.00604378j -0.0195863-0.0752657j -0.103219+0.128939j 0.0275388-0.0469321j -0.0426315-0.108738j -0.207223+0.129608j -0.0155911+0.0328564j 0.0650438+0.0348309j 0.0411201-0.0164435j -0.0192515-0.0337772j -0.0441715+0.0491363j 0.00423426-0.0017526j -0.0986395-0.0368624j 0.129717+0.0118617j 0.0586433-0.0825068j 0.0587865-0.0472826j 0.0564654-0.0795298j -0.0809153+0.0882232j 0.00798968-0.0405141j -0.0739793-0.123576j 0.00361074-0.0432713j -0.00419268+0.0514748j 0.0197643+0.0751103j 0.144344+0.0333351j -0.0529917-0.193377j 0.0400632+0.0706549j 0.0164392-0.0060155j -0.0122431-0.0404697j 0.0960756+0.0833975j -0.125074+0.0463453j 0.0405+0.105717j 0.10289-0.0179688j 0.0298731-0.0254501j -0.0747679+0.0156682j -0.0278755-0.024706j 0.0280642+0.0283638j 0.00955165-0.0109115j 
0.0268212-0.00766182j 0.0177479-0.016199j -0.00810356+0.00517543j -0.0118127-0.00491764j 0.0403958+0.0108605j -0.0264773+0.0242608j 0.0196789+0.0330057j -0.0205482+0.0682538j 0.0865293+0.0438835j 0.0250198+0.0187701j 0.0375318-0.0234663j -0.0675817-0.00981297j 0.0197454+0.0141686j -0.0455517-0.00144922j 0.024589-0.0422847j 0.0201519-0.0188707j 0.016371+0.0564186j 0.00133243+0.0552542j -0.0081786-0.0247864j -0.00563368-0.0194135j 0.0024257+0.0600269j 0.0376114+0.0876454j -0.0508016+0.0308832j -0.0241776+0.0218481j -0.0289469+0.00677374j -0.050784+0.00470289j 0.0270163+0.00457423j -0.0322174+0.00376859j -0.0228463+0.0182739j 0.00355904+0.0174362j 0.0044615-0.0763189j 0.0180244-0.03262j -0.00181811+0.0256404j 0.00377022+0.0403523j 0.00220438+0.00853646j 0.00734933+0.0313165j 0.0554969-0.0312797j 0.00603501+0.0583004j -0.0239791+0.112192j -0.000671391+0.0252j -0.0146544-0.0652102j 0.0112145+0.0594492j -0.0299685-0.00815311j -0.0382256+0.00308888j 0.0362852-0.0599461j 0.0232192+0.0391103j 0.0448268+0.0329115j -0.098954-0.0608695j 0.0316944-0.087523j -0.026866-0.00239375j -0.00697585+0.0338405j -0.0528186-0.0310645j -0.00728663-0.0143117j 0.0418735+0.0641649j -0.026765+0.0233721j 0.0645089-0.0370637j 0.0129008+0.0381577j 0.00145249-0.0293157j 0.0431256+0.0393207j 0.0622981+0.0635314j -0.069155+0.0326052j 0.0780879-0.0658975j -0.0666371-0.0244832j 0.0955213-0.062824j 0.0173114+0.0402368j 0.0426497+0.043612j -0.0180355+0.0164259j 0.013429-0.0399682j -0.128998-0.0449273j -0.00711568-0.0118344j -0.0845371-0.0401337j 0.000927074+0.00620623j -0.0339364-0.124923j -0.0315712+0.0152743j 0.0883533-0.0542304j -0.0981653+0.175319j -0.0142764+0.0183988j -0.0259594+0.0572284j 0.0366228+0.0791042j 0.0581344-0.128941j -0.0308406+0.0456622j 0.0619931-0.00227686j 0.0786347-0.0447325j -0.11354-0.0110549j -0.0332199+0.153501j -0.121901+0.0177038j -0.0172739+0.017618j -0.0783944-0.0836297j 0.029087-0.0158483j 0.022996-0.00312891j 0.0175902+0.0140583j -0.0186955+0.0645234j -0.0777799-0.0810051j 0.0288865-0.0139176j -0.0470643-0.0162742j 
0.00652733+0.0241023j 0.00467885-0.0196971j 0.0424655-0.0483783j 0.0353341+0.0262852j -0.013311+0.0268504j 0.0297174+0.0116209j 0.0496116-0.00770506j 0.0284321+0.00596045j 0.0251457-0.0146409j -0.0292885-0.0196719j 0.0581767+0.0797158j -0.0384089-0.0194767j 0.0233518+0.01744j -0.0193677-0.00326214j 0.00468816+0.0357198j -0.0290974-0.0345175j -0.0291028+0.100583j 0.0450408+0.0718425j 0.0017849-0.0153187j -0.0237452+0.0667498j -0.0548335-0.0840713j 0.0101519+0.0318508j -0.00597026+0.0182058j 0.0243543+0.0105946j 0.0216584+0.0354809j -0.0646342-0.0157316j -0.0103253+0.0443212j 0.0146651+0.0773361j 0.00567939-0.0628198j -0.00695331-0.000270069j -0.0366947+0.02354j -0.0599817-0.0277937j 0.00761929+0.0688715j -0.0132112-0.0299617j 0.0105835+0.0130344j 0.00856279-0.0230917j -0.0348921+0.0230444j -0.042544-0.0385103j 0.0455046-0.0189297j -0.0188779+0.0283741j 0.0496979-0.032089j -0.0331091-0.00177564j 0.0308223+0.0101104j 0.0656997-0.03941j 0.0285556-0.0493636j -0.0272933+0.0469162j -0.0142961-0.0241215j 0.0500616+0.0240874j -0.0107947+0.0369162j -0.0234915-0.0108937j -0.0727656-0.0339997j -0.0175794+0.00941039j 0.00272698-0.00245588j 0.0384732-0.059542j 0.00882143-0.024607j 0.0125454+0.0279571j -0.00277317-0.0935854j -0.110923+0.0620548j -0.00847568-0.0247033j -0.101912-0.0132327j 0.0185655-0.037936j -0.0140097-0.0449608j -0.0457408+0.00315253j 0.0734415+0.00397647j -0.0023265-0.0157148j -0.00823382-0.121527j -0.0299423+0.00010513j -0.0331724-0.00668414j -0.00316663-0.0355673j 0.0287098+0.0555506j -0.014875-0.0563727j 0.00126923-0.0443253j -0.0269449-0.165043j -0.0196169-0.0221314j 0.0240589-0.0232104j -0.0261308-0.0135771j 0.00311657-0.108417j -0.0354198-0.0475352j -0.0880556-0.0551254j 0.0134321+0.123343j 0.0707128-0.0518553j 0.0470156-0.0578347j 0.0224063+0.135387j -0.080357+0.07625j 0.0508137+0.0260694j 0.139052+0.11525j -0.12064-0.0533842j 0.0183582-0.0101241j 0.0162412+0.0550584j 0.000266485+0.0745224j -0.0366316+0.000213901j 0.0269392+0.014268j -0.0156763-0.019657j -0.0449806+0.00359378j -0.00223059+0.0117005j 
0.0198147-0.0199356j 0.0298062-0.019015j -0.0291904+0.00977201j -0.00831548-0.00961954j 0.0166744-0.0023106j 0.0164632-0.0140944j 0.0307369+0.0384664j -0.0218316+0.0148386j -0.036998-0.0189238j 0.0357203-0.046006j 0.00341698+0.00204141j 0.0220635-0.123128j 0.0352637-0.00176892j 0.0150868-0.0144911j -0.0320216-0.0239711j 0.0211998-0.00498902j 0.0304042+0.00606031j 0.00602844+0.0775696j -0.0199987-0.0604971j -0.0397075-0.000113175j 0.0741955+0.0534579j -0.0234984-0.0205891j -0.0209892-0.0208936j -0.0207055+0.0117559j -0.0340684-0.0306139j -0.00167577+0.0285669j -0.0398474+0.0215534j -0.030995+0.019444j 0.0698394-0.00263139j 0.0579086+0.0445774j -0.000296505+0.05462j -0.0989926-0.019813j -0.00198435-0.0209107j -0.0242458+0.0135825j -0.0065624-0.0380669j -0.0368475-0.0078662j 0.0726399+0.0107285j -0.0394739+0.0368775j -0.0206977-0.0327093j -0.00927426+0.0464172j -0.0685926-0.0749346j 0.00513607-0.00391692j -0.00702773+0.0237888j -0.0393497-0.0117069j 0.0105291+0.0571351j 0.00143509-0.0100163j 0.0285826-0.0314528j -0.00479863-0.0129764j 0.00167457+0.0196305j -0.0523224+0.0375225j -0.0154771-0.00930064j -0.0238777+0.0476317j 0.046152+0.0497028j 0.128218-0.0434375j -0.0610979+0.0669505j 0.0517349+0.0376584j -0.0949148-0.0112949j 0.0516106+0.0994953j 0.0189165-0.0126566j -0.0508513+0.00771227j -0.101184+0.000783117j -0.0179734+0.00633856j -0.0268962+0.0198243j -0.123221+0.1201j 0.0330382-0.0897559j -0.00264248+0.0554342j 0.0654975+0.00655166j -0.0562886-0.0383822j -0.0023756+0.119665j -0.00244543+0.00870152j 0.0173653+0.0908057j -0.0997917+0.0491865j -0.0637953-0.051376j 0.016847+0.00757438j 0.0957876-0.0406104j 0.0638525-0.127617j -0.0150051-0.0002433j -0.104639-0.063153j 0.019287-0.0905321j -0.10302-0.0140972j -0.111801+0.0287025j -0.151417+0.0683909j 0.0154137+0.030173j 0.0750043+0.084621j 0.0606161-0.0849623j 0.0147317+0.100525j -0.113409+0.00431049j -0.117118-0.130199j 0.037605-0.0829809j 0.0237997-0.00710933j -0.0262869-0.0164926j 0.0408017+0.0201041j 0.0432017-0.03458j -0.011356+0.00337006j -0.0147427-0.0149535j 
0.0136371+0.00501893j -0.00690031+0.0104759j -0.0114323-0.0284362j 0.013261+0.0177814j -0.00447807+0.00550357j -0.0125-0.0057396j -0.0190231-0.00354016j -0.0304858+0.055373j 0.00398424-0.0117073j -0.0165474-0.0524811j 0.0224266+0.00945318j -0.0273357-0.0377588j -0.0410153-0.0458042j 0.0195456+0.0133861j -0.0614264-0.0203769j 0.0338636+0.0222667j 0.000228773-0.0207822j 0.00170843+0.00707326j -0.000535572-0.0292169j -0.00104922+0.0084956j 0.0616713+0.0429687j -0.0542756+0.0335787j -0.0489095-0.0117999j 0.0160549-0.00823348j 0.0281665-0.0378252j -0.0422198-0.0809404j 0.0348995+0.0184297j 0.00182651+0.0211895j 0.0219429-0.0438491j -0.0129921+0.0110219j 0.0967789-0.00722084j 0.0564668+0.00886042j -0.0504151+0.0339022j -0.00474498+0.0397317j -0.0237017-0.0101721j -0.00743218-0.033053j 0.0228649-0.0618418j 0.00513649+0.0497671j 0.00128736+0.0827078j 0.0322031-0.0785968j 0.0178356+0.0374556j -0.0233323+0.0100908j 0.0470822+0.0267368j -0.0215562+0.0395814j 0.0246164+0.0632843j -0.0500066+0.0548778j -0.0806677+0.0451195j -0.0131449+0.0254707j 0.0161449-0.0355472j -0.0116645-0.0958754j 0.068799-0.000608178j 0.0323496+0.0444077j -0.00524008-0.0756127j -0.0389596-0.0316798j 0.0896989+0.0198882j 0.0371588+0.0429644j 0.109942+0.0865341j -0.00205043-0.091219j -0.0578749+0.0931153j -0.0425905+0.121387j 0.00132009-0.0491928j -0.0431346+0.00644929j 0.0342396-0.178534j 0.0336049+0.0265906j -0.00186508+0.0367923j -0.0165124+0.0306574j -0.00794479-0.0244022j -0.113004+0.0972359j -0.0190027+0.00391254j 0.106027+0.11049j 0.0378683+0.0510664j 0.098233+0.00346043j 0.0856838-0.0420286j -0.00531234+0.0354628j -0.0876922+0.00293777j -0.0328896-0.036465j 0.00759973-0.0310685j -0.125925+0.0636635j 0.0145332-0.00405934j -0.0147285-0.0388263j 0.0540794+0.176451j 0.0350023-0.027009j -0.0280934-0.0566136j 0.0502957+0.0645567j 0.0509873+0.0542295j -0.0476999-0.0146005j -0.0293113+0.0301827j -0.0359352-0.0900508j 0.0859429+0.00037969j -0.0353195+0.00936806j 0.0329956+0.0147732j 0.032885+0.011176j -0.00993152+0.00787816j -0.00535809-0.00568471j -0.00964898-0.00117633j 
-0.0376315+0.000173822j -0.00185797-0.000207609j -0.0224202-0.00460772j 0.015857-0.00472306j -0.0247982-0.00847641j 0.033429+0.00363535j -0.0148723-0.032295j -0.0112226+0.00875724j 0.00493529-0.0605911j 0.00568097-0.0265589j 0.00519921+0.0013561j -0.0113251-0.000528307j 0.0242173+0.0111615j -0.0249005+0.00355217j 0.0468365-0.033706j 0.0122913+0.00174713j -0.00724413+0.0382774j -0.0139908+0.0165319j 0.00794339-0.0318708j 0.0337599+0.00333561j 0.0372892+0.00881346j 0.000347691-0.0199772j -0.0562985-0.00749506j 0.0213482-0.00523067j 0.0257431-0.00775555j 0.0285677-0.0191499j -0.00643799+0.0295252j -0.0310855+0.00787201j -0.0487595-0.0429267j 0.0130461-0.0297004j -0.0289517-0.0655334j 0.0176026+0.0650516j -0.0375418-0.00638071j -0.0662927+0.0596425j 0.00814382-0.00181435j -0.01922+0.00555558j 0.0161213-0.0172812j -0.0220867-0.00422605j 0.0577942+0.0244022j 0.02709+0.0526488j -0.00483409+0.0658011j -0.100214-0.0129333j -0.0311646-0.00476569j -0.013062-0.0298984j -0.0615672+0.0490077j -0.109693-0.0990795j 0.0596239+0.0792599j 0.0444573+0.0870856j 0.0195216-0.0244071j 0.0055408-0.0306088j -0.0107916-0.0237231j 0.0245846-0.00293763j 0.0388942-0.0353235j -0.0625545-0.00907468j -0.0388449+0.0993442j 0.00013934-0.0477518j 0.133284-0.0171547j -0.0501843+0.0178873j -0.0700376-0.056133j 0.0991901-0.0512674j 0.00411228+0.0146267j 0.0350088+0.00147767j 0.0378935+0.0322407j 0.0277441-0.0479922j 0.0541275-0.0585633j 0.0117436-0.066898j -0.0144744+0.0704131j -0.0597208+0.0899278j -0.0226784+0.0738738j -0.0427516+0.0704215j -0.0715517-0.00746663j 0.0033316+0.0914639j 0.0583224-0.0568328j 0.0533499+0.066181j 0.0229625-0.031818j 0.00580382+0.0817374j -0.0159969-0.180192j -0.0159166+0.0714268j 0.0325186-0.0341725j 0.0831524+0.158992j 0.0603992-0.0167293j -0.056246+0.0678144j 0.123157-0.00640311j 0.06413+0.0440425j 0.0636642-0.0324779j 0.0903829-0.0447497j 0.0878399-0.00289449j -0.0827343+0.0354008j 0.0285898-0.0489081j -0.0214974-0.00910386j 0.000725159+0.00777287j -0.0186227-0.0162895j -0.00140648+0.0126232j 0.0232892-0.0118236j 0.0232744-0.00144779j 
-0.014527-0.00111232j 0.0102607+0.00799027j -0.00174687+0.0152901j -0.0232616+0.00581713j -0.0129356-0.0261798j 0.0218955+0.0199213j 0.0189837+0.0266558j -0.00270688-0.0330474j 0.00291059-0.00390992j 0.00444086-0.00490503j -0.0127886-0.0572392j -0.00298182-0.0554168j -0.0244376-0.0636383j -0.00907761+0.0309099j -0.00887967+0.0192744j 0.00849187+0.0229714j 0.00718478+0.0354084j -0.02615-0.0170709j -0.00311576+0.031132j 0.0111804+0.0213154j 0.00058672-0.00243018j -0.0213362-0.0625511j -0.0253471+0.00859712j -0.0151062-0.0150238j 0.0539756+0.00412527j 0.00345047-0.0288222j 0.0309307+0.0194218j 0.0494597-0.0448475j -0.0684576+0.0828416j 0.0578599+0.0849935j -0.087104+0.0374688j -0.0198894-0.0101824j 0.0582682+0.0143454j 0.0152052+0.00549379j 0.0688667+0.0236491j -0.0128894+0.00589416j -0.0351152-0.00306901j -0.0071599-0.0535329j 0.0169345+0.0201538j -0.0108896-0.00202135j 0.0359753+0.0673823j 0.0457404+0.0220735j -0.135435-0.0187539j -0.00131446+0.0189818j 0.0519878+8.42206e-05j 0.0498123-0.000633007j 0.079637-0.00450402j 0.0104166+0.0296094j 0.0145559-0.073416j 0.0316892-0.0335748j -0.114956+0.0492356j -0.0565036+0.000604775j -0.152621+0.0578915j -0.13739+0.140279j -0.0163491+0.0194277j -0.0754347-0.0221718j 0.0389188-0.0598353j -0.0285176-0.049813j -0.0571871+0.0241389j 0.0850077-0.0257412j -0.0854703+0.00164215j 0.062885-0.0533856j -0.0172042+0.0441864j -0.0869813-0.0699064j 0.0240357+0.0549132j 0.0700165-0.026246j -0.0688198+0.123092j -0.00695415-0.135575j -0.0168096-0.00348194j 0.12634-0.0511706j 0.0754309-0.087533j -0.0634452+0.0356129j 0.0306168-0.00649142j 0.0358256+0.0831908j -0.0509618+0.0867953j 0.0525175-0.0696623j 0.00577648-0.0334361j -0.00381404-0.0274047j 0.0196059+0.0890382j 0.0301778+0.015198j 0.0300144-0.0325293j -0.0720765+0.0595932j 0.0281188-0.00284323j 0.0565861+0.0286047j 0.0594465-0.0980722j 0.0352857-0.0820865j 0.00605525+0.00025163j -0.0131164-0.00223821j 0.0061353+0.0294049j -0.0242499+0.0385696j -0.00949178-0.00627359j -0.0219689+0.0358213j 0.0137571-0.0162521j 0.00491935+0.0163798j 0.0169423-0.00206699j 
0.0154197-0.00973829j 0.00528203+0.0120958j 0.00621376-0.00749746j -0.0198678-0.0395105j -0.040867-0.0172377j -0.0287814+0.00370594j 0.00624702-0.00783332j -0.000814103-0.0319486j -0.052991-0.0179336j -0.0308129+0.00391175j -0.00874773-0.0223904j 0.0226552-0.0271761j -0.0355982-0.0326366j -0.00655248+0.02324j -0.0532762+0.0106331j 0.0459496+0.0167204j 0.0414303+0.0416331j -0.0273987-0.00476568j 0.0152154+0.000598141j -0.0160587+0.00555718j 0.0249318+0.0394833j -0.00270434-0.01321j -0.0521155+0.0834049j 0.00960425+0.00784854j -0.00975163+0.0439934j -0.0523963-0.039246j 0.043647+0.0608051j -0.0500701+0.00368213j 0.0535327+0.0193292j -0.0309371-0.0366356j 0.0697663-0.00439414j -0.00543422+0.0229319j -0.0477783-0.0132416j 0.0316804-0.0386786j 0.00689015+0.023176j 0.0398349+0.0147693j 0.0175446+0.109755j 0.0632981+0.0022264j 0.0532078-0.0616193j 0.00194638-0.0324283j -0.0453738+0.0332801j -0.00282305+0.0721476j 0.0480071+0.0318045j -0.00757113+0.00260957j 0.0435219-0.00352162j 0.0377677-0.0188298j 0.00545929-0.0309711j 0.00742712+0.0116506j 0.0343269+0.00885671j 0.0204649-0.0392009j 0.0118164+0.0265296j -0.0247676+0.00906589j -0.00267488+0.0774966j 0.0231406-0.0853422j -0.031515+0.0926822j 0.0907072+0.0241605j 0.103018+0.0313415j -0.00725685+0.0577279j 0.0905669-0.0571893j 0.0322525+0.0816246j -0.0674074+0.0923652j -0.0264608+0.015679j 0.0323323-0.0661216j -0.170188-0.0324676j 0.0260617+0.0153493j -0.202167-0.0189861j 0.0484079-0.113028j -0.0423162+0.118703j 0.0320715-0.0641454j -0.0257922+0.167638j 0.0723657-0.0540047j -0.0472708-0.0241886j -0.0331595-0.0262798j -0.0451493-0.15283j -0.0393815+0.0110189j 0.0604073-0.03152j -0.0492711-0.024536j 0.0732706+0.0724477j -0.0808108+0.183218j 0.0689068+0.00747787j 0.0529867-0.0254274j -0.0411348+0.0602461j 0.0802935+0.116029j 0.048615-0.0726264j -0.0038412+0.0186106j -0.0517972-0.00630156j -0.0479134+0.0267311j 0.0228877-0.00195665j -0.0300201+0.00102137j -0.0389693-0.0739315j -0.0267628+0.0170153j 0.00631632+0.0691977j 0.0212311+0.0156396j 0.00422281+0.0125014j -0.0128761-0.000972435j 
