0.00366508-0.00846896j 0.00353417+0.00782914j 0.00156676+0.0052404j 0.00200662-0.00887665j 0.00174361+0.00133858j -0.000140759+0.00428034j 0.00249393-0.0071201j -0.000864913-0.00397197j -0.000693824+0.000687573j -0.000838005-0.000866838j -0.00109864-0.000610626j 0.00164108-0.00879082j -0.00125044+0.000207413j -0.00130056+0.000540385j 2.28763e-05-0.000344586j -0.000296016-0.00103181j -3.74396e-05+0.00232102j -0.00102392+0.00614528j 0.000117435-0.000358513j -0.000388942+0.00340864j 0.00179426-0.00271373j -0.000122783+0.00035072j 0.000255555+0.00186631j 0.000532545+0.000444694j -0.000116053+0.00151219j -0.000141219-0.00267615j -0.0017253-0.0023883j 0.000116689-0.000953612j 0.00135734-0.00298716j -0.000154119-0.000975741j 0.000417958-0.00340846j 0.00191314-0.00439341j 0.000637439-0.00409565j 0.000144797-0.000102225j 0.000223266+0.000768337j 0.000159264+0.00136908j -8.75537e-05-0.00174029j 0.00102006-0.00424983j -0.00200604+0.00481929j 0.000622984+0.00019635j -0.00186228+0.00065277j -0.00106649+0.00325608j 0.00262216-0.00497008j 0.000719263-0.00442855j -8.13033e-05+0.00260552j -0.00441072+0.0039832j 0.000239366+0.00134703j -0.00416336+0.0104826j -0.00344742-0.00113055j -0.00186264-0.0202337j -0.0151937+0.0514208j 0.000438478+0.931986j 
0.00122642+0.00857726j -0.00203275+0.00570439j 0.0021079-0.00240537j 5.39638e-05-0.00601051j -0.00442464+0.014252j -0.00342267-0.011304j 0.000611895+0.0218973j -0.000438551-0.00833904j -0.00225806+0.0372607j 0.00424915+0.0163437j 0.000613079+0.0157511j -0.00163499+0.00906529j 0.00094885-0.052671j -0.00136439-0.0103741j 0.00350814-0.0364212j 0.00468245-0.0705041j -0.00543782+0.0217853j 0.00136048-0.0171114j 1.68258e-05+0.070382j -0.00209338+0.000819913j -0.00169265-0.0585752j -0.000231996+0.00622228j 0.000365825-0.0814155j -0.00228718-0.241949j 0.000463547+0.26572j 0.14676-0.07483j -0.190415+0.0952721j -0.00590976-0.148257j 0.00344338+0.181831j -0.00224558-0.263839j -0.000185237-0.00235151j -0.00133861-0.0340818j -0.00228803+0.0815523j -0.00121295+0.00872817j -0.00242639+0.0280684j -0.0012822+0.034668j 0.00430545+0.0294143j 0.00222563+0.0178348j 0.000860345+0.0114471j -0.00164813+0.021476j -0.000350501+0.0363539j 0.000855606+0.00593881j -0.00176888-0.0173488j -0.00183078+0.00598008j 0.000777457-0.000710449j 0.0026257-0.00600999j -0.00202764-0.012525j 0.00112226-0.0146881j 0.000117651-0.0118905j 0.0023687-0.00101478j 0.00176547+0.000144088j -0.000375321+0.00799092j 
0.000222351-0.0092219j 0.002101-0.00614795j -0.00114408-0.00409203j -0.00130661-0.00117636j 0.000391474-0.00644636j 0.000645035+0.00663325j -0.000483756+0.00110376j 0.000616812+0.0128689j -0.00118972-0.00948932j -0.00376204+0.041064j -0.00427394-0.0107828j 0.00360666-0.0662952j -0.000595998-0.0644892j -0.00533327-0.0258475j 0.00553867-0.085386j 0.00348586-0.0328726j -0.00429495+0.0909025j 0.00344294-0.0795993j 0.00107452+0.0549285j -0.00120562-0.0284326j -0.00380974+0.0119938j 0.000503147+0.00799256j 0.00629366-0.352897j 0.000272488+0.143313j 0.00501349-0.069094j 0.0136572-0.0263013j -0.0417129-0.00166017j 0.00634274+0.299403j -0.000829295+0.0944042j -0.00558902-0.0266664j 0.00286599+0.0978778j 0.00784394+0.124155j -0.00664253-0.0865824j -0.00131824+0.13469j 0.00120298+0.0238999j 0.00416958+0.0226881j 0.000942277+0.000786345j 0.00272694-0.0136505j 0.00199598+0.00879111j 0.00413491-0.00672344j 0.000162276-0.0158272j -0.000182364+0.00278598j 0.0041386-0.00659197j 0.000326432-0.0202857j 0.000447219-0.0300387j -0.003115-0.010298j -0.00141573+0.00367166j 0.000769003+0.000553434j -0.000820447+0.00843281j -0.00218271-0.00343142j -0.00186422+0.00204424j -0.00108856-0.00801791j 
-0.000150382+0.00353622j -0.000243053-0.00172259j -0.000829931+0.00637592j 0.00135185+0.00536328j -0.00302964+0.0228741j -0.00432217-0.00043802j 0.00332985+0.0168285j 0.00379067-0.0516351j -0.000190497-0.00538901j -0.00513865-0.00999499j 0.00538266-0.0467615j -0.00168596+0.0457344j 0.000992087-0.00545053j 0.00262349+0.0332974j 0.00227716-0.0331779j 0.000259264+0.109614j 0.0100247-0.0343061j 0.00412016-0.0397572j 0.000161934+0.0470625j 0.00114477-0.00788242j 0.00154298-0.0908032j -0.00305588+0.0101573j -0.003989+0.190177j -0.00635905+0.207677j -0.00229629+0.0987972j 0.0791603-0.0923127j -0.149701+0.0378965j 0.0021972+0.199636j -0.0026392-0.00776297j -0.00354766-0.0929389j 0.00653535+0.016281j -0.00367176-0.0694793j -0.00257199-0.0147319j 0.00243126-0.015824j 0.00310516+0.0775855j -0.000606054-0.0407368j 0.00202818+0.00178345j -0.000237276+0.0159461j 0.000696656-0.0102556j 0.00354681-0.00381301j -0.00501635-0.0583095j -0.00519465-0.0106489j -0.000998011+0.00483933j 0.00194718-0.00677528j 0.00293989+0.0177269j 0.00340919-0.00927253j -0.00245074-0.0181176j -0.00137993-0.00890939j 0.00265594-0.00704288j 0.00238789+0.0114551j 0.000888601-0.00234468j 0.000976971+0.00831249j 
0.000827092-0.00746024j 0.00218655-0.00060949j -0.00325201+0.0125831j 0.00101977+0.00813421j 0.00187456-0.000539511j -0.00151448+0.00701015j -0.000950093+0.00490524j 0.00191554+0.00985182j -0.000405921-0.0225112j -0.00367337+0.0261086j -0.0035498-0.0286522j 0.00315565-0.0553762j 0.00152293+0.00248644j -0.00351298+0.00366044j -4.42751e-05-0.0850316j 0.00028075-0.000696037j -0.00150608-0.0834482j 0.00440639-0.0426902j 0.000325453-0.0923965j -0.000420839+0.0729016j -0.00167632-0.0157424j -0.00130222-0.0168157j 0.00266125-0.092805j 0.000103414+0.0389223j 0.00560871+0.102101j -0.20295-0.137057j 0.024911-0.202568j 0.000570677-0.215474j -0.000250222-0.0748709j -0.0012406-0.0615914j 0.00331808+0.0235009j 0.00122054+0.0716792j -0.00454996-0.00497273j -0.00242316+0.0284172j 0.00202099+0.0580249j -0.00175214+0.0159698j 0.00204156+0.00891503j 0.00312694-0.00753598j 0.000972928+0.005681j 0.00330044-0.0108462j -0.000639924-0.023225j 0.000273759-0.00104268j 7.90354e-05-0.0130045j 0.00124937-0.00591229j 0.0018187-0.0179405j -0.00120104-0.0144063j -0.00104494-0.00637778j -0.000846207+0.00614427j 0.00165454+0.0096928j -0.00201183+0.00686948j -0.000743659-0.00584338j 0.00123582-0.00264002j 
0.000891341+0.00174208j -0.000539607+0.000304224j -0.00199883+0.00134038j 0.000806546+0.0219725j -0.00321644-0.0178316j 0.00253952-0.0358315j -0.0026005+0.0120892j -0.00180665-0.0182317j -0.00620443-0.0461467j -0.000944581+0.0216726j 0.00107598+0.0161526j 0.000666664+0.0161641j -0.00132408-0.10904j 0.00541402-0.0705535j 0.00706741-0.118902j 0.00217574-0.0269473j -0.000453212+0.00402195j -0.00101786+0.00678124j 0.000675253+0.00406293j -0.00119146+0.0495531j -0.00141169-0.0860357j 0.00035613+0.103562j -0.00161351+0.326116j 0.000367606+0.358497j -0.00419463-0.0809389j -0.0318066+0.0791333j 0.10376-0.00583021j -0.000464693+0.100819j 0.000335624+0.0612434j -0.00589551-0.103217j -0.00374077+0.0321664j 0.0010819-0.0388002j 0.000844515+0.0841447j -0.00175418-0.0235605j -0.00405836-0.00472581j -0.00255439+0.00877433j -0.00128955+0.0193915j -3.29529e-06+0.0311914j 4.42529e-05-0.00773852j 0.000502155-0.00457488j -0.00165312-0.0109418j -0.000956019+0.012132j -0.000411272-0.0129339j -0.00119914+0.00500773j 0.00242159-0.00289609j 0.00286259+0.00329746j 0.0010808-0.0299369j 0.00164116+0.00391258j 0.00200696+0.00935978j -0.000954722+0.0122597j 0.000465106+0.000205105j -0.000584697+0.00344929j 
5.58228e-05-0.0132462j 0.00393958-0.0042101j -0.00298446-0.00274913j -0.00084719+0.0227004j 0.00355814-0.0121541j 0.00294253+0.0058366j 0.0022446-0.00324689j 0.000587577-0.0219664j -0.00474168+0.00758734j -0.00273495+0.000809627j 0.00350724+0.0498447j -0.00447903+0.0115138j -0.00495914-0.0607343j 0.00254737+0.0108143j 0.00650858+0.0849041j -0.00122416+0.081264j 0.00146932-0.0119727j -0.00588325+0.136851j -0.00210315+0.0276799j -0.000510254+0.0332263j -1.9543e-05+0.0668999j 0.000772541+0.207265j -0.00149961-0.208599j 0.00394652+0.176476j 0.00127709+0.0618732j -0.108269-0.0798551j 0.00476717-0.107261j -0.00115199-0.00309772j 0.00553481+0.0182116j -0.000506666-0.0848713j -0.00423542+0.0159705j 0.000341506-0.0312938j 0.00172181+0.0817807j 0.00232681-0.00688289j -0.00116958-0.0340739j -0.00175743+0.0037613j -0.000520664-0.00741375j -0.0012724+0.0253694j -0.00347105-0.0157557j -0.00130158-0.00438128j -0.00192763-0.012718j -0.00439696+0.0151726j -0.00134833+0.00112954j -0.00049136+0.010778j 0.00372547+0.00822898j 0.00201905+0.000628499j 0.000407764-0.00532665j 0.000379587+0.00904772j 0.00147761+0.0191844j -0.00270055+0.0105752j -0.000924993-4.6604e-05j -0.000167165-0.00812884j 
-0.00313844+0.00136885j 0.000934086-0.0150521j -0.0026388+0.014299j 0.00284389+0.00365718j 0.00274469+0.00926811j -0.00184362-0.0100609j -0.00294267+0.0175023j 0.00241658-0.016919j -0.00548726-0.00636582j -0.00380537+0.046989j -0.00561699+0.0824906j -0.0066567+0.0362237j -0.000103555+0.156337j -0.00373825-0.035356j 0.00178352+0.0177895j -0.00725894+0.0615002j -0.00377532+0.0636407j -0.000410718+0.127551j 0.0022197-0.0834285j -0.00414037+0.000853663j -0.000411325+0.171377j -0.000216659-0.092219j -0.00494768+0.126875j 0.00530229+0.357477j 0.000217072-0.0600961j 0.0333216-0.137396j -0.16184-0.00954613j -0.00482962-0.0369729j -0.0018659+0.11792j -0.00321534-0.0621733j 0.000967448-0.0238449j -0.00474747-0.116846j -0.00108475+0.0874441j -0.00163798-0.012751j 0.00114587+0.050071j 0.00374794+0.0508974j 0.000298493+0.00567353j 0.00305424+0.0309865j -0.00179832+0.0406974j -0.000930767-0.0323493j -0.00470222-0.0238048j 0.00114888+0.0244377j -0.0035519-0.0259589j -0.00070875+0.0116979j 0.00256676+0.00375647j 0.00160159-0.0118218j -0.000796874-0.00112994j -0.000613917-0.00165975j 0.00274192+0.00163142j 5.33444e-05+0.0164837j 0.0012495+0.00830445j -0.00143903+0.00338745j 
0.00238143-8.55994e-05j -0.000472518+0.00969676j 0.00215896-0.00186476j -0.000774894-0.0132202j -0.000580219+0.0123849j -0.00255333+0.0238032j 0.000926924+0.0108622j 0.000864098+0.0129859j 0.00734874-0.0370713j -0.00349055-0.0133116j 0.00395831-0.0877152j 0.00227062+0.0283816j -0.00116202+0.00558951j -0.0042306+0.0321652j -0.00437139-0.0795215j 0.00350215+0.0156894j -0.000126696-0.0740551j -0.00304173+0.11641j 0.00404049-0.0471031j -0.00251676+0.137856j 0.00220188-0.153116j -0.00240231-0.0873693j 0.000473926+0.0120733j 0.00460918-0.184672j -0.00717474-0.177662j 0.0988961-0.0982529j -0.184641+0.0564183j 0.00335932-0.0168762j 0.000460576+0.0957115j 0.000687977-0.0644258j 0.00104954-0.0245554j 0.00231364+0.0606425j -0.00320256-0.0759625j -0.00238961+0.0399335j 0.00281195+0.000873136j 0.000977689-0.0114396j 0.00281711-0.00704562j 0.000893803+0.00150042j 0.00277577+0.0161956j -0.000897176+0.023943j 0.00399228+0.00544196j 0.00107481-0.0135837j 0.000855523+0.0167238j 0.0017978-0.00839267j -0.000370283-0.00846864j 0.000209656-0.0125314j -0.00300096-0.00361046j 0.00186202-0.0101933j -0.00233206-0.00148441j -0.000315331-0.0129487j 0.00100662-0.0073821j 0.000582984+0.00182544j 
0.000117942-0.00843145j 0.0017535+0.00251484j 0.00300956-0.00694508j -0.000654092-0.0162843j 0.00203106-0.00268561j 0.00205287-0.00603784j 0.000602164-0.0341241j -0.0046095+0.00315451j 0.00257234-0.0224534j -0.00308483-0.0397021j 0.000420007+0.00734969j 0.00368351-0.0258153j -0.00193591+0.0390045j 0.0034967-0.150656j -0.00485688+0.0540128j -0.00148421+0.107116j -0.00240296-0.0477049j -0.000815131-0.0650341j 0.00206662-0.0637948j 0.00184611+0.0243422j 0.00386706-0.0753708j 0.00215967+0.146154j -0.00322308-0.134454j -0.00144421-0.0866094j -0.00151976+0.0209713j -0.00276224-0.146119j -0.151035-0.0370268j -0.000721336-0.0596103j 0.00158491+0.0572192j 6.72328e-05-0.0856406j -0.0022692-0.045475j 0.00327993+0.0594314j -0.00139968-0.0156025j -0.00211791+0.0495435j 0.00155161-0.0561433j -9.80897e-05+0.0247719j 2.97411e-05+0.0164709j 0.0032056+0.034817j 0.000323851+0.0106471j -0.00365486+0.0306998j 0.0018502+0.0158068j -0.00122196+0.000184839j 0.00225191+0.0253738j 0.00152637-0.0227949j -0.000106858+0.0110547j 0.00224294+0.00170288j -0.001657-0.00854853j 0.00164539-0.0050414j -0.00162441-0.00266212j 0.000160526-0.00156846j -0.000726239+0.00105518j -0.000935519-0.00883116j 
-4.64214e-05-0.00985425j 0.0020194-0.00336789j 7.73914e-05+0.0113865j 0.000682119-0.000931487j 0.00645113-0.00804903j 0.00295117+0.0184006j 0.00131071-0.0362163j -0.00149617+0.016111j 0.00697207-0.0423439j -0.00267147-0.0794817j 0.00670061-0.0871636j 0.00603656-0.0425679j -0.00115092+0.0644464j 3.78897e-05-0.0291658j -0.00928251+0.0172523j 0.000522203-0.038873j -0.00186661+0.0156142j 0.00269286+0.0246549j 0.00349459-0.0190863j 0.000388148+0.0601882j 0.00444664-0.108543j 0.00191377+0.00694288j 0.00316636+0.0668255j 0.000517814+0.445891j 0.00111822+0.222881j 0.0496998+0.110861j 0.0684488+0.070236j 0.000769689-0.0872573j 0.00157953-0.0122215j 0.00658459-0.0803239j -0.0017319-0.0240284j 0.00350569+0.042178j -0.00359324-0.0651608j 0.00202466+0.053121j 0.00232494-0.0397248j -0.000274098+0.0176032j -0.00227511-0.0178166j 0.00107435+0.0112182j -0.00116639-0.0209661j -0.00110101+0.0283606j 0.0028192-0.010495j -0.002993-0.0112363j 0.00150889+0.0337983j 0.00271227-0.00546581j -0.000279862+0.000964439j -0.000336371+0.0050479j 0.00212815+0.0015474j 0.0005176+0.0114881j -0.000362308+0.00886093j -0.00245738+0.000750895j -0.00161357-0.00515378j -9.20906e-05-0.00968117j 
0.00202597-0.00249144j 0.00155729+0.000794914j -0.00775129+0.0301048j 0.00336817+0.0277417j 0.00314809-0.00935266j -0.00298283+0.0234721j -0.00376968+0.0552205j 0.00955358+0.000692687j -0.00206313-0.100517j -0.00967063+0.100547j 0.000708056+0.00865455j 0.00098491-0.0252477j -0.00269436-0.0508281j 0.00581968-0.00528142j -0.00417694+0.0392896j 0.00133013-0.074732j 0.000247341-0.085353j 0.000686089+0.23317j 0.00178836-0.142204j 0.0025682+0.139876j 0.000861021+0.0299445j -0.00544694+0.181919j -0.00392834-0.0677875j 0.000831095-0.172368j 0.00255999+0.194741j 0.0790241+0.101086j 0.0463429+0.0821779j 0.000533262-0.0288818j -0.00174091-0.0554143j -0.000850208+0.0274814j 0.00231751+0.0460253j -0.0017671+0.0305578j 0.00175584+0.0492233j -0.00400832-0.0858822j 0.00206649+0.108424j -0.000927459+0.00905464j 0.00139975-0.0175031j -0.0018883+0.007237j -0.00049153+0.00208346j 0.00511255-0.05049j -0.00426834-0.0475728j 0.000935796+0.007222j -0.00268492-0.0575872j -0.000729704+0.0201141j 0.0043955-0.0211278j -0.00112753-0.0310065j -0.00164943-0.0126014j -0.0022305+0.00292451j 0.00337023+0.0222891j -0.00238335+0.00620497j -0.00063434-0.011481j 0.0026012+0.00279483j 
-0.00252973+0.00594218j -0.00114828-0.0123624j -0.00330849+0.00791046j 0.000543001+0.00985386j 0.00639582-0.0201367j 0.000811103+0.0716506j 0.00129058+0.00401146j 0.00717077+0.0403056j 0.00417844-0.019328j 0.00160436-0.000365649j 0.00128693+0.000572242j -0.00530545+0.0806762j 0.00360861-0.0511885j -0.00161677-0.0308329j -0.00147048+0.056012j -0.00180736+0.115052j 0.000374321+0.00375911j -0.00151436+0.179905j -0.00247076+0.212155j 5.90153e-05+0.0404791j 0.00447081+0.0548059j -0.00318687-0.380942j -0.00173469-0.302176j -0.00205649+0.187552j -0.00531323-0.14634j 0.0615435+0.0973167j 0.0459719+0.068582j -0.00444254-0.160082j 0.00143998-0.0606395j 0.00227448-0.00872441j 0.00168238+0.0266351j 0.000821632+0.0180112j -0.00211868-0.0572423j -0.000553841-0.040602j 0.002585+0.0612303j 0.00159757-0.018122j 0.00142993-0.0313866j -0.00264655-0.0316726j -0.000626421+0.0262937j 0.00198402+0.0117722j 0.00240683+0.0120912j 0.00324846-0.00395965j 0.00108237-0.00783093j 0.000780953+0.0239998j -0.000851823-0.0294631j -0.00507422+0.00218978j 0.00278661+0.0199687j -0.00187754+0.0172796j 0.000603875+0.00698016j -0.000562935-0.00486597j -0.000313616-0.000852048j 0.000991921+0.00422944j 
0.00100047+0.00211915j 6.09679e-05+0.000619024j -0.00243913+0.0180271j 0.00235488+0.00671213j 0.00134203+0.0256533j -0.00402082+0.00583705j -0.00237957+0.0492454j 0.000488939+0.0162378j -0.00181825+0.130828j 0.00312147+0.0719377j 0.000826438-0.087514j 0.00134565-0.0904479j 0.00197903-0.037371j -0.011025+0.00226407j 7.47534e-05+0.0809203j -0.00100312-0.006692j -0.00434765+0.0822012j 0.000977338+0.0706328j -0.00183371-0.146237j -0.00263031-0.0253906j -0.000272816-0.0399176j -0.000670532-0.176477j 0.00199464+0.212153j -0.00128038+0.065187j 0.00210468-0.110126j -0.0340399+0.0269253j 0.0467181-0.0183439j -0.00431714-0.0919337j -0.00111213+0.0617512j -0.00115797-0.0111379j -0.000614601+0.017262j 0.00258142+0.0217358j -0.00173427+0.00856722j 0.00116287+0.0417562j 0.000278701+0.0442855j -4.55509e-07+0.0147383j 0.0036075+0.00496417j 0.000875168-0.0171658j 0.00039503-0.00269629j 0.00133181-0.00483555j 0.00211636+0.0120686j 0.00268726-0.00485084j -0.00263798-0.0101107j 0.000396598+0.0277082j -0.000311741-0.0258809j -0.00260016-0.00919529j -0.000606045+0.00649754j 0.00101575-0.000792079j -0.000431066-0.00189828j -0.00132175-0.00200119j 0.000690522-0.00538638j 0.000223426+0.00342955j 
-0.000543603+0.00905296j -0.00280348+0.00386803j 0.00347657-0.00211048j -6.74958e-05-0.0169451j -0.00544037+0.00119093j 0.00287491-0.0372908j -0.00338669+0.000501769j -0.00285074+0.0378526j -0.000815289-0.0790256j -0.0011289+0.0484047j -0.00428658+0.0126052j 0.00412715-0.0294372j -0.00141446-0.0298235j 0.0075413+0.0140719j -0.000423479+0.0158931j 0.00253874-0.0780972j 0.000770782-0.0143522j -0.00165207-0.0528175j 0.00265938+0.0127781j 0.00276734-0.181298j -0.00130304-0.200493j 8.3561e-05-0.663592j -0.00271625+0.0436004j -0.000448299+0.0327635j 0.00489007+0.188743j -0.0420487-0.104067j -0.0680404-0.0599064j 0.00324721+0.0498433j 0.000760057-0.0225717j -0.00148167+0.0582215j 0.000452053-0.0270373j -0.00283285-0.014244j 0.00156242+0.0128601j -0.00152119+0.0246688j -0.00236818-0.0552214j 0.00017844+0.0228952j -0.00269501+0.0215035j 0.00439308+0.00957836j -0.00042648+0.00399882j -0.000867595-0.0167719j -0.000955416+0.00446123j -0.00194432+0.00381922j 0.000713339+0.00423022j -0.000842192-0.0232185j -0.000396856+0.0114387j 0.00318961+0.0111572j -2.64488e-05-0.00591128j 0.00141135-0.00360629j -0.000502918-0.0065727j 0.00203281-0.00305403j 0.00135853+0.00294214j -0.00020396+0.00405437j 
-0.00557542+0.00523074j -0.00150572-0.0247771j 0.00908635-0.0305789j -0.0028651-0.0242736j -0.00238833+0.00791117j 0.00335531+0.0055379j 0.0104783-0.0480849j 0.000916794-0.053824j -0.00195393-0.0218331j -0.00927359+0.0651013j 0.00409624-0.0416172j -0.00852798+0.063864j 0.00118262+0.0723095j -0.000388748+0.0167404j -0.00553529+0.0249167j -0.00267643+0.179214j 0.00428693-0.0666722j 0.00116058-0.175837j 0.00151258-0.016629j -0.00293787+0.391827j 0.00341954+0.303035j 0.00404355-0.124847j 0.00396519+0.10242j -0.000908143-0.143639j 0.00187018-0.0232928j -0.0335648+0.0896224j 0.116559-0.00634028j 0.00195825-0.058453j 0.00183767+0.014208j -0.00197327-0.12157j -0.000713676-0.00411589j 0.00183173-0.0850038j -0.005041-0.0148141j 0.00706628+0.0512988j -0.00138088-0.0669985j 0.000578291-0.00640061j -0.00178457+0.0186043j 0.000343956-0.00110719j -3.81803e-05-0.0148486j -0.000333668+0.0390506j -0.000212623-0.00561995j -0.00368235+0.022009j 0.00330249+0.031259j -0.000417468-0.0137848j -0.00201585+0.0124287j -5.55457e-05+0.0195058j 0.00295972+0.0213227j -0.000647713+0.00122199j -0.00100831-0.0174417j 0.00281634+0.00433493j 8.3333e-05+0.0166834j -0.0041545-0.00286919j 
0.00305516-0.00499013j 0.000978015+0.00930497j 0.00179631-0.0231667j -0.00548231-0.00403257j -0.000764424-0.0037571j -0.00237608+0.0923377j 0.0114671-0.0400246j 0.00613422-0.00157443j 0.00550147+0.0380973j -0.00299811+0.0369944j -0.00173069+0.0832847j -0.00761836-0.00849975j 0.000346146-0.086966j -0.00291881+0.0476501j -0.00468479+0.0849047j 0.00298141+0.12955j -0.00541772-0.0683548j -0.00146298+0.0117367j -0.00235517+0.293762j 0.00146551-0.100114j -0.00233865-0.380382j -0.000524654+0.117873j 0.00425992+0.319321j 0.00113168-0.0154166j 0.00424324+0.0254924j 0.0191951+0.0181067j 0.000431804+0.0158704j 2.92399e-05-0.06878j 0.000792948-0.0194078j -0.000634795-0.0429962j 0.00117292+0.031354j 0.00397524+0.0326599j 0.00136799-0.00265727j 0.000899228-0.00782455j 0.00323158+0.01741j -0.00110831+0.024377j 0.0028682-0.0547889j -0.00101553-0.0314536j 0.00165208-0.0165283j 0.00134279+0.022277j 0.00329106+0.0138999j 0.000238153-0.0159967j -0.00138125-0.00158896j -0.000505929+0.00788583j 0.00073526+0.00403927j 0.000257732-0.00276046j 0.0007457+0.0111311j -0.00113665+0.00920483j 0.000569546+0.0144506j -0.000865997-0.000944642j 0.000300964-0.00397914j 0.000659811-0.00320294j 
-0.000332077-0.0065237j 0.00393567-0.00868543j -0.00180021+0.0383146j 0.00729683-0.00732502j 0.0108847+0.0120325j -0.0066299+0.0730147j -0.00223991+0.0275058j 0.00355762-0.0418919j -0.000870032-0.0269572j -0.00127417-0.130272j -0.00213829+0.102745j 0.00240396-0.104802j -0.0125087+0.0780972j -0.000417051+0.0252922j 0.00233141+0.115106j 0.0020786+0.0532167j 0.000941311+0.0700295j 0.000498239+0.195669j -0.00355131-0.214549j 0.00232316+0.0427194j 0.00190512+0.0573913j 0.00224972-0.262567j 0.00165767+0.0961199j -0.000555958-0.168959j 0.000677317-0.0426396j -0.00337174+0.0796606j 0.0823404+0.0131827j 0.00303285+0.0755597j 0.00105358+0.0649823j -0.000308655-0.0212609j 0.000539209+0.0162281j 0.00257228+0.0212807j -0.000556293+0.019638j 0.0014605+0.0250931j 0.00149685+0.0181148j -0.000772551+0.0106513j 0.000255418-0.0275724j -0.00096472+0.0227369j -0.00171509-0.0269964j 0.000809349-0.0360766j -0.00223662-0.0335387j -0.00286568-0.000938711j -0.000375804+0.0220377j 0.00114543+0.00487162j 0.00117085-0.00746878j -0.000795596-0.00326827j -0.00275847+0.00780499j 0.00141428-0.00646082j -0.00121793+0.00264434j -0.00100912-0.000434247j -0.00103368-0.00666433j -0.000853897-0.00974642j 
0.00279754-0.0205239j 0.00490326+0.00648801j 0.00496098-0.00726892j 0.00041355-0.0104434j 0.000692322+0.0101496j -0.0039561-0.0208633j 0.00781528-0.0235362j -0.000981657-0.126337j -0.00760158+0.0485878j -0.00805949+0.05233j 0.00625734-0.0344716j -0.00388719+0.0127868j -0.00142898+0.203665j -0.000552-0.0388379j -0.00232428-0.0703546j -0.00275214+0.0815664j 0.00202562-0.181102j 0.00155105+0.045623j -0.00251764-0.0160716j -0.00677269-0.460963j 0.00296707-0.295989j 0.00122827-0.0194143j -0.00116201-0.233258j 0.000482873-0.0282657j -0.00434753-0.0710468j 0.014085+0.14649j 0.139024+0.0488308j -0.00353881-0.0562002j 0.00245581+0.0203409j 0.000479797-0.0706435j -0.0033051-0.00907259j 0.00351813-0.0286034j -0.00040731+0.0194246j 0.00285544+0.00484591j -0.00328404+0.00147964j -0.00359253+0.00480616j 0.00349042+0.0505665j -0.000988499+0.038339j -0.00507469-0.0170211j -0.00027483+0.0288558j -0.000341464-0.00971422j -0.00111568+0.0298974j 0.00318985+0.00386882j -0.000636469+0.0130887j 0.000660771-0.00481141j -0.00271147-0.0118848j -0.00258357-0.000850532j -0.00161406-0.00966178j -0.00223902-0.0118947j 0.00116176-0.00481234j -0.0045632-0.00795637j 0.000642311-0.0198097j 
-3.99289e-05-0.000856549j -0.00158429+1.69673e-05j 0.00730974-0.0255143j -0.00305717-0.0255471j -0.00703361+0.0476811j -0.00536101+0.0365396j 0.00225052+0.0517616j 0.00100485+0.000657734j 0.00294654-0.032318j 0.000486473+0.0483084j -0.00320432-0.0224165j 0.00175267-0.0441293j -0.00382485+0.0515996j -0.00168627+0.08565j -0.00624211+0.0433183j 0.00678248-0.150261j 0.000358292-0.137266j 0.000530589+0.123562j 0.00474905+0.413738j 0.000467881-0.330937j 0.00214486+0.445303j 0.00217091+0.082923j 0.00122468+0.00540609j 0.00153725+0.0527223j -0.000171167+0.0278399j -0.0550751+0.0443829j 0.0831491-0.0287183j 0.00103982+0.0175006j 0.000120514+0.0526221j 0.000862493-0.0283202j -0.000328898-0.00215026j 0.0012632+0.0195333j -0.000341821+0.00604928j 0.00415514+0.0358402j -0.000831684-0.0121594j -0.000379253-0.018699j -0.000816917+0.00765117j -0.00184609-0.0206709j 0.00108036-0.0341314j -0.00199107+0.0240728j -0.0016883-0.0131347j -0.00164681+0.0134413j 0.00102474+0.00659903j -0.00378525-0.00941267j -0.000727259+0.0334733j 0.000728694-0.00794755j 0.000358908+0.02449j -0.00119682-0.0121591j -0.00258157+0.00627452j -0.000556196-0.010816j -0.000492386+0.00456216j -0.00204706-0.0021672j 
