-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
-0.0155235+0.00848638j -0.00268134+0.000346266j -0.0206367-0.00739956j 0.00150871-0.00522973j -0.0178632-0.0210972j 0.00777134+0.00567852j -0.0522485-0.0335424j 0.0107805+0.0467592j -0.0235705-0.00603479j 0.0165329+0.0127239j -0.0182036+0.010798j -0.00372144+0.0443721j -0.00446559-0.0488489j 0.0134613+0.0268685j -0.0402978+0.0745825j 0.0563864-0.037269j 0.00856408+0.000823228j -0.019934+0.0199644j -0.0183438+0.0350263j 0.0204273-0.0183013j -0.0184753-0.0419482j -0.00266393-0.00340924j -0.00249325+0.00275372j -0.0905755+0.003537j 0.014862-0.000908218j 0.0299099+0.0118467j -0.0205709-0.00428361j 0.0421199-0.0173023j 0.0122342-0.0116708j 0.016632-0.0277107j -0.0165235-0.00415512j 0.0142679+0.0076654j -0.0470693+0.0148962j 0.0422914-0.00350769j -0.0176701+0.0123127j -0.0120781+0.0233478j -0.0588351-0.0202776j 0.0191204-0.00314555j 0.017411-0.00641044j 0.0362345+0.0211152j 0.0172274+0.0595192j 0.026915+0.0165765j -0.00506692-0.0220142j 0.0418448-0.00456717j -0.030279+0.0123002j -0.015433+0.00265221j -0.00851401+0.0253294j 0.00616743-0.0208159j 0.0172511-0.00437876j -0.00802261+0.000716842j -0.0290056+0.00173309j -0.0566001-0.0693925j -0.00213237-0.0134045j 0.0400255-0.0131068j -0.0208395-0.0425155j -0.0118066+0.000796388j 0.0176535+0.012026j -0.0634772-0.0163008j 0.00973814-0.0189479j -0.00502801-0.00768234j 0.0120621+0.0174578j 0.00918116-0.0143101j 0.000525811-0.0132381j -0.00939732+0.0282211j 0.00444704-0.00165251j 0.000468837+0.000363243j -0.0330527+0.183591j 0.000946802-0.00913176j 0.000249679-0.00435381j 0.00436296+0.00149358j 
0.00845042-0.0178053j -0.0103476-0.0231339j -0.00446958+0.00429725j 0.0383247-0.0129591j 0.00348631-0.0260369j 0.00890632-0.0234461j 0.0199117+0.0171305j -0.0281493+0.0165468j -0.00428559-0.022304j 0.00912115-0.0164085j -0.0233308+0.0249087j -0.0024607+0.00402704j 0.0167545-0.00648123j 0.00355077-0.0227926j -0.012797-0.0231394j -0.0311722+0.0180861j -0.0440161-0.0036428j 0.00606447+0.0132075j -0.0129029-0.015669j 0.0120819+0.0184498j -0.0470038+0.0173074j -0.00588823-0.0129815j 0.0106733-0.0227387j -0.0205248-0.00492407j 0.0717837+0.0196646j 0.00540509-0.011237j 0.000117856+0.00476632j 0.00192068+0.0188938j -0.0213462-0.0115586j -0.00474786+0.0147592j -0.0279754-0.00278416j -0.0179818+0.0326758j 0.01632-0.0266998j 0.0324399-0.00295711j 0.00984415-0.0251704j 0.0155917+0.00901342j -0.00153977+0.00831775j -0.0264819-0.009067j -0.0098199-0.0108771j 0.0214352+0.024298j -0.0164132-0.0215079j 0.0189163-0.0578201j 0.0202331+0.0263275j 0.0234525+0.026801j 0.0172808+0.0395284j -0.00888542-0.0825207j -0.0286468-0.0243204j -0.0526945-0.0041076j -0.0266298+0.00307478j 0.0126019-0.0134384j 0.00847746+0.000563004j 0.0161957-0.0195709j 0.0135066-0.020191j -0.0186295+0.00132796j -0.00512713+0.0306805j 0.0240338-0.00101697j -0.0262648+0.0155984j -0.00366747+0.0296459j -0.0168733-0.0346461j -0.0328631+0.044203j -0.000440064-0.0455598j 0.0303972-0.0139501j 0.0102273-0.0950097j 0.0474237+0.00917034j -0.0171568+0.00384922j 0.00383729+0.0147866j -0.0178301-0.0268834j 0.0095634-0.119307j 0.0369505-0.0399206j -0.0191033-0.0642045j 
0.00314958+0.00268679j -0.0103372-0.0102453j -0.00558596-0.00497364j -0.00743258-0.00261713j -0.00600991+0.0394465j 0.00598348+0.0117748j 0.00509498-0.0151814j -0.000743871+0.0124394j -0.00779148-0.00799231j -0.0196015+0.0055341j -0.0260079+0.0109013j -0.00537109-0.00421445j -0.0199364-0.0133568j 0.0230899-0.0255664j 0.0285467+0.00768576j -0.0258582-0.0130939j 0.00247427-0.0030753j 0.0148272-0.0175596j -0.0111186+0.0192041j 0.00895716-0.000192593j -0.00361027-0.0016874j 0.00281072-0.0129253j 0.00471946-0.0184345j 0.000946614-0.0233758j 0.0359111+0.00508772j -0.0102811+0.00434157j -0.00369323-0.0139209j -0.0244299-0.0171649j 0.0017445+0.00842776j -0.00721453-0.00488064j 0.0114663+0.00736401j -0.00671125-0.0073993j 0.018364-0.00816797j 0.0039026+0.0131639j -0.00752313-0.00223141j -0.00799609+0.00574654j -9.59419e-05+0.0170467j -0.0218308-0.0149895j -0.00907817-0.00426148j -0.010449-0.00383035j 0.01396+0.00236291j -0.0116496+0.0150533j 0.0114776+0.018816j 0.0143846+0.00609757j -0.00194163+0.032417j 0.00531844-0.016776j 0.0282856+0.00198666j 0.00512818-0.00398882j 0.0239684-0.00490692j 0.00520109-0.0110987j 0.00757753+0.0144118j -0.00017142+0.00458821j -0.0154742+0.00237319j 0.00354757-0.00222199j 0.00053761+0.0102512j -0.0075665+0.0103169j 0.00555922-0.00282678j 0.0142333-0.00393146j 0.00427046-0.00755137j 0.0134383+0.0363583j -0.0039826-0.00152285j 0.0124164-0.0250987j 0.0189861-0.045795j -0.0135228-0.0240469j 0.0196257+0.00764711j -0.00331188+0.00626812j 0.0083808-0.0102695j 0.00226566-0.0147312j -0.0318474-0.0384351j -0.00535413+0.0232759j 
-0.0143721-0.00411375j 0.00698945-0.0230714j -0.00741107-0.0103093j 0.0245394-0.000352945j -0.020037+0.0277013j 0.0437178-0.0457574j 0.012634-0.025125j 0.0210241+0.026039j 0.00773646-0.0269577j -0.0433392-0.0136677j -0.0166675-0.00602828j 0.0210753+0.0238825j -0.00654155-0.0166418j 0.000660878+0.00131773j 0.0280906-0.00888529j -0.00600447-0.00738657j -0.0143991-0.0218551j -0.0177138-0.0151085j 0.00130346+0.0126886j 0.000233859+0.00225451j -0.024278-0.0076992j -0.0125801-0.00309217j -0.00783221-0.0108792j 0.00371952+0.0143603j 0.00755441-0.00547666j -0.0177944-0.0103306j 0.0106624-0.0073083j 0.0214959+0.00406659j -0.00445669+0.0185666j 0.000174442-0.00736124j -0.00209524-0.00397616j -0.00796338+0.0159214j -0.0249921-0.00262283j 0.00276421-0.00866824j 0.0134817-0.00716281j -0.0066309+0.0323427j -0.0218077-0.0111637j -0.0014743+0.0123288j 0.014162-0.0149037j 0.0218909+0.0215424j -0.012577-0.0105786j 0.0123784-0.0273352j -2.05759e-05+0.000151178j 0.0139439-0.0050871j 0.00268191+0.00335173j -0.0121545-0.00102939j 0.00349671-0.0161887j -0.027254-0.00954457j 0.034026-2.99913e-05j 0.00307169-0.011649j -0.0108565+0.019078j 0.00788684-0.0118718j 0.0227463-0.00499796j 0.00575545-0.00608456j -0.00225284+0.00548932j 0.00140272-0.00259868j -0.0280523+0.00803958j -0.0121366+0.0151032j -0.00570562-0.0125781j -0.0156886-0.011193j -0.00795413-0.0322257j -0.00250215+0.015896j -0.00767916+0.01888j 0.0275303+0.0337485j 0.0467796+0.0066941j -0.00366682+0.00201724j -0.00961881+0.00854534j 0.00121471-0.0307535j 0.0444488+0.00696331j -0.00410413-0.0397625j 
0.0147538-0.0205392j 0.0089324+0.0124235j -0.00958289+0.0148976j -0.0168211-0.000375066j 0.000841111-0.0056284j -0.0144609-0.00382987j 0.00842547+0.00682504j 0.00817935+0.0115946j -0.0345817+0.0121557j -0.0127673+0.0146349j 0.0080169+0.00521593j -0.0296877-0.0354199j -0.00171798+0.00850165j -0.0021966-0.037227j 0.0399166+0.0131261j 0.0138191-0.0178155j -0.00186824+0.00578951j 0.0156028-0.00784128j -0.0237091-0.00623451j -0.00418276+0.00200602j 0.0102022-0.0114036j 0.0215777-0.0131162j 0.00502141-0.0113998j 0.00899606-0.00512265j 0.0176325-0.00362007j 0.00737228+0.00267979j -0.00758306+0.00534326j -0.0206494+0.00603721j 0.00307615-0.0179551j -0.000570427-0.00249173j -0.00355866+0.00446018j -0.0117735+0.00110453j 0.0269008-0.00976898j 0.0128887+0.00418774j 0.00211576+0.00928156j -0.0106116-0.00509946j 0.0148476+0.0250706j -0.0121441-0.0035536j -0.019168+0.0138639j -0.00869245-0.000156695j -0.00416642+0.0102632j 0.0104673-0.0135395j 0.0151486+0.0091198j 0.0169218-0.00446363j 0.0126323-0.00365447j 0.00637805+0.0246111j 0.00930882+0.0175557j -0.0161917+0.0386994j -0.00745064-0.00823951j 0.00829254+0.0130502j 0.00854304-0.00173772j 0.00789978+0.0178626j -0.000531768+0.0175204j -0.0137351+0.00314412j 0.00129845+0.00599291j 0.00952316-0.000355374j -0.0103521-0.0144045j 0.0138728-0.00591941j -0.000334374-0.0181512j -0.000765208-0.0126927j -0.0181474-0.018691j -0.00138871+0.00181684j 0.00555915-0.0107082j -0.00206168-0.0262454j -0.0070255+0.00111341j 0.000954353+0.00144828j -5.73333e-05-0.0134264j -0.00867805-0.0151143j 0.00729745-0.0124964j -0.0287942-0.0268169j 
0.0108232-0.00382564j 0.00270385-0.0286125j 0.0156646+0.00781101j -0.00566198+0.00116741j -0.00119218+0.00201025j -0.00160908-0.0186435j -0.000601775-0.00264712j 0.013089+0.000473543j 0.0140406+0.00559163j 0.00454485+0.0114481j -0.0665325+0.0329781j -0.0153663+0.0250876j 0.0225072-0.0245874j 0.00359105-0.0476224j 0.00397673+0.028295j -0.0356025-0.00707992j -0.0426965+0.00505622j 0.00280144-0.0289298j -0.0235082-0.0154045j -0.0152753-0.0086272j -0.0401488+0.0134444j -0.00996349+0.0111727j 0.016749-0.00862369j -0.0404394-0.0204873j 0.116289+0.0489145j -0.00565832+0.0066809j 0.00883071-0.0143502j 0.0230888+0.000796541j -0.0322742-0.0227026j 0.0162528-0.00572183j -0.021978-0.00161636j 0.0326626+0.00477901j -0.00999544-0.0314565j 0.00843526-0.0334551j -0.0132642+0.000280053j 0.00820009+0.0047591j -0.0124093+0.0486812j 0.0024853-0.0308553j 0.0219791-0.0309291j 0.0423597-0.0235909j -0.0120104+0.00804275j -0.0282818-0.0224092j -0.015661+0.00790155j -0.00250962+0.0269332j 0.0106574+0.0370212j -0.0271007-0.0665325j -0.0138356-0.0115864j -0.0298034+0.0193696j 0.00846841+0.00423375j -0.00588107-0.00898326j -0.00612666-0.00176829j 0.012836-0.0365845j 0.00466127-0.0255917j 0.00505895-0.00494149j 0.00838248+0.0143719j -0.00322031-0.0200769j 0.0138984+0.0350192j -0.00926703+0.0156387j 0.0256793-0.0263424j -0.00230747+0.0533303j 0.0141713-0.0310535j 0.0626368-0.030022j -0.00425564-0.121563j 0.022336+0.0609877j 0.0046227-0.00451139j -0.00176499-0.00176983j 0.00140933+0.00826223j 0.0339967-0.106003j 0.0168486+0.0271774j 0.0478156-0.0386906j 
0.00517212+0.00481155j -0.00928451+0.00945995j 0.0336293-0.0137491j 0.0193606+0.0105399j -0.00948613+0.00181928j -0.00949346+0.0218168j -0.016622-0.00346961j -0.00306837-0.007056j 0.00724347+0.00852975j 0.0169192-0.00667646j -0.0274951+0.0341101j -0.0271767+0.0223476j -0.00666558-0.0221257j -0.00101228-0.0126554j -0.000960493+0.00360227j -0.0235625-0.0071527j -0.00987715+0.0066225j 0.0125513-0.00967498j 0.0107415-0.00229143j 0.00481784+0.000769366j 0.012999+0.00391478j -0.0105477-0.00636532j 0.00131243+0.00418966j -0.0121684-0.00349616j 0.00831379+0.0119597j 0.00719453+0.00881031j -0.0123136+0.00904125j 0.004941+0.00606279j 0.00035264-0.00764627j 0.00583452+0.00975128j -0.00550681-0.010868j 0.00441989-0.00831297j -0.0145574-0.0176618j 0.00211682+0.00317717j -0.00244053-0.0351707j 0.0103218+0.00449891j -0.00414649+0.0222691j 0.00379488-0.0430669j -0.0023647-0.0181964j 0.0194574-0.0354447j -0.0101947+0.0184641j -0.00829169+0.0171426j 0.00593993-0.018146j -0.00207588+0.00125105j 0.00896265-0.00419213j -0.00633659+0.000561853j -0.0124774+0.00188016j -0.00599303-0.00138711j -0.00129263+0.00365128j -0.00620582-0.00324855j -0.00317802-0.00041478j -0.0114796-0.0032347j -0.00411312-0.0121754j 0.0012275+0.000407165j -0.00149125+0.00136701j 0.00118418-0.010456j 0.00158759+0.0128313j 0.00118086+0.0121759j 0.0181988-0.00595259j -0.000480964+0.00869207j 0.0109787-0.0164274j 0.0149526-0.0260577j -0.00855603-0.000844622j 0.00268615-0.00757374j -0.00134692-0.00376815j -0.00137087-0.00284085j 0.00223602-0.0041325j 0.0102331+0.00544289j -0.00450576-0.0212784j 0.0030531-0.00795221j 
-0.00358981+0.00715178j -0.00862938-0.00490225j 0.0174531-0.019245j 0.0212333-0.00624164j 0.00245668+0.00271515j -0.00608843+0.00931201j -0.00805764+0.00105744j -0.0192051-0.00130026j 0.0210273+0.00547071j 0.025261-0.00135581j -0.0212575+0.036534j -0.00360839+0.0305446j -0.00284179-0.011129j -0.0104446-0.0154768j -0.017645-0.0037903j -0.0394906+0.00792072j -0.0263819+0.0116486j 0.0131167-0.00505824j 0.00128137+0.00154775j -0.011345+0.00433473j -0.0116297+0.0111498j -0.0140899-0.00188466j 0.0100272-0.00522657j -0.0293842-0.0011999j 0.0695052+0.0233405j -0.0103464+9.74029e-05j 0.00610543-0.00301248j 0.0150161+0.000764098j -0.0157578-0.000234754j 0.00981398+0.00867107j -0.0133981-0.00335065j 0.00980385-0.00739233j -0.00699998-0.022272j 0.0168758+0.00484825j 0.00358788-0.0322673j 0.00992967-0.00490407j 0.0127612+0.014827j 0.0026587-0.0241387j 0.00425368-0.00917784j 0.00896492-0.0120247j -0.00330268+0.0094119j -0.00886933-0.0107592j 0.011967-0.00467121j 0.0176362-0.0133662j 0.0160217+0.00237691j -0.00808256-0.0682905j -0.00457878-0.0130896j -0.0141874-0.00525926j -0.00086584+0.00548767j -0.00321856-0.0132024j 0.00644901+0.000544306j 0.0108816-0.0114254j 0.000800774-0.0287998j -0.00353157+0.000366975j 0.00549022+0.0157593j 0.000927802-0.0159256j 0.00024908+0.0412808j 0.0010369-0.00389408j 0.013977-0.0288415j 0.00484858+0.030807j 0.00790302-0.00292926j 0.0370709+0.000416234j -0.00605782-0.0516276j 0.0256866+0.0222801j 0.00125129-0.00341357j 0.00263668+0.000603338j 0.000338292+0.00478725j 0.00717307-0.034919j 0.0130835-0.00275101j 0.011315-0.0228584j 
0.0096571-0.00749158j -0.00294345+0.0128119j 0.00533851+0.0112434j -0.0231754+0.0197194j -0.00322786-0.00597252j -0.0219702+0.0144466j -0.00779645+0.00217246j 0.0136936-0.0182464j 0.00135701+0.00461652j -0.0125125+0.0157774j 0.0121871-0.0102882j 0.00122462-0.0256728j 0.0128996+0.00109904j 0.00961251+0.00497517j -0.00138002+0.0152237j 0.0164027-0.00159256j 0.0207607+0.000671142j -0.00365153-0.00421757j 0.00378888-0.0119345j 0.000730406+0.00360822j 0.0132888-0.00241515j 0.0105602+0.00592104j -0.000501736-0.00330202j 0.0188233-0.00373648j -0.0448384+0.00455025j -0.00141483-0.00151736j 0.00909173+0.00459638j -0.00281241-0.0126829j 0.0150656-0.018355j -0.00217373-0.00578756j 0.00910763+0.0046831j -0.00381961-0.000127879j 0.00417862+0.000689956j -0.00914671-0.00254211j -0.00357771+0.0217473j -0.00056466-0.00516286j 0.0101197-0.00414905j 0.0121351+0.00839126j 0.00584484+0.00205742j -0.0197067-0.0120175j 0.00192396+0.00347017j 0.00146785+0.027332j 0.00388136+0.0124572j -0.0158446+0.00796464j -0.0103072-0.0176391j -0.00695918+0.0490302j 0.0105749+0.00849976j 0.0238641+0.0125826j 0.00185309-0.0047137j -0.00409086+0.00485079j 0.00754427-0.00732729j 0.00781438+0.00498097j -0.0038521+0.0177634j 0.00328547+0.0069808j 0.00566152-0.0216345j -0.012537+0.0156963j 0.0122459-0.0287081j -0.00498996-0.0214271j -0.00903846+0.0159082j 0.00603339-0.034964j 0.00450506+0.0266441j -0.0265963-0.007715j 0.0107222+0.0324537j -0.029956-0.0196064j -0.000216779+0.00060628j 0.00187681-0.00397884j 0.00490481+0.00502902j 0.00108302+0.0429633j -0.0267533-0.000105396j 0.0023122+0.0234858j 
0.00607397-0.00275378j -0.00639266+0.00412028j 0.00830555+0.00454445j -0.0013798+0.00905497j -0.000140138-0.00500003j -0.00632456+0.00818144j -0.00288711+0.00620786j 0.00238551-0.00953221j -0.00294169-0.000454293j 0.00621865+0.00650548j -0.000710745+0.00588018j -0.0136945-0.00655029j -0.000202746-0.00296181j 0.0024371-0.00464273j 0.00756427+0.0073488j -0.00699877+0.00137302j -0.000617807+0.000214377j 0.000278505+0.00570323j -0.00409407-0.00650248j -0.001411+0.00318626j 0.00273095-0.00693295j 0.00490984-0.00791915j 0.00500897-0.00308243j -0.00653447-0.0011968j -0.00130326+0.00233964j 0.00245405+0.00487992j -0.000266829+0.0052717j 0.00322093-0.000585957j 0.00290743-0.00902713j 0.00738925+0.00727396j 0.000371828-0.00148239j -0.000400208+0.01014j -0.000471517-0.0134766j 0.00689545+0.00578744j -0.00449822-0.00231585j 0.00869056+0.00251496j -0.00648443+0.00441036j 0.0113064-0.00333321j 0.00239475-0.00634267j 0.00548588-0.00485131j 0.00532086+0.000993552j -0.00423267+0.00895464j -0.00839839+0.0119134j -0.0124823+0.00901136j -0.000982345-0.0001876j -0.00296764+0.0149233j -2.90455e-05+0.0103325j -0.0128587+0.0126545j -0.00117478+0.00123379j -0.00293849+0.00173375j -0.00268801+2.82767e-05j 0.0046847+0.00442418j 0.00503551+0.000994609j -0.00468392-0.00345586j -0.00325731+0.00181839j 0.00820421-0.00137376j 0.0011556-0.00136152j -0.00287695-0.00546458j -0.00503065-0.00698921j 0.00126693+0.0125479j 0.000733218-0.00183736j -0.00752354-0.00190925j 0.0129892+0.00249248j 0.0080023-0.0152364j 0.00256224-0.00346296j 0.00235697-0.000159948j -0.00123999+0.00674363j 0.0151816+0.0108303j 0.00122426+0.00610986j 0.00989965-0.00414808j 
0.00441148+0.00882096j 0.00209839-0.00321798j -0.00286418+0.00618432j -0.0132672+0.0116024j 0.00701218-0.00725452j -0.00953709+0.00969243j -0.00108995+0.0077959j -0.0128699-0.00556298j 0.0138624-0.0069805j 0.00297756-0.00748202j -0.0174444+0.00385433j -0.00899353-0.0131839j 0.00510089+0.00939247j -0.00530809-0.0141335j 0.0121323-0.00559909j -0.0200259+0.00437313j -0.00578399+0.00360515j 0.00559592+0.00246807j -0.00528419-0.0091903j -0.0101291+0.0069686j 0.00714234-0.0019814j -0.0108273+0.00493496j -0.00173338+0.00562096j 0.0101759-0.000685763j 0.0327772+0.000925134j -0.0221226-0.00344818j 0.0161959-0.00701052j -0.00326721-0.0157014j -0.0123219-0.00591851j 0.00676473+0.00429634j -0.00349952+0.00612704j -0.00252589-0.00589183j 0.00658552-0.0110498j 0.00661016+0.00894472j -0.00331855-0.000784993j 0.0131144-0.0236278j -0.0173356+0.00127414j -0.0013825-0.0124372j -0.00119781-0.0030274j 0.0156113-0.0242749j -0.0178908+0.000387358j -0.00964528+0.000272748j -0.00938639+0.00743372j -0.00574247+0.00224241j 0.00940456+0.00988332j 0.0159218-0.00441791j 0.00740403+0.00403429j -0.00661744-0.0106718j -0.00976528-0.0139077j 0.00762817-0.00203915j 0.0185065-6.81459e-05j 0.0102556+0.020957j -0.00226205-0.00384095j -0.0181139+0.0041332j -0.00717753+0.00812874j 0.00226395+0.0180783j 0.00568783+0.0188982j 0.0234753+0.00534723j -0.0167602-0.00676232j 0.00523608+0.000262673j -0.00930686-0.00219231j 0.0123568+0.0206976j -0.00493343-0.00813953j -0.00669246+0.0053951j -0.000939792-0.001886j 0.00386965-0.00795926j 6.5867e-05-0.0233496j 0.0133837-0.00974074j -0.00899596-0.00202522j 0.00942883+0.00328121j 
-0.0119503-0.000697453j -0.00752954+0.00114267j 0.0150027-0.0134565j 0.0183116-0.00150892j -0.00306686+0.00520204j 0.00117083+0.00381292j 0.00201991+0.00263544j -0.0118747+0.00203785j 0.00510806-0.00176767j 0.00601581-0.00818847j -0.00612671+0.017387j 0.0104754+0.00824192j -0.00824-0.0119554j -0.00444108-0.000335786j 0.00195907-0.0107665j -0.0185649+0.0114319j -0.00172733+0.00145872j -0.0021916+0.00201905j 0.00677642+0.0084586j -0.00530187+0.00248018j -0.0144506+0.00267313j -0.0149856+0.00221541j -0.000936939-0.000636931j 0.00260508-1.50966e-05j -0.0027262+0.00403255j 0.00148806-0.00695576j 0.0108411-0.00191265j 0.00579037+0.000991088j -0.00980315+0.00841936j 0.00808837+0.00767832j -0.00286161+0.00524718j 0.00774104-0.001912j -0.000366865+0.000995074j 0.00338423+0.00441342j 0.00988461-0.00276955j 0.00692772-0.000749044j 0.00179388-0.00839321j 0.00607552-0.0106269j 0.0124511-0.00773871j 0.00681905+0.00398764j -0.01218+0.00324901j 0.0067654+0.00638287j 0.00807243-0.00126887j -0.0111699-0.00533398j 0.0141591-0.00528634j -0.0058546+0.00850332j -0.00195441-0.00234029j -0.0184641+0.00385439j 0.00279241-0.00271538j 0.00469458-0.00213034j 0.00382935-0.00274492j 0.00788406-0.000708274j 0.00744389-0.00410434j -0.00192077+0.00246321j -0.000790479-0.00419689j -0.00372236-0.00570121j -0.00410093+0.0189378j -0.000552967+0.00218362j 0.000806492-0.00974146j -0.00081853+0.00378355j 0.00480969+0.00536441j 0.0229605+0.00431001j 0.00358025+0.00665801j 0.00865936+0.00693778j -0.00131561-0.00158536j 0.00126294-0.00351437j 0.000593423-0.00233484j 0.000853339+0.00193675j 0.0151825+0.0111181j 0.0148975-0.00211926j 
0.00145624+0.00599405j 0.00696881+0.00503311j -0.00255586+0.00300488j -0.00764745+0.0138777j 0.00131695+0.00315806j -0.00902415-0.00181805j 0.0110317+0.00358657j 0.00128693+0.00571253j 1.92696e-05-0.0105652j -0.00554259-0.0102268j -0.00145034-0.0113266j -0.00826504+0.00286241j 0.0106276+0.0123049j -0.0108378+0.00424124j 0.00699342-0.00624727j 0.0167724-0.0116217j -0.00104323+0.00393287j 0.0187734-0.0070361j 0.0116822+0.00387926j 0.0128662+0.0194333j 0.00311514+0.000797591j 0.00345456+0.00314964j -0.0202042+0.00485901j 0.00852657+0.00609149j -0.0103117-0.0188598j -0.00115575+0.0112468j 0.00548812+0.00607876j -0.00599877-0.00700943j -0.00210183-0.0189714j 0.00532567-0.00859159j 0.0097674-0.00661661j 0.0130876-0.00675964j -0.0147123-0.0170323j 0.00427608+0.00702808j 0.0165582-0.00599672j -0.0175553-0.0102175j -0.000780979+0.0245626j -0.00675504-0.00487255j -0.00135988-0.0101011j 0.0083098-0.0244521j 0.0023814+0.00847665j -0.0110871+0.00594995j -0.0220368-0.00481867j -0.0169578+0.0294346j -0.0158133-0.00440112j 0.00908934+0.0186077j -0.0149087-0.00150083j -0.00230839-0.000726368j 0.00471647-0.00598826j -0.00766154+0.00917673j -0.00359414+0.0125767j -0.00983246+0.0152512j -0.00165592-0.00360322j -0.00961723-0.00572044j -0.0012958+0.0105978j 0.0110801-0.00122973j -0.00426278-0.0054941j 0.0273106+0.00746116j 0.0111877-0.00729371j 0.00655021+0.0062881j 0.00169402+0.00162748j -0.0193199+0.00391209j 0.0119734+0.0203749j -0.0114412+0.0107361j -0.0102879-0.00256496j -0.00313725+0.00140597j -0.00297685-0.00846933j 0.012456+0.0452653j -0.00769396+0.016489j 0.00705484+0.016598j 
0.00726821+0.0115777j -0.00473087+0.00338401j 0.0104669-0.000118432j -0.0107427+0.00954807j 0.00668845-0.00583834j -0.000743233+0.0119963j -0.00471484-0.0123945j 0.00472692+0.00158465j 0.00381357+0.0153956j 0.0248897+0.00593819j -0.0118121+0.0129208j -0.00855531+0.00866896j 0.00339408-0.00419747j 0.00614931-0.00481108j -0.00705757+0.0137112j 0.00150551+0.00342956j 0.00118895+0.00747968j -0.00287955-0.0132678j -0.000466579-0.0154292j 0.00067841-0.00556527j 0.0124615+0.0032062j 0.00480557+0.015923j 0.000572116+0.00315943j -0.00703476-0.0115877j 0.00967736+0.0330159j -0.012669+0.00617609j -0.00739398-0.00230226j 0.0167259-0.00656732j 0.0136722-0.0125328j -0.00337026-0.01381j 0.0205794-0.00097913j 0.00685788+0.000921907j -0.000722938-0.00966016j -0.0183673+0.0101509j 0.00532961-0.00406381j 0.00264183+0.00452194j -0.00483396+0.0179144j 0.015173-0.0255639j -0.00666477-0.0234272j -0.00039338-0.0177983j 0.0030574+0.0084084j -0.00284441-0.00985212j -0.0052233-0.00241975j 0.00738402+0.00136112j 0.0110745-0.013275j -0.0134292-0.0070499j -0.0011515+0.00307741j 0.00531309+0.000419187j -0.00506124+0.00293024j 0.000327271-0.00962701j 0.00397561-0.00577386j 0.00395687-0.00106927j -0.00257412-0.00609954j -0.00886908-0.00164175j -0.0123206+0.00513307j -0.0129777+0.000273695j 0.0104677+0.00907367j 0.0149259-0.00775693j 0.00591205+0.00660774j 0.0282575-0.00963485j 0.0227767-0.00783885j -0.00459879+0.035994j 0.00930207-0.00599718j -0.0103781+0.0234737j -0.00275461+0.00187085j -0.00197562+0.0141747j 0.00361912-4.31003e-05j 0.0228959+0.00800469j -0.00359199+0.0104114j 0.0176011+0.00178447j 
