-0.00367055-2.77122e-16j -0.00878152+5.04718e-06j -0.00760145-0.000509457j -0.00176363-7.37427e-05j -0.00320174-0.000416268j -0.00544557-4.35982e-05j -0.00220988-9.87648e-05j -0.00608778-0.000748843j 0.000772368-0.000347175j -0.000320717-0.000194698j 0.00258719+0.000191697j -0.00475529-0.000132857j -0.0026494-0.000597904j -0.00347945-0.000488133j -0.00267595-0.000299112j -0.00149293-2.41762e-05j 0.00432692+0.00041902j -0.00112205-0.000312242j 0.00261111+5.64423e-05j -0.000402282-0.000391418j -0.00259002-0.000277374j 0.00115379+9.7944e-05j -0.00541818-0.000422453j 0.00121414+0.00012898j -2.28568e-05-0.0002093j -0.00319829-0.000410492j -0.000950863-0.000312731j 2.72795e-05+0.000132544j 0.00420997+0.000870135j 0.00189597+0.0002371j -0.00378525-0.000563219j 0.00134378+0.0002187j -0.00242278-0.000550206j -0.000376875+0.000366869j -0.00119519+1.40309e-05j 0.0020384+0.000400056j 0.000707593-0.000252174j -0.000491755+9.89569e-06j -0.000755455-0.000567948j -0.00448963+9.30331e-05j -0.00208179-0.000393716j 0.00349737+0.000506188j 0.00277524+0.000191037j 0.00136136+0.0003033j 0.00458265-0.000259612j -0.00299426-0.000449343j -0.00372264-0.000961117j 0.0043825+0.00115396j 0.00664823+0.000483823j -0.00220268+0.000518423j 0.0142149+0.00039513j -0.00404898+0.000434549j 0.00962086-0.00531205j 0.0283574+0.00333004j -0.000564237+0.000120567j 0.878931-0.00629537j 
0.00420997-0.000870135j 0.00129171+0.000313649j -0.00322259+0.00141161j -0.00504718+0.000230151j 0.00747408+0.000200443j 0.00112178+0.000374579j -0.00521633+0.000524666j 0.0059031+0.00120051j 0.0102693-0.00018388j 0.00295793-0.000444047j 0.00657113+0.000246937j 0.00613685-0.000815343j 0.00347467+0.0012696j 0.000860737+0.000547412j -0.00407774+0.000505781j -0.00751229+0.000386678j -0.0221816+0.00041717j 0.0248515+0.000213323j -0.00187997-0.000136376j -0.0135281-2.12745e-05j -0.00189959-0.000497033j -0.0117988-0.000803248j 0.00793344-0.000131363j 0.00539676-0.000692903j -0.0130226-4.33844e-05j -0.0122198-0.000319237j -0.053066+0.000223024j -0.0172607+0.000151059j 0.940706-2.36474e-15j -0.061006+0.000327537j -0.0114004-0.000249066j -0.0172421-7.42475e-05j -0.00177455+0.000620899j -0.0179416-6.14406e-05j 0.00516934+0.000694598j -0.0061869-0.000361523j 0.00150332-1.76035e-05j -0.00185852+0.000162598j 0.00154538-0.000199808j -0.00352245-0.000495194j 0.000220358+0.000439394j 0.00158223-0.000558415j 0.00331156-0.000594802j -0.00818576+0.00117421j -0.00126308+0.000788013j -0.0019409+0.000343378j 0.00317991+0.000498732j -0.00883583-0.000123584j 0.0031881-0.00117432j -0.00435608-0.000554409j -0.000346757-0.000383472j -0.00611803+0.000191071j 0.00403555+0.000194633j -0.00393332-0.00148376j -0.00108621+0.000269651j 0.00332675+0.000900207j 
0.00189597-0.0002371j 0.00127107+2.33151e-05j 0.00135119+0.000255077j 0.000928075-0.000108297j -0.000144429+0.000515987j -0.00157144-0.000128678j -0.00260266-4.18032e-05j 0.00319959+0.000820933j 0.0042187-0.000198767j 0.00633744+0.000461689j -0.00127974-5.84442e-08j -0.00494877-0.000678414j 0.000889616+0.000578408j 0.00341328+0.000383847j 0.000211304-0.000207565j -0.0159287-0.000146241j -0.0129641-3.19756e-05j -0.0169411-9.76277e-05j 0.00203927-0.000159166j 0.0108973+0.000536938j 0.0244174-0.000235046j -0.00484082-0.000335503j -0.000284958-0.000520464j 0.0115842-0.000125022j -0.0497336+8.32268e-05j 0.0764858-0.000570934j -0.905434-0.000174477j -0.310346+0.000158002j -0.061006-0.000327537j -0.0155996-2.84754e-15j 0.0124304+0.000451393j 0.000840184+5.29132e-05j -0.000889485-0.000427372j -0.00588753+2.42675e-05j -0.00785654-0.000159676j 0.00424397-0.000724048j -0.00116817+0.000114493j -0.00513015+8.14838e-05j -0.00490113-0.000453521j 9.45769e-05-0.000401289j -0.00147982+0.000500046j -0.00789469+7.42598e-05j -0.00108912-0.000708j -0.000252273+7.64171e-05j 0.00259533+0.000472298j 0.00373889+0.00104838j 0.000833286+0.000138858j 0.00129964+0.000501652j 0.00111878-0.000331584j -0.00229312-0.000294221j 0.0017273+0.0002145j 0.000824155+0.000393839j -0.000473516-4.88722e-05j -0.00129453-0.000475846j -0.00155907-0.000191368j 0.000197479+0.000161914j 
-0.00378525+0.000563219j -0.000591895+0.000121784j 0.00186849-1.8764e-05j -0.00144111+0.000127747j 0.00484184-0.000491136j 0.00589506-0.000245822j 0.00429908-0.000240915j 0.00507899+4.81647e-05j 0.000586141-0.000399926j -0.00291899+0.000617104j 0.00390624-3.85889e-05j 0.00661284+0.000373079j 0.00415615+0.000521259j 0.0216107+0.000584972j 0.00902111-0.000188069j 0.00728099+0.000208439j -0.0064809+0.000273951j -0.00864948+8.65265e-05j -0.0173863+1.87285e-05j -0.0133686+0.000376142j -0.00647958-0.000271849j 0.0358728+0.000101201j 0.0227157+0.000290028j -0.00396924+0.000226486j -0.0062723+0.000226666j -0.940442+0.000557087j -0.116471-0.000316797j 0.0980051-0.000821802j -0.0114004+0.000249066j 0.0124304-0.000451393j 0.0402017-5.45028e-16j 0.00749952-0.000632362j -0.00177459+0.00055318j -0.0239969+0.000393664j 0.0129062-0.000664068j 0.00194559-0.000101004j -0.00548107-0.00108884j 0.000393559+4.72134e-05j 0.00384064+0.000748121j 0.00157179-0.000552666j -0.0043158+0.000457095j -0.00500138+7.58982e-05j 5.56755e-05+0.000278397j -0.00470281-0.000636555j -0.00600188+0.000280693j 0.00170004+0.000408786j -0.00013694+0.000413868j -0.000795085-0.000656252j -0.000353647+0.00046717j 0.00266889-0.000386291j -0.00128473+8.11464e-05j -0.000969063-0.000555556j -0.000753042+0.000236126j -0.00167934-0.000360755j -0.000844462-0.000108893j 0.00259309+0.000418929j 
0.00134378-0.0002187j -0.00235315+0.000326623j -0.00179761-0.000113613j -0.00393387+0.000385636j 0.00194055+0.000113858j -0.00370444+0.000263411j -0.00312417-0.000333106j 0.0030052+0.000175215j -0.00264367+0.000246933j 0.00956922+0.000339492j 0.00409385+0.000130582j -0.00192841-0.000104609j 0.00234396+0.000683163j 0.00958977+0.000580803j -0.00795352-0.000589059j -0.0205075-5.02437e-05j -0.000447642-0.000644439j 0.0102217-0.000135625j -0.0162539+0.000134325j 0.0187636-0.000255558j 0.0283368-1.18838e-05j 0.0121197-0.000256121j -0.050648-0.000666181j -0.0626264-0.000284995j -0.953768-0.00025009j 0.00341311+0.000285423j 0.0579995+4.34715e-06j -0.0207463+0.000278424j -0.0172421+7.42475e-05j 0.000840184-5.29132e-05j 0.00749952+0.000632362j 0.000425259+1.38426e-16j -0.0136889+0.000100962j -0.00180247+0.000406381j 0.00358298-0.000636262j 0.00787897+0.000442558j -0.00458486+0.000362566j -0.00374354+0.000612434j 0.00350888+0.000335664j -0.000769539+0.000229169j 0.00221807+0.000599543j -0.00586506-0.000743168j 0.00299507-0.000690219j -0.000186106-0.000711238j 0.00316163-0.000460312j 0.000605986+0.000971832j 0.00267127-8.17462e-05j -0.00131042+0.000371568j -0.000735613+0.000266969j -0.00542308-0.000441143j -0.000708683+0.00019393j -0.000481422+0.000244735j 0.00162319-0.000156364j -0.00289084-0.000412825j 0.00143029+7.27685e-05j 3.9851e-05+0.000184787j 
-0.00242278+0.000550206j -0.000459771+0.000115577j 0.00415521+9.97557e-05j 0.00371643-0.000205059j 0.00125811+0.000114894j 0.00156232-0.000820761j -0.00250067+0.00046714j 0.0106232+0.000111802j 0.00288737-0.000270782j -0.00824258+0.00059538j 0.000560298-6.29304e-05j -0.00370414-0.000457656j 0.00538612+0.00121984j -0.00177343-0.000459393j 0.0251423-0.000560877j 0.00382497-8.731e-05j 0.00167141+0.0010322j -0.0119075-0.000110684j 0.0044602-0.000456056j 0.00221904+0.00111956j 0.0331433-0.000177262j -0.0063748-0.000372684j 0.101463-0.000315502j 0.951659+0.00097793j -0.0704778+0.00034211j 0.00581597-0.000352356j 0.0224882+0.000352648j 0.00367386-0.000442638j -0.00177455-0.000620899j -0.000889485+0.000427372j -0.00177459-0.00055318j -0.0136889-0.000100962j 0.0113557+4.88704e-16j -0.00937698-0.000488531j -0.00358459-0.00017341j 0.00317768-0.000332581j 0.00567167-0.000129733j 0.00651529+0.000796197j -0.00469071+0.000537917j 0.00221532-0.000680594j -0.00553253-0.000173769j -0.00206574-0.000266015j -0.0037653+0.000327465j -0.000988265-0.000293134j -0.00410288+0.000657171j 0.0021965+0.000630538j -0.00227404+0.000121881j 0.000702499-0.000462536j 0.00167131+2.94135e-05j 0.00149862-0.000260874j 0.00287934+0.000636225j 0.00231425-0.000198712j -0.00322868+0.000197091j -0.00163574-0.00056172j -0.00119803-0.00030567j 0.000466312+6.04043e-05j 
-0.000376875-0.000366869j 0.000910089+0.000116188j 0.000103327-0.000301111j -0.00411351-0.000186599j -0.00463837+0.000585834j -0.000274203+0.000887515j -0.00851135-0.000638567j -0.00819074+0.000209437j 0.00394703+0.00082045j 0.00574023+0.000241092j 0.015951-0.0013146j 0.0194528+0.000548285j -0.00624665+0.000457933j 0.00531505+0.000567292j 0.000741025-0.000316243j -0.0120906+0.000133901j 0.00491295-9.08334e-05j 0.0099711+0.00047547j -0.00156728+0.00060458j -0.0134924+0.000662909j -0.0421136-8.89711e-06j -0.0791257-0.000423941j -0.940574-0.000884216j 0.096883+0.000502016j 0.0415743-0.00064792j -0.019176+0.000229669j -0.00596453-0.000398348j 0.0235773-0.000250851j -0.0179416+6.14406e-05j -0.00588753-2.42675e-05j -0.0239969-0.000393664j -0.00180247-0.000406381j -0.00937698+0.000488531j 0.0010096-3.33663e-16j -0.00185407-0.000884772j -0.00107563-0.000113061j -0.0038007+0.000341387j 0.00377056-0.00104832j 0.00407918-0.000375667j 0.00457504+0.000383684j 0.00406072+6.69623e-05j -0.00651316+1.37758e-05j -0.00298129+0.000219229j 0.00476814-0.00021955j 0.00295632-0.000263412j -0.00277927-0.000525551j 0.00421437+0.000318309j -0.00364031+0.000419357j -0.00772051-0.000427417j -0.00362022-0.00010201j -0.00318582-0.000637556j 0.00369932+0.00023336j -0.00114995-3.42486e-05j -0.00161627-0.0001236j 0.00211876+0.000471356j 0.00497368+0.00048818j 
-0.00119519-1.40309e-05j 0.00492042-0.000592928j 0.00144414+0.000910842j 0.00386335-0.000196784j 0.00168328-0.000774447j -0.00221005+2.39539e-05j 0.00324652+0.000560528j 0.00402486+0.0003774j -0.00179003-0.00158243j 0.00476547-0.000376038j -0.000936955-0.00019663j -0.00433717-0.000743954j 0.0167816+0.000162955j 0.012041+0.000398169j 0.00214539+0.000231442j 0.0164386-0.000595828j -0.0134341+0.00130174j 0.0126417-0.00137078j -0.0117118-0.000312227j 0.00191125-5.43079e-05j 0.0912546-0.000102968j 0.931035+0.000703577j -0.076084+0.000255186j 0.00763922-0.000352302j 0.0105293+0.00021969j 0.0241278-2.41979e-05j 0.00968351+0.000222743j -0.0109941+0.000392624j 0.00516934-0.000694598j -0.00785654+0.000159676j 0.0129062+0.000664068j 0.00358298+0.000636262j -0.00358459+0.00017341j -0.00185407+0.000884772j 0.0120272-1.28749e-16j -0.00477212-0.000779042j 0.00326364+0.000871912j -0.00115392+0.000152661j -0.000404922+0.000583773j -1.59647e-05-0.00148566j -0.00733455+4.40264e-05j 0.00028225-0.000338077j 0.000946184-0.000494374j -0.00469979+4.22393e-06j -5.26273e-05-5.94192e-07j 0.00132294+0.000359495j -0.00236987-4.1438e-06j -0.000151359-0.00109466j 0.00126129+0.000366998j 0.00239484-0.000884319j 0.00310345+0.000440409j -5.42372e-05-0.000636085j -0.00244037+0.000362094j -0.000343369-0.000824816j -0.00225701-0.000222556j 0.000851041+6.17228e-05j 
0.0020384-0.000400056j 0.00369112-0.000227897j 0.000997564-6.05539e-05j -0.00073869-0.000296971j -0.000598452+0.000368111j -0.000521166+0.000923276j -7.69389e-05-0.000380055j -0.00847447+0.000401902j -1.90925e-05+0.000840404j 0.00802509-0.000370039j -0.0052001-0.000785539j 0.012692+0.000456613j -0.0113467+0.000540748j -0.00244857-0.000351069j -0.00635495+0.000219406j 0.00532516+0.000144258j -0.0163634+0.000102831j -0.0213124+0.000556813j -0.00116753+0.000178453j -0.026183+0.000312346j -0.953193-0.000661117j 0.0889275+0.000239974j 0.0400701+5.16916e-05j 0.0327434+8.02205e-05j -0.038313-4.60427e-05j 0.00382176-0.00022321j -0.0111363-0.000263348j 0.0214389+9.55651e-05j -0.0061869+0.000361523j 0.00424397+0.000724048j 0.00194559+0.000101004j 0.00787897-0.000442558j 0.00317768+0.000332581j -0.00107563+0.000113061j -0.00477212+0.000779042j -0.00971867-1.77104e-16j -0.00284036+0.000168353j 0.00373516-0.000585177j 0.000446113-0.000648956j 0.00277187+0.00101008j -0.000575233+3.70978e-05j -0.00115275-0.000554693j -0.000103215-0.000335435j -0.00278521+0.000152832j 0.00467118-0.000253079j 0.00106117-0.000311929j 0.00187847+0.000368919j -0.000563497+0.000778266j -0.00335107-0.00031447j 0.00107824+0.000376296j 0.000409889-0.000613465j 0.00123867+0.000164345j 0.000580256-8.35914e-05j 0.00173907+0.000315785j -0.00207973+6.35736e-05j 0.00202585+0.000308442j 
0.000707593+0.000252174j -0.00173547+0.000281262j 0.00173702-0.000657766j -0.00107176-0.000207043j 0.00437611+0.00111367j 0.00376497-3.94969e-05j -0.00166257-0.000591023j 0.00575166+0.000621009j -0.00661387+0.00158591j 0.00642952+8.86728e-05j -0.0163675-0.000624612j 0.0165092-0.000682826j -0.00916417-1.84205e-06j 0.00290491-0.000214375j 0.00415891+0.000602602j 0.0198301-0.00067177j 0.00727637-0.00153467j -0.0245918-0.000260097j -0.0436244-0.00051115j -0.943868-0.00127367j 0.0205527+0.000375613j 0.0133787+8.23453e-05j -0.00352666+0.000485211j -0.00374294-0.00123307j 0.00272652-0.000144386j 0.0174785+0.000435579j -0.00769961+0.000514316j 0.0140039+0.000433998j 0.00150332+1.76035e-05j -0.00116817-0.000114493j -0.00548107+0.00108884j -0.00458486-0.000362566j 0.00567167+0.000129733j -0.0038007-0.000341387j 0.00326364-0.000871912j -0.00284036-0.000168353j -0.00864114+2.78206e-16j 0.00769545+0.000459979j -0.000883569-0.000232113j -0.00182811+0.000763363j -0.000861658-6.49385e-07j -0.000964462-0.000910191j -0.00114493+0.000223803j -0.000745292-0.000202364j 0.00345222-4.34211e-05j 0.00914074+0.000426681j 0.00345775+0.00043465j -0.00047855+0.000783409j -0.00299016-9.51516e-05j -0.000501608+0.000311687j 0.00150483+9.46513e-05j 0.00125441+0.000483124j 0.00208311-0.00028965j -0.00164403+0.000248002j -0.00221315-0.000347762j 5.75791e-05+0.000385672j 
-0.000491755-9.89569e-06j 8.01873e-05+0.000325428j 0.00515882-0.00102929j -0.00380687+0.000455303j -0.00367509+0.000304451j -0.0107855-8.11816e-05j -0.00411776-0.000775503j 0.000127664-0.00030899j -0.012038-0.000880495j 0.00273066+0.00133993j 0.0138903-0.000993304j -0.00727907+0.000404361j -0.0101769+0.000499602j -0.00616995-0.000116363j 0.0186306-0.00113415j -0.0117913-0.000564442j -0.0242345-0.000786577j 0.0231375+6.56628e-06j 0.948197+0.00157163j -0.044423+0.000337517j 0.00750186-0.000201695j 0.0139074-0.000344962j 0.0147777-0.000524958j -0.00727508-0.000450315j 0.00244296-4.68059e-05j -0.0149937-9.5377e-05j 0.00627645+0.00019322j -0.00336482+8.92537e-05j -0.00185852-0.000162598j -0.00513015-8.14838e-05j 0.000393559-4.72134e-05j -0.00374354-0.000612434j 0.00651529-0.000796197j 0.00377056+0.00104832j -0.00115392-0.000152661j 0.00373516+0.000585177j 0.00769545-0.000459979j 0.000310383+4.9548e-17j 0.00318453+0.000283434j 0.00766554-0.000232709j 0.00162782+0.000179685j -0.00814623+0.000193473j -0.0037009-5.42801e-05j 0.00187671-0.00113384j -0.00425999-0.000798571j -0.000544747+0.000306644j 0.000355807+3.05894e-05j 0.00159258-0.000196573j -0.0024068+0.000778194j -0.00198274-8.50392e-06j 0.00141945+0.000167005j 0.00381799-0.000299777j -0.00308452-1.88827e-05j -0.000140196-0.000142309j 0.00135879+0.000227814j 0.00226207+6.83713e-05j 
-0.000755455+0.000567948j 0.000862946+0.000101114j 0.0064311-0.00142027j 0.00223204+0.000494525j -0.00477295+0.000135542j 0.0037103-0.00046239j 0.0110852-0.000499604j 0.00444816-0.00145749j -0.0215309-2.42515e-05j -0.0115315+0.000838642j -0.00785362-0.000516683j -0.00979049-2.47496e-06j -0.00588887-0.000544114j -0.000181026-8.10307e-05j 0.0089893-9.75216e-05j 0.0217428-0.000716664j 0.0040857-7.73222e-05j 0.953071+0.00200189j -0.0265355-8.03339e-05j -0.00637207+0.000190935j -0.00856658-0.000703933j 0.0058246-0.00127446j -0.0114226-0.000257485j 0.000874148-2.28179e-05j 0.0041891+0.000138403j 0.00262769-0.000161089j -0.00561545-8.06283e-05j -0.00773763+0.000292696j 0.00154538+0.000199808j -0.00490113+0.000453521j 0.00384064-0.000748121j 0.00350888-0.000335664j -0.00469071-0.000537917j 0.00407918+0.000375667j -0.000404922-0.000583773j 0.000446113+0.000648956j -0.000883569+0.000232113j 0.00318453-0.000283434j -0.00603698+5.37764e-17j 0.0056027-6.13448e-05j -0.00268035-0.000109787j 0.00205925+0.000402283j -0.00251497+0.000456844j 0.000741107-0.000602768j -0.00440722-0.000856406j 0.00378694-0.000162667j -0.00477662-0.000285108j 0.00403345-6.19218e-05j -0.00064471+0.000743j 0.00581927+0.000357643j 0.0015799+0.000101748j 0.00174543-0.000150415j -0.00357944-0.000304253j 0.00411604+0.000542989j -0.00269323-0.000312243j -0.00117163-0.000327057j 
-0.00448963-9.30331e-05j 0.00224288-0.000485186j -0.00571526+0.00193852j -0.0021698-0.00101684j 0.0112897+4.90991e-05j 0.00578428-0.000365107j -0.00991245+0.000845387j 0.0080089+0.00205283j 0.0130502+0.000525507j 0.00409951+3.36209e-06j -0.00930094+0.000544123j 0.00693071-0.000355142j -0.0225686+0.0013699j 0.00814906+0.000205888j -0.00891182+0.000905835j 0.054667+0.000396196j 0.94178+0.00254029j 0.015505-9.27815e-05j 0.0240581-0.00064815j -0.00446282+0.00157664j 0.000544373-0.0001154j -0.00532396+0.0011612j -8.40942e-05+1.18408e-05j -0.00791016+0.00097046j -0.00725892+0.000591972j 0.00497453-0.000284855j -0.00217576+0.000163027j 0.00497618-0.000599779j -0.00352245+0.000495194j 9.45769e-05+0.000401289j 0.00157179+0.000552666j -0.000769539-0.000229169j 0.00221532+0.000680594j 0.00457504-0.000383684j -1.59647e-05+0.00148566j 0.00277187-0.00101008j -0.00182811-0.000763363j 0.00766554+0.000232709j 0.0056027+6.13448e-05j -0.000668026+8.23994e-17j 0.00286381+0.000530347j -0.00228191-0.000659035j 0.00249325-0.000885228j -0.0049124+0.00102927j -0.00144667+0.00132066j 0.00121915+0.000742561j 0.0035039+0.000676721j -0.00213291-7.36895e-05j 0.00444664-0.0012358j -0.000560038-0.000582942j -0.00232637+3.67929e-05j -0.00370536+0.000156655j 0.00142835+0.000591492j -0.00380643-0.0007762j 0.00147237+0.000218638j 0.00394477+0.000441979j 
-0.00208179+0.000393716j 0.00134251+0.000121485j 0.00323086-0.000126508j -0.000206208+0.000471342j -0.0042957-0.000414081j 0.018224-0.000793561j 0.00458177-5.23286e-05j 0.0078941-0.000621987j 0.000619668-0.000234047j -0.0137037-0.000691014j 0.00306404+0.000309149j -0.00568138+0.000640554j -0.00466928-0.000722828j 0.0160395-0.00051612j -0.0172425-5.50767e-05j -0.938267-0.00246234j 0.0540341-0.000138102j -0.002313+0.000733277j 0.00180396+0.000414911j -0.00463479-0.0006315j -0.00211857+0.000220659j 0.00904832+0.000722427j 0.00352378+0.000148039j -0.00421662+9.21552e-05j -0.00082534+6.87978e-07j 0.00861584+0.000176423j 0.00516673-2.41793e-05j -0.0047846-0.000184782j 0.000220358-0.000439394j -0.00147982-0.000500046j -0.0043158-0.000457095j 0.00221807-0.000599543j -0.00553253+0.000173769j 0.00406072-6.69623e-05j -0.00733455-4.40264e-05j -0.000575233-3.70978e-05j -0.000861658+6.49385e-07j 0.00162782-0.000179685j -0.00268035+0.000109787j 0.00286381-0.000530347j -0.0028918-9.58435e-17j 0.0035936-5.02706e-05j -0.00199479+0.000755454j -0.0027258-0.000151526j -0.00332332-8.40133e-05j -0.00122163-0.000556178j -0.00494387+0.000210409j 5.1356e-05-0.000113084j 0.000804062+0.00027408j 0.00515825+2.93724e-05j -0.00296944-0.000299811j -0.0028043-0.000220131j -0.00151675-3.13615e-05j 0.0028188+8.25198e-05j -0.00216195-7.56893e-05j 0.00144127+4.45853e-05j 
0.00349737-0.000506188j 0.000870618-0.000431134j -0.00747174+0.00112819j 0.00556153-0.000165868j -0.00619733-0.00108494j -0.0020697+0.000223318j -0.00934128+0.000186141j -0.00419149-0.000635138j -0.00286829+0.00121555j 0.0121091-0.000255921j -0.00845057+0.00160044j -0.00666285-0.00160124j 0.0109559-0.00178538j -0.0218071+0.000812723j 0.93939+0.00198383j -0.0107461+9.87387e-05j 0.00854984+0.000897523j 0.00676454-0.000102218j -0.000672395-0.0011477j -0.0110788-0.000576845j -0.000378135-0.000197167j -0.0034495+0.000272052j -0.00277529+0.000300247j 0.00140145-0.000542085j -0.00205377+0.000555183j -0.00951424+0.000333592j -0.00215306-0.000138949j 0.00287748+0.000847958j 0.00158223+0.000558415j -0.00789469-7.42598e-05j -0.00500138-7.58982e-05j -0.00586506+0.000743168j -0.00206574+0.000266015j -0.00651316-1.37758e-05j 0.00028225+0.000338077j -0.00115275+0.000554693j -0.000964462+0.000910191j -0.00814623-0.000193473j 0.00205925-0.000402283j -0.00228191+0.000659035j 0.0035936+5.02706e-05j 0.00353305-1.60462e-16j 0.000123898-0.00043327j -0.00105207+0.000382957j 0.0031986-0.00031254j -0.00226419-4.58666e-05j 0.00181655-0.000523491j 0.00120475+0.000382623j 0.00373463-0.000271181j -0.0051082+9.7288e-05j -0.00313264+0.000111384j -0.00147522+0.000447428j 0.000805211-0.000253136j 0.00299247+0.000107043j 0.000204933+0.000125053j -0.00234178-0.000290342j 
0.00277524-0.000191037j 0.0027966-0.00052234j -0.0020005+0.000299705j 0.00679107-0.000270339j -0.00110123+3.02264e-05j -0.00517299-0.000530933j 0.0135458-0.000205344j -0.0133968-0.00125419j -0.0061385+0.00139185j -0.00437861-0.00132319j -0.0172814+5.66473e-06j -0.00847704-0.000369194j 0.027977-0.00144407j 0.942756+0.000365073j 0.00318056+0.00078789j -0.00329584+0.000541562j -0.00337965+0.000163354j -0.00167478-7.36754e-05j 0.00517684-0.000104302j -0.00903586+0.000199572j 0.00388728+0.000346639j -0.0031514+0.000328855j -0.00813681-0.000680777j 0.00441141-0.000411667j -0.00342616-0.000556416j -0.00241895-0.000580314j 5.89923e-05-0.000383044j 0.00347884-0.000339429j 0.00331156+0.000594802j -0.00108912+0.000708j 5.56755e-05-0.000278397j 0.00299507+0.000690219j -0.0037653-0.000327465j -0.00298129-0.000219229j 0.000946184+0.000494374j -0.000103215+0.000335435j -0.00114493-0.000223803j -0.0037009+5.42801e-05j -0.00251497-0.000456844j 0.00249325+0.000885228j -0.00199479-0.000755454j 0.000123898+0.00043327j 0.00250861-2.25514e-17j 0.000297425+0.000506444j -0.000937316+0.000174414j -0.00206108-0.000355371j 2.59767e-05-0.000513308j 0.00453936+0.000217933j 0.00398238-0.000520924j 0.00262724+0.00056755j 0.000431909-0.000185371j -6.46491e-05+0.000210232j -0.000983803-0.000157518j 0.00463201+0.000574369j -0.00201277-0.000161205j -0.00332585-0.000522738j 
0.00136136-0.0003033j 0.00382789-5.13701e-05j 0.0011398+0.00176588j -0.00203766+0.000367588j 0.0148598-0.000792369j 0.00221134-0.00084949j -0.00181099+0.00156641j 0.0191557+0.00165504j 0.00701528+2.41377e-05j 0.00402124+0.000142193j -0.00571893+0.00100078j 0.0105645-0.00130555j -0.94129-0.00212825j 0.0326592+0.00150326j 0.000125589+0.00181557j 0.00378831-0.000759503j -0.0127324-0.0013284j 0.00738451+0.000503333j 0.00331902-0.00059658j 0.00441661-2.76781e-05j -0.000111721+0.000442279j -0.0106009-0.000251934j -0.00100606+0.000279738j -0.00353591-0.00126444j 0.00172717+0.000838908j 0.000994389+0.000418057j -0.000335821+0.000798515j -1.5458e-05-0.00037323j -0.00818576-0.00117421j -0.000252273-7.64171e-05j -0.00470281+0.000636555j -0.000186106+0.000711238j -0.000988265+0.000293134j 0.00476814+0.00021955j -0.00469979-4.22393e-06j -0.00278521-0.000152832j -0.000745292+0.000202364j 0.00187671+0.00113384j 0.000741107+0.000602768j -0.0049124-0.00102927j -0.0027258+0.000151526j -0.00105207-0.000382957j 0.000297425-0.000506444j -0.00660285+2.05565e-16j -0.00118133+0.000450388j 0.00357096+0.000763803j 0.00104274+0.000118029j -0.00288817-0.000291182j 0.00535476-0.000236843j -0.000138107-0.000369687j 0.00350984+0.000542721j -0.00436241-0.000138831j 0.002539+0.000370059j -0.00242633-0.00113352j -0.00324744-0.000134937j 0.00189918+0.000568877j 
0.00458265+0.000259612j -0.00142894+0.000578272j 0.0109721+3.58215e-07j 0.00708961+0.00143134j 0.00322484-0.00120044j -0.00123638-0.00254301j 0.0150572+0.000989795j 0.01654+0.000351937j 0.00887289-0.00203269j -0.00422326+0.000765337j -0.0195064+0.000268183j 0.936396+0.00188966j 0.00742874+0.00129721j -0.00522281-0.000416415j -0.00443327-0.0016772j 0.000962178-0.000658228j 0.00844448-0.000247519j -0.00691177-4.68457e-06j 0.00549423+0.000450978j -0.00123885+0.000614849j -0.00632127-0.000612006j -0.000738938-0.000693635j -0.0116391-0.000487928j -0.00332702-0.000320078j 8.9511e-05+0.000204184j -0.0015122-0.000528466j 0.000669128+0.000677148j 0.00695552+1.29714e-05j -0.00126308-0.000788013j 0.00259533-0.000472298j -0.00600188-0.000280693j 0.00316163+0.000460312j -0.00410288-0.000657171j 0.00295632+0.000263412j -5.26273e-05+5.94192e-07j 0.00467118+0.000253079j 0.00345222+4.34211e-05j -0.00425999+0.000798571j -0.00440722+0.000856406j -0.00144667-0.00132066j -0.00332332+8.40133e-05j 0.0031986+0.00031254j -0.000937316-0.000174414j -0.00118133-0.000450388j -0.00362015-1.00939e-16j 0.000693976+0.000292027j -0.0030862-0.000468633j 0.00650317-0.000683001j 0.00597656+0.000683705j 0.00125875-4.84103e-05j 0.00236793+0.000746944j -0.00113436-0.00030304j 0.000742236+6.38542e-05j 6.53734e-05-0.000224311j -0.00482869-0.00065175j -0.00456469-0.000164589j 
