-0.00367055-2.77122e-16j -0.00878152+5.04718e-06j -0.00760145-0.000509457j -0.00176363-7.37427e-05j -0.00320174-0.000416268j -0.00544557-4.35982e-05j -0.00220988-9.87648e-05j -0.00608778-0.000748843j 0.000772368-0.000347175j -0.000320717-0.000194698j 0.00258719+0.000191697j -0.00475529-0.000132857j -0.0026494-0.000597904j -0.00347945-0.000488133j -0.00267595-0.000299112j -0.00149293-2.41762e-05j 0.00432692+0.00041902j -0.00112205-0.000312242j 0.00261111+5.64423e-05j -0.000402282-0.000391418j -0.00259002-0.000277374j 0.00115379+9.7944e-05j -0.00541818-0.000422453j 0.00121414+0.00012898j -2.28568e-05-0.0002093j -0.00319829-0.000410492j -0.000950863-0.000312731j 2.72795e-05+0.000132544j 0.00420997+0.000870135j 0.00189597+0.0002371j -0.00378525-0.000563219j 0.00134378+0.0002187j -0.00242278-0.000550206j -0.000376875+0.000366869j -0.00119519+1.40309e-05j 0.0020384+0.000400056j 0.000707593-0.000252174j -0.000491755+9.89569e-06j -0.000755455-0.000567948j -0.00448963+9.30331e-05j -0.00208179-0.000393716j 0.00349737+0.000506188j 0.00277524+0.000191037j 0.00136136+0.0003033j 0.00458265-0.000259612j -0.00299426-0.000449343j -0.00372264-0.000961117j 0.0043825+0.00115396j 0.00664823+0.000483823j -0.00220268+0.000518423j 0.0142149+0.00039513j -0.00404898+0.000434549j 0.00962086-0.00531205j 0.0283574+0.00333004j -0.000564237+0.000120567j 0.878931-0.00629537j 
-0.00475529+0.000132857j 0.00574144-0.000646531j -0.00034492+0.000234501j -0.00186478+5.87227e-05j 0.000746881-0.000286073j 0.00286122-0.000726069j 0.00022466+3.07701e-05j 0.00619246-0.000642361j -0.00844572-0.000661253j -0.00268072+0.000437147j 0.000927207+0.000292365j -0.00481865-2.61293e-17j 0.000813004-0.000440763j -0.00180702+0.000216268j 0.00226178-0.000290939j 0.00153797+0.000148467j -0.00406385+0.00129302j -0.00589881-0.000853558j -0.00356142-0.000734981j -0.00363512+0.000121736j -0.0090945+0.000268161j -0.00113844-1.15921e-05j -0.00884255+0.000306778j -0.0057583+0.000599223j -0.00505355+0.000351194j 0.00872554-0.000137654j -0.00604793-0.000639931j 0.000860278+0.000170449j 0.00613685+0.000815343j -0.00494877+0.000678414j 0.00661284-0.000373079j -0.00192841+0.000104609j -0.00370414+0.000457656j 0.0194528-0.000548285j -0.00433717+0.000743954j 0.012692-0.000456613j 0.0165092+0.000682826j -0.00727907-0.000404361j -0.00979049+2.47496e-06j 0.00693071+0.000355142j -0.00568138-0.000640554j -0.00666285+0.00160124j -0.00847704+0.000369194j 0.0105645+0.00130555j 0.936396-0.00188966j -0.010873+0.000351508j -0.0110457-0.000791786j 0.000615897-0.00197607j 0.0101539-0.000418051j 0.0128594-0.00101763j -0.0037823+0.00255999j -0.00050712-0.0011572j -0.00537152+0.00140812j 0.00854715-5.21779e-05j 0.000979953+0.000589645j 0.00368777-0.000244055j 
-0.0026494+0.000597904j -0.00345607+0.000110441j 0.00271221-0.00113664j 0.00334169-0.000385813j -0.00469681+0.00015123j -0.00486202+0.000524336j 1.99904e-05-0.000383556j -0.006239-0.000234289j -0.00220158+0.000304893j -0.00196801+0.000186794j 0.00362007-0.000768747j 0.000813004+0.000440763j -0.00936902-3.17454e-16j 0.0011322-0.000510651j 0.00217485-0.000395372j -0.000473554-0.000244016j 0.0102837-0.00102794j -0.00410093+0.000607281j -0.00571086+0.0010315j -0.00010233-0.00022661j -0.00123114+0.000215209j 0.00661961+4.43213e-05j 0.00446197-0.000175766j 0.00483262+0.000293544j -0.00230839-0.000597207j 0.00343567-0.000762926j -0.00734352+0.000297867j 0.00552696-0.00044214j 0.00347467-0.0012696j 0.000889616-0.000578408j 0.00415615-0.000521259j 0.00234396-0.000683163j 0.00538612-0.00121984j -0.00624665-0.000457933j 0.0167816-0.000162955j -0.0113467-0.000540748j -0.00916417+1.84205e-06j -0.0101769-0.000499602j -0.00588887+0.000544114j -0.0225686-0.0013699j -0.00466928+0.000722828j 0.0109559+0.00178538j 0.027977+0.00144407j -0.94129+0.00212825j 0.00742874-0.00129721j -0.00470328-0.000960787j -0.00886738+0.000238219j 0.00311896-7.36098e-05j -0.0149512+0.00173294j -0.000139601+0.0015682j -0.00131139-0.000816283j 0.011725+0.000745161j -0.0021667-0.000329936j -0.000863728+0.00179757j 0.00316453+3.54177e-05j -0.000910502-0.000303247j 
-0.00347945+0.000488133j 0.00251229-0.000178802j 0.0048838-0.000519362j 0.00114146-0.000140813j 0.000221019+0.000193692j -0.000223306+0.000166005j 0.00343882-0.000530182j 0.00442168+0.000519115j -0.00518558+0.000180999j -7.06611e-05+0.000498929j 0.00357656-0.00030417j -0.00180702-0.000216268j 0.0011322+0.000510651j 0.00910032+1.80194e-16j -0.00174238-0.000419687j 0.00508472-0.000758099j 0.00327-0.000739316j -0.00293457+0.00040878j -0.00124971-0.000133434j 0.00387269-0.000221514j -0.00195938+0.000227531j 0.00108861-0.000505391j -0.00116098-8.48413e-05j -0.000236273+0.000329898j 0.00202782+0.000715321j 0.00136021-0.000300215j -0.00222047+0.000538565j 0.00425071+0.000562307j 0.000860737-0.000547412j 0.00341328-0.000383847j 0.0216107-0.000584972j 0.00958977-0.000580803j -0.00177343+0.000459393j 0.00531505-0.000567292j 0.012041-0.000398169j -0.00244857+0.000351069j 0.00290491+0.000214375j -0.00616995+0.000116363j -0.000181026+8.10307e-05j 0.00814906-0.000205888j 0.0160395+0.00051612j -0.0218071-0.000812723j 0.942756-0.000365073j 0.0326592-0.00150326j -0.00522281+0.000416415j 0.00842463+4.77614e-05j 5.71983e-05+0.00134049j 0.00500196+0.00133718j -0.0124643+0.00119597j 0.0107671+0.00012813j -0.00322823+0.00057068j 0.000285356+5.85929e-06j -0.00552976-0.000253531j -0.00147088-0.000365746j -0.00264672-0.000532844j 0.00253709+0.000182054j 
-0.00267595+0.000299112j -0.000109262+0.000111098j 0.00341087-0.000105985j -0.00032267-0.000249327j 0.00136853+0.000430066j -0.00366742-0.000130445j -0.00671225-0.000100971j 0.00624931+0.000257287j -0.00120399+0.000352578j 0.00359952+0.000539304j 0.00264822-2.08183e-05j 0.00226178+0.000290939j 0.00217485+0.000395372j -0.00174238+0.000419687j 0.00505419-1.867e-16j -0.00550923-2.21885e-05j -0.000198255-0.000618369j 0.00388559+0.000392456j -0.0127379+0.000183684j 0.000692552+0.000863466j 0.0047788+0.000457017j 0.00711781-0.00039998j 0.00201578-4.27569e-06j -0.00509807-0.000192533j -0.000539215+0.000832953j 0.00994081-0.000228955j 0.000272436+0.000182504j 0.00449985-0.00077542j -0.00407774-0.000505781j 0.000211304+0.000207565j 0.00902111+0.000188069j -0.00795352+0.000589059j 0.0251423+0.000560877j 0.000741025+0.000316243j 0.00214539-0.000231442j -0.00635495-0.000219406j 0.00415891-0.000602602j 0.0186306+0.00113415j 0.0089893+9.75216e-05j -0.00891182-0.000905835j -0.0172425+5.50767e-05j 0.93939-0.00198383j 0.00318056-0.00078789j 0.000125589-0.00181557j -0.00443327+0.0016772j 0.00683988+0.001589j 0.00975531+0.000214713j -5.3219e-05+0.0012262j -0.0065246+0.000672178j -0.00600596-0.000215788j -0.00258738-0.000191494j 0.00381781-0.00107975j -0.00435256-0.00016007j -0.00615934-0.00113809j -0.000690208-0.000449141j 0.00327431+0.000502761j 
-0.00149293+2.41762e-05j -0.00224292+7.08728e-05j -0.00358048+0.000113591j -0.00181183+6.54195e-05j -0.00371288+0.000217985j 0.00431181-0.000299393j -0.00478723+4.95728e-05j -0.00157886+0.000333012j -0.00067411+8.63312e-05j 0.00700281+0.000145094j -0.0024786+0.000584649j 0.00153797-0.000148467j -0.000473554+0.000244016j 0.00508472+0.000758099j -0.00550923+2.21885e-05j -0.00591265-2.55872e-16j -0.00239926-0.000511225j 0.000772913+9.73073e-05j -0.00439232-0.000199765j 0.00201088-5.04735e-05j -0.00380777-6.67597e-05j 0.00325513-0.000152493j 0.0032119+8.86941e-05j 0.000887348+0.000162069j 0.00739513+0.000596498j -0.002414+0.000455685j -0.00365789+0.000565783j 0.00963094+4.29238e-05j -0.00751229-0.000386678j -0.0159287+0.000146241j 0.00728099-0.000208439j -0.0205075+5.02437e-05j 0.00382497+8.731e-05j -0.0120906-0.000133901j 0.0164386+0.000595828j 0.00532516-0.000144258j 0.0198301+0.00067177j -0.0117913+0.000564442j 0.0217428+0.000716664j 0.054667-0.000396196j -0.938267+0.00246234j -0.0107461-9.87387e-05j -0.00329584-0.000541562j 0.00378831+0.000759503j 0.000962178+0.000658228j -0.00521001-0.000307745j 0.0143571-0.000662505j 0.000720596+0.000275186j -0.00543185-0.000738898j -0.00390111-0.000106072j -0.011452-0.000790585j -0.00377503+0.000427393j 9.83769e-06-0.00054625j -0.00334827-0.000222962j 0.00102953-0.00016264j 0.00175201+0.000381549j 
0.00432692-0.00041902j -0.00177986+0.000218826j -0.00380202+0.000710959j -0.00129086+0.000569687j 0.00341506+0.000147706j -0.00357237-1.6258e-05j 0.000965561+0.000562346j 0.00488041+0.00118319j -0.00150892-0.000104426j 0.0047306-0.000683805j -0.000846473+0.000672005j -0.00406385-0.00129302j 0.0102837+0.00102794j 0.00327+0.000739316j -0.000198255+0.000618369j -0.00239926+0.000511225j -0.00772312+2.69533e-16j 0.00767375-0.000102844j 0.0139017-0.000197929j 0.00160519-0.000779901j -0.0135602-0.00115268j 1.95304e-05-0.00139183j 0.00239211-0.000334006j -0.00148335-0.000641756j 0.00416337-0.000236813j -0.00977679+0.000507663j 0.00876388+0.000157488j -0.0157224+0.000748309j -0.0221816-0.00041717j -0.0129641+3.19756e-05j -0.0064809-0.000273951j -0.000447642+0.000644439j 0.00167141-0.0010322j 0.00491295+9.08334e-05j -0.0134341-0.00130174j -0.0163634-0.000102831j 0.00727637+0.00153467j -0.0242345+0.000786577j 0.0040857+7.73222e-05j 0.94178-0.00254029j 0.0540341+0.000138102j 0.00854984-0.000897523j -0.00337965-0.000163354j -0.0127324+0.0013284j 0.00844448+0.000247519j 0.00206338+0.000587579j 0.00410249+2.8283e-05j -0.00397326+0.000538581j 0.00469517-0.00194912j -0.00642821-0.000840312j 0.00717768+0.00038953j -0.00934956+3.18697e-05j 0.00264667-0.00103681j -0.0044381-0.00194286j -0.00177393-0.000484891j -0.00384125+5.5878e-05j 
-0.00112205+0.000312242j 0.0029365-0.00030188j 0.00441194-0.000499361j 0.00405805-0.000293781j -0.00129909-0.000163001j 0.00135605-9.37016e-05j 0.00609809-0.000339659j -0.000285132-0.000732823j -0.0017007-8.0379e-05j -0.00659948+0.000290796j -0.00445631-0.000178948j -0.00589881+0.000853558j -0.00410093-0.000607281j -0.00293457-0.00040878j 0.00388559-0.000392456j 0.000772913-9.73073e-05j 0.00767375+0.000102844j -0.00618201+4.83554e-17j 0.00415107+0.000260658j 0.00254013+0.000246968j -0.00858997+0.000749302j 0.00064738+0.000544097j -0.00727184+0.000376607j 0.00269547+0.000442313j -0.00706931-0.000333214j 0.00613036-0.000793419j -0.0139937+0.000457682j 0.00244869-3.73917e-05j 0.0248515-0.000213323j -0.0169411+9.76277e-05j -0.00864948-8.65265e-05j 0.0102217+0.000135625j -0.0119075+0.000110684j 0.0099711-0.00047547j 0.0126417+0.00137078j -0.0213124-0.000556813j -0.0245918+0.000260097j 0.0231375-6.56628e-06j 0.953071-0.00200189j 0.015505+9.27815e-05j -0.002313-0.000733277j 0.00676454+0.000102218j -0.00167478+7.36754e-05j 0.00738451-0.000503333j -0.00691177+4.68457e-06j 0.00651265-0.000519122j -0.00895916-0.000848664j 0.0128753-6.06246e-05j 0.00343875+0.00146j 0.00816752+0.00048478j 0.00228353+0.00050116j 0.00444984+0.000115365j -0.002311+0.000537152j 0.00577708+0.00142312j -0.000998548+0.000113151j -0.00085808-0.000567725j 
0.00261111-5.64423e-05j -0.00193275+0.000254778j -0.000271994+0.000185173j 0.00396864+2.13471e-05j -0.00360667-0.000296347j 0.0029018-0.000153394j -0.00179089+2.80892e-05j -0.000459356-0.000679293j -0.000257907-0.000204487j 0.00232437-3.9915e-05j -0.00127727+0.000273944j -0.00356142+0.000734981j -0.00571086-0.0010315j -0.00124971+0.000133434j -0.0127379-0.000183684j -0.00439232+0.000199765j 0.0139017+0.000197929j 0.00415107-0.000260658j -0.00457811-1.43332e-16j -0.00738586-0.000434771j 0.00207565+0.000658496j 0.00258166+9.50769e-05j 0.0135811+0.00101474j 0.00377945+0.000582236j -0.0119842-0.000680811j -0.0128003-1.32702e-05j -0.0270613-1.49142e-06j 0.0268492-5.46446e-05j -0.00187997+0.000136376j 0.00203927+0.000159166j -0.0173863-1.87285e-05j -0.0162539-0.000134325j 0.0044602+0.000456056j -0.00156728-0.00060458j -0.0117118+0.000312227j -0.00116753-0.000178453j -0.0436244+0.00051115j 0.948197-0.00157163j -0.0265355+8.03339e-05j 0.0240581+0.00064815j 0.00180396-0.000414911j -0.000672395+0.0011477j 0.00517684+0.000104302j 0.00331902+0.00059658j 0.00549423-0.000450978j -0.00543098-0.000976862j 0.00125369-0.00128233j 0.0026876-0.000906772j 0.00198661+0.000219729j -0.00159438+0.000715174j -0.00843732+8.55399e-05j 0.00262832+0.000278267j 0.00232163+0.00044057j 0.00403404+0.000939174j -1.0421e-05+0.000296286j -0.000540968+5.04783e-05j 
-0.000402282+0.000391418j -0.00264643+0.000312146j 0.00121912+0.000269024j 0.00303616+0.000299071j 0.00200831-0.000461748j -0.00290852+6.9611e-05j 0.00187738+0.000343732j 0.00609646-7.10303e-05j 0.000596722-0.000772216j -0.00629049+0.000402427j 0.00971108-0.000407082j -0.00363512-0.000121736j -0.00010233+0.00022661j 0.00387269+0.000221514j 0.000692552-0.000863466j 0.00201088+5.04735e-05j 0.00160519+0.000779901j 0.00254013-0.000246968j -0.00738586+0.000434771j -0.00968378+5.26597e-16j 0.00379701+5.27329e-05j -0.0013019-0.000792858j 0.00863507+0.000446895j -0.00141228+9.05675e-05j 0.00394687+0.000385237j 0.0195718-0.000994687j -0.0019288-0.000167565j 0.0407463+0.000447475j -0.0135281+2.12745e-05j 0.0108973-0.000536938j -0.0133686-0.000376142j 0.0187636+0.000255558j 0.00221904-0.00111956j -0.0134924-0.000662909j 0.00191125+5.43079e-05j -0.026183-0.000312346j -0.943868+0.00127367j -0.044423-0.000337517j -0.00637207-0.000190935j -0.00446282-0.00157664j -0.00463479+0.0006315j -0.0110788+0.000576845j -0.00903586-0.000199572j 0.00441661+2.76781e-05j -0.00123885-0.000614849j -0.00804741+0.000711724j 0.00109569+9.58029e-05j -0.00443848-0.00160119j -0.0020745+0.000538105j 0.00204186-0.000670861j -0.00242961-1.49048e-05j 0.00215651-0.00113727j -0.00107084+0.000203057j -0.000922357-0.000739044j -0.00129086-0.000306637j -0.000425183+0.000248531j 
-0.00259002+0.000277374j -0.00183021-0.000129124j -0.00325228+0.000419396j 0.000940515+0.00011876j 6.10911e-05-0.000201444j -0.000825856-0.000681534j -0.00125659+0.000440431j 0.0056391-0.000359971j 8.19662e-05-0.000842806j -0.00324246+0.000323745j 0.00123281+0.000427363j -0.0090945-0.000268161j -0.00123114-0.000215209j -0.00195938-0.000227531j 0.0047788-0.000457017j -0.00380777+6.67597e-05j -0.0135602+0.00115268j -0.00858997-0.000749302j 0.00207565-0.000658496j 0.00379701-5.27329e-05j -0.0116609-1.4924e-16j -0.00221594+0.000777968j -0.0231019-6.55925e-05j -0.00548423+0.000387075j 0.00765416+0.000418712j 0.00604633+0.000181061j -0.0271293-0.000771941j 0.0287996-9.20927e-05j -0.00189959+0.000497033j 0.0244174+0.000235046j -0.00647958+0.000271849j 0.0283368+1.18838e-05j 0.0331433+0.000177262j -0.0421136+8.89711e-06j 0.0912546+0.000102968j -0.953193+0.000661117j 0.0205527-0.000375613j 0.00750186+0.000201695j -0.00856658+0.000703933j 0.000544373+0.0001154j -0.00211857-0.000220659j -0.000378135+0.000197167j 0.00388728-0.000346639j -0.000111721-0.000442279j -0.00632127+0.000612006j -0.00511808+0.000795202j -0.00473438-0.000391206j 0.00139562-0.000951663j 0.00558789+0.000285866j -0.000247997-0.000464281j 0.000953663+0.000968938j -0.00125693-0.000393616j -2.00247e-05+0.00029691j -0.000138774-0.000167178j 0.00276438+0.000199078j -0.00170566-0.000419031j 
0.00115379-9.7944e-05j 0.00285309-0.000244577j -0.000850911+0.000766997j 0.00243525+0.000361896j -0.000485386-0.000625001j 0.00425892-0.000409028j 0.0028571+0.000820018j 0.00173955-0.000411085j 0.000163639-0.00100136j -0.00562905-8.02888e-05j -0.0045764+0.000362678j -0.00113844+1.15921e-05j 0.00661961-4.43213e-05j 0.00108861+0.000505391j 0.00711781+0.00039998j 0.00325513+0.000152493j 1.95304e-05+0.00139183j 0.00064738-0.000544097j 0.00258166-9.50769e-05j -0.0013019+0.000792858j -0.00221594-0.000777968j -0.0324745-8.1429e-16j -0.00419234+0.000896435j -0.00369612-0.000221693j -0.0100767+0.000500949j 0.036818+0.000634518j -0.0117103+0.000243002j -0.000119047-0.00023811j -0.0117988+0.000803248j -0.00484082+0.000335503j 0.0358728-0.000101201j 0.0121197+0.000256121j -0.0063748+0.000372684j -0.0791257+0.000423941j 0.931035-0.000703577j 0.0889275-0.000239974j 0.0133787-8.23453e-05j 0.0139074+0.000344962j 0.0058246+0.00127446j -0.00532396-0.0011612j 0.00904832-0.000722427j -0.0034495-0.000272052j -0.0031514-0.000328855j -0.0106009+0.000251934j -0.000738938+0.000693635j 0.00085057-0.000157994j 0.00242764+0.000352694j 0.00442019-0.00154167j 0.00294247-0.00046017j 0.00385926-0.000518436j -0.000414345-3.93902e-05j -0.00170039-0.000747454j -0.00299715-0.000208403j 0.00185403-0.000897449j -0.00441089-0.000600832j -0.000949224-1.59538e-05j 
-0.00541818+0.000422453j 0.002831-0.000499171j 0.000829157-0.000165662j -0.0019+2.76112e-05j 0.00287915-0.000200756j 0.00201591-0.000567818j 0.00447662-0.000204023j 0.00722378-0.000377166j -0.00476723-0.000352923j -0.00565806+0.000217511j -0.00181998+0.000476981j -0.00884255-0.000306778j 0.00446197+0.000175766j -0.00116098+8.48413e-05j 0.00201578+4.27569e-06j 0.0032119-8.86941e-05j 0.00239211+0.000334006j -0.00727184-0.000376607j 0.0135811-0.00101474j 0.00863507-0.000446895j -0.0231019+6.55925e-05j -0.00419234-0.000896435j -0.0163726-2.44433e-16j -0.0268815+0.000497887j -0.00496458+0.000230127j 0.0383707+0.00022067j 0.000231381+1.77774e-05j 0.00892532+0.000149392j 0.00793344+0.000131363j -0.000284958+0.000520464j 0.0227157-0.000290028j -0.050648+0.000666181j 0.101463+0.000315502j -0.940574+0.000884216j -0.076084-0.000255186j 0.0400701-5.16916e-05j -0.00352666-0.000485211j 0.0147777+0.000524958j -0.0114226+0.000257485j -8.40942e-05-1.18408e-05j 0.00352378-0.000148039j -0.00277529-0.000300247j -0.00813681+0.000680777j -0.00100606-0.000279738j -0.0116391+0.000487928j 0.00361413+0.00126342j -0.00502696+0.0001084j 0.00386202-0.000635666j 0.00498974+0.000192935j 0.00503896-0.000623067j 0.00195502+0.000945137j -0.00311872-0.000469795j -0.00259604+0.000153403j 0.000784629-0.00021642j 0.000628994-5.3895e-05j 0.000168466-0.000448961j 
0.00121414-0.00012898j 0.00133271-0.000250376j -0.00247112+0.000527075j 0.00366438+0.000206114j -0.00474057-0.000191359j 0.00406024-0.000489209j 0.00217485+0.000200391j 0.00174313+2.55331e-05j -0.0027453-0.000405235j -0.000621193-0.000191981j 0.00249337+0.000490274j -0.0057583-0.000599223j 0.00483262-0.000293544j -0.000236273-0.000329898j -0.00509807+0.000192533j 0.000887348-0.000162069j -0.00148335+0.000641756j 0.00269547-0.000442313j 0.00377945-0.000582236j -0.00141228-9.05675e-05j -0.00548423-0.000387075j -0.00369612+0.000221693j -0.0268815-0.000497887j -0.0230271-1.57209e-16j -0.0299191-0.000179392j -0.0249915-0.000516835j 0.00756675+6.12853e-05j 0.00890303+0.000798438j 0.00539676+0.000692903j 0.0115842+0.000125022j -0.00396924-0.000226486j -0.0626264+0.000284995j 0.951659-0.00097793j 0.096883-0.000502016j 0.00763922+0.000352302j 0.0327434-8.02205e-05j -0.00374294+0.00123307j -0.00727508+0.000450315j 0.000874148+2.28179e-05j -0.00791016-0.00097046j -0.00421662-9.21552e-05j 0.00140145+0.000542085j 0.00441141+0.000411667j -0.00353591+0.00126444j -0.00332702+0.000320078j -0.000816955-0.000281334j -0.00607052-0.000585895j 0.00201964-0.00019467j 0.00472371-0.000142261j -0.000992138-0.0004247j 0.00213629+0.000689301j -7.35853e-05+0.000209214j -0.00200508-0.000268448j 0.00376067-8.17678e-05j -2.82488e-05+0.000118816j -0.0021304-0.000503355j 
-2.28568e-05+0.0002093j 0.00111066-2.9964e-05j 0.00348362-0.000478293j 0.00169402+0.000129889j 0.000157807-0.000276271j 0.000237911+0.000247032j 0.00775652-0.000443267j -0.00138983+0.00020097j -0.000583268-0.000383675j -0.0031132-1.89951e-05j 0.00474793-0.00105667j -0.00505355-0.000351194j -0.00230839+0.000597207j 0.00202782-0.000715321j -0.000539215-0.000832953j 0.00739513-0.000596498j 0.00416337+0.000236813j -0.00706931+0.000333214j -0.0119842+0.000680811j 0.00394687-0.000385237j 0.00765416-0.000418712j -0.0100767-0.000500949j -0.00496458-0.000230127j -0.0299191+0.000179392j -0.0045141+7.57044e-16j -0.0200356-0.000668275j 0.0152299-0.000205922j -0.0379061+0.000339662j -0.0130226+4.33844e-05j -0.0497336-8.32268e-05j -0.0062723-0.000226666j -0.953768+0.00025009j -0.0704778-0.00034211j 0.0415743+0.00064792j 0.0105293-0.00021969j -0.038313+4.60427e-05j 0.00272652+0.000144386j 0.00244296+4.68059e-05j 0.0041891-0.000138403j -0.00725892-0.000591972j -0.00082534-6.87978e-07j -0.00205377-0.000555183j -0.00342616+0.000556416j 0.00172717-0.000838908j 8.9511e-05-0.000204184j 0.00166496-0.000134328j -0.0055529+0.000368667j 0.000886507-0.000278222j -0.00231776+0.000299065j 0.00330135-0.00030652j 0.00341359+0.000208084j 0.00227106-0.000171j -0.00303682-0.000372186j 0.00167703-4.41951e-05j -0.00194989-0.000320871j -0.00116484-0.000213447j 
-0.00319829+0.000410492j -0.000382307+9.04742e-06j 0.00132147-0.000261759j -0.000558098-0.000183427j -0.000837393+0.000551961j 0.00187589+6.56157e-05j -0.000632035-0.000350449j 0.00257308+0.000540325j -0.000119619+0.000653908j 0.00194579+0.000339677j -0.000686108-0.000267005j 0.00872554+0.000137654j 0.00343567+0.000762926j 0.00136021+0.000300215j 0.00994081+0.000228955j -0.002414-0.000455685j -0.00977679-0.000507663j 0.00613036+0.000793419j -0.0128003+1.32702e-05j 0.0195718+0.000994687j 0.00604633-0.000181061j 0.036818-0.000634518j 0.0383707-0.00022067j -0.0249915+0.000516835j -0.0200356+0.000668275j -0.00304323+1.14627e-16j -0.0648347+0.000572175j 0.13415-0.000456371j -0.0122198+0.000319237j 0.0764858+0.000570934j -0.940442-0.000557087j 0.00341311-0.000285423j 0.00581597+0.000352356j -0.019176-0.000229669j 0.0241278+2.41979e-05j 0.00382176+0.00022321j 0.0174785-0.000435579j -0.0149937+9.5377e-05j 0.00262769+0.000161089j 0.00497453+0.000284855j 0.00861584-0.000176423j -0.00951424-0.000333592j -0.00241895+0.000580314j 0.000994389-0.000418057j -0.0015122+0.000528466j 0.00669627+6.61376e-05j 0.00223454+0.000703354j -0.00133816+0.000396377j -0.00369238-5.15401e-05j -0.00114915-0.00027183j -0.00367527-0.000240634j 0.00250323+0.000523609j -0.0016685-0.000104408j -0.00198215-0.000121527j -0.000850754-0.00020882j 0.00336833+0.000574354j 
-0.000950863+0.000312731j -0.00249065+0.000241947j 0.00255591-0.000576912j 0.000702677-7.27813e-05j 0.00124288-0.000429015j -0.00202376+3.37371e-05j 0.00133585-0.000244246j -0.00326204-0.000485807j 0.00311133-0.000525356j -0.00246575+0.00040195j 0.00453908-0.000884957j -0.00604793+0.000639931j -0.00734352-0.000297867j -0.00222047-0.000538565j 0.000272436-0.000182504j -0.00365789-0.000565783j 0.00876388-0.000157488j -0.0139937-0.000457682j -0.0270613+1.49142e-06j -0.0019288+0.000167565j -0.0271293+0.000771941j -0.0117103-0.000243002j 0.000231381-1.77774e-05j 0.00756675-6.12853e-05j 0.0152299+0.000205922j -0.0648347-0.000572175j 0.095349-3.23699e-15j -0.284264+8.08065e-05j -0.053066-0.000223024j -0.905434+0.000174477j -0.116471+0.000316797j 0.0579995-4.34715e-06j 0.0224882-0.000352648j -0.00596453+0.000398348j 0.00968351-0.000222743j -0.0111363+0.000263348j -0.00769961-0.000514316j 0.00627645-0.00019322j -0.00561545+8.06283e-05j -0.00217576-0.000163027j 0.00516673+2.41793e-05j -0.00215306+0.000138949j 5.89923e-05+0.000383044j -0.000335821-0.000798515j 0.000669128-0.000677148j -0.00371698+0.000124754j -0.00242844+0.000303858j 0.00285126+1.97613e-05j -0.00159837+0.00100266j 0.000448519-0.000101611j 4.75975e-05+1.58352e-05j 0.00172393-0.000582747j -0.000449583+4.742e-05j -0.000190755+0.000394987j 0.00150701+4.36054e-05j -0.0011543-0.000245287j 
2.72795e-05-0.000132544j 0.00070699-0.000174261j -0.00229183+3.67407e-05j -0.00300911+0.000248732j 0.00223031+0.000143497j -0.000253595+0.000453829j 0.00661524-0.000245619j -0.000198236+0.000265448j 0.00585065+0.000295537j -0.00154149-0.000516256j -0.00262876-0.00059186j 0.000860278-0.000170449j 0.00552696+0.00044214j 0.00425071-0.000562307j 0.00449985+0.00077542j 0.00963094-4.29238e-05j -0.0157224-0.000748309j 0.00244869+3.73917e-05j 0.0268492+5.46446e-05j 0.0407463-0.000447475j 0.0287996+9.20927e-05j -0.000119047+0.00023811j 0.00892532-0.000149392j 0.00890303-0.000798438j -0.0379061-0.000339662j 0.13415+0.000456371j -0.284264-8.08065e-05j 0.854952-9.93388e-13j -0.0172607-0.000151059j -0.310346-0.000158002j 0.0980051+0.000821802j -0.0207463-0.000278424j 0.00367386+0.000442638j 0.0235773+0.000250851j -0.0109941-0.000392624j 0.0214389-9.55651e-05j 0.0140039-0.000433998j -0.00336482-8.92537e-05j -0.00773763-0.000292696j 0.00497618+0.000599779j -0.0047846+0.000184782j 0.00287748-0.000847958j 0.00347884+0.000339429j -1.5458e-05+0.00037323j 0.00695552-1.29714e-05j 0.00259009-0.000304158j -0.000123555+0.000620711j -0.00251427+0.000582824j 0.000490881-0.000157646j 0.00280211+0.000202985j 0.0030959-0.00040603j -0.00253555+0.000130716j 0.00247609+0.000232762j -0.00197223-9.16728e-05j -0.000620604-0.000224025j -0.00109178-1.53017e-05j 
