-0.145751+7.42462e-16j -0.101728+0.00230103j 0.0173318+0.0125866j -0.103612-0.129713j 0.0224046-0.0811567j 0.0250128+0.0287852j 0.0500642+0.134469j 0.0292734+0.0425567j -0.0182505+0.0344675j -0.0179094+0.067539j -0.00872402+0.0603095j 0.00638629-0.052187j -0.0481269-0.0150627j 0.0204957+0.0502819j -0.0137999+0.0191028j -0.0129193-0.0096433j 0.0023066+0.00845111j 0.0250151+0.0323973j -0.0111863+0.0398171j -0.0120031+0.0525268j 0.0167729+0.0359547j -0.00327262+0.00446096j 0.00323696-0.0168056j 0.007994-0.0186601j -0.0101972+0.00581207j -0.0121067-0.0183298j -0.0138993-0.0219005j -0.00457713-0.0180784j 0.00705091+0.037583j -0.0125671-0.0233028j 0.00193998-0.000676326j -0.0186263+0.0230662j -0.0279984+0.0218839j -0.0150432+0.019931j 0.00182562+0.0142924j 0.0125935+0.0175621j -0.0282909-0.0147497j 0.0263491+0.00398097j 0.0139628-0.0229197j 0.00343698-0.0289628j 0.000418484-0.0303761j 0.0428836-0.00251615j 0.000733046+0.0347254j -0.0123987-0.0411119j 0.00540292+0.0288447j 0.0264421+0.00338916j -0.00901261-0.0309626j -0.00968486+0.0365896j 0.0374412-0.0667319j 0.0508524+0.0114447j -0.0334407+0.037085j 0.00600143-0.0194951j -0.00132647-0.0434005j 0.000147352+0.0243886j 0.0130005-0.00966348j -0.003897+0.00614881j 0.015616-0.00216542j -0.0267128+0.00591707j 0.0376557+0.00555253j 0.0169251-0.0641367j -0.0035241-0.0105079j -0.0383691-0.00146792j 0.0780955-0.0723737j -0.0336491+0.0868456j -0.0606557+0.0809387j -0.0931962-0.267065j 0.358839+0.128931j -0.106101+0.0888735j 0.0611977-0.188246j 0.0813945+0.0132005j -0.00420748+0.0104197j 0.151394+0.051874j 
0.000147352-0.0243886j 0.0301182+0.0260334j -0.0381539+0.0327943j -0.0388636-0.0712345j 0.0128992-0.130236j -0.0611722+0.133365j 0.127941+0.0384734j 0.100291-0.0463574j 0.0653405+0.0672605j -0.0325449-0.0552102j -0.190141-0.105867j 0.00590896+0.0429652j -0.102115+0.0209302j 0.0859941+0.1522j 0.0362381+0.0913253j 0.119262+0.0853039j 0.106107-0.0663913j -0.106601-0.0407483j 0.0290366-0.00730865j -0.0809879+0.125969j 0.102059-0.0859688j -0.0541035+0.0429714j 0.0388289-0.00076976j 0.067972-0.0330119j -0.0178561-0.0624335j 0.0243863+0.0122799j 0.0103773+0.047666j -0.0763487+0.0160694j 0.0871953+0.0571j 0.0188323-0.0242636j -0.071975-0.0590484j -0.0115341-0.0494141j 0.00618103-0.0419203j -0.0209058+0.0386459j 0.0194486-0.102276j -0.0629337-0.0459708j -0.0047398-0.0656455j 0.0158839+0.0753805j 0.00688422+0.0453658j -0.0431404-0.0212436j -0.0979338+0.0335304j 0.0135835+0.0219169j -0.00819511+0.0394332j 0.101427-0.00400288j 0.0308752+0.024456j 0.0344282+0.0399485j -0.0250293-0.00145246j -0.0769278+0.00809082j -0.0193149-0.0879222j 0.0047707+0.00211991j -0.0412719+0.0551917j -0.00884819-0.0452137j -0.0698132+0.00999621j 0.00690609-7.21645e-16j 0.00980795-0.0151107j -0.00813586+0.0187297j -0.00822685-0.0372367j -0.0408026-0.0172485j -0.0104445-0.0536606j -0.0369944-0.061259j 0.0201771+0.0595352j 0.0146325-0.00800577j 0.0542348+0.0544226j 0.0222539-0.0021835j -0.0536411-0.031546j 0.0206904-0.00619142j 0.0464506+0.106554j 0.0118763+0.0129781j 0.0231134-0.0689318j -0.00854191-0.0352336j -0.0344122+0.0237358j 0.0142171-0.0146373j 
0.0130005+0.00966348j -0.00955173+0.0489657j -0.00982217-0.0304989j 0.126779+0.0829516j 0.0292127+0.00529385j 0.00542929+0.0903301j -0.00772006-0.128737j -0.0865919-0.170028j 0.0384627+0.0139047j 0.0865354+0.0774199j 0.065771-0.00637052j -0.0200988-0.000641912j 0.0481448-0.0757711j 0.256792-0.0414292j -0.105789-0.129226j 0.0579772-0.034181j -0.0386781-0.0473333j -0.0480874-0.231075j 0.051044-0.0279178j -0.00231607+0.0890871j -0.181617-0.0312077j -0.0469344+0.0244728j -0.127867+0.0138736j -0.135722-0.0788413j 0.0735396+0.134558j -0.0591891+0.0615322j -0.0824791+0.0759876j -0.0273688-0.162646j 0.0821722+0.0922056j 0.034582-0.0819789j 0.0476325+0.0281175j 0.0459447-0.00569108j 0.0845507-0.111898j 0.0470711+0.0402142j 0.0379742-0.0643122j 0.082137+0.028113j -0.0359855-0.0362828j 0.0125819+0.0938246j 0.0136148-0.0276646j 0.0204597-0.0874227j -0.00468845+0.0197576j 0.112009-0.035185j 0.0659851-0.0416657j -0.0937921-0.0176308j 0.0365344+0.0189462j 0.0467171+0.0453083j 0.0616539-0.0520298j -0.0176684+0.0471132j -0.0101371+0.0290371j -0.00689934+0.0662248j -0.0037993-0.0369464j 0.0429721+0.0686828j -0.101189+0.0346886j 0.00980795+0.0151107j -0.10128-7.77156e-16j -0.0614831-0.0724283j -0.0124792+0.000152141j -0.0104684+0.00574048j -0.00963105+0.0638691j -0.0152953-0.0283849j 0.0155495-0.0212968j -0.0027808-0.0159679j 0.0191776+0.0499554j 0.023446-0.00278529j -0.0535932+0.0360988j -0.0325324+0.0221601j 0.0580572+0.00325789j 0.0328442-0.00683918j -0.00572782+0.0700995j 0.0619764-0.0905721j 0.0376731-0.0476569j 0.0125939-0.00775021j 
-0.003897-0.00614881j -0.023234-0.0190758j 0.0164055+0.0179722j -0.0341457-0.0665567j 0.0860817-0.19434j 0.161238-0.0921488j 0.0495283-0.207945j 0.00490356+0.120762j -0.125699-0.136954j -0.148085+0.0915104j 0.0480676+0.0908309j 0.0284094+0.0307516j 0.161741+0.0996994j 0.13556-0.0975518j 0.0821175+0.0398154j -0.113057-0.0660874j -0.053255+0.0288268j 0.0735452-0.047416j -0.0664322-0.0378029j 0.0455492-0.0197793j -0.0473532+0.0309358j -0.0447771+0.0236421j 0.00647703+0.0410644j 0.129723+0.0334839j -0.0115186-0.0325695j 0.00303863+0.0393201j -0.049292+0.0609679j 0.00676659+0.0141025j 0.0855933-0.0847416j 0.092047-0.0618499j 0.00418167+0.00144815j -0.0468322+0.0651066j -0.0024695+0.0442835j 0.0522184-0.0618203j -0.0146068+0.0648964j -0.0849399+0.082961j 0.0138175+0.0406652j 0.0283179-0.0521682j -0.00983945+0.0162389j -0.0159031+0.0486814j 0.10112+0.0154124j -0.0637093+0.0168502j 0.0318381+0.0698308j 0.00715866+0.0125651j -0.0129109-0.040489j 0.116479-0.0404605j 0.0190277-0.0163505j 0.0354936+0.0994368j 0.0711302-0.0472664j 0.0159362+0.0307109j -0.0132582-0.0462609j 0.0184729-0.0114833j -0.0509157-0.00674706j -0.00813586-0.0187297j -0.0614831+0.0724283j 0.0418185-1.71391e-15j -0.077511-0.0414883j 0.0485626+0.0362244j -0.0198668-0.0120213j -0.000554877+0.00387196j -0.0736105-0.0437838j 0.0271469-0.0040592j 0.041455+0.00864868j 0.0415059-0.00890762j -0.0478048-0.0748025j 0.0772038+0.00267433j -0.0423831+0.0115547j -0.0195753+0.00381964j 0.00934768+0.00417898j -0.0208411+0.0224353j -0.00948114+0.0100758j 0.00106682+0.0110213j 
0.015616+0.00216542j -0.0253546+0.00373758j 0.0568168+0.0262595j -0.0296952-0.0447469j 0.030334+0.0197983j 0.048833+0.0509045j -0.0167825+0.0624451j 0.0298373+0.0967984j -0.0847493+0.0189006j -0.0426475+0.0235327j -0.0376731+0.0360081j -0.0265631+0.0321731j -0.0586959+0.0377286j -0.0458467+0.0315353j 0.0377797+0.100995j -0.114457-0.34013j -0.0168032-0.197688j 0.0287001-0.430061j -0.0160592+0.0544985j 0.0113452+0.0920797j 0.00956239-0.0378565j -0.0330075+0.146802j 0.0139398+0.106887j 0.120956+0.0499405j 0.135642-0.0193388j 0.0412876-0.0270636j 0.0517705-0.0234101j -0.137133+0.0126803j -0.0564184-0.123771j 0.159539+0.0114379j -0.0439108+0.0424817j -0.121439-0.0847782j 0.0593284-0.0729995j -0.0826316+0.138531j 0.0456386+0.035466j 0.0015547+0.0563423j -0.00542928+0.0247671j -0.0732999+0.0207169j 0.0208456+0.0382104j -0.0815014+0.0205013j -0.0124972+0.0418056j 0.0635058+0.00832873j 0.0140144-0.0144746j -0.041126-0.00333413j -0.0372501-0.0395836j -0.0518824-0.0650912j 0.0607455+0.017804j -0.00201+0.0507647j -0.0586125-0.00752049j -0.033387+0.0243095j 0.0189762+0.0305536j 0.0369151-0.0236014j 0.0498217+0.0120653j -0.00822685+0.0372367j -0.0124792-0.000152141j -0.077511+0.0414883j -0.0763802+2.77556e-16j 0.00700763+0.0341398j -0.000407227+0.0154214j -0.0184364+0.0582212j -0.0451081-0.016481j -0.00284097-0.0152551j 0.0361073+0.000170531j -0.0221549-0.0206996j -0.0191206+0.00510802j -0.00785685-0.00386538j -0.0383519-0.0200293j 0.016501+0.0237347j 0.0184605-0.0356922j -0.0318447+0.028991j -0.00256525-0.00160992j 0.0192757+0.0317458j 
-0.0267128-0.00591707j -0.0134343+0.0192447j -0.0841724+0.0559649j -0.026741+0.0466947j -0.151214-0.0883491j -0.00221381-0.154752j 0.012664+0.107722j 0.153172+0.100583j 0.0322248+0.128765j 0.0200792+0.107545j -0.0156128+0.00645179j 0.0628564-0.0109932j 0.00663571-0.110433j -0.015856+0.110377j -0.119674-0.144345j 0.145104+0.0339768j -0.00859681-0.0151632j -0.141022-0.138238j -0.00522987+0.110389j -0.0450554-0.0942519j 0.0855831+0.0100917j -0.00602898+0.0487526j 0.00723376+0.00663355j 0.0801618+0.0163793j 0.0400388+0.0804437j 0.00429569-0.0340667j 0.108335+0.139097j -0.0667847-0.0681091j 0.0477713+0.0183729j -0.0130676-0.0473078j -0.00308899-0.0234394j 0.0278862-0.0126802j 0.13671-0.00159263j 0.108823-0.0143065j 0.00538298-0.00950149j 0.0997818-0.0434661j -0.0203366-0.0265539j 0.00517515-0.0359272j -0.00840528+0.0451861j -0.0591053-0.0540055j 0.0144248-0.0667634j 0.00140696-0.0435477j -0.00715102+0.0265711j -0.0777607-0.00543386j -0.00134163+0.00195115j -0.0901829-0.00676951j 0.0165471-0.042928j 0.054886+0.000164814j 0.00969051-0.0763771j 0.0447329+0.046056j 0.0290351-0.0359634j 0.09121+0.0102725j -0.00251911+0.0256611j -0.0408026+0.0172485j -0.0104684-0.00574048j 0.0485626-0.0362244j 0.00700763-0.0341398j 0.097285-4.02456e-16j 0.0389269-0.0664059j 0.00684478-0.0260463j 0.0110312-0.00675444j 0.0858269+0.00144174j -0.0665305-0.0587116j -0.0488651-0.0241346j -0.0140075-0.0619276j 0.0478598-0.0470146j 0.00522736+0.0025681j 0.00784137+0.0201628j -0.0208048+0.0192768j -0.0107475-0.0472171j 0.01936+0.00893523j -0.0172554+0.0168102j 
0.0376557-0.00555253j -0.0341501-0.0505532j 0.0609459+0.0285095j 0.00426405+0.0148924j -0.0113773-0.0546526j 0.0246831+0.0618128j -0.0497512+0.0536223j 0.136257+0.0641139j 0.00886803+0.0679815j -0.0372071+0.0192263j -0.0511097-0.0029656j -0.0177393+0.0742039j -0.0558258+0.0630891j -0.0292973-0.287223j -0.0178826+0.0366144j -0.101448+0.0502928j 0.0115073+0.174113j 0.116002+0.137871j 0.090114+0.0472568j -0.107465-0.00448407j 0.0377145+0.0433922j -0.0176844-0.0066058j 0.201472-0.0315158j -0.165733+0.0873357j -0.00158861+0.106299j 0.0381384+0.188539j 0.0458312+0.105066j 0.0471372-0.0721465j -0.0581519-0.0610985j -0.0971434-0.055486j -0.0619632+0.0564192j 0.0716226-0.0352502j 0.00657232-0.161425j -0.0155765+0.018689j -0.0269585+0.00920276j 0.0805697+0.0686796j 0.0596127-0.0114301j 0.017515+0.0349358j -0.0322859+0.0317557j -0.0153891+0.0131613j -0.0380296+0.000703864j -0.0503623-0.0238799j -0.00188047-0.0266549j -0.00557668+0.0140173j 0.0123016-0.0131683j -0.00689225-0.0334767j 0.0401776-0.0359936j 0.00378237+0.0570025j -0.0195806-0.0586153j -0.0758426+0.0615296j -0.0256785+0.0542151j -0.0047588-0.0367694j -0.0573937+0.0258822j -0.0104445+0.0536606j -0.00963105-0.0638691j -0.0198668+0.0120213j -0.000407227-0.0154214j 0.0389269+0.0664059j -0.0666215+2.498e-16j -0.0205552+0.0143371j 0.0362336-0.0434259j -0.0373645-0.0368935j 0.0551662-0.0228542j -0.0502656-0.0314718j -0.018443+0.0578732j -0.0383967-0.0255548j 0.0223376-0.0327745j 0.0524395-0.00280929j 0.00857676-0.00866514j -0.00994835-0.0062582j -0.018737-0.0404117j 0.0182879+0.0797399j 
0.0169251+0.0641367j 0.0134727-0.0404738j 0.0077927-0.124835j 0.0856996+0.0253048j 0.0114803-0.0632371j 0.023089+0.0872183j 0.101532+0.0616833j 0.0525672+0.0227289j 0.0231368+0.0468475j -0.109591-0.0945755j -0.0546393+0.000566693j -0.0603847+0.0483866j 0.0549849-0.15581j 0.00632656-0.0112709j -0.0530416-0.0118835j 0.038503+0.0224003j -0.2178+0.119793j 0.0037435-0.122274j -0.0622627+0.0278087j -0.134574-0.0394164j 0.042265+0.0563442j -0.0332285-0.106457j -0.00648005+0.174619j -0.013993-0.110593j -0.0489337+0.013248j -0.0393977-0.0770406j -0.018178+0.0365396j 0.0727603+0.0736082j 0.0469322-0.0244791j 0.103825+0.0967119j -0.122223+0.0406167j 0.00913432+0.0311347j 0.0181775+0.00169613j 0.00650173-0.0762154j 0.0205508+0.00736951j -0.093197-0.00671685j 0.024146+0.0298461j -0.0193063-0.0450837j -0.103749-0.0284193j -0.0785667+0.0606196j -0.0230612+0.0547547j -0.0650132+0.030554j -0.04035-0.0509326j -0.0772332+0.00424917j -0.041563-0.00872666j -0.0114135-0.0123504j 0.0144254-0.0106288j -0.0186688-0.00424581j 0.0325788-0.00566213j 0.12013-0.0194146j -0.036173+0.050068j 0.0420368-0.0768563j -0.0485218-0.060164j -0.0369944+0.061259j -0.0152953+0.0283849j -0.000554877-0.00387196j -0.0184364-0.0582212j 0.00684478+0.0260463j -0.0205552-0.0143371j 0.0964641+3.53884e-15j -0.0244944+0.0100882j 0.0844099-0.0706923j -0.0251868-0.00626504j 0.0345217-0.0120073j -0.0279938+0.0125935j 0.0328654-0.0560875j -0.00530952-0.0123757j 0.0508799-0.00325443j -0.057212-0.0172607j -0.0290524+0.00500139j -0.00862072-0.0579782j -0.0305676+0.0187932j 
-0.0035241+0.0105079j -0.00646352+0.0178084j -0.0361482-0.039794j 0.091833-0.104146j 0.00203704-0.0493761j 0.0866684+0.157962j -0.0302338+0.0580006j 0.204237-0.025832j -0.0594496+0.149777j -0.0487166-0.0163352j 0.0281272-0.0362905j 0.0133041-0.0221867j -0.0374201-0.0567369j -0.0324519+0.00381024j -0.0579257-0.0986184j 0.0520625+0.0993307j -0.208986-0.0777185j 0.0702041+0.0707368j -0.0603064-0.0260551j 0.0931919-0.097572j -0.0261299+0.113453j 0.0370437+0.146852j 0.0640515+0.0596692j 0.0267696+0.138175j 0.0517747-0.0295641j 0.0893495-0.0453006j 0.140794-0.0209557j -0.0159073-0.0465624j -0.0346486+0.0627656j -0.0321653-0.0237114j 0.000113722+0.0494422j -0.0475164-0.00318462j -0.0595633-0.00885379j -0.0818595+0.0321508j -0.0845928-0.0259056j -0.0439077-0.0240249j 0.0120614+0.1073j 0.0222685-0.00221223j 0.00200097-0.0407209j 0.042642-0.0634082j 0.00591117+0.0610453j -0.0120467-0.0887436j -0.0245331+0.0738535j -0.0241478+0.00352784j 0.0140722+0.0554768j 0.0553326-0.00218074j -0.0348706+0.0177582j -0.0821046+0.0152753j -0.00461814+0.0264357j 0.0692424+0.0698226j -0.0373433+0.0042963j -0.0836089-0.0468886j -0.0305985-0.061036j 0.0201771-0.0595352j 0.0155495+0.0212968j -0.0736105+0.0437838j -0.0451081+0.016481j 0.0110312+0.00675444j 0.0362336+0.0434259j -0.0244944-0.0100882j -0.110349-2.08167e-16j -0.0178859+0.018673j 0.00389526+0.0158621j -0.0175327-0.0303188j 0.00176185+0.0240379j -0.025878-0.0209643j 0.01444+0.0129953j 0.00799854+0.00604706j -0.0245533-0.0426487j -0.0677762-0.0414116j 0.020926-0.0216106j -0.00118764-0.00464475j 
-0.0383691+0.00146792j -0.0941939+0.00219266j 0.2185-0.011151j 0.0378774+0.229716j -0.0610475-0.12152j 0.143513+0.0847008j 0.197031+0.0417859j -0.0802153-0.109646j 0.0211922+0.0229658j 0.0070101+0.113012j 0.0456976-0.148099j 0.0153626+0.0961218j -0.00048551+0.133071j 0.038045-0.0541675j -0.0610117-0.0370212j 0.0253268+0.0714186j -0.0712789-0.0202952j 0.0330239-0.0505325j 0.0131571-0.157036j 0.0194805-0.0689566j -0.115456+0.0543337j 0.0669054+0.0644103j -0.0847197-0.00660228j -0.0376363+0.0181697j -0.0296438+0.0254455j 0.142743-0.0690039j 0.0509605+0.0208757j 0.0735923+0.051285j -0.00944889+0.0267965j -0.0246345-0.0150103j 0.0477545+0.0157435j 0.0360768+0.00993099j 0.0145877+0.0958215j 0.0297417+0.0448775j -0.0677468-0.0172671j -0.0200356+0.0321093j 0.0270719+0.0576258j -0.0130985+0.0150332j 0.0409006-0.0462532j 0.0299748-0.0517461j 0.0309409+0.0657361j 0.00272245+0.010302j 0.00820929-0.0157039j 0.0505475-0.0894405j -0.0354236-0.00379939j -0.0160834-0.0247233j 0.0371481+0.100134j 0.0470974+0.0118401j -0.0585205+0.0856488j -0.0596202+0.0630951j -0.064264+0.0102814j 0.0197044-0.00585529j 0.0320344-0.0311785j 0.0146325+0.00800577j -0.0027808+0.0159679j 0.0271469+0.0040592j -0.00284097+0.0152551j 0.0858269-0.00144174j -0.0373645+0.0368935j 0.0844099+0.0706923j -0.0178859-0.018673j -0.049968-2.63678e-16j 0.0123626-0.00487646j -0.0427795+0.0149296j 0.05826-0.0114938j 0.0308696+0.0358082j -0.0210209-0.019564j -0.0479849-0.0319534j 0.0384239+0.0581795j 0.0196399+0.00189978j 0.00873746-0.0234503j 0.0202425+0.0532028j 
0.0780955+0.0723737j -0.0853562-0.0395146j 0.0885606-0.0610097j 0.133193+0.158151j -0.104304-0.0952321j -0.018716+0.0324687j 0.144373+0.0151683j 0.0493965-0.0713322j -0.086188+0.0161454j 0.0154299-0.172885j -0.0163648-0.0599487j -0.00332642-0.0105345j -0.0724244-0.193679j -0.0801086-0.0390265j -0.0183572+0.0540659j -0.0958675+0.0473106j 0.044019-0.154562j 0.0595055+0.126843j -0.136346+0.0649118j 0.121804+0.105618j -0.0357532-0.0574205j -0.00138504+0.097015j 0.0662575+0.0248715j -0.000437144+0.00480924j -0.00349892+0.0157318j -0.0677017+0.0216984j 0.0743031+0.106797j 0.00189674+0.0219893j 0.0294648+0.0419328j -0.0310071+0.0156437j -0.0678026-0.0683987j -0.037654+0.0230065j 0.0494553-0.025234j -0.027204-0.0304535j 0.0157273+0.0909876j -0.0644522+0.0138295j -0.0503688+0.0114369j -0.0234776+0.0302762j 0.0226878+0.0065697j 0.0567148-0.00399889j 5.19138e-06+0.0150632j -0.0731187-0.031003j 0.0334146+0.0650609j 0.0162922-0.0498737j 0.0383666-0.00239747j 0.00498885+0.00190748j 0.014552-0.0490119j -0.0725764+0.0325341j 0.0244542-0.0480644j 0.0217384+0.00722554j 0.0324944+0.0101734j -0.0210999+0.00305284j -0.0179176-0.0400095j 0.0542348-0.0544226j 0.0191776-0.0499554j 0.041455-0.00864868j 0.0361073-0.000170531j -0.0665305+0.0587116j 0.0551662+0.0228542j -0.0251868+0.00626504j 0.00389526-0.0158621j 0.0123626+0.00487646j -0.0226611+1.52656e-16j 0.0848122+0.0126566j -0.0247559+0.0576114j 0.0123648+0.0305409j -0.0502619-0.0366232j 0.0195067-0.0766366j -0.0201927+0.047482j -0.0373077-0.0814615j 0.0159247-0.0362561j -0.0292483+0.081436j 
-0.0336491-0.0868456j -0.0407167-0.0386133j -0.034413-0.100886j 0.0816632+0.13414j -0.0968984+0.0778702j -0.0935328-0.0508485j -0.11625-0.0243449j -0.0965355+0.0170793j -0.0110042+0.195311j 0.0661569+0.0509902j 0.0317507+0.0243355j 0.0453598-0.0118427j 0.0416179-0.0702942j 0.0222159-0.10931j -0.0228567-0.146047j 0.103194+0.0455937j -0.0055551-0.0554788j 0.0661419-0.0371049j 0.189625+0.116694j 0.101321-0.0626516j -0.0674382-0.115535j -0.0242461+0.0621698j 0.0422573-0.056467j -0.0534926-0.0193113j 0.0380412+0.009147j -0.0115851-0.0270074j 0.00195221+0.0636206j -0.00708451+0.0486283j 0.0175017-0.0256094j -0.0188961+0.0148476j -0.00656104+0.0538404j 0.0368363-0.00254733j -0.00751708+0.0247031j -0.0309963-0.0211398j -0.0144138+0.0261645j 0.0320124+0.0793062j -0.0426717-0.0843805j -0.0207359-0.0284961j 0.0315213+0.066895j 0.0530119+0.0796317j 0.0071472+0.0138462j 0.0349847+0.0448337j -0.0443287+0.051271j 0.0268734+0.0514449j -0.0305608-0.0295709j 0.0302396-0.118342j -0.00615891+0.0216899j 0.0303791-0.050869j 0.0571495+0.0473021j -0.00492168-0.027749j 0.0365782+0.0431121j -0.0552951+0.0402126j 0.0582454-0.0316746j 0.0222539+0.0021835j 0.023446+0.00278529j 0.0415059+0.00890762j -0.0221549+0.0206996j -0.0488651+0.0241346j -0.0502656+0.0314718j 0.0345217+0.0120073j -0.0175327+0.0303188j -0.0427795-0.0149296j 0.0848122-0.0126566j 0.0234896+9.71445e-17j 0.00946202+0.00801379j 0.0531808-0.00810183j -0.0415089+0.0266422j 0.00629689-0.00819088j 0.00240341-0.0034212j 0.0528444+0.0913107j -0.0447664+0.0547518j 0.0195728-0.0593503j 
-0.0606557-0.0809387j 0.0040079-0.0957232j -0.103263-0.351854j 0.148134-0.0934936j 0.276553+0.0368344j 0.0195562+0.0921824j -0.0625401-0.0803136j -0.0544164-0.0480492j 0.0566705+0.0042886j 0.0696341-0.00575706j 0.0654879-0.110052j 0.15775+0.0522531j 0.0871922+0.00341663j 0.126102+0.0495018j 0.197693+0.080364j 0.0413418+0.192295j 0.0415941-0.0168373j -0.0540857-0.00994888j 0.108834+0.110384j 0.0386575+0.097447j 0.106986+0.0134218j -0.0509409+0.0441298j -0.0101807-0.0167993j 0.0782882+0.0559962j -0.0599083-0.0297801j -0.0467559-0.0837176j 0.0140709-0.0403735j -0.0693862+0.0146123j 0.0622793+0.00892168j -0.0497227-0.0235452j 0.0242441+0.0701796j 0.0292817+0.0205063j 0.0366549-0.0299755j -0.00654648-0.00710705j -0.00589495+0.0370633j -0.0379916+0.0728478j -0.0228602-0.0203668j 0.0325649+0.0763233j 0.00933461+0.0302783j 0.0179331+0.0257153j -0.0364721+0.0174457j -0.0354938-0.00812299j 0.0542407+0.0100854j 0.0501582-0.00569661j -0.0116112-0.0524227j -0.00981114+0.0427595j -0.00753229-0.0119483j -0.0249746+0.062271j -0.00387702+0.0355308j 0.0595639-0.0659821j -0.0158791-0.0156611j -0.0412484-0.0132851j -0.0452508-0.0186145j -0.0536411+0.031546j -0.0535932-0.0360988j -0.0478048+0.0748025j -0.0191206-0.00510802j -0.0140075+0.0619276j -0.018443-0.0578732j -0.0279938-0.0125935j 0.00176185-0.0240379j 0.05826+0.0114938j -0.0247559-0.0576114j 0.00946202-0.00801379j 0.0374246-2.42861e-17j 0.0189597-0.0577856j -0.066332-0.0597885j 0.0627656-0.0016958j -0.061662+0.0116979j -0.0554902+0.0899602j 0.0048529+0.0765559j 0.0302461+0.0392045j 
-0.0931962+0.267065j -0.357991-0.0290238j 0.062489+0.107907j -0.102922-0.16207j 0.105542+0.0278093j -0.0962391-0.0157695j -0.023365-0.223726j -0.0638246-0.0807958j 0.0598509+0.0366289j 0.0785063+0.00656676j 0.213255+0.0449818j -0.147689-0.0172746j 0.0430355+0.0412117j -0.0349838+0.0661845j -0.0275004+0.105652j 0.0167358+0.0350845j -0.0121302+0.166936j -0.021167-0.0839085j 0.100282-0.0542546j -0.0877316-0.00336961j 0.0411045+0.0759513j -0.0402621+0.03034j -0.0156611-0.0662845j -0.00205484+0.0970932j -0.036705-0.0437686j 0.0329633+0.00515755j 0.00243741-0.0475289j -0.00286894-0.0153375j -0.0124165-0.00863803j -0.00546087-0.00487371j 0.0663813+0.0297546j 0.028361-0.0437749j -0.000579734+0.0226613j -0.00427337+0.0569501j -0.0323979+0.00772492j 0.00969925-0.057359j 0.0112481+0.0115945j 0.0275745+0.0647435j 0.00635663+0.0314447j 0.00382147-0.0532067j 0.0206823+0.0159853j 0.00951781+0.02796j 0.0293508-0.0327458j 0.0281546+0.0611338j 0.00126755+0.0497014j -0.0473895-0.048315j 0.0171897+0.0564353j 0.015004-0.0166862j 0.0200232-0.0507661j 0.00468842+0.00530861j 0.00199397+0.0310127j 0.0219594-0.00484269j -0.0529268+0.00548881j 0.0206904+0.00619142j -0.0325324-0.0221601j 0.0772038-0.00267433j -0.00785685+0.00386538j 0.0478598+0.0470146j -0.0383967+0.0255548j 0.0328654+0.0560875j -0.025878+0.0209643j 0.0308696-0.0358082j 0.0123648-0.0305409j 0.0531808+0.00810183j 0.0189597+0.0577856j 0.0604677-0j -0.0347398-0.0041388j -0.0448524-0.0498559j 0.0289684+0.0319692j -0.0572445-0.0389663j 0.0323042+0.0279711j 0.0542202+0.131814j 
0.358839-0.128931j -0.000911638+0.284753j -0.0471743+0.121292j 0.0334719-0.031329j 0.0724937+0.122479j 0.0042584-0.253449j -0.0923386-0.0140445j 0.0162098+0.0732472j 0.0808171+0.027538j -0.0405826-0.0184413j 0.150028+0.146296j -0.00930471+0.0553304j -0.0194311+0.071099j 0.0688989+0.152306j 0.00343277-0.0676885j 0.0641404-0.0971788j -0.0660162+0.0556068j 0.0760694+0.0445285j 0.113161+0.0545254j 0.0763116-0.142407j -0.046573+0.0457219j -0.0328814+0.0249529j 0.055595-0.083686j -0.033555+0.011002j -0.000329277-0.049204j 0.01225+0.0571882j -0.0678015+0.00332481j 0.0084535-0.00206654j -0.0312949+0.0322268j -0.00192134-0.0293111j -0.0902581+0.0261831j 0.0420682-0.0317337j -0.0158398-0.033798j -0.0186821+0.0239887j 0.0364546-0.090894j -0.0723541-0.0190869j -0.036013+0.0127347j 0.0426553+0.0126535j -0.0171267+0.0410376j -0.0180256-0.00519012j -0.048151+0.0393519j 0.0320844-0.0110986j -0.10556-0.00453103j 0.0418191+0.0066372j 0.0341822+0.00892207j 0.0280909+0.0297668j 0.00587086+0.0242456j -0.0271614-0.0306618j -0.0544208+0.0281224j 0.0418005-0.0275188j 0.0023731-0.00891124j -0.0260338-0.0666388j -0.00426584+0.0228083j 0.0464506-0.106554j 0.0580572-0.00325789j -0.0423831-0.0115547j -0.0383519+0.0200293j 0.00522736-0.0025681j 0.0223376+0.0327745j -0.00530952+0.0123757j 0.01444-0.0129953j -0.0210209+0.019564j -0.0502619+0.0366232j -0.0415089-0.0266422j -0.066332+0.0597885j -0.0347398+0.0041388j -0.0676272-2.77556e-17j 0.133095-0.00473115j -0.0307131-0.0175748j 0.0475479+0.0131299j -0.0532035-0.0453235j 0.0274488+0.0337843j 
