0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
0.000160344+0.000556622j -0.000352395+0.00023049j 0.00053756+0.00161071j 0.00167914+1.79654e-05j 0.00100968+0.00253523j 0.000751866-0.000806088j 0.0030073+0.00226778j -0.000687771+0.000987973j 0.000109494-0.00284662j 0.00396192-0.000545849j 0.00196375-0.00707421j -0.00466401-0.000472407j -0.00513494-0.00316741j -0.00272372+0.00132552j 0.00682248-0.0056522j 0.0077993+0.0031415j -0.00479774+0.00379212j 0.00563897+0.00468817j 0.000795072-0.00591835j 0.004754+0.00804732j -0.00317174+0.00525468j -0.00402388+0.0042969j 0.00359473+0.00437764j -0.00347731+0.00307314j 0.00452433+0.00356694j -0.00120104-0.00277876j -0.00154111+0.00642795j 0.00506327-0.00402784j -0.00343873+0.00171297j -0.00277872+0.00388064j 0.00120113+0.00197644j 0.000452949+0.00575399j 0.00241714+0.00154796j 0.00526561+0.00055078j 0.00285101+0.000110232j -0.0013689+0.00356247j -0.00495527+0.00531133j 0.00125-0.00383763j 0.000791954+0.00524727j -0.00211857-0.00855239j -0.00232628+0.000112541j -0.00583356-0.00105538j -0.00272062+0.00242753j -0.00512872+0.00269631j 0.0029033+0.0029903j -0.000506728+0.00727703j 0.0080947+0.00310306j 0.000654006-0.00710724j -0.000185925+0.000721524j -0.0013817+0.000899971j -0.00382815-0.00201231j -0.000380372-0.00528445j -0.0026721-0.000154721j 0.000530493-0.00376304j -0.00090345+7.37315e-05j 0.000242803+0.00105147j 
-7.80214e-05+3.4236e-05j -0.000233023-8.5913e-05j -0.000812214+0.000592658j 0.000911585+0.000552463j 0.00216621+0.00304546j -0.00499039+0.000407105j 0.00105567-0.00288455j -0.00151602-0.000525834j -0.00536808-0.00221612j 0.00794984-0.00458257j 0.000958195-0.00529433j 0.00103355-0.00135193j -0.00333329-0.00380904j 0.00119318+0.00279357j -0.00396565-0.00108721j -0.00794633+0.000863066j -0.000487068-0.00185561j -0.000661605-0.000476885j -0.000929028-0.00280629j -0.00271737-0.000529982j 0.00283723-0.0052074j 0.00358769-0.00538377j -0.00165892-0.00147566j 0.0019661-0.00160883j 0.001303-0.00178038j -0.00275908-0.000378808j 0.00252353-7.57904e-05j 0.00199308+0.00116976j -0.000682348-0.00254203j -0.000183683+0.00397062j -0.00296247-0.000291354j 0.00248934-0.00293599j 0.00170211+0.00424125j 0.0034604-0.00166319j 0.00480758+0.00559308j 0.00182574-0.00670804j -0.0070687+0.0027732j 0.000460962-0.000382242j -0.00170207-1.81582e-05j 0.000678211-0.00446324j -0.0104087-0.00579645j -0.00681632-0.00286472j 0.00165509+0.00163607j -0.000404287-0.00229547j 0.004771+0.00103318j -0.00195729+0.00168819j -0.00146592-0.00552456j -0.0043419-0.000473022j -0.000397859-0.00107693j 9.88222e-05-0.00260057j 0.00404757+0.0015521j -0.00146318+0.00208843j 0.000200201-0.000878362j 0.000475447-0.000376301j 0.000142176+8.0566e-05j -0.000116835-6.98099e-05j 
0.000375113-0.000198965j 0.000283347+0.000309062j -0.000430886+0.000323488j 0.000556971+0.000551169j 0.00161428+0.00261791j -0.00240061-0.000480055j 0.00217743-0.000930056j -0.00110245-0.000656726j -0.00459001-0.00121436j 0.0031709-0.00460633j -0.00210441-0.00219715j 0.00144391+0.00224064j 0.000435382-0.0016566j 0.000873794-0.000753129j -0.00296649-0.00241091j -0.0122326+0.000923293j 0.00227199-0.00906223j 0.00598229+0.00147173j -0.00216701-0.00611317j -0.00784418-0.00507938j -0.00468232-0.00456665j 0.00280254+0.000573129j -0.00465234+0.000518086j 0.00221339-0.00611556j 0.00330403-0.00556308j -0.00125215-0.00330906j 0.00367466+0.00051477j 0.00233497-0.00356224j -0.000218577-0.000818764j 0.00318643+0.00217596j -0.00444606+0.00400561j -0.00265976+0.00111679j 0.000695403+0.00394959j 0.0041412+0.00262969j 0.00279211+0.00415228j 9.67754e-05-0.00201086j -0.00120768+0.00188215j 0.00480608-0.00286658j 0.000218331-0.000958013j 0.00472982-0.00253461j -0.00750028-0.00332643j -0.006496-0.00818786j -0.00195703-0.00429203j 0.00398015-0.000259722j 8.50844e-05-0.00016432j 0.00255608-0.00468805j -0.00118198-0.00730568j -0.00641092-0.00268251j 0.00242836+0.00250132j -0.00363853-0.0026918j 0.0046696-0.0010453j -0.00148427+0.00290164j 0.000759988-0.000835126j 0.000996842+0.000366706j -0.0004346-0.000322151j -0.000328678+0.000327183j 
-0.000279327+0.000916654j -0.000998323-2.49177e-05j 3.50036e-05+0.00152039j 0.00138871-0.000717539j -0.000370688+0.000456541j -0.00192612+0.00444909j -0.0059001-0.000272618j 0.00122927-0.00294019j 0.00569909-0.00507774j 0.00358533+0.00656724j 0.00123302+0.00307626j 0.00404891+0.00444547j 0.00339147-0.00336243j 0.00180915-0.00368823j -0.00469957+0.00555543j 0.00653725-0.00354645j 0.00453937+0.00525616j 0.00112506-0.00300687j -0.00438596-0.0109101j -0.00143197+0.00482698j -0.00312867-0.0025942j -0.0016932+0.00122525j 0.00845981-0.00170301j -0.00452161-9.13048e-05j -0.00276627-0.00971769j 9.42752e-05+0.00183853j -0.00137824+0.00168686j 0.00181059+0.00673201j -0.00616529-0.00181735j -0.00695133+0.00311298j 0.00117062-0.00945063j 0.00199334+0.0100558j 0.00382482-0.00555218j 0.00195583-0.00291459j -0.000227201+0.00608762j -0.00863494-0.00586507j 0.00811007+0.00226168j -0.00232122-0.00767781j -0.0139895+0.00606941j -0.00318801+0.0107478j 0.00157767+0.000277902j -0.00121886+0.00430283j 0.00311312-0.00248538j -0.000554468+0.00334236j -0.0013846+0.00504598j -0.00497338-0.000747982j 0.000829929+3.88668e-05j -0.00175085-0.00255807j 0.000629316-4.16723e-05j 8.53988e-05-0.000574194j 0.00103573-0.00012787j -0.000623814-0.00023732j -0.000401329-0.000772667j 0.000358398-0.000756402j -0.000130738-0.000258909j -0.000262983+0.000370992j 
-0.000191239+0.00108305j -0.000914049+1.93945e-05j 0.0010159+0.00127305j 3.33275e-05-0.000649604j -0.00380849+0.00225397j -0.00206954-0.000347659j 0.000301359+0.00027013j 0.000970078+0.00135167j 0.00143921-0.00169297j 0.00507782-0.00542424j -0.00374497-0.0061854j -0.00539084-0.000860426j -0.00145549+0.000198899j 0.00198188+0.00288435j -0.000861281+0.00530832j 0.000650726+0.00237921j -0.00723021-0.00223308j -0.00436987-0.000214171j 0.00151786+0.00287628j 0.00265131-0.00110038j -0.0020703+0.000571474j -0.00396151+0.000582519j -0.00300617+0.0027961j -0.00191781+0.00105089j -3.9076e-05-0.00618728j -0.000482966-0.00188064j 0.00516733+0.00149295j 0.000666085+0.00361148j -0.00140764-0.00363005j 0.00678285+0.00298568j 0.00168169+9.95604e-05j 0.00205719-0.0089194j -0.000719878+0.00185084j 0.0069941+0.00134311j -0.00114783-0.00279193j 0.000754726-0.00176839j -0.00597728+0.0046824j -0.00394419-0.000887868j -0.00147161+0.00535367j 0.00474005-0.00715021j -0.00506091-0.00761029j -0.00339558+0.00383957j 0.003941+0.00134754j -0.0046577+0.000494815j -0.000462032-0.0014548j 0.00609329+0.000457816j 0.000402855-0.00222363j 0.00089958-0.000333398j -0.000951209-0.000142671j 0.00181593-0.000563511j -0.000434896-0.000824265j 0.00294201-0.000970828j -0.0013592+0.00138457j -0.000818578-0.000266697j 0.000523267+0.000415009j 0.000617071-0.000416669j 
4.89332e-05+0.000874962j -0.00136761-0.00034642j -0.00100559-0.000872783j -0.00165993-6.77825e-06j 0.000305015-0.000367489j -0.00178503+0.00101512j -0.00427702-0.00203515j -3.21649e-05-0.00207718j -0.000325184-0.00181955j 0.00778256-0.00282148j -0.00181924-0.00415923j -0.00196926-0.000408944j 0.00365018+0.00250815j 0.00916365+0.00301262j -0.00272899+0.0102713j 0.000931025-0.00393699j -0.00487733+0.00222312j -0.0147164-0.00759831j -0.00438925+0.00495062j -0.00457784-0.0016175j 0.00582229-0.00376667j -0.00275168-0.00659066j -0.00462274-0.000893593j 0.00215889+0.00342489j -0.0043995-0.0101388j 0.00255858+0.00812637j 0.00540946-0.00394168j 0.00714957+0.0121717j 0.000724619-0.00500972j 0.00317487+0.00180711j -0.00290233-0.00219297j 0.00664529-0.0113231j -0.00546342+0.000852497j 0.00294781-0.00367653j -0.0030623-0.00271469j 0.00146826-0.00986548j 0.00576438+0.00337957j -0.00457323-0.000405897j -0.0120641+0.00409627j 0.00152529-5.02656e-05j -0.00894561-0.0141597j 0.00417453+0.00807556j 0.00506172+0.00404593j -0.00174033-0.00542121j -0.00214513+0.0010026j 0.00362162-0.00222142j -0.00172643-0.00292592j 0.00423094+0.00460079j -0.00411739-0.000367906j 0.00446919-0.00154792j 0.00479562+0.00357452j 0.00997889+0.00209774j 0.000949213+0.00356663j -0.000713605+0.00162054j 0.00171746+0.00112834j 8.2557e-05-0.00219384j 
-0.000690644-2.10017e-05j 8.82994e-05-0.000240933j 0.000970563+0.0012785j 0.000413822+0.000102008j -0.00151243+0.00445066j -0.00549617+0.00086465j 0.00170846-0.00339846j 0.00251383+0.00129387j -0.00362979-0.000934052j 0.00249011-0.00726277j -0.000467004-0.00187934j 0.000292861-0.00379155j -0.00571187-0.00633228j -0.000752407+6.57382e-05j -0.00686333-0.00112154j -0.00904239+0.00558224j 0.000547872-0.00543581j 0.00136744+0.00160222j 0.00576017-0.00148972j 0.00146977-0.00351121j -0.00131273-0.00706894j 0.00409902-0.00304131j -0.000945772-0.00271115j -0.000935238-0.00281951j 0.000981204+0.000201252j -0.00488452-0.00457587j 0.00134883+9.69524e-05j -0.00713357-0.00142131j -0.00131428-0.00284833j 0.00279689+0.00220485j 0.00065761-0.00177856j -0.00166503-0.0036285j 0.00867065+0.0019621j 0.00293061-0.000367288j 0.00634131+0.00829082j -0.000992543-0.00297868j -0.0158956+0.0016591j -0.00242691+0.00256958j 0.00356209-0.00311418j 0.00211356-0.00396344j -0.00491174+0.00181157j -0.00758014-0.00217486j 0.00417886-0.000887985j -0.000249576+0.000730588j 0.00522886-0.00233846j -0.00179782-0.000435369j -0.00778416-0.00556713j -0.00668975-0.000830663j 0.00196212-0.00310691j -0.000548712-0.00300089j 0.00306436-0.00154807j -0.008494+0.000240123j -0.000571413-0.00351583j 7.17516e-05-0.00164693j -6.8856e-05-0.000600924j 1.11676e-05+0.00105637j 
0.000555974-0.000586938j 0.000186742+0.00032664j -0.00201384-0.00107919j 0.000992212+0.000930727j 0.00428552-0.00284321j -0.00355439-0.00224718j 0.00319116-0.00174011j -0.00799961+0.00373913j -0.00612607+0.00624565j 0.00493512-0.00224084j -0.00353382-0.00652531j 5.5451e-05+0.00127311j -0.00457701+0.00295431j -0.00522418+0.00764693j 0.00307864-0.00447986j -0.00400075+0.00209864j -0.00405774+0.00179604j 0.00467372+0.00534318j -0.000909214+0.000856726j -0.00234389+0.00250903j 0.00245328+0.00456992j 0.00161661-0.00328022j -0.000942417+0.00399952j 0.00354374-0.00217549j 0.00380376+0.00382705j -0.00174497-0.0032762j 0.00362422-0.00101705j 0.00491401-0.00379986j -0.00227923+0.00234409j -5.9368e-05+0.000402227j -0.00414335+0.00393555j -0.00193678-0.000382026j -0.00577403+0.00800297j 0.00222621+0.00177572j 0.00430121-0.00751849j 0.00706999-0.00442825j 0.000969887+0.00518051j 0.00703239+0.000361902j 0.00550792-0.000634002j -0.00313497-0.0121015j -0.010988-0.000514317j -0.00756851-0.00506708j -0.00119647+0.0038705j -0.00194606-0.0024807j 0.00254977+0.000800523j 0.000636266+0.00442858j 0.00434949-0.00287039j -0.000698644+0.000929505j -0.000788107+0.00141524j -0.000966786+0.00121699j 0.000433002+0.00103443j 0.00396927+0.00160106j 0.000306669+0.000890397j 0.000402418+0.000608369j -0.00082502-9.74148e-05j -0.000625377+0.000317262j 
0.000437173+0.000230407j -0.00039284+0.000340506j -0.000544521-0.00103809j -0.000958585-0.000149952j -0.000642552-0.00141193j -0.000884204-0.000366964j -0.000992871-0.000645963j -0.000479227+0.000203084j -0.000626641+0.000497677j 0.00305238-0.00466274j -0.00805127+0.000315955j 0.00296845+0.00449042j 0.00344773-0.000706517j 0.00146145-0.00175034j -0.00276648+0.00309216j -0.0109671+0.00215783j -0.000670527-0.0129474j 0.00587076-0.00184328j -0.00815447-0.00592159j -0.012527-0.00336365j -0.00828788+0.000449285j 0.00150339+0.00291844j -0.00543304+0.00341543j 0.00154111-0.00703631j -0.000623003-0.0126897j -0.00133201-0.00529856j 0.00819793-0.0010383j 0.00310658-0.00334562j -0.00304453-0.000680901j 0.00556415-0.000900503j -0.00307979+0.00398074j -0.00320658+0.00271657j 0.000475246+0.00135236j 0.00736511+0.00239589j 0.000240293+0.000298364j -0.000766244-0.00204751j 0.00529135+0.00151229j 0.00336484-0.00731418j -0.00392367+0.00314094j 0.00687367-0.00376884j -0.00347656-0.00205647j -0.00627176-0.00527035j -0.000760893-0.00621408j 0.00565407-0.00180875j -0.00531218+0.00171173j 0.00403203-0.00917335j -0.00352026-0.0110109j -0.00525254-0.000709381j 0.001409+0.00359632j -0.00512095-0.000132295j 0.00253616-0.00285973j 0.00346876+0.00250453j -0.000115584+0.000549711j 7.87383e-05+0.000540583j -4.8448e-06+0.00013009j -0.000126336-0.000243958j 
0.000425172-0.000661397j 1.27632e-05+0.000962248j -0.00138754-0.00172084j -0.000461762-0.000759085j -0.00325327-0.00822637j -0.00569229-0.000730342j -0.00281762-0.00114314j -0.00753817+0.00573979j 0.00109344+0.00823747j 0.00506465+0.00577139j -0.00562931+0.000502389j 0.00408282-0.000666456j -0.00139299+0.00202999j -0.0121575+0.00542792j -0.00104735+0.00467156j 0.000655987-0.00126608j 0.00364743+0.00284993j 0.00426349+0.00640736j 0.00221863+0.00242328j 0.00529579+0.00220651j 0.000585219+0.00505462j 0.00245379-0.000168972j 0.00583446-0.00138326j -0.000630179-0.00229834j -0.00228971+0.00233674j -0.00195509-0.009401j 0.00476909-0.0019441j -0.00307677+0.000623233j -0.00749869+0.00603228j -0.00348293-0.000741466j -0.00242989-0.00801279j -0.00237805+0.00133304j -0.00788025+0.000742145j -0.00142136+0.00451452j 0.0028589-0.00938625j 0.00325151-0.0053716j 0.00428538-0.00182272j 0.00244878+0.00177609j 0.00345728+0.00301091j 0.000542285-0.00113143j 0.00253338+0.00473451j -0.00104821-0.0015365j 0.00478299+0.00181858j -0.00244891+0.00138902j -0.00126837+0.00306013j -0.0021352+0.00324288j 0.00142829-0.00142399j 0.000630656+0.00244309j 0.000520215+0.00021857j 0.00227242+0.00243921j -0.000261002+0.000680986j 0.00034373-0.00132227j 0.000892569-0.000990723j -0.000157871+0.000785947j -0.00121193-0.000599378j -0.000893348+0.0017713j 
-0.000462866+0.000323214j -0.00023705-0.000417296j 0.00024156+0.00149858j 0.000998178+0.000122473j 0.000348449+0.00139411j -0.000327337+0.00148009j -0.000476758+0.000745105j 0.000306175-0.000290409j 0.00126729-0.00191645j 0.00154708+0.000873073j 0.00131567+0.000495333j 0.00101719+0.000673554j 0.000425258-0.00112867j 0.000568608-0.000235857j 5.75153e-05+0.000849021j 0.00110373-0.000746543j 0.000472506+0.00190002j 0.000324483-0.000163142j -0.0014963-0.0023113j 0.000766178+0.00166702j -0.00078094-0.000264698j -0.000837806-0.000313352j 0.0023039-0.000284658j -0.000741015+0.000261846j -0.000584474-0.00158018j -0.000202419+0.000506244j -0.000976894+0.00100755j 0.00128902+0.00102956j -0.00129175-0.0007368j -0.00138259+0.00184734j 0.000611994-0.00188708j 0.00106172+0.00156114j 0.000940592-0.000918182j 0.000353651-0.000936104j 0.000335653+0.00197879j -0.00241702-0.000729005j 0.000329525+0.000410423j -0.000878316-0.0014369j -0.00190407+0.00209813j -0.000371821+0.00225162j -0.000704442-0.000255967j -0.000369242+0.000900537j 8.851e-06-0.000666529j -0.000883205+0.00130053j 0.000898211+0.00117125j -0.00100126+0.000940258j 0.000251715+0.000443552j -0.000779965-0.00103822j 0.000612177+6.64934e-05j -0.000119644-0.000268411j 0.000462118-0.00024281j -0.000592724+3.97606e-05j -0.000100449+0.000129698j -0.000389901-2.31026e-05j -0.000262567+0.000238536j 0.000351529+0.00034655j 
-0.000320996-6.91312e-05j 0.000257355-0.000608703j -0.00011674+0.000687416j 0.000943685+0.00112108j 0.00365487+0.00415563j 0.00105525-0.00110559j 0.00448718-0.00021707j 0.000886164-0.000485002j -0.00361434-0.00194257j 0.000604063-0.00572602j 0.00258219-0.00595839j -0.00447062-0.000996809j -0.00480959-0.000419667j 0.00398077+0.00211474j 0.00375102-0.00719932j 0.00138431+0.00235936j -0.00559445+0.00233417j -0.000691107+0.000273157j 0.000840098-0.000141082j 4.43955e-05+0.00179128j 0.00244462+5.96248e-05j -0.00149866-0.00213089j -0.00218517+0.00250036j 0.00203777+0.00266691j 0.00450651+0.00437151j -0.000574799+0.00364637j -0.00227457+0.00243624j 0.0035778-0.00285994j 0.00313797-0.00190256j 0.00123541+0.00161712j 0.000650513+0.00613833j 0.00135802-0.00179237j 0.00319467+0.00375909j 0.0018981-0.00236094j 0.00154968+0.00138069j 0.00223651+0.00141401j -0.006495+0.00479528j 0.00114351+0.000975528j 0.00301722-0.00226793j -0.00405375-0.00738005j -0.00710688-0.00243117j -0.00363532-0.000760039j -0.00221299+0.00326042j -0.00162685-0.00151438j 0.00454228-0.00173669j 0.00151133+0.00353271j 0.00251227+0.000710965j 5.41929e-05-0.00180252j -0.00139455-0.000210633j -0.000902719-0.0010586j -0.000719851+2.13666e-05j 0.00040727+2.20411e-05j -0.00103224+0.000810418j 4.18227e-05-0.00112096j 0.000228455+0.00023727j 0.000294347-0.000580814j 
0.000716668-0.000348275j 0.000647687+0.00063354j 0.000820379-0.000940751j -0.00046551-0.000468017j -0.000398454+0.00239507j -0.00271119-0.0016912j 0.00131022-0.00238571j -0.00252777-0.00213095j -0.00529425+0.00429967j -0.00875242+0.000249283j 0.000957652+0.00235347j 0.000261986-0.00180277j 0.00166469+0.00241045j -0.000751392-0.00278544j -0.0092125+0.00539448j -0.0111485+0.00506298j 0.000615728-0.004733j -0.00651448+7.33015e-05j 0.00936148+0.00887748j -0.000730264-0.00994765j 0.00215511-0.00811222j 0.00420175-0.00228429j -0.00811544-0.000245408j -0.00228611-0.00462664j -0.00307799+0.00274738j 0.000510777+0.0034064j -0.00146796-0.00851215j -0.00975029+0.00511632j 0.00683517-0.00415926j 0.00561928-0.00335211j -0.000527074+0.000875195j -0.00315596-0.0114761j -0.00280725+0.00243992j -0.00483584+0.00114364j -0.00168028+0.000380301j 0.00335739+2.80816e-05j -0.00379504-0.00195527j -0.000411501+0.00728309j 0.00380804-0.00742582j 0.00503833+0.00161607j -0.00222816-0.000123934j 0.00173418+0.000398499j -0.0001572-0.00155763j 0.000790214-0.00255616j -0.00203075-0.00762473j -0.000765633-0.00509054j -0.00734189+0.00342109j -0.00100569+0.00654758j 0.00314063-0.00226245j 0.000208214-0.000417986j 0.00301787+0.000538924j -0.00257704+0.00660697j 0.00218696-0.00248715j 0.00192331+0.00310354j 0.000821226-0.00132997j -0.000983657-0.00108295j 
-0.000112477+0.000271449j -0.000131801-0.000112357j -0.00325068-0.000682428j -0.00224671+0.00241688j -0.000310466+0.000232486j 0.00231868+0.00592215j -0.000522774+0.00374964j 0.00154836+0.00326158j 0.00143536+0.00247623j 0.00481173-0.00399434j 0.00393335+0.0113151j 0.00987528-0.00247545j 0.00607216+0.0016346j 0.00332814+0.0081437j 0.00672349-0.00209583j -0.00539942-0.00273379j 0.0087027+0.00115064j 0.0029214-0.00461142j -0.00866935-0.00173621j -0.00894251+0.000229464j 0.0025971+0.00519053j 0.000365947-0.0159919j 0.00396455-0.00554066j 0.0121068-0.00182862j -0.00118588+0.00243178j 0.00337679-0.00190695j -0.000811111-0.00190163j 0.00535347-0.00230122j -0.00214399-0.00310675j -0.0115042-0.00439758j 0.000173525-0.00135608j -0.000689578+0.005406j -0.00144444-0.00349763j -0.00324577+0.00227526j 8.13716e-06+0.00104409j -0.00236276-0.0065058j 0.00695263-0.00514454j 0.00327892+0.000726215j 0.000694447-0.00429935j -0.00175994+0.00806312j 0.00140327+0.00267683j 0.00153651-0.00105358j -0.00382667-0.0032881j 0.00473176-0.00325073j 0.00423875+0.00212312j -0.00423455+0.000877107j -0.00465243+0.00098842j -0.000164823+0.00353049j 0.00198609+0.00030831j -0.00107969+0.000117808j 0.00261612-0.000194831j 3.45642e-05+0.00274352j 0.00242263-0.000365694j 0.000464646+0.0026429j 0.000409693-0.00115763j -0.00124111-0.000485761j 
-0.000879815+0.000993443j -0.000736028-0.000796168j -0.00111055+0.00288843j 0.00233481+0.00155636j 0.00230644+0.00481965j -0.00359472+0.00429131j -0.000121608+0.000977639j -0.00258575-0.000884921j -0.00179941-0.00358871j 0.00571241-0.000207757j 0.00362228+0.00126088j 0.00434613+0.00101029j 0.000419091-0.00178549j -0.000434265+0.00304486j -0.0018252+0.0015301j -0.00250217-0.000718836j 0.0019692+0.0056334j 0.00134311-0.000219292j -0.00265612-0.00397941j -4.08207e-05+0.00244019j 0.000885744-0.0030738j -0.000347962-0.00579045j 0.00556372-0.00213389j -0.000612142-0.00142523j -0.00230119-0.00220444j -5.9245e-05+0.000849668j -0.00146222-0.000384569j 0.0030539+0.00376043j -0.00363025-0.00372389j -0.00484039+0.00387733j -2.77595e-05-0.0054862j 0.00194004+0.00185672j 0.000561428+0.000463795j 0.000597893-0.00194928j 0.00284045+0.00539166j -0.00431187-0.0047714j 0.000265413+0.00213807j -0.00143541-0.00195261j -0.00282794+0.0036653j -0.00283714+0.00506683j -0.00750965-0.00143791j -0.00437906+0.00211564j 0.00044503-0.00225708j -0.0021042+0.00296918j 0.00559025+0.00184552j -0.00470541+0.00354905j -0.000870943+0.00142961j -0.00365417-0.00085469j 0.00241257-0.00124567j 0.000595142-0.00086625j 0.00254496+0.000339635j -0.000944971+0.00274997j 0.000298087-0.00121076j 0.00101918+0.000876913j -9.01338e-05-0.0001163j 0.000164568+4.09983e-05j 
0.000100955+0.00134238j -0.000791105+0.000389265j -0.00209043-0.000707256j -0.00338475+0.000980773j -0.0072642+0.000832134j 0.00348726+0.00270669j 0.00336614+0.00469133j 0.004341+0.00940179j 0.00468805+0.00425926j 0.00521164-0.012627j -0.00342606+0.00346031j -0.000821343-0.00391819j 0.00211159+0.00372885j 0.00395118+0.0146233j 0.0119399-0.00338198j -0.0015854+0.00101144j -0.0015233-0.00153488j 0.00302459-0.00260052j -0.00491749+0.00444452j -0.00279626-0.00130896j 0.00206639+0.0131863j -0.00543705-0.0127518j 0.000413166-0.000668429j 0.0129637+0.00083563j 0.00304644+0.00176398j 0.00275634-0.00860988j 0.00634852+0.00243384j 0.00430746-0.00626742j -0.00343444-0.00353315j -0.00287461-0.00592448j 0.00468792+0.0034987j -0.00218291-0.00401194j -0.000332093-0.000912111j 0.00474706+0.00661095j -0.00286541-0.00740674j 0.0040163-0.00334027j -0.00310132-0.000718351j 0.00212494+0.00205088j 0.00778151-0.00348967j 0.0010858-0.00654178j 0.00224102-0.000198281j -0.000855504+0.000728361j -0.000545326+0.000768571j 0.000289561-0.00131177j 0.00343772-0.00220756j 0.00678614+0.00174957j -0.00161956-0.00176877j 0.00350386+0.00237356j -0.000293196+0.000497968j -0.000484135+0.000718976j -0.00280324-0.00266977j 0.0019874-0.00236332j -0.000157535+0.00167353j -0.00129072+0.000577196j 0.00069375-0.000742841j -0.000418828-0.000611167j 
