0.0235044-0.168927j -0.172421-0.0238069j -0.0127785+0.0303249j 0.0188615+0.0165399j -0.00353634-0.0174683j -0.0145496-0.00386953j 0.00694438-0.00222803j -0.0115692+0.00954345j -0.0195296-0.00247597j -0.0164669+0.01528j 0.00214956-0.0143433j 0.0162588+0.0143979j 0.00875914-0.0333158j -0.053874-0.0145208j -0.0114655+0.0442073j 0.172973-0.00286433j -0.00469639-0.17716j 0.106253-0.0842072j 0.0947971+0.114022j -0.0613595+0.064418j -0.0369212-0.0159165j 0.00658295+0.00993344j -0.0500604-0.00585062j -0.0408103-0.00208315j -0.00620418+0.0363144j -0.0234725+0.00548869j 0.0151406+0.00929818j -0.00327295-0.0107896j -0.0323807-0.0408093j -0.0085691+0.0239315j 0.00850515+0.0462153j 0.0165032+0.0257296j -0.0218094+0.0173262j 0.038434-0.0371327j 0.0529183+0.0210944j -0.0261757+0.101589j 0.0950861+0.0226928j -0.0173304+0.159453j -0.163409-0.0141213j -0.0641227+0.0367939j -0.0298773-0.0749779j 0.107675+0.104901j -0.12348+0.140089j -0.125363+0.0483122j -0.143332-0.0770558j 0.0838708-0.0290866j 0.0629874-0.0109986j 0.0535078+0.0951901j 0.0822721+0.072858j 0.0281222-0.0565076j 0.0946004+0.0720513j -0.0132248+0.0452172j -0.0252949-0.0251454j -0.0170538-0.031045j -0.0320634-0.113295j -0.00257497-0.00654542j 0.0574891+0.0122385j 0.0329332+0.05765j 0.03586-0.0193317j 0.0207818+0.0197909j 0.0023953+0.0554328j -0.00980269+0.0646973j 0.0513821-0.0435904j 0.0260762+0.0456661j -0.0122649+0.00870903j -0.0218722-0.0256666j -0.00828414-0.00816627j 0.000870983-0.048204j 0.0106817-0.0852359j -0.0167179+0.0838937j -0.00958149+0.0818421j 0.0107826-0.0497905j -0.0185444+0.0662318j -0.0119349+0.0434019j -0.015053+0.00600991j -0.014374+0.0246402j 0.0152893+0.0124452j -0.0238058-0.0565066j -0.0238098-0.00394559j 0.0313798+0.0068067j 0.0196252-0.111377j 0.0685336+0.00218024j 0.0568523-0.0631921j 0.0969592-0.0398543j -0.0435333-0.0497509j -0.126268+0.11335j 0.09011+0.0611162j 0.0276644-0.0284365j -0.0267497+0.0639023j 0.115863-0.0351171j -0.127797-0.118794j 0.115555+0.0815553j 0.091121-0.111221j -0.19079+0.159875j -0.147257-0.179939j 0.258478-0.168466j -0.167249-0.25594j 
-3.19635e-05+0.00156355j 0.0010683+0.0021314j 0.00247568+0.00342907j -0.00351302+0.00607583j -0.00102851+0.00663155j 0.00248003-0.0064588j -0.000270776+0.00320751j 0.00342827+0.000373822j 0.00192546-0.00364794j -0.00451023+0.0015969j -0.00464822+0.00960969j 0.00296095-0.00141302j 0.00286246-0.000603087j 0.00263232-0.000766604j 0.00415745+0.00342238j -0.00321297-2.42234e-05j -0.000672816+0.00199123j 0.000333685+0.000501421j 0.00201478-0.00227788j -0.000152207+0.000475319j 0.00413913-0.000460667j 0.000427947-0.00354418j -0.00165031-0.000726049j 0.00155434-0.000389948j -0.00164958-0.00023768j 0.000381156+0.00185701j 0.00308386+0.000129001j -0.00490749-0.000233053j 0.00165168+0.00228216j -0.00126417+0.00271671j -0.000490671-0.00269847j 0.00308595+0.00328781j 0.00300742-0.00148653j -0.000938194-0.00121149j 0.0011221-0.00319927j 0.00255591-0.000971652j -0.00170887-0.000702439j -0.000324879-0.00112402j 0.00168385-0.000416995j 0.00180867+2.14819e-05j 0.000103331+0.0021821j -0.000403312+0.00116818j 0.00131615+0.00363379j -0.00306181+0.00779611j -0.00186295+0.0047414j 0.00124442-0.00103514j -0.0025124+0.00391314j 0.00141951-0.00168318j 0.00049046+0.00210339j -0.00168074-0.00579197j -0.00120996-0.00307416j -0.00318321-0.00230673j 0.00128413-0.000734564j -0.00149023+0.00253625j -0.00664305+0.00201537j 0.00321284-0.00642788j -0.000652307+0.000364467j 0.00128937+0.000607572j -0.00479914+0.00376482j 0.00395796+0.00114315j 0.0016288-0.000807125j -0.00370955+0.00370713j 0.0025401-0.00335534j 0.0021778-0.0010855j -0.00146332+0.00228252j -0.00347807-0.00617229j -0.00213037-0.00355686j -0.000391766-0.00331089j -0.00172271-0.00259339j 0.00122305-0.00291986j -0.00337443+0.00253214j 0.000658576+0.0035018j -0.00135517+0.000784245j -0.000499624-0.00126048j 0.000605972+0.000220707j -0.00572687-0.00185655j 0.00190342+0.00409385j -0.00617277+0.00311251j -0.000186631+0.0017117j 0.000222569+0.00308319j 0.00569983+0.00546661j 0.00241867-0.000584496j -0.00106481+0.00400577j 0.00241018+0.00131659j -0.00446562+0.00595817j 0.00123525+0.00399601j 0.000432841+0.00329315j -0.0018747+0.00157535j -0.00155367+0.000562044j -0.000706327+0.00640229j 0.0039788-0.00840287j 0.000302869-0.000980855j -0.000349971+5.63865e-05j -0.00114463-2.44785e-05j 0.00115754+0.000542412j -0.000845379+0.00393739j 0.00359696+9.88385e-05j 
0.000170655+0.000202816j 0.000110502+0.000212921j 0.00163792-0.000690286j -0.000109697+0.000600418j -0.00250506-0.00338402j -0.00151638+0.00353157j 0.00342997+0.000727224j -0.00177838-0.00288518j -0.00165377-0.000384677j 0.000777504-0.00236717j 0.000380801-0.00597079j -0.00160076-0.00496501j 0.00175862+0.00157902j 0.00178898-0.000921694j 0.0020613+0.000738838j 0.000618051+0.00115834j 0.000199465-0.000539197j 3.09358e-05+0.00183146j -0.000468628-0.00123275j -5.90166e-05-0.000627987j 0.00473827+0.000558571j 0.00249227-0.00309115j -0.000338042+0.00128486j 0.00076641+0.00243024j 0.00121668-0.00146939j 0.00507675+0.00535729j -0.000880413+0.00106501j 0.000556705+0.0019932j -0.00257859-0.00290201j -0.00506217+0.00142032j 0.0011464-0.00372245j -0.000135217+0.000133056j 0.00327642-0.00120332j 0.000258798-0.00178527j -0.00105478-0.00209954j 0.00150752+0.00115498j 0.00100378+0.00188738j -0.00197855+0.000337688j -0.000332272-0.00117972j 0.000225325-0.000730452j 1.53493e-05+0.00048812j -0.00088902-0.00294795j 0.00309849+0.000678531j -0.000181525-0.000179554j -0.00316597+0.00232379j -0.000478134-0.00266637j -0.000302336-0.000709653j 0.00221463+0.000851642j 9.64129e-05+0.000440021j 0.00253956-0.000433538j -0.00240119+0.0036219j -0.00588087-0.0062824j 0.00464131-0.00364444j -0.00072399+0.00714461j -0.00332615+0.00108931j -0.000482937-0.00409122j -0.00434431+0.00164503j -0.000204104+0.00398209j -0.00458+0.00147297j -0.000159922+0.00242093j 0.000830962+0.00177715j -0.00491013+0.00456315j 0.00291428-0.0014176j 9.72173e-06-0.00116252j -0.000933861-0.000715191j -0.00522833-0.00478387j -0.00754324-0.00237913j 0.00269062+0.00296054j -0.00377591+0.00224625j -0.00186709+0.000287082j 0.000439319+0.00166345j -0.00345747+0.00129779j 0.00137868-0.00380545j -0.000951468+4.54847e-05j 0.00288901+0.00431842j -0.00607709+0.000101792j 0.0010327+0.00101761j -0.000973941+0.00350832j 0.00196656-0.000976243j -0.00769871+0.0061411j 0.00314885-1.26183e-05j 0.00214153+0.00293712j -0.0012001-0.000715146j 0.00312299-0.0031105j -0.000508145+0.00331661j 0.000455521-0.0005844j 0.00423871+0.000939147j -0.00188308-0.00494762j 0.00242348+0.00188286j 0.000480926+0.000248505j 0.00433158-0.00221868j 0.00119118-0.00101369j -0.000575275-0.00105328j 0.000586366+0.00128197j -0.0018446+0.00207022j 0.000453323+0.00184871j 0.00195759-0.000409915j 
-7.17211e-05-0.000455473j 2.04205e-05-0.00114538j -0.00222307-0.000660131j 0.00136519-0.00275309j -0.000459462-0.000897385j -0.00252523+0.0015685j 0.00132929-0.000162213j -0.000867486+0.000517929j -0.00112926-8.15528e-06j 0.000740119-0.000547554j 0.00205054-0.00140435j -0.00251352+0.00103454j -0.000637079-0.000428891j 0.00010021+0.00121292j -0.00105454-8.68753e-05j 0.00110883-0.0011551j -0.000314225-0.000549847j -0.00132061+0.000319044j 0.00123306+0.00275682j -0.00663729-0.0011124j 0.00276199+0.0014806j 0.00263451-0.00641122j 0.00433562-0.00257506j 0.000946185+0.00542007j -0.000266616+0.00269167j -0.00045279-0.000953702j -0.00105513+0.00375722j 0.0053949+0.00137958j -0.000737706-0.00230248j -0.00527801-0.00288794j -0.00270909-0.00668269j 0.00071036+0.000750943j 0.007806-0.00574913j -0.00250208-0.00334916j 0.00106469+0.000948043j -0.00027719+0.00173789j 0.000782203-3.17834e-05j -0.000539141-0.000561385j 0.000262602-0.000458067j 0.00408803+0.00234584j -0.00206091+0.00276373j -0.000807732-0.00209569j 0.000672899-0.000403814j 0.00533147-0.000491061j -0.00450505+0.00263869j 0.000622655+0.00063031j 0.000994162-0.00286707j -0.00019304+0.00576634j 0.000285563-0.0047968j 0.00448073-0.00897678j 0.00097101+0.0062343j -0.00466315-0.00342076j 0.00233961+0.00148865j -0.00143295+0.00644551j 0.000932911-0.0035604j -0.00648948-0.00238306j 0.0063863+0.000138287j -0.0020883-0.00661777j -0.00365083-0.00345621j -0.000695656+0.00469542j 0.00496993-0.00543415j 0.00488285-0.0050865j -0.0013817-0.000770192j 0.00143298-0.00481564j 0.00443975-0.00149148j 0.00354135+0.00433313j -0.00135098+0.000969954j 0.00692149-0.000308819j 0.00574133-0.00801758j 0.00537379-0.00336433j 0.00475563-0.00253313j 0.00818862-0.00142499j -0.0027317+0.00656192j -0.000170791+0.00335571j 0.00239649+0.000577052j -0.00139449-0.00317762j -0.000211829-0.00276537j -0.00292516-0.00359037j -0.000382039+0.00623347j -0.00251203+0.00358408j 0.00175408+0.00630021j 0.00226715+0.00944857j -0.0107936+0.00434229j -0.00102302-0.00394933j 0.00308602-0.000783728j -0.00239132+0.000564986j -0.00097921+0.000259526j 0.000936645+0.00127464j -0.000111897+0.00324648j 0.00352781-0.00046625j -0.00142191-0.000824358j -0.00230464+0.00093j 0.000672759+0.00262733j -0.000987822+0.000504785j 2.50868e-05-0.00100771j 9.34548e-05-0.000533093j -0.000533673-0.000266118j 
-0.000826496-0.00123915j -0.000427285-0.000612513j -0.00284018-0.00178458j 0.00313557-0.0030114j 0.00446085+0.00092312j 0.00258066-0.000559291j -0.00239432-0.000493129j 0.000569679-0.000442078j -0.00119967-0.00138438j -0.00228228+0.00304329j -0.000172526+0.00189609j -0.00327468+0.00140081j -0.00221376-0.00436134j -0.00298218+0.00132177j -0.00100953-0.00402123j 0.000880139-0.000716493j -0.000501511+0.000167698j 0.000402837-0.00110582j -0.000190243+0.00277987j -0.0011711-0.00195983j 0.00162291-0.00156309j -0.00315361-0.00237654j 0.0045645-0.00316732j -0.00260719-0.0023818j -0.00640239+0.006293j -0.00579794-0.0076281j 0.00429509+0.000609843j -0.00289268+0.00253272j 0.00684523+0.00628137j 0.00672771-0.00310735j -0.00560697-0.00119904j 0.00404631+0.00623701j 0.00367972+0.00184568j -0.0025291+0.00172059j 0.00518957-0.000998496j 0.00129227-0.00262057j -0.00493148-0.00321367j 0.00111922+0.00112229j -0.00149557+0.000970496j 0.000763081+0.00132667j -0.00091466-0.000402498j -0.000395818+0.00162141j -0.00206627-0.00192721j 0.00280783-0.00217945j 7.22547e-05-0.00209007j 0.000977819+0.00151261j 0.00298519-0.00200056j -0.00216452+0.00473383j -0.000589406-0.00470946j 0.000322027+0.00136093j 0.00221735+0.000910751j 0.00099727+0.00146888j 0.00105606-0.0058161j 0.00421132-0.0011158j 3.85174e-05-0.00200853j 0.0031492+0.000371541j -0.00868565-0.000606647j 0.00487828+0.00620913j 0.00112703-0.00321022j -0.00393541+0.00534071j -0.00210741+0.0107049j -0.00764672+0.00353715j 0.00856343+0.000364184j -0.00328002-0.000744944j -0.00485548-0.00290854j -0.00974337-0.00554243j -0.00427249+0.00470728j 0.00314196+0.00609824j -0.0020816+0.00823185j -0.0039428-0.00142539j -0.00538087+0.0032273j -0.00414113+0.00786537j 0.00107313-0.00546252j -0.00345973-0.0025856j 0.00784627-0.00010085j 0.00314877+0.00202569j -0.00269641+0.00507146j -0.00167651-0.000112375j 0.00532025-0.00228491j -0.00284658+7.53884e-05j 0.0029351-0.00121395j -0.00101367+0.00190566j 0.00218821-0.0013484j 0.00441512-0.00363649j -0.0045347-0.00453109j 0.00577067+0.00245901j 0.00231833-0.00144221j -0.000619991-0.00335922j 6.16602e-05-0.000698297j 0.00032397-0.00224672j -0.00491719+0.0034196j 0.00172207-0.00425577j -0.00515391-0.00125605j 0.000277501-0.00301637j 0.00231551-0.000680223j -0.000719803-0.00154714j -0.00137189+0.000968424j 
-3.52603e-05-6.16685e-05j -0.000485331-0.000435144j 0.000232743+8.37425e-05j -0.000766849-0.000742881j 0.000653054-0.00320996j 0.000209819+3.31693e-05j -0.000621967+0.00029552j -0.000754725-0.00111181j -0.000144987+0.000657405j 0.000762161-0.000291852j 0.000445162-0.00297746j 0.00050415-8.3256e-05j -0.000876202+0.000972647j -9.33295e-05-0.00011659j -0.00147848-0.000331878j 0.000988581+5.41104e-05j -0.000620721-0.000606996j 0.00152942+0.00253048j -0.00134415-0.000796038j -0.000162276-0.00558473j 0.0105805-0.00395577j 0.00119951-0.00752191j 2.30997e-05+0.00128695j 0.00155748+0.00134311j -0.00189042+0.000975243j 0.0108027+0.00813318j 0.004292+0.00110054j -0.00487979+0.00499572j -0.00128144-0.000611959j -0.00648873+0.00682899j -0.000733149-0.00590407j 0.00442472+0.00558548j 0.00734307-0.000498372j -0.00143828-0.00217622j 0.000468862-0.00808472j 0.00262448+0.00225524j 0.00314456+0.00370694j -0.00205616+0.000781612j -0.000455147-0.00106492j -7.0303e-06-0.00024566j -0.000239175+0.000223241j -0.000551778+0.000856281j 0.00142868-0.000701965j 0.00127274-0.00341231j -0.000915948+0.00192778j 0.00116163+0.00165969j -7.60567e-05-0.00259272j -0.00226993+0.00515188j -0.0022309-0.000329065j 0.000344833+0.00330575j 0.000635776-7.96631e-05j 0.000888021+0.000720216j 9.16238e-05+0.00120189j -7.91255e-05-0.00112904j 0.00350623+0.00211748j -0.00106521+0.00210525j -0.000553628+0.00134914j 0.000888143+0.00108636j 0.00109835-0.00221258j 0.000156563+8.86301e-06j -0.00112336-0.00172987j 0.00126549-0.00112968j -0.00243633+0.000703921j 0.000338207+0.000793357j 0.00119198-0.00129217j 0.00108713+0.000772683j 0.00180425+0.00123353j 0.000111807+0.00217848j -0.00149082+0.000435153j 0.000911517+0.00142586j 0.00192868+0.000926395j -0.00082191-0.00283323j -0.00202387-0.00153593j 0.00202871+0.000512998j -0.000121544+9.0278e-05j 0.00175841+0.000830181j -0.00118694-0.00363023j 0.00188613-0.000739057j -0.00124584-0.0014236j -0.000111784-0.00282806j -0.000670441-0.00102679j -0.00242719-0.00160957j 0.00208506-0.000547171j -0.000972741-0.00169621j 0.000292885-0.00115517j -0.00170884+0.000119918j -0.000675817+0.0010557j -0.000136401-6.66616e-05j 0.00328082-0.00144452j -1.79405e-05-0.00312673j -0.00258795+0.0032129j -0.00037715-2.94109e-06j 6.4625e-05+8.48563e-05j -0.000957469-0.000689182j 0.00105138-0.000533676j 0.000184584-0.000515524j -0.00117268+4.53818e-05j 
-0.000409065+0.000647327j -0.000389029+0.000285878j 0.000264758+0.00321351j -0.00368662-0.00210542j 0.000537684-0.00497074j 0.00430597-0.000769497j -0.000508054+0.000628399j -0.00218353-0.00311006j -0.00229929-0.00044566j -0.000515073+0.00232665j -0.00102281-0.00204609j -0.000798337+0.000237559j -0.00378265+0.000858857j 0.00091925+0.00107403j -0.000853171-4.83687e-05j -0.00111239-0.00117527j -5.71536e-06+0.000564754j -0.00274961+0.00114063j -0.00278668-0.00103575j 0.00295406-0.00735325j -0.00539149-0.00485793j -0.00212419+0.00452985j -0.00861584+0.0113808j 0.0021638-0.00171773j -0.00954737+0.000689259j -0.00123454+0.00202847j 0.0114611-0.00597013j -0.00903686-0.00482348j 0.00203682-0.00141728j 0.00320513+0.00714205j 0.00458295+0.00476985j 0.00337413+0.000692226j -0.00191642+0.0082895j 0.00022513+0.00373828j -0.00275998-0.00314673j -0.000247093-0.00147688j -0.000232666+0.000342638j 0.00134215+0.00116789j -0.000832649+0.000645792j 0.00276682-0.00223296j 0.00304023+0.00263532j 0.00211944+0.00280092j -0.00182641+0.00121326j -0.00017184-0.000785899j 0.00180395-0.00158481j -0.00130947+0.00268312j -0.000491448+0.0012429j -0.00402209+0.000170819j 0.00509536+0.000259085j 0.00536386+0.00036793j -0.000675074-0.00185921j 0.00103299-0.00196054j 0.000100638-0.00263576j 0.000851268-0.00178675j 0.00322237+0.00105881j 0.00361278+0.00531746j 0.00249639+0.00249555j 0.00090094+0.00294806j 0.00138004-0.000931172j 0.00454031+0.00234141j -0.00454583+0.00196843j -0.00194919+0.00213084j 0.000149584-0.00767574j -0.00465615-0.00288602j 0.00205142+0.000934661j 0.000401455-0.00781545j 0.000859128-0.0017876j -0.00269089-0.000974445j -0.00269156+0.00154583j 0.00942946-0.000289814j -0.00252018+0.00142017j 0.00323586-0.00365686j -0.00926374-0.00530953j -0.00165926-0.0062094j 0.000260042-0.00294936j -0.0035017+0.00127765j -8.8603e-05+0.00436131j -0.0023907+0.000467562j 0.00433271+0.00210615j 0.00104881+0.000815138j -0.00123235-0.000144496j -0.000399617-0.00330892j 0.000249848+0.000814342j -0.00127105-0.000854823j -0.000337462-0.000624774j 0.0016357+0.000107248j 0.00037256+0.00130509j 0.00172872-0.000810398j -0.00124887-0.000100543j 0.000784589+0.00153056j -0.00213126+0.00273408j -6.95984e-05-0.000175883j -0.000533971-6.45787e-05j 0.000555346-0.00079027j 0.00112761-0.000382356j -0.000523548-0.00064575j -0.00106864+0.000664589j 
-0.000134579-0.000325585j -0.000874834+0.00071138j 0.00201654+0.00236799j -0.00154806-0.000402721j 0.00256038-0.00318235j 0.00475069-0.00121713j -0.00180951+0.00171113j -0.00153772-0.0039292j -0.00176909-0.00198452j -0.00289843+0.00428737j -0.00201719+0.000705324j -0.00129298-0.000517346j -0.00315448-0.000274022j -0.000527876+0.000824216j 0.0011761-0.000714402j -0.000356577-0.000560598j -0.000502786-0.000328487j -0.00330958+0.000243206j 0.000721501+0.00299287j -0.00938268-0.00325493j -0.00198451+0.001358j 0.00158499-0.0055544j 0.00120096+0.00202236j 0.00312709+0.00686528j -0.00450437+0.00314772j -0.00511445-0.00171805j 0.00462501+0.00135227j 0.00302977-0.00345238j -0.000584493-0.00367596j -0.0047284-0.000508695j -0.000868519-0.00385368j 0.00206385-1.24488e-05j 0.0063853-0.00536582j -0.00232156-0.00227118j -0.00124552+0.00280354j -0.00134406-0.000262232j -0.00122828-0.00116069j -0.00210305+0.00179895j -0.00263594-0.00223538j 0.00160309-0.00258998j 0.00221478+0.00141478j -0.000907802-0.00475911j 0.000588329-0.000866423j 0.00413387-0.000837481j -0.00171257+0.0024352j 0.00276791+0.00203318j -0.00427716+0.0013713j -0.00173671+0.00225627j 0.0037972+0.00216641j 0.00291311+0.00373577j -0.000463755+0.00146896j -0.00328411-0.00206145j 0.0018909-0.00175161j -0.00320422+0.00140132j 0.00206152+0.00439812j 0.00145531+0.00455351j 0.00321566+0.00262892j -0.000921753+0.00295256j 0.000900697-0.000534671j 0.00354631+0.000227111j -0.00324034-0.000623194j -0.000557115+0.00418661j -0.00358834-0.00510448j -0.00141234-0.000855292j 0.00743676+0.0031454j 0.000457185-0.0055099j -0.00166281-0.00395282j -0.00404777-0.00104645j -0.00321162+0.000274508j 0.00542474-0.000304693j 0.00263414-0.00132739j 0.0016519-0.00548087j -0.00575104-0.00440149j -0.000485579-0.000879051j 0.000676443-0.000613795j -0.00274646+0.0031247j 0.000595006+0.00441622j -0.00159418+0.0004237j 0.00204596+0.000218036j -0.00202714+0.000565169j -0.00204018-0.00298113j -0.000443479-0.000572795j 0.00108997-0.0032241j -0.00130919-0.00189714j 0.000976425+0.00462107j -0.00226773-0.00493662j 0.000153587-0.000424304j -0.00153023-0.000354187j 0.00371029+0.000508853j 0.000135485-0.00448414j 0.000604194-0.00185258j 0.00156742+0.00199992j 0.00238601-0.00139657j -0.000410695+0.00106194j -0.00175501+0.000272731j 3.96672e-05-0.000313482j 0.000400854+2.74881e-05j 
-6.87644e-05-0.000676166j -0.00116001+0.000328983j 0.000276085+0.00182621j -0.00167983+0.000357426j 0.000274557+0.000120818j 0.00415533-0.000781112j 0.00432205+0.00434571j -0.00104252-0.00597655j -0.00489754-0.00736021j -0.00779745+0.00552621j -0.00411494+0.00441865j -0.00594638-0.00398182j 0.00110657-0.00436871j 0.00221337+0.000303817j 0.00533198+3.85045e-05j -0.000664646+2.5816e-05j 0.000439842+0.000163757j -0.00267395+0.000481199j 0.000329615+0.00157444j -0.00481378+0.00296444j -0.00701089+0.00280316j -3.37897e-05+0.00129804j 0.00106895+0.00116354j 0.000670829+0.00323008j 0.00047698-0.00130863j -0.00732734-0.0057478j -0.00284743+0.000502855j 0.00668417-0.00458691j -0.00178724-0.00310514j 0.00035689-0.00457684j 0.00099458+0.001836j -0.0033866-0.00502513j -0.00275808-0.00291525j 0.0012566+0.000655373j -0.00175842+0.00874684j -0.0036026-0.00112534j -0.0028608-0.00214308j 0.000943307+4.37857e-05j -0.00078614+0.000381624j 0.00111349+0.00108761j -0.000414774+0.000496809j -0.000454808-0.00372629j -0.00100449-0.000392381j 0.000325649-0.00225963j 0.00104646-0.00294059j -0.00265086-0.00228221j 0.00119807+3.77895e-05j 4.77466e-06-0.00341921j 0.0036082-0.00796764j -0.00229898-0.00324194j -0.00168531-0.00248241j 0.00659405+0.00655624j -0.00828279+0.00930069j -0.000641384-0.00200782j 0.00127222-0.00381291j -0.00281579-0.00713191j -0.00620716+0.0014548j 0.00299048-0.00162484j 0.00126008-0.00138605j 0.00395554-0.00079913j 0.00393059-0.00435022j 0.00413291-0.00656187j 0.00608772-0.000587879j 0.00186085+0.000325353j -0.00372666-0.00752234j 0.000555562+0.00266457j 0.00549336+0.00079654j -0.00197866-0.00147467j -0.00166845-0.00265329j 0.000778822-0.000849676j 0.00242287+0.00829606j 0.00566526+0.0033323j 0.00236942+0.00446258j 0.00549767+0.00316467j -0.000220448-0.00372217j 0.000765319-0.002227j 0.000953363-0.00496466j 0.00183565-0.00197914j -0.00558374+0.00519613j 0.00144595-0.00651181j -0.00246177+0.00245875j 8.99532e-05+0.000589585j 0.00375336+0.00569312j 0.000769419+0.0107542j 1.96826e-05-0.00732133j -0.0027959+0.00341572j -0.00266544+0.00154982j 0.000869958-0.00051638j 0.00040803+0.00126188j -0.00118577-0.00291814j 0.00425714-0.000564724j -0.00266353-0.00129729j -0.00215349+0.00266123j -0.00022764+0.00221706j -0.00408356-0.000310713j 0.00334258+7.2763e-05j 0.000900755-0.00295406j 
-0.000269866-0.00123396j 0.000130206-0.000810607j -0.00310278-0.00280205j 0.00400234+0.000291081j -0.0027449+0.0046507j -0.00750078+0.00129466j 0.00191843-0.00204948j 0.00150457+0.0052517j 0.00109125+0.00145125j 0.00233126-0.0052481j 0.0031751-0.000798449j -0.00101464+0.000620856j 0.0036435-0.000339468j 8.91395e-05-0.000118025j -0.000951102+0.000790492j 0.00173503-0.000183572j 0.000124243-0.000335518j -0.00196567-0.000309906j -0.00073008+0.000484694j -0.000372626-0.00043514j -0.000167427-0.00156383j 0.000325041-0.000589198j -0.00240367+0.00168886j 0.000501444+0.00204032j -0.00347722-0.000290927j -0.00232501-0.000927378j 0.00210267+0.000893905j 0.00207849-0.00214975j 0.000332144-0.00279366j -0.00111923-0.000431539j -5.5647e-05-0.000375545j -0.00039699-0.000989517j 6.57465e-05+0.000875334j -0.00144899+0.00109139j -0.000588563+0.000507361j -0.000160922-0.000148842j -0.000996415-0.000186676j -0.00103937-0.000243135j 9.5139e-05-0.00077897j 0.00387337-0.00251969j 0.00345218+0.00340905j 0.000470824-0.000778201j -0.000396789+0.000804183j 0.000595089-0.000605925j 0.000424825-0.00170943j -0.00143512+0.00348209j -0.00240595+0.00294532j -0.0045328-0.000554982j 0.00572957+0.000468589j 0.00633788+0.000160879j -0.00105349-0.00112303j 0.00190602-0.000400226j -0.00173649+0.00118761j -0.00119345-0.00269354j 0.00435892+0.00154156j 0.00482573+0.00488269j 0.00031759+0.00299037j 0.000429247+0.00388658j 0.00343878-0.00149161j 0.00681293+0.00132416j -0.00437388+0.000182061j -0.00056585+0.0012779j 0.000165558-0.00950234j -0.00630805-0.00389204j 0.00344689+0.00104662j 0.00112073-0.00732282j 0.00182604-0.00224939j -0.00505974-0.000660269j -0.00361631+0.00371229j 0.0112176-0.00307908j -0.000695595+0.00121672j 0.00446053-0.00326108j -0.0106221-0.00757538j -0.00120995-0.00679561j 0.00040646-0.0050219j -0.00199279+0.00200424j -0.00012383+0.00618213j -0.00523623+0.00095509j 0.0030848+0.00378979j 0.00187591-0.00240635j -0.0061406-0.00208387j 0.000853654-0.00437375j 0.00172919+0.000309867j -0.000236942+0.000226976j -0.000243559-0.00175549j 0.0010992+0.000286087j -0.000761938+0.000876556j 0.00094476-0.000810329j 0.000458457+0.00108868j -0.000605701-0.00141416j -0.000477935+0.00141829j -0.000411958-0.000673866j -0.0009842+0.000381675j 0.000487848+0.00130924j -0.00131782+0.000597604j 9.53372e-05+0.000205388j 0.000339449-0.000140294j 
-0.00052001-0.000926802j -4.44543e-05+3.74468e-05j -0.000814697-0.00194821j 0.00379969-0.00173992j 0.00414399+0.00189582j 0.00605891+0.000376744j 0.000575652+0.00265382j 0.00025078-0.00556695j -0.00427647-0.00792203j -0.00890406+0.00697126j -0.00397261+0.00408529j -0.0075108-0.00500822j 0.000340392-0.00806035j -0.00191427+0.000364432j 0.00448985-0.00442618j 0.000215334+0.000947434j -0.000123321+0.00167663j 0.000557933-8.82401e-05j -0.00232424-0.00094079j 0.0025292-0.000321166j 0.00196678+0.000378285j 0.000834443-0.0021849j -0.00024207+0.00170922j 0.00200232+3.98116e-05j 0.00324151-0.00432754j 0.00755209+0.00329879j -0.00168301+0.000665913j -0.00123619+0.000476861j -0.00393764-0.00121645j -0.00376952+0.00494291j 0.00169083-0.0020059j -0.00015901-0.000606702j 0.000662333-0.00178716j 0.000956826-0.0014546j -0.00115368-0.00197908j 6.78766e-05+0.00165956j 0.00264096+0.00187668j -3.92846e-05-0.0013845j 0.00164371+0.000443872j 5.80176e-05-0.000262485j 0.000517748+0.000405642j -0.000131661+0.0023295j -0.000910486-0.000564245j 0.00121187+0.00120001j -0.000449722+0.00529072j 0.000757968-0.000505808j -0.00140853-0.000661395j 0.00226093+0.00113685j 0.00115739-0.0012222j 0.00229879-0.000407026j -0.00308166-0.000805667j -0.0034049-0.00353504j -0.000502935-0.000430315j 0.000120206+0.00688214j -0.00226694+0.0079033j -0.00615603-0.00355506j -0.00175886+0.00261585j 0.00283094-0.00230464j -0.00984827+0.00437206j 0.00191928-0.00182911j 0.000524221-0.00585892j 0.00478503-0.000669923j -0.0114188-0.00140308j 0.00446381-0.00213341j 0.00456533+0.00169761j 0.00254534-0.00126355j 0.00191261-0.00332301j 0.00249682-0.00375809j -0.00287088-0.00550452j 0.0056281+0.0037368j 0.00386899+0.00335012j -0.0014553-0.00354571j -0.00165068+0.00542445j 0.00268675-0.000797769j -0.00364314+0.00441901j -0.00501068+0.000961221j 0.00232003-0.00650883j -0.0049087+0.0054621j -0.00610264+0.00356445j 1.92147e-05+0.00313237j 0.00161522+0.00139823j 0.00090009-0.000313525j -0.00513414+0.00413609j -0.00348153-0.00137496j 0.0010206+0.00861666j -0.00562923+0.00350677j -0.000836058+0.00224267j 0.000533983+0.00211214j 0.00217345+2.65893e-05j 0.00190775+0.00058038j 0.00613132-0.00237829j -7.77712e-07+0.00296142j 0.00268606-0.000222032j -0.00332988-0.00333713j 0.00176205-0.00310985j 0.00282153+1.12711e-05j 0.000159204-0.00251966j 
