0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
0.00761832-0.00249214j 0.00644404+0.00546288j 0.0103193-0.0158074j -0.0301358-0.00439142j 0.0342255+0.00609723j 0.00406438+0.0215984j -0.0148162+0.0172759j 0.00222246+0.0169989j 0.00338971+0.003323j 9.65692e-06+0.00503988j -0.00558701-0.00646056j -0.00318084+0.015104j -0.000153068-0.00808458j 0.012315+0.00462125j 0.0203102-0.0169937j -0.0106449+0.00795226j 0.00792223-0.0148329j 0.0109138-0.00148704j 0.00642894-0.00184775j 0.00136705+0.0151718j -0.00653284+0.00532461j -0.00104545+0.00504545j -0.0160497-0.0012911j -0.0159896-0.00749717j 0.0141852+0.00484356j 0.0119878-0.00832109j -0.0159782-0.0123424j 0.00116421-0.00192418j -0.00126761-0.00473073j -0.00427415-0.0263813j 0.0077992-0.00292671j -0.011834-0.0202608j -0.00092993-0.00362112j 0.000637136+0.00961017j -0.0118818+0.0150281j -0.00384988-0.000749539j -0.00298911+0.0124353j 0.00452818-0.00310431j -0.00393411+0.0049505j 0.0183689-0.00988744j 0.00860581+0.00502502j -0.00840651+0.00350432j -0.00649581-0.00666395j -0.00295114+0.00308143j 0.0112694-0.00359786j -0.0031432-0.00630362j 0.00683715-0.00383926j -0.00622385+0.00201056j -0.0124028-0.00370126j 0.00535874+0.00875507j 0.00483472+0.00579175j -0.00271942+0.00309523j 0.011087-0.00830378j -0.00284935-0.014986j 0.000740896+0.00549274j 0.00344972-0.00541335j 0.0115128+0.0134988j 0.00104649-0.00807107j -0.00232368+0.00993449j -0.0120843-0.0090377j -0.000719069+0.00594589j 0.00965379-0.000237163j 0.00235799+0.00487034j 0.00734766-0.00764841j 0.00707833+0.00759818j 0.00640451-0.00624907j 0.00355011+0.00600491j 0.00359971-0.00346625j 0.00203272+0.00778967j -0.0036341-0.00179965j 
0.000706725-0.00379713j -0.00245351-0.00595413j -0.005578+0.0025565j 0.0072048+0.00251233j -0.00908508-0.005167j -0.00892586+0.000750998j -0.00185971-0.00706705j 0.0135843-0.00286302j -0.00720294-0.00420509j -0.00338764-0.00344619j 0.00627077+0.00682294j 0.00236249+0.00136207j 0.00172633-0.00518663j 0.00839021-0.00739681j 0.00995392+0.0036571j -0.000270588-0.0118973j -0.0078312-0.00956643j 0.00270926-0.00531306j 0.000234442+0.000106892j -0.00361458+0.00153008j -0.00749107+0.0118563j 0.0144942+0.000835337j -0.0137835+0.0076585j 0.015586+0.0103589j -0.0161117-0.0172502j -0.0024082-0.00788944j 0.0193993+0.00403783j -0.0288028+0.00461187j 0.0139382+0.0130529j -0.0043768-0.00157895j -0.00665097-0.0191843j -0.0119803-0.013499j 0.000309547-0.00143487j -0.0036084+0.0111224j 0.00469856-0.00522723j 0.0271074+0.00194191j -0.00993891-0.0102532j -0.00484053+0.0096897j 0.0180195+0.000716734j -0.00508354-0.0109532j -0.00709282+0.0108387j -0.00787189-0.00597718j -0.00467314+0.00312374j 0.00943139-0.0100207j -0.00503412-0.0174693j -0.00422336+0.00721033j 0.00542485-0.000239583j -0.0112388-0.0139413j 0.00837438-0.00413189j -0.00096633-0.00459048j 0.00853121-0.00172859j -0.00651741+0.00205913j 0.00460716+0.0108227j -0.00163813-0.000104954j 0.000724842-0.00142744j 0.00763942-0.00533791j -0.00158638+0.00652312j -0.000809437+0.00201846j 0.00272136+0.00196419j -0.000944557-0.0074847j -0.00500093+0.00647856j -0.00465748+0.000181976j 0.0117573-0.00149171j -0.00757558-0.00302019j 0.000741923-0.00860995j -0.00923455-0.00425749j 0.00316188+0.00203113j -0.00444954+0.00367975j -0.0032613-0.002545j -0.00128422-0.00279757j 
0.00452791+0.00115168j -0.000109994-0.00141293j 0.00487568+0.000671697j -0.0031592+0.00100722j 0.00519037+0.0159898j -0.000638458+0.0095666j -0.00332833-0.0136162j -0.0103467+0.00327818j -0.00131053-0.00517127j 0.00582871+0.00152289j -0.000707011+0.00021753j 0.00424839+0.00178197j -0.00516307-0.00432273j 0.000802157-0.00589061j 0.00246354+0.0156389j 0.0141431-0.00315172j 0.0152421-0.00171064j 0.00724423+0.00632216j 0.0157034+0.00876025j 0.00535655+0.00478055j -0.00582162-0.000680644j -0.0135862-0.00369109j -0.00875393+0.00506962j -0.0119688-0.00344543j 0.00817272+0.00712678j 0.0020502-0.0155516j 0.0170483+0.0161597j 0.0107889-0.00256259j 0.0041276-0.000612542j 0.0101144+0.00931511j -0.00676367+0.000336977j -0.022721+0.00552049j -0.0130197+0.00515039j 0.0102506+0.0103131j 0.00662293+0.0127532j -0.0105997-0.0177671j -0.0103406+0.010473j 0.0244016+0.0091476j -0.0192476-0.000737872j -0.0103128-0.0175913j 0.00112519+0.00264066j 0.0134194-0.0112191j 0.0124804-0.00339398j -0.00693336-0.000459707j -0.00686091+0.00915164j -0.00854357-0.00229033j 0.00518941+0.00389226j -0.00380571+0.00386388j -0.00106927-0.00108448j -0.00320984+0.00745523j -0.000879588-0.00738652j -0.00887019+0.00678225j -0.00247985+0.0150547j -0.00471119+0.0035809j 0.00762052+0.0123586j 0.00171496+0.00197488j 0.00105347+0.00043964j -0.00284681-0.00746415j 0.000384222+0.00437555j -0.00143026-0.0016421j 0.00384724+0.00139654j -0.00533064-0.00366568j -0.00451505+0.00226248j -0.00697658+0.0007159j 0.000516636+0.00213133j 0.000193429+0.00743174j 0.00389643+0.000316943j 0.00562669-0.00271796j 0.0021124-0.00195435j 0.00271384+0.00187041j 
0.00406408+0.00241833j -0.00807793-0.00324429j 0.00774116+0.00158396j 0.0149875-0.0169017j -0.0164553+0.0243262j -0.0154551-0.0131702j 0.00498152-0.0104034j -0.0220566-0.00610789j 0.00635734+0.00120951j 0.00825297+0.0046321j 4.70953e-05-0.00384357j 0.00929403+0.0058972j 0.00272128-0.00156103j 0.000705251+0.0261452j -0.0115877-0.00976708j -0.00618596+0.00982546j 0.00310332-0.0154412j -0.009426+0.000791012j 0.0201442+0.0174447j 0.00850324+0.0101297j 0.0260181+0.00839912j -0.00335646+0.0143606j -0.00190104+0.00501131j -0.00593906+0.00227274j 0.00243244+0.00184398j -0.00457541+0.00476981j -0.0095595-0.00263077j 0.0114641-0.0058634j 0.0188406-0.0143202j -0.0253062-0.0306527j 0.00580893-0.0249703j -0.00920441-0.00115415j -0.00483356-0.0205701j -0.0132248-0.0134264j 0.0130372-0.0180325j -0.00979489-0.0171299j 0.00417964+0.00794835j 0.00142216-0.0102157j -0.00922559-0.00920774j -0.00782728-0.0150521j 0.00466727-0.00814051j 0.00303268+0.000136979j 0.00693988-0.00952999j 0.00805535-0.0014285j 0.00907292+0.0104092j -0.00130601+0.00163312j -0.00122933-0.00857479j 0.00192145-0.0163689j -0.00866807+0.000880369j 0.00389952-0.0130196j -0.00570885+0.00229097j 0.00280721-0.0125852j 0.00515849+0.00285545j -0.00230424+0.00778573j 0.00673675+0.0101473j 0.00347725-0.0038075j -0.000262958+0.00460662j 0.00357024-0.00284995j 0.00598907-0.00440934j -0.00320567+0.0111255j -0.0161307+0.00195109j 0.00160042+0.0027463j -0.000857857-0.00651805j -0.00681971-0.00588448j -0.00188421-0.00216001j -0.00753292+0.00333819j 0.0087992-0.00331182j -0.00114171+0.00181704j -0.000541412-0.00203181j 0.00163611+0.00231348j 
0.0035044+0.0020553j 0.00350402-0.000755701j 0.00691447+0.00292638j -0.00701787-0.00152878j 0.0133276+0.0102785j 0.00518318+0.0079087j -0.00656073-0.00300003j -0.0111425+0.00415899j -0.00184345-0.00799979j -0.000255721+0.00125441j -0.00302986+0.000468558j -0.0088472-0.00272464j -0.0045284+0.00467713j -0.00048357-0.00532982j 0.00778829+0.00585706j 0.013594-0.00212788j 0.00472471+0.00350509j 0.0153128-0.00618843j -8.40983e-05+0.00174557j -0.010369+0.00210918j -0.00481057-0.00763184j -0.00153622-0.000691856j -0.00852592-0.0103469j -0.012347-0.0023338j -0.00168082+0.0121462j 0.0104453-0.0125756j 0.000730223-0.000317798j 0.00107444-0.00688525j -0.00703216+0.00538054j 0.00617832+0.00406407j 0.00857763+0.00416872j -0.00534243-0.00440206j -0.017057+0.00326484j 0.0129496+0.00941564j -0.00664466+0.00780875j -0.00565285-0.00184606j -0.0049349+0.00664358j 0.0116952+0.00178737j -0.0129882+0.0151941j -0.000328949+0.00175459j -0.00364368+0.00742721j -0.000862924+0.00163515j -0.00404079+0.00956032j -0.00248455+9.74557e-05j 0.00217113+0.00514078j -0.00870003-0.00188172j 0.00576832+0.00768367j -0.00641855+0.0068612j -0.00450188-0.00242032j -0.00559024+0.00364801j -0.00402905+0.000402357j -0.00506239+0.0122797j -0.00224187+0.00809266j -0.00823783-0.00914209j -0.00124811+0.00539407j 0.000916564+0.00407125j 0.000465318+0.000589848j 0.000665251+0.00134489j 0.00147968+0.00306721j -0.00256666+0.00152724j 0.00972471-0.00448959j 0.00278017+0.00263556j -0.0102103+0.00529371j -0.000418345+0.00248704j 5.60066e-05+0.00156579j 0.00607223+0.00676597j -0.000375539-0.0041208j 0.0044797-0.00302567j 0.00452758-0.00108222j 0.000580312+0.00269023j 
-0.00558108-0.000477995j 0.00341933-0.000259895j 0.00273276+0.00629406j 0.000722734+0.00721046j 0.00644983-0.0103278j 0.0199202-0.000302792j 0.00793845-0.0133628j -0.0020127-0.00029564j -0.00176143-0.000488191j 0.00144437+0.00495559j 0.00142244+0.00972589j -0.00613209-0.00424491j -0.000957747+0.00374764j -0.0053478-0.00833968j 0.003069-0.0176135j -0.00429434-0.0207568j -0.0149646-0.00954364j 0.00570876+0.00733157j -0.0175828+0.0220338j -0.00891022-0.00345922j -0.0023295+0.0179642j -0.007593-0.00204481j -0.0175128+0.00169467j -0.00687125-0.0229165j -0.0021688+0.00906664j 0.00798825+0.013028j 0.002433-0.0013054j 0.0124929+0.0050603j -0.0206194+0.00530452j -0.0108675-0.0174148j 0.00967913+0.0129624j -0.00806704-0.0017963j -0.0172321+0.00637643j 0.00668331+0.00315293j -0.016652-0.00437816j 0.00115247-0.00350617j -0.00864159-0.0116008j -0.00560474-0.000647236j 0.00252234-0.00483061j -0.000968052-0.0138737j -0.00245584-0.0038486j -0.00137835-0.00858291j 0.0143298-0.00470184j -0.013914-0.0124913j -0.0051408+0.0163758j 0.00215047+0.0158889j 0.0099284+0.00322961j -0.0117188+0.00859108j 0.0022706+0.000939992j 0.00133494+0.00386782j -0.00145452+0.00518499j -0.00549247-9.39977e-05j -0.00870668+0.00385261j -0.0034946+0.0016609j 0.00262085+3.0633e-05j 0.00872267-0.0050092j 0.00652862-0.00472542j -0.00802497+0.00512175j 0.00244659+0.00553175j 0.00181529+0.005274j 0.0095365-0.00294945j -0.00550178-0.0123379j -0.0077751+0.00325533j 0.00174182+0.00208527j 0.00291809+0.00707412j -0.00810338-0.00322279j 0.00535808+0.00700176j 0.00869711-0.00308182j 0.00388948-0.00170745j -0.000338013-0.000725854j 
-0.0016689+0.000900579j -0.00041798+0.00190856j -0.00165305-0.000366612j -0.00317182+0.00484755j 0.000986445-0.0030627j 0.00554856-0.00457065j 0.00145535+0.00299258j 0.000855156+0.00400837j -0.000113943-0.00135724j -0.00129929-0.00814748j -0.0072404-0.0105417j -0.00645856-0.0131852j -0.00359508+0.0137917j -0.00572791+0.0051742j -0.0115199-0.000930727j 0.0093763+0.0207772j -0.00289724+0.0155995j -0.0102047+0.00244063j 0.0104173+0.00246933j -0.0123+0.00328942j -0.00500618-0.0156669j 0.0104649-0.0114987j -0.0225832+0.0107563j 0.0102307-0.00778986j -0.00084741+0.0280716j 0.00166654+0.00681012j 0.00221784-0.00704638j -0.00813757+0.00236337j 0.00233095-0.00882184j -0.00405938-0.0055146j 0.00351962-0.0172923j 0.00604708-0.0159907j 0.00240556-0.00159663j 0.0039374+0.00561249j 0.00956853-0.0135829j 0.00319018-0.00297282j -0.00808793+0.0193117j 0.0105555-0.00112791j -0.00344446+0.010099j -0.0115555+0.0124272j -0.0140567-0.000781461j 0.00688413+0.00282966j 0.0110865+0.00595758j -0.00820049-0.00771662j 0.00327588+0.00514584j 7.5999e-05+0.00207583j -0.00110009+6.35067e-05j 0.0051609-0.000405368j 0.00531806+0.0077817j -0.00838993+0.00345716j 0.00122936+0.00790274j 0.00888221+0.00852095j -0.00108734-0.0129594j -0.00317494-0.000616963j 0.00204733+0.00469981j 0.00315005+0.00286354j -0.00081284-0.011123j 0.00363531-0.000840171j -0.00104591-0.0060776j 0.00238011+0.0116834j 0.00335509-0.00782271j 0.00435741+0.000689143j -0.00509742-0.00139416j 0.0113474+0.00771857j -0.0023172+0.000605403j 0.00413402+0.00615361j -0.00868878-0.00685653j -0.00259673+0.000520646j -0.000544084+0.000111046j 0.00156672-6.03098e-05j 
-0.00447928+0.000674723j 0.000442202+0.00168801j -0.00637924-0.000744644j 0.00864234+0.000213885j -0.0055517-0.00171j -0.0079539-0.003935j 0.0048749+0.0104206j 0.00821992-0.00274552j 0.00530194-0.0069107j -0.0162741-0.00364609j -0.00328546+0.0031937j 0.000771419-0.00769719j 0.00393632+0.0131521j -0.0235613+0.00201369j -0.00162441+0.00288747j -0.00501115+0.00469717j 0.00905412-0.00747882j -0.0149221+0.00519356j -0.0103304-0.00753709j -0.00284711+0.0127082j 0.00639694-0.00338708j -0.00347659-0.000932059j -0.00555351+0.00424548j 0.00268451-0.00549941j -0.0159225-0.000463088j -0.00966102+0.020874j -0.0142768-0.00954816j -0.000485749+0.00892962j -0.0143507+0.00986699j -0.0117348+0.00759575j 0.0115509-0.00545767j 0.00894086+0.00502995j 0.00653381+0.00163249j 0.00344724-0.00217626j 0.0062294+0.000682698j 0.0098319+0.00212183j 0.00184554+0.00281199j -0.00524125-0.0150939j -0.00590865-0.00723459j -0.00537098+0.00889036j -0.00113922-0.00556215j 0.00307202-0.00242668j 0.00352818+0.0129345j -0.000440457+0.00696509j -0.00490023+0.00658312j -0.00187465-0.00156097j -0.0110269-0.00367961j 0.0128123-0.00425214j 0.006923+0.00160069j -0.00427835+0.00169486j -0.000255838+0.00740043j 0.00791024-0.00956039j -0.00378497-0.000790892j 0.00437568+0.00962109j -0.00302014-0.00399409j -0.00104758+0.000527069j -0.0026434-0.00971249j 0.00591723-0.000657763j -0.00138403-0.00530099j 0.00649389+0.00793778j -0.00816802-0.000580587j 0.00405395+0.0027115j -0.00405782-0.00320502j 0.00924029+0.00140583j -0.0023031+0.00515736j 0.00453257+0.00309987j -0.00413507-0.00511623j -0.00515843+0.000801999j -0.00040201+0.000268342j -0.000815417+0.00122887j 
-0.00326016-0.00260676j -0.00168832-0.0048273j -0.00960524+0.0026916j 0.00328411+0.0114884j -0.0083514-0.0133685j 0.00821742-0.0119684j 0.00670014-0.0115881j 0.0112585-0.00462374j -0.00445821+0.00681964j -0.00774724-0.00352132j 0.0118054+0.00648893j 0.00296317+0.0138298j 0.00192113-0.0101293j 0.00972715-0.0177064j -0.0161487-0.00156151j -0.00106432-0.00171592j -0.0111181+0.0085702j 0.00451336+0.0183017j 0.0108241+0.00599916j 0.0022163-0.00330365j 0.00356615-0.0078211j 0.00913904+0.00116315j 0.0108204-0.0167465j 0.00385936-0.00263536j 0.00520988+0.00229676j -0.00245692+0.000275226j 0.0164929-0.00432291j -0.00561373-0.0132709j 0.00847476-0.00165539j -0.00283731-0.0257866j 0.00479896+0.0132229j 0.006496+0.00988037j 0.0133311-0.00361106j -0.0110523+0.00576261j -0.00493089-0.00926758j -0.00809128-0.00177526j 0.011557+0.000189398j 0.00020541+0.0138962j 0.00449342-0.0138771j 0.0166938+0.00667655j -0.000775577-0.0082781j 0.00656122-0.000221171j -0.00397034-0.00665554j -0.00420293-0.00302585j -0.00274278+0.00535085j 0.00342581-0.000928184j 0.00359042-0.00719807j -0.00204837+0.00520428j 0.004322+0.00805588j 0.00797637+0.00440491j 0.00330247-0.00169145j -0.010315-0.00125208j -0.00606581+0.000577871j 0.00102291+0.0060947j 0.0145331-0.00228562j -0.00681712-0.00743093j 0.00437872-0.00142965j 0.00321014+0.00479222j -0.00774127+0.00510114j 0.00270263-0.00256326j -0.00342043-0.00564087j 0.00146494-0.00935291j 0.00186319-0.004055j -0.00581247-0.00026672j -0.00391055-0.00300878j -0.0149324-0.0012048j 0.00492035+0.00198693j 0.00246785+0.00388953j -0.00273529-0.00512899j 0.00119071-0.00352055j 
-0.0011004-0.00285547j -0.00177995-0.00243248j -0.00844089+0.00337016j 0.0111801+0.000185196j -0.0094997-0.00357386j -0.00322972-0.00591304j -0.00078358+0.000748469j 0.00649709-0.00419248j -0.00596569-0.00841861j -0.00824832-0.00832406j -0.00460714+0.00486832j -0.0105641-0.00544737j 0.0100834+0.0157961j -0.0111611+0.00381136j 0.0205578+0.0045741j 0.00346566+0.00309454j -0.00349585-0.0169111j -0.0124243+0.00561515j -0.0131181-0.0121482j 0.00112381+0.00947296j 0.0105724-0.0048427j 0.0106258+0.000394124j -0.0160926+0.00921929j 0.00725029+0.00552739j -0.0220946+0.00555129j -0.00972062+0.0129576j -0.0159705-0.0052985j 0.00078099+0.00066438j 0.000239854-0.00655324j -0.0118066+0.00803366j 0.000141035-0.0125901j -0.0127924+0.00738929j 0.00544134+0.0122271j -0.00163058+0.00361988j 0.0064357+0.00810579j 0.0083213-0.00759754j 0.00263413+0.00316022j 0.00105578-0.0120363j -0.0118469-0.00851275j 0.000162756+0.00292812j -0.00474457+0.00466249j -0.00761494-0.0012646j 0.00180305-0.00184607j 0.0119388+0.011344j -0.00023462+0.000309614j -0.00124-0.0134429j -0.00789905-0.000402475j 0.0138593-0.0126205j 0.000927583-0.000765424j 0.0093798-0.00123112j 0.00400156+0.0168269j 0.00936589+0.00127071j -0.00183394-0.000149522j 0.00334997+0.00458438j -0.00550986-0.00181874j 0.00379616-0.00151078j 0.00133263-0.00313947j 0.000905099-0.00479942j 0.00257216-0.0128424j 0.00387116+0.00421352j -0.00808302+0.00694927j 0.00682286+0.00854176j 0.00355111-0.00465051j 0.00474178-0.0041969j -0.0050626-0.000434801j 0.00781535-0.00163768j -0.00382476-0.0040612j -0.0094793-0.00093365j -0.00233448-0.00284321j 0.00216074-0.00144443j 
-0.00466062-0.00414019j 0.000116437+0.0017881j -0.00449152-0.00444519j 0.00189573+0.00179374j 0.0048647-0.0138932j 0.00563497+0.00520392j 0.0135791+0.00224306j 0.00517666-0.0182593j -0.00672936-0.00435729j 0.00377258+0.0202614j 0.0166956+0.0206091j -0.00722522+0.0119915j 0.0178699+0.000836457j 0.0131254-0.00589649j -0.0218237-0.00568497j 0.00265974-0.0040893j -0.00830296+0.0112806j -0.00328329+0.00674596j 1.29408e-05+0.00662225j -0.01565-0.00725771j -0.000827084-0.00369495j -0.0111775+0.0127006j -0.00283305-0.0145531j 0.00247709+0.00265848j -0.00587649-0.00451322j -0.0157585+0.0134257j -0.0076624-0.0146736j -0.00464078+0.0175635j 7.36061e-05+0.00485725j -0.0116031+0.00739428j 0.0121833+0.0139888j 0.00776756+0.00370695j 0.005014-0.00638961j 0.0022895-0.00137289j -0.00649921-0.00688104j -0.00174279-0.00252751j 0.0114393-0.0072098j -0.0141736-0.00116799j 0.00597798+0.0030553j -0.00916-0.00734203j 0.000256854-0.0032505j -0.00423184+0.00150482j 0.00756958+0.00362641j -0.0107333-0.00530367j 0.00163299-0.00295139j 0.00696641+0.00695541j 0.00281721+0.00435278j -0.00513305-0.00114721j 0.00636746-0.0013602j 0.00218558-0.000161794j -0.000814139-0.00360932j 0.00811479-0.00687639j 0.000387077-0.00628811j 0.00634321+0.0043722j -0.00446039-0.00426557j -0.000657272-0.0096646j 0.00789789+0.0101303j -0.00415038+0.000330708j 0.00847177-0.0027577j 0.00168757-0.00771225j 0.00134106+0.00480571j -0.00519904+0.000133571j 0.00947793+0.00265448j 0.00218018-0.00681311j 0.00590289+0.00287279j -0.00647543-0.0166545j 0.0050934+0.00899348j -0.00486029-0.00120706j -0.00201148+0.00372958j -0.00277681-0.00463761j 
-0.000571629+0.00401122j 0.00615324+0.000831745j 0.0055763+0.00321722j -0.0042846-0.0023204j 0.00740889+0.00936518j 0.00575585-0.00297635j -0.00436886+0.00856925j -0.0051737+0.00408749j 0.00921346-0.00300469j -0.031289-0.00148012j 0.00904583+0.0199254j -0.00795189+0.00134117j 0.00967377-0.00890106j 0.00211274+0.00309484j -0.00548162-3.46614e-05j 0.0159305+0.0124849j -0.00428999+0.0209653j 0.0145831+0.00862416j 0.00323293-0.000949397j 0.00579165-0.00153575j -0.0109909-0.00895636j 0.00445888+0.00419839j -0.0211598-0.00556532j -0.00387999+0.00347385j 0.00107986+0.016436j 0.00108738-0.016662j 0.00725208+0.00545366j -0.0027941+0.00328566j 0.00273493-0.0111818j -0.00607519-0.00971825j 0.0108732+0.0129976j 0.00433072-0.000808586j -0.0062746+0.000206208j 0.0170853-0.00101778j 0.0113167+0.0107935j 1.97103e-05+0.000545546j -0.000769326+0.00157154j 0.0239328+0.000975645j -0.00608444+0.00210262j -0.0011785+0.0262628j 0.0153695-0.00339258j 0.00171841+0.00313433j 0.0164872+0.00576884j -0.00658755-0.00525125j 0.00101831+0.00958854j 0.0021528-0.00697212j -0.000591206+0.00348766j 0.000492219+0.00357771j -0.0110221-0.00425951j 0.00773615-0.00267961j -0.000714309+0.00199867j -0.0128811+0.00127158j -0.00371053-0.00206209j -0.00450591-0.00101277j 0.00632627-0.00288678j -0.0108147+0.00375249j -0.00812486-0.0107232j -0.00292719+0.00321692j -0.00609104+0.0102681j -0.00296846-0.00338409j 0.00435394-0.00716624j 0.000754617-0.00190853j -0.00791559-0.000849858j -0.00269984+0.00604671j -0.00314381+0.00375147j 0.0049223+0.00693826j -0.000335372-0.000537701j 0.00857549-0.00271113j 0.00573718-0.00108804j -0.00204776+0.00505048j 
0.000903313+0.000276168j -0.00541164-0.0035047j 0.0134124-0.000457646j 0.00705005-0.0081249j -0.00914141+0.010915j -0.00959994-0.00368003j 0.00060083-0.0032312j -0.0101446-0.00794452j -0.0104192+0.00170545j 0.0195062+0.0273353j 0.0249039-0.0205549j 0.00448607+0.0119562j 0.0013472-0.0165287j 0.00705911+0.0213546j -0.00563489+0.0102981j 0.0104383+0.0133575j 0.0038551-0.00552828j 0.0193629+0.0085155j 5.70121e-05-0.0118781j 0.0129431-0.0148618j 0.0180973-0.00726662j -0.0197302+0.00784945j 0.0154084-0.0223153j -0.0105207+0.000808141j 0.0121937+0.00327679j -0.00554077-0.0125753j 0.00243287-0.00331062j 0.00297466+0.00125127j 0.0105881+0.00874843j 0.000877313+0.00854887j -0.00570967+0.00260642j -0.00532012-0.0104901j 0.00440127-0.0232227j 0.000360018-0.00693112j -0.00963129-0.00365436j -0.010331-0.00450664j -0.00841516+0.0104492j -0.00768651-0.00838005j -0.000507114+0.006769j -0.00759836+0.00989953j 0.000573838+0.00476133j 0.0133299+0.0022475j 0.0101948-0.003657j 0.0050952+0.0106793j -0.000556833-0.0165407j -0.0112455+0.00283806j -0.00188674-0.00986505j 0.00170443-0.00337268j -0.00997075-0.00269628j 0.00185539-0.0114976j -0.00635756-0.0107922j 0.0143116-8.45793e-05j 0.0020231-0.0110935j -2.64791e-05-0.00851058j -0.00241738+0.0152053j -0.00117911-0.000430157j -0.00320838-0.00235134j 0.0047257-0.00457822j 0.00798204-0.000661994j -0.0131012+0.0054037j -0.00222585+0.00342588j -0.00181188+0.00643002j 0.00278815-0.00836595j -0.0042651-0.00748927j 0.0051221-0.0141457j 0.00440738+0.00611161j 0.00262023-0.00233775j 0.000103546+0.00562883j -0.00135842-0.00194517j 0.000718572-0.000820045j 
-0.00769889-0.000746586j 0.00974645+0.00802608j -0.00350671-0.00239832j -0.0102599+0.0116806j 0.00110502-0.0151608j 0.0062413+0.00544196j -0.00513134+0.0185278j 0.02291+0.0125389j 0.00440577-0.00507745j -0.0218293+0.00321191j 0.0147484+0.00701776j -0.00148259-0.0083841j 0.00693115-0.00703756j 0.000223507-0.00223395j 0.00758745-0.0120746j 0.000677739+0.0101099j -0.00951654-0.00122247j -0.00199931+0.0112237j -0.026787+0.00963666j 0.00438-0.00896451j -0.0121178+0.0029033j 0.0113189+0.0059559j -0.00892855+0.00985049j 0.000608665+0.000302332j -0.000172103+0.00260454j -0.000727311+0.0017618j -0.00704055+0.0108433j 0.00187652+0.00694782j -0.0148695+0.00821741j 0.00185236-0.00397762j 0.00857105+0.0198586j -0.00717455-0.00148983j 0.00312402+7.67198e-05j 0.0160522+0.0170511j 0.00310676+0.0109992j 0.00715727+0.00866824j -0.0145783-0.0182979j -0.00580069+0.00521611j 0.012724+0.00909053j -0.00686366+0.00770059j 0.00661882+0.00536646j -0.0171653-0.00972117j 0.00702058-0.00419964j -0.00493177+0.000625412j -0.0108553+0.000694605j 0.0165815+1.8711e-05j -0.00328278+0.0128229j 0.0021207+0.00850085j 0.00274863-0.00256606j 0.00253629+0.000891727j -0.00259494+0.00524298j 0.0015138+0.000608712j 0.000824967+0.00365268j 0.00709752+0.00246051j -0.00937269-0.0177199j -0.000544316+0.00222543j 0.000703788-0.00402416j -0.0133981+0.00713059j -0.00427767+0.00524297j 0.00243175-0.0100872j 0.0071381+0.00398591j -0.00562078-0.00649747j 0.00185306+0.00450929j 0.00661364+0.00698182j 0.0014694+0.00932657j 0.00879875-0.00406546j -0.00994115+0.00912443j 0.00582747-0.00403977j 0.00261306+0.00541295j -0.0038825+0.00176738j 
