-0.0044598+0.00802136j -0.00796669-0.00581601j -0.0065613-0.0025452j 0.000106587-0.00692764j -0.00181572-0.00432574j 0.00291785+0.00162345j 0.00171281-0.0013105j -0.00356222-0.00195159j 0.000258022+0.00879447j -0.00119688+0.000685645j 0.00332169+0.000475877j -0.00330261+0.000376563j -0.000351986-0.000112541j -0.00220362+0.00293746j 0.00106297+0.00135413j -0.000389383-0.00086271j 0.00113805-0.00451638j 0.00185727-0.00292299j 0.00127684-0.000117805j 0.000126197+0.00118357j 0.00168431-0.000120675j -0.000359038-0.00025778j -0.00236537-0.00138003j -0.00132777+0.00234861j -0.000925593+0.00166128j 0.00332317-0.000923745j -0.00344944+0.000418515j 0.00615404-0.000827835j 0.00491394-0.004152j -0.00140419-0.000154704j 0.00661292-0.00297863j -0.00104149-0.000721987j 0.000323692+0.00107996j 0.00196691+0.00466116j -0.00415055-0.000866428j -0.000603442+0.00562186j 0.00233697+0.000183971j 0.00364138-0.00651202j 0.00520177-0.0027112j 0.00339+0.00206168j 0.00115014+0.00201172j -0.000755831-0.00154682j -0.00120844-0.00581708j 0.00204658-0.00229138j -0.00622298-0.00157621j -0.00555649-0.000627436j 0.00432121-0.00509996j -0.00097507+0.00314004j -0.00618785-0.000979417j -0.00465109-0.0013227j 0.00318123+0.000447215j -0.00113187+0.00222251j 0.00613229+0.00446521j -0.00155676+0.000940439j -0.00112839-0.00103255j 0.00485375-0.0019888j 0.00180842+0.00133636j 0.00124692-0.00118934j 0.00468439+0.00256132j 0.00481915+0.00136457j 0.000493816-0.00145533j 0.00121732+0.00349779j 0.00371353-0.00084482j -0.00410329+0.00124214j -0.00126616+0.00374334j -0.00302779+0.00224164j -0.000714634-0.00182053j 0.00130928-0.00217064j 0.00186251+0.00417839j -0.00134926-0.00474746j -0.00196176+0.00241055j -0.00122349-0.00062755j 0.0011545-0.00139393j -0.0011284-0.00125684j 0.0050872+0.00269795j -0.00177139+0.00191603j -5.67667e-05-0.00249895j 0.000132027-0.0027732j 0.0019927-0.00263454j -0.000198301-0.00287083j -0.000330238-0.00494677j -0.00248768-0.00241915j 0.000612206-0.0017784j -0.00121455+0.00172623j -0.00160356-0.00655536j -0.0020617+0.00234205j -0.00334755-0.00252933j 0.00453284+0.000138348j 0.00203056-0.00325785j 0.00239895-0.0245736j 0.00523633-0.00423976j -0.00747045+0.0039298j 0.00338352-0.00577999j -0.0201411-0.0230855j -0.028961+0.0180337j 
-0.00208771-0.00101006j 0.00165261-0.00230148j -0.00833215+0.000922465j 0.0026731-0.00684183j 0.00195682+0.00254434j -0.000996417+0.00286519j -0.000564576+0.0013112j 0.000335438+0.0026008j -0.00404216-0.010762j -0.00940866-0.0111383j -0.00583321+0.00574644j 0.0136014-0.00343167j -0.00334665+0.00347104j 0.00813962+0.00381017j 0.00427936-0.000525j 0.0043226+3.33684e-05j -0.00847225-0.0106398j 0.00298117+0.0063774j -0.0163877-0.0115632j 0.00227323-0.00141572j 0.00325712-0.00123568j -0.00461794-0.000692256j 0.0080393-0.00360855j -0.0114746+0.00337255j 0.000557074+0.00466125j -0.00661338-0.00297196j -0.00367172-0.00827536j 0.00186661-0.00376139j 0.00751848-0.00202666j 0.00937274-0.00472554j 0.000387292-0.00414643j 0.000843664-0.00563963j 0.00615285+0.00460543j -0.00395161+0.0123837j 0.00486685+0.0141609j -0.00370801+0.00228838j 0.00328503-0.00768208j -0.00461095+0.00165303j -0.00235649-0.00218567j 0.0189101-0.00471318j -0.00578021-0.0032096j -0.00931501+0.00342103j 0.00399736+0.00313531j -0.00345192+0.0104383j 0.00375897+0.0117044j 0.000222011+0.0124768j -0.000294163+0.00125026j -0.00600421+0.00440791j -0.0033401+0.00668748j -0.0116196-0.00721934j -0.00998796+0.00848455j -0.00167602+0.0034014j -0.00449155+0.00704452j 0.00282159-0.00828996j 0.00132694+0.00122688j 0.00441165+0.0170289j -0.000613947-0.00410453j 0.00201134-0.00454841j -0.00448785+0.00165094j 0.00462478+0.00281559j 0.00248111-0.0127569j -0.00433589-0.00240161j -0.00273027+0.00749269j 0.00985708+0.00645071j 0.0120212-0.00447812j -0.000572051-0.00649786j 0.00466935-0.00667294j -0.00441751-0.00526833j 0.00200828-0.00677149j 0.00539858-0.00206525j -0.0133413+0.00064332j 0.00106932+0.00435477j 0.00604759+0.0068213j 0.00507813+0.00610422j 0.0124738+0.00279603j 0.00457823-0.0210851j 0.00331932-0.00652623j 0.00483533+0.00650455j -0.0101832-0.00636496j 0.00253597-0.00491609j -0.00628762-0.00211357j 0.0123144-0.00590444j -0.00457664-0.00512114j 0.00839282+0.00334297j -0.000910367+0.00283151j -0.00123634+0.00827053j -0.00446455+0.00357311j -0.00369421-0.00121225j 0.00714899-0.00153336j -0.00265401-0.00101072j 0.000382049-0.0018193j -0.00560526-0.0022411j 0.00373605-0.00390539j -0.00188642+0.00013572j 0.000783634+0.00129427j 
0.000190102+0.00236539j 0.00126362+0.000461007j -0.00550496-0.000754685j 0.00115091+0.00219288j -0.00239607-0.000737866j -0.00322051-0.000568199j -0.00227521-0.00106778j -0.00779195+0.000323796j 0.0058771+0.00221326j 0.00831817-0.000293086j -0.00137532-0.003128j 0.00672853-0.011234j -0.00920343-0.00550175j 0.0024237+0.00786484j -0.000790611+0.00395768j -0.00829567-0.001792j 0.0130474-0.00919241j 0.00585072+0.00410468j 0.0125665+0.00453019j -0.00652198-0.00846897j -0.013414-0.00272838j -0.00750518-0.00699565j -0.0172355+0.00531826j 0.0120464-0.00341194j -0.0156541+0.00695231j 0.0149514+0.00657059j -0.00962835+0.00639013j -0.0201497-0.00464822j -0.00120922-0.00614484j -0.005646-0.000244095j -0.00163101+0.00830842j -0.0041526-0.0162036j -0.0107269-0.00842648j 0.0063688-0.0109568j 0.0150318+0.00833835j 0.00558678-0.0202994j -0.00400655-0.00801122j 0.00520979+0.000312005j -0.00223534-0.0109178j -0.00578012-0.000996936j 0.00627652-0.00154655j 0.00340058-0.00184794j 0.00865814-0.00356975j 0.00634819-0.00121831j -0.0040826-0.012224j 0.000192097+0.00278972j -0.00322094-0.00303293j -0.00151327+0.0228545j -0.00989368+0.00298944j 0.010603-0.0151425j -0.00181923-0.0055446j -0.00273346+0.0101084j 0.00392193+0.010388j -0.000938278+0.00400239j 0.00753994-0.000349062j -0.000184454+0.00762453j 0.0136763+0.00463001j -0.00530019+0.0126526j 0.00322592+0.0015841j -0.00915939-0.00438336j -0.0081992-0.00809373j -0.00131532+0.0110647j -0.00694973-0.00280363j -0.00858409-0.00165754j -0.00135381+0.00656749j -0.00200912+0.0177793j -0.00859903+0.00697337j -0.0013549-0.00342001j 0.00679747-0.00049462j 0.00538687+0.00842674j 0.0087296-0.000707085j -0.00134722+0.00857738j -0.000852975+0.0033412j -0.00346343+0.00140279j 0.00349326-0.000444681j -0.0034828-0.000986491j -0.00205966-0.00138226j 0.00503595-0.00633687j 0.000748026-0.00158756j 0.00732278+0.000730891j -0.00626946+0.0111189j 0.000187312+0.00147189j 0.00088777-0.00477614j -0.00341433+0.00216272j -0.00209413-0.00147556j -0.00318892-0.00496582j 0.00729399-0.00123578j -0.000849242+0.00737447j 0.00635686-0.00115573j 0.00167325-0.0002225j -0.00226818-0.00153111j -0.000736912+0.00322799j -0.00557955-0.000827743j 0.000250551+0.00048835j 0.00011463+0.000939707j 
-0.000466799+0.000546193j -0.00285771-0.00418804j -0.00271693+0.00289442j -0.00730718-0.00442896j -0.00416365+0.000788886j 0.00676328+0.00529031j 0.00709287-0.0043376j 0.00244297-0.00874959j -0.00764879-0.00670239j -0.00387241-0.0185114j -0.00255738-0.00464209j -0.00193749-0.0113323j 0.0076757-0.00808507j -0.0044131+0.0060085j 0.00402277-0.00238768j 0.0155309-0.00218335j 0.00347996-0.00595223j 0.00268244-0.00353803j 0.00190475+0.00272543j -0.00290658-0.00117102j 0.00679583-0.00424118j 0.00522815+0.00904981j 0.000523481-0.00960135j 0.00391879-0.00519327j -0.00588418+0.00340632j 0.00461992+2.33352e-05j -0.00642147+0.00145371j 0.00334927-0.00115862j 0.00336427-0.00691354j -0.00510136-0.0113932j -0.00117853+0.00250138j 0.00937821+0.00110338j 0.00813922-0.0109801j -0.00409149+0.0202959j -0.00723532-0.00319172j -0.0077665-0.0175345j -0.0127977-0.00965456j -0.00801768+0.0122163j 0.00696543-0.000941307j -0.0105666+0.00142324j -0.00319184-0.00664462j 0.00442758+0.00344886j -0.0068288-0.00953655j -0.0136671+0.00743005j 0.0015054+0.000616425j -0.00340208+0.00294527j 0.00431964+0.00908589j 0.00894133-0.00408029j 0.0118621-0.000224674j -0.0114143+0.00406847j -0.0103519-0.0316628j -0.0037392+0.0152909j -0.00103628-0.00118386j -0.00192179-0.00966828j -0.00845662+0.0010466j -0.00443403-7.3825e-05j -0.00257842-0.00381915j 0.000966658-0.0181494j 0.00740061-0.00125458j 0.0012941+0.0114298j 0.00432383+0.000788633j 0.00129928-0.00358909j 0.0144304-0.00509406j 0.000104354+0.00606072j -0.00257142-0.00922465j 0.00430828-0.00845654j 0.00659451+0.00178114j -0.00397033-0.0102047j 0.00164518+0.012943j -0.00745641+0.00143654j 0.00151777+0.00284174j 0.0118532-0.00150502j 0.00162383+0.0041071j -0.00849546-0.00799264j 0.00828072-0.00822664j -0.000714319-0.00598012j -0.00312402+0.00702244j 0.00983728-0.00289423j -0.00026726-0.00612497j 0.00587205+0.00166497j -0.00534956+0.00276304j -0.00282813+0.00138401j 0.00620172-0.00460254j 0.00422988-0.00132993j 0.00234899-0.00235915j 0.000774646-0.00140315j 0.000276991-0.00179365j -0.00454552-0.00165669j -0.000987172-0.00176124j -0.00102162+0.000748128j 0.000928632-0.000245333j 0.000994581+0.00155651j -0.000383559+0.00236982j -0.00139778-0.000608517j 0.000645154-0.000208601j 
-0.0019096+0.00693681j -0.00166282-0.00296618j -0.00123214-0.00194313j 0.00666536-0.00878671j 0.00409434-0.00438542j -0.00699511+0.00184939j -0.0142756+0.00165727j 0.0094713-0.00337313j 0.0138555-0.000595877j -0.0012384-0.00111525j -0.00056478+0.0123487j -0.00045372+0.00352356j -0.00907762-0.00397817j 0.00263382-0.00160871j -0.0154505+0.00505601j -0.0144594+0.00350529j 0.00232263+0.0204478j 0.00525847+0.0013815j 0.00925457+0.00743846j -0.00551258+0.0117923j 0.000540315-0.00259539j -0.0154647-0.0019979j -0.00223744+0.00872987j -0.00550032+0.00632759j 0.00379541+0.00341297j -0.00467049+0.00232448j -0.00384177-0.00304183j -0.00291498+0.00244619j -0.00517008+0.00248334j -0.000744303+0.00163215j -6.75735e-06-0.0223378j 0.00771966-0.00927659j -0.00415009+0.0114949j 5.53862e-05-0.0153391j 0.0137953+0.00710263j 0.00694348+0.00486377j 0.00820256-0.00254558j 0.00920413+0.00157299j 0.000502018+0.00681031j 0.00834045-0.000657535j 0.00412709+0.0169684j -0.00733179-0.0142523j 0.00415207-0.00524001j -0.00429153-0.00304147j 0.0147931-0.00788195j 0.00427698+0.00439182j 0.00293996+0.00343765j 0.000545127+0.010852j 0.00602561+0.00562547j -0.00789984+0.00488479j -0.00261148+0.00503804j -0.00324702-0.0199043j 0.00259852-0.000572022j 0.00308283-0.00265286j -0.000970535-0.00672969j 0.00119915+0.00707719j -0.00402861-0.00594509j 0.0104841-0.0113379j -0.00535037-0.0135123j 0.00407502+0.00743049j 0.00508675-0.000594431j 0.00608892+0.00446882j -0.0176133-0.00563058j -0.00109005-0.00658441j -0.00454027+6.44923e-05j 0.00060182+0.00525109j -0.00306748+0.0081233j 0.00813485+0.00822167j -0.00362991+0.0080292j -0.00233267-0.00440379j 0.00894531-0.00318675j 0.00270165-0.00287798j -0.00797933-0.00528176j 5.55124e-05+0.001183j -0.0054757+0.00315593j -0.00492499+0.0111843j -0.00247942+0.00752574j -0.00434769+0.00462638j 0.00259663+0.00446686j -0.00678956+0.00404677j 0.00294804-0.00159194j -0.00223293-0.00239276j 0.00240929-0.00155016j -0.00217343+0.000833194j 0.00338832-0.00439304j -0.00163961-0.000322347j 0.000785172+0.0030965j -0.00517992-0.0036709j -0.00312767-0.000704216j -0.000490996-0.00217512j -0.000138823-0.00077591j -0.00225425+0.000572194j 0.00183907-0.00105633j -0.00300641-0.00183218j 0.000756265+0.00480713j 
0.000908462+0.00311116j 0.00402093-0.00544157j 0.000962091+0.00174319j 0.0168838+0.00792345j -0.00950403-0.00625374j -0.00431017-0.000150215j -0.000343127+0.00254203j -0.00192458-0.00205173j 0.015905-0.000346836j -0.00502633+0.00534893j 0.00625383+0.00357387j 0.0043139-0.00794636j -0.0119104+0.00579635j -0.0145742-0.000809582j -0.00279371+0.0100842j 0.00493827-0.00389685j 0.00284423-0.00569133j -0.000796162+0.000375707j -0.011335+0.013117j 0.0187807-0.00312653j 0.0169146+0.00508495j 0.00660967+0.00148986j -0.00979412+0.00380438j -0.00729587+0.00727297j -0.00258118+0.000985119j -0.0122797-0.00941928j 0.010289-0.00154189j -0.0010431-0.00019857j 0.00272697+0.00865597j -0.00930537+0.00715327j -0.0035372-0.00255416j -0.00299802-0.0167316j -0.0118584+0.00118903j -0.00544824+0.00320882j 0.00973269+0.0164248j 0.00492783-0.00701692j 0.0042696+0.00781728j 0.00241468-0.0102312j 0.0048348-0.00807262j -0.000277887-0.00444066j 0.00255315-0.00264312j 0.0022636-0.00118499j 0.00303812-0.00509654j -0.00984566-0.00471458j 0.00159905-0.0100182j -0.00120959+0.00712344j -0.00140836+0.010664j 0.00476596+0.0120382j 0.00308148-0.00877959j -0.0107029+0.00102176j -0.0070375-0.00936778j 0.000973602-0.00583317j -0.00552606-0.00211285j 0.00140375-0.0123467j -0.0139532-0.0071306j 0.000483041+0.00184277j 0.00358411-0.0140574j 0.00502333-0.00711407j -0.000466177+0.00345308j -0.00398277+0.00454143j -0.00196062+0.0031489j 0.00445419-0.00297585j 0.000150014-0.00453336j 5.01726e-05-0.0058234j -0.00475114-0.000385558j -0.00150707-0.00607978j 0.000662812-0.000225687j -0.00238487-0.00364053j -0.000758955+0.00144624j -0.00208223-0.0129354j -0.00261719+0.000996778j 0.0116478-0.000820668j -0.000921876-0.0122885j -0.00116656-0.0036853j -0.00402237-0.00419326j -0.00267685+0.00269701j 0.00466914+0.0076953j 0.00234302-0.000606538j 0.00612819-0.004686j -0.00606026+0.00501624j 0.0050378-0.00258341j -0.00403918+0.00316335j 0.00639851-0.000639041j 0.00103284-0.00491217j 0.00454911-0.00549894j 0.00489667-0.00106228j -0.000391897-0.00338694j 0.00334811+0.00721263j -0.00413066+0.000155692j 0.00111909-0.00174952j 0.00132962+0.00135014j 0.00092744+0.00213601j 0.00203562-0.00447399j 0.00196597-0.00459571j -0.00536955+0.00212495j 
-0.00578286+0.00378623j -0.00119604-0.0041582j -0.0123635-1.62872e-05j 0.00381428+0.00490684j -0.0021896-0.00122851j -0.00913095+0.00259422j 0.00768478-0.00167484j 0.0072666+0.00401004j 0.00158056+0.000462597j -0.00166472-0.00159627j -0.00528202+0.00354233j 0.0184466-0.0078064j -0.00445093+0.00303372j -0.000687037-0.00523616j 0.00354019-0.00257824j -0.000832392-0.00904598j -0.00591483-0.015885j 0.00315815+0.00036937j 0.00530443-0.0093119j -0.000379553-0.00888741j -0.00880146+0.0026468j 0.00366225+0.0131662j 0.00917494+0.00763292j 0.00633972+0.0040891j 0.00387258-0.00147564j -0.00581387-0.00297396j 0.00214046-0.0118584j 0.00468473-0.00193178j 0.00257989-0.00453434j 0.00242229-0.00221051j -0.00343487+0.00279113j -0.00177891+0.0160949j -8.18939e-05+0.0116158j 0.00443618+0.00313681j -0.000385133+0.00967095j -0.00854661+0.00744613j 0.00393695-0.0029546j -0.00520727-0.0101912j -0.00821757-0.00545134j 0.00406835-0.00350212j 0.00274544+0.00555749j -0.0011996-0.00138335j 0.00302896+0.00817821j 0.0104435+0.00238451j 0.0057706-0.00057922j 0.00270958+0.00948544j 0.000956666+0.0103742j 0.000659093-0.00258458j -0.00281319-0.00481102j 0.0112927+0.00627621j -0.00260208+0.00708171j 0.00790613-0.00939032j -0.00235505+0.0101091j -0.00587779+0.00317596j 0.00184408-0.00253367j -0.00565956-0.00185914j -0.00936171+0.0048951j 0.00371181+0.002455j 0.00301901+0.00105057j -0.0057059-0.000705512j -0.000369948+0.0127616j -0.00381484+0.00593087j 0.0124562+0.00207493j 0.00510438+0.00613243j 0.00916499+0.000637353j 0.00521648-0.00678j -0.00293632-0.00808064j -0.0143099-0.00667565j 0.00686355-0.00595533j -0.000730061-0.00473958j -0.00915447+0.00210336j 0.00464876-3.24801e-05j 0.00265601+0.0205883j 0.00165646+0.00440021j 0.00719665-0.00372212j 0.00391802-0.0184485j 0.00082095-0.0040923j 0.0112239-0.00222113j -0.0137226-0.0168903j 0.0120911-0.00739875j -0.00976483+0.000725808j 0.0110868-0.00340897j 0.00102639-0.00788662j 0.00698563-0.00155114j 2.03042e-05-0.00237687j -0.002418+0.00310875j -0.00548124+0.0026402j 0.00404024+0.00323965j 0.00424494+0.00219038j 0.00206989-0.00288881j -0.0030744-0.00283538j -0.00382462+0.00147948j -0.000692067-0.00517341j -0.0012157-0.0011512j -0.000105798+0.00400215j 
-0.00195387+0.00766847j 0.00278252+0.00365341j -0.00572009-0.00960158j 0.00391126+0.000327681j 0.00331472-0.00122297j -0.00849327-0.00336273j -0.0111016+0.000278763j -0.00558465+0.00366805j -0.015792-0.00573162j 0.00528182+0.00264247j 0.00894594+0.0143332j 0.0024998+0.00366142j -0.00255812-0.00487321j 0.00497105+0.00769885j -0.0153932-0.00260265j 0.0012918+0.00382718j 0.000784274-0.00235343j 0.00614958-0.0163904j -0.00889874-0.00205703j -0.0052505-0.00766107j -0.0108744-0.00379709j 0.010221+0.0052352j 0.00599391-0.00718108j -0.0161713-0.00163577j -0.00357901+0.00880864j 0.00236387+0.00874354j 0.0117632-0.00938649j -0.0085447+0.00950675j 0.000420679-0.00787845j 0.00450408+0.000829159j -0.00197748-5.90904e-06j 0.00301178-0.0138767j -0.0086293-0.00126636j -0.0104971-0.00263836j 0.00124314-0.000884415j 0.00218951+0.0132686j -0.00376283-0.00710335j -0.0118071+0.00281531j 0.00468655+0.00956819j 0.00210127+0.00610267j -0.00218565+0.00324759j 0.00669761+0.00282091j -0.00840011-0.00394895j -0.00195397+0.0124103j -0.00295922-0.00255615j -0.000738561+0.00813838j 0.00916057-0.0167987j 0.000875523+0.000653451j -0.00342504-0.0112301j -0.00340582+0.00721485j -0.00394435-0.012919j 0.0012791-0.0164326j 0.0119406+0.00424361j -0.00994985-0.0141931j 0.00941904-0.0288979j 0.00152043+0.00172681j -0.000874895-0.0062178j 0.00367192-0.0055473j -0.0013788-0.0289914j -0.0031198+0.00372161j -0.00173191+0.0189001j -0.00644533+0.0180502j 0.00412489-0.00040778j 0.0018769-0.00214088j 0.00654115+0.0095468j 0.00234211-0.00302624j -0.00835794-0.00571527j -0.00829937-0.00906029j 0.00828658-0.005927j -0.00351351-0.00516481j -0.00263092+0.00268492j 0.00347228+0.00334346j 0.00222554+0.00721656j -0.00103688+0.00977905j 0.00830425-0.00674979j 0.00262822-0.013525j 0.00837698-0.000810188j 0.00392437+0.00233632j -0.00441717-0.00352003j 0.00482448+0.00315165j -0.00696398+0.0021859j 0.000722174+0.0018977j -0.00159958-0.00194311j 0.00404019-0.00527616j 0.00470561-0.0012419j 0.00262841-0.00919515j 0.00377937+0.00177287j -0.00319585+0.00364265j 0.0007357+0.00504939j 0.00253067+0.00261921j -0.00165664-0.000547922j 0.0062545+0.00343298j -0.00562418+0.00160471j 0.00330645+0.0020376j 0.00259528+0.00162156j 
0.000702311-0.00171277j 0.000304486-0.00327821j 0.00610768+0.00615103j 0.00540255+0.00550201j -0.000116785+0.000278141j 0.0089204+0.00313291j -0.0081606+0.000613529j -0.0115821-0.00151778j -0.00138461+2.68068e-05j 0.0155474+0.00450622j -0.00794821-0.00494892j 0.00183363+0.00370178j 0.00579003+0.00375092j -0.00756316+0.00407065j 0.00344166-0.000870535j 0.00767178-0.0103663j 0.00362212+0.00325191j 0.000225015+0.00486955j 0.0134811+0.00730226j 0.0110839+0.00180194j -0.0124423+0.00532274j -0.00250402+0.00622255j -0.0136742-0.00101815j -0.00644189-0.000332707j -0.00465586-0.00225843j 0.0043927+0.0029956j -0.0206905+0.00231919j -0.0212793+0.00935738j -0.0133928-0.00204149j 0.0105438+0.00788695j 0.0135917-0.00384079j -0.00117647+0.00162131j -0.000317487-0.000372521j 0.00508185-0.0048921j 0.00539952-0.00600705j -0.000829039+0.010594j -0.0184293+0.00801973j -0.00614992+0.00582417j -0.000301807-0.0024563j 0.00363982-0.000101322j -0.0140997-0.0114135j -0.0124679-0.000641081j 0.000661208-0.00964261j -0.00454876+0.00636311j -0.0013407+0.00204184j -0.0108353-0.000887945j 0.00142287-0.00164086j -0.00161321-0.00195422j 0.00781372-0.00934384j -0.00437382-0.00117034j -0.00401374+0.00093941j 0.00238092+0.00284931j 0.00773481-0.00507404j -0.00300197-0.0034628j -0.000528238-0.00460446j -0.00709584-0.00143701j -0.00739142-0.00877641j 0.00109732-0.010167j -0.000272331-0.0032603j 0.00406719+0.00420265j 0.00829718+0.0164963j 0.00282587-0.00283296j 0.000525895-0.0099265j -0.00654885+0.0020094j -0.00445456-0.00107235j 0.00660497+0.0055668j -0.00696344-0.002377j 0.000542192+0.00218752j -0.00346399+0.00596769j -0.00378804+0.00132116j 0.00588271-0.00797568j 0.0081477+0.00959073j 0.00151106-0.00101553j 0.000893631-0.00422317j -0.00573908+0.00260511j 0.0030662-0.00183342j 0.000816705-0.000586969j 0.00534883-0.00769075j 0.00105626+0.00331232j 0.00199523+0.00165669j -0.00031764+0.00174111j -0.00259643+0.00298276j 3.50921e-05+0.000776245j -0.00282042+0.000737745j -0.000346395-0.00245949j 0.00401452+7.09011e-05j 0.00870072-0.000884882j -0.000969506+0.00015384j 0.000106809+0.00240326j -0.00132806-0.000946096j 0.00135234+0.0018273j -0.00194086+7.3242e-05j 0.00164511-0.00403138j 0.00195928-6.49125e-05j -0.00243455-0.000805467j 
-0.00531248-0.000163567j 0.00284207-0.00327108j 0.00326994+0.00207915j -0.00970197-0.00804235j 0.00941935+0.00648755j -0.00311192+0.00463289j -0.00810661-0.00459655j 0.00738238+0.0148838j 0.0057183-0.0106544j 0.00707253+0.000177978j -0.00906852+0.00255837j 0.00414457+0.00231157j 0.00929693-0.00418529j 0.00359036-0.00135963j -0.0015391-0.000663699j 0.00484735+0.00666096j -0.00834379-0.0102925j 0.00580601-0.0103507j -0.00407557-0.00604162j -0.00762144+0.00135105j -0.0162387+0.00216631j -0.00358693+0.000795665j 0.000967136-0.00687324j 0.00820842-0.00156163j 0.00625296+0.00340828j -0.00416559-0.00583442j -0.0106453-0.00134116j 0.0086676-0.00218205j -0.00378558-0.00480281j -3.91093e-05-0.00628246j -0.00455157-0.00788886j -0.00942375-0.0239068j 0.00832391-0.0139302j 0.00543959+0.0131441j -0.00380352+0.00662654j -0.00376047-0.00747966j 0.0022593+0.004651j 0.00136664+0.00204943j 0.00234557+0.0055277j -0.00581555+0.000344787j 0.000349637-0.009343j -0.00809593+0.0105399j -0.00644182-0.00129708j -0.00317312+0.00921801j 0.00519422-0.000113586j 0.00940281-0.00494925j -0.00279998-0.00509749j -0.00180834-0.0102685j 0.00402692+0.00550741j -0.00580677-0.00489299j -0.00173369-0.0104298j -0.00320617-0.0129942j -0.00956339+0.00222262j 0.00726586-0.0131169j 0.00669214-0.00410844j 0.000747396+0.00522766j -0.000660946-0.00331051j -0.00366681-0.00175461j -0.00723216+0.00241013j -0.00128994-0.00471085j -0.002427-0.00270157j -0.00209431-0.00624238j -0.0135207+0.00384913j -0.00171073-0.0188782j -0.00816286-0.00238868j -0.00399582+0.00568053j 0.00404533+0.00658139j 0.00753034+0.00958926j -0.0109532+0.00072653j -0.000995715-0.00628826j 0.0147031-0.0052793j 0.000537565-0.0035202j -0.00737055-0.00813501j 0.00478417+0.000533592j -0.0148986+0.00412531j 0.000930142+0.0247423j -0.00104799+0.00617636j -0.0117076-0.00237803j 0.00743225+0.00719925j -0.0104342+0.00396587j 0.0109691-0.00328149j -0.00725514-0.000359716j 0.000177627+0.00804362j -0.00547743+0.00132614j -0.00170315-0.0054289j 0.00130959-1.12345e-05j -0.00211494-0.0060739j 0.0097955-0.00741013j -0.00766643+0.00337866j 0.00105046-0.000987444j 0.000319246+0.000332457j -0.00310864+0.000647092j 0.00297124-0.00500343j -0.00147856-0.000417321j -0.00176386+0.00235635j 
7.75783e-05+0.00188138j -0.000903797+0.00330308j 0.00383054-0.00225098j -0.017083-0.00839574j 0.000696393-0.00150815j 0.00087085-0.00101371j 0.013723+0.00546775j -0.00939776-0.00315397j 0.00552789+0.0161296j -0.00272406-0.0106804j -0.00835112-0.00355885j -0.00393255+0.00118521j 0.0100377+0.00171464j -0.00389789-0.00172613j 0.00757606-0.00682999j 0.0045782+0.000630129j -0.0105139+0.00629693j -0.0190737+0.000982672j 0.00282257+0.00969344j 0.00305163-0.00625366j 0.00922881+0.00320859j -0.00926193-0.00389987j 0.0222875-0.00665549j 0.0141178-0.0101988j 0.00545338+0.0100744j 0.0022852+0.00345877j 0.005216+0.00149455j -0.0027695-0.006803j -0.00494277+0.00530801j -0.00420696+0.0101846j 0.00286137+0.00376683j -0.00191382-0.00278258j 0.00125919-0.00520262j -0.00231002+0.00427914j -0.00460853-0.0180249j -0.00281971+0.00339141j -0.00387553-0.000145779j 0.00489953-1.97031e-05j 0.000274088-0.00850963j -0.00358853+0.0150212j -0.00524869-0.00534711j 0.00306182+0.00682635j 0.00122821+0.00955997j -0.00897025+0.00702251j 0.00133411-0.0164824j -0.000662097+0.00376002j -0.00277739-0.017893j -0.0124277+0.00924242j 0.0093727-0.00677241j 0.00571047+0.0043074j -0.00579188-0.00758343j -0.00202312-0.026079j 0.00260787-0.00630541j -0.00257815-0.0217884j -0.000994463-0.00754429j -0.000189792-0.0014744j -0.00218441-0.00606891j -0.00104627-0.00570737j -0.00602589-0.0110915j 0.002309-8.98804e-05j 0.00146888+0.00817356j -0.0098949+0.00362844j 0.00552147-0.00479573j 0.00138163+0.00907293j 0.00544886+0.003988j 0.000993493-0.00255221j 0.00142964-0.000520226j -0.00542882-0.000527415j 0.000401053-0.00152175j 0.00556844-0.0081832j -0.00534285+0.00761792j -0.00090489-0.000159291j 0.0025697+0.010982j -0.00609054+0.00431175j 0.00468505-0.00268886j 0.000439929-0.00930896j -0.000635216+0.00360585j 0.00286675+0.00180675j -0.00385802-0.00586769j 0.00340622-0.00544264j -0.00128556-0.000171859j 0.00646866-0.00617118j -0.00291844-0.00524052j 0.00627879+0.00248342j 0.00497392+0.000681408j -0.0026936-0.000235102j 0.000194842+0.000510469j 0.00103367+0.00483642j 0.0054727-0.000624339j 0.00274461+0.000315808j -0.00100416+0.00219528j -0.000612516-0.000517816j -0.00271844+0.00211188j 0.00327555-0.00221872j -0.000741691-0.00106241j 
