-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
0.00111026-3.69472e-05j 0.00194045+0.00377952j 0.0125054-0.0165355j 0.00415434-0.00418645j -0.00457511-0.0124122j 0.00707242-0.0208755j 0.0122157-0.00324423j -0.0199324+0.000241561j 0.00306815-0.00309014j 0.000674194+0.00582018j -0.0392999+0.00776805j -0.0265954-7.34833e-06j -0.0400854-0.0127532j 0.0228019-0.0209739j 0.00421242-0.0554947j -0.0201941-0.000513247j -0.0478486+0.066511j -0.0699862-0.0411421j -0.0271589-0.00515749j -0.0387921+0.00297505j -0.0123901+0.021035j 0.00472334-0.065548j -0.00572054-0.00209558j 0.0623864+0.0844136j -0.0359944+0.0605251j -0.0172891-0.0438079j 0.00137272-0.0831956j 0.117287+0.00840713j 0.0527941+0.00649789j -0.0365517+0.10974j 0.139529+0.0807387j 0.0346469-0.105056j 0.10185+0.0289638j -0.0626311+0.0136119j -0.114686-0.0186685j -0.0717847+6.11663e-15j 0.10463+0.0445848j -0.104929-0.0119069j 0.112404-0.0860828j -0.0531349-0.0559215j 0.00461658+0.0280501j 0.0640329-0.137961j -0.061546-0.0207699j -0.0499282+0.103337j 0.0801228+0.13478j -0.017639-0.0507768j -0.0651453-0.0566177j 0.0133739+0.0762194j -0.018882-0.0286956j 0.0413741+0.0469452j -0.0314682-0.000432804j -0.00244852+0.0720671j 0.0205084-0.00278157j 0.0253472-0.00391889j 0.121614-0.0705185j 0.0338937+0.0345132j 0.0104829+0.108452j 0.0592145-0.0153692j -0.0883903-0.000201062j 0.0396007+0.00163247j 0.044501-0.176217j 0.0306316+0.016431j 0.0656242-0.0696707j 0.0996557+0.0146763j 0.0536787+0.113842j 0.0224912+0.0399191j 0.0808678-0.0525697j -0.0148714-0.0689248j 0.0746195-0.00215613j -0.0225715+0.0226522j -0.0796225+0.00402524j -0.00961182-0.0424472j 0.043537-0.0524367j -0.0965786-0.0604826j 0.0144142-0.0125608j -0.0067389+0.0671434j -0.0373837-0.0135872j -0.0715026-0.0641857j -0.0161932+0.0399176j -0.0508551-0.0251639j -0.00415339-0.0408227j 0.0101273-0.0558926j 0.0774937+0.0528306j 0.0480467+0.0738602j -0.0720208-0.0321703j 0.0165531+0.0122721j -0.0191008+0.0253529j 0.0178187-0.0130842j 0.027069+0.0300141j -0.0446398+0.0213443j 0.0246649+0.0448771j 0.0367909+0.0241428j 0.00391715-0.030712j -0.0101062-0.00899208j -0.0153577-0.0226859j 0.0128211+0.0104266j -0.0105487-0.00839565j 
0.0215307-0.00199671j 0.0141241+0.00427877j -0.0101207+0.00531522j 0.00424087+0.00232303j 0.011404-0.0168663j 0.0288632+0.0235204j 0.00313464-0.0182613j 0.0146993+0.00668024j -0.0146671-0.0251874j 0.0240777+0.000305249j -0.00698391+0.0189367j 0.0132337-0.0243225j -0.0401941+0.0269624j -0.0219749-0.0376924j 0.0284879+0.0229333j -0.0161538-0.0189739j -0.0096292+0.00821691j 0.0385558-0.0801053j -0.0223532+0.0418198j -0.042085+0.0334909j -0.0321711-0.0587347j -0.0769699+0.0325042j -0.0469715+0.0324024j -0.0720929+0.0342j -0.00707633-0.078964j -0.0289293-0.0198865j 0.0368637-0.0212701j 0.0888175-0.0564515j 0.0498816-0.0364592j 0.0206851+0.00799009j -0.0874747+0.0416675j -0.0742524-0.0194985j -0.0201147+0.0615358j 0.0562051-0.0573741j -0.00452138+0.0183181j 0.10463-0.0445848j -0.00405857-6.9042e-16j 0.123957+0.00289418j 0.0361941+0.0282748j 0.00619993+0.0106979j 0.0313494-0.0712685j 0.0181388-0.063504j -0.165207-0.0790496j -0.0845687+0.0397217j 0.0502762+0.0669588j 0.0615905-0.0808247j 0.120065-0.0935099j -0.0217313-0.0379299j -0.00888947-0.0775876j -0.0577797+0.118975j 0.0810084-0.0353899j -0.0436504+0.0638466j 0.0825184-0.0406411j -0.055894+0.0259097j -0.0848141-0.0658038j -0.031043+0.0186742j 0.107547-0.038099j 0.0295394-0.104671j -0.0233463+0.0324727j -0.0327114-0.0807636j 0.0197589+0.0840375j -0.0881545-0.0503777j 0.0818203-0.00724342j -0.10246-0.0163235j -0.099085-0.0347009j 0.00511684-0.0425294j -0.0901296+0.104591j 0.11325-0.0339339j -0.0543062-0.106182j 0.0100586-0.0186541j 0.0128214-0.0551817j 0.023487+0.130206j 0.0577174-0.0389654j 0.0428847+0.0636248j 0.0896231-0.0210004j 0.0664494-0.0111771j -0.0905282+0.0750275j -0.0133594+0.0110144j -0.0337495+0.0138086j 0.0120421-0.016897j 0.0320159+0.0101671j -0.0533005-0.0353649j -0.0317534-0.0257026j -0.00271724+0.0146027j -0.027916-0.000600709j 0.0189473-0.0157185j 0.00299134+0.00839523j -0.0302163-0.000283588j 0.0269-0.00396843j 0.0204523-0.0144788j 0.0169133+0.0452565j 0.0134402-0.0338514j -0.0180417-0.0106798j -0.0159967-0.0188717j 0.0415228+0.00753935j 0.00538915+0.0138284j 0.0219611+0.037642j 
-0.0121993+0.0127642j 0.0359944+0.0394213j -0.0140981+0.0456946j 0.0279403+0.0302246j 0.00325962-0.00716607j -0.0045006+0.0294264j -0.0157271-0.0157475j -0.00650657+0.0078687j 0.0227663-0.00585685j -0.00425008+0.0272807j -0.0154192-0.0144946j -0.0387602+0.0364466j 0.00240523+0.0184041j -0.0203582+0.000437547j 0.0142528+0.00197568j -0.00060231-0.0177767j 0.05456-0.0678172j 0.0134751-0.00731873j -0.0215641+0.00703631j -0.00776485-0.013693j -0.00577451-0.0509833j -0.00380603+0.00392584j -0.0128562+0.0532884j -0.0130776-0.00838259j -0.104022-0.0778124j 0.0529224+0.0206868j 0.0912682-0.00673297j 0.0343019-0.000379884j 0.0492639+0.0601227j -0.00507385+0.089254j 0.00397844+0.0343612j -0.0662807+0.0999541j -0.0287735-0.197344j 0.0349697-0.0621888j -0.00349798+0.0153216j -0.104929+0.0119069j 0.123957-0.00289418j 0.162984+8.74301e-16j 0.0881164-0.044576j 0.0227706-0.126454j -0.0559991-0.0332621j -0.0587118-0.0874964j -0.0110425-0.00717883j 0.109476+0.115961j 0.0599744+0.0441543j -0.0658337+0.0177j -0.116618-0.106673j 0.0551286+0.0586618j 0.017993+0.0249786j 0.0764884+0.0618087j -0.0619074-0.0393974j 0.046811+0.0325j -0.110361-0.0727689j -0.0440158+0.00126031j -0.112495+0.0415865j 0.071019+0.0578929j -0.0112919-0.0494759j -0.0439958-0.0102762j -0.0718295-0.0704178j 0.099241-0.0296794j -0.124355+0.0992387j 0.0287286+0.0179397j 0.0635936-0.0747178j 0.0665989-0.0505852j 0.0527456-0.0501428j 0.0250453-0.0164428j -0.0170473-0.017101j 0.0320626-0.0300576j 0.0795947-0.0245859j 0.0641127+0.0289041j 0.0669021+0.00911986j 0.0901819+0.025035j 0.00762826+0.0324665j -0.0278275+0.0044962j -0.0954285+0.0549648j -0.00213311+0.028653j -0.0771376-0.057479j 0.0334815+0.0282421j 0.0294246+0.0775181j -0.0463234+0.0849655j -0.149234+0.0382753j -0.0464995+0.0519041j 0.00795736-0.0314363j -0.0232306-0.0490161j 0.109997-0.0200536j -0.00426451+0.0915931j 0.0481583+0.00197662j 0.0273362+0.0134137j -0.026549-0.00261587j 0.0652641+0.0705794j 0.0358749+0.00126084j 0.00783021+0.00544796j 0.0240179-0.0154423j -0.0192039+0.0366943j 0.0399491-0.0736198j 0.00597561-0.0051159j -0.0277937+0.0489184j 
0.00602865+0.00342301j 0.021048+0.0299668j -0.0210413+0.0160477j 0.00710973+0.00383008j -0.0172083-0.0199358j -0.0124348+0.0392115j -0.037065-0.00116002j -0.0466801+0.0390871j 0.0239197-0.038253j 0.0179067+0.0166733j -0.00447485+0.0156966j 0.0255231-0.0180121j 0.0276124-0.0376213j 0.0464456+0.0204251j 0.0154002-0.0613955j -0.0192154-0.021569j 0.0221205-0.021195j 0.0108676+0.00806626j -0.00998144+0.0032261j -0.0039464+0.00400053j -0.00539986+0.0275141j 0.0268845-0.0234991j 0.0391651-0.0551767j -0.000233159-0.0269931j -0.0122076-0.0782757j 0.0386072+0.0875419j 0.00796172+0.0302698j -0.0282983+0.00450548j -0.0613649-0.0267717j 0.0607009+0.024093j -0.052396-0.016632j -0.0576924+0.189815j 0.0637979+0.016662j -0.0947794+0.0437958j 0.0261755+0.0531401j 0.112404+0.0860828j 0.0361941-0.0282748j 0.0881164+0.044576j -0.192693+5.80785e-15j 0.0142387+0.0550046j -0.021891+0.0172777j -0.0340655+0.025242j 0.0315254+0.0437601j -0.0477637-0.0524224j -0.0430041+0.00162403j 0.0551872+0.0516751j -0.0994614-0.101734j 0.0768355-0.00924888j 0.0586671-0.0449958j -0.0489772+0.0562324j -0.0243286+0.0750651j 0.142835+0.0413616j 0.106018-0.015547j 0.0670078+0.00536992j 0.0592361+0.0355974j 0.0511601-0.063373j -0.0360014-0.0293198j -0.074363-0.0662052j -0.0792965+0.077411j 0.0810024-0.0545648j 0.0944992-0.0649744j -0.0398466-0.0040232j 0.155078-0.0497833j -0.0215338+0.0408671j -0.0493249+0.0111153j 0.0146096-0.0726608j 0.0272509+0.0225107j -0.0126439-0.0356855j 0.0255975-0.0185795j -0.209726+0.0589383j 0.00869365+0.0548903j -0.0126507+0.012823j 0.0470715-0.000895776j 0.0324621-0.00425057j 0.00804115-0.00724923j 0.0266185-0.0280159j -0.060607+0.080473j -0.0123882-0.0208896j 0.0685844-0.0185486j 0.00303874-0.0385669j 0.00360848-0.0429814j -0.00509252-0.0375976j -0.0427667+0.0684087j -0.0757719-0.0235767j -0.0119299-0.0346497j -0.033814+0.0599484j -0.0203924-0.0722737j -0.0306173-0.0189066j 0.00351947+0.00795433j -0.00260084-0.00140825j -0.000967142+0.04386j 0.0364875-0.0101481j -0.00421923-0.0161001j 0.014282-0.0109287j 0.0400213-0.0299077j 0.0130579+0.0405258j -0.00922888+0.0153699j 
0.016747-0.00576608j 0.00836531+0.0095895j -0.00786777+0.0149065j -0.0234929+0.00518711j 0.0209476+0.0340187j 0.0363514-0.0229159j -0.0227676+0.00329655j 0.00638964-0.0022663j 0.000339012-0.0116134j 0.00433079-0.0266237j 0.0292049+0.0708943j 0.0467948-0.00254676j 0.00227414+0.000777656j 0.000119757-0.0407028j -0.00264016+0.0179686j 0.00662996-0.0518056j 0.00274949-0.00446361j -0.056006-0.013959j 0.00375821-0.0243846j 0.0392948+0.0513908j -0.00806122+0.0208896j 0.0529415+0.0626121j 0.0315226+0.0825399j -0.00308266-0.0844803j 0.0254547-0.0873825j 0.0270519+0.0639147j 0.0184972-0.00778344j -0.0455703-0.059729j -0.0423917-0.0386876j 0.0563438+0.0190153j -0.079541+0.00111379j -0.11142-0.0174381j 0.0416968-0.0713053j -0.0268738-0.0985045j -0.111137+0.117498j -0.0531349+0.0559215j 0.00619993-0.0106979j 0.0227706+0.126454j 0.0142387-0.0550046j -0.0298081-1.56646e-15j 0.0057036-0.0192908j -0.0296932+0.013999j -0.0489719-0.0140811j 0.05129-0.0511505j 0.0707766-0.03535j -0.0244436-0.0912177j 0.0729505+0.185327j -0.00350241-0.0518667j -0.0188182-0.0225612j -0.0580684+0.0302972j -0.0382416-0.0286686j -0.0226832+0.00912025j 0.115872+0.0493337j -0.0393844-0.00968551j -0.121472+0.0374437j -0.00917148+0.0417509j -0.0195419-0.00929194j -0.000581433+0.0235546j -0.0346116+0.0110085j -0.0124829-0.00896031j 0.034086+0.0439438j 0.00136997+0.0907688j 0.00496578-0.0801548j 0.0897535-0.0456739j -0.187754+0.0129015j -0.0789774+0.0152796j -0.0107747+0.0755826j 0.0595073+0.0419174j 0.00364384+0.0503999j -0.0369467-0.0338837j -0.0487011-0.0765628j -0.0449792-0.0706185j -0.0904919-0.00133596j 0.0283966-0.0870424j -0.0571125+0.0456287j 0.0143867-0.0502766j 0.0278145+0.0699396j -0.0607475-0.040994j -0.0536838+0.034341j -0.0912764-0.0234693j 0.110039-0.1175j 0.0282343-0.0644341j 0.0624319+0.0120758j 0.0109699+0.0440824j -0.024951+0.0302264j 0.0633997-0.0624326j 0.0370748-0.0372917j 0.0128791-0.038448j 0.0125532+0.0222543j -0.00962298+0.0316422j 0.00748458+0.024099j -0.0172538+0.0138192j 0.0134325-0.0407093j -0.0288884+0.00769227j 0.0152875+0.00391623j 0.0106324-0.00379546j -0.00398622+0.0203803j 
-0.0360122+0.0143422j 0.00929418+0.0225687j -0.00302182+0.0111551j -0.0130169+0.0204106j 0.00523582+0.0358966j 0.013852-0.0156467j -0.000684123-0.0217182j -0.0216682+0.00818403j -0.0343558-0.0176532j 0.0276603+0.0493799j -0.00948127-0.00592046j -0.0265114+0.0349967j -0.0406955+0.0513392j -0.0125272+0.0236224j 0.00942774-0.0395429j 0.0244272-0.042842j 0.00773908-0.0102865j 0.0340576+0.0129433j 0.0662386+0.000217507j 0.0294339-0.0133851j -0.0230786+0.0194015j 0.0209389+0.00444763j -0.0282008-0.0576578j -0.0377653-0.053252j 0.112767-0.00534946j -0.153673-0.0315037j -0.0841704-0.0393636j -0.0803733+0.0420824j -0.0821683+0.0461055j -0.0863523-0.0129163j 0.0802413+0.0416245j 0.0153863-0.0824398j -0.0501383-0.0102491j -0.0373742+0.0204451j -0.0449168+0.0524525j 0.00461658-0.0280501j 0.0313494+0.0712685j -0.0559991+0.0332621j -0.021891-0.0172777j 0.0057036+0.0192908j 0.145137+3.63598e-15j 0.153257+0.0568921j -0.0417865-0.0657236j -0.0930009-0.0314266j -0.0514522+0.086872j -0.0448642+0.0188391j -0.0579483-0.0670664j 0.0264413-0.0475508j 0.0785282-0.057065j -0.00318712-0.0348369j 0.1183+0.0558155j -0.131887-0.0081237j -0.0936935+0.0730686j 0.118763+0.0119928j -0.0972701+0.0504903j 0.0253544-0.0215573j -0.0700047-0.0952603j -0.00253471-0.0110576j 0.084804+0.138145j -0.0493051+0.160887j 0.0227148+0.156961j 0.00855106-0.0280261j 0.0490412+0.0102854j 0.10124-0.0273081j -0.0341274-0.125457j -0.0314161+0.00783506j -0.0052034-0.0908843j 0.0655537-0.0803891j -0.0474319-0.0367834j -0.0206029-0.044592j 0.0448322+0.019464j 0.0396104+0.0349223j 0.0500745-0.00130529j -0.0313648+0.0492531j 0.00649097+0.0108705j 8.65071e-05+0.0164045j -0.0558627+0.0276749j -0.0940611+0.0172155j 0.0364643+0.0284876j -0.0961557+0.014789j -0.0140055+0.0639734j -0.0198307-0.0207361j 0.0409522-0.0151079j -0.0506453+0.0219352j -0.0183745-0.0392532j -0.0462032+0.0362884j 0.0338429-0.0539067j 0.00394754+0.00081219j -0.0226979+0.0465186j -0.0234535+0.040386j 0.0469653-0.00202518j -0.0128642+0.036924j -0.0191589-0.000920446j -0.0285101-0.0115958j -0.0138558-0.0376201j 0.0225573+0.0129174j -0.0201715-0.00292452j 
0.00843091+0.0145342j 0.00118556+0.0106041j 0.00389061-0.0160675j 0.0100342+0.00293867j 0.00217891-0.000344784j 0.0370741+0.00183129j 0.0132226+0.023615j 0.0121603+0.0132655j 0.00373366-0.0139783j 0.034009+0.0233748j -0.0278859-0.0145035j -0.0313356+0.0384545j -0.0014178-0.0279706j -0.016406-0.0212636j -0.0322076+0.00122585j 0.0480212+0.0161958j 0.0279403-0.0151974j -0.0409566+0.00555782j 0.0095623-0.0279679j 0.0540415+0.0159734j -0.00742017-0.0598696j 0.0531001-0.0764925j 0.0828985+0.0246243j -0.0432055-0.101415j 0.0492267-0.038997j -0.148128-0.049997j -0.198645-0.00541233j -0.0345203+0.0249643j -0.00382945+0.0698924j -0.133226-0.0976728j 0.217177+0.0865219j 0.0110482+0.0575251j 5.77404e-05-0.0228159j 0.00677109+0.00841794j 0.103764+0.0809178j 0.0640329+0.137961j 0.0181388+0.063504j -0.0587118+0.0874964j -0.0340655-0.025242j -0.0296932-0.013999j 0.153257-0.0568921j 0.000470947-4.36283e-15j -0.0443413-0.0785345j 0.0356097-0.076089j -0.0630888+0.0391568j 0.0318637+0.0555118j 0.0469144-0.0283841j 0.131941+0.0618395j 0.0110506-0.00468497j 0.112668+0.0765071j -0.029074-0.0567052j 0.114622-0.0260953j -0.00837159-0.0687223j -0.080879-0.0274154j -0.0113201-0.0636245j -0.0476138-0.0840665j 0.0204733+0.067511j -0.0252472+0.0919711j 0.0450681-0.125113j 0.0312984-0.0938939j -0.072758-0.0311542j -0.0247947+0.0329381j -0.0560583-0.112929j -0.0162393+0.0385075j 0.0124427+0.0478574j -0.0328116-0.0399862j -0.0241601+0.0112911j -0.0195148+0.0890548j -0.0435632-0.0449079j 0.00993162-0.00532409j 0.0392378+0.00502335j -0.00119397+0.00334943j 0.0127915+0.0624446j -0.0570904-0.00804406j -0.0829133-0.012356j 0.000611742-0.03089j -0.0540101-0.0412028j 0.00767508+0.0194742j -0.0145796+0.00113462j 0.00289318+0.0491964j 0.00245854+0.0316261j -0.0259193+0.016295j -0.0277548-0.0367262j 0.025821-0.0059018j 0.0645562-0.017322j -0.0290432-0.0352759j -0.0412308-0.0104043j -0.0243754+0.0426066j 0.0103626-0.0437501j 0.0263366+0.0376779j -0.00703303+0.00993235j 0.00789825-0.0150905j -0.0571842-0.0125095j 0.00354388+0.00580858j 0.0258065-0.0125674j -0.00575101+0.00029966j -0.0154451+0.036218j 
0.0137529+0.0170936j -0.00717143+0.016788j 0.00567315+0.000434575j -0.0163816+0.00925122j -0.00797888-0.0234321j 0.0255935-0.0157216j -0.00260447+0.02375j 0.00389161+0.0257215j -0.0410161-0.00315511j -0.00625248-0.0277985j 0.0363909+0.0200478j 0.049867+0.0156622j -0.0302696+0.0175622j -0.00838328+0.0123217j 0.0144978+0.0217509j 0.0109998-0.0770191j -0.015494+1.61501e-05j 0.0456496-0.0310215j 0.0392311-0.0107089j 0.0315891-0.00340046j -0.0766754+0.0713263j -0.0134858+0.090681j 0.0426243+0.144347j -0.0406416-0.0920431j 0.0483894-0.0227028j -0.0583491+0.00524903j 0.00556601-0.0276653j 0.100417-0.0223745j -0.0124042-0.0863087j 0.0990451+0.0423139j -0.0876107-0.0806333j -0.00210847-0.0604989j -0.0687773-0.0890567j -0.0560319-0.117656j -0.0408232+0.028243j -0.061546+0.0207699j -0.165207+0.0790496j -0.0110425+0.00717883j 0.0315254-0.0437601j -0.0489719+0.0140811j -0.0417865+0.0657236j -0.0443413+0.0785345j -0.0292853+8.55739e-15j 0.03145-0.0060363j 0.0147495-0.0954232j -0.0515223-0.0117506j 0.108277+0.13305j -0.0511385-0.0175104j 0.0226409+0.065643j -0.0623297-0.0658703j 0.0157917-0.0373775j 0.0943712-0.0790917j 0.0848714+0.0111741j 0.0735061+0.0130941j -0.0287051+0.0859319j -0.0615033-0.0673203j 0.0253154-0.0378123j -0.0543727-0.0141067j -0.0867597-0.0207607j -0.0384531+0.015399j -0.0219806-0.0674298j -0.0304216+0.00783929j -0.0399535-0.00836955j 0.00490234+0.0774645j 0.0324641+0.000587875j 0.0339728-0.129759j 0.0310761+0.053477j 0.0174637+0.0603186j -0.114166+0.0793525j 0.0460108+0.0415882j 0.0234485+0.0820279j -0.00884796-0.0272641j -0.00725247+0.0648998j -0.00010959+0.00299169j -0.0299039+0.0781194j 0.0298001+0.0206255j 0.0411722+0.0522794j -0.0229946+0.123463j 0.0113362-0.122732j -0.00706496+0.0135527j 0.00816194+0.0352646j 0.0448017-0.00345554j 0.0198009-0.00785545j -0.00530062-0.0488178j 0.0230024+0.00417615j -0.0594051-0.0626493j 0.0276593-0.0484619j -0.0413608+0.07276j 0.0271644-0.000102664j 0.0163814-0.0504656j -0.0260719-0.00407367j -0.0210561+0.013053j -0.0170737+0.0565323j 0.0255956-0.0308959j 0.0189721+0.0469702j -0.00588569+0.00160531j -0.000158867+0.0332471j 
-0.0026186+0.00694413j -0.0175175-0.00521755j 0.0181663-0.0248899j 0.00600968-0.0175541j -0.0196483-0.0118064j -0.00367701+0.0142608j -0.00633503-0.0378748j -0.00295178+0.00478785j -0.01427-0.0280584j 0.0098211+0.033088j 0.0164005-0.00337809j 0.0429977+0.00494876j -0.00322669-0.00241438j -0.0087182-0.0110867j -0.000617982+0.0365184j 0.00421321-0.0444729j -0.0638127-0.0630623j 0.0443093-0.0244806j 0.0175514+0.012141j -0.0794585-0.0181272j -0.0791601+0.0744381j -0.0478831+0.0189837j -0.0092548+0.0350674j -0.0178906-0.00409349j -0.0039121+0.0337312j -0.00731914+0.00397758j -0.0319998+0.0530941j 0.0573485+0.111169j -0.00448211+0.0236169j 0.0022599+0.0792295j -0.0412516-0.0128752j 0.137806+0.0381216j -0.0138851-0.0481902j 0.0140454+0.0706639j 0.0788364-0.0934847j -0.0499282-0.103337j -0.0845687-0.0397217j 0.109476-0.115961j -0.0477637+0.0524224j 0.05129+0.0511505j -0.0930009+0.0314266j 0.0356097+0.076089j 0.03145+0.0060363j -0.0348969+6.38378e-16j 0.0533289+0.0289688j -0.0733901-0.0256747j -0.0382061-0.0738835j -0.0354049+0.0114008j -0.0263168+0.0151658j -0.0832728+0.0148787j 0.0717244+0.0433778j -0.0302618+0.0684661j 0.0853967+0.034272j 0.0102309-0.0316715j 0.0203604-0.0281504j -0.0590345+0.0810943j 0.0624872-0.0723867j -0.0362587+0.0121469j 0.0118563+0.0448575j -0.112161+0.0551952j -0.0112476-0.0272264j -0.0237798+0.0847534j -0.00259666-0.0138639j -0.0999383-0.0796755j 0.0357146-0.000113341j -0.010524-0.0392308j -0.0783437-0.0116111j -0.0781075+0.0952018j 0.03755+0.0407816j -0.117127-0.0758426j 0.0807423+0.0243021j 0.069906-0.0204922j 0.0709944-0.0336173j 0.0618712-0.0515643j 0.0301255-0.0828189j 0.076394-0.112248j 0.053779-0.0339297j 0.0322111-0.0280292j -0.0291788-0.00111593j 0.0212802+0.00753814j 0.0470441+0.0177689j -0.0486251+0.0206978j -0.0340072-0.0140601j -0.0177484+0.05823j -0.015416-0.00110331j 0.032679-0.032851j -0.00195054-0.00225652j -0.0486632-0.0402925j -0.00187258-0.00704996j 0.00879097-0.0224309j 0.0197596+0.0207628j 0.0354544-0.0129787j 0.0210979+0.00955958j 0.00506212-0.0387783j -0.00911922-0.0379264j -0.00383702-0.00943234j -0.00361193-0.0355844j 
-0.00707254-0.00101409j -0.0114303+0.0244753j 0.0269912-0.00986818j -0.0050816-0.0258488j -0.00331466-0.0387601j -0.00825936+0.00628028j 0.00866087+0.0320675j -0.0254772+0.0305248j -0.00234315+0.0247576j -0.0604557-0.0249944j 0.0036847-0.0346045j 0.0391024+0.0615945j 0.0161658+0.0255983j -0.0180067-0.00484744j -0.0278604-0.0231596j -0.0243276+0.00679587j -0.0599187+0.026055j -0.0600377+0.0345857j -0.0584067-0.0305114j -0.00702463+0.0328913j 0.0379118-0.0649368j -0.00695066+0.0130657j -0.0151167-0.0959954j 0.00754125+0.0101828j -0.0486745+0.00297611j 0.152236+0.0139339j 0.108546+0.0132163j 0.0244666-0.0175367j -0.0752748-0.022643j -0.0859731+0.00102308j -0.1018+0.00303464j -0.0347679+0.00634101j -0.0228747+0.131437j 0.0592767+0.0898003j -2.93213e-05+0.00537345j 0.0801228-0.13478j 0.0502762-0.0669588j 0.0599744-0.0441543j -0.0430041-0.00162403j 0.0707766+0.03535j -0.0514522-0.086872j -0.0630888-0.0391568j 0.0147495+0.0954232j 0.0533289-0.0289688j 0.140074+5.58581e-16j -0.0105256-0.0232633j 0.0146963+0.013706j -0.000934382-0.0296639j -0.0571522+0.046891j -0.0186306+0.0696482j 0.0163893+0.0107908j -0.126691-0.025279j 0.0617258+0.0064238j 0.0206678-0.00188504j 0.0457724-0.0839139j -0.00822622+0.0259234j 0.0678664-0.000504659j 0.0188487-0.0551347j -0.0255069+0.150259j 0.0261035+0.143916j -0.0729555+0.0474779j 0.0582344+0.0431811j -0.0364917-0.0278458j -0.0378683+0.00373269j 0.0589061+0.0146995j 0.0359475+0.049891j -0.0107473-0.00878318j -0.0924788+0.100081j 0.00535477+0.0140026j 0.0594989-0.034487j 0.0597376-0.0144909j -0.0390703-0.00116605j 0.00595744-0.0502422j -0.0996909+0.0629007j -0.0329485-0.110308j 0.0295433+0.023721j 0.0270898+0.00133922j -0.0211172+0.0316595j 0.00389068-0.0221658j -0.0862859+0.0628391j -0.0720708-0.0494552j -0.0177594+0.0100882j 0.028488-0.0151625j 0.0593647+0.0338067j -0.017274-0.0119317j -0.0598497+0.0513922j -0.0189805+0.000898779j 0.0121779+0.057985j 0.00965599-0.0231048j -0.0316726+0.0276665j -0.00625725-1.8354e-05j 0.0145534-0.010032j -0.00587545+0.0144474j 0.0284288-0.0423893j -0.0170822-0.0248259j -0.0181804+0.00253334j -0.0181184-0.00943057j 
