-0.0123364+6.41848e-17j -0.0101997-5.95867e-05j 0.00136467+0.000397541j -0.0195565+0.00239404j -9.19718e-05+0.00142734j 0.00675825+0.00198063j 0.0292216-0.00319376j 0.0111671-0.00114401j 0.0224478-0.00235397j -0.00971699-0.00312123j 0.00263274+0.000699636j -0.0391384+0.00335817j 0.0110569+0.00268939j 0.0207561-0.000148824j 0.0257285-0.00180772j 0.0130453+0.00135895j -0.000842482+7.84181e-05j 0.00126746-0.00158548j 0.0209946-0.00278177j 0.00398276-0.000565057j -0.00725389-0.000620151j -0.002763+0.000583954j -0.0111178+0.00208392j -0.00862409+0.00141443j 0.0199576+0.00168717j 0.0130174+0.000518098j 0.0101375+0.00187144j 0.0100648+0.000201963j 0.00410704-0.00176486j 0.00583747+0.000470939j -0.0158902+0.00113337j 0.00802355-0.0018152j -0.00285479-0.00269852j 0.00792189-0.00286254j -0.00214536-0.000416284j -0.012183-0.00080691j -0.000190589+0.000953057j -0.00444386-0.000227553j -0.0220262+0.00260652j 0.000116686+0.00526388j -0.00335642+0.00147133j -0.0193631+0.00350901j -0.0104689-0.000121272j -0.0177509+0.00142022j -0.0103061+0.00104881j 0.000133053+0.00286921j -0.00990185-0.0011355j 0.00491654-0.00333908j -0.0148183+0.00138871j 0.0350171-0.00560993j -0.0181256+0.00213482j 0.00148929-0.000908456j 0.00422481+0.0028262j 0.0261969+0.00247291j 0.0293308+0.00240599j -0.00965936-0.00192269j -0.00475879+0.00321588j 0.0252343-0.00522777j 0.0897969+0.00118918j 0.03748-0.0199029j -0.130942+0.0098297j -0.0686346-0.00409064j 0.0133022+0.0147366j -0.0469151+0.00748152j 0.0325839+0.00147169j 0.0123008-0.00643864j -0.0428789-0.000993215j -0.0274047+0.00676762j 0.0106177-0.0065427j -0.0459018-0.00662435j 0.000651897-0.00124032j 0.0631923+0.0126581j 
0.0261969-0.00247291j -0.0300399-0.00477241j 0.0271339+0.00114159j 0.0592447+0.00101917j -0.0101045-0.00506194j 0.12215+0.00522172j 0.0140915+0.0066435j -0.0315061+0.00314303j 0.0792755-0.00567792j -0.0264656+0.00381933j 0.0992903-0.00391081j 0.0358541-0.000254068j 0.012096+0.00130715j 0.130572-0.00111372j -0.167976+0.00100307j 0.163833+0.00467009j -0.0976104+0.000650703j 0.0257438+9.86047e-05j -0.194371+0.000758553j 0.203567+0.00528827j -0.13699-0.00108041j 0.0230648+0.00353912j -0.051822-0.000783888j -0.0319787+0.000494793j 0.015514-0.0028637j 0.00975718-0.00278853j -0.00573078-0.00448891j -0.124042-0.00136698j -0.0507762-0.00144626j -0.0428954+0.00155546j 0.0832258+0.00314214j -0.0312505+0.000395942j -0.089181-0.000644927j -0.0614663-0.000744925j -0.0375012+0.00124514j 0.010501+0.001705j 0.000457753-0.00431023j -0.0143659-0.00626528j 0.0671599-0.000305575j -0.0283679-0.00305347j 0.0188834-0.00519351j -0.0124588-0.00407388j -0.032566-0.00354189j 0.0741953-0.000717336j 0.00945157-0.000665473j -0.0442715-0.0002312j 0.010134+0.00179793j -0.00424242-0.000846437j 0.0604177-0.000979264j -0.0048022+0.00515717j -0.000959741+0.00191243j -0.0144292-0.00195032j -0.00171367+0.00103776j -0.0677673+7.84529e-15j -0.0184424-8.2122e-05j -0.014084-0.000361871j 0.00751001-0.000148426j 0.0695307+0.00176413j 0.0137754-0.000435277j 0.00662512-0.00461471j -0.0164013+0.000735525j -0.0130761+0.000763117j 0.0356336-0.00180921j -0.0447994-0.00216106j 0.0390996-0.00222517j 0.00741995-0.000819499j -0.0028005+0.000354337j 0.00435088+0.00261651j -0.0148796-0.000949178j -0.0254369-0.00104671j 0.0244878-0.00172815j -0.000359128-0.00125373j 
0.0293308-0.00240599j -0.0178385-0.00519334j -0.0131303-0.00547132j -0.0415466-0.00135052j -0.121975-0.00420258j 0.101769+0.00735399j 0.0662748+0.00187227j -0.0454191+0.00634184j 0.020094-0.00281584j -0.0974313+0.00270405j 0.0102282-0.00405786j 0.0767266-0.000749926j -0.00824656-0.000669246j 0.0893266-0.00110846j -0.15675+0.00489947j 0.288374-0.00219383j 0.130332+0.00265334j -0.258258-0.00212908j 0.138807-0.00185656j 0.105453+0.00283179j 0.0322691-0.00228526j -0.0271677+0.00665644j 0.0148494+0.00457977j -0.0093417-0.00225666j -0.0343041+0.00416154j 0.0491719+0.00331176j 0.116181-0.00055981j 0.0675591+0.00210874j 0.00614688+0.000517358j 0.0116583+0.00133597j -0.072169+0.000526278j -0.0280587+0.001667j 0.03765+0.00103449j -0.0376376-0.00153199j -0.0830084+0.000839015j -0.0387869+0.000237848j -0.00717612+0.00223627j -0.0711805-0.00197267j -0.00650266-1.35768e-05j -0.104351+0.00308839j 0.0132028+0.0016729j -0.0606427-0.000161453j -0.0370315-0.00016479j -0.0382649-0.00313681j 0.0191148-0.0026401j -0.0250998-0.0025409j 0.0526933+0.00722493j -0.0499691-0.00108961j 0.011828+0.00254581j -0.0241312+0.000620362j -0.0176815-0.000386682j -0.0263571+0.00358662j 0.0702458-0.0025995j -0.0184424+8.2122e-05j -0.075429-5.25431e-16j 0.0452158+0.00233558j 0.0229034+0.00294889j -0.0472043+0.00172572j -0.0306102+0.00522583j -0.0121088+0.00305179j -0.0151103-0.00227444j 0.00922187+0.00226333j -0.0728646-0.000435648j 0.0186857-0.00125013j -0.0211857+0.00135083j -0.0145938-0.000951801j 0.00861264-0.000127351j -0.0440765-0.00123246j 0.021233-0.00316391j -0.00670414+0.00334584j 0.00218021-0.000199835j -0.00450992-0.0020231j 
-0.00965936+0.00192269j 0.0186228+0.00130614j -0.00757125-0.0035953j -0.0360081-0.0032575j -0.0175022-0.000569659j -0.093665-0.000254984j -0.112005-0.0113556j 0.0972077+0.00229897j -0.0476846+0.00305069j -0.0246419-0.00177494j -0.0474154+0.000691371j -0.0455753-0.00367482j 0.00734675+0.00364932j -0.00549253+0.00411564j 0.119456-0.00590869j -0.188971-0.00536904j 0.240277+0.00920008j 0.0274206-0.00487435j -0.0337157-8.05697e-05j 0.00977879+0.00104012j 0.00238168+0.00190656j -0.125358-0.000932724j 0.128715-0.00418893j -0.0482274-0.00132785j -0.00135266-0.00258842j -0.0382762+0.00175176j -0.0194434+0.00236961j -0.0346163-0.00232531j -0.0380809-0.00321468j -0.0182015+0.00123077j -0.0328035+0.0013105j 0.0824697-0.00721201j 0.0298679-0.00175176j -0.0971476-0.00662253j 0.0443487-0.00167001j 0.0645094+0.000189299j 0.00529651-0.00142681j -0.00934619+0.000747124j -0.0430016-0.00145527j 0.00604201+0.00151592j -0.0545404-0.00372202j 0.0465525+0.00127699j -0.0108783+0.00378127j -0.0648676-0.00363077j -0.0220236-0.000288181j 0.0305087+0.00468975j -0.0124066-0.000286145j 0.00367012-0.000616707j 0.00932477-0.000714002j -0.0134806-0.000164421j 0.00316764+0.000187564j -0.00543406-0.00168419j -0.0206809-0.00117335j -0.014084+0.000361871j 0.0452158-0.00233558j 0.029314-8.6129e-16j -0.0121994+0.00203868j -0.0160085+0.000828618j -0.0164657-0.00130124j -0.0171548-0.00161793j -0.00201695-0.00115214j 0.0181561+0.000894002j 0.0246098-0.00138674j 0.0147137+0.000531311j -0.0173556+0.00198544j 0.00101901+0.000164563j 0.00408044+0.00132143j -0.00999229-0.00231159j 0.018272+0.000595797j 0.0128002-0.00260128j -0.00762317+0.00131388j 0.0066691+0.00028657j 
-0.00475879-0.00321588j -0.0281776-0.000235306j -0.0404785-0.00671057j -0.0444025+0.0037485j 0.0873688+0.00273392j -0.0150897+0.000713639j 0.00968837-0.000249932j 0.00414561-0.00384263j 0.0613613-0.00592694j -0.112371+0.00259002j -0.0320152-0.000523648j -0.074559-0.00118972j 0.0860714+0.00364772j -0.133668-0.00169007j 0.0485732-0.00246834j -0.146317-0.000567506j -0.0609587+0.000571368j 0.0609972-0.00669443j 0.0186199-0.00143823j -0.0159719-0.000340722j 0.0220523+0.0053527j -0.0171448+0.00296226j -0.0819713+0.00230866j 0.027331-4.6866e-06j -0.00888554-0.00218616j 0.0096525+0.0043577j -0.0319727-0.0058816j 0.000767061-0.00055524j 0.0628026+0.00663286j -0.0172697-0.00198503j 0.0281549-0.000860979j 0.0512617-0.000807943j -0.00507343-0.000225782j -0.0226819-0.00634337j 0.0145703-0.0013005j -0.0105099+0.00016516j 0.0244111-0.00604957j 0.0112046-0.00111751j -0.0286668+0.00289625j 0.0111377-0.00285138j -0.00192101-0.000426524j 0.0277505+0.000668137j 0.0252416+0.000906772j -0.00635129-0.000331783j 0.0326782+0.000825387j 0.0227341-0.00161806j -0.0535076-2.26133e-05j 0.00332644-0.000156199j 0.000293945-0.00030981j -0.0219165+0.000952172j 0.0255986+0.00227318j -0.00230213-0.00153387j -0.039368+0.000404683j 0.00751001+0.000148426j 0.0229034-0.00294889j -0.0121994-0.00203868j -0.0008235-4.33681e-17j -0.0148239+0.000178523j -0.0170836-0.000524826j -0.0306578+0.00056234j 0.0334306+0.00172953j 0.0109535-0.000517323j 0.00185507-0.00100838j 0.023348+0.000381619j -0.00103745+0.000320903j -0.00331966+0.000800546j 0.0050522+0.00263033j 0.00317616-1.10014e-05j -0.00303488+9.29596e-05j 0.00176064-0.000905748j -0.0013703+0.000480248j 0.00282155+0.000205229j 
0.0252343+0.00522777j 0.0309967-0.00176384j -0.0803259+0.00429322j 0.126994+0.0115476j -0.0322948-0.0136373j -0.00501611-0.00421899j -0.0344408+0.0060454j -0.106634+0.00416306j 0.0587583+0.001314j 0.12197-0.00130012j -0.0698058+0.000358922j 0.139875+0.001371j -0.0801424+0.000624742j 0.202219-0.00067819j -0.444325+0.00243448j -0.0415397-0.00293173j 0.00850712+0.00493755j -0.00120576-0.000993552j -0.0775799-0.00142351j 0.0797562-0.00661201j 0.102566-0.007417j -0.0888905-0.000127814j -0.0315863+0.00141355j 0.0245383+0.00178387j -0.0697538+0.000888953j -0.0754045-0.00185811j -0.029395-0.0019347j 0.0165521+0.00030021j 0.0236041-0.000412567j -0.0848241+0.00119492j -0.0168129+0.00191296j -0.0521302-0.000450072j 0.0624647+0.00115462j -0.0526659-0.00223569j 0.00963438-0.00085116j 0.00434686+0.00129681j -0.00574093-0.00357013j 0.0623277-0.00235651j -0.0346408+7.19029e-05j 0.040448+0.00487144j -0.0200796+0.00122064j -0.0481027-0.00439596j 0.0560047+0.00170056j -0.0267465+0.00133226j -0.0288065-0.00104329j 0.0113685+0.000411854j 0.0327261+0.00625454j 0.0295302+0.00186256j -0.0346469-0.000895126j 0.0122132-0.00184565j 0.00772897-0.00159183j 0.0105624+0.00025834j 0.00859989+0.00268255j 0.0695307-0.00176413j -0.0472043-0.00172572j -0.0160085-0.000828618j -0.0148239-0.000178523j 0.014201+3.95734e-17j -0.0129584-0.00121914j -0.0125236-0.00158288j -0.0166201-0.00173082j -0.0674615+0.00194361j -0.00729766+0.00284732j 0.0215141-0.000634436j -0.0160462-0.00248531j -0.0535853+0.00201242j -0.00321937-0.0032224j 0.0140356+0.0011433j 0.0227116-0.000761324j 0.0035561-0.00158717j -0.000941675+0.00243665j 0.0219942-0.00090715j 
0.0897969-0.00118918j -0.041576-0.0136291j -0.00588142-0.0119228j -0.0890217-0.000996835j 0.0371026-0.000302614j 0.0952939+0.00315944j 0.0368037-0.00458109j -0.048513+0.000959873j -0.0898652+0.00062582j -0.305569+0.00557763j 0.192759-0.000668728j 0.0880214+0.0037599j 0.126275-0.00171127j -0.21739-0.0012155j -0.0465883-0.000349461j -0.0436567-0.000256845j -0.0565688-0.000991211j -0.0214533-0.000475315j 0.0660629+0.00046494j 0.0563462+4.76914e-05j 0.0203833-0.00466113j -0.0029774-0.00479808j -0.043113-0.00414078j 0.0116348-0.000865802j -0.0320889-0.000723595j -0.0346931-0.00844719j -0.0680411+0.00179226j 0.00347747-0.000601085j 0.104188-0.000793777j -0.0288411-0.00418419j 0.0237423+0.00348237j -0.00245647+0.0018432j -0.00275879-0.00155402j 0.0132712+0.00182621j -0.00280047-0.00162589j -0.0147609+0.00238858j 0.0094939-0.00463459j -0.0174882+9.75638e-05j -0.0211454+0.00256016j -0.0289071-0.00192609j -0.000893981-0.000907335j 0.011515-0.00420787j 0.0592757-0.00132106j -0.0027113-0.000335795j 0.0476498+0.000208313j -0.0160966-0.000324699j -0.0775546+4.07638e-05j 0.0108621+0.00147133j -0.0285605+0.00107558j -0.0570261+0.00079188j 0.020853+0.000922672j 0.0240793-0.00229195j -0.0321915+0.00279855j 0.0137754+0.000435277j -0.0306102-0.00522583j -0.0164657+0.00130124j -0.0170836+0.000524826j -0.0129584+0.00121914j -0.0807864+5.10348e-16j -0.0423315+0.00217993j 0.0478739+0.00044108j -0.00379408+0.000295056j -0.0497391-0.00198121j 0.0387177-0.000716358j -0.00184054+0.000994878j -0.0334872+0.00375914j -0.00532764+0.00328369j -0.0134937-0.000310765j 0.0125416-0.00324886j -0.011269-0.000353633j 0.0117745+0.00159597j 0.0192395-0.00291138j 
0.03748+0.0199029j 0.135172+0.00312082j 0.0319166+0.00702501j 0.0758024-0.00537941j -0.0544829-0.000106106j 0.0390337-0.0048486j -0.12314-0.000759821j 0.0068181-0.00526658j -0.339332+0.0060174j 0.27106-0.00130909j 0.0542218-0.00487068j 0.210831+0.00150782j -0.341847-0.00790543j -0.0428564-0.00504716j -0.0346681-0.00252153j -0.00102429+0.00415355j 0.00987448-0.00172261j 0.0537261-0.000515526j 0.0903105+0.00426704j 0.0177726+0.00332559j -0.0399-0.000288306j 0.0258232-0.00115913j -0.0389221-0.000248339j 0.0282645-0.00166894j -0.0436275+0.000815801j 0.0224168+0.0037353j -0.0113706+0.00170791j -0.0516583-0.00231012j 0.0417475+0.00140439j -0.01972-0.000330448j -0.0227061-0.00073947j 0.0237777+0.00557782j -0.0265245+0.00453569j 0.0656569+0.00135906j -0.00693592+0.00108271j -0.00437059+0.0013171j -0.0011996-0.00123586j 0.0694133+0.000245564j 0.0133095+0.00200501j -0.122172-0.000772526j -0.0156344-0.0015768j 0.0176712-0.0033732j -0.0708224-0.00216763j -0.00312451+0.000324455j 0.00616268-0.00531181j 0.00791399-0.00104464j -0.00811883-0.000120032j 0.00396859+0.00107193j -0.0091204+0.00012257j 0.023876-0.000821859j -0.0239486+0.000141526j -0.00227162-0.00164355j 0.00128575+0.00309978j 0.00662512+0.00461471j -0.0121088-0.00305179j -0.0171548+0.00161793j -0.0306578-0.00056234j -0.0125236+0.00158288j -0.0423315-0.00217993j 0.0528051+2.27162e-15j 0.0251357-0.00107617j -0.0297692-0.00396645j -0.0184787-0.00281827j 0.0268816-0.00166165j -0.0142386+0.000738484j -0.0570401+6.3226e-06j 0.0284355-0.00234496j 0.00635203+0.000284236j 0.0277907-0.000756247j 0.0238682-0.0024699j -0.0226051+0.00459156j 0.0336581+0.000586405j 
-0.130942-0.0098297j -0.012763+0.0194249j -0.109203+0.0010656j 0.00301363+0.00921695j 0.104519+0.0055971j -0.0711731+0.0035311j -0.00273118+0.00262505j 0.0433331+0.00200587j 0.264084-0.00331017j 0.120585-0.00479851j -0.379422-0.00233205j -0.263229-0.000519792j -0.0190818-0.00599601j 0.0217884-0.000239548j 0.0663502+0.00170733j -0.0795937+9.09896e-05j -0.0288967+0.00538105j 0.0134333+0.000389536j 0.0697414+0.00214702j 0.0428805+0.00605916j 0.00282719-0.00599154j -0.054108-0.00246065j -0.0547204+0.00142738j 0.000737455-0.00300199j 0.0229874-0.00108135j 0.0855392-0.000628676j 0.0410116-0.00668166j -0.00509509-0.00445139j 0.0916854-0.00354656j -0.000406541-0.00138173j 0.00264513+0.00177088j 0.0177151-0.0004173j -0.0379512+0.00141716j 0.0363849-0.00159107j -0.0525116-0.00160667j -0.0134473-0.000394421j -0.0571791-0.00240406j -0.0133509-0.00130241j 0.0581786-0.00191234j -0.019577-0.000369592j 0.0271173-0.00114612j -0.0164932-0.00214303j -0.0318741-0.00203209j -0.0057722-0.00196834j -0.0104981-0.00179908j 0.0237412-0.000514929j 0.00560725+0.00410559j 0.000140851+0.00165515j 0.0337871+0.00158717j 0.0430481+0.00313227j 0.00486572-0.000670606j -0.0608111-0.00210317j 0.0348308-0.000563746j -0.0164013-0.000735525j -0.0151103+0.00227444j -0.00201695+0.00115214j 0.0334306-0.00172953j -0.0166201+0.00173082j 0.0478739-0.00044108j 0.0251357+0.00107617j 0.0110523+5.1608e-16j 0.055788-0.00314617j -0.00393741+0.000890144j 0.0126834-0.00232516j 0.0111578-0.00404529j 0.0384756-0.00360541j 0.0457885+0.00261585j 0.00806225+0.00292957j -0.0397818+0.00200595j 0.0126803+0.00372887j -0.0297505-0.00151928j -0.0211834+0.00364842j 
-0.0686346+0.00409064j 0.0515314+0.0127309j -0.0753891+0.0036649j 0.0651525+0.00945448j -0.00512803-0.00156783j -0.0982665+0.00710644j -0.0354338+0.00649108j 0.0177585-0.00873586j 0.0796705+0.0004157j 0.233579+0.00263329j -0.283008-0.00267686j -0.0425183+0.00626059j -0.117686-0.000809722j 0.0867421-0.00452442j -0.0559058-0.00165647j -0.0347663+0.00467781j 0.0222745-0.0034808j -0.0194024-0.00303615j 0.0707024+0.00134337j -0.0683681+0.0018244j 0.0720743-0.00061835j -0.017072+0.00553718j -0.0708987-0.00320837j -0.07424+0.000636078j 0.0162261-7.1981e-05j -0.0662241+0.0012348j -0.0193183+0.00420405j 0.0327426+0.00119104j 0.0190145-0.00152913j -0.0206659-0.00197211j -0.043017-0.0024751j -0.0734234-0.00569374j -0.0313513-0.00285145j -0.0254136+0.00268243j -0.0330728-0.00177326j -0.0224018-0.000193872j -0.0607842+0.000313322j -0.00678488+0.00178921j 8.85046e-05+0.000547843j -0.0176656-0.00473307j -0.00458407+0.00141606j 0.0374095+0.00351423j -0.02676-0.00205573j -0.0268081-0.000240769j 0.0464683+0.004388j 0.027274-0.0013093j 0.0102944+0.00100379j -0.030048-0.00342299j -0.00186642+0.00122939j -0.0140276-0.00193811j 0.00477418+0.000577284j -0.0479183+0.002508j 0.00039062-0.00210363j -0.0130761-0.000763117j 0.00922187-0.00226333j 0.0181561-0.000894002j 0.0109535+0.000517323j -0.0674615-0.00194361j -0.00379408-0.000295056j -0.0297692+0.00396645j 0.055788+0.00314617j 0.0289325+2.78423e-16j 0.0155388-0.00266935j 0.0315025-5.03248e-05j -0.0307133+0.00185731j -0.0107203-0.00219888j 0.0374883+0.00145574j 0.00953518-0.00277428j 0.0141947+0.00254854j 0.0285981+0.000955327j -0.0206872+0.00272633j 0.0156902+0.000240633j 
0.0133022-0.0147366j -0.0876386-0.00503797j -0.0655674-0.0080817j -0.0889514+0.00605014j 0.0328244-0.00355103j 0.0302784+0.0042611j 0.0562863+0.00194238j -0.0511221-0.00322735j 0.139936+0.00108373j -0.318745+0.00258167j -0.034057-0.00187936j -0.0618006-0.00301238j 0.181249-0.00760698j -0.0703842+0.00318217j -0.0636979+0.00164917j -0.0081382+0.00369528j 0.0434844+0.00174771j -0.0780596-0.00100329j 0.0562303+0.00211278j 0.0729048-0.00951617j 0.0528448+0.00126162j -0.0263627-0.0011238j -0.0367132+0.000110494j -0.0689421-0.00217987j -0.00491558+0.00210589j -0.0789453+0.00430808j 0.0856642+0.00361969j -0.0673588+0.0017301j 0.025698+0.000768751j -0.0351273+0.00409732j -0.0150331-0.0037513j 0.0166408+0.00190918j 0.0462909+0.00372639j 0.0266912+0.00482482j 0.019061-0.000589137j 0.0618955+8.89078e-06j -0.0441133-0.00231638j 0.00749497+0.00127312j 0.0279413+0.00217508j 0.00187571+0.00291759j -0.0446454+0.000505397j -0.0442595-0.00266103j 0.0180197-0.00123229j -0.015273-0.00085773j -0.0357124-0.00620885j 0.0163076+0.00187733j -0.0640305+0.00342048j 0.00747008-0.000496512j -0.0303296-0.000211736j -0.0173932+0.0018725j 0.0187059-0.00173716j -0.0202197-0.00203549j 0.0502656+0.00344652j 0.0356336+0.00180921j -0.0728646+0.000435648j 0.0246098+0.00138674j 0.00185507+0.00100838j -0.00729766-0.00284732j -0.0497391+0.00198121j -0.0184787+0.00281827j -0.00393741-0.000890144j 0.0155388+0.00266935j -0.051281+1.32896e-16j 0.0383653-0.00317855j 0.0145793-0.00233963j 0.0160352+0.00268819j 0.00320012+0.000891979j -0.020776+0.00353065j -0.0234428-0.00360988j -0.0226905+0.00495921j 0.00387537-0.00139916j -0.00743227-0.00223777j 
-0.0469151-0.00748152j -0.0500724+0.00631457j -0.0412837-0.00224609j 0.0379621+0.00683323j 0.0340724-0.0026568j -0.0244119-0.000269171j 0.0620831+0.00204567j -0.0455882+0.000705397j 0.249369-0.000206755j 0.0079205-0.00179309j -0.0883836+0.00131677j -0.123303+0.00580376j 0.103417-0.00646443j 0.109256-0.00215964j -0.0667959+0.00130702j 0.0223309-0.00249232j -0.0862988+0.00552661j 0.00865957+0.00557554j -0.0892944+0.00325802j 0.016918-0.00418818j -0.0201561-0.000508499j -0.00116517+0.00046545j -0.00257202+0.00637279j 0.111665+0.00376564j 0.0197817+0.00216214j -0.0742929-0.00302483j 0.101017+0.0074489j 0.0536831-0.0014471j -0.0115206+0.00234823j -0.0407503-0.00165317j 0.00770619-0.00342678j -0.00423045+0.00358314j -0.0267078-0.000708179j 0.00162647+0.00374442j -0.00329689+0.00425465j 0.0163176+0.00565553j 0.0363-0.00115301j -0.00857219+0.00471836j 0.0114993+0.00427317j -0.0115167-0.00306546j 0.00759072-0.00325463j 0.00876472+0.00278247j 0.00247381-0.00301055j 0.0126802-0.000777887j 0.0376514-0.00240898j -0.0130044+0.0020861j 0.00203223-0.00186462j -0.0201955+0.00229689j 0.0248644-0.000744533j -0.000962561-0.000701862j -0.0166759+2.3288e-05j 0.0344418+0.000526572j -0.0419366+9.33301e-05j -0.0447994+0.00216106j 0.0186857+0.00125013j 0.0147137-0.000531311j 0.023348-0.000381619j 0.0215141+0.000634436j 0.0387177+0.000716358j 0.0268816+0.00166165j 0.0126834+0.00232516j 0.0315025+5.03248e-05j 0.0383653+0.00317855j -0.0417596-1.0468e-16j 0.0240879+1.63939e-05j 0.0484468+0.00103109j -0.00598488+0.000777111j 0.0138949+0.001255j -0.0191595+0.0015706j 0.00442615-0.000774683j 0.000992956-0.00155754j -0.0140084+0.00244224j 
0.0325839-0.00147169j -0.0134465-0.00274748j -0.0457378-0.00527619j 0.0513888+0.00294121j 0.00963699+0.00236662j 0.0276272+0.00866188j -0.00857603-0.000915701j -0.106898-0.00396386j 0.0430472-0.00221611j -0.037088+0.000132079j 0.030011-0.00770428j 0.0539354+0.00556422j 0.00212311-0.0022332j 0.0190581-0.00502267j -0.151748+0.00463892j -0.0176961-0.00686151j -0.0758459-0.00708583j 0.0471026+0.00655986j 0.0114677+0.00295815j 0.0580473+0.00313986j 0.144978-0.000306503j 0.106566+0.00310163j 0.0405968-0.00299233j 0.0553114+9.64809e-05j 0.00640921-0.000264166j 0.0120602+0.00626538j 0.0908576-0.00574212j -0.0156333-0.00543772j 0.00529307+0.000333317j -0.0352321-0.00219973j -0.0571961+0.00247751j -0.0495217-0.00045603j -0.0112544-0.00382204j 0.0277961+0.00147759j 0.0188329-0.000368353j 0.0108414+0.00108794j -0.00668631-0.00581552j 0.0526662+0.00124815j 0.030615+0.00516144j 0.00129431+0.00288173j -0.0109433+0.000748612j 0.0406583+0.000229239j 0.034815-0.000478745j -0.00219762+0.00204991j 0.0166026-0.00180819j 0.0178473+0.00213213j -0.0549497-0.00308558j -0.00481943+0.00482243j -0.0196486+0.000351981j -0.0239723-0.000541863j 0.00502301+0.00336629j 0.0280196-0.00405954j -0.00402263+0.00110839j 0.0390996+0.00222517j -0.0211857-0.00135083j -0.0173556-0.00198544j -0.00103745-0.000320903j -0.0160462+0.00248531j -0.00184054-0.000994878j -0.0142386-0.000738484j 0.0111578+0.00404529j -0.0307133-0.00185731j 0.0145793+0.00233963j 0.0240879-1.63939e-05j 0.0267351+4.25007e-17j -0.0119788+0.00251846j -0.0227636+0.00440154j 0.00498256+0.00259864j 0.00916947-0.00275678j -0.00539751-0.00365202j 0.0138113-0.000312022j 0.0109087-0.000812939j 
0.0123008+0.00643864j 0.0392967+0.00098694j -0.0278073+0.00833435j 0.00817574-0.00684371j 0.00207398-0.00306849j -0.00140202-0.00336623j -0.0568776-0.00746588j -0.00907598+0.000471681j -0.0820219-0.00459796j 0.0569929-0.003509j -0.0312913+0.00650877j 0.0312019-0.00116205j -0.0880402+0.00105237j -0.0232531-0.00563854j 0.000369811+0.00764316j -0.120564-0.00474448j 0.0960511+0.0115337j 0.0720926-0.000372864j 0.0112604-0.00174481j 0.0898622-0.00574204j -0.0083928-0.000621587j -0.0126102-0.00281277j 0.0478363+0.00695145j -0.0183329-0.00102827j 0.0188594-2.75191e-06j 0.00705839-0.00420588j -0.0051371-0.00317465j -0.0482979-0.00250813j -0.0239049-0.000441087j -0.0198853+0.00289405j 0.000915454+0.00193915j -0.0336141+0.00155261j -0.0321102+0.00379431j -0.0226933+0.0010102j -0.00141336+0.00145618j 0.0326928+0.00244448j -0.0432885-0.000997739j 0.023015+0.000249132j 0.0255053-0.00090033j 0.00513444+0.0017899j -0.0207632-0.00329896j 0.039028-0.000281227j -0.0132492+0.00130373j -0.016579-0.00138237j 0.00915075-0.00242421j 0.0354627+0.00139342j -0.0308854+0.00106124j -0.00973845+0.00115591j -0.00252953-0.00155563j -0.0386645-0.00185695j 0.0197681+0.00173799j -0.043634+0.000806952j 0.0191728-0.000866695j 0.00741995+0.000819499j -0.0145938+0.000951801j 0.00101901-0.000164563j -0.00331966-0.000800546j -0.0535853-0.00201242j -0.0334872-0.00375914j -0.0570401-6.3226e-06j 0.0384756+0.00360541j -0.0107203+0.00219888j 0.0160352-0.00268819j 0.0484468-0.00103109j -0.0119788-0.00251846j -0.0335984-2.34188e-17j 0.0154342+0.00155396j 0.000908494-0.000550075j 0.0204588+0.000139477j 0.00442779+0.000470189j 0.00403054+0.00147683j 0.0233971-0.0027421j 
-0.0428789+0.000993215j 0.0227015+0.0100176j -0.00158031+0.00471609j 0.0100849+0.00246671j 0.0170289+0.00366871j -0.0278233-0.0147937j -0.00441338-0.0019317j 0.0328653+0.00849189j 0.034656-0.00362135j 0.0822367+0.00260695j -0.0958129+0.00798027j -0.0352322-0.000269957j 0.00516625-0.00562726j 0.0386631+0.00149667j 0.064767-0.000380386j -0.0750429-0.00461102j 0.0444824-0.00378555j 0.0130883+0.00468708j -0.0320585+0.000474812j -0.133824-0.008597j 0.0444572+0.00345924j -0.0322494+0.0016115j 0.0568975-0.000717478j -0.0105075-0.000566233j -0.012943-0.00393552j -0.0669293-0.00449247j -0.032818-0.00863167j 0.0245743+0.0017497j 0.0288842+0.00544307j 0.0253317+0.00293431j 0.0111904+0.00422535j 0.0468716+0.00571572j 0.0338947+0.000613497j 0.0183705+0.00361031j 0.0106545+0.00136622j 0.0137087-0.000617901j -0.00114545+0.00142875j 0.000106757-0.000499322j 0.0100574+3.12969e-05j 0.00222316-0.00232503j -0.00847714+0.00234604j -0.0135731-0.004354j 0.0156442+0.00164237j -0.00464106+0.000760732j -0.0198961-0.00336315j 0.00616159-0.00162513j 0.0433902-0.000417905j 0.0216826+0.00547574j -0.000149186-0.000621031j 0.015382+0.00342052j 0.00557794-0.0017883j 0.0246245+0.00188179j -0.0240452-0.000313172j -0.0028005-0.000354337j 0.00861264+0.000127351j 0.00408044-0.00132143j 0.0050522-0.00263033j -0.00321937+0.0032224j -0.00532764-0.00328369j 0.0284355+0.00234496j 0.0457885-0.00261585j 0.0374883-0.00145574j 0.00320012-0.000891979j -0.00598488-0.000777111j -0.0227636-0.00440154j 0.0154342-0.00155396j 0.0168838-2.60209e-18j 0.0232033+0.000853935j -0.00932679+0.00237064j 0.0218302+0.00205617j -0.0171884+0.000609386j 0.00414856+0.00174269j 
