0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
-0.00541138+0.00194398j -0.00289752+0.00647125j 0.00234324+0.000846016j -0.00119286+0.00864218j -0.00968386+0.0035013j -0.00405705+0.00617993j -0.0108862+0.00601124j 0.0100547-0.00459454j -0.0024943-0.00297481j 0.00177424+0.000462306j 0.000879089-0.00374414j -0.00179849-0.00092042j 0.00705691-0.00492157j -0.00664719-0.00763332j -0.00738562-0.011182j 0.00211742-0.00461847j 0.00444922+0.00501467j -0.00219958-0.00466332j 0.00292109-0.00780819j 0.00159689+0.00148564j 0.00209794+0.00140324j 0.00016766-0.00579124j 0.00160284+0.00847129j -0.00114983-0.00594131j 0.000862104-0.000481688j -0.00540369-0.0113284j -0.00124441+0.00666571j 0.00141775+0.00952639j 0.00108791+0.00713369j -0.00259614+0.00715782j 0.00285043+0.00840481j -0.00381703+0.00197485j 0.000122372+0.00861003j 0.00462102+0.00171004j 0.00242723+0.00725869j -0.00644886-0.00080649j -0.00279331-0.0121697j 0.00452163+0.00880138j 0.00502248+0.0137398j -0.00160758-0.00645551j -0.000974814-0.00299797j 0.000832469+0.012793j -0.00117582-0.00515308j -0.00565942+0.0246757j 0.0148414-0.0235035j -0.00162946-0.00755298j -0.00226248+0.00372414j 0.00343879+0.00503303j -0.00217358+0.00456861j -0.000733851-0.0158905j -0.0061755+0.0131336j -0.0105448-0.00371278j 0.000962569-0.0151827j 0.000405915+0.00853077j -0.00176727+0.00181417j 0.00487946-0.00689941j -0.0075834+0.00820758j 0.0037157+0.0104497j 0.00574382-0.00314017j 0.00243644-0.0103325j 0.000510626-0.0288229j 0.00434732+0.0112544j 0.0071978+0.0325575j 0.0102055-0.000454575j -0.00453494+2.52753e-05j 0.000324792+0.00192043j -0.00179569+0.000111183j 0.00542103-0.0178635j 0.00748113-0.000675954j -0.0225158+0.00978621j 
0.00187062+0.00752244j -0.00408322+0.00370877j -0.00462203+0.00628372j 0.00139464+0.00274182j -0.0104092+0.0139704j 0.0043368+0.00231712j -0.0125246+0.0128006j 0.00376896-0.0105392j -0.0068725+0.0100343j 0.0030939-0.00891067j -0.00391186-0.0121005j -0.00168944+0.0115104j 0.00707668-0.006031j 0.000537373+0.00929223j -0.00258472+0.0184093j -0.000747063+0.0110907j 0.000214885-0.0193722j 0.0020062+0.000701966j -0.00502988+0.0206613j 0.00337665-0.00375015j 6.02956e-05-0.00562404j 0.00104749+0.00666792j 0.00527859-0.00689575j 0.00514751+0.0100154j -0.00255829+0.00176402j 0.000195912+0.00991133j 0.00267645-0.00986197j -0.00257932-0.00590461j -0.00158201-0.00920084j 0.00235283-0.00433102j 0.00607778-0.012297j 0.00201714+0.00976727j 0.0004958-0.0121298j 0.00107898+0.00361551j 0.000462039+0.00618385j 0.00305714-0.000981884j 0.00171389-0.0134071j -0.00383528+0.00264428j -0.00374304-0.00259541j -0.00487965-0.00187737j -0.00529732-0.00609265j -0.00337341+0.00691412j 0.00743179-0.00167676j 0.00172488-0.00611145j 0.0109689-0.000816306j -2.74614e-05-0.000222201j 0.00568101-0.00194806j 0.00304862+0.00395214j 0.00553221-0.00520013j -0.0015427-0.00726353j -0.00416428-0.00389849j -0.00102448+0.00788462j -0.00166573-0.00618218j 0.00236666-0.0183798j 0.00111494-0.0028016j -0.00406581+0.00580699j 0.000363817-0.0094144j -0.000453905-1.94226e-05j -0.00336731-0.00213938j -0.00530024+0.00151488j -0.00317092-0.00177147j 0.0070445+0.0131854j 0.00527634-0.0124303j 0.00442557-0.0275203j 0.00354312+0.000643243j -0.000662487+0.00422164j 0.000785546+0.00206767j 0.00207344+0.00315542j -0.00742868+0.00913966j -0.0101246-0.000568718j 
-0.00323468-0.00166636j 0.00149171-0.00592092j 0.000246715-0.0126635j -0.00201004+0.0195778j 0.00115886-0.00579105j -0.00663842-0.00321135j 0.0043491-0.0106145j 0.00112006+0.00714667j 0.000287936-0.00535856j 0.00306907+0.00862596j 0.00302493+0.00557047j 0.00489192-0.00163054j -0.00451648+0.0182292j -0.000607659-0.00758629j 0.00240914+0.00952049j -0.000187349+0.00488965j 0.00188654-0.0225488j 0.00300639+0.00667958j 0.00363154+0.0269882j -0.00144954-0.00775825j -0.00168825-0.00837433j 0.000256916+0.00400799j -0.00177949-0.00850497j -0.00192205+0.0158468j 0.0063756-0.00162982j -0.00481895+0.00485498j -0.000704864-0.0071956j 0.00103646-0.00127468j 0.00172865-0.00320712j 0.000183415-0.00636524j -0.00205073-0.00572595j -0.00155332+0.00180054j 0.00648581-0.0110376j -0.00182246+0.0138717j 0.00158579-0.00409491j 0.00332698-0.00743873j -0.00369735-0.000197375j 0.00209372+0.00930237j 0.00284026+0.0102756j 4.55661e-05-0.00280502j 0.00395544+0.00765253j 0.00175964+0.000946732j -0.00222054-0.000965387j -0.00434246+0.0205286j -0.0104644-0.00425958j -0.000288378-0.00567295j 0.00312645-0.00303264j -0.00471446+0.00461372j 0.00717392-0.00468698j 0.000628448-0.0110363j -0.00451457-0.00225889j -0.00743101+0.00553245j 0.00317435-0.00987548j 0.00120999-0.0153157j -0.00357016-0.00660803j 0.00172386+0.000751467j -0.00395545-0.00146299j 0.00493213+0.00861061j 0.00366389-0.00997564j 0.00495011-0.00758581j 0.0045375-0.00267071j -0.0062363-0.00578342j 0.000352887+0.0179579j 0.00331336+0.0210139j 0.00810547+0.000279502j -0.000490269+0.00432654j -0.000343911+0.000162826j 0.00021592-0.00947954j 0.00818936-0.00604868j -0.00100563+0.00339741j 
0.00443076-0.000573086j 0.00261519+0.00208594j -0.0093223-0.00608971j -0.00133148-0.0120249j 0.00381725+0.00132049j 0.0019701-0.00560982j 0.00252665+0.00115186j -0.000266189-0.00566524j 0.00604494+0.0121598j -0.00580471+0.00459296j -0.00586298+0.00082683j -0.00710386-0.00547511j 0.0069851+0.00517691j 0.00514215+0.0303157j 0.00511287-0.0153938j -0.000351669-0.0135877j -0.00187294-0.0136802j 0.00274254+0.00764545j -0.00580953-0.00667761j -0.000840231-0.000188001j -0.00395743+0.000956586j 0.00224209-0.00658328j 0.00652464-0.00189879j 7.98294e-05+0.00547101j 0.00120952-0.00815141j 0.0064379+0.0116298j 0.00140537+0.00576141j -0.00223178+0.00013047j -0.00881836-0.0106315j 0.000510391-0.000968671j -0.00279158+0.00276618j 0.00428962+0.00436544j 0.00272697-0.00390643j -0.00269871-0.0101372j 0.0108886+0.00181224j 0.00522128+0.00725425j 0.00153807-0.00983033j -0.000903324-0.00264237j -0.00215381-0.00410745j -3.08287e-05+0.00568863j 0.00548185-0.00858812j 0.00361627+0.00677293j -0.00369521-0.001688j -0.0160051+0.0223839j 0.000282464-0.00189807j 0.00597411-0.00682439j 0.000251295+9.19398e-05j -0.00556638-0.00444741j 0.000337941-0.0017954j -0.000249137+0.0178884j -0.00383196+0.000202069j -0.000399307-0.00814561j -0.00152125+0.0234683j 0.00247097-0.00616347j -0.000971932+0.00124553j -0.00254408+0.0163645j 0.00144073-0.018046j -0.00194298-0.00135771j 0.00137182-0.00747538j 0.00354088+0.0195606j 0.00301825+0.000872781j 0.00647814-0.0118413j 0.00238735+0.00884207j -0.00756313-0.0194181j -0.00229048-0.000202755j 0.000296098-0.00185269j -0.000791775+0.000871437j -0.00203811-0.00573862j 0.00721991+0.00812942j -0.000939836+0.00696238j 
-0.00353516-0.0139718j -0.00789779+0.00270849j -0.00724715-0.00619246j 3.18735e-05-0.00184718j -0.0115127-0.0106598j 0.00585781+0.000402989j -0.0113726-0.0101471j 0.0131406+0.00410037j -0.00241938-0.00252933j -0.000913226+0.0144498j 0.00483506-2.10622e-05j -0.00810097-0.00713037j 0.0108075+0.00990064j -0.000644508+0.0176605j -0.00508074-0.0177296j 0.00312449+0.00256941j 0.00381902-0.00575592j -0.0010833+0.00695156j 0.00178368+0.00861367j -0.000305628-0.00326572j 0.00349249+0.0010306j 0.00250428-0.00202476j 0.00131574-0.000802253j 0.000805942+0.00417205j 0.00831942-0.00747819j -0.00613562-0.00532081j 0.000446443-0.000467939j 0.00338942-0.000267778j -0.000270689-0.00162346j 0.00302901-0.00349995j 0.00454914+0.0165075j -0.00123877-0.00128807j 0.00187595-0.00842983j 0.00918038-0.0103191j 0.0108468+0.00684826j -0.00541081+0.00732561j 0.00971202+0.00160877j 0.00978028-0.00310509j 0.0119868-0.00640823j -0.000377328-0.00160452j -0.00270187+0.00242322j -0.00298675+0.00859781j 0.0174458+0.00338546j -0.00120131-0.00178224j 0.00752145+0.0192886j -0.0126688+0.0110299j -0.00172908-0.00317509j 0.00151487+0.00157643j 0.000249312+0.00103325j 0.00075356-0.00887552j 0.00144208-0.00902661j 0.00183644-0.00311286j 0.00268089-0.0127567j -0.000327378+0.0021718j -0.0013535-0.00381483j 0.00395308-0.0105974j -0.00641259+0.00725588j 0.00367107+0.00314571j 0.00511614+0.00687498j -0.0103729-0.0165841j 7.33101e-05+0.00277797j 0.00963237-0.00607243j 0.00339167-0.00383456j 0.00929765+0.0159172j 0.00135103+0.000132763j -8.43525e-05+0.00133065j 0.000973495-0.00136895j -0.00144654+0.0189921j 0.0095049-0.0104878j -0.0055148+0.000774375j 
0.00159355+0.00374523j 0.000788313+0.00649382j 0.00160551-0.00533773j -0.0070886-0.00664657j 0.009175-0.00769815j -0.00349135+0.0203745j 0.00877852-0.00678472j 0.00241045+0.00482516j 0.0078703+0.0135698j -0.00800767+0.000468701j 0.000820647-0.0404141j 0.001909+0.0164298j 0.00295994+0.00559369j 0.00562737+7.50155e-05j 0.000196028-0.00667846j -8.23206e-05+0.0100458j -0.000838536-0.00657669j 0.00301228+0.010417j 0.00411504-0.00469034j -0.000284323+0.00112702j 0.00276911-0.0066721j 0.00155004+0.00300908j -0.00190664+0.00757845j -0.00343414+0.000467273j 0.0130349-0.000929386j -0.00110777-0.00123022j -0.00567384+0.0062295j 0.0036505+0.00266105j 0.00222533+0.000445478j 0.00186977-0.0028978j -0.00805339+0.00272077j 0.000460754+0.00627975j -0.00762698+0.00380207j 0.0134506-0.00518851j -0.00445816+8.61851e-05j -0.00449592-0.00364791j 0.00371923+0.011225j 0.000183765+0.00287335j 0.0101324+0.00236071j 0.00829959+0.00785459j -0.00570566+0.000213716j 0.0140452-0.0103123j 0.00903173+4.25268e-06j 0.00622351+0.0105821j -0.0204725+0.000862275j -0.00606699+0.0125807j 0.00277764-0.000388301j 0.00902376-0.000101487j -0.00190932-0.00167156j 0.00138355+0.00520978j 0.0117834-0.00578908j 0.00553019+0.00312696j -0.00054733+0.00148056j -0.004937-0.00694946j 0.00415741-0.000321531j 0.00382352-0.00208275j 0.00124018+0.00119574j 0.00522422+0.000239077j 0.0082627-0.00767429j 0.00434731-0.00424914j -0.00706065-0.00851692j -0.00641368+0.0209859j 0.000647355-0.00187574j -0.0029675+0.00618617j 8.65073e-05+5.62083e-05j -0.000108912-0.000725118j 0.00286004-0.000347745j 0.0022838+0.00222836j -0.00407949+0.00747164j -0.00888816-0.0101866j 
0.00154728+0.00676155j 0.000411161+0.00102478j -0.00167261+0.00623955j -0.00604447-0.00474816j 0.00411264-0.00286662j -0.00455169+0.00211978j 0.00625456+0.0012977j -0.0036142+0.00511426j -0.0196985-0.00155346j 0.00506583-0.00723372j -0.00658668-0.0331493j 0.00741387-0.0021707j 0.000475202-0.00483805j 0.00524431-0.0102984j 0.0062021+0.00437015j -0.0118679+0.0121364j -0.00105111-0.00280837j 0.00856353-0.00798453j 0.00536259-0.0124859j -0.00724549+0.00653422j -0.0136051+0.00653959j -0.00239317+0.00399642j 0.00887667-0.00307865j -0.00263738+0.00134214j -0.00257561+0.0123348j -0.00293174+0.00292232j 0.00633869+0.00108363j 0.0007735-0.00214935j 0.00406141-0.00860889j -0.00332623+0.00876075j -0.00120605-0.0037372j 0.00524935+0.00253473j 0.00470175+0.00361332j -0.0170251+0.00822304j 0.00504477-0.00150419j 0.013212+0.00377784j 0.00756023-0.00112162j 0.00759565-0.0012483j -0.00166264+0.000933768j -0.00459141+0.00733763j 0.0257692+0.00790797j -0.00558972-0.00215579j 0.000428292+0.00488973j -0.00642185+0.01778j 0.00674272+0.0135954j -0.0106307-0.00157418j -0.00670769+0.00174832j -0.00702657+0.00256608j 0.00156977+0.00141209j -0.00357302-0.0047907j -0.00897135+0.00384898j -0.00386306-0.00586179j 0.00173809+0.00100229j 0.00596353+0.00914663j -0.00911536-0.00178426j -0.00303742+0.00765555j 0.000692407-0.0147357j -0.00978251-0.00275128j -0.000379882+0.0114081j -0.0116967-0.00658904j 0.00676163-0.00403199j 0.00643626-0.0267426j 0.00418256-0.00503707j 0.0138536-0.00725487j 0.000191191-0.00023259j 0.00028471-0.00428921j -0.00431056+0.000282619j 0.00131417+0.0101865j 0.00618139-0.00199343j -0.00173804+0.00674702j 
-0.00205165-0.00922355j -0.00566494+0.00834157j -0.00629287-0.00379321j 0.00386518-0.00425708j -0.000995937+0.00319902j 0.00993194+0.00167322j -0.00116671+0.00389573j -0.000923575-0.0058328j -0.0165824+0.00802239j 0.0108855-0.0022417j -0.00256618+0.00803435j -0.00102385+0.00520696j -0.00906396-0.000299895j -0.003083+0.0156511j 0.00150696-0.0204435j 0.00555627+0.00175261j 0.0040056-0.00313757j 0.0100179-0.00226143j 0.00503193+0.00677524j -0.00693643+0.000268211j -0.00337981+0.00797143j 0.00842725-0.0064935j 0.00419618-0.00672909j -0.00323567+0.0121275j 0.00131647+0.00102828j 0.000240414-0.00535494j -0.00281622+0.002535j -0.005552-4.06247e-05j 0.00169625+0.00249814j -0.00818216+0.00791028j 0.000394777+0.000643218j 0.00383496+0.00148892j 0.0111474+0.00108761j -0.0122602+0.000510671j -0.00605095+0.000920618j 0.0200654+0.00297674j -0.00895938+0.000881788j -0.00537511+0.00753161j -0.00394371+0.00673483j 0.0197913+0.0077243j 0.041964+0.00355251j 0.00263189-0.00317977j -0.0151893+0.0026587j -0.000566398-0.00697017j 0.000299008-0.0056225j 0.00841295+0.00594306j 0.000190135+0.00302783j 0.0107228-0.00120946j 0.00104302+0.00159962j -0.00246732-0.00775574j -0.0132896+0.00603198j -0.011168+0.00595786j -0.00152776-0.00507724j 0.0103089+0.0110314j -0.000799114-0.000255619j -0.00290397-0.00816765j -0.000359346+0.0116876j -0.00872975-0.00424344j 0.00457322+0.00127879j 0.00109668-0.00332433j -0.00162999-0.000438171j -0.0105768+0.0240412j -0.0103248-0.00326881j -0.0011336+0.0127565j -0.00026344-0.000567688j -3.80276e-05-0.00209746j -0.00548978-0.00027971j 0.00280974-0.00386356j -0.00962833+0.00585275j -0.00369801-0.00984217j 
-0.000395029-0.00432123j -0.00132544+0.0070042j 0.00688459-0.00930933j 0.001378-0.00181245j 0.00753552-0.00116911j 0.0089935+0.0116891j 0.013713-0.000199962j -0.0102319-0.00119805j 0.00214478+0.00901569j -0.00670072+0.0046235j -0.00147591-0.00569115j -0.000779091+0.00639571j -0.00184351-0.0064889j 0.00564057+0.00572746j 0.00327184-0.00993377j -0.00649515+0.00296525j 0.000786154+0.00158373j -0.00269674+0.00184872j -0.00295409+0.000757505j 0.00628095-0.00353548j -0.00274019-0.0011242j -0.00603263-0.000746947j 0.00567183-0.00150966j 0.00261694-0.000123284j -0.0102384-0.00532732j 0.000662873+0.00456993j 0.00958579+3.53178e-05j -0.00647201-0.00161885j 0.00642724-0.00484173j 0.00956667+0.00292264j -0.00280006+0.00609744j -0.00817125-1.94559e-05j 0.0239694-0.00373788j -0.00631727-0.00360121j 0.00481907+0.00855842j 0.0154225-0.00395815j 0.00042342-0.0110429j -0.00792557+0.00907291j -0.0210225-0.0109054j -0.0359936-0.000693891j -0.0190975+0.00813106j -0.0279389-0.0198453j 0.00673403-0.0112778j 0.0055514-0.0152299j 0.00211242+0.00936982j -0.00264758+0.0143408j 0.00497651+0.000646085j 0.0107503-0.0128698j -0.000105523+0.00277214j -0.00214496-0.00638961j -0.00051894-0.00179698j 0.000701763+0.000885215j -0.00297917-0.00126004j -0.00937466+0.0114187j -0.00132925-0.00355062j 0.00048383-0.00429329j 0.000244824-0.00235142j 0.000987837-0.00649149j -0.0128994+0.0055183j -0.0174817-0.00518824j 0.0128697+0.00373046j 0.00620361+0.00330077j -0.00704175-0.000368476j -0.00720722-0.002392j 0.000403302-0.00102199j 0.000368385-0.00424216j 0.00101006-0.00135331j -0.00505316-0.0145355j -0.00713555+0.000837903j -0.00313323+0.00155486j 
0.00104292-0.00690598j -0.000444252-0.00100791j 0.00543928+0.00829672j 0.00160364-0.00539286j 0.00872674+0.00443004j 0.000480768-0.000625034j 0.0082653+0.00406873j -0.00746599+0.00291154j 0.00736777+0.0213612j -0.0087433-0.0143565j 0.00336571+0.00644801j 0.00134457+0.00844507j -0.000174503+0.00853918j 0.00375865+0.00460534j 0.00122815+0.00141024j -0.00147178-0.00549869j 0.00142473+0.00167008j -6.1603e-05-0.00749621j 0.000473376-0.00357398j 0.00305046+0.00193398j 0.00165909+0.00777917j -0.00523799-0.00164821j -0.00323489-0.000862708j 0.00414218+0.00493283j 0.00171599-0.000443964j -0.00334617-0.000602258j 0.00134481+0.0026608j -0.00161628+0.00324577j 0.0037033+0.00312675j 0.00809082+0.0105991j 0.00656984-0.000917245j -0.00306493-0.00712327j 0.0102765-0.00544779j 0.00942436+0.0248688j 0.00765856+0.00250361j 0.00139761-0.0159736j 0.00906591+0.0177543j -0.00294399-0.00987037j 0.00953496+0.00730129j 0.00338108-0.019887j -0.0063214-0.0577877j -0.000936894-0.00977227j 0.00581728+0.025877j -0.000800427+0.0221593j -0.000689442-0.0023714j -0.00188331-0.00894106j 0.00326614+0.00805648j 0.000372215+0.0124297j -9.22983e-05-0.003675j 0.000842266+0.000958612j 0.00473328+0.0237715j 0.00338539+0.0297533j 0.000537929-0.00448625j -0.00308461-0.0122043j -0.00175497+0.0105417j 0.00210634-0.00126889j -0.000626426+0.00856462j 0.0036825+0.00467193j 0.00343143+0.00286943j -0.00118476-0.00996822j 0.00315925+0.00264992j -0.00254176+0.0111517j -0.00986804-0.00455527j 0.00238758-0.00661j -0.000923299+0.000108752j 0.00014904-0.000621149j 0.00219832+0.00643913j 0.00444535+0.00446704j 0.00264572-0.00368027j 0.00302136-0.00371984j 
-0.00267735+0.00580212j 0.00260508+0.0054051j -0.00980525-0.00221042j 0.00558662+0.00334197j -0.0235058-0.00421047j 0.00185439+0.0181912j -0.0101207-0.00316351j 0.014123+0.00789122j -0.00185358+0.00762447j -0.000940782-0.00416417j 0.000249427-0.00742435j -0.00676775-0.00306715j 0.00337745-0.00576941j -0.00797919-0.00409756j -0.00785415-0.00214715j -0.00637396+0.00255034j -0.00281751-0.00615931j -0.00630355-0.00509408j -0.00393093+6.88471e-05j 0.000586148+0.00463056j 0.00224788+0.00637666j -0.000982383-0.00420286j 0.00580037-0.00464206j -0.00428521+0.00612595j -0.00608466-0.00399684j 0.0153596-0.00494919j -0.00686197-0.00150976j 0.0079543+0.00208018j -0.00275045+0.00651896j -0.00434138-0.00245593j -0.0313008+0.0101305j 0.0120563-0.00430224j -0.0151952-0.00207102j -0.00978675-0.000203032j -0.0128768+0.00444076j -0.00502644-0.0141183j -0.0187234-0.00137096j 0.0204528+0.00762282j -0.0142566-0.00300983j -0.00557539-0.00308831j 0.0123715-0.0211848j -0.00737985-0.00336636j -0.0128906-0.00994394j -0.00464339-0.00327747j 0.00210562+0.00154835j 0.0043911+0.00301616j 0.00183707+0.000982327j -0.0014251-0.00657368j -0.00152211-0.000516129j -0.00168204+0.0051984j -0.00128784+0.00394957j -0.00291926+0.00329617j 0.00201829+0.00825588j 0.00983472-0.000451787j 0.0033304+0.00019135j -0.0011731+0.00755046j 0.00138124-0.00842281j -0.0108436-0.00386193j 0.00197145+0.00390017j 0.00922158+0.00345602j -0.00367125+0.0151561j -0.00422941-0.0121393j 0.0079451+0.000595214j -0.00625568-0.00965871j -0.000150096+0.000293279j 0.000201666+0.00574218j -0.00387684+0.00107357j -0.0125114-0.0186006j -0.00610801-7.17298e-05j 0.00528903+0.00379594j 
0.000521154-0.00335731j 0.00140425+0.000873913j -0.000970872-0.00196328j -0.000440368-0.000657501j 0.000276175-0.00176118j 0.00165937-0.009355j 0.00222736-0.00589636j -0.00075522+0.00739721j 0.00163157+0.00652162j 0.000549147+0.00262629j 0.000727671+0.0024299j -0.00173837+0.00635686j -0.00453218+0.00163886j -0.00179736-0.00118358j -0.00156292-0.00529928j 0.00182647+0.0162313j -0.00298121-0.00199779j 0.000765543+0.00472445j -0.00305212+0.00127803j 0.000908122-0.00240644j 0.000470007+0.00657955j -0.00177381+0.0101473j -0.00244653-0.00998394j -0.00369897-0.00552081j 0.00025037+0.0166917j 0.00437696-0.0054575j -0.00276733-0.0110591j -0.00178428+0.00601514j -0.00516659-0.00653566j 0.000660983-0.00617074j 0.00194105+0.0091888j -0.00391052+0.00286353j -0.00194759-0.0259035j 0.00134994+0.0220151j 0.00622147-0.00863265j -0.00253574-0.0146738j -0.0111442-0.00308032j -0.000211049+0.00429146j -0.00581243+0.0272068j 0.00281425+0.0454948j 0.0050861+0.00986579j -0.00792122+0.0311449j -0.0119181-0.00295185j -0.00488587+0.00657354j 0.000372407-0.0140337j 0.00660193-0.00283031j 0.00093722-0.000734112j -0.007166+0.00388209j 0.00081372-0.0016391j -0.00176538+0.00163648j -0.00347968+0.0103779j -0.000746268+0.00586347j 0.000146374-0.000391971j 0.00229063-0.00212586j -0.000369012+0.00509419j 4.60323e-05+0.00438538j -0.00431731-0.003033j -0.000563598+0.0104573j 0.00041385+0.015377j 0.000920519+0.0108732j -0.00445843-0.02406j -0.00676313-0.00705407j -0.00408021+0.00117936j -0.0107125+0.0119987j -0.00114199+0.000224585j 0.000291891-0.00132982j -0.000375047+0.0014431j -0.00520726+0.010907j -0.00857113+0.00289428j 0.00672519-0.00835479j 
0.00134665-0.00358005j -0.00166245+0.00293131j 0.00067694+0.0116719j 0.00185028-0.00209989j -0.00396103+0.0181232j 0.00731412-0.00149309j 0.00127566+0.0199768j -0.00128844-0.0189464j -0.00315896-0.0144601j -0.00604954+0.00575625j 0.00625666-0.00510731j -0.00360963+0.0146364j -0.00135159-0.00204815j -4.96892e-05+0.00689707j -0.00374012+0.00844908j -0.00298101+0.0037058j 0.00639871+0.00132846j -0.00286062+0.020828j 0.00481205+0.00935249j -0.00415163-0.0103086j 0.00809494-0.00990123j -0.00276279+0.00126007j 0.00261859+0.00169477j -0.00159449+0.00453108j 0.00395686+0.00130183j -0.00754024-0.0102307j -0.00325552+0.00299199j 0.0111672-0.00549468j 0.0129679+0.0118363j 0.00190843-0.00172209j -0.00475888+0.0181712j 0.00987757-0.00122323j 0.0029945+0.00961947j -0.0156311-0.0096746j 0.00198239+0.00290419j 0.00538846+0.00980422j -0.013635+0.0180974j 0.0156874-0.0124922j -0.00692797+0.00679668j -0.0171614+0.00729986j 0.00195355+7.47978e-05j 0.00716392-0.00420131j -0.00482647+0.00581553j 0.00382106+0.00843104j -0.0024355-0.0197958j -0.00101177-0.0128906j 0.0013789-0.000177912j -0.00703149+0.0053621j 0.000722511+0.00149649j 0.0028927-0.000476684j -0.000645976+0.00544754j -0.00327786+0.00675432j 0.00381408+0.00382737j -0.00235659-0.000650897j 0.00177926-0.00346754j 0.00341993+0.00263756j -0.00318606+0.000964838j -0.000314461-0.0024275j 0.00163642-0.000548152j 0.00843117-0.00875203j 0.0076417+0.00329865j -0.00696691+0.000614356j -0.00282373-0.00951516j -0.00365048+0.021837j -0.000248999-0.000409135j -0.000844429-0.00698531j -0.00186602+0.000145267j 0.000846054+0.0122445j -8.72991e-05-0.00625449j 0.00492412-0.00767852j 
0.00638902-0.0087492j -0.00431761-0.00125044j 0.000914141-0.00018341j 0.0124022-0.00600347j -0.00651092-0.00235395j 0.00500297-0.00461244j 0.000712874+0.00235478j -0.0166246+0.00656161j -0.0151329+0.00348708j 0.00352917+0.0015045j -0.00154321+0.00302566j 0.00540551+0.00742212j 0.00710732+0.00553992j 0.00643927-0.000729265j -0.00623007-0.00490658j 0.00576369-0.00793765j -0.00272978-0.00279997j 0.00521647+0.00504382j -0.00474757+0.000277099j 0.00208073+1.82973e-05j -0.00235569-0.00200105j 0.0112798-0.00604362j 0.00565123+0.00424166j 0.0128068+0.00113518j -0.0101848+0.00254909j 0.0137271+0.000728808j 0.000719917+0.00557286j -0.00972928+0.00351234j -0.00850109+0.00156362j -0.0065044+0.00411474j -0.0236539+0.000665299j 0.009077+0.0030452j -0.0299233+0.00737676j -0.000447489+0.00489018j -0.0148073+0.000112302j -0.0234669-0.00607108j 0.00797243+0.000849275j 0.0176715-0.00198603j -0.0156965-0.00321535j -0.0029401+0.00554863j -0.00628537-0.00468365j 0.00491258-0.00769224j 0.0110028+0.000889439j -0.00671117+0.0160906j 0.00388975+0.00662052j 0.0014165+0.00585202j -0.0014128-0.000272469j 0.00073047-0.00585532j -0.00211071-0.0021312j 0.000722444+0.000931905j 0.00912176-0.0013903j 0.0045841+0.00332581j 0.00270561-0.00425752j 0.0110519-0.00436197j 0.00403513+0.000473682j 0.000707032-0.00447015j 0.00327337+0.00748805j -0.0122765+0.00419241j 0.0121897+0.00242197j 0.00278148-0.0116357j -0.0126467-0.00715785j 8.31907e-06+0.00249906j -0.0102872-0.00280043j 0.000863424+0.00424941j 0.00134138+0.00164686j -0.00111833+0.0131713j 0.000338785+0.000266561j 0.00659243+0.00716665j -0.000496608+0.000250777j 0.000993198-0.00325537j 
