0.00488169-1.76508e-16j 0.0082492-3.01561e-06j -0.00738399-0.000556765j -0.0022265-0.00013854j 0.00286205+0.000326812j -0.00465682+1.25935e-05j 0.00339169+0.000207854j 0.00581192+0.000749858j 0.00121574-0.000138762j 0.000559698+0.000128469j -0.00432443-6.92095e-05j 0.00195046-0.000186507j -0.00497669-0.000807846j -0.00272594-0.000400276j -0.00257683-0.000327392j 0.00120428-2.51042e-05j -0.0023875-0.000126306j -0.00121737+8.56106e-05j -0.00256043-2.23082e-05j -0.00246199-0.000389542j 0.000750928+0.00014221j 0.000900867+0.000366075j -0.00497273-0.000377015j 1.45199e-05-0.000249481j -0.00149678-7.96703e-06j 0.000421303+0.000177673j -0.00150412-0.000157365j -0.00242347-0.000523724j 0.00018712-3.49745e-05j 0.00428839+0.000521913j -0.00256214-0.000213676j -0.000646968-5.70349e-05j -0.00110251+3.98251e-05j -0.00120688-9.25772e-05j -0.00113017-0.000182955j -0.00194894-0.000282875j -0.00172309-0.000389045j -0.00295813-0.000439079j -0.000195732+8.63883e-05j 0.00158445+0.000257816j 0.00129267+0.000145645j -0.00175891-0.00035463j -0.000196803-3.58289e-05j -0.000740401-4.53267e-06j -0.00224307-0.000481673j -0.00305343-0.000942329j 0.00146509-2.93489e-05j 0.000731301-0.000209585j -0.00131944-0.000216441j -0.000784465-0.000152857j 0.000659184+0.00021531j 0.000254445-3.87168e-05j -0.00260896-0.000157027j -0.000777215-0.000160676j -0.00148735+0.000221627j -3.28007e-06+0.000147998j 0.00273455+0.000434847j -0.00127516+0.000197918j -0.00171578+8.30475e-05j -0.00219006-0.000537991j 0.00216498+5.3928e-05j 0.00274683+1.94379e-05j -0.00439543-0.000413697j 0.000116878+0.000240278j -0.00146752+0.00026093j 0.00569578+9.15739e-05j -0.00108138-7.34948e-05j -0.00502505-0.00104109j 0.00461569+0.00127985j -0.00637985-0.000138364j 0.00198339-0.000532802j 0.0138729+0.00039899j -0.00335618+0.000277196j -0.0115198+0.00593611j -0.0281958-0.00373553j -0.000233465+8.10498e-05j 0.866429-0.00660816j 
-0.00194894+0.000282875j 0.000302558-6.40881e-05j -0.000203648-0.000147046j 0.000442955-0.000105939j 0.00207562-6.41138e-05j -0.00198631+3.45952e-05j 0.00349266-1.15916e-06j 0.00307572+0.00024549j -0.00118075+0.000315711j -0.00403691+0.000220374j -0.00173139+0.000341097j -0.000285961-0.00020551j -0.00614125-0.000872681j -0.00223008-4.89291e-05j -0.00521122+0.000224032j 0.00168528-0.000333404j 0.000737356-6.30482e-06j -0.00365985-0.000236711j 0.000402395-0.000128889j 0.00260482-0.000122287j 0.00136103+0.000408441j 0.009904+0.000802384j -0.0117662-0.000113654j 0.00665331-0.000397191j 0.00509779-0.000192442j 0.00484453+3.85973e-05j -0.0121953+0.000760876j -0.0160377-4.08304e-05j -0.00298806-0.000101834j 0.0414007-0.000102557j 0.00616682-0.000279865j 0.0367585+0.000237343j -0.0283343+0.000265514j 0.0110147+0.000197466j 0.0340502-3.33741e-05j -0.0144948+2.72792e-15j 0.0335091-0.000137193j -0.00739304+0.000504592j -0.137499+0.00028153j 0.0331686+0.000137615j -0.131438-0.000267471j 0.853233+6.63457e-06j 0.382835-0.000105207j -0.00870116-0.000482325j -0.0361037-0.000417876j -0.0272911-5.5074e-05j 0.00752553-0.000248523j 0.0164392+0.000390598j -0.00239956+0.000252575j 0.0130043-0.000242315j -0.00998385+0.000779336j -0.0109411+0.000603333j 0.00160804-0.000144172j -0.00667079+0.000222779j -0.000374436+0.0004223j 0.00056083+0.000213402j 0.00208003-0.000113124j 0.00168266-0.000623063j 0.00104623-0.000308242j 0.000543064-0.000380812j -0.00336767+0.00023967j -0.0010044-0.000327159j -0.00486781+0.000726528j -0.000439332+9.41331e-05j -0.000523164+0.000331107j 0.00423464-0.000586778j 0.000150266+0.000439898j -0.000320892-0.000308525j -0.000118866+0.000384043j 0.000638605-9.87873e-05j 0.000701179-0.000325673j 0.00138568-2.13332e-05j 0.000987485-2.59923e-05j -0.000831437+2.75246e-05j -0.00131691-0.000414944j 0.00136101+0.000240925j -0.00137555-0.000305059j 
-0.00172309+0.000389045j -0.00332369+0.000366856j -0.00278492+0.00106684j 0.00213407-1.09028e-05j 0.000329735+0.000232998j 0.00177588-0.000117417j 0.000806864-0.000743373j -0.00255855+0.000271006j 0.000640931-0.000315888j 0.00166742+0.00065425j 0.00338137-0.000485521j 0.000933716-0.000139768j 0.00147026-0.00036837j 0.00572666-0.000325043j -0.0028558+0.000635847j 0.00492885+0.00122008j 0.00591112-8.0624e-05j 0.00060276+0.000474508j -0.00884546+0.000286683j -0.00683626+0.000451377j 0.00672749-0.000311855j -0.000638098+1.05534e-05j 0.000507948-0.000665109j 0.00595933-0.000871606j 0.0201019+0.000699463j -0.0197121+5.25105e-05j -0.000697657+0.00019841j -0.0205903-0.000229711j 0.0187413+0.000130334j -0.0139188+0.000249748j -0.0106131+0.000478244j -0.0218607-0.000651982j 0.0314983-4.8261e-05j 0.0397503-0.000616818j -0.0570469-0.00019974j 0.0335091+0.000137193j 0.029222+3.34613e-15j 0.153939+0.000354199j 0.141785+0.000532724j 0.0807413-0.000190916j 0.880332-8.52849e-05j 0.226319-1.90511e-05j -0.168217+0.000131482j -0.0443747+9.64268e-05j 0.00675605+0.000193526j -0.015262+0.000326815j 0.00674646-0.000429606j -0.0139111+0.00080269j 0.0150668-0.000381716j -0.00635643+1.13506e-05j -0.00316055+0.000145379j 0.00128924-3.2524e-06j 0.00432673-0.000367128j -0.00640492+0.000913919j -0.00622408-0.000398972j -0.000844784+0.00109522j 0.00159522-0.000459187j 0.000824059-0.000464845j -0.00323538-0.000418148j -0.00662171+0.000312133j 0.00169455+0.000808314j -0.00250297+0.00041153j -0.00411547-0.000741712j -0.00124437+0.000516697j -0.00359815+0.000736287j -0.00196778+0.000519324j 0.00299111+0.000649215j 0.000881939-7.867e-05j 0.000428781-0.000816967j -0.00402614+0.000694387j -0.00188466-7.30043e-05j 0.000604399+8.39857e-05j -0.00214155-0.000186775j 2.1237e-05-0.000241484j -0.00172483+0.000422297j -0.00184165-1.60709e-05j 0.000253626+2.40025e-05j 
-0.00295813+0.000439079j -0.000621422-0.000276994j 0.00140568+0.000182222j -0.000513742-8.24276e-05j 0.000374635+0.000204601j -0.00162062+0.00032305j 0.00610654-0.000573318j 0.00349252-3.49323e-05j 0.000105399-0.000172696j -0.00131875-0.000357455j -0.00015946-0.000108514j -0.00403999-0.000721216j 0.00187991+0.000296236j -0.00716456-0.000837303j -0.00841644-7.04251e-06j 1.79444e-05+0.000393223j -0.00303664+0.000253779j -0.00283273-7.41504e-05j 0.0123731-0.000807136j -0.01376+0.000764424j 0.00746973-0.000231908j -0.00856748-0.000531748j 0.0207389+0.000599825j -0.0131644-0.000491106j -0.00128671+3.82381e-05j 0.0157713+0.000480444j -0.0266329-2.54022e-05j 0.00813835-0.000116284j -0.0341885+9.08379e-05j -0.00549988-6.01548e-05j 0.00461945+0.000266239j 0.0166339+0.000204292j 0.0194767-0.000504034j 0.0181438-0.000129754j -0.0153487+0.000110943j -0.00739304-0.000504592j 0.153939-0.000354199j -0.936114+1.4872e-13j 0.0257854+0.000126123j 0.00844794-8.84986e-05j 0.127885-0.000235174j 0.0177899-0.000548074j -0.0336402-0.000226929j -0.00438653+3.92405e-05j 0.00884336-0.000376815j -0.0094975-0.00013202j -0.000697496-0.000163613j 0.00466426+4.9888e-05j -0.0143406-1.86933e-06j 0.00034684+0.000160953j 0.0121264+7.9375e-05j -0.00296707-0.000449497j -0.00644663-0.000127744j -0.000229753-0.000206208j -0.0066015+0.000580906j 0.000128422+0.000662306j -0.00454874-0.000224617j 0.00357714-0.000741035j -0.00538821-0.000940384j 0.00701568-5.33205e-05j -0.00312576-0.000155744j 0.00165032+0.000273366j 0.00433035-0.000283218j 0.00230994-0.000758503j -0.00130462+0.000442344j 0.000997263-0.000610304j 0.00405327+3.80765e-05j 0.00215009-0.000451877j 0.000463799-0.00027955j 0.00196617+0.000175471j 0.00373305+0.00041798j -0.00279381-0.000369542j 0.000889956-0.000215761j -0.000603273+3.5227e-05j -0.00106804+8.22843e-05j -0.0005037+0.000299683j 0.00239194+0.000429653j 
-0.000195732-8.63883e-05j 0.00065676-0.000165759j 0.000954894-0.000103673j 0.00169382-4.06504e-05j 0.00242077+8.74685e-05j 0.00194144+0.000160244j -0.000365755+0.000159693j 0.00196824+2.52084e-05j 0.000877848+0.000330164j 0.00431598-0.000158189j -0.00418875+0.000529458j -0.00789642+7.79051e-06j -0.00220081-3.26021e-05j -0.00249708+8.86946e-05j 0.00195377-0.000381423j 0.00129593+0.000155102j 0.00240341-0.000106929j -0.00341598-0.000571584j 0.00373278-0.000911554j -0.00847196+0.000108863j 0.00684707+0.000393495j 0.00286827-0.00015598j 0.00572139-0.000529428j -0.0225412-0.000519327j 0.00518157+0.000191837j -0.00797267-6.31724e-05j 0.016627-0.000130587j -0.0128035-0.000148929j 0.00248422+1.04939e-05j 0.0396507+3.73188e-05j 0.011056-9.10752e-05j 0.0145253-0.000261451j -0.0246071-0.000113696j 0.00306725-6.01685e-05j -0.0703934+0.00015344j -0.137499-0.00028153j 0.141785-0.000532724j 0.0257854-0.000126123j -0.915714+9.03539e-14j 0.0028021-9.884e-05j 0.156339-0.00038938j -0.109873-0.000314038j -0.048545-4.30123e-05j -0.0125035+0.000176543j -0.0329956+0.000235512j -0.0176305+0.000226429j -0.00672799+0.000184601j 0.0370711+7.07999e-05j 0.00649351-8.59052e-05j 0.0106401+0.000302059j -0.0012515-8.42405e-05j 0.00260041-8.14079e-06j -0.00799931+3.18564e-05j -0.00335001-0.000317533j -0.00523243-0.000556744j 0.0014957+0.000127033j -0.000941857+0.000449231j -0.000166105+8.26267e-05j 0.00145098-0.00101064j -0.000659374-0.000440056j -0.000469139+0.000220342j -0.00257838+2.72163e-05j 4.48354e-05-0.000684678j 0.00210819+0.000145384j 0.00257423-0.000118213j 0.00210992+0.000157253j 0.0039481+0.000747285j -0.00242192-0.000139627j -0.000771122+0.000230823j 0.00245731+6.17899e-05j -0.000452431-0.000232019j -0.000200201-0.000201462j 0.00255031-7.60706e-05j 0.00140861-3.74597e-06j -0.000843985-0.000161536j 0.000477026+0.000180348j 0.000811706+2.67505e-05j 
0.00158445-0.000257816j 0.00122132+0.000141743j -0.000613104-0.000378766j 0.00149085-0.00028069j 0.0032533-0.000560064j -0.00164805-0.000152642j 0.00263313+0.000128139j -0.000167991+2.77247e-05j -0.00304603+0.0005694j -0.00402666-0.000139842j 0.00506895-0.00101663j 0.00057766-2.29172e-05j 5.69156e-06+0.000338138j -0.00310275-5.27733e-05j 0.00031973+0.00047136j -0.00646437+4.01334e-05j -0.00342687+0.000305519j -0.00283033-0.00022867j -0.0152415+0.00050354j 0.00103598-5.28896e-05j 9.09022e-06-2.00495e-05j 0.00201836-0.000370422j -0.0056453-0.000455603j -0.0122101+0.000118279j -0.0115714-0.000355649j -0.00873786+0.000100659j 0.00549851-0.000543821j 0.02084-8.41297e-05j -0.0163315+1.4303e-05j 0.0168923-0.000429557j -0.0105801-7.59343e-05j -0.0212149-3.77241e-05j 0.00405037-0.000410808j -0.0263879-0.000264268j -0.0161363-0.000187876j 0.0331686-0.000137615j 0.0807413+0.000190916j 0.00844794+8.84986e-05j 0.0028021+9.884e-05j -0.942818+5.57494e-13j 0.079166+0.000232601j 0.0415229-9.45816e-05j 0.0100093-2.78198e-05j -0.0279638-0.000236076j 0.00194268-0.000384584j 0.00098234+5.94357e-07j 0.00151094+7.39612e-05j 0.00253931-0.000346167j -0.000985605+9.69534e-06j -0.0117112+8.95443e-05j -0.000201352+0.000618576j 0.000387032-2.55116e-05j 0.00100045-0.000455207j -0.00137134+0.000357073j 0.00473784-0.000420502j 0.00321941+0.000506133j 0.00239974-3.6503e-05j 0.00197599-3.35171e-05j 0.00286293+0.000432091j 0.00247292-0.000268457j -0.00181538-0.000222408j 0.00411107-6.04804e-05j 2.89192e-05+0.000363289j 0.00373466+2.69806e-05j 0.000638763+0.000468078j 0.000684918+4.81264e-05j -0.00362616-0.000911101j 0.00270188-0.000281734j 0.00199684+0.000530887j -6.57375e-05+5.94038e-05j 0.00197916-0.000186846j -0.000774058+0.000158536j 0.00213264+0.000573944j 0.000948214+0.000247886j -0.000103534-0.000455745j 0.00134043-8.12058e-05j -0.00139363-0.000313956j 
0.00129267-0.000145645j 0.00165088+7.66102e-05j -0.00159175-0.000586296j -0.000726399-0.00020915j 0.00216866-0.000395178j -0.000633293+0.000179889j 0.000459698+0.000253405j 0.00502026+0.000536364j 0.00164308+0.00109518j -0.000340587+0.00014574j 0.00863532-0.000389887j -0.00532025-0.000390194j -0.00683336-0.000516103j 0.0024372-0.000103006j -0.00352564+0.0011851j 0.00172902-0.000752082j 0.00118517+0.000904038j -0.00753364-0.000520389j -0.0109971+0.000452381j 0.00443515-0.000415844j 0.00497393+0.000509212j 0.00896081+0.00114975j -0.0108393+0.0004234j -0.0157673-0.000462187j -0.00375784+0.000401933j 0.0232342-0.00032711j -0.0132666+0.000203202j -0.0149827+0.000304106j 0.00139633+0.000401729j 0.00888167-0.000986534j -0.00724409-0.00022374j -0.0251846+0.000292526j 0.0172168-0.000178834j 0.0660373-0.000189342j -0.225168+2.90632e-05j -0.131438+0.000267471j 0.880332+8.52849e-05j 0.127885+0.000235174j 0.156339+0.00038938j 0.079166-0.000232601j -0.103776+5.82771e-15j 0.00797255+0.000198222j -0.0919129+5.63566e-05j -0.0148785+0.000567829j -0.0270316+0.000352017j -0.0231285-0.000559644j -0.0082301+0.00047527j -0.00249914-0.00045203j -0.0112856-9.56337e-05j -0.00648237-0.000173076j -0.006991-0.000250754j -0.00268142+0.000302666j -0.00116428-0.000525851j -0.00301023+0.00106149j -0.000161299+0.000574735j 0.00131475-0.000366038j -0.00177331+0.000333641j 0.00624176+0.000716618j -0.00113197-0.000196815j 0.00283074-0.000559711j -0.00506479-0.000252465j 0.00226637-0.00153882j -0.00573474-0.000174404j 0.00282281+0.000495531j 0.00226939+0.00019846j 0.00177938+0.000280638j 4.67541e-06+0.000645132j 0.00206746-0.00040733j 5.81327e-05+0.000640971j 0.00196518+0.00025587j -0.00128676-0.000939556j -0.00198044-0.000230346j 0.000853872+0.000411163j -0.00206062-6.6832e-05j -0.00160561-0.00116323j 0.00220715+0.000209956j -0.00115072-0.000272146j 
-0.00175891+0.00035463j -0.000247094+7.305e-05j -0.00221371+0.000392093j 0.000288412-5.77501e-06j -0.000758149+0.000116799j -0.00244693-0.000108913j 0.0017396-0.000484137j 0.000598851+0.000125608j 9.90875e-05-0.000436295j 0.00394914+0.000272331j -0.00347194-0.000533129j 0.0065399+0.000306506j -0.00466399-0.000593031j -0.0027824-0.000308138j -0.00717724-0.000841866j 0.00118725+0.000368143j 0.00335065+0.00027333j 0.00188663+0.000567772j -0.0111186+0.00047766j -0.0141678-0.000702465j 0.00307931+0.000252159j 8.24398e-05+0.000481689j -0.00835393-0.000153624j 0.0128431-0.000538373j -0.00605209+0.000232518j -0.0223494+0.000477924j -0.00930486+0.000599743j 0.00553874-0.000401265j -0.0118134-0.000109917j -0.0030474-0.000401523j 0.00729258-0.00044451j -0.000762813+0.000104974j -0.00828759+0.000397425j -0.038546+0.00039208j 0.340535+9.91088e-05j 0.853233-6.63457e-06j 0.226319+1.90511e-05j 0.0177899+0.000548074j -0.109873+0.000314038j 0.0415229+9.45816e-05j 0.00797255-0.000198222j -0.0649736+2.84735e-15j 0.0581508-0.000200688j -0.0129899+0.00017289j 0.0209782-0.00029701j 0.00401877+9.41998e-05j 0.004681+3.21772e-05j -0.0156632+0.000216607j -0.00821691+4.39573e-05j -0.00504582-9.22732e-05j 0.000950989+0.000912713j -0.00399276+1.30558e-05j -0.00367841+4.86439e-05j -0.00074591+0.0004186j 0.0058048+0.000338776j 0.00447615+0.000772544j 0.000687211-0.00023496j -0.00505062-1.60948e-05j -0.00499053+0.000121646j -0.00231513+0.000172852j -0.000692294+4.69868e-05j 0.00149252+0.000226851j -0.00594769-0.000782722j 0.000343365+0.000148266j -0.00192881+0.000843479j 0.000546288+0.000198345j 0.00244054-0.000228967j -0.00386426-0.000414814j 7.03654e-05-0.00047426j -0.00339153+0.000252439j -0.000603192-5.6738e-05j 0.00191192+0.000108929j -0.00258872-0.000114908j -0.00133776-9.46612e-05j -0.00091407+1.85228e-05j 0.00127947+0.000186136j -0.00217432-0.000413146j 
-0.000196803+3.58289e-05j -0.00222585+0.00029806j 0.000464343-0.000143042j 0.000815631+7.40218e-05j 0.00220314-0.000432963j -0.00137731+0.000430861j -0.00421357+0.000511029j 0.000373172-0.000285283j -0.000484989+0.000449353j -0.00429565+0.00014233j 0.00204913+0.000412904j -0.00333626+0.000636057j 0.00282164+0.000243684j -0.00122856+0.000388574j 0.000906627+8.98301e-05j -0.00251333-0.00044101j 0.0108475+0.000311056j 0.00279196-0.000591495j -0.00928977-0.000668546j 0.0175018-0.00025866j 0.0111812+0.000168362j 0.00896928-6.87345e-05j 0.0173325-0.000543677j 0.000835034+0.000409193j -0.00450501+6.65957e-05j -0.00398422-1.49261e-05j -0.00568811+0.000734279j -0.0100179+0.000100382j 0.00532611-0.000253428j -0.0135266-0.00047203j 0.00413715-1.47177e-05j -0.0591348-0.000484346j 0.0793006+0.000312193j 0.115778+0.00039425j -0.842131-0.000230709j 0.382835+0.000105207j -0.168217-0.000131482j -0.0336402+0.000226929j -0.048545+4.30123e-05j 0.0100093+2.78198e-05j -0.0919129-5.63566e-05j 0.0581508+0.000200688j -0.0625292+1.29589e-16j -0.0125023-0.00055333j -0.0123382-2.17987e-05j 0.00699015+9.29428e-05j -0.00817778-0.000557609j -0.00576975-0.000493899j 0.00202705+0.000206135j -0.000575887-0.000100258j -0.00252146-0.000163125j -0.00626244+0.000469265j -0.00834527+0.00032693j 0.00345374+0.000203359j -0.00222964-0.000325058j 0.00491473+0.000108812j -0.00418501-0.000133431j 0.00398336-0.000280542j 0.00393401-0.000330548j -0.00172041-0.000277928j 0.00235874-0.000303479j -0.000482343-0.000171774j 0.000316315+0.000969486j -0.0013102+5.14013e-05j -0.000325556+0.000371034j 0.00300484+6.60438e-05j -0.0039276+0.000141379j 0.00127744+5.2779e-05j -0.00186355+0.000621646j 0.00252203+0.000161795j -0.00284449-0.000195171j 0.00104838-0.000273167j 0.00180479+0.000191098j 0.000668334-3.66404e-05j -0.000167153-0.000132098j -0.00211322-0.000308493j 0.0001102+8.03466e-05j 
-0.000740401+4.53267e-06j 0.000454229-8.39946e-05j 0.00203802-0.00039935j 5.38835e-05-9.69223e-05j -3.12966e-05-0.000170006j -0.00157166-6.48238e-07j -0.00157508+0.000221414j 0.00315982-2.59386e-05j 0.00546674-0.000146015j -0.00119616-0.000284088j -0.00068329+0.000702519j 0.0053222-0.000360138j -0.00647649-0.000194901j -0.00307399+0.000492758j 0.00579789+0.000351422j -0.00137714-0.000552877j -0.0030945-7.98484e-05j 0.00629218-0.000147087j 0.00380934+2.37312e-05j 0.00450051+0.000555374j 0.0036753+0.000381802j 0.0133626+0.000530982j -0.000827035-7.8133e-05j -0.0177172+0.000409576j 0.00640729+0.000276978j -0.0186599-0.000272238j -0.0134713+3.84303e-05j -0.0133188+0.000126021j 0.0162158+0.000377072j -0.00578857-0.000204405j 0.00587865+0.000379985j 0.0330801+0.00089913j 0.0284891+0.00032026j 0.946372+0.000369206j 0.133155-7.50588e-05j -0.00870116+0.000482325j -0.0443747-9.64268e-05j -0.00438653-3.92405e-05j -0.0125035-0.000176543j -0.0279638+0.000236076j -0.0148785-0.000567829j -0.0129899-0.00017289j -0.0125023+0.00055333j 0.0119821-2.10839e-15j -0.00846736-0.000181515j -0.00348912-0.000238921j 0.00331569+9.20388e-06j -0.000742416-0.000224462j -0.000756167-2.81922e-05j -0.0119205+0.000711449j -0.00541236+0.000357182j 0.0007061+0.00038188j 0.00307601+0.000992801j 0.00376866+3.011e-05j -0.00407731+4.81825e-05j 0.00297963+0.000207512j -0.00218357+0.000202327j -0.000475399+0.000928827j 0.00112427-0.000464579j 0.000221356-0.000358972j 0.000278793-0.000448708j -0.00260696-0.000110904j 0.00116212-0.000204698j 0.000474414+0.000288185j 0.00119369+0.000139323j 0.00167806-9.61757e-06j -0.00141493+0.000405094j -0.00052218+0.000296915j 0.00244513+0.000472234j 0.000698637-0.000158708j -0.00235306-0.00054238j 0.000938764-0.000193637j 0.000596641-5.13904e-05j -0.00157096-0.000229087j -0.000254387-0.000553724j -0.000405193-8.58209e-05j -0.00120558-9.62309e-05j 
-0.00224307+0.000481673j 0.000411918-5.77057e-05j -0.00371212+0.000195519j -0.00308541+0.000413046j -0.000156851-0.000216997j -0.000587246+0.000554673j -0.00117485+0.000437397j 0.00141486-0.000187809j 0.00652198+0.000234984j -0.00547985+0.000182024j -0.00417644+0.000537163j -0.00116868+0.000325891j 0.00669208+0.000505822j -0.00234365+0.000503793j 0.00168436+0.000521928j -0.000930368-0.000511025j 0.0014692+0.000298573j -0.00799864+0.000196233j -0.0126743-0.000288532j 0.00888808-0.000931831j -0.00558266+0.000148082j -0.00636355-0.000313375j 0.00999032+0.000195235j -0.00356004+0.000277673j -0.000917408+0.000102866j -0.0112819-7.946e-05j -0.0197292+0.000964877j -0.00572842-0.000270162j -0.00546386+0.000496963j -0.0157437-0.000439935j -0.0898888-0.000544036j -0.0892159-0.000600712j 0.943241+0.00131581j -0.0353899+0.000140969j 0.0813052+0.000108742j -0.0361037+0.000417876j 0.00675605-0.000193526j 0.00884336+0.000376815j -0.0329956-0.000235512j 0.00194268+0.000384584j -0.0270316-0.000352017j 0.0209782+0.00029701j -0.0123382+2.17987e-05j -0.00846736+0.000181515j -0.00440161+3.49222e-16j -0.00781201+0.000326515j 0.0113511+0.00066677j -0.00353351-0.000771156j -0.0102368+0.000783586j 0.00157529-0.000878779j 0.00219938-0.000701529j 0.00143387+0.000146615j 0.00189433+0.000212848j 0.00056888-5.63452e-05j -0.00181374-0.000197418j -0.00165952+8.74741e-05j 0.00179437+0.000249497j 0.00278149-8.25127e-06j 0.0012611+3.56248e-06j 0.0034453-0.000328825j 0.00170181-0.000593675j 0.000831713+0.000253488j -0.00376014+0.000726883j -0.00121053+0.000483763j -0.00483672+0.000354057j 0.00741092-6.06435e-05j -0.0016782-0.000184885j 0.00255449+0.000221314j -0.00230925+0.000546225j 0.000351341+0.00034805j 0.00187048+0.000151524j -0.000741282-0.000383323j -0.00168101+0.000329944j -0.00266334+7.43607e-06j 0.0018669+0.000144193j 0.000475316+2.69307e-06j -0.000815147+4.82359e-05j 
-0.00305343+0.000942329j -0.00280532+0.000307962j -0.00500735+0.000729842j -0.00288243-7.847e-05j 3.99904e-05-0.000661675j -0.00543357+0.00109799j 0.00398519-6.66182e-05j 0.00259907-0.000683151j 0.00607779+0.000438424j -0.00476166+0.000876893j -0.0018859+0.000140432j -0.00393442+0.000900273j -0.00366046+0.000448768j 0.00615396+0.000696926j -0.0025064+0.000770627j -0.0130202+0.0002338j -0.00309087+0.000319221j -0.022583-3.61285e-05j -0.00480707+0.000157485j -0.0055352-0.000354187j 0.00767421+6.02413e-05j -0.0119223-8.52963e-05j 0.0168759-0.000351627j 0.00806823+0.00093685j 0.00255444+0.000418509j -0.00144958-0.000687158j -0.00173472+0.000503066j -0.0295228-0.000294592j -0.00157072-0.000182751j 0.0436945+0.000440544j -0.0801375-5.60034e-05j -0.928275-0.000603033j -0.109693+0.000473121j 0.0231395-0.000886634j 0.0399462-0.00052074j -0.0272911+5.5074e-05j -0.015262-0.000326815j -0.0094975+0.00013202j -0.0176305-0.000226429j 0.00098234-5.94357e-07j -0.0231285+0.000559644j 0.00401877-9.41998e-05j 0.00699015-9.29428e-05j -0.00348912+0.000238921j -0.00781201-0.000326515j -0.00289681-7.01533e-16j -0.00889158-0.000708098j 0.00540219+0.000159856j -0.00151358-0.00026898j 0.000207357-0.000744771j 0.00424589-0.000272846j 1.86803e-05+0.000672649j 0.000378264+0.000412381j 9.1443e-05+0.00119216j -0.00284039-0.000233366j -0.00335553+0.000801671j -0.000190875-0.000555417j 0.000316797+7.91303e-05j -0.00154409-1.29828e-05j 0.00679007-0.00033954j -0.000504619-0.000274772j 0.00296859+3.93893e-06j -0.00225867+0.000734436j -0.00212953+0.000964446j -0.0034835+0.000951467j 0.00661065+0.0007992j 0.00155393+0.000137133j 0.00249335+0.000218988j -0.00427361+0.000630336j -0.00144617+0.001019j 0.00316451+7.34428e-05j -0.000143445-0.000450867j -0.00141548+0.000657675j -0.00190971-4.82949e-05j 0.000912407+0.000366431j 0.00103839+0.000318888j 0.00110855+0.000130931j 
0.00146509+2.93489e-05j -0.00161969+0.000162915j 0.00116416-5.88002e-05j -0.00091335-0.000282787j 0.00126102-0.000540234j -0.000769814+0.00015971j 0.00172624+0.000264411j -0.000122781-0.000660574j 0.00257264-0.000118942j -0.00361545-0.000163543j -0.000252547+0.000146451j -0.00288952+0.00053598j 0.00520532+0.000340283j 0.00189359+0.000272755j 0.00905669-0.000133712j 0.00129973-0.000433963j -0.00487889-0.000293952j -0.000417194+0.000233983j -0.0029216-0.000126484j 0.006527+9.73309e-05j -0.00720889-0.000626503j -0.0043133-3.37086e-05j -0.000953046+8.54112e-05j 0.00135241-0.000257883j 0.0279183-0.000879018j 0.00565586-0.000607304j -0.000281559+0.000106993j 0.0223086-0.000451295j -0.0165435-1.91399e-05j -0.0397595-0.000285315j -0.943704-0.000611395j 0.0933321+9.33818e-05j -0.0799809+0.000279428j 0.0163992-0.000311756j -0.00234295+7.24191e-05j 0.00752553+0.000248523j 0.00674646+0.000429606j -0.000697496+0.000163613j -0.00672799-0.000184601j 0.00151094-7.39612e-05j -0.0082301-0.00047527j 0.004681-3.21772e-05j -0.00817778+0.000557609j 0.00331569-9.20388e-06j 0.0113511-0.00066677j -0.00889158+0.000708098j -0.00333182-1.27388e-15j 0.00356831-0.000453582j 0.000940292-6.08855e-05j 0.00263259-0.000462853j 0.00241104+0.000135543j -0.000909481-0.00041991j 0.00673783+6.52246e-05j 0.00101414-0.000511663j 0.00325153-0.000830342j 0.00182986+2.59248e-05j -0.00299416-1.36136e-05j 0.000540883+0.000195164j 0.0037738-0.000100144j 0.00326112-0.000155628j 0.00182071+0.000168608j 0.00240637+0.000218681j -0.000304958-0.000112548j 0.000411134+0.000151462j 0.00134017-0.000103282j 0.000703442+0.000168882j -0.00297125-9.87755e-05j 0.00282995+0.000402524j -0.00183112-0.000182363j 0.00230723+0.000230005j 0.000419223+0.000388004j 0.000765053+7.11287e-06j 0.00150236+0.000147454j 0.00158519-3.106e-05j 0.00208265+0.000318906j 0.000460449+8.75176e-06j 0.00208698+0.000168154j 
