0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.000420265+0.00123427j 0.00097119+0.00127687j 0.0024085+0.0022707j 0.000836033+0.00177497j -0.000314913-0.00184481j 0.000302394-4.07642e-05j -0.000815996-0.000431766j 0.00366073+0.00755691j 0.00124608+0.00718815j 0.00124434+0.00400462j 0.00157423-0.00447292j -0.000116129+0.000499981j 0.00294305+0.00113358j 0.000197295-0.00255492j 0.00143745-0.000845942j 0.00132095+0.00151627j -0.000399795+0.0008564j 8.47581e-05+0.000183446j 0.000665529-0.000123223j 0.00389474-0.00473115j 6.07647e-05-0.00330104j -0.00771181-0.00109145j -0.000787915+0.00247381j -0.00583583+0.00121918j -0.00810041+0.000584338j -0.00773562+0.00491161j 0.00918235-0.00258312j 0.0108614+0.00182971j -0.047374-0.000122601j 0.0282355-0.000659618j -0.030941+0.000374735j -0.000917499-0.00419111j -0.00753445+0.00228291j 0.0195185-0.000602916j -0.00621163-0.00387994j 0.0050942+0.00349684j 0.0019852+0.00251606j -0.000862265-0.00371402j -0.0068529+0.000904709j -0.00143661+0.00424332j 0.000261915+0.00207558j 0.000830822-0.0015725j -0.00133035-0.00179321j 0.000839401+0.000305908j 0.000696445-0.000588729j 0.000119642-0.000322609j -0.00102534-0.00185014j 0.000796726-7.83222e-05j -0.000567192+0.000358495j 0.000161746-0.000397205j 0.00196825+0.000435261j -0.00039814+8.95411e-05j -1.41867e-05-0.000611836j 0.000370954+0.00179998j -0.000474087+0.000739441j 0.000439061-0.000363997j -0.000446321-0.000378825j 0.0015769-0.00134295j -0.00112632-0.00115351j 0.000286469+0.000258282j -0.000568196+0.00102492j 0.000385767-0.00165435j 0.000912492+0.00307204j 0.00137744+0.00568196j 0.000734867+0.0841158j 0.000261517+0.00115153j -1.74493e-05+0.00789809j -0.00106252+0.00206412j -7.18754e-05+0.000881742j 
-0.000518574-0.0237099j -0.0041393+0.00667511j -0.00234638-0.00399956j -0.00748936-0.00192181j 0.000181076+0.0160479j 6.49128e-05+0.0127079j 0.0114336+0.0157525j -0.00437319-0.00672414j 0.000864439+0.00578275j 0.00448103-0.0113706j 0.00138675+0.0381668j 0.0080252+0.0141929j -0.00561627-0.0126693j -0.00360283+0.0149321j -0.00748095+0.000935302j -0.00185769+0.0016545j 0.00657172+0.000449291j -0.0034967-0.00542333j 0.00784815-0.00384384j -0.0108138+0.011008j 0.0143819-0.00463289j 0.00208084+0.00452265j 0.00905587-0.00115988j 0.0170235-0.00583276j -0.0106219+0.0135344j 0.000696464-0.00579389j 0.00522084+0.000542479j 0.00669586+0.0134727j -0.000269108-0.000661055j 0.00110178-0.00123819j -0.00649886+0.00253455j 0.00381805+0.0195507j -0.00361268-0.0150923j 0.00589651-0.00430305j 0.000632164+0.0074519j 0.00544874+0.00499213j 0.00245929+0.00345675j 0.0085552+0.0207843j 0.0123917+0.00972043j 0.000371643-0.0202934j -0.0104033-0.00755447j -0.0124559+0.0165138j -0.00324825+0.000301104j -0.023441+0.0005353j -0.0125904+0.00597005j 0.00784256-0.00278647j 0.00400486-0.000868736j 0.000229266-0.00082968j 0.00587415+0.00782072j -0.00059274-0.00376029j 0.00126153+0.00309236j 0.000775177-0.000355834j -0.00112172-0.00047819j -0.00221646-0.00559906j 0.00407335-0.0121811j 0.000731533+0.00377557j -0.00080449-0.00373712j -0.0016879-0.00103417j 0.000605542+0.00237331j 0.00296558+0.00405884j 0.00232736+0.000572716j -0.00172288+0.0019974j -0.00783475+0.00562678j -0.00900186-0.00271369j 0.000173153+0.00235449j 0.000308083+0.000444148j 0.00327198+0.0016456j 0.012461-0.0084927j 0.00388369+0.00109916j 
-0.00193734-0.00145784j 0.001733-0.0121829j -0.00457145-0.0196117j -0.00351837-0.00123167j 0.00182372-0.052171j -0.00538312-0.00903403j 0.0081451+0.0332571j 0.00717797-0.0187357j -0.0117593+0.00697815j 0.00143873+0.00646994j -0.00150787+0.00205555j 0.00835162-0.00916572j -0.000410777-0.0205327j 0.00383254-0.00636168j -0.002634-0.0036087j 0.000410698+0.00413955j -0.00299163+0.001612j -0.00275852+0.0162389j 0.00254893-0.00398968j -0.00608397+0.00410005j -0.000201712-0.00452429j 0.00658275+0.00401528j -0.00442804-0.00579429j 0.00128623-0.0104124j 0.00153107+0.00514499j 0.00207718-0.00284422j 0.00553199-0.00437469j -0.000713093+0.00569194j 0.00193914-0.00430878j 3.25467e-05-0.00379398j -0.000303786-0.00162182j -0.00112348+0.0111765j -0.00475598-0.0062061j 0.00672113-0.00459685j 0.000581619-0.00453412j -0.00125919-0.00141793j 0.00664335-0.00147817j 0.00211161+0.00715059j -0.00248472+0.000315451j 0.00230307-0.00834194j 0.00364759-0.0107522j 0.00287094+0.00550507j -0.00447657+0.00584817j 0.00880691+0.00840586j 0.00373919+0.000465098j 0.00651016-0.00590293j 0.00167221-0.00612849j -0.00102249+0.00120659j -0.0003668-0.00100435j 0.000758994+0.00137996j 0.00132991+5.57867e-05j -0.000144918+0.000827362j -0.000573041-8.41442e-05j -0.00240985+0.000218418j -0.0032393+0.00261668j 0.000892624-7.89496e-06j -0.000171652-0.000155j 0.000149009-0.000517286j 0.00243616-0.00141155j -0.000349452-0.00311663j 0.00153924+0.000659269j 0.0041097+0.00191321j 0.00130478-0.0012295j -0.00299253+0.00412854j 0.000849647+0.007652j -0.00072117-0.000209808j -0.00419888-0.000281048j 0.00455269-0.000895931j -0.00271083-0.0063176j 
0.00410553+0.00364238j 0.0126812+0.000811095j -0.00466479+0.00154273j -0.0174764-0.0167282j 0.0109678-0.00102096j -0.00828105+0.00170194j 0.00359704+0.00418755j -0.00330227+0.00397777j 0.00204133+0.00915671j 0.00381555+0.013406j -0.00502466+0.0146672j 0.0086297-0.0106981j -0.029088-0.00200909j 0.0231482+0.0261383j 6.1959e-05-0.00955806j -0.00969437-0.00151762j -0.0120654-0.0137907j -2.16566e-06+0.0137651j 0.00735463+0.00661501j -0.00566132-0.0156556j 0.00362496+0.00723366j 0.00826829+0.00232742j 0.00138668+0.00791566j 0.00636781-0.00208117j 0.00197672-0.00276683j -0.00192732+0.00530083j 0.00601096+0.0105887j 0.00729262-0.0150981j -0.000810173-0.0040361j -0.00181656+0.00255808j -0.00294732-0.00162327j 0.00589164-0.0101518j -0.0179281+0.0176114j -0.00974938-0.00925224j 0.0011803-0.0146015j 0.00392663-0.00697265j -0.00185605-0.00575243j 0.00714007-0.00768214j 0.00194124-0.0151229j -0.00266663+0.0202303j 0.0174502+0.00434981j -0.00563093+0.0115781j -0.011107+0.0142307j 0.00697488+0.0106961j 0.00808251+0.00973651j 0.0123762+0.0162312j 0.022188-0.00700623j -0.00417099+0.00109618j 0.00370601+0.00263376j 0.00347718+0.00121826j 0.00107321-0.0009543j 0.000454145-0.00326822j -0.00241238-0.00200535j -0.0105234-0.000446097j -0.00771026-0.00270903j 0.00508316+0.0133692j -0.0036646+0.00220146j 0.00185586-0.00320694j 0.013561+0.00477961j -0.00467953+0.000775081j 0.0184441-0.00649277j 0.019557+0.00417907j -0.00837176-0.00396946j -0.0252561-0.000747679j 0.00261216-1.22306e-05j -0.00409881-0.0014978j -0.00658869-0.00706953j 0.0312134-0.000798525j -0.00231917-0.0218871j 
0.00760688+0.0113314j -0.00185132+0.00689088j -0.00441378-0.00728488j -0.000773761+0.00874812j 0.0157003-0.000747237j -0.00331095+0.012991j 0.0153241+0.000365886j -0.0072726+0.0148293j -0.00260389+0.00938838j 0.0122865-0.0003684j -0.0262597+0.0118333j 0.000646358-0.00586347j -0.00314936-0.00151941j 0.0312387+0.0161394j 5.03093e-05-0.0045713j -0.00923668-0.0122254j 0.00181155+0.00346808j 0.00398064+0.00521701j -0.00647592-0.0132088j 0.00781938+0.00187698j -0.00372485+0.00573923j -0.00382804+0.00302766j -0.00272053+0.000628314j -0.0116839-0.0109524j -0.00341431+0.0195072j 0.00528902-0.00685832j -0.011771+0.0107076j -0.0183492-0.000300463j -0.00469115-0.00429182j 0.00221987-0.00656005j -0.00263007-0.000431204j -0.0119919+0.0155068j -0.00236331-0.0161186j -0.00634934-0.0107571j -0.0126121+0.00471541j -0.0101765+0.00911742j 0.00592011-0.00171835j -0.002957+0.0118795j 0.000702598+0.010225j -0.000236546-0.0212568j 0.000193754-0.00132023j -0.00711036-0.00738651j 0.0296261-0.0229316j -0.000463424-0.027496j -0.0108702+0.00718102j -0.0141396+0.0102257j 0.0196629-0.00165039j 0.00287034+0.00138111j -0.00911109+0.00214272j 0.00293611+0.00243239j -0.00671783-0.00401083j -0.00446465-0.00635766j 0.00866775-0.00551j 0.0152467+0.0024793j 0.0116264+0.0134971j -0.0125769+0.0056493j -0.0174699+1.06301e-05j -0.00516253-0.00583468j 0.00685123+6.68623e-05j 0.00328296+0.000773567j 0.00461422-0.00885204j 0.00387907-0.0121415j -0.009164+0.00636036j -0.00776903-0.00641606j -0.000839463-0.00152219j -0.00299199-0.000960491j 0.0172236-0.00942112j -0.0169038+0.0256827j 0.0176541+0.0116974j 
-0.00552975-0.00878678j 0.00589543+0.00643653j -0.000285029+0.00205547j -0.0106233+0.0152913j 0.000348857-0.0127997j -0.0135225-0.00221824j 0.00361607-0.00573308j 0.000817635+0.00165321j -0.0045504-0.00765392j 0.00554854-0.00370281j 0.0124472+0.0163954j 0.0194442+0.0221222j -0.0344054-0.000246495j 0.000559818-0.0237862j 0.00572262+0.00747317j -0.0155255+0.0113555j -0.00959778-0.00846623j -0.00154204+0.014047j 0.00168764-0.011524j 0.011324-0.015687j -0.00571733+0.0131591j -0.0102986-0.00519974j 0.0101909+0.0043482j 0.00204485-0.00292288j -0.0105592+0.0121936j -0.00069724-0.00585152j -0.0103456-0.0010302j -0.00452288-0.00551908j 0.00295888-0.00458176j -0.0019543+0.00708062j -0.0050548+0.00605806j 0.00362894-0.00665354j -0.00447416+0.00615396j -0.00403348+0.0012682j -0.00504798+0.0119962j -0.00650971+0.0137301j 0.0133375-0.00532381j -0.0157445-0.00633143j -0.0125197+0.00317638j 0.0206915+0.0158739j 0.0203859+0.0101928j 0.0137074-0.000752085j 0.0128791+0.00851339j 0.037038-0.00950985j -0.0265609-0.000877531j -0.00458919-0.00402348j 0.00569967-0.00572766j -0.00285244+0.00217713j -0.0127285+0.0032026j 0.00609699-0.00335566j -0.000527417+0.00296049j -0.00116906+0.00859581j 0.00056936+0.00568679j -2.30569e-05+0.00207297j -0.00419339+0.0116464j -0.0113724-0.0026006j 0.00315402-0.00100724j 0.0037154+0.0022889j -0.00422946-0.00200449j -0.0084269+0.00607343j 0.00766508+0.00587336j -0.0080759-0.00516794j 0.0129496+0.0105674j -0.0261872-0.000226779j 0.00405565-0.000196023j -0.00190333-0.000460997j -0.0232952-0.00508328j -0.0115014-0.0124966j -0.0170276+0.0054694j 
0.00123143+0.00118689j 0.00848237+0.0110887j 0.00373636-0.0124364j -0.0297006-0.0189047j 0.0045843+0.0295982j 0.00941557-0.00981572j 0.00539752+0.0185789j 0.0162138-0.013046j -0.0211139-0.00214813j 0.00844772+0.0144136j 0.000516452-0.0263687j -0.00151501+0.0295296j 0.0172466-0.0292038j -0.00418951+0.0299327j -0.00326078-0.00227476j -0.00414372-0.0272718j 0.00626554-0.0165806j 0.0180017+0.0101087j -3.48437e-05-0.00500762j -0.00458076-0.00495887j 0.00499099-0.00147906j 0.00297164-0.00639023j 0.00328924-0.00080335j -0.0138758-0.00147245j 0.0205712-0.000114663j -0.00410241-0.00279627j 0.0023124+0.00574044j -0.0159259-0.0100334j -0.00426598-0.000281079j 0.00179439+0.0059231j -0.00017591+0.00233324j 0.00195985-0.0134656j 0.0038572+0.00598678j 0.000100505-0.00482548j -0.0102238-0.0035101j -0.000398292-0.00307859j -0.0134845-0.00382025j -0.00357189+0.0131574j 0.00039481-0.00741099j -0.00503585+0.00904336j -0.0119452+0.00839707j 0.00988868+0.000820789j 0.0250013+0.0145303j 0.00256762+0.000642178j -0.0168852-0.000244358j -7.15512e-05+0.00866743j -0.0162101-0.012159j -0.00303353-0.00255475j -0.00597808+0.00453288j 0.000357418-0.00117396j -0.000554242-0.00141877j 0.00179044+0.0029295j -0.000294756+0.00341406j 0.00011091+0.00488931j 0.00592777+0.00746721j 0.0108695+0.000900308j 0.00945518-0.00146861j 0.000169016+0.00522879j -0.00371282-0.00453833j -0.000704876+0.00612819j -0.00223-0.00427616j -0.00173185+0.00160594j 0.019919+0.00505645j -0.0157612+0.00143617j 0.00284659+0.00191635j 8.65283e-05-0.00112712j -0.0210263-0.00797972j -0.00901145-0.0133501j -0.014364-0.00882018j 
-0.00253281-0.00351254j 0.00047695-0.00208194j -0.000518422+0.00104297j -0.000756852+0.00521732j -0.00867512+0.000140794j 0.00379968+0.00149409j -0.00573106+0.00236753j 0.00171892-0.000132007j 0.00257622+0.00222544j 0.000459284-0.000656057j 0.00639024+0.00381582j 0.0112263+0.0104787j -0.00267656-0.00142394j 0.00664519-0.00306806j 0.000176654+0.00250891j 0.00324336+0.00428266j -0.00243012+0.00183601j 0.0021261+0.000884755j 0.000299265+0.00280714j -0.0028249+0.000828481j -0.00202514-0.00438747j -0.00247321-0.00703774j 0.00418097-0.00309662j -0.000495898+0.00201856j 0.000651709+0.00744759j 0.000891199+0.00120319j -0.00269526-0.00309759j 0.00108552+0.00448057j 0.00264454-0.00231143j 0.00375167-0.0323936j 0.000478517-0.0234639j 0.00706559-0.0140511j 0.00229252+0.00719725j 0.000663776+0.00469252j 0.00335198-0.0013972j -0.00210724-0.0072583j -0.00272906-0.00243681j -0.00464052+0.000611227j -0.00441129-0.00336721j 0.00660118+0.00586149j 0.00490193+0.00317168j 0.00644117-0.000398918j 0.000513126+0.0093826j 0.00827194+0.00361459j -0.00093604-0.00339729j -0.000791479-0.00873878j -0.00321565+0.00155361j 7.78575e-05+0.00300694j -0.0014908+0.00441824j 0.000135374+0.0162439j 0.000375888-0.0111987j 0.000408653-0.0730979j -0.000941166-0.059774j -0.00117972+0.0130239j -0.00376195+0.0155176j -0.000133001+0.0119016j 0.00340427+0.00669727j 0.00283431+0.000337729j -0.00324681+0.0161648j -0.00466255-0.00718573j 0.00359852-0.0176912j -0.00618745+9.32498e-05j 0.00525992-0.000217003j -0.000682342-0.0047402j 0.000793925-0.00138795j 0.000456608+2.59286e-06j -0.00861424+0.000187249j -0.00291457-0.00868145j -0.00862606+0.000170606j 
-0.00402634+0.00175358j -0.00435832+0.00149687j -0.0024808+0.0038626j 0.0104039-0.0134243j 0.00610504+0.00239277j 0.00270896+0.00202056j 0.0005045+0.00566684j -0.00372376+0.0120185j 0.00471318+0.00158623j -0.00665021+0.00511639j -0.00686776+0.000263187j -0.000925825+0.00832449j -0.00136441-0.00339757j 2.08472e-05+0.00145075j -0.0095939-0.0010957j 0.00468909-0.0147921j 0.000439581-0.00867037j -0.000169798+2.31009e-05j -0.00936055-0.0118765j -0.00121087+0.0128365j -0.000656337-0.00129034j 0.00284867+0.0190665j -0.00791177+0.00326186j 0.00437966-0.0066891j -0.000875547-0.0322683j -0.00413461-0.00854214j 0.00193913+0.00398981j -0.0100898-0.0121096j -0.00298632-0.0158144j 0.00258262-0.0222638j -0.000856558+0.020793j -0.0148993+0.0119158j -0.0111663+0.00573165j -0.0124572+0.0074933j -0.0120494-0.00856538j -0.00994851+0.028162j -0.00599949+0.00549074j 0.0169954-0.0235517j 0.000545815-0.00381458j -0.0001164+0.0120518j 0.00722072-0.00620048j 0.00370625+0.0108993j 0.0100455+0.00267404j 0.00330366+0.00910139j 0.00649407-0.0169622j 0.00116536-0.0047387j -0.00742042-0.00421233j -0.00355961+0.00533384j 0.00216935-0.00220534j -0.000701675-0.000242063j 0.002103-0.00148619j -0.00163332-0.0122957j 0.0020715-0.00595008j 0.00747458-0.00507498j -0.00163512+0.00440627j 0.00311153+3.01056e-05j 0.00210627+0.00820946j -0.00124802-0.000667449j -0.00410903-0.000205743j -0.00483599+0.00166843j 0.00260614-0.00379562j -0.000876075+0.00456784j 0.00646802+0.0023489j -0.00231567-0.00276491j 0.000742696-0.00118489j -0.00600607+0.000915635j -0.00959327+0.00097995j -0.00376352-0.0139196j -0.0109874-0.000369296j 
-0.00540062-0.000516599j 0.00676628+0.0172706j 0.0331124+0.0244446j 0.0036088-0.0398877j -0.00945254-0.0180312j -0.0304466-0.0187119j -0.00475971-0.00923004j 0.000488425+0.016707j -0.0106226-0.0286267j 0.0111976+0.0181153j 0.0137422+0.0348339j -0.0162949+0.00519154j -0.0014605-0.00326458j 0.0109526-0.0043451j 0.00637662+0.0274998j 0.00448493-0.0182764j 0.00385026-0.00354521j 0.00340823+0.00884863j 0.00561279+0.0132207j -0.0146854-0.00785003j -0.00150352-0.00226256j -0.0043527+0.0065505j 0.00781647+0.011764j -0.0155825-0.00521627j 0.00535615+0.00323635j 0.00213048+0.00701665j 0.000168892+0.00148546j -0.0155129-0.000623122j -0.00317558+0.00356152j 0.000986657+0.00933925j -0.000854273-0.00243074j 0.00409888+0.00629615j 0.00265248-0.00676586j -0.00560244-0.00585963j -0.0100298+0.00550111j 0.000475897+0.00894725j -0.00520929+0.00199676j 0.00825924+0.0039162j 0.00597603-0.000723211j -0.0104634+0.000695961j -0.0107496+0.00582896j -0.00157266+0.00287464j -0.00996903-0.00368198j -0.0284459+0.00226356j 0.00384412+0.00232119j 0.00459847+0.00387699j -0.00461849-0.00805756j 0.000785221+0.00395636j 0.00400018+0.00208744j -0.00128814+0.00140708j 0.00120185+0.00208002j 0.00278239-0.0143471j -0.00248322-0.0119518j 0.00128567+0.00677506j 0.00934765+0.00125342j 0.00555532+0.00156091j 0.00422443-9.69249e-05j 0.00437458-0.00641206j -0.00377052+0.00379015j 0.00867369+0.00315031j 0.00034641-0.00262685j 0.0032623-0.000375062j 0.00254618+0.00180353j 0.00379862+0.00490074j -0.000716045-0.00156265j 0.0029061+0.000152882j 0.00491906-0.001482j 0.00120058+0.000188832j 0.00732636-0.00175436j 
-0.00512811+0.00387159j -0.00167505+0.00292379j 0.000971244+0.00296257j 0.0107638-0.0194016j 0.0120064-0.00411285j -0.00372355+0.00826552j 0.00700456+0.00166359j -0.0148506+0.0180571j 0.0108324-0.00462551j -0.01277-0.00197437j -0.0211522+0.0123564j 0.00143345+0.00582761j -0.0073183-0.00469328j 0.00520521-0.00329738j -0.00800891+0.00835717j 0.0053604-0.015475j -0.000594056+0.00249824j 0.00171424+0.0110105j -0.00533295+0.00853792j -0.00438075+0.0109264j 0.00022645-0.00592124j 0.00111624-0.00274706j 0.00242259-0.00299327j -0.00681537+0.0001518j 0.00437136+0.00901074j 0.0018375+0.00663826j -0.000389054+0.00358682j -0.00694029+0.00395217j -0.00466928-0.000102878j -0.00191626-0.0345068j -0.0039547-0.0307953j 0.00181689-0.0148595j 0.00156164+0.0105625j -0.00839066+0.00265008j -0.00469261-0.00209456j -0.00113623-0.00778211j -0.00659886-0.00335977j 0.00512386-0.00322891j -0.0026353-0.0079127j 0.0037581+0.0079701j 0.000594034+0.00434217j 0.00933773-0.0025689j 0.00957852+0.0158511j 0.00418026+0.00601041j 0.00749862-0.0115317j -0.000695365+0.00221326j -0.00727944-0.00384697j 0.00362327-0.00130657j 0.000985869-0.0029804j -0.00175994-0.00655939j 0.000242556+0.00699617j -0.00275003+0.0573721j 0.00383864+0.046748j 0.00455731-0.00827264j 7.71325e-05-0.00767511j 0.00657196-0.0121463j 0.00257685-0.000961286j -0.00162776+0.00342975j -0.000788615-0.00591093j -0.00559257+0.00455598j 0.00409355+0.0101134j -0.00407368+0.00416417j 0.00663552+0.00057339j -0.000967605-0.00144311j 0.000761487-0.0011452j -0.00137649+6.71144e-05j -0.0108003+0.00115192j -0.00426193-0.0132084j -0.0117503-0.000829387j 
0.00564152-0.00850233j 0.00631497+0.00248444j 0.0134906+0.00862531j -0.0196916+0.0192137j -0.0255395+0.00510007j -0.00503401-0.0195002j -0.00850309-0.00221892j 0.0208904-0.017584j -0.0247914+0.00563362j 0.00367746+0.00523111j 0.0283519-0.0032353j -0.010637-0.000823179j 0.00640414+0.00806544j -0.00337726+0.00458278j 0.0151804+0.000246886j -0.00529789+0.0174883j 0.00542229+0.00270863j -0.000129717-0.0124697j 0.0115656-0.0056823j 0.00235035-0.0108209j 0.00047386+0.00311677j -0.00640725+0.00794747j 0.0010634+0.00042328j 0.00502558-0.00218679j -0.000191446+0.00653731j 0.000735205-0.0123927j 0.00205792+0.0117968j 0.00421219+0.00406041j 0.00571296-0.0136906j -0.0034334-0.0420085j 0.00110293-0.00866034j -5.91005e-05+0.00486251j 0.000255086-0.00413833j 0.00990758+0.00250956j 0.00414689-0.00240725j 0.00105965+0.0135924j 0.00973596+0.00122256j -0.0047911+0.00259336j 0.00525843+0.00327807j -0.00762954-0.00886807j -0.00647074+0.00122156j -0.0105777-0.00309106j -0.0181812-0.0159242j -0.0140418-0.00961169j -0.0100586+0.0183045j 0.00392958+0.00576808j 0.0067197-0.00202877j -0.00312506+0.00242504j -0.000356168+0.00204971j 0.00332294-0.00258747j -0.00115235+0.00261811j 0.00494314+0.028212j -0.00633325+0.0243123j -0.00838388-0.00314685j 0.00424302-0.00760396j -0.0048036+0.00013016j -0.000537602-0.00538399j 0.00459535-0.00502747j 0.000474697-0.00788328j 0.0111044+0.00219865j -0.00614502+0.00269606j 0.00619453-0.00399987j -0.00622568-3.04477e-06j 0.000410338+0.0060501j -0.000613682-0.00234381j 0.00345366-0.000141294j 0.0137254-0.0026978j 0.00741029+0.016663j 0.0171518-0.00105023j 
-0.00857974+0.00204441j 0.000186769+0.00235592j 0.0147733+0.0120509j -0.0135715+7.6074e-05j 0.004418-0.0166554j -0.00399153-0.00403029j 0.00877554-0.00953508j -0.00341699+0.0124004j -0.014224-0.0129327j 0.0364498-0.00127022j -0.0226868+0.0169864j 0.0260078-6.42081e-05j 0.0314369-0.00205952j -0.0115104-0.00470861j 0.0149357-0.00582624j 0.0134335+0.013979j 0.0140792+0.018626j -0.000448443-0.00102736j -0.00224061+0.0104818j 0.00222687-0.00924496j -0.00255762+0.0144275j -0.00176023+0.00338665j -0.000759377-0.00397251j 0.00369749-0.00961541j 0.00687422+0.000669622j -0.0117439+0.00550513j -0.0150998-0.00137991j 0.011029-0.00949501j -0.000185861-0.00918299j 0.000656855-0.00131275j 0.0032018+0.00977941j 0.000303688-0.0107886j 0.00884985+0.0170756j 0.0120451+0.00424987j 0.0133088-0.00994619j 0.00510136-0.0043926j -0.0112107+0.00351217j -0.0172454+0.00890266j 0.01251+0.00120915j 0.00369622-0.00418609j -0.00342119-0.0357543j 0.0010813-0.0045248j 0.0427666+0.00943867j 0.0257121-0.0156253j -0.0153103+0.00451463j -0.0328021-0.000146202j -0.00523607+0.0108772j 0.00121259+0.000303091j -0.0113698-0.00180657j 0.00380107-0.000806092j -0.00308888-0.00048193j -0.00154292+0.003641j 0.00406286+0.00438956j 0.00571308+0.00452303j -0.00605342+0.0055111j -0.00126141+0.00711518j -0.00226158+0.00212354j -0.0110536-0.00196897j -0.00468076+0.0009111j -0.00883272-0.00169787j -0.0111288-2.13606e-05j -0.0143641-0.00505185j 0.00467606-0.000536355j 0.00812888-0.00468688j -0.00111646+0.00142704j 0.000488596-0.000122911j -0.000398467-0.00179478j -0.0249148+0.00225594j -0.00533694+0.00326414j 
-0.0117548+0.00130743j 0.006761+0.006546j -0.00704201+0.000315133j 0.022046-0.0090747j -0.00024858-0.00431491j 0.0105699-0.00070303j -0.0177118-0.00312858j -0.0100366+0.00672628j 0.0196367-0.00365656j -0.0237735-0.000540998j -0.000503838+0.00218522j 0.00631761-0.013199j 0.00526407+0.00578912j -0.0359304+0.00610424j -0.00547787+0.0261583j 0.0247776-0.0027934j 0.00323007-0.000834791j -0.0154947-0.00864954j -0.00469825-0.00162085j -0.00424477+0.00218503j 0.00974094-0.00274031j 0.00284521+0.0065122j -0.00133231-0.00394336j -0.0063197+0.0157271j 0.00855599-0.00175239j 0.00268814-0.00463857j 0.00902716+0.00171179j -0.00754985+0.0242649j -0.00514606+0.00188205j 0.00265217-0.00173921j 0.00129224+0.00276272j -0.00232255-0.000341868j 0.00461057+0.00154593j -0.00385385+0.00227497j -0.00131196+0.00929734j 0.00567759-0.00438928j 0.00227393+0.0102669j -0.00188405-0.0124799j 7.67619e-05-0.008159j 0.00835783-0.0143773j -0.0197455+0.0107634j 0.017312+0.00423489j 0.0194739-0.0143067j 0.0333035-0.00217151j -0.00440178+0.0338874j -0.0037724+0.0172274j -0.0030435+0.0083644j 0.00151685-0.00106124j -0.0094045+0.00692259j -0.00124904+0.00278197j -0.00149956+0.00179035j 0.00191525-0.00783796j -0.00267795-0.00850196j -0.0135341-0.00355708j -0.00744956-0.000309077j 0.0122592-0.00383378j -0.0104667+0.000493269j -0.0120549+0.00497967j 0.0120202-0.00183122j 0.00260064-0.0039359j -0.00616182+0.0104677j 0.00933975+0.00218439j -0.000818375-0.0107406j -0.0135379+0.00405854j 0.00201084+0.00157204j -0.00108586-0.00195913j -0.00891192-0.00581996j 0.0167836+0.0180265j -0.00635179-0.0221349j 
