-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
-0.00161214+0.00119929j 0.000884909+0.00036018j -0.000491154+0.000896052j -0.000604801+0.000670462j 0.00198828+0.00087695j -0.00347622+0.000447244j 0.00192123-0.00464023j 0.00123296+0.000617381j -0.00165841+0.00259668j -0.00167126-0.00136906j -0.000602838-0.000104635j 0.000560833-0.00113613j 0.00142443-0.000130469j 0.00208697+0.00452269j 0.000213068+0.00073804j 0.000527782+0.000999581j -0.00155707+4.55078e-05j 0.000296003-0.000412667j -9.54952e-05+0.00341257j 0.0028177+0.00042539j 0.000584508+0.00171468j 0.00049696-0.00827107j 0.0072511-0.000672595j -0.000125621+0.00613522j -0.0069479+0.00460445j -0.00279429+0.00664712j -0.00567943+0.00894133j -0.00226861+0.0037657j 0.00121475-0.0014617j -0.00131369+0.00296669j -0.000413367-0.00153406j -0.00153532+0.00245291j 0.000389766+0.00234753j 0.00131264-0.000739595j -0.00128827+0.00151132j 0.000131221+0.00419032j -0.00101679+0.00432146j -0.00374317+0.00673233j 0.000238314-0.00720178j 0.000127859-0.00193927j -0.00147093-0.000686156j -0.00159364+0.00362125j -0.0028773+0.00601701j 0.0013716-0.00483883j -6.69581e-05-0.00366907j 0.00178762-0.00303566j 0.00353562-0.0017689j -0.000141983+0.00105629j -0.00460826+0.000652448j 0.00179386-0.00615915j 0.00378185-0.0077439j -0.00477257-9.26602e-05j 0.002031+0.00130545j -0.000597867-0.000615532j 0.00299913+0.00474281j 0.00637908-0.00236955j -0.00843252-0.00281493j -0.0133409+0.0011775j 0.00430385-0.0037652j 2.71747e-05+0.00364652j 0.00432418+0.0110135j -0.0301892+0.0186289j -0.0121535+0.00198688j -0.0209006+0.0292204j -0.00469457+0.0107583j 0.00357341+0.0154j 0.000555521-0.00455947j 0.00280066-0.00139115j 0.00169884+0.0013665j 0.00112211-0.00145074j -0.00117525+0.00617261j -0.000812619-0.00112403j -0.000209133+0.00274634j -0.0112273+0.0109808j -0.0107402+0.00109349j -0.0100484+0.0282157j -0.00207377-0.00771072j -1.55016e-06+0.0110229j 0.00258911+0.0123501j -0.00825117-0.00434134j -0.00284953+0.00288658j -0.00882764-0.00212231j -0.00257857-0.00532966j -0.00169363+0.00185812j 0.00100026+0.00840227j -0.000694403-0.00629856j -0.00097339-0.000404403j 0.00373041+0.00255842j 0.000137655+0.00364923j -0.0023295+0.0012422j -0.00101136+0.000779359j -0.00141811-0.000953217j 
0.00290219+0.00302078j -0.00303241+0.0021113j 0.00199875+0.0013385j 0.00174351-0.000610133j -0.0045863+0.00175933j 0.000213938-0.00710498j -0.0044677-0.00334195j -0.00781078+0.0044152j -0.00317294-0.00165282j -0.00551366-0.00386435j -0.00465224-0.00190938j 0.00140027+0.000859562j -0.00317944-0.00221268j -0.00213855-0.00252666j -0.00361737+0.000728271j -0.000823634-0.00048245j -0.00227587-0.00137405j -0.00127095+0.00159737j -0.000157279+0.00312078j 0.000161596+0.00297318j -0.00139507-0.0021869j 0.00272261-0.00027655j 0.00645402-0.00361105j -0.00605496+0.00198792j -0.000620112+0.00212209j 0.00297758+0.00892944j 0.000568128-0.00382043j -0.00488146+0.000278145j 0.00691967+0.00741302j -0.00369632-0.0147074j -0.00502555+0.00196141j 0.000274813+0.002939j -0.00451816-0.0150394j 0.00781497+0.00133914j -0.00430047-0.00256869j -0.0052354+0.0059j 0.00274443-0.00175524j -0.000529511-0.00962136j 0.00320256-0.000480886j 0.000867269+0.0046877j 0.000592863-0.00537479j -0.000145816+0.0069394j -0.000417187-0.00608604j 0.00129006+0.00110189j 0.00100716-0.00256231j 0.00186751-0.000767452j 0.001976-0.00512413j -0.0040447+0.00102665j -0.002143+0.00212704j -0.0035025-0.000672911j -9.46784e-05-0.00899956j 0.000183506+0.00571531j 0.00269121-3.84063e-05j -0.000891138-0.000940122j -0.00109508+0.00776403j 0.000688658-0.00768383j -0.00351482+0.00712853j 0.000597395-0.00481484j -0.00228213-0.00906367j 0.00111587+0.00724501j -0.00490773+0.00196666j -0.000354754+0.00942032j -0.000485036+0.00216713j -0.00114223-0.00238076j -0.00542749+0.00210714j -0.00126869+0.00524601j -0.00224439-0.00366287j 0.00452172+0.0121577j 0.0105757-0.00286115j 0.00131551+0.0214667j -0.00708539-0.000931595j 0.00180034+0.00197803j -0.00518902-0.00219618j 0.00211616+0.00774188j -0.000122079+0.00331349j -0.00106373-0.000171556j 0.0016853-0.000380481j 0.00243408+0.00344943j 0.00623991-0.00662097j -0.000757769+0.00102846j -0.00473405+0.00542748j 0.00414788+0.0022575j -0.00709821+0.0127863j 0.00708033-0.00530179j 0.00606944-0.00363594j -0.000825678-0.002083j -0.00150031+0.000640612j -0.00361252+0.00359592j -0.00575507-0.00138496j -0.0102777+0.00338255j 0.00361536+0.00321384j -0.00391157+0.00143493j 
-0.00498053+0.00478902j -0.00562053-0.000548604j -0.000599098+0.00122827j 0.00116178+0.00124809j -0.00594714-0.000411892j 0.0146136-0.00823802j -0.00188969+0.0125138j 0.00237696-0.00107431j 0.00096676+0.00591741j 0.0039564-0.000483912j 0.00120923-0.00322302j -0.00148371+0.00111625j 0.0021473+0.00128272j 0.00148017-0.000507008j -0.00407847+0.00280319j 0.00375893-2.34961e-05j 0.0023299-0.002478j -0.000350955+0.00389611j 0.00106285-0.00115373j 0.00168277+0.00238949j -0.00412256+0.00523473j 0.00959522+0.00212j 0.00259243-0.0140209j -0.00809815-0.00506619j 0.000266653-0.00234637j -0.00266018+0.00397272j -0.0010108+0.000802898j 0.000182256+0.0143215j -0.00083074-0.00357657j -0.000585262+0.0127947j 0.0010515-0.00396242j -0.000824914-0.00441973j 0.000735132+0.00273584j -0.00211501+0.0065946j 0.00049594+0.000542927j -0.0021325+0.00471411j -0.00408347+0.000292421j -0.000752542+0.00575308j 0.00369308+0.000787453j 1.18011e-05-0.00290705j -0.00108298+0.00482107j -0.000756135-0.00161511j -0.00306106+0.00546977j 0.000138373-0.0034316j -0.00160181+0.00291151j -0.00119394-0.00402484j -0.00147663+0.00144562j -0.00427967+0.00163784j -0.00534025-0.000609795j 0.00370422-0.00470114j 0.00147+0.00147624j -0.00457018+0.00210161j 0.00286654-0.00478098j -0.00183859+0.00147238j -0.00261716-0.00192352j -0.000549729-0.00368179j -0.00268172+0.0012821j -0.00230476+0.00161313j -0.00322138-0.0102875j 0.00481273-0.00482072j -0.00941863+0.00903662j -0.00161576+0.00780212j 0.00319579+0.00152372j 0.00521486-0.000875567j -0.00917384+0.016771j 0.0056409-0.00461516j 0.00013217-0.00151541j 0.00566675-0.0109055j 0.00520647+0.0035474j 0.0016135-0.0144235j -0.00491524+0.00155694j 0.00208162+0.000115865j 0.000571123-0.00691918j -0.00206352+0.0105007j -0.00173797-0.00119037j 0.00383293+0.00774803j 0.00535557-0.00688791j -0.000782021+0.00236106j 0.0114711-0.00753734j 0.0106821-0.00286057j -0.00994694+0.00633622j 0.00389135+0.0061775j 0.00762364+0.000289495j -0.00326171+0.00118982j 0.00330584+0.00482603j -0.00215333-0.00320818j -0.000588692-0.000919339j -0.00779964+0.00397908j -0.0100747+0.00152178j 0.000202558+0.00292833j 0.00302888-0.00725414j 0.00402482+0.00277701j 
-0.00468981-0.00525656j 0.00428996-0.00452071j -0.0030391-0.000723625j -0.0031125+0.00122769j 0.00543078-0.00350905j 0.000703379+0.0135573j 0.00565897+0.0052355j 0.00595058-0.00748673j -0.00119919+0.00358518j 0.00212474+0.00212635j 0.00255103-0.00145733j -0.00273067+0.000483217j 0.00181422+0.00142514j 0.0017201+0.00189557j 0.00422604-0.000511184j -0.000690208+0.00344464j 0.000503585+0.00059181j -0.00261954-0.00122215j -3.90483e-05+0.00244467j -0.00612004+0.00038711j -0.000978365+3.13993e-06j -0.00263693-0.0015793j -0.00364822+0.0112607j -0.000365665-0.0149338j 0.000594135+0.00224117j 0.000371712-0.00431806j -0.00610815+0.000769456j 0.00501345+0.0120841j -0.00368321+0.00349699j -0.00044564+0.00687251j 0.00151658+0.00463989j -0.00205148-0.00396384j -0.00155214+0.00536164j -0.00311327+0.000970151j 0.000723268-0.00239554j 0.00053755-0.00586224j -0.0039754-0.000749875j -0.0014186+0.00583231j 0.00278932+0.00171115j 0.00150891-0.00285572j 0.00272253+0.00362353j -0.00300839-0.00782585j -0.0015278+0.0053107j 0.000568903+0.00165147j 0.00118842+0.00470919j -0.00171685-0.00174941j 0.00249053-0.00288947j -0.00123926-0.000404108j 0.00462576+0.00178297j -0.00300832+0.00231151j -0.00358777+0.00707049j -0.000713735+0.00405326j -0.00175281-0.0038752j 0.00292773+0.00355827j -0.00635695+0.00112955j -0.00617276-0.00164533j -0.0044439+0.00555478j -0.000542575-0.00807571j 0.000858314+0.0038498j 0.00474019+0.0039024j 0.00423436+0.00554827j 0.0031637+0.00405117j 0.00367384+0.0072991j -0.00541634-0.00132287j 0.00666257-0.00883603j 0.00469041+0.0075432j 0.000768834+0.0039352j -0.00215033-0.00670118j 0.00478885-0.00378468j -0.00128478-0.00869941j 0.00187392-0.00395726j 0.00383861+0.00142852j -0.00385448+0.00189268j 0.00679712-0.0049436j 0.000148593+0.00301565j 0.00470384-0.00609585j 0.00191984+0.000738012j 0.00387372-0.00840651j 0.00667807-0.00717696j 0.000664791-0.00192622j -0.00695163+0.00793593j -0.00621214+0.00257629j -0.017898+0.00741438j -0.00297883-0.00150096j 0.00627674-0.0047882j -0.00136638+0.00154564j 0.00112542-0.000498557j -0.00289635-0.00111203j -0.00418207-0.000814314j -0.00188607+0.00124791j 6.48852e-05+0.00271364j 0.00280278-0.000356854j 
-0.000925314-0.00136275j -0.00222656+0.00165075j 0.000625671-4.84622e-05j 0.00189577-0.000746445j -0.00207929+0.00279128j 0.00341611+0.00174065j -0.00336849-0.00181328j -0.0035701-0.00366669j 0.0015074-0.00461764j 0.00227464-0.00107273j 3.55417e-05+0.00162722j -0.000856244+0.000180282j -0.0011398-0.00081749j -0.00113865+0.0012467j -0.00312083-8.46535e-05j 0.000835537-0.000318702j 0.000414718+0.00115305j -0.000217302-0.00231667j -0.00280198+8.64963e-05j 0.000356721-0.00314696j -0.000679353-0.00388668j -0.000208194-0.00518817j 0.00548655+0.0158548j 0.00297405-0.00305336j -0.00216594+0.00770391j -0.00167109-0.00674472j 0.000304277+0.000944473j 0.00122705+0.000628191j -0.00202642+0.00546806j 0.000351285-0.00834547j 0.00300804+0.000688145j 0.000274565-0.000118203j 0.00101636-0.00154234j 0.00132215-0.00322523j -0.000948353-0.00235951j 0.00175149-0.00727977j 0.00200879-0.00169123j -0.00160817+0.0034054j -0.000576311-0.00246446j 5.4641e-05+0.00099644j -0.00135276+0.000866272j 0.000387417-0.000919158j -0.00134615+0.00381804j 0.000499377+0.001326j -0.000186358+0.00172834j 0.00169509-0.000576511j 0.00102363-0.00435683j 0.000882215+0.000887874j -0.00148217+0.00141141j 0.00436582-0.00405645j 0.00477954-0.00394j -0.000667343+0.00358418j -0.00278421+0.00424443j 0.000899899+0.000791099j 0.0014584-0.00233668j 0.00636144-0.00424043j -0.00447786+0.00201639j -0.00256246-0.00200564j 0.0061361+0.00729136j 0.00738608+0.00558343j 0.00793274-0.00283358j -0.000748814-0.00606541j -0.00378039-0.00468719j 0.00674925-0.00167975j 0.00174511-0.00342339j -0.00139631+0.0110339j -0.00183842+0.000878077j -5.9027e-05+0.00405331j -0.000144169-0.0040919j 0.000203451+0.00423035j -0.00385806-0.000836231j -0.00105407+0.000763141j -0.00051271+0.00459491j 0.00160692-0.00908969j 0.00379556+0.00744511j 0.00600746-0.011264j 0.013882-0.00509737j 0.00348248+0.0105381j 0.00106688-0.00719018j -0.00668679-0.0124433j 0.0140588-0.00457915j -0.00285624-0.0105325j 0.0132485-0.00396074j -0.00047427-0.00504774j 0.00774186-0.0124919j -0.00267919-0.0105204j -0.00103728+0.000915648j -0.00223598-0.000452554j -0.00926024+0.0119686j -0.00440025-0.00596669j -0.00970472-0.00690266j 0.00526627-0.00374472j 
0.000439962+0.00184907j 0.000298379-0.000945656j 0.00022659-2.37812e-05j 0.000508467+0.000153824j 0.00114764-0.0024827j -0.00075704-0.00305834j -0.00105112-0.00320755j -0.00244457+0.00105014j -0.000382699-0.00111141j -0.000457475+0.000761441j -2.23924e-05+0.00127913j -0.000219096+0.000611157j -0.000535181-0.000577943j 1.32151e-05+0.000366112j 0.000465218-0.00175757j -0.000227617+0.000260829j -0.000142743-9.10113e-05j -0.00157372+0.00140249j 0.000518974-0.00118553j -0.00237244+0.00110763j 0.000468807+0.00178037j -0.00450148+0.00381046j 0.00463304-0.000428278j 0.00169422+0.00816747j 0.000179868-0.00167985j -0.000938746-0.0037917j 6.00818e-05+0.00422944j -0.0023529-0.00798782j -0.00122707+4.05866e-05j 0.000983114-0.0020386j 3.89196e-05-0.000489508j -0.000122669+0.0037464j -0.000744968+0.00396432j 0.00168123-0.00228685j -0.000847943+0.00233547j 2.4463e-05-0.00183203j 0.000235138+0.00158672j -0.00251944-0.001108j 0.00236382-0.00229957j 0.000708211-0.000918563j 0.000963439-0.00220758j -0.00133711+0.00314382j -0.0025059-0.000326953j -0.000345347+2.4156e-06j 0.00128295-0.00205933j 0.00117915+0.00210551j 0.00320352-0.00130502j 0.000739709+0.00184094j -9.06943e-05-0.000373356j -0.000910399+0.00500308j 0.00166828+0.00211283j -0.00207444-0.00139342j -0.00309177+0.000722872j -0.00105181-0.00173594j -0.00525193+0.00388731j -0.00187438+0.00270631j 0.00358821-0.00103185j 0.000629259-0.000206754j -0.00211867+0.00731722j 0.00421045-0.00475343j 0.00171725-0.0027128j -0.00484625+0.000743917j -0.00568175-0.000685022j 0.00544451-0.00175099j 0.00209028+0.00336692j -0.00209552-0.00554615j -0.000344947-0.00184784j 0.00048572+0.000660008j -0.00670889-0.00144325j 0.000493554+0.00185206j -0.00411699+0.00211826j -0.00114646-0.00150466j 0.00133059-3.37053e-05j -0.00333735+0.00274472j -0.00465459+0.00215007j -0.000111568+0.00668971j 0.00521836-0.00378029j 0.00925834-0.0134205j 0.00491876+0.00552301j 0.0230641-0.00179619j -0.00100089-5.00796e-05j -0.0124187+0.00312385j 0.0043639-0.0200096j -0.00104054+0.00796429j 0.00356695-0.000703037j 0.00122255-0.00807904j 0.000111991-0.000340768j -0.00289283-0.00148997j -0.00079378+0.0050503j -0.00297006-0.0108139j -0.00433586-0.0050971j 0.000333072-0.00408015j 
0.00293493+0.00145978j -0.0042478+0.00473246j 0.000822446-0.00118274j 0.00134464-0.0024731j -0.00797174+0.0048462j -0.00153716-0.0094932j -0.00106992+0.00620585j 0.00189804-0.00201304j 0.00022616-0.00504385j 0.000941658-0.00231534j 0.000288718+0.001071j 1.69929e-05+9.34174e-05j 0.000117869-0.00157731j -0.00011405-6.4053e-05j -0.00374883+0.00243661j 0.000920986-0.00124716j 0.000834728+0.000134779j -0.000482694-0.00166221j -0.00045351-0.000184232j -0.000626483-0.00596777j -0.00179567+0.00204592j 0.0116668-0.00891268j -0.000918798+0.00968774j 0.00219484-0.00701677j -0.00362532+0.00833412j 0.000954176-0.00857462j -0.00133159+0.00380401j 0.00165964-0.000195454j -0.00162579+0.0053219j -0.00192366-0.00808836j 0.000159911-0.00322986j -0.000767224+0.00384776j 0.000839638+0.00279339j 0.00058164-0.00548606j -0.000367882-0.000668549j 0.00193247-0.00728583j 0.00166385+4.43451e-05j 0.000673723+0.00658298j -0.00240575-0.00255283j 0.00128507+6.58994e-05j 0.000892668-0.00056957j -0.000185239-0.00190849j -0.000888151+0.00363729j 0.000495806+0.00132308j -0.000528387+0.00256702j -0.00160897-0.00418121j 0.004194+0.000486522j -0.00129281-0.000948338j 0.00307952+0.00712183j -0.00453016-0.00645255j -0.00248138-0.00882472j -0.00298618+0.0036343j 0.00216651+0.00556937j 0.00391402+0.00621028j -0.00139873-0.00327606j -0.00320114-0.00638271j -0.0112319-0.00147502j -0.00499381+0.00520389j -0.00195878+0.00110804j 0.00555924-0.0174906j 0.00935697-0.00299995j -0.000881238-0.0107581j -0.00054026-0.00843447j -0.0031184-0.0181328j 0.00102934+0.00802966j 0.0187657-0.010928j -0.000513002+0.00223663j -0.000935336-0.001696j 0.000816007-0.00701672j -0.000194741+0.00164352j 0.00220945+0.00331544j -0.000752716+0.000442106j 0.00188148-0.00533579j 0.00202352-0.00478285j -0.00249917+0.00236867j -0.00050165-0.0144663j -0.0208411-0.00411894j 0.00145862-0.00519097j 0.00634731-0.00623013j 0.00355871+0.0107142j -0.0089239-0.0102477j 0.00439426-0.00399369j -0.00138996+0.000830662j -0.0024973+0.00338342j -0.00443524+0.00690892j 0.00100267+0.0108766j -0.000794131+0.00147294j 0.00657048+0.00283693j -6.89456e-06-0.010128j 0.00549611-1.30507e-05j 0.0077622-0.000763071j -0.00084312+0.00392995j 
0.00274971-0.004465j 0.00342103+0.00452076j -0.000654694-0.00125391j -0.00220666-0.00206755j 0.00149213+0.00662781j -0.0107115+0.00332193j 0.00114269+0.0019223j 0.0053575+0.00324891j -0.00156898+0.000593123j -0.0022161-0.00140375j 0.000998165-0.000515839j 0.000383304-0.000840762j 0.00109157+0.000643712j 0.00293203-0.000116862j 0.00199467+0.00207877j -0.00128396-0.000151192j -0.000514885+8.3482e-05j 6.31149e-05-0.00298778j 0.00144463+0.00270738j -0.000221806-0.00223395j 0.00332047+0.00113774j 0.00229815-0.0100071j -0.00279094-0.0108673j 0.011192-0.00627204j -0.00454452-0.00350375j 0.000176182+0.00670985j -0.000486331-0.00128605j -0.0050156-0.0020701j -0.00332752-0.0023019j 0.00506408-0.00177889j -0.00228144-0.00256709j 0.00229382+0.00225538j 0.0022128+0.00458464j -0.000825017-0.00325486j 0.00344679-0.000538017j 0.00354693-0.00512961j 0.00214161+0.0011542j -0.00107676+0.00205289j -0.000417783-0.00237807j -0.0008007-0.00195813j -0.00027149-0.00358676j 0.00373771-0.00549249j -0.000639981+0.00194889j -0.0012899+0.00139959j -0.0013599-0.00424377j 0.00167331-0.00155576j 0.000906565+0.0040727j 0.00190974-0.0044166j 0.000590925+0.00348007j 0.00189511+0.00191075j 0.00165849-0.00499009j -0.00314378+0.000473495j 0.00557218-0.00489203j 0.000604554+0.0080913j 0.00533688+0.00640389j 0.00193033+0.00663836j -0.00352108-0.00653056j -0.00330621+0.00883436j 0.00236365-0.00905438j 0.0126521-0.00607504j 0.013947-0.00162397j -0.007871-0.00610842j 0.00402224+0.00197513j 0.0037273-0.00816491j -0.0098135-9.02041e-05j -0.00399175-0.00187565j 0.00678553+0.00265793j 0.00391287-0.00442969j -0.00261777+0.00318134j -0.000316523-0.00440726j 0.0016328+0.00138116j 0.000916121-0.0012642j 0.0014328+0.00326563j -0.00563337+0.00218137j -0.00424681-0.0163965j 0.00403918-0.00651097j 0.00603492-0.00581326j -0.0127559+0.00797481j 0.00211104-0.00292594j -0.00519359+0.00363988j 0.000174129+0.00126549j -0.00487776+0.00261874j 0.00465164-0.00107361j 0.00979377+0.00187975j 0.00467812-0.00927788j 0.00351976-0.00505384j 0.000832449-0.00295606j -0.0128872+0.000227087j 0.00720971+0.00524733j -0.00360326-0.00161394j 0.00196623-0.00143395j -0.00496642+1.69028e-05j 
-0.00158332+0.00228852j -0.00132444-0.000116961j -2.73748e-05+0.000226644j 0.000582646+0.000126506j -7.33003e-05-0.00117766j 0.00422383-0.000619321j -8.78349e-05+0.0010677j -0.00158708-0.00102801j 0.000537547-0.00279041j 0.00177199+1.47204e-05j -0.000961058+0.000949949j -0.000901863+0.000248872j -0.000110709-0.000821803j -0.000261338-0.000575199j -0.00241899+0.00101561j 0.00125114-0.00107338j -0.000752072+0.000390658j -4.91866e-05+0.000354659j -0.0020959-0.000722269j -0.000199406-0.000771255j -0.00121068-0.00163057j -0.00297431+0.00573486j 0.00317136+0.00321887j -0.00391186+0.0031482j 0.000766643+0.00557401j -0.00132947-0.00681684j -0.00329763+0.00255581j 0.00293107+0.000184352j -0.00127221+0.00142524j -0.0021937-0.00177598j 0.00103064+0.000322265j -0.00065477-0.000386704j -0.000160208-0.00203797j -0.000526421+0.00123704j -0.000115173-0.000442606j 0.000172433-0.0039379j -0.00247281-0.00157137j 0.00100805-0.00263488j -0.000174341+0.00244572j 0.00108661-0.000412822j 0.00138227-0.000181728j -0.00114301+0.00107762j 0.00148483-0.00131705j 0.00217471-0.000321431j 0.00279871+0.000635318j -0.00135961+0.000809761j 0.00124406-0.00265647j 0.00094195+0.00257023j 0.00177966-6.8254e-05j -0.00559846+0.00608825j -0.00478558+0.00507811j 0.00142684+0.00164345j 0.0033758-0.0091195j -0.000897572-0.000852952j -0.000155505-0.00307471j -0.00521363-0.000599876j 0.00654303-0.00155116j 0.000202285+0.000295959j -0.00726079+0.0112989j -0.000656923-0.00152138j 0.00132012-0.00787424j -0.00366246+0.00299541j -0.00574821-0.00368142j 0.00210645-0.00220119j -0.00247141+0.0200361j -0.00719473+0.000191276j 0.000291171-0.00120043j 0.0010061-0.00315148j -0.00560025-0.000501235j -0.00333291+0.00320374j 0.00479471-0.00134971j -0.0086953+0.00417998j -0.00505445-0.010152j 0.00441198+0.00500892j 0.00723234+0.0102228j 0.00129307-0.000626898j 0.00400152-0.00298858j -0.0257711+0.0197199j 0.0143678-0.0121235j -0.0141819+0.0126937j 0.000377338-0.00716788j -1.46893e-05-0.00833838j 0.00311636-0.00762885j -0.00149762+0.0024438j 7.71557e-05+0.00534546j -0.00349819+0.00259089j -0.00199078+0.00304031j 0.00124569-0.00461785j 0.000340197+0.00457929j 0.0035582+0.00285785j -0.0012839-0.000633215j 0.00246524+7.00329e-05j 
-0.000671367+0.00236189j -0.000742943-0.000817184j 7.18268e-05+0.000208455j 0.000309092+0.000612237j -0.000744062-0.00175962j 0.00234558-0.00554661j -0.00343625+0.00184001j -0.00136676-0.000627557j 0.00105549+0.00131839j 0.0020267+0.000621837j 0.000413918-0.000262094j 0.000162964+6.67604e-05j -0.000176523-0.00101136j 0.000350487-0.00170205j -0.00335124-0.000947543j 0.00138465-5.34015e-05j 0.000211591-0.000522775j -0.00122494+0.00340022j -0.00126745-0.00299661j -0.0013953+0.00121056j 0.0039442+0.00241269j -0.000832341+0.0053071j 0.000776011-0.000842873j 0.00207976+0.000356633j -0.00150716-0.00256253j -0.00238797-0.000671275j 0.00251868-0.00161234j -0.0039145+0.000907864j -0.000163594+0.00259448j -0.00233781+0.000454174j 0.00153718+0.000857685j 0.00348121-0.00175197j 0.00848882-0.00198479j -0.00245296-0.000273426j 0.00385018+0.00112234j -0.00474178+0.000189702j -0.00205211+5.3689e-06j 0.00205383-0.000894195j -0.00461589-0.00087917j -0.00117863-0.00189163j -0.00200528-0.000481718j 0.00193861+0.00181827j 0.00283307+0.000903433j 0.00499042-0.00149989j -0.00178719+5.95844e-05j -0.00260313+0.000599213j -0.000952748-0.0033067j 0.000665039+0.00172608j 0.000206673-0.00183725j 0.00508072+0.00141123j -1.41981e-05+0.00254618j 0.000532445+0.00113615j -0.000427256-0.000240917j -0.00214917-0.00259387j 0.00624689+0.00177118j 0.00109608+0.00145467j 0.0011882+0.000804876j -0.00159199+0.000483417j 0.00489413+0.00696567j -0.00486418-0.00807481j -0.0013714-0.00254605j 0.00611476+0.0040739j 0.00124011+0.00136323j -0.000659048-0.00596472j -0.00216394+0.000137839j -0.00207216-0.00845734j -0.00469692+0.000415799j -0.00149478-0.00289844j 0.0030267+0.00891272j -0.00182309+0.00246367j 0.00507068+0.00989493j -0.011774+0.00389347j 0.00108824-0.00246007j 0.00747485-0.0053858j 0.00396236+0.00856533j 0.0013945+0.000326886j -0.00230187-0.000373372j -0.0128225-0.00987061j 0.0160434-0.0153731j 0.012996-0.0188236j -0.000946292+0.0094525j 0.00383188+0.0115129j -0.0118747+0.000562624j 0.000184615+0.00510437j 0.0066271+0.00606895j 0.0029574-0.00175462j -0.000394442+0.00199802j -0.00197047+0.000644144j -0.0010963-0.000963932j -0.00220146-0.00264712j 0.000430178+0.00170933j -0.00135293-0.00180969j 
