-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
5.03304e-05+1.90692e-05j 0.000263403-0.00144325j 0.000671878-0.000913357j 0.000958515+0.00236816j -0.000226793-0.00187681j 0.00136928+0.00199525j 0.00119929-0.000377538j -5.75418e-05+0.00160718j -0.00117176+0.000679741j -0.000260453-0.000457836j 0.00016638-0.00115408j 0.000583225+0.00108048j 0.000255469+0.00157838j 4.72838e-05-0.000338872j -0.0001753-0.00249216j 0.000443781+0.000513897j 0.000301762+0.000523288j 0.000995782+0.000624855j -0.00176515-0.00933003j 0.0028157+0.00641238j -0.00274568-0.00812289j 0.00189516+0.00798249j -0.00146751-0.0064991j -0.00123928-0.00201651j 0.00211423+0.0224059j -0.000699161-0.00454805j 0.0042744-0.008029j 0.000409125+0.00541897j 0.00178252+0.00829341j 0.00656173-0.0035652j -0.00230529-0.00345847j 0.00138474-0.00897514j 0.00229585-0.00282576j 0.000978728-0.00827002j -0.00190891-0.0140131j -0.00308477+0.0098914j -0.00104222-0.00400537j -0.000152233-0.00756997j 7.93798e-05+0.00287761j -0.00222841+0.0157352j -0.00102923-0.0029021j 0.000271888-0.000589458j 0.00319718-0.00123478j -0.0024045+0.000988072j 0.00188157-0.00164317j -0.00106006-0.000163132j 0.0002712+0.000593254j -0.00628441+0.00205393j -0.000216351+0.000665466j 0.00228417-0.00166648j 0.0173688+0.000424601j 0.00235668-0.00194982j -0.00176701+0.00206911j 0.00483554-0.00131879j -0.000334496+0.00376526j -0.00522184+0.000585167j 0.0032107+0.00290493j -0.00463576-0.000139619j 0.00339693-0.000923711j -0.00187323-0.00167792j -0.000786047-0.00337248j 0.0010847+0.000318556j 0.00325578-0.00112238j 0.00296674-0.00338077j -0.00500709+0.000465245j -2.00992e-06+0.00176389j -8.38632e-05-0.00246908j 0.000430459+0.00262408j -0.0008764+0.00111104j -3.97501e-06-0.0012466j 
-0.000348126+0.000301997j 0.000822507-5.53285e-05j -0.000144368-0.000700453j 0.000702688-0.000437086j -0.00024009-0.00119423j 0.000836899+0.000273466j -9.47106e-05-0.00179511j -0.000363071+0.00160377j -0.00066692+0.000381937j -0.000171693+6.51347e-05j 0.000308259-0.00055917j 0.000641376+6.7443e-05j -0.000288398+0.00139543j 0.000268571-0.000303757j -0.000380249-0.000926757j 0.000402066+0.000994958j 0.000278058+0.00107638j 0.000485738-0.000982688j -0.000873615-0.000693205j 0.0012826+0.000262431j 0.00150567-0.000334046j 0.00156197-0.00370551j -0.00397241-0.000722729j 0.000456742-0.00898145j 0.00273785+0.00534014j -0.000886483-0.000721262j -0.00405651+0.00707023j 0.00367777-0.00291932j -0.000328474+0.000428532j 0.00262413+0.00275459j -0.00232373+0.000875125j -0.00305601-9.48624e-05j -0.00182945-0.00620291j 0.0017457-0.00240532j 0.00477622-0.0021434j -0.00164467+0.00992906j 0.00395078+0.000369957j -0.00143501-0.000746225j 0.000749992+0.00255957j -0.00103181+0.00575973j 0.00163867-0.00359048j -0.00183802-0.00245761j 0.000145818+0.000436632j 0.000500843-0.000907081j 0.00116368-0.00204827j 0.0022171-0.00155137j -0.000910724-0.000589826j -0.00647396-0.000179261j -0.000172601+0.00208003j -0.000842984-0.00251167j -0.080892+0.000684573j 0.000990417-0.0027477j -0.00082377+0.00116317j 0.00118593-0.00109269j -0.00703308-0.00755379j -0.00110644+0.000667631j -0.00197312+0.00467218j 0.00154017+0.000957312j 0.000170438-0.00138072j 0.000343411-3.55203e-05j -0.00029991+0.000558045j 0.000507691-0.000162425j 0.00059974-0.002446j -0.00085591-0.00951143j -0.00666316+0.00782156j 0.000138635+5.28295e-05j 0.000413611+0.0017825j -5.51369e-05-0.000994511j 0.000312133+0.000157834j -0.000251026-0.000109704j 
-0.000237006-0.000192831j 0.00109217-0.000203118j 0.0016792-0.00114153j -0.00135092+0.00252011j 0.00200319-0.00118836j -0.0014417+0.000732728j 0.000567912+0.000309686j -0.000667617-0.000641272j -0.000585278+0.00024233j 0.000768299-0.000300879j -0.00052718-0.000647709j -0.000300218+0.000403129j -0.00044517-0.00131725j 0.000509726-0.0013948j 0.00176035-0.00109442j -0.00109581+0.00162377j -3.56151e-05-0.000114467j 0.00249828-0.000994559j 0.00195048-0.00462634j -0.00225601+0.0029978j 0.0026753+0.00200552j 0.000116543-5.49344e-05j -0.000488035+0.00673896j 0.00195628-0.000827644j -0.00292556-0.00838822j 0.000641197+0.00438219j -0.000961323+0.00205008j 2.04711e-05-0.00181883j -0.00166561+0.00309643j -0.00249257-0.00155757j 0.00184967+0.00118146j -0.00034978+0.00173412j -0.000844949+0.00490486j -0.00113852+0.00601246j 0.00219506+0.00229492j -0.000652345-0.00541446j -0.000726412+0.00348521j 0.000350118-0.00159356j 0.000203918-0.00235076j 0.000252904+0.00199056j 0.000306201-0.00176209j 0.00239974-0.00604439j 0.00352931-0.0016625j -0.000404005+0.00277251j -0.000506891+0.0035055j -0.0153963+0.00617465j 0.00233481-0.00184343j 0.00534306+0.00280055j -0.00445749+0.00107516j -0.0024237-0.00363182j -0.00873502-0.000444032j -0.00105543-0.00148194j 0.00366949+0.00532036j 0.00134447-0.00212724j -0.000980194-0.00849647j 0.00494169+0.00090274j -0.00312837+0.00283486j -0.00973556+0.000267024j 0.00180162+0.00157901j -0.00411434+0.000427228j -0.00425956-0.00598912j 0.000686369+0.000326747j 0.00690197+0.00164092j 0.0218312-0.000639416j -0.0165066-0.0154566j 0.00257772+0.00388707j -0.00398493-0.00881895j 9.69537e-05+0.00659307j -0.000715973+0.00185293j -0.000424565-0.00192771j 
0.000103098-0.000159234j -0.000201623+0.00139478j 0.000286569+0.00103934j -0.000581037-0.00093973j 0.000958671-0.000196322j 0.000137857-5.6282e-05j -0.00156451-0.00270955j 0.000979782+0.00147478j -0.000322125-0.00128247j -9.81173e-05-0.000106345j -0.000465962-0.00123026j -2.48266e-05-0.000750594j -0.000730108+0.00163491j -0.00138426+0.00038674j -0.000544283+0.000271846j 0.000364302-0.00048329j 0.00271139+0.00122549j 0.00111607+0.0044711j 0.00104206-0.000914099j -0.000411052-0.00209838j -0.00143356-0.00711241j 0.000954853-0.000428191j -0.000784768+0.00274567j 0.00167612+0.00222284j 0.000452124+0.00649658j 0.00138472+0.00200128j 0.0017155+0.0233609j 0.00183007-0.000888882j 0.00119223-0.000218587j 0.000128662-0.00320797j -0.000357403+0.0136235j -0.00270112+0.00867837j 0.00217561-0.0132462j -9.741e-06+0.00770668j -0.00159897+0.00254315j -0.00166375+0.00643389j 0.00198308-0.00125966j -0.00114313-0.000532635j -0.00190693+0.0010797j -0.000634626+0.0045774j -0.00295978-0.000214089j 0.00382454-0.000861178j 0.000264751-0.00234773j 0.00366183+0.000704213j -0.00311927+0.00167523j 0.00193964-0.000683563j -0.000949651-0.000360911j -0.00993742-0.00117207j 0.000997609-0.000626769j -0.00178495-0.000270994j -0.000502743-0.00212044j 0.000791533-0.000167371j 0.000493+0.0035872j -0.00136422-0.00100912j 0.00291351-0.00207869j -0.00346405+0.000484111j 0.00821084+0.00217387j -0.00340909+0.000811508j 0.00429691+0.00125293j -0.00271786+0.00227748j -0.00613046+0.00141388j 0.00254076-0.0010923j -0.00164993+0.00468038j 0.000535861+0.00734251j 0.00584577-0.00578848j 0.00515021+0.0043794j 0.000965158-0.00265265j -0.00181556-0.000255861j 0.00210542+0.000716687j -0.00289541-0.000489112j 
-0.000421399-0.00136679j -0.000424356+0.000315598j -0.00188686+0.000501477j 0.00170199+0.00462543j -0.00179237-0.00363503j 0.000602273+0.00129556j 0.00191263+0.000117186j -0.00173377-0.000658963j 9.18614e-05-0.00137572j -0.00110448+2.03868e-05j 0.00132733-0.0010615j -4.3893e-06-0.00244731j 0.000673738+0.000820912j 0.00209707+0.00102935j -0.0002162+0.00174612j 0.000658794-0.00321639j -0.000861451-0.00227707j 7.7831e-05-0.000324011j -0.000819605+0.000671037j 0.000825127-0.00477561j 0.00123574+0.00343441j -0.000598455-0.00521627j -0.000611581-0.0029833j 0.00141546+0.0038118j 1.25337e-06+0.00833712j -0.00261183-0.00587427j -0.0021864-0.0154935j 0.000411938-0.000599647j 0.00163639+0.000180696j 0.00156906+0.000381809j -0.000342219-0.0124946j 0.0019394-0.010285j 0.00166381+0.00706861j 0.00120671-0.00360451j 0.00102981+0.0018344j -0.00185748+0.00729299j 0.000492868+0.00325897j 3.04647e-05-0.00188846j -0.00141565+3.56395e-05j 0.000233745+0.000757j 0.000347082+0.00224592j -0.00130152-0.00632144j -0.00584343+0.000573883j 0.00626409+0.000279219j -0.00300695-0.000330307j -0.000961954+0.000826025j -0.000884528-0.00144353j -0.00690415-0.000751105j 0.00387204+0.000133637j -0.00297191-0.00058612j -0.00488221+0.00239421j -0.0011089+0.000989556j 0.00211055+0.00273429j -0.0013128-0.00318533j 0.00397633-0.0110852j 0.00319601+0.00551136j 0.00760287+0.00334231j 0.00460408-0.00161339j 0.000568568+0.000902887j 0.00398928+0.000604507j -0.0041688+0.00690481j 0.000274901+0.000636562j -0.00223912+0.00146029j 0.000244236+0.0033124j 0.00239333-0.00222621j 0.00307179+0.00156687j 0.00348992-0.00189399j -0.0045045-0.00113181j 0.00192562-0.00153455j -0.00152937+0.000892051j 
-0.000528473+0.000317617j 0.0012347-0.000931255j 0.00201833-0.00203218j 0.000123959-0.000960816j 0.00049229-0.00115163j 0.000196222-0.000230078j 0.000316637-0.000866863j -0.00055189+0.00233469j -0.00112136+0.00299484j -8.8505e-05+0.000485879j -0.000411607+0.00115987j -0.000391109-6.0767e-05j -0.000180939+0.00179628j 0.00187067+0.000190745j 0.00154892-0.00173139j -0.00143338+0.000694562j -0.00174612+3.97463e-05j 0.00221354-0.00454339j -0.000129253-0.00104997j 9.6285e-05+0.00180875j 0.00344099+0.00671863j 0.000197777-0.00666333j -0.00109464+0.00509036j 0.00363591-0.0128011j -0.000525358-0.00827594j -0.000414072+0.00332536j -0.0029004-7.20501e-06j 0.00135034-0.00618924j -0.00148405+0.00293892j -0.0021886+0.00689648j 0.00126038-0.00631496j -0.000246584+0.000196044j -0.000510098+0.00229202j -0.000592782+0.000432654j 0.00303721+0.00497054j -0.00178859+0.00162613j -0.00146983+0.00479229j -0.000536156+0.00148631j -0.00298942+0.00349194j 0.00250172-0.00286419j 0.000748598-0.000950089j -0.000911846-0.00440596j 0.00281361-0.000117062j -0.00357753+0.000830269j 0.00241532-0.00246225j -0.00949791+0.00109329j 0.00304085-0.00285186j -0.019279+0.00099921j 0.000397381+0.000293154j -0.00485139-0.00251427j -0.0172205+0.000862753j -0.00531144-0.00407849j -0.000586011+0.00682578j 0.0017427-0.00172443j -0.000521345-0.00786127j -0.00185962+0.000192838j 0.0141827+0.00294461j -0.00699987-0.00141681j 0.000871157+0.00196049j -0.00339665-0.00113367j 0.00296509-0.00724304j -0.000396129+0.00189908j 0.00161859+5.71547e-05j -0.00617136+0.0111309j 0.0122181-0.00360998j -0.00463668+0.00112869j 0.00233746-0.00438496j 0.0033531+0.00410584j -0.00140902+0.00203771j 0.000993154-0.00166656j 
0.000555955+0.000510452j 9.45381e-05-0.00228524j -0.000173968-0.000652955j 0.000395931+0.000970056j -0.00043029-0.000867776j 0.00121069+0.00173236j 0.000465917+6.23161e-05j 0.000713663+0.0019225j -0.000316224+0.00191547j -0.000394189-0.000807628j 0.000107998-0.00140492j 0.000523364+0.00147217j 8.33592e-05+0.00168352j -0.000675893-0.000402239j -0.000986711-0.00310911j 0.00113131+0.00119004j -0.000201993+0.000525331j -0.000625303+0.00104065j -0.00130285-0.00698572j 0.00233524+0.00471314j -0.00366676-0.00815509j 0.00235291+0.00760776j 0.000143684-0.00217696j -0.00280396-0.00174956j 0.000403465+0.0161789j 0.000238048-0.000868673j 0.00289136-0.00799719j -0.0009897+0.00508419j 0.000423697+0.00927179j 0.00489068-0.00323295j -0.00211813+0.000559252j 0.000705906-0.00458274j 0.00191181-0.00285663j 0.00143059-0.00547872j -0.000636908-0.0116737j -0.0027076+0.00404739j -0.000528172-0.00183805j 0.000300103-0.00483127j 0.0013672+0.00349146j -0.00132025+0.00944754j -0.0010635-0.00336082j -0.00288095+0.00284319j 0.0034717+0.000845006j -0.00414449-0.00111272j 0.000220798-0.00209267j 0.00396405-0.00137829j -0.00156752+0.00220711j -0.010889+0.00204771j 8.36885e-05-0.000189885j 0.00434003-0.00169054j 0.00496571+0.00207018j 0.00497669-0.00146881j -0.00370016+0.00111232j 0.00392465+0.000178583j -0.00256596+0.0076639j -0.00391815-0.000633698j 0.00474058+0.00136321j -0.00218163-0.00172178j 0.00462474-0.00020609j 0.00304238-0.00127862j 0.0025569-0.00133562j -8.9663e-05-0.000269162j 0.00380053-0.000350505j 0.00300594+0.00242377j -0.00124451-0.00464988j -0.00237379-0.000985147j 0.000910252+0.00137916j 0.000615359-1.6441e-05j -0.00119201+0.000436394j 0.0011331-0.000269663j 
-0.000234357+0.000727615j 0.000836325+0.00142108j 0.0010786+0.000720298j 0.000169941-0.00295107j 0.00222621+0.00141179j 0.00031458-0.000304001j 0.00059251-0.00119497j -0.00146344-0.00304968j -0.00148366-0.000578321j -0.000215923-0.00044069j 0.00124103-0.00317591j 0.000103081-0.000202096j -0.000126092-0.00262664j 0.00193233+0.00119972j 0.000716863+0.00176049j -0.00220927-0.000896741j 0.000996641-0.000229116j -0.00285961-3.01327e-05j 0.00468572+0.00609941j 0.00317576-0.000232101j 0.00226297+0.0127533j -0.000915043-0.00209964j -0.00316729-0.0233638j -0.00277568-0.00895999j -0.00193829-0.00323739j -0.000796188-0.0178095j 0.000102327-0.00545333j 0.000474457+0.00469421j -0.00117662-0.0168418j -0.000203559-0.00706274j 0.00208186+0.00720548j -0.000262237-0.0180898j 0.000907455-0.00068151j 6.46271e-05-0.00668544j 0.000854043-0.00396706j -0.00335948-0.000792576j -0.00131603-0.00384993j 0.000152701+0.00209468j -0.00164492-0.00176607j -0.000802098-0.00492011j -0.00165721+0.00364994j 0.00197122+0.00653463j 0.00256501-0.00179524j -0.00247328+0.00138097j -0.00391088+0.00071066j -0.00379088+0.00176786j 0.00171042+0.000290409j -0.0105929-0.00115371j 0.0037883-0.00229491j -0.00696828+0.0041903j -0.00210744+0.00192073j -0.00279473+0.00258822j -0.00437507-0.00239519j -0.000896511+0.002037j 0.00193831+0.0124837j 0.00318191-0.00368097j 0.0054885-3.26714e-05j -0.00625201-3.11292e-05j 0.0017268+0.000743688j -0.00264517-0.000488725j 0.000627948-0.00361032j -0.000280694+0.000241467j 0.00176313+0.00123848j 0.000910305+0.00192321j 0.000606928-0.00247902j -0.000867019-0.000562435j -0.00166934-0.00073812j 0.00196731+0.00193212j -0.000612213+0.000850611j 0.000407119-0.000487031j 
-0.000636653-0.000194611j 0.000645561+0.000964632j 0.000952757-0.00146906j 0.00212572-0.000104349j 0.00301206+0.00336502j 0.000173575-0.000280619j 0.00123533+0.00202497j 1.48241e-05-0.000685184j -2.11556e-05+0.00022025j 0.000265324-0.000592352j 0.00195785+0.000535617j 0.00107275+0.00270181j -0.000200696-0.00115592j 0.000371507-0.000233617j -0.000695271-0.00226287j -0.00301238+0.000938251j 0.00173913+0.00269167j 0.00257262-0.00310671j -0.00204352+0.0024931j -0.00131608+0.0076739j 0.000852-0.00468863j 0.00257995+0.0194123j -0.00163828-0.0179114j 0.00581843+0.0117117j 0.000156302+0.00400409j 0.00171961-0.00278143j 0.000558813-0.0149272j 0.00164917+0.0160316j 0.000769461-0.0159529j 0.00102089+0.0111054j -0.00256603-0.00874704j 0.00334225+0.00544812j -0.000988232-0.00447757j 8.48883e-05-0.00638272j -0.000326244+0.00309952j 0.00291508+0.000826685j 0.00110317+0.000450536j -0.000581654+0.000692236j 3.76192e-05-0.000108781j 9.72912e-05+0.000201777j 0.00312964-0.00765966j 0.000556921-0.00499903j 0.000300159+0.0013078j 0.000367647-0.000395198j 0.00217889+0.000380156j -0.00331949-0.000521905j -0.000654018-0.00180546j 0.00125293+0.00332485j -0.00336327+0.00153506j 0.000820968-0.00447261j -0.0053946+0.00494213j -0.00112524-0.00464023j 0.00306918+0.00468315j -0.000443159-0.00180159j -0.000912822-0.0178446j 0.00252669+0.00239095j 0.00269797+0.000527112j -0.00153893+0.00218589j -0.00176781+0.00225038j -0.00147959+0.0011252j 0.000152391-0.000344051j 0.000157926+0.000377505j -0.00118145-0.000293254j -6.34724e-05+0.00183412j 0.00156121-0.000929807j -0.00137744+0.000184562j 0.00074733-0.001896j -3.00795e-05-0.000301695j 0.000574321-0.00060935j 0.000236759+0.000296414j 
0.00126103+0.00106798j 0.000373885-0.000872701j 0.000841868-0.000974835j -0.00210037-0.00637989j 0.00217768+0.00319381j 0.000486213-0.00216168j -0.00307289-0.00189327j 0.00214554+0.00139497j -0.000481234+0.0030314j 0.00117207+0.00028673j -0.000954332+0.000856859j 9.18627e-05+0.00233951j -0.00180766-7.99718e-05j -0.00225056-0.00151305j -0.000327354-0.00188637j -0.000604908+0.00275567j 0.00182533-0.00116467j -0.00376602-0.000699058j 0.00048268-0.00113258j -2.17621e-06+0.00477895j 0.000347054-0.00469564j -0.0017172+0.0055433j -0.00112073-0.00292763j -0.00124224-0.00150856j 0.00133611-0.000156648j 0.00114892-0.0024945j -1.1622e-05+0.0103106j 4.50759e-05+0.00428077j 0.00128558-0.0055774j -0.000435756-0.0012081j -0.000794949+0.0107719j -0.000117203+0.00957954j -0.000805723-0.00642336j -0.000289386+0.00302676j -0.000396559-0.00241117j 0.000758608+0.00148446j -1.7076e-05-0.00187906j -0.00122814+0.00170533j 0.00320808+0.00168516j 0.00131196-0.0016266j -0.000385029-0.00503122j -0.00236185+0.00459994j 0.00781233-0.00299486j -0.00884951+0.00105173j 0.00538679-0.00166898j -0.00333997+0.00232346j 0.000460837-0.0021799j 0.00613498-0.00145771j -0.00377654+0.00278598j 0.00576519-0.00401673j 0.00180339-0.00264151j 0.00382063-0.00290628j -0.0034927-0.000406548j 0.00623505+0.00284788j -0.00733206+0.00471818j -0.0100214-0.00627112j -0.00829188-0.00269205j -0.00341898-0.000487761j 0.00669314+0.00059976j -0.00408022-0.00397776j 0.0070256-0.00924798j -0.000100364+0.00140043j 0.00466102+0.00401147j -0.001815-0.00242962j -0.000375134+0.00144614j -0.00384103-0.00411789j -0.00119441+0.00532942j 0.00783978+0.00175805j -5.08832e-05+0.00363329j 0.00014958-0.00084j 
0.00106289+0.00252783j 0.00070931-0.000679044j 0.00112505-0.00172394j -0.00405361-0.00943688j -6.91789e-05+0.00229911j 0.000395336-0.00194827j 0.00228458+7.25406e-05j -0.000483302+0.000973348j -0.00120199+0.00147392j -0.000712671-0.000461931j -0.000415673+0.00174154j -0.000354096+0.00117819j 0.00123205-0.000943056j 0.00133116-0.00217947j 0.00127625-0.000305799j 0.000256997+0.00345525j 0.00179793+0.0018983j 0.00365452+0.00115125j 0.0023693+0.0166274j -0.00497956-0.0273212j -0.00279456-0.00522146j 0.00154949-0.00649651j -0.00142143+0.00425356j 0.00498284+0.00867024j 0.000985615+0.00419026j 0.000683488+0.00754941j 0.00114988-0.0126959j 0.00110602-0.000174512j 0.00180054-0.00351229j -0.000904382+0.000126184j -0.000322908+0.00819708j -0.00205999+0.00637393j -0.000653693-0.00376751j -0.000228488-0.00170342j -0.00223993+0.0039037j -0.00219014-0.00136858j 0.000558257+0.00116525j 0.000417708+0.00322698j -0.00107961+0.00218763j 0.000344344-0.00733268j -0.00185769-0.00531861j 0.00122861+0.000787783j 0.00286796+0.000719714j -0.00240973-0.000552076j 0.000382098-0.00176772j -0.00142334-0.00198635j -0.000140386-0.00153281j -0.0125908-0.000715738j 0.00591124-0.000401409j -0.00281206-0.00110472j -0.0016918+0.000411091j -0.000206246-0.0016204j -0.00450267+0.00113422j 0.00224578+0.00157243j -0.00116089-0.00555597j 0.0037476-0.00307261j 0.0022986+0.0028724j -0.00351647+0.00426037j -0.000298783-0.000591005j -0.00259248-0.000666834j 0.000717874-0.00249104j 0.000168879-0.000248531j 0.00108504+0.000993219j 0.00289151+0.000159553j -0.00232217-0.0026585j -0.00155603-0.00147781j -0.00146156+0.000542155j 0.00246425-0.000698921j 0.000648102+1.42858e-05j 0.000262174+0.000422932j 
-0.00154196+0.000437546j -0.000310285-0.000973778j -2.05773e-05-0.0001834j 0.00447587+0.000316128j -0.000673383+0.00181865j -1.08879e-05-0.000352781j 8.48006e-05+0.00174074j 0.00127114+0.00119276j 0.00107006-0.000852937j 0.000596321+0.000186956j -2.65062e-05+0.00244127j 0.000792012+0.00116783j 0.00170358+0.00052029j -0.000796436-0.000862592j -0.00133832-0.00136031j -0.000977601+0.0022197j -0.00153581+0.00205984j 0.00214172-0.00213937j -0.00575312-0.00129588j 0.00332441+0.00847841j -0.000505942-0.00770047j 0.00526063+0.00427979j 0.00171932+0.00667132j 0.00453007+0.00273574j -0.00233061-8.35886e-05j 0.000689467+0.00619452j 0.000123862+0.00762369j -0.000221333+0.000624907j -0.00323894+0.00787226j 0.000753248+0.00415334j -0.0035965+0.00136662j 0.00156862+0.00740197j -0.000551733-0.000840993j -0.00214453+0.00491175j -0.000753149+0.00048771j 0.000978094-0.00566794j -0.000627663-0.000269687j 0.00229934-0.0028861j -0.00219665+0.000204954j -0.000948171+0.00434436j 0.00275637-0.00351325j -0.000871458+0.00117018j -0.00319488+0.00326421j 0.000956035-0.00271457j 0.00204892-0.00701505j 0.0155777-0.00963402j 0.000832431+0.000366475j -0.0291992+0.00809666j 0.0040847-0.00578245j -0.00230666+0.00586524j -0.000445596-0.00339637j -0.00166342+0.00228028j -0.000590512-0.00165756j 0.00105785+0.00326456j 0.000745521+0.00296708j -0.00219589-0.00241762j 0.0097558+0.00337511j 0.00974106+0.000702639j -0.00889035-0.002138j 0.000634895+0.000293624j 0.00523368+0.00116368j 0.000139051+0.0014062j -0.00362897-0.00759119j 0.00503212+0.0050117j -0.00109032-0.00611899j -0.00295198+0.00354457j -0.00060225-0.000440929j 0.000434652-0.00387712j -0.00122233+0.000484469j 0.00103177-0.00102423j 
-0.000817998+0.00105878j 0.00132967-0.000829927j 0.00205057-0.00225355j -0.00026406-0.00151164j 0.00172227+0.00113307j -0.000460418+0.00058684j 0.00119091+0.000725534j -0.0008972+0.00227494j -0.00131567+0.000979949j -0.000291994-0.000554564j -6.25768e-06+0.00227124j -0.000218273+0.00194797j -0.000719074+0.00125545j 0.000763984-0.00058963j 0.00122822-0.00323765j -0.00108141+0.00201564j -0.000215001+0.00346309j 0.00834087-0.00354669j 0.00249526-0.00179457j -0.00674343+0.000936447j 0.00266085-0.00785265j -0.00207319+0.00783094j 0.000127372-0.000498819j 0.00426728+0.0042344j 0.00204644+0.0047258j -0.00276762+0.00544482j 0.00195576-0.00247556j -0.000857686+0.00446553j -0.000192767-0.00125767j 0.000908699+0.00256532j 0.00189421-0.00309267j -0.00215786+0.00790421j -0.00256243-0.00379228j -1.14799e-05-0.00043794j 0.000287066+0.00203662j -0.000523286+0.00306662j 1.1162e-05-0.000482476j 0.0020114-0.000528985j -0.00206816+0.00400823j -0.00141311+0.00172863j 0.00375303-0.00427628j 0.000189861-0.00229855j -0.000240574+0.00125393j 0.000461254+0.00152818j -0.00980788+0.0108799j 0.000614404-0.00201162j 0.0042373+0.000895282j 0.0220376-0.000737167j 8.25857e-05+0.00149711j -0.000368626-0.00232992j -0.00175521+0.00175683j -0.00924635-0.0043741j 0.00798866+0.00305917j -0.00322411-0.0023557j 0.0028696-0.00704272j 0.00462557+0.00376852j -0.000962833-0.00381023j -0.00251112+0.000681564j -0.000358218+0.00507006j 0.00170702+0.00290725j 0.00316925-0.00381913j 0.000113312+0.00367007j -0.00620511-0.0119123j -0.00569692+0.00235721j 0.0051773+0.0051872j -0.00211208+0.00663012j 0.00169544-0.00463126j 0.00107151-0.000228845j 0.000441373+0.0045022j -0.000922209-0.00337922j 
-0.00230033+0.000554016j 0.000327936+0.00266247j 0.000856424-0.000618145j 0.00512936-0.00157715j 0.00227707+0.00370108j -0.000231404-0.000184016j 0.0016928+0.000897529j -0.000481469-0.0044577j -0.000158419-0.00226088j 0.00159427-2.50281e-05j 0.0017919-0.00267871j 0.000754659+0.00121921j 0.000820792-0.00493933j 0.00131828+0.000344982j -0.000467393+0.00162411j -0.00340103-0.000926528j 0.00230325+0.00308912j -0.00119057-0.00862992j 8.82012e-07+0.00791899j 0.0047059+0.00586708j 0.00343665+0.00114029j -2.83338e-05+0.00373395j -9.60086e-05-0.0175414j 0.0027688+0.001771j -0.00272877-0.00291005j 0.00171814-0.00969709j 0.000255221-0.00214283j 0.000986469+0.00627188j 0.00152647-0.0148512j 0.000652729-0.000639807j -0.00194147+0.000494405j 0.0025458-0.00644979j -0.00115748+0.00204358j -0.00167783-0.00270963j -0.00100041+0.000706918j -0.000381262-0.00322789j 0.000527348-0.00554774j 0.00023406-0.000763523j -0.00251683-0.00283459j -0.00171542-0.00309847j 0.00237456+0.000451283j 0.00382173+0.00385388j -0.00450566-0.000687829j 0.00389438+0.000570996j -0.00399828+0.00188932j 0.00513335-0.00178834j 0.00140586-0.00111368j -0.00495518+0.00318165j 0.00510395-0.00317984j -0.00667174+0.00516569j -0.000466181+0.00432598j -0.00897222+0.00307002j 0.00579877-0.0033128j -0.00232702+0.00239919j 0.00437789+0.00649902j 0.00448696-0.00169485j 0.00476987-0.0010796j 2.4669e-05+0.00398223j -0.00561224+0.000886399j -0.00468943+0.00268348j -0.000193563+6.81615e-06j 0.00168582+0.000630674j -0.00486622-0.00602328j 0.00585872-0.000194407j -0.00433373-0.00225707j 0.00263449+0.004007j -0.00368145-0.00577541j 0.00246892-0.0013105j 0.00212115+0.000321923j -0.00190252-9.77954e-05j 
