0.000347035-0.0126358j 0.00834826+0.00210756j -0.00532192+0.00364j -0.00637155-0.00168634j 0.00184999+0.0042173j -0.0005566-0.00351729j -0.000182483+0.00123436j 0.00647162+0.000275325j 0.000665928-0.00392046j 2.42668e-05-0.000640848j -0.0020397+0.00257754j -0.00133927+0.000723964j 0.00262888-0.00414053j -0.00434713+0.00403963j -0.00530349+0.000506105j -0.00200155-0.00378287j -0.00353719+0.00296575j 0.0120138+0.00236286j 0.00228556+0.00187211j 0.000291053+0.00764729j 9.03308e-05+0.000635177j 0.00138746-0.00736288j -0.0037929+0.00572672j 0.00251555+0.00524384j -0.00739683-0.00144624j 0.00258256+0.000769795j 0.00054053-0.00286163j -0.00303574+0.000561661j -0.00448262-0.00138459j -0.0012066+0.000262422j 0.00501146-0.00154084j -0.00191416-0.0031116j -3.61559e-05+0.00932302j -0.00161672-0.00295482j -0.00021353+0.00253831j 0.00188331+0.00146589j 0.00450609+0.00842653j -0.00409735+0.00827942j 0.00100069-0.00361189j -0.00378838+0.00486563j 0.00116717-0.00784039j 0.000779802-0.00171165j 0.000509399+0.000413494j -0.000668924-0.00661077j -0.0013069-0.00163598j -0.000682124-0.00234146j -0.000902379+0.000727543j -0.000716071+0.00182566j -0.00149478-0.00361666j 0.00338475-0.000659509j 0.000314976-0.000804106j 3.54888e-05-0.00167771j 0.000975723+0.0053279j 0.00145319-0.00336689j -0.00174686+0.00295743j -0.00466765-0.00394899j 0.00570138-0.00603418j -0.00087685+0.00296672j 0.00373932-0.00291671j -0.00190408+0.00281651j 0.00144276+0.00427006j -0.000938841+0.00143896j -0.0012749-0.00347741j 0.00189044-0.00324244j 0.00154533-0.00153879j 0.00144055-0.00174394j -0.00300778-0.00199591j -0.00221791+0.00168644j -0.00143245-0.000506987j 0.00193675+0.00164681j -0.000990919-0.00585689j 0.00325423+0.000597052j -0.00153117+0.00106789j 0.00451478-0.000429432j -9.40584e-05+0.000175034j 0.00295769-0.00243576j 0.00189904-0.00329218j 0.000714979+0.00393122j 0.000468539+4.08213e-05j 0.000519777-0.00150201j 0.00012781-0.00314363j -0.001965-0.000377826j -0.00116126+0.00141046j 0.00557288+0.00237186j -0.00167-0.00216452j -0.000286807+0.0071843j 0.00155955+0.00213972j -0.000141343-0.00104057j -0.000921544-0.00090286j 0.00556975-0.0135871j 0.00696547-0.0241468j -0.00320303+0.00269625j 0.00339101-0.00486038j 0.0352906+0.0135139j 0.0178817-0.0252002j 
-0.00307879+0.00544892j -0.000241528-0.00386979j 0.000749715+0.00123211j 0.000488672-0.00315744j -0.00202722+0.00693967j 0.00362947-0.00698906j -0.0016573+0.00159966j 0.000863369+0.001012j 2.32071e-05+0.00133928j 0.00259244-0.00965181j 0.000520886+0.00424805j -0.00276706+0.00251053j -0.00569245+0.00147545j 0.00371917+0.00227934j -0.000563455+0.00393343j 0.00289977-0.0056868j 0.00275073+0.00224943j 0.000699846-0.00361143j 0.00382274+0.000803911j -0.000967293+0.00544174j 0.00173524-0.0152762j -0.00851161+0.00536275j -0.00336176+0.0103042j 0.00278548+9.33581e-05j -0.000608239+0.0232106j 0.00276897+0.0231501j 0.00208761-0.00135007j -0.00180873-0.0105284j -0.00463792-0.0191076j 0.00543468+0.0181057j 0.00227714+0.0122063j 0.000930926+0.0219684j -6.51211e-05+0.0129301j -0.000193905-0.00147823j 0.00228402-0.00534931j 0.0025782+0.00729007j -0.00247666-0.0104849j -0.0022404-0.0029048j -0.00528831-0.0107132j 1.74215e-05+0.000389048j -0.00377943+0.00969734j -0.00203485+0.00384001j 0.00472947-0.000697514j 0.00328634+0.00109658j 0.0014291+0.00362971j 0.00695554-0.00545929j 0.00049571-0.00378804j -0.00902725-0.00157856j -0.0029259-0.000269676j 0.00567845-0.00168408j 0.00526822+0.00230466j 0.00491131-0.000728347j 0.00031087-0.00524252j 0.000672916-0.00511202j -0.000428489-0.00585824j 0.00563855-0.0008484j -0.00433323-0.000284155j -0.000215572+0.00331847j -0.00715826+0.000391996j -0.00453975+0.00213946j 0.0092841+0.00421927j -0.024617-0.00134871j -0.000930683+0.000946557j -0.0014759+0.00782693j -0.0121928-0.0262119j 0.0100802-0.0118053j 0.00938192+0.00203599j 0.00991266-0.0111797j 0.0007974-0.0175119j 0.00991491-0.0109078j -0.00592789-0.00488526j 0.00405764+0.00196182j -0.000505281+0.00119611j 0.0061704+0.000518132j 0.00564382+0.00507699j 0.00721725+0.00040046j 0.00487182-0.00272563j -0.00143049-0.0156721j 0.00533559+0.0169192j -0.00269121+0.00745168j -0.00536567-0.00699572j 0.000154169+0.00513665j -0.0147896+0.00352845j -0.0132359+0.00834536j 0.000989562-0.000196133j -0.00485323-0.00564362j 0.0102009-0.00516024j 0.00163094+0.00133929j 0.00573806-0.00138958j -0.00280939+0.00058034j -0.00263392-0.00197017j -0.00246536-0.00387222j -0.00390171+0.00670656j 0.000898332-0.00189203j 0.00234567-0.000225886j 
0.0152973-0.0094706j 0.00591761+9.77941e-05j 0.00506883-0.000579197j 0.00438066-0.000425823j -0.00184999-0.000531942j -0.0068329+0.000133005j 0.012272-0.00602603j -0.0309307+0.00467156j -0.0237487+0.00265618j -0.0130856+0.00508438j 0.000151062+0.00156225j 0.0106459-0.00131728j 0.0118457+0.000695726j 0.00233202-0.00129672j 0.00658288-0.00193592j 0.0113151-0.00282117j -0.0119433-0.000802628j 0.0141926+0.00355766j -0.00751529+0.00162662j 0.0177972-0.00113295j 0.00819705-0.00275088j 0.00982915+0.0107439j -0.00406452+0.000252418j -0.00450233-0.0103029j 0.0048927-8.24537e-05j 0.00836557+0.0207415j -0.00250839+0.00441096j 0.0102822-0.00383199j 0.00685589+0.00105326j 0.00394169+0.00855267j 0.00855441+0.0122558j -0.00314491-0.00486454j 0.00492218+0.014154j -0.0022763+0.00569652j -0.00687748+0.00134741j -0.00397657-0.00868538j -0.00151924-0.00248219j 0.00642603+0.00435739j 0.00386044-0.00550228j -0.00124146+0.0028166j -0.00164915+0.000938517j -0.00285642-0.00260523j 0.00354233+0.00360294j 0.00029599-0.000131565j -0.00210547+0.00169457j -0.000661387-0.00697892j 0.00435546-0.00344035j -0.00334106+0.00630442j -0.00299515-0.00440375j 0.001429-0.00333526j 0.00137175-0.0112126j 0.00032545-0.00658574j 0.000460776+0.00151615j 0.000637631+0.0103713j 0.000704009-0.000182607j -0.000948364+0.00402706j -0.00129044-0.00212161j 0.00226317-0.00135965j 0.00207429+0.00313329j 0.00132427+0.00103889j 0.00102462+0.00168515j -0.00371369-0.0013908j 0.00380793+0.0028577j 0.000245686+0.00489756j 0.00213108-0.00615215j -0.00088301-0.00203852j -0.00129515+0.00202539j 0.00307283+0.00441846j 0.00157931+0.000468382j 6.11458e-05-0.000197108j 0.00117937-0.00142528j -0.000351029+0.00312666j -0.00139106+0.0025805j 0.00153296+0.000170013j 0.0026303+0.000490565j 0.00266912+0.00134937j 0.00178863+0.000278333j -0.00259441-0.00329439j 0.00204471-0.000823702j 0.00143227+0.00161938j 0.000722648+0.000412231j -0.00438732-0.000132725j -0.00199467+0.00267739j -0.00174693+4.56042e-05j -0.00135235-0.00537696j 0.00455587-0.00274154j -0.00139451+0.00537643j 0.000499556+0.00105648j 0.000184633-0.000942554j -0.000564351+0.00258541j 0.00579071-0.00160024j 0.00731267+0.00698743j 0.00576973-0.00546532j -0.00359083+0.0018541j -0.00174122+0.00174611j 
0.000700384+0.00331541j 0.000490788+0.00231464j -0.0026625+0.00203122j 0.00413098-0.00213164j -0.000113104+0.0068312j 0.00351977-0.00277354j -0.0121379+0.000945144j 0.0098237-0.00110523j 0.00428966-0.00483238j -0.0240626+0.00261399j 0.0344919-0.00406445j -0.0176898+0.00130104j -0.00715541-0.00258785j 0.00919581+0.001066j -0.0226692+0.000691455j 0.0246114-0.00151859j 0.00414156+0.000743072j -0.00591971-0.000805934j 0.00418669-0.00148996j 0.00382807+0.0019229j -0.00616063+0.00123745j -0.000628034-0.00373238j 0.00836927+0.00266586j -0.000706498-0.00265661j -0.00373466-0.00106665j -0.00122105-0.00430936j 0.0156529-0.000841111j 0.0271106-0.00320715j -0.0135382-0.00749174j -0.000573787-0.00050995j 0.00742923-0.00119j 0.00403051+0.00182725j 0.000763854-0.00135231j -0.000839098-0.00209477j -0.00217583-0.00196953j 0.000742596+0.0048771j 0.00346107-0.00887416j -0.00127364-0.000791747j 0.0031708+7.31856e-07j -0.00538872+0.000504576j -0.00513864-0.000439533j -0.00382552-0.00583068j 0.00159383-0.000683762j 0.00143493+0.00356564j 0.00377424+0.00170074j -0.00156592-0.000266094j -0.000993782+0.00269494j 0.00154622+0.000150429j 0.000500589-0.00076572j 0.000464927-0.000407503j 0.00151665-0.00118078j -0.00144911-0.00357554j 0.0024585+0.00180643j 0.000671823+0.00102452j -0.00339182-0.000298984j -0.00248357+0.00113819j 0.000484754-0.00313428j -0.00161569+0.00190264j -0.0054262+0.00217052j 0.00372553-0.00115639j -0.00892679+0.0022932j 0.011511-0.00439369j 0.00185392+0.00191823j -0.00143625+0.00415031j 0.0105851+0.0125836j -0.00160747+0.00750394j -0.000893187+0.00109236j -0.00146145+0.00784737j 0.00277946+0.00685143j -0.0059062+0.00344963j 0.00142272+0.00143624j -0.00180452+0.00456383j 0.000294734+5.26694e-06j -0.000291447-7.4265e-05j 0.00132169-0.00281499j -0.000540809+0.000552768j -0.000871833-0.000978139j -0.00261054+0.00710304j 0.00154489-0.00329732j 0.00519128+0.000781515j 0.000465185+0.000193618j -0.00348386-0.00244772j 0.00496796+0.00333112j 0.00324376-8.72766e-05j 0.00182557+0.000284782j -0.00157921-0.00439247j 0.00149074-0.00217329j -4.94865e-05-0.0010772j 0.000177971-2.11841e-05j -0.00038145-0.000779144j -0.000367301+5.82325e-05j -0.00282986-0.00162923j -0.00413898+0.00429638j -0.000525807-0.000767078j 0.000962525+0.000503825j 
-0.0109012+0.00477138j -0.00835426-0.00761819j 0.0022716+0.00586643j -0.000123412+0.000827811j 0.00196238+0.00678763j -0.00729845+0.00730949j -0.00297489-0.00170649j -0.00117068-0.00441013j -0.00928552-0.00740577j 0.00284775+0.00477867j -0.000528967-0.00170941j 0.006982-0.000960941j 0.00571654-0.0048575j 0.00579696+0.00243743j 0.00563525-0.000835352j -0.00757321+0.000722017j 0.00187229+0.00398353j 0.00286518-0.00338446j 0.00812953+0.000189065j 0.00420932+0.00467948j 0.00168308+0.0010352j 0.0143913+0.00388696j -0.00126554+0.000392366j -0.00794815-0.000158428j -0.00105126+0.00607883j 0.00119313+0.003106j 0.00611473-0.00381718j -0.0164837-0.00486445j -0.00733648-0.00814011j -0.00542866+0.000710087j -0.00483121+0.0103363j 0.0057101+0.0122178j -0.00409428-0.00383392j 0.00263249-0.0102315j -0.00249306-0.00743776j -0.00429139+0.00828607j -0.00199892+0.000959812j -0.00194568-0.00122228j 0.0071206-0.00264666j 0.00280873+0.0084933j -0.000421789-0.00102237j -0.00885259-0.000926044j 0.000424362+0.0013276j -0.00433168-0.00275654j 0.00264571+0.00238636j -0.00228038-0.00534219j 0.000940612-0.00377859j 0.000400791+0.0101957j -0.000424487-0.000511856j -0.00829852+0.00890426j -0.00631603-0.00738042j 0.00715581+0.00227393j -0.000461406-0.00286781j -0.00433858-0.00049864j 0.00487217-0.0174192j -0.00321906-0.00118302j 0.00550106+0.00226004j -0.00140101-0.00921679j 0.00317695+0.00449157j 0.00348223+0.003043j 0.00864851+0.00130508j 0.019543-0.00197616j -0.0123542-0.00837118j -5.72373e-05-0.0168048j 0.0155896+0.00314551j -0.0126562+0.00708326j -0.0135908+0.0122993j -0.00333564+0.0122252j 0.000785264+0.0162615j 0.00703419+0.0191579j 0.00512934+0.0101432j 0.00620101-0.0163283j 0.00665401+0.00477658j -0.0107027+0.000152895j -0.000658979+0.00421168j -0.00589075-0.0111047j 0.00778636+0.00621667j -0.00218233+0.00258407j 0.00698226-0.00915062j -0.000345082+0.00590744j 0.00553989+0.0142601j 0.00537839-0.000351892j 0.0128897-0.0067301j -0.00857231+0.00302783j -0.000330809-0.00542535j -0.00169131-0.000419117j -0.00941373-0.000231149j -0.0027605-0.00565318j -0.00826796+0.00125108j 0.00421184-0.00253464j -0.00570631+0.00113427j -0.00147819-0.0055191j -0.00428549+0.00415577j -0.000349548-0.00153753j 0.00280454+0.000450826j 
-0.00198922+0.00295216j 0.00385863+0.0110616j 0.00303813-0.000615203j 0.000370299-0.00301851j -0.00333824+0.00301761j -0.00634297-0.00522427j 0.0106388-0.00226623j -0.0126276-0.00295284j -0.00471998-0.00527226j 0.00392163-0.00628117j -0.00229393+0.00211921j 0.0091615-0.00114674j 0.00674202-0.00363079j 0.00614158+0.00198813j 0.00782502+0.000780506j 0.0013015-0.0047383j 0.00238435+0.00293556j 0.00918016-0.00568868j 0.00646049-0.00486255j 0.00508106+0.00587829j 0.000344385+0.00161966j -0.00249962-0.0160213j -0.00467727-0.00524338j 0.00355839+0.000607485j 0.00184874-0.00853945j -0.00282169-0.0177622j -0.00286362-0.00071009j -0.003471-0.00261912j 0.00402818-0.0140179j -0.000675879-0.0120419j -0.00375292-0.0274158j -0.00476159+0.00190246j 0.00831484-0.000370901j 0.00281889-0.0139686j 0.00126072-0.00479297j 0.0004961+0.00627063j -0.00366726-0.0163427j -0.00106993-0.00562923j 0.00232235+0.00645j -0.00361748-0.00289629j 0.00240266+0.00222299j -0.00458906-0.00188287j 0.00149382+0.00411909j 0.00204189+0.00605554j 0.00654166-0.0052217j 0.00191791+0.00150569j -0.0045645+0.00501421j 0.0010829+0.00384058j -0.00125235+0.000395369j -0.00105696-0.00545908j 0.00413062+0.00619999j -0.00190028+0.00513526j 0.000189462-0.00176915j -0.00245864-0.00844281j 0.00277965-0.00181505j -0.000871445-0.00121987j -0.00482463+0.000166043j -0.00821863+0.00138828j -0.00765147+0.00566769j -0.000367615+0.00748091j 0.00724192-0.00436843j 0.000310507-0.00399431j -0.00499657-0.00346251j 0.000502317-0.00178234j 0.000405469+0.00400836j 0.000724828-0.00904978j 0.00261607+0.000753157j -0.00431121-0.00241133j -0.00777847-0.00220262j 0.00142944+0.0012495j 0.00710466-0.000577759j 0.000336859-0.00479407j -0.00455717+0.0025843j -0.00176687+0.00316731j 0.00701078+0.00680515j 0.00624131+0.00153479j 0.00295803+0.00163644j 0.00551721-0.00497493j 0.00253405-0.00581545j -0.000205571+0.00637712j 0.00329613+0.00206381j 0.000443492+0.00357004j 0.0059379-0.00338774j -0.0114529-0.00186955j 0.00130365-0.00364716j -0.00293739-0.00745049j 0.00098572-0.00245825j -0.000427637+0.00036374j 0.00176241+5.18342e-05j 0.00102932-0.00447797j -0.00526609-0.00111065j -0.000900953-0.00599647j -0.00939262+0.0108427j -1.54575e-05-0.00335544j 0.00231911+0.00161975j 
-0.0133941-0.0102563j 0.00445771-0.00762553j 0.00362977-0.00633528j 0.00700055-0.000627202j -0.0202302-0.00792569j -0.00883793-0.00163141j -0.00503566+0.003448j -0.00882572+0.00491146j -0.0177076+0.00675634j -0.00903721+0.0031904j 0.00541909+0.00164858j -0.000515144-0.000428958j -0.000803232+0.00442897j 0.0038821-0.00245404j -0.00369923-0.000240967j 0.00473271-0.000795478j -0.0020475-0.00173582j 0.00596081-0.000486115j -0.00505252-0.00247433j 0.00374855-0.00108749j 0.00467593+0.00427308j 0.015247+0.00529209j -0.0186024-0.00175564j 0.00620973-0.00726616j -0.00427486-0.00128797j -0.00677208-0.00510019j 0.0107885-0.000581155j -0.0002633+0.00723307j -0.00738839+0.0127179j -0.00316817-0.00158173j 0.0074742-0.00592176j -0.00225817-0.00852814j 0.0041366+0.00411956j -0.00924653-0.0186194j -0.0007203-0.0051165j 0.000185952+0.00079852j -0.00380551+0.00148826j -0.00827218-0.00611913j 0.00260382+0.000386716j 0.000542379-0.00212227j 0.00125264+0.00143576j -0.00134349+0.0047519j -0.00191561+0.00362182j -0.00827006-0.00606226j 0.000427364-1.62836e-05j 0.0045316+0.0135464j -0.000918549-0.00175223j 0.00163016+0.00198649j -0.00205368+0.00546683j -0.00433368+0.00379618j -0.00787605+0.00999665j 0.00461283+0.00992934j -0.00182819+0.00543582j -0.00701412+0.012564j 0.009849+0.00686427j -0.00377025-0.000660126j 3.82463e-06-8.93856e-05j 0.000487913-0.00385588j 0.00660712+0.00232618j -0.00154397+0.0022459j 0.0159679+0.000100655j -1.12965e-05+0.00284855j -0.00938539-0.012028j 0.00700943-0.0195943j -0.00720402-0.00562671j 0.00949517-0.00585364j -0.0027025+0.00557131j -0.00243945-0.00804658j -0.00600815-0.00806378j 0.00917719+0.000615252j 0.00764233+0.00639703j 0.00649536-0.0145734j 0.00438404+0.00553579j -0.00629751+0.00899669j 0.00455425+0.00949297j 0.000401786-0.00520171j 0.00627855+0.00269973j -0.00122361-0.0125254j 0.00544474-0.00237223j -0.0105237+0.00466439j 0.0044108+0.0128918j 0.00344906+0.00611494j -0.00124476-0.00584267j -0.0137859+0.00714109j -0.00314237-0.00416214j 0.00106521+0.00399796j -0.00645356+0.00401911j -0.00348475-0.00574272j -0.00996157+0.00125833j 0.00623751+0.00289803j -0.00278271+0.0043505j 0.00536895-0.00164669j 0.00426615-0.00563062j -0.00499881+0.00335596j 0.00279637+0.00470958j 
0.011986-0.00506907j -0.0130738-0.0121492j -0.00287436+0.00572403j 0.00213829+0.00802362j 0.000366702+0.000597148j 0.00759605+0.0114376j 0.00258547-0.00805085j -0.000620078-0.00272884j -0.00957729+0.00567752j -0.00595281-0.00494586j -0.00625885-0.00195836j 0.00336966-0.00217856j 0.00915071+0.0011242j -0.00219741-0.00271498j -0.000839966+0.00449449j 0.00532678+0.00243131j 0.000557011-0.00233038j -0.00030719+0.00150764j 0.000671054+0.00811597j -0.000497484-0.00384662j 0.00333911+0.00940516j -0.0091774-0.00629372j 0.00410184-0.00702988j 0.00110722-0.00461304j -0.00582142-0.0118534j 0.00336178+0.00179214j -0.00740003-0.000442759j 0.00728441+0.00704067j 0.0070375+0.0159253j 0.00299215-0.00404784j -0.0027598+0.0095613j -0.00179615-0.0165218j 0.00650706-0.00561664j -0.00544451+0.0203347j 0.00189087+0.00582902j 0.000406734-0.00561484j -0.00124441+0.0136156j -0.000863393+0.00720386j -0.00123017-0.00109835j -0.000848542-0.00149851j -0.00772955-0.00390252j -0.00273265+0.00345061j -0.000810801-0.00683933j -0.000810611-0.00658932j 0.00165354+0.00448765j -0.00916793-0.000349096j 0.00184776+0.00632828j -0.00548629-0.00916381j -0.00615862-0.00133063j 0.0106463-0.0016211j 0.0113806+0.000614506j -0.00447697+0.000855758j 0.0043278-0.010648j 0.00169913-0.00276579j -0.0019122+0.00690297j -0.0014384-0.00976467j 0.000252767-0.0122545j 0.00330826+0.00111067j 0.00416465-0.0037421j 0.000974347-0.0148999j -0.00399217+0.00141711j -0.00650064+0.00678094j 0.00815423+0.00724525j -0.00317382+0.00557647j 0.00285603-0.00227062j -0.00231534-0.000826476j 0.00394809-0.00742589j -0.000743902+0.00233472j 0.00125735+0.000927327j -0.00178319-0.00502317j -0.00585952-0.0125714j -0.00247951+0.0087575j -0.00275187+0.000866078j 0.00802608-0.00222704j 0.00489298-0.00111758j 0.00502263+0.00285517j 0.000532207-0.00720438j 0.00274979+0.00797061j -0.000529172+0.0113781j 0.00800587+0.0068423j -0.00196016-0.00310853j -0.00145395-0.00094348j -0.00678301+0.001269j 0.00341336-0.0031668j 0.009411-0.00738369j -0.00636174-0.00690441j 0.00126543-0.0044401j 0.00265027+0.00443484j 0.00858056-0.00169776j -0.00384937-0.000151453j 0.000655293-0.000639672j -0.00651369-0.00155971j -0.0060733+0.00754303j -0.0033965-0.00214799j 0.00129186-0.00189984j 
-0.0127011+0.00243365j 0.0033308-0.00449851j 0.00213449-0.00356829j -0.000418502-0.00152294j -0.00170338-0.00489306j -0.00385761-0.000375998j -0.00899921+0.00543688j 0.00461768+0.000367975j 0.00178431+0.00159252j 0.00625508+0.00139574j -0.00190516+0.00647226j -0.0043502+0.00104604j -0.00791615-0.00190691j -0.000947835+0.0033236j -0.00226594+0.00150189j -0.00483393-0.00315827j -2.04966e-05+0.00197191j 0.00084293-0.000871228j 0.00338634-0.00316306j 0.0020506+0.00439595j 0.00790587+0.00488191j 0.00297383-0.00455877j -0.00888532-0.00354065j -0.00238618+0.000492444j 0.00660806-0.00797124j -0.009962-0.00705964j 0.00464782+5.79797e-05j -0.00127166+0.000222796j 0.00134443+0.00296794j -0.000120449-0.00488115j 0.00230357+0.00243704j 0.00619251-0.00566581j -0.0145946-0.00290392j 0.000138831-0.0154334j -0.00938272-0.000793216j -0.0125336-0.00281977j 0.000413915+0.00863833j 0.0140551+0.00152227j -0.000548736-0.00305303j 0.00861316-0.000522106j 0.00622116-0.0021484j 0.00258755+0.0033709j 0.000312057+0.00192484j 0.00233591-0.00298634j -0.00141118-0.00710471j 0.00492979+0.00835326j 0.00131108-0.00318451j 1.32505e-05-0.00491149j 0.00558308+0.00619978j -0.00558867-0.000158434j -0.000318571+0.00512985j 0.00556056+0.00544421j -0.00356704+0.00270817j -0.00163696-0.000501125j 0.00403713-0.00283107j -0.000150683+0.00801776j -0.00601942+0.00675364j -0.00049908-0.00366105j 0.00322948-0.000516201j 0.00163067+0.012389j 0.00900599-0.00229744j -0.00244928-0.00238539j -0.0086563-0.00333809j -0.00379275-0.00655752j -0.0020581-0.00630738j 0.000477961-0.00617722j -0.00447048+0.00960253j 0.00470747-0.000974236j -0.00032054-0.0013189j 0.00564246+0.000519697j 0.000853033+0.0106508j 0.00298675-0.00867466j 0.000513521-0.000624341j -0.00400176-0.00332647j -0.000165747+0.00337234j -0.00331789-0.00472514j 0.00354465+0.0032392j -0.00261262-0.0117274j 0.00542465-0.00148462j -0.0037491+0.0021192j -0.00139149+0.0013016j 0.00157593-0.00288779j 0.000903099+0.00290581j -0.0078176+0.00249441j -0.00517661-0.0009196j 0.00619762+0.000495281j -0.000699914+0.00679038j -0.000347529-0.0039682j -0.00474484+0.000460493j -0.00150837-0.00219766j 0.00279235-0.00574516j 0.00431188+0.00425559j 0.00378563-0.00205993j 0.00569426-0.000590701j -0.00126259-0.00367641j 
0.00845552+0.00726089j 0.0204773+0.0172123j 0.00301135-0.00330193j -0.00817822-0.00341828j 0.017337+0.000560218j -0.000819828-0.00816599j 0.00652215-0.00707503j -0.00918355+0.00317326j 0.0107815-0.00108523j 0.00398417-0.00580722j 0.00228618-0.00332846j -2.57076e-05-0.00324081j -0.00386183-0.00138579j 0.0019838-0.00239411j -0.00110016-0.00230447j -0.00294781-0.00444605j 0.000976279-0.00116615j -0.00352249+0.00238287j -0.0110099-0.00217684j 0.00923038+0.00362947j -0.00397603-0.00155891j -0.0144753-0.00791148j -0.00225272-0.00870139j -0.00978696-0.00784524j 0.00512244+0.00729048j -0.00191175-0.0112802j -0.000828461+0.000189789j 5.21348e-06+0.000902349j 0.00255768-0.00724684j -0.00070451-0.00244359j 0.00119806-0.0148305j -0.0035534+0.00717716j 0.00267524-0.00111909j -0.00124256+0.00481543j 0.000324667+0.00284179j 0.00158587-0.00576864j 0.00479189-0.0264938j 0.00302916-0.00566762j 0.00206971-0.00333133j -0.00423605+0.00263819j 0.00415357-0.0110982j -0.00257908-0.0123776j 0.00157343+0.00478187j 0.00237724-0.00523757j -0.00539927-0.0098558j 0.00589925-0.00288234j -0.00505597-0.000602952j -0.00861458+0.00074334j 0.00262538-0.00693415j -0.00501071-0.00157578j -0.00864262+0.00540616j -0.00277879+0.00240819j 0.00142501+0.0100171j -0.00498557-0.0112465j 2.36819e-05-0.00113064j 0.00616333+0.0081504j 0.0134803+0.0123527j 0.00400668-0.00307274j -0.00756436-0.00736479j -0.0110181+0.0104118j -0.00631654+0.00637252j -0.00687735+0.00118329j 0.00456906+0.00289755j 0.00459525+0.0088174j -0.000724552-0.00424579j 0.00248243+0.00388801j -0.00333679-0.0064797j -0.00235097-0.00318333j 0.00666887+0.000149663j -0.000210129+0.000814167j -0.000866015+0.00528191j 0.000251155+0.00409547j 0.00402303-0.00486662j 0.000589197+0.00306799j -0.00331882-0.00724267j -0.00260498-0.00120162j -0.00109546+0.00296522j -0.00272282-0.00503367j -0.000378471-0.000439186j 0.00415258-0.00302873j 0.00143243-0.00581456j 0.00400633-0.00442122j -0.00272088+0.000992257j 0.000521438+0.00597404j -0.00847731+0.0011615j 0.00165733+0.00208298j -0.000192514+0.00284709j 0.00251123+0.0038314j 0.00339719-0.00172884j -0.00293984-0.0014464j 0.0056683+0.00298577j -0.000340089+0.004101j 0.00484498-0.000936564j -0.000566195+0.00394106j -0.00101412+0.00658688j 
-0.0119351-0.0100942j 0.0154271-0.00454187j 0.00316481+0.00274451j -0.00176068-0.000746919j 0.00157313+0.00634579j -0.0165957+0.00686459j 0.00251852-0.00274577j -0.00504812-0.00304809j 0.00110019+0.00502901j -0.00145311+0.00463353j 0.00467103+0.000581216j 0.00172267-0.000134395j -0.00252931-0.000389742j 0.0060651+0.00107902j 0.00461768+0.000289493j 0.00109158+0.000196425j 0.0038079-0.000628011j -0.00178094+0.000113797j 0.00609452-0.000619564j 0.000594845+0.00306773j -0.00530992+0.00530266j -0.0012077+0.00143782j -0.00736707+0.00249412j -0.00572987-0.0112728j 0.0152727+0.011535j -0.00731466+0.00257421j 0.0011158+0.000721626j 0.00289244+0.00640608j 0.00617075+0.0143501j 0.00135307+0.00252144j 0.00961877+0.00751647j 0.00150917-0.00566594j -0.00800625+0.00845363j -0.00342712-0.00752788j -0.00409117+0.00457816j -0.00271786-0.00641347j 0.00538322+0.00750241j -0.00323046-0.00563139j 0.00328674-0.00352014j -0.00471519+0.000985529j 0.00725128+0.0027714j 0.00380377-0.0096658j 0.00321767+0.00714479j 0.00480863+0.00126997j 0.00148593-0.000229022j 0.00787134-0.00259959j -0.00337672-0.00905226j 0.000968272+0.00477162j 0.00394198+0.00137622j -0.00375164-0.00596817j -0.00535424-0.00357528j -0.00110062+0.00413335j -0.00423956+0.0118207j -0.00154483-0.00277806j 0.000612939+0.00445666j -0.00758328+0.0103666j -0.00572934+0.0121288j 0.0037106-0.00146007j -0.00279171-0.00731512j -0.00992667-0.00104798j -0.00150138+0.00927035j 0.00296458+0.00685551j -0.00556366-0.00723155j -0.00108255-0.00388117j -0.0053459+0.000819487j 0.0100465+0.00252646j -0.00917321+0.00125815j -0.00144677-0.0019776j -0.0025205+0.000383476j 0.00204538+0.00181855j 0.00923853+0.00750363j -0.00209235-0.00622564j -0.00473455-0.00759831j -0.00366662+0.00657317j -0.00290917+0.00394499j -0.00669536+0.00399747j 0.00407627+0.00812478j -0.00380034-0.00888894j -0.00263615-0.010607j -0.00196818-0.000427111j -0.00083317-0.00387845j 0.00959955-0.00768934j 0.00927404-0.00838874j -0.00711261+0.00600083j -0.00865427+0.00660845j -0.00799208-0.00139992j 0.00197615-0.00531163j 0.000830801-0.00579263j -0.00150184+0.000397157j -0.00751302-0.00851799j 0.00112481-0.00733624j -0.0115837-0.00532525j -0.00599327+0.00968366j 0.012983+0.0030305j 0.0055886-0.00817563j 
