0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
0.00299715+0.00156401j 0.000988125-0.00201597j -0.000359084+0.000243477j -0.000325196+0.00141629j -0.00245743+0.00112563j 0.00533859+0.00511398j 0.0036267+0.00382992j 0.00151724+0.00857028j 0.00455059-0.000835563j -0.00130809+0.000557947j -0.00170218-0.000850418j 0.00239497+0.00941881j 0.00936517+0.00984622j 0.00709404+0.00931161j 0.00275382+0.00915046j 0.00798862-0.00140385j -0.000624422-0.00719264j 0.00733288+0.00479659j -0.00169162+0.0108656j -0.000970093+0.0164482j 0.000322155+0.00260274j 0.00100769-0.0029731j -0.00338664-3.10026e-05j -0.00158213-0.00409331j -0.00176478-0.00187217j 0.000137008+0.00272226j -0.0115419+0.00477067j -0.0066795-0.00236814j -0.00412207+0.00394282j 0.00194393-0.00252495j 0.008337+0.00416087j -0.00179679-0.00127651j 0.00389755-0.000532773j -0.00013013-0.00275943j -0.00240931-0.00146876j -0.00264148-0.00390188j 0.00487475-0.000793391j -0.00132955+0.00539154j 0.0111394+0.000804069j -0.00310653-0.00224697j -0.00522052+0.00313092j -0.00203614+0.000628915j 0.00276865-0.00379759j 0.00624392-0.00297019j 0.00512822-0.00509139j 0.0035227-3.37381e-05j 0.00423753+0.000777491j -0.00185369-0.000605816j -0.00576395+0.00211772j -0.0081022+0.000836017j -0.0040957+0.0048216j -0.00717919+0.00429645j -0.000418423+0.00216131j -0.000294402-0.00107963j 0.00639824+0.00123802j -0.00977802-0.00166867j -0.000113318+0.000487341j -0.00233407-0.00176955j -0.00315202-0.00397525j -0.00126023-0.00173985j 0.00213388+0.0014635j -0.00101075-0.000442799j -0.00147751-0.00188496j 0.000812557+0.00010098j -0.00102484+0.000586007j -0.00262683-0.00231079j 0.000909982+0.000116626j -0.000767219-0.000478602j -6.55049e-05+6.6021e-05j 0.0012835-0.000676635j -0.00133649+0.000269837j 0.000649373+0.00042905j -0.001007-0.000604036j -0.00204469-0.00176853j -0.00175274-0.00248084j 0.000658817+0.000793059j -0.00139357-0.00190327j 0.000950953-0.00154875j 0.00177039+0.00128894j -0.00156518+0.00127734j -0.00256978-0.0026656j 0.00183152+0.0023676j -0.00109969+1.93338e-05j -0.00050204+0.000125841j 0.00103254+0.000429134j -0.000458024-0.00101388j 0.000606313+0.000509098j 0.000749628-0.00125925j 0.00177801+0.000714838j 0.00225318+0.00169878j 0.000148367+4.02664e-05j 0.000437019+0.000434699j 
-0.00180081-0.00113386j -0.000997518-0.000799814j 0.000657188+0.00141712j -0.00107352+0.00308137j 0.00106724+0.000722154j -0.00336347+0.00226522j -0.000937822-0.00158805j -0.00617822-0.00396351j 0.00689294-0.00429197j -0.00502296+0.00515526j 0.00361868-0.00263417j -0.00664044+0.00497418j 0.0155974-0.00810875j 0.00786836-0.00293671j 0.00089242-0.004517j 0.0182649-0.00494505j 0.00846171-0.000585021j -0.00454579+0.00193069j -0.00542352-0.000736319j 0.00362983-0.00559864j 0.00283458-0.00466611j -0.000151282-0.000630785j -0.000396317-0.00333349j 0.00203002-0.000747538j 0.000150227+0.00263448j -0.00457111+0.0143106j 0.00445416-0.000919981j 0.00240994-0.005866j -0.000858824+0.00465679j 0.000523685-0.00150253j 0.00108965-0.00620229j -0.00263145+0.00334293j -0.00270581+0.00518894j 0.000494118+0.00749575j 0.00140719+0.00078574j 0.00167994+0.00316479j 0.00153113-0.00105656j 0.000290046+0.00358338j -0.00623886+0.003469j 0.00128057-0.0065677j -0.00121676+0.00529528j 0.00281845+0.00010163j 0.00111845-0.00473294j -0.001468+0.0045676j 0.00413408-0.00701541j 0.0050918-0.000779811j -0.00712719+0.0040097j 0.00111375-0.00483077j -0.00429552+0.0031411j 0.00576903-0.00253597j -0.00320439+0.00281076j 0.00377458+0.00468623j -0.00211294+0.0137448j -0.00604755+0.00580466j 0.0043789+0.00292179j 0.00251694-0.00135276j -0.00117815-0.000290986j -0.00103924+0.000605491j 0.00733076-0.00198043j 0.00045003+0.00171975j -0.000687645+0.000232914j 0.000375523+0.00140975j -0.00153319+0.00111149j -0.000719904-0.000954984j -0.000630169+0.00117836j -0.000340542+0.00102839j 0.00182401-0.00105271j -0.00034158-0.000663035j -0.000791432+0.00159308j 0.00303212+4.09114e-05j -0.00150925-0.000673497j 0.00125825-0.000116388j 0.00256763-0.00039711j -0.000486647-0.000709535j 0.00270282-5.51716e-05j 0.0027299+0.000255164j 0.000870598+0.00147435j 0.00274379-0.00181969j 0.00292446-0.00153766j -0.000308038+0.000604808j -0.00228937-0.00229723j 0.000246399-0.00128941j 0.00123011-0.000815478j -0.00168872+0.00185849j 0.00132514+0.000270176j 0.00126172-0.000257341j 0.000554026+0.000287097j -5.98315e-05-0.00148102j 0.000704815-0.000367899j -0.000303341-0.00149378j -0.00122995+0.000401971j -1.24369e-05-0.000887347j 
0.000564632+0.000929427j 0.000888605-0.000179967j 0.000282832+0.000486651j -0.00153642-0.000473094j -0.00063863+0.000814085j 0.00131251+2.83746e-05j 0.000868954-0.000568012j -0.00273778+0.0051784j -0.000547958+0.00384428j -0.00122976+0.000270871j -0.00222137-0.0131375j 0.00616439-0.00515792j 0.00269722+0.00182183j 0.00624256+0.00219864j 0.00278276-0.00595215j -0.00118524+0.0153145j 0.000960714-0.000886533j 0.00621616+0.00545687j -0.00155901-0.00294026j -0.00128395-0.00126355j -0.000634584-0.000384239j 0.000643965-0.00152965j -0.00115972+0.00121772j -0.0024068-0.000636376j -0.000531534+0.00196775j 0.000417462+0.00026118j -0.00528417-0.00327563j 0.000384665-0.000938659j 0.00313598-0.000603928j -0.00348527+0.000743141j 0.00501468+0.00184963j -0.00494249-0.00279254j 4.23701e-06+0.00140709j 0.000913209-0.000942542j -0.00787716-0.00890327j -0.000556097-0.00079126j -0.00550551-0.00116138j 0.00582313-0.0090118j 0.00575548+0.00559274j -0.011064-0.0233484j 0.00254025-0.0139578j -0.0012583+0.00348355j -0.00704724+0.0160019j -0.00863125+0.00608246j -0.00229127+0.002102j -0.00425446+0.00260193j 0.00190323-0.000849769j 0.000970237-0.00215867j 0.00494477+0.000176188j 0.00308067-0.00170029j 0.00809411-0.00305254j 0.00682255+0.00176236j 0.00214825+0.000666373j -0.000469416-0.000287689j 0.00442081+0.00079704j 0.00549604-0.002598j 0.00451221-0.00150813j -0.00446548+0.000321361j -0.000442765-0.00232093j -0.000916687-0.000567242j 0.000897321+0.000633137j -0.00083297-0.000129386j 0.00040394-0.00078504j 0.000290181+0.000457662j -9.58372e-05-7.37043e-05j -0.000517057-0.000205957j -0.000655457-0.000559021j 0.000561346+0.00117553j 0.000673885+0.000859732j -0.000957357-0.00231644j -0.000622615+0.000576237j -0.000404049-0.000179367j -0.000591399-0.00157126j 0.000943105+0.00237567j -0.000513517-0.000530183j -0.00172604-0.00164224j -0.000197718-1.56357e-05j -0.000566894-4.12181e-05j -0.000343934-0.000310236j 0.000362083+0.000331884j -0.000321446-0.000476301j 0.000965613+0.000628032j 8.27374e-05-0.000255565j -0.000304245+2.09298e-05j 0.000232682-5.18011e-05j -0.000460799-0.000193707j 0.00024383-2.21032e-05j -0.000398674-5.0963e-05j 2.31382e-05+0.000282656j 0.000417299+0.000535305j 8.80109e-06+7.22875e-05j 0.000150013+0.000119947j 
2.57785e-05-0.00164572j 0.000809821-0.000281798j 0.000500956+0.00262678j 0.000666858+0.0018419j -0.0020549-0.00245219j 0.00354802+0.00141465j 0.00777378-0.00289285j 0.00217777-0.000473265j 0.00474483-0.00430104j -0.00535677+0.00378103j 0.010364-0.00343434j 0.00230107+0.00129055j -0.00734205-8.96692e-05j -0.0109534+0.00540093j 0.00638163-0.0017178j -0.00383671-0.00767883j 0.00976505-0.00729751j 0.00327912+0.000899984j 0.00173546+0.00591238j 0.00464015-0.00080503j 0.000105534+0.00110214j -5.39681e-06+0.00298074j -0.00186708-0.00132454j -0.000360692+0.00343769j 0.000733163-0.00535135j -0.00831991+0.00678398j -0.00361017+0.0144524j -0.000712436-0.00421763j -0.00201814-0.00322174j 0.00130295+0.00272275j -0.00116854+0.00390831j 0.000962615+0.00416076j -0.000584802-0.000289485j 0.00142844+0.000741601j 0.00477419+0.0003605j -9.54375e-06-0.00531646j 0.00204611-0.00621491j 0.00467056-0.00378552j 0.000303416-0.00479119j 0.0145023-0.000203819j 0.00757154-0.00667749j -0.00372249+0.000591393j -0.0120944+0.0103986j -0.005538+0.00539307j -0.00232091+0.00613395j -0.00507485+0.0102372j -0.00252731-0.000513754j 0.00132052-0.00275526j -0.0068001+0.000696038j 0.00503166-0.00314684j 0.00846427-0.00801353j 0.00761138-0.0131921j -0.000995812+0.00115774j -0.00899234+0.00207009j 0.005191-0.00364886j -0.00102994+0.00460812j 0.00112032+0.000517297j 0.000311851+0.0014178j -0.000979938+0.000192452j -0.000256171-0.00107946j -0.000781241+0.000450876j 0.0010595+0.00194415j -0.00397442+0.000330115j 0.00156513-0.00073155j -0.00107357+0.00166963j 1.44424e-06-0.00241935j 0.00102084-0.000651624j 0.00154361-0.000628228j 0.00120655-0.000366315j -0.00166056+0.000513829j 0.000579398+0.000247239j 0.000880631+0.00010786j -0.000267837+0.000754812j 0.00370644-0.00120581j 0.000939307+0.00149745j -1.01999e-05-0.000159195j 0.000799607-0.000208453j 0.000265656-0.000801671j 0.00410546+0.000293984j 0.000147357+0.000267214j -0.00170893-0.00110962j -9.72619e-06+0.00160178j -8.28985e-06-7.48832e-05j 0.00060164-0.000240491j 0.000208281+0.00094833j -0.000174939-0.00134864j 0.000320057-0.000296987j 0.00217309-0.00150628j 0.000682155+7.52261e-05j 0.000635413+0.00158706j 0.00124638-0.000287369j -0.00014241+0.00082462j 
0.00153988+0.00053676j 0.00247512+0.000229783j -0.000154238+5.54405e-05j 0.00204175-2.10789e-05j -0.00194672+0.000913937j 0.000897849+0.00248272j 0.00156661-0.00220445j -0.00327796+0.00538564j -0.0107546-0.00406291j 0.00579136+0.00408937j -0.0041081-0.00595186j 0.0087882+0.0120502j -0.00338128-0.0141307j 0.00790882-0.00737321j -0.000670215-0.0008611j -0.00946373-0.0126831j -0.00617234-0.00513006j 0.00614439+0.00959818j 0.000436506+0.00152192j -0.00480122-0.00612081j -0.00144473-0.00438736j 0.00135547-0.00255534j -0.00148242+0.00308356j -0.000953976-0.00179405j -0.00174027-0.00202297j -0.0137874-0.00338743j 0.0022558-0.00621581j 0.00184175+0.00550317j -0.00185568-0.00492469j 0.00109792+0.00122974j 0.00749846+0.00333265j -0.0044518-0.003138j -0.00370274-0.00283393j -0.00463095-0.00339078j -0.00542542+0.000925835j -0.00126105+0.00299987j 0.00184289+0.00146097j -0.00455159+0.000130139j -0.00528008-0.000632018j 0.00109341+0.000380046j -0.00313029-0.00527273j 0.00464449-0.000920071j 0.00051883+0.0040279j 0.000777096-0.00452951j 0.00491385+0.00295756j 0.00623085-0.00042254j -0.00894472-0.00271449j -8.31752e-05+0.00286486j -0.00229543-0.00153761j 0.000907394+0.00207736j -0.00684613-0.000840638j -0.000714141+0.00199923j -0.00281528-0.00817756j -0.00415491-0.00603513j 0.00347322+0.00206709j 0.00333036+0.00141574j 0.00126033-0.00100055j -0.00229107-0.00137332j 0.00251313+0.00220787j -0.000657259-0.00124753j 0.000420091+0.000728312j -0.00128379-0.000392616j -0.00131719-0.00244685j 0.000293468+0.000628719j -0.000374913-0.00117752j -0.000670034-0.000827973j -0.000836931+0.0016192j 0.000506698-0.00085438j -0.00149284-0.000693411j -5.14041e-05+0.00191881j -0.000544791-0.000726244j -0.000929907+0.000837556j -0.000576299+0.000983835j -0.00092388-0.000272806j 4.02827e-06+0.00113963j -0.000570728+0.00212459j -0.000248558-0.000327288j 0.000299071+0.000694685j -0.000822223+0.0024696j 0.000626754+0.000199654j 0.00123943-0.000148924j 0.000421059+0.000545528j 0.000466166+0.000823865j -0.00135768-0.00104722j -0.000273702+6.50857e-05j 0.000312578+0.000738902j -7.64977e-05+0.000231554j 0.000243716+0.00120352j 4.42779e-06+0.000490781j 0.000277836+0.000403969j -0.000333362-0.000198768j 0.000270969+0.000180677j 
0.00131992-0.000585598j -0.000952322-0.000292214j 0.00190807+0.000763287j 0.00183078+7.22729e-05j 0.00207313+0.000682318j -0.00424681+0.00125912j -0.00508752-0.00568142j -0.00165221-0.00582557j -0.00406652-0.00906905j 0.00343008+0.00918479j -0.00294444-0.00730208j -0.000779523-0.00973068j -0.00145217+0.00829404j 0.00353458+0.00885296j -0.00195339-0.0113814j -0.00240157-0.00186137j -0.00221519-0.0147457j -0.0079068-0.00451752j 0.00231453+0.00246444j 0.00197043-0.00421023j 0.00186433-0.00351565j -0.00335149+0.00363806j 0.00459175-0.00352682j -1.93314e-05+0.000250637j 0.00574873-0.00310039j -0.00767458+0.000446344j -0.0082258-0.00513999j 0.00558485+0.00363508j -0.00275717+0.00116824j -0.00443756+0.00313007j -0.00499176-0.000257767j -0.00293536-0.0046421j -0.00359455+0.000290646j 0.00330718-0.00342859j 0.00112405-0.00606909j -1.70211e-05+0.00486929j 3.10544e-05-0.00175654j -0.00030167-0.000151643j 0.0103252-0.00137132j -0.0165277-0.00176791j -0.00748592+0.000157821j -0.0016941-0.00013893j 0.00988255-0.0045301j 0.000427964-0.00331279j 0.000646039-0.00165738j -0.00436805-0.00358393j -0.00221752+0.000162771j -0.00367823+0.00255168j -0.00941409-0.00248162j 0.00243689+4.86584e-05j -0.00302729+0.00608596j 0.00569847+0.00336415j 0.000832059-0.00448247j -0.00571242-0.00214592j -0.00510142+0.00352633j -0.00639173-0.00113665j -0.00223845-6.63556e-05j 0.00141443+0.000387135j -0.000668685+0.000492501j -0.000282966+0.00158902j -0.000932951-0.000535899j 4.90129e-07+0.00138085j -0.00227788-0.00279676j 0.000619418+0.00124849j -0.000788472+0.000193233j 0.00158919+0.000877748j -0.000102223+0.000422675j 0.000324411+0.000896718j -0.000188096+0.000759931j -8.87406e-05-0.000715579j 0.000191185-0.000456545j -0.000561898+0.000896045j 0.000986919-0.00010719j 0.00130506+0.00224637j 0.00157875+0.00203599j 0.000376105+0.00121584j 0.00115508+0.000683783j 0.000698774-0.000700824j 0.000129757+0.0011295j 0.000339738+1.09472e-05j -1.48308e-05-0.000602561j -0.000120662-0.00100327j 0.000602782+0.000473366j -0.000777188+0.000184968j -0.000360438-0.000159625j 0.00113757+0.000809947j 0.000390533-0.000113039j 0.000528338+0.0009779j 0.000118322-8.63372e-05j -0.000430072-0.00115203j -0.000511833+0.0001949j -8.73497e-05-0.000555062j 
-0.00120648+0.00123764j 0.00112278+0.000522336j 2.49281e-05+0.001071j -0.00177872-8.08558e-05j -0.00145676+0.000955674j 0.000664386+0.00177949j 0.00354893-0.000129655j -0.00437052+0.00425644j 0.000636326+0.00367153j -0.00283102-0.000125038j 0.00143059-0.0116969j 0.00765869-0.00673144j -0.000290011+0.00130844j 0.00580931-0.000728901j 0.00532949-0.0057002j 0.00143272+0.0143667j 0.00464656+0.000440395j 0.00573736+0.00721202j -0.00281058-0.0034099j -0.00263185-0.00210019j 6.89009e-05-0.00302277j 0.00112479-0.000472437j 0.00135783-0.00304687j -0.00110541-0.00239602j -0.00716296+0.00165639j -0.00289046+0.00124957j 0.00728456+0.0033091j -0.00403793-1.67593e-05j 0.00570421-0.00205848j -0.00656339+0.00258637j -0.00312247+0.00211415j 0.00798066+0.00196731j -0.0019017-0.000640462j 0.00401211-0.00109478j 0.0115127+0.00888874j 0.00220937-0.00167288j -0.00174517+0.001869j 0.00821916+0.00834124j 0.0048372-0.0074394j -0.00498982+0.0250498j 0.00167332+0.0118914j -0.00153086-0.00265786j 0.00107672-0.0132842j -0.00266429-0.00534142j 0.00443068-0.00131592j 0.00163804+0.000327311j -0.000681175+0.00165302j -0.00322007+0.00147727j 0.00237192+0.0013206j 0.000267357+3.94334e-05j -0.00714252+0.00105698j -0.000537898-0.0020991j 0.00355895+0.000865414j 0.00474587-0.000846881j -0.00482682+0.00273809j -0.000594116+0.00173191j 0.000903271+0.00100891j -0.000108424+6.15247e-05j 0.00203288-0.000259656j -7.81704e-06+0.000225443j -0.000531254+0.00114086j -0.000345355-0.000245682j -9.58957e-05-8.757e-05j 0.000209485-1.58293e-05j 0.000369202-2.69838e-05j -0.000367599-0.000735503j -0.000667304-0.000648581j 0.00131643+0.000966461j 0.000404153+0.000545441j -0.00156507-0.00141909j -0.000488803+0.000397005j -0.000293625-0.000220242j 4.7514e-05-0.00123311j 0.00202909+0.00123149j 0.00084798+0.000381889j -0.00158867-0.00127868j 0.000675006-0.000723335j 2.25436e-05-0.0001586j -0.000716696-0.000976165j 0.000843533+0.000483911j -0.000543146+0.00012784j 0.000415024+0.00031006j 0.000471435+7.07404e-05j -0.000827735+6.5147e-05j 0.000673756-1.51189e-06j -0.00016629-0.000132965j -4.24887e-05-0.00020054j -0.000936434-0.000528988j 2.5743e-05-9.41539e-05j 0.000173304-1.7518e-05j -0.00045092-7.01009e-05j 0.000166394+1.21963e-05j 
0.00249129-0.00136273j 0.00321721+6.29293e-05j 0.00107419-0.000745917j -0.000120266-4.50094e-05j -0.00312146-0.00253708j 0.00524109-0.00175433j -0.00131021-0.00203883j -0.00136686+8.80316e-05j -0.00452902-0.000935703j 0.00832382+0.00149818j -0.00999704-0.0053714j -0.0156234+0.000157879j 0.0139852+0.00345053j -0.00231582+0.00473575j -0.0121013-0.00236418j 0.00142168+0.000636311j -0.010439-0.00730253j 0.00304469+0.00163858j -0.00331977-0.000389323j 0.0021702-0.000514589j -0.000140777+0.00339506j 0.000390733-0.00236412j 0.000618686+0.00910831j -0.00107177+0.00472232j -2.39618e-05-0.00693523j -0.00547005-0.00533433j -0.0025198+0.00135737j -0.00249964-0.00136422j 0.00339377+0.00629868j -0.00240983-0.00882363j -0.00550723-0.00485924j 0.00643009+0.00785598j -0.000618281-0.00163623j 0.00151311+0.00152817j 0.0110497+0.0144005j 0.00162047+0.00313665j 0.00335723+0.00952455j 0.00753679+0.0103502j -0.00114744+0.00670898j 0.0146995+0.000175803j 0.0111907+0.00293296j -0.00191615-0.00308293j -0.00962034-0.00250966j -0.00478708+0.0018125j -0.00043612-0.000160098j -0.00321444-0.00327143j 0.000187537-0.0031234j 0.000870228+0.000904283j 0.000800374-0.00155832j 0.00199653+0.00549642j 0.0025705-0.0083227j 0.00381841+0.00528496j -0.00014696-0.000677869j -0.00133854-2.74659e-05j 0.00339769-0.00804877j 0.0018589-0.00346978j 0.00113483-0.0020724j -0.000549091+0.000165919j -0.00167695+0.000294251j -0.000618607-0.00262092j 0.000664444-0.0015884j -0.000479095+0.000246913j -0.000301644-0.00121363j 0.000274792+0.0010391j -0.000842875-0.000133584j 0.000761855-0.000235184j 0.000478805+0.000178221j -0.00100812+0.000480579j -0.000128536-9.69237e-05j 0.000764744-0.00096896j 0.000210126+4.43673e-05j -2.91965e-05-0.000264428j -0.000287024+0.00117836j -0.00234181+0.0025307j -0.00253105+0.000864775j 0.000550945-0.00106726j 0.000247271+0.00135804j -0.00107459+0.000485742j 0.0010206+0.00147212j -0.000326164+0.000293579j 0.000980631-0.000205775j -0.000836124+0.00117837j -0.000928611+0.000432656j 0.00121753-0.00121389j -0.000824444+0.000562397j -0.000294529-0.000295251j 0.000454605+0.000190601j 0.00164477+0.000443578j -9.52786e-05+0.000511892j -4.64665e-05+0.00155023j 0.00119989-0.000206816j -0.000236392+0.000719015j 
-0.00124141+0.00170141j 0.00426006+0.00347573j -0.000810972-0.00086232j -0.00107033-0.000470781j -0.00474342-0.00160561j 0.00436059+0.00919608j 0.00409319+0.00788334j -0.00129431-0.00439j 0.000161089-0.00700944j 0.00534041+0.000446014j -0.00401791+0.00929262j 0.00562862-0.0162791j -0.00458645+0.00959212j 0.00119632-0.0162637j 0.000901796-0.000763216j 0.00209964-0.00595449j 0.00278438-0.00204815j 0.00522105+0.0102515j -0.00338232+1.35544e-05j -0.000807761+0.00223802j 0.00213615-0.0115531j -0.00505203-0.00368409j 0.00929693-0.00583659j 0.0112734+0.00170453j -0.000836602-0.00314306j 0.00391462-0.00248914j 0.00599497+0.00176581j 0.000768943+0.00207406j -0.00239059+0.0024969j 0.00159868-0.00253908j 0.00280802+0.00259859j -0.00339178+0.00468561j -0.00804399+0.000140862j 0.00150688-0.00025848j 0.000690405+0.00243798j -0.00364261-0.00220049j 0.00715465+0.00049748j -0.000877408+0.000280881j 0.00895535+0.00281748j 0.00940089-0.00324765j 0.00462292-0.00299654j -0.00741125+0.000535533j -0.00334755+0.0026963j 0.00158834+0.00157582j -0.00511018+0.00181107j -0.00304221+0.0017917j -0.0028072+0.000948389j 0.00243384-0.00166314j -0.00588345-0.000285793j 0.0031865+0.00141472j 0.00368602-0.00416993j -0.00209992-0.00040486j 0.00303602+0.00118259j 0.00524493-0.000983209j -0.00655162-0.00196739j -0.00161776-0.00133062j -0.00383208-0.00251202j -0.00237974+0.000196968j 0.00437888-0.00142759j -0.00263641-0.00105845j -0.00144542+0.000525342j -0.00180763-0.00189558j 0.000977691+0.000957656j -0.00222277+0.000194939j 0.000496509-0.000944864j -0.00114583-0.00184481j -0.000309925+2.41398e-05j 4.99298e-05+0.000397605j -0.00181545-0.000225277j 0.000838696+0.000729685j -0.00142948-0.000482013j -0.000496235-0.000431844j 0.00140538+0.00129387j -0.000316199+2.80469e-05j 0.000409824+0.00123238j -0.000554516-0.000132699j 0.00168884-0.00143597j 0.00147859+0.000970511j -0.00153165-0.000494138j 0.00167211+0.00112654j 1.13791e-06+0.000404371j 0.000259663+0.000340513j 0.000585702+0.000381325j -0.00211686-0.000121521j 0.00159627-5.73681e-05j -0.000461391-3.58259e-06j -0.000316994+0.000115468j -0.00182551-0.000749441j 0.000479444+0.000205344j 0.00114551+0.000510967j -0.000866414-0.000233538j 0.000572989+0.000200415j 
0.00028366-0.000518134j -0.00236275+0.000204494j -0.000376785-0.00088691j -7.59188e-05+0.000212463j 0.00446716+0.00101427j -0.00542171-0.00329246j -0.00482215-0.000260805j -0.00344457-0.0032043j -0.0013102+0.000900901j -0.00165666-0.00385965j -0.00555561+0.00787378j 0.00890774+0.000617726j 0.00535585+0.00601528j 0.0163036+0.0029432j 0.000215413+0.00296268j 0.00748448-0.000231971j -0.00137454+0.00226636j 0.00310664-0.00879627j -0.00255261+5.74791e-05j -0.00128509-0.00558557j -0.00122683+0.00113601j -5.11104e-05+0.00811576j -0.00247703-0.00420555j 0.00271841-0.0113562j 0.00226098-0.00490149j 0.00365367-0.00843216j 0.00204806-0.000497175j 0.00298409-0.00166874j 0.000464434+0.00156759j 0.00175935+0.000480193j -0.00474986-0.00395167j -0.000431446+0.0031081j 0.000860559-0.000630768j 5.80599e-05-0.00496788j 3.98942e-05+0.00454228j -0.000336673+0.00449069j 0.000956988-0.00227019j -0.00183054+0.00532098j -0.00347574-0.000625185j 0.0117638-0.00944503j 0.00525877-0.00367317j -0.00144067+0.00251761j -0.00588476+0.00530917j -0.00107281-0.00180051j -0.00587763+0.00213354j -0.00500155+0.006512j 0.00288289+0.0032986j 0.00318822-0.0014149j -5.52288e-05+0.00260307j 0.00401774-0.00331894j 0.00829746-0.00570786j 0.00101313-0.000622036j 0.000897878+0.000411381j -0.000113929-0.000319395j -0.00265579+0.00414369j -0.00178037+0.000420619j -0.00177619+0.00475606j 0.0030814+0.00057042j -0.00170608+0.000309504j 0.00156968+0.00265297j -0.000985654+0.00128073j 0.000356885-0.000450051j 0.00168619-0.000453563j -0.00028173+0.000877761j 0.000198638-0.000460482j 0.00106563+0.00111834j -0.000171209+0.000219657j -0.00108088+0.000565165j -0.000392505+0.000545757j 0.00129195-0.000276853j 0.000315894-4.90737e-05j -0.000550517+0.000176605j 0.00199683-0.000483504j -0.00218768-0.000522396j 0.00109839-0.00104182j 0.00110824+0.000214909j 4.24376e-05-0.000381273j -0.000233082-0.000429746j -0.00147946+7.18314e-05j -0.000243196-0.00102814j 0.00118503+0.000238223j -0.0014676-0.000620357j 6.74434e-05-0.000405573j 0.000835904+0.000564055j -0.000669756-0.000611363j 0.000536943+0.000501796j -0.000173038+0.000238408j -0.000293326+0.00116276j -0.000795699-0.00020445j -0.00141837-0.000911857j -0.000134638+0.000380946j -0.000385497-0.00042414j 
