6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
-8.76665e-15+0.0712642j 5.59243e-15+0.0101566j -7.97213e-15+0.0857207j -2.63167e-15+0.0104718j 6.81964e-15-0.0563503j 2.79946e-15+0.0317953j 7.197e-15-0.0641101j -1.10075e-14+0.187558j -1.19257e-14+0.0107572j 1.65914e-14-0.10754j -2.23751e-14+0.247753j -2.51261e-15+0.0111797j 1.04661e-14-0.305804j -6.5288e-16-0.119671j -4.11403e-15+0.164224j -4.59704e-14+0.158018j 3.91474e-14+0.222119j 3.45467e-14-0.0167905j 3.96262e-11+0.356655j 1.3209e-14+0.182516j 1.62101e-14-0.0878567j 3.72657e-15+0.0133579j -9.53324e-14+0.0639822j 7.0093e-14+0.171301j -2.69927e-14-0.22782j 1.71685e-14-0.19676j 2.12374e-13-0.447432j -9.90195e-14+0.254039j 1.08236e-12+0.421757j 6.76917e-14-0.17515j 2.42902e-14-0.178632j 8.87253e-15-0.0674488j 2.53018e-14-0.129483j 2.07338e-14-0.00681673j 1.02388e-14+0.0486851j 3.83094e-16-0.126252j 3.38678e-14-0.24732j 2.51229e-14-0.00418402j -1.5392e-15-0.105392j -2.68955e-14-0.0273727j 9.05918e-15-0.149741j 1.62576e-16+0.158448j -1.21729e-14-0.0412992j -1.33013e-15+0.0116224j -1.1764e-14+0.158649j 7.8773e-15-0.122056j -1.01875e-14+0.0641041j 2.92939e-15-0.0121864j -1.03603e-14+0.127179j 4.47602e-15-0.0875578j 1.2743e-15+0.0255647j -3.61169e-15+0.0720445j 1.31307e-14-0.153382j -7.75642e-15+0.091654j 3.78266e-14+0.0466387j 4.5874e-15+0.0606439j 
-1.45144e-13-0.107217j 1.17965e-13+0.107158j -6.10501e-14-0.0498524j -1.91516e-14-0.011292j 8.27051e-14+0.0595067j 8.8866e-14+0.0740006j 5.76679e-14+0.0438587j 4.25564e-14+0.0217957j -1.93057e-13-0.143946j 2.55198e-13+0.205395j -3.04262e-13-0.248871j -1.95779e-14-0.015118j -1.73648e-13-0.121802j -1.93557e-13-0.145685j 2.10093e-13+0.151289j -1.13736e-13-0.105634j -1.31645e-13-0.104107j -2.33468e-13-0.192767j 2.62986e-11+0.234014j 3.98551e-14+0.0173319j 1.97448e-13+0.138271j 2.22603e-13+0.150819j -2.4214e-14+0.411905j 3.08155e-13+0.16499j -3.05229e-13-0.23017j 2.50879e-13+0.180576j -2.23787e-14-0.0609729j 3.87126e-14+0.0243041j 5.64447e-13+0.129307j 1.44719e-13+0.136952j 3.48954e-13+0.25685j 7.32155e-15+0.0204989j -4.33722e-13-0.376127j 7.91131e-14+0.0342311j -1.5476e-13-0.114437j -1.8519e-13-0.137135j 2.61658e-13+0.228839j 3.8469e-13+0.29953j -3.16689e-13-0.248729j -1.55908e-13-0.0722911j -1.86806e-13-0.102994j 4.29853e-14+0.0487045j -1.80471e-13-0.134102j 1.09962e-14+0.0179862j -1.71264e-13-0.134175j -3.95495e-14-0.0288954j -1.97908e-13-0.152279j 4.14338e-14+0.0266411j -8.08449e-14-0.066905j -3.58889e-14-0.0235498j -3.36077e-14-0.0163511j -6.3397e-14-0.0486819j -3.96402e-15+0.00928668j -6.67317e-14-0.0532894j 1.48394e-13+0.0750595j -3.88149e-15-0.00820118j 
-2.72842e-13-0.0892033j -2.2492e-13-0.0801084j 4.09118e-15+0.00205931j -6.97583e-14-0.0223537j 2.23705e-13+0.075497j -3.19323e-13-0.109435j 4.96396e-14+0.0153254j 1.56942e-13+0.0501265j -2.9375e-13-0.0983835j -2.99798e-13-0.104426j -1.33276e-13-0.0434194j -3.15426e-13-0.112055j -3.02433e-13-0.0988586j 5.21689e-13+0.186641j -1.59811e-13-0.057744j -9.94047e-14-0.0436375j 1.30599e-12+0.42866j -4.60543e-13-0.154387j -2.07811e-12-0.0181041j -1.44919e-13-0.0472955j -2.60588e-13-0.0835151j -4.39589e-14-0.0172184j 1.84479e-13+0.0844453j 2.17224e-13+0.061541j 9.49786e-13+0.320109j -3.50596e-14-0.00573531j 8.50037e-13+0.306965j 2.30835e-13+0.0690562j -1.1671e-13-0.0254598j 4.13071e-13+0.157288j 2.49066e-13+0.0735026j -1.05951e-12-0.352111j 4.58031e-13+0.171762j 6.67115e-13+0.216409j 9.77399e-15+0.000150598j 1.53769e-13+0.0361888j -2.85162e-13-0.0993356j 3.32319e-13+0.120043j 1.15377e-14+0.0110342j -1.53294e-12-0.43188j 1.39762e-13+0.0364076j 4.73233e-13+0.1291j -3.27794e-13-0.104457j -3.80603e-13-0.130803j -3.46975e-13-0.120614j 1.66302e-13+0.0573394j -7.04206e-14-0.0222009j -2.05233e-13-0.0786247j 2.67788e-13+0.0944222j 1.90421e-13+0.0681231j -3.34639e-13-0.110494j -1.41937e-13-0.0450406j -1.06398e-13-0.0320729j -3.71507e-14-0.010786j 8.83701e-14+0.0257087j -1.84339e-13-0.0635239j 
1.57949e-14+0.0657648j -1.28456e-14-0.0840446j 6.38883e-15+0.0247224j 6.63689e-16+0.014262j -3.61631e-15-0.0113576j -8.37658e-15-0.0444459j -1.05508e-14-0.0348146j -1.45511e-14-0.0496116j 1.80349e-14+0.0440925j -4.49124e-14-0.162389j 1.57862e-14+0.0265859j 8.12195e-16-0.0565037j 7.48573e-15+0.0184421j 6.19724e-15+0.113909j 3.02358e-14+0.148251j 6.26613e-15+0.12664j 3.01393e-14+0.116085j -1.07611e-13-0.284443j -4.73138e-12-0.041899j 1.27093e-13+0.263517j 6.18786e-14+0.282806j 4.87228e-14+0.0854486j 5.85781e-14-0.0714745j -2.00263e-13-0.3472j -6.21706e-14-0.0613801j 8.98707e-14+0.219443j 4.33179e-14-0.0545056j -5.16616e-15+0.124798j 5.42565e-13+0.179978j -3.41011e-14-0.0790711j 2.00013e-14+0.0387231j 8.59109e-14+0.444714j -3.07351e-14+0.136637j 7.78284e-14+0.385644j -4.08468e-14-0.0747157j -6.56796e-14-0.384528j 1.26989e-14+0.111476j 1.77129e-14+0.2025j -3.893e-15+0.00760429j 3.38107e-14-0.000509096j -1.29406e-14-0.0550534j 2.95883e-14+0.0907621j 5.98641e-14+0.244869j -3.05042e-14-0.116052j 1.22719e-14+0.00413583j 4.28081e-14+0.193041j 3.39189e-14+0.0992515j -2.00667e-14-0.164921j 1.52347e-14+0.0907613j 1.30333e-14+0.063559j 1.68026e-14+0.0638783j 1.48292e-14+0.047087j 2.21369e-15+0.0271415j 1.01319e-14+0.0365543j -6.58931e-14-0.0683633j -1.04313e-14-0.0131204j 
9.81832e-17+0.0914751j -1.16148e-16+0.0607726j -1.7886e-15-0.0224045j -1.47628e-15+0.0383166j -3.02352e-15-0.0679159j 4.20265e-15+0.0848383j -1.99952e-15+0.0137784j -8.35114e-15-0.0969557j 1.01195e-14-0.0495945j 6.22471e-15+0.179961j 1.13773e-14-0.0479832j 1.09148e-14-0.050687j 6.06086e-15+0.0860817j -2.89561e-15+0.117874j 1.59099e-15+0.31429j 1.73448e-15-0.0641721j -1.69016e-15+0.124373j 3.5887e-14+0.139344j -3.57593e-12-0.0325386j -1.40515e-14-0.0816173j -1.01071e-15+0.200182j -1.04059e-14-0.0770911j -7.55037e-14+0.0735464j 1.04961e-13+0.280286j 4.22153e-14+0.243458j -3.36267e-14-0.0380436j 3.51076e-14-0.247j 3.93556e-15+0.057771j -2.9554e-13-0.0815398j -7.28525e-14+0.399046j -6.16498e-15-0.204779j -5.05212e-15+0.209097j 2.71807e-14-0.0524642j -1.08751e-13-0.405617j -2.61801e-14-0.246847j -3.77259e-14-0.240795j -4.60183e-15-0.0286683j -5.15718e-14+0.0463154j 1.22829e-14-0.135111j -1.02629e-13-0.240477j 1.52356e-13+0.403056j 1.82334e-13+0.0283408j 1.14092e-14+0.0651248j 1.75146e-14+0.0996329j 2.25923e-15-0.198942j -6.22762e-15-0.0571827j 6.41014e-15-0.0732784j 1.1909e-14-0.242199j -3.62806e-15+0.00519955j -2.93238e-15-0.0791908j 1.56216e-15+0.193942j -4.78867e-16+0.0806222j -5.57159e-15+0.144403j -2.12867e-15-0.013609j -3.05372e-14-0.0533299j -5.77649e-15+0.0278j 
-1.08923e-13-0.118055j -1.51417e-14-0.0168472j -8.86885e-15-0.00725855j -2.67778e-14-0.0293106j 8.7403e-14+0.0948209j -2.35203e-14-0.0299359j -1.02351e-14-0.0127923j 4.63234e-15+0.00911308j -2.25306e-14-0.0241974j -1.08431e-13-0.121562j -5.90913e-14-0.0653997j -8.29463e-14-0.0841357j -7.71568e-14-0.0911233j -1.13716e-14-0.0163527j -5.89564e-14-0.0651474j 8.55356e-14+0.118003j 3.36503e-14+0.0312207j -6.32601e-15+0.00755481j -2.9013e-12-0.0258895j 2.82377e-13+0.261768j -1.02246e-13-0.112157j 5.5274e-14+0.049639j 7.41433e-14-0.176036j 1.47141e-13+0.126855j -6.13387e-14-0.0474048j 2.16037e-13+0.210368j -1.87028e-13-0.243013j 4.92082e-14+0.0297489j -2.23786e-13-0.0529035j 4.07754e-13+0.570086j 3.48299e-14+0.0511948j -3.24854e-13-0.343939j -6.53965e-14-0.0890959j -2.99606e-13-0.264498j -6.87296e-14-0.0597028j -2.76414e-13-0.249338j -1.06792e-14-0.00701665j -4.61753e-13-0.606321j -2.98747e-13-0.467099j 1.47681e-13+0.126536j 2.02059e-13+0.0321687j 4.69346e-13+0.333645j 1.1621e-13+0.118452j 8.0142e-14+0.0803071j -6.11341e-14-0.0539498j 1.43938e-13+0.155739j -1.31644e-13-0.139265j -2.66031e-14-0.020942j 5.75076e-14+0.0639619j 1.33328e-13+0.146013j 1.45959e-14+0.0026297j -3.47115e-14-0.0407459j -6.76533e-14-0.0763168j -1.48681e-14-0.0124015j 8.69446e-14+0.0642708j -6.08303e-14-0.0701347j 
9.60064e-15+0.07547j -1.00617e-15-0.0345339j 1.32923e-15+0.0111884j 2.85523e-15+0.0142531j -1.01517e-14-0.0757818j 1.74562e-15+0.014007j 6.77809e-15+0.0443206j -4.50714e-15+0.00191147j -2.55741e-15-0.000525497j 1.71142e-14+0.104353j 9.51398e-15+0.0784718j 7.39562e-15+0.0919643j 1.35535e-14+0.0852626j 7.27007e-15-0.00136083j 2.60651e-15+0.0850812j -6.33824e-15-0.0341346j -4.92745e-14-0.172269j 1.47577e-14-0.0529589j 1.25944e-11+0.113197j -3.76656e-14-0.166569j 1.5834e-14-0.0348131j 5.29081e-14+0.159483j -1.5127e-13+0.116051j -1.16187e-15-0.115377j 3.80921e-14+0.211114j -5.72256e-15-0.0447774j 7.20387e-14-0.134064j -3.80142e-14-0.0523548j 1.10978e-12+0.395465j -4.56799e-14+0.266847j 1.70689e-14+0.155653j -2.41157e-14-0.272799j 1.83972e-14+0.240201j -3.32174e-14-0.213301j -6.81002e-14-0.313611j -2.08454e-14+0.118508j -2.31283e-14-0.166018j 2.52332e-14+0.198607j -2.36893e-14-0.051286j 2.81924e-13+0.404729j 1.02271e-13-0.00561427j 1.52867e-13+0.322167j 2.28013e-14+0.0475613j -3.80524e-14-0.365614j -3.94849e-14-0.212319j -1.79273e-14-0.110722j -3.70067e-15-0.0391912j 9.08248e-15+0.141938j -1.70837e-14-0.100833j -2.26272e-14-0.209658j -9.51028e-15-0.0763058j 1.16808e-14+0.0856946j 7.03096e-15+0.0234284j -1.41305e-16+0.00532153j -5.94105e-14-0.0789464j -9.94617e-15+0.0252888j 
2.09953e-15+0.0126092j -1.05846e-14+0.129263j -1.34052e-16-0.0416136j -1.00337e-15+0.027111j -5.73128e-16+0.00277264j -3.17406e-15-0.0441113j 3.82251e-15-0.00749862j -1.61307e-15-0.0285927j 2.95523e-15+0.0231688j 5.60223e-15+0.183242j 7.58067e-15-0.14486j -4.96486e-15+0.122658j 2.28909e-15+0.00297525j -1.19725e-15-0.0630715j 1.54891e-15-0.157729j 2.65091e-14-0.0625514j -1.03826e-14+0.017607j 1.21755e-15-0.0534066j -5.44516e-12-0.0488981j -1.82809e-14-0.148832j -2.05445e-14+0.096768j -2.2827e-14-0.130354j 2.83856e-13-0.211476j -3.82561e-14-0.0908381j -3.68883e-14-0.124401j 4.60036e-15-0.120299j 7.48406e-14-0.112342j -4.67617e-14+0.252409j 7.5116e-13+0.281543j 1.50062e-14-0.0995077j -9.82684e-15-0.104946j 2.76078e-15-0.0545391j -3.26977e-14+0.0792538j -5.59922e-15-0.040501j 2.80991e-15+0.132717j 7.34929e-15-0.0571396j -9.77626e-15+0.391553j -4.40637e-14+0.00198116j -3.53175e-14+0.226159j -2.0132e-13-0.335817j -1.59037e-13-0.224756j -1.22945e-13-0.145338j 7.40632e-15+0.177056j -4.14189e-15-0.323442j -1.99822e-15+0.129623j -1.18819e-14-0.132809j -7.47324e-15-0.326933j 7.13561e-15+0.120956j -7.33041e-15-0.101884j -2.25292e-15+0.105426j -1.44382e-14-0.0795198j -6.86639e-16-0.245517j 5.18799e-15+0.203743j -1.66701e-15-0.0691827j 6.44516e-14+0.0797313j 1.23175e-14+0.0699681j 
-7.36506e-16-0.0142746j 1.62955e-14-0.0449898j -1.11469e-15-0.00693806j 1.00663e-15-0.0022006j -3.46199e-15-0.00703683j 7.00561e-15-0.0511406j -9.10292e-16+0.0346844j 7.16829e-15-0.0191231j -3.92158e-16-0.0264458j 7.81991e-15+0.026017j -1.75532e-14+0.104187j 2.78042e-15-0.00514707j -2.67558e-15+0.00519804j -1.89083e-14+0.11826j 6.55707e-15-0.0425757j 4.63211e-14-0.119967j -2.23053e-14-0.0649552j 3.58747e-14-0.00677381j 1.07087e-11+0.0964593j -1.42597e-14-0.120855j 4.66618e-15-0.0946729j 6.39707e-16+0.14997j -7.93171e-14+0.0279156j 4.76178e-15-0.0936957j -8.58802e-15-0.042808j 2.05018e-14-0.0881306j 1.01461e-13-0.215343j -2.94204e-14-0.016246j 2.81432e-13+0.111778j 9.14465e-14-0.185346j 2.7472e-14-0.189503j 3.22231e-14-0.110309j 1.47761e-13-0.444869j 1.63967e-14+0.116008j 9.85592e-15-0.14687j 1.00345e-14-0.0495939j 2.75768e-14-0.129448j 5.35398e-14+0.028707j 5.81012e-14-0.301588j -9.29656e-15+0.013507j -1.38056e-13-0.657862j -2.35387e-13+0.0748641j -3.95257e-14+0.438759j -2.47256e-14+0.021241j 4.71979e-14-0.385935j 6.07027e-14-0.426591j -3.04847e-14+0.193127j 1.65508e-15-0.0562848j -7.22501e-15+0.0317428j -6.95111e-15-0.0514545j 2.64376e-14-0.237643j -5.78947e-15-0.0539968j -6.74405e-15+0.0301101j -1.26524e-15-0.060354j -2.64999e-14-0.0484822j 1.58879e-17-0.0573138j 
2.2122e-15-0.0977514j -1.04435e-14+0.0784438j -4.32716e-16-0.00646615j 8.51313e-16-0.0342616j -1.08179e-17-0.000216826j -2.30163e-15+0.0157213j 4.46675e-15-0.011979j -2.33207e-15+0.108043j 5.37056e-17-0.13645j 5.14106e-15-0.0918752j 1.47203e-15-0.0679172j 5.95587e-16-0.0785132j 4.31843e-15-0.09802j 9.53053e-15-0.0863293j -6.34672e-15-0.0372427j -2.6799e-15+0.00184567j -4.8224e-15-0.0347317j 1.19588e-14+0.187146j 6.88989e-12+0.0616835j -4.17761e-15+0.15369j 1.86884e-15-0.159015j 1.39007e-14+0.0804098j -1.64126e-15-0.00339355j -3.67983e-14-0.091203j -7.57191e-16-0.0256969j -1.67802e-16+0.0126646j -4.49005e-14+0.158007j 2.093e-14+0.0626662j -2.42898e-13-0.0911365j -5.07796e-14+0.158297j 3.39546e-15-0.146613j -1.41247e-14+0.198981j -4.7119e-14+0.173612j -2.74818e-14+0.032725j -4.23472e-14-0.3976j -1.67258e-14-0.0288566j -1.03641e-14+0.203963j -2.52294e-14+0.126921j -4.45981e-14+0.130129j -9.07802e-14-0.149309j -1.20729e-13-0.121519j -9.00507e-14-0.137648j 4.52841e-15+0.212217j 2.54603e-15+0.0245811j -2.38179e-14+0.206848j -1.18841e-14+0.237033j 2.50461e-15-0.0137769j 1.34384e-15-0.350888j -1.11519e-15-0.061321j 1.46364e-15-0.352551j 2.13364e-16-0.0467315j 1.70661e-15-0.134106j 1.28795e-14-0.246848j -4.04485e-15-0.142623j 1.11129e-13+0.186489j 1.87324e-14-0.0269285j 
-1.16955e-15-0.0582257j 4.58018e-15-0.0755637j 7.93073e-17-0.000787851j 1.10014e-15-0.0156974j -4.99408e-16+0.0324815j -1.13308e-15+0.00374913j -1.19967e-15+0.0888104j 1.1335e-15-0.0612136j 3.14754e-15+0.05809j -2.73831e-15-0.0871417j -1.79115e-15+0.0906937j 4.13002e-15-0.128258j -1.0039e-15+0.0582391j -1.14813e-15+0.0294003j -3.37979e-15-0.067464j -7.13395e-15+0.0291755j -1.16722e-14-0.039915j 7.37153e-15-0.072119j 9.13305e-12+0.0822857j 6.31657e-17-0.0299836j 1.20787e-14+0.0832037j 2.04077e-14+0.0470201j -1.58862e-15+0.0112774j 4.13305e-14+0.120465j 1.20862e-14+0.0692578j -1.34514e-14+0.0323823j 2.94504e-14-0.19214j -1.85143e-14-0.113539j -6.974e-14-0.0186661j 4.01271e-14-0.170587j 7.33367e-15+0.142009j 3.76484e-15-0.0756248j -7.07878e-15+0.0430188j -1.57718e-14-0.0467624j -1.47032e-14+0.0368224j -4.62179e-15-0.0521357j 1.04218e-14+0.117101j -2.23072e-14-0.0437063j -4.63464e-14+0.353014j 2.37162e-14+0.00861568j -2.48577e-13-0.475282j -2.7278e-13-0.213721j -1.37169e-14-0.153746j -4.74223e-15+0.0453878j 9.42745e-15+0.267534j 1.82758e-16-0.220131j 2.41481e-15+0.157816j -5.66988e-15-0.365655j -1.31935e-14-0.504546j 3.91652e-15+0.244536j 3.57032e-17+0.0815935j 3.23289e-15+0.334854j -1.4056e-15-0.0461574j 3.14987e-15+0.056904j -8.76781e-14-0.0928123j -1.976e-14-0.203206j 
5.75935e-14+0.0583811j -2.27503e-14-0.0115322j 1.19024e-14+0.007373j 4.1425e-14+0.0401867j -2.43945e-14-0.0258826j 4.8868e-14+0.0427221j -9.19063e-14-0.0993344j 6.94279e-14+0.080791j -3.53826e-14-0.030396j 6.69255e-14+0.0655617j 1.81348e-14-0.0265307j 1.67306e-13+0.163503j -2.99821e-14-0.0443104j -7.56486e-14-0.0904002j 5.77559e-14+0.0450316j 4.09323e-14+0.0617599j 4.72696e-14+0.0588749j -7.64278e-14-0.0402716j -9.43487e-12-0.0839877j -3.76165e-14-0.0286601j 9.57617e-15+0.0368814j -9.27356e-14-0.0748856j 2.98142e-14+0.000697509j -1.35505e-14-0.0171102j 4.14534e-14+0.0494197j 6.00809e-14+0.0565406j 5.03036e-14+0.0602852j -6.45421e-15-0.0401963j -9.95225e-14-0.0310246j 9.96231e-14+0.146097j -4.27823e-14-0.0393729j 3.16206e-14+0.0408227j -5.36577e-14-0.0554061j 3.78227e-15+0.0150447j 3.78644e-14+0.00670539j -5.0682e-14-0.0419015j -4.82098e-14-0.0634238j 4.63368e-14+0.0489341j -4.84671e-14-0.0506361j -1.84423e-14+0.00059202j -2.60748e-13-0.174052j -1.65542e-13-0.0795983j 5.13079e-14+0.0498646j -7.80743e-14-0.0686461j 3.98721e-13+0.389459j -2.30465e-13-0.320489j 2.97726e-13+0.238622j 1.19068e-13+0.145656j -8.08863e-14-0.105944j 3.35372e-13+0.310903j -3.59871e-13-0.466312j -3.18697e-13-0.236332j -2.44166e-13-0.184158j 2.85847e-13+0.327719j -1.69123e-14+0.00435521j 3.20513e-13+0.319721j 
9.66101e-15+0.00465251j -3.91395e-16-0.0651616j 3.21633e-15+0.0252279j 8.96221e-15+0.0107773j -4.60559e-15+0.00457922j 9.02387e-15+0.0424542j -1.98307e-14+0.0113814j 1.54198e-14-0.0288449j -1.07666e-14-0.0540072j 1.51591e-14+0.00313322j 2.76288e-15+0.186849j 3.09875e-14+0.0753157j -7.27024e-15+0.0416947j -1.53811e-14+0.0378827j 1.17116e-14+0.0729359j -1.02449e-15+0.0151963j -1.57894e-15-0.107422j -3.11499e-14-0.0939515j -6.32992e-12-0.0566051j -6.79601e-15-0.0355382j 1.7946e-15-0.127044j -2.43434e-14-0.0299411j -1.6067e-13+0.116294j 1.22551e-14+0.0370271j 7.5561e-15-0.0434527j 1.49541e-14+0.0206689j 1.12942e-14+0.0610778j -7.20559e-15+0.0833123j 3.69386e-14+0.0144982j 4.29363e-14+0.0151998j -6.14751e-15-0.0392602j 5.65514e-15-0.0418091j -1.72176e-14+0.00928412j -4.92852e-16-0.0529676j 7.01042e-15+0.133609j -1.52068e-14-0.0754905j -1.25549e-14+0.0617547j 1.87388e-15-0.0553721j -1.27587e-14+0.0213058j -9.43128e-14-0.126863j -4.86041e-15-0.00435643j 3.62833e-14+0.0780963j 1.33455e-14+0.0567692j -1.4887e-14-0.0811169j 7.97028e-14+0.112606j -4.78367e-14+0.39325j 6.86023e-14+0.321875j 1.97612e-14-0.114819j -1.21762e-14+0.106472j 6.86255e-14+0.15834j -7.96923e-14+0.403095j -6.48113e-14-0.479788j -5.06173e-14-0.364402j 6.20718e-14-0.138604j -2.09744e-13-0.318385j 2.15679e-14+0.0359743j 
1.86214e-15-0.0739142j 8.03398e-15-0.0697822j 7.78719e-15-0.159941j -7.70917e-15+0.165529j 6.1658e-15-0.15658j -3.01536e-15+0.0910418j 5.2533e-15-0.131355j -3.19181e-15+0.0939513j 1.81553e-15-0.0443315j -1.23554e-15-0.00159809j 1.02088e-14-0.220309j -3.49255e-15+0.0389505j 1.67862e-15+0.0321777j 9.01641e-16-0.0158278j 4.92782e-15+0.0346171j 1.05783e-14-0.0286474j 8.92473e-15+0.056071j -2.14532e-14-0.0509405j -8.05915e-12-0.0724695j 1.16058e-14+0.0649465j 6.91157e-15-0.0200517j 1.44482e-14+0.100375j -1.84638e-14+0.0141183j 1.69379e-14+0.0432206j 5.94714e-15+0.0190233j -3.26679e-15-0.0542433j 8.04337e-15-0.0161023j -3.61631e-15+0.0987038j -5.57829e-14-0.0159425j -1.50514e-14+0.0635774j 4.12333e-16+0.0173044j -2.68258e-15+0.0226574j 9.41556e-15-0.0648568j 1.12086e-14+0.0580279j 9.81374e-15-0.0085984j -3.40846e-15+0.110588j -3.98571e-15+0.0828945j 8.06879e-15-0.0656178j 2.26273e-15+0.0445j -1.1447e-15-0.00306761j -1.35054e-14-0.01425j -1.09202e-14-0.0217755j -1.25789e-15+0.0761666j 2.82376e-15-0.072084j 1.17084e-15-0.105707j -3.97983e-15+0.0347245j 1.30689e-15-0.0465684j 5.52541e-15-0.157835j -1.39617e-15+0.0704783j -1.79786e-15+0.0439075j -5.60068e-15+0.140312j 7.38289e-16+0.0506008j -2.63771e-16+0.0216192j 3.95584e-15-0.0728623j -7.71958e-14-0.0884777j -1.09905e-14-0.182318j 
1.12493e-15-0.0515458j -5.60603e-15+0.0405598j 2.35133e-16+0.113271j -2.17496e-15+0.264006j -1.11278e-15+0.0589565j 9.73632e-17+0.0108837j -8.39811e-16+0.0710203j 5.45719e-16+0.0109356j -6.25981e-16-0.0906126j 3.05821e-15+0.138318j 8.55213e-16+0.0773023j -2.16313e-15+0.116318j -1.47473e-16+0.0117691j -5.0824e-16+0.0700583j -8.16832e-15+0.10419j -2.78254e-14+0.0702974j -4.29342e-15-0.0516569j 7.28434e-15+0.0553715j 6.11617e-13+0.00538621j -5.4793e-15-0.0238356j 2.52993e-16+0.00202202j 6.09058e-15+0.0215762j 2.0173e-14-0.00865922j 1.82479e-14+0.0895212j 6.3944e-15+0.0132277j -6.21661e-15+0.0572182j 1.03424e-14-0.0849168j -7.02214e-16-0.0393281j -1.46453e-13-0.0516585j 1.68896e-15-0.0367788j -3.44676e-16+0.0466012j -7.19133e-15+0.0157084j -1.45269e-14+0.0719046j 1.19782e-15+0.0592866j -3.01525e-15-0.0701276j 4.20204e-15+0.0509508j -1.89611e-15+0.0299515j 8.56739e-15-0.0391108j 1.04276e-14-0.0337632j 7.87902e-15+0.0122807j -9.19132e-15+0.00878704j -1.43494e-14-0.0340548j -6.51919e-16-0.0352519j -1.80638e-15+0.0248242j 8.95447e-16+0.0419408j 5.84939e-16-0.126445j -1.62702e-15-0.20114j 1.62092e-15-0.0335625j 2.11225e-15+0.133401j 7.47963e-16-0.0612596j 1.35508e-15+0.04778j 8.28207e-17+0.191069j -1.39674e-17-0.0168086j -6.9795e-16+0.0710954j 9.51948e-14+0.17297j 2.00049e-14-0.100221j 
6.07476e-16-0.00303213j -2.50248e-15+0.0243236j 4.08655e-16-0.0564598j 5.57709e-19-0.0127842j -4.81655e-16-0.0857313j -6.87318e-16-0.0684882j 2.07699e-17+0.0196978j -1.21371e-15-0.0754529j 1.47461e-16-0.00124886j 2.43522e-16+0.0365717j 1.29006e-15-0.00582218j 1.28014e-15-0.00607169j 2.72773e-17-0.0271518j 1.47986e-15-0.0514978j -4.60898e-15+0.0748919j -2.31116e-14+0.074779j 8.76951e-15+0.0166801j -2.15777e-15-0.00662332j 1.34872e-12+0.0121647j 7.14046e-15+0.038608j -1.2489e-15-0.00998414j -1.99155e-15-0.00336585j -8.86426e-15+0.00226181j -1.20138e-14-0.0607828j -1.99702e-15+0.0375931j 2.68677e-15-0.0157459j 7.48021e-15+0.000438623j -2.93335e-15+0.0284481j 8.47137e-14+0.0322411j -2.55948e-15+0.0163056j 1.15028e-15-0.0161046j 2.71914e-15-0.0181569j 1.19565e-14-0.0625241j 9.69623e-15+0.0150023j 5.95554e-15+0.0178208j 1.64433e-15+0.0232323j -1.19744e-15+0.0081575j -7.52119e-16+0.00871966j 1.67054e-16-0.00636451j -2.55643e-15-0.00727439j -8.33409e-16+0.0197459j -2.0122e-16-0.0201006j 8.09485e-16+0.0405331j -5.69876e-16-0.0221778j -7.98951e-17-0.0450985j 3.31107e-16+0.0335581j -4.72708e-16-0.0163978j 5.11198e-16+0.00144179j 3.96731e-16-0.0239578j 9.22097e-17+0.00991735j -8.98648e-17-0.0223989j -2.09293e-16-0.0400951j -3.78535e-16+0.0692237j 6.52614e-17-0.0630058j -1.0517e-14-0.0114687j -2.25205e-15-0.0249213j 
