-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
-1.34195e-14+0.00573864j -2.39922e-15-0.211875j -9.24795e-15+0.0193303j 1.21155e-15+0.0421824j 7.37684e-15+0.0235607j -4.83534e-15+0.0266253j 1.08934e-14+0.0900924j 3.12282e-15+0.0626053j -2.26496e-14-0.121436j 1.54702e-13+0.262401j -1.19954e-14+0.0582864j -1.20993e-14-0.25146j 1.0092e-14+0.020795j 5.49104e-15-0.189486j -3.81353e-15+0.172466j 1.07233e-14-0.0492854j 4.48712e-13-0.093247j 1.50319e-15-0.00268568j 5.71616e-15+0.0555152j -4.24148e-15+0.286301j -6.7229e-15+0.0319845j -3.34228e-14-0.271535j -6.08792e-15+0.126085j 4.64048e-14+0.083375j 2.63597e-14+0.495281j -1.32602e-14+0.204314j -2.63438e-15+0.192186j 9.49485e-15+0.0108094j -1.94167e-13-0.139002j 4.91692e-13+0.200595j -8.15069e-13+0.463566j -1.10749e-13-0.0497479j 3.05799e-15-0.108531j 7.22544e-15-0.0144306j 5.44031e-15-0.0471728j -4.3429e-15+0.0252401j 2.50655e-15+0.0628959j 1.25527e-16-0.00713863j -4.26478e-15-0.0539978j -2.49304e-15+0.0636937j 5.84544e-15-0.119771j -2.17625e-15-0.108638j -3.2349e-15-0.0283188j 6.46848e-15+0.018569j -3.17611e-15-0.0105435j 2.57945e-15-0.0128816j -1.14076e-15-0.0283861j 1.26289e-15+0.0444928j 2.76553e-15+0.0135688j 6.54342e-15+0.02862j -6.97247e-13+0.0123703j -5.14034e-15+0.0472105j -4.86122e-15+0.00500786j 2.92756e-15-0.00998201j 2.08783e-15+0.0376851j -2.76162e-15+0.00359707j -1.05909e-15-0.0102138j 2.26642e-15-0.00274175j 3.10035e-15+0.0230127j 1.41593e-15+0.00175324j -4.66997e-16+0.0265018j -8.58973e-16-0.0116878j 1.37116e-16+0.0264769j -1.20866e-15+0.0007342j 1.98905e-15+0.0260659j -6.74839e-16+0.0105448j 9.39079e-16-0.0276506j 2.24454e-15+0.0161237j 2.71493e-15-0.0034686j -1.64279e-16+0.047709j 4.35613e-15+0.023269j -6.69704e-17-0.0495123j 
-2.72265e-14+0.109735j 2.14796e-14-0.0324414j -3.17489e-14+0.107792j 4.88391e-15-0.0309065j 9.77454e-15-0.0528753j 6.37742e-15-0.00591336j 1.78657e-14-0.0823172j 1.84551e-14-0.0780179j 8.61502e-15+0.00941686j 1.74938e-14+0.100192j -8.71133e-14+0.22689j 1.97122e-14-0.0555406j 1.81104e-15-0.0817838j 1.85031e-14-0.022672j -3.17441e-14+0.101438j 3.26677e-14-0.140891j 1.70141e-13-0.033041j -1.7097e-14-0.0975072j 1.0422e-13-0.300722j -2.69398e-14+0.120916j -1.49915e-15+0.0530389j -1.14882e-13+0.505107j -9.6714e-14+0.270329j -6.75672e-16-0.176099j 4.43016e-15-0.141223j -1.47436e-13+0.467744j 4.96851e-15-0.0471845j 1.42402e-13-0.406576j -2.47994e-14+0.281923j -1.39411e-13+0.0414537j -4.53962e-14+0.060599j 9.68473e-14-0.347647j 1.87289e-14-0.0417093j 2.49692e-14-0.0909402j 2.19872e-14-0.065837j -9.11379e-15+0.0326357j 7.7868e-15-0.0380598j 5.56538e-15-0.0188718j -3.95536e-15+0.0280367j -1.23239e-14+0.034644j 2.93572e-14-0.0837933j 1.03739e-15+0.0215435j -4.92156e-15+0.0187038j -1.48443e-15+0.0272858j -5.60585e-15+0.0208516j 3.74351e-16+0.000665647j -4.33822e-15+0.0184336j -2.57629e-15+0.00359664j -2.98705e-15+0.00825165j 3.44767e-15-0.0102954j -3.68317e-13+0.00645622j -2.22556e-14+0.0741203j -8.03352e-15+0.00698446j 7.36034e-15-0.012675j 1.77821e-15-0.0115918j -6.96985e-15+0.0218679j 2.44086e-15-0.00471195j -1.22503e-15+0.0027661j 1.23914e-15-0.0141576j -1.87785e-15+0.00181067j -4.48028e-15+0.00952767j -1.04922e-15+0.00616553j -2.05659e-15+0.00034933j -4.84982e-15+0.0180974j 5.4131e-15-0.0256762j -5.34128e-15+0.0190457j 5.95141e-15-0.0149435j 8.73914e-15-0.0362696j 1.57367e-14-0.0550163j -5.69642e-15+0.00992662j 9.28258e-15-0.0397348j 1.4372e-14-0.0425368j 
3.87861e-16-0.00068809j 2.52888e-16+0.00466644j 4.28774e-17+0.00411687j 1.81849e-16-0.0144964j 2.70984e-16+0.0116643j -1.80112e-15-0.0246057j 4.84661e-16-0.0061325j 8.43063e-16-0.0107535j -7.77207e-16-0.0829144j 1.92241e-14+0.0254274j -5.48947e-15+0.0348005j -1.44221e-15+0.00745159j -5.26972e-15-0.0196703j -1.51945e-15+0.0465923j -3.70594e-16-0.049104j 2.89958e-16+0.0244114j -4.63183e-14+0.00965738j 1.16715e-15+0.0125764j -9.30218e-16-0.0122442j -3.02459e-15-0.0172181j 2.43783e-15-0.00760246j -2.44947e-15-0.0781456j -3.46829e-15-0.113515j -1.22987e-14-0.0243303j 1.40548e-15+0.0212649j -1.016e-15-0.0357685j -1.85676e-16+0.0189851j 2.37995e-15-0.0421795j -1.0595e-14-0.0139619j 2.55166e-14+0.00833635j 7.05788e-14-0.040484j 1.15374e-14+0.0101489j -2.16406e-15-0.311538j 4.14362e-15+0.477946j 1.28886e-16-0.166231j -9.21204e-16-0.15199j 1.067e-15+0.0132853j 1.22716e-16-0.070741j 5.22041e-16-0.291624j -4.5721e-15-0.0629164j -3.66469e-16-0.324577j -3.0117e-15-0.00505689j 3.7787e-15+0.0304752j 1.4597e-14+0.0454398j -1.0405e-14-0.00555264j -1.99537e-14+0.0985159j -6.48606e-15+0.0789302j -4.19128e-15-0.0395126j -6.33579e-15-0.0533009j 2.07267e-15+0.0158891j 4.50911e-12-0.0799755j 5.02785e-15-0.0744038j 3.01811e-14-0.0565618j 6.56399e-15-0.0435222j 1.04444e-15+0.063143j 6.43113e-15-0.161349j 1.66641e-15+0.157594j -7.01643e-15-0.0620943j -1.37431e-14-0.117707j -8.10387e-15-0.0628301j -2.16076e-16+0.117855j -9.45906e-16-0.170341j -1.93249e-15+0.0907191j -3.58045e-16+0.00492865j 5.54598e-16-0.227936j -4.64774e-16+0.0204996j -1.1002e-15-0.0727888j -7.40448e-16-0.130383j -2.82092e-16+0.0670218j 3.91788e-16-0.0486429j 1.16683e-15-0.0821186j -1.74632e-15-0.109312j 
-4.96421e-16+0.00531742j 4.67876e-17-0.0142503j -7.16592e-16+0.052086j -1.34641e-17+0.00224368j 5.36258e-16+0.0331136j -4.73324e-16+0.000693418j -1.21211e-15+0.000912724j 7.97343e-16-0.00950201j 4.46396e-16-0.0123693j -7.09217e-15-0.0157813j 2.18104e-15-0.0252481j 4.95679e-16-0.0215045j 3.47772e-15+0.0157374j 9.0712e-16+0.0329367j -5.18784e-17-0.0220112j 1.55625e-15-0.0093962j -5.10786e-14+0.0106396j -4.38774e-15-0.0282691j -8.05502e-17-0.0135706j -1.863e-16-0.0284148j 7.24061e-16+0.00440922j 4.57132e-18+0.0266774j -1.36308e-15+0.0298394j 7.08181e-16-0.00091063j -1.37005e-15-0.0155021j -6.24591e-16+0.000221212j 1.11424e-16-0.00799141j -1.9849e-15+0.0554056j 6.31954e-14+0.0198758j -1.77037e-13-0.08211j -5.60864e-14+0.0307579j -9.1987e-15+0.00311918j -7.73582e-17+0.31437j 2.90135e-17+0.14775j 6.09341e-16-0.416372j -7.25535e-16-0.149408j 1.07438e-15-0.196682j -1.87145e-15+0.0151343j -9.30151e-16-0.118469j -5.67378e-15-0.323477j -1.94007e-15-0.0040135j -4.25899e-15-0.461092j 4.76548e-15-0.0148924j -3.32896e-14-0.0500034j 3.49673e-14+0.286449j -7.93657e-15+0.0124113j 1.43916e-16+0.156053j -3.87572e-15-0.0460713j -7.44409e-15-0.116047j 4.67184e-15-0.0369193j -5.40764e-12+0.0960161j -1.23964e-15+0.0902388j 9.76241e-15-0.0293614j 7.88557e-16-0.0131872j -5.84136e-16-0.0188428j 4.06675e-15-0.0517537j 6.50773e-16+0.15167j -5.71548e-15-0.0499705j -8.2803e-15-0.0448373j -5.73176e-15-0.0340066j 1.71418e-15-0.150384j 8.22071e-16+0.032063j 2.47446e-15-0.0806267j -1.43393e-16-0.11495j -4.07563e-16+0.0822242j 9.67247e-17-0.0878303j -5.44416e-17+0.0454041j 1.76386e-16+0.0969735j -1.29391e-17-0.0933114j -3.88397e-16+0.0988366j 2.86301e-15+0.138364j -3.86109e-15-0.0500157j 
-8.8316e-16-0.00437636j -3.35265e-16-0.0372389j -1.98853e-17+0.00993894j 4.39847e-16+0.00635088j -1.41525e-15-0.0355721j -1.3564e-16+0.0298232j 6.60984e-16+0.0371589j -6.36691e-16+0.0131295j 4.9351e-16+0.00226835j -2.66931e-15-0.00637014j -2.23444e-15+0.0131021j -1.34091e-15+0.00429577j 1.70243e-15+0.00431698j -8.75187e-17-0.00328116j -8.97503e-17+0.0192993j -1.80432e-16+0.0188006j -7.22882e-15+0.00143495j -1.64744e-15-0.0141095j -3.54585e-15+0.0201523j -3.21375e-17+0.0124341j 4.90367e-15+0.0133429j 1.29492e-15+0.00637583j 1.31247e-16+0.00521929j 4.84665e-15+0.014523j -1.42435e-15-0.0461779j -6.01097e-16+0.000539859j 4.29093e-16+0.029246j -1.49385e-15+0.0265388j 1.15124e-14+0.0697564j -3.42928e-14+0.00812682j 4.03777e-14-0.025169j 6.54219e-15+0.0197469j 4.29131e-16+0.03035j -6.36971e-17-0.014839j -2.10549e-15+0.256502j 1.50082e-15-0.386934j 2.8245e-15-0.481746j 2.73415e-16+0.055596j -1.56018e-16-0.180552j -3.08391e-15-0.128393j -3.8102e-15+0.0419892j 3.22754e-17-0.108161j 1.21596e-14-0.0331408j -8.99437e-14-0.247963j 2.05545e-14+0.0998121j -1.45992e-14+0.0732874j 1.30278e-14-0.211404j 1.15242e-14-0.393961j 1.71983e-14+0.32054j 3.48522e-14+0.30868j 8.11092e-12-0.143971j 1.58063e-14-0.000387671j 9.45531e-14-0.222366j 8.7343e-15-0.0672614j -1.57004e-15-0.0823117j -2.41296e-17+0.0684935j -1.70911e-15+0.00352983j 4.28636e-15+0.0524501j 1.05507e-14+0.220962j 7.76004e-15-0.0985037j 2.40472e-18+0.07341j 1.03818e-15-0.107281j 1.49384e-15-0.0740738j 1.24189e-15-0.0248964j 1.15779e-15-0.0191819j -1.55057e-16-0.00892156j -1.57544e-16-0.20653j -1.13757e-15-0.0596143j -1.05625e-15+0.0384744j 9.69839e-16-0.102844j 4.79136e-16+0.0798735j -2.47165e-16+0.0749178j 
1.73403e-15+0.0203616j 5.37835e-16+0.00233812j 6.20385e-16-0.00956745j 2.40629e-16+0.000289118j -1.0635e-15-8.41252e-05j 3.88376e-15+0.0410347j -2.19548e-15-0.0261794j -1.56437e-15+0.0348732j -2.41134e-16+0.014624j -3.3594e-15-0.00439168j -2.69865e-16-0.00146145j -2.40539e-16-0.0033531j -7.44843e-16-0.00126609j 6.77314e-16+0.00581453j 6.92505e-16+0.00859612j 1.85646e-16+0.00132971j 3.06642e-14-0.00607442j 9.63301e-16+0.0195141j 8.9931e-16-0.00538436j 1.03884e-16-0.00828329j 2.34092e-15+0.00342758j -2.95345e-17+0.0105953j 6.63844e-16-0.0016173j 1.82189e-15+0.00457559j -1.19101e-15-0.00814775j -1.23034e-15-0.0240254j 1.59574e-15+0.0210756j 1.72343e-15-0.0291366j 1.87881e-14+0.00722189j -5.20382e-14-0.0227129j -2.0463e-14+0.00834098j -3.22745e-15+0.0191804j 1.30492e-15-0.0209312j 6.60079e-16-0.024206j 1.84137e-15-0.0593141j -1.28407e-15-0.424903j -8.57264e-16+0.265399j 2.25893e-15-0.235221j -2.64331e-15+0.0560063j -1.61048e-15-0.350439j 5.68726e-15-0.200019j -4.54278e-15-0.0240362j 2.56478e-14-0.222472j -1.38769e-13-0.394118j 4.92871e-14+0.388793j -4.39605e-14+0.0523834j -6.50944e-16-0.0399283j 1.32986e-14+0.236575j 2.57933e-14+0.178578j -1.55335e-14-0.112973j 2.45201e-11-0.435364j 4.4867e-16-0.00384749j -1.89942e-14+0.0435884j -5.6815e-16+0.0662888j -1.61931e-15-0.0530486j 1.64765e-16+0.0883784j 7.02079e-15-0.253256j 7.52751e-15-0.0443549j 1.07804e-14-0.0747317j 4.10673e-15+0.137415j 2.71834e-15+0.00136075j 6.027e-16+0.0239539j -2.30904e-15-0.008006j 1.0928e-15-0.0105985j -7.96129e-18+0.0769773j -2.23635e-15+0.110632j -1.88713e-15-0.0608631j 2.70708e-16-0.108717j -2.13136e-16+0.160101j -4.57451e-16-0.0237749j 1.30685e-15+0.00264227j -2.59943e-16-0.0144651j 
1.43117e-15+0.026664j -3.76842e-16-0.00495091j 7.24499e-16+0.0378415j 6.53091e-16+7.09874e-05j -1.34037e-15-0.016746j 2.79613e-15+0.020312j -1.90279e-15-0.0107078j -7.19737e-16-0.0354349j -1.75323e-15+0.015385j 5.77048e-15+0.0119858j 3.68467e-15-0.0145125j 3.2035e-16+0.0026143j 1.17502e-15+0.00262939j 1.54069e-18+0.00920909j -6.41343e-17+0.00475877j 1.00157e-16+0.00270237j 5.03317e-15-0.000695627j -2.44596e-15-0.0177678j -1.5387e-15-0.00510311j -7.04129e-17-0.00767475j 5.78656e-15+0.0119144j -6.35561e-16-0.00195801j 2.51683e-16+0.0101206j -2.64527e-16-0.00423662j -2.16132e-15-0.0235265j -1.5069e-16-0.0188366j 1.22811e-15+0.0184192j -1.66702e-15+0.0308359j 6.12191e-14+0.00402725j -1.68173e-13-0.0826852j -5.25173e-14+0.0272159j -9.04151e-15+0.0113232j 4.63682e-16+0.0696745j 4.46902e-16+0.0489657j 4.67426e-15+0.142097j -4.55681e-15-0.14649j 4.50472e-16+0.159005j 5.52673e-15+0.418558j -1.62101e-15-0.231319j -5.36607e-15-0.208184j -3.56287e-15-0.255381j 7.26302e-15+0.400815j 2.07666e-15-0.258982j -2.9702e-14-0.163444j -1.67085e-14-0.221531j 6.2857e-15-0.0567638j -8.71303e-15-0.0388608j 6.99436e-15+0.365235j 2.75907e-15-0.25215j 6.36975e-15+0.219569j 2.2691e-11-0.402971j 1.29874e-14-0.070428j 4.90699e-14-0.113495j 1.34168e-14-0.0501937j -6.70339e-17-0.0389331j 2.68925e-15-0.010977j 7.29945e-16+0.157998j 1.93168e-15-0.0145424j 6.22231e-15+0.135849j 3.28845e-15-0.00428341j 1.30261e-16-0.153928j -1.79563e-15-0.0893467j 9.5709e-16-0.0635672j 4.11782e-15-0.0389108j 3.02305e-16+0.104054j -2.11619e-15-0.1247j -1.42928e-15-0.137804j -1.71085e-17-0.017509j -1.83631e-15-0.146821j 1.02566e-16+0.0755591j 5.67623e-15+0.127483j -4.79048e-15-0.0656526j 
-1.80711e-15-0.0434546j 4.12724e-17-0.0179762j 3.82695e-16-0.0102722j 8.53626e-16-0.00646823j 6.26517e-16+0.0214576j -1.23691e-15-0.0167012j 9.47798e-16-0.00951765j -6.07246e-16+0.00321797j -1.00862e-15+0.0243859j -3.95552e-15-0.0022744j 2.22507e-15-0.00670227j 2.27644e-16-0.00191197j -7.93127e-17+0.00334251j -5.84547e-16+0.00331338j -4.75847e-16-0.0145649j -7.84591e-16-0.012421j 8.17249e-14-0.0166719j 1.26623e-15+0.000977628j 1.35328e-15-0.00420515j 1.65533e-16-0.0207695j -6.02587e-15-0.0176902j 2.46844e-16-0.00298095j 7.76834e-16+0.00404223j 4.02813e-15+0.0148994j 2.48756e-16-0.00256605j 1.60265e-16+0.0176222j -1.24107e-15-0.0386754j -2.10423e-15+0.03113j -4.47444e-14+0.00489805j 1.22737e-13+0.063664j 8.8845e-14-0.0421129j 1.49723e-14-0.0405937j 4.62271e-17-0.0219135j 1.81595e-16-0.00566699j -1.98423e-16-0.0804014j 1.91658e-15+0.172309j -2.52589e-15+0.0425562j 2.05674e-15-0.0648272j 6.0521e-16-0.22479j 4.45654e-16-0.162318j 9.13473e-15-0.3319j -9.27081e-15-0.156346j 2.94777e-14+0.052488j -8.7949e-14-0.247414j 2.12166e-14+0.140739j -4.96039e-14+0.227998j -1.10106e-14+0.261838j -9.95171e-16-0.0635539j 4.0325e-15+0.0376477j 3.09598e-14+0.219114j 1.30066e-11-0.23113j 3.05079e-14+0.37563j 2.3446e-13-0.484856j -1.34962e-13+0.494461j -8.45087e-15-0.149481j 1.36747e-14-0.239909j 7.50688e-15-0.0224829j -1.35399e-14-0.40283j -1.57765e-15-0.121045j -3.65379e-15+0.124366j 2.07148e-15-0.192619j 4.24378e-15-0.229685j -3.09777e-15+0.185809j -2.98756e-15-0.060993j -2.76961e-15+0.0255389j -2.30584e-15+0.0910632j -2.84184e-15+0.0957488j 7.47112e-16+0.0842386j -2.98175e-16-0.105097j -2.77022e-16+0.048293j 5.01922e-16-0.0133489j 1.05377e-15+0.00552963j 
2.18298e-15+0.0490794j 2.04723e-15+0.0110358j 2.50547e-16+0.0215426j 1.98038e-16+0.00484779j -5.94209e-16-0.0221758j 3.1612e-15+0.0276984j -1.9105e-15-0.00642552j -4.20845e-16+0.00433051j 1.82873e-15+0.0124272j -1.10686e-14-0.0200606j -9.52473e-16+0.00772878j -6.26447e-16-0.0140163j 1.97946e-15+0.00665667j 1.31814e-16-0.0085607j 3.98423e-16+0.0075617j 1.08726e-15+0.0049534j -2.27379e-14+0.00448096j -1.32491e-15-0.00829561j -5.69504e-16-0.0041732j -1.15882e-15-0.013412j 8.61105e-15+0.0202236j 1.70382e-16+0.00586067j -1.54747e-15-0.00436315j -5.88975e-16+0.00282923j -1.83064e-15-0.0135507j -1.44017e-15-0.0278849j 1.54178e-15+0.0348741j -1.04064e-15-0.0137313j 5.99037e-14-0.00116997j -1.72915e-13-0.0869221j -8.09727e-14+0.0396749j -1.46091e-14+0.0384683j -4.3962e-16+0.0402993j 8.29206e-16+0.0180917j -1.57422e-15+0.0874844j -7.12318e-15-0.220065j 4.55724e-15+0.0889604j 7.01188e-16+0.0357744j -8.68087e-15-0.31666j 3.60493e-15+0.137927j -2.25875e-15+0.190175j -2.10893e-15-0.00435482j 3.74753e-14+0.371484j 1.1025e-14+0.048095j -7.65259e-14-0.433316j -7.13196e-14+0.486876j -1.88279e-14+0.176516j -1.73808e-14+0.0102164j -3.40933e-14-0.19981j -1.60882e-14-0.149486j -1.57268e-11+0.279291j -2.51029e-15-0.0501194j 8.81811e-14-0.189069j 5.18737e-15-0.0716825j 7.16987e-15+0.432616j 1.55822e-15+0.287461j 1.34462e-14-0.27827j 9.24572e-16-0.165512j 2.39657e-15+0.0838447j 1.39476e-14+0.0771236j 1.06825e-15-0.0500382j -3.7882e-15-0.240023j 2.16088e-15-0.149477j -5.64798e-15-0.0760996j 6.45511e-15+0.0807794j 6.54452e-15+0.0521058j -9.2959e-15-0.168114j -6.07841e-15-0.115006j 1.87611e-15+0.0300772j 1.60768e-15+0.0212649j 3.63779e-15+0.057682j -3.71573e-15-0.0405383j 
-4.75476e-16-0.018901j 6.39506e-16+0.0632921j -5.84308e-16+0.00608516j 7.25029e-16-0.00665468j 6.49485e-17+0.0139761j 3.7341e-16+0.022956j -9.56396e-16+0.0020831j 3.31102e-16-0.00464461j 5.2895e-16-0.00175538j -1.66293e-15-0.00602355j -2.41664e-16+0.0125498j -7.97459e-16-0.00125488j -2.75258e-15-0.00628614j -5.97446e-16-0.0112908j -1.02937e-15-0.00509998j -2.16635e-16+0.0119215j 4.34436e-14-0.00884398j 9.36446e-16+0.00115872j -1.55724e-16+0.00732034j 3.56191e-16-0.000447323j 4.34574e-15+0.0121937j 1.03439e-15+0.0230748j -2.9894e-15+0.00810327j -1.00265e-14-0.0287091j -1.13044e-15-0.0171111j -2.19663e-16-0.0192375j -8.99598e-16-0.0266628j 2.18776e-15-0.0369497j -2.15543e-14-0.090172j 6.09972e-14-0.00265742j -8.17877e-14+0.0543873j -1.41652e-14-0.0519105j -9.79098e-16-0.0387407j -1.90721e-16+0.0285114j -4.2401e-15-0.124424j 5.97896e-15-0.0654585j -1.32054e-15+0.0465026j -3.46177e-15+0.0785181j -3.35613e-16-0.0727202j -3.12446e-15+0.0192522j 1.01994e-14+0.188834j -1.24512e-14-0.172769j -1.65713e-14-0.199334j 2.7193e-14+0.0600757j 3.68392e-14+0.323061j -5.13756e-14+0.26568j 6.94969e-15-0.115954j -1.96633e-14-0.195136j -3.91295e-14-0.267502j 5.29902e-14+0.304901j 1.71992e-12-0.0307173j 3.20141e-14+0.279072j 2.95379e-14-0.0854241j -1.37916e-14+0.0440004j 5.89325e-15-0.0765798j -9.63001e-15-0.348875j -1.39517e-14-0.458352j 9.06548e-15+0.13818j 1.65617e-14+0.127775j -1.0806e-14-0.257146j -9.07458e-15+0.0113576j 8.60374e-15+0.143039j 7.23073e-15-0.051639j -1.25115e-14-0.436625j -6.18451e-15+0.00568994j 9.76089e-16-0.0274527j -7.8166e-16-0.200085j 1.0546e-15-0.0549015j 7.60008e-17+0.00318587j -2.6721e-16+0.0478386j -2.36625e-15+0.0175283j -1.65748e-16-0.0234526j 
-5.4789e-16+0.0611327j -4.87314e-15-0.0821956j -1.40234e-15+0.000886011j 1.74318e-16+0.0103756j 2.89321e-16-0.0392207j -4.38376e-15-0.040792j 3.31338e-15+0.0108558j -4.11169e-17+0.00597639j -1.40472e-15+0.00161722j 5.62177e-15+0.0108181j 5.94983e-16+0.0034318j 1.14381e-15+0.015603j 1.44396e-15+0.00684177j -1.84245e-16-0.00722501j 4.69516e-16-0.00280782j -5.53411e-16-0.00530155j 1.97987e-14-0.00400766j 2.98995e-16+0.00155994j -5.72918e-16-0.0147087j 1.38331e-15+0.00406667j -2.83799e-15-0.00679541j 1.60833e-15-0.00271769j -1.04292e-15-0.0378202j 2.51349e-15+0.00522625j -4.64802e-16+0.0240727j 2.40351e-15+0.0313574j -3.93916e-16+0.059264j -2.35783e-15+0.0459481j 6.80948e-14+0.121768j -1.68471e-13-0.0435649j 6.63476e-14-0.0593161j 1.3134e-14+0.108708j 7.91986e-16+0.0800976j -4.59773e-15-0.0287942j 2.57956e-15+0.258988j 8.16115e-15+0.0591416j -8.52554e-15-0.112742j -2.99716e-15-0.0510144j 1.05958e-14+0.0631386j -1.53227e-14-0.173504j 1.62131e-14+0.130349j 1.61395e-15+0.0033268j -2.53147e-14-0.194185j 6.90884e-14+0.150801j 8.00773e-15+0.090516j -5.91619e-14+0.262318j 8.25845e-15-0.00372015j 3.76188e-16-0.0103669j -4.61792e-14-0.176105j 5.41032e-15-0.0904684j -2.59737e-12+0.0456612j 1.95851e-15+0.0283666j -1.31042e-13+0.267088j -1.11876e-15+0.0240016j 5.62349e-15-0.0281113j -6.64794e-15-0.155437j 9.36716e-15-0.257468j -1.08363e-14-0.250122j 1.82742e-14+0.0766539j 1.87316e-15-0.0701169j -1.05788e-14-0.181248j 2.33039e-14-0.115283j 1.20897e-14+0.0973879j -1.38612e-14+0.216048j -1.29074e-14-0.278469j -1.14126e-16-0.277049j 2.66138e-15+0.162417j 2.01057e-16+0.104747j 7.51405e-15-0.0400617j -3.50745e-15-0.0647359j -3.99003e-15-0.0527789j 6.69645e-16-0.00957208j 
6.03071e-15-0.044881j 6.54825e-15-0.0632229j 4.48552e-15-0.0263799j 5.39855e-16+0.00163466j -3.3487e-15+0.0152289j -6.49621e-16-0.0129254j 6.8069e-16+0.00175168j -2.34391e-15+0.0111277j 1.2998e-15-0.00829675j 6.95162e-15+0.0154179j -6.02869e-15+0.0219014j -9.64236e-16+0.00479017j -3.96228e-16-0.00641724j 9.51021e-16-0.00737345j -4.31312e-16+0.00105116j -9.98189e-16+0.00638439j -2.42536e-14+0.00441107j -1.23504e-15+0.0164712j 1.23631e-15-0.00187306j -1.62062e-15+0.0184424j -6.35454e-15-0.0212829j -1.15567e-15+0.0195721j 1.39872e-15-0.0105138j -2.12016e-16+0.0158878j 4.05577e-15-0.0236984j -6.98172e-16+0.0141005j 2.9898e-15-0.014404j -4.56338e-15+0.0278184j -5.65502e-14+0.0729693j 1.18761e-13+0.0938126j 1.71184e-13-0.0866101j 3.29239e-14-0.0162179j 6.35367e-15-0.0242561j 6.73944e-15-0.048936j 1.59063e-14-0.0355206j -1.05947e-14+0.0848908j 1.16149e-14-0.103745j 1.01324e-14-0.0551457j -2.05637e-14+0.148387j 2.55647e-14-0.186372j -2.27385e-14+0.21886j -1.86751e-14+0.0683833j -1.23085e-14-0.00349877j 1.32729e-14+0.0346055j 7.89583e-15+0.0936908j 7.48795e-15+0.0183413j -5.79e-14+0.288006j -5.91821e-14+0.326764j 3.62582e-14-0.392899j -1.26499e-14+0.163637j 2.16227e-11-0.382875j 3.83136e-15+0.165081j 1.81238e-13-0.312299j 1.49131e-13-0.387022j -3.6519e-14+0.187833j -2.87715e-14+0.0803799j -3.5193e-14+0.174165j 4.2843e-14-0.375164j -2.11017e-14+0.358368j 7.89372e-15+0.135806j 3.13401e-14-0.239014j -6.56725e-14+0.403021j -9.95234e-15+0.147462j 4.25401e-14-0.244686j 8.32872e-15-0.143038j -3.84076e-14+0.151397j 7.10532e-15-0.048766j 4.96792e-15-0.0534372j -3.32734e-14+0.153406j 8.55398e-15-0.0699312j -6.99078e-16-0.0161448j -4.96079e-15+0.0257477j 
