0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
0.0439223-0.00135638j -0.0275499-0.0953001j -0.0126259-0.0568621j -0.0133019-0.0606164j 3.67647e-05-0.0225528j -0.0236723-0.0393869j -0.0162031-0.0459767j -0.00943518+0.0273141j -0.00060067-0.0317283j 0.0451629+0.0387195j -0.00443244+0.0126999j 0.00648521+0.121084j -0.150201-0.0103062j -0.13361-0.242586j 0.0507496-0.119978j 0.000525658-0.0128625j 0.0294697+0.0575778j 0.029762+0.0084118j 0.019934-0.0130229j 0.0147242-0.0080274j 0.00994245+0.0192019j -0.0226381+0.0149471j -0.0133379+0.0185357j -0.00100234+0.00586016j 0.0221292+0.00728341j 0.0198331-0.00825267j 0.0151804-0.0186037j -0.00902675-0.0108982j -0.00941613+0.0207813j -0.0117141+0.0185065j 0.00717022-0.0309739j 0.0543482+0.00188007j 0.0264164-0.00634321j -0.0182972-0.0634568j -0.102323+0.0236825j -0.149129+0.0480295j 0.100519+0.0967072j 0.00874469+0.00566676j -0.0303525-0.0340555j -0.00592647-0.0151428j 0.00649449+0.0142119j 0.00595533-0.0110404j -0.00493454+0.0257466j 0.0165099-0.0111985j -0.000869575-0.0148634j 0.00330724-0.00316746j -0.0013165+0.00195015j -0.00230908-0.00937489j 0.00132896-0.00648215j 0.00282525-0.00460415j 0.00246657-0.00440709j -0.00187043+0.00341654j 0.0120441+0.00240173j -0.00169923+0.00702605j -0.00471252+0.00182707j -0.00270259+0.000218339j -0.00441392+0.00198242j 0.00209564-0.00274301j 0.00113785+0.00723j -0.00173998-0.0013251j -0.00189005+0.000299778j 0.00477721+0.000992194j 0.0045207+0.00347804j 0.00466975+0.0022878j 6.28761e-05-0.00442255j -2.84856e-05-0.00114646j 0.00216022+0.0015254j 0.00185236+0.00186152j 0.00233804+0.000411149j -0.00335324-0.000871464j -0.0023482-0.000850143j 0.000476836-0.00507181j 0.00216548+0.00611696j 0.00141909-0.00276377j -0.0049222-0.0029561j -0.00512613-0.00087986j 0.00248304+0.0036595j -0.00133246-0.00210612j -0.0117697+0.00772296j 0.00092027+0.00750729j -0.0196298-0.00618964j -0.0154475+0.00691264j 0.00656036+0.012048j 0.0037138+0.0060436j -0.0102881+0.00929692j 0.00097722+0.00530672j 0.0189513+0.0213249j 0.00489568+0.0160144j -0.00541048-0.00887484j -0.00835904-0.0233985j -0.0328667+0.0470857j 0.0672393+0.0263073j -0.0195491-0.00361081j -0.0152313-0.0271841j -0.0528481+0.00109528j 
-0.0281216-0.0430947j 0.00238872-0.0480163j -0.00962476-0.0284264j 0.0194761+0.028029j 0.00128763-0.0129404j -0.00928621-0.0289998j 0.0338963+0.0310882j -0.016122-0.0239596j -0.000351634-0.0143391j -0.0311847-0.0202259j -0.0134474-0.0276629j -0.0667376-0.00338048j 0.173174+0.079942j -0.0626322-0.311842j 0.000779658+0.241975j -0.0148798-0.0314368j 0.00456827+0.0167267j 0.0012661-0.00535133j 0.00218361-0.0172005j 0.00682122+0.00151001j -8.55043e-05-0.00262224j -0.00798985+0.012309j -0.000668501+0.0156973j 0.00634163+0.00570979j 0.000186119+0.00738594j 0.00935028+0.0210724j 0.0113044+0.0035648j 0.00641182+0.00631693j -0.0259432-0.00122834j -0.014978+0.00252398j 0.0200089+0.00241397j 0.0140225+0.00543443j 0.0308104+0.0168627j 0.149579+0.0213482j 0.0631224+0.0350978j -0.0620101-0.0931636j -0.103374+0.103521j -0.00117116-0.0300448j 0.0312831-0.010514j 0.00604786-0.0182292j -0.0213261-0.0147981j 0.00412016+0.00383689j -0.00841598+0.0157413j 0.0171448+0.0138908j 0.0174244+0.000623276j 0.00166796+0.0176659j -0.00158659-0.00683076j 0.0022684+0.00503006j 0.00393653-0.0071459j 0.00562007+0.00088753j 0.0113297+0.00812167j -0.00388614+0.000946248j 0.000987994+0.000796722j -0.00389397-0.00438993j -0.00916942-0.00663992j -0.00650044+0.000812694j -0.00180348-0.00785236j -0.00579056-0.00236958j -0.00252052+0.000117407j -0.00427613+0.00703058j -0.00445112-0.000199578j -0.000427921-0.00819392j -0.00562177+0.000102339j 0.00271077-0.000754702j 0.00488235-0.00242916j -0.0059963-0.000719923j -0.00512545+0.00420807j 0.00457683-0.00130079j -0.00264597-0.00189493j 0.00450046-0.00698002j -0.00170505+0.0021672j -0.0103913-0.00226966j 0.00340354+0.00258138j -0.00254982-0.00515735j 0.00614169+0.00189888j -0.00371862+0.00419221j -0.00384394-0.00697664j -0.00653076-0.00586669j 0.0112103+0.0117481j 0.00610451-0.00551559j -0.00523914+0.00916958j 0.00547162+0.0109106j -0.0147701+0.000178292j -0.00660541+0.00688293j -0.00797167-0.0125471j 0.0289013+0.00377131j -0.00405952-0.0031253j 0.0121754-0.0093763j 0.00383038-0.00340159j -0.0445444+0.0475148j 0.0198468+0.0490032j -0.0226596+0.0191214j 0.0309981-0.0352951j 0.0628733-0.0154051j -0.0555665-0.0269774j 
0.0285744-0.0463602j 0.0277252-0.0194865j 0.017173-0.00482535j 0.0371489+0.00310739j 0.0145729-0.0236715j -0.00455611+0.00888993j 0.0222216-0.0239437j -0.035926+0.0367043j 0.0169653-0.0139491j 0.0130248-0.0121542j -0.0170696-0.0113952j -0.123204+0.121243j -0.146675-0.0359084j -0.0241713+0.200666j 0.0854877+0.303179j 0.000152962-0.023087j 0.00636056+0.00362967j 0.028279-0.0169502j 0.0296248-0.00615994j 0.0224096+0.00911375j 0.00418641-0.000260391j -0.0383849+0.000491533j -0.0272341+0.0118523j -0.000278471+0.00854928j 0.022531-0.00318232j 0.029897+0.00701905j 0.0349543-0.000240844j -0.00350281+0.00333997j -0.0513324+0.00164464j -0.0344547+0.0111365j 0.0407381-0.0100505j 0.0882383-0.0156726j 0.0699977-0.000189708j 0.0805717-0.0527239j -0.141346-0.00387053j 0.0387255-0.0715234j -0.0110046-0.064576j 0.0431811-0.0108365j -0.0050621+0.0194872j 0.0235431-0.00234929j 0.00202326-0.0104119j 0.0110146-0.00184835j -0.0239799+0.00582763j 0.0228172-0.00694873j 0.00351255+0.00269361j -0.00330926-0.00310178j 0.00488586-0.00334419j 0.0031196-0.00322412j 0.0103655-0.00248467j 0.00314348-0.000958898j -0.00291333-0.00514941j 0.0059154+0.000403185j 0.00688394-0.0056371j -0.000371345+0.000912324j 0.000198748-0.000810527j -0.00645905+0.0058715j -0.000251091+0.00634681j -0.00254741-0.0026806j -0.00357949-0.00167539j -0.00637593-0.00326371j 0.00630971-0.00244763j 0.00160762-0.00207433j 0.000190899+0.00198814j -0.00219021-0.00251711j 0.00255878+0.00329252j -4.83941e-05-0.0044963j -0.00655574-0.00454864j 0.00321577-0.00214376j -0.00296763-0.00216929j -0.00668523+0.00408619j -0.0012287+0.00778871j 0.0081553-0.000749366j -0.0086152-0.00342746j -0.00306324-0.00294949j -0.00187687+0.00386384j -0.00314709+0.00314586j 0.00452126+0.00905366j 0.00196391+0.00220936j -0.00152404+0.00263508j 0.00936499-0.00434085j 0.00510479+0.0153275j -0.00890643-0.00655684j 0.0151979+0.00449125j 0.00517782-0.0124468j 0.0222647-0.0157657j 0.00719484+0.0341235j 0.0346471-4.1422e-06j -0.00348706+0.0151937j -0.0222745-0.0171458j 0.0114371+0.0295383j 0.0295258-0.0294742j 0.0400569-0.0341533j 0.0622878-0.017258j 0.0498622+0.0141017j 0.0295556-0.0134876j 
-0.000416352+0.0469287j 0.0662669+0.0636078j 0.0254332+0.0633236j 0.0537932+0.0784971j 0.0301309+0.0271649j 0.0185996+0.0189032j 0.0649466+0.0841217j -0.0450168-0.0863608j 0.0134229+0.0481889j -0.0581738-0.0276066j 0.000683651-0.070987j -0.267844-0.180727j -0.000941159+0.113163j -0.074241-0.0755948j 0.070552-0.212758j 0.000848664+0.0372211j -0.0437169-0.019755j -0.0308625-0.00297839j -0.0299838+0.00126208j -0.0221481-0.00678241j 0.00419803+0.0023205j 0.0286609-0.0239558j 0.0244556-0.00533238j 0.00825817+0.0107226j -0.00271554-0.00805457j -0.0157889+0.00402094j -0.0193709+0.0242668j -0.00474401+0.00750533j 0.0122931-0.022675j 0.00268191-0.0164789j -0.0109442+0.0180209j 0.0676391+0.0223327j -0.00712743+0.0255526j 0.0508775+0.0710341j -0.122359+0.0128403j 0.00990844+0.0257295j 0.0537414+0.0165124j 0.0100618+0.00699582j 0.00138741+0.0240368j 0.00887535+0.00767169j -0.00224178-0.00859969j 0.00484502+0.00803163j 0.0172667-0.00663743j 0.00366743+0.0116941j -0.000114162+0.0103348j -0.00330516-0.000466003j 0.00376993-0.00940792j 0.00113134+0.00852814j -0.00130266-0.00215928j -0.0028288+0.0047375j -0.00697105+0.00520761j 0.00282608-0.0090544j -0.00593646-0.00492185j -0.00204304-0.0107661j 0.0014324-0.000733517j -0.010397-0.00158382j 0.00284707-0.00487373j -0.0147444+0.00142128j -0.00619554-0.00562526j -0.0088156+0.00828476j 0.000730489-0.00230427j -0.000793436-0.00659759j -0.00502851-0.00516325j -0.00633753-0.00382303j 0.0014818-0.000481979j -0.00296608+0.00316778j -0.0089098+0.00756876j 0.00637672-0.00346205j -0.0150098+0.0037747j -0.00217048-0.00259942j 0.00399679+0.00166755j -0.00899864-0.00279406j -0.00378285+0.00837384j -0.0188072+0.00198738j 0.0165833+0.0116262j -0.00195553+0.00119115j -0.0097747-0.00248912j 0.00204144-0.00463742j -0.00239848-0.00556772j -0.00216276-0.00565649j 0.00176285+0.00109102j 0.000554467+0.0162275j -0.0227203-0.0227957j -0.0172174+0.00557799j 0.000253933+0.0398058j 0.029365-0.0240728j -0.017484-0.00788925j -0.00394654-0.00392088j 0.00803335+0.0168048j 0.00643157-0.00554178j -0.00270599+0.0100857j 0.0516764+0.0139848j 0.00749317-0.00152332j -0.000603814+0.00671527j 0.0107935+0.00666735j 
0.0367473+0.0828977j 0.0501635-0.00767217j 0.0219807+0.038324j -0.0137496+0.0398575j 0.0234247+0.0290331j 0.0495274-0.0256273j -2.15797e-05+0.0220364j 0.0154738-0.0803926j 0.00287784+0.0171462j -0.061746+0.118353j 0.115609-0.0116587j -0.0509194-0.146602j -0.17509-0.301148j 0.109963-0.167845j -0.0396515+0.239863j 0.0439794+0.0317055j -0.0289191+0.0194319j -0.0314718+0.0120664j -0.000976481-0.011624j -0.0202548-0.0188155j -0.00688599+0.00915799j -0.000435525-0.00839558j -0.00281285-0.00324012j 0.00247023+0.00213087j -0.046818+0.010211j -0.0387348+0.000435027j 0.000941797+0.00547753j 0.0194715-0.0021291j -0.0323051-0.0223336j 0.0127417+0.0033378j -0.0142602-0.00878736j -0.0814144+0.0375347j -0.0967492+0.0234818j -0.0403254-0.00143036j 0.00421252-0.061206j -0.0325819-0.0206733j 0.0284456+0.0107188j -0.00550479+0.0135254j 0.0144308+0.00143445j -0.000191431+0.00620302j 0.00793524+0.00211525j 0.00311015+0.00194129j 0.0227919-0.0125679j -0.0194996+0.00291817j 5.08079e-05+0.00206143j -0.0162976+0.00141458j -0.0057286-0.00147451j 0.00041375+0.00588131j -0.00114021+0.00836652j 0.000438696+0.0013338j -0.000916549+0.00383489j 0.00206471-0.000403572j -0.00918229+0.00303827j -0.00414541-0.000583838j 0.00379676+0.001641j 0.0107839-0.000291526j 0.00314029+0.0017625j -0.00106921+0.00315194j -0.00155781-0.00150167j 0.000936652+0.00527306j -0.00543206+0.000857083j -0.00433826-0.00219655j 0.00215749-0.00667657j -0.00638864-9.33498e-05j -0.0038107+0.00505195j 0.00242022+0.00246176j 0.00823115-0.0027461j -0.00760573-0.00328064j -0.00238789+0.000350639j -0.00456126+0.00956485j 0.000705697-0.00419537j 0.00123381+0.00439832j 0.000871983+0.00422357j -0.00260446+0.00351983j 0.00808538-0.00184586j -0.00256026-0.00479291j 0.0104695+0.00406216j 7.32266e-05-0.0024408j -0.000810817+0.0139446j 0.00336151+0.00220054j 0.00960024+0.0145752j 0.0103521+0.0152722j 0.00273134-0.015965j 0.00500856-0.0176429j 0.0195157-0.0321939j -0.00765337-0.0306251j 0.0224953+0.00368877j 0.0299159+0.000286728j 0.0230758-0.0328604j -0.00170436+0.0219942j -0.000195009+0.00182054j -0.0242392+0.00535585j -0.03307+0.00303193j -0.000677795-0.00918079j -0.0140833+0.00249799j 
-0.0237701+0.0265693j 0.0532549+0.00742128j 0.0390867+0.0104564j 0.050104-0.0174613j -0.0118688+0.0130963j 0.0407161+0.0414661j 0.0314141+2.31854e-06j -0.0173135+0.00446705j 0.0635862+0.00909159j -0.121024-0.0366055j -0.270467+0.156018j 0.0538242+0.013651j -0.0310305+0.0336637j 0.180963-0.134114j 0.0767724+0.0236019j -0.00855066+0.0107371j -0.0459206+0.0120693j -0.0269112+0.0105515j -0.00096727+0.00993016j 0.0181673+0.0027865j -0.024679+0.005152j 0.00586148+0.000152916j 0.000144589-0.00849337j -0.00234929-0.000763279j 2.25688e-05+0.00163587j 0.0134365-0.00765127j 0.0180479-0.00607039j 0.0101729-0.0192402j -0.0116959-0.0137184j -0.0302843-0.01019j 0.0914006+0.00588104j -0.0976808+0.00875919j 0.130555-0.0311509j -0.0723296+0.0050688j 0.0234887+0.000594373j 0.0276313-0.0141557j 0.0347622+0.0137771j -0.00581838-0.0014887j 0.00511334+0.00469983j 0.0126765-0.00150789j -0.00764294-0.00442589j 0.000868476+0.00380457j -0.00468913-0.00324478j -0.0053139+0.00466338j -0.00155032+0.000123826j 0.0108448+0.00511493j 0.00920707-0.000997873j 0.00610701+0.00251386j 0.00713684+0.00539861j -0.00810483+0.000862409j 0.00190677-0.000676422j 0.00313708+0.00303345j -0.00511554+0.0030456j 0.00195177-0.00252669j 0.00542665-0.00438153j -0.00140474+0.00745973j 0.00404583-0.0042938j 0.00831862-0.00427498j -0.000865036-0.00105967j -0.00101093+0.000289888j 0.00256438+0.00663803j -0.00888911-0.0036312j -0.00640135-0.00163241j 0.0048743-0.00347538j -0.000229802-0.000698051j 0.000569032-0.000512468j 0.000828013-0.00147318j 0.00304563+0.00147469j 0.0134949-0.000515836j -0.0112916-0.00138581j 0.0133356+0.00608358j 0.0137182-0.00520458j 0.0139644-0.00643399j -0.0159184-0.00892842j -0.0082599-0.00768707j 0.00454065-0.00490864j -0.0145628-0.00256871j 0.00329882+0.0171995j 0.00569721-0.0125606j 0.0132723+0.0091978j -0.012693+0.00643418j 0.00469031-0.00613738j 0.00658867-0.0114797j -0.00778089+0.0143185j 0.00144438+0.0094117j -0.00835313-0.000627407j -0.0224344+0.0157414j 0.0325047-0.0167607j -0.0212669+0.00147437j -0.00264985+0.0137463j -0.000685358+0.0293809j 0.00467073-0.0046062j -0.00727772+0.00829826j -0.0118133-0.00816258j -0.0156955+0.0102321j 
-0.0268767+0.00315543j -0.0100853+0.0296708j -0.00603036+0.0183509j 0.00773294+0.00259851j -0.00339-0.00779137j -0.038814+0.064569j -0.0152858-0.00326744j 0.0176318+0.0214799j -0.0298588+0.0455322j 0.127744-0.13355j 0.000297707-0.103704j -0.0420858+0.111735j 0.0626241-0.176748j 0.291942-0.131938j 0.167461+0.00958315j -0.0249376-0.00114925j -0.0305985-0.00225275j -0.0288481-0.000264127j -0.0281323+0.00181817j 0.0164514+0.0068673j -0.0120233+0.0121757j 0.0459205-0.00763002j 0.0458865+0.00602524j 0.00237002+0.00650185j 0.035294-0.00214836j 0.0465974-0.0025439j -0.0526367+0.00525942j -0.00951484+0.00412106j 0.0849379-0.00476257j 0.0506479-0.00600191j -0.0764594+0.0118458j 0.088645-0.0191293j 0.0358367+0.00512421j 0.0151867-0.013157j 0.0498524-0.0142617j -0.00350859-0.0119537j 0.0260062+0.017201j -0.0291437+0.00265873j -0.0179595-0.00898645j -0.0126448-0.000967969j -0.0043628+0.00181065j -0.00321688+0.0017659j 0.0170404+0.0010953j 0.0046093+0.00349088j -0.013794+0.00411181j 0.0131934-0.00463665j 0.00432362+7.69916e-05j 0.00169846-0.000363656j -0.00595272+0.00277324j -0.00667749+0.00284629j -0.0134596+0.00483584j 0.00229794+0.00112555j 0.000544204+0.00177625j 0.0042523-0.00393315j 0.00194758-0.00637869j -0.00844842+0.00674936j -0.0064312+0.00433424j -0.0102742+0.00403911j 0.00253007-0.00775408j 0.00385133-0.000521004j 0.0143323-0.00277246j -0.00393301+0.00160215j 0.0029083+0.00426203j -0.00652824-0.00506938j -0.000158193+0.00498553j 0.00256203-0.00142382j -0.00942675-0.00141963j 0.00468653+0.00151746j -0.00381639+0.00331138j 0.000149473+0.00371738j -0.0129568+0.000748569j -0.00626567-0.00767452j 0.00382149-0.00546726j 0.00875763+0.0120409j -0.00154435+0.00973744j 0.00239445+0.00884753j 0.00750385+0.0128735j 0.0132029-0.00606826j -0.00615297+0.0183281j 0.0141953-0.0198229j 0.00443773+0.0230688j 0.0205169-0.0040125j -0.0203462+0.00549272j 0.0343795-0.00692912j 0.0147309-0.007688j -0.00400058+0.000202538j 0.0147544+0.0101092j -0.0441454-0.00232234j -0.0192966-0.000600061j -0.00280174+0.00852243j 0.00505726+0.0241281j 0.00271003-0.00824734j -0.0165794+0.0114071j -0.023836-0.00380774j 0.00740208+0.0144367j 
0.0388032-0.00362224j 0.0274942+0.0296312j 0.0196684+0.0219944j -0.00860821+0.0145842j 0.0141385+0.00638881j 0.00409873+0.0415275j -0.01356+0.019591j -0.000504945-0.00589034j 0.0219901+0.0308015j 0.0520864-0.0703739j -0.0701349-4.12175e-05j -0.0878848-0.0113764j -0.0232026+0.150747j 0.15128+0.052461j -0.442365+0.0489379j 0.0559718-0.0171116j -0.0284164-0.0282138j -0.0202679-0.0140523j 0.0181423-0.00988053j 0.00996629+0.00881632j -0.0234744+0.0012118j -0.000668657+0.0070911j 0.00519489+0.00599836j 0.00118137+0.00142089j -0.00423171+0.000561311j 0.00762974+0.00866849j -0.0112477+0.00541465j 0.00527927-0.00150527j 0.03483-0.00252224j -0.00505473-0.00390822j 0.0143861+0.00993861j 0.016981-0.00617272j 0.0489044+0.00683173j 0.0730187+0.0125054j -0.00634821+0.0148324j -0.0770708-0.0134479j -0.00223846-0.0223182j -0.0181034-0.00281254j 0.0179839+0.00553502j 0.00202272+0.00410635j -0.00181377-0.00408697j 0.0141298+0.000356944j 0.00677522-0.00435093j 0.00623399-0.00181649j -0.00549145+0.00643026j 0.00817526-0.00427469j -0.00797035-0.000397642j 0.00630569+0.0002842j -0.00687038+0.00269401j 0.0045367+0.00107173j -0.00746623-0.000657905j -0.00192385-0.00298836j 0.0038865-0.00430665j -0.00486222-0.00318072j -0.000626432-0.000963555j -0.00637859+0.00432353j -0.0077506+0.00234838j -0.00138872+0.00119556j -0.00350357-0.00424806j -0.00168321-0.000504244j 0.00167402-0.00109311j -0.00145662+0.000205525j 0.0052511-0.000714018j -0.00170698-0.00215737j 0.0021688+0.00156735j 0.00128863-0.000245471j -0.00171737+0.00087502j 0.00162886-0.00176086j 0.0037111+0.0037018j -0.00568859+0.000358164j 0.00406458+0.000793333j 0.00180126-0.00268418j 0.00508085-0.00280583j -0.00356748-2.64946e-05j 0.0031111+0.00211925j -0.000943068+0.00148039j -8.25e-05+0.00404254j 0.00821399+0.00606274j 0.00537838-0.0157052j -0.0110593-0.00937562j 0.018096+0.00152826j 0.0155225-0.0127762j 0.00443342-0.00235584j 0.00935828+0.00243669j -0.0188583+0.00870196j 0.0101112-0.00529774j -0.0152645-0.0185357j -0.0171958-0.00642873j -0.00846748-0.00818233j 0.0098764+0.0379705j 0.00775044-0.0326884j 0.00864452+0.0177086j 0.00214549+0.00950765j 0.00824852-0.0134587j -0.0122295-0.0150342j 
-0.000127896-0.0741363j 0.0270969-0.0501911j 0.0180402-0.0638725j 0.0116054-0.0285228j 0.00449528-0.0252014j 0.0308876-0.0749564j 0.0196705-0.0360928j -0.00486455+0.0655279j 0.012806-0.0720283j -0.0363673+0.095232j 0.171201-0.00039867j 0.0389638-0.00193738j 0.105952+0.315238j 0.292629+0.0437569j 0.0453256-0.0193947j -0.0183411-0.052375j -0.0243905+0.0246623j 0.0164134+0.00806276j 0.0124952-0.010959j 0.00980648-0.00615578j 0.0049368-0.00173473j -0.0337902+0.0198021j -0.0421509+0.0114585j -0.0150407-0.00235392j -0.00178761+0.0102086j 0.00955215+0.00063643j 0.0475444-0.0102461j 0.000574296+0.00149454j -0.0595466+0.0344802j -0.0155082+0.0135962j 0.00516977-0.0241189j -0.00295846+0.014422j -0.0841765+0.00385912j 0.0238819+0.00818026j 0.059723+0.033599j -0.00778355-0.0141782j 0.0595067+0.00309825j 0.00772657-0.00737931j -0.0188434-0.000991868j 0.0132531-0.00757874j 0.00339865-0.00572772j -0.00379387-0.00361091j -0.00981881+0.00780941j 0.00360024-0.00226156j 0.00852443-0.00401489j -0.00837342+0.00923841j 0.00146523-0.000446303j 0.00266533-0.00260733j -0.00178871-0.00727199j 0.00175865-0.00331533j 0.0126493-0.00223545j 0.00236483+0.00134598j -0.00546335-0.00182457j -0.00157569+0.00325862j -0.00131594+0.00212847j -0.00200614-0.00303088j -0.000343039-0.00155576j 9.34319e-05-0.00108043j 0.00268016+0.00249617j 0.0019923-0.00237824j -0.00409797-0.00107953j -1.85531e-05-0.00256338j 0.00331284-4.22391e-05j 0.000134089+0.00257174j -0.00635054-0.00272917j -0.000733999-0.000947368j 0.0109747-0.000228021j -0.00372845-0.00287301j -0.00728631-0.00281193j -0.00408972-0.008601j -0.0130001+0.00663385j -0.00907693+0.018553j 0.00219093-0.00370674j 0.00450986-0.00623068j -0.00176786-0.00533883j 0.00046119+0.00303439j -0.00195773-0.00856472j -0.0190068-0.00769202j 0.0287768-0.00399534j 0.00574821+0.00578885j -0.00112338-0.00787864j -0.00504973-0.00433893j 0.0134814+0.0301778j -0.0123793+0.00804478j -0.0132247+0.0202323j -0.00876604+0.00446946j 0.0120012-0.0102599j 0.00318924-0.0234047j 0.0236597+0.00535566j -0.00539417+0.029247j 0.00704742+0.0233311j 0.0107546-0.00861325j 0.0230772+0.0141088j 0.00448062-0.0157462j -0.0124812+0.00296237j 
-0.0391377+0.0388014j 0.0209137+0.0150994j -0.0203308+0.0541658j -0.0425709+0.0321332j -0.0110927+0.00927294j 0.0824628+0.0985913j -0.0245069+0.0429485j 0.0968908-0.0715473j -0.0205762+0.034041j -0.283171-0.129121j 0.0652517+0.0042779j 0.121022+0.34655j -0.0890794+0.0722656j -0.00228336-0.0128706j -0.0435878-0.0279634j 0.00281546+0.0184297j -0.0152322-0.00726959j -0.0361205+0.000235903j 0.00587781-0.000524167j 0.00846588+0.000159597j -0.0262417-0.00524294j 0.0379976-0.00366127j 0.0338507-0.0118047j 0.0129721-0.00423463j -0.0198323+0.00694931j -0.0330017-0.00582807j -0.0431035+0.00351698j 0.0157281+0.00269378j -0.0185763-0.0278867j -0.0048511-0.0124954j 0.0122818+0.0114008j -0.027826-0.0120739j -0.0634188-0.0171491j 0.0625979-0.0231601j -0.00273264+0.017364j 0.0059261-0.00395957j 0.00306948-0.00449489j -0.00816642-0.00899244j 0.0292026+0.000132868j -0.00333066+0.00479874j -0.00952961+0.00380635j -0.000763323-0.00276776j 0.0186353-0.0162619j -0.017247-0.00660771j -0.0038747+0.00129035j 0.00266309+0.0108742j -0.00772941+0.00112899j 0.00197499+0.00471366j 0.00644925+0.00831026j 0.00272964+0.00313422j 0.00726098-0.000430256j 0.00982335+0.00610824j -0.00359669+0.0118341j 0.00482844+0.000691424j 0.00169668-0.00548848j 0.010626-0.00288721j -0.00418662-0.00165356j 0.00205671-0.00119064j 0.0112925-0.0034029j 0.0082148+0.00471021j 0.00225475+0.00781184j -0.00543761-0.00352004j -0.0126828-0.000112278j 0.00010054-0.00553192j -0.00819134+0.00439078j 0.00445376-0.00145769j 0.00365725-0.0158768j -0.00542534+0.00381067j -0.00778133+0.00201008j 0.000103242+0.000860578j -0.0117085-0.00918629j 0.0165381+0.000494136j -0.00213363+0.00136262j -0.00552814+0.00357502j 0.00157326+0.00869479j -0.0186159+0.00936887j -0.0102241+0.0141981j 0.0103218+0.00275605j -0.00781578-0.0200362j 0.0106296-0.0119737j -0.00764909+0.016419j 0.0200611+0.00812495j -0.00131741+0.0176229j 0.0203481+0.00357308j -0.0126026+0.00426412j -0.00980444+0.0173596j -0.00555907+0.0161362j -0.0138405-0.010903j 0.034106-0.00325442j -0.00437364+0.00336052j 0.00289245+0.0052652j -0.0211448-0.000776335j 0.00486146+0.00376429j -0.003121-0.00437429j -0.00948213-0.00311422j 
