1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
3.42355e-16+0.0529071j -1.64657e-15-0.0317195j -4.0018e-17+0.00721841j -3.48051e-17-0.0178454j -3.45536e-17+0.0266716j -7.0159e-17+0.0112425j 4.71274e-17+0.0300696j -6.34558e-17+0.00734653j -2.01281e-17+0.0134387j -3.58138e-17+0.00931374j 8.05071e-19-0.0303748j 5.54543e-18-0.0141881j -3.95038e-17-0.00684067j 4.93068e-17+0.000711262j 3.88546e-16-0.0277723j -7.68386e-15-0.0243847j 1.05837e-16+0.00104897j -3.75033e-16-0.0294106j -2.81162e-16+0.0598147j -2.72943e-16-0.0107266j -5.59311e-16-0.0318976j 2.37555e-16+0.0770266j -2.97231e-15+0.0289014j 1.05356e-16-0.00664435j -2.20174e-16-0.00535779j 1.25233e-16+0.0162085j -1.61462e-16+0.005002j 3.14559e-15-0.0378346j 1.55183e-13-0.0454243j 4.19075e-17+0.0139451j -2.38204e-16+0.0178353j 2.37099e-16-0.00974829j -5.7982e-16+0.0139233j -4.57041e-16+0.0386938j 4.93502e-16-0.0317656j 4.3265e-17+0.00208235j -1.65373e-16+0.0358323j 1.52382e-15+0.0326165j -1.00146e-15+0.00999143j -2.05198e-16-0.0114363j 6.55424e-16+0.0220513j 1.63919e-16-0.0377551j -1.20232e-16+0.0296779j -2.22788e-17-0.00308978j 1.70672e-16-0.00254702j -8.27715e-17+0.0157823j -4.4567e-17+0.00752023j -5.60137e-17+0.0195112j 2.3894e-17-0.00538385j -3.56335e-17+0.0203247j -4.05732e-18+0.0208745j 1.18723e-17+0.0091708j 7.18852e-17+0.0269297j -3.23225e-17-0.00413893j 1.21916e-14+0.0452069j 2.67523e-15+0.0343338j 
7.97187e-16-0.0906978j -2.40055e-15-0.0834895j -9.03514e-17+0.0634882j -1.19502e-16-0.0694708j 1.34626e-16-0.0417952j -1.96371e-16-0.0364293j 4.18854e-17-0.0462059j 2.32117e-17-0.0631292j -1.18661e-16+0.0859247j -4.55e-16+0.0717268j -2.35514e-16-0.0396696j 8.07405e-16-0.0659139j -6.95679e-17+0.00235497j -3.5808e-16+0.108914j -8.3302e-16-0.01792j 5.13479e-15+0.0148114j -1.5916e-18+0.023534j -4.69592e-16-0.126658j 4.22006e-16+0.0318658j -5.25715e-16-0.00773399j -5.35946e-16-0.0294097j 1.58444e-16+0.0212047j -1.49468e-15+0.0114172j -9.39776e-16+0.0142147j 4.78055e-16+0.0238027j -2.12249e-16-0.0744885j -8.26639e-17+0.0488095j 9.56101e-16-0.104679j 2.21348e-14-0.00454225j -6.56624e-16+0.0193226j 3.28557e-16-0.0457237j 4.0646e-16-0.00445881j 6.85731e-17+0.00383854j -3.43809e-17-0.0152025j 4.04499e-17-0.016995j 1.66397e-16+0.00584438j 2.10556e-16-0.0336897j -8.69124e-16-0.0102188j 2.31501e-16+0.0149962j 1.77587e-16+0.0101641j -1.158e-16-0.00650826j -1.49161e-16+0.0325704j 9.28497e-17-0.00548123j 1.29708e-16-0.0192989j 1.14692e-16+0.0221385j 5.876e-17-0.0321482j -9.08671e-17-0.0299863j 7.82175e-18-0.03633j -1.71862e-16+0.0928624j -7.42018e-17-0.0410954j -1.02359e-16-0.0123156j -1.08644e-16+0.068183j 1.16359e-16-0.00267209j -2.48633e-16+0.0753451j -1.34472e-14-0.0687452j -2.83648e-15+0.0476118j 
2.76903e-16+0.0946606j -2.77329e-15-0.0531355j 1.22106e-17+0.0150622j -7.11663e-17+0.0105887j -1.17519e-16+0.0404019j -3.96247e-17-0.0704423j -1.69082e-16+0.0419231j -4.30686e-17-0.050739j 2.39625e-16-0.0462193j 3.80046e-16-0.0353628j 2.26333e-16-0.0204728j -1.6197e-16+0.0026844j 7.75388e-17-0.0469649j 2.33616e-16-0.0535118j 1.58799e-15-0.109467j -1.9058e-14-0.0655491j 7.01922e-16-0.0424099j -5.43509e-17-0.0350305j 2.98471e-16+0.011251j -1.41144e-16-0.00243816j -5.15951e-16-0.00188654j -1.82377e-17+0.118168j 2.23006e-15-0.0225902j -1.94623e-15+0.0367559j 4.83559e-16+0.0270157j -5.99117e-17+0.0452957j -7.62898e-17+0.0123673j -5.34684e-16+0.00712864j -2.61436e-14+0.00752246j -4.89419e-16+0.0244077j -3.52715e-16+0.000874535j 3.53748e-17+0.0245818j -9.79825e-16+0.0285111j -6.34184e-16+0.0632604j 9.05855e-16-0.0628901j -7.9819e-17+0.0267916j -2.29488e-16+0.0256239j 1.05201e-15+0.0240091j -8.86774e-16-0.00813389j 1.68601e-17-0.00136754j 9.61628e-16+0.0274462j 2.70316e-16-0.0248851j -3.12919e-16+0.072885j -6.78091e-17-0.00820848j 1.77287e-16+0.0267586j -1.13423e-17-0.0177075j 3.35965e-18-0.0217002j -1.52458e-16+0.0212622j 1.83991e-16+0.0106774j -7.23868e-17-0.0306237j -7.91146e-17+0.0105452j 6.68038e-17+0.0114778j 1.77317e-17+0.044549j 1.55782e-16-0.0474826j 1.73855e-14+0.0649942j 3.78092e-15+0.0502862j 
-2.99908e-16-0.032163j 1.81056e-15+0.0419114j -3.17529e-16+0.0010831j 1.92423e-16+0.0258826j 1.5225e-17-0.0011857j -2.07891e-16-0.0261152j -1.40126e-16-0.0328867j -8.02544e-17+0.00503809j 6.88782e-17+0.0246962j -2.45591e-16+0.0308863j 7.79008e-17+0.0257312j -8.28775e-17+0.02669j -9.25253e-17-0.0124519j -1.90263e-16-0.0295711j -6.9113e-16+0.0369837j 7.54583e-15+0.024957j -4.14082e-16+0.00982651j 4.0983e-16+0.0139191j -1.80397e-16-0.0217612j 1.2574e-16+0.0281567j 4.3163e-16-0.0227825j -8.60786e-17-0.0319623j 6.23014e-15-0.0611578j -4.06626e-17+0.00547387j 2.22258e-16+0.0187832j -1.28962e-16-0.0107214j 9.30682e-17-0.00620113j -2.49767e-15-0.0211384j -1.37412e-13+0.0413177j -3.64136e-16-0.0149302j 2.78781e-17+0.0133921j -1.39698e-16-0.0144847j -9.80854e-16+0.0487874j -1.72487e-16-0.0139497j -8.36142e-16+0.0594567j 1.23917e-16-0.0345694j 1.30096e-16-0.0136415j -2.58314e-15-0.0418822j 9.40872e-16-0.00912574j 1.97074e-16+0.00253262j -1.34687e-16-0.0129263j -3.30529e-16+0.0582983j -2.59945e-16+0.0312451j 8.33464e-17-0.0108617j -1.47052e-16-0.034626j -2.48438e-16+0.0126011j -7.11061e-17-0.00995894j -1.22924e-17+0.00751983j 5.501e-17+0.0202729j -7.71186e-17-0.0455062j -1.68231e-16-0.0296594j 8.72443e-19-0.0183504j -1.33983e-16-0.00261146j -3.36016e-16-0.0184385j -7.71883e-15-0.0224739j -1.57322e-15-0.0500786j 
-2.8567e-17-0.0155158j 1.80682e-16+0.000615896j 2.64513e-16+0.0637602j -2.71746e-16-0.0248276j 4.49738e-18-0.00951081j 3.77914e-16+0.0585722j 3.81587e-16+0.0643212j 2.84819e-16+0.0229835j -1.24991e-16-0.0278569j -3.68507e-17+0.0250164j -4.02091e-16-0.0299074j 2.80017e-16-0.0514872j -1.14428e-16-0.0188444j 3.22576e-17-0.00301145j 2.59242e-16-0.0218917j -6.00725e-15-0.0181037j 3.60851e-17+0.0302403j -1.07759e-16-0.0291007j 2.03709e-16+0.0264116j -1.03629e-16+0.000117164j -4.14508e-16-0.0210081j -6.59299e-17-0.000580147j -2.82642e-15+0.0275716j -1.03862e-15+0.00684005j -6.98508e-16-0.0465631j 8.64785e-16+0.0380615j -1.27569e-16+0.0184002j 6.56268e-15-0.0300268j 3.57779e-13-0.105887j 8.35409e-16+0.00868244j -2.27422e-16-0.00607962j 5.00772e-17-0.000931366j 7.5798e-16-0.0477915j 1.41768e-16+0.0438017j -1.38154e-16+0.0319896j -2.65994e-16-0.0104436j -2.49358e-16-0.0195643j 3.15762e-15+0.0305868j -1.39191e-15-0.0299462j 7.32534e-17-0.00595439j 1.95768e-16-0.000567891j -2.35456e-16-0.0179062j -6.87546e-17-0.00237429j 2.26311e-16-0.0342659j 1.33616e-16+0.0163867j 1.88568e-16+0.00104252j 1.62354e-16+0.0231463j 5.52327e-17+0.00309621j -1.20375e-16-0.00197087j 2.49727e-16+0.044716j 3.04596e-16+0.091944j -1.45793e-17-0.0016581j 2.01876e-16+0.0133567j 3.62858e-16+0.0609386j -3.70167e-15-0.0126693j -8.63897e-16-0.0153056j 
-6.0226e-17-0.0161188j 1.10433e-15+0.0317715j -4.80707e-16+0.0813871j -6.22571e-17-0.0176054j -5.10812e-17+0.0133876j -1.29974e-16+0.0558183j 1.82534e-16-0.0163848j -6.68914e-17+0.0224408j 7.84503e-17+0.00360374j -3.24327e-16+0.0211766j -2.40028e-16+0.0466507j -4.51564e-16+0.0429723j -1.60419e-16+0.0398561j -1.07904e-16+0.020704j -1.06207e-15+0.0127749j 1.08826e-14+0.033832j -2.644e-16+0.0155087j -1.73005e-17-0.0277809j 1.25509e-16+0.0191542j -3.35121e-16+0.0203533j 6.24124e-17-0.0216203j -8.93267e-19-0.0124063j -2.49663e-15+0.0211919j -3.87795e-15+0.0618496j 3.66625e-16+0.0250993j 7.3058e-17-0.00752149j -3.10136e-16+0.0264875j 2.9924e-15-0.0379968j 1.2961e-13-0.0377867j -6.02831e-16+0.0257865j -1.44093e-16+0.00177346j 6.03458e-17-0.0181164j 8.8149e-16-0.0316112j 2.45288e-17+0.0209216j 1.06378e-16-0.0049818j 3.73074e-16-0.0192315j 1.67134e-16-0.000466495j -2.2682e-15+0.00852126j 7.54066e-18+0.0996813j -4.06363e-16-0.00484708j -2.68931e-16-0.00260899j 8.41407e-18-0.0243416j -4.32655e-16+0.0411464j -1.82454e-17-0.00561298j -1.57542e-17-0.0716927j -3.34331e-16+0.0324031j 7.355e-19+0.00526555j 1.66418e-16-0.0266639j 9.1537e-18-0.016831j 1.4595e-16+0.0135337j 4.82689e-17-0.00455517j 1.0495e-16-0.0170404j 1.30891e-16+0.0347254j -3.92891e-16+0.0914546j 2.58809e-15+0.0204742j 9.05835e-16-0.0438978j 
3.59424e-16-0.0235205j 3.56782e-16-0.000261696j -6.68538e-16+0.0368759j 9.01495e-16-0.0517345j -3.69866e-17-0.00161036j -5.68483e-16+0.0394225j 6.47936e-16-0.0272023j -1.21521e-15+0.0692615j -5.83267e-16+0.026725j -1.37415e-15+0.0563592j -3.83155e-16+0.0126904j 5.27182e-16-0.00985245j 8.45864e-17-0.00799578j -1.70216e-15+0.0832825j -4.03906e-16+0.0450422j -7.22064e-15-0.0166322j -1.82506e-15+0.0815808j 8.76823e-16-0.0559557j -1.51309e-16+0.0133592j -3.96355e-16+0.005666j 6.52722e-16-0.0560154j 5.7087e-17-0.0041298j -4.2878e-15+0.0351882j 2.60226e-15-0.0399243j -4.32309e-16-0.000228156j 1.50501e-16-0.00117158j -5.14601e-16+0.0208653j 5.63912e-15-0.100072j 1.86778e-13-0.0532068j 5.23285e-16-0.012905j -4.04305e-16-0.0010441j -1.07163e-15+0.0454901j 1.83272e-15-0.0448577j 9.57473e-17+0.0131161j 1.30426e-15-0.0178795j 1.15424e-15-0.0438284j 1.39642e-15-0.0540803j -3.87683e-16+0.0206198j -1.44906e-15+0.0521873j -2.17335e-16+0.00999628j 2.54339e-16+0.0366734j 7.45012e-16-0.0258526j -4.1335e-16+0.0129321j 3.91616e-16-0.0218677j 3.76908e-16-0.0223891j -8.87665e-16+0.0474655j -4.05135e-16+0.0242347j -1.71198e-16+0.00699747j 6.77259e-16-0.0377694j -9.71278e-17+0.0132981j 3.57445e-16-0.0114473j -3.12421e-16+0.0131977j -8.14517e-17+0.00907075j -1.55245e-15+0.0845873j 1.72242e-15+0.0107377j 4.75962e-16-0.00959041j 
-1.14902e-16-0.0123554j 1.39251e-16+0.0099264j -1.69249e-16-0.0397542j -7.16716e-17-0.00320351j -1.75837e-16-0.0204745j 5.74534e-16+0.0801847j 2.49229e-16+0.0173173j -4.7759e-16+0.0179514j 5.8747e-16+0.0325297j 2.96847e-16+0.0389575j -4.95636e-17+0.0409014j 1.91021e-17+0.0486718j 3.54673e-16+0.00727573j 3.31999e-16+0.00655199j -6.14343e-16+0.0208868j 7.15741e-15+0.0229855j -1.30356e-16+0.0523967j -6.10522e-16+0.0457743j 3.6298e-17+0.0115258j -4.4854e-16-0.0398578j -4.58639e-17-0.029825j 1.56429e-16-0.05314j -1.57628e-15+0.0211438j 8.58808e-16-0.0102155j 1.64143e-16-0.0162929j -7.01247e-16-0.0364946j -1.42032e-16+0.000665615j 2.15856e-15+0.0311469j 1.19342e-13-0.0359915j 9.46383e-16-0.039719j 3.0256e-16-0.0264577j 1.20548e-16-0.0307177j 1.74525e-16-0.00073902j 3.90695e-16+0.0151586j 3.70777e-16-0.0122602j 1.70216e-16-0.042635j 4.66852e-16-0.00719223j 1.90129e-15+0.0246911j -2.66633e-16-0.00449485j -6.05826e-17+0.0279595j 4.23493e-16+0.013644j 3.39378e-16-0.00795491j 1.09745e-16-0.0475471j -1.90823e-17-0.00530675j -3.71775e-16-0.0527711j 1.05601e-16+0.0619917j 4.24255e-17-0.0217792j -3.07763e-16-0.0309009j 3.30611e-16-0.0147648j 3.72532e-16+0.0630294j 1.5448e-16+0.0084721j 1.46226e-16+0.00220786j -1.09388e-16-0.0226605j -1.50335e-16-0.000826738j -8.22839e-16-0.00698698j 2.70937e-16+0.0168964j 
-8.74221e-16+0.00565036j -4.03388e-15+0.0463249j -3.00814e-15+0.0247641j 9.15523e-16-0.00759798j -3.49427e-15+0.029674j 9.52719e-15-0.0817027j 5.96222e-15-0.0499199j -1.38062e-14+0.113022j 7.96993e-15-0.0669948j 7.09951e-15-0.058075j -9.72051e-16+0.00316175j 1.01343e-14-0.0776184j 7.66934e-15-0.0634488j 1.02466e-15-0.00868585j -3.48501e-15+0.0282903j -3.28011e-16+0.0025897j 2.00217e-15-0.0174543j 2.50769e-16-0.00131748j 8.33296e-15-0.0637564j -8.96999e-16+0.00742057j 4.39226e-15-0.0367591j -4.79465e-16+0.00688296j 1.55282e-14-0.0669495j 1.56722e-14-0.0918517j 9.22009e-15-0.087697j -1.00963e-14+0.0876154j -6.36564e-15+0.0515857j 5.01558e-15-0.0641285j -1.55975e-13+0.0458521j -7.44387e-15+0.0477733j -6.61863e-15+0.0511549j -8.70116e-15+0.0658067j 1.01612e-14-0.0669737j 7.5429e-15-0.0567393j -3.0291e-15+0.0230172j -1.32572e-15+0.011133j 5.80821e-15-0.0450671j 1.87411e-15-0.00460143j 4.22517e-15-0.038698j -6.44428e-15+0.061686j 3.95358e-15-0.048239j 3.2262e-15-0.0268435j -3.635e-16+0.00570732j 3.05517e-15-0.0248154j -5.00943e-15+0.04452j 2.99426e-15-0.0252081j -3.70623e-15+0.0319912j -1.06046e-14+0.0887742j 1.01628e-14-0.0824554j 8.75124e-15-0.073113j 5.0813e-15-0.0406021j 1.44985e-15-0.011486j -4.08623e-16+0.00426882j -4.88005e-15+0.0387185j -1.27875e-15+0.0195296j 8.68486e-15-0.0695931j 
-1.89052e-16-0.0248742j 1.46945e-15+0.0364865j 5.5e-17-0.0335478j 1.73822e-16+0.0583388j 6.39607e-17-0.048795j 4.02329e-17+0.0403946j 1.61666e-16+0.0779164j -1.01224e-16-0.0461972j -1.00922e-16-0.0887465j -4.66799e-17-0.0104348j 2.48632e-16+0.062031j -3.98435e-16+0.0675224j -1.05255e-16-0.0572998j -1.50947e-16-0.101197j 9.80671e-16-0.059595j -1.18888e-14-0.0405159j -2.73069e-16+0.019742j 6.63927e-16+0.126293j 1.73887e-16-0.105687j 2.53355e-16+0.0062025j 8.19532e-16+0.0411091j 3.08909e-17-0.115748j 5.10764e-15-0.0513521j -1.89411e-15+0.0474227j 3.69004e-16+0.00137284j 3.84475e-16+0.0381541j 3.18331e-16-0.0155511j 6.72984e-16+0.154072j 5.63553e-14-0.0194686j 2.19844e-15-0.0616098j 8.2046e-16-0.0982468j 1.80835e-17+0.0136151j 1.57917e-16-0.0152309j 7.29523e-16+0.0283496j -1.97694e-16+0.0393696j -1.04777e-16-0.0328407j 5.34782e-16-0.0827117j 1.85483e-15-0.025451j -1.06689e-16-0.121118j 1.03226e-15+0.036505j 1.09528e-15+0.0277285j -5.60156e-17+0.0316069j 2.09317e-16-0.0658276j 6.69028e-17-0.00628816j 2.10494e-17+0.00461134j -6.5127e-17+0.00884648j 1.64959e-17-0.0487706j 5.2394e-17-0.0698725j -7.93714e-17+0.00732144j -1.21528e-16+0.0494644j -4.96194e-17+0.0599547j 3.95551e-17-0.0220483j -1.84787e-16-0.0427775j -4.21907e-17-0.0463993j -1.24972e-14-0.0518845j -2.63943e-15-0.0108805j 
8.71709e-18+0.0225048j -4.5083e-16-0.00920051j 1.51061e-16-0.133625j 8.97687e-17-0.0462419j -3.51028e-17+0.0157998j -3.69488e-16+0.0910642j -1.84433e-16-0.0224299j -9.3233e-17+0.127714j -2.79559e-16+0.17101j -3.75431e-16+0.0866866j -7.59495e-17-0.0897776j 3.30879e-16-0.0586345j -4.47799e-16+0.0484741j 2.41103e-17+0.099183j -1.03286e-15+0.175065j 4.86277e-15+0.031283j -9.49755e-16+0.0801337j -6.01977e-16-0.000894606j -2.22856e-15+0.161143j 2.71987e-16-0.0408537j -9.25452e-16-0.0915127j 6.08212e-16+0.0450251j -1.05378e-14+0.106048j 9.5951e-15-0.185146j -1.79655e-15-0.0619904j 2.03532e-16-0.0539574j 2.5095e-16-0.0651724j 3.64727e-15-0.119267j 2.12209e-13-0.0606348j 1.30586e-15-0.0479478j -9.30563e-16+0.103895j 5.16565e-16-0.0548792j -1.56539e-15+0.0646822j -9.87416e-16-0.0387079j -1.95002e-16+0.0268315j 2.25039e-16-0.0494958j -8.48094e-16+0.0922386j 1.79456e-15+0.0307599j -1.21441e-15-0.00262293j -4.86672e-16-0.0451407j 1.09864e-15+0.0268425j -5.08224e-17-0.0302696j 5.72974e-17-0.0525673j 3.17216e-16+0.0216898j 1.65496e-16-0.0156996j -8.41106e-17+0.0766259j -3.28762e-16+0.0712461j -3.19228e-16+0.0755542j 1.05866e-16-0.042973j -2.77327e-16+0.0784385j -3.16333e-16-0.0157453j 3.81188e-17+0.0105724j -2.3758e-16-0.034831j -5.76613e-18-0.0532872j 8.14114e-15+0.025922j 1.63148e-15+0.0435502j 
8.0711e-16-0.0101514j -6.09948e-17-0.00903879j -4.27895e-15+0.067903j 4.88187e-16-0.00628694j 4.51074e-18-0.0046955j -1.8429e-15+0.0118398j -7.41302e-16+0.0145338j 2.52043e-15-0.0487012j 9.15035e-16-0.0349686j 1.19083e-15-0.0263323j 1.28522e-15-0.0138882j 8.26513e-16-0.0116094j -4.62362e-15+0.0613823j -1.70679e-15+0.0252406j -1.95488e-16-0.0193409j 4.55924e-15+0.0177775j 2.07158e-15-0.0231953j 4.54352e-15-0.0804647j -1.57451e-15+0.00959563j -1.34671e-16-0.00305872j -3.61565e-15+0.0714094j -9.36324e-16+0.00304555j -9.09153e-15+0.0477625j -9.27782e-15+0.0785915j -4.68616e-16+0.0257305j 1.93227e-15-0.0302659j 7.18055e-16-0.0114497j -5.67392e-16+0.0311179j 2.27597e-14-0.00704211j -2.05932e-15+0.0201159j -2.43287e-15+0.0252749j 9.77849e-16+0.0078071j 3.51209e-15-0.0482708j -1.4406e-15+0.0308696j -2.3367e-16-0.0126888j -2.65033e-15+0.0393608j -3.49097e-15+0.0301862j -2.27936e-15+0.0245518j -5.92772e-15+0.0941361j 2.63945e-15-0.0520084j 1.22624e-15-0.0347535j -3.36069e-16+0.0129261j -2.21259e-15+0.0381973j 4.47573e-16-0.0167196j -4.5023e-16+0.0205922j 2.64527e-15-0.0437726j -1.95468e-15+0.0243538j 9.65173e-16-0.0126201j -1.17977e-15+0.0160344j -5.51621e-16-0.00185107j -2.70138e-15+0.0425653j 7.21447e-16-0.00782364j -1.45507e-15+0.0249007j -3.17512e-15+0.0475662j -1.44075e-15-0.00447292j 6.96864e-16-0.011981j 
-6.24138e-17+0.0144405j -7.6567e-16-0.017926j 9.61236e-16-0.0572185j -4.57955e-17+0.0124299j 4.85474e-17-0.0256852j 5.61787e-16-0.0490132j 2.55484e-16+0.00235427j -4.01124e-16-0.00809412j -1.55634e-16-0.0760509j -3.7748e-16-0.0256591j -2.19763e-16+0.0272517j -3.40865e-16+0.0190831j 9.65014e-16-0.0552258j -2.69802e-17+0.0210651j 2.27386e-15-0.020896j -2.83673e-14-0.0860918j -7.14144e-16+0.0537835j 2.14591e-16+0.00114955j 1.52391e-15-0.111772j 1.20056e-16-0.017152j 8.58051e-16+0.055206j 1.00037e-16-0.0427382j 1.87182e-15-0.0117966j 3.46077e-15-0.0395225j -1.83491e-18+0.0240186j -2.99718e-16+0.01018j 5.0364e-16-0.0280791j -3.29145e-15+0.0627805j -1.60206e-13+0.0465001j 2.18587e-15-0.070983j -1.09012e-16-0.0352503j -1.35573e-15+0.129428j 6.40457e-16-0.0467371j 6.30649e-16+0.0204912j 1.33318e-15-0.056418j 8.77921e-16-0.00683151j 1.46677e-15-0.096389j 1.7863e-15+0.0151585j 1.42234e-16-0.0203048j -1.45206e-16+0.0162894j 8.53143e-16+0.0487534j 1.04213e-17+0.025173j -4.11256e-17-0.0135018j 1.32859e-16-0.0207528j 2.73637e-16+0.0657658j -2.39417e-16-0.000725261j 2.3511e-16+0.00118329j -2.61755e-16+0.00761291j 3.47189e-16-0.0384362j 3.33477e-16-0.0182596j 5.97687e-16-0.0134558j -4.60977e-17+0.0122208j 8.10745e-17-0.029638j 7.62403e-16-0.0405611j 6.95639e-16-0.0027926j -5.78544e-17+0.0299118j 
-4.6376e-16-0.0942688j 5.39874e-16+0.00109283j 3.0264e-16+0.107431j -3.20651e-16-0.0157448j -1.45481e-16-0.0417667j -1.99775e-16-0.00559993j -7.85636e-17-0.0083402j -2.93217e-16-0.0597772j 5.72474e-17-0.0533364j 1.47399e-16-0.0506554j -4.54332e-16+0.0060571j 2.49353e-16-0.0544987j 3.65755e-16+0.0455708j 1.86597e-16+0.0186357j -1.9252e-15-0.0424825j 2.70942e-14+0.0739227j 3.1254e-16-0.0623638j -7.00195e-16-0.0469883j 1.00776e-15-0.0455405j -4.01251e-16-0.0156121j 5.28209e-16+0.0738991j -6.52896e-16-0.0707486j -1.93838e-16-0.00211068j -4.92728e-15+0.0879035j 4.68707e-16-0.0350896j -3.97134e-16-0.0283078j -2.88973e-17+0.0563403j -4.66467e-16+0.0484187j -4.70961e-14+0.0130292j -1.23153e-15+0.0654559j 5.99727e-16-0.0294492j 1.38984e-17-0.0224466j 2.4132e-15-0.0938742j 5.27923e-16-0.0357319j -8.11846e-16+0.0159989j -3.74386e-16+0.0677955j -1.45452e-16-0.0121109j 9.8197e-17+0.00108202j 5.82546e-16+0.0265634j 1.89651e-16+0.0177687j -3.98608e-15-0.100935j 1.30105e-16+0.0177297j 3.5745e-16-0.0399173j -2.01269e-16-0.0171111j 1.70619e-16+0.0326712j -9.53152e-17-0.0863146j -8.08444e-17-0.0119475j 1.14572e-16-0.0435169j 1.58829e-16+0.0425484j -2.26036e-16-0.0212994j 1.28267e-16+0.0394667j 1.219e-16+0.00958076j 1.58268e-16-0.00278453j 2.56569e-16+0.104998j -2.0016e-14-0.0766889j -4.15906e-15-0.0383169j 
1.51678e-15-0.018988j 7.91672e-16-0.0179657j 4.70226e-15-0.0792902j 7.94112e-16-0.0103447j -1.6805e-16+0.00222277j 4.91992e-15-0.0744112j 7.7136e-15-0.125228j -2.1687e-16+0.00566595j -7.27198e-15+0.108672j -1.26151e-15+0.0134737j -8.07494e-16+0.0170453j -7.14946e-16+0.014903j -2.08211e-15+0.0410735j -4.77751e-15+0.0798808j -7.06299e-15+0.0867366j 1.8657e-14+0.0758901j 7.93466e-18+0.00128881j 2.18977e-15-0.0440578j -1.14617e-15+0.0117937j 2.39435e-15-0.0455454j 1.5734e-15-0.019135j -6.71751e-16+0.00727712j 3.89976e-15-0.0176534j 7.52445e-15-0.0612303j -1.17274e-15+0.0206157j 5.8518e-15-0.11103j 1.80268e-16-0.00341108j -5.82898e-15-0.0388504j -4.85465e-13+0.142374j -9.92407e-16-0.0113942j -3.24058e-15+0.0551366j 1.27983e-15-0.0105938j -5.11573e-15+0.0544761j 4.45746e-15-0.0717208j 2.42745e-15-0.0395917j 7.44205e-16-0.00434469j -2.6194e-15+0.0421898j -1.84187e-15-0.0125845j -2.883e-15+0.0746536j -1.62483e-15+0.0204676j 9.06179e-16-0.0397771j -2.92054e-15+0.0429725j -6.62981e-17+0.000555433j -8.41888e-16+0.00818358j 1.63771e-15-0.0249226j -7.4841e-16+0.0113498j 1.5234e-15-0.0190023j -1.96376e-15+0.0301831j -9.19976e-16+0.00553482j 5.0752e-15-0.0752702j 8.53102e-15-0.134105j -1.9099e-15+0.0272292j 1.24615e-15-0.0239899j 2.67565e-15-0.043858j 9.58447e-16-0.00269264j -1.41564e-15+0.0238598j 
