-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.0104318-0.00614824j -0.00167101-0.00621767j -0.00170074+0.00286552j 0.00203736-0.00181607j -0.00278237+0.0223807j -0.00524389+0.00101083j 0.00249662-0.0259575j -0.00731976+0.004023j -0.00725966+0.0109069j 0.00455133-0.00486204j 0.00654285-0.00236389j 0.0162658+0.00274036j 0.0019435-0.0132341j 0.016246-0.00822116j 0.000713218+0.000322317j 0.00854012-0.0103868j -0.0106454-0.00723674j 0.00946596-0.0173372j -0.00665005+0.0134104j -0.00227695-0.00491319j -0.00354104-0.00695315j 0.00599334+0.0143803j -0.00268414+0.0101757j -0.000561413+0.0109279j 0.00414114-0.00299978j -0.0156213-0.00143474j 0.000292352-0.00174j -0.00959425+0.00243791j -0.000333851-0.0071386j 0.00373974+0.00758527j -0.00178084-0.0135314j -0.00950101-0.00257529j 0.00745101+0.0125798j 0.0171601-0.0227919j -0.00490518+0.00435946j -0.0024568+0.0263187j 0.00736921+0.0246376j 0.00473987+0.000236423j -0.010171-0.0013462j 0.0248501-0.0146522j -0.0199347-0.0149766j 0.006358+0.000805517j -0.00487843+0.00562024j -0.00764481+0.0136967j 0.0144019+0.0261667j 0.023247-0.00411907j -0.00844284+0.0116274j 0.00182597-0.000785003j 0.0102044+0.00232983j 0.0139232-0.00759453j -0.000595334-0.00407091j -0.0120979+0.0130605j 0.0239326+0.00695885j 0.00740243-0.00663482j 0.0161995+0.0104887j 0.0202942-0.0231767j 0.0118562+0.00468477j -0.00225313-0.0089989j 0.0118846+0.00974716j 0.00229021-0.00168264j 0.00709009-0.0124541j -0.0027904-0.0213783j -0.00837427-0.00537853j 0.0104726-0.000667794j 0.00181152+0.00736912j -0.00225464+0.0141368j 0.0204155+0.0188126j 0.0084247-0.0136167j 0.00637685+0.00159668j 0.0157442-0.00581919j -0.0076796+0.00446615j 1.09352e-05+0.00388046j 0.00530223+0.00557631j -0.00468136+0.00874257j -0.0274795+0.00455231j 0.00260179+0.016443j -0.0214354+0.00820663j -0.0138462-0.00275088j -0.0199125-0.0116502j -0.00195988+0.0202626j -0.00353323-0.0153786j 0.00644476+0.00887588j 0.0155778-0.0250039j -0.0127566-0.00703032j -0.00374677-0.0128535j -0.00172205-0.00188201j 0.0177607+0.0117667j 0.0108672-0.0215988j 0.00987063-0.000498449j -0.0142806-0.00145532j -0.0076337-0.00782519j 0.00129746-0.00259128j 
-0.00461542-0.00704152j -0.00643113+0.00804646j -0.0028148-0.00327551j 0.00582294+0.00117841j -0.0123208-0.00796757j -0.0143911-0.0019955j 0.00687769-0.00771247j 0.00728736+0.00363647j -0.00612274-0.00183251j 0.00769284+0.00696655j -0.0115547-0.0287823j 0.0204138-0.00216008j 0.0102646-0.0196734j 0.0119704+0.0114029j -0.00497995+0.0193601j 0.00688582+0.00720228j 0.0217636-0.0253221j 0.00684376+0.00312586j 0.0182363+0.012042j -0.00745517+0.000987385j -0.00941805+0.0179482j 0.0135458-0.0161895j -0.00153466+0.0040758j -0.000146802-0.0194256j 0.0160705-0.0055042j -0.00485895-0.0325187j 0.0166074-0.00243478j -0.00217084-0.0101294j 0.00712854-0.0230886j -0.00264134-0.0116431j -0.00503864-0.0221562j 0.00322853-0.00102023j -0.00356772+0.000536449j -0.00874268+0.0145907j -0.0163165+0.00367252j 0.00124581+0.0184858j 0.0014871+0.00475022j 0.015635+0.0132097j 0.0225326-0.00230255j -0.0123826-0.0321907j -0.00185817-0.00259853j 0.0166633+0.0116225j -0.0141868-0.00981126j 0.0059647+0.00468019j -0.00381773+0.0106909j -0.000921107+0.00896586j 0.0218007+0.00354486j 0.00637534+0.00278912j 0.0139669+0.00328598j 0.0203016+0.010565j -0.0110651+0.00315436j 0.0127008-0.00183644j 0.00967987-0.000548901j 0.00678358+0.0171992j -0.00322698-0.0114169j 0.00326729+0.0199246j 0.00777908-0.0271425j 0.0086409-0.0244938j -0.0158316+0.0219782j 0.00136109-0.000862302j 0.0057949+0.00197808j -0.00667704-0.0125506j 0.00252332-0.0140355j -0.00435833-0.00734126j -0.00757549-0.00516043j -0.0068956+0.00673764j 0.0136839+0.00966619j -0.0183333-0.0428724j 0.0465336+0.00299403j 0.0167034-0.0109949j 0.00615031+0.0250463j -0.00851625-0.0137222j -0.0259054+0.0166253j 0.0109834-0.00541172j 0.00163459+0.00436198j 0.0114614-0.00814706j 0.0148299-0.00252733j -0.00333056-0.00668775j 0.00487504+0.0174951j 0.00631448-0.0352905j -0.00710309+0.012813j 0.00855446-0.0168844j 0.015752-0.00452506j -0.0101027-0.00688817j -0.020894-0.0118414j 0.00524624+0.0146488j 0.0131799+0.00572371j -0.00659889-0.0145922j 0.00360398+0.00166901j -0.00283243+0.00540313j 0.00115736-0.00692196j 0.00245441+0.00436121j 
-0.00102529-0.000276874j -0.00417232-0.00255785j 0.027172-0.0133682j 0.0121401+0.0310104j -0.0272406-0.0335679j -0.0210784+0.00776646j -0.000926852+0.0269501j 0.0418202+0.00212897j 0.0196134+0.0379067j 0.0122415-0.0307888j -0.0194346+0.024345j -0.00626868-0.00563198j 0.00365947+0.0240741j -0.0230314+0.0250715j -0.0173163-0.00892493j -0.00267876-0.0364448j 0.0139855-0.0340278j 0.0244442+0.00919187j 0.00229205-0.0228406j 0.0362758-0.0204579j 0.032021+0.0024753j -0.0161503+0.0131014j -0.00319424-0.00774753j -0.0137502-0.0300939j 0.0157779-0.0264039j 0.0215713-0.0128913j 0.0141284-0.011208j -0.0266212-0.0653461j 0.0121855-0.0113812j 0.0373995+0.0114744j -0.0244407-0.00834498j 0.0243022-0.0107197j 0.0241109+0.037363j -0.0131395+0.00648566j -0.00239495-0.0218795j -0.00414558+0.000308984j 0.0220599-0.000493612j -0.000773134+0.0178132j 0.0106438+5.39824e-05j 0.022076-0.0308448j 0.0238762-0.00598256j 0.0577989+0.0325525j 0.0145269-0.000929676j 0.0261654-0.0128573j -0.00686588-0.00925741j -0.0321296-0.0100143j -0.00960326+0.0345359j 0.0201992+0.0149385j 0.0244093-0.00663433j -0.00296935+0.012865j -0.0234961+0.000635986j 0.0199567+0.019172j 0.000348222+0.0161124j 0.00349647-0.00543315j 0.00151249-0.019112j -0.00702636-0.0117995j -0.00493285-0.0102643j 0.0118367-0.0246822j -0.0376786-0.00240938j 0.00781711+0.018874j -0.0516858-0.00494125j -0.0354683-0.00896334j 0.0297054-0.00362527j 0.0122198-0.0198075j -0.00329379-0.0223002j -0.00374374+0.00434068j -0.0242965-0.0121059j 0.00648751+0.0120585j 0.0128312-0.0230815j 0.0164588-0.00980573j 0.0368699-0.00869114j -0.0119542-0.00639769j -0.0220958+0.0352953j -0.00849329-0.0297002j -0.0178321-0.0329029j -0.0242631+0.0281032j 0.0483391+0.00692085j -0.0109716-0.0185154j 0.0096596-0.010918j 0.000279979+0.00594372j 0.016165+0.0197951j 0.022062+0.0488838j -0.0136892-0.0280246j 0.0134587+0.000460621j 0.0233332-0.0166848j 0.00359225+0.0408625j 0.0227219-0.0119952j -0.00136957+0.0284593j -0.0373232+0.0302535j 0.0305793+0.0268755j 0.00490524+0.0176142j -0.0138859-0.00229678j 
0.0167697+0.0200964j 0.0304983-0.0264844j 0.0286981+0.00104635j -0.00215215+0.0222301j 0.04888+0.0337785j -0.0091091+0.00142367j -0.0395043-0.0124825j -0.00478138+0.0254482j 0.0289224+0.012589j -0.0319468-0.0168958j 0.0151098+0.0142137j -0.0229491-0.00372104j 0.0153314-0.0175608j 0.0127396-0.014082j 0.00629496+0.00291183j -0.00377396-0.0419972j 0.0130824+0.00885537j -0.0221725+0.0170089j 0.00118568+0.00388805j -0.0123658-0.0345852j 0.0262977+0.0284393j -0.012142+0.0245056j 0.0110646+0.00715886j 0.00346059+0.0179495j 0.0102021-0.0265198j 0.0371656-0.00392962j 0.0125296+0.0104598j -0.029745-0.0156123j 0.0137498+0.0119677j 0.0078023+0.0305931j 0.00867116-0.0174801j -0.0344998-0.0402603j 0.029603+0.0156868j 0.0425997+0.0043817j 0.0273758+0.0118144j 0.00885352+0.0266831j 0.0257487+0.0518879j 0.0238552-0.0203789j 0.0240484-0.0149505j 0.0289254+0.00569888j -0.0128223-0.00273789j 0.00645755+0.00643853j 0.000560432+0.0383545j -0.0200054+0.00141755j -0.0109141+0.0123049j 0.0139583-0.0546023j -0.0216195-0.00455332j 0.0442089+0.0117018j 0.0086879-0.00249378j -0.00449555-0.00744563j 0.0361898-0.0133869j 0.0111223+0.0366291j 0.0342265-0.0275555j -0.0307407-0.00755312j -0.00506407+0.0152909j 0.00876701-0.0299439j -0.0313354+0.00380469j -0.0181145+0.00706425j -0.00355149+0.0128452j -0.015989-0.00246281j -0.0141217-0.0198164j -0.0120643-0.0496641j 0.0118319-0.025001j 0.0604291+0.0575774j 0.00768125+0.0304392j -0.050377-0.0134588j -0.0402213+0.0432283j -0.0129563-0.00088145j -0.00969811-0.00316549j -0.0250785+0.0369945j 0.0348438-0.0133768j 0.00331779-0.0039829j 0.00893312+0.037867j 0.0259623-0.0140002j -0.00988778+0.00163066j 0.0191409-0.00191989j 0.00341581+0.00805676j -0.0525955-0.0330979j -0.00695456-0.0595081j -0.00157869-0.000952532j -0.00147751-0.0206981j 0.0683005+0.0279328j -0.00981624-0.0155283j 0.0301855+0.0102155j 0.0291974-0.0140174j 0.0205986-0.033398j -0.0211427+0.0258962j 0.0363394+0.00613307j -0.023139+0.0261849j 0.0185687+0.0108053j -0.0286998-0.00523211j 0.00803961-0.022367j 
-0.00590097+0.00871943j 0.0103348-0.00164526j -0.0004195+0.000107186j -0.000573827-0.00185094j 0.0170161+0.00288815j 0.0304112-0.00559056j -0.00766096+0.0389626j 0.00943781+0.0162729j 0.00128403-0.00676524j 0.0105333+0.00729088j -0.0194874-0.0232299j -0.00381958-0.0103263j -0.00174402-0.00545727j -0.00802266+0.00516089j 0.00823501-0.00346894j 0.00539692+0.0243814j 0.00126723+0.0294233j -0.0277782+0.0190455j 0.0151527+0.00724083j -0.0110779+0.00789417j 0.0141192+0.0268015j -0.0033087-0.0266334j 0.00140248+0.0282248j 0.012333-0.0160665j 0.0274378-0.00552005j 0.0277502-0.00931453j 0.00251179-0.00822357j -0.0105369-0.00712029j -0.00228513+0.0211215j -0.0254396-0.00574471j 0.000168212-0.00717122j 0.0154599-0.0128163j -0.00503665-0.0183009j -0.0128571+0.0289389j 0.00274334-0.00723756j 0.0187535-0.00496505j 0.0108044+0.00695406j 0.0113888+0.0013355j 0.023674+0.0124937j -0.0108817+0.0124495j 0.0131488+0.00939822j 0.00423647-0.00363147j -0.000294618+0.0118983j -0.00763135-0.0144897j -0.00674811-0.00127656j -0.0129288+0.0172928j 0.00328796-0.010918j 0.0168642-0.00545214j 0.0120807-0.000235621j -0.000431993+0.0286561j 0.0122234+0.0190486j 0.0057448+0.0134181j -0.0136892+0.00257646j -0.00854202+0.00756201j -0.013551-0.00829677j -0.0130063+0.0233646j 0.0123916-0.0156966j -0.00131908+0.00521364j -0.00930461+0.0114003j -0.00402385-0.0267012j 0.00499613+0.0102912j -0.00544138-0.0229981j 0.035141-0.0196908j -0.00606448-0.0140704j -0.010143+0.00784436j 0.00791328+0.0024482j -0.00314107+0.00409797j -0.0188748-0.0143921j 0.0188443+0.00731161j 0.00356183-0.0327618j 0.0155382+0.0171817j -0.00934137-0.016083j -0.00958398+0.0115086j 0.0116193-0.0157701j 0.036283+0.00730047j -0.00273275-0.0376662j 0.0172045-0.0395851j 0.00386233-0.00864521j 0.012369+0.00265518j -0.000214871-0.028825j 0.0071426+0.00989435j 0.0295167-0.0298656j -0.0234184+0.0180727j 0.0326177-0.0176982j 0.00688695-0.0174169j 0.0113288-0.0345824j -0.0356704-0.000403963j -0.00464414+0.0334494j -0.0141524+0.00305392j 0.00199102+0.00753198j -0.00082184+0.000905121j 0.00440741-0.00342431j 
0.00308628+0.00875408j 0.0127721-0.0131181j 0.0163118+0.00128188j -0.00177351+0.0227421j 0.0110257+0.010236j 0.000213418-0.00253584j -0.0116148+0.0108151j 0.0151454+0.0158393j 0.00238626+0.0175842j 0.00161811+0.00078301j -0.0138665+0.0157263j -0.0303275-0.0134748j 0.000340217-0.00404338j -0.0032044-0.00177722j 0.000617432-0.00816889j 0.00242833+0.0123938j -0.0138432+0.0149648j -0.0175833+0.0153391j 0.00413526-0.00158779j -0.0171678-0.0323484j 0.0316421+0.0391255j 0.0176169-0.0140511j 0.0117084+0.0113544j 0.0262371-0.0322518j 0.0150955+0.00547994j 0.0294317+0.0109235j -0.0446468-0.0214503j 0.0117104-0.00547261j -0.0120024+0.0406197j -0.0231483-0.00264718j 0.00952911+0.0164164j 0.00841201-0.00624154j -0.00260002+0.0113675j 0.0387882+0.0061017j 0.00834423+0.0165215j 0.022272-0.0150071j 0.0128406-0.0244799j 0.0137215-0.00935816j 0.00181383+0.00823668j 0.00240945+0.0104309j 0.014476+0.0357428j -0.00959549-0.0115398j 0.0220062+0.0271043j -0.0175403-0.00804507j -0.0259616-0.0185385j -0.00142717-0.00160235j -0.0224066+0.00999278j 0.0167946+0.00337171j -0.0228565-0.0139009j -0.0235307+0.0137227j 0.0311567+0.017221j -0.0127274+0.001555j 0.00224467-0.0356914j -0.0246973+0.0121751j -0.0125871+0.0229487j -0.0267693-0.0107015j -0.00231738+0.0107452j -0.0199193+0.0226115j -0.0225249-0.0154479j -0.0194445+0.0131389j 0.0200192+0.000471435j -0.00556256+0.00465625j 0.00725802-0.00342019j -0.000260441+0.00959188j 0.00657599+0.0381802j 0.0145693-0.0441775j -0.0401874+0.0159455j -0.0227402+0.0084921j 0.0114791+0.034596j -0.00262434+0.00484559j 0.0217068+0.00130431j 0.0260454-0.0263574j 0.0186482+0.0166606j 0.00715301-0.0153506j 0.0202343+0.00124035j -0.00591477-0.0149428j 0.02023-0.0371622j 0.00255818-0.00457971j -0.0103806-0.0224687j -0.0213189+0.00356618j 0.0169397-0.0158307j 0.0412146-0.0165215j -0.0319841+0.0172387j 0.0188227-0.00903268j 0.0157438-0.0055418j 0.0178328-0.0128571j -0.0106029+0.00563161j 0.00424902+0.0223125j -0.0342234+0.0205201j 0.0157123+0.0135629j -0.0125719+0.00881286j 0.000309437-0.012179j 
-0.00618574+0.0126121j 0.0167867+0.00323916j 0.00633434-0.025091j 0.0159401+0.00425755j 0.0327127-0.0163432j -0.0262659-0.0150615j 0.000591212-0.0231536j 0.00207338-0.00494808j 0.00249081+0.00312718j 0.00659308+0.024476j 0.0219684-0.0295375j -0.00804135+0.00843905j 0.00930648-0.0163565j 0.00268367-0.00305244j 0.012554+0.00773189j -0.000577191+0.00413767j -0.000817909-0.00946807j 0.00949002-0.0217137j -0.00326827-0.0105031j 0.00181028+0.0190163j -0.0203461-0.00846868j -0.000325862+0.00535257j -0.0124505-0.0104199j -0.00845405+0.0125657j -0.0164262+0.0128184j -0.0281851+0.00935239j 0.000311216+0.00770438j 0.0150065+0.0184675j -0.00461207-0.0094875j 0.0131262+0.0105609j -0.00132913+0.0206864j 0.00298671-0.00608667j -0.00508514+0.00716025j -0.00663725-0.0139372j -0.0163676+0.0127102j -0.00555293-0.00290547j -0.0106413+0.00865987j 0.0102102+0.0146775j 0.00012641-0.00519572j -0.00130272-0.00433854j 0.00669404-0.0148566j -0.00769257-0.00870762j -0.0151943-0.0184162j 0.0220059+0.00587477j -0.00131385+0.00397655j 0.0145556-0.00189617j -0.00821148-0.021479j -0.00263777+0.00944674j -0.0103372+0.0146276j 0.0123601-0.0279884j 0.00519053+0.0027861j -0.00570963-0.000529793j 0.0296219-0.00389829j 0.0327625+0.00807469j 0.0199153+0.00208403j 0.00802692-0.00558747j -0.00748776+0.00087687j -0.0117681-0.00770884j -0.00527147-0.00292549j 0.000715752+0.00758621j 0.0403038-0.00682893j 0.017349+0.0078297j -0.0129777-0.00986355j 0.0161905-0.00656169j 0.0105725-0.0055714j 0.0181239+0.00101011j -0.00258322-0.013013j 0.0286116-0.00497591j 0.0211936-0.00419953j -0.0164848+0.0218057j 0.00378581+0.0135473j -0.00982966+0.0197762j -0.00719035+0.0143394j -0.0123026+0.0279315j -0.0132379-0.0145756j 0.00894109+0.0105931j -0.0161784-0.00291914j -0.0267698+0.00500434j -0.0113473-4.29829e-05j 0.0153641-0.0111015j 0.0206621+0.0145344j -0.00621803+0.00315907j 0.000406048+0.0133273j 0.00591326+0.00531424j 0.0111932+0.00593301j -0.00159339-0.0255623j 0.0219466-0.00780972j 0.00621648-0.0446653j -0.00270829+0.00912335j 0.0078364+0.013514j 0.00351895-0.0235158j 0.0240728+0.00860872j 
0.00489851+0.00755824j 0.0125246-0.00268857j -0.00787123-0.00600865j -0.00501545-0.00935298j 0.0131966-0.000327595j -0.00404147-0.011478j 0.0023956-0.0118618j -0.00761348-0.000451475j -0.00112495+0.00683983j 0.0217504+0.0166863j 0.0271712-0.0404126j 0.0144485+0.0195669j -0.00570187-0.00742993j 0.00984936-0.0251827j 0.0387282-0.00225874j 0.0253735+0.00755614j -0.00351095+0.014499j -0.0216899+0.00406431j 0.0052682+0.0213088j 0.0130165+0.0227118j -0.00170932+0.016078j -0.0272032-0.0105947j -0.00113275+0.0300884j -0.0091776-0.003244j 0.02039-0.00499222j -0.0036173+0.00958265j -0.00208813+0.00471545j -0.016675-0.0105337j -0.0280221+0.0162091j -0.00408565+0.00198671j -0.013118+0.0179879j -0.0134321-0.0197505j -0.00222956-0.0191086j -0.0235985+0.0133386j 0.018876-0.0320338j 0.0149169+0.00747752j 0.0195403+0.0252926j 0.00387685+0.0048759j 0.00608724+0.0111835j 0.0282474-0.00280901j -0.00707777-0.0252959j 0.00940048-0.0076383j 0.0171125+0.00598283j 0.0161307-0.00866051j 0.0170724+0.034371j -0.00713573+0.0169696j -0.0206966+0.0141947j 0.0200763-0.0187355j -0.0130399-0.0207765j 0.0066151-0.00428861j -0.0168607-0.0113356j -0.0145615+0.000312548j 0.0214921+0.0298088j -0.00137011+0.00954295j 0.0244985-0.00971816j 0.00801052-0.0403015j 0.00915654+0.0251559j 0.0289549+0.0154644j 0.034226+0.0360527j 0.0410723-0.0335583j 0.00118055-0.00652972j 0.00878916+0.00194231j 0.0323744-0.0363756j 0.0059884-0.0150579j -0.000666861-0.0202611j 0.00838036+0.00420852j -0.000785939+0.00212261j -0.00776832-0.000947046j 0.000237958-0.00568363j -0.0104793-0.0301554j -0.000126534+0.0321746j -0.00840034+0.00200706j -0.0114305-0.00788976j -0.00137443-0.0148552j -0.00150126-0.0157182j -0.01013-0.00761233j 0.0164423-0.0247751j -0.0190497-0.00432113j -0.0150059+0.00913359j 0.0243036+0.00608293j -0.00716659+0.0111592j 0.0102065-0.00760408j -0.00247755+0.0147887j 0.013974-0.0121892j -0.00712955+0.00356464j 0.0195931-0.0225237j -0.00549023+0.00105604j 0.0270517-0.030931j 0.00181023-0.00780988j -0.0107875+0.0122185j -0.0123132-0.0167636j 0.0131428-0.00346759j 
0.0221096-0.00986247j -0.0107557-0.0110793j -0.0180181+0.0237419j -0.0216522-0.0343047j 0.00430245+0.00552061j -0.0159488+0.0125334j -0.001748-0.0503233j -0.03345-0.0108468j 0.0155746-0.00296829j -0.00884937-0.00990193j 0.018549-0.00197041j 0.0194777-0.0113j 0.0166145+0.0263285j -0.0102629+0.00537029j 0.0289456-0.000281596j -0.0272779-0.0253172j -0.000141733-0.030171j 0.0101431+5.25053e-05j -0.013439+0.0146791j 0.0265241+0.0247787j -0.0037307-0.0241264j -0.0164612+0.0307967j 0.0146985-0.0207276j -0.0180036-0.00103926j 0.0054882+0.00676366j -0.011529-0.0111015j 0.0187901+0.00613022j 0.00695678-0.0119915j -0.0201008-0.0183531j 0.0580237+0.0216617j 0.00151747-0.00263888j -0.0129875+0.00866252j 0.00429831+0.00954421j -0.027492-0.00515859j 0.00115701-0.00980048j -0.00834421+0.00411584j 0.0141486+0.00420679j 0.00218793+0.00979438j -0.00291386-0.00516047j 0.0125066-0.015731j -0.00039131-0.0116988j 0.00743538-0.000994746j -0.00754886-0.0131657j 0.0205232+0.00614984j -0.00520526+0.00287532j -0.0100264-0.0121532j -0.00288317-0.00101982j 0.0127965-0.00394108j 0.0128172+0.0209272j 0.018651+0.00722332j -0.0206537-0.00987727j 0.000204161+0.012836j 0.00628594+0.0112221j 0.0240834-0.00397382j 0.0226962-0.0166139j 0.0109165-0.0127395j -0.0136971+6.89749e-05j 0.0180448-0.0152222j -0.00230233-0.0151225j 0.0219448-0.00527368j -0.0134468-0.0219483j -0.000369666-0.00350515j -0.0131653-0.0025445j -0.00425899-0.00291691j 0.0108169-0.0154829j -0.00109034+0.0103284j 0.00461945-0.0103079j 0.0193859-0.00410997j 0.00847252-0.0184113j 0.0094859+0.0163366j 0.00296787-0.00922341j -0.01307+0.0234712j -0.00430048+0.0175417j -0.0220799+0.00370801j -0.0233547-0.0265192j 0.00365038+0.0053914j -0.0267905+0.00935838j -0.0135893-0.00297593j 0.00100897+0.00254727j 0.0109997+0.033463j -0.00562089+0.00688236j -0.0087699+0.0441544j 0.0221835-0.0288694j 0.00760692-0.00541171j -0.0249308+0.00262899j 0.00120678+0.0333043j 0.00978547+0.0103195j 0.0351961+0.00644862j 0.0323596-0.0276686j -0.0241835-0.0400859j -0.0171329-0.00125758j -0.0136528-0.014402j 
-0.00939871-0.0033037j -0.00565697+0.00655706j 0.000637044-0.0106116j 0.00711739+0.00823026j -0.0116964+0.0136201j 0.0380167-0.00246908j 0.0116244+0.0450765j 0.0107566-0.00477661j -0.0218527+0.0018662j 0.0132938+0.0171866j -0.0165477+0.0059285j -0.00270257+0.00990519j -0.0125742-0.0122023j 0.00207255+0.00567706j -0.00843509-0.0185047j -0.00102024-0.00138015j 0.00438953+0.0215031j -0.000570629+0.00413011j -0.00363034+0.00220144j 0.0272557-0.00951035j 0.00671983-0.0188102j -0.0119094+0.0143208j -0.0189488-0.00992402j -0.005326+0.00858638j -0.00839171+0.000363915j -0.0155885+0.0201685j -0.0188753-0.0242359j -0.00292091-0.0145871j 0.0111639-0.00304346j 0.00362796+0.00495268j -0.011746+0.00560598j 0.0269076-0.00689117j 0.0266036+0.00337258j 0.0142403-0.0323418j -0.0140416-0.0324902j -0.00135709+0.0132395j 0.00226135+0.0408584j 0.000178468+0.00625815j -0.0111805-0.00115569j 0.0325957-0.0204012j -0.0126147-0.0283971j 0.0161644-0.0206009j 0.0127333+0.00520184j 0.00394079+0.00977793j 0.0198516+0.0407669j 0.0261431+0.00597258j 0.0130212+0.010399j 0.00326938+0.0315195j 0.0107483+0.00266938j 0.00897684-0.0114855j -0.0226276+0.00749994j -0.00407039+0.0257317j 0.0200825+0.0344508j -0.00235479-0.0101699j -0.0184722-0.0166121j 0.0246895-0.0330057j 0.0129454+0.0305015j -0.0207876-0.0213475j 0.0144312+0.0155005j 0.0143416+0.00383459j -0.0165991+0.000179192j -0.0106901+0.019248j 0.0185377+0.00909427j -0.0131181-0.00745791j 0.00714656-0.0241725j 0.0155958+0.0254005j 0.0371563+0.000586539j 0.0194009+0.0341084j -0.0117733-0.0175719j 0.0214196-0.00443796j -0.0217463+0.00364144j -0.000285217-0.00252308j -0.0126351-0.0140489j -0.00334119+0.0126651j 0.0150899+0.0133222j -0.0197182-0.0180302j -0.009496-0.0153702j 4.85475e-05+0.0110188j -0.0163826-0.00782508j -0.00781902+0.0060895j 0.00559846-0.0191659j -0.014923-0.00221753j 0.0115388-0.00427076j -0.0232748-0.00531011j 0.0106623-0.00889932j -0.0208849-0.0219394j -0.0168409-0.0090853j -0.0465503+0.00699521j 0.000748601-0.00475921j -0.00307774+0.000318929j 0.0208287+0.00706923j -0.0010932+0.0174565j 
