-0.588638-0j -0.0144169-0j 0.824574-0j -0.0735336-0j -0.00169798-0j -0.0525349-0j 0.072094-0j 0.0904375-0j -0.0464775-0j -0.00670845-0j -0.00103914-0j -0.000149987-0j -0.0428676-0j -0.00618741-0j 0.0415974-0j -0.000742399-0j 0.00600406-0j -0.000107156-0j 0.0600496-0j 0.00866742-0j 0.038568-0j 0.00556681-0j -0.0346205-0j -0.0061201-0j -0.000510008-0j -0.000758406-0j -0.000134068-0j -0.030293-0j -1.11724e-05-0j -0.0201953-0j 0.0293953-0j -0.00535509-0j -0.00357006-0j -0.000699501-0j -0.000446257-0j 0.00519641-0j -0.0124952-0j -0.000297505-0j 0.040008-0j 0.000433034-0j -0.000123656-0j 0.021001-0j -0.00220886-0j -1.03046e-05-0j 0.00707247-0j 0.0372567-0j -0.000184072-0j 0.00371249-0j 0.000589373-0j 0.0162428-0j 0.00658612-0j 0.000309374-0j 0.000548843-0j 0.00287135-0j 0.000239279-0j -0.0277407-0j -0.00462346-0j -0.00283128-0j -0.000577932-0j -0.000599196-0j -3.4055e-05-0j -9.9866e-05-0j -0.0234501-0j -6.11552e-05-0j 0.0227552-0j -1.24832e-05-0j -0.0214069-0j -7.35582e-07-0j -0.00390835-0j -0.000524296-0j -0.00239336-0j 0.00379253-0j -0.00356782-0j -0.000349531-0j 0.0299871-0j 0.00232244-0j -0.000488543-0j -0.00218483-0j -0.0152938-0j 0.000474067-0j -2.87877e-05-0j -0.000445977-0j -8.73827e-05-0j 0.0209878-0j 2.79347e-05-0j -5.82552e-05-0j -5.35108e-05-0j -0.000216261-0j -2.62795e-05-0j 0.00499785-0j 0.0263279-0j -3.56739e-05-0j -0.00254897-0j 0.00306055-0j -1.09228e-05-0j 0.0214238-0j -0.00156092-0j 0.00349797-0j -7.2819e-06-0j -6.43635e-07-0j 0.000624732-0j 0.0194594-0j -3.60435e-05-0j -0.000318621-0j 0.00214206-0j 0.00438799-0j -4.2909e-07-0j 3.68127e-05-0j 0.00644646-0j -2.20721e-05-0j 0.00357064-0j 0.000437246-0j 0.00268708-0j -1.87749e-05-0j -4.50544e-06-0j 0.00218656-0j 2.5765e-05-0j 0.00324323-0j 0.000548499-0j 0.00198606-0j 0.00044633-0j -2.65486e-07-0j 0.00107441-0j 3.23206e-05-0j 0.000405403-0j 0.000657939-0j 2.63002e-05-0j 2.38886e-05-0j 0.000134301-0j 7.91378e-06-0j 
-0.00254897-0j 0.000182499-0j 0.00357064-0j 0.0149754-0j 0.0003458-0j 0.00908908-0j 0.0429205-0j -0.018418-0j -0.000201261-0j 0.00276145-0j -4.49978e-06-0j 6.17405e-05-0j 0.000542648-0j -0.00744556-0j 0.000180128-0j -2.73107e-06-0j -0.0024715-0j 3.74724e-05-0j -0.00076015-0j 0.0104299-0j 0.00016701-0j -0.00229151-0j 0.0214788-0j 0.00124638-0j 0.000316013-0j 0.000470521-0j 2.73036e-05-0j -0.0549403-0j 6.92266e-06-0j 0.0125293-0j -0.0182371-0j -0.0031881-0j 0.000727057-0j -0.00126864-0j -0.000808324-0j -0.00105827-0j 0.0954943-0j 0.000184341-0j -0.0248212-0j -0.000268318-0j -7.36172e-05-0j -0.0110687-0j 0.00554139-0j -1.86652e-05-0j -0.00144034-0j 0.06757-0j 0.00140498-0j -0.000642299-0j -0.000365189-0j -0.0100771-0j 0.00392098-0j -0.000162851-0j 0.000994142-0j -0.000584761-0j -0.000148263-0j -0.000120125-0j -0.134903-0j -1.22602e-05-0j 0.000237899-0j -2.59469e-06-0j 2.81841e-05-0j -0.00291388-0j 0.000296848-0j -2.64819e-07-0j 9.85365e-05-0j 5.13858e-06-0j -9.2698e-05-0j 6.08773e-07-0j 0.333364-0j 6.63691e-06-0j 3.02969e-05-0j 0.110658-0j -0.104101-0j -1.51357e-06-0j 0.000129853-0j 1.00568e-05-0j -0.000587884-0j -9.46095e-06-0j -5.62616e-05-0j -0.000195144-0j -6.96472e-05-0j 0.000183581-0j 0.00745335-0j -0.000265679-0j -2.31189e-05-0j -0.00169976-0j 6.77377e-07-0j -1.15359e-05-0j 2.17491e-05-0j 0.145827-0j 0.000114007-0j -1.54478e-07-0j -0.0631826-0j 1.3253e-05-0j -1.31439e-05-0j 7.88121e-05-0j -5.74217e-06-0j -0.298361-0j 2.99751e-06-0j -1.55717e-06-0j -0.000257163-0j -0.00024633-0j -0.012955-0j 0.000111422-0j -2.71157e-05-0j 0.128032-0j 3.55118e-07-0j -3.04664e-05-0j 2.7915e-05-0j -1.17738e-06-0j 0.0885071-0j 0.000526156-0j 1.16358e-05-0j 1.32002e-05-0j 2.2846e-05-0j 8.04372e-06-0j 6.23343e-05-0j -0.276633-0j -0.000225783-0j -2.5141e-05-0j -0.000156081-0j 2.70659e-06-0j 0.031349-0j -2.67487e-05-0j 0.000487838-0j 2.84907e-06-0j -1.84911e-05-0j 5.77947e-05-0j -5.52836e-05-0j -6.5495e-06-0j 
-0.00156092-0j 0.000111757-0j 0.00218656-0j -0.000194992-0j -4.50261e-06-0j -0.000118348-0j -0.000558861-0j 0.000239817-0j 0.0235698-0j -1.77891e-05-0j 0.000526974-0j -3.97729e-07-0j -0.0635501-0j 4.79638e-05-0j -0.021095-0j 0.000319839-0j 1.59213e-05-0j -2.41395e-07-0j 0.0890219-0j -6.71884e-05-0j -0.0195587-0j 1.47618e-05-0j -9.18049e-05-0j 0.00310365-0j -1.35241e-06-0j -2.0111e-06-0j 6.79893e-05-0j 0.000234826-0j -2.96263e-08-0j -5.35528e-05-0j 7.79489e-05-0j -0.00793877-0j 0.00181046-0j 5.42242e-06-0j 3.45931e-06-0j -0.00263522-0j -0.000408162-0j -7.88908e-07-0j 0.000106091-0j 1.1483e-06-0j -0.000183316-0j 4.73099e-05-0j 0.0137987-0j 7.98798e-08-0j -0.00358662-0j -0.000288808-0j -6.01279e-06-0j -0.00159941-0j 1.56287e-06-0j 4.30718e-05-0j 0.00976374-0j 6.9694e-07-0j -4.25454e-06-0j -0.00145613-0j 6.34507e-07-0j -7.35614e-05-0j -1.22602e-05-0j -0.135853-0j 0.000293083-0j -1.58892e-06-0j -9.03052e-08-0j -2.64819e-07-0j 0.000181781-0j -0.00293442-0j 6.03411e-05-0j 6.33055e-06-0j -5.67657e-05-0j -1.95058e-09-0j 3.02969e-05-0j 4.06426e-06-0j 0.335714-0j 1.00568e-05-0j -9.46095e-06-0j -9.26868e-07-0j 7.95183e-05-0j 0.111438-0j -0.000724252-0j -0.104835-0j -3.4453e-05-0j -0.000240411-0j 2.23158e-07-0j 0.000226166-0j 6.77377e-07-0j -0.000162694-0j 7.40756e-08-0j -1.54478e-07-0j 0.00750589-0j -7.06428e-06-0j -6.96865e-08-0j 1.3253e-05-0j 6.9815e-05-0j -0.00171174-0j -5.74217e-06-0j 0.146855-0j -1.61928e-05-0j 4.82623e-05-0j -0.063628-0j -2.71157e-05-0j 3.69282e-06-0j 4.98935e-09-0j -0.000316816-0j -0.000150846-0j -1.17738e-06-0j 0.000137268-0j -0.300464-0j 1.16358e-05-0j -1.13784e-09-0j 9.76179e-08-0j 1.70944e-05-0j -0.0130463-0j 8.04372e-06-0j 0.000648206-0j 0.128935-0j -4.22951e-08-0j 2.81455e-05-0j 0.089131-0j -1.99726e-07-0j -2.5141e-05-0j -0.000278157-0j -0.278583-0j -0.000192287-0j -8.67222e-09-0j 2.84907e-06-0j 8.5706e-08-0j 0.000600999-0j 0.03157-0j 5.92476e-08-0j -1.85181e-07-0j -6.81074e-05-0j 2.09853e-08-0j 
0.00210279-0j 0.00485598-0j 0.0058012-0j -0.0123541-0j 0.0279704-0j 0.0258015-0j 0.010716-0j -0.00636508-0j 0.000166032-0j -0.00227808-0j -0.000363969-0j 0.00499394-0j -0.000147263-0j 0.00202056-0j 0.000136713-0j 0.00076015-0j -0.0018758-0j -0.0104299-0j -0.00040627-0j 0.00557434-0j -0.000443667-0j 0.00608746-0j -0.0177191-0j -0.00102821-0j -0.000260697-0j 0.0380585-0j 0.00220848-0j 0.0149096-0j 0.000559945-0j -0.0103362-0j -0.0138414-0j 0.000865182-0j -0.000599791-0j -0.0337562-0j 0.000219361-0j -0.000803198-0j 0.03124-0j -0.000152073-0j -0.0403269-0j -0.000203646-0j -0.00195882-0j 0.0289079-0j 0.00181281-0j -0.000496647-0j -0.00234011-0j 0.00768174-0j 0.000459627-0j 0.00167748-0j -0.00059332-0j 0.0735497-0j 0.00044576-0j 0.000425315-0j 0.00011302-0j 0.00426798-0j 0.00108212-0j 9.90983e-05-0j 0.111289-0j 1.01142e-05-0j -0.000196257-0j -0.000209874-0j -2.32507e-05-0j -0.235691-0j -8.0558e-05-0j -2.14202e-05-0j 7.47866e-05-0j 0.000415639-0j 7.64719e-05-0j 4.92412e-05-0j -0.0904678-0j 0.000176596-0j -8.22191e-06-0j 0.0839865-0j 0.0858791-0j -0.000122426-0j 0.000210971-0j 7.63287e-06-0j 0.000159539-0j 7.80488e-06-0j -0.000159712-0j -0.000148109-0j 1.89007e-05-0j -0.000151447-0j 0.198321-0j -6.63325e-05-0j -1.75466e-05-0j -0.137487-0j 1.80238e-05-0j 0.000370022-0j -1.79421e-05-0j 0.236924-0j 3.94e-05-0j -1.24951e-05-0j -0.179359-0j 2.15321e-05-0j -0.000349736-0j -0.000440614-0j -1.63005e-05-0j -0.0744924-0j 0.000242456-0j -4.14335e-05-0j -0.000417812-0j 0.000215266-0j 0.41554-0j 0.000316297-0j -6.77003e-06-0j 0.0442467-0j 2.8724e-05-0j -4.94986e-05-0j -0.000378342-0j 3.77652e-05-0j -0.494816-0j 0.000131366-0j 4.02124e-06-0j 3.7472e-05-0j -0.0007328-0j -4.49699e-05-0j 1.55631e-05-0j 0.241747-0j -7.80286e-05-0j 2.19705e-05-0j 0.000872601-0j -8.68156e-05-0j -0.424884-0j -9.24413e-06-0j -0.000426317-0j -3.86144e-05-0j 0.000103378-0j -5.05063e-05-0j 0.000749277-0j 8.87677e-05-0j 
-4.17194e-05-0j -2.55334e-05-0j 1.54885e-05-0j -0.00051229-0j 0.00116206-0j 0.00106992-0j 0.000502905-0j -0.000215711-0j 1.6942e-06-0j 0.00667574-0j 1.9138e-06-0j 0.00754105-0j 2.9217e-06-0j 0.0115125-0j -3.06971e-06-0j -3.99698e-06-0j -0.0120957-0j -0.0157495-0j -1.08469e-06-0j -0.00427407-0j 3.60387e-07-0j 0.00142005-0j 1.26199e-06-0j -4.26372e-05-0j -0.0479039-0j 1.39677e-06-0j -4.71907e-05-0j -1.06189e-06-0j -0.0530199-0j -3.59882e-06-0j 1.11568e-06-0j 3.58767e-05-0j 0.000121589-0j 2.40876e-06-0j 0.0403083-0j -3.76941e-05-0j -2.22497e-06-0j 0.136608-0j -1.46115e-06-0j -0.0423503-0j -8.13817e-05-0j -2.33011e-06-0j 7.51723e-05-0j -0.0914343-0j 4.9366e-05-0j -4.47133e-07-0j 0.0844578-0j 7.87243e-05-0j 0.0554639-0j 1.21298e-07-0j 1.51067e-05-0j 0.0884486-0j 0.0169727-0j -4.09812e-06-0j -0.00460434-0j 1.01121e-06-0j -3.22104e-05-0j 1.03206e-07-0j 0.000575114-0j 1.10355e-06-0j 0.145552-0j -3.51518e-05-0j -8.2202e-07-0j 1.1263e-07-0j 8.63662e-07-0j 0.000627632-0j -1.5172e-06-0j 0.158844-0j 2.61842e-05-0j -9.2857e-07-0j -8.38971e-08-0j -2.75106e-05-0j 4.83282e-05-0j -3.14699e-06-0j 5.63269e-07-0j 8.81472e-08-0j -0.000467516-0j -1.54849e-07-0j 3.16868e-06-0j 0.000491199-0j -0.118321-0j -0.000862894-0j 2.95782e-05-0j 1.48941e-06-0j 0.124315-0j 0.000100243-0j -9.47718e-08-0j -1.94563e-06-0j -0.218385-0j -1.79421e-05-0j -6.38852e-07-0j -3.21189e-07-0j -0.000100933-0j 5.74884e-08-0j -0.000528115-0j -1.17639e-06-0j 3.23402e-07-0j -4.74429e-05-0j -0.00178982-0j -0.133658-0j 0.000320354-0j -1.74858e-07-0j 6.1975e-05-0j 0.00180216-0j 1.52012e-07-0j 2.03496e-05-0j -0.452976-0j 0.0810765-0j 4.00902e-08-0j -1.98575e-07-0j 3.7472e-05-0j 0.000847087-0j -6.52026e-08-0j 0.456098-0j -0.00110656-0j -1.20065e-07-0j 0.214385-0j 5.56984e-06-0j -0.000363341-0j -1.78464e-08-0j -0.000669059-0j -0.280052-0j -1.27701e-06-0j -0.0919559-0j -9.9449e-05-0j 4.09169e-09-0j -0.169328-0j -0.025169-0j 2.28009e-05-0j 0.00577056-0j 
-0.000715339-0j -0.000437246-0j 0.000234659-0j -0.00436899-0j -0.00951819-0j -0.00312136-0j 0.00445651-0j -0.00862436-0j -0.00276321-0j 0.018544-0j 0.00299782-0j -0.0201184-0j 0.00495528-0j -0.033255-0j -0.00500271-0j 0.00214174-0j 0.0335733-0j -0.0143733-0j -0.00162553-0j 0.010909-0j -0.00612122-0j 0.0410797-0j 2.16386e-05-0j 0.0345883-0j 0.00432063-0j -2.30015e-05-0j -0.0367668-0j 1.89338e-05-0j -0.00459276-0j -6.1707e-05-0j -1.9115e-05-0j 0.0302647-0j -0.0986356-0j 4.12488e-05-0j 0.00378055-0j -0.0305544-0j 7.80979e-06-0j -0.0123212-0j -2.21372e-05-0j -0.00381674-0j 0.0659342-0j -1.36564e-05-0j 0.0124836-0j 0.00823624-0j -0.0353852-0j 3.73752e-05-0j 0.0015594-0j -0.0218291-0j -0.00442018-0j 3.75651e-05-0j 0.0597425-0j -0.00272681-0j 0.00746279-0j 0.060046-0j 0.00750071-0j 1.73386e-05-0j -0.000274702-0j -0.000338423-0j -0.151961-0j -1.81729e-05-0j 0.000581074-0j 0.00028792-0j 1.46568e-05-0j 0.000354707-0j -1.47971e-05-0j 0.159273-0j -2.60146e-05-0j -0.000609034-0j -0.000232214-0j -1.59013e-05-0j -0.000286079-0j 0.000234437-0j 0.00041216-0j 5.18237e-05-0j 8.53381e-06-0j 0.000288818-0j -0.128457-0j 0.000507766-0j -1.85857e-05-0j 0.129687-0j 0.000491199-0j 0.228001-0j 0.00025193-0j 2.65358e-05-0j -0.000495901-0j -0.000821063-0j 0.000310369-0j -6.55894e-06-0j -0.000871836-0j -0.000135204-0j -5.13527e-05-0j -0.00101152-0j 0.000294461-0j -0.000166567-0j 0.139364-0j 6.09685e-06-0j 0.000362766-0j -0.000420417-0j -0.4542-0j -0.000532904-0j -0.0747931-0j 3.24687e-05-0j 0.000103916-0j 0.162892-0j -0.000517939-0j 0.000813602-0j 0.00173679-0j 0.000285996-0j 1.89936e-05-0j 0.000128021-0j -9.65948e-05-0j -0.232568-0j 0.00100233-0j -0.00062287-0j 0.0574847-0j -0.000119001-0j 0.000889302-0j -0.000514414-0j 0.450072-0j -0.00063374-0j -0.0534348-0j -0.000219812-0j -0.000300924-0j -0.001721-0j -0.284566-0j -0.000370727-0j 0.000204326-0j 0.00108813-0j -0.166467-0j 0.00063654-0j 
0.00128769-0j 0.00297367-0j 0.00355249-0j 0.000160861-0j -0.000364198-0j -0.000335958-0j -0.000139532-0j 8.28787e-05-0j -0.0194441-0j 1.46753e-05-0j 0.0426248-0j -3.21706e-05-0j 0.0172461-0j -1.30163e-05-0j -0.0160106-0j -0.0890219-0j 1.20838e-05-0j 6.71884e-05-0j 0.0475786-0j -3.59095e-05-0j 0.0519583-0j -3.9215e-05-0j 7.57352e-05-0j -0.00256038-0j 1.11568e-06-0j -0.00016267-0j 0.00549938-0j -6.37267e-05-0j -2.39635e-06-0j 4.41788e-05-0j 5.91611e-05-0j 0.00215441-0j -0.00149356-0j 0.000144281-0j -9.38783e-07-0j -0.00200006-0j -0.000133526-0j 6.50816e-07-0j 0.000172365-0j 8.71526e-07-0j -0.00487771-0j -0.000123558-0j 0.00451413-0j 2.12546e-06-0j -0.00582716-0j -3.28333e-05-0j -1.96703e-06-0j 0.00417713-0j 2.53918e-06-0j -0.000314367-0j 0.00111-0j -1.82018e-06-0j -4.83681e-07-0j 0.0106278-0j -4.63106e-06-0j 6.06851e-05-0j 1.01142e-05-0j 0.112073-0j -0.000241781-0j -0.000128521-0j 7.4498e-08-0j -2.14202e-05-0j -4.93315e-05-0j -0.237353-0j 4.57972e-05-0j 0.000512053-0j 4.68293e-05-0j -1.57774e-07-0j -8.22191e-06-0j 0.000108143-0j -0.0911055-0j 7.63287e-06-0j 7.80488e-06-0j -7.49705e-05-0j 0.000129193-0j 0.0845785-0j 0.000196546-0j 0.0864845-0j -9.78031e-05-0j -0.000182465-0j -6.05601e-08-0j -0.000186577-0j 1.80238e-05-0j -4.06202e-05-0j 5.62214e-08-0j -1.24951e-05-0j 0.199718-0j 0.000226591-0j 5.74884e-08-0j 2.15321e-05-0j 2.41274e-05-0j -0.138456-0j -1.63005e-05-0j 0.238594-0j -0.000430862-0j -0.00026982-0j -0.180623-0j -6.77003e-06-0j 0.000298697-0j 1.32758e-07-0j -0.00051473-0j 0.000131823-0j 3.77652e-05-0j 0.000389667-0j -0.0750175-0j 4.02124e-06-0j -9.2035e-08-0j 1.58599e-07-0j -0.000231686-0j 0.418469-0j -4.49699e-05-0j 0.000161839-0j 0.0445586-0j -1.20065e-07-0j -0.000902784-0j -0.498304-0j -4.9866e-08-0j 2.19705e-05-0j -9.61285e-05-0j 0.243451-0j 0.00107501-0j 2.78167e-07-0j -3.86144e-05-0j 2.96192e-08-0j -0.000525208-0j -0.427879-0j -3.31235e-07-0j 1.61828e-07-0j 0.000923083-0j -2.84422e-07-0j 
0.000318621-0j -2.28124e-05-0j -0.00044633-0j -0.00378365-0j -8.73692e-05-0j -0.00229643-0j -0.0108442-0j 0.00465344-0j -0.00239301-0j 0.0160596-0j -5.35028e-05-0j 0.000359059-0j 0.00645214-0j -0.0433005-0j 0.00214174-0j -3.24727e-05-0j -0.0143733-0j 0.000217925-0j -0.00903826-0j 0.060656-0j 0.00198577-0j -0.0133265-0j 1.87396e-05-0j 0.0299543-0j 0.00374178-0j 4.10514e-07-0j 0.000656187-0j -4.79337e-05-0j 8.19683e-05-0j 1.09314e-05-0j -1.59113e-05-0j -0.0766196-0j 0.0174734-0j -1.10685e-06-0j -0.00957102-0j -0.0254334-0j 8.33157e-05-0j 0.0021827-0j -2.16557e-05-0j -0.00317704-0j -0.00176924-0j -9.65708e-06-0j 0.133176-0j -0.000221007-0j -0.0346156-0j 5.89527e-05-0j 0.0166358-0j -0.0154364-0j -0.00432405-0j -8.79199e-06-0j 0.094233-0j -0.00192825-0j 0.0117712-0j -0.0140536-0j -0.00175552-0j 1.50157e-05-0j -0.000237899-0j -0.000293083-0j -0.131602-0j 3.24336e-07-0j 0.000503225-0j -5.13858e-06-0j -3.71059e-05-0j -6.33055e-06-0j -1.23171e-05-0j -0.00284259-0j 1.15872e-05-0j 1.08696e-05-0j 0.000587884-0j -8.29614e-07-0j 0.000724252-0j 0.000195144-0j -0.000183581-0j 1.89196e-07-0j -1.62316e-05-0j 0.000240411-0j 0.325209-0j -0.000226166-0j 7.03269e-06-0j 0.107951-0j -0.00124354-0j -0.101554-0j 1.31439e-05-0j 3.32098e-05-0j -0.000412786-0j -2.99751e-06-0j 1.61928e-05-0j 1.44199e-06-0j 0.000388327-0j 0.000257163-0j -1.42509e-05-0j -3.69282e-06-0j -0.000111422-0j 0.000316816-0j 0.00727101-0j -9.85151e-06-0j -0.000137268-0j -0.000526156-0j -0.00165818-0j -2.78031e-05-0j 0.142259-0j 3.07913e-05-0j -2.2846e-05-0j -0.0616369-0j -0.000648206-0j 0.000225783-0j 6.34059e-06-0j -0.000543975-0j -3.48938e-06-0j -2.81455e-05-0j 0.000156081-0j -0.291062-0j 0.000278157-0j 0.000235689-0j -0.0126381-0j 0.000192287-0j 0.00111297-0j -0.000487838-0j 0.1249-0j -0.000600999-0j 0.0863419-0j 4.83259e-05-0j 5.52836e-05-0j -0.000477596-0j -0.269865-0j 6.81074e-05-0j -0.000330157-0j 0.00103192-0j 0.0305821-0j -0.000116941-0j 
4.21518e-05-0j 2.5765e-05-0j -1.38274e-05-0j 0.000517598-0j 0.00112763-0j 0.00036979-0j -0.000527968-0j 0.00102174-0j -1.71176e-06-0j -0.00674492-0j 1.85709e-06-0j 0.00731759-0j 3.06971e-06-0j 0.0120957-0j -3.09909e-06-0j 1.32677e-06-0j -0.0122115-0j 0.00522794-0j -1.00698e-06-0j -0.00396787-0j -3.79198e-06-0j -0.0149417-0j -1.27507e-06-0j 4.3079e-05-0j 0.0484003-0j 1.35538e-06-0j -4.57923e-05-0j -1.11568e-06-0j -0.0514488-0j 3.63612e-06-0j 1.12636e-06-0j 3.76941e-05-0j -0.000122849-0j -2.43061e-06-0j 0.0423503-0j -3.80549e-05-0j -4.60196e-07-0j -0.138023-0j 1.30445e-06-0j -0.0427556-0j 8.21197e-05-0j 8.04712e-07-0j 1.5548e-05-0j 0.0922634-0j -4.40716e-05-0j -2.20236e-06-0j 0.0174686-0j -2.71878e-05-0j -0.0495155-0j -2.21355e-06-0j 7.44081e-05-0j -0.0305461-0j 0.0835992-0j 7.47862e-05-0j 0.084024-0j -1.02169e-06-0j 3.25442e-05-0j -1.04275e-07-0j -0.000581074-0j 1.07085e-06-0j -0.147061-0j -3.41102e-05-0j -8.63662e-07-0j 1.09293e-07-0j 8.71929e-07-0j 0.000609034-0j 1.53293e-06-0j 0.154137-0j 2.75106e-05-0j 9.36991e-07-0j -8.81472e-08-0j -2.77739e-05-0j -4.8829e-05-0j -3.05374e-06-0j -5.0286e-07-0j 8.89909e-08-0j -0.000491199-0j 1.56454e-07-0j 1.09518e-06-0j 0.000495901-0j -0.124315-0j 0.000871836-0j -2.98464e-05-0j -1.56364e-06-0j 0.125505-0j 9.72722e-05-0j 9.56312e-08-0j 3.86489e-07-0j 0.220648-0j 1.60178e-05-0j 3.02599e-06-0j -3.11671e-07-0j -3.48851e-05-0j -5.13229e-08-0j 0.000532904-0j -3.5926e-07-0j 1.11776e-07-0j 4.98072e-05-0j -0.00173679-0j 0.13487-0j -0.000285996-0j -1.91323e-06-0j -1.2311e-05-0j 0.00062287-0j -1.59588e-07-0j -9.63882e-05-0j -0.439553-0j -0.0723812-0j -1.11921e-06-0j 3.94459e-08-0j 1.14437e-05-0j -0.000889302-0j 3.08839e-07-0j 0.157639-0j 0.000219812-0j -3.66668e-08-0j -0.225069-0j 6.09431e-05-0j 0.001721-0j -1.95269e-07-0j -0.000204326-0j 0.0556309-0j 3.56507e-05-0j 0.435559-0j -0.00108813-0j -1.14229e-07-0j -0.0517117-0j -0.27539-0j -0.00063654-0j -0.161098-0j 
-0.000671853-0j 0.00324323-0j 0.00609223-0j 0.00394719-0j -0.0179645-0j 0.00282001-0j 0.0419626-0j -0.030846-0j -5.30479e-05-0j 0.000727859-0j 0.000233766-0j -0.00320745-0j -4.89277e-05-0j 0.000671327-0j -0.000514817-0j 0.00016701-0j 0.00706369-0j -0.00229151-0j 0.000443667-0j -0.00608746-0j -0.000551648-0j 0.00756904-0j 0.00566135-0j 0.000328519-0j 8.3294e-05-0j -0.0244438-0j -0.00141843-0j 0.00495368-0j -0.000359635-0j 0.00330245-0j 0.0521225-0j 0.000287454-0j 0.000191636-0j -0.0225452-0j 7.28823e-05-0j 0.00302459-0j 0.00204329-0j 4.85882e-05-0j -0.04235-0j 0.000766866-0j -0.00130827-0j 0.0372381-0j 0.000118569-0j -0.000331703-0j -0.00245751-0j -0.0387114-0j 3.00624e-05-0j 0.00216087-0j -0.000623086-0j 0.0760961-0j -0.00224636-0j 0.000547875-0j -0.000569551-0j 0.00441574-0j 0.00111958-0j -3.16624e-05-0j -0.0355573-0j -3.23153e-06-0j 6.27049e-05-0j 0.000134795-0j 7.42872e-06-0j 0.151377-0j -2.67652e-05-0j 1.37575e-05-0j -0.000281623-0j -0.000266952-0j -2.44332e-05-0j -3.1626e-05-0j -0.0300577-0j 0.000117946-0j -2.73171e-06-0j -0.316267-0j -0.0274388-0j 7.86306e-05-0j 0.000221555-0j -2.8743e-05-0j 5.30064e-05-0j -2.4937e-06-0j -1.74559e-05-0j 0.000557732-0j 6.27972e-06-0j 4.8388e-05-0j 0.132455-0j -0.000259749-0j 6.60751e-05-0j 0.0883033-0j 1.20378e-05-0j 4.86502e-05-0j 5.73257e-06-0j 0.24881-0j 0.000190937-0j 8.0252e-06-0j -0.0196032-0j 2.26124e-05-0j -0.000233583-0j 0.000158287-0j -1.78158e-06-0j -0.291702-0j -0.000155722-0j -2.76728e-05-0j -0.000438773-0j -0.000278332-0j 0.0546349-0j 3.45701e-05-0j -2.65106e-05-0j 0.214425-0j -1.84485e-05-0j -5.19819e-05-0j 1.3296e-05-0j 4.96534e-06-0j 0.177758-0j 0.000514414-0j 1.94874e-05-0j 4.09555e-06-0j -9.6348e-05-0j 1.61551e-05-0j 6.09431e-05-0j -0.312571-0j -0.000378136-0j -2.84072e-05-0j -0.000313475-0j -1.14144e-05-0j 0.0149317-0j -4.47982e-05-0j 0.000551216-0j 1.35702e-06-0j -3.71377e-05-0j 6.53031e-05-0j -2.63318e-05-0j -3.11955e-06-0j 
-0.000262849-0j -0.000606997-0j -0.000725149-0j 0.00312136-0j -0.00706694-0j -0.00651896-0j -0.00270749-0j 0.00160819-0j 0.00197413-0j -0.0132485-0j -0.00432762-0j 0.0290428-0j -0.00175097-0j 0.0117508-0j 0.00162553-0j 0.00903826-0j -0.010909-0j -0.060656-0j -0.00483058-0j 0.0324182-0j -0.00527525-0j 0.0354023-0j -1.54594e-05-0j -0.0247111-0j -0.00308681-0j 3.32048e-05-0j 0.0530763-0j 1.30082e-05-0j 0.00663008-0j -9.01797e-06-0j -1.20762e-05-0j 0.0207929-0j -0.0144148-0j -2.94512e-05-0j 0.00259737-0j -0.0193032-0j 2.72559e-05-0j -0.00180064-0j -3.51839e-05-0j -0.00241129-0j -0.0470764-0j 2.52212e-05-0j 0.0435673-0j -0.0058806-0j -0.0562398-0j 6.70208e-06-0j 0.00544225-0j 0.0403149-0j -0.00702526-0j 6.41698e-05-0j 0.0107129-0j 0.00503598-0j 0.00133822-0j 0.102572-0j 0.0128129-0j -1.23873e-05-0j 0.000196257-0j 0.000241781-0j 0.108566-0j 2.62342e-05-0j -0.000415139-0j -0.000415639-0j 1.00697e-05-0j -0.000512053-0j -9.34832e-06-0j -0.229925-0j -9.55899e-06-0j 0.000879196-0j -0.000159539-0j -2.20746e-05-0j -0.000196546-0j 0.000148109-0j 0.000151447-0j 1.53033e-05-0j -2.63714e-05-0j 0.000182465-0j -0.0882546-0j 0.000186577-0j 1.9964e-05-0j 0.0819318-0j 0.000337471-0j 0.0837782-0j 0.000349736-0j 8.29156e-06-0j -0.000313293-0j -0.000242456-0j 0.000430862-0j -4.62527e-05-0j -0.000320354-0j 0.000417812-0j -4.92499e-06-0j -0.000298697-0j -0.000316297-0j 0.00051473-0j 0.193469-0j 5.50767e-05-0j -0.000389667-0j -0.000131366-0j -0.134123-0j -0.000739792-0j 0.231127-0j -2.69082e-05-0j 0.0007328-0j -0.174971-0j -0.000161839-0j 7.80286e-05-0j 0.000512864-0j -0.000883793-0j 4.72927e-05-0j 0.000902784-0j -0.000872601-0j -0.07267-0j 9.61285e-05-0j 0.000669059-0j 0.405374-0j -0.00107501-0j 0.000277878-0j 0.000426317-0j 0.0431643-0j 0.000525208-0j -0.48271-0j -0.00155008-0j -0.000749277-0j -0.000165053-0j 0.235833-0j -0.000923083-0j 0.0018458-0j -0.000901784-0j -0.414489-0j 0.00158494-0j 
