0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
-0.00162898-0.000739032j -0.000591408+0.00293295j 0.00270823+0.000190902j -0.000331112+0.00179102j -0.0027519+0.00108471j -0.000243348+0.00433669j 0.00389798-0.00182219j 0.00375251-0.00120034j 0.00357182+0.000907643j -0.000109105-0.00345515j -0.00278197-0.000805393j 0.00011183-0.00224743j -0.0012368-0.000776881j 0.000754119-0.00446338j -0.00104953-0.00334413j 0.00117266+0.00231777j 0.000596347+0.000618935j -0.00185999+0.00105586j 0.0027105+0.0012121j -0.00133797-0.00162964j 0.00280801-0.00188132j 1.21217e-05-0.00111739j 0.00168891-0.00388264j -0.00288453+0.00519237j -0.0010233+0.003056j -0.00346584-0.0018464j -0.00643776+0.00266008j -0.00175652-0.0029501j -0.00386293+0.00505646j -0.00530433-0.000114266j 0.00309242-0.00283776j 0.000588494-0.00138998j 0.00107278-0.00151135j 0.0019337+0.00149629j 0.00360286+0.00541763j -0.0015805-3.64348e-06j -0.0008701-0.00400095j 0.000761457+0.00229537j -0.00251949+0.00159001j -0.00240675-0.00402243j 0.000675048-0.00176375j -0.000240381-0.00171023j -0.000131874+0.00394356j -0.00105113-0.000363251j 0.00203365+0.00244596j 0.00527279+0.000552014j -0.000627049+0.00279136j 0.00106086+0.00186233j -0.00426496+0.000407043j -0.00158275+0.00348646j -0.000120749-0.00150113j -0.0037964-0.00420101j -0.00456814-0.00222111j 0.00030674-0.00199346j -0.001395-0.00247754j -0.00207859+0.00300058j -0.000793531-0.00344673j -0.00402518+0.000881546j 0.00607839-0.00402225j 0.000581996+0.00244985j 0.00227366+0.00151486j -0.000735979+0.00417434j -0.00239631+0.00229778j -0.00302168+0.00914371j -0.00375498+0.00102862j 0.00236682-0.0025495j -0.00362438-0.00146854j 3.73598e-06+0.00573011j 0.00475294-0.0037872j 0.00147506+0.00120164j -0.000255385-0.00138659j 0.0013386+0.00690678j 0.00292546+0.00515905j -0.00261319+0.000128751j 0.00370964-0.000143267j 0.00164349-0.00149622j 0.000331797-0.00103228j -0.00105667-0.0031091j 0.00410235+0.000751532j -0.00237955-0.000658904j 0.000150216-0.00128656j 0.000498824+0.000318973j -0.006778-0.000636355j -0.0036251+0.00328199j -0.00102248-0.00245607j 0.00219479+0.00439496j 0.00138359+0.00445512j 0.0045988+0.0061406j -0.00169151-8.05278e-05j -0.0064179+0.000698217j -0.00098903+0.00171809j 0.00082028-0.00174866j 
-0.0113539-0.00110156j -0.000569307+0.0112319j -0.00280517-0.00495521j 0.00639676-0.00638547j -0.0014669+0.00716696j -0.00146282+0.00216086j -0.00155348+0.00192566j 0.00439734-0.00211662j -0.0011584+0.00281987j 0.00365082-0.00101659j -2.76254e-06+0.000995462j 0.00659787-0.0021532j -0.00515739-0.00776582j 0.00247258+0.00424206j -0.00418337+0.000381888j -0.00115702-0.00546334j -0.00561036+0.00361375j -0.0019324+0.00356503j -0.000156771+0.00137415j -0.000196871-0.00883266j 0.00161014+0.00418732j 0.0034693+0.0046755j 0.00444988-0.000110812j -0.00051564+0.00140833j -0.00410785+0.00655222j -0.000884829-0.00170863j 0.000983978+0.003684j 0.000467139-0.00177788j -2.72598e-05+0.00156087j 0.000671635+0.00108106j 0.00172522-0.00516833j 0.00263069+0.00186656j 0.00226349-0.00193834j 0.00371912+0.00219411j 0.000625534+0.00540049j 0.0035041+0.00102034j -0.00475168-0.00281473j 0.000150192+0.000158726j -0.00554313-0.00123296j -0.000158684-0.00236523j 0.00454175+0.00200605j -0.00227416-0.00674918j 0.00220001+0.00123417j -0.000698573+0.00215732j 0.00351484+0.00320346j 0.000532072+0.00355515j -0.0040837+0.000286006j 0.00158251+0.00203115j 0.000519306+0.000129021j 0.00179096+0.00355424j -0.00139994-0.00250402j -0.000482979-0.00496531j -0.000174498-0.00860705j -0.000451217-0.0019768j 0.00406992-0.00929187j 0.00618237+0.00438047j -0.0047116+0.00100203j 0.00482382+0.00471126j 5.52348e-05-0.00481959j -5.2001e-05+7.07415e-06j 0.00171119+0.00418577j -0.00328187+0.00568084j 0.00134274+0.000151277j -0.00326735+0.000203285j -0.00253928-0.00255644j -0.00123344-0.00327112j 0.0018348+0.00189495j -0.00471764-0.000355048j 0.000136196-0.00267591j 0.00698816-0.0051241j 0.00322525-0.00459059j 0.00117133+0.00355562j 0.00554393+0.0017162j -0.00754907-1.83979e-05j -6.8272e-05-0.0048823j -0.00280748-0.000646422j 0.00366949-0.00172532j -0.0011952+0.00386851j 0.00696723-0.00171461j -0.000600576-0.00290384j -0.00535391-0.00150092j -0.0029662-0.00601183j -0.00225618+0.00536915j -0.00317306+0.000917151j -0.00131511-0.00149687j -0.000427307+0.0020011j 0.00375305+0.00221803j 0.000679483+0.00054415j -0.0038982-0.00983021j -0.00467269+0.00113626j 0.00430554+0.0122663j -0.00859285+0.00104722j 
-0.00705504+0.000946107j -0.000210864+0.00662553j -0.00628649+0.000767994j 0.00252112-0.00704215j -0.00442318+0.00176985j -0.000800257-0.000798017j 0.00698538-0.00411725j 0.00141354-0.00302112j -0.00115122-0.00251596j 0.0012608-0.00337769j 0.00206077-0.00135698j -9.51016e-05-0.00374329j -0.00310362-0.00317369j -0.0060661+0.00109317j -0.00314262+0.00501343j 0.00181394-0.00175858j -0.00282084-0.00182091j 0.00408343+0.00376358j 0.00351646-0.00862743j 0.00397448-0.00370233j 0.00457846+0.00363104j 0.00210209+0.00292667j -0.00065711-0.0021575j 0.00129452-0.00193701j 5.46077e-05+0.00449525j -0.00360917-0.0042406j 0.000491227+0.000663684j -0.00197422-0.000944861j -0.00163637+0.0023714j 0.00336487-0.000367229j -0.00157827-0.00487449j 0.00404014-0.00410199j 0.00440304-5.22725e-05j 0.00161008+0.00282318j -0.000542169+0.000900453j -0.00170419-0.00278282j 0.00648864+0.000336799j -0.000438098-0.00204627j -0.00151202+0.00153153j -0.00318486-0.00392501j 0.00203951+0.000719219j -0.00424139-0.00382905j -0.00455656-0.000690489j -0.00374743-0.00392671j 0.00249903+0.00396144j -0.00138314+0.00298431j -0.00469345-0.000746049j -0.00761803-0.00389953j 2.98372e-05-0.0022502j -0.00259344+0.00186685j 0.0054875-0.00182727j -0.00019972+0.00448671j -0.00730796+0.00274372j 0.00121871+0.0052741j 0.00861672-0.000860392j -2.72597e-05+0.00646368j 0.00157197-0.00162866j 0.00384017+0.0138315j -0.00089361-0.00215153j -0.00434008+0.000245593j 0.00411261-0.000367448j 0.00133924+0.000192518j -0.000120481-0.00152252j -0.00330354+0.00216679j -0.0028924+0.000543923j 0.00431377+0.00316147j -0.00147597+0.000197432j 0.00239084+0.00382868j 0.00246228-0.00246836j 0.000726886+0.00139254j 0.00293732-0.000702847j -0.00156095+0.0121857j -0.000657226+0.00194604j -0.00183792-0.00258612j 0.00229998+0.000621493j 0.00148285-0.00532286j 0.00410217+0.0033266j -0.00775407-0.00281796j -0.000539058+0.000114605j -0.00303605+0.00414209j 0.00279721+0.00196659j 0.00443948-0.00509132j 0.000552448+0.000825325j 0.00253874+0.00541597j -0.000594334-0.00761736j 0.000693656+0.00124631j -0.00364601-0.00281902j -0.0003231+0.00313755j 0.00616878-0.00760352j 0.00101113-0.0111895j -0.00252204+0.0114382j -0.00863963+0.00385745j 
-0.00102624+0.00433094j 0.00212308+0.00104078j 0.00267142+0.00183357j 0.000934861+0.00562321j -0.00758507+0.000746864j 0.00476558-0.00336386j -0.000633111-0.00169087j 0.00311114-0.00114969j 0.00126733-0.000139273j 0.00222814-0.00213958j 0.00245632+0.0031637j -0.00173926+0.000667972j -0.00169106+0.00402842j -0.00448228-0.000532351j 0.00458413+0.00306772j -0.000719122+0.00116483j 0.00123491+0.00015618j 0.00598326+0.00392547j 0.00505377-0.00821452j -0.00133265+0.00400024j 0.00832886+0.00103026j 0.00369453-0.00138536j -0.000757876+0.00183419j -0.00441231-0.00169089j 0.00131533-0.0021115j 0.00335712-0.00111027j -0.000616498+0.00416553j -0.00330663+0.00204375j -0.00334399-0.00199523j 0.00413565-0.00388586j -0.00058035+0.00349839j 0.00111429-0.00568919j -4.20341e-05-0.0086556j 0.00261346-0.00380061j 0.00342254+0.00110657j -0.000174773+0.000190675j 0.00282149+0.00354882j -0.000175145+0.000568631j -0.000321346-0.00323954j -0.00463538-0.00151652j -0.00213311-0.000491545j -0.0057925-0.000759199j -0.00631521-0.0017994j -0.00296656+0.00238262j 0.00347528+0.00368132j -0.000445686+0.00202484j -0.0061308+0.00460318j -0.00776582+0.00675211j 0.00236374+0.00615388j -0.00156597+0.000413119j 0.00937892-0.000732982j -0.00239031-0.00131949j -0.00384182+0.00272258j -0.00429956-0.00524543j 0.00938502+0.00279265j -0.00310169+0.00702726j 0.00471153-0.000822417j -0.00176337+0.0121119j 0.00214311-0.00146541j 0.00756189+0.00467043j 0.00718424+0.0101058j 0.00072717+0.000221602j -0.00412641+0.000124422j 0.00496956+0.00304524j 0.00554024+0.000595115j -0.0010931-0.00220236j 0.000795385+0.00252204j 0.00360208+0.00105029j 0.000910666-0.000516652j -0.00353626+0.0015678j 0.00394473+0.000828151j 0.00496012+0.00233359j 0.0056161-0.000497991j -0.00112719-0.00156306j 0.00213259+0.000558255j -0.00480822+0.000641298j -0.00326021-0.00121118j 0.00135535-0.00148111j 0.000703827-0.00438915j -0.000501273+0.00221268j 0.00482561-0.00344115j -0.00377479+0.00341061j -0.00193086-0.00464101j 0.00199854-0.00493306j 0.00655184-8.04425e-05j -0.00111609-9.74027e-05j -0.00236988+0.00718541j 0.00596868+0.00787984j 0.00838381-0.00390101j -0.00222162+0.000289101j 0.000854033+0.00502299j -0.00210566+0.00465878j 
0.00397632-0.000150863j -0.000716513-0.00244445j 0.00209774+0.00108586j 0.00217552+0.00230434j -0.00321812-0.0017095j 4.0969e-05-0.00529952j 0.000797121-0.00132853j -0.000410522-0.00076052j -0.00304361+0.00173305j 0.001388+0.000250523j 0.00266104+0.000680125j -0.00244396-0.00150861j 0.00162873+0.00624937j 0.000216371-0.00245588j 0.00122606-0.000406336j 0.000634799+0.00213611j 0.00496323-0.00151689j 0.00122139+0.00110142j 0.00118756-0.000328449j -0.00316982+0.00304664j 0.00130385-0.00342178j -0.00175064+0.00477322j -0.00235329+0.00162664j -0.00200149-0.000460594j 0.00146824-0.00190015j -0.00158462-0.000154121j 2.02209e-05-0.00307926j 0.000765833+0.00397844j -0.00398546-0.00518871j -0.00167847+0.00420094j 0.000493002+0.00275986j -0.000907848-0.00414045j -0.00156292+0.00228109j -0.00167815-0.00169351j -0.00254814+0.0015629j 0.000196629-0.00316896j -0.00186829+0.00194419j -0.000180204+0.000606418j -1.31423e-05+0.000737826j 0.00218832+0.00262193j 0.000706979+0.00239917j -0.00368038+0.0014657j -0.00217779-0.00297868j -0.00024076-9.8323e-05j -0.000569768-0.000464637j -0.000408275-0.00238346j -0.00290938+0.00039111j -0.00134365-0.00165371j 0.00184597-0.00170475j -0.00199418-0.00163061j 0.003779-0.00323313j 0.00114598+0.00153017j -0.000240519+0.00354036j 0.00141596-0.00142304j 0.000817133+0.00138157j -0.00147971-0.0030613j 0.0048608+0.0060818j 0.000536129-0.00142652j -0.000237119-0.00285651j 0.00255191+0.00129237j 0.00329538+0.00317288j -0.00345773-0.003406j 0.000239833-0.000877786j -0.00290144+0.00297078j -0.000405617-0.00538191j 0.00126025+0.0021083j -0.0018705-0.000206296j -0.00209669-0.00116346j -0.00163135-0.00413126j -0.00766974-0.000552208j 0.00199413+0.00113273j 0.000914931-0.00551803j 0.00239298-0.00508994j -0.00103965+0.000495954j 0.00418735+0.00176238j 0.00545291-0.00342563j 0.00294372+0.00241199j 0.00525721+0.00113585j -0.00803977+0.00199777j -0.00384414+0.000800236j -0.00506774-0.00116161j -0.00418712+0.00158539j 0.00349288-0.00716884j -0.00429471-0.000766735j 0.00444588+0.00466033j -0.00125562-0.00337329j -0.00174836+0.00261962j 0.00103345+0.00624206j 0.00440491+0.00886021j 0.000368833+0.00190581j -0.00222137-0.00626379j 0.0042979-0.000448202j 
-0.000642006+0.00562935j 0.00613002+0.000983744j 0.00191095-0.00330372j 0.00433014+0.00126575j -0.00162674+0.00247935j -0.00219885-0.002791j 0.000334382+0.00255812j -0.00584219-0.00414186j -0.00191606-0.00288076j -0.00125616+0.000950784j 0.00232157-0.00183974j 0.00240513-0.00481503j 0.00268941+0.0024411j -0.000587608-0.000923299j -0.00175459+0.00349302j 0.000144078+0.00347361j 0.000925451+0.0034633j 0.00265235-0.00369721j 0.00288081-0.00107871j 0.00429937-2.14429e-05j -0.00227746+0.00454995j -0.00534417-0.000502475j 0.000940668+0.0017839j 0.00571672-0.000818937j 0.00332265+0.00133982j -0.00143811-0.00307825j 0.0008553+0.00159836j -0.000943268-0.0070341j 0.00441136-0.00354998j 0.0013103+0.00264827j -0.00209098-0.00534652j -0.00221694-0.0027739j -0.000411158+0.00459892j 0.0076079+0.00188999j -0.00725799-0.00307906j -0.0011374-0.00517003j 0.00151611-0.000516403j -0.00366259-6.6193e-05j -0.00298133-0.00174326j 0.00446834+0.0004711j 0.000667944-0.00127197j -0.00706982+0.00158126j -0.000349632-0.000868622j 0.00112465+0.000727566j -0.00143362-0.000573875j -0.00238028-0.000958741j 0.00244579+0.00144674j -0.000620893+0.000941452j 0.00116947+0.0019025j -0.00756558-0.00255132j -0.00462783-0.00174418j 0.00507377+0.00270117j -0.000178095+0.00905784j 0.00204149+0.00116564j 0.00155968+0.00344466j 0.000220897+0.00204877j 0.00631972+0.000799317j -0.000528151+0.00709503j -0.00625268-0.0013415j -0.00351186-0.00157183j 0.00473007-0.00412365j -0.00225468-0.00370044j 0.00283639+0.000886166j 0.00263949+0.000795464j 0.000702383-0.00639393j 0.00105921-0.00861072j -0.00810972+0.000881976j -0.00228967-0.00198882j -0.0027211-0.000690677j 0.002441-0.00758686j 0.00124526+0.00369933j 0.00459318-0.00404292j -0.000660654-0.00385657j 0.000922094+6.00044e-05j -0.00108911-0.00221203j 0.00416776-0.00432422j 0.00367525+0.00269748j -0.0023818+0.00858195j -0.00631247-0.00508831j 0.006308-0.00307047j 0.00116454-0.00344282j 5.52509e-05-0.00260433j 0.0117609+0.00524459j 0.00594883+0.00582413j -0.00121482-0.00622402j -0.0056348+0.000393485j -0.0062365-0.00428021j -0.00568465-0.00822132j 0.0053785-0.0034716j 0.00259744-0.00808418j 0.0044401+0.00264077j -0.00188361+0.007771j 
0.0043461-0.00220491j -0.00222376-0.00470932j 0.0013222-0.000971522j -0.00298104-0.000442387j 0.00519049-0.00244589j -0.00158347-0.000163763j -0.00265917+0.00328079j -0.00831384+0.000968769j -0.00132979-0.000744759j -0.000209841+0.00316596j -0.00139824+0.000165181j -0.00049236+0.00161607j 0.00174949-0.000495483j 0.00125761-0.00235475j 0.000875637-0.000896932j 0.00224345+0.000595818j 0.00437465+0.00166511j 0.000650872-0.00357466j -0.00357161+0.00396998j 0.00239777-0.00159793j -0.00270886-0.00325562j -0.00142552+0.00225161j -0.00304079-0.0027557j 0.00337571-0.00215005j 0.00382015-0.00257451j -0.00146038+0.000702062j 0.00147523-0.00206362j 0.000500458-0.00405583j 0.00163528-0.000688904j -0.00097367+0.00116447j 5.49495e-05-0.00143917j 0.000514005+0.00144649j -0.000178639+0.00710341j -0.00315732-0.00150621j -0.000639583-0.00241576j 0.0014741-0.00364242j 0.00171833-0.00236899j 6.59556e-06+0.00168744j 0.00522924+0.00487598j 0.00310449+0.00092328j 0.00135696+4.27325e-06j 0.00404382+0.00102337j 0.00417627+0.00183262j 0.00292463+0.00025648j -0.0017598-0.00437527j -0.000584257-0.00298013j 0.00310864-0.00312771j 0.00545762-0.00192765j 0.00118568-0.00158023j -0.00260216-0.0011343j -0.00658968+0.0022621j 0.00305955-0.00121638j -1.13143e-05-0.000207536j 0.00282309+0.000844084j -0.00312926+0.00542181j -0.00287479-0.00365352j 0.00160133-0.00547818j -0.000893522-0.00642274j 0.000488282+0.00411739j -0.00477266-0.00255566j -0.00201093-0.00373316j -0.000416361+0.00121386j -0.000459384-0.00308316j 0.000260468-0.000664039j -0.0012168+0.000553482j -0.000430043-0.00387312j -0.000721008-0.00287375j 0.000296168-0.0019009j -0.00122274+0.00134318j 0.0017654-0.00301802j -0.000973519+0.000791042j -0.00131765+0.0009435j -0.00242033+0.00453203j 0.00146101+0.000184242j -0.00285435+0.00107816j 0.000192913-0.000808131j -0.00147923+0.00122303j -0.000163873+0.000651347j 0.00200597-0.00221042j 0.00162495+0.00014397j -0.00124194-0.00464139j 0.00354236+0.000256925j 0.000108995+0.00254229j 0.00168607+0.00370748j -0.00102915-0.00155673j -0.00224378+0.00246734j 0.000126224-0.00371894j -0.00281258-0.0057378j -0.00386837+0.000591884j 0.000285642-0.00579629j -0.00196363-0.00575003j 0.0046801-0.00112286j 
-0.00166446-0.00307574j -0.00392799+0.000761021j -0.00218404+5.77521e-05j -0.00150918-0.00195826j 0.00154923+0.0021755j -0.00120498-8.52262e-05j 0.00249087-0.000560579j 0.00571594+0.00330528j -0.00342638+0.00105813j -0.00148204+0.00114407j 0.00138337+0.000915694j 0.00053084+0.00392592j -0.00321588-0.00594962j 0.000316747+0.0040827j -0.00371913+0.00335159j 0.000822989-0.00950889j -0.00281302-0.00500493j -0.000251457+0.00302445j -0.0020799-0.00307282j 0.000871702-0.00388414j -8.53354e-05+0.000416137j 0.00253906+0.00689635j -0.000960568-0.00247322j -0.000857-0.0021432j -0.00494593+0.00250503j -0.00242536-0.00206868j -0.0013134-0.0014969j 0.00454278+0.00460664j -0.00174217+0.0020541j 0.00301626+0.00229443j 0.00140164+0.00125503j 0.00314553+0.00156256j -0.000588106+0.00131354j -0.00503844+0.00180499j -0.00132258-0.00452633j 0.00215913-0.000806315j 0.00100826+0.0020925j 0.00373341-0.00305005j 0.00259688+4.01867e-05j -0.00140891+1.93521e-05j -0.00122675+0.00194067j 0.0032161-0.00515278j 0.00230371-0.000138732j 0.00135501-0.00163787j 0.000461339+0.000113212j -0.0059799+0.00101207j -0.000440307-0.000878308j -0.0018736-0.00227718j -0.00108864-0.00174685j 0.00833003+0.00197256j 0.00462962-0.000895514j -7.47044e-05+0.00429698j -0.00119468-0.00298732j 0.00335502+0.00574931j -0.000185163-0.00398032j 0.00197467-0.000625281j -0.00364314+0.000740593j 0.00943076-0.00353264j -0.000850719+0.00188717j 0.00050993+0.000581651j -0.00429398+0.000851055j -0.00022305+0.00177189j 0.00310212-0.0031327j -0.00520633-0.00366228j -0.00272256+0.00169157j 0.00269648+0.00276278j 0.00211221-0.00296067j 0.00218856+0.0029531j 0.000274886-0.000992871j -0.000312995+0.00315034j -0.000781111-0.00614638j -0.00448771+0.00505887j 0.000715259+0.00350505j -0.0018835+0.000650906j -0.000912434-0.00014914j -0.00129594-0.00348488j 0.0016734-0.00058723j -0.00505737-0.00106049j 0.00230368+0.00728683j -0.00359696+0.00241385j -0.000697402+0.00150189j 0.00169212-0.00677398j -0.00255282+0.00267676j 0.00100185+0.00165862j -0.00356393-0.00172965j -0.000546093+0.000766895j -0.00186945-0.00215358j -0.00138794-0.0035542j -0.00569655-0.00217326j -1.56168e-05-0.00547731j 0.000803935+0.00210798j -0.0015235+0.000884843j 
-0.00053391+0.000797512j -0.000373623+0.000589492j -0.00332514-0.000328992j 0.000505885-0.00201456j -0.000778399+0.00224581j -0.000775367+0.00329989j 0.00249307+0.00177115j 0.00520555-0.00190388j 0.00089126+0.00356272j -0.00129573-0.00420641j -0.00205298+0.00489118j -0.00209665-0.00421765j 0.00135058-0.00275493j -0.00232313-0.00371315j -0.00181415-0.00373802j -0.00139405+0.00511629j -0.00493328+0.004078j -0.00196312+0.00144098j 0.00314371+0.00164093j 0.00175967-0.00144014j 0.000368995+0.00251606j -0.000535569-0.00663878j 0.000988484+0.00437573j 0.00242334+0.00547359j 0.00167205-5.42624e-05j 0.00373971+0.00321774j -0.0089665-0.00258319j -0.00346999-0.000613771j 0.00167923-0.000939942j -0.00238581+0.000317168j 0.000866543-0.00259152j -0.00827285+0.00127613j 0.00353761-0.00515006j -0.00032885+0.00205264j -0.000150242-0.00485552j -0.00363678+0.00251121j -0.00103097-0.00349013j -0.00138892+0.000509349j -0.00551962+0.000963594j -0.0019766+0.000174182j 0.00571531-2.88505e-05j 0.00112643+0.0014298j -0.00128358-0.00370284j -0.00355733-0.00482304j -0.00120429+0.000831898j -0.00166593-0.00057559j 0.00193604+0.000467777j 0.00270197-0.00157528j -0.000944511-0.00347754j -0.00201287+0.000529626j -0.00360397-0.00538353j 0.000820282+0.00134672j 0.003378+0.00237006j -2.57191e-05-0.00183832j 0.000660773+0.00274123j 0.00191225+0.00379655j -0.00134161+0.000858555j -0.00578942+0.00267509j 0.0015116-0.00309839j 0.00399971+0.00391657j 0.00194455-0.00742916j 0.00358043+0.00316562j 0.00140461-0.000363761j -0.00834937-0.00548213j 0.00482055+0.0053969j -0.00109583+0.00361884j 0.00131818-0.00357417j 0.00620069-0.000314363j -0.0010497-0.00196863j -0.00191573+0.00474082j 0.00354616-6.03796e-05j -0.00187274+0.000672685j -0.00118639-0.00948557j 0.00315894-0.00590807j -0.00181384+0.000853946j -0.00552155+0.000283387j 0.00427183-0.000417894j -0.00384552+0.0014576j -0.00184955+0.00704683j -0.00473355+0.000275161j -0.000538115+0.0107168j -0.00242017-0.00449085j -0.00265828+0.000516975j 0.00353906-0.00238605j -0.00701102-0.00258508j -0.00401845+0.000143901j -0.00241468-0.00335949j -0.00234305-0.000769568j 0.0019357-0.00207296j -0.000485973-0.00351505j 0.00076212+0.000885314j -0.000954241+0.00229726j 
-0.00188028+0.000690008j 0.000199741+0.00222955j -0.000251778-0.00231143j 0.000865269-0.0034705j 0.00278429-0.00198473j 0.00208333-0.00520566j -0.000735082-0.00371612j -0.000347278-0.00101049j -0.00148655+0.0021589j -0.000580524+0.00428638j 0.000393136+0.00352923j 0.00202452-0.00532093j -0.000865461+0.00403482j -0.00197496+0.00290389j -0.00291147+0.00504495j 0.0026074-0.00445122j -0.00191201+0.0037259j 0.00165122+0.000880252j -0.00470606+0.00265445j -0.00308421+0.00215533j -0.00136549-0.00191819j -0.00062675+0.000839808j -0.003501+0.00496748j 0.0013526-0.00177219j 7.29155e-05-0.00206052j -0.00389344+0.00279842j -0.000126128-0.00532589j 0.00397367-0.00396517j 0.000674352-0.00023679j 0.000589347+0.00353014j -0.00134135-0.00252827j -0.00333122-0.0049454j -0.00140154+0.00599168j 0.00596172-0.000785633j -0.00306447-0.000465251j 0.00151278-0.00355974j -0.00552492+0.00728875j 0.00286639+0.00289129j 0.00240328+0.00620674j 0.00394073+0.00222144j -0.000199258-0.00244873j -0.00337217-0.00236174j 0.00124124+0.00182818j -0.000119816-0.00095245j 0.00051386-0.00201855j 0.000620072+0.00457916j -0.00162476+0.0024539j 0.00206963-0.00512168j -0.00169308+0.00155642j 0.00559922-0.00163284j 0.00201369-0.00571684j 0.00411624-0.0036578j 0.00763343-0.00320656j -0.00529068-0.00132007j -0.00326047+0.00404327j -0.000725736-0.00265729j -0.00013566+0.00248059j -0.00867196+0.000589741j -0.000231334-0.00239133j 0.00395277+3.01547e-05j 0.00602135+0.00346666j 0.00378523+0.00398467j -0.00053361+0.00185708j -0.00214575-0.00344894j 0.00238351-0.0026224j -0.00148284-0.00458239j -0.00208791-0.00587175j 0.00150218-0.0106522j -0.00363309-0.00449457j 0.000906605-0.00806847j 0.00327883+0.00593347j 0.000449349+0.00121522j 0.00161239-0.00385517j 0.000642013-0.00222202j -0.00072534+0.000832545j -0.0041649-0.00380472j -0.00490583+0.00581401j 0.00368581+0.00362931j -0.00190548-0.00292273j -0.00458457+0.00136876j -0.00018009+0.00382438j -0.00545388+0.00496037j 0.00635321+0.000854396j -0.00195313-0.00752911j 0.00157687-0.0032265j -0.0026775+0.0030598j -0.0026527+0.000303581j 0.00308413-0.000883746j 0.00180285-0.000573558j -0.000101484+0.00191829j -0.000415307+0.00305811j -0.00220503+0.000182968j 
