0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
0.00215353-0.00236918j -0.00442277-0.0030587j -0.00298073-0.00123901j -0.00283483-0.0041101j -0.00474362+5.23321e-05j 0.00462472+0.00316791j 0.00097651+0.00384676j 0.00727181+0.00488787j 0.00171275-0.00570697j -0.00126277-0.000991223j 0.00309513+0.000734145j 0.00165033+0.00814567j -0.00360651-0.00360161j 0.00628633-0.00491821j 0.00158619+0.00242538j -0.00703961+0.00112705j 0.00766849-0.000743886j -0.00119285-0.00556407j -0.0040141+0.0031626j 0.00160723-0.00381286j -0.00371515-0.000966965j 0.00358673+0.00432574j -0.00403785-0.00319013j -0.000906856-0.00310265j -0.0056663+0.000102146j -0.000183937+0.00355625j 0.00557029+0.00200321j 0.00240407-0.00364809j 0.000363677-0.000311849j -0.000239107+0.00129159j 0.00126748+0.00386425j -0.0038895+0.00392644j 0.00407119+0.000230879j -0.00098097-0.00365891j 0.00666184+0.00397983j -0.00225371-0.0014449j -0.00653454+0.00226311j -0.0014897-0.00291239j -0.00524691-0.000598067j 0.00202294+0.000453064j 0.00500575+0.00459299j 0.00584134+0.00109601j -0.000631996+0.00368923j -0.00409223-0.00345755j 0.00181653-0.00191033j -0.00285018+0.00483202j -0.00950281+0.000714301j 0.00267016+0.00368759j 0.0116874+0.000851846j 0.00439568-0.00209032j 0.00463529+0.00741357j -0.000544513+0.0084847j 0.00214427-0.012581j 0.00474036+0.0161282j 0.00561709-0.00347581j -0.00303955-0.000891924j -0.00520899+0.000994207j 0.00468482-0.0029248j -0.0164911+8.30565e-05j 0.00605116-0.00252377j 0.00443413+0.00462625j 0.001034-0.00579634j -0.00167487-0.00155535j 0.00829656-0.00128623j -0.00346393+0.00182168j 0.00609443+0.000403195j 0.00356654-0.00389877j -0.000837192+0.00407904j 0.00595584-0.00932787j 0.00269304-0.00107347j 0.00692864-0.00488257j 0.00111629-0.00168864j -0.00385612+0.00228745j -0.00118951-0.00121484j 0.0028075+0.00898062j -0.0075584-0.0025619j -0.00319028-0.00750343j 0.00172332-0.000586751j -0.00629041-0.003441j 0.00186045+0.000708522j -0.00802127-0.0131398j -0.00445738-0.00342393j 0.00149111-0.000706353j 0.00482673-0.00484171j -0.00183781+0.00360807j 0.00677199-0.00476701j 0.00456178+0.000369363j -0.00114832-0.00129957j -0.000234314-0.000973324j 0.0056066-0.000325529j 0.00106006-0.00856043j 0.0145153-0.00107226j -0.00890587+0.00382238j -0.00548408-0.000983938j 0.00238029-0.00564946j 
0.000316641-0.00121667j -0.00214569+0.000491736j -0.00248046-0.0024244j 0.000711911+0.00340217j 0.000893217+0.00142252j -0.00511132-0.00336322j -0.00275513+0.00442855j -5.41339e-07+4.18646e-05j 0.00274523-0.00230509j -0.00122143+0.00326309j 0.00100298-0.00155147j -0.000688514-0.000648124j 0.00274593+0.00459456j 0.00758531-0.00672401j 0.000203838-0.00123435j 0.00350623+0.00818934j 0.00791924-0.00677393j 0.00480893+0.000523025j 0.00446138+0.00174936j 0.00292281-0.00222715j 0.0101307-0.0014643j -0.000493265+0.00328464j 0.00431455+0.00276519j -0.00550167+0.00319072j -0.0010331+0.00322823j -0.00118872+0.00618028j -0.00149265-0.00415389j 3.78012e-05-0.00244675j -0.0028802-0.00527695j -0.0043267-0.00422878j 8.19159e-05-0.00127906j 0.00318105-0.00564221j 0.00275324-0.00356801j 0.00127818+0.00550353j 0.00142926+0.000655395j -0.00600561+0.00421904j -0.00342247+0.0038656j 0.00262497+0.00194539j 0.00570123+0.00091641j -0.000135076+0.00258551j 0.000860191+0.000404724j 0.0062921+0.00417515j -0.00976535-0.000159527j -0.00638521+0.00369551j -0.00651154-0.00248625j 0.00224658-0.00954053j -0.0120099-0.0188963j 0.00136694+0.0104043j -0.00196828-0.00555075j 0.000244973-0.00624502j 0.00097144-0.00152323j -0.000606565-0.00439248j -0.0014671+0.0030527j 0.00504895+0.00191001j -0.00186559-0.00100789j 0.00200171+0.00645288j 0.00398207+0.00794917j 0.000583262+0.00112592j 0.00433629+0.000293597j -0.00225504+0.00286169j -0.0043201-0.000930214j 0.00113627+0.00344979j 0.000919974+0.0044658j -0.00201587+0.00326245j 0.00464961-0.00685178j 0.00517541-0.00816841j 0.00425138+0.00288902j -0.0104645-0.00230131j -0.00470663-0.00317928j -0.0130408+0.00840097j 0.00409379-0.00233445j 0.00570113+0.000621927j -0.00216576+0.00259572j 0.00501126+0.00388972j 0.0105258+0.00669008j 0.00276065-0.00821967j -0.00163152-0.0116777j 0.0117123-0.00878601j -0.00641922+0.00414815j -0.00332943-0.00944649j 0.00202459-0.00333297j 0.00825398+0.00519659j -0.00313139+0.00520169j -0.00373166+0.00284682j -0.00354678-0.000255371j 0.00320079+0.00486248j -0.0005804-0.00198273j 0.00165237+0.00210629j 0.000655514-0.000240179j -0.00190411+0.00116316j -0.0013401+0.0040307j -0.00634999-0.00147908j 0.00479233-0.00270705j 0.00076169-0.000923051j -0.000274658-0.000328972j 
0.00328453-0.000481403j -0.000146493-0.00169783j 0.0057847+0.00401492j -0.00166605+0.00257388j 0.00727552+8.49851e-05j 0.00142388+0.00701909j -0.00313771+0.00454887j -0.00398676+0.0112342j -0.000184096-0.00176183j -0.00181373+0.0044562j -0.00670445+0.00868886j -0.000192289-0.000871961j -0.0104995+0.00576803j 0.0023152+4.8037e-05j 0.000877437-0.000170904j -0.00582085-0.000190018j -0.000740261-0.00572036j 0.00465058-0.003499j -0.00311326-0.000725977j 0.001781-0.00334403j 0.0011509-0.000524329j 0.00533033+0.0027379j 0.00380321-0.00574635j 0.00309726-0.00732337j -0.00102572+0.00932758j -0.00491678+0.00733768j -0.000421391-0.00104938j -0.0029658+0.00303995j 0.00302867-0.00491169j -0.00240164+0.0037136j 0.00587927+0.00223361j -0.00365561-0.000815627j -0.00439421+0.000504039j -0.00107191+7.72783e-05j 0.000275462-0.00219289j 0.0043407-0.00292296j -0.00647023+0.00307388j 0.00436959+0.00679912j -0.0033179-0.00105961j 0.00309742+0.00333936j 0.00227801+0.00504505j -0.00287386-0.000432454j -0.00171213-0.00193593j -0.00458899-0.00161602j 0.00819008-0.000550081j -0.00760913-0.000646579j -0.00117293-2.36195e-06j -0.00681245+0.00754685j 0.00907922-0.000747938j -0.00270566+0.00284505j -0.00367167-0.0060316j -0.00260782-0.00309102j 0.00624859+0.00392425j 0.00882876+0.000225326j 0.0038027+0.00431718j -0.00296001+0.00660469j 0.00258475-0.00424174j -0.000340971+0.00121692j -0.000149865-0.000429295j -0.000622464+0.00250591j -0.00527703+0.00179391j -0.00234086-0.00633135j -0.00657643-0.00199071j -0.000449654+0.000509918j -0.00624433-0.00107859j 0.00448818+8.60801e-05j -0.0010741+0.00266257j 0.00186348-0.000746915j 0.000913145+0.0033125j -0.00297531-0.00451075j -0.00330018+0.00145224j -0.00482637+0.0041148j 0.0018031+0.00236106j -0.00508545+0.00184067j -0.00497867+6.68448e-05j 0.00317293+0.00652506j 0.000591166+0.00614339j 0.00191743+0.00246889j 0.00161949-0.00130617j -0.000280368-0.00281735j 0.00486792+0.000671697j 0.000732073+0.00228325j 0.00291491-0.00470475j 0.00625937+0.00351398j 0.00102909-0.00403089j -0.00319186-0.00355627j -0.00234474+0.00575771j 0.000707176+0.00146974j -0.000256472-0.00040903j -0.00110251-0.00310617j 0.00352622+0.000856199j -0.00224568+0.00147184j 0.00655116-0.00133821j 0.000558396-0.000282873j -0.00136307+0.00143646j 
0.00192481-0.00225241j -0.00217157-0.00153114j 0.00171547-7.6361e-05j 0.00129144+0.000313719j -0.000369861+0.00381181j 0.00746787+0.00363421j 0.00463954+0.00272064j 0.00544239+0.00430523j 0.00384133-0.00503028j -0.00709295+0.00023644j -0.00313742-0.0013901j 0.00275652+0.000424204j -0.00307178-0.00622666j 0.00764584+0.00230294j 0.00190876+0.00449438j 0.00149404+0.00332593j -0.00133505-0.00574489j -0.000454674-0.00139729j 0.00652045+0.00298963j -4.21514e-05+0.00102684j -0.00506467+0.00397086j 0.00698133+0.00288908j -0.000251184-0.00258105j 0.00158797-0.00561711j -8.31079e-05+0.00111899j 0.00313697+0.00180431j 0.00282531+0.00172501j 0.00329732-0.00433135j 0.00676067-0.000431558j 0.00398413+0.00279655j -0.00385314+0.00495628j -0.00234593+0.00585411j -0.00155836-0.000763227j -0.000219863+0.00190072j 0.0012543+0.00143622j 9.84751e-05-0.000402159j 0.00203929+0.00244526j -0.00135815-0.000845373j -0.000101571+7.2604e-05j -0.00225344-0.00618489j 0.00137343-0.00364568j 0.00261123-0.00102874j -0.002964-0.002578j 0.00499603-0.00993502j -0.000889037-0.00847298j -0.0108803+0.00578052j -0.00705117+0.00515344j -0.00207819-0.00148452j 0.0075212+0.00249841j -0.00144874-0.00440921j 0.00637676+0.00811926j 0.00581112-0.00456254j 0.00507746+0.00517499j 0.00551411-0.00126736j 0.00595365-0.00237637j 0.000274728-0.0041116j 0.0037559+0.00500601j 0.000732173-0.000709207j 0.00509957-0.000747812j 0.000230963-0.000271258j 0.0062931+0.0095372j -0.00196184-0.00946107j -0.00469998-0.00446144j 0.00225776+0.000157466j -0.0053159-0.000760126j 0.00294806-0.000281591j 0.00812036-0.0115404j 5.48843e-06-0.000799082j -0.0076717+0.00745465j 0.00358796-0.0071845j 0.00130899-0.00577824j 0.00810157-0.00387814j 0.00129993+0.00534385j 0.000901367-0.000866829j -0.00460358-0.00137303j 0.00236273+0.000731986j -0.0104601-0.00989197j 0.00326125-0.00872409j -0.00505804+0.000771358j 0.00265101+0.00619333j 0.000991642+0.00507172j 0.00296005+0.00490101j -0.00349694-0.00365824j 0.00070079-0.00358972j -0.00155399+0.0082124j -0.00361099+0.000319756j -0.00135921+2.31261e-06j 0.000218667-0.00110403j 0.00112869-0.00215412j 0.00207465+0.00253523j -0.00184058-8.64679e-05j -0.00436801+0.00232462j -0.0041863-0.00193892j -0.00246175+0.0035832j -0.00399401-0.0017131j 
-0.000181729-0.0017188j 0.000461458+0.00033792j -0.00491099-0.00271589j -0.00238958-0.00472775j -0.00918383+0.00252598j 0.00365385-0.00685517j 0.00423072-0.00446151j 0.00427802-0.00498882j 0.00324597-0.00356508j 0.00109966+0.00153644j 0.00547709-0.00336822j -0.000826844+0.000777387j 0.00737596-0.00111389j 0.000852812-0.00626737j 0.001914-0.000162547j -0.000170999+0.00142234j 0.00228527+0.0027899j -0.00654465-0.000841979j 0.00342373+0.000826559j 0.00698483+0.00182834j -0.0124534+0.00395225j -0.00730893+0.00315997j 0.000355981-0.00395855j 0.00718154+0.00191783j -0.00054096-0.00697565j 0.000183739-0.00370714j 0.00154022+0.000511898j 0.00133799-0.00684608j -0.00298052-0.00084291j 0.00383432-0.00057868j -0.00025616-0.00264738j 0.000528602-0.00432192j 0.00108472-0.000522149j 4.80147e-05+0.000636245j -0.00727307-0.00639062j 0.00021845-0.00374301j -0.0039355+0.0015743j -0.000677812+0.00955572j -0.00488213-0.00184375j 0.00248851-0.00210359j -0.0010799-0.00175908j -0.00224202-0.00234043j -0.00146851-0.0019724j -0.00289486-0.00281857j -0.00467174-0.00385735j -0.000778796-0.000882575j 0.00516731+0.00275271j 0.004866-0.00385612j -0.00374372+0.000616659j -0.00626859-0.0012765j -0.000423106+0.00752603j 0.000743907+0.00506639j -0.000490352+0.00380954j -0.0062559-0.0091781j -0.00582516+0.00613432j -0.00252453+0.00531453j 0.0065682-0.00223067j 0.00146403+0.00365754j 0.000304745+0.00184381j -0.00109952+0.00510677j -0.00734664-0.00451457j -0.00539356-0.0040709j -0.00296918+0.00221678j -0.00566483+0.00281057j -0.000131578+0.00223805j 0.00264557-0.00417061j -0.00534162+0.0013371j -0.00173931+0.000146851j -0.000466568+0.00358652j -0.00169552-0.000153479j -0.00317982-0.00156328j 0.00119369+0.00083316j 0.00281789+0.00260581j -0.000773455-0.00122718j -0.00101612+0.00126269j -0.00323926+0.00416443j -0.00331851-0.00163107j 0.00341901-0.00303218j -0.00252962-0.00173783j 0.00288559-0.000734797j 0.00232026-0.00229334j 0.0056387+0.00216776j 0.00011859+0.001174j 0.00466382+0.000512727j -0.00337936-0.000602385j 0.00162332-0.00442339j -0.00179204+0.00731904j 0.000967838+0.000654751j 0.0021239-1.5316e-05j -0.00150623-0.00131304j 0.00164053+0.00130207j -0.00411545+0.000605344j 0.0107131+0.000571108j -0.00358954+0.00122343j -0.00430767-0.00333441j 
-0.00146845+0.000997253j 0.00150936+0.000613595j 0.00386414+0.00778354j 0.000591557+0.000968618j 0.00592765-0.00817965j -0.00442514+0.00746841j -0.00241371-0.00041757j -0.00402795+0.00425932j -0.00611705+0.00335588j 0.000668536+0.00245688j -0.00523647+0.00948383j -4.00859e-05-0.0015074j -0.00658837+0.00597815j -0.00808806+0.00309646j -0.00354309-0.00216491j -0.00425109-0.00790614j -0.00527038+0.00136289j 0.00380813-0.0013199j -0.00750034-0.00499753j -0.00358272-0.00315115j -0.00221309-0.00197791j 0.00549581-0.000261951j 0.00510351-0.00193572j 0.00185547+0.000644593j -0.00128568+0.0055206j 0.00193389+0.000476005j -0.00113514-0.00201333j -0.00398407+0.00576846j -8.87335e-06-0.00334748j -0.00186643-0.000276226j -0.00357259+0.00338971j 0.00162963+0.00129755j -0.00194039-0.00460091j 0.00204254-0.00122145j 0.000913622-0.0029382j -0.00409746+0.000467586j -0.000251993+0.00251912j 0.000145388+0.00193936j 0.00938366+0.00265469j -0.00311699-0.00209575j -0.00228646-0.00412136j 0.0100313+0.00376452j -0.00321064+0.00202077j -0.00108801+0.0017791j -0.00300451+0.0004369j -0.00131498-0.00684948j -0.00685262+0.000266184j 0.00793633+0.00658488j 0.00342812-0.000417282j 0.00124144-0.00231344j 0.00740765+0.00481222j 0.000922257+0.000398731j 0.00167606-0.00372504j 0.0032555+0.00461259j -0.00165763-0.00432116j -0.00163436+0.000852495j 0.00340457+0.00400672j 0.000999639-0.00256291j -0.00524564-0.000746032j -0.000743833+0.00441442j 0.00206143-0.000597067j -0.00280481+0.00265437j 0.00232174+0.00185954j -0.00222024+0.0026727j 0.00393625-0.00369329j 0.000753542-0.0022226j -0.00308231-0.00147376j -0.0105834+0.00374665j -0.00386077-0.00154634j -0.00165239+0.000857473j 0.000910411-0.000535114j 0.00282476-0.00485752j -0.00402189+0.00296912j 0.00471901-0.000795388j 0.00105292-0.0011612j -0.000422618-0.00829629j -0.0083903-0.00742941j -0.00316861-0.00754712j -0.00636205-0.00143311j -0.00115762+0.000965061j -0.00548053-0.000641462j 0.00107607+0.00148435j -0.00160742+0.00780828j -0.00525969-0.00159543j -0.00231395+0.00742416j 0.00796701+0.000866247j 0.00125673-0.0026305j 0.00215334-0.00090641j -0.000249602+0.000575363j -0.000733224+0.00108632j 0.0016431-0.000672304j 0.00192768-0.000951101j -0.00102166+0.00037526j -0.0013654+0.000329577j -0.00119689-6.10516e-05j 
0.00113903+0.00269204j 0.00296892-0.00212095j 0.00241459+0.00482167j 0.00406033+0.00241453j -0.00212323-0.00355696j 0.0030147+0.00121818j 0.000470603-0.00614904j -0.00326817-0.00140534j -0.0042075+0.00606874j -0.00166751-0.000835839j -0.00727001+0.00394064j 0.000182506-0.00517366j -0.00293287+0.00319326j -0.00849397+0.00825221j -0.00283331-0.00202918j 0.00212453-0.00792827j -0.0133977+0.00570833j 0.000575828+0.00448259j 0.000820869-0.00295491j -0.00268742+0.00272942j 0.00145409-0.000247132j 0.000697153-0.00330682j -0.00485194+0.000957752j 0.00547567-0.00147544j 0.000666431-0.00519961j -8.43784e-05-0.0102178j 0.000785911+0.00542143j -0.00194363+0.00374972j 0.00630697+0.00591786j 0.00394052-0.000566744j -0.0035187-0.00315952j -0.00419719+0.00346337j 0.00075699-0.00366817j 0.000812886-0.00329985j 0.000232646-0.00155707j 0.00413444+0.00216197j 0.00245353-0.00167977j -0.000888378-0.00187067j -0.0113437-0.00362222j 0.00213358+0.00128695j 0.00987674+0.00812868j -0.00118796+0.00157883j -0.000461883+0.00258961j -0.000915084+0.000796666j -0.00134138+0.000747845j 0.0114837+0.00811275j 0.00578288-0.00113065j -0.00156656-0.00983716j -0.0046031+0.00398083j -0.00143193+0.00369346j -0.00347963+0.00386342j 0.00441979+0.00444398j -0.00591091+0.00126912j -0.00844072-0.00210588j -0.00242857+0.00587481j 0.00064642+0.0037536j -0.00688158-0.00281706j 0.000379413+0.000320025j 0.000579881-0.00420733j -0.000981436+0.000452015j -0.00287214+0.0019849j 0.000970261-0.00322093j 0.000158108+0.00163863j 0.00364852-0.00230275j -0.0051156+0.00527972j 0.0023323-0.00450192j 0.00260084-0.00123611j 0.0065578-0.00461451j 0.000427515-0.00313693j -0.00356016+0.000518267j 0.000578687+0.00262959j -0.00113387+0.003715j 0.00134812+0.000523499j -0.00372331+0.00394187j 0.00100025-0.000885194j 0.00034179+0.00278996j -0.000561046+0.00408029j 0.00197032-0.00162735j 0.00399316+0.00154621j -0.0032687-0.00777882j 0.000379076-0.00251205j -0.00155982-0.00467385j 0.00404225-0.00959461j 0.00712244+0.00460338j 0.00130132-0.00595177j -0.00535385-0.0025225j -0.000582622+0.00232909j 0.000604175-0.000521424j 0.00118398-0.0029241j 0.003177+0.000699975j -0.00203559+0.00169756j 0.00240118+0.00269108j 0.00137928+0.00173498j 0.00132372-0.00324727j 0.00369646+0.000704563j 
0.000551887+0.00361859j 0.00451352-0.00142274j -0.00312302+0.00080897j -0.00250843-0.0040906j -0.00557586+0.00141789j -0.000170776-0.00410311j 0.00133277-0.00541635j -0.0025192-0.00126006j 0.00211101-0.00151143j 0.00156308+0.00348766j 0.000500523+0.00351674j -0.00302578-0.000717798j 0.00111992+0.00080251j -0.00317178-0.00451178j 0.000178353-0.00288218j -0.00128425-0.00565696j 0.000666797+0.00382624j -0.00420879-0.00098474j -0.00345308-0.00192789j 0.00355905+0.00192852j -0.00556742+0.00283742j -0.00782422+0.000932801j -0.00144289-0.00271979j 0.00609492-0.00524109j -0.000539977-0.00336591j -0.004073-0.00215277j 0.00025864-0.000192145j -0.00170813-0.000733357j -0.00126691+0.000334733j 0.00135378+0.000474934j 0.00226413-0.00167187j -0.00425844-0.00399377j 0.00315061-0.0013553j 0.00289895+7.82226e-05j -0.00527133-0.00672966j 0.00366094-0.000573881j -0.00713745+0.000655273j -0.000535294+0.0067849j -0.00997103-4.89867e-05j 0.00607433+0.00485774j 0.00629026+0.00135251j 0.00140067-0.000944258j 0.00132417-0.000453818j -0.000518573-0.0015525j -0.00258883-0.0012213j 0.006854+0.000822333j -9.39642e-05-0.00145227j 0.0058638-0.00310144j -0.00576495-0.0010349j -0.000859367+0.0019451j -0.00201367+0.00280988j 0.00688353+0.00355586j -0.00499991-0.00288616j -0.00448066-0.00128513j 0.00102472+0.00545681j 0.0036194+0.00645741j 0.000766676-0.00378819j 0.000166186+0.00213254j -0.000187817+0.00775461j 0.000802401+0.00691104j -0.00252273+0.00268395j 0.00113623-0.00502854j -0.00673122+0.00344551j 0.00543838-0.00237921j -0.00520222+0.00156568j 0.00285751-0.00187999j 0.0056479-6.98204e-05j 0.00239009-0.000909477j -0.00276929-0.00194711j 0.0030403+0.00481468j -0.000671895-0.00146035j 0.000244419+0.00195467j -0.000647924+0.000855981j 0.00040097+0.00115584j 0.00629856+0.00267422j -0.00357965-0.0022169j 0.00348268+0.00342409j 0.00669377+0.000687537j 0.00252904+0.00199479j -0.00655709-0.00694682j -0.000550873-0.00741289j 0.000276729+0.00195714j 0.00322801+0.00337401j 0.00906232+0.00183815j 0.00258101-0.00565759j 0.0015833-0.00651036j -0.000988338+0.00871357j -0.000234392+0.00191678j -0.00221554+0.00339734j -0.00115528-0.00530783j 0.000906666-0.00105139j 0.000724754-0.00378037j 0.00283157-0.00123272j 0.00603435+0.000953292j -0.000120867+0.00535016j 
-0.000611762+0.0012303j 0.000683286-0.000295979j -0.00128644-0.000467152j -0.00270778+0.00208084j -0.00332875-0.00819424j -0.00235099-0.00542533j -0.00106693+0.00185319j -0.00141143+0.00434732j -0.00314905+0.000931899j 0.0049385+0.00792505j -0.000894315+0.00678904j -0.00148865-0.00428073j -0.00211809+0.00912628j -0.00148572-0.00990753j 0.000299785-0.00592855j -0.0039041-0.000552732j -0.00115203-0.00182062j -0.000550612-0.00155057j -0.00141503-0.00226811j 0.00701252-0.00247082j -0.00759044-0.000835251j -0.000685651+0.00480507j 0.00543177-0.00755262j 0.00292424+0.000501393j -0.0011378+0.00153208j 0.000576734-0.000260872j 0.000653473-0.00490985j -0.00527506+0.000540691j -0.00256846-0.00292384j -0.00189717-0.00390261j -0.00138807+0.00447688j 0.000129208-0.00458359j 0.00173273+0.0018023j -0.00185165-0.00103403j -0.00903369-0.00643409j -0.0016021-0.0057387j -0.000448699+0.00419372j -0.000581099+0.00984987j 0.00622196-0.000482698j 0.000425091+0.0010714j -0.00788806-0.0035161j 0.000681661+0.00165346j 0.000941337+0.0023416j 0.0019432+0.00052226j -0.000190819+0.000363631j -0.00452429-0.00410339j 0.00505806+0.00510939j -0.000145458+0.00564593j 0.00212866+0.00291115j 0.000218421-0.00263192j 0.00315927+0.00195917j 0.0022873+0.000654889j 0.000989499+0.000138594j -0.00199444-0.000593849j 7.99315e-05+0.000646352j -0.00137797+0.00699455j -0.00277601-0.00513025j 0.000239473+0.000763831j -0.00268703+0.00670906j -0.0017377+0.0140147j -0.000436262+0.000765108j -0.00338411-0.000537186j -0.00383473+0.00402089j -0.00361841+0.00579513j 0.000737065-0.00493307j 9.3043e-05+0.00613205j -0.00399983+0.0016073j 0.00231828-0.00148604j -0.00326397+0.00196665j 0.00529878-0.00200448j -0.00066265+0.00577288j 0.00664423+0.000570081j -0.00425403-0.000181759j 0.00167042-0.00117185j -0.00469064-0.00467547j -0.000396003+5.43763e-05j 0.00170055+0.00456266j 7.34434e-05-0.00117399j 0.00288138-0.00466186j 0.000889218+0.00289351j -0.00403859+0.0017844j -0.000611471+0.00481842j -0.00103164+0.012356j 0.000509621-0.000575151j -0.00274599+0.0024053j 0.00291609-0.00474141j -0.00255886+0.00469648j 0.00157151+0.00253796j -0.000225233+0.00274967j -0.00310092-0.00592234j 0.00713124-0.00314111j -0.00125137-0.0023254j 0.00363452-0.00508718j 0.00134858+0.00391268j -0.00396746+0.00212084j 
0.0020101-0.00140794j -0.00056451-0.00295998j -0.00221384+0.000614781j -0.00207704+0.000390063j -0.000979189-0.00122731j -0.000719109-0.00199154j -0.00077604-0.000889201j 0.00102379+0.00157617j -5.00261e-05-0.00153168j 0.00189926+0.000247956j 0.00134683+0.000244769j -0.000567907+0.000360267j 0.000407147+0.000272844j -0.001818-8.85006e-05j -0.00102281-0.00214164j -0.00221282-0.001447j 0.00109144+0.000937689j -0.00101029-0.000540041j -0.00264164-0.0013788j 0.00238233-0.00043707j 0.000569984+0.00163307j 0.000846951+0.00451459j 0.000599888-0.00363537j 0.0011962-0.000143058j 0.000827606-0.00150182j 0.000424992+0.00161847j -0.00109934+0.000437766j 0.000663458-0.00196848j -0.00133101-0.00294564j 0.000332558-0.00201597j 2.56682e-05-0.00213308j -0.00193536+0.000830414j 0.00101431-0.00248234j -0.00153209-0.00176025j -0.00112994-0.00041176j -0.00167527-0.00229591j 0.00019313-0.000472293j 0.00200319+0.00397943j -0.00163328-6.13347e-07j -0.00249448+0.00354984j 0.000726519+0.000856328j -0.00160908-0.00315148j -0.00058395-0.000206416j -0.00664578-0.00200334j 0.00162975+0.00205818j -0.00341987-0.00470349j 0.000974793+0.000490804j 0.00246766+0.000643919j -9.28354e-05-0.00577602j 0.000814623+0.00401828j -0.000265931+0.00207007j -0.000785025+0.00684842j -0.00169655-0.000492226j -0.000464859+0.00155328j -0.0026749+0.00618804j 0.00428919+0.00150364j -0.00101992-0.00143748j 0.00115222-0.000865411j -0.00855818+0.00403548j -0.00191443+0.00326433j -0.0045162+0.00123322j -0.00623154+0.00581133j -0.00140756+0.00634597j -0.00150311-0.00054295j -0.000164421+0.000747756j 0.002921-0.00105977j -0.00577348+0.004577j -0.00116974-0.000155873j 0.00241531-0.000645004j -0.000627641+5.25019e-05j 0.000390101-0.00272328j -0.00163787+0.000881762j 0.00259677+0.00151j -0.00314941+0.00303039j 0.000921482+0.00170897j -0.00312637+0.00468432j -0.000638372-1.81069e-05j -0.000227737-5.11726e-05j -0.00140574-0.000136193j 0.00020797+0.000679508j -0.00429151-0.00207104j 0.000899299-0.00471539j -0.00164733-0.00542916j 0.00201599-0.00077316j -0.00392411+0.0037788j 0.00409572+0.00205379j 0.00326943-0.0036622j 0.00185027-0.0023372j 0.000117202-0.0044875j -0.00330131-0.00213403j 0.00563073-0.000205612j 0.0035264-0.00165519j 0.00822141-0.00113227j -0.00112625+0.00212625j -0.00384348-0.000965216j 
