-0.19572-0j -0.209744-0j -0.158552-0j -0.160195-0j 0.271873-0j -0.132654-0j -0.17303-0j -0.100934-0j 0.300908-0j -0.105959-0j -0.0947724-0j -0.135417-0j 0.237889-0j -0.0558568-0j 0.368876-0j 0.240354-0j -0.107057-0j 0.493431-0j -0.0883174-0j 0.0981241-0j 0.287835-0j -0.0282178-0j 0.171717-0j -0.0312249-0j 0.100168-0j -0.036429-0j 0.0261314-0j -0.0201598-0j -0.00628592-0j -0.00105851-0j -0.0267833-0j -0.0285246-0j -0.0213935-0j -0.0216152-0j 0.0363077-0j -0.0231076-0j -0.0174677-0j -0.0134794-0j -0.012102-0j 0.0396232-0j -0.0124795-0j -0.0193332-0j -0.0178316-0j -0.00735516-0j 0.030692-0j -0.0108076-0j 0.0310101-0j 0.0498127-0j -0.0109196-0j -0.0138123-0j -0.0113946-0j 0.0346703-0j -0.00364062-0j 0.0537606-0j -0.00630442-0j 0.0202244-0j 0.0355879-0j -0.0110327-0j 0.0508505-0j -0.00643576-0j 0.0143008-0j 0.0209748-0j -0.00167893-0j -0.00142432-0j 0.014449-0j -0.00321788-0j 0.00652874-0j -0.00265462-0j 0.00143945-0j -0.00119948-0j -0.000323897-0j -4.87842e-05-0j 
0.000365682-0j -0.00229701-0j 0.000296236-0j 0.00827012-0j 0.000261256-0j 0.000247849-0j -0.00189493-0j -0.0181604-0j -0.00169488-0j -0.00116041-0j 0.000177072-0j 0.00699098-0j 0.000228599-0j 0.0208745-0j 8.79877e-05-0j 0.00638187-0j -0.00117243-0j -0.00110538-0j -0.0158904-0j 9.42922e-05-0j -0.0105936-0j -0.000558434-0j 0.00455943-0j -0.000341959-0j 0.0192532-0j -0.00655444-0j -0.0243609-0j -0.000398964-0j 0.00050611-0j 0.0255692-0j 5.00416e-05-0j -0.000312387-0j 3.99713e-05-0j 0.00111589-0j 3.48898e-05-0j -0.000253062-0j 3.26365e-05-0j -0.00242526-0j 2.26112e-05-0j -0.00022318-0j 2.33166e-05-0j -0.000211727-0j 0.000920564-0j 0.00274873-0j 2.94934e-05-0j 2.01928e-05-0j 0.000823378-0j 1.90379e-05-0j 0.000563728-0j -0.000151265-0j -0.00205015-0j -0.000195282-0j -7.20482e-05-0j -7.51642e-05-0j 1.17791e-05-0j -0.00187152-0j 1.36014e-05-0j 0.00056957-0j 0.000536996-0j 0.00240514-0j -8.05499e-05-0j 0.00160343-0j -0.0030432-0j 2.66119e-06-0j -0.00133708-0j 0.000166125-0j -6.64523e-05-0j 0.000992069-0j 5.96082e-05-0j -0.00217416-0j 0.00405438-0j -0.00189708-0j 
0.000370792-0j 7.86473e-06-0j -0.00146732-0j -0.000291475-0j 0.000264907-0j 0.000251312-0j -3.16939e-05-0j -0.000371085-0j 5.80311e-06-0j 3.97312e-06-0j 0.00221174-0j 0.00120361-0j -0.0011323-0j -0.000309084-0j 8.92173e-05-0j -0.000224925-0j 4.94499e-05-0j -1.84881e-05-0j 0.00158614-0j 0.000699772-0j -0.000216466-0j -0.000208544-0j -0.0019795-0j -7.63085e-05-0j 0.00139259-0j -0.000980251-0j -0.000124285-0j -0.00183534-0j 0.000340979-0j -1.56856e-05-0j 5.07409e-05-0j 1.06958e-06-0j -0.000197986-0j -3.93289e-05-0j 3.53774e-05-0j -4.23261e-06-0j 3.30925e-05-0j -4.95572e-05-0j 2.29272e-05-0j 7.64147e-07-0j 0.000291239-0j 7.24933e-07-0j 0.00015849-0j -4.06998e-05-0j -0.000146087-0j -0.000100019-0j -2.90194e-05-0j 1.9304e-05-0j -1.98682e-05-0j 6.37995e-06-0j 0.000204641-0j -3.26621e-06-0j -2.6906e-05-0j 2.57355e-07-0j 8.74165e-05-0j -3.82422e-05-0j 0.000169889-0j -0.000247283-0j 9.24527e-05-0j 0.000173964-0j 2.01855e-06-0j -2.37416e-05-0j -1.55259e-05-0j -0.000675816-0j -0.00033656-0j 0.000381594-0j 0.000121226-0j -0.000107512-0j -8.22109e-06-0j -0.00013664-0j 2.0508e-05-0j -8.13502e-07-0j 
-0.000151375-0j 0.0001558-0j 0.000117925-0j 0.000123802-0j 0.000210274-0j -0.000102598-0j -0.000123599-0j -6.8978e-05-0j -0.000223518-0j 7.87072e-05-0j 0.000214276-0j -0.00010064-0j -0.000176933-0j -0.000202528-0j 0.000285298-0j -0.00018575-0j -0.000232469-0j 0.000352468-0j 5.80409e-05-0j -0.000370727-0j 0.000196705-0j -0.000227281-0j 0.00038794-0j -0.000158801-0j -0.000349265-0j 0.000121613-0j 0.00036504-0j 0.000474676-0j 0.000129181-0j -4.30088e-05-0j 0.00196916-0j -0.00201417-0j -0.00151257-0j -0.00158795-0j -0.00266942-0j 0.00156909-0j 0.00128426-0j 0.000875675-0j 0.000889763-0j 0.00279787-0j -0.00268218-0j -0.00136515-0j 0.00125975-0j 0.00253513-0j 0.00217-0j -0.000764121-0j 0.00227814-0j -0.00366234-0j -0.000802202-0j 0.00285112-0j -0.000711844-0j -0.00235424-0j 0.00278749-0j 0.00379613-0j -0.00226424-0j -0.00131385-0j 0.0076488-0j 0.00236937-0j -0.00359243-0j -0.00213316-0j -0.00493283-0j -0.00722944-0j 0.00222951-0j -0.00092239-0j 0.00274398-0j 0.00161853-0j 0.00480711-0j -0.0044696-0j -0.00292423-0j -0.00465633-0j -0.000895903-0j 0.000243425-0j 
-0.000305888-0j 0.000957463-0j -0.000247797-0j -0.00117372-0j 0.000424905-0j -0.000207322-0j 0.000789867-0j -0.00019302-0j -0.00137362-0j 0.000483693-0j -0.000148118-0j -0.000992179-0j 0.000371792-0j 0.00120134-0j 0.00057651-0j 0.00176103-0j 0.000488705-0j -0.00225247-0j -0.000168892-0j 0.000153356-0j 0.000550435-0j 0.000818472-0j 0.00125814-0j 0.000142539-0j -0.00215438-0j -6.96644e-05-0j 0.00125359-0j 0.000584745-0j -0.00196502-0j -0.00210718-0j -4.18591e-05-0j 0.000130212-0j -3.34355e-05-0j -0.00015837-0j 5.67447e-05-0j 0.000105484-0j -2.72999e-05-0j -2.57771e-05-0j -1.89139e-05-0j -0.000180877-0j -1.9504e-05-0j 8.82543e-05-0j -0.000130649-0j 0.000158192-0j 4.7968e-05-0j -1.6891e-05-0j 0.000227205-0j 7.78514e-05-0j -8.00058e-05-0j 6.30519e-05-0j -2.17902e-05-0j -0.000158267-0j 0.000105598-0j -0.000245413-0j -9.85307e-06-0j 3.86757e-05-0j 5.56197e-05-0j -8.08349e-05-0j 0.000372573-0j 0.000138418-0j -6.52818e-05-0j -0.000451116-0j -8.05424e-05-0j -2.22604e-06-0j 2.76312e-05-0j -2.35769e-05-0j -0.00018937-0j 5.70944e-05-0j 0.000449983-0j -5.75423e-05-0j -0.000292384-0j -0.000184582-0j 
-6.24261e-06-0j -6.6899e-06-0j 1.47834e-05-0j -5.1095e-06-0j 8.67154e-06-0j -4.23106e-06-0j 1.61333e-05-0j -3.21935e-06-0j 9.59763e-06-0j -3.37961e-06-0j -2.56798e-06-0j 1.26263e-05-0j -2.21808e-05-0j -1.78158e-06-0j 1.17655e-05-0j 7.66623e-06-0j -2.90084e-06-0j -4.60075e-05-0j 8.23472e-06-0j 3.85534e-05-0j 9.18064e-06-0j -9.00023e-07-0j 4.65289e-06-0j -3.13556e-05-0j -9.33971e-06-0j -1.43131e-05-0j 8.33475e-07-0j -5.46255e-07-0j 5.861e-07-0j -3.37618e-08-0j 0.000163268-0j 0.000173883-0j -0.000381234-0j 0.000131764-0j -0.000221328-0j -0.00041178-0j 0.000106481-0j 8.21692e-05-0j 7.37724e-05-0j -0.000241539-0j 6.46271e-05-0j 0.000117853-0j -0.000317761-0j 4.48363e-05-0j 0.000546935-0j -0.000192592-0j -0.000189034-0j -0.000303653-0j 6.65647e-05-0j 7.15291e-05-0j -0.000203052-0j 0.000617829-0j 2.21928e-05-0j -0.000327719-0j 0.000473413-0j -0.000123286-0j -0.000184298-0j 5.71347e-05-0j 0.000906161-0j -0.000114686-0j -0.00107388-0j -0.00012786-0j 1.02346e-05-0j 0.000506579-0j -7.48263e-05-0j 0.000617577-0j 0.000116343-0j 0.000199341-0j -8.77476e-06-0j 6.21171e-06-0j -5.77189e-06-0j 2.97383e-07-0j 
-0.000611775-0j 0.00127229-0j 0.00144877-0j -0.000442443-0j -0.000437073-0j -0.000414644-0j -0.00306825-0j -0.0012058-0j 0.000938779-0j 0.000642738-0j -0.000251662-0j 0.00109334-0j 0.00111798-0j -0.000213634-0j -0.000147201-0j -0.000341424-0j 0.000551684-0j -0.00178981-0j 0.00308429-0j -0.00194322-0j -0.000703383-0j 0.00110801-0j -0.000207222-0j 0.00596324-0j 0.000576008-0j -0.00536095-0j 0.00181423-0j 0.000672487-0j -0.00553118-0j 0.00096809-0j 0.00393728-0j -0.00813755-0j -0.00919362-0j 0.00280766-0j 0.00274514-0j 0.0192708-0j 0.00256784-0j 0.0075733-0j 0.00177905-0j -0.00581375-0j 0.00155851-0j -0.0055154-0j -0.00677094-0j 0.00132301-0j -0.00678364-0j -0.00464444-0j 0.00207167-0j 0.00149791-0j 0.00141838-0j -0.00334749-0j -0.0187147-0j 0.0148709-0j -0.00672311-0j -0.001958-0j 0.0114166-0j 0.00584414-0j 0.000909131-0j 0.00121744-0j -0.00394972-0j -0.00338409-0j -0.0258478-0j 0.000771753-0j -0.0106588-0j 0.0122164-0j 0.00354701-0j 0.0131595-0j 0.0181272-0j 0.00588205-0j -0.0104805-0j -0.00646917-0j 0.0247136-0j -0.00320623-0j 
-7.56876e-05-0j -1.60538e-06-0j 0.000299515-0j 5.94971e-05-0j -5.40738e-05-0j -5.12989e-05-0j 6.46948e-06-0j 7.57474e-05-0j -1.18455e-06-0j -8.11009e-07-0j -0.000451469-0j -0.000245687-0j 0.000231129-0j 6.30916e-05-0j -1.82114e-05-0j 4.59126e-05-0j -1.00939e-05-0j 3.77387e-06-0j -0.000323769-0j -0.00014284-0j 4.4186e-05-0j 4.25689e-05-0j 0.000404065-0j 1.55764e-05-0j -0.000284261-0j 0.000200093-0j 2.53696e-05-0j 0.000374638-0j -6.96021e-05-0j 3.2018e-06-0j 0.000984582-0j 2.07543e-05-0j -0.00384175-0j -0.000763142-0j 0.000686467-0j -8.213e-05-0j 0.000642131-0j -0.000961613-0j 0.000444881-0j 1.48276e-05-0j 0.00565123-0j 1.40667e-05-0j 0.00307537-0j -0.000789744-0j -0.00283469-0j -0.00194078-0j -0.000563096-0j 0.000374576-0j -0.000385525-0j 0.000123797-0j 0.00397088-0j -6.33779e-05-0j -0.000522088-0j 4.99375e-06-0j 0.00169624-0j -0.000742055-0j 0.00329655-0j -0.0047983-0j 0.00179396-0j 0.00337562-0j 3.91683e-05-0j -0.000460684-0j -0.000301266-0j -0.0131136-0j -0.00653064-0j 0.00740448-0j 0.00235228-0j -0.00208617-0j -0.000159523-0j -0.00265137-0j 0.000397939-0j -1.57853e-05-0j 
-0.000374634-0j 0.000779117-0j 0.000887186-0j -0.00027094-0j -0.000267652-0j -0.000253917-0j -0.00187891-0j -0.000738399-0j 0.000574883-0j 0.000393595-0j -0.000154111-0j 0.000669533-0j 0.000684622-0j -0.000130823-0j -9.01418e-05-0j -0.000209078-0j 0.000337836-0j -0.00109603-0j 0.00188874-0j -0.00118997-0j -0.000430733-0j 0.000678513-0j -0.000126897-0j 0.00365172-0j 0.000352732-0j -0.0032829-0j 0.00111099-0j 0.000411812-0j -0.00338714-0j 0.000592832-0j -5.12667e-05-0j 0.000105958-0j 0.000119709-0j -3.65581e-05-0j -3.5744e-05-0j -0.000250923-0j -3.34355e-05-0j -9.86107e-05-0j -2.31648e-05-0j 7.56999e-05-0j -2.02931e-05-0j 7.18152e-05-0j 8.81634e-05-0j -1.72267e-05-0j 8.83288e-05-0j 6.04746e-05-0j -2.69749e-05-0j -1.9504e-05-0j -1.84685e-05-0j 4.35871e-05-0j 0.000243682-0j -0.000193631-0j 8.75406e-05-0j 2.54948e-05-0j -0.000148653-0j -7.60956e-05-0j -1.18377e-05-0j -1.58521e-05-0j 5.14286e-05-0j 4.40638e-05-0j 0.00033656-0j -1.00489e-05-0j 0.000138786-0j -0.000159067-0j -4.6185e-05-0j -0.000171348-0j -0.000236031-0j -7.65892e-05-0j 0.000136465-0j 8.4234e-05-0j -0.000321792-0j 4.17478e-05-0j 
6.24391e-05-0j -0.000195441-0j 5.05814e-05-0j 0.000239584-0j -8.67335e-05-0j 4.23195e-05-0j -0.000161231-0j 3.94e-05-0j 0.000280389-0j -9.87333e-05-0j 3.02345e-05-0j 0.000202528-0j -7.58918e-05-0j -0.000245223-0j -0.00011768-0j -0.000359469-0j -9.97565e-05-0j 0.000459783-0j 3.4475e-05-0j -3.13038e-05-0j -0.000112357-0j -0.00016707-0j -0.000256817-0j -2.90956e-05-0j 0.000439761-0j 1.42202e-05-0j -0.000255888-0j -0.000119361-0j 0.000401109-0j 0.000430126-0j -0.000812238-0j 0.00252666-0j -0.000648785-0j -0.00307304-0j 0.00110108-0j 0.00204682-0j -0.000529731-0j -0.000500182-0j -0.000367008-0j -0.00350975-0j -0.000378458-0j 0.0017125-0j -0.00253513-0j 0.00306957-0j 0.000930777-0j -0.000327754-0j 0.00440872-0j 0.00151064-0j -0.00155244-0j 0.00122347-0j -0.000422819-0j -0.00307103-0j 0.00204903-0j -0.00476201-0j -0.00019119-0j 0.000750467-0j 0.00107925-0j -0.00156853-0j 0.00722944-0j 0.00268587-0j -0.00126674-0j -0.00875351-0j -0.00156285-0j -4.31944e-05-0j 0.00053616-0j -0.000457488-0j -0.00367455-0j 0.00110787-0j 0.00873152-0j -0.00111656-0j -0.00567345-0j -0.00358166-0j 
0.00027643-0j -0.00115563-0j -0.000215345-0j 0.00235622-0j 0.000197491-0j 0.000187356-0j 0.000916782-0j -0.00179081-0j -0.000852698-0j -0.000583802-0j -0.000391294-0j -0.0019154-0j -0.000166177-0j -0.00146413-0j 6.65125e-05-0j 0.00181825-0j 0.00172431-0j 0.000534789-0j 0.00150686-0j -0.00034819-0j -0.00104464-0j 0.00194833-0j -0.00379741-0j 0.00117789-0j 0.00129862-0j 0.00315732-0j 0.00265454-0j -0.00406908-0j 9.04302e-05-0j -0.00571345-0j -0.00177905-0j 0.00739137-0j 0.00136654-0j -0.0149522-0j -0.00124039-0j -0.00575805-0j -0.00116027-0j 0.0112476-0j -0.000803861-0j 0.00528065-0j 0.00242324-0j 0.00500967-0j 0.0118618-0j 0.00906716-0j 0.00100832-0j 0.00069035-0j -0.0110327-0j -0.000676826-0j -0.00755355-0j -0.0104627-0j -0.00914326-0j -0.00444336-0j -0.011822-0j 0.00177846-0j 0.00204564-0j 0.0086795-0j 0.00141355-0j 0.0223101-0j 0.00691939-0j -0.00762948-0j -0.00931015-0j 0.00528918-0j -0.0155957-0j 0.000833339-0j -0.0181272-0j 0.0152402-0j 0.0104856-0j -0.015986-0j 0.000520877-0j 0.0325716-0j -0.0205011-0j 0.0326128-0j 
8.91987e-06-0j -9.1806e-06-0j -6.94878e-06-0j -7.29508e-06-0j -1.23905e-05-0j 6.04564e-06-0j 7.28314e-06-0j 4.06457e-06-0j 1.31709e-05-0j -4.63787e-06-0j -1.26263e-05-0j 5.93024e-06-0j 1.04259e-05-0j 1.19341e-05-0j -1.68114e-05-0j 1.09455e-05-0j 1.36984e-05-0j -2.07694e-05-0j -3.42009e-06-0j 2.18453e-05-0j -1.1591e-05-0j 1.33926e-05-0j -2.28596e-05-0j 9.35744e-06-0j 2.05806e-05-0j -7.16611e-06-0j -2.15102e-05-0j -2.79706e-05-0j -7.61208e-06-0j 2.53432e-06-0j -0.000233289-0j 0.000238621-0j 0.000179195-0j 0.000188126-0j 0.000316249-0j -0.000185891-0j -0.000152148-0j -0.000103742-0j -0.000105411-0j -0.000331466-0j 0.000317761-0j 0.000161731-0j -0.000149244-0j -0.000300339-0j -0.000257082-0j 9.05262e-05-0j -0.000269894-0j 0.000433881-0j 9.50377e-05-0j -0.000337775-0j 8.43329e-05-0j 0.000278909-0j -0.000330237-0j -0.000449732-0j 0.000268247-0j 0.000155653-0j -0.000906161-0j -0.000280702-0j 0.000425599-0j 0.000252718-0j 0.000584398-0j 0.000856479-0j -0.000264132-0j 0.000109277-0j -0.000325082-0j -0.000191749-0j -0.000569503-0j 0.000529518-0j 0.000346437-0j 0.00055164-0j 0.000106139-0j -2.88388e-05-0j 
4.45993e-06-0j 9.4598e-08-0j -1.76491e-05-0j -3.5059e-06-0j 3.18633e-06-0j 3.02282e-06-0j -3.81218e-07-0j -4.46346e-06-0j 6.98006e-08-0j 4.77892e-08-0j 2.66031e-05-0j 1.44772e-05-0j -1.36194e-05-0j -3.71771e-06-0j 1.07312e-06-0j -2.70542e-06-0j 5.9479e-07-0j -2.22377e-07-0j 1.90783e-05-0j 8.41695e-06-0j -2.60369e-06-0j -2.5084e-06-0j -2.38097e-05-0j -9.17849e-07-0j 1.67502e-05-0j -1.17906e-05-0j -1.49492e-06-0j -2.20758e-05-0j 4.10134e-06-0j -1.88668e-07-0j -0.000116644-0j -2.45878e-06-0j 0.000455135-0j 9.04102e-05-0j -8.13264e-05-0j 9.73003e-06-0j -7.60739e-05-0j 0.000113923-0j -5.27055e-05-0j -1.75664e-06-0j -0.000669507-0j -1.66649e-06-0j -0.000364342-0j 9.35618e-05-0j 0.000335828-0j 0.000229926-0j 6.67105e-05-0j -4.43764e-05-0j 4.56736e-05-0j -1.46664e-05-0j -0.000470434-0j 7.50844e-06-0j 6.18522e-05-0j -5.91614e-07-0j -0.000200955-0j 8.7912e-05-0j -0.000390546-0j 0.000568459-0j -0.000212533-0j -0.000399913-0j -4.6403e-06-0j 5.45777e-05-0j 3.56913e-05-0j 0.00155358-0j 0.000773691-0j -0.000877216-0j -0.000278677-0j 0.000247151-0j 1.88988e-05-0j 0.00031411-0j -4.71443e-05-0j 1.8701e-06-0j 
7.64719e-05-0j -0.000159037-0j -0.000181096-0j 5.53054e-05-0j 5.46342e-05-0j 5.18305e-05-0j 0.000383532-0j 0.000150725-0j -0.000117347-0j -8.03423e-05-0j 3.14577e-05-0j -0.000136668-0j -0.000139748-0j 2.67042e-05-0j 1.84001e-05-0j 4.26779e-05-0j -6.89606e-05-0j 0.000223727-0j -0.000385537-0j 0.000242902-0j 8.79229e-05-0j -0.000138501-0j 2.59027e-05-0j -0.000745404-0j -7.2001e-05-0j 0.000670119-0j -0.000226779-0j -8.40609e-05-0j 0.000691397-0j -0.000121011-0j -0.000994785-0j 0.00205602-0j 0.00232284-0j -0.000709378-0j -0.000693581-0j -0.00486893-0j -0.000648785-0j -0.00191345-0j -0.000449492-0j 0.00146889-0j -0.00039377-0j 0.00139351-0j 0.00171073-0j -0.000334268-0j 0.00171394-0j 0.00117346-0j -0.000523425-0j -0.000378458-0j -0.000358365-0j 0.000845769-0j 0.00472843-0j -0.00375724-0j 0.00169865-0j 0.000494704-0j -0.00288448-0j -0.00147657-0j -0.000229699-0j -0.000307597-0j 0.000997927-0j 0.000855018-0j 0.00653064-0j -0.00019499-0j 0.00269302-0j -0.00308656-0j -0.00089618-0j -0.00332486-0j -0.00457997-0j -0.00148615-0j 0.00264798-0j 0.00163449-0j -0.00624408-0j 0.000810078-0j 
0.000169278-0j -0.000707675-0j -0.000131871-0j 0.00144289-0j 0.000120938-0j 0.000114732-0j 0.000561412-0j -0.00109664-0j -0.000522169-0j -0.000357504-0j -0.000239618-0j -0.00117294-0j -0.000101762-0j -0.000896591-0j 4.07304e-05-0j 0.00111344-0j 0.00105592-0j 0.00032749-0j 0.00092276-0j -0.000213222-0j -0.000639708-0j 0.0011931-0j -0.00232543-0j 0.000721306-0j 0.000795238-0j 0.00193346-0j 0.00162557-0j -0.0024918-0j 5.5377e-05-0j -0.00349876-0j 2.31648e-05-0j -9.62419e-05-0j -1.77935e-05-0j 0.00019469-0j 1.61509e-05-0j 7.49747e-05-0j 1.51077e-05-0j -0.000146453-0j 1.0467e-05-0j -6.87585e-05-0j -3.15526e-05-0j -6.52301e-05-0j -0.000154451-0j -0.000118062-0j -1.31292e-05-0j -8.98894e-06-0j 0.000143655-0j 8.81285e-06-0j 9.83536e-05-0j 0.000136233-0j 0.000119053-0j 5.78563e-05-0j 0.000153932-0j -2.3157e-05-0j -2.6636e-05-0j -0.000113014-0j -1.84057e-05-0j -0.000290496-0j -9.00963e-05-0j 9.93423e-05-0j 0.000121226-0j -6.88696e-05-0j 0.000203069-0j -1.08508e-05-0j 0.000236031-0j -0.00019844-0j -0.000136531-0j 0.000208152-0j -6.78226e-06-0j -0.000424109-0j 0.000266941-0j -0.000424646-0j 
-6.0947e-05-0j 0.000382835-0j -4.93727e-05-0j -0.00137835-0j -4.35426e-05-0j -4.13082e-05-0j 0.000315822-0j 0.00302674-0j 0.00028248-0j 0.000193401-0j -2.9512e-05-0j -0.00116516-0j -3.80998e-05-0j -0.00347909-0j -1.46646e-05-0j -0.00106364-0j 0.000195405-0j 0.00018423-0j 0.00264839-0j -1.57154e-05-0j 0.0017656-0j 9.30723e-05-0j -0.000759904-0j 5.69932e-05-0j -0.00320887-0j 0.00109241-0j 0.00406014-0j 6.6494e-05-0j -8.43517e-05-0j -0.00426153-0j 0.000392244-0j -0.0024486-0j 0.00031331-0j 0.00874677-0j 0.000273479-0j -0.00198359-0j 0.000255816-0j -0.0190101-0j 0.000177235-0j -0.00174936-0j 0.000182764-0j -0.00165959-0j 0.00721572-0j 0.0215455-0j 0.00023118-0j 0.000158278-0j 0.00645393-0j 0.000149226-0j 0.00441871-0j -0.00118567-0j -0.0160698-0j -0.00153069-0j -0.00056474-0j -0.000589164-0j 9.2329e-05-0j -0.0146697-0j 0.000106612-0j 0.0044645-0j 0.00420917-0j 0.0188524-0j -0.000631379-0j 0.0125682-0j -0.0238537-0j 2.08593e-05-0j -0.0104805-0j 0.00130214-0j -0.000520877-0j 0.0077762-0j 0.000467231-0j -0.0170419-0j 0.0317797-0j -0.01487-0j 
-3.67926e-06-0j 1.15165e-05-0j -2.98054e-06-0j -1.41176e-05-0j 5.11082e-06-0j -2.4937e-06-0j 9.50062e-06-0j -2.32166e-06-0j -1.65221e-05-0j 5.81792e-06-0j -1.78158e-06-0j -1.19341e-05-0j 4.47197e-06-0j 1.44499e-05-0j 6.93433e-06-0j 2.11819e-05-0j 5.87821e-06-0j -2.7093e-05-0j -2.03146e-06-0j 1.84459e-06-0j 6.62071e-06-0j 9.84469e-06-0j 1.51331e-05-0j 1.71448e-06-0j -2.59132e-05-0j -8.37933e-07-0j 1.50783e-05-0j 7.03339e-06-0j -2.36355e-05-0j -2.53454e-05-0j 9.62267e-05-0j -0.000299335-0j 7.68622e-05-0j 0.000364066-0j -0.000130446-0j -0.000242489-0j 6.27578e-05-0j 5.92571e-05-0j 4.34798e-05-0j 0.000415804-0j 4.48363e-05-0j -0.000202881-0j 0.000300339-0j -0.000363655-0j -0.00011027-0j 3.88294e-05-0j -0.000522306-0j -0.000178967-0j 0.000183919-0j -0.000144945-0j 5.00918e-05-0j 0.000363828-0j -0.000242751-0j 0.00056416-0j 2.26505e-05-0j -8.89086e-05-0j -0.00012786-0j 0.000185825-0j -0.000856479-0j -0.000318198-0j 0.000150071-0j 0.00103704-0j 0.000185153-0j 5.11729e-06-0j -6.35194e-05-0j 5.41991e-05-0j 0.000435327-0j -0.00013125-0j -0.00103443-0j 0.00013228-0j 0.00067214-0j 0.000424323-0j 
-3.45537e-05-0j 0.000144454-0j 2.69181e-05-0j -0.000294528-0j -2.46864e-05-0j -2.34195e-05-0j -0.000114598-0j 0.000223851-0j 0.000106587-0j 7.29753e-05-0j 4.89117e-05-0j 0.000239425-0j 2.07721e-05-0j 0.000183016-0j -8.31406e-06-0j -0.000227281-0j -0.000215539-0j -6.68487e-05-0j -0.000188358-0j 4.35237e-05-0j 0.00013058-0j -0.000243541-0j 0.000474676-0j -0.000147236-0j -0.000162327-0j -0.000394665-0j -0.000331818-0j 0.000508636-0j -1.13038e-05-0j 0.000714182-0j 0.000449492-0j -0.00186749-0j -0.000345267-0j 0.00377778-0j 0.000313393-0j 0.00145482-0j 0.000293152-0j -0.00284179-0j 0.000203102-0j -0.0013342-0j -0.000612249-0j -0.00126573-0j -0.00299698-0j -0.00229089-0j -0.00025476-0j -0.000174422-0j 0.00278749-0j 0.000171006-0j 0.00190846-0j 0.00264348-0j 0.00231012-0j 0.00112265-0j 0.00298691-0j -0.000449341-0j -0.000516848-0j -0.00219294-0j -0.000357145-0j -0.00563682-0j -0.00174824-0j 0.00192765-0j 0.00235228-0j -0.00133635-0j 0.00394036-0j -0.00021055-0j 0.00457997-0j -0.00385055-0j -0.00264926-0j 0.004039-0j -0.000131604-0j -0.00822946-0j 0.00517976-0j -0.00823989-0j 
-3.73223e-05-0j 0.000234437-0j -3.02345e-05-0j -0.000844066-0j -2.66643e-05-0j -2.5296e-05-0j 0.000193401-0j 0.00185349-0j 0.000172983-0j 0.000118433-0j -1.80723e-05-0j -0.000713514-0j -2.33313e-05-0j -0.0021305-0j -8.98021e-06-0j -0.000651346-0j 0.000119661-0j 0.000112817-0j 0.0016218-0j -9.62366e-06-0j 0.0010812-0j 5.69949e-05-0j -0.000465344-0j 3.4901e-05-0j -0.00196502-0j 0.00066896-0j 0.00248632-0j 4.07191e-05-0j -5.16547e-05-0j -0.00260828-0j -5.10735e-06-0j 3.18828e-05-0j -4.07956e-06-0j -0.00011389-0j -3.56093e-06-0j 2.58281e-05-0j -3.33094e-06-0j 0.000247527-0j -2.30775e-06-0j 2.27782e-05-0j -2.37974e-06-0j 2.16093e-05-0j -9.39547e-05-0j -0.000280541-0j -3.01016e-06-0j -2.06092e-06-0j -8.40356e-05-0j -1.94305e-06-0j -5.75353e-05-0j 1.54384e-05-0j 0.000209242-0j 1.99309e-05-0j 7.35339e-06-0j 7.67142e-06-0j -1.2022e-06-0j 0.000191011-0j -1.38818e-06-0j -5.81315e-05-0j -5.48069e-05-0j -0.000245474-0j 8.22109e-06-0j -0.000163649-0j 0.000310595-0j -2.71606e-07-0j 0.000136465-0j -1.6955e-05-0j 6.78226e-06-0j -0.000101253-0j -6.08374e-06-0j 0.0002219-0j -0.000413798-0j 0.000193938-0j 
-4.50615e-06-0j 9.37132e-06-0j 1.06712e-05-0j -3.2589e-06-0j -3.21935e-06-0j -3.05414e-06-0j -2.25998e-05-0j -8.88156e-06-0j 6.91476e-06-0j 4.73422e-06-0j -1.85366e-06-0j 8.05324e-06-0j 8.23472e-06-0j -1.57356e-06-0j -1.08424e-06-0j -2.51482e-06-0j 4.06354e-06-0j -1.31832e-05-0j 2.2718e-05-0j -1.43131e-05-0j -5.18091e-06-0j 8.16124e-06-0j -1.52633e-06-0j 4.39234e-05-0j 4.2427e-06-0j -3.94872e-05-0j 1.33631e-05-0j 4.95333e-06-0j -4.0741e-05-0j 7.13066e-06-0j 0.000117853-0j -0.000243578-0j -0.000275189-0j 8.40407e-05-0j 8.21692e-05-0j 0.000576827-0j 7.68622e-05-0j 0.000226689-0j 5.32517e-05-0j -0.000174021-0j 4.66503e-05-0j -0.000165091-0j -0.000202672-0j 3.9601e-05-0j -0.000203052-0j -0.00013902-0j 6.20107e-05-0j 4.48363e-05-0j 4.24558e-05-0j -0.000100199-0j -0.000560182-0j 0.000445125-0j -0.00020124-0j -5.8608e-05-0j 0.000341727-0j 0.000174931-0j 2.72127e-05-0j 3.64413e-05-0j -0.000118225-0j -0.000101295-0j -0.000773691-0j 2.31006e-05-0j -0.000319045-0j 0.000365668-0j 0.000106171-0j 0.000393899-0j 0.000542594-0j 0.000176065-0j -0.000313709-0j -0.000193639-0j 0.000739743-0j -9.59708e-05-0j 
