-0.07246-0j -0.0732109-0j -0.0085127-0j -0.0105339-0j -0.00614479-0j 0.496821-0j -0.000750064-0j 0.579624-0j 0.354946-0j -0.000875074-0j 0.507171-0j -0.000535871-0j -0.00076569-0j 0.209197-0j -0.000315831-0j -0.00378315-0j 0.0639381-0j -5.57311e-05-0j -0.00427352-0j -0.00348932-0j 0.0722258-0j -0.00352548-0j -6.29549e-05-0j -0.00305315-0j 0.0589721-0j 0.0595832-0j -5.14025e-05-0j -0.00251872-0j 0.0516006-0j -5.19352e-05-0j -0.000804744-0j -4.49772e-05-0j 0.0425683-0j -3.71043e-05-0j 0.0136008-0j -1.1855e-05-0j -0.00298146-0j -0.00049691-0j 0.0584884-0j -0.00329987-0j 0.00593839-0j -3.66009e-06-0j -0.00260878-0j -0.000549979-0j -0.00173919-0j -0.00263581-0j 0.0647348-0j 0.0065726-0j -0.00304358-0j -0.000434797-0j -4.05098e-06-0j -0.000289864-0j -0.00107607-0j 0.0511774-0j -0.00177542-0j -0.000439302-0j 0.0341183-0j -0.00188312-0j 0.0517077-0j 0.0051961-0j 0.00346406-0j -0.000507263-0j 0.00524994-0j -3.20258e-06-0j -0.00109848-0j 0.059707-0j -0.000179344-0j -2.13505e-06-0j -0.000295903-0j -3.23577e-06-0j -0.000286567-0j 0.0211096-0j 0.00606211-0j -0.000313853-0j 0.0348291-0j 0.00214328-0j 0.0369418-0j -3.73634e-06-0j -0.000183081-0j 0.00353623-0j 0.00375074-0j 0.0215494-0j -1.321e-06-0j -2.17953e-06-0j -4.77611e-05-0j 0.00218793-0j 0.00562169-0j -2.31174e-06-0j 0.000570776-0j -1.34852e-06-0j -3.51794e-07-0j 
4.22719e-05-0j -4.123e-05-0j 0.00140103-0j -1.52738e-05-0j 0.00100176-0j 3.0316e-06-0j 0.00596117-0j -1.20512e-07-0j 2.16588e-06-0j -0.000236968-0j -2.98752e-06-0j 0.00425887-0j -0.00587449-0j -3.7411e-06-0j -0.00735629-0j -0.000318614-0j -5.59683e-05-0j -0.0204353-0j -6.23579e-06-0j 0.000577921-0j -1.09539e-06-0j -0.000563677-0j -0.000399951-0j -4.45507e-06-0j 0.000101519-0j -9.90164e-05-0j 0.0370667-0j 0.000413224-0j -7.82585e-07-0j -0.0361531-0j 0.000265228-0j -0.000285739-0j 7.25877e-05-0j 0.0265033-0j 4.65905e-05-0j 0.0170112-0j 1.73933e-06-0j 0.00600343-0j 1.7752e-07-0j 3.33538e-08-0j 0.000493653-0j -0.00554403-0j 1.52192e-06-0j 0.000115123-0j -5.00529e-06-0j -1.48441e-06-0j 3.40416e-09-0j 9.46638e-06-0j -6.04991e-08-0j 0.005253-0j -0.000106313-0j -0.0172761-0j 6.27759e-07-0j 1.5533e-07-0j 3.96794e-06-0j -0.00512352-0j -5.1085e-07-0j -1.06051e-06-0j -1.51501e-07-0j 0.000431946-0j -0.00142059-0j -0.000208817-0j -0.0004213-0j -0.00485103-0j -1.8781e-06-0j -6.17467e-09-0j 0.00216675-0j 0.0159541-0j 0.0136956-0j 0.00473146-0j -8.18511e-07-0j 6.40704e-08-0j -1.71707e-05-0j -0.00366042-0j 4.04976e-07-0j 0.000178169-0j -1.08238e-07-0j 0.000192838-0j -0.00648238-0j 0.00112617-0j -0.000300991-0j -1.91683e-07-0j -0.00200095-0j -0.0126476-0j -0.00282515-0j -0.000533037-0j -8.3539e-08-0j 0.00338032-0j -0.000232308-0j 0.00598634-0j 0.00260896-0j 
0.000732323-0j 0.00349711-0j 8.60344e-05-0j -0.000312008-0j 7.43514e-05-0j 5.25198e-05-0j 7.58059e-06-0j -0.000179573-0j 3.7522e-05-0j -2.59191e-05-0j 0.000253401-0j 5.41583e-06-0j 3.65752e-05-0j -0.000307676-0j -4.44092e-05-0j -0.0110776-0j 6.75901e-06-0j 5.63251e-07-0j 0.0366734-0j -0.0102173-0j -2.23762e-05-0j -0.0487912-0j -1.86468e-06-0j 0.0262007-0j 6.23405e-06-0j 2.97699e-05-0j 5.19504e-07-0j -0.00882981-0j -1.59863e-05-0j 2.48082e-06-0j 0.0438734-0j -1.3322e-06-0j 5.3875e-06-0j 4.48958e-07-0j -2.67693e-05-0j -2.23077e-06-0j 3.01324e-05-0j -0.00145503-0j 3.07538e-06-0j -9.77401e-05-0j 6.27759e-07-0j 3.6991e-08-0j 2.63659e-05-0j 0.00471966-0j 1.75772e-05-0j 0.000125907-0j -9.97556e-06-0j -2.03625e-06-0j -9.01487e-05-0j -0.00127315-0j -1.19987e-07-0j -0.000848768-0j 1.08754e-05-0j 2.69095e-06-0j 2.14824e-05-0j -0.00607977-0j 1.79397e-06-0j 8.99521e-05-0j 1.28503e-05-0j 5.49289e-07-0j 3.66193e-07-0j 0.00435309-0j 2.62306e-06-0j 3.23672e-08-0j -0.000154459-0j -9.20077e-06-0j -0.000525148-0j 2.15781e-08-0j -0.00103734-0j 1.54565e-07-0j 9.10677e-05-0j 1.10996e-06-0j -1.8781e-06-0j -0.00434359-0j 2.19254e-06-0j 2.2657e-07-0j 9.1807e-06-0j -1.10668e-07-0j 0.00745847-0j 4.4755e-07-0j 1.874e-06-0j -1.57644e-05-0j 1.33508e-08-0j 2.63721e-08-0j -0.00439747-0j -3.21789e-06-0j 9.29456e-06-0j 1.10427e-07-0j 1.89724e-06-0j -1.89616e-07-0j 1.11796e-07-0j 
-0.000158553-0j -0.000757147-0j 0.00177519-0j -0.00643782-0j 0.00153413-0j -1.13709e-05-0j -0.00729606-0j 3.88787e-05-0j -8.12375e-06-0j 0.0249463-0j -5.48628e-05-0j -0.00521255-0j -0.0352024-0j 6.66137e-05-0j 0.0427423-0j -8.27807e-06-0j 0.000139462-0j -0.00166132-0j 2.74052e-05-0j -7.63512e-06-0j -0.0004617-0j -3.64605e-05-0j 0.00549992-0j 1.95792e-05-0j 0.00012863-0j 0.000614257-0j -0.00153228-0j -6.59831e-06-0j -0.000329854-0j -0.00731722-0j 3.27855e-05-0j 0.00392933-0j 0.000111163-0j -0.00132421-0j -0.000552344-0j 0.0065797-0j 0.0012619-0j 0.000103623-0j -6.65839e-07-0j -0.0040932-0j -0.000604196-0j -0.000219746-0j 0.00110416-0j -0.00033612-0j 0.000736107-0j 0.00527277-0j 2.15977e-06-0j 0.00195982-0j -0.00377528-0j 9.067e-05-0j 0.000712786-0j 6.04467e-05-0j 0.000455443-0j -5.82609e-07-0j 0.000899648-0j 0.000432983-0j -3.88406e-07-0j 0.00376705-0j -2.78217e-06-0j -0.000528672-0j -0.000352448-0j -0.000310014-0j -0.0025246-0j -0.000192278-0j -0.00646847-0j 1.99202e-06-0j 3.73995e-05-0j -0.000128185-0j 7.38762e-05-0j -0.000918196-0j 0.00381377-0j -2.40314e-07-0j 0.00180761-0j 0.000309338-0j -4.74698e-07-0j -0.000218066-0j -1.98768e-06-0j 0.000657425-0j -0.00053117-0j -0.000430751-0j -0.00180366-0j 3.41308e-06-0j -7.93104e-05-0j -0.000156664-0j 0.000313174-0j 0.00309711-0j -2.01233e-06-0j -0.000655991-0j -0.00182603-0j 0.00112641-0j -0.000664127-0j 
-1.19353e-07-0j -1.2059e-07-0j 4.03696e-06-0j 4.99548e-06-0j 2.91403e-06-0j 2.54042e-08-0j 0.000252931-0j -9.98622e-09-0j -6.11528e-09-0j -9.94252e-05-0j -8.73794e-09-0j -6.08852e-05-0j -8.6997e-05-0j -3.60422e-09-0j -3.58844e-05-0j -6.23145e-09-0j 3.1715e-07-0j 0.00121071-0j 2.08917e-08-0j -5.74746e-09-0j -1.06328e-06-0j -5.80702e-09-0j -0.00405907-0j -5.02903e-09-0j 2.92518e-07-0j 2.95549e-07-0j 0.00111668-0j -4.14874e-09-0j 2.55953e-07-0j 0.00112825-0j -1.32554e-09-0j 0.000977095-0j 2.1115e-07-0j 0.000806062-0j 6.74636e-08-0j 0.000257541-0j -4.91094e-09-0j 2.35648e-07-0j -5.01221e-10-0j -5.43542e-09-0j -7.05732e-06-0j -0.0113463-0j 1.27534e-08-0j 2.60815e-07-0j -2.86472e-09-0j 1.28855e-08-0j -5.5475e-10-0j -7.81102e-06-0j -5.01325e-09-0j -6.11962e-07-0j -0.012558-0j 1.37462e-07-0j -1.77245e-09-0j 1.30163e-09-0j -2.9244e-09-0j -6.18304e-07-0j -2.92379e-10-0j -3.10179e-09-0j 1.31512e-09-0j 1.83273e-05-0j -4.11677e-06-0j 2.40558e-07-0j 1.85173e-05-0j 0.0294654-0j -1.80938e-09-0j -5.11663e-10-0j 8.505e-08-0j -0.00661865-0j 1.40325e-07-0j 0.0297708-0j -4.72021e-10-0j -1.809e-10-0j -7.20434e-06-0j 1.48838e-07-0j -2.9847e-10-0j -2.54712e-06-0j -3.16575e-10-0j -0.0115826-0j 8.68219e-08-0j -4.20253e-06-0j -4.45746e-06-0j -1.84669e-10-0j -0.00409508-0j -0.00675654-0j 2.26496e-08-0j -2.60019e-06-0j -4.81754e-11-0j -0.0071664-0j -6.78322e-07-0j -0.0041804-0j -0.00109056-0j 
0.000323224-0j -0.000110964-0j -1.29025e-05-0j 4.6989e-05-0j -9.3135e-06-0j 0.00227481-0j -1.13685e-06-0j 0.00265394-0j 0.00144277-0j -1.32633e-06-0j -0.00683438-0j -7.21036e-07-0j 3.41553e-06-0j 0.000957858-0j -4.78696e-07-0j -5.73402e-06-0j 0.000292755-0j -8.44701e-08-0j -6.47726e-06-0j 1.55649e-05-0j 0.000330702-0j -5.34347e-06-0j -9.54191e-08-0j -4.10814e-06-0j -0.000794677-0j 0.000272815-0j 2.29292e-07-0j 1.12353e-05-0j 0.000209744-0j -7.87167e-08-0j -1.21973e-06-0j -6.05186e-08-0j -0.000573629-0j 1.65512e-07-0j 6.22742e-05-0j -1.79683e-08-0j -4.51892e-06-0j -7.53154e-07-0j -0.0255587-0j -5.00153e-06-0j 2.71903e-05-0j -5.5475e-09-0j 1.1637e-05-0j -8.33588e-07-0j -2.63604e-06-0j -3.99503e-06-0j -0.0282883-0j 3.00941e-05-0j 1.35766e-05-0j 1.93951e-06-0j -6.13996e-09-0j -4.3934e-07-0j -2.03747e-05-0j 0.0658184-0j -2.69095e-06-0j -6.65839e-07-0j -0.0149093-0j -2.53381e-06-0j -0.0225956-0j -7.00199e-05-0j 1.5861e-05-0j 2.26276e-06-0j 2.4038e-05-0j 1.42858e-08-0j 4.90004e-06-0j 0.0767881-0j -3.39579e-06-0j -3.23604e-09-0j -4.48492e-07-0j -4.90437e-09-0j -4.34341e-07-0j -0.115238-0j -8.16899e-05-0j -4.22301e-07-0j -0.0152199-0j 0.000122594-0j -0.014331-0j 1.66668e-08-0j 8.16673e-07-0j 1.61914e-05-0j 1.52459e-05-0j 0.0277143-0j -2.50124e-08-0j -3.30346e-09-0j -7.23902e-08-0j -2.94834e-05-0j -0.00245661-0j -3.11054e-09-0j 2.61343e-06-0j 6.01536e-09-0j -5.33204e-10-0j 
4.48361e-05-0j -4.3731e-05-0j 0.000987226-0j -1.07626e-05-0j 0.000705884-0j -0.000618052-0j 0.00206321-0j 2.45687e-05-0j -0.000441558-0j -8.20164e-05-0j 0.000609065-0j 0.00147403-0j -0.00203321-0j 0.000762698-0j -0.00254607-0j 2.3409e-06-0j 0.00758031-0j 0.000469794-0j 4.58153e-08-0j -4.24607e-06-0j 0.000148359-0j 4.14141e-06-0j 9.19463e-06-0j 3.2732e-08-0j -0.0137496-0j 0.0134107-0j -0.00085214-0j -3.03602e-06-0j 0.000105993-0j 0.000831137-0j -1.94867e-06-0j 6.56896e-06-0j -0.00983123-0j -0.000609295-0j -0.00631019-0j -0.000391077-0j 1.84484e-06-0j -2.93029e-05-0j 0.00344185-0j 3.53771e-08-0j -0.0328404-0j 6.21405e-05-0j 1.61424e-06-0j -5.61918e-07-0j -5.30891e-06-0j -1.57445e-06-0j 6.60016e-05-0j -0.000629755-0j -6.4169e-08-0j -2.564e-05-0j 1.19162e-06-0j 8.4325e-05-0j 6.65839e-07-0j 0.00301162-0j 4.20864e-06-0j 2.5008e-05-0j -0.00990462-0j -1.12484e-06-0j -0.00293739-0j -0.0287354-0j 0.0945051-0j 1.01924e-06-0j 0.0280271-0j 5.4373e-05-0j -1.99202e-06-0j -0.000119718-0j -1.0576e-05-0j -0.000178822-0j -6.68487e-05-0j -5.30328e-05-0j -8.68163e-07-0j 0.00124223-0j 0.00114229-0j 1.78666e-05-0j 0.00785189-0j -0.0118527-0j -0.00209857-0j -2.16143e-06-0j 3.16407e-05-0j -0.0749189-0j 0.0200235-0j -0.00371644-0j 2.24277e-05-0j 0.000141761-0j 1.37896e-05-0j 0.0354605-0j -0.0016197-0j -3.78885e-05-0j 0.0154544-0j -6.70982e-05-0j -2.92427e-05-0j 
-0.000431219-0j -0.000448185-0j -0.00245868-0j -0.00285342-0j -0.00159347-0j -0.00304328-0j -0.000437868-0j 0.00342747-0j 0.00639889-0j 0.000493144-0j -0.00301643-0j 0.000920673-0j -0.000434005-0j -0.0060566-0j -0.000871424-0j -0.00334545-0j 0.0184669-0j -4.89723e-05-0j 0.00364813-0j 0.00299777-0j -0.0201377-0j 0.00311571-0j 5.34031e-05-0j -0.00767066-0j -0.0165477-0j -0.0171988-0j 4.38828e-05-0j 0.00194285-0j 0.0423421-0j 4.56093e-05-0j -0.00746238-0j -0.000112287-0j -0.0107246-0j 2.84404e-05-0j 0.0411924-0j -0.000109238-0j 1.8263e-05-0j 0.020719-0j -0.000358272-0j -1.9513e-05-0j 0.00346668-0j -4.29576e-06-0j -1.55252e-05-0j -0.0221372-0j 1.06534e-05-0j -1.6136e-05-0j 0.000382794-0j -0.00370396-0j 1.74851e-05-0j -0.0176131-0j 4.58978e-06-0j 0.0120861-0j -3.23944e-05-0j 0.000304564-0j 9.7644e-06-0j -0.018306-0j -0.000208992-0j 3.39281e-05-0j 0.000316547-0j -0.002947-0j 0.00202223-0j 0.0198365-0j -0.00306294-0j 3.65178e-06-0j -3.08975e-05-0j -0.000343012-0j -0.0367509-0j -2.50586e-06-0j 0.0110775-0j 3.79546e-06-0j 3.1908e-05-0j 0.000635493-0j 0.00331902-0j 0.0384908-0j -0.000191552-0j -0.00614911-0j -0.000665579-0j -4.11278e-06-0j -0.0350527-0j 0.00185348-0j 0.00644023-0j 0.000606128-0j 7.61969e-06-0j -2.29675e-06-0j 0.0361991-0j -0.00586497-0j -0.000625951-0j -7.98043e-06-0j 0.00605678-0j 7.2676e-06-0j -7.50528e-06-0j 
-7.61846e-05-0j 2.61544e-05-0j -0.000436261-0j 0.0015888-0j -0.00031491-0j 1.85647e-06-0j 0.00365046-0j 2.16588e-06-0j 1.17745e-06-0j 0.00425887-0j -5.57754e-06-0j 0.00231526-0j -0.0109674-0j 7.81708e-07-0j 0.00153711-0j -0.00019511-0j -3.42735e-05-0j -0.012514-0j -0.000220401-0j 0.000529623-0j -3.8716e-05-0j -0.000181821-0j -0.0141361-0j -0.000139787-0j 9.30346e-05-0j -3.19391e-05-0j 0.033969-0j 0.000382302-0j -2.45552e-05-0j -0.0116616-0j -4.15035e-05-0j -0.00896564-0j 6.71559e-05-0j 0.0245201-0j -7.29058e-06-0j -0.00266195-0j 1.06512e-06-0j 0.00367633-0j 1.08708e-07-0j 1.17887e-06-0j 0.000302299-0j -0.00339501-0j -2.74288e-06-0j 0.00406896-0j 6.2132e-07-0j 9.41638e-07-0j 1.20318e-07-0j 0.000334584-0j -3.20002e-06-0j -0.00946723-0j -0.00375759-0j 0.00214453-0j 4.80237e-06-0j -2.79944e-07-0j 6.34264e-07-0j 0.00325013-0j 6.34132e-08-0j 5.97224e-07-0j 9.61055e-08-0j -0.000778476-0j 0.000176341-0j -0.0110451-0j 0.000267253-0j 0.00874277-0j -1.15495e-06-0j -3.26601e-07-0j 0.0165757-0j -0.00198042-0j 0.00218921-0j -0.00300142-0j 1.02375e-07-0j 4.9014e-07-0j -0.000908222-0j 0.00206136-0j 6.47343e-08-0j 0.001363-0j 6.09539e-08-0j 0.0101999-0j -0.00398639-0j 0.000180015-0j 0.000169502-0j -1.17877e-07-0j -0.0153073-0j -0.00202168-0j 0.000353355-0j -0.000327795-0j 1.04486e-08-0j -0.00190362-0j 2.90559e-05-0j 0.00368134-0j -0.000326316-0j 
-0.000152459-0j -0.000158457-0j 1.84359e-05-0j 2.13959e-05-0j 1.19483e-05-0j -0.0032504-0j 1.62441e-06-0j 0.00366073-0j 0.00683438-0j -1.82948e-06-0j -0.00322172-0j -3.41553e-06-0j 1.61008e-06-0j -0.00646879-0j 3.23282e-06-0j 8.19316e-06-0j -0.000418309-0j 1.20697e-07-0j -8.93445e-06-0j -7.34168e-06-0j 0.000456156-0j -7.63053e-06-0j -1.31617e-07-0j 1.87858e-05-0j 0.000374836-0j 0.000389583-0j -1.08153e-07-0j -4.75814e-06-0j -0.000959125-0j -1.12408e-07-0j 1.82757e-05-0j 2.76741e-07-0j 0.000242931-0j -7.0094e-08-0j -0.000933083-0j 2.69227e-07-0j 6.45695e-06-0j 1.07616e-06-0j 0.0365201-0j -6.89889e-06-0j -3.88513e-05-0j 7.92665e-09-0j -5.48899e-06-0j -1.14982e-06-0j 3.76655e-06-0j -5.70495e-06-0j -0.0390197-0j 4.15105e-05-0j 6.18192e-06-0j -9.14832e-07-0j -8.46919e-09-0j 6.27759e-07-0j -1.14532e-05-0j -0.0310454-0j 3.45224e-06-0j -9.50825e-07-0j 0.0213034-0j 1.19954e-05-0j -0.0322668-0j 3.30272e-05-0j -2.26633e-05-0j 1.03032e-06-0j 3.43266e-05-0j -6.73837e-09-0j -1.09239e-05-0j 0.0349645-0j -1.90886e-06-0j 4.62388e-09-0j 5.75373e-07-0j -7.00349e-09-0j 1.12812e-05-0j -0.0647783-0j -3.71965e-05-0j 1.99923e-06-0j 0.0195256-0j 6.89134e-05-0j 0.0678451-0j 7.58902e-09-0j -1.82065e-06-0j -2.07721e-05-0j -7.2176e-05-0j -0.061785-0j -1.40601e-08-0j 4.23802e-09-0j 1.8802e-06-0j 6.57291e-05-0j 0.0638056-0j 1.47257e-08-0j -6.78787e-05-0j -1.34104e-08-0j 1.3849e-08-0j 
-8.0806e-05-0j 2.77409e-05-0j -0.000307408-0j 0.00111954-0j -0.000221899-0j -0.000378478-0j 0.00126345-0j -0.000441558-0j -0.000240046-0j 0.00147403-0j 0.00113709-0j 0.00080133-0j -0.00379588-0j -0.000159367-0j 0.000532004-0j 1.4335e-06-0j 0.00464198-0j 0.000287689-0j 1.61932e-06-0j -3.89122e-06-0j 0.00524367-0j 1.33587e-06-0j 0.000324979-0j 1.02703e-06-0j -0.0126005-0j 0.00432581-0j -0.000780925-0j -2.80883e-06-0j 0.00332574-0j 0.000268094-0j 3.04932e-07-0j 0.000206114-0j -0.00909556-0j -0.000563702-0j 0.000987431-0j 6.11966e-05-0j 1.12973e-06-0j -1.79443e-05-0j 0.00210769-0j 1.25038e-06-0j -0.0201106-0j 3.80532e-05-0j -2.90926e-06-0j -1.98607e-05-0j 6.59009e-07-0j 9.98758e-07-0j 0.00233279-0j -0.0222583-0j -3.39414e-06-0j 4.62098e-05-0j 4.21171e-05-0j -1.04675e-05-0j 5.09368e-06-0j -0.00542769-0j 6.72739e-07-0j -1.5864e-05-0j 0.00122949-0j 6.33452e-07-0j 0.00186334-0j 0.0517884-0j -0.0117312-0j 5.39114e-05-0j -0.0177791-0j -9.79938e-05-0j -1.22501e-06-0j -0.00633231-0j -8.09065e-05-0j 2.21977e-05-0j -1.06856e-05-0j 3.36416e-05-0j 1.08585e-07-0j 0.00950309-0j 0.0604198-0j -1.00615e-05-0j 0.0012551-0j -0.0906738-0j 0.00118181-0j -0.000114326-0j 1.94576e-05-0j -0.0119756-0j -0.0112762-0j -0.00228545-0j 0.000171573-0j 2.26601e-05-0j -1.72473e-06-0j 0.0218067-0j 0.000202583-0j 2.13368e-05-0j -0.00193295-0j -4.12625e-05-0j 3.65752e-06-0j 
-3.73634e-06-0j 3.64425e-06-0j -0.000165401-0j 1.80318e-06-0j -0.000118265-0j 2.56182e-05-0j -0.00106121-0j -1.01837e-06-0j 1.83025e-05-0j 4.2185e-05-0j -2.52457e-05-0j -0.000758163-0j 0.00104578-0j -3.16137e-05-0j 0.00130957-0j -1.95075e-07-0j -0.000631703-0j 0.0074615-0j -3.81794e-09-0j 3.53839e-07-0j -1.23635e-05-0j -3.45118e-07-0j 0.000146034-0j -2.72767e-09-0j 0.00114582-0j -0.00111758-0j -0.0135341-0j 2.53001e-07-0j -8.83288e-06-0j 0.0132005-0j 1.62389e-07-0j 0.000104332-0j 0.000819283-0j -0.00967714-0j 0.000525858-0j -0.00621128-0j -1.53737e-07-0j 4.90944e-06-0j 3.01591e-06-0j -2.94809e-09-0j 0.00840177-0j -0.0223573-0j -1.3452e-07-0j 9.41443e-08-0j 4.42409e-07-0j 1.31204e-07-0j 5.78337e-08-0j 0.000161114-0j 5.34742e-09-0j 4.29576e-06-0j -0.000428728-0j -1.41279e-05-0j -5.54866e-08-0j 2.63892e-06-0j -3.5072e-07-0j -4.18987e-06-0j -8.6789e-06-0j 9.37367e-08-0j -2.57388e-06-0j 0.00735155-0j -0.0241778-0j -1.70765e-07-0j -0.00717035-0j -0.0195626-0j 1.66002e-07-0j -1.04902e-07-0j 1.77191e-06-0j 0.0643376-0j 1.11999e-05-0j 0.0190804-0j 7.23469e-08-0j 1.0885e-06-0j -0.000292238-0j -2.99339e-06-0j 6.8802e-06-0j 0.00303236-0j -1.83887e-06-0j 0.000777652-0j -5.30111e-06-0j 0.019167-0j -0.00512275-0j -3.25652e-06-0j -0.00806917-0j -0.0510037-0j -2.31033e-06-0j -0.00907207-0j -1.41926e-06-0j 0.0136317-0j -0.00395378-0j 0.024141-0j 0.0105211-0j 
3.59349e-05-0j 3.73488e-05-0j 0.00062336-0j 0.000723441-0j 0.000403999-0j -2.65265e-06-0j -0.00521603-0j 2.98752e-06-0j 5.57754e-06-0j 0.00587449-0j -2.62925e-06-0j 0.0109674-0j -0.00517001-0j -5.27918e-06-0j -0.0103807-0j 0.000278787-0j 4.89723e-05-0j 0.0178808-0j -0.000304011-0j -0.000249814-0j -5.34031e-05-0j -0.000259643-0j -0.0194987-0j 0.000639222-0j -4.38828e-05-0j -4.56093e-05-0j -0.0160226-0j -0.000161904-0j 0.000112287-0j -0.016653-0j 0.000621865-0j 0.0409984-0j -2.84404e-05-0j -0.0103842-0j 0.000109238-0j 0.0398852-0j -1.52192e-06-0j -0.005253-0j -1.5533e-07-0j 1.62608e-06-0j -0.000431946-0j 0.00485103-0j 1.29377e-06-0j 0.00561254-0j -8.87785e-07-0j 1.34467e-06-0j 1.65962e-07-0j 0.000461511-0j -1.45709e-06-0j 0.00446553-0j -0.00518305-0j -0.00306425-0j 2.69953e-06-0j 1.32045e-07-0j -8.137e-07-0j 0.00464122-0j -9.06092e-08-0j -2.82734e-06-0j 1.3724e-07-0j 0.000367194-0j -0.000251969-0j -0.00502925-0j 0.00038164-0j -0.00412381-0j 2.57479e-06-0j -1.48714e-07-0j 0.00931762-0j 0.00282977-0j -0.00280854-0j -0.00428606-0j -2.659e-06-0j 2.7552e-07-0j -0.000413548-0j -0.00975875-0j -8.30479e-08-0j 0.000766174-0j -2.88564e-07-0j 0.0046444-0j 0.00888707-0j -0.000230942-0j -0.000802447-0j 2.62789e-07-0j -0.00860462-0j 0.00259363-0j -0.00917772-0j 0.000730771-0j -2.71383e-07-0j 0.00901199-0j -0.00075467-0j -0.00820701-0j 0.00847542-0j 
-0.000183081-0j -0.000874278-0j 0.00101415-0j -0.00367788-0j 0.000876436-0j 0.00125529-0j 0.000180611-0j -0.00429202-0j 0.000896823-0j -0.000617537-0j 0.0060566-0j 0.000129035-0j 0.000871424-0j -0.00735384-0j -0.00105807-0j 0.00137993-0j -0.0076172-0j 2.02e-05-0j -0.00456835-0j 0.00127275-0j 0.0252173-0j 0.00607785-0j -6.68737e-05-0j -0.00326379-0j -0.00702558-0j -0.0335497-0j 1.86311e-05-0j 0.00109992-0j 0.0180161-0j 8.89704e-05-0j -0.00546524-0j -4.77769e-05-0j -0.00607154-0j 1.61011e-05-0j 0.0301682-0j -8.00028e-05-0j -7.5331e-06-0j -0.00854617-0j 0.00014778-0j 2.4435e-05-0j -0.00142993-0j 1.77191e-06-0j -6.59147e-06-0j 0.0277211-0j -4.39431e-06-0j -3.14767e-05-0j -0.000479351-0j 0.00463826-0j 2.25372e-05-0j -0.0074779-0j -5.74752e-06-0j -0.00498527-0j -2.71884e-06-0j 0.000129307-0j -5.3706e-06-0j -0.0357097-0j 8.62048e-05-0j -2.2488e-05-0j 0.00061749-0j -0.00125119-0j -0.000834128-0j 0.025568-0j -0.0059749-0j 1.55042e-06-0j 3.86146e-05-0j -0.00044212-0j -0.00308448-0j 1.03361e-06-0j -0.00609285-0j 7.40383e-06-0j -2.27669e-05-0j 5.33365e-05-0j 0.00427801-0j -0.0255123-0j 0.000105357-0j -0.000516091-0j 0.000441156-0j -5.30111e-06-0j 0.0438076-0j -0.00101945-0j -0.00426868-0j -0.000757517-0j 6.39516e-07-0j 1.26325e-06-0j -0.0258287-0j 0.00732983-0j 0.000446627-0j 5.28955e-06-0j -0.00432162-0j -9.08279e-06-0j 5.35515e-06-0j 
3.81148e-05-0j 3.96144e-05-0j 0.000439246-0j 0.000509767-0j 0.000284675-0j 0.000540795-0j -0.00180531-0j -0.000609065-0j -0.00113709-0j 0.00203321-0j 0.000536024-0j 0.00379588-0j -0.00178938-0j 0.00107626-0j -0.00359283-0j -2.04829e-06-0j -0.00663278-0j -0.00041107-0j 2.23361e-06-0j 1.83542e-06-0j 0.00723289-0j 1.90763e-06-0j 0.000448262-0j -4.69646e-06-0j 0.00594346-0j 0.0061773-0j 0.000368349-0j 1.18954e-06-0j -0.0152081-0j 0.000382841-0j -4.56893e-06-0j -0.000942527-0j 0.00385195-0j 0.000238727-0j -0.0147951-0j -0.000916935-0j -1.61424e-06-0j 2.564e-05-0j -0.00301162-0j 1.72472e-06-0j 0.0287354-0j -5.4373e-05-0j 1.37225e-06-0j -2.73949e-05-0j -9.41638e-07-0j 1.42624e-06-0j 0.00321775-0j -0.0307022-0j -1.54548e-06-0j -2.17963e-05-0j 5.80945e-05-0j 1.49567e-05-0j 2.86329e-06-0j 0.00256015-0j -8.63059e-07-0j -2.26539e-05-0j -0.00175678-0j -2.99885e-06-0j 0.00266088-0j -0.0244277-0j 0.0167623-0j 2.45479e-05-0j -0.0253888-0j 4.6222e-05-0j 2.73098e-06-0j -0.00288334-0j -4.54795e-05-0j -3.17176e-05-0j 1.37086e-05-0j 4.80405e-05-0j -2.8203e-06-0j 0.00534192-0j 0.0275114-0j 4.76327e-05-0j -0.00161018-0j -0.05097-0j -0.00559483-0j -5.2057e-05-0j -4.3378e-05-0j 0.0153635-0j 0.0533831-0j 0.00509508-0j 9.64452e-05-0j -2.90708e-05-0j 4.47967e-05-0j -0.0486148-0j -0.00526171-0j -0.000101011-0j 0.0502047-0j 9.19887e-05-0j -9.49971e-05-0j 
