0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
0.00212026-0.0241482j -0.0290388-0.0011988j -0.00277705-0.0193461j 0.0106997+0.00173607j 0.00150509-0.00729976j -0.00624675+9.60307e-05j 0.0137291-0.000678648j 0.0223259+0.0134802j -0.00145686-0.000822566j 0.0121293-0.00480332j 0.00523555+0.00444325j -0.00298556+0.0174114j 0.00306462+0.0069073j -0.0103242+0.0128892j -0.00830411-0.0121087j -0.000571421+0.0113354j -0.00320534-0.00920757j -0.00522365+0.0119478j 0.00368123+0.00539906j 0.00907407+0.00124838j -0.000946015-0.00479668j 0.003495+0.00446896j -0.0109267-0.00830119j 0.00819904-0.0010921j -0.006699-0.00572784j -0.00822059+0.00382426j 0.004238+0.00221929j -0.00213981-0.0124281j 0.00506338-0.00339311j -0.00354789+0.00249026j 0.00761471+0.00972002j -0.0017556-0.00333385j -0.000164716+0.00248976j 0.0099951+0.00536659j -0.000723871-0.00729323j -0.0095391-0.00487212j -0.00787765-0.00858501j 0.00162073+0.00433239j -0.0120206+0.0110245j -0.00103744-0.00315023j 0.00430167+0.00216401j 0.00352541-0.0157184j 0.0147693-0.00136468j -0.000835943-0.00316259j 0.00401416-0.00467731j 0.00708946-0.000905923j 0.00749846-0.00555906j 0.000692371+0.00960105j 0.00449027-0.00401986j -0.0081357-0.000409647j -0.00914384+0.00247156j -0.00278641+0.0015168j 0.00167837+0.0201701j -0.00270078-0.00135663j 0.00314787-0.0144559j -0.0136363-0.0105441j -0.000742523-0.000611338j -0.00239481-0.0159586j -0.0013467+0.000358843j 0.0122166+0.00839646j -0.00449786+0.00398234j 0.0258437-0.0115792j 0.017804-0.00810906j -0.0102889+0.00505339j 7.95514e-05-0.0026668j 0.0108553-0.011712j -0.00407307+0.00167872j 0.0281844-5.15687e-05j -0.00318082+0.023237j 
-0.00323018+0.0168418j 0.0221675+0.00259727j 0.00191939+0.0255135j -0.0211627+0.000596293j 0.00219259-0.00609182j -0.00497008+0.00245683j -0.00373519+0.011211j -0.0152107+0.00270632j 0.0124507-0.00340084j -0.00711618+0.000989478j -0.00626475-0.00858697j -0.000599366-0.0103798j 0.00291463+0.00120794j 0.00110272-0.00203995j 0.00563614+0.00459356j -0.003622-0.00209295j -0.00394246+0.00207124j -0.00239949-0.00286564j -0.00851184+0.00121238j -0.00263089-0.00286954j 0.00498112+0.00322678j -0.000756351-0.00543739j 0.00771731+0.00904671j -0.00361018-0.00214653j -0.00212887+0.00436126j -0.00183285-0.00921791j -0.00186279+0.000925525j -0.00204283+0.0023621j 0.00257233+0.00226874j 0.000984662-0.000900945j -0.000594338-0.00507012j -0.00285276-0.00064615j 0.00363757-0.0025616j -0.00146134-0.00572881j -0.00230798+0.00181815j 0.00617911+0.000609179j -0.000403854+0.00251473j -0.000906542+0.000650663j 0.00394245+0.000272288j 0.00354041+0.000706789j -0.00470789-0.00811554j -0.00408546+0.00605439j -0.00216456-0.00157192j 0.00322603-0.00188376j 0.000467798+0.00499083j 0.000350728+0.00168826j -0.00320684+0.00142096j -0.000696095-0.00502498j -0.00545028+0.0138793j 0.000925847+0.00235418j 0.00719922-0.00838507j 0.00255648+0.00753579j 0.00509747-0.0123721j -0.00018089+0.00787463j -0.000412945+0.00474085j 0.0188374+0.000404062j -0.00259289+0.00107042j -0.011515+0.00852507j -0.000865623+0.00365574j 0.00220654+0.00772997j -0.0066515+0.00410675j -0.0087665+0.0113651j 0.00530647-0.00363676j -0.00648548-0.0152029j -0.010262+0.0110921j -0.00894088+0.0176293j -0.00155844-0.0236228j -0.0222374-0.00861959j 0.00863554-0.017099j 
-0.00466698-0.00171648j -0.00382056+0.00426906j 0.00253213-0.0119062j 0.0103636+0.00203265j 0.000401491+0.00740456j 0.00685648-0.0100512j -0.00977087-0.0101803j 0.00657854-0.00629293j -0.00204815-0.00606222j -0.00406403+0.00289975j -0.00396243-0.00288366j 0.00451554-0.00757222j -0.00941616+0.000404008j 0.00478335-0.0151955j 0.00351146+0.00760512j 0.00308953-0.00476552j 0.00108935-0.000735395j 0.00305287-0.00146107j 0.00715829+0.00162435j -0.00369186+0.00223648j -0.000999416-0.00377056j 0.00527521+0.00502704j 0.00896071+0.00508253j 0.00141528+0.00410837j 0.00458923+0.00179397j 0.00855918+0.00154036j -0.00561977-0.000648935j 0.00402846+0.00327367j -0.00279433+0.0014749j 0.00656376+0.00117879j -0.00375313-0.0120818j 0.00467784-0.00261015j 8.6507e-05+0.000695224j -0.00812773-0.00115102j 0.00345942+0.00100782j 0.000916381+0.00324762j 0.00631913-0.00146884j -0.00488756-0.00237698j 0.00167578-0.0121104j 0.00408205+0.00313685j 0.00117073-0.00131791j -0.00335898+0.00395978j -0.00197306+0.00504281j 0.00267268+0.00282378j -0.00501493-0.00506693j 0.0021297-0.00138515j -1.04987e-05-0.00142991j -0.0146312-0.00109712j -0.00654886-0.00631999j 0.0025265+0.00430724j -0.01228+0.00776842j -0.00322023-0.00178276j 0.00277282-0.00837897j 0.00329992+0.00136403j -0.00768212+0.00809243j 0.00804608+0.00475908j 0.00757353+0.000354496j 0.000878862+0.0107721j 0.00164171-0.00626328j -0.0100745+0.00148033j 0.00789911-0.00784172j 0.00375222+0.000331388j -0.00939257+0.00872143j 0.00713968+0.00526942j -0.00502524-0.000904699j 0.00934628+0.00240827j -0.0044323+0.016264j 0.00327434+0.00399325j 0.0020204-6.76799e-05j 
-0.0105707-0.0237252j -0.0270561+0.00946792j 0.0108945-0.0194365j 0.0100245+0.0129116j 0.00611248+0.00100828j -0.010377-0.00125474j 0.0136419+0.00879258j 0.0104366+0.0136049j -0.00372413-0.00676278j 0.00600215+0.000519356j -0.00321776+0.00138197j 0.00188177+0.0123609j 0.00481087+0.00333257j -0.0118978+0.00719243j -0.000734799-0.00558714j 0.00205921+0.00210015j 0.000927764-0.0148328j 0.00299163+0.00205529j 0.0100319+0.00569624j -0.00249159+0.00125391j -0.0138886-0.00884775j 0.0084942+0.00463953j 8.78103e-06-0.00146478j 0.00257733+0.00148207j -0.00605465-0.00773797j 0.0016847-0.00264349j 0.0102736-0.00111747j -0.0139105-0.00551396j 8.44345e-05-0.00482115j 5.94511e-05+0.000183966j 0.00970196+0.00170475j -0.00419627+0.00167207j -0.00359538+0.00148204j 0.00628439+0.000700097j -0.00735792-0.00164894j -0.00731471-0.00332602j -0.00321064-0.00451227j -0.00132454+0.00119296j -0.00913475+0.0106303j 0.005458-0.000509535j 0.00553073+0.00439412j 0.00528646-0.00956253j 0.0076126-0.00143244j 0.00596426+0.0114585j -0.00222295-0.00700643j 0.00599825-0.00534755j 0.00887293-0.00483464j 0.00111799+0.00638716j -0.00369957-0.00661694j -0.00494488+0.00381583j -0.00643561+0.00349666j 0.00355142+0.0092088j 0.00325657+0.00668772j 0.00211753-0.00632795j 0.000265771-0.0118686j -0.00839453-0.00554683j 0.0076101-0.003338j 0.00310733-0.0190727j 0.00400929-0.0048328j 0.00437938+0.00169567j -0.000870167+0.00955951j 0.0205364+0.000929922j 0.0077276+0.00913235j 0.0049923-0.0067701j -0.00104238-0.00819433j 0.0182589+0.0069361j -0.00874347+0.025358j 0.0288577-0.00515969j 0.00767044+0.0262908j 
-0.015991-0.00565931j -0.00332536+0.0146197j 0.0168576+0.0191792j -0.0204457+0.0167039j 0.0102161-0.0172285j -0.0297244-0.0101744j 0.00436436+0.0225135j 0.00512469+0.0213475j 0.0169513-0.0181708j 0.00193049-0.0089639j -0.0127377-0.0171583j 0.0032977+0.00521377j 0.0111309+0.000899888j -0.0119142-0.0010523j 0.00997677-0.0126415j 0.00291209-0.0093988j -0.00228656-0.0181461j -0.00205807-0.012206j 0.00614911-0.0107986j 0.00912312+0.00199785j -0.0140286+0.00177469j -4.55611e-05+0.00111916j 0.0124276+0.0134836j -0.00109882+0.00105214j -0.00990893+0.00500743j 0.00588018-0.0169656j 0.0131481-0.00047334j -0.00951012+0.0015316j 0.00203804-0.00226076j 0.0113604+0.000275318j 0.0132477-0.00298999j -0.00723312+0.00188876j -0.00425166-0.00300468j 0.00759479-0.0101354j -0.00112987+0.00117182j 0.000173694+0.00420403j 0.00992826-0.00127987j 0.0082201-0.00175802j 0.00386723+0.00722534j 0.0121094+0.00350819j 0.0144136-0.00979123j -0.0101208-0.00685039j -0.000364062-0.00192811j 0.0120095+0.00300076j 0.00656237-0.0140787j 0.00158984+0.00267146j 0.0198671-0.0137117j -0.00277603-0.00299268j -0.0156718+0.0124613j -0.0100047-0.00535467j 0.00545849+0.0072022j 0.0142259+0.0132986j -0.00546411-0.0108886j 0.00494285-0.0150858j 0.00829466-0.0154072j 0.0031724-0.00483876j 0.0132837+0.00567331j -0.0110115-0.0162364j -0.000399293-0.0153352j 0.0135006+0.0238649j -0.00736761+0.0122316j 0.0104196+0.00101125j 0.0201734+0.0138679j -0.00237997-0.0107209j -0.00832296+0.0235334j -0.00420027+0.0290104j -0.0240514-0.00472852j 0.00520086-0.0157708j 0.0206069+0.00572398j 
-0.0013142+0.000225489j 0.00409678+0.00348873j -0.00237021+0.0161108j -0.0129275-0.00535712j -0.00212021-0.0153002j -0.0134883+0.0139093j 0.0156961+0.0114966j 0.00398883+0.00828515j 0.0129818-0.0087252j -0.00507102-0.0173486j -0.00137943-0.00191662j -0.00309824-0.00120528j -0.00186871+0.00487844j 0.00307192-0.00252702j 0.00247017-0.00891629j 0.0031784-0.00182665j -0.00105499-0.00268921j -0.00468838+7.1044e-06j -0.00159398+0.000569014j 0.00388897+0.00254867j -0.00550843+0.00736361j -0.00469308+0.00316338j 0.00265847+0.00635024j -0.000977942+0.00273087j -0.00666525-0.00305402j -0.00390875-0.00880209j 0.00296237+0.0017686j -0.00133211-0.00206312j 0.00399755+0.00421465j 0.00607145+0.000433056j 0.00247361-0.00186104j -0.00361872-0.000981533j 0.00289868+0.000132003j 3.23963e-05-0.00422568j 0.00568645-0.00351802j 0.00479819-0.000414948j 0.00554859+0.00101893j 0.00230593-0.00189575j -0.00234768+0.00181537j -0.0017771+0.00658564j 0.00434593+0.000312048j 0.00146674+0.00118377j 0.0062189-0.00483731j 0.00231715+0.000658048j 0.00643458-0.00505133j -0.00130889-0.00185427j -0.00251595+0.00214935j -0.00097573+0.00608407j -0.00247331+0.00528226j -0.00797564+0.007459j -0.00131692-0.00670688j 0.00683541-0.0049398j -0.00138529+0.0040594j 0.00175598-0.00184509j -0.000439688-0.00341379j 0.00319228-0.00383702j 0.00217069-0.00515415j 0.000911331-0.00431906j -0.000304433-0.000366273j 0.00102573+0.0130812j -0.020823-0.0140222j 0.00537248-0.0032312j 0.00540614-0.00869236j -0.0118739-0.0196951j -0.0125935+0.0101021j -0.0131503+0.00657962j -0.0156678-0.0132685j -0.000289083-0.00829204j 0.004899-1.55879e-05j 
-0.0197314-0.0120222j -0.0171432+0.0198251j 0.0296992-0.0270367j 0.0157533+0.0282057j 0.0130131+0.0140382j 0.00560831-0.03107j -0.00957616-0.00111465j 0.000221039+0.00385869j -0.0141459-0.0105901j -0.00160546+0.0240338j -0.0068588-0.00575523j 0.00955477+1.65757e-06j 0.00128589-0.00540365j -0.00789372-0.00143528j 0.00986014+0.00869852j -0.000183611-0.00759413j 0.00403211-0.0100603j 0.0132561-0.00564163j 0.0116964+0.00407313j -0.0139025-0.000124059j -0.0175569-0.0166778j 0.0104187+0.00206211j 0.0124774+0.00266686j 0.00271598+0.00441568j 0.0038196+0.00509663j 0.00900728-0.00266397j 0.00171265-0.000135675j -0.0126333+0.00348806j -0.0101448-0.00875126j 0.00664562-0.0026816j 0.00414136-0.0120145j 0.00584252+0.00241116j -0.00501457-0.00257051j -0.0018662-6.76324e-05j -0.00913469+0.0071456j -0.0106855-0.000130922j -0.00419355-0.00540007j -0.00795657+0.00159578j 0.00903552+0.00314653j 0.013323-0.002436j -0.00338702+0.000488186j -0.0114529-0.00626928j -0.0114105+0.0020228j 0.0055255+0.0220619j -0.00863804-0.00357114j 0.00388364-0.00592462j 0.0131437-0.0132616j 0.000930297-0.00146686j -0.00444168-0.00656588j 0.00761297-0.00625761j -0.00275293+0.0148238j -0.00331054+0.0100983j 0.00258193-0.0095298j 0.000365272-0.00854225j 0.00729582+0.00702052j 0.00533064-0.0029198j 0.0121971-0.00239758j -0.0021143-0.0143419j 0.00996474-0.0207148j 0.000167216-0.0121433j 0.011224+0.0151531j 0.00791442+0.0164557j -0.00899628+0.0348161j 0.028566+0.00974376j -0.00219284-0.0256846j 0.0280721+0.00425215j -0.0135149+0.0406705j 0.0136542-0.0116939j 0.00998874+0.0162095j 
-0.002953-0.00983375j -0.0136592+0.00171172j 0.0112233-0.0190627j 0.014479+0.00863107j 0.00248805+0.0145503j 0.00212952-0.000737552j 0.0136751+0.0038829j -0.00847852-0.00296679j -0.0152092+0.00657031j 0.00841719+0.0210533j 0.00898144-0.00170161j 0.0080974+0.0101094j 0.0111914+0.00165624j -0.0128206+0.013429j -0.00293511+0.000128743j -0.0064095+0.00809297j 0.00198395-0.0106814j -0.00103554+0.0064187j -0.00229617-0.00225381j -0.00668061+0.000216152j -0.00302321-0.0109814j -0.0046918+0.000748087j -0.00683723-0.00526517j -0.00295426-0.00291008j -0.000762757+0.00736612j 0.00241507+0.00668074j 0.00389194+0.00584712j -0.0119371-0.00486302j -0.00463049-0.0100065j -0.00428878-0.00386346j 0.00736173+0.0131426j 0.00244814+0.00820307j -0.00605397-0.00387767j 0.00507758+0.00571684j -0.00876254-0.00146242j -0.00739346-0.00340039j -0.00167185+0.000794887j -0.00063666+0.00829053j -0.00328097+0.016797j 0.00785846-0.00698064j 0.0005838+0.00916641j 0.0077926-0.0112797j 0.00862176+0.00202094j 0.000562338+0.00662521j -0.00469987+0.000174846j 0.00171359+0.00287603j 0.0109082-0.00835825j 0.00494474+0.000905157j -0.00111993-0.00984169j 0.00676058-0.00427811j 0.00131582-0.00243456j -0.0112644+0.00147532j 0.00169988+0.00219112j 0.000929805+0.00137486j 0.0088216-0.000924493j -0.0114376-0.0185782j 0.00370372+1.07361e-05j 0.00727819-0.00470393j 0.00843579-0.00399542j 0.00869244-0.0102879j 0.0200768+0.0195314j -0.0129441+0.00323344j 0.0107532-0.00310658j 0.00927443-0.00432744j -0.00720045-0.0185976j 0.0144372-0.00450473j 0.00452517+0.0131702j 0.0150499+0.00128159j 0.00715822+0.0114825j 
-0.0160195-0.0123162j -0.0169763+0.0162945j 0.0156263-0.00253739j -0.00108156+0.0174574j 0.00998878+0.000346888j -0.0133148-0.00755616j 0.0137334+0.014491j 0.00431224+0.0176337j 0.00258859-0.00577644j 0.00515475+0.000379738j -0.00429019+0.0022952j 0.00418914+0.00422985j 0.000296743+0.0076222j -0.0129212+0.00730882j 0.00471544-0.00654762j -0.000377175-0.00153895j 0.00161125-0.0157961j 0.00481542-0.00161878j 0.0105809+0.00558297j -0.0031624-0.000804065j -0.00737838-0.00707418j 0.00723881+0.00362019j 0.00463312+0.00449838j 0.00399108+0.000743172j -0.00488711-0.00371144j 0.00299024-0.0114361j 0.00622739+0.00187319j -0.0132602-0.0058873j -0.000470573-0.00116916j 0.00377942-0.00708749j 0.0103352-0.0013086j -0.003582+0.00376642j -0.00226767+0.00119159j 0.00270886-0.0072662j -0.00755381-0.00340257j -0.0070751-0.00622826j -0.00497575-0.00131908j -0.0011741-0.00147729j -0.00720968+0.0107064j 0.00937207+0.00574124j 0.00549393+0.00220491j -0.00204949-0.00439462j 0.00272957-0.00316307j 0.0043081+0.0150578j 0.000593775-0.00865731j 0.00588007-7.94303e-05j 0.00838216-0.00882108j -0.0073517+0.00226502j -0.0061815-0.00378588j -0.00410956+0.00208033j -0.00647237+0.00145795j 0.00757709+0.0152699j 0.00097495+0.000875052j 0.000479022-0.00346649j 0.00935285-0.00797932j 0.00221872-0.00275589j 0.00298195-0.00326026j -0.0077853-0.0143637j 0.00599769-0.0035508j 0.0161133+0.0054435j 0.0011714+0.00653306j 0.0184555+0.00902753j 0.0109963+0.0134097j 0.000624104-0.00371054j -0.011095-0.00561499j 0.0170813+0.0120541j -0.0168872+0.0222342j 0.0207748-0.0124481j 0.0184503+0.019474j 
-0.00902233+0.0289829j 0.0384779+0.00956738j 0.0181717+0.0355386j -0.0247947+0.0106082j -0.000728099-0.00402459j -0.00344395-0.00570098j -0.0137582+0.00789984j -0.0167272+0.00200129j 0.0110418-0.0134197j -0.0177663+0.00289969j -0.0152475-0.017937j 0.00439909-0.0205712j 0.000594462-0.00467919j 0.00782348-0.0162747j 0.0146486+0.0123709j 0.000983505-0.0139979j 0.000902852+0.00319225j 0.00545038-0.0144248j -0.00712432-0.00338532j -0.00720024+0.00285037j -0.00346932-0.0012589j 0.00604779+4.81766e-06j 0.0234586+0.0164457j 0.000451266+0.00152704j 0.00264868+0.0111069j 0.00469546-0.0132936j -0.00184645+0.000460552j -0.00233078+0.0149832j -0.00117765+0.00538642j 0.0152179-0.00502642j 0.000214314-0.0205107j 0.000425871-0.00405292j 0.00235674-0.00776212j -0.00645658-0.0035067j 0.00267066+0.00952095j 0.0111124+0.00373686j 0.00520092-0.000993568j -0.00164706-0.00133531j 0.0167853-0.00695196j 0.00863004+0.00110357j 0.000829714-0.0172185j -0.0149475+0.0127751j -0.0118163-0.00673757j 0.00850359+0.0115744j -0.0062256+0.00162089j -0.00860844+0.0077208j 0.00220657-0.00318575j -0.00604973-0.00370871j -0.0096716+0.0109007j 0.00460661-0.00354584j 0.0110993+0.00316598j -0.000988853-0.00202318j 0.000112543-0.0232374j -0.000271034-0.00554141j 0.00176957+0.0167007j 0.0263365+0.00167416j 0.00086222+0.000297674j -0.00888944+0.00464566j -0.00405095-0.00877422j -0.0166389+0.00410466j -0.0109257-0.00506685j -0.0139799+0.0138173j -0.00539144+0.00764337j 0.0152069-0.012473j -0.0161933-0.00256828j -0.00856797+0.00779358j -0.0270863-0.0288861j -0.0413405-0.0247222j 0.00907369-0.0308051j 
0.0116639-0.0202185j -0.0231216-0.0114362j -0.00467559-0.0270304j 0.0185158-0.00311965j -0.0117691+0.016241j 0.0211145+0.00287728j 0.00402196-0.0115968j 0.0133565-0.0153617j -0.0161482+0.0222397j 0.0232652+0.00639773j 0.0148013+0.00638468j 0.00818404+0.0155888j -0.0118876+0.000982274j -0.00512539+0.00522078j -0.00571709-0.00525994j -0.00295559+0.00711261j 0.00216282+0.00102978j -0.00759344+0.0147138j 0.000161876+0.0010952j 0.00477643-8.83997e-05j -0.000669417-0.00262438j -0.00753317+0.00550938j -0.00937891-0.012855j -0.00290483+0.00257038j -0.000874574-0.00516886j 0.000377213+0.0103444j 0.0121468-0.00247082j -0.00439441-0.0126136j 0.00081883-0.00757341j -0.000654883-0.00570995j 0.00800074+0.0171352j -0.00287385+0.0118811j -0.0041253+0.00695284j 0.00761503+0.0063441j -0.000592308+0.00049731j -0.0131124-0.00379078j -0.0022055-0.00392473j -0.00171849-0.00143106j -0.00482821+0.00349782j -0.00219436-0.000241785j -0.00439667+0.0127018j 0.0108737-0.0134026j 0.00954802+0.00344593j -0.00680557-0.0023715j -0.00104474-0.00303065j 0.00449331-0.011378j -0.00147831+0.00192325j 0.0006056-0.0039449j 0.0119524-0.00506638j 7.93526e-05-0.00460623j -0.00238199+0.00420838j 0.000724925+0.00366145j -0.00610911+0.0112412j 0.00811811-0.00421913j 0.00900667+0.00822051j -0.0117361-0.0211968j -0.0111781+0.0078627j 0.00450421-0.00730475j 0.00176729+0.00721758j -0.00197981-0.023081j 0.0103506-0.00170608j -7.04383e-05-0.0118299j 0.00371486-0.0102754j -0.00204724+0.00439869j 0.0201781-0.0121077j 0.00318559-0.0146922j 0.027554+0.0320259j 0.0147063+0.0158391j -0.00602735+0.0236944j 
0.0152131+0.0061868j 0.00257577-0.0151215j -0.00897254-0.013225j 0.0142347-0.0138598j -0.00134301+0.0263193j 0.0272886-0.00306386j -0.00511972-0.0193028j -0.0130006-0.019672j -0.0202341+0.0176672j 0.00674279+0.01645j 0.0202092+0.0120919j -0.00528207+0.000607581j -0.00698922+0.00374593j 0.00843252+0.00559015j -0.0123586+0.00661795j -0.00342567+0.00971166j -0.00587394+0.0128481j 0.0032943+0.0203414j -0.00636306+0.00803516j -0.014091-0.0180349j 0.0089618+0.0069373j -0.0106579-0.00943263j -0.0170045-0.00890367j -0.00566064-0.00141252j 0.0110267-0.000224312j -0.00839696+0.0140248j -0.00439543-0.00303608j 0.00404299-0.00777417j -0.0098071+0.00259553j -0.0125449+0.00362733j -0.0172124+0.0137263j 0.00501119+0.00267674j -0.00759184+0.00533044j -0.000889416+0.00383768j -0.00489678-0.00314662j 0.00173295-0.000235272j -0.00324748+0.00127664j -0.00238557+0.00265926j -0.00575018-0.0064275j -0.0127268-0.00793439j -0.0111442+0.00478511j 0.0172822+0.00552262j 0.00448354+0.00437422j -0.00361236-0.0117612j -0.00807388+0.00644603j -0.00279223+0.00170027j -0.0139964+0.00554761j 0.00175317-0.00161706j 0.0031482-0.0140276j 0.00272+0.00289728j 0.00401359-0.00907788j -0.0180216-0.00853425j 0.000968869+0.00633304j -0.0103773+0.00813377j -0.0191412+0.00576543j -0.00704688-0.0149398j -0.00350971-0.0118212j 0.00842088+0.009868j 0.00494825+0.0058779j 0.00122086-0.0252979j 0.0143542-0.00254354j -0.0136624-0.000454604j -0.0197295-0.00378902j -0.004444+0.018125j -0.00239273-0.0128849j 0.00530141-0.0256509j 0.0277645-0.00782508j 0.00315702+0.0188214j -0.0154505-0.013299j 
-0.00564625-0.023681j -0.031087+0.00835778j 0.00758469-0.0302515j 0.0148756+0.010064j 0.0150684-0.00104845j 0.00131927-0.0123925j 0.00360282-0.00363316j 0.018919+0.0115036j -0.00119965-0.00748746j 0.00754675+0.00169157j 9.40044e-05-0.00141033j 0.00541513+0.0130148j -0.00367489+0.00129365j -0.0130911+0.000289038j -0.00231325-0.0104285j 0.000113619+0.00228547j 0.00676256-0.0104644j 0.0020268+0.00302183j 0.00799177+0.0146922j 0.000976944-0.000823856j -0.00641962-0.0097227j 0.00335479+0.00787808j -0.000144718-0.00172352j -0.00159374+0.00855736j -0.00589474-0.00173897j 0.0010798-0.00244283j -0.00164081+0.00561328j -0.00566977-0.00846535j 0.00442146-0.00736349j 0.00328234+0.00515728j -0.00207472-0.00322091j -0.00233236+0.00215098j 0.000186449-0.00335629j 0.00413561-0.00221632j -0.00177733-0.000559213j -0.00602937-0.00401287j -0.0021842-0.0040732j -0.00497514+0.002208j 0.00183295+0.00164008j 0.00664787+0.00154383j 0.00241249+0.00467048j -0.00704753-0.0108771j -0.00355764+0.00292758j 0.00653894+0.0110384j 0.00821043-0.00810137j -0.00454061-0.0136472j 0.00744982+0.00102231j -0.00779571+0.00340799j 0.00731368-0.00221228j 0.0018364-0.00554678j -0.0101315+0.00489777j -0.00128005-0.0055789j 0.00843668+0.00672184j 0.003768-0.0125922j -0.00120512-0.00589288j -0.0114781+0.00726592j 0.0172351+0.00763277j 0.000221551-0.0165056j 0.0011315-0.00798768j 0.0174257+0.00492197j -0.00218759-0.00141442j 0.0195007-0.0046819j 0.0112273+0.0111127j 0.00525026-0.00347246j 0.00740236+0.00669003j 0.0156576-0.00821585j -0.0108032+0.0348578j 0.0287239-0.00966093j -0.00404623+0.0266182j 
-0.00916891+0.0051642j 0.00325444+0.00985859j 0.0190676+0.000168865j 6.96169e-05+0.0172408j 0.000992858+0.00927746j -0.000970264-0.00254359j -0.00476032+0.00835992j -0.0154227+0.00160801j -0.00814058+0.00258893j -0.00375587+0.0143517j -0.00267091-0.00441292j 0.00677661-0.00892453j 0.0052767-0.00389801j -0.00360132+7.14642e-05j 0.00682029+0.0118676j 0.00119882-0.00822641j -9.58985e-05-0.00596862j 0.00967824-0.0118491j 0.000245127-0.000594193j -0.00884812+0.00157832j -0.00925511-0.0106055j 0.000944604+0.00375839j 0.0120434+0.00496803j -0.00506229+0.00107037j 0.00369182-0.00351969j 0.00757821-0.00440568j 0.00599953-0.00608358j -0.012479+0.00657265j -0.00637972-0.00457035j 0.00465132-0.00523816j 0.00252905-0.00259844j -0.00158371+0.00526397j -0.00160785-0.00101083j -0.00666127-0.00375935j -0.00531972+0.00415419j -0.00113317-0.00371625j -0.00106206+0.00164747j 0.0028462+0.00309828j 0.00968774+0.00183087j 0.00590101-0.00209718j 0.00110893+0.000974733j 8.95189e-05+0.00636211j -0.0118321-0.00250889j 0.00732884+0.0148145j -0.00386605+0.000659129j -0.00399602+0.008223j 0.00564688-0.00502336j 0.00571658-0.00330019j -0.00588859-0.00502562j 0.00464836-0.00355542j 0.0102737+0.00714612j -0.00788297+0.0105293j -0.000631769-0.0213889j -0.00647525-0.00979441j 0.00441737+0.00087832j 0.0032282+0.00682637j 0.0113356+0.00255728j 0.0105571-0.000264317j 0.0124004-0.00861049j 0.00184315-0.0114398j 0.0121452+0.0172206j -0.00890305+0.011867j 0.00182246+0.0128251j 0.0254497-0.00125748j -0.00444883-0.0121098j 0.0241955+0.00908778j -0.00719974+0.000860232j 0.00376328-0.0136342j 0.00674075-0.00942195j 
