-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
1.30944e-05-0j 1.38184e-05-0j -9.85495e-06-0j 1.03542e-05-0j 8.82006e-06-0j -1.04957e-05-0j 6.36666e-06-0j -2.37238e-05-0j 7.74675e-06-0j 9.45204e-06-0j 5.40116e-06-0j -1.69205e-05-0j -7.95333e-06-0j 3.41142e-06-0j -2.56246e-05-0j 8.45416e-06-0j -6.87103e-06-0j 7.21911e-06-0j -1.82762e-05-0j 1.88205e-05-0j -4.95977e-06-0j -4.45294e-06-0j 4.45573e-06-0j -1.97739e-05-0j 1.64787e-06-0j 4.67852e-06-0j -1.75049e-05-0j -7.49847e-06-0j -2.54843e-05-0j -1.3467e-05-0j 4.54856e-06-0j 2.08305e-05-0j -1.41034e-05-0j 4.93159e-06-0j -1.26357e-05-0j -2.70634e-06-0j -3.27395e-05-0j -1.24851e-05-0j 7.34174e-07-0j 5.86085e-05-0j -5.86848e-06-0j 1.09786e-05-0j 2.75484e-05-0j -1.49053e-05-0j 2.51717e-06-0j 1.06111e-06-0j -1.15348e-05-0j -1.18163e-05-0j -9.01219e-06-0j 4.12979e-05-0j -1.33957e-06-0j -2.52539e-06-0j 2.41807e-05-0j 1.12073e-05-0j 3.07127e-07-0j -7.85576e-06-0j 1.5319e-06-0j 3.48628e-05-0j -3.72361e-06-0j -8.22696e-06-0j 1.49052e-05-0j -9.6341e-06-0j -1.5787e-06-0j 1.80895e-06-0j -2.39617e-06-0j -8.01942e-06-0j 4.28268e-07-0j -3.59178e-07-0j -4.85008e-06-0j -2.65579e-06-0j -3.47713e-06-0j -2.72408e-07-0j -1.2944e-06-0j 4.77014e-08-0j -2.56177e-07-0j -1.79502e-08-0j -4.69533e-09-0j 
0.000785827-0j -0.000796449-0j -0.00179785-0j -0.000620894-0j 0.000529314-0j 0.00183894-0j 0.000337603-0j 0.000486206-0j 0.000464902-0j -0.000544786-0j 0.000324137-0j 0.000295095-0j 0.0014498-0j 0.000959768-0j -0.000504374-0j -0.000487271-0j -0.00125349-0j -0.000432897-0j -0.000306122-0j -0.00117253-0j -0.000799492-0j -0.000812354-0j 0.0002674-0j -0.000404938-0j 0.00102988-0j -0.00028055-0j 0.000358754-0j 0.0013138-0j 0.00014181-0j 0.00203803-0j 0.000241195-0j 0.00124638-0j -0.000245771-0j -0.000284242-0j 0.000228818-0j -0.00231457-0j -0.000275216-0j 0.00021774-0j 0.000795792-0j 0.000149076-0j 0.00106975-0j -0.000683977-0j 0.000732411-0j -0.0021664-0j 0.000708179-0j 6.36798e-05-0j -0.000236214-0j 0.000484857-0j 0.000138878-0j -0.000236227-0j -0.00254498-0j 0.000442473-0j 0.00227885-0j -0.00061695-0j 0.000509279-0j 0.00118885-0j 8.12317e-05-0j -0.00180035-0j 0.000794733-0j -0.000143366-0j 0.00041617-0j -0.00255341-0j -0.00135017-0j -0.00203554-0j 0.00124043-0j 0.00107235-0j 0.000464212-0j 0.000287983-0j -0.00192647-0j 0.00048235-0j 0.00449844-0j -0.00137314-0j 0.00353807-0j 0.000150389-0j 0.000174787-0j -0.000222247-0j 1.45309e-05-0j 
-0.000366643-0j -0.000386915-0j 0.0014017-0j -0.000289917-0j -0.000246962-0j 0.00149284-0j -0.000178266-0j -0.000226849-0j -0.000216909-0j -0.000264657-0j -0.000151233-0j -0.00199644-0j 0.00113123-0j -9.55198e-05-0j -0.000245025-0j -0.000236716-0j 0.000977291-0j -0.000202135-0j -0.0021564-0j 0.000914172-0j 0.000705446-0j 0.000633357-0j -0.00012476-0j -0.00018908-0j -4.61404e-05-0j -0.000130999-0j -0.000167384-0j 0.00106653-0j -6.61642e-05-0j -0.000564968-0j -0.00012736-0j 0.0010118-0j -0.00166405-0j -0.000138085-0j -0.000120824-0j 0.000384932-0j -0.0001337-0j -0.0014731-0j -2.05569e-05-0j -0.00100856-0j 0.000834695-0j 0.000533267-0j 0.000571476-0j -0.000625305-0j -7.04807e-05-0j -2.97111e-05-0j -0.000110297-0j -4.82548e-05-0j -0.00106334-0j -0.00166405-0j 0.000190532-0j 0.000359195-0j 0.00220103-0j 0.000544377-0j -8.59955e-06-0j -0.000329565-0j -4.28932e-05-0j -0.00049947-0j -3.56055e-05-0j -0.000970693-0j -0.000600586-0j 0.00256787-0j 0.000224544-0j 8.78667e-05-0j 0.00369923-0j -0.000336431-0j -1.19915e-05-0j -3.4345e-06-0j 0.0038614-0j -0.000313355-0j 0.000926792-0j 3.87456e-05-0j -5.43026e-05-0j -1.33564e-06-0j -3.02261e-05-0j 2.55312e-06-0j 1.31469e-07-0j 
8.7296e-06-0j 9.21225e-06-0j 6.83199e-06-0j 6.90279e-06-0j -2.87454e-05-0j 7.27618e-06-0j 4.24444e-06-0j 5.40116e-06-0j 5.1645e-06-0j -3.08051e-05-0j 3.60078e-06-0j 3.85878e-06-0j 5.51369e-06-0j 2.27428e-06-0j 5.83392e-06-0j 5.6361e-06-0j -2.32864e-05-0j -2.35278e-05-0j 4.16796e-06-0j 4.45573e-06-0j 3.43839e-06-0j 3.08702e-06-0j 1.94887e-05-0j 4.50191e-06-0j 1.09858e-06-0j 3.11901e-06-0j -1.94828e-05-0j -2.54129e-05-0j 1.57534e-06-0j 1.8379e-06-0j -1.48242e-05-0j 4.93159e-06-0j 3.21632e-06-0j 2.157e-05-0j 2.87676e-06-0j 1.87619e-06-0j -1.55621e-05-0j -1.39192e-05-0j 4.89449e-07-0j 1.94938e-06-0j -1.98887e-05-0j 1.70526e-05-0j 2.78541e-06-0j 2.03418e-06-0j -8.20368e-06-0j 5.7635e-05-0j 1.72293e-05-0j 1.14892e-06-0j 2.05526e-06-0j -1.57234e-05-0j 9.28664e-07-0j 6.18856e-05-0j 8.04079e-07-0j -1.29712e-05-0j 2.04751e-07-0j 7.03383e-06-0j 3.60999e-05-0j 1.62482e-06-0j -4.14435e-06-0j 1.23092e-05-0j 1.16083e-06-0j -4.586e-06-0j 7.18037e-06-0j 4.28268e-07-0j 1.48325e-07-0j -5.35033e-06-0j 1.87318e-06-0j 8.17738e-08-0j 3.67087e-07-0j -2.96087e-06-0j 3.38576e-07-0j -9.23212e-07-0j 1.76652e-07-0j -1.55463e-07-0j 5.8422e-08-0j 1.24441e-08-0j 6.12217e-09-0j 
0.000149681-0j 3.12636e-06-0j -0.000112651-0j -0.000113673-0j -0.00019603-0j -2.37461e-06-0j -0.000141233-0j 9.26107e-05-0j 8.85527e-05-0j -4.15792e-06-0j 6.17404e-05-0j -0.000193418-0j 8.73153e-05-0j -0.0001139-0j 1.97986e-06-0j 1.91273e-06-0j 0.000152712-0j 0.000154097-0j -4.13494e-06-0j -7.34697e-05-0j 0.000110023-0j -5.09013e-05-0j -0.000248994-0j -7.4136e-05-0j -7.34829e-05-0j -5.13629e-05-0j -0.000132863-0j 3.29855e-06-0j 2.70114e-05-0j -0.000153941-0j 0.000196185-0j -1.60945e-06-0j 0.000154833-0j -5.45453e-06-0j -9.57235e-05-0j 9.0359e-05-0j -2.1005e-06-0j 0.000277486-0j -4.09649e-05-0j -9.7711e-05-0j -0.000125267-0j 0.000209514-0j 4.41101e-05-0j -3.37227e-06-0j 0.000163406-0j -0.000130723-0j 0.000211414-0j -5.75402e-05-0j 0.000199919-0j 6.20402e-06-0j 5.97349e-05-0j 4.47546e-06-0j -9.43945e-05-0j -0.000165078-0j -2.05781e-05-0j 0.000438994-0j 0.000266183-0j 0.000130707-0j 0.000110253-0j -0.000441539-0j 0.00016995-0j 4.23801e-06-0j -0.000257677-0j 3.44696e-05-0j -2.73905e-05-0j -0.000345887-0j 0.00011682-0j -9.59288e-06-0j 5.32464e-05-0j -0.000230263-0j 0.000116094-0j -3.54875e-05-0j 7.22239e-05-0j 8.29261e-06-0j 2.00348e-05-0j 1.80608e-06-0j -2.85598e-07-0j 
0.00060493-0j -0.00123885-0j 0.000473433-0j 0.000422658-0j -0.000792245-0j -0.000978488-0j 0.00112412-0j 0.000374281-0j 0.000357882-0j 0.00164761-0j 0.000249521-0j 0.0002674-0j 0.000337603-0j 0.000192838-0j -0.000784536-0j -0.000757934-0j -0.000641791-0j -0.000572961-0j -0.0005605-0j 0.000308766-0j 0.00091064-0j 0.00021392-0j -0.0010063-0j 0.000275652-0j -0.000956326-0j 0.000190977-0j -0.000536961-0j 0.00135921-0j 0.000109165-0j 0.00012736-0j -0.0015615-0j -0.000663192-0j 0.000196935-0j 0.0021614-0j 0.000761896-0j 0.000159083-0j 0.000832341-0j -0.000383624-0j -0.00146474-0j 0.000135085-0j -0.000484341-0j -0.000880512-0j 0.000170551-0j -0.000273553-0j -0.000276654-0j -0.000528311-0j -0.000786079-0j 9.7418e-05-0j 0.000544325-0j 0.000840967-0j -0.000808411-0j 0.00184417-0j 5.57199e-05-0j -0.00136631-0j -0.00136634-0j -0.000363192-0j -0.00211864-0j 9.94881e-05-0j 0.00143486-0j -0.000561602-0j 9.84276e-05-0j 0.000245282-0j -0.000453658-0j -0.00128165-0j 1.02784e-05-0j -0.000563576-0j 0.00417701-0j -0.00100612-0j 2.24767e-05-0j 0.00102511-0j 2.8708e-05-0j 0.00245026-0j -0.000528653-0j 0.00125367-0j -0.000718804-0j -0.000385528-0j -9.65202e-05-0j 
-1.32301e-05-0j 1.34089e-05-0j -1.03542e-05-0j 1.04533e-05-0j -8.91146e-06-0j 1.05909e-05-0j -5.68385e-06-0j 2.39696e-05-0j -7.82703e-06-0j 9.17195e-06-0j -5.45714e-06-0j -5.84815e-06-0j 8.34969e-06-0j -1.61585e-05-0j -2.48653e-05-0j 8.20364e-06-0j -7.21911e-06-0j 7.28821e-06-0j 6.06668e-06-0j 1.97739e-05-0j -4.60444e-06-0j -4.67852e-06-0j -4.50191e-06-0j -1.99632e-05-0j -1.73389e-05-0j 4.7233e-06-0j 1.76863e-05-0j 7.56647e-06-0j 2.57484e-05-0j -2.78541e-06-0j -4.06074e-06-0j -2.10194e-05-0j 4.87065e-06-0j 4.78546e-06-0j 1.12806e-05-0j -1.33301e-05-0j -3.17694e-05-0j -4.31514e-06-0j -1.33979e-05-0j 2.02565e-05-0j 6.16094e-06-0j 1.15348e-05-0j -2.89213e-05-0j 2.96085e-06-0j -1.19228e-05-0j -1.07211e-06-0j -1.16452e-05-0j 5.59692e-05-0j -2.75225e-06-0j -1.37085e-05-0j -1.46571e-05-0j 2.54829e-06-0j 3.56839e-06-0j 1.04044e-05-0j -8.57416e-06-0j -1.62482e-06-0j -1.36761e-06-0j -7.20509e-06-0j 3.91798e-05-0j 2.84121e-06-0j 2.41508e-05-0j 1.36544e-06-0j -7.7759e-06-0j 3.4328e-05-0j -2.24794e-07-0j -1.4656e-06-0j -7.81541e-06-0j 1.41973e-05-0j 5.559e-07-0j -9.55915e-06-0j -2.40555e-06-0j -7.90821e-06-0j -4.83554e-06-0j -2.53193e-06-0j -3.46389e-06-0j -1.27997e-06-0j -2.51573e-07-0j 
-5.97675e-07-0j -6.3072e-07-0j 4.49815e-07-0j -4.72602e-07-0j -4.02579e-07-0j 4.7906e-07-0j -2.90597e-07-0j 1.08284e-06-0j -3.53589e-07-0j -4.31424e-07-0j -2.46528e-07-0j 7.72312e-07-0j 3.63018e-07-0j -1.55709e-07-0j 1.1696e-06-0j -3.85878e-07-0j 3.13618e-07-0j -3.29506e-07-0j 8.34193e-07-0j -8.59034e-07-0j 2.26382e-07-0j 2.03248e-07-0j -2.03375e-07-0j 9.02551e-07-0j -7.52147e-08-0j -2.13544e-07-0j 7.98987e-07-0j 3.42257e-07-0j 1.16319e-06-0j 6.14683e-07-0j -2.07612e-07-0j -9.50776e-07-0j 6.43728e-07-0j -2.25095e-07-0j 5.76739e-07-0j 1.23527e-07-0j 1.49435e-06-0j 5.69862e-07-0j -3.35103e-08-0j -2.6751e-06-0j 2.67858e-07-0j -5.01103e-07-0j -1.25741e-06-0j 6.80329e-07-0j -1.14892e-07-0j -4.84328e-08-0j 5.26488e-07-0j 5.39339e-07-0j 4.11348e-07-0j -1.88498e-06-0j 6.11428e-08-0j 1.15268e-07-0j -1.10369e-06-0j -5.11543e-07-0j -1.40184e-08-0j 3.58565e-07-0j -6.99213e-08-0j -1.59126e-06-0j 1.69959e-07-0j 3.75508e-07-0j -6.80326e-07-0j 4.39735e-07-0j 7.20575e-08-0j -8.25671e-08-0j 1.0937e-07-0j 3.66035e-07-0j -1.95477e-08-0j 1.63942e-08-0j 2.21375e-07-0j 1.2122e-07-0j 1.58709e-07-0j 1.24337e-08-0j 5.90809e-08-0j -2.17726e-09-0j 1.16928e-08-0j 8.19311e-10-0j -3.70108e-09-0j 
-0.000458399-0j 0.00141293-0j 0.000344995-0j -0.00169928-0j -0.000308766-0j -0.00107319-0j -0.000272714-0j -0.00028362-0j -0.000271193-0j 0.000966474-0j -0.00018908-0j 0.000592341-0j 0.00130526-0j 0.00164346-0j 0.000894781-0j 0.000864441-0j 0.000240536-0j -0.00118476-0j -0.00186875-0j 0.000225001-0j 0.00021245-0j 0.000155885-0j -0.000155983-0j -0.00110825-0j 0.00107062-0j -0.000767815-0j -0.000209273-0j -0.000766722-0j -8.27225e-05-0j 0.000471444-0j -0.000194836-0j -0.000727376-0j 0.00231457-0j 0.000504257-0j -0.000184838-0j -0.00130379-0j 0.000488245-0j 0.000437068-0j -0.000788903-0j 0.00029924-0j 0.000963106-0j 0.000131251-0j 0.000659394-0j -0.00152407-0j 0.00121265-0j -3.71466e-05-0j -0.000646476-0j 0.000830245-0j 0.000386034-0j -0.00144207-0j -0.000870319-0j -0.000258222-0j 0.000289083-0j 0.000163943-0j -0.00215055-0j 0.000275009-0j -6.56184e-05-0j 0.00195391-0j 0.000826175-0j 0.00135017-0j -0.0024522-0j -0.00098509-0j -0.000760542-0j 0.000663816-0j 8.38835e-05-0j 0.000343509-0j -0.000460193-0j -0.00248018-0j 0.000795971-0j -0.00172547-0j -0.00167512-0j 0.00190744-0j 0.00139089-0j -0.00212701-0j 0.00517987-0j 0.00152129-0j -0.000544493-0j 
0.000641625-0j -0.000650298-0j -0.00146794-0j -0.000506958-0j 0.000432183-0j 0.00150149-0j 0.000275652-0j 0.000396985-0j 0.000379591-0j -0.000444816-0j 0.000264657-0j 0.000240944-0j 0.00118375-0j 0.000783648-0j -0.00041182-0j -0.000397855-0j -0.00102347-0j -0.000353459-0j -0.000249947-0j -0.000957368-0j -0.000652782-0j -0.000663284-0j 0.000218331-0j -0.000330631-0j 0.000840891-0j -0.000229068-0j 0.000292922-0j 0.00107272-0j 0.000115787-0j 0.00166405-0j 0.000196935-0j 0.00101767-0j -0.000200671-0j -0.000232082-0j 0.000186829-0j -0.00188984-0j -0.000224713-0j 0.000177784-0j 0.000649761-0j 0.00012172-0j 0.000873451-0j -0.000558465-0j 0.000598011-0j -0.00176885-0j 0.000578226-0j 5.19944e-05-0j -0.000192868-0j 0.000395884-0j 0.000113393-0j -0.000192879-0j -0.00207797-0j 0.000361277-0j 0.00186067-0j -0.000503737-0j 0.000415825-0j 0.000970693-0j 6.63254e-05-0j -0.00146998-0j 0.000648897-0j -0.000117058-0j 0.000339801-0j -0.00208485-0j -0.00110241-0j -0.00166201-0j 0.00101281-0j 0.000875569-0j 0.000379027-0j 0.000235137-0j -0.00157296-0j 0.000393838-0j 0.00367296-0j -0.00112116-0j 0.00288882-0j 0.000122792-0j 0.000142713-0j -0.000181464-0j 1.18644e-05-0j 
0.000129628-0j 2.70751e-06-0j -9.7559e-05-0j -9.84437e-05-0j -0.000169767-0j -2.05648e-06-0j -0.000122311-0j 8.02032e-05-0j 7.66889e-05-0j -3.60086e-06-0j 5.34688e-05-0j -0.000167505-0j 7.56173e-05-0j -9.86403e-05-0j 1.71461e-06-0j 1.65647e-06-0j 0.000132252-0j 0.000133452-0j -3.58096e-06-0j -6.36267e-05-0j 9.52831e-05-0j -4.40818e-05-0j -0.000215635-0j -6.42037e-05-0j -6.3638e-05-0j -4.44816e-05-0j -0.000115063-0j 2.85663e-06-0j 2.33926e-05-0j -0.000133317-0j 0.000169901-0j -1.39382e-06-0j 0.000134089-0j -4.72377e-06-0j -8.2899e-05-0j 7.82532e-05-0j -1.81909e-06-0j 0.00024031-0j -3.54766e-05-0j -8.46202e-05-0j -0.000108484-0j 0.000181445-0j 3.82005e-05-0j -2.92047e-06-0j 0.000141514-0j -0.000113209-0j 0.00018309-0j -4.98313e-05-0j 0.000173135-0j 5.37284e-06-0j 5.1732e-05-0j 3.87586e-06-0j -8.17481e-05-0j -0.000142962-0j -1.78212e-05-0j 0.00038018-0j 0.000230521-0j 0.000113195-0j 9.54817e-05-0j -0.000382384-0j 0.000147181-0j 3.67022e-06-0j -0.000223155-0j 2.98515e-05-0j -2.37209e-05-0j -0.000299547-0j 0.000101169-0j -8.30768e-06-0j 4.61127e-05-0j -0.000199414-0j 0.00010054-0j -3.07331e-05-0j 6.25477e-05-0j 7.18161e-06-0j 1.73506e-05-0j 1.56411e-06-0j -2.47335e-07-0j 
5.29204e-05-0j 5.58463e-05-0j -0.000202318-0j 4.18459e-05-0j 3.56459e-05-0j -0.000215472-0j 2.57305e-05-0j 3.27428e-05-0j 3.13081e-05-0j 3.81999e-05-0j 2.18285e-05-0j 0.000288161-0j -0.000163279-0j 1.37871e-05-0j 3.53663e-05-0j 3.41671e-05-0j -0.00014106-0j 2.91757e-05-0j 0.00031125-0j -0.000131949-0j -0.000101822-0j -9.14172e-05-0j 1.80076e-05-0j 2.72914e-05-0j 6.6598e-06-0j 1.8908e-05-0j 2.41598e-05-0j -0.000153941-0j 9.54999e-06-0j 8.15462e-05-0j 1.83828e-05-0j -0.000146041-0j 0.000240184-0j 1.99308e-05-0j 1.74394e-05-0j -5.55602e-05-0j 1.92979e-05-0j 0.000212624-0j 2.96713e-06-0j 0.000145574-0j -0.000120478-0j -7.69704e-05-0j -8.24855e-05-0j 9.02551e-05-0j 1.0173e-05-0j 4.28842e-06-0j 1.592e-05-0j 6.96498e-06-0j 0.00015348-0j 0.000240184-0j -2.75009e-05-0j -5.18454e-05-0j -0.000317691-0j -7.8574e-05-0j 1.24124e-06-0j 4.75686e-05-0j 6.1911e-06-0j 7.20923e-05-0j 5.13922e-06-0j 0.000140107-0j 8.66871e-05-0j -0.00037064-0j -3.24101e-05-0j -1.26825e-05-0j -0.000533938-0j 4.85596e-05-0j 1.73082e-06-0j 4.95727e-07-0j -0.000557345-0j 4.52289e-05-0j -0.000133771-0j -5.59244e-06-0j 7.8379e-06-0j 1.92783e-07-0j 4.36277e-06-0j -3.68511e-07-0j 3.71137e-08-0j 
-3.9845e-07-0j -4.2048e-07-0j -3.11836e-07-0j -3.15068e-07-0j 1.31204e-06-0j -3.32111e-07-0j -1.93731e-07-0j -2.46528e-07-0j -2.35726e-07-0j 1.40605e-06-0j -1.64352e-07-0j -1.76128e-07-0j -2.51664e-07-0j -1.03806e-07-0j -2.66281e-07-0j -2.57252e-07-0j 1.06288e-06-0j 1.07389e-06-0j -1.9024e-07-0j -2.03375e-07-0j -1.5694e-07-0j -1.40903e-07-0j -8.89532e-07-0j -2.05483e-07-0j -5.01432e-08-0j -1.42363e-07-0j 8.89266e-07-0j 1.15993e-06-0j -7.19041e-08-0j -8.38881e-08-0j 6.76628e-07-0j -2.25095e-07-0j -1.46804e-07-0j -9.84531e-07-0j -1.31306e-07-0j -8.56357e-08-0j 7.10312e-07-0j 6.35322e-07-0j -2.23402e-08-0j -8.89767e-08-0j 9.07792e-07-0j -7.7834e-07-0j -1.27136e-07-0j -9.28471e-08-0j 3.74445e-07-0j -2.63067e-06-0j -7.86406e-07-0j -5.2441e-08-0j -9.38093e-08-0j 7.17673e-07-0j -4.23875e-08-0j -2.82468e-06-0j -3.6701e-08-0j 5.9205e-07-0j -9.34557e-09-0j -3.21049e-07-0j -1.64773e-06-0j -7.41627e-08-0j 1.89163e-07-0j -5.61836e-07-0j -5.29844e-08-0j 2.09321e-07-0j -3.27738e-07-0j -1.95477e-08-0j -6.7701e-09-0j 2.44208e-07-0j -8.54984e-08-0j -3.73244e-09-0j -1.67551e-08-0j 1.35144e-07-0j -1.54538e-08-0j 4.21387e-08-0j -8.063e-09-0j 7.09589e-09-0j -2.66659e-09-0j -5.67992e-10-0j 8.09054e-09-0j 
-8.73142e-05-0j 0.000178812-0j -6.83341e-05-0j -6.10055e-05-0j 0.000114351-0j 0.000141233-0j -0.000162253-0j -5.40229e-05-0j -5.16558e-05-0j -0.000237812-0j -3.60153e-05-0j -3.85958e-05-0j -4.87288e-05-0j -2.78337e-05-0j 0.000113238-0j 0.000109398-0j 9.26346e-05-0j 8.26998e-05-0j 8.09011e-05-0j -4.45666e-05-0j -0.00013144-0j -3.08766e-05-0j 0.000145247-0j -3.97869e-05-0j 0.000138034-0j -2.75652e-05-0j 7.75037e-05-0j -0.000196185-0j -1.57567e-05-0j -1.83828e-05-0j 0.000225383-0j 9.57235e-05-0j -2.84252e-05-0j -0.000311972-0j -0.00010997-0j -2.29617e-05-0j -0.000120138-0j 5.53713e-05-0j 0.000211417-0j -1.94979e-05-0j 6.99086e-05-0j 0.000127091-0j -2.46169e-05-0j 3.94839e-05-0j 3.99315e-05-0j 7.62551e-05-0j 0.000113461-0j -1.40611e-05-0j -7.85666e-05-0j -0.000121383-0j 0.000116684-0j -0.000266183-0j -8.04247e-06-0j 0.00019721-0j 0.000197214-0j 5.24223e-05-0j 0.000305799-0j -1.43599e-05-0j -0.000207104-0j 8.10602e-05-0j -1.42068e-05-0j -3.54034e-05-0j 6.54799e-05-0j 0.00018499-0j -1.48356e-06-0j 8.13452e-05-0j -0.0006029-0j 0.00014522-0j -3.24424e-06-0j -0.000147962-0j -4.14365e-06-0j -0.000353665-0j 7.63045e-05-0j -0.000180952-0j 0.00010375-0j 5.56462e-05-0j 1.3839e-05-0j 
0.000119585-0j -0.000615996-0j 9.35899e-05-0j 0.00170791-0j 8.05493e-05-0j -0.000486537-0j -0.00251098-0j 7.39893e-05-0j 7.07473e-05-0j -0.000421353-0j 4.93262e-05-0j 5.28605e-05-0j 0.00136421-0j 0.000956295-0j -0.000390097-0j -0.00037687-0j 6.52524e-05-0j 0.00119078-0j -0.000278699-0j 6.1038e-05-0j -0.00203413-0j 4.22884e-05-0j 4.0692e-05-0j 0.00111388-0j 0.00210456-0j 0.000771716-0j 5.45941e-05-0j -0.000347599-0j 2.15802e-05-0j 2.51769e-05-0j -0.00179393-0j -0.000329761-0j 0.000795792-0j -0.000219841-0j -0.00170188-0j 0.000788903-0j -0.00021286-0j 3.90039e-05-0j -0.000990099-0j 2.67041e-05-0j 0.00100661-0j 3.56055e-05-0j 0.000689176-0j -0.000136019-0j 0.000705616-0j 9.6906e-06-0j 0.000649761-0j 0.000483102-0j -0.00121588-0j -0.000215066-0j 0.00177904-0j -0.000117067-0j 1.10149e-05-0j -0.00156969-0j -0.00272106-0j 1.46865e-05-0j -0.000604175-0j 0.000402019-0j 0.00162404-0j 0.000464212-0j 0.000488109-0j -6.27275e-05-0j 0.000460193-0j -0.000866336-0j 2.03188e-06-0j -0.000647465-0j -0.000577558-0j -0.00101696-0j 9.08258e-05-0j 0.00116027-0j 0.000142365-0j -0.00250972-0j -0.000357345-0j 0.00214326-0j -0.00072655-0j 0.00466974-0j 0.0045627-0j 
6.03868e-07-0j -6.1203e-07-0j 4.72602e-07-0j -4.77125e-07-0j 4.06751e-07-0j -4.83404e-07-0j 2.59431e-07-0j -1.09406e-06-0j 3.57253e-07-0j -4.1864e-07-0j 2.49083e-07-0j 2.6693e-07-0j -3.8111e-07-0j 7.37533e-07-0j 1.13494e-06-0j -3.74443e-07-0j 3.29506e-07-0j -3.3266e-07-0j -2.76905e-07-0j -9.02551e-07-0j 2.10163e-07-0j 2.13544e-07-0j 2.05483e-07-0j 9.1119e-07-0j 7.91408e-07-0j -2.15588e-07-0j -8.07267e-07-0j -3.45361e-07-0j -1.17525e-06-0j 1.27136e-07-0j 1.85346e-07-0j 9.59398e-07-0j -2.22314e-07-0j -2.18425e-07-0j -5.14885e-07-0j 6.08434e-07-0j 1.45007e-06-0j 1.96958e-07-0j 6.11525e-07-0j -9.24581e-07-0j -2.81207e-07-0j -5.26488e-07-0j 1.32007e-06-0j -1.35144e-07-0j 5.442e-07-0j 4.89347e-08-0j 5.31528e-07-0j -2.55463e-06-0j 1.25623e-07-0j 6.25707e-07-0j 6.69001e-07-0j -1.16313e-07-0j -1.62874e-07-0j -4.74895e-07-0j 3.91355e-07-0j 7.41627e-08-0j 6.24224e-08-0j 3.28866e-07-0j -1.7883e-06-0j -1.29683e-07-0j -1.10233e-06-0j -6.23236e-08-0j 3.5492e-07-0j -1.56685e-06-0j 1.02604e-08-0j 6.68951e-08-0j 3.56723e-07-0j -6.48017e-07-0j -2.53733e-08-0j 4.36314e-07-0j 1.09798e-07-0j 3.60959e-07-0j 2.20711e-07-0j 1.15566e-07-0j 1.58104e-07-0j 5.84223e-08-0j -2.30527e-08-0j 
4.58304e-05-0j 4.83643e-05-0j -0.000175213-0j 3.62397e-05-0j 3.08702e-05-0j -0.000186605-0j 2.22833e-05-0j 2.83561e-05-0j 2.71136e-05-0j 3.30821e-05-0j 1.89041e-05-0j 0.000249555-0j -0.000141404-0j 1.194e-05-0j 3.06281e-05-0j 2.95896e-05-0j -0.000122161-0j 2.52669e-05-0j 0.00026955-0j -0.000114271-0j -8.81807e-05-0j -7.91696e-05-0j 1.55951e-05-0j 2.3635e-05-0j 5.76755e-06-0j 1.63748e-05-0j 2.0923e-05-0j -0.000133317-0j 8.27053e-06-0j 7.0621e-05-0j 1.592e-05-0j -0.000126475-0j 0.000208006-0j 1.72606e-05-0j 1.5103e-05-0j -4.81165e-05-0j 1.67125e-05-0j 0.000184138-0j 2.56961e-06-0j 0.00012607-0j -0.000104337-0j -6.66583e-05-0j -7.14345e-05-0j 7.81632e-05-0j 8.81008e-06-0j 3.71388e-06-0j 1.37871e-05-0j 6.03185e-06-0j 0.000132918-0j 0.000208006-0j -2.38165e-05-0j -4.48994e-05-0j -0.000275129-0j -6.80471e-05-0j 1.07494e-06-0j 4.11956e-05-0j 5.36165e-06-0j 6.24338e-05-0j 4.45069e-06-0j 0.000121337-0j 7.50732e-05-0j -0.000320983-0j -2.8068e-05-0j -1.09833e-05-0j -0.000462404-0j 4.20538e-05-0j 1.49894e-06-0j 4.29312e-07-0j -0.000482675-0j 3.91694e-05-0j -0.000115849-0j -4.8432e-06-0j 6.78782e-06-0j 1.66955e-07-0j 3.77827e-06-0j -3.1914e-07-0j 3.21414e-08-0j 
