-0.0342762-0j -0.00605923-0j -0.000504936-0j -0.0299728-0j -0.00499547-0j -0.00305909-0j -0.000624434-0j -3.67951e-05-0j -0.0189446-0j -0.0191409-0j -0.00305717-0j -0.00308885-0j -0.00249617-0j -0.000360291-0j -0.00252203-0j -0.000312021-0j -0.000364024-0j -0.000315254-0j -3.6772e-05-0j -3.71531e-05-0j -1.67841e-06-0j -1.6958e-06-0j -0.0141116-0j -0.0174622-0j -0.0101863-0j -0.00223124-0j -0.00276102-0j -0.00176395-0j -0.00161059-0j -0.00117597-0j -0.000254604-0j -0.00218277-0j -0.000293991-0j -0.00145518-0j -0.000315056-0j -0.00127329-0j -0.000103942-0j -2.44993e-05-0j -0.000848857-0j -0.000183783-0j -0.000363796-0j -2.59854e-05-0j -0.000128621-0j -2.16545e-06-0j -3.03163e-05-0j -0.000212214-0j -7.5029e-05-0j -3.21553e-05-0j -8.07016e-08-0j -1.76845e-05-0j -1.87573e-05-0j -2.67961e-06-0j -1.56311e-06-0j -9.98631e-08-0j -5.82535e-08-0j -0.0113073-0j -0.0131919-0j -0.00807835-0j -0.0115429-0j -0.00176284-0j -0.0047612-0j -0.00205665-0j -0.00136549-0j -0.00125943-0j -0.000197092-0j -0.00179957-0j -0.00124652-0j -0.000742283-0j -0.00159307-0j -0.000220355-0j -0.000975553-0j -0.00022994-0j -0.000146903-0j -0.00145427-0j -1.83629e-05-0j -0.000140809-0j -0.00139394-0j -0.000127222-0j -0.000890554-0j -0.000201198-0j -0.00057497-0j -0.000257081-0j -0.00127249-0j -2.59691e-05-0j -8.29898e-05-0j -0.000171387-0j -0.000157429-0j -1.29845e-05-0j -2.14234e-05-0j -1.53024e-06-0j -0.000524873-0j -0.000104953-0j -0.000148426-0j -0.000224946-0j -1.87416e-06-0j -1.31191e-05-0j -9.08918e-05-0j -3.02973e-05-0j -0.000149964-0j -1.87455e-05-0j -1.20976e-07-0j -9.27854e-05-0j -0.000129872-0j -1.85532e-05-0j -1.51486e-05-0j -6.18569e-05-0j -1.78528e-06-0j -7.73212e-06-0j -3.8104e-09-0j -9.27661e-06-0j -2.65101e-05-0j -1.09326e-06-0j -5.35697e-05-0j -2.18652e-06-0j -1.32551e-05-0j -1.33896e-06-0j -1.56212e-06-0j -1.41139e-07-0j -1.09349e-05-0j -5.46743e-06-0j -1.9132e-06-0j -8.64297e-08-0j -4.44546e-09-0j -6.44343e-07-0j -1.23497e-07-0j -2.72228e-09-0j -7.89156e-07-0j -3.88978e-09-0j -5.09398e-08-0j -1.60445e-09-0j 
0.0379368-0j 0.00670634-0j 0.000558862-0j 0.000656593-0j 0.000109432-0j 6.70132e-05-0j 1.3679e-05-0j 8.06043e-07-0j 0.0209678-0j -0.0203465-0j 0.00338366-0j -0.0032834-0j 0.00276275-0j 0.000398769-0j -0.00268088-0j 0.000345344-0j -0.000386952-0j -0.000335111-0j 4.06992e-05-0j -3.94932e-05-0j 1.85765e-06-0j -1.80261e-06-0j 0.0156187-0j 0.000382531-0j -0.0218789-0j 0.00246953-0j 6.04835e-05-0j 0.00195233-0j -0.00345935-0j 0.00130156-0j 0.000281795-0j 4.78164e-05-0j 0.000325389-0j 3.18776e-05-0j 6.9017e-06-0j -0.00273486-0j 0.000115042-0j 2.71157e-05-0j -0.00182324-0j -0.000394743-0j 7.9694e-06-0j 2.87606e-05-0j 2.81761e-06-0j 2.39671e-06-0j 6.64117e-07-0j -0.00045581-0j -0.000161153-0j 7.04402e-07-0j 8.93203e-08-0j -3.79841e-05-0j -4.02883e-05-0j 5.87002e-08-0j -3.35736e-06-0j 2.18763e-09-0j -1.25121e-07-0j 0.0125149-0j 0.000288985-0j 0.00894109-0j -0.0122699-0j 0.00195111-0j -0.0153919-0j 4.50534e-05-0j 0.00151132-0j 0.00139394-0j 0.00021814-0j -0.00191291-0j 0.00137964-0j -0.00239963-0j 3.48982e-05-0j 0.000243888-0j 0.00107974-0j 5.03713e-06-0j 0.000162592-0j 3.18576e-05-0j 2.0324e-05-0j 0.000155847-0j -0.00148173-0j 0.000140809-0j 0.000985663-0j -0.00021387-0j -0.00185874-0j 5.63168e-06-0j -0.00135263-0j 2.87425e-05-0j -0.000268287-0j 3.75445e-06-0j 0.000174242-0j 1.43713e-05-0j 4.69307e-07-0j 1.69367e-06-0j -0.00169679-0j 0.000116161-0j 3.25145e-06-0j -0.000239114-0j 2.07431e-06-0j 1.45202e-05-0j 0.000100599-0j 6.637e-07-0j -0.000159409-0j -1.99262e-05-0j 1.33896e-07-0j -0.000299953-0j -0.000138052-0j 2.05346e-05-0j 3.3185e-07-0j -0.000199969-0j 3.91089e-08-0j -2.49961e-05-0j 4.21734e-09-0j 1.02673e-05-0j -2.81798e-05-0j 1.21002e-06-0j -0.000173178-0j 4.78984e-08-0j -1.40899e-05-0j 1.48196e-06-0j -1.66051e-06-0j 3.09183e-09-0j -3.53499e-05-0j -1.76749e-05-0j -2.0337e-06-0j 9.56601e-08-0j 9.73834e-11-0j -2.08301e-06-0j -1.31275e-07-0j 3.01301e-09-0j -2.55116e-06-0j -4.13478e-09-0j -1.64676e-07-0j -5.18682e-09-0j 
0.0299917-0j 0.00530183-0j 0.000441819-0j 0.0262262-0j 0.00437104-0j 0.0026767-0j 0.00054638-0j 3.21957e-05-0j -0.0159407-0j 0.0167483-0j -0.00257243-0j 0.00270274-0j -0.00210038-0j -0.000303163-0j 0.00220678-0j -0.000262547-0j 0.000318521-0j 0.000275848-0j -3.09415e-05-0j 3.25089e-05-0j -1.41228e-06-0j 1.48382e-06-0j 0.0123476-0j -0.0146934-0j 0.008913-0j 0.00195233-0j -0.00232323-0j 0.00154345-0j 0.00140927-0j 0.00102897-0j 0.000222778-0j -0.00183668-0j 0.000257242-0j -0.00122445-0j -0.000265101-0j 0.00111412-0j 9.09489e-05-0j 2.14369e-05-0j 0.00074275-0j 0.00016081-0j -0.000306113-0j 2.27372e-05-0j -0.000108227-0j 1.89477e-06-0j -2.55094e-05-0j 0.000185687-0j 6.56504e-05-0j -2.70568e-05-0j 7.06139e-08-0j 1.5474e-05-0j 1.64126e-05-0j -2.25473e-06-0j 1.36772e-06-0j -8.4029e-08-0j 5.09718e-08-0j -0.0289716-0j 0.0115429-0j -0.0206635-0j -0.00971267-0j -0.00451675-0j 0.00416605-0j 0.00179957-0j -0.00349866-0j -0.00322148-0j -0.000504988-0j -0.00151423-0j -0.00319382-0j 0.000649498-0j 0.00139394-0j -0.000564593-0j -0.00249535-0j 0.000201198-0j -0.000376396-0j 0.00127249-0j -4.70495e-05-0j -0.000360173-0j -0.00117292-0j -0.000325968-0j -0.00227793-0j -0.000169296-0j 0.000503099-0j 0.000224946-0j -0.00107072-0j -6.6538e-05-0j 7.2616e-05-0j 0.000149964-0j -0.000402685-0j -3.3269e-05-0j 1.87455e-05-0j -3.92079e-06-0j 0.000459264-0j -0.000268457-0j 0.000129872-0j -0.000189279-0j -4.80196e-06-0j -3.35571e-05-0j -0.000232491-0j 2.65101e-05-0j -0.000126186-0j -1.57732e-05-0j -3.09965e-07-0j 8.11872e-05-0j -0.00010928-0j -4.74569e-05-0j 1.32551e-05-0j 5.41248e-05-0j 1.56212e-06-0j 6.7656e-06-0j -9.763e-09-0j -2.37285e-05-0j -2.23067e-05-0j -2.79643e-06-0j 4.68735e-05-0j 1.9132e-06-0j -1.11534e-05-0j -3.42491e-06-0j -1.31443e-06-0j 1.23497e-07-0j 9.568e-06-0j 4.784e-06-0j -1.60985e-06-0j -2.21077e-07-0j 3.88978e-09-0j 5.638e-07-0j -1.03915e-07-0j -6.96327e-09-0j 6.90511e-07-0j -3.27302e-09-0j 4.45723e-08-0j 1.4039e-09-0j 
0.0199944-0j 0.00353455-0j 0.000294546-0j 0.0174842-0j 0.00291403-0j 0.00178447-0j 0.000364253-0j 2.14638e-05-0j 0.011051-0j 0.0111655-0j 0.00178335-0j 0.00180183-0j 0.0014561-0j 0.00021017-0j 0.00147119-0j 0.000182012-0j 0.000212348-0j 0.000183898-0j 2.14503e-05-0j 2.16726e-05-0j 9.7907e-07-0j 9.89216e-07-0j -0.0402421-0j 0.0101863-0j 0.005942-0j -0.00636284-0j 0.00161059-0j -0.00503026-0j 0.000939512-0j -0.00335351-0j -0.000726056-0j 0.00127329-0j -0.000838377-0j 0.000848857-0j 0.000183783-0j 0.00074275-0j -0.000296411-0j -6.98648e-05-0j 0.000495166-0j 0.000107207-0j 0.000212214-0j -7.41028e-05-0j 7.5029e-05-0j -6.17523e-06-0j 1.76845e-05-0j 0.000123792-0j 4.37669e-05-0j 1.87573e-05-0j -2.30137e-07-0j 1.0316e-05-0j 1.09417e-05-0j 1.56311e-06-0j 9.11811e-07-0j 5.82535e-08-0j 3.39812e-08-0j 0.00659594-0j -0.0376194-0j 0.00471237-0j 0.00673336-0j 0.00102832-0j 0.00277737-0j -0.00586495-0j 0.000796536-0j 0.00073467-0j 0.00011497-0j 0.00104975-0j 0.000727134-0j 0.000432998-0j -0.00454297-0j 0.00012854-0j 0.000569073-0j -0.000655722-0j 8.56936e-05-0j -0.00414715-0j 1.07117e-05-0j 8.21386e-05-0j 0.00081313-0j 7.42128e-05-0j 0.00051949-0j 0.000117365-0j 0.000335399-0j -0.000733119-0j 0.000742283-0j 1.51486e-05-0j 4.84107e-05-0j -0.000488746-0j 9.18337e-05-0j 7.57432e-06-0j -6.10933e-05-0j 8.92642e-07-0j 0.000306176-0j 6.12225e-05-0j -0.000423267-0j 0.000131218-0j 1.09326e-06-0j 7.65281e-06-0j 5.30202e-05-0j -8.63989e-05-0j 8.74789e-05-0j 1.09349e-05-0j 7.05695e-08-0j 5.41248e-05-0j 7.57589e-05-0j 1.08227e-05-0j -4.31995e-05-0j 3.60832e-05-0j -5.09111e-06-0j 4.5104e-06-0j 2.22273e-09-0j 5.41135e-06-0j 1.54642e-05-0j 6.37734e-07-0j 3.1249e-05-0j -6.23531e-06-0j 7.73212e-06-0j 7.81062e-07-0j 9.11239e-07-0j -4.02487e-07-0j 6.37867e-06-0j 3.18933e-06-0j 1.11603e-06-0j 5.04173e-08-0j -1.26772e-08-0j 3.75867e-07-0j 7.20397e-08-0j 1.588e-09-0j 4.60341e-07-0j 2.26904e-09-0j 2.97149e-08-0j 9.35931e-10-0j 
-0.0303025-0j -0.00535677-0j -0.000446398-0j 0.0254491-0j 0.00424151-0j 0.00259739-0j 0.000530189-0j 3.12417e-05-0j -0.0167483-0j 0.0169086-0j -0.00270274-0j 0.00272861-0j -0.00220678-0j -0.000318521-0j 0.0022279-0j -0.000275848-0j 0.00032157-0j 0.000278488-0j -3.25089e-05-0j 3.28201e-05-0j -1.48382e-06-0j 1.49803e-06-0j -0.0124756-0j 0.0148267-0j -0.0079571-0j -0.00197256-0j 0.0023443-0j -0.00155945-0j -0.00125813-0j -0.00103963-0j -0.000225087-0j 0.00185333-0j -0.000259908-0j 0.00123555-0j 0.000267505-0j -0.000994637-0j -9.18914e-05-0j -2.1659e-05-0j -0.000663091-0j -0.000143564-0j 0.000308889-0j -2.29729e-05-0j 0.000109209-0j -1.9144e-06-0j 2.57407e-05-0j -0.000165773-0j -5.86096e-05-0j 2.73022e-05-0j -7.13457e-08-0j -1.38144e-05-0j -1.46524e-05-0j 2.27518e-06-0j -1.22103e-06-0j 8.4791e-08-0j -4.55052e-08-0j 0.0292719-0j 0.0112009-0j -0.00714181-0j 0.0101967-0j 0.00456355-0j -0.0197329-0j 0.00174624-0j 0.00353491-0j -0.00111342-0j 0.000510221-0j 0.00158969-0j 0.00322692-0j -0.00307641-0j 0.00135263-0j 0.000570444-0j -0.000862455-0j 0.000195236-0j 0.000380296-0j 0.00123478-0j 4.7537e-05-0j -0.000124485-0j 0.00123137-0j 0.000329346-0j -0.00078731-0j 0.000177733-0j -0.00238298-0j 0.00021828-0j 0.00112408-0j 6.72275e-05-0j -0.000343953-0j 0.00014552-0j -0.000139178-0j 3.36138e-05-0j 1.819e-05-0j 3.96142e-06-0j -0.00217535-0j -9.27854e-05-0j 0.000126024-0j 0.000198711-0j 4.85173e-06-0j -1.15982e-05-0j -8.03545e-05-0j 2.57246e-05-0j 0.000132474-0j 1.65593e-05-0j 3.13178e-07-0j -0.000384552-0j 0.000114726-0j -1.64023e-05-0j 1.28623e-05-0j -0.000256368-0j 1.51583e-06-0j -3.2046e-05-0j 9.86417e-09-0j -8.20115e-06-0j 2.34184e-05-0j -9.66514e-07-0j -0.000222021-0j 1.85651e-06-0j 1.17092e-05-0j -1.18373e-06-0j 1.37994e-06-0j 1.19837e-07-0j -4.53198e-05-0j -2.26599e-05-0j 1.69008e-06-0j -7.64097e-08-0j 3.77452e-09-0j -2.6705e-06-0j 1.09094e-07-0j -2.40668e-09-0j -3.27068e-06-0j 3.43613e-09-0j -2.11121e-07-0j -6.6497e-09-0j 
-0.0349903-0j -0.00618547-0j -0.000515456-0j -0.000605596-0j -0.000100933-0j -6.18083e-05-0j -1.26166e-05-0j -7.43439e-07-0j 0.0185975-0j 0.0187662-0j 0.00300117-0j 0.00302838-0j 0.00245044-0j 0.000353691-0j 0.00247266-0j 0.000306305-0j 0.000356898-0j 0.000309083-0j 3.60984e-05-0j 3.64258e-05-0j 1.64766e-06-0j 1.6626e-06-0j 0.0280091-0j 0.000339289-0j 0.0201796-0j 0.00442862-0j 5.36463e-05-0j 0.00350113-0j 0.00319067-0j 0.00233409-0j 0.000505345-0j 4.24111e-05-0j 0.000583522-0j 2.82741e-05-0j 6.12152e-06-0j 0.00252244-0j 0.000206306-0j 4.86268e-05-0j 0.00168163-0j 0.000364083-0j 7.06852e-06-0j 5.15765e-05-0j 2.4991e-06-0j 4.29804e-06-0j 5.89043e-07-0j 0.000420407-0j 0.000148636-0j 6.24775e-07-0j 1.60179e-07-0j 3.50339e-05-0j 3.71591e-05-0j 5.20645e-08-0j 3.09659e-06-0j 1.94033e-09-0j 1.15403e-07-0j -0.0115429-0j 0.000518238-0j 0.0241074-0j -0.0108829-0j -0.00179957-0j 0.0141964-0j 8.07946e-05-0j -0.00139394-0j 0.0037584-0j -0.000201198-0j -0.00169667-0j -0.00127249-0j 0.00221325-0j 6.25832e-05-0j -0.000224946-0j 0.00291124-0j 9.03311e-06-0j -0.000149964-0j 5.71304e-05-0j -1.87455e-05-0j 0.000420202-0j -0.00131423-0j -0.000129872-0j 0.00265759-0j -0.000189693-0j 0.00171438-0j 1.00993e-05-0j -0.00119973-0j -2.65101e-05-0j 0.000247449-0j 6.73288e-06-0j 0.0004698-0j -1.32551e-05-0j 8.41611e-07-0j -1.56212e-06-0j 0.001565-0j 0.0003132-0j 5.83085e-06-0j -0.000212084-0j -1.9132e-06-0j 3.915e-05-0j 0.000271239-0j 1.19022e-06-0j -0.000141389-0j -1.76736e-05-0j -1.23497e-07-0j 0.000276656-0j -0.000122447-0j 5.53664e-05-0j 5.95109e-07-0j 0.000184438-0j 7.01342e-08-0j 2.30547e-05-0j -3.88978e-09-0j 2.76832e-05-0j -2.49943e-05-0j 3.2625e-06-0j 0.000159728-0j 8.58965e-08-0j -1.24972e-05-0j 3.99573e-06-0j -1.4728e-06-0j 5.5446e-09-0j 3.26043e-05-0j 1.63021e-05-0j -1.80381e-06-0j 2.57923e-07-0j 1.74638e-10-0j 1.92122e-06-0j -1.16435e-07-0j 8.12381e-09-0j 2.35301e-06-0j -3.66737e-09-0j 1.51886e-07-0j 4.78396e-09-0j 
-0.0123709-0j -0.00218689-0j -0.000182241-0j -0.0108178-0j -0.00180296-0j -0.00110408-0j -0.00022537-0j -1.32801e-05-0j 0.0334006-0j -0.00690832-0j 0.00539-0j -0.00111482-0j 0.00440091-0j 0.000635217-0j -0.000910251-0j 0.000550114-0j -0.000131383-0j -0.000113781-0j 6.48316e-05-0j -1.34093e-05-0j 2.95914e-06-0j -6.12046e-07-0j -0.00509314-0j 0.030787-0j -0.00367642-0j -0.000805296-0j 0.00486786-0j -0.000636643-0j -0.000581294-0j -0.000424428-0j -9.18914e-05-0j 0.00384838-0j -0.000106107-0j 0.00256559-0j 0.000555466-0j -0.000459553-0j -3.75145e-05-0j -8.84226e-06-0j -0.000306369-0j -6.63307e-05-0j 0.000641397-0j -9.37863e-06-0j 0.000226768-0j -7.81553e-07-0j 5.34497e-05-0j -7.65921e-05-0j -2.70794e-05-0j 5.6692e-05-0j -2.91267e-08-0j -6.38268e-06-0j -6.76985e-06-0j 4.72433e-06-0j -5.64154e-07-0j 1.76066e-07-0j -2.10248e-08-0j -0.00408103-0j -0.0047612-0j -0.0359161-0j 0.0203509-0j -0.000636243-0j -0.00171841-0j -0.000742283-0j -0.000492831-0j -0.00559941-0j -7.11341e-05-0j 0.00317276-0j -0.000449891-0j -0.000267904-0j -0.00057497-0j -7.95303e-05-0j -0.00433728-0j -8.29898e-05-0j -5.30202e-05-0j -0.000524873-0j -6.62753e-06-0j -0.000626033-0j 0.00245761-0j -4.59169e-05-0j -0.00395938-0j 0.000354725-0j -0.000207518-0j -9.27854e-05-0j 0.00224348-0j -9.37274e-06-0j -2.99526e-05-0j -6.18569e-05-0j -0.000699926-0j -4.68637e-06-0j -7.73212e-06-0j -5.52294e-07-0j -0.000189437-0j -0.000466617-0j -5.35697e-05-0j 0.000396595-0j -6.76419e-07-0j -5.83272e-05-0j -0.000404102-0j -1.09349e-05-0j 0.000264397-0j 3.30496e-05-0j -4.36627e-08-0j -3.3488e-05-0j 0.000228974-0j -8.24871e-05-0j -5.46743e-06-0j -2.23253e-05-0j -6.44343e-07-0j -2.79067e-06-0j -1.37524e-09-0j -4.12435e-05-0j 4.67391e-05-0j -4.8606e-06-0j -1.93343e-05-0j -7.89156e-07-0j 2.33696e-05-0j -5.95299e-06-0j 2.75413e-06-0j -5.09398e-08-0j -3.9466e-06-0j -1.9733e-06-0j 3.37311e-06-0j -3.84264e-07-0j -1.60445e-09-0j -2.32556e-07-0j 2.17733e-07-0j -1.21032e-08-0j -2.84821e-07-0j 6.85795e-09-0j -1.83851e-08-0j -5.79077e-10-0j 
0.020411-0j 0.00360819-0j 0.000300682-0j -0.034637-0j -0.00577284-0j -0.00353513-0j -0.000721605-0j -4.2521e-05-0j 0.0112812-0j 0.0100713-0j 0.0018205-0j 0.00162526-0j 0.00148643-0j 0.000214548-0j 0.00132702-0j 0.000185804-0j 0.000191538-0j 0.000165877-0j 2.18972e-05-0j 1.95488e-05-0j 9.99467e-07-0j 8.92276e-07-0j -0.0163386-0j -0.0201796-0j 0.0231829-0j -0.00258336-0j -0.00319067-0j -0.00204233-0j 0.00366554-0j -0.00136155-0j -0.000294784-0j -0.00252244-0j -0.000340388-0j -0.00168163-0j -0.000364083-0j 0.00289787-0j -0.000120345-0j -2.83656e-05-0j 0.00193191-0j 0.000418271-0j -0.000420407-0j -3.00863e-05-0j -0.000148636-0j -2.50719e-06-0j -3.50339e-05-0j 0.000482978-0j 0.000170758-0j -3.71591e-05-0j -9.34376e-08-0j 4.02481e-05-0j 4.26896e-05-0j -3.09659e-06-0j 3.55747e-06-0j -1.15403e-07-0j 1.32579e-07-0j 0.00673336-0j 0.0296406-0j 0.00481054-0j 0.00607352-0j 0.00104975-0j 0.00346917-0j 0.00462105-0j 0.00081313-0j 0.000749975-0j 0.000117365-0j 0.000946876-0j 0.000742283-0j 0.000540852-0j 0.00357945-0j 0.000131218-0j 0.000580928-0j 0.000516649-0j 8.74789e-05-0j 0.00326757-0j 1.09349e-05-0j 8.38498e-05-0j 0.000733447-0j 7.57589e-05-0j 0.000530313-0j 0.000105864-0j 0.000418942-0j 0.000577631-0j 0.000669542-0j 1.54642e-05-0j 6.04691e-05-0j 0.000385087-0j 9.37469e-05-0j 7.73212e-06-0j 4.81359e-05-0j 9.11239e-07-0j 0.00038244-0j 6.24979e-05-0j 0.000333495-0j 0.000118359-0j 1.11603e-06-0j 7.81224e-06-0j 5.41248e-05-0j 6.80744e-05-0j 7.89063e-05-0j 9.86329e-06-0j 7.20397e-08-0j 6.76065e-05-0j 6.83349e-05-0j 1.10482e-05-0j 3.40372e-05-0j 4.5071e-05-0j 4.01132e-06-0j 5.63387e-06-0j 2.26904e-09-0j 5.52409e-06-0j 1.39488e-05-0j 6.5102e-07-0j 3.90326e-05-0j 4.91285e-06-0j 6.9744e-06-0j 7.97334e-07-0j 8.21941e-07-0j 3.17123e-07-0j 7.9675e-06-0j 3.98375e-06-0j 1.00667e-06-0j 5.14677e-08-0j 9.98844e-09-0j 4.69489e-07-0j 6.49801e-08-0j 1.62108e-09-0j 5.75005e-07-0j 2.04668e-09-0j 3.71164e-08-0j 1.16906e-09-0j 
0.0216491-0j 0.00382706-0j 0.000318922-0j -0.0181817-0j -0.00303028-0j -0.00185566-0j -0.000378786-0j -2.23202e-05-0j -0.0349788-0j -0.0120801-0j -0.00564469-0j -0.00194941-0j -0.00460887-0j -0.000665233-0j -0.00159169-0j -0.000576108-0j -0.000229741-0j -0.000198961-0j -6.7895e-05-0j -2.34478e-05-0j -3.09897e-06-0j -1.07024e-06-0j 0.008913-0j 0.0309655-0j 0.00568482-0j 0.00140927-0j 0.00489608-0j 0.00111412-0j 0.00089885-0j 0.00074275-0j 0.00016081-0j 0.00387069-0j 0.000185687-0j 0.00258046-0j 0.000558686-0j 0.000710603-0j 6.56504e-05-0j 1.5474e-05-0j 0.000473735-0j 0.000102567-0j 0.000645115-0j 1.64126e-05-0j 0.000228083-0j 1.36772e-06-0j 5.37596e-05-0j 0.000118434-0j 4.18727e-05-0j 5.70206e-05-0j 5.09718e-08-0j 9.86949e-06-0j 1.04682e-05-0j 4.75172e-06-0j 8.72348e-07-0j 1.77086e-07-0j 3.25105e-08-0j 0.00714181-0j -0.00800228-0j 0.00433461-0j 0.0212959-0j 0.00111342-0j 0.0140979-0j -0.00124757-0j 0.000862455-0j 0.000675775-0j 0.000124485-0j 0.00332007-0j 0.00078731-0j 0.0021979-0j -0.000966367-0j 0.000139178-0j 0.000523453-0j -0.000139483-0j 9.27854e-05-0j -0.000882169-0j 1.15982e-05-0j 7.5554e-05-0j 0.00257172-0j 8.03545e-05-0j 0.000477845-0j 0.000371196-0j 0.00170248-0j -0.000155947-0j 0.00234765-0j 1.64023e-05-0j 0.000245732-0j -0.000103965-0j 8.44719e-05-0j 8.20115e-06-0j -1.29956e-05-0j 9.66514e-07-0j 0.00155415-0j 5.63146e-05-0j -9.00359e-05-0j 0.000415009-0j 1.18373e-06-0j 7.03933e-06-0j 4.87699e-05-0j -1.83785e-05-0j 0.000276673-0j 3.45841e-05-0j 7.64097e-08-0j 0.000274737-0j 0.000239606-0j 9.95511e-06-0j -9.18926e-06-0j 0.000183158-0j -1.08296e-06-0j 2.28947e-05-0j 2.40668e-09-0j 4.97756e-06-0j 4.89093e-05-0j 5.86611e-07-0j 0.000158619-0j -1.32635e-06-0j 2.44547e-05-0j 7.18448e-07-0j 2.88201e-06-0j -8.56158e-08-0j 3.23781e-05-0j 1.6189e-05-0j 3.52973e-06-0j 4.63756e-08-0j -2.69665e-09-0j 1.9079e-06-0j 2.27843e-07-0j 1.4607e-09-0j 2.33669e-06-0j 7.17637e-09-0j 1.50832e-07-0j 4.75077e-09-0j 
-0.0126287-0j -0.00223245-0j -0.000186038-0j 0.0322551-0j 0.00537585-0j 0.00329203-0j 0.000671982-0j 3.95969e-05-0j 0.00671221-0j -0.033061-0j 0.00108318-0j -0.0053352-0j 0.000884411-0j 0.000127654-0j -0.00435618-0j 0.000110551-0j -0.00062876-0j -0.000544522-0j 1.30286e-05-0j -6.41725e-05-0j 5.94672e-07-0j -2.92906e-06-0j -0.00519925-0j -0.0180711-0j -0.00459216-0j -0.000822073-0j -0.0028573-0j -0.000649906-0j -0.000726085-0j -0.000433271-0j -9.38058e-05-0j -0.00225889-0j -0.000108318-0j -0.00150593-0j -0.000326043-0j -0.00057402-0j -3.82961e-05-0j -9.02647e-06-0j -0.00038268-0j -8.28527e-05-0j -0.000376482-0j -9.57402e-06-0j -0.000133107-0j -7.97835e-07-0j -3.13735e-05-0j -9.56701e-05-0j -3.38245e-05-0j -3.32766e-05-0j -2.97335e-08-0j -7.97251e-06-0j -8.45612e-06-0j -2.77305e-06-0j -7.04677e-07-0j -1.03346e-07-0j -2.62617e-08-0j -0.00416605-0j 0.0141964-0j 0.00870081-0j 0.0191728-0j -0.000649498-0j 0.0241405-0j 0.00221325-0j -0.000503099-0j 0.00135648-0j -7.2616e-05-0j 0.00298908-0j -0.000459264-0j 0.00376357-0j 0.00171438-0j -8.11872e-05-0j 0.00105072-0j 0.000247449-0j -5.41248e-05-0j 0.001565-0j -6.7656e-06-0j 0.000151659-0j 0.00231533-0j -4.68735e-05-0j 0.000959174-0j 0.00033419-0j 0.00291525-0j 0.000276656-0j 0.0021136-0j -9.568e-06-0j 0.000420779-0j 0.000184438-0j 0.00016956-0j -4.784e-06-0j 2.30547e-05-0j -5.638e-07-0j 0.00266124-0j 0.00011304-0j 0.000159728-0j 0.000373635-0j -6.90511e-07-0j 1.413e-05-0j 9.78953e-05-0j 3.26043e-05-0j 0.00024909-0j 3.11363e-05-0j -4.45723e-08-0j 0.000470446-0j 0.000215718-0j 1.99828e-05-0j 1.63021e-05-0j 0.00031363-0j 1.92122e-06-0j 3.92038e-05-0j -1.4039e-09-0j 9.9914e-06-0j 4.40333e-05-0j 1.1775e-06-0j 0.000271612-0j 2.35301e-06-0j 2.20167e-05-0j 1.44213e-06-0j 2.59469e-06-0j 1.51886e-07-0j 5.54426e-05-0j 2.77213e-05-0j 3.17783e-06-0j 9.30894e-08-0j 4.78396e-09-0j 3.26698e-06-0j 2.05128e-07-0j 2.93204e-09-0j 4.00122e-06-0j 6.46093e-09-0j 2.58278e-07-0j 8.13499e-09-0j 
