0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
-0.01328+0.0073723j 0.00658101+0.00546485j 0.0335816-0.0139368j 0.00320957+0.01944j -0.0472686+0.00703066j 0.00248558-0.0101295j 0.0156391+0.00961853j -0.0150798+0.0221506j -0.0107428+0.00599097j 0.00487081-0.0118219j -0.00288629+0.006828j 0.0371515-0.00266436j -0.0155793+0.00909648j -0.00397128-0.00740356j -0.00461366+0.00924277j -0.0078838+0.00813596j -0.0143114-0.0022985j -0.0176627-0.00586323j 0.00239378+4.8366e-05j 0.0129058-0.0260824j -0.00824976+0.00545611j 0.0121267+0.00464636j 0.0166259+0.0101361j -0.0308975-0.0256213j 0.024952+0.0116805j 0.0102016+0.00649759j 0.00968187+0.01045j 0.0186864-0.00483401j 0.00242109+0.00270128j -0.018826+0.00806671j -0.0420607-0.00976516j 0.00853201-0.0185235j -0.00295222-0.00781804j 0.0256769+0.000760544j 0.00868379-0.00140273j -0.00756997-0.000695715j 0.0265475-0.0121431j -0.0242855+0.00909159j -0.017474-0.0207421j 0.0043144-0.00470064j 0.000557423-0.00670189j 0.00406984-0.0227219j 0.000894166-0.00257982j 0.00538956+0.00791743j -0.0116712-0.00171083j -0.00711156+0.0217179j -0.00590007-0.00396429j 0.00487896-0.00139027j -0.00222677+0.0127335j -0.0024218+0.00406568j -0.00431637+0.00908816j 0.00422971+0.00682622j 0.0117841+0.012905j 0.0151341-0.0134691j 0.0170781+0.00293829j -0.00988384+0.00566335j -0.0268289-0.0100627j -0.0186674+0.00640222j 0.00404718-0.01038j 0.00545164-0.0138601j 0.0152352+0.0122564j -0.0294417+0.0238869j 0.0330409+0.0104529j 0.0220115-0.0174434j -0.000172591+0.0225367j -0.0160272+0.0206542j -0.00599047-0.0090863j -0.0290809+0.00587467j 0.0144219-0.0240286j -0.0315953-0.00403918j 0.00870134-0.00480458j 0.00598097+0.0031208j 
-0.00378321-0.00218105j -0.0031612+0.00975898j 0.00190436+0.000213347j -0.0183922-0.00351661j 0.0017946+0.0315568j -0.00196636+0.00618765j -0.00293711-0.0166922j -0.00903879-0.017021j -0.0154462+0.00690389j 0.00274459+0.00616702j 0.0173584-0.00209861j 0.0083157-0.0107108j 0.00274766-0.0102076j -0.000269399+0.0200923j -0.0188991+0.000263956j 0.00368526+0.0184058j 0.00802016-0.0214927j 0.00781144-0.00615199j -0.00836529-0.0111707j 0.00851391-0.0125976j -0.013308+0.0083901j -0.0134219-0.0017451j 0.022177-0.0385847j 0.00449346+0.00178053j -0.0167665-0.0176862j -0.0134298-0.017044j -0.00327681-0.00281667j -0.0241859-0.00752627j -0.0128172+0.0116247j 0.0192149-0.00971415j -0.000401628+0.00513726j 0.0276168+0.011977j 0.00926694+0.0116933j -0.0231377-0.00534139j -0.0176851+0.0155922j 0.0242172-0.00560047j 0.0255809-0.00849005j 0.00148932+0.00401445j -0.00728585+0.0285985j 0.011752-0.0110928j 0.0231326+0.0137599j 0.00514279+0.00319529j 0.00506071-0.00685092j 0.00989191-0.00252524j -0.00343417-0.00403681j -0.00913781-0.0189008j -0.0193362-0.029675j -0.0214364+0.00555566j 0.00354361-0.0040448j -0.00479456-0.00145758j 0.00268702-0.00808683j 0.00848312-0.00997521j 0.00481232+0.0186968j 0.00200559-0.0223253j 0.014693+0.0107645j -0.0108961-0.0123345j 0.0133219+0.0024995j 0.0154538+0.00712539j -0.0147356+0.00515948j -0.0103804+0.0109105j 0.00936465-0.00501589j -0.00677827-0.00741051j 0.00781213+0.0253379j 0.0241164+0.0174396j 0.00154366+0.0190698j -0.0135283-0.00953855j 0.0151245+0.00478973j 0.0379344+0.00237181j -0.0103894+0.0145228j 0.02339+0.000237758j -0.00787045+0.00755825j -0.0170383-0.00826577j 
0.00290263-0.0068977j -0.0028064+0.00124622j -0.0146794+0.00165051j -0.00819529-0.00167426j 0.017624-0.00509533j -0.0165563+0.00316259j -0.010669-0.0244445j -0.0003559+0.0143588j -0.00466057-0.000382835j 0.0146143+0.00796074j -0.01605+0.00281825j 0.0219196-0.00096905j -0.019581-0.00781773j 0.0338624+0.00217987j 0.0154184+0.0066765j 0.0130582-0.0191028j -0.000641844-0.0157273j 0.0105475+0.00311696j 0.0144128+0.0170217j 0.00850949+0.00370403j -0.0130488+0.0020755j -0.00228863-0.0014126j 0.0215053-0.000971496j 0.00162355+0.000113472j 0.00714435-0.00864495j -0.00903627-0.0136053j -0.0115306+0.0112614j -0.0177846-0.0279212j -0.0220501+0.0100519j 0.0091195-0.0284637j -0.00432079-0.00498911j -0.00975693+0.0121878j -0.00843558+0.00309288j -0.00691974+0.0174666j -0.00328372+0.0151487j 0.0151046-0.00615702j 0.00291167+0.00240704j 0.0232887+0.025016j -0.0240773+0.0335835j 0.00608224-0.00818666j 0.0140149-0.00406422j -0.0105814+0.00959359j 0.00144796-0.0180151j 0.0148374+0.0143974j 0.0189868-0.0106944j -0.0184975+0.015048j 0.017292+0.00748227j 0.0107519-0.00385086j 0.00546222-0.00885894j 0.007821-0.0274044j 0.0132278-0.00720078j -0.0151553+0.0119367j -0.0182261+0.000389761j 0.0186252+0.0184223j 0.00477107+0.01768j 0.0220746-0.000513069j 0.015252+0.00612063j 0.00279133+0.0135254j -0.0136734-0.0201775j 0.0145986-0.0112586j 0.00793572-0.0127644j 0.00965403-0.0106092j -0.0150878+0.0121352j 0.0127457-0.00962109j -0.00433569+0.00551573j -0.00750716-0.0059969j 0.00253102+0.0123015j 0.0165615-0.0241483j 0.00392594-0.00270248j 0.00428155+0.00431624j -0.02237-0.00335172j 0.00353731-0.00470007j 
-0.00726263-0.00747835j -0.00256544+0.00581986j 0.0124588+0.00566694j -0.000228582-0.0130959j 0.000735267+0.019969j 0.0025101+0.00526124j -0.00396883+0.00354409j -0.00431766-0.0288111j 0.017421+0.0108863j -0.00469086+0.0111581j -0.00584272-0.0275394j -0.00318319+0.0126216j -0.00617857-0.0162256j 0.0012163+0.00953925j 0.00373625+0.0179592j -0.00682937-0.00151925j 0.015035-0.022067j 0.0122064-0.00434995j 0.0117491-0.00718935j 0.00797541+0.000845675j -0.0270352+0.00760049j -0.0265073-0.00154896j 0.0172664-0.0106508j 0.00396214-0.00137295j 0.0111539+0.0116216j -0.0195819-0.00839j -0.0130238+0.00299445j 0.00902801+0.00745449j 0.00822845+0.00985547j 0.0119803-0.00629474j -0.00743481-0.0068382j -0.0217604-0.0100821j 0.00126981+0.0216954j -0.0243937+0.00611617j 0.0125004-0.00651641j -0.0107625+0.00279916j -0.00818723+0.00154613j -0.00471327-0.00136713j 0.00486422+0.00249932j -0.00237463+0.0157622j -0.014934-0.00579402j 0.00815537+0.0182628j -0.00539457-0.0208138j -0.00292094-0.012497j -0.00796405-0.00832021j -0.00968412-0.0189083j 0.0235166-0.00117536j 0.000414248+0.0151548j -0.02065+0.0131116j -0.00618766+0.0163148j -0.00342622-0.0119472j 0.0199292+0.015486j -0.00522788+0.00510629j 0.0116572-0.000190469j 0.0195224+0.00488405j 0.00014656-0.0161748j -0.00473144+0.0145267j -0.0123393-0.00152481j 0.00641022-0.00833107j -0.003369+0.0172717j 0.00528218-0.00938341j 0.000250297+0.00109822j 0.0174396+0.00156411j 0.0123772+0.00370442j 0.00218048+0.0186816j -0.00440124+0.000761198j 0.0135518-0.00160037j 0.0245688+0.0153964j -0.00351629-0.00348151j 0.0116571+0.00502239j -0.00739249+0.00165362j -0.0105888+0.00322994j 
-0.000804302+0.00490966j 0.00120062+0.00441691j -0.00187062-0.0100397j -0.00537416+0.0177157j -0.00702048+0.00618845j 0.0137303-0.0377757j -0.0206552-0.0206726j -0.0121158+0.00993757j -0.0133119+0.00199054j -0.00522477+0.00471102j 0.007955-0.00327514j 0.009626+0.00212004j -0.0090283+0.00522832j -0.00639989-0.0129704j -0.00306586-0.00532285j -0.0145343-0.0185761j -0.00383456-0.0191969j 0.00804854-0.00323301j -0.0150029-0.00827314j -0.0031539+0.0145959j -0.000837016+0.000967915j 0.0107305+0.0033266j -0.00621985-0.0120803j -0.0129768-0.00930617j -0.015846-0.0192554j -0.0128115-0.0038287j -0.0131805-0.00413622j -0.00583093+0.0103979j 0.00299547+0.00310357j -0.0161623-0.00266537j -0.0110494-0.0194757j -0.00169253+0.0133471j 0.0211079-0.0137339j -5.80465e-05-0.00167065j 0.0268125-0.0141407j -0.0262033-0.0147652j 0.00666612-0.011609j 0.0205697+0.01691j 0.00246321-0.00494383j -0.00161809+0.010198j 0.020713-0.0214509j -0.0171225+0.0244859j -0.000982981+0.00848706j 0.00124203+0.00476546j -0.0248864+0.0228609j -0.00995534-0.0140337j -0.00653122-0.0154493j -0.00319322-0.0149196j 0.0275228-0.00553508j -0.0102521+0.0125881j -0.00865662-0.0394303j 0.00395894-0.00486786j 0.0251651+0.00159437j 0.00628982-0.00141925j -0.0343236-0.0169236j -0.0135671-0.00608869j -0.0282226+0.0083591j -0.0186321+0.0132564j -0.00508757-0.0202904j -0.00567683+0.00314164j -0.00627266+0.00127085j 0.00118248+0.0101633j 0.00146662-0.0094712j 0.0383019+0.0292558j 0.0116319+0.0175225j 0.0136749+0.0116822j -0.0158516-0.023159j -0.0112601+0.019195j 0.0121135+0.000459088j 0.00111135-0.00266714j 0.000302867+0.000135721j -0.0130929-0.001071j 
0.015111-0.00681481j -0.00418463-0.00568775j -0.0219052+0.00428528j 0.00362102+0.00973509j 0.0283088-0.0302523j -0.018481-0.0234108j -0.0172175-0.023302j -0.00560072+0.0194225j 0.00393994-0.012816j 0.0129258-0.00153545j -0.00972854+0.0122659j 0.00173193+0.00140693j 0.00644264+0.00866147j 0.0188655-0.00344777j -0.00831643-0.0403073j 0.00730445+0.00789589j -0.0174911-0.00347511j -0.013683-0.0228582j 0.00711375+0.00167787j 0.00953901+0.0125343j 0.0144794+0.00173308j 0.0237486+0.0231903j -0.000788984-3.96101e-05j -0.0106982+0.0132973j -0.0176943-0.0167167j -0.00252964+0.0158965j -0.0352278-0.00186023j -0.00786511+0.010397j -0.00948452-0.00286216j -0.00666954-0.00871354j 0.00489534+0.00366802j -0.0158747+0.022494j 0.0181434-0.0216571j -0.00445433-0.0247397j -0.000996806+0.0140145j 0.0203182-0.0123223j 0.0115578-0.00267597j -0.00242934+0.0170476j -0.0145771+0.0147708j -0.00593647+0.0125168j 0.0106855+0.00345294j -0.0231894+0.00706836j 0.00856805+0.0106707j -0.00338292+0.0260786j 0.0167225-0.0290308j -0.0233936-0.0129065j 0.00508212+0.00565941j -0.0162178-0.0200937j -0.00910373+0.00322474j 0.00642337-0.010853j 0.0106189-0.0282466j -0.00843716+0.0204015j -0.0110667-0.00275845j 0.0141675+0.00538575j -0.00109241-5.92867e-05j -0.0315878-0.0119331j -0.00709326+0.000434956j 0.0127273-0.00814182j 0.0054649+0.00109961j 0.00919496+0.00587757j -0.00121651+0.0126287j 0.00841031-0.00745691j -0.0176862-0.00878125j -0.0107891-0.0217054j -0.00672732-0.00861695j 0.0134997-0.0233415j -0.00205557-0.0208222j 0.0100116+0.0019565j 0.00515135+0.0116924j 0.0119894-0.0105152j -0.00386897+0.00687718j 0.000633368-0.0055674j 
0.00696383-0.00248115j -0.0058393-0.00242354j -0.0244152-0.0035491j -0.0142551-0.022122j 0.0175891+0.0105194j -0.00106603+0.00443013j -0.00933981-0.0110715j -0.0036328-0.0202321j 0.00708523+0.00636414j -0.00410023-0.00366963j 0.00313315-0.00737657j -0.0147768-0.00390869j -0.00519161-0.0085487j -0.000772993+0.0206148j 0.00774979-0.0103752j -0.00158984-0.00272894j 0.00280745+0.0172288j 0.00899404+0.0129272j -0.0140803-0.00333344j -0.0158758+0.00537471j 0.00930406+0.00445196j 0.00814261-0.0136087j -0.00349949-0.00444517j 0.0247053-0.00169265j -0.0054382+0.00495075j 0.0206371-0.00446907j -0.00858838-0.00549639j 0.0106745-0.00726442j -0.0138184-0.0198821j 0.00736452+0.00328076j 0.0146049+0.00861443j -0.0129558-0.00358369j -0.0122798-0.00630402j -0.000675647+0.0232699j 0.0224579+0.0231222j -0.0123824+0.0256979j -0.0159961+0.00312958j 0.0212675-0.0141463j -0.00728196+0.0152516j -0.0260301+0.0010201j 0.0216032+0.00247599j 0.0101624+0.00998526j -0.0136044+0.0202492j 0.0287413-0.0116975j 0.00807312+0.0107917j 0.00685599-0.00112768j 0.00172111+0.0110784j -0.00958484+0.00866475j -0.0152067+0.000830577j -0.00782039-0.0217881j 0.0165711-0.000679542j 0.0085753-0.00539093j 0.00832402+0.0209285j 0.000559671+0.00650958j -0.00140956-0.00714757j 0.00348966+0.00665215j 0.0144095-0.00612535j 0.000220067-0.0156796j -0.016173+0.0286612j 0.0184505+0.0213898j 0.0161628-0.00578094j -0.00218235-0.0259673j -0.020007-0.00400569j -0.0248831+0.0212568j -0.000124609-0.0231658j 0.00677003-0.0128675j 0.0116302-0.000589275j 0.033192-0.00117734j -0.0134615+0.0100399j 0.0166897-0.00557407j -0.0136083+0.00914655j -0.00458869+0.00779899j 
0.00572549-0.00051163j 0.00489156-0.00803062j -0.0132049+0.00225663j 0.0024953+0.000824464j 0.0134898-0.0312115j -0.000157992+0.0140499j -0.0116726-0.014757j 0.0145414+0.00953134j -0.00932079+0.00752181j 0.0125167-0.00647399j -0.00816869+0.00574495j 0.00461886-0.00123806j -0.000835361-0.0177516j 0.0240855+0.00217024j 0.0111434-0.00503569j -0.0049086-0.0159857j -0.00059803+0.0149566j -0.00919618+0.00398588j 0.0102365+0.00227903j -0.0144816-0.0129318j -0.00848475-1.96297e-05j 0.00948998-0.00450719j 0.00689999-0.0151772j 0.00948535+0.00328052j -0.0175679-0.0138448j 0.000378492-0.0163239j -0.000357381+0.00871009j -0.0193631-0.0114823j -0.00435819-0.0165389j -0.0014448-0.0150347j -0.0125486-0.00243617j -0.00975291-0.00427209j -0.000615635-0.00157273j -0.00619356+0.00848348j -0.00766196+0.0123373j 0.0304737+0.000733345j 0.0167975+0.0131632j 0.0194841+0.000558689j -0.00968377+0.0035016j 0.00212982+0.0111416j -0.0050041+0.015131j -0.00701596+0.00306941j 0.00114573-0.0143106j 0.0103042+0.0045764j -0.00343138+0.00686187j -0.00989855+0.0130931j -0.0062857+0.0177771j 0.0188537-0.0468435j -0.00334532+0.0275174j 0.034833-0.0131976j 0.0149901+0.00065208j -0.0066731+0.00132606j 0.00242084-0.00731657j 0.00627171+0.0321226j 0.00499087-0.01335j 0.0101362-0.0166333j -0.00379151+0.0196488j 0.00112393+0.0223901j 0.00129387+0.0281511j -0.0190149-0.000134946j 0.00845029+0.0023618j 0.0168353+0.00447005j -0.0169362+2.73876e-06j 0.0114944+0.00561416j 0.0170673+0.00222571j 0.00151303-0.00062675j 0.0016805-0.00747054j 0.0124547-0.0387249j -0.0106764+0.000535489j 0.00481569-0.00764544j -0.0195923-0.00358851j 0.00697079-0.00567091j 
0.00405499-0.00635187j -0.00596876+0.00136316j -0.0145859-0.00135538j -0.0080675-0.0144761j 0.019613+0.0189758j 0.00279062-0.0260781j -0.0136579+4.08968e-05j -0.0146769-0.019833j 0.00783023-0.00898955j -0.00917745+0.0143855j 0.00566233-0.0135149j -0.0187086+0.00769714j -0.0165906-0.000503256j 0.00391021+0.0092012j 0.00155874+0.0101177j 0.00763779-0.0152622j -0.00201862-0.0200697j 0.0311675+0.00776093j 0.00571505-0.0110726j -0.00694805+0.00792186j -0.011965+0.0207245j -0.00658707+0.0118946j 0.0137054+0.00357932j 0.0122008-0.00880886j 0.00756862+0.0175972j -0.00620364+0.0136188j 0.00654914-0.00984581j 0.00405803+0.00348812j -0.0020526+0.0102676j 0.00128567-0.00710786j -0.00153966+0.00235302j -0.0138893+0.00427384j -0.0195187+0.00250239j -0.0114651-0.0132505j 0.0269962-0.00196161j -0.0124321-0.00270869j -0.00147988-0.00715347j 0.0158987-0.0123524j 0.00995527+0.00849481j -0.00390157+0.0177268j -0.011182-0.000428306j 0.00195364+0.0052908j -0.000709223+0.0001876j 0.0149037+0.00133051j 0.0153547+0.011954j -0.0070963-0.0369282j 0.016523-0.00905456j -0.0224106+0.006798j -0.0177774+0.00256403j -0.0169391+0.00307043j 0.00863368-0.022131j 0.0154323-0.00612732j 0.0150359+0.00915922j -0.00134055+0.00935858j -0.00617052-0.00279412j -0.01212+0.00967331j 0.02489+0.00120165j -0.00243638-0.017479j -0.0128469+0.00495118j -0.0067657-0.0199939j 0.0100864-0.00517748j 0.0070838+0.00408301j -0.000568589-0.00249937j 0.0132351+0.0231972j 0.0234147-0.00934764j -0.00152544-0.00609008j 0.00783453-0.0183992j 0.0248853+0.00574698j -0.0106078+0.00780536j 0.0157321+0.00232653j -0.00844041-0.000464568j -0.0139856-0.00309915j 
0.00410778-0.000658854j 0.00283226-0.00456282j -0.00324836+0.00130327j -0.0055699-0.000421229j 0.00641767-0.00501692j -0.00320601+0.0221311j 0.0124306-0.00458967j 0.00424016-0.00289535j -0.00663673+0.00204111j 0.0140655+0.00122716j -0.00118625+0.0114508j 0.0207013-0.00389647j 0.0102316-0.00232705j 0.0112153-0.00346764j 0.00104933-0.00378543j 0.0110673-0.0110423j -0.000758503-0.00103473j -0.00647234+0.00849909j -0.00136851+0.00790072j 0.00187546-0.00618527j -0.00516925+0.00375035j 0.00773201-0.00251582j 0.0124752-0.0059136j -0.00401615+0.0112157j -0.0164962-0.00448027j 0.00761613+0.00649733j 0.000822323+0.0106703j -0.0118245-0.00165226j 0.00334406+0.0115678j 0.0285744+0.00084389j 0.0165363+0.0141729j -0.00769902-0.00286659j 0.0194187+0.0197554j 0.0116454+0.00113011j -0.0215912+0.0106268j 0.0173447+0.0130252j -0.00266817+0.00222906j 0.00931178+0.000153032j -0.00599627+0.00973951j 0.0113986-0.0139802j -0.0219763+0.00999359j 0.000288394-0.00328013j 0.00141661+0.00165166j 0.00656951+0.000144707j 0.018737+0.00627386j 0.00810252+0.0223899j 0.0105132-0.0114727j 0.00352649-0.00576167j -0.0234194+0.00168037j 0.00109204-0.00217097j 0.0171303+0.0154977j -0.00656996+0.00674086j 0.0127946-0.00402474j -0.00705392+0.012774j 0.00605291+0.00113277j 0.0168687+0.0004402j -0.00182151+0.00526515j 0.000123466+0.0150585j -0.00800656+0.00653072j -0.00655496+0.0150049j -0.00326031-0.0102145j 0.0176525+0.00320569j 0.00528136+0.00724323j -0.00264421+0.00445195j 0.0094787-0.00602126j -0.0181747-0.0035654j -0.000908052+0.0126126j 0.00222827-0.0350904j -0.00839161+0.0134884j -0.00149618+0.000593637j -0.00142106+0.00256427j 0.0127177-0.010035j 
0.00259413-0.000429943j 0.000582767-0.000103749j -0.00852645+0.0120092j 0.00684641-0.00857943j 0.0063364+0.00606917j -0.0064232+0.00534031j -0.00206398+0.00067897j 0.00216609-0.0206242j 0.00439162+0.00393922j -0.00560228+0.00331292j 0.0149567-0.0111933j -0.0319341+0.00986187j 0.00320088-0.00695756j -0.0218254-0.00937794j -0.0133822+0.00584333j -0.0105668+0.0128401j -0.00509793+0.00372988j 0.00512582-0.00959825j 0.00273496-0.00445326j -0.00746457+0.0115725j 0.0154587+0.00250018j -0.00852206+0.00227419j 0.00438446-0.00670845j 0.0183736-0.0047406j 0.0120395+0.00382209j -0.00241848-0.0114058j 0.00478366-0.00207617j -0.00192579-0.0122549j 0.000631334-0.00447748j -0.0152563-0.00669853j 0.00412676-0.00413805j -0.00495791-0.000172406j -0.00501516-0.00641152j -0.0120323-0.00104096j -0.00198867+0.00496651j -0.0105039-0.0136544j 0.00329696+0.0079668j 0.00864512+0.00081114j -0.00432704-0.00192605j -0.00862272-0.00528355j -0.000254859+0.00120749j -0.00740899+0.0188454j -0.0071901-0.0124957j 0.00800837-0.00952441j -0.00826555+0.00237819j 0.00255376-0.0037351j 0.0120673+0.010375j -0.0177701-0.0126607j -0.0130466-0.00725523j -0.010677+0.00357108j 0.0072544-0.0208489j 0.00626452-0.0314344j 0.0130953+0.000667464j -0.0306405+0.0134647j 0.00148285-0.0163647j -0.0172123-0.00965786j 0.0177574-0.00488199j 0.00276932-0.00153093j 0.00845684+0.0284594j -0.0070012-0.0017797j 0.00909295+0.0221444j 0.009267+0.00881314j 0.0072016+0.00955063j -0.0109524+0.0141478j 0.0106093+0.000825392j 0.0212249+0.000893658j 0.00407646-0.0023846j 0.0242243-0.00334984j -0.00778577-0.00210096j 0.0183216+0.0017329j 0.00173733+0.00321435j -0.0178731-0.00588251j 
-0.00150008-0.0140163j -0.0131857+0.00013308j -0.00774949-0.019323j -0.0128805-0.0292101j 0.0188963+0.0373757j 0.00360954+0.013721j 0.00769854-0.00457974j -0.0257907-0.00614437j 0.0314393-0.00540649j -0.0098739-0.00213162j -0.0305429-0.00776099j -0.0150557-0.0120788j -0.0160127+0.000504088j 0.00224423+0.0192161j 0.0133713+0.000429561j 0.0283299+0.0149611j 0.0031796-0.0148234j -0.000954965-0.0127476j 0.016535+0.00623029j -0.00523204-0.0179019j 0.0111983+0.00791642j -0.0109252-0.00263585j -0.00257826+0.00206262j 0.00804335+0.00182992j 0.0178414-0.00868924j -0.0100602-0.00431273j 0.0108703+0.000786962j -0.00852351-0.00679896j -0.0115023-0.00811933j -0.00653276+0.00835285j 0.0185954+0.00486399j 0.0160414+0.0115397j 0.00214146-0.00240116j 0.0132753+0.000176787j 0.00433804+0.00559055j 0.0048624+0.00726723j 0.00110134-0.0025119j -0.00826453-0.00528214j 0.00244563-0.0033085j -0.00886857+0.0136092j 0.00262434-0.000348797j 0.010457+0.000623748j -0.0110796+0.00714878j -0.000303363-0.0156053j 0.0113991-0.0117642j -0.00140034-0.000971067j -0.00133869+0.0251259j 0.0102535-0.00770759j -0.0161817-0.00282866j 0.00100535-0.0206272j -0.00111789+0.0182538j 0.00855031+0.00729014j -0.0406475-0.00562223j 0.00144826-0.00264722j 0.0240977+0.0300581j 0.00963693+0.0123811j -0.00669814+0.000250427j -0.0221438+0.00752253j -0.0110361+0.000630121j 0.00530099-0.0211565j 0.0317546+0.012974j 0.00532359-0.0407839j -0.00639202-0.0163256j -0.0146891-0.0138682j 0.0164524-0.0115205j 0.0088791-0.0159258j -0.00938459-0.00433211j 0.0201079-0.030049j -0.00458515+0.0118498j -0.00468444-0.00433827j -0.00568877+0.00247711j 0.00330165-0.0090863j 
-0.0026635+0.00205921j -0.00173908+0.00087201j 0.00858731-0.00804057j -0.00331544+0.00405712j -0.00733571+0.0121943j 0.0071109+0.00144833j 0.00510061+0.000301008j -0.00416233-0.00328169j 0.000178341+0.00317645j 0.00234737-0.00137171j 0.00974901+0.0038245j 0.00337576-0.00299633j 0.001402+0.00217939j -0.00650403+0.0034478j -0.00368803-0.0142054j -0.00639718+0.0115862j -0.0020829+0.00258825j -0.00846514-0.0112998j -0.0127121-0.00933876j 0.000848514+0.00349626j 0.00747722-0.00706215j 0.00110465+0.00300539j -0.0132709+0.00679212j -0.00351893-0.00794592j -0.00295345-0.00361297j -0.00402497+0.0141906j -0.0115209+0.0117203j 0.0127906+0.00676575j -0.00732324-0.00256112j -0.00694094+0.0228444j 0.00580697+0.00478601j -0.00320767-0.00200684j 0.0147292+0.0145933j 0.00877714+0.0196285j -0.0181219+0.00291767j 0.00062497-0.00147582j -0.00839284-0.0158283j 0.00420191+0.0100454j -0.00766029-0.0119251j -0.0114191+0.00781328j 0.0125687+0.000204618j -0.021413+0.00974519j 0.000795702-0.00400308j 0.00413378-0.0096875j -0.0166482-0.0159565j 0.00675823+0.0219759j 0.0129147-0.0120779j -0.0247627-0.0124307j -0.0126428+0.0107279j 0.00829956+0.00803052j -0.00388439-0.0206133j 0.0153408+0.00764467j 0.017301+0.00120314j -0.0220772-0.0220381j -0.00426887-0.014056j -0.00201741-0.00768875j -0.0094355-0.0114923j -0.00309509+0.00483358j 0.0123179+0.022112j -0.000546249+0.0123084j 0.0141153+0.0231772j -0.00337169+0.00537605j 0.00107548-0.00354754j 0.00562311+0.00928364j 0.000622733+0.010171j 0.00518786-1.82963e-05j -0.00141448-0.00703327j 0.0167737+0.00219935j 0.00101363-0.0030403j 0.00851608-0.00234146j 0.00280243+0.0109822j -0.00686908-0.003807j 
-0.00312394+0.00238734j 0.00644568+0.000953316j 0.0112829+0.00922691j 0.00750366+0.00295981j -0.0160697-0.0137019j -0.00236154+0.00882494j 0.00587686+9.25842e-05j 0.00750389-0.0101198j 0.00270235+0.00850694j 0.0119488-0.00298164j -0.00264472+0.00464725j 0.00409638-0.0050131j 0.00495422-0.0293928j 0.00512847+0.000895401j -0.00713339+0.00558119j 0.00655021-0.000300772j -2.60855e-05+0.0130371j 0.00235631-0.0104932j -0.000699733+0.00744533j -0.0010093-0.00140645j 0.00411039+0.00156126j 0.00160136-0.000869242j 0.00333419-0.00298088j -0.0043373-0.00266902j -0.0189422+0.00200375j -0.00674602-0.0104125j 0.00540423-0.0174267j -0.00040564-0.00103405j -0.00688862+0.0126868j -0.00063025+0.0187906j 0.00053916+0.00967122j -0.0115982-0.0152786j 0.00360479-0.00161298j -0.00810084+0.00510801j -0.0143696+2.91867e-05j -0.00545338+0.0123636j -0.00274325-0.000553172j -0.0118205-0.000934897j -0.0141626-0.0134395j -0.00441237+0.00452696j 0.00994777-0.00519423j 0.0110869-0.00286236j 0.00150024+0.000784085j -0.00187166+0.0191655j -0.00979304+0.00332658j -0.00157729+0.00628583j -0.0114293-0.0029393j 0.016639+0.0143488j 0.00612388+0.00160585j 0.00306975+0.0161139j 0.0152803+0.00428344j 0.00587284+0.00745014j 0.00255746+0.00549793j -0.00816034+0.00498454j 0.00718818-0.0141348j 0.0233774-0.00619487j 0.00307963+0.0185221j 0.000642615-0.000126544j 0.00155287+0.00288854j -0.00619668+0.00596698j 0.00122607+0.0102699j -0.00819738+0.0170461j 0.00415783-0.00297799j 0.00571099-0.00235829j 0.00805309+0.00478203j 0.000891045+0.000834454j -0.00381463+0.00712874j -0.0111967-0.00980242j 0.00228796+0.00984017j -0.0116674+0.00536564j 0.000417143+0.00114529j 0.00775884-0.00381854j 
