-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
0.0238319+0.00190762j 0.00212552-0.00531867j -0.0295473+0.00363676j 0.00203806-0.00540959j 0.0470108-0.0448453j 0.0164202+0.0670985j -0.0702058-0.0289152j 0.0267262+0.0343455j -0.00647949+0.0292558j -0.00194504-0.0409549j -0.0065984+0.00246936j -0.063844+0.0280392j 0.0309743+0.0340082j -0.0024828+0.00576041j 0.0325247+0.0309677j 0.0231146+0.016991j -0.00635443-0.00636903j -0.0033406-0.0311074j 0.000301414+0.033601j -0.0118479+0.013028j 0.00154519-0.00378061j -0.00348581+0.0205445j -0.0452409+0.0176402j 0.0286903+0.0204582j 0.0114372+0.0010436j 0.00298814+0.00296838j 0.00269155-0.0427455j 0.0253666-0.00470484j -0.00544349+0.0378305j -0.0432603+0.00800176j -0.0257847+0.0123881j 0.0219712+0.034265j -0.0248642+0.0190171j 0.021396-0.000289741j 0.0165326-0.000668647j -0.000349044+0.0338547j 0.0112508-0.0364206j -0.0251146-0.0210232j -0.0189193-0.0104219j 0.0240248-0.0251618j -0.00644507+0.00775185j 0.0118708+0.0121504j 0.00207426-0.0153717j 0.0352821-0.00276504j -0.0218026+0.0356126j -0.00261557+0.00268924j -0.0190152+0.0249698j -0.00901027+0.0172472j 0.0351533-0.0693044j -0.0106099+0.0145627j 0.00167141-0.0185139j 0.0383217-0.020557j 0.00839049+0.00247001j -0.0388459+0.0185923j 0.0328077+0.0113304j 0.0360927+0.047458j 0.0450764+0.0172948j -0.0065559-0.00857063j -1.24733e-05+0.0395819j -0.017621-0.0569173j 0.00593623-0.0505613j -0.00786989+0.00560362j 0.0352725-0.00618369j -0.0445903+0.0155612j -0.0320082+0.00206232j 0.0386648+0.0292325j 0.0737776+0.018284j -0.000448148+0.0277703j -0.0243324-0.0137851j 0.00230612-0.0537618j -0.0162868-0.0330587j 0.00907455+0.033812j -0.0568982+0.0738424j 0.0199252+0.0331083j 0.00865632-0.0248663j 0.00113145-0.0120803j -0.0249291-0.012981j 0.0015135+0.0291942j -0.00841499-0.05873j -0.0336044+0.0151711j -0.0464518-0.019508j 4.98247e-05+0.0762683j -0.00220081+0.0286055j 0.00894489-0.00387981j -0.0011193-0.00772979j 0.018372-3.45548e-05j -0.0670236+0.00162732j -0.00282354+0.00133649j -0.0548814-0.043196j -0.0109377-0.00444315j -0.00120005+0.00114324j 0.0339928-0.0307254j -0.0257268-0.050405j 0.0172287-0.026002j 0.0135664+0.0186319j 0.0140407+0.00724975j -0.0121013+0.00395819j -0.0135656-0.00516539j 
0.00607374-0.00505836j 0.000537533-0.00470888j -0.0132824+0.00235016j -0.00705897+0.00677731j 0.0378006-0.0112941j 0.0296837-0.0097063j -0.000852478-0.00236404j 0.00813363+0.0425251j -0.0372756-0.00382606j -0.0393436+0.016732j -0.0272672-0.0149329j 0.0432078-0.00866497j 0.0174232+0.0157513j -0.00105522-0.0354489j -0.00666935-0.00132957j 0.0243063+0.0274066j -0.00141874-0.0203245j 0.0170682+0.0246949j -0.0152958+0.0360044j 0.00679909-0.018835j 0.0275516-0.00314655j -0.0157871+0.00059752j 0.00145376+0.0053772j 0.0180174-0.00205022j 0.0154341+0.00614651j 0.0192209-0.00671016j -0.0188147+0.036356j 0.0252446-0.000925199j 0.0198096-0.0281571j -0.00776124-0.0345891j -0.0127534+0.00940275j 0.00443375-0.0276092j -0.0255501-0.0196021j -0.00194953+0.0177066j 0.0116997-0.000344127j 0.00618857-0.014442j -0.0014013-0.0295446j -0.0101216+0.00939451j -0.0285294+0.0108298j -0.0225108+0.0369096j 0.0246132-0.0371179j -0.0438205+0.000449772j 0.0378952-0.0157029j 0.00762506+0.0138626j 0.00352185+0.0244251j -0.0232073+0.00583296j -0.0253571+0.00795755j -0.00364159+0.00635265j -0.00262393+0.00507423j 0.00764978-0.0152498j 0.00630614+0.0188025j 0.00511446+0.0292798j -0.0223582+0.0157764j -0.00663698-0.0283153j 0.00018476+0.0256247j 0.018277-0.0115096j 0.0173687-0.00997728j -0.00511335-0.0405878j 0.0250652+0.0308055j -0.0131899+0.00626992j 0.0460017-0.0351952j -0.012558-0.0326072j 0.0249668-0.0101859j -0.0113644-0.0164186j -0.00530409-0.00825231j -0.0108366+0.0616704j -0.0151554+0.0031688j -0.0183926+0.028503j 0.00412292+0.0261216j -0.0178688+0.00644254j 0.0205599+0.0528694j -0.0208011+0.0226471j -0.0148704-0.00264672j -0.0261651-0.020668j 0.00115026+0.0466221j -0.0268664-0.0191516j -0.00450589-0.0418291j 0.00334549-0.0356706j 0.0043146-0.00171804j -0.000933938-0.00662085j 0.008276+0.0518779j -0.0124748-0.0550559j -0.0264647+0.0174339j -0.00997296+0.0155411j 0.0197159+0.0131619j -0.0284699+0.0343399j -0.0222399+0.0358039j -0.00824345-0.00198695j -0.0153583+0.0162861j 0.011788+0.0322362j -0.0221917+0.0124399j -0.040096+0.0171595j -0.0283039+0.0131118j -0.0160711-0.0610484j -0.00774168+0.00609276j -0.022436-0.0105339j -0.0122505-0.00141051j 0.0122366-0.00228652j 
-0.00570467+0.00904301j 0.00857884+0.00402609j 0.0199694+0.00945363j 0.0100185+0.00253219j -0.039834-0.00963402j -0.013718-0.00498859j 0.00335755+0.00905947j 0.00561735-0.0422924j 0.0365977+0.000152531j 0.0122137+0.00788262j 0.038022+0.0196362j -0.00863858+0.0148172j -0.0119968-0.0296623j 0.00433585+0.0091604j 0.0573374+0.0244105j 0.00868878-0.0227688j 0.034872+0.0147981j -0.0263877+0.000110356j 0.0267325-0.0193968j -0.0399018+0.00210212j -0.0197339+0.00692639j -0.003361+0.0171874j -0.00498744-0.0214118j -0.00461542-0.00451487j -0.01554+0.0152868j 0.000474039+0.00947102j -0.00545872-0.0316253j -0.020402+0.00299106j -0.00918327-0.010949j -0.00129092+0.0148177j 0.0252426+0.0051274j 0.0199431+0.00615086j 0.0281351-0.0130274j 0.00525438+0.025463j 0.0109912+0.00844139j 0.00776835-0.027686j 0.0138658+0.0350371j -0.000945225+0.0161214j 0.0520147-0.00200004j 0.0355094+0.00532698j -0.0328923+0.0198041j 0.00720393+0.0466649j -0.0185245-0.000951753j 0.0163931+0.00798582j 0.00244647-0.0383755j 0.0267717+0.0198692j -0.00336267-0.01741j -0.0295727-0.0155992j 0.0183783+0.0220695j -0.000843576+0.0129724j -0.0074076-0.0108298j -0.0309345-0.0227281j 0.0065952-0.0152322j 0.00577616-0.023886j -0.0166844+0.00734421j 0.00894895+0.0165782j 0.00444762-0.000517544j 0.0144115+0.0328646j -0.0118167-0.0478039j 0.003284-0.0135838j -0.00850145+0.0264492j 0.0165326+0.035463j -0.0255901-0.0187127j 0.0214367-0.00864968j 0.0303047-0.0406996j -0.0136293-0.0257694j 0.0015289-0.0159121j 0.0418442-0.0116951j 0.0195179-0.0167407j -0.0154194+0.0686387j -0.0419309+0.0151755j -0.0103621+0.0327957j 0.0554631-0.0320438j 0.094335+0.0591246j -0.0280425-0.0205516j 0.00171375+0.0632339j 0.0446048+0.00106634j -0.03624-0.00279394j 0.0209395-0.0014095j 0.0214333+0.00621822j 0.0135853-0.0100071j -0.0231282+0.000586115j 0.00289559-0.0158386j 0.00220115-0.00725822j -0.00977566-0.0102883j 0.0205226-0.0203648j -0.0144406-0.0303053j -0.00305977+0.022417j -0.017138-0.00157704j -0.0559223-0.0226987j 0.0245748+0.008766j 0.0259379+0.030419j 0.00391216+0.0297066j 0.00587392+0.0375503j 0.0293332+0.0203974j 0.00473189+0.00860156j 0.0109717+0.0060595j -0.00616165-0.000762134j 
-0.000425594+0.00389456j 0.00730805-0.00192734j 0.012152+0.00433981j 0.00571372+0.011929j -0.0201946-0.0186105j -0.00316491-0.00695824j -0.00259197+0.0107892j 0.0288172+0.00922506j 0.00268408-0.00267052j -0.0191876+0.00270488j -0.00632831+0.0185657j 0.0275472-0.00167564j 0.00737436-0.00604083j -0.0136569+0.00551997j 0.0171575-0.00276147j 0.0167631+0.0129302j 0.0242817-0.0142944j -0.00984859+0.010397j 0.0147042+0.0222398j 0.00712807-0.0260715j 0.0182953+0.00239573j -0.0148766+0.0241417j 0.0102109+0.00676907j -0.00033095+0.00705062j -0.00752478+0.00249071j 0.00756342-0.0173872j -0.00895726-0.0138236j -0.00123179+0.0122759j 0.0084248+0.00631319j 0.00534499+0.00544333j 0.0218972-0.0132338j 0.00574692-0.0106579j -0.0139-0.00344964j -0.00755541+0.00565743j -0.0411777-0.0135967j -0.01956+0.00221589j 2.84956e-05-0.0024088j -0.00214597-0.00502743j 0.0110339+0.029846j 0.0186166+0.00259254j 0.0139114+0.00362794j -0.00687305+0.0201709j 0.000460319-0.0144874j 0.0110451+0.0207169j -0.00625495-0.00928415j -0.011824-0.00498369j -0.0349731-0.00666874j 0.0179068-0.00768703j 0.0067579-0.0171409j 0.00620599+0.013504j 0.00846334+0.0025166j -0.0225167+0.00776152j -0.0174037+0.0137335j -0.00584591-0.0131387j 0.0269332+0.015367j 0.0135433-0.00512583j 0.0293284-0.000509863j -0.00136025-0.0199857j 0.0168462+0.0168748j -0.00352612+0.00574154j 0.0162427-0.0297261j 0.00411321+0.00551806j 0.00458608+0.0117981j -0.0218947-0.013589j 0.000227381+0.00781436j -0.0102322+0.016003j 0.0164015-0.00492765j -0.025622+0.0132787j -0.0187385+0.0060572j -0.0189188-0.0116632j -0.00281768-0.000238617j 0.00689012+0.0412262j 0.00918484-0.00918136j 0.0296289-0.0069391j 0.0143801+0.00765866j -0.0139801+0.00993679j 0.00135155-0.00935897j -0.0105138-0.000144238j 0.000185663-0.0190692j 0.0262587+0.00766192j 0.0302667+0.00351966j 0.0112895+0.0157333j 0.0083777+0.0027861j -0.00862897-0.000270842j 0.0113008+0.00444458j -0.00868374+0.00967824j -0.01139+0.0110249j 0.000118926+0.0152201j 0.0133262+0.0126292j -0.00115994-0.0229992j -0.00237405-0.0170441j -0.00613796+0.0119441j -0.00725702-0.0131152j -0.0184025+0.00325149j -0.00267546-0.00869946j -0.000250542-0.00793673j -0.00191529-0.00102952j 0.0016188+0.00199429j 
0.000921717+0.0019076j 0.000465922-0.000212797j -0.002507+0.00576829j -0.00266869-0.0103213j 0.00752963+0.0328471j 0.00361431-0.0133676j -0.00167901-0.00272804j -0.00785629-0.0288599j 0.0100974-0.0183624j 0.0203297-0.000423534j 0.0101215-0.00132374j -0.0290864-0.0246157j -0.0246556+0.00186579j -0.00190603+0.007508j 0.0130787+0.019611j 0.00958337-0.0212391j 0.00196767-0.0116622j -0.00358902-0.00140114j 0.00670956-0.0253931j -0.011807+0.00121254j -0.0201498+0.0137305j 0.00165525+0.00616756j -0.0292492-0.0266767j -0.0122265+0.00361334j 0.00674156+0.0324069j -0.0131148-0.000484818j -0.0106356+0.0274688j -0.00270629+0.0148106j -0.00416305+0.0119482j 0.0137611+0.00321343j 0.0117507-0.0081649j 0.0147301+0.000772069j 0.0167221+0.0180883j 0.0131901+0.00500777j -0.00165975+0.0197745j -0.000327704+0.023984j -0.0197517+0.00227186j 0.0040947-0.00124295j 0.0129062+0.00258557j -0.00393364-0.00984695j -0.000496202+0.00546973j -0.00295522-0.0250306j -0.00526744+0.0489452j -0.00169464+0.001251j 0.00797357-0.0159063j 0.00528508+0.00279431j 0.00925786+0.00598203j -0.0288192+0.00155467j -0.00121602+0.0300428j -0.00240483-0.0165795j -0.00654137-0.0255283j -0.0290674+0.00218866j -0.0308305+0.0202035j 0.000689409-0.0073675j 0.00438475+0.0153576j 0.00437759-0.00283853j 0.00292112+0.0112116j -0.0159827-0.00468127j -0.0018076-0.0139066j -0.0335382-0.000197208j -0.0172126+0.0348913j -0.000836093+0.0117463j -0.0347802-0.00526286j 0.028741+0.00249959j 0.0249083+0.0172889j 0.0101222-0.0133813j 0.0249346-0.0100738j 0.0145662+0.0159733j -0.01079+0.00716338j 0.0274446+0.00822442j -0.0174147-0.0151123j -0.0101465+0.00623646j 0.00079279+0.0114597j 0.0291052-0.0112378j 0.0113947-0.0297005j -0.0153974+0.0194165j 0.026634+0.0158017j -0.00335164+0.0261086j -0.00688905+0.015445j -0.0143462+0.0225877j 0.000811793+0.0120289j -0.0368959-0.0283019j 0.00916668-0.000428852j 2.31944e-05-0.0241382j -0.0146505+0.00209526j -0.0147253-0.00841514j -0.00662608-0.00245457j 0.0129593-0.0317798j -0.0167171-0.0300159j -0.021953-0.0123304j 0.00595643+0.0195222j 0.00202975+0.00804844j 0.000275008+0.00815697j 0.0350881+0.00429443j 0.00458526+0.0170547j 0.0089083-0.00469435j -0.000104409+0.000528973j -0.00609847-0.000562528j 
-0.00101053-0.0025624j -0.0103841+0.00327759j 0.00889636-0.0040183j -0.00723716+0.0165669j 0.00275261+0.0243237j -0.00296632+0.0392182j 0.0124026-0.0184678j -0.0298458+0.0177652j 0.0154335-0.00319766j -0.0172683+0.000854606j 0.0119245-0.0166173j 0.00805812-0.00479298j 0.0102508+0.0329197j -0.00880115-0.0205112j -0.0101781+0.0380607j -0.0107745+0.0221278j 0.021182+0.0131061j 0.000170351-0.0124129j -0.0134176+0.0239318j -0.000354549+0.00641181j 0.019279+0.031819j 0.0169728+0.0360142j -0.0178316-0.0120648j -0.0073587+0.0251442j 0.0114424+0.0193214j 0.0165287+0.0181187j -0.00842592-0.011461j 0.00656454-0.0120887j 0.00520627-0.0106418j -0.00619746+0.0113287j 0.00179839-0.0187102j 0.0333343+0.0183972j 0.00559565-0.0153399j -0.000192122-0.00306605j -0.000970794+0.00210262j -0.0250717-0.0159286j 0.00417262-0.00417739j -0.00883396-0.006957j -0.00902477-0.0213307j 0.00883614+0.0183643j 0.0185846+0.00740506j -0.00713809+0.0511557j -0.00245776-0.0125387j 0.0191114+0.00216265j 0.00934018+0.0187281j 0.0351851+0.00941521j -0.00975196+0.0135277j -0.0114545+0.0216694j 0.00294471+0.00840384j -0.0122585-0.0105481j 0.0165396-0.00144551j 0.00636892+0.0105974j -0.0214297+0.0236873j 0.0110479-0.033764j 0.0058805+0.0157267j 0.00769665+0.00243117j -0.0115166-0.0162152j -0.0499755-0.0268351j 0.0417921+0.0377807j -0.0314363+0.00337766j -0.000101952+0.0291939j 0.026043-0.00244059j -0.0128551+0.0184359j 0.0245433+0.0238364j -0.033118-0.0147529j 0.028272-0.0101645j 0.0171421-0.0309186j 0.0277853-0.00543166j -0.0049445-0.00317808j 0.000128973+0.0343107j -0.0377033-0.02893j -0.0160473-0.0100995j 0.0187765+0.00487421j -0.0074895-0.022221j -0.00068385-0.0359634j 0.0335093+0.0343809j 0.00210313-0.00102092j -0.0134825+0.0288314j -0.0132456+0.0108545j -0.00667352+0.0379843j 0.000450896+0.0202114j -0.0101542+0.000119145j 0.0054014+0.0053839j -0.0230386-0.0320736j 0.00290533-0.0033802j -0.0496112-0.0212556j -0.00819033-0.010318j -0.00118499+0.00449958j 0.0205055-0.0138574j -0.0150448-0.0112355j -0.0105985-0.0286094j 0.00360218-0.00643494j 0.0041833-0.0141908j 0.0202252+0.0202241j 0.00763201-0.00140652j 0.00952339-0.0196153j -0.00143502+0.00605867j -0.0116925-0.000502844j 
6.10391e-06+0.00122659j -0.00573045+0.000888686j 0.00561388-0.00246081j -0.00058911+0.00640255j -0.0132547+0.0322234j -0.0105873+0.0311657j 0.00446609-0.00182893j -0.023042+0.0121742j -0.00679345+0.00691806j 0.0152911-0.00555519j 0.0194721-0.00954783j -0.00297604-0.00322166j -0.016111+0.0112803j 0.0128248-0.020177j -0.00998749+0.00605996j -0.00157078+0.0152269j -0.00472182+0.0200391j 0.00959807-0.0181859j -0.0213528+0.0105991j 0.024339-0.0010047j -0.00576957+0.0404145j 0.014838+0.0329872j -0.0215274-0.00842441j -0.0153617+0.0143571j 0.0187309-0.00574005j -0.0107137+0.0164003j 0.00152793-0.0198206j -0.010412-0.0174479j -0.0111548+0.0066674j 0.00633882+0.0104126j 0.0127007+0.00569647j -0.000318172+0.0229593j -0.0102878+0.0127853j -0.00126774-0.0292524j -0.0163538+0.00130803j -0.0246508+0.017837j -0.0113545+0.00752778j -0.0101149-0.0247677j -0.0313042-0.0141703j -0.0260986-0.016591j 0.0186083+0.0034876j 0.0171032+0.000578451j -0.0013858-0.0190509j -0.00928006-0.00754349j -0.00318916+0.00726653j -0.00497274+0.0115539j 0.00697516+0.0212264j 0.0219418-0.0103149j 0.00614604-0.0241242j 0.0100513-0.0249881j -0.00851907-0.00908671j 0.0194607-0.0128213j 0.027121+0.00999221j 0.0175484-0.0169924j 0.00272153-0.0129345j 0.00294058-0.00609223j 0.00946075+0.0232013j 0.000916245-0.00613065j 0.0129845+0.0266359j -0.00826916-0.0267937j -0.00184809+0.00232578j 0.00906209-0.0200824j -0.0155341+0.00994794j 0.024592+0.0402287j -0.0311658-0.00572717j 0.0179249+0.0175511j 0.00272295-0.00238349j -0.00243005+0.00184423j -0.0138298+0.00856228j -0.00907761+0.00800196j -0.0226274+0.00536069j -0.012712-0.0125728j -0.00214038-0.00764903j -0.0274128-0.000903349j -0.0040919-0.0202877j 0.0572792+0.00720771j 0.00248269+0.0217416j 0.00693476+0.0386936j -0.0185144-0.00263511j -0.000999201+0.00449809j -0.00663711+0.0171312j -0.026649+0.020848j -0.0140175-0.00340627j -0.0115288-0.0105346j 0.0283285-0.00933777j 0.00200516-0.0143211j 0.0307367-0.0189509j 0.00258046-0.000818164j 0.0277896-0.030909j -0.00179305-0.00822255j -0.00938177-0.00566008j 0.000939806-0.00964777j -0.00928083-0.012821j 0.00388276+0.00696035j -0.0121167+0.00673755j -0.0219774-0.0187155j 0.00506482+0.00293287j -0.00119223+0.00506167j 
-0.00412204-0.00276728j 0.00619403-0.00193908j 0.00866502-0.00102524j 0.00245783+0.00354967j -0.00532031-0.0321985j 0.0192079-0.0292261j 0.0147698+0.0151471j 0.0046415+0.00712154j -0.00168823+0.0115953j -0.0223301+0.0113989j -0.022359+0.00528917j 0.0400217-0.00823999j 0.00600729+0.00973533j -0.00873687-0.00747357j -0.0164878-0.00994701j -0.000981005-0.0239596j -0.00129029-0.0160362j 0.00139725+0.0195356j 0.0175249-0.0055425j -0.0268879-0.0165073j -0.0130266-0.0284042j -0.000221095-0.0149869j 0.00876781-0.0141531j 0.0173642-0.0170493j -0.00184972+0.0262662j 0.00976136-0.00989676j 0.00509476-0.00833882j -0.013966-0.0310699j 0.000831738-0.0066941j -0.00255682-0.0178906j -0.00702628+0.00548394j 0.0154763+0.00788671j -0.0237812-0.00673144j -0.0076371-0.00948873j -0.00772701-0.00147162j -0.00360692-0.0307589j 0.00723569-0.00390203j 0.0155142+0.00923068j 0.0177919+0.000151169j -0.0166942+0.00630443j -0.00993659-0.0198968j -0.0143091-0.0252605j -0.0187624+0.00747841j 0.000173052+0.0017053j -0.013676-0.0141197j 0.0337549-0.0149142j -0.00807014-0.041624j -0.0140857+0.013671j -0.0400694+0.0366478j -0.00382822+0.00015137j 0.0149763+0.00842311j -0.0095935+0.0220709j -0.0263127+0.0190711j -0.00596639+0.00438102j -0.0140133+0.0123038j 0.00269821-0.0225807j -0.00106685+0.016216j -0.0183295+0.00925456j -0.0155737+0.00239094j -0.000181656+0.0314801j 0.00291905+0.00721599j 0.0124867-0.0125728j 0.0120078-0.028234j 0.0239402-0.0429662j 0.0264303-0.00464433j -0.0201874-0.0104673j -0.0323601+0.0124934j 0.0260572-0.0173115j 0.0256827-0.00449919j 0.0332974+0.0184001j -0.00680192+0.0122163j -0.0102705-0.00317975j -0.00836171-0.0160739j -0.00779618-0.0189333j -0.0304939+0.0289623j -0.045364-0.00105189j -0.00301423-0.039043j 0.00889369+0.0153432j 0.00828371+0.00832877j 0.0145885+0.00741833j 0.00288453+0.0152265j 0.0108063-0.00732718j -0.0174783+0.0195869j 0.00149405-0.00471278j -0.0111112+0.0183091j -0.0139127+0.00667873j -0.00561788+0.0137458j -0.0058845-0.00333279j -0.0159456+0.0326246j 0.00802256+0.0040735j -0.0109434-0.00709913j -0.0189133+0.0252976j 0.00272798+0.00745906j -0.0147752-0.0136326j 0.00488069-0.020453j 0.00370748+0.00186528j -0.00734899-0.00461809j 0.00649789-0.00568104j 
0.00619683+0.00378829j 0.00301961+0.000289676j -0.0166464-0.00117831j 0.00923697-0.00904016j 0.012391-0.00665419j -0.00536905+0.000531664j -0.00986613-0.00354309j 0.0115763-0.0286798j 0.0185741-0.0081277j 0.0181999-0.0124113j 0.00453444+0.0125114j -0.0560254+0.0109195j -0.00995886-0.0127225j -0.0036152+0.0337803j 0.00874438-0.00500444j 0.0172102-0.0318294j 0.000416969-0.0194842j 0.00147469+0.000610543j 0.00797124-0.0174135j 0.00785476-0.000618566j 0.00219974-0.00625315j -0.00669767-0.0105221j -0.0197819+0.00931538j -0.0078601-0.00263803j -0.013938+0.0106865j -0.0102723-0.0196139j 0.00780051-0.00872112j 0.00222453+0.0124185j -0.00558843+0.0181308j 0.00602875+0.0152093j 0.0153024-0.00325454j -0.0269402+0.0039797j 0.0207484-0.0023429j 0.00942377+0.0333719j 0.00837641+0.0132302j 0.00778823+0.00811014j -0.0180636-0.00577846j 0.0167784+0.00828735j 0.00815559-0.0251164j 0.0310168+0.000731578j -0.0157773+0.0283524j -0.0198713-0.0261331j 0.00354278+0.017347j -0.0105417-0.00253269j 0.0270322+0.0113719j 0.0253417+4.44153e-05j 0.00437421+0.00875932j -0.0114482-0.0120016j 0.0139405-0.0171723j 0.00726209+0.00196907j 0.0160582+0.00573413j 0.00456256-0.00712545j -0.0176135-0.017396j -0.0205188+0.0342991j 0.00681808-0.0099748j 0.000298187+0.0134453j 0.033329+0.00440541j 0.0216233+0.0168826j -0.000266414-0.0425305j 0.0188565+0.00110355j 0.000816688-0.0132531j -0.00424893+0.00654573j 0.0116776-0.00103546j 0.00345508-0.0114515j 0.0326568+0.00825993j 0.0061951-0.0153191j 0.0123613+0.0202072j -0.000516261-0.000463784j -0.00231408+0.00020735j 0.00636042-0.0499353j 0.000891504-0.0228629j -0.0127334-0.0177436j -0.00158607+0.0290924j 0.0265017-0.0149529j 0.0259123-0.0234343j -0.0171773-0.00644618j -0.00928551+0.00461529j -0.0014643+0.014072j -0.0177208-0.0240902j -0.00523794-0.047173j -0.0329155-0.0292215j -0.0137501+0.00625943j 0.0285347-0.00582253j -0.00121931+0.0281315j 0.000604273-0.01142j 0.0237075-0.00802374j -0.0111342+0.00438546j -0.00365922-0.00832905j 0.00754797-0.0155999j -0.00743547-0.00487786j -0.00415892+0.00262459j 0.019893-0.0181316j 0.0122761-0.0173597j 0.0397895-0.00419892j -0.0118047-3.94052e-05j 0.0331545-0.00438276j -0.00527923+0.00113247j -0.00956395+3.2302e-05j 
0.00281505+0.000449292j -7.48739e-05-0.00145166j -0.0010397-0.000602774j 0.00538911+0.00686446j 0.00457092+0.000282413j -0.00448594+0.00878564j -0.000725496+0.00516372j 0.00945121+0.0125111j -0.00558968-0.0118981j 0.00229467+0.00431532j 0.00482666-0.00621163j 0.0125899+0.00729113j -0.0102233-0.0127428j -0.00335285-0.00449507j 0.0102748-0.0233459j -0.00746213+0.014761j 0.0069884+0.00400826j -0.00108826-0.00989993j -0.00338626+0.0247358j -0.0183284-0.0238295j -0.0127596-0.00114356j -0.0114172+0.0128322j 0.0219262-0.00365528j 0.00851077+0.00718155j 0.00910068+0.00272934j 0.00741487-0.0202742j -0.0179372-0.0283301j 0.0139078-0.00884812j 0.0140961+0.0269917j 0.0203291+0.00867104j -0.00647977+0.0199219j 0.00679916+0.0140498j 0.0277657-0.00577641j -0.0211941-0.00422802j -0.00348499-0.0106792j 0.00950742-0.010288j 0.0208027-0.000420106j -0.0155542-0.00153353j 0.0184508+0.0191811j 0.00580039-0.0166167j -0.00984121-0.0024151j -0.0166826+0.0269442j -0.00509043-0.005258j 0.00138568-0.0285687j -0.0141377-0.00574589j 0.0183333+0.000461396j -0.00491783-0.0201243j -0.0127373+0.0263085j -0.000568852+0.0160924j -0.000272497-0.0129084j -0.0111761+0.00150833j 0.00649376+0.00436047j 0.00358848-0.0247447j 0.00208155-0.02129j 0.000145989-0.0150906j 0.0247808-0.0278833j 0.0234528+0.0240361j 0.02897-0.00156229j 0.0328683+0.00959568j 0.0059507-0.0121034j -0.0107297-0.0215025j -0.0036047-0.00588856j 0.0129649-0.00220415j 0.0113456+0.0256882j 0.00281374+0.00485137j 0.0104366+0.0118218j -0.00260293+0.00847239j -0.00788357+0.0147876j 0.00226412+0.00123013j -0.0231436+0.00243545j 0.0130719+0.0147211j 0.000610819+0.0198708j 0.014123+0.00189806j 0.0062397-0.00801486j 0.0182336+0.00595205j 0.0107856+0.0253749j 0.0176158-0.0235001j 0.00125959+0.00941186j 0.00538818-0.0356544j 0.027797+0.00692126j 0.0203686+0.0341996j 0.00823901+0.03327j -0.0105115+0.009426j -0.0237377-0.00817708j 0.0225308-0.00600241j -0.0222447-0.0112622j 0.011831-0.00966075j 0.0075288+0.0207757j 0.0143228-0.0177007j -0.00895237-0.0156944j -0.0131562-0.0202269j -0.0127382+0.00740526j 0.012386-0.0212084j -0.00571187+0.0117195j -0.000652661-0.00337274j -0.00375237-0.00740719j 0.000493899+0.00116108j -0.00178233-0.000278247j 
