-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
0.00224382+0.000426347j 0.00336635+0.00402471j -0.00196059+0.000722838j -0.00286192-0.00238418j -0.00236235-0.00552053j -0.00321534-0.00619648j 0.00510768+0.000746537j -0.00137811-0.00167008j -0.00329185-0.00115145j -0.00227344-0.0039324j 0.00158426+0.00822366j -0.000526291+0.00520882j -0.00460689+0.00781453j -0.00353081-0.00517589j 0.00587011-0.00183864j -0.00944647+0.00259444j -0.00376078+0.013247j 0.0104637+0.00212506j 0.00591731-0.0107163j 0.00493151-0.0044806j -0.00422803+0.000973896j -0.00857019+0.0078416j 0.00618309+0.00891032j 0.00118909-0.0168483j -0.00772835+0.000578348j 0.0123361+0.00161027j 0.0154572+0.0052489j 0.000147622-0.00753318j -0.0117749-0.00459513j -0.000519276+0.0074571j -0.003495+0.0191602j -0.0101196-0.00204102j -0.00319316-0.00813906j 0.000137741-0.00170555j 0.00283747+0.00118335j -0.00414631-0.00404768j 0.000891181+0.00025768j 0.00164355-4.81907e-05j 0.00597666+0.00400137j 0.00451141+0.00833603j 0.000810618-0.00839512j -0.00615624-0.008172j 0.0038325-0.00967305j 0.00355395-0.00632712j -0.00176168-0.00667525j -0.00137058+0.00390296j -0.00234+0.00888346j 0.000594926-0.0085676j -0.00879801-0.0014291j -0.00303833-0.0035376j -0.00491399+0.00524863j 0.00371878-0.00667069j 0.0077941+0.00934195j -0.00464349+0.0036533j -0.00998666-0.0056919j -0.0134282+0.00480036j -0.00650556-0.00273651j -0.0065631+0.00855868j 0.011163+0.000115161j 0.0104842-0.00856249j -0.0115425+0.011706j -0.00485622-0.00442224j -2.71625e-05+0.0145436j -0.0163297+0.010987j 0.000662582-0.00779686j 0.00639903-0.00198885j -0.00560209+0.000671743j -0.00184974+0.000592473j 0.00296355-0.0022785j 
-7.67062e-05+0.000378883j 0.00376882+0.00241825j 0.000617257-0.00122242j -0.00156581-0.00305836j -0.00336762-0.00406559j -0.00480159-0.00555603j 0.000772402-0.00137543j -0.00562764+0.000852349j -0.00176866-0.00693803j -0.00726225-0.00528452j -0.000854755+0.00181421j -0.000658429+0.00185206j 7.70383e-05-0.00173696j -0.00320151-0.00216579j 0.0067475-0.00146461j -0.000811653-0.00162866j -0.00356354-0.00961954j -0.00494329+0.0151304j -0.00160253-0.0152523j -0.00382333-0.00457219j -0.00293042+0.00026778j -0.0121186-0.00678663j -0.00718993+0.0065005j 0.0120723+0.0130358j 0.00779269-0.000912609j -0.00108915+0.00151854j 0.00376783-0.00425962j 0.00272776+0.00494385j 0.0150273+0.00810537j -0.00475961+0.00379308j -0.0126357+0.0123591j 0.00302586+0.0049771j 0.00442134+0.00875004j -0.00554378-0.0017755j -0.00564597+0.00984828j 0.000665969-0.00422073j 0.00319116+0.00322146j 0.0025664+0.013404j 0.00529003-0.00109612j -0.00328106+0.005713j 0.00672317+0.0036457j 0.00634864-4.73947e-05j -0.00190845+0.0067357j -0.00518437-0.0105797j -0.000932033+0.00394509j -0.00891236+0.00110682j 0.00622012+0.000982261j -0.000763697+0.00776626j -0.00648847+0.000501433j -0.0056842+0.00478837j -0.00259678+0.00174044j -0.000579495+0.000447051j -0.0102873+0.00228471j -0.000730892-0.00323802j -0.00556976+0.0143533j -0.000485934-0.000818479j 0.00360196+0.0131998j 0.000433313-0.00301659j -0.0120341+0.00223773j -0.00643007+0.0090988j 0.00751328+0.0133517j 0.00166534+0.00170015j -0.0178725+0.0176864j 0.00837118-0.00502404j 0.00483287-0.00415048j -0.00130357-0.00194831j 0.00100053+0.00123214j 0.00381787+0.000659428j 0.00437342-0.00116929j 
0.00923852+0.00424076j 1.07484e-05+0.00133397j 0.00456372-0.00491709j 0.00781475-0.00220366j 0.00459224+0.00286711j 0.00112167+0.000496191j 0.000256839-0.00424446j -2.5451e-05-0.00883912j -0.00145434+0.00642288j -0.00260467-0.000993198j 0.000158474+0.000659399j 0.0100428-0.00443978j -0.00427037+0.0219251j -0.0114028+0.00535962j 0.00654996-0.00534244j 0.00257803+0.00705513j 0.00109043-0.00516544j -0.000121516+0.00456009j 0.00272499+0.00543022j 0.00239888-0.00531649j -0.00468076+0.00629693j -0.00295121-0.010331j -0.00400642+0.00466193j -0.00815142-0.00914308j 0.00698055+0.00527162j -0.00139333+0.00550815j -0.00161439-0.0240011j -0.00802331+0.00915652j -0.000564172+0.00576568j 0.00626754-0.00575463j 0.00145913+0.00491728j 0.0112675-0.00719024j -0.00679891+0.00372827j 0.00226481+0.0140081j -0.00557164+0.00734115j -0.0108209-0.00974872j 0.000982622-0.00699193j -0.00410492-0.0194122j 0.0109851+1.31218e-06j -0.00393541+0.00301124j -0.00735143+0.00612252j 0.00190738+0.00610801j 0.00343766+0.00300999j 0.000547234+0.00653196j -0.000311773-0.00599125j 0.00139474+0.0051145j 0.00292712-0.00449595j 0.00417429-0.00747191j 0.00269916-0.00178107j 0.00386423+0.00428241j -0.0012807+0.000610814j -0.000483227+0.00259257j 0.00437808+0.00197872j 0.0031794+0.00115696j 0.00294648-0.00306062j 0.00239131+0.0134294j -0.000839688-0.00452559j -0.0034931+0.00251706j 0.000239933+0.00375166j -0.000848699-0.00608787j 0.00172878-0.00103601j 0.00749447-0.00147828j 0.00210384+0.00321293j -0.00248173-0.00232822j -0.00984398+0.0093612j 0.00224916-0.00770238j 0.006917-0.0042818j -0.00617205+0.00156719j 0.000500795-0.00220258j 
-0.000562074-0.000772565j -0.00023254-0.00100097j -0.00139737-0.0010913j -0.000300196+0.000740045j 0.00397129+0.000261015j -6.22717e-05-0.00148439j -0.00765748+0.00169742j -0.000744255-0.00142678j 0.0103456-0.000761268j -0.0059102-0.00210435j -0.000921282+0.00114644j 0.00427489+0.00720059j 0.00240359+0.00520919j 0.000256088-0.00146621j 0.0121769+0.0110429j 0.00647759+0.00867438j -0.00755786-0.00778408j -0.00119918-0.00757413j 0.0191719+0.00699399j -0.000234281-0.00682867j 0.00640448-0.0040465j 0.00567005-0.0204859j 0.0102245+0.00489635j -0.0032564+0.00533872j 0.00425469+0.0122091j 0.000781145+0.00924582j 0.00403495+0.00446045j -0.000365782-0.00529983j -0.0117693-0.00488399j -0.00674944-0.00939814j -0.0076189-0.026416j -0.00760988-0.00697119j 0.00692154+0.00966356j -0.000134525+0.0064998j -0.000169567+0.00217852j 0.0087159+0.0094597j 0.00451005-0.00541561j -0.00522598-0.00230983j 0.000501451+0.00165456j -0.00023557+0.00460999j 0.00512929+0.0034537j -0.00216621-0.00897757j 0.00280156-0.00671095j 0.00355324-0.00766746j -0.00210404-0.011528j -0.00928361+0.0020704j -0.000525584+0.00205684j 0.0075886-0.00247848j -0.00788728+0.00014104j 0.00100333-0.00866353j -0.00634607+0.000484594j 0.00240915+0.00150508j -0.00478362+0.00904476j -0.0042963+0.00975832j -0.00597774-0.00321943j -0.0126022+0.00977146j -0.00561853-0.00481456j 0.000420104+0.00831659j 0.00785164-0.00634788j 0.00864752-0.0119981j -0.00699458-0.00353061j -0.0074118+0.00399623j -0.00454525-0.000177344j -0.000274658-0.0098035j 0.00508356+0.00374873j -0.00182686-0.00307597j -0.000838345+0.00174563j 0.0031069+0.0017694j 0.00545476+0.000886002j 
0.00133168-0.00175514j 0.00128211-0.00620603j 0.00405921-0.00229387j 0.000407383-0.00588807j 0.00193957-0.0100692j 0.000756286-0.00484784j -0.00558832-0.00597457j 0.00208352-0.00245979j 0.000320551+0.000806189j 0.00625486-0.00612564j -0.00306517-0.00660071j 0.000151374-0.00132618j 0.00715658-0.00855058j 0.00331004+0.00170603j -0.000285778+0.00292264j -0.00303392+0.00598857j -0.00196995-0.00628166j -0.00450151+0.00288537j 0.0107358+0.00143812j -0.0111612-0.00516691j 0.00298475-0.00348968j 0.00232595+0.00644091j -0.00585567+0.00646287j 0.00699863+0.00553998j -0.0170942-0.00399913j -0.00749747+0.0116888j 0.00592388+0.00100942j -0.00602629-0.00364762j -0.010143-0.00518527j 0.000457154-0.00452892j -0.0108965-0.00373117j -0.00192809+0.0087766j 0.00676546-0.00425537j -8.77613e-05+0.00446456j -0.0115623+0.000746664j -0.00466812+0.000732554j 0.0071485-0.00714333j -0.00863265-0.0051748j 0.00762057+0.00093801j -0.0106591+8.48304e-05j -0.0038807+0.00249709j -7.47697e-05+0.0137802j 0.00279733-0.00078405j 0.00206479+0.00327426j -0.00523485-0.00371367j 0.000486276-0.000906068j -0.0100548-0.00884333j -0.00615661-0.00704946j 0.00252864+0.000930117j -0.00555808-0.00112523j 0.00734166-0.000945881j -0.00136291+0.00714782j -0.00732444+0.0025374j -0.00287224-0.0177749j -0.00702539-0.00234757j -0.0124745+0.0106909j -0.00285231-0.0100379j -0.00627704-0.00780604j 0.00212959+0.00620179j 0.00238439-0.00150158j 0.00464765+0.0054071j 0.00288363-0.0130646j 0.00361542-0.014108j -0.00165058-0.00418631j 0.000199542-0.012333j -0.00172024-0.00482904j -0.00691651+0.00702614j -0.0010336-0.0022767j -0.00215121+0.00255838j 
0.00212285-0.000893704j -0.000952097+0.00110763j 0.0024283+0.00435411j 0.0038682+0.00251143j 0.00392301+0.000313706j -0.00463253-0.00301251j -0.0068114+0.00199023j -0.00065601-0.00165023j -0.00127102+0.000335077j -0.000538834+0.00214424j -0.000359689-0.000259066j -0.00685694-0.0033711j 0.000789828+0.000442611j 0.00219191+0.0045814j -0.00309417+0.000733903j -0.00182976-0.00494095j -0.0141417-0.0131319j 0.0160003+0.00976724j 0.000211836+0.0140792j 0.00540203+0.000484595j 0.00445734+0.00328955j 0.00271079+0.00850499j 0.00182236+0.0134159j 0.00231797-0.00913766j 0.000822606-0.0113616j -0.00182061+0.0141456j -0.0166213+0.0124462j 0.00566715-0.000961142j 0.0105447-0.0250797j -0.0129533+0.00335786j 0.00410763+0.000342196j -0.00772817-0.0194474j 0.0122245-0.00254975j 0.00917826+0.00496595j 0.0130841+0.00584245j 0.00208852+0.00151905j -0.00799828+0.00136896j 0.00187861-0.0012252j -0.0111322-0.000125076j 0.00379268+0.00231778j 0.00326946+0.00687043j 0.00519715+0.0101093j 0.00354873+0.00927471j -0.00233372-0.00198853j -0.00594022-0.000642164j 0.00777433+0.00480277j -0.000265951-0.00212182j 0.00458686+0.0124032j 0.000245848-0.00361489j 0.000964186-0.00398327j 0.00259689-0.000853304j 0.00153662+0.0129978j -0.00241109+0.00427574j -0.000391487-0.00430162j -0.00152236-0.00314146j -0.00389174-0.00250044j -0.00827403+0.0139478j -0.000115662+0.000156976j -0.000138237+0.00392675j 0.00701103+0.00478565j 0.00371165-0.0103906j -0.00182003+0.000366701j 0.000735156-0.00106648j 0.00200827-0.00572697j 0.00189459+0.000231219j -0.00132451-0.00268718j -0.000409568-0.00234734j -9.12593e-06+0.000907473j 0.000543194-0.00171811j 
0.00530817-0.000703674j -0.000291681-0.000262557j 0.00174337-0.000973216j 0.00261926-0.000476315j 0.000845226-0.00118578j 0.00020199-0.00208407j -0.00136695+0.0013005j 0.00091857-0.00215495j -0.00640913-0.00115913j 0.00249236-0.000935504j -0.000403856-0.00346646j -0.00103897-0.0108747j 0.0150107+0.00928554j -0.00341734+0.0119766j -0.00116587-0.00375589j 0.00934239+0.00279372j 0.00875812+0.00960203j 0.000415202-0.00781166j -0.0084768-0.0131531j -0.00771809-0.0129173j 0.00160772+0.00233787j -0.0120096+0.00375068j 0.00416485-0.0116959j -0.00728034+0.0177318j 0.00946738+0.00269265j 0.00372228-0.0110732j -0.0198596-0.0156888j -0.000290923-0.00943526j 0.0103069+0.0115869j -0.00864021-0.00144339j 0.00773796+0.000541256j -0.00321021+0.0135556j 0.0108418+0.00980837j 0.00677897-0.000382928j 0.0150562-0.000219719j 0.00358396+0.00198648j -0.0111344-0.0134154j -0.00474121-0.00405425j -0.00379892-0.00222495j 0.00570517+0.00791592j -0.00096727+0.00478321j 0.00149625-0.0013912j 0.00321908-0.00746102j -0.000757236-0.00763076j -0.0027713-0.00137823j 0.00693971+0.00477228j -0.00182104+0.00118444j -0.00285431+0.000894953j 0.00201349+0.00678442j -0.00396294-0.00582027j 0.00182521-0.00239143j -0.00139822+0.00998704j -0.00853394+0.00203161j 0.00286708+0.00268143j -0.0083971+0.00736862j -0.00894372+0.00438695j -0.00209799+0.00438903j -0.00327141-0.00282976j -0.000261723+0.00380631j 0.000440776+0.00105076j -0.00692624+0.0167733j -0.00201832+0.00158392j 0.00282925-0.00763871j -0.00296158-0.000156544j -0.00150683-0.00521528j -0.00106357-0.00770117j 0.000678929+0.00136821j 0.00119521+0.00220841j -0.000129026-0.00294797j 
-0.0021089+8.51252e-05j -9.83525e-05+0.00190753j -0.000776978+0.00306105j -0.0020774+0.00444971j -0.000794648+0.00132528j 0.00562462+0.006866j -0.00222228+0.00112116j 0.00311583-0.00642006j 0.00624109-0.000354815j 0.000297837-0.00391621j -0.000134708-0.00765496j 0.00204708-0.0109776j -0.00888594-0.00374395j -0.00589144-0.00632456j -0.00615514-0.00115247j -0.00104201+0.00313598j -0.00280118-0.00616451j -0.00224272+0.00405391j 0.00215187+0.0025519j 0.00244826+0.0120638j 0.00123039-0.005164j 0.00215923-0.00462882j -0.00155159+0.00381048j -0.00306793+0.00691756j 0.0130915+0.00265223j -0.00615875+0.00447053j -0.000597999-0.0117398j 0.00447713+0.00328761j -0.000139207+0.000209661j -0.0115213-0.00981478j -0.00322334+0.00305977j 0.00207417-0.00490249j 0.00234374+0.0119625j -0.00500306+0.0067113j 0.00540442-0.000462142j 0.0122084-0.00306415j -0.00724878-0.00706329j 0.0149287+0.00106831j -0.0031559-0.00689663j -0.000590767+0.000955289j -0.00385454-0.00868291j 0.000552556-0.00104748j -0.00659863-0.00805079j -0.00435649-0.00261196j 0.000319705+0.0035679j -0.00259775-0.0138592j -0.00305184+0.00665283j 0.000162976-0.00246818j -0.0083807+0.00623351j -0.00883517+0.0105067j -0.00290616-9.41868e-05j -0.00502311-0.0154946j 0.00302873-0.0049878j 0.00137236+0.00145614j 0.00055281-0.00672587j -2.99213e-05-0.00576035j 0.000263836-0.0246963j -0.00503379+0.000513486j 0.00081301+0.0193862j 0.00146289+0.000621382j -0.0167951+0.0186222j 0.00122928-0.0022018j 0.000432819-0.0148186j -0.00111675-0.00617111j -0.00458072-0.0118666j 0.00508105-0.00391098j 0.00543718-0.00188843j -0.00340944+0.00180152j 0.00164326+0.00120336j 
0.000603338-0.00121018j -0.00106072-0.00396667j 0.00207921-0.000583423j 0.00294665-0.000370575j 0.00323447-0.00344569j 0.00235501+0.00354286j -0.00351606-0.00476044j 0.00359385+0.00184403j -0.00259672-0.000390723j 0.0047839+0.00216528j -0.00100874-0.0130761j -0.0134044-0.0125053j 0.00205367-0.0047902j 0.00142539+0.000477987j -0.00716696-0.0104876j 0.00161745+0.00811421j -0.00595869+0.00101427j -0.00597299+0.00886072j 0.00579372-0.0132531j 0.00482425+0.0136274j 0.0018669+0.00925992j -0.000200829-0.0109881j -0.00665141+0.00464825j 0.00015791+0.0144907j -0.00698022+0.0029511j -0.00770098-0.0159884j 0.00290866-0.00935353j -0.00394008-0.00632932j -0.0120233-0.00331568j 0.00897095-0.00484869j -0.00136487-0.00327915j -0.00612664-0.0219323j 0.00806587-0.000503182j 0.000453584-0.00463697j -0.00320412-0.0100031j -0.0041371-0.0122818j 0.00266426+0.00233046j -0.00484457+0.00611863j 0.00515143-0.00787833j 0.00302486+0.00871417j -0.00275542-0.00507277j 0.00311305-0.00343292j -0.000426904-0.00815865j 0.0103644-0.00869766j 0.000973818-0.000401007j -0.000958142+0.0163834j 0.00172959-0.00131529j 0.000955589+0.00639806j -2.02099e-05-0.00299664j -0.00427638+0.00168501j 0.0050986-0.000385152j -0.000680155+0.00480596j -0.00142109+0.000807333j 0.00501045+0.0120059j 0.000706288+0.00952991j -0.00400514+0.00559085j 0.000639424+0.00731533j -0.00620788+0.0169351j 0.00156464+0.00602181j -0.00368973+0.00472297j -0.00459961+0.0028687j -0.00180678+0.0034026j 0.0030366-0.000734632j 0.000493598+0.000277646j 0.000240155+0.0109444j 0.000104872+0.00163507j 0.0021809-0.000526205j 0.00165672-0.00361844j -0.00271158+0.0014723j 
-0.00124408-0.000801492j 0.00169337+0.000670751j 0.00399696+0.00558796j 0.000584523+0.00602179j 0.000431396+0.00395563j -0.000553601+0.00168989j -0.00129237-0.00359671j 0.00331984+0.00201107j -0.00243231+0.00268468j 0.00108395+0.00290738j -0.00959968-0.00340738j -0.0136951+0.0171974j -0.0037506-0.00815928j 0.00328402-0.00434225j -0.0105562-0.000332593j 0.00450558+0.00779362j 0.00728326-0.0042333j -0.00365225-0.00173978j -0.0216886-0.018875j 0.00316509+0.00662039j 0.00484854-0.0069984j -0.00129694-0.00246364j 0.00535704+0.00102601j 0.0121362-0.00438578j -0.0024525+0.0282576j -0.0115948+0.0117968j -0.00811955-0.00956306j -0.00499957+0.00219466j 0.0186708+0.0133105j 0.00343979-0.00425617j 0.00196689+0.0070772j -0.00147256+0.000476281j -0.0037345-0.00161081j -0.0122395+0.00483641j -0.000617465-0.00213201j -0.00219059-0.00365019j -0.00408741+0.00704396j 0.0072384-0.00363117j -0.0105389+0.00707619j 0.00573696+0.00581313j -0.00167313+0.00946739j -0.00384528+0.0022902j -0.00322345+0.000591842j -0.00339404-0.00439437j -0.00296393-0.00669982j -0.00291087+0.00383417j -0.00105037-0.00173663j 0.00677976-0.00948821j 0.00681101-0.00390558j -0.00270253-0.00315566j 0.00422165+0.000234883j 0.00729316-0.004666j -0.00420928+0.00470409j -0.00562785-0.00265377j -0.00250418+0.00945857j 0.00119923+0.00659612j -0.00214041+6.24168e-05j 0.000238755+0.00953851j 0.00334281-0.00121768j 0.00212586-0.0075386j 0.00334786+0.00130123j -0.00620733-3.4677e-05j -0.00174129-0.00565621j -0.00296848-0.00341996j 0.00429316-0.00518866j -0.00383178+0.00540953j -0.00137883-0.00471134j 0.00137197-0.000188833j -0.000251484-0.00122087j 
0.000557508-0.001518j 0.00149676-0.00191377j -5.17068e-05-0.00317545j -0.00402673+0.000106549j -0.00438528-0.000341176j -0.00182912+0.00256057j 0.00497435+0.00318293j 0.000734624+0.00342054j 0.00138712+0.00282917j 0.0045659+0.0062666j 0.00893212+0.00592209j 0.0183048+0.00468765j -0.00550284-0.00753514j -0.00166675-0.0121479j 0.00274087-0.00792318j -0.0108749-0.000357179j -0.00976997-0.00115672j 0.00672937-0.0133203j 0.00717097-0.0126544j -0.00552008-0.000313797j -0.00904344-0.0110652j 0.00608113-0.0105674j 0.0051346-0.00106707j -0.013958-0.00668612j -0.00910857+0.0191884j 0.0140591+0.00977698j 0.00142853-0.00275282j 0.00414952-0.000398733j -0.00928539-0.00254066j 0.0103902-0.00043009j 0.0095881+0.00174662j 0.000617607+0.00322318j -0.00890826+0.0017742j 0.00331617-0.00540195j 0.00849605+0.012155j 0.00785919-0.00216007j -0.000319356+0.00336256j 0.00290724-0.00734732j 0.0036007+0.00601165j 0.00154092+0.00478829j 0.00208424+0.00345093j -0.00101921+0.00935083j 0.00185846-0.00505673j 0.000878889-0.0102904j 0.0104955+0.00758634j -0.00248502+0.0106985j -0.00230843-0.00630085j 0.00071586-0.00319904j -0.00346669-0.00743672j -0.00768409+0.00437532j -0.00041628-0.00727994j -0.000304791-0.00211293j -0.000913256-0.000958367j 0.00142169-0.00142738j -0.000553494+0.0109383j -0.0032553+0.0116081j -2.28033e-05+0.0119373j -0.00356594-0.00131233j -0.00294881+0.0158983j -0.00402657-0.00763128j -0.00551731-0.00419055j -0.00769675+0.00373852j 0.00160318-0.00775865j 0.000431404-0.000568741j -0.00127134-0.00199044j 5.16118e-05+0.000394523j 0.00288436+0.000196084j 0.00174947+0.000280354j -0.00428541-0.00162059j 
-0.00373893-0.00220016j 0.000457246-0.000895414j -0.00238796+8.27483e-05j -6.86924e-05-0.00508714j 0.00371556-0.00753362j 0.00193969+0.00197324j 0.00167131+0.00184228j -0.00153284-0.00210681j 0.00453212-0.00378719j 0.0038059-0.00279239j -0.00277658-0.00176925j 0.0114011-0.00182593j 0.00339941-0.00724332j -0.00415551-0.00706725j -0.00533382-0.0128808j 0.00596424-0.006232j -0.0060526+0.00386747j -0.019028-0.000506106j -0.00879149-0.0192164j -0.0034258+0.00797542j -0.0141687-0.00728092j -0.0200492-0.00178354j -0.00200967-0.00873956j -0.00656627-0.0107573j 0.0329261+0.00780057j 0.0119201+0.00508256j -0.00366518-0.00233146j 0.00205187+0.00754321j 0.00125388+0.00691764j -0.00562649-0.00461541j -0.0178561+0.00171658j 0.00117924-0.00648523j 0.00507253-0.0125345j 0.0131519+0.00688589j -0.00344344+0.000882413j 0.00369917-0.00266826j 0.00472551+0.00169573j -0.0111106-0.00345071j 0.00332879+0.00363977j -0.00210422-0.000953447j -0.00160263-0.00484198j 0.00295289+0.0059054j -0.00236226-0.00395709j -0.000998418-0.000696434j -0.00440606-0.0100996j 0.00256818+0.0048144j -0.00441905-0.00269813j -0.00585445-0.00305748j 0.000215399-0.00301152j -0.0029674-0.00380901j -0.00418542+0.00714009j -0.00411932+0.0053387j 0.0060584+0.0083826j 0.00156209-0.000330534j 0.00673213-0.0130779j 0.00430307+0.0114303j -0.000734819+0.0042032j 0.000430578+0.00112458j 0.00103566-0.00974899j 0.00169317-0.00282357j 0.00108605-0.00917561j 0.00102653+0.00143054j -0.000628396-0.00370833j -0.00456957+0.00804099j 0.00288325+0.0034064j -0.000139872-0.00205866j -0.00410983+0.00533659j -0.0024003-0.00336011j -0.000492459+0.0016266j 
-0.00201941-0.00201279j 0.000257758-0.000572465j -0.000973392-4.39241e-05j -0.00051045-0.00395713j 0.00383569-0.00537653j 0.00346157+0.00576065j -0.00623554-0.00200759j 0.0019043-0.00320277j 0.00381561-0.00200472j 0.00221495-0.00575633j -0.0099202-0.00735311j -0.00183461+0.00648941j -0.00230925+0.00424534j -0.00649277-0.00151207j -0.0110289-0.00130273j 0.00407417+0.0114221j -0.0123055+0.0167808j 0.0087509-0.00733925j -0.00278427-0.0074732j 0.0139868-0.00624645j 0.00433831-0.000177183j -0.00343992-0.00444888j 0.0051051+0.00365605j -0.00849455+0.0010042j 0.00802107+0.0126844j 0.00445815+0.000344081j 0.00517987-0.00883456j 0.00281768+0.000645596j -0.0169137+0.0142196j -0.0082219-0.00913422j 0.00299804-0.00341893j -0.0246086+0.00728597j -0.00210586-0.0015796j 0.000561562+0.00197536j -0.000161607-0.00106299j -0.00381958+0.00629342j 0.00846818-0.00366806j 0.00656395+0.00858371j -0.00174628-0.00418043j -0.00510718-0.00316249j 0.00207236+0.00130074j 0.00392023+0.00568737j 0.00483651+0.0148148j -0.00326668-0.00432821j -0.00296036+0.0144598j 0.00610676-0.00358266j -0.00590189-0.0135375j -0.00239613+0.00566045j -0.00243356+0.0043639j 0.000501837+0.00400763j -2.87897e-05-0.00710988j -0.000464573+0.010182j 0.00454408-0.00505643j -0.000580305-0.00429557j 8.22362e-05+0.00785179j 0.00565994-0.0116284j -0.00284822+0.0149223j 0.00633905-0.00581991j 0.00287473-0.00224974j -0.00430174+0.0178656j 0.00283687-0.000578709j 0.00284701+0.00372503j 0.00148507+0.00210721j 0.000115043-0.00694725j -0.00162524-0.00378893j 0.00259789-0.0017363j -0.000251194+0.00114614j -0.00119687-0.00223185j -0.000504434+0.00253003j 
-0.00209281+0.00122732j -0.000126045-0.00149765j 0.00100741-0.0026992j 0.00252564+0.000474777j -0.00137835+0.00342735j 3.18977e-05-0.00168195j 0.00429137+0.00366278j -0.00625498+0.00334957j 0.00174653-0.00305424j -0.00540678+0.000515426j 0.000633303+0.00387908j -0.00581525-0.00364793j -0.00253702+0.00470782j 0.00238587+0.00509405j 0.0110235+0.00163569j -0.000364962+0.0042113j -0.00735443+0.0044814j -0.00295988-7.74281e-05j 0.0126858-0.00659447j 0.000313276+0.0121993j -0.00759507+0.000706271j 0.00932623-0.00426893j 0.00137337-0.0123864j -0.0066969+0.0012431j -0.00469619+0.00260926j 0.0127437-0.00110252j 0.00516217+0.000629146j 0.00214606-0.00264808j -0.00745011-0.000152635j 0.00519144+0.0109513j 0.000818305+0.0100148j 0.00543409+0.00248209j 0.00811997-0.00377324j 0.00751845-0.000796761j -0.00409352-0.0118277j -0.00948252-0.00984127j 0.00177147+0.0140073j -0.010384-0.00384436j 0.00170408+0.00863978j 0.00366487-0.00226457j 0.00605463+0.0016776j 0.00968526+0.00193622j -0.000626811+0.00930558j -0.000546979+0.0127128j 0.00045172+0.00961063j -0.00832666-0.00390164j 0.00352769+0.00990943j 4.51063e-05-0.00207309j 0.00636776+0.013517j -0.00374667-0.00253353j 0.00173789-0.0120608j -0.00128627+0.0041605j -0.00432862-0.00703327j -0.00225611-0.00385959j -0.00245405-0.00457012j -0.00271355+0.0022175j 0.00206548-0.0134532j 0.00251393-0.00791194j -0.00102532+0.00586419j 0.00123809-0.00158278j -7.20132e-05+0.00336657j -0.00377782-0.00196617j -0.00894759-0.0092982j -0.00230763+0.00678414j 0.00127662+0.0104118j -0.00871866+0.0037635j -0.00387377+0.00585827j 0.000217874-0.00131364j 0.00659153-0.00329444j 
