-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
0.00327473+0.0017164j -0.0016047+0.000464263j 0.00609094-0.000650814j 0.00498087-0.00344725j -0.00573966+0.00205972j -0.00529066+0.00363733j -0.0052809-0.00121207j 0.0141236-0.00272403j -0.005258+0.00179936j -0.00902911+0.00398839j -0.00910052+0.00350696j 0.00176388-0.00236082j 0.016264-0.00259775j -0.00402509+0.00214988j -0.014073+0.000884766j -0.00374858+0.00355796j -0.01284-0.00253599j -0.0133125-0.000227015j 0.00821197-0.00294512j 0.0195052+0.0025234j -0.0127197-0.00134607j -0.001115+0.00179805j -0.0112395-0.00978977j 0.0170895+0.00363643j 0.00831967-0.00023954j 0.00253165+0.000425871j -0.00124932+0.0011453j 0.00100515-0.00384999j -0.0137633-0.00649967j -0.00277892-0.00108776j 0.0037257+0.00632077j -0.0046315+0.00507722j -0.015205-0.00595421j -0.0140068-0.004174j -0.00979405+0.00193219j 0.00174676+0.00392208j 0.00270251+0.00398808j 0.00069574+0.00154823j -0.00183845+0.00395324j -0.000293184-0.001087j 0.00286253+0.00231676j 0.00132939-0.00437849j -0.00549456+0.00132961j -0.0053784-0.00237974j 0.00273418-0.000777002j -0.00806863+0.000180287j -0.00444072-0.000615031j 0.00443662+0.000548996j 0.00127635-0.0016021j -0.0091756+0.00313114j 0.000493242+0.00215174j -0.00175043+4.5435e-05j 0.00369786+0.00584903j -0.00220592+0.00230414j 0.000429035-0.00171827j -0.00120495-0.000531338j 0.00042257+0.00623026j -0.00166624+0.00117389j -0.00224058-0.00805319j -0.000398842+0.00272776j -0.00954901-0.00640892j -0.00823707+0.00497045j -0.00751101+0.00104525j -0.00107045+0.00121915j -0.00859111-0.0035269j -0.0050787+0.00554303j 0.00211016-0.00253681j -0.00571244+0.00122928j 0.00322756-0.00169661j 
0.00238412+0.00512966j 0.00344444+0.00122614j 0.00226049-0.000269676j -0.00670723-0.00330047j -0.00135798+0.00189797j -0.00453076+0.00470043j 0.00337369-0.000887351j -0.00503244+0.00796957j -0.0123883+0.00290505j -0.00663417+0.0036732j -0.00984563+0.00288522j 0.0109744+0.000811761j -0.0130298+0.0020976j 0.01469-0.00534604j -0.00727323+0.00146971j -0.000502534+0.0012849j 0.0160631-0.00643594j -0.00680986+0.00629586j 0.00575071-0.00318903j -0.02209-0.00233088j 0.00974485+0.00558135j -0.00412292-0.00563486j 0.0095871+0.00300481j -0.00686345+0.00597968j -0.000161519-0.00326095j 0.00359553-0.00609169j -0.00289752-0.00638496j 0.000456124-0.00103984j -0.0114114-0.00673989j -0.0139728-0.00631472j 0.00743872+0.00697482j -0.0126368+0.00368467j -0.00544445+0.00569353j 0.00225821-7.14326e-05j -0.00338633+0.00287613j 0.00213732+0.00578232j 0.00406072+0.0035219j -0.00421739+0.00120672j -0.00452334+0.00414504j 0.00671164-0.00243403j 0.00177654-0.00171262j 0.00605682+0.000815076j -0.00743082+0.00483165j -0.00687289-0.00362347j 0.00259309-0.0032765j -0.0113863+0.00223688j 0.00532964-0.0036741j 0.00732066-0.00283549j 0.006892-0.00012591j 0.00374827+0.00348238j 0.00782624-0.00107548j -0.00644517+0.00257807j 0.00380532+0.0022932j -0.00431443+0.000300509j 0.000493903-0.0113902j -0.00442437+0.00290371j 0.00353981-0.000271699j -0.00145433-0.000557011j -0.00127575-0.00750714j 0.00136213+0.00913616j -0.00479793-0.00474932j -0.00587172+0.000914181j 0.000127305-0.00555136j -0.00178841+0.00438897j -0.0139007+0.00560705j -0.00325439+0.00307912j -0.000104841+0.00567666j -7.14547e-05-0.0039309j 0.00643681-0.00482524j 
-0.00171243-0.00197314j -0.00147729+0.00119293j -0.00141382-0.00210816j 0.000744881-0.000320155j 0.00438135+0.001459j -0.00269058+0.00296252j 0.00607515+0.00439058j 0.00469895-0.00223207j 0.000516486-0.00371918j 0.001033-0.000959687j -0.000617716+0.00259095j 0.00729661-0.00178906j -0.00136798+0.00131089j -0.00114623+0.000630312j 0.0123135-0.00421133j 0.0125592-0.000409354j 0.00278192-0.00438112j -0.015087+0.000397275j 0.00604953+0.00342593j 0.00463755+0.00785674j 0.00609861-0.00437496j -0.0203908-0.00279969j -0.000411044-0.0102649j -0.0058-0.00158161j -0.020753-0.00276379j -0.0144653+0.00166817j 0.00993322+0.00107578j 0.00867567+0.00427613j 0.0108457+0.00584601j 0.00546902+0.00376994j 0.00827643-0.00300167j 0.00507675+0.00626441j -0.0150033+0.000560703j -0.00824397+0.00350961j 0.00476554-0.00643038j 0.0144798-0.0133828j -0.00757526+0.00288414j 0.00362761-0.00529902j -0.00447153+0.00344488j -0.00395385-0.000254292j -0.00576121-0.00116894j -0.00449644+0.00475813j -0.0017761-0.00277125j -0.00245801+0.00364055j -0.00012143-0.0010719j -0.00575047+0.00309947j -0.00837281+0.00334383j 0.00273444+0.00621194j -0.0100486+7.97738e-05j -0.00339594+0.00113362j 0.00294587-0.000855543j -0.00140659+0.00427147j -0.00533615+0.00470727j -0.000298693+0.00223028j 0.00550457+0.00682279j -0.00862694+0.00234215j 0.00112288+0.0124506j -0.00342014-0.00096043j 0.00366088-0.00123988j 0.000627673-0.00645034j -0.000923384-0.00178191j -0.0030094+0.0112874j 0.00142145-0.00120127j 0.00623307+0.000769854j -0.00971686-0.0161403j 0.0088442-0.0155307j 0.00582706+0.00262415j -0.000982654+0.000819143j 0.00292454-0.000806185j 
-0.000912285+0.00573751j 0.0011666-0.00292861j 0.000924394+0.00586942j 0.00208745+0.00639638j 0.00350694+0.00867228j 0.00530368-0.00737028j -0.00201587-0.00981452j 0.00171945-0.00244433j 0.00142804+0.00238688j 0.00149854+0.000766268j 0.00330801-0.0055537j 0.00737802+0.00713814j 0.00118496+0.00241566j -0.00145411+0.00103798j -0.00447402+0.00151499j 0.00181649+0.00567856j 0.00262916+0.00469293j -0.00522442+0.00403075j 0.0215958+0.000816969j -0.00303624-0.000958135j 0.00700603+0.00363204j -0.0117081-0.00305044j -0.00526931-0.00539356j -0.00210006-0.00109838j -0.00104761+0.00293837j -0.00749905+0.00175902j -0.02143+0.00297044j 0.00108657-0.00838031j 0.00875903-0.00991834j -0.00595724+0.00812417j -0.00733131+0.00454866j 0.00317168-0.00564567j -0.00228807-0.00623549j -0.0112139+0.00509267j -7.15486e-05-0.00570101j 0.00705541-0.0175454j -0.00100819-0.00205361j -0.00295945-0.00355491j 0.00175188+0.00321601j -0.00496358-0.00249001j 0.00664095-0.00516576j -0.0090735-0.00105485j 0.00469993+0.00536718j 0.00176241+0.0051996j -0.00257936+0.00190525j -0.0119278-0.00132602j -0.00803421+0.000880817j -0.00492992-0.00520137j 0.00141895-0.00781908j 0.00927843+0.00482146j 0.00715446-0.00312329j 0.00266439-0.000801324j 0.0013289-6.29297e-05j 0.00123011+0.00937435j -0.00278249+0.00851266j 0.00780552+0.000735496j -0.00152578-0.00468814j 0.0112975-0.0145927j 0.000769232+0.010367j -0.0108549-0.0064016j -0.00350752-0.000304653j 0.0125069-0.00533075j 0.00311151+0.00160888j -0.0101996-0.0181204j 0.0130168-0.0123421j -0.00191074-0.00128928j -0.00274053+0.00145759j 0.0027547-0.00731338j -0.00350421-0.000294893j 
0.000564909+0.00694718j 0.00400319-0.00323256j 0.00225705+0.00190106j -0.000961224+0.00342264j -0.00389198+0.00251854j 0.000951079-0.00183566j 0.00234802+0.00470551j 0.00639809+0.00744623j -0.000449089-0.00419583j -0.00122854+0.00231986j -0.00226872-0.00189965j -0.00200723-0.003428j 0.0058025-0.00518388j -0.0038492-0.00554382j -0.00121649-0.000341367j -0.000531646-0.00307082j -0.0050582-0.00937012j 0.0077283-0.000387497j -0.0095678-0.00588663j -0.000100519-0.010707j 0.00207542-0.0121006j -0.0126421+0.00406081j -0.0141368-0.0065512j -0.013547+0.00451174j -0.00199486-0.00186917j -0.0032261+0.00753655j 0.00571894-0.00176362j 0.00423337-0.0095224j 0.00320701-0.0157076j 0.00488638-0.00532481j 0.0164017-0.00372224j -0.00773122+0.0103776j -0.00508676+0.00906676j -0.0160825+0.00805681j -0.00480827+2.47713e-05j -0.0046292+0.00963753j 0.0077299-0.00447289j 0.00387783-0.00797349j 0.0133877+0.00125289j -0.00812807-0.00188885j -0.00440236-0.00627549j 3.41679e-05+0.00600422j 0.000791462+0.000332419j 0.00217083+0.00378709j -0.00159386-0.00325989j -0.00352144+0.000126122j 0.00199369-0.000160816j -0.0104932-0.00519681j -0.00991244-0.00604045j 0.00452162+0.00762786j 0.00187636-0.000718988j -0.00761477+0.00221571j 0.000483914-0.0109981j -0.00540968+0.00346783j -0.00385034-0.00466547j 0.00400336+0.00460738j 0.00516162-0.00224141j 0.0165411-0.00426974j -0.00275223-0.00505567j 0.00325246-0.0061596j 0.00514917-0.00283593j 0.00830658-0.00403484j 0.0198119-0.00574701j 0.0113319+0.0156633j 0.00728543+0.0126373j 0.00425162-0.000442413j -0.00340903+0.004871j -0.000808978-0.00369872j -0.00111058-0.00198811j 
-0.00101694-0.00717094j -0.00239172-0.00163897j 0.00143428-0.00487388j -0.00357131+0.00043018j 0.000669219+0.00298553j 0.000377656+0.00155575j -0.00358467+0.0011118j 0.000125693-0.00538832j 0.000269016+0.000534999j 0.00691953+0.000471316j -0.00157622+0.00133163j 0.00318143-0.000655829j -0.00354986+0.00339354j 0.000893321+0.000372251j -0.00205059-0.00411968j -0.00152211+0.00239159j 0.00101216+0.000495192j -0.00260627+0.00415275j 0.0070797+0.00210123j -0.00119504+0.0148631j 0.00572992-0.00445681j 0.00454438+0.00708794j -0.00588608-0.0132484j -0.00801895+0.00099927j 0.00326113-0.0011241j -0.00191079+0.0136928j 0.0029087-0.0058659j -0.00208818-0.00612657j 0.00748565-0.00650833j 0.00150371-0.0131897j -0.0202279+0.0195845j 0.0074272-0.00223345j -0.00434539+0.00236978j -0.00710669+0.00103654j -0.00914896+0.0164479j -0.0119526+0.0103758j 0.00244996-0.00905859j 0.00148745+0.00566499j 0.00571996+0.00158809j -0.0124812-0.000961745j -0.000494549-0.00299782j -0.00545777-0.00409j -0.00200962-0.00017915j 0.00468763-0.00102344j 0.00920313+0.00429074j 0.00721633+0.00609965j -0.00264009-0.00667119j 0.00240241+0.00777197j 0.0115308-0.0020588j -0.0132569+0.00705031j -0.0128719+0.00109333j -0.00271007+0.00325801j -0.00277014+0.00853405j -0.00985958-0.000226754j -0.0108507+0.009078j -0.00108547+0.00585951j -0.0159272+0.00383689j 0.0110494+0.00263728j -0.0134261+0.00101181j 0.00760569+0.000664742j -0.00284492-0.000965417j 0.00968563+0.0177148j -0.00326065+0.0157784j 0.00152254+0.000197245j 0.00532856+0.00445574j 0.00378884+0.00954839j -0.000268295+0.00391132j 0.000392321-0.00687808j 0.00469486-0.00614296j 
0.0014875-0.00421581j -0.00169066+0.00189641j -0.00242908+0.0031729j -0.00134552+0.000940771j 0.00350237-0.00478888j -0.00378172+0.00143396j -0.00262785+0.000551812j 0.00535397-0.00534624j -0.00412785-0.00283524j 0.00531759+0.00147641j 0.00122589-0.00335164j 0.00489886-0.000593765j 0.00366803+4.40174e-05j 0.00563181+7.0317e-05j -0.00524771-0.00344926j -0.00422359-0.00540283j 0.00430566+0.00220386j -0.00117087-0.00523373j 0.00287837+0.00779258j -0.0057059-0.0111835j 0.00793028-0.00167202j -0.00396807-0.00444627j 0.0148933-0.00466192j 0.00189987-0.0100195j -0.000887794+0.000444043j -0.0072063-0.00139984j 0.00118654+0.0030337j 0.0124121+0.0022946j 0.0100991+0.00308011j 0.00345135+0.000657199j -0.00383261-0.0127136j -0.00526906+0.00777079j 0.00036253+0.00214186j 0.00260812-0.00563038j -0.0140981-0.00679022j -0.0211623+0.000253338j 0.00957052+0.00156572j -0.00920817-0.00696898j 0.00522706+0.00821065j -0.000755432-0.00437213j 0.0018296-0.0028517j 0.00599781-0.00401482j -0.00981218-0.0011938j 0.0117117+0.0109082j 0.00018529+0.0019182j -0.000792352+0.00952281j 0.0117835+0.00425349j 0.00213305-0.0028987j 0.0020504-0.00533494j 0.00351383+0.00921192j -0.00961744-0.00171419j 0.0103224+0.00621986j 0.0105178-0.00529897j 0.00334746+0.00404428j -0.00371353+0.0194655j -0.000295902+0.00452481j 0.00348261+0.010249j -0.0176641-0.00565139j -0.00479826+0.00441212j -0.00304575-0.00444109j 0.000384478+0.0103135j 0.00149639-0.00570816j -0.0103684-0.0137851j -0.00273024+0.00204231j -0.000296865+0.00330811j 0.00012573+0.00181911j -0.00864404+0.00962964j -0.00511557+0.00307644j -0.00188914-0.00959453j 
0.00157251+0.00136486j -0.00341813-0.00193091j -0.000763724-0.00288155j -0.000723939-0.00117055j -0.00546606-0.00138452j 0.00327966-0.0011991j 0.00720767+0.00162073j 0.000722905-0.0107127j 0.00562814+0.00844383j 0.00368605+0.000153442j 0.00516408-0.000321599j -0.00518137+0.00579341j 0.000250231+0.00511984j -0.000611176+0.000874992j 0.00622335+0.00185736j -0.0100676+4.14538e-05j 0.000413258-0.0042026j -0.00142249-0.00760838j -0.00729658+0.00764907j -0.0298603+0.00614557j 0.000553757+0.00176482j -0.00442356+0.00446937j 0.00429372+0.00143413j -0.00450579+0.0077817j 0.00313368+0.00820439j 0.000805304-0.0019345j 0.00983667+0.00959481j -0.0070417+0.00401582j -0.00529514+0.00266786j 0.00109233-0.00711036j -0.0166281-0.0152151j 0.0140211-0.00163189j 0.00307376+0.00281115j -0.00773961-0.00510567j -0.00309558-0.00844837j 0.00535738+0.00483884j -0.00635583+0.0112749j 0.004054+0.00737739j 0.001026+0.00683969j -0.00309036-0.00528948j -0.00103605+0.00286674j -0.00245774+0.00401122j 0.000613439-0.00264157j -0.0056227-0.00679998j 0.00146551-0.00609337j -0.00174919-0.0162495j -0.00182646-0.00018722j 0.00217379-0.00848263j -0.00391507-0.0157621j -0.00350076+0.0032642j -0.00685062-0.00905556j 0.000590848+0.00479867j -0.00142924+0.00385985j -0.000815207+0.0101298j 0.00173331-0.00346797j 0.00081461+0.000415218j -0.00858152+0.0126698j -0.00103039-0.0120695j 0.0038151-0.00109238j -0.00248806+0.00572344j -0.00762704+0.00881271j -0.00123284+0.00356221j -0.00190117-0.00990128j 0.00301046+0.0120041j 0.00280482-0.00577688j -0.00223544+0.0083259j 0.00467601-0.00556357j -0.00314683+0.000196318j -0.00153076+0.0105592j 
-0.000411065+0.00139405j 0.000621609-0.000274721j 0.00375325-0.00228038j 0.00321921-0.00373545j -0.000678577-0.00286734j -0.000745216+0.00939409j -0.00669609+0.00759054j -0.0111993+0.00679129j 0.00845896-0.00440969j -0.00029343+0.000386489j 0.000213087+0.000427177j 0.00160583-0.0110219j 0.00157583-0.00785248j 0.00517908-0.00254547j 0.00615105-0.00535291j 0.00347561-0.00570735j 0.017911+0.00618655j 0.00957262-0.00294705j -0.00359142-0.00981556j -0.00237863-0.000635799j 0.0120531-0.0022073j -0.0037578+0.00203241j 0.00539646+0.00224644j -0.0181589+0.00493168j 0.00393592-0.00352422j -0.0101006+0.00791227j -0.00116531+0.00348462j -0.00275979-0.00847907j -0.00170652-0.0131367j 0.0126979+0.0117719j 0.000409104+0.00953624j -0.0191606+0.00577347j -0.0167975-0.012018j 0.00802242-0.00936876j -0.000225171-0.000146109j -0.00840457-0.00145638j -0.00289947+0.00861133j 0.00886239+0.00188377j -0.00308752+0.00188382j 0.00173453+0.00558538j -0.008247+0.00251588j 0.000796031-0.0138008j 0.00572253+0.00577267j 0.00204929+0.000593734j 0.00132695-0.00701699j -0.00110774-0.00625584j 0.00179647-0.00646156j 0.00586007-0.0163179j -0.00438698+0.00291091j -0.0054732+0.00739322j -0.000515025+0.00862688j -0.003058+0.00865979j -0.00404058+0.00982221j 0.00174148+0.0154229j -0.00856908-0.00186079j 0.00486135+0.00448276j 0.00350338+0.00608233j 0.00618472-0.00927905j -0.00341063+0.00155144j -0.000150942-0.00211376j -0.000953786-0.000434332j -0.00344655-0.00689768j -0.00155802+0.00587542j 0.00356741-0.00667338j 0.00246475-0.00721647j -0.00251931+0.00842974j 0.00431739-0.00487307j -0.0027197-0.00325372j 0.000323792+0.00407148j 
0.000935167+0.00128545j -0.00149022+0.00414822j 0.000505036+0.00358351j -0.00182969-0.00561206j -0.00186422+0.000224787j 0.0014898-0.00252738j -0.00285926-0.00664474j 0.00421234-0.00473996j 3.23123e-05+0.000906555j -0.00563098-0.00395036j -0.000780206+0.00238406j -0.00979851-0.00697735j -0.0114578-0.00183675j 0.000267892+0.00575681j 0.00993027+0.002495j 0.0107739+0.00405676j -0.00410236+0.00522622j 0.000541712-0.0101978j -0.0130691-0.00240088j 0.00175501+0.00655634j 0.00230572-0.00290573j -0.0175046-0.00010363j 0.0065402-0.00485217j 0.0185445+0.008877j 0.00225877+0.0026406j -0.00636109+0.00753355j -0.00202803+0.00610601j -0.00269177-0.0101562j -0.00432465-0.0144719j 0.0126157+0.00966089j -0.00656126+0.00739816j 0.00507191+0.00193857j -0.000255566+0.00553215j 0.00675989+0.00581855j -0.0134378+0.000635309j -0.0020224+0.0116965j 0.00965074+0.00263931j 0.00742989-0.00096849j -0.000691056+0.00764334j 0.00393216+0.00070028j -0.00838204-0.00165407j 0.00477579+0.000555277j 0.00157334+6.9744e-05j -0.000989709+0.00622768j -0.00235424-0.00110261j 0.000232276-0.000811112j 0.00841009+0.0162249j 0.00835456-0.000237048j 0.0139088+0.0019165j -0.00656438-0.0064861j 0.013786+0.00844491j -0.0105408-0.00678158j 0.00423842-0.00353613j -0.00245719+0.00771614j -0.000433958-0.000895094j -0.00143503-0.00240891j -0.0034851+0.00338766j 0.0105464-0.00165462j -0.00685535-0.010992j 0.00572058+1.52302e-05j -0.00413014-0.0121753j 0.00392258-0.014167j 0.00482125-0.000602693j -0.0101185-0.00371782j 0.0014788+0.00474698j -0.000585786+0.000646586j -0.00917613+0.0122426j -0.00511149+0.00922365j 0.00408241+0.00030175j 
0.00303442+0.00845769j -0.00328829-0.00194962j -0.00110322+0.00356675j -0.00636724-0.00526424j -0.00582439-0.00430532j -0.001062+0.00588322j 0.000530624+0.00491009j -0.00358069-0.00429349j 0.0123917-0.00117912j -0.00326149+0.00128091j 0.00869713-0.00666646j 0.00631549+0.0102397j 0.00409804+0.00787547j 0.00159468-0.00350012j 0.00866662-0.00444201j 0.00949068-0.00274637j -0.00542834-0.0137546j 0.0036035+0.00122084j -0.0026203+0.00435727j 0.0027693+0.00165098j 0.00665106+0.000510667j 0.00665045+0.0163955j -0.00162034+0.00225301j 0.00332044-0.00712373j 0.00485044-0.00464654j -0.000430151-0.00071733j -0.00198188-0.00395435j -0.00397947+0.0204812j -0.00687594+0.00322062j -0.000520291+0.000387737j 0.00991981+0.00209836j -0.00224867-0.00235785j -0.0193743+0.00396442j -0.00103341+0.00294402j 0.00127552+0.00191569j -0.0101716-0.00512796j 0.0011223+0.00228904j -0.0134868-0.00559881j -0.000963242+0.00194981j -0.00154708+0.00586152j 0.00581832+0.0047481j -0.00148085-0.000920175j 0.00523239+0.00569717j -0.00754003-0.00423174j 0.00471589-0.00226941j -0.00716606+0.00258394j -0.0046673+0.00197354j 0.0101588+0.00226654j 0.00540655+0.00659838j 0.00157469-0.00156079j -0.00174531-0.000783587j -0.000283144+0.000752286j 0.0020068-0.00097599j -0.00915361-0.000572349j 0.00222998+0.00933036j 0.00233398+0.00490529j 0.000715865-0.00963396j 0.00719722+0.00418138j 0.00354907+0.012627j -0.0130365-0.00482174j -0.00304459-0.00282067j 0.0105022+0.00378414j 0.00137938-0.0019917j 0.00127266-0.00818177j 0.00306354-0.000378693j 0.00325878-0.00181255j -0.00762362+0.00782728j -0.00926858+0.00968419j -0.00552316+0.00874898j 
0.00175914+0.00256957j -0.00344245-0.00615263j 0.00376374+0.00534455j -0.00266587-0.00271778j -0.000980284+0.000556731j 0.00743844-0.00236484j -0.000724939-0.00157069j -0.00853522-0.00106767j 0.00683738+0.00399283j 0.0111111+0.00244691j 0.0037973-0.00115769j -0.00751188-0.0115643j 0.0102592-0.00446957j 0.0129508+0.000244227j -0.00348995+0.00567666j 0.00507772-0.00156086j -0.00585407-0.000783052j -0.0033544-0.00958175j 0.0021325-0.00254803j 0.00534972-0.0125823j 0.00236057+0.000981273j -0.00140586-0.0159316j -0.00085-0.0154913j 0.00884517-0.00350274j -0.00258995+0.00185311j 0.0150554+0.00624498j -0.000301495+0.00214986j 0.00516509-0.00584671j -0.00694257-0.00762378j -0.00774168+0.000497637j 0.00824851-0.00181631j 0.00476942+0.0095541j -0.00312979-0.00217755j 0.00200804-0.00205452j 0.00355692-0.00216456j -0.00906041-0.00390477j -0.0107828-0.00583978j 0.00779611-0.00108622j 0.00377024+0.00758512j -0.00302188-0.00620028j -0.00623178-0.00571925j 0.000332277+0.0011595j -0.00111934-0.00249077j -0.000113196-0.00527357j -0.00187023+0.00495759j -0.0114711+0.00267462j 0.00518703-0.00496897j -0.00253277+0.0119961j -0.00548682+0.00591039j 0.000244366-0.0108451j -0.00132495+0.00858244j 0.00734554-0.00902693j -0.00280781-0.00612338j 0.0106922-0.00284916j -0.0105878-0.00137685j -0.000382734-0.00203128j 0.00568753-0.00121257j -0.00725275+0.000686962j -0.0044592-0.00666497j 0.00089728-0.0028639j -0.00637125-0.0079487j -0.00174667+0.0136174j -0.00926267+0.00389937j -0.000661869+0.00507709j 0.00145372-0.0137698j 0.00158691+0.00582268j 0.00635985+0.00320733j -0.00969644-0.00246797j -0.00345779+0.00810993j 
0.000936325+0.00224666j 0.000673424+0.00180442j 0.00177917+0.00278332j -0.000100818-0.00367629j -0.00622813-0.000243484j 0.00691289-0.00676807j 0.00700455-0.0051076j -0.0058276+0.00214444j 0.00247441+0.00692644j -0.00258823-0.00492863j -0.00343342+0.00158874j 0.0136233-0.00637367j 0.0115942-0.00977385j -0.00477971+0.000543396j -0.000109186+0.00847101j 0.00390592+0.00387619j -0.0151686+0.0011846j 0.0167705-4.50621e-05j 0.0032812-0.0123804j 0.00175646+0.00697972j 0.00821043+0.00631231j 0.0111792-0.00427789j 0.0102224+0.00659346j -0.00925223+0.0127184j -0.00209084+0.0034057j -0.01016-0.0047659j -0.00323059-0.00220521j 0.0352466-0.00338011j 0.0202845-0.00107983j -0.00416642-0.00747045j -0.0108267+0.00464244j 0.000168471-0.00434177j -0.00129725+0.0041395j 0.00759966-0.00336776j -0.00493228-0.000695707j -0.00576982-0.00278481j 0.0041033+0.00758842j -0.00353617-0.0142869j 0.00167112-0.00245663j -0.0011548-0.00658191j -0.00134478+0.0120905j 0.00251976-0.00448854j 0.00324819+0.00504477j -0.000506424-0.0057757j -0.00622296-0.00369654j 0.00712161-0.00196788j 0.00223088-0.00144651j 0.000573244+0.00765081j 0.00500986-0.00153722j -0.00774415+0.00985604j 0.00909401-0.00876411j -0.00140839+0.00970851j -0.00133776+0.000174862j 0.00597254-0.00725014j 0.00459297+0.00752731j 0.000167731+0.00290069j 0.000247695-0.00500149j 0.00185673+0.00178766j -0.00312933+0.0113986j 0.00682659+0.00196089j -0.0036629+0.0035445j -0.00534662+0.00174211j 0.00156927-0.00686263j -0.00580431+0.00513299j 0.000556829+0.00204278j -0.00507865+0.0015062j -0.000726577+0.00396911j -0.00113567+0.00230485j 0.00697259+0.00193349j 
0.00214094-0.000177145j 0.00367767-0.00288927j 0.00393242+0.00271627j -0.0072976+0.00250606j -0.000925912-0.000408258j 0.001756+0.00400639j -0.00152716+0.00432371j -0.00197282-7.04546e-06j 0.00435255+0.0022152j -0.00048299-0.00288984j 0.00559962+0.00294598j -0.0111451+0.00464355j -0.00791776-0.00263633j 0.008838-0.00383481j 0.00477806+0.00759215j 0.00645346+0.00554133j 0.00249567-0.00532981j -0.00256807+0.0187439j -0.00412892-0.00499698j 0.00495568-0.0113392j 0.00439429+0.0108274j -0.00794405+0.00557275j -0.0129926-0.00572438j 0.00184657-0.0134219j 0.00158459+0.000606274j -0.000140077-0.00434719j 0.00321387-0.014827j -0.000780635+0.00343342j 0.000414173+0.00417586j 0.00360428-0.000857256j -0.0119294+0.00255286j 0.00709404-4.71303e-05j 0.00753954+0.00527723j 0.00301812+0.00185391j -0.00166993-0.00191206j -0.010095+0.00278247j 0.0105769+0.0105717j -0.00462139+0.000308362j -0.00382582+0.00726252j -0.00389937+0.00153044j 0.00255916-0.00617765j -0.0099581+0.00227133j 0.0140015+0.00288237j 0.0109249-0.00291781j -0.0114848-0.00127391j -0.00584824-0.00101242j 0.00408242+0.00807271j -0.0168417+0.00469394j -0.00549985+0.00584901j 0.00842549+0.0170313j -0.00991427+0.00447261j 0.0114002+0.00805627j -0.00175198+0.00348579j 0.00990858+0.00899073j 0.0078286-0.00014942j 0.00597537+0.00643669j -0.00344391+0.00361235j -0.00200475-0.00463869j 0.00551218+0.000355105j 0.00771817+0.00525612j 0.00474294-0.00156516j -0.00337261+0.00490932j -0.004057-0.00161115j 0.000119219+0.00404424j -0.00345927+0.0010171j -0.00768287+0.00298464j 0.00445745+0.00804382j 0.000957065-0.0010952j 0.0102638-0.00194177j 
