-0.101742-0j -0.0147908-0j 0.704821-0j 0.712125-0j -0.00106409-0j -0.00107511-0j -0.00489939-0j 0.0828034-0j -0.00606269-0j -0.00353657-0j -7.21749e-05-0j 0.102464-0j 0.0597707-0j -8.93119e-05-0j -5.20986e-05-0j -0.00366302-0j -0.00427352-0j -0.000610503-0j -0.00261699-0j 0.0718588-0j -0.00373933-0j 0.0072959-0j -0.000712254-0j -0.0015424-0j -4.49678e-06-0j -0.000436165-0j 0.0838353-0j 0.0513384-0j -0.000623222-0j 0.00851189-0j 0.0733559-0j 0.00521245-0j -5.24625e-06-0j -0.000257066-0j 0.0074479-0j -3.21266e-06-0j 0.0302578-0j -4.59046e-06-0j 0.0030721-0j -1.89347e-06-0j -0.00292122-0j -0.00329987-0j -0.000471411-0j -0.00269434-0j 0.0367989-0j -0.00272226-0j -5.55563e-05-0j -0.000532515-0j -0.00235754-0j 0.00924783-0j -0.00194487-0j 0.000542099-0j -0.000434797-0j 0.0415688-0j -0.000621397-0j -2.58807e-07-0j -0.000439302-0j -6.27575e-05-0j 0.0339408-0j -0.000380447-0j 0.0104465-0j -5.12413e-05-0j 0.0342925-0j -0.000313853-0j 0.000612366-0j 0.00852956-0j 0.0296982-0j -5.17723e-05-0j -0.000100277-0j -2.92354e-07-0j 0.0244997-0j 0.000499995-0j 0.00861796-0j -4.48361e-05-0j 0.00746337-0j 0.000505176-0j -2.38706e-07-0j -3.69879e-05-0j 0.00782778-0j 0.000437495-0j 0.00615697-0j -1.18178e-05-0j -2.4118e-07-0j 0.000360915-0j 0.00196718-0j -2.08868e-07-0j -1.72307e-07-0j 0.000115314-0j -5.5053e-08-0j 
0.00102826-0j -0.000438095-0j 7.4508e-05-0j 0.000355803-0j 1.07543e-05-0j 5.13557e-05-0j -0.0143462-0j 8.75331e-06-0j 0.0520272-0j -0.012398-0j 7.29442e-07-0j -3.17443e-05-0j 7.56465e-06-0j -2.64536e-06-0j 6.30388e-07-0j 3.70206e-05-0j -0.000126579-0j -0.00178765-0j 2.64488e-05-0j 3.7784e-06-0j 0.000178619-0j 7.71263e-07-0j 0.00611223-0j -0.000216877-0j 4.54471e-08-0j -0.00127716-0j -1.29189e-05-0j 2.69942e-06-0j -0.00862514-0j -2.63706e-06-0j 1.82303e-05-0j 5.51017e-07-0j -1.5539e-07-0j 0.0104725-0j 3.72123e-06-0j 3.2469e-08-0j -2.21349e-05-0j 2.19276e-07-0j -4.51827e-06-0j -2.66242e-07-0j 2.95236e-05-0j -9.77401e-05-0j 4.76435e-06-0j 2.72305e-05-0j -0.00112706-0j 0.000130036-0j -0.000162677-0j -1.57727e-05-0j -6.98289e-05-0j 4.8626e-07-0j 2.35328e-05-0j 5.73063e-08-0j 4.39431e-06-0j 0.00373122-0j -0.000116929-0j 2.61566e-09-0j 2.09845e-05-0j 0.000538555-0j -0.00103952-0j -1.12686e-05-0j -1.6098e-06-0j -0.000150042-0j -0.00496411-0j 3.79759e-06-0j -1.89717e-07-0j 4.48492e-07-0j 0.00266571-0j -0.000716507-0j -1.88694e-05-0j -8.65934e-09-0j -0.000898362-0j 5.28553e-08-0j 2.14172e-06-0j 0.000384762-0j -1.1501e-06-0j 2.52404e-07-0j 2.41251e-09-0j -0.000129667-0j 0.00446376-0j -1.3554e-07-0j 3.87589e-07-0j 0.000644288-0j 1.15206e-08-0j 4.56779e-08-0j -1.92585e-06-0j -6.18653e-09-0j 2.0849e-09-0j -2.26963e-07-0j -1.03594e-08-0j 
-0.000222626-0j -0.00903943-0j -1.61314e-05-0j -7.70336e-05-0j -0.0103506-0j -0.0494282-0j -1.07206e-05-0j 0.000180611-0j 3.88787e-05-0j -9.26477e-06-0j -0.0021515-0j -0.000654997-0j 0.000156085-0j 0.00780253-0j -0.00185934-0j 0.00155036-0j -0.00530092-0j 0.000127311-0j 0.00110763-0j -8.18048e-07-0j 0.00748029-0j -0.000742315-0j -0.000435295-0j -0.00908247-0j -0.000269979-0j 9.09553e-05-0j 2.79703e-06-0j -5.84442e-07-0j 0.000614257-0j 0.00253808-0j -3.94697e-06-0j -0.000530335-0j 0.000923099-0j -0.000745823-0j -0.00358156-0j -0.000192883-0j 4.79235e-06-0j -0.00130261-0j 0.00434869-0j 0.00158161-0j -6.39205e-06-0j 2.11614e-05-0j -0.019015-0j -5.89559e-06-0j -8.42227e-07-0j -2.81536e-05-0j -0.00054041-0j 0.0629505-0j 1.51184e-05-0j 1.00332e-05-0j -5.095e-06-0j -0.000169026-0j -0.0175381-0j 2.78825e-06-0j 2.53159e-05-0j -2.59878e-05-0j -0.083751-0j 0.00178907-0j -7.76812e-07-0j 0.044974-0j -3.32158e-05-0j -0.000498437-0j -3.70956e-06-0j -0.0151565-0j 0.000559572-0j 9.25397e-06-0j 1.99202e-06-0j -0.00238022-0j 0.0753095-0j 8.60345e-05-0j -6.71325e-07-0j -0.000155898-0j 4.41911e-05-0j 0.00127817-0j -2.37305e-05-0j -0.000744469-0j -2.39694e-05-0j -0.000430751-0j 3.33566e-06-0j 0.000399778-0j 7.99733e-06-0j 0.00214031-0j -0.000114462-0j -0.000134728-0j -3.9737e-05-0j 6.1466e-05-0j -2.07144e-05-0j 0.000669431-0j 0.000102925-0j 
-1.67585e-07-0j 7.01421e-06-0j -1.21432e-08-0j -1.22691e-08-0j -0.000120901-0j -0.000122154-0j -8.07008e-09-0j 4.10728e-07-0j -9.98622e-09-0j -5.82529e-09-0j 0.00156794-0j 5.0825e-07-0j 2.96479e-07-0j 0.00194023-0j 0.0011318-0j 1.79072e-08-0j -7.03917e-09-0j -8.59264e-07-0j -4.3106e-09-0j 1.82764e-09-0j -6.15928e-09-0j 2.57337e-05-0j 3.3777e-07-0j -2.54057e-09-0j 0.0413728-0j 2.06841e-07-0j -7.18433e-10-0j -4.39948e-10-0j 2.95549e-07-0j -1.01157e-05-0j -6.28629e-10-0j -6.19458e-06-0j -0.0162633-0j 1.21908e-07-0j -8.85125e-06-0j -0.00995922-0j -2.59296e-10-0j -0.0142304-0j -3.65095e-06-0j -0.00586975-0j -4.81172e-09-0j 1.61319e-08-0j 2.23556e-07-0j -4.438e-09-0j -6.34e-10-0j -4.48399e-09-0j -6.31226e-06-0j -7.49497e-07-0j -3.88325e-09-0j 2.28166e-08-0j -3.20352e-09-0j 0.00012318-0j 2.06192e-07-0j 2.12556e-09-0j -1.02354e-09-0j 0.0753781-0j 2.08329e-07-0j 2.11626e-05-0j -5.84758e-10-0j 1.80418e-07-0j -7.64953e-08-0j -5.82199e-06-0j -5.90818e-10-0j 1.48838e-07-0j -0.000412977-0j 2.10444e-08-0j -5.11663e-10-0j -5.88232e-06-0j 4.75543e-08-0j -0.252714-0j -4.22101e-10-0j 0.000113613-0j 2.12625e-08-0j -5.09424e-06-0j 1.84139e-08-0j 0.000114791-0j 0.0695236-0j -4.20253e-06-0j -1.34863e-10-0j 9.94115e-05-0j 1.51907e-08-0j -1.34273e-06-0j 0.0702441-0j 8.20103e-05-0j 4.85349e-09-0j 0.0608331-0j 0.0501848-0j 2.62027e-05-0j 0.0160343-0j 
-0.000154207-0j -2.24181e-05-0j -0.00949781-0j 0.00326063-0j 4.7466e-06-0j -1.62952e-06-0j -7.42588e-06-0j 0.000379134-0j 2.7044e-05-0j -5.36028e-06-0j -1.09394e-07-0j -0.00138075-0j 0.000273674-0j 3.98396e-07-0j -7.89644e-08-0j -5.55194e-06-0j -6.47726e-06-0j -9.25323e-07-0j -3.52126e-06-0j -0.0314014-0j 1.66801e-05-0j 3.34059e-05-0j -1.07954e-06-0j -2.33777e-06-0j -6.81565e-09-0j -5.86877e-07-0j -0.036635-0j -0.019916-0j 2.78002e-06-0j 3.89736e-05-0j 0.0943417-0j 2.11874e-05-0j -7.95159e-09-0j -3.89628e-07-0j -0.000100364-0j -4.32275e-09-0j -0.0132223-0j 2.04768e-08-0j 1.40663e-05-0j -2.86988e-09-0j -4.42762e-06-0j -5.00153e-06-0j -7.14504e-07-0j 1.20187e-05-0j 0.000168492-0j -4.12605e-06-0j -8.42051e-08-0j -8.07118e-07-0j -3.17217e-06-0j -0.00404119-0j 8.67555e-06-0j 2.48212e-06-0j 1.93951e-06-0j 0.000190332-0j -9.41834e-07-0j -3.92267e-10-0j -6.65839e-07-0j -9.51198e-08-0j -0.000457368-0j -5.11906e-07-0j -0.00456501-0j 2.28573e-07-0j 0.000157016-0j 1.40001e-06-0j 2.80385e-06-0j 0.0109697-0j 0.000120716-0j -7.84698e-08-0j -1.51988e-07-0j -4.43113e-10-0j -0.000330146-0j -6.73767e-06-0j -0.00376594-0j -6.03287e-08-0j -0.00289531-0j 2.31306e-06-0j 1.0648e-09-0j 1.64993e-07-0j 3.58413e-05-0j 1.77831e-06-0j 0.00791837-0j -1.79119e-08-0j -3.6555e-10-0j -4.86351e-06-0j -0.000859633-0j -2.8104e-10-0j 7.68615e-10-0j 5.27992e-07-0j -8.34423e-11-0j 
6.29549e-05-0j -1.51119e-05-0j -0.000876808-0j 0.000855196-0j 0.002927-0j -0.00285485-0j -5.96196e-06-0j -0.019306-0j 6.49965e-08-0j -4.26291e-06-0j -0.0011965-0j 0.000210472-0j -0.0138042-0j 1.30441e-05-0j -0.000855519-0j 2.26657e-06-0j -9.01005e-08-0j -3.60015e-05-0j 1.61932e-06-0j 0.00422865-0j -2.23361e-06-0j -0.0403477-0j 1.43113e-06-0j -2.79703e-06-0j 7.63458e-05-0j -2.57207e-05-0j -0.000168097-0j 0.00302109-0j 3.5478e-05-0j 0.0016039-0j -0.00416716-0j -0.0288258-0j -3.03489e-06-0j 4.44271e-05-0j 0.0397611-0j 5.45441e-05-0j -0.0052183-0j -7.52357e-05-0j 0.0497905-0j -9.42134e-05-0j 1.80757e-06-0j 3.53771e-08-0j -2.77991e-05-0j -3.27868e-06-0j -4.57783e-05-0j 3.19786e-06-0j 0.000152819-0j -5.44074e-07-0j 2.52746e-08-0j -0.0518638-0j -2.34431e-06-0j -0.00918721-0j 5.04238e-05-0j -8.95956e-07-0j -1.5047e-06-0j 7.34893e-06-0j -4.91809e-05-0j 2.99092e-06-0j 8.30355e-05-0j -3.88706e-07-0j -0.00101506-0j -0.000277192-0j -8.09888e-05-0j 3.60539e-05-0j -0.000179809-0j 0.0940736-0j -6.40102e-07-0j 0.00027036-0j 2.31412e-05-0j 1.4383e-07-0j 5.93718e-05-0j 0.0166643-0j -0.0917549-0j 2.13682e-06-0j -0.000725193-0j -0.0162536-0j -1.33299e-05-0j -0.000198198-0j 3.81079e-05-0j -0.000128461-0j 0.0672643-0j -0.000127213-0j 1.30014e-05-0j 0.0119153-0j 0.0431737-0j 1.02757e-07-0j -9.53114e-06-0j 0.00764784-0j -6.11757e-06-0j 
0.000623222-0j 0.00412392-0j 0.00419449-0j 0.00435952-0j 0.000603504-0j 0.000627248-0j -0.00433254-0j 0.0239157-0j -0.00502814-0j -0.00280792-0j -6.34219e-05-0j 0.0277554-0j 0.0154997-0j -7.36043e-05-0j -4.11037e-05-0j 2.24379e-05-0j -2.52705e-05-0j 0.0254554-0j -4.71785e-05-0j -0.000440173-0j 2.22399e-05-0j 0.00425916-0j -0.0286689-0j 4.46548e-05-0j -5.27776e-06-0j -0.0535232-0j 0.00049574-0j 0.000925519-0j 0.0252308-0j -0.00479684-0j -0.000436289-0j -0.00895543-0j 5.94402e-06-0j 0.0506601-0j 0.00422159-0j 1.10972e-05-0j -0.00087601-0j -5.23119e-06-0j 0.00847638-0j -1.05035e-05-0j 1.7894e-05-0j -1.9513e-05-0j -0.000136155-0j -1.60344e-05-0j 0.0325413-0j -1.66652e-05-0j 0.00468205-0j 0.000148474-0j 4.10286e-05-0j 0.002671-0j -1.03919e-05-0j 0.000476356-0j 0.000122005-0j -0.0354856-0j 3.99145e-05-0j -3.80091e-07-0j 0.000126805-0j -0.00510567-0j -0.0291594-0j -0.000312185-0j -0.00291267-0j -0.00419546-0j -0.0303067-0j 7.90714e-05-0j -0.000519455-0j -0.00239342-0j 0.0746129-0j -0.00436053-0j -0.000303708-0j 4.14481e-07-0j -0.0188982-0j -0.00042685-0j -0.00248758-0j 0.0107353-0j 0.00612425-0j -0.000443644-0j 3.4059e-07-0j -0.00271908-0j 0.072587-0j 0.00109222-0j -0.00155117-0j 0.0104438-0j 3.5399e-07-0j -0.000276641-0j 0.00595796-0j -8.71498e-07-0j 2.20736e-07-0j 0.00106256-0j -8.47834e-07-0j 
3.63471e-05-0j -0.000758004-0j -7.75117e-06-0j 2.661e-06-0j -0.0152415-0j 0.00523244-0j -0.000252679-0j -4.43861e-05-0j 0.000920221-0j -0.000182393-0j -0.0162063-0j 0.000161648-0j -3.20396e-05-0j 0.0590211-0j -0.0116983-0j 1.3086e-06-0j 1.52671e-06-0j 0.00451674-0j 8.29969e-07-0j 1.33559e-07-0j -3.93154e-06-0j 0.000371405-0j 0.00526953-0j 5.51017e-07-0j -0.00417111-0j 0.00286469-0j 1.55819e-07-0j 8.47083e-08-0j -0.01357-0j 0.000433305-0j -4.01262e-07-0j 0.000235559-0j -0.00486629-0j 0.00190187-0j -0.00111584-0j -0.00264548-0j 5.6238e-08-0j 0.0125316-0j 0.000156388-0j -0.00175634-0j 1.0436e-06-0j 1.17887e-06-0j -2.4159e-05-0j -2.83283e-06-0j -1.98509e-05-0j 9.7252e-07-0j -0.0390337-0j -2.72905e-05-0j 7.47687e-07-0j -2.46571e-06-0j -2.04485e-06-0j -0.0012732-0j 6.5579e-05-0j -2.2424e-05-0j 2.21992e-07-0j -0.000606523-0j -2.25135e-05-0j -0.0440933-0j 5.38849e-05-0j -1.73087e-05-0j -2.78532e-06-0j 0.105956-0j -1.84989e-05-0j 4.73375e-05-0j -0.00143823-0j 6.69313e-06-0j -1.42222e-05-0j -0.0363751-0j -5.13905e-06-0j -0.000685141-0j 3.88962e-05-0j 0.00345607-0j -2.29777e-06-0j -0.0279657-0j -1.76656e-06-0j -0.00118648-0j 0.0016464-0j 0.0764833-0j -4.22265e-06-0j -0.000912182-0j 4.83136e-06-0j -0.00830317-0j -0.000565212-0j 0.00249472-0j -5.24502e-07-0j -0.000434543-0j 0.00118843-0j -0.000270832-0j -0.000129018-0j 
0.000220342-0j -3.09225e-05-0j 0.00447995-0j 0.00465621-0j -2.23889e-06-0j -2.32698e-06-0j 1.06106e-05-0j -0.000541733-0j 1.23142e-05-0j 6.87673e-06-0j 1.56309e-07-0j -0.000628709-0j -0.000351097-0j 1.81405e-07-0j 1.01304e-07-0j 7.933e-06-0j -8.93445e-06-0j 1.32217e-06-0j -1.66801e-05-0j 0.0448685-0j 7.863e-06-0j -4.77327e-05-0j -1.48908e-06-0j 1.57879e-05-0j 9.73867e-09-0j -2.78002e-06-0j -0.0505327-0j -0.0943417-0j 1.3105e-06-0j 5.37585e-05-0j 0.0444726-0j 0.000100364-0j -1.09681e-08-0j 2.63131e-06-0j -4.73116e-05-0j -2.04768e-08-0j 0.0892951-0j 9.65275e-09-0j -9.49953e-05-0j 1.93814e-08-0j 6.32649e-06-0j -6.89889e-06-0j 1.02093e-06-0j -5.66901e-06-0j -0.000240753-0j -5.89205e-06-0j 1.20318e-07-0j -1.1133e-06-0j 1.45058e-05-0j 0.00577433-0j -3.67408e-06-0j -3.54663e-06-0j -9.14832e-07-0j 0.000262536-0j 1.41119e-05-0j 5.60499e-10-0j -9.50825e-07-0j -1.31204e-07-0j 0.000215733-0j 2.34086e-06-0j -0.00629677-0j -1.07814e-07-0j 0.00022422-0j -5.92902e-07-0j 3.86751e-06-0j -0.00517423-0j -0.000552014-0j -1.12056e-07-0j 2.2773e-06-0j -6.11211e-10-0j 0.000139816-0j 3.17804e-06-0j -0.00537781-0j 2.75873e-07-0j 0.0132398-0j 3.30308e-06-0j -5.02249e-10-0j -6.98742e-08-0j -0.000537026-0j -8.13194e-06-0j -0.00335342-0j 2.68383e-07-0j -5.22009e-10-0j 2.05969e-06-0j 0.0128803-0j 1.28515e-09-0j -3.25507e-10-0j -7.91114e-06-0j 1.25025e-09-0j 
3.85519e-05-0j -0.000534122-0j 0.00158023-0j -0.000542497-0j -0.00527518-0j 0.00181099-0j 1.85647e-06-0j 0.00601162-0j -6.761e-06-0j 1.34007e-06-0j 0.000372573-0j -0.0218935-0j 0.00433942-0j -0.00135686-0j 0.000268938-0j 1.38799e-06-0j 1.61932e-06-0j -2.20463e-05-0j 8.80315e-07-0j 0.00258951-0j -4.17003e-06-0j -0.0247078-0j -2.57207e-05-0j 5.84442e-07-0j 4.67521e-05-0j -1.39826e-05-0j 0.00302109-0j 0.00164237-0j 6.62355e-05-0j -0.0288258-0j -0.00777986-0j -0.0156707-0j 5.45441e-05-0j -9.28309e-06-0j 0.0742317-0j 2.9652e-05-0j 0.00109037-0j -0.000140461-0j -0.0104038-0j 1.9686e-05-0j 1.10691e-06-0j 1.25038e-06-0j -1.70234e-05-0j -3.00467e-06-0j -2.80334e-05-0j 1.03151e-06-0j 9.35822e-05-0j -1.923e-05-0j 7.93042e-07-0j -0.0317599-0j -2.16889e-06-0j -0.00562599-0j 4.62098e-05-0j -3.16671e-05-0j 2.35459e-07-0j 4.50028e-06-0j -1.5864e-05-0j 0.000105712-0j 7.60961e-05-0j -1.21964e-05-0j -0.0358767-0j -0.000254027-0j -2.6124e-05-0j 3.3356e-05-0j -0.00635524-0j 0.0862117-0j -2.00845e-05-0j 8.72082e-05-0j -3.62119e-06-0j 5.08361e-06-0j 5.4929e-05-0j 0.0152716-0j -0.0295967-0j 6.70469e-05-0j -0.0227544-0j -0.0052428-0j -1.22159e-05-0j -0.000183366-0j -5.9632e-06-0j -0.00403074-0j 0.0622309-0j 1.99066e-05-0j 4.19376e-06-0j 0.0110237-0j -0.00675591-0j 3.22423e-06-0j -8.81792e-06-0j -0.00119675-0j 9.57291e-07-0j 
-5.24625e-06-0j 2.53186e-06-0j 3.63436e-05-0j -3.54478e-05-0j -0.0015055-0j 0.00146839-0j 4.9683e-07-0j 0.00160886-0j -5.41637e-09-0j 3.55242e-07-0j -0.0190034-0j -1.75396e-05-0j 0.00115037-0j 0.000207173-0j -0.0135878-0j -1.88881e-07-0j 7.50838e-09-0j 6.03173e-06-0j -1.34943e-07-0j 3.70535e-06-0j 1.86134e-07-0j 0.0103224-0j -2.39773e-07-0j 2.33086e-07-0j -0.0274681-0j 4.30927e-06-0j -1.47295e-07-0j 2.64723e-06-0j -5.94402e-06-0j -0.000410336-0j -3.65147e-06-0j 0.00737468-0j 0.00109191-0j -7.44336e-06-0j -0.0101723-0j -0.0196242-0j -4.57253e-06-0j 0.0270687-0j -0.0127382-0j 0.0338966-0j -1.50631e-07-0j -2.94809e-09-0j 4.6575e-06-0j 2.73223e-07-0j 1.89751e-06-0j -2.66489e-07-0j -7.86023e-05-0j 9.11548e-08-0j -2.10622e-09-0j -9.13679e-05-0j 1.95359e-07-0j -0.0725784-0j -8.44805e-06-0j 3.71373e-08-0j 1.25392e-07-0j -0.00825467-0j 8.23982e-06-0j -1.53837e-06-0j -3.44181e-06-0j 6.51242e-08-0j -1.78822e-06-0j 0.000142573-0j 3.35698e-06-0j -6.04051e-06-0j -0.00142048-0j 0.000165729-0j 2.65322e-08-0j -0.000139059-0j -3.87711e-06-0j -0.000161557-0j -2.46096e-06-0j 0.131647-0j -0.000161644-0j -1.09907e-06-0j -1.27756e-06-0j -0.128402-0j 0.0149728-0j 0.000101943-0j -1.57957e-06-0j -0.00101484-0j 0.000118499-0j 6.5432e-05-0j -0.0146038-0j 0.09413-0j 7.60586e-05-0j -0.000115422-0j 0.0107058-0j 0.0604174-0j 0.00687155-0j 
-5.19352e-05-0j -0.00104556-0j 3.65609e-06-0j 3.79994e-06-0j 0.00718913-0j 0.00747198-0j 0.000361045-0j 6.34219e-05-0j 0.000419012-0j 0.000233993-0j 0.0231567-0j 7.36043e-05-0j 4.11037e-05-0j 0.0268746-0j 0.0150079-0j -1.86983e-06-0j 2.10587e-06-0j -0.00645383-0j 3.93154e-06-0j -1.90838e-07-0j -1.85333e-06-0j -0.000530689-0j 0.00726856-0j -3.72123e-06-0j 0.00595997-0j 0.01357-0j 2.1493e-07-0j 4.01262e-07-0j -0.00639689-0j 0.000597682-0j -1.89154e-07-0j 0.00111584-0j -0.00671235-0j -0.0128441-0j -0.000526006-0j -0.0125316-0j -3.79797e-07-0j 0.00590738-0j -0.00105615-0j 0.0118612-0j -1.49117e-06-0j 1.62608e-06-0j 3.452e-05-0j 1.3362e-06-0j 2.83644e-05-0j 1.38877e-06-0j 0.0557741-0j -3.76433e-05-0j -3.41905e-06-0j 3.52318e-06-0j 8.65989e-07-0j 0.00181923-0j -3.09325e-05-0j -3.09307e-05-0j -3.32621e-06-0j 0.000866642-0j -3.21495e-05-0j -0.0608203-0j -2.54166e-05-0j 7.91498e-05-0j -3.84195e-06-0j -0.0499777-0j -2.64166e-05-0j -2.00473e-05-0j -0.00198383-0j -3.15703e-06-0j 6.50357e-05-0j -0.051944-0j 7.70006e-05-0j -0.000945054-0j -1.64725e-05-0j -0.00163017-0j -3.28125e-06-0j 0.127882-0j 8.07819e-06-0j -0.0016943-0j -0.000776576-0j -0.0323905-0j 6.32698e-05-0j 0.00417126-0j -2.04607e-06-0j 0.12441-0j -0.00080713-0j -0.00105651-0j 7.85884e-06-0j 0.00198709-0j -0.000503299-0j 0.00405799-0j 0.00193314-0j 
-0.000257066-0j -0.00516415-0j 0.00178084-0j 0.00850414-0j 0.000256227-0j 0.00122358-0j 0.00178708-0j -0.00986471-0j -0.00648095-0j 0.00154441-0j 2.61602e-05-0j 0.0357749-0j -0.00852513-0j -9.48713e-05-0j 2.26078e-05-0j -9.25516e-06-0j 3.16447e-05-0j -0.0104998-0j -6.61221e-06-0j 0.000181562-0j -4.46548e-05-0j -0.00175682-0j 0.0359004-0j 5.42193e-05-0j 2.17696e-06-0j -0.00750143-0j -0.000620787-0j 0.000129714-0j -0.0506601-0j 0.00600681-0j 0.00087601-0j -0.00125513-0j -7.44336e-06-0j 0.0615108-0j -0.00847638-0j 1.5553e-06-0j -0.00106364-0j 1.05035e-05-0j 0.0102919-0j -1.27533e-05-0j -7.38091e-06-0j 2.4435e-05-0j 5.61611e-05-0j -6.80764e-06-0j -0.0134226-0j -3.2509e-05-0j -0.00193125-0j -0.000185925-0j 1.74572e-05-0j -0.00110173-0j -5.88319e-06-0j -0.000196487-0j 5.17991e-05-0j 0.0444365-0j 2.92323e-05-0j 1.5678e-07-0j 0.00024736-0j 0.00639353-0j -0.0123801-0j -0.000132831-0j 0.00364737-0j -0.00178125-0j -0.0591195-0j 4.4765e-05-0j 0.000650484-0j -0.00101616-0j 0.031747-0j -0.00850612-0j -0.000222428-0j -5.1903e-07-0j -0.0106989-0j -0.000181226-0j -0.00485255-0j 0.00456776-0j 0.0026058-0j -0.00086542-0j 1.44603e-07-0j -0.00153936-0j 0.0531607-0j 0.000464728-0j -0.000878172-0j 0.00764876-0j 6.90531e-07-0j -0.000156616-0j 0.00436344-0j -3.70813e-07-0j 1.24966e-07-0j 0.000778191-0j -6.2093e-07-0j 
-5.50856e-05-0j -0.000736744-0j -0.000745366-0j -0.000774692-0j 0.00248821-0j 0.00258611-0j -2.65265e-06-0j -0.00858982-0j -3.07854e-06-0j -1.71918e-06-0j -0.000532358-0j -0.00996893-0j -0.00556706-0j -0.000617829-0j -0.000345021-0j -1.98325e-06-0j 2.23361e-06-0j 3.15013e-05-0j 4.17003e-06-0j -0.00370007-0j -1.96575e-06-0j 0.0353043-0j -3.5478e-05-0j -3.94697e-06-0j -6.68026e-05-0j -6.62355e-05-0j 0.00416716-0j 0.00777986-0j 3.12234e-05-0j -0.0397611-0j -0.00366742-0j -0.0742317-0j 7.52357e-05-0j 6.26923e-05-0j 0.0349928-0j 0.000140461-0j -0.0073637-0j -6.62132e-05-0j 0.0702608-0j -0.000132947-0j -1.58162e-06-0j 1.72472e-06-0j 2.43243e-05-0j 1.41725e-06-0j 4.0056e-05-0j 1.47301e-06-0j -0.000133717-0j -2.6525e-05-0j -3.62645e-06-0j 0.0453808-0j 9.1852e-07-0j 0.00803881-0j -2.17963e-05-0j -4.36802e-05-0j -3.52798e-06-0j -6.43031e-06-0j -2.26539e-05-0j 0.000145815-0j -3.58932e-05-0j 5.57723e-05-0j -0.0494867-0j 0.00011982-0j -3.73054e-05-0j -1.41262e-05-0j -0.00876613-0j -0.0406646-0j 9.18431e-05-0j 0.000124534-0j 5.42579e-05-0j 7.01211e-06-0j -2.32624e-05-0j -0.00720337-0j -0.0422645-0j -0.000306595-0j 0.104052-0j -0.00748678-0j 5.76204e-06-0j 7.76554e-05-0j 8.93493e-05-0j 0.0184319-0j -0.0263547-0j -0.00029827-0j 5.98874e-06-0j -0.0046685-0j 0.101227-0j -1.47438e-05-0j 3.73437e-06-0j 0.0179314-0j -1.43435e-05-0j 
-9.08866e-05-0j 3.87225e-05-0j 0.00190203-0j 0.0090829-0j -9.50555e-07-0j -4.53925e-06-0j -4.37665e-06-0j 0.000223454-0j 1.58722e-05-0j -3.78233e-06-0j -6.44742e-08-0j -0.000810366-0j 0.00019311-0j 2.33819e-07-0j -5.57189e-08-0j -3.27219e-06-0j 1.11881e-05-0j -5.45366e-07-0j -2.33777e-06-0j -0.0185073-0j -1.57879e-05-0j 1.96887e-05-0j 1.86468e-06-0j 1.91694e-05-0j -4.017e-09-0j -3.89628e-07-0j 0.0632792-0j -0.0132223-0j -2.63131e-06-0j -6.73187e-05-0j -0.0892951-0j 1.40663e-05-0j 1.37347e-08-0j 3.1949e-06-0j 9.49953e-05-0j -2.86988e-09-0j 0.108421-0j -1.93814e-08-0j -0.000115342-0j 2.35327e-08-0j -2.60954e-06-0j 8.63909e-06-0j -4.21113e-07-0j -2.40686e-06-0j 9.93055e-05-0j -1.14937e-05-0j -4.96287e-08-0j 1.39413e-06-0j 6.17206e-06-0j -0.00238179-0j -2.08002e-06-0j 1.46291e-06-0j -3.88406e-07-0j -0.000328758-0j 1.03352e-05-0j -2.31194e-10-0j -1.85478e-06-0j 1.64299e-07-0j 9.15926e-05-0j 9.96012e-07-0j 0.00788509-0j -4.57741e-08-0j 0.000437388-0j -3.35662e-07-0j -4.84307e-06-0j -0.0021968-0j -0.000234876-0j -2.18588e-07-0j 1.66783e-06-0j 7.65385e-10-0j 7.91548e-05-0j 1.34929e-06-0j -0.0104905-0j 1.17381e-07-0j 0.00563338-0j 6.44334e-06-0j -2.13237e-10-0j -3.95582e-08-0j -0.000393303-0j -3.46005e-06-0j -0.00189848-0j 1.96556e-07-0j -1.01829e-09-0j 1.16606e-06-0j 0.00943315-0j 5.46817e-10-0j -1.84281e-10-0j -5.7939e-06-0j 9.15651e-10-0j 
