0.00438597+4.33681e-19j -0.00951646+1.16296e-05j 0.00398799+0.000473273j 0.00417942+0.000542605j 0.00225223+0.000450701j -0.00521208-0.00012108j 0.00160924+0.000202727j 0.00494847+0.000730768j -0.00237142+4.28598e-07j 0.000106363-0.000182371j -0.00347819+4.89738e-06j 0.0034101+0.000217814j -0.00381409-0.000710384j 0.00399758+0.000665006j -0.00155692-0.00016549j 0.00344163+0.00018333j -0.000572195+0.00014237j -0.00061361-0.000119897j 0.00301633+0.000236574j 0.00162648+0.000175247j -0.000607182-0.000175481j -0.00445249-0.000659355j -0.00342023-0.000355284j 0.000902705-7.92303e-05j 0.00253942+0.000214785j 0.00032961+6.78275e-06j 0.000989113-0.000124351j -0.000818602-8.72076e-05j 0.00166767+0.000213545j 0.00111294-5.87143e-05j -0.00134927-4.04604e-05j -0.00314903-0.00056672j 0.00017003+0.000149703j -0.000953682-5.94061e-05j -0.00083659-0.000352073j 0.000880292+0.000244691j 0.000387861+0.00012257j -0.00188419-0.000323286j 0.000931557-0.000211619j -0.00193281-0.0003623j 0.00180301+0.000207667j -0.00201014-0.000179958j -0.000193716+1.04254e-05j 0.00120896+0.000127615j 0.00201033+0.000204678j 0.00152263-3.5678e-06j -0.000317024-4.42587e-05j -0.0028903-7.32631e-05j 0.00159834-0.000231664j -0.00152306-0.000179732j -0.001917-0.000282874j 0.00247974-0.000107375j -0.00145902-0.000234877j -0.00297452-0.000394151j -0.00365951-0.000383661j -0.000318748+6.4424e-05j -0.00397762+5.004e-05j -0.00107524+0.00041562j -0.000942982+0.000106142j 0.00627282+0.000682845j 0.000462926+0.000162378j -0.00758171-0.00111764j 0.00349612-0.00116856j -0.00292976-0.000812455j -0.0109027-0.000512893j 0.0088988+0.000443496j -0.0249093-0.00270679j 0.00887128-0.00601925j 0.000490817+3.97712e-05j 0.875548-0.00500163j 
0.00247974+0.000107375j 0.00129003-0.000403714j 0.00719786-0.000851584j 0.0023498+2.51288e-05j -0.00102354+5.25931e-05j 0.00431722+0.000813046j -0.00470797-0.00020611j 0.010793-0.000252353j -0.00267765-0.00267739j 0.0115661-0.00103597j 0.004683-0.000921792j -0.00150234+0.000567815j -0.00513509-0.000271307j 0.00258728+0.000988737j -0.0171863+0.00209694j 0.000556369+0.000529671j -0.00373184-0.00211245j -0.003628-0.000314393j -0.93393-0.0034911j 0.00553423+0.00112167j -0.00670268+0.000618534j -0.000571331+6.31053e-05j -0.00347998+0.000214035j 0.00620124-0.00166084j 0.00804043-0.000202151j -0.000690988+4.10233e-06j 0.00364634-0.000882235j -0.00526822+5.30769e-05j -0.00696357+0.000764392j -0.000582905-1.9332e-05j -0.00489583+0.000170588j -0.00629565+1.35014e-05j -0.00326965-0.000651803j 0.00482157-0.00154104j -0.00362254-0.00145077j -0.000229937-0.000760234j -0.00805865-0.000585837j 0.00905044+0.000769262j 0.00787897-6.88516e-05j -0.00897253+0.000738496j -0.00269377+0.000923191j -0.00352717+0.00013317j 0.00660707-0.000226316j -0.00337468+0.000682174j -0.0010202-0.000251194j -0.00625633+5.86577e-05j 0.00672644-0.00231263j -0.00461989+0.00053247j 0.00218958-0.00026562j -0.00373827-0.000779473j 0.00012595-0.000117113j 0.0057535-3.116e-16j 0.005858+0.000147599j -0.00195005-0.000406188j -0.00288581+0.000676966j -0.00164002-0.000140294j -0.00756953+0.00131955j -0.00198041+0.000674099j -0.00340148-0.000719977j 0.00111905+0.000657164j 0.000107052-0.000201025j -0.000305135-1.12199e-06j -0.000112042-0.000691631j -0.000388168-0.000474336j 0.00163347-0.000147714j -0.00315769-0.000579279j -0.00247031-0.000645609j 0.00260256+0.000168802j 0.000653164+5.62081e-05j -0.00301633-0.000236574j 
-0.00145902+0.000234877j 0.000635574+9.31231e-05j 0.00089427-0.000131086j -0.000755627-0.000935353j -0.00484224+0.00161514j 0.011811-7.19908e-06j 0.00306874+0.00187448j -0.0114851+0.000813397j 0.00263426+0.00085272j -0.0103496-0.00118538j -0.00523101-0.000101781j 0.0131296-0.0010261j 0.0100244-9.62767e-05j -0.00080578+0.00113049j -0.00837629+0.000737297j -0.00220419+0.0013197j -0.00889078+0.000990547j 0.929549+0.00192718j 0.003628+0.000314393j -0.00727326+0.000257656j 0.00530324-0.000641675j -0.00916295+0.0013839j -0.00467307+0.000626621j -0.00718464+0.000571407j -0.00140231-0.00034514j -0.00782477+0.000707229j -0.00326165+0.00036081j -0.00186285+5.00241e-06j -0.0124457+0.000167771j -0.00253615+0.000262996j -0.00680588+6.80779e-05j -0.0129955-0.000273318j 0.0171443+0.00012724j 0.000249695-0.000335203j 0.000760337+0.00257609j 0.00892412+0.00105963j -0.00159195+0.000375866j -0.00942906+0.000118379j -0.00522955+0.000880287j -0.000683866+0.000379852j 1.17049e-05-0.000417986j -0.000136519-0.00104692j 0.00161693-0.000464645j -0.00334737-0.000290054j 0.00283509+0.00015097j 0.0038081+0.00037577j 0.00118114+0.000334719j 0.0015284-0.000909503j -0.00311438+0.000555115j 0.00151304+0.000444731j 5.16311e-05+0.000690149j 0.005858-0.000147599j -0.00339847-1.50379e-16j -0.00431628+0.000265089j 0.00282032-0.000861264j -0.00052796-9.56666e-06j -0.00538479-0.000614179j 0.00112733-0.000148296j 0.00494466+0.000253137j 0.00232516-5.58383e-06j -0.00404637-3.37995e-05j -0.00410196+0.000250435j 0.00256609+0.000161966j -0.00256695+0.00050148j 0.00640562+0.000311614j 0.00469574+0.000371806j -0.00131292+0.000357551j 0.000239696-0.000200301j -0.00188579-0.000150668j -0.00061361-0.000119897j 
-0.00297452+0.000394151j 0.00286634-0.000256062j -2.34341e-05+0.000228996j -0.0048013+0.000210694j -0.00147185+0.000449538j -0.00634047+0.000320871j 0.0102625-0.000296924j -0.00107037+0.000390357j 0.0187517+0.000877873j 0.00410502+0.00152041j 0.00682819-0.00114843j 0.00296492+0.00109012j -0.0022525+0.000849919j -0.00188107+0.00135726j -0.00323581+0.000848804j 0.00751543+0.00127907j -0.943055-0.00132092j 0.00889078-0.000990547j -0.00373184-0.00211245j 0.00235938-0.00118328j 0.0010336-0.000187453j -0.00212384+0.000136446j 0.00529334-3.83748e-05j -0.000729635+0.000852463j 0.00623208+0.000281298j 0.00304823+0.000147616j -0.00521613-0.000432651j -0.00327618-5.38129e-05j 0.0107363+0.000702477j -0.000838642-0.000612852j 0.00231688-0.000129325j 0.000615202-0.00089476j -0.000345146+0.00036862j -0.00223578-5.15527e-05j -0.00371889-0.000785675j 0.00276794-8.66795e-05j 0.00459597+0.00112372j -0.00481941-0.00137243j -0.00320741-0.000443448j -0.00179957-0.000100846j -0.0013663+0.000180242j -0.000272606+0.000239445j -0.0048035-0.000401707j -0.00102294+3.06192e-05j -0.000755416+8.10423e-05j 0.000774684+0.000498122j -0.00308706-2.24934e-05j 0.00270488+3.71795e-05j -0.00322868-0.000249539j 0.0013662+0.000501704j -0.00113624+0.000214632j -0.00195005+0.000406188j -0.00431628-0.000265089j 0.000490765-5.88722e-17j 9.36069e-05-0.000170834j 4.30518e-05+0.000340154j 0.00369777-5.15891e-05j -0.000216932+3.36157e-05j 0.00747574+0.000860444j 0.0020697-0.000129427j -0.000536819+8.81642e-06j 0.000454758+0.000139374j 0.000227619+0.000330081j -0.00222754+0.000553272j -0.00526518-0.000201566j 0.00198542+0.000523129j -0.00161724+0.000310171j -0.00299891-0.000122592j -0.00183128-9.03479e-05j 0.000572195-0.00014237j 
-0.00365951+0.000383661j -0.00285418+5.64445e-05j 0.00245234-0.00152254j 0.00220968+0.000104002j -0.000722453-5.83246e-05j 0.00626799-0.000542804j -0.0144737+0.000447633j -0.000207582-0.00129628j -0.000876078-0.00165519j 0.000467428+0.000280721j 0.0138108-0.00159146j -0.000756646-0.000159165j 0.00270696-0.000612171j 0.00245091-0.000413681j -0.00313371+0.00116105j 0.934318+0.00293279j -0.00751543-0.00127907j -0.00220419+0.0013197j -0.000556369-0.000529671j -0.00258287+0.000666282j 0.00428693+0.000505213j -0.00227356-0.000384774j 0.0138366-0.00026917j 0.00636243-0.000368989j 0.0053105+0.000961127j -0.000848726+0.00105734j 0.0022364+0.00086955j 0.000298793+0.000261586j -0.0129813-6.60234e-05j 0.00447263-8.64914e-06j 0.00186283+0.000411184j 0.00675812+0.000479144j 0.00275469-0.00115039j 0.00345721-0.000938068j 0.000428643+0.000163083j 0.00173625-0.00103892j 0.00163848-0.00045606j 0.00216025+0.000758261j -0.0024641+0.000658355j -0.000763567-0.000285483j 0.00339479-0.000243882j 0.00261739+2.68282e-05j 0.000691293+0.000590947j -3.42806e-05-0.000283673j -0.000337128-0.000247176j -0.00127612-0.00073325j 0.00675517-0.000665781j 0.00421395+2.37068e-05j 0.000844943-0.000223711j 0.0084257-0.000792561j -0.00111025+7.06955e-05j -0.00288581-0.000676966j 0.00282032+0.000861264j 9.36069e-05+0.000170834j 0.00148749-1.47018e-16j -0.000159371-0.000197782j 0.00110565+0.000412055j -0.000310129+0.000359635j 5.9724e-05-0.000701721j -0.00454724+0.000422169j 0.00179226+0.000502081j -0.00338624+0.000463444j 0.000535039-0.000548317j -0.00158807-1.3285e-05j 0.00459328-5.48974e-05j -0.00371308-0.000523543j -0.000807304+2.56562e-05j -0.00210289+0.000332769j 0.000618669+0.000121257j 0.00344163+0.00018333j 
-0.000318748-6.4424e-05j -0.00463965+0.000721209j -0.00585869+0.000889653j 6.25728e-05+0.00109706j -0.00218832-0.00160534j 0.00549408-0.00042838j 0.00225592-0.00163721j -0.000508326+0.000209263j -0.00226099+0.000560787j -0.0103314+0.00105161j 0.00133594+0.00199687j -0.0138941+0.000439949j 0.00556217+0.00146833j 0.000505871-0.00155334j -0.926982-0.00383978j 0.00313371-0.00116105j -0.00323581+0.000848804j 0.00837629-0.000737297j -0.0171863+0.00209694j -0.000967691-0.000491429j 0.00302193-0.000259703j -0.0111356+0.000493031j 0.00397241-0.00117271j 0.00149259-0.000159874j 0.00475618+0.000118915j 0.00256218-0.000126467j 0.00609542+0.000398313j 0.0141465-0.000964413j -0.00980843-0.000773699j -0.00293669-0.000360851j 0.00681807-0.00102045j 0.00221794-0.000140969j -0.00548579-7.83322e-05j -0.00331204+0.00111696j 0.00231164-0.00015276j 0.00127757-7.79759e-05j 0.00242025-0.00109391j -0.000353936+0.000108002j -0.00681942-0.000235233j 0.00409515-0.000446998j 0.00370133-0.000373445j -0.00643772+0.000572912j -0.00141767+1.21429e-05j -0.000571813+0.000128064j 0.000789765-0.000282849j -0.00168116-0.000135053j -0.00159458+0.000502947j 0.00091726-0.00048213j -0.00255285+0.000655397j 0.00279467-0.000194073j 0.00301403-0.000341561j -0.00164002+0.000140294j -0.00052796+9.56666e-06j 4.30518e-05-0.000340154j -0.000159371+0.000197782j -0.00434142+5.76796e-17j 0.000454604-6.04918e-05j 0.00362607-0.000396492j 0.000596957-0.000233899j 0.00150742-0.00041698j 0.000129989+7.23903e-05j 0.00523874-0.000156015j -0.00693292+0.00029572j -0.00140977-9.76463e-05j 0.000606814+0.000270487j -0.00105539-0.00010151j 0.00376643-0.000245102j -9.7843e-05+0.000175549j 0.00109589-0.000122773j 0.00155692+0.00016549j 
-0.00397762-5.004e-05j 0.000698549-0.000278091j -0.00511481-0.00192604j 0.00719752-0.00133825j -0.0202657-3.71257e-05j -0.00192075+0.000242907j -0.012107+0.000773313j -0.00603705-0.0035243j -0.00431641-0.00103075j 0.00985494-0.00174341j -0.00592883+0.0011667j -0.0114316+0.00112585j 0.0101696+0.00140205j 0.923696+0.000752199j -0.000505871+0.00155334j 0.00245091-0.000413681j 0.00188107-0.00135726j -0.00080578+0.00113049j -0.00258728-0.000988737j -0.000245195+0.000528389j -0.000974172+0.000165662j 0.0157935-0.000835736j 0.00271842+0.00123161j 0.0157411+0.000985825j -0.0102127+0.000101681j -0.0113001-0.000699097j 0.00463139+0.00112148j 0.0042591+0.00147075j -0.00476403-0.000457501j -0.00354486+0.000440155j 0.0027299+0.000419685j 0.000793364+0.000989968j 0.00216743-0.000876206j 0.00216367-0.000244469j 0.00128168-0.000374013j -0.0032566-0.000602232j -0.00274065-0.000175372j -0.00371695+0.000606168j -0.00506184+0.000325921j 0.00497758+0.000647105j 0.000250095-0.000203839j -0.00476753-0.000229466j -0.000812291+4.49752e-05j 0.00172767-0.000161696j 0.00479346+2.28595e-05j -0.000130175-0.000835902j 0.0113067+0.000343072j -0.000988299-0.000449737j 0.00408361+4.85913e-05j 0.00366499-0.0003998j 0.00103356+0.000236326j -0.00756953-0.00131955j -0.00538479+0.000614179j 0.00369777+5.15891e-05j 0.00110565-0.000412055j 0.000454604+6.04918e-05j -0.00905627-3.85434e-17j -0.00415556+0.000260662j 0.000425266-0.000642319j -0.00412072+0.00020832j 0.00274805+0.00107666j 0.00169092+0.000376989j 0.00237489-0.000481715j -0.00045516+0.000256973j 0.00232466+0.000195004j 0.0031146-0.000354085j 0.00550256+0.00104989j 0.00189589+0.00029063j -0.00204286-0.000220252j 0.00399758+0.000665006j 
-0.00107524-0.00041562j -0.00266953+0.000490605j -0.00838114-0.000174016j 0.00280013-0.000186067j 0.000637905-0.000994848j -0.00101012+0.0011351j -0.0207072+0.00184579j -0.0223561-0.00223723j 4.17173e-05+0.00150543j -0.00482085+0.00184168j 0.00673953-0.00214504j -0.00428112-0.00149895j -0.927806-0.00245972j -0.0101696-0.00140205j 0.00556217+0.00146833j -0.00270696+0.000612171j -0.0022525+0.000849919j -0.0100244+9.62767e-05j -0.00513509-0.000271307j -0.0131003-0.0010771j -0.00201076+0.000307716j 0.00594098+0.00216354j -0.00101635+0.000690268j 0.0103309+0.000890404j 0.000732168-4.06334e-05j -0.000416826+0.000151666j 0.00384056+2.48409e-05j 0.00526535+0.000374517j -0.0055852-0.000260112j -0.000784619+0.000288624j 0.00740872+0.000370362j -0.00202525+0.00070758j 0.00140861-0.000777928j 0.000409333-0.00073359j -0.00239907-0.00109771j 0.000801381-0.000462597j 0.00207663+7.86185e-05j -0.000606583+0.00010987j -0.00404021+0.000379447j 0.00356973+0.000523727j -0.00050494-0.00019933j -0.00165627-0.000209735j -0.00301355-0.000480994j -0.000320383-5.59672e-05j 0.000580277+0.000191788j 0.000353654-7.84738e-05j 0.00473456+0.000303376j -0.0027129-0.000493696j 0.00473289+0.000267926j 0.00377012+0.000180494j 0.00340813+0.000486052j -0.00198041-0.000674099j 0.00112733+0.000148296j -0.000216932-3.36157e-05j -0.000310129-0.000359635j 0.00362607+0.000396492j -0.00415556-0.000260662j 0.00155956+1.46367e-16j 0.00230503+0.000317996j -0.00199139-8.09225e-05j 0.00404131+0.000524567j 0.00498457-3.68293e-05j -0.000149663+0.000313011j 0.0050242+0.000388897j 0.000871417+3.88631e-05j 0.000333534-6.9657e-05j 0.00538068+0.000674987j 0.00110327-9.11226e-05j -0.0014194-0.000242025j 0.00381409+0.000710384j 
-0.000942982-0.000106142j -0.00505512-8.74251e-06j 0.00131209+0.000453175j 0.00810802+0.000596746j 0.0103798-1.44697e-05j -0.011064+0.00147128j -0.0100925-0.00350107j 0.00914803+0.000515445j 0.00120567+0.000248321j -0.000119796-0.000534245j -0.0104657+0.00032561j 0.920939+0.00321293j 0.00428112+0.00149895j -0.0114316+0.00112585j 0.0138941-0.000439949j -0.000756646-0.000159165j -0.00296492-0.00109012j 0.0131296-0.0010261j 0.00150234-0.000567815j -0.00800924+0.000707653j 0.0063691-0.000708783j 0.0203466+2.07393e-05j 0.00473796+0.000351935j -0.00858922-0.0019301j -0.0051118-0.000647363j 0.00643284+0.000834944j 0.000607628+0.00025024j 0.00345583-0.000736721j -0.00212089+0.000219425j -0.000411161+0.000101167j 0.00403366-1.81693e-06j 0.00415895-0.000157926j -0.00458849+0.00019305j -0.00361158+0.0010705j 0.00144948-0.000476724j -0.00327369+0.000202729j -0.00214299-0.000295755j 0.00801501-0.000126626j 0.00265642-0.000779526j 0.00487481-0.000454096j -0.000874918-0.000146013j 0.000969014+0.000725614j 0.00315276-0.000260099j 0.00290223-7.00671e-06j 0.000362169-0.000922651j 0.00468358-0.000424672j -0.00145783-0.000382554j -0.00147088+0.00031926j 0.00437001+8.30168e-05j 0.000108415+0.000173163j 0.00539453-0.000479697j -0.00340148+0.000719977j 0.00494466-0.000253137j 0.00747574-0.000860444j 5.9724e-05+0.000701721j 0.000596957+0.000233899j 0.000425266+0.000642319j 0.00230503-0.000317996j -0.00318495-1.0842e-17j -0.000608997-0.0003928j -0.0039892+1.35136e-06j 0.00581727-0.00031268j -0.00129388+0.000262419j 0.00338485+0.000229853j 0.000240537+0.000165003j -0.00160358-8.50067e-05j 0.000893192-0.000108785j -0.00118947+0.00012593j 0.00492875+0.000570467j 0.0034101+0.000217814j 
0.00627282-0.000682845j -0.000662427-0.000183952j -6.80432e-05+0.000445581j 0.00626645-0.00197771j -0.0133051+0.0024684j -0.0229745-0.000342415j -0.00872122+0.000212109j -0.00130353-0.00338826j -0.0077514+0.00139849j 0.0101385-0.00118004j 0.916647+0.00388632j -0.0104657+0.00032561j -0.00673953+0.00214504j -0.00592883+0.0011667j -0.00133594-0.00199687j 0.0138108-0.00159146j -0.00682819+0.00114843j -0.00523101-0.000101781j -0.004683+0.000921792j 0.00273465-3.49971e-05j -0.0121859-0.0011407j 0.0183367-0.00057651j 0.00427715-0.000333855j 0.00502495+0.00101398j -0.00702319+0.000788696j 0.0061177+0.000646473j -0.00227377+0.000430543j -0.00195945-0.000241424j 0.000803357+0.000319861j 0.00340968+0.000377788j -0.004349+0.00138092j -0.000912955+9.39682e-05j -0.0031449+0.000266106j -0.00483359+0.000931265j 0.00302023+0.00107806j -0.000396886+0.00123588j 0.00782797+0.000381438j -0.00360521+1.77746e-05j 0.00322944-0.00016416j 0.00071206-0.000451979j -0.000211039-0.000453162j -0.00140556+9.70733e-05j 0.00251678-0.000169154j -0.00182722+0.00010935j -0.000141745-0.000236192j 0.00462313-0.000286393j -0.00107509+0.000663377j 0.000205769-9.64843e-05j 0.00319244+0.000326319j 0.00392242+0.000764157j -0.000919761+0.000189238j 0.00111905-0.000657164j 0.00232516+5.58383e-06j 0.0020697+0.000129427j -0.00454724-0.000422169j 0.00150742+0.00041698j -0.00412072-0.00020832j -0.00199139+8.09225e-05j -0.000608997+0.0003928j -0.00194467-2.94903e-17j 0.00287497+0.000233653j -0.00249698-1.7084e-05j 0.00639093+0.000213988j 0.00563307+0.00011188j -0.000179956-0.000475575j 0.00265606+0.000103232j 0.00551773+0.000510282j 0.0041658-8.90664e-05j 0.00261489-7.26889e-06j -0.00347819+4.89738e-06j 
0.000462926-0.000162378j -0.00760166+0.00144039j -0.00761662+0.00224737j -0.0114427+0.000227587j 0.00802164-0.00121221j 0.0109372-0.00100571j 0.00396828+0.00179136j -0.0162867+0.00169608j -0.00256736+0.000228871j 0.913877+0.00502768j 0.0101385-0.00118004j -0.000119796-0.000534245j 0.00482085-0.00184168j 0.00985494-0.00174341j 0.0103314-0.00105161j 0.000467428+0.000280721j -0.00410502-0.00152041j -0.0103496-0.00118538j -0.0115661+0.00103597j -0.00159524+0.000375794j -0.00169675-0.00109627j -0.0132239+0.000994508j -0.00958144+0.000515633j -0.0124362+0.00158885j -0.00612972-0.00030113j -0.000452641-0.000719469j -0.00164635+9.98458e-06j 0.00712193-0.00123393j 0.00300612-0.000578567j -0.000400098-6.57055e-05j 0.000515705-0.00075718j -0.00104804-0.000264346j 0.00449763+0.00105933j 0.000493336+0.000852175j 0.00657625+0.00344456j 0.00365143+0.001696j 0.000352556-0.000127202j -0.00588714+0.000130035j -0.00170464+0.000131117j 0.00547961-0.000372977j -0.000280652-5.79763e-05j 0.0025329-0.000361991j -0.0009922+0.000291816j 0.00366265-0.000201716j -0.000464261+0.000382452j 0.00313308+6.68394e-05j -0.0077235+0.00132827j 0.00144281-0.000485891j -0.00288582+0.000418804j 0.000256188+0.000160209j 0.00152268-8.04773e-05j 0.000107052+0.000201025j -0.00404637+3.37995e-05j -0.000536819-8.81642e-06j 0.00179226-0.000502081j 0.000129989-7.23903e-05j 0.00274805-0.00107666j 0.00404131-0.000524567j -0.0039892-1.35136e-06j 0.00287497-0.000233653j -0.00418271+3.46945e-17j -0.00526502-3.58282e-05j -0.00398964+0.000648021j -0.00232994+0.000274514j 0.00329412+0.00028976j -0.0014973+0.000340791j 0.00384894+5.72167e-05j -0.00314128+0.000129388j 0.00193574-0.000152236j 0.000106363-0.000182371j 
-0.00758171+0.00111764j 0.00149445+0.000279998j 0.00346353+0.000894451j -0.0139979-0.000186013j -0.0191712+0.00287097j -0.000844058-0.00234918j 0.00330589+0.00218029j -0.00937533-0.0034003j -0.923471-0.00211633j 0.00256736-0.000228871j 0.0077514-0.00139849j -0.00120567-0.000248321j 4.17173e-05+0.00150543j 0.00431641+0.00103075j -0.00226099+0.000560787j 0.000876078+0.00165519j 0.0187517+0.000877873j -0.00263426-0.00085272j -0.00267765-0.00267739j -0.0105423+7.62461e-05j 0.000770205-0.000850831j -0.00382839+0.000152353j -0.00223431-0.000174148j -0.00103341+0.000714911j 0.00449838-0.00100394j 0.00382911-1.55695e-05j 0.000526631-0.000152584j -0.00440173-0.000555675j 0.00393978+5.15171e-05j 8.04056e-05+4.67841e-05j 0.0030154+8.86974e-05j -0.00388601-5.88551e-05j 0.00839255+0.000294879j 0.00162216-0.00015352j -0.00250569+0.00015706j 0.00367641+0.000404455j 0.00263138+0.000826338j -0.00158338-0.00070938j -0.00239238-0.000206409j 0.00195657+9.25802e-05j -0.00208425+0.000281506j 0.000862687-0.000315145j -0.00123832-0.0003066j 0.000151844+0.000219656j 0.00127391+0.000247043j 0.000419484+0.000549872j 0.000512581+9.44319e-05j 0.000179585-0.00021492j -0.00368956+0.000387181j 0.00242777+0.000567371j 0.00201342-1.46925e-05j -0.000305135+1.12199e-06j -0.00410196-0.000250435j 0.000454758-0.000139374j -0.00338624-0.000463444j 0.00523874+0.000156015j 0.00169092-0.000376989j 0.00498457+3.68293e-05j 0.00581727+0.00031268j -0.00249698+1.7084e-05j -0.00526502+3.58282e-05j -0.00236473-4.31512e-17j 0.00206247+0.000400469j -0.00437507+0.000437223j -0.00134406-0.000144342j 0.00187584+0.000489862j 0.000376867+0.000860595j -0.0052087+1.549e-05j -0.0024192-0.000277416j 0.00237142-4.28598e-07j 
0.00349612+0.00116856j 0.00397966-0.000918394j 0.0345948-0.000367672j -0.00251912+0.00564161j -0.00200013+0.00491618j -0.00450497+0.00197432j 0.00430362+0.00272609j -0.900765-0.00456803j -0.00937533-0.0034003j 0.0162867-0.00169608j 0.00130353+0.00338826j -0.00914803-0.000515445j -0.0223561-0.00223723j 0.00603705+0.0035243j -0.000508326+0.000209263j 0.000207582+0.00129628j -0.00107037+0.000390357j 0.0114851-0.000813397j 0.010793-0.000252353j 0.00637395-0.000318633j 0.00431355+0.000289501j 0.00234403-0.00155936j 0.00310151-0.00127383j -0.00524934-0.00216773j -0.000512465+0.000546513j -0.000537164+0.000747753j -0.00213017+0.00036193j -0.00264592+0.000387444j 6.20516e-06+0.00053242j -0.00138935+0.000132806j -0.00375885-4.08684e-05j 0.000560063-0.00052964j -0.00355147+0.000161227j -0.000914469+0.000266281j -0.000373362-0.00062058j -0.00145376-0.00039606j -0.00476979-0.000363804j 0.00414914+0.000122714j 0.0012051-0.000235869j -0.00413594-0.000137984j 0.00204821+7.30403e-05j -0.000458026+0.000414652j 0.00330217+5.92384e-05j 0.000635449-7.73204e-06j -0.000205739-0.000424176j 0.000155162+5.8566e-05j -0.0026745-0.00050028j -0.00030525+0.000138967j -0.00141035-0.000142725j -0.00483542-0.000343607j -0.00143361-0.000372583j -0.000112042+0.000691631j 0.00256609-0.000161966j 0.000227619-0.000330081j 0.000535039+0.000548317j -0.00693292-0.00029572j 0.00237489+0.000481715j -0.000149663-0.000313011j -0.00129388-0.000262419j 0.00639093-0.000213988j -0.00398964-0.000648021j 0.00206247-0.000400469j -0.00337995-3.9465e-17j -0.00150275-0.000257517j -0.00127436+0.000259684j -0.00243678-0.000227554j -0.00681094-0.00116009j -0.00166506-0.000402915j 0.00153993+0.000249246j -0.00494847-0.000730768j 
-0.00292976+0.000812455j 0.00991152+0.000113176j -0.00527222+0.00513807j -0.0268632-0.00112169j 0.00629256-0.00296151j 0.00831593+0.000187161j -0.900581-0.00616229j 0.00430362+0.00272609j 0.00330589+0.00218029j -0.00396828-0.00179136j 0.00872122-0.000212109j 0.0100925+0.00350107j -0.0207072+0.00184579j 0.012107-0.000773313j 0.00225592-0.00163721j 0.0144737-0.000447633j 0.0102625-0.000296924j -0.00306874-0.00187448j -0.00470797-0.00020611j 0.00258726+5.34941e-05j 0.00429053-0.00132213j -0.00992284-0.000118368j -0.00395142-0.000396905j -0.00482712+0.000327487j 0.00349248-0.000820931j -0.00076897-0.000379836j 0.000848125-0.00034502j -0.00202517-0.000359257j 0.00135813+0.00015689j -0.000750844-4.75836e-06j -0.000547142-0.000402422j -0.00315366-0.000556765j 0.00138015+0.00105479j -0.0059213+0.00114209j -0.00146929-0.000240089j 0.000780568+0.000436926j -0.00208051+7.84593e-05j -0.00233684-0.000626975j -0.00119305-0.000493186j 0.00116935-0.000227399j 0.00194756+0.000164303j -0.0027408+0.000280271j 0.00092342-0.000353626j -0.000541308+0.000622245j 0.00431621-0.000189963j -0.00200497+0.00077607j -0.00297832+0.000433697j 0.000142812-0.000355376j -0.00819214+0.00106678j -0.00372991+0.000620213j 0.00205629-0.000589472j -0.000388168+0.000474336j -0.00256695-0.00050148j -0.00222754-0.000553272j -0.00158807+1.3285e-05j -0.00140977+9.76463e-05j -0.00045516-0.000256973j 0.0050242-0.000388897j 0.00338485-0.000229853j 0.00563307-0.00011188j -0.00232994-0.000274514j -0.00437507-0.000437223j -0.00150275+0.000257517j -0.00430945+3.90313e-18j 0.00157127-0.000149718j 0.000858507+5.5762e-05j -0.00187289+0.000113212j -0.00239643-0.000239647j -0.00585965-0.00063742j -0.00160924-0.000202727j 
