-0.170494-7.63278e-17j -0.023228+0.018648j 0.0245691+0.0201794j -0.0633758-0.117249j 0.0256684-0.0204579j -0.0170558+0.0120414j -0.0272703-0.118833j -0.00226025+0.00919296j -0.0158288+0.0484265j 0.028348-0.0282153j 0.00582705+0.0289634j 0.00197049-0.0374777j 0.0243717-0.00252095j 0.0102505+0.0537856j -0.0258672+0.00410169j -0.00424358+0.00539103j 0.0157228-0.0142981j -0.0150153+0.0033707j 0.00104408-0.0234847j -0.0258629-0.0111243j 0.0120298+0.0144937j 0.00444736-0.0187162j 0.00142122+0.0187917j 0.00276693-0.0330972j 0.0116956-0.0210872j 0.013841-0.00167006j -0.0297548-0.0125918j 0.00356572+0.00298738j -0.0192694+0.0198254j 0.0131796-0.0138843j 0.0103059+0.00524222j -0.010367-0.000478803j -0.0181504+0.00217105j 0.00387197+0.029652j 0.00472072+0.00973585j -0.00856222-0.00429564j -0.0114305-0.00155937j -0.00420576+0.0220001j -0.00142905+0.00336082j 0.00421985-0.0170955j -0.0178935+0.0069367j 0.0205084+0.00232769j 0.00423096-0.0143069j -0.00690981-0.0116057j 0.00269862-0.02216j -0.00951012+0.00384935j -0.00861321+0.0262864j 0.00653461+0.0108838j 0.0134944+0.00452684j 0.0228277-0.0198915j 0.00285005+0.00585665j -0.0157105+0.000155135j -0.00855977+0.00787669j -0.00524755+0.0157593j -0.0132156-0.0212617j 0.0128192-0.00884269j 0.0258263-0.00298425j -0.000718521-0.0128344j 0.0172609-0.0185741j 0.0106174-0.0207094j -0.00749493+0.0442161j 0.00151518-0.00742172j 0.000844165-0.00763294j 0.016544+0.0210422j 0.038761-0.00906478j 0.0118379-0.00633764j 0.0271844+0.0230737j 0.0226501-0.0102378j 0.0118624+0.0379477j -0.0438034+0.0228426j -0.0259945-0.00947935j -0.0152818-0.020628j -0.0130166-0.0351546j -0.0246827-0.0161318j -0.0029863-0.00127697j -0.0108092-0.0199972j -0.0212013+0.0378519j -0.028631+0.0412048j 0.0235059+0.0439602j 0.0415349-0.0211522j -0.00873779+0.0120479j 0.0224312+0.00529671j 0.0124347-0.0463303j -0.0396877+0.0553106j 0.0922127-0.183535j 0.092703+0.218166j -0.389402-0.0470587j -0.045435-0.166087j -0.0386863+0.186677j 0.0745411+0.0245149j -0.0075102-0.0122082j -0.186133-0.028492j 
0.0116956+0.0210872j -0.00778752+0.00690359j 0.0112103-0.00375485j 0.00435235+0.00056217j 0.000688798-0.0153205j -0.0129314-0.00866839j 0.0156682-0.00394155j 0.0066755+0.0116085j 0.0044075+0.0336677j 0.00405474+0.0309244j 0.0435633+0.0143793j 0.0203396-0.0324424j 0.0108908+0.00142001j -0.0705405-0.0255274j -0.0833775-0.00653181j 0.0560485-0.0195686j 0.0500992+0.018264j -0.0577008+0.0178797j -0.0393408+0.0172856j -0.00890278-0.00413471j 0.0492482-0.0112519j 0.0528127+0.0082747j 0.00978399+0.0171159j -0.0892838-0.0352036j -0.0612556+1.19349e-15j 0.0287444+0.0406854j 0.018031+0.0450915j 0.0200176-0.022502j 0.017393-0.00125772j -0.0293997-0.0501244j 0.0251825-0.00604513j -0.0223194-0.0136065j 0.00203825-0.000718719j 0.0677076-0.0195325j -0.0222906-0.032423j -0.0353429-0.0207651j -0.117626-0.0186919j -0.0482362-0.0112225j -0.0104087+0.068262j 0.0307716-0.00662171j -0.0190778+0.00261057j 0.0264522+0.0474469j 0.0354806-0.0389335j 0.0428456-0.0279831j 0.0550653+0.0103497j -0.0838603-0.0454566j -0.0740932+0.0582635j 0.0237774+0.0378981j 0.0193772+0.0266552j 0.103797-0.000273223j 0.0630658+0.0105995j 0.0492802-0.0449771j 0.0291821+0.0509758j 0.0664006+0.0710742j 0.0737032+0.120668j -0.00796299-0.0736605j 0.150141-0.0693435j 0.114609-0.0648593j 0.0871324-0.091462j -0.0187158-0.102691j 0.091554+0.0273404j -0.0204151+0.00309815j -0.0290466-0.0635814j 0.026178-0.0172141j -0.047427-0.0258514j 0.0437794+0.0188098j -0.0363601-0.0803897j -0.0288167+0.266319j 0.0501467-0.0800283j -0.0203595+0.000459097j -0.05471+0.120665j -0.0719006+0.0145301j 0.0430371-0.0308124j 0.0505865+0.0290613j -0.00201966-0.0856751j -0.0415002-0.143332j 0.0930098-0.0237682j 0.000259244-0.0598329j -0.137603+0.0913925j 0.0680644+0.0974569j 0.0320907-0.0127086j 0.0510635+0.0804508j 0.0284682-0.014077j -0.0328123-0.0926624j 0.0389854+0.00693238j 0.0715711-0.0126055j 0.0476098-0.00771623j 0.016352-0.0500505j 0.019466+0.0341952j 0.00824318-0.00084106j 0.0441793-0.00764565j -0.0226501+0.0102378j 
0.013841+0.00167006j 0.0193701-0.0305387j -0.0356492-0.0149824j -0.0320416-0.0144246j -0.000214043+0.0347984j 0.0263011-0.00811583j 0.00927622+0.0449745j 0.0469772-0.028322j -0.0331909-0.00509345j 0.0272624+0.0177995j -0.073122-0.0233944j -0.014424+0.00813475j -0.0235224-0.0510911j 0.0190595-0.0241103j 0.0196008+0.012538j -0.0326724-0.0390835j -0.0370155+0.0506243j -0.0235924+0.0849515j -0.0182229+0.0140641j 0.0254583+0.00401286j -0.0252786+0.00825877j -0.0186618-0.0224285j 0.0163217-0.00331321j 0.00672402-0.036062j 0.0287444-0.0406854j 0.08017-1.52378e-14j -0.0211208-0.0123611j 0.0858431-0.0723722j 0.0707031+0.0370961j -0.041437+0.0226544j -0.00512314+0.0411648j 0.00253946+0.0798624j 0.0398582+0.00381623j 0.0192346-0.0276073j 0.022772-0.00124508j -0.0692231+0.00762211j 0.0107922+0.0918511j -0.00641207-0.0332562j 0.0268125+0.0612378j 0.0143136+0.00175015j 0.0346093+0.0044009j -0.00394158+0.051964j 0.0142818-0.0101493j 0.00171976-0.0428774j 0.0392264+0.00668715j -0.00711871-0.138463j 0.102175+0.0709995j -0.0198892+0.0596016j 0.015663+0.0649594j 0.00650889-0.0879877j 0.0365906-0.0828955j -0.00754776-0.0276392j 0.0297204-0.0212701j -0.105158-0.028015j -0.0503604+0.0755331j 0.017665-0.0805065j -0.0490715+0.0127465j 0.0103629-0.0292378j 0.0688727+0.00811877j 0.0562299-0.000890169j -0.115179+0.12341j 0.132295+0.064376j -0.155814-0.0466417j -0.107485-0.0264826j 0.0261248-0.00979264j 0.00947659+0.0780851j -0.136486-0.201272j 0.0363601+0.0803897j 0.069807+0.0262124j 0.103647+0.0218843j 0.0378331-0.00381081j -0.0588779+0.2343j 0.01904-0.00835845j 0.0555134+0.121685j -0.0408848-0.147042j -0.125674+0.117327j -0.00861493+0.058659j -0.0931637+0.0546796j -0.00685475+0.0152236j -0.0349925+0.0201799j -0.0601121-0.020659j 0.0657771-0.139014j 0.0276338+0.0885002j -0.0162547+0.0782404j -0.0313248+0.036766j -0.035301+0.0597336j -0.0904555-0.0502743j 0.0370391+0.0356275j 0.00209407-0.0236475j -0.0266311+0.0693333j -0.0192448-0.0166498j 0.0271844+0.0230737j 
-0.0297548+0.0125918j -0.000874795-0.00630267j 0.00305093-0.021363j 0.00217041+0.0266049j -0.000705739+0.0347224j 0.0336366+0.0162004j -0.0214176+0.0374312j -0.00767655-0.0841026j 0.0209691-0.0449509j 0.00394874-0.0345919j 0.0290961-0.000816341j -0.000282346-0.0254065j -0.0187735+0.0126888j -0.009684+0.0771033j -0.0436341+0.0358253j -0.0168911-0.00203729j -0.0202337-0.0394658j -0.0401687-0.052384j -0.0418023-0.0366865j 0.0258727+0.00319713j -0.0486416+0.0267691j -0.0197026+0.0172947j -0.0279829+0.00208673j 0.0291742-0.00141483j 0.018031-0.0450915j -0.0211208+0.0123611j 0.0211554+1.17961e-16j 0.012604-0.0036341j -0.0271288-0.0263744j 0.00041748+0.023539j -0.0402473-0.0271832j -0.0236998-0.00566038j -0.0137498-0.0121864j -0.0108676+0.0658775j -0.00499906+0.0437606j 0.0572212-0.00182987j 0.0227662-0.0543585j 0.0164015+0.0648893j 0.0434264+0.0312397j 0.0340103+0.0241069j -0.0115239-0.0429616j -0.0421096+0.0206021j -0.0337449+0.049206j 0.0339686-0.0743084j 0.125096+0.0900594j -0.0151126+0.0467352j 0.0524443-0.00494533j 0.00580728+0.12787j 0.0486239+0.0436187j 0.0379957+0.0111773j -0.0415581+0.093757j 0.0618907-0.0501189j 0.0549998+0.0692395j 0.0152018-0.0996319j -0.101823+0.107975j 0.0181057-0.0221945j 0.0333862-0.00318953j 0.0182926-0.041674j -0.0433337+0.00679819j -0.0118383-0.0284776j -0.049048+0.0166961j -0.0185523-0.0156655j 0.163651-0.0349196j -0.162793+0.0930857j -0.0282228+0.0297545j 0.00153558+0.0621953j -0.00947659-0.0780851j 0.0437794+0.0188098j 0.0194859-0.0219976j 0.043461+0.00959024j -0.0231824+0.0582875j 0.100771-0.00916608j -0.0542764+0.0453176j 0.0670885-0.0614878j -0.0989699+0.132255j -0.0412403+0.0287444j -0.0491197-0.0331884j 0.136379+0.00676256j -0.0576839-0.180063j -0.117477+0.0867989j 0.00196513+0.0685105j -0.170188+0.00816307j -0.0639034-0.0350815j -0.0192446-0.0184576j 0.0638246-0.116822j -0.0637524+0.00245206j 0.00615458-0.0439676j -0.0155647+0.0074757j 0.0556663-0.0584592j 0.0020083-0.0123314j 0.0341711+0.0120353j -0.0118379+0.00633764j 
0.00356572-0.00298738j 0.000613302-0.00187049j 0.0105813-0.031093j 0.0182269+0.00703403j 0.019202-6.41248e-05j 0.0251238-0.0183333j 0.0224571+0.0491841j -0.00590412-0.0474803j -0.0150776+0.023221j -0.0487319+0.0298199j -0.0342549+0.0482025j 0.0394076-0.0118812j -0.011778+0.0406937j 0.000392831-0.00245189j -0.0174666+0.0115149j 0.011887+0.0346594j 0.00646465+0.00930687j 0.0337421-0.0382098j -0.0621386-0.00610615j 0.00344865+0.0265496j 0.0356134-0.0108985j -0.0884572+0.00437018j -0.0394152+0.045218j -0.0109934-0.0284776j 0.0200176+0.022502j 0.0858431+0.0723722j 0.012604+0.0036341j -0.0267336-8.04912e-16j 0.0681688-0.0112933j -0.027652+0.0538423j 0.0432474-0.00437391j -0.0415596+0.0741135j 0.0107481+0.0436154j 0.0202106+0.0415832j -0.0366432-0.0362328j -0.0210178+0.0272212j 0.0562598-0.0802395j 0.0167168-0.0485698j -0.00303886-0.0686579j 0.0488542+0.00484587j 0.0210842-0.00724401j 0.0448059+0.00417457j 0.00937877-0.00991388j 0.167334-0.0297756j -0.0250364+0.0195242j -0.0378772-0.0735858j 0.0582639-0.0336132j -0.0477938-0.0322027j -0.125884-0.00773971j -0.0845693-0.0979648j -0.0742434-0.0115239j -0.049155-0.0663744j 0.000588061-0.0722138j -0.0607347-0.00365063j -0.0425725+0.102523j 0.0519017-0.179832j 0.010332+0.0111456j -0.00947879+0.11122j 0.0852712+0.08976j 0.090991-0.0468371j -0.0673812+0.0411907j -0.182201+0.0899902j 0.104225-0.00640763j -0.110088-0.00964064j 0.0048161+0.0996637j -0.0282228+0.0297545j -0.0261248+0.00979264j -0.047427-0.0258514j -0.116935+0.0823277j -0.0682561-0.0189263j -0.00526366-0.00669565j 0.173936-0.0179013j -0.114196+0.0721457j -0.0106891+0.033618j -0.13513+0.12955j 0.0166948+0.057079j 0.0193725+0.0723981j -0.0790421-0.0816949j 0.121658+0.108114j 0.118135-0.0721732j -0.0546453-0.104772j 0.0958619+0.0688976j 0.00765835+0.0225212j 1.60384e-05-0.00511638j 0.0540144-0.0388712j -0.00964851-0.0329819j -0.0658908-0.0257215j -0.0374616-0.035289j 0.0350351-0.0405299j -0.0174024-0.0373174j -0.0067275-0.000213393j -0.038761+0.00906478j 
-0.0192694-0.0198254j 0.0110798+0.015484j -0.0103312+0.00244888j 0.00635388+0.00577531j -0.0424275+0.0122955j 0.00982406-0.0425913j -0.0179775-0.0109611j -0.0233742-0.0449516j -0.0317757+0.0382112j -0.0100791-0.0187284j 0.00953318-0.0402704j -0.00365084+0.00493738j 0.0311881-0.02071j 0.0596685+0.0300799j 0.0296336-0.0262058j -0.057415+0.0440735j 0.01882+0.0107657j 0.0740107-0.0466714j -0.0561845+0.0179403j -0.0198937-0.0613119j -0.029793-0.0664889j -0.0882738+0.0312325j -0.0136715+0.00278033j 0.0448593+0.0469132j 0.017393+0.00125772j 0.0707031-0.0370961j -0.0271288+0.0263744j 0.0681688+0.0112933j 0.0302409-5.89806e-17j -0.0273554+0.0566042j -0.0111971+0.00673893j -0.0494788+0.0217256j 0.0357768-0.0194649j -0.0472739-0.0657179j -0.0277609-0.0231119j 0.00129156+0.0298106j 0.0187366+0.00316405j 0.0420108-0.0999282j -0.0634253+0.044685j 0.0561366+0.0131968j 0.0919763-0.0658853j 0.0125728-0.034253j 0.0120099-0.0132491j 0.0488835+0.103024j -0.0512667+0.0992693j -0.0529324+0.0446388j -0.0787666+0.0633083j 0.0830174+0.0895378j 0.0396585-0.00380588j -0.0668822-0.0198701j 0.0184862+0.121758j 0.0558673+0.082387j -0.0123057+0.0779555j 0.0340426+0.00382932j 0.0600592-0.0379846j 0.0316715+0.0386234j -0.019738-0.124737j 0.0342746-0.133249j -0.0827656-0.0887154j -0.0582055+0.0946072j 0.0122677+0.0724766j 0.0128926-0.0807936j 0.0119577+0.00932012j 0.0705795-0.0410549j 0.110088+0.00964064j 0.162793-0.0930857j -0.107485-0.0264826j -0.026178+0.0172141j -0.0462447-0.0481007j 0.0121613-0.0394469j 0.0802951+0.091835j 0.0854617-0.0388951j 0.071481-0.136777j 0.0813881+0.0225032j -0.0085507+0.0280748j -0.0197804-0.0726896j -0.0186793+0.00519954j 0.0399327-0.0857542j -0.0613204+0.0796636j 0.172328+0.112507j -0.0135924-0.0191911j 0.0214529+0.0108578j -0.0469577+0.0154482j -0.107616+0.0373111j -0.0060378-0.0691877j 0.00690899+0.0528783j -0.0748799-0.0322538j -0.0245528+0.0824631j 0.0234939+0.0352651j 0.0150418+0.0160615j 2.21892e-05+0.0147798j 0.016544+0.0210422j 
0.0131796+0.0138843j 0.01025-9.12745e-05j 0.0144118-0.0381364j -0.0027986+0.00347638j 0.00726528-0.0389078j -0.033901+0.0265112j 0.0337869-0.0404562j 0.0365973+0.0641324j 0.00724417-0.0264399j 0.0193948+0.0245211j -0.0439611+0.00733942j 0.0364951+0.0497825j -0.014356+0.10001j -0.0257478-0.00941017j 0.0512124-0.0701966j 0.0188418+0.0471666j 0.0109728-0.0142877j -0.0311651-0.0152886j 0.0194827+0.0211837j 0.0156159+0.0291812j -0.0291617-0.00454252j -0.0618143+0.0152629j -0.0433336+0.052042j 0.0286645-0.0535258j -0.0293997+0.0501244j -0.041437-0.0226544j 0.00041748-0.023539j -0.027652-0.0538423j -0.0273554-0.0566042j -0.0197651-5.55112e-17j 0.016176-0.0245294j 0.053664+0.139429j -0.0625035+0.0200382j 0.0902955+0.0429764j -0.0322297+0.00182472j -0.037727+0.043052j 0.0335537+0.0116396j -0.0361073+0.0698649j -0.012477-0.0163783j 0.0840299+0.0680179j 0.0878699+0.0360789j -0.0421851+0.0011749j -0.0770925-0.047405j 0.0251644+0.0621573j 0.00945471-0.0014107j -0.0839892+0.0738896j -0.000997485+0.00842024j 0.0944424+0.0249009j 0.0509721-0.00529224j -0.046326-0.0797272j -0.132768+0.126525j -0.0523706+0.0130972j 0.0719786+0.0717987j -0.0724024+0.0438557j -0.0282713+0.00876791j 0.00562584-0.0351074j 0.109101+0.0219715j -0.0743802+0.0959355j 0.0638239-0.0601777j 0.081335+0.0329326j 0.127892+0.0168313j -0.0573992-0.100437j -0.187947-0.147217j 0.0119577+0.00932012j -0.104225+0.00640763j -0.163651+0.0349196j -0.155814-0.0466417j 0.0290466+0.0635814j -0.0133569-0.0151229j -0.0438801+5.8587e-05j 0.113025+0.110697j 0.0585577-0.0907367j -0.0192106-0.0883545j 0.0445933-0.100354j 0.0916405-0.067534j -0.0435397-0.0494236j -0.0970033+0.144173j -0.00856268-0.131832j -0.0597933-0.116995j -0.00858794+0.0029258j -0.0332109+0.05042j -0.0149587+0.0340973j 0.00525144+0.0235174j 0.113257-0.0422707j 0.00454962+0.0899819j 0.0308377-0.018685j 0.00916494+0.0454247j 0.0117698-0.0444516j -0.00288047-0.00113476j 0.0314547-0.0114052j -0.000260193-0.0140654j 0.000844165-0.00763294j 
0.0103059-0.00524222j -0.00298014+0.0142395j -0.0025709+0.0157728j -0.0101351-0.0154742j -0.0244169-0.00510271j 0.00558337-0.00463671j 0.0119044+0.0107381j -0.00145389+0.02415j -0.028261+0.00153804j 0.00527174+0.0556167j 0.00153072-0.00682456j 0.0229754-0.0166972j 0.0121004-0.0388247j -0.0207396+0.00858807j -0.0144755-0.0260261j 0.0119521+0.00356856j 0.00987828-0.0163688j -0.028509+0.025149j 0.0554295+0.0552015j -0.00768527-0.02601j -0.0602521-0.0169238j 0.0148966+0.0291872j 0.00352088+0.0342094j -0.0644285+0.0634588j 0.0251825+0.00604513j -0.00512314-0.0411648j -0.0402473+0.0271832j 0.0432474+0.00437391j -0.0111971-0.00673893j 0.016176+0.0245294j 0.0699749+4.57967e-16j -0.00577849-0.0045901j 0.028293-0.00573012j 0.0395518+0.0109967j -0.0759866+0.00525241j 0.0594951-0.000790635j 0.0153707+0.00147736j 0.0256295+0.00927271j 0.0437627+0.0504629j 0.0525219-0.0131084j -0.0366854+0.0476536j 0.0071039+0.0187001j -0.00288777-0.075474j 0.0733729+0.0227828j -0.053108-0.0470958j 0.112297-0.0696411j -0.0633924-0.0950572j -0.00389966-0.0662812j 0.0298178-0.00109781j -0.0239409-0.0265386j 0.0389667+0.013544j 0.0428425-0.0664974j 0.0498026-0.114726j -0.105317-0.0950654j -0.0532878+0.12835j -0.021899+0.118612j 0.0529274-0.0368697j 0.0497571+0.115435j 0.0553428+0.0984226j 0.0385366-0.143732j 0.207454-0.0232906j 0.120967-0.145509j -0.0573992-0.100437j 0.0128926-0.0807936j 0.182201-0.0899902j 0.0185523+0.0156655j 0.132295+0.064376j 0.0204151-0.00309815j 0.0205412-0.0359592j 0.0622326-0.0378349j 0.105308-0.121497j 0.0866626+0.0789927j -0.0143549-0.0865031j 0.0159393+0.0357541j -0.0205235+0.0940135j -0.0141799+0.0191817j 0.115868+0.0201083j 0.00205951+0.0797101j -0.0869799+0.065021j 0.102572+0.0318223j 0.0506589+0.0222158j -0.0178151+0.00247543j 0.0147444+0.0121722j 0.0247929+0.0210622j -0.0153392-0.025396j -0.00400068-0.0012673j 0.00840116+0.0209104j 0.0046523+0.0122214j -0.0162589+0.0290893j 0.0020295+0.000182244j -0.00250788+0.00129904j 0.00151518-0.00742172j 
-0.010367+0.000478803j -0.0176351-0.0307048j 0.0365401+0.02086j -0.015053-0.0544612j 0.0260957-0.0305602j 0.00183649+0.0214406j 0.0353903+0.0269752j 0.0241032+0.0321129j -0.0106796+0.0258894j 0.0506684-0.0647299j -0.0304256+0.00376135j 0.00670723-0.0175834j -0.0195511-0.0124739j 0.0453359+0.0669206j 0.0132557-0.0188051j -0.01873+0.039161j 0.035246+0.0234533j -0.0106767+0.0254594j -0.0615304-0.0397229j 0.0146104+0.00409704j 0.0111932+0.0536236j -0.0192109+0.0469569j -0.0148332+0.0600769j -0.0692818+0.0251435j -0.0223194+0.0136065j 0.00253946-0.0798624j -0.0236998+0.00566038j -0.0415596-0.0741135j -0.0494788-0.0217256j 0.053664-0.139429j -0.00577849+0.0045901j -0.0476082-6.17562e-16j 0.0476273+0.0409611j -0.0429823+0.0770338j -0.00239082+0.0213736j 0.0193135-0.00311251j 0.0653654+0.0384629j 0.0038416+0.00717932j -0.0812465-0.0666006j -0.0688592-0.0927935j -0.0144147-0.0771965j -0.0326321+0.0400331j 0.0455686+0.0512771j 0.0408076-0.00451385j 0.0342603+0.0915368j -0.0249189-0.00900701j 0.0440673-0.0365124j 0.036379+0.0754405j 0.0322315+0.0379239j 0.0116015+0.0338525j 0.087921-0.127106j -0.0614359-0.0403543j 0.0598757-0.0025086j 0.125709+0.0113464j 0.00406217-0.0557009j -0.0685762+0.0610528j 0.013887-0.115458j -0.0435833+0.00977991j -0.0722938+0.00490535j 0.0350909-0.0612836j 0.165417+0.0351644j -0.207454+0.0232906j -0.127892-0.0168313j -0.0122677-0.0724766j -0.0673812+0.0411907j -0.049048+0.0166961j 0.115179-0.12341j 0.091554+0.0273404j -0.108058-0.0296909j -0.124585-0.107775j -0.0294449+0.0940747j 0.087524+0.00127681j -0.0555967+0.252975j 0.0661954-0.00912291j -0.0803474-0.0342526j 0.041767+0.00733286j 0.050834+0.0179948j 7.50366e-05-0.0455018j 0.00839839+0.0837028j 0.0336738-0.0334641j 0.036375+0.0154023j -0.000949487-0.0374859j 0.0610793+0.014826j -0.0207571-0.0532061j -0.0544452-0.019569j -0.0363963+0.0178592j 0.00211747+0.0268733j -0.0159871-0.0193607j -0.0373057-0.013471j -0.022083+0.00136161j -0.0158586-0.0219111j 0.00749493-0.0442161j 
-0.0181504-0.00217105j -0.0145497-0.0012497j 0.0212169+0.0186307j 0.0370977+0.00671256j -0.0124019-0.0281921j -0.0239388-0.0113507j 0.0214301-0.0109698j -0.0122466-0.0133432j -0.0021542+0.051679j 0.00255683-0.0404773j -0.0326469-0.0712497j 0.00922306+0.0261971j 0.0292283-0.0635541j 0.043665+0.0542994j 0.00762171-0.0188605j -0.019901+0.0705864j 0.0423222-0.0483289j 0.0237532-0.0275392j 0.0363689-0.0123149j -0.0403456+0.00336195j 0.0420477-0.0901872j -0.0409491-0.00113885j 0.0329209+0.0131719j -0.0456578+0.0215966j 0.00203825+0.000718719j 0.0398582-0.00381623j -0.0137498+0.0121864j 0.0107481-0.0436154j 0.0357768+0.0194649j -0.0625035-0.0200382j 0.028293+0.00573012j 0.0476273-0.0409611j -0.0518166-5.27356e-16j 0.0101018-0.0503753j -0.01632+0.0113793j -0.00859632-0.000306802j -0.0458152+0.0285746j 0.0803599-0.0103067j -0.0101934-0.0724518j -0.0468416+0.10915j 0.0405003+0.00924033j 0.0657626+0.0250946j 0.0436301+0.0144147j -0.179125+0.0709807j -0.139377+0.0221572j 0.0854728+0.0015585j 0.0979394-0.041791j 0.0475774-0.0459335j -0.0849857+0.13106j 0.0233545+0.0404044j -0.0409901-0.0822191j -0.099283+0.0559316j 0.0833433-0.0139706j -0.0464102+0.125444j -0.00155036-0.0432644j -0.0341457-0.0306562j 0.0347037+0.0852771j -0.0864331+0.104608j 0.0745406-0.0339468j -0.00407278-0.132219j -0.0350909+0.0612836j 0.0385366-0.143732j 0.081335+0.0329326j -0.0582055+0.0946072j -0.090991+0.0468371j 0.0118383+0.0284776j 0.0562299-0.000890169j 0.0187158+0.102691j 0.151315+0.158292j 0.0425808-0.0475497j -0.0966791-0.0600079j -0.020167-0.0285573j -0.101582+0.066533j -0.0124182+0.11662j 0.0682208-0.107298j 0.0399618-0.0278647j 0.0594471+0.000942163j -0.0238149-0.0488834j -0.00157017+0.0747987j 0.0919625+0.00410044j 0.0387922-0.0531737j 0.00981909+0.0811131j 0.0049316+0.0318031j -0.0312966+0.0332647j -0.0239517-0.0136203j -0.0386705+0.0170062j 0.0139834+0.0221895j -0.0553601+0.0283452j -0.0181692+0.0271402j -0.0340704-0.029359j -0.0113239-0.0133634j 0.0106174-0.0207094j 
0.00387197-0.029652j -0.00783227-0.018282j -0.00197507+0.0428699j -0.0203459-0.012451j 0.00246879+0.00799033j 0.0184323+0.00401042j -0.0254249-0.0223713j -0.0099242+0.0533439j -0.0314781-0.00171377j -0.0368008-0.0131761j 0.0328471+0.0662911j -0.0117038+0.0243744j -0.0117447-0.0183839j 0.0476612-0.0142947j -0.0201459-0.0299294j -0.013444+0.0614101j -0.024096+0.017933j 0.00644638+0.0426188j -0.00864529-0.00298181j -0.00792225-0.078684j 0.00403959+0.0395208j -0.0838935-0.0131811j -0.0164081+0.0132377j -0.0659432+0.114846j 0.0677076+0.0195325j 0.0192346+0.0276073j -0.0108676-0.0658775j 0.0202106-0.0415832j -0.0472739+0.0657179j 0.0902955-0.0429764j 0.0395518-0.0109967j -0.0429823-0.0770338j 0.0101018+0.0503753j 0.0908874-9.21485e-15j -0.0426132+0.0112253j -0.0494262+0.0248712j 0.0846244-0.0163223j 0.0125985-0.065284j -0.206317+0.00163907j -0.0278805-0.00986273j 0.0445158+0.0843895j -0.00307835+0.110438j 0.0541987-0.0625367j 0.0250857+0.127022j -0.0574904+0.0489446j 0.0288421-0.0212799j -0.0633493+0.0162549j -0.0794572+0.0541533j -0.090297-0.0283508j -0.067823+0.0636863j -0.035163-0.0270888j -0.00785483-0.0426538j -0.07402+0.0407839j -0.0295038-0.0426821j -0.0610952-0.03792j -0.0889448+0.106186j 0.0541938+0.0145384j 0.0240871-0.0148337j 0.0013198-0.151434j 0.0745406-0.0339468j 0.0722938-0.00490535j 0.0553428+0.0984226j 0.0638239-0.0601777j -0.0827656-0.0887154j -0.0852712-0.08976j 0.0433337-0.00679819j 0.0688727+0.00811877j -0.0871324+0.091462j 0.113513-0.0314465j 0.0305417+0.131991j 0.154343-0.0158593j 0.134947+0.0454341j 0.107182-0.0765661j 0.0919823-0.047219j 0.0437876+0.111295j 0.152207-0.0810393j 0.0842818-0.0433405j -0.0129014+0.0248002j 0.0351049-0.0328403j -0.0609349+0.000712608j -0.0124597-0.055144j 0.0506472+0.0232416j 0.017263-0.00887339j 0.00248599-0.101854j -0.0386595+0.00591625j 0.00903762-0.0111099j 0.0542865-0.0342304j -0.0267222+0.0475229j -0.0167686-0.000207916j 0.0101629+0.0237643j -0.0156472+0.0286468j 0.0172609-0.0185741j 
