-0.0117854+8.67362e-19j -0.00476045-0.000168851j 0.000720185-0.000243547j 0.0148588-0.0017155j 0.00432807+0.000252437j 0.00358235+0.0023066j 0.0217262-0.00167638j 0.00199685-0.000210221j 0.0101199-0.00245476j 0.0124583+0.00104409j 0.0138715+0.00264818j 0.0219406-0.00178599j 0.0343754-0.00123827j 0.000266981-0.00375797j 0.00021818+0.00164054j -0.0126608+0.000880911j 0.0129832-0.000694804j -0.00724026-0.00134059j 0.0195359-0.00124138j 0.010896+0.00160457j -0.000160141-0.000662927j 0.00769387-6.95447e-05j -0.0185424+0.00243161j -0.00661086-0.00221808j 0.00451118-0.0002121j -0.0232284-0.000317594j 0.0149367+0.000230501j -0.00344375+0.00040992j -0.00653137+0.00345449j -0.00514684-0.000463396j -0.00239753+0.000926865j 0.00484125-0.000285059j -0.00187039+0.00197554j 0.0115236+0.000250006j -0.00949325+0.000744303j 0.00198918-0.00109575j -0.00290218-0.00168302j 0.00946082-0.000430672j -0.00112919+0.000250562j 0.00341691+0.000824491j -0.00868516+0.00139017j -0.011646+0.00085513j -0.00800035+0.00019972j -0.00355714-0.000303181j 0.00618067+0.00582125j -0.00141566-0.00279019j 0.00509385+0.000960467j 0.000821385+0.00207507j 0.00675379-6.55989e-05j 0.0086642+0.000589682j -0.0133536-0.000152934j 0.00260197+5.80559e-05j -0.0113638+0.000641438j 0.00100391+0.000696135j -0.0164185+0.00013424j 0.000400196-0.00291988j -0.00159161+0.00252274j -0.00937586+0.000661861j -0.0114982+0.00118184j -0.00774516+0.00130928j 0.00926349-0.00210525j -0.000704218+0.00136352j 0.0126103-0.0010901j 0.00922064-0.00542121j -0.00796526+0.00133486j -0.0157987+0.000814973j -0.0280675+0.00224118j 0.00175595+0.00164446j -0.00844338+0.0047991j -0.0219623-0.00242004j 0.0267412-0.000355131j -0.00394644+0.00272114j 0.0250199-0.00803353j 0.0154897+0.000221613j 0.0226464-0.00163246j 0.0153281-0.00118777j -0.0400507+0.00236393j -0.0377675-0.00273136j 0.0482535+0.0164599j -0.1155+0.0161107j -0.0360225+0.00872155j 0.0775302+0.0073706j -0.0188539+0.014168j -0.0604127+0.000544965j -0.0153802-0.000400412j 0.0104045-0.0060812j 0.0275442+0.0031751j -0.0290136+0.00425416j -0.00343609-0.00935274j -0.0489117-0.00191703j 0.000540216-0.000259078j -0.0629963-0.00905979j 
0.0115236-0.000250006j -0.00616447-0.00294652j 0.00655845+0.00162985j -0.0112727+0.00283584j 0.0144962-0.00258371j -0.0101707-0.000930241j 0.0069925+0.00128296j 0.005334+0.00289097j 0.0159335-0.00326326j -0.0443902-0.00412242j -0.0018708+0.000630635j -0.00282804-0.00127276j 0.0134869+0.00233287j -0.0132585+0.000511983j -0.0648103-0.0010622j -0.0135167-0.00089153j -0.0057386-0.000297721j 0.0291298+0.00410934j 0.0385792-0.000821366j -0.0273109+0.000811613j -0.00502966+0.000925673j -0.0296582+0.00102312j 0.0634445+0.00231804j -0.00448422-0.00689813j -0.0535559-0.00254579j 0.0740639-0.00412612j -0.0850309+0.000789214j -0.0883327+9.84093e-05j -0.0159833-0.00105888j 0.0573562+0.00067012j -0.00502348-0.00344719j -0.0318793-0.00254831j 0.0199829+0.000359575j 0.0565301-2.09415e-14j -0.00518273-0.000453202j 0.0206084-0.0014856j -0.0200586-0.0017018j -0.0146315+0.0042239j -0.0405286-0.00110773j 0.154848-0.000234514j 0.00955812-0.000655951j 0.125994+0.000542658j -0.013771+0.00275924j -0.103887-0.000311785j -0.0140366-0.0453383j -0.00429105-0.0284258j -0.0664792-0.0808038j 0.0388663-0.0329952j 0.0374198+0.00118921j 0.0542559+0.00241033j 0.00687701-0.00372813j -0.0991532+0.00353564j -0.0318931-0.00182921j -0.178752-0.000677651j -0.0493857-0.00197201j -0.112762-0.00432234j 0.0920094+0.00341186j 0.0306275+0.00485503j 0.601592+0.00117546j 0.0148693-0.000338753j -0.0582923+0.0012968j -0.0397485+0.000879379j -0.0335398+0.002009j 0.0460853-0.00235133j -0.0385403-0.00123399j 0.0515156+0.000508607j 0.0121811+0.0010933j 0.027782-0.00317648j -0.117764+0.00237804j 0.0112329+0.00382896j -0.00930548+0.00469122j -0.0146652-0.000401602j -0.00418971+0.00109788j 0.0199969-0.00176187j -0.0473879-0.00209296j -0.0741185+0.00372145j 0.067047+2.15445e-05j -0.0497444+0.00237681j -0.0136165+0.00821365j 0.0334275-0.00321335j -0.048472+0.0010471j 0.036855-0.00442009j -0.123683-0.00409698j -0.0419567+0.00760905j 0.041705-0.000814154j -0.0338189-0.000433779j 0.024478+0.00300847j 0.0145639-0.00747955j 0.0106454-0.00106406j -0.00819396+0.000403301j -0.00176839+0.00452117j -0.0114982+0.00118184j 
-0.00949325-0.000744303j -0.00367827+0.000806207j 0.00098137+0.00116707j -0.00772197-0.00146657j 0.00277389-0.0016529j -0.00776817-0.000281599j -0.0199405-0.00341381j -0.00513538+0.000566198j -0.0370847+0.00097086j 0.0272407+0.0029439j -0.0226381+0.000156862j -0.0161922-7.8925e-05j -0.0134875-0.000435803j -0.0181707-0.0025085j 0.0113096-0.00436574j -0.0208399+0.00113449j -0.058219+0.00158757j -0.00613183-0.00227721j -0.0267161-0.000200803j 0.00668124-0.000759606j 0.00193017+0.00340975j 0.0384887-0.00140529j -0.0347932-0.00115536j 0.0438726+0.00292973j 0.00978002+0.00323008j 0.031459+0.00269061j -0.0126853-0.000483857j 0.0536777-0.00146673j 0.0417752+0.000258889j -0.0303056-0.0029657j -0.020915-0.000496149j 0.00217667-0.00114496j -0.0252695+0.00118974j -0.00518273+0.000453202j -0.0699249+4.32488e-15j -0.0312586+0.000675161j 0.0863028+8.75607e-05j 0.0907858+8.72165e-05j -0.0323938-0.00254122j 0.0269947+0.00388601j 0.0379843+0.000819963j -0.0233747-0.00172751j 0.026135+0.000873319j -0.00160173+0.00497506j 0.0107927+0.0146937j 0.0152154-0.0133067j -0.0294503-0.0394232j 0.000338869-0.0182624j -0.0398582-0.00078763j 0.111838+0.00373082j 0.0293939+0.00200453j -0.00445482-0.000602055j 0.066386+0.0024249j -0.0931076-0.00110197j 0.0737901+0.00277751j -0.0103802+0.0010826j 0.0742397+0.00146911j -0.783421+0.00368368j -0.0306275-0.00485503j -0.00595803-0.00453517j -0.0782946-0.00208391j -0.0713792+0.0013725j -0.0813126-0.00237488j -0.014429-0.000687645j -0.00676966-0.00175381j -0.0550604-0.00250814j 0.0336874-0.00175812j -0.106598+0.00217979j -0.0197469+0.00350215j 0.066012-0.00132289j 0.00485009-0.00408059j 0.00615288+0.000649763j 0.116134-0.000581607j 0.0396855-0.000199473j -0.0623202+0.00190399j -0.0314359-0.000228553j -0.143117+0.00414582j 0.0022781-0.000285465j 0.0350775-0.00108709j 0.00705145-0.00166248j -0.0230681-0.000140787j 0.0050706+0.00359407j 0.0562566+0.00314644j 0.0143081-0.00123604j -0.0218406+0.00389087j 0.0384498+0.00225913j 0.0150564-0.00328191j -0.010727+0.000386541j -0.0169558-0.000836831j -0.0171621+0.00306879j 0.000464788-0.0018386j 0.00937586-0.000661861j 
0.00198918+0.00109575j 0.00744933-6.19815e-05j -0.0114532-3.74942e-06j -0.00697121-0.00198671j 0.00654192-0.000913919j -0.00322658-0.00203371j 0.0123699-0.000587801j 0.0113907-0.00108556j -0.0211701+0.00109967j 0.0204591-0.000204797j 0.0101947+0.000268945j -0.00327086-0.00273214j -0.04351-0.00135694j -0.0241163-0.00171867j 0.00536594-0.00325595j -0.0109986-0.00161035j -0.0258398-3.92374e-05j -0.0196706+0.000972327j -0.00548683+0.00236989j 0.0296105-0.00145675j -0.052499+0.000258171j -0.0223781-8.50273e-05j -0.0172868-0.00153884j 0.0812966+0.0024337j -0.00573557+0.00258836j 0.0129351+0.00227344j -0.0727663+0.000568109j 0.0370105-0.00321035j 0.0559799+0.000323833j -0.00170218+0.00189462j -0.0156641+0.000818888j -0.0477669-0.00196482j -0.0170629-0.000111105j 0.0206084+0.0014856j -0.0312586-0.000675161j 0.0121825-4.35849e-16j 0.0933028-0.00208427j 0.0476251-0.000416373j -0.042361-0.00235103j 0.0179728+0.00592985j 0.00892333-0.00231896j 0.0382245-0.00402576j 0.0342732+0.0022221j -0.0762085+0.00222128j 0.0313228+0.0631908j 0.0251222-0.0194363j -0.0234974-0.0883756j -0.0858413-0.05021j 0.0774748+0.00554641j 0.102734-0.00166919j -0.00663841+0.00310509j 0.0120697+0.00262696j -0.0199669+0.000776572j -0.0643049+0.00294063j -0.0806695-0.00212459j -0.011089+0.00206511j -0.730423+0.00137367j 0.0742397+0.00146911j -0.0920094-0.00341186j 0.00852689-0.00700589j 0.0300121+0.00171878j 0.0316157+0.000565396j 0.0212545+0.000775735j 0.0218882-0.00234426j 0.0247169-0.00101618j 0.0639679-0.00280258j -0.0113045-0.00136826j -0.16294-0.000518652j 0.00970532+0.00117687j -0.0923359-0.00242791j -0.129066-0.000473828j -0.0434309-0.00185152j -0.00208787+0.00183272j 0.109223+0.00147718j 0.0457743+1.55647e-05j -0.0130642-0.00596632j 0.0299935-0.0015782j 0.00821977-0.000235116j -0.0155294-0.00350325j -0.0717565+0.00398104j 0.0504567-0.00146607j -0.0232941+0.000518277j 0.0224932-0.0003148j 0.0417708-0.00697567j -0.00935488+0.00032041j -0.0107316+0.000584567j -0.033558+0.00141381j 0.0123703-0.00175083j -0.00870015+0.000427909j -0.00568649+0.00220398j -0.0126898-0.000487648j 0.00159161-0.00252274j 
-0.00290218+0.00168302j 0.0112061+0.000559397j -0.0133778+4.65982e-05j -0.0123082-0.00360466j -0.000767556-0.000366551j 0.00306446-2.6316e-05j -0.0130001+0.00196747j 0.00497846+0.00129242j -0.00762587+0.000879835j 0.0337335+0.00243964j -0.0513607-0.00500683j 0.00377436-0.000715239j 0.00261065-0.00291278j 0.0439172-0.00275897j 0.0410031-0.000381289j 0.0406904-0.0019751j 0.00793251+0.00450154j -0.00389626+0.000508067j -0.0237909-0.0012875j 0.0590783+0.0036934j -0.00290916-0.00153387j -0.0350866-0.00287642j -0.0170147+0.00113515j 0.0563139+0.00143798j 0.0646807+0.00214725j -0.0462987+0.00462439j 0.0460075-0.00082372j 0.0233798+0.00133045j -0.0592601+0.00209563j -0.0162746-0.000354298j 0.00106055-0.000728622j -0.0180288+0.00509297j 0.04863-0.00207376j -0.0200586+0.0017018j 0.0863028-8.75607e-05j 0.0933028+0.00208427j -0.0907943-2.37135e-14j -0.0447794+0.00306195j -0.00464014+0.00161122j -0.016904-0.00145218j -0.0182391-0.00398613j 0.0860289+0.00336092j -0.0484752-0.000530546j -0.0579364+0.000901138j -0.0295279-0.073606j -0.0291253+0.0279112j 0.0565578+0.0642498j -0.00363447+0.0306614j -0.0654686+0.00188919j 0.0424648-0.00166605j 0.0310992+0.00128346j -0.117429+0.000730976j 0.0036242-0.000711724j -0.141103+8.76249e-05j -0.0801705-0.00163474j 0.603647-0.000837587j 0.011089-0.00206511j 0.0103802-0.0010826j -0.112762-0.00432234j 0.0815483+0.00282539j -0.0720014-0.000746387j -0.0833903+0.000601794j -0.0292178-0.00126967j -0.00592976+0.0039977j 0.0857384+0.00234451j -0.0338193+0.00556145j 0.102117-0.00277929j -0.0240029-0.00460687j 0.0836049-0.000787528j -0.0285472+0.000481044j 0.0106654+0.00336006j 0.0116271+0.0020603j 0.0667667+0.000343675j -0.110843+0.00454439j -0.0315529+0.000868451j -0.00789634-0.00448992j 0.0763375+0.00407953j -0.138445+0.00310292j -0.0586599-0.00257402j -0.0855652+0.00284244j 0.023456+0.00239525j -0.052283+0.00652888j 0.0518379-0.00386811j -0.0163328-0.00678677j -0.0156113+0.00165858j 0.0154531-0.00119659j -0.00601739-0.000131775j -0.00520354-0.000922815j 0.00499856-0.00331517j -0.0181355+0.000806673j -0.0182112+0.000713904j 0.000400196-0.00291988j 
0.00946082+0.000430672j 8.61679e-05-0.00102936j -0.000273476+0.00358497j -0.0213469-0.00111521j 0.00909064+0.00063138j 0.00751078-0.00206683j 0.0113652+0.00217201j 0.0118909+0.00201j 0.00198416-0.000485935j -0.0071695+0.000318814j -0.00130379+0.000879413j 0.0174699-0.00318246j -0.0115232-0.000358088j -0.000270181-9.52941e-05j -0.0116682-0.00201774j -0.00482016-0.00254206j 0.0380465-0.00167425j -0.0314515-0.000533063j 0.0446544+0.00154182j 0.0366461-0.00172703j -0.0500846-0.000895325j -0.0121029+0.000970916j -0.00908594+0.000233949j 0.0531494+0.000800816j 0.0164757+0.00030145j -0.0101366+0.00148826j -0.0200393+0.0011009j -0.0272295-0.00121179j 0.0413161+0.00075158j -0.0204377+0.00585852j 0.0207626-0.000392393j -0.00933141+0.0011068j 0.0499742-0.000272898j -0.0146315-0.0042239j 0.0907858-8.72165e-05j 0.0476251+0.000416373j -0.0447794-0.00306195j -0.0998646-4.9136e-16j -0.0236728+0.000210721j -0.0389705-0.000540707j 0.00710878-0.00316423j 0.0361552+0.000454889j -0.064884+0.00172543j -0.00903826-0.00154923j 0.00710162+0.0204393j -0.0195303-0.00160993j 0.036701-0.0302665j -0.109438-0.0234379j 0.0885907+0.00157302j 0.00777297-0.00119147j -0.0692003-0.000823728j -0.00162593-0.00027693j -0.0717052-0.000334872j -0.022099-0.00232831j 0.756131-0.00327526j -0.0801705-0.00163474j 0.0806695+0.00212459j -0.0737901-0.00277751j -0.0493857-0.00197201j -0.0437424+0.00190144j -0.0396017+0.00386616j 0.0770481+0.000289855j 0.147332-0.00319908j 0.0463657+0.00230611j 0.0441948+0.00113369j 0.0700142-0.00101436j 0.0158056+0.00343373j -0.0690136-0.00178234j -0.0543148-0.00424193j -0.0153502-0.00371077j -0.00709978-0.00361854j 0.0166222-0.00315654j -0.044781-0.00181181j -0.156254+0.00414989j 0.0304924+0.00362095j -0.0816903-0.00368027j -0.0264494-0.00293j 0.0421411+0.00216453j -0.0407889-0.00375737j -0.0329417+0.000659528j 0.0528377+0.00447514j -0.0238252-0.000118594j -0.0175642-0.00247785j 0.0330274-0.00216852j -0.0221001+0.0016573j -0.0252913+0.00136836j -2.8726e-05+0.00390268j 0.0164783-0.00254984j -0.0183207+0.000153835j -0.0107132+0.0038463j -0.00589072+0.00330868j -0.0164185+0.00013424j 
-0.00112919-0.000250562j 0.000249822+0.000539543j -0.0069927+0.00239528j -0.0153712-0.00264178j 0.00461808+0.00270569j 0.0253126+0.00106709j 0.000997803+0.00248793j -0.00585891+0.00147035j 0.00380271+0.000827597j -0.00263121+0.000374366j -0.0280291-0.00209961j 0.000400354-0.000999058j -0.0285532-0.000798251j 0.022846-0.000957399j -0.024313-0.000786867j -0.0116606+0.00125681j 0.0236455+0.00417882j -0.0208337-0.000174372j -0.00545692+0.00258622j 0.0350053+0.000263933j 0.000314694-0.00423623j -0.00364669+0.000341119j -0.0251623-0.000646881j 0.129982+0.0015373j -0.00696625-0.000732916j 0.000705031+0.00182672j -0.00317791+0.00169287j -0.0410836-0.00157988j 0.0119372+0.00212716j -0.0287414+0.00350199j -0.00996031+0.000779415j 0.054849+0.000692556j -0.0205453+0.00028548j -0.0405286+0.00110773j -0.0323938+0.00254122j -0.042361+0.00235103j -0.00464014-0.00161122j -0.0236728-0.000210721j 0.0195961+5.02094e-16j 0.0181073-0.000733905j 0.0838757-0.00121621j -0.00429661+0.00295436j 0.0149561-0.00100905j 0.0307432+0.00674785j -0.00131547+0.00374177j -0.0300091-0.0170242j 0.00387853-0.0107782j 0.000725858-0.000137528j -0.115486-0.00248861j 0.11952+0.00143165j 0.0216687-0.00183264j -0.150694+0.00314935j 0.0332218+0.000636707j 0.612743-0.000146435j -0.022099-0.00232831j -0.141103+8.76249e-05j 0.0643049-0.00294063j 0.0931076+0.00110197j -0.178752-0.000677651j 0.0612414+0.000626835j 0.084974+7.38041e-05j -0.0897598+0.00147941j 0.0581929+0.00198483j 0.0150659-0.00249131j -0.131378-0.00423673j 0.0528583-0.00366424j 0.0690385-0.00155519j 0.0256694-0.00215829j -0.0469181-0.000644681j 0.0474444-0.00238713j 0.0256629-0.00323772j -0.0367058+0.000627079j 0.000184505-0.00368558j -0.00330285+0.000324357j -0.0869606+0.00478583j 0.0388797-0.00213842j 0.0287408-0.00465398j 0.126095-0.000815343j 0.0418463-4.37753e-05j -0.0293514+0.000737533j 0.0133484+0.00151054j 0.0303701-0.00443332j 0.0056724-0.0018111j -0.0449848-0.00489973j -0.0450365+0.000304666j 0.00424134-0.00261922j -0.035232+0.000750175j 0.00564587+0.00363829j -0.0182464-0.0018175j -0.0134942+0.00231541j 0.00318053-0.00075111j 0.00100391+0.000696135j 
0.00341691-0.000824491j -0.00806106-0.00155148j 0.001371+0.00131362j -0.0194148-0.00095268j 0.00914991-0.00126471j 0.00609059+0.0031305j -0.027075-0.000179346j -0.0100709+0.000979182j 0.00715135-0.000230445j 0.0205266-0.0019756j -0.0196202-0.00171116j -0.0128846-0.00144762j 0.00993288-0.000309521j -0.0135325-0.00319176j -0.00197248-0.00211494j 0.00164128+0.00127353j -0.0171779+0.00158195j -0.015689+0.0032238j -0.026156-0.000822259j 0.00900537+0.000715308j 0.00710942-0.00315243j -0.0148283+0.00269743j 0.0482573+9.24529e-06j 0.0107765-0.00131629j -0.0308299-0.00228953j -0.0142322+0.00185989j -0.0140878-0.00121723j -0.0719647-0.000858216j 0.0454393-8.51081e-05j 0.00769991-0.00476442j -0.0225554+0.00113445j -0.0276432-0.00157528j 0.094803-0.000938154j 0.154848+0.000234514j 0.0269947-0.00388601j 0.0179728-0.00592985j -0.016904+0.00145218j -0.0389705+0.000540707j 0.0181073+0.000733905j -0.0751949-2.00935e-15j 0.0522145+0.000541524j 0.0855591+0.0030445j 0.0607103+0.000797725j -0.0191953-0.00187962j 0.0183663+0.0808012j -0.0406691+0.016556j 0.113559+0.0545554j -0.122815+0.0232244j 0.141284+0.00134345j -0.0082335-0.00270166j 0.0238645+0.000625447j 0.0497909+0.000713214j 0.74684-0.00124541j 0.0332218+0.000636707j -0.0717052-0.000334872j 0.0036242-0.000711724j 0.0199669-0.000776572j -0.066386-0.0024249j -0.0318931-0.00182921j -0.015606+0.000352146j 0.00354205-0.00231797j -0.017087-0.0030044j -0.0442115-0.000893059j -0.0239836+0.00116011j 0.0451621-0.00458464j 0.0491862-0.000208699j 0.0103334-0.000396386j 0.0522215-0.00169188j -0.0852245+0.00141273j -0.000622277+0.000446729j 0.0623085+0.00139563j -0.112076-0.000741564j 0.000823547-0.000831953j 0.0232012-0.00311519j -0.0570992-0.00128272j 0.0273141-0.00172917j 0.0159763+0.00224829j 0.00858672-0.000594231j -0.0428947+0.00355653j 0.0387081+0.00196852j -0.00619001-0.00220402j 0.0352005-0.00133113j 0.0244439-0.00589362j -0.0260205-0.00166634j 0.0090998+0.000740106j 0.00922377-0.000273394j 0.0130847-0.00357174j 0.00383059-0.00156791j -0.00437066-0.00169819j -0.0210139+0.000780558j 0.000628112+0.00218878j -0.0113638+0.000641438j 
-0.00868516-0.00139017j -0.00339799+0.00104545j -0.0126706-0.00116617j -0.0013435-0.00275927j -0.0160556-0.000336571j 0.0246224+0.00124156j -0.00913539+0.00303386j 0.0152494-0.000729235j 0.00770197-0.00355941j -0.00295986-0.00154327j -0.0542481-0.00199665j -0.0432862-0.00292407j -6.18371e-05+0.0030701j -0.0276168-0.00342047j 0.0169974-0.00258426j 0.0078325+0.00194307j -0.0248518+0.00369397j 0.014088+0.000112746j -0.0400028-0.00223536j 0.0203738-0.00139344j -0.0115952+0.00173925j 0.0505403+0.00329301j 0.0169146+0.000223022j -0.00195983+0.000170224j 0.0510954+0.00274807j -0.0225641+0.00576244j 0.0458364-0.000444077j -0.00894152+0.000664829j -0.0822128+0.00185664j -0.0804433-0.00223698j 0.0705923-0.00134826j -0.0388493+0.00554197j -0.011907-0.000270044j 0.00955812+0.000655951j 0.0379843-0.000819963j 0.00892333+0.00231896j -0.0182391+0.00398613j 0.00710878+0.00316423j 0.0838757+0.00121621j 0.0522145-0.000541524j -0.077132+8.38392e-15j 0.0608972-3.35429e-05j -0.0968257-0.00282834j 0.0284902+0.0033091j 0.0218532+0.0111749j 0.0706235+0.0102057j -0.0393736-0.0344083j -0.0233592-0.0302494j -0.0619096+0.0028936j -0.00965446-0.00119309j -0.0175143-0.00600811j 0.748304+0.00208129j 0.0497909+0.000713214j -0.150694+0.00314935j -0.00162593-0.00027693j -0.117429+0.000730976j -0.0120697-0.00262696j 0.00445482+0.000602055j -0.0991532+0.00353564j 0.0556953+0.000135617j 0.0739907+0.00340999j 0.0106336+0.00182997j -0.0496922-0.00305269j 0.0484321+0.000552925j -0.121267+0.0020872j 0.0644756-0.00439775j 0.029381+0.00398766j 0.0403745-3.65029e-05j 0.0160755+0.000169587j 0.00606287+3.75896e-05j 0.0131676-0.00508379j -0.0351757+0.00592763j -0.0407142+0.00127278j -0.0421962-0.00451727j 0.053799+0.000996394j 0.0892843-0.00120748j -0.0479617-0.00177462j -0.0363628-0.00421924j 0.0135507+0.00255367j 0.0437953-0.00338638j -0.0527394+0.00401864j -0.037821-0.000185121j -0.00559249-0.00207896j -0.0142002+0.00232756j -0.0500413-0.000204545j -0.000904312+0.00328418j 0.0104259-0.00250201j -0.0362701+0.00366964j -0.00116402-0.00260039j -0.0122848-0.000246259j -0.000830436-0.000792125j 0.00260197+5.80559e-05j 
-0.011646-0.00085513j -0.00045073+0.0017158j -0.00607169-0.00183955j 0.00969743-0.000866243j -0.00426165-0.000819757j 0.00285715-0.00293739j 0.0297401+0.00299093j 0.0286774-0.000127664j -0.0215868-0.00170898j 0.0026505+0.000748517j 0.0157609-0.000283747j 0.0180319-0.00118579j 0.0137319-0.00106228j 0.0167835-0.00248639j -0.0118976+0.00206902j 0.00125016-0.00386499j -0.0263714+0.000328793j 0.0103382-0.00328528j 0.0200044+0.0018872j 0.0547721-0.00128179j -0.119175-0.00288499j 0.00652658+0.00317454j -0.0969619-0.00143106j 0.0485343+0.00154673j 0.046021+0.00788054j -0.0174387+0.000287994j 0.00996397+0.000864476j 0.0764584+0.00644829j -0.0290332+0.000966931j 0.089422+0.00355796j 0.0233904-0.00434099j -0.0131212+0.000108281j 0.0221494-0.00193103j 0.125994-0.000542658j -0.0233747+0.00172751j 0.0382245+0.00402576j 0.0860289-0.00336092j 0.0361552-0.000454889j -0.00429661-0.00295436j 0.0855591-0.0030445j 0.0608972+3.35429e-05j 0.00430383-1.24033e-16j 0.18635-0.0034247j -0.0687234-0.00233005j -0.00400645+0.0152594j -0.0578666-0.00588811j 0.0477269+0.0590535j 0.0221305+0.046415j 0.0214525+0.00136976j -0.0272944-0.00426693j -0.621201-0.00095047j 0.0175143+0.00600811j -0.0238645-0.000625447j -0.0216687+0.00183264j 0.0692003+0.000823728j -0.0310992-0.00128346j -0.00663841+0.00310509j 0.0293939+0.00200453j -0.00687701+0.00372813j -0.0673639+0.000615058j 0.076628-0.000862497j -0.0796064-0.00143308j -0.0121837+0.00213604j -0.103315+0.00224681j -0.134714+0.00485487j -0.0657186+0.00208409j 0.0428767+0.000885713j 0.0522895+0.00314018j 0.057769+0.00154921j -0.0190406+0.00210861j 0.1019-0.00251882j -0.00628012+0.000464077j -0.0576565+0.00714468j -0.0527029+0.0022794j 0.0144928-0.00169149j -0.0812461+0.00188421j -0.00364163-0.00354809j -0.0962478-0.00050891j 0.0190423-0.00203231j -0.00176174+0.000552378j 0.00566237+0.00276612j -0.0640343+0.000216529j -0.0352151+0.00366007j 0.0257161-0.00112184j 0.000604765-0.00250133j -0.00377568-0.000796977j -0.0111458+0.000689477j -0.00739858-0.00161775j 0.00410274+0.000410302j 0.00231059+0.000874016j 0.00585328-0.00249999j 0.0133536+0.000152934j 
-0.00800035-0.00019972j 0.0022353+0.00178593j -0.00780835-0.000270378j 0.0137076-0.00125375j -0.0147338+0.00198807j 0.0130529+0.000446552j -0.00167328+0.00121699j -0.00247735+0.000166578j 0.000827847+0.000454222j 0.0121+0.00181305j -0.0103947-0.00186985j 0.0198657+0.00107449j 0.00142651-0.000370027j 0.0479664+0.000208629j -0.00979776+0.00211183j 0.0105634+0.000261103j 0.0525443+0.00325173j 0.0204229-0.00305896j -0.0386589+0.00110941j 0.0222534-0.000915768j 0.0289782-0.00180544j -0.00830747+0.0015289j -0.0433423+0.000960824j 0.0816709-0.00120745j 0.0755906-0.0017597j -0.00311714+0.00291698j 0.0825199+3.90143e-05j -0.10471+0.00247469j -0.0718491+0.000524638j 0.012108+0.00184019j 0.095765-0.00259811j 0.118514+0.00465075j 0.0172249+0.00313157j -0.013771-0.00275924j 0.026135-0.000873319j 0.0342732-0.0022221j -0.0484752+0.000530546j -0.064884-0.00172543j 0.0149561+0.00100905j 0.0607103-0.000797725j -0.0968257+0.00282834j 0.18635+0.0034247j 0.0553672+4.51462e-16j -0.0686545-0.0038724j -0.0146629-0.0843001j 0.0597951+0.0209311j -0.0462984+0.00348895j 0.0583853-0.00466349j 0.109804-0.000576306j 0.598225-0.00440755j 0.0272944+0.00426693j -0.00965446-0.00119309j -0.0082335-0.00270166j 0.11952+0.00143165j 0.00777297-0.00119147j 0.0424648-0.00166605j -0.102734+0.00166919j -0.111838-0.00373082j 0.0542559+0.00241033j -0.0870436-0.00133354j 0.0627118+0.00110328j 0.0558306-0.00172561j -0.0363825-0.00222919j 0.00215493-0.00170806j -0.0541253-0.00215833j 0.0293153+0.00125166j -0.0231591-0.00226212j 0.0242472+0.00219088j 0.0478346+0.00142767j 0.0788684+0.000668812j -0.0144654+0.00262759j 0.0833507+0.00135188j -0.00209176-0.00491221j 0.050491-0.00245071j -0.0129103+0.00305453j 0.00643728+0.000326397j -0.0323597+0.000801029j 0.0404804-0.00148501j 0.0497936-0.00215323j -0.00680225+0.000554525j 0.0121279-0.00142327j 0.0308603-0.00122538j 0.0353252+0.00295615j 0.0313781-0.00354443j -0.0243947-0.0013672j 0.0100426+0.000385797j -0.00516457-0.000967811j -0.023034+0.00377486j 0.00613482+0.000338571j 0.00642337-0.000701626j 0.00658418-0.00223947j 0.0086642+0.000589682j 
