-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
0.00569549-0j -0.0124855-0j -0.0153564-0j 0.00468974-0j -0.00757785-0j -0.0423654-0j -0.0152194-0j 0.000749975-0j -0.00161085-0j -0.00191835-0j 0.000437486-0j 0.000585849-0j 0.00434326-0j 0.00333437-0j 0.00170687-0j 0.000355572-0j -0.000988374-0j -0.00311305-0j 0.000490666-0j 7.08215e-05-0j -0.00103915-0j -0.000149988-0j -0.00121251-0j -0.00017501-0j 0.000370291-0j 0.000378636-0j 5.34469e-05-0j 5.46514e-05-0j 0.00265802-0j -0.00060617-0j 0.000383652-0j 0.00104458-0j 0.000229807-0j -8.74931e-05-0j 0.000150772-0j 3.31698e-05-0j -0.000998395-0j -0.00462003-0j -0.000144106-0j 0.000195081-0j -0.000666843-0j 0.000633992-0j 2.81575e-05-0j 9.15089e-05-0j 0.00324005-0j 0.00046766-0j -0.00187329-0j -0.000270386-0j -0.0536576-0j 6.62058e-05-0j 5.51715e-06-0j 0.112472-0j -0.000138775-0j -1.15646e-05-0j 0.129401-0j -0.0395179-0j -0.000159662-0j -0.0395921-0j -1.33051e-05-0j 4.87595e-05-0j -0.0271068-0j 4.06329e-06-0j 4.8851e-05-0j -0.277936-0j 3.3446e-05-0j 4.07091e-06-0j -0.109227-0j 0.0867924-0j 2.78716e-06-0j 0.000342933-0j -0.0232667-0j 0.00013477-0j 2.85778e-05-0j 0.0754836-0j -0.000107089-0j 0.101082-0j 1.12308e-05-0j -0.0230521-0j 2.87078e-05-0j -8.92412e-06-0j -0.0197509-0j 0.0526773-0j -9.3136e-05-0j -0.000124721-0j 2.39232e-06-0j -0.251494-0j -7.76133e-06-0j 2.8443e-05-0j 0.294502-0j 2.43698e-05-0j -1.03934e-05-0j -0.175696-0j -6.49962e-05-0j 2.37025e-06-0j 0.105797-0j 2.03082e-06-0j 0.000310307-0j -0.000363373-0j -0.0119875-0j -5.41635e-06-0j 2.58589e-05-0j 0.000216783-0j -3.02811e-05-0j -0.000130539-0j -0.537124-0j 1.47909e-05-0j 1.80653e-05-0j -1.08782e-05-0j 0.144238-0j 0.000662734-0j 1.23257e-06-0j 5.52278e-05-0j -0.00017797-0j -1.48308e-05-0j 
0.000116234-0j 0.000131301-0j 0.000609343-0j -0.000210604-0j 7.96909e-05-0j -0.000226222-0j 2.47252e-05-0j -0.00219009-0j -0.00242398-0j 0.00560199-0j 0.00624549-0j -0.00193619-0j -0.0127074-0j -0.00973708-0j 0.00253572-0j -0.00117514-0j 0.00235884-0j -0.000210503-0j 1.00136e-05-0j 0.0195904-0j 1.0928e-05-0j 0.0213793-0j -2.47451e-05-0j -0.0484108-0j 8.55251e-06-0j -1.50243e-05-0j 0.016732-0j -0.0293932-0j -2.79525e-05-0j -3.11634e-05-0j -0.0546858-0j 5.57783e-06-0j -9.11874e-06-0j -0.0609675-0j 0.0109124-0j -0.0178397-0j 4.48354e-05-0j 4.85856e-05-0j 0.087715-0j -6.3263e-06-0j 0.0950519-0j 3.38538e-06-0j -0.0123767-0j 0.00662308-0j -5.26372e-06-0j -0.0102978-0j 3.96998e-07-0j 0.000776678-0j 7.6432e-06-0j -0.000193335-0j -0.0702267-0j 8.2556e-06-0j -0.000208826-0j -0.0758535-0j -1.84323e-05-0j 6.37066e-06-0j 0.000466246-0j -1.09653e-05-0j 0.169358-0j -0.000161146-0j 3.8612e-06-0j -0.0585345-0j 0.000277367-0j -2.04008e-05-0j -9.76694e-05-0j 0.10075-0j 4.07091e-06-0j -1.23866e-05-0j -0.0354772-0j 0.00051604-0j 3.3142e-06-0j -0.000102974-0j 0.187445-0j 5.25635e-05-0j 0.00031332-0j -1.62954e-05-0j -0.0374041-0j -1.81673e-05-0j -8.3833e-05-0j 0.11381-0j 2.29929e-06-0j -7.51785e-06-0j -0.0013296-0j 0.000412193-0j -0.0304513-0j 3.58237e-05-0j -0.48296-0j 0.000459542-0j 2.13412e-05-0j -5.81608e-05-0j 0.149724-0j 2.83238e-05-0j 0.000190165-0j 0.166923-0j -2.33251e-06-0j -0.0211262-0j -0.000906163-0j -0.000539827-0j 1.39552e-06-0j 0.069075-0j -0.329153-0j -0.000716452-0j -0.196086-0j 5.9001e-05-0j -1.77164e-06-0j -3.52997e-05-0j -0.260243-0j 0.0214314-0j 1.15718e-07-0j 4.48138e-05-0j -0.0128222-0j 0.0162781-0j -2.9271e-06-0j -0.00106323-0j 
0.00199301-0j -0.00216222-0j 0.003437-0j 0.00360828-0j 0.0045158-0j -0.00112747-0j 0.00441502-0j -0.0123424-0j 0.0131198-0j 0.0103854-0j 0.035197-0j 0.010903-0j 0.0226255-0j 0.0217606-0j 0.0126268-0j -0.022771-0j 0.0205008-0j -0.0214268-0j -0.016332-0j -0.00235582-0j 0.0171178-0j 0.00246917-0j 0.0132764-0j 0.00191507-0j 0.013938-0j 0.0245043-0j 0.00201051-0j 0.00353464-0j -0.0144036-0j -0.048815-0j -0.00207767-0j -0.00803836-0j -0.0511773-0j -0.00704136-0j -0.0011595-0j -0.00738211-0j 0.0240366-0j -0.0301799-0j 0.00346718-0j 0.0483714-0j -0.00435332-0j 0.0167881-0j 0.00697737-0j 0.00242162-0j 0.0294107-0j 0.00424237-0j -0.0178909-0j -0.00258069-0j 0.000131054-0j 0.10364-0j -0.000276251-0j -0.000135951-0j -0.107512-0j 0.000286573-0j -0.000103967-0j -0.000109148-0j -0.0822192-0j -0.000188015-0j 0.000219155-0j -0.0863166-0j 6.62058e-05-0j 0.000230076-0j -0.148686-0j 0.000110516-0j 0.0523568-0j 0.000396322-0j 6.16764e-05-0j 0.000203979-0j -0.000139557-0j 0.0873977-0j -0.000195545-0j 0.0487748-0j -0.000232958-0j 0.000296484-0j 0.16131-0j 9.1842e-05-0j -0.000130009-0j 0.000311259-0j -0.15464-0j -0.000429971-0j 0.000184824-0j -0.00042601-0j 0.234465-0j 0.0726303-0j 0.000412193-0j -0.000133578-0j -0.000624965-0j 0.24615-0j 0.000106363-0j 0.146162-0j -0.000193596-0j 0.000192436-0j -0.336896-0j -0.000656111-0j -0.000416502-0j -0.000389594-0j -0.105636-0j 0.0841136-0j -0.000386005-0j 0.000897996-0j 0.000281572-0j 0.152182-0j -0.000224204-0j -0.329378-0j -0.000180489-0j -0.305259-0j -0.000405641-0j 0.000877955-0j 7.76238e-05-0j -0.142734-0j 0.000813668-0j 0.000380458-0j 0.0613863-0j -0.000163625-0j 
0.000996503-0j 2.22798e-05-0j -0.00448978-0j -0.000891871-0j 0.000196079-0j 0.00628935-0j -0.000826919-0j -0.00617122-0j -0.000135188-0j 0.0263778-0j -0.00359988-0j 0.00523981-0j 0.000609096-0j -0.0163018-0j 0.00713155-0j 0.0461142-0j -0.0324415-0j 0.00289533-0j -0.00816598-0j -0.00117791-0j -0.000176384-0j -2.54427e-05-0j 0.0337205-0j 0.00486405-0j 0.0066984-0j -0.0063015-0j 0.000966217-0j -0.000908966-0j 0.000753923-0j -0.000102891-0j 0.00010875-0j 0.00882724-0j -0.0554579-0j -1.48416e-05-0j 0.00127329-0j -0.00799958-0j -0.0301799-0j -0.000465933-0j -0.00435332-0j 0.0077501-0j -6.72089e-05-0j 0.0776863-0j 0.00111792-0j 0.0112059-0j -0.027982-0j -0.00403629-0j 0.00189763-0j 0.000273726-0j 6.55268e-05-0j 0.0518198-0j -0.000138125-0j 1.40085e-06-0j 0.00110782-0j -2.95289e-06-0j -0.000264064-0j -5.2455e-05-0j -0.208827-0j 4.83499e-05-0j 0.000556627-0j -0.0414824-0j 3.31029e-05-0j 0.000110571-0j 0.038236-0j -5.78466e-06-0j 0.0261784-0j -0.000101918-0j -6.77293e-05-0j 1.08101e-06-0j -6.97784e-05-0j -0.00457462-0j 0.000412003-0j -0.0535616-0j 1.21936e-05-0j -0.000154038-0j 0.000854879-0j 0.00022421-0j 0.000142768-0j -3.05988e-05-0j 0.32582-0j -2.27868e-06-0j -5.75764e-05-0j 9.51366e-06-0j -0.121816-0j 0.177309-0j -0.000868471-0j -0.000635782-0j 0.000324699-0j -0.0241981-0j 0.000305157-0j -0.0455324-0j -0.000472617-0j -0.000138564-0j 0.00752357-0j 6.44998e-05-0j -4.01217e-05-0j 0.000121366-0j -0.502788-0j 0.241323-0j -0.000506715-0j -2.0054e-05-0j 0.00134018-0j -0.109579-0j -0.000643246-0j -0.031729-0j 0.00012389-0j -0.400719-0j 0.000292082-0j 8.45735e-05-0j -6.78746e-06-0j 0.0979747-0j 0.00106812-0j -0.000261151-0j -0.00536764-0j 1.43074e-05-0j 
-0.000166084-0j 0.000180185-0j -0.000286416-0j -0.00030069-0j -0.000376317-0j 9.39558e-05-0j -0.000367918-0j 0.00312935-0j -0.00332645-0j -0.00263316-0j -0.00892399-0j -0.00276439-0j -0.00573656-0j -0.00551726-0j -0.00320145-0j 0.00577343-0j -0.00519786-0j 0.00543262-0j -1.43081e-05-0j -0.0279921-0j 1.49966e-05-0j 0.029339-0j 1.16312e-05-0j 0.022755-0j 1.22108e-05-0j 2.14677e-05-0j 0.023889-0j 0.041999-0j -1.26187e-05-0j -4.27658e-05-0j -0.024687-0j -7.04225e-06-0j -4.48354e-05-0j -0.0836662-0j -0.0137773-0j -0.087715-0j 2.10579e-05-0j -2.644e-05-0j 0.0411973-0j 4.23772e-05-0j -0.0517267-0j 1.47078e-05-0j 0.0829059-0j 0.028774-0j 2.57661e-05-0j 0.0504083-0j -1.56739e-05-0j -0.0306641-0j -1.09211e-05-0j 0.000276251-0j 0.100345-0j 1.13292e-05-0j -0.000286573-0j -0.104094-0j 8.66393e-06-0j 9.09571e-06-0j -0.000219155-0j 1.56679e-05-0j -0.0796054-0j -0.000230076-0j -5.51715e-06-0j -0.0835725-0j -0.000396322-0j -9.20963e-06-0j 0.000139557-0j -0.143959-0j -5.1397e-06-0j -1.69982e-05-0j 0.0506923-0j 0.000232958-0j 1.62954e-05-0j 0.000130009-0j 0.0846193-0j -2.4707e-05-0j 0.000429971-0j -7.6535e-06-0j 0.0472242-0j -2.59383e-05-0j -0.000412193-0j 0.156182-0j -1.5402e-05-0j 3.55008e-05-0j 0.000624965-0j 0.000193596-0j -0.149724-0j 1.11315e-05-0j 0.227011-0j 0.000656111-0j -8.86356e-06-0j 0.000389594-0j 0.0703214-0j -1.60364e-05-0j -0.000897996-0j 0.238324-0j 3.47085e-05-0j 0.141515-0j -0.000281572-0j 0.000224204-0j 3.2167e-05-0j -0.326186-0j -0.102278-0j 0.000405641-0j 0.0814395-0j -0.000877955-0j 1.50408e-05-0j -0.000813668-0j 0.147344-0j -0.318907-0j -6.46865e-06-0j -0.000380458-0j -0.295555-0j -0.138197-0j 0.000163625-0j 0.0594348-0j 
-0.000822073-0j 0.00271237-0j 0.00147423-0j 0.00698284-0j 0.00193781-0j -0.00066969-0j 0.0032454-0j 0.005091-0j -0.016458-0j 0.00445462-0j -0.014518-0j 0.0210998-0j 0.0295143-0j 0.00183744-0j -0.00721239-0j 0.0150744-0j -0.0258127-0j 0.0150199-0j 0.00673659-0j 0.000971726-0j -0.0214732-0j -0.00309743-0j 0.00569464-0j 0.000821429-0j 0.0269733-0j -0.0101075-0j 0.00389079-0j -0.00145797-0j -0.0187891-0j 0.0612353-0j -0.00271025-0j 0.00459148-0j -0.00722115-0j 0.00883295-0j 0.000662303-0j -0.00104162-0j -0.0483714-0j -0.0077501-0j -0.00697737-0j 0.0585687-0j -0.00111792-0j 0.00328031-0j 0.0084483-0j 0.000473172-0j -0.0224815-0j -0.00324286-0j 0.0534209-0j 0.00770575-0j -5.40568e-05-0j -0.0427491-0j 0.000113948-0j 0.000170542-0j 0.134867-0j -0.000359488-0j -4.45946e-05-0j -0.000211227-0j -0.0352662-0j 7.75524e-05-0j 9.4002e-05-0j -0.167042-0j -2.73085e-05-0j 0.00044525-0j 0.0613298-0j 0.000144164-0j -0.0215961-0j -0.000163474-0j -3.52293e-05-0j -0.000255879-0j 5.75642e-05-0j 0.114007-0j -2.75915e-05-0j -0.02786-0j -0.000303886-0j 0.000127171-0j -0.202353-0j -0.000184824-0j 7.42607e-05-0j 0.000602357-0j -0.0218199-0j 0.000539372-0j 0.000223787-0j -0.000182808-0j 0.100569-0j -0.146162-0j 5.81608e-05-0j -8.04752e-06-0j -0.000268066-0j 0.476355-0j 6.3177e-05-0j 0.176975-0j 0.000389594-0j -7.62359e-05-0j -0.144568-0j -0.00126972-0j -0.000306164-0j -0.000471726-0j -0.00636413-0j 0.0499615-0j 0.000159881-0j 0.000385346-0j 1.69636e-05-0j -0.0602887-0j -0.000133172-0j -0.24212-0j -0.000131566-0j 0.126437-0j 0.000160699-0j 0.000645369-0j -0.000472712-0j -0.104045-0j -0.000337017-0j 0.000277332-0j -0.37383-0j 0.000996441-0j 
-0.0025735-0j 0.0113406-0j 0.00228258-0j -0.0249751-0j -0.0236849-0j -0.020698-0j -0.0267619-0j -0.000338875-0j 0.00146315-0j 0.000285143-0j -0.000197677-0j -0.00311993-0j -0.00129775-0j 0.00059746-0j 0.00253497-0j 0.00651598-0j -0.0022283-0j -0.00455494-0j -0.000221706-0j -3.20006e-05-0j 0.000943863-0j 0.000136235-0j 0.000180227-0j 2.60136e-05-0j -0.00197198-0j -0.000171086-0j -0.000284631-0j -2.46941e-05-0j -0.000794206-0j 0.000550587-0j -0.000114634-0j 0.00155137-0j 0.000357313-0j 7.94704e-05-0j 0.000223921-0j 5.15737e-05-0j 0.00174906-0j -0.0016641-0j 0.000252455-0j 0.00133698-0j -0.000240192-0j -0.00324005-0j 0.000192976-0j -0.00046766-0j 0.00187419-0j 0.000270516-0j 9.31015e-05-0j 1.3438e-05-0j 0.0242451-0j -2.9915e-05-0j -2.49291e-06-0j -0.102159-0j 0.00012605-0j 1.05042e-05-0j -0.0192341-0j 0.210452-0j 2.37321e-05-0j 0.0178896-0j 1.97768e-06-0j -0.000259668-0j 0.0122482-0j -2.1639e-05-0j -2.20732e-05-0j 0.0830462-0j -1.51125e-05-0j -1.83943e-06-0j -0.16222-0j -0.078834-0j -1.25937e-06-0j -0.000102467-0j -0.0361761-0j 0.000200156-0j -8.53892e-06-0j -0.0112199-0j 9.72698e-05-0j -0.177083-0j 1.66796e-05-0j 0.122764-0j 4.46361e-05-0j 8.10582e-06-0j -0.135362-0j 0.164645-0j 1.38437e-05-0j 0.000218495-0j 3.71967e-06-0j -0.0247121-0j 1.15364e-06-0j -0.000151473-0j 0.143882-0j 0.000167017-0j 1.82079e-05-0j -0.371042-0j -0.000203148-0j -1.26227e-05-0j 0.186035-0j 1.39181e-05-0j 3.04912e-05-0j -0.000177529-0j 0.282704-0j -1.6929e-05-0j 2.54093e-06-0j 0.000457812-0j -1.47941e-05-0j -0.00022954-0j -0.258532-0j -0.000348816-0j 3.8151e-05-0j -1.91284e-05-0j -0.36373-0j 0.000318992-0j -2.9068e-05-0j 2.65826e-05-0j 0.00044879-0j 3.73992e-05-0j 
-0.00100683-0j 0.00220714-0j 0.00271466-0j -0.000829037-0j 0.00133959-0j 0.00748921-0j 0.00269044-0j 0.00623517-0j -0.0133924-0j -0.0159488-0j 0.00363718-0j 0.00487066-0j 0.0361091-0j 0.0277214-0j 0.0141906-0j 0.00295617-0j -0.00821718-0j -0.0258814-0j 0.00825061-0j 0.00119012-0j -0.0174734-0j -0.00252047-0j -0.0203885-0j -0.00294096-0j 0.00622649-0j 0.00636681-0j 0.000898146-0j 0.000918386-0j 0.0446949-0j -0.0101928-0j 0.00644706-0j 0.0175648-0j 0.00386423-0j -0.00147027-0j 0.00253365-0j 0.0005574-0j -0.0167881-0j -0.0776863-0j -0.00242162-0j 0.00328031-0j -0.0112059-0j 0.0106607-0j 0.000473172-0j 0.00153776-0j 0.0544818-0j 0.00785878-0j -0.0314995-0j -0.00454368-0j -6.62058e-05-0j -0.0523568-0j 0.000139557-0j 0.000138775-0j 0.109746-0j -0.000292527-0j 0.000159662-0j -4.87595e-05-0j 0.126263-0j -4.8851e-05-0j -0.000336554-0j -0.0385599-0j -3.3446e-05-0j 0.000102781-0j -0.0386322-0j -0.000342933-0j -0.0264497-0j 0.000102974-0j -0.00013477-0j 0.000107089-0j 7.05015e-05-0j -0.271198-0j -2.87078e-05-0j -0.106579-0j 0.000722877-0j 9.3136e-05-0j 0.0846883-0j 0.000124721-0j 0.000284085-0j -2.8443e-05-0j -0.0227027-0j -0.000225736-0j -2.43698e-05-0j 6.49962e-05-0j 0.0736536-0j 0.0986316-0j 6.05138e-05-0j -0.000310307-0j -0.000196323-0j -0.0224933-0j 0.000363373-0j -0.0192721-0j -0.000262902-0j -0.000216783-0j 0.0514002-0j 5.99557e-05-0j 0.000130539-0j 5.13697e-05-0j -0.245396-0j 0.287362-0j -1.47909e-05-0j -0.000137007-0j 0.000654103-0j -0.171436-0j -0.000765963-0j 0.103232-0j -0.000662734-0j -0.0116969-0j 0.000456962-0j -0.000275166-0j 0.00017797-0j -0.524102-0j 3.1178e-05-0j 0.00139699-0j 0.140742-0j -0.000375146-0j 
-8.30419e-05-0j -1.85665e-06-0j 0.000374148-0j 7.43226e-05-0j -1.63399e-05-0j -0.000524113-0j 6.89099e-05-0j 0.00156467-0j 3.42762e-05-0j -0.00668793-0j 0.000912727-0j -0.00132852-0j -0.000154432-0j 0.00413321-0j -0.00180816-0j -0.011692-0j 0.00822535-0j -0.000734093-0j -7.15405e-06-0j -0.013996-0j -1.54526e-07-0j -0.000302313-0j 2.95419e-05-0j 0.0577951-0j 5.86833e-06-0j -5.52062e-06-0j 0.0114807-0j -0.0108004-0j 6.60496e-07-0j -9.01405e-08-0j 0.00129218-0j 7.73337e-06-0j -4.85856e-05-0j -0.000176349-0j 0.0151294-0j -0.0950519-0j -2.644e-05-0j -4.08194e-07-0j -0.0517267-0j 6.7897e-06-0j -0.000798583-0j 6.80594e-05-0j 0.0132832-0j 0.13315-0j -2.45144e-05-0j -0.0479596-0j 1.66248e-06-0j 0.00325244-0j -5.46056e-06-0j 0.000138125-0j 0.0501724-0j -1.16738e-07-0j 2.95289e-06-0j 0.0010726-0j 2.20054e-05-0j 4.37125e-06-0j -0.000556627-0j -4.02916e-06-0j -0.202188-0j -0.000110571-0j -2.75858e-06-0j -0.0401636-0j 0.000101918-0j 4.82055e-07-0j 6.97784e-05-0j 0.0370204-0j 5.64411e-06-0j -9.00838e-08-0j 0.0253462-0j -1.21936e-05-0j -3.43336e-05-0j -0.000142768-0j -0.00442919-0j 1.28365e-05-0j 2.27868e-06-0j -1.86841e-05-0j -0.0518588-0j 2.5499e-06-0j 0.000868471-0j 0.000827702-0j 4.79803e-06-0j -7.92805e-07-0j -0.000324699-0j 0.000472617-0j 0.315462-0j 5.29818e-05-0j -0.117943-0j -6.44998e-05-0j -2.54297e-05-0j -0.000121366-0j 0.171672-0j 1.1547e-05-0j 2.0054e-05-0j -0.0234288-0j 3.34348e-06-0j -0.0440849-0j -0.00134018-0j 0.000643246-0j 4.22262e-05-0j 0.00728439-0j -0.486804-0j -0.000292082-0j 0.233652-0j -8.45735e-05-0j -1.03242e-05-0j -0.00106812-0j -0.106095-0j -0.0307203-0j 5.65621e-07-0j 0.000261151-0j -0.38798-0j 0.09486-0j -1.43074e-05-0j -0.005197-0j 
6.85061e-05-0j -0.000226031-0j -0.000122852-0j -0.000581903-0j -0.000161484-0j 5.58075e-05-0j -0.00027045-0j -0.00129079-0j 0.00417283-0j -0.00112944-0j 0.00368096-0j -0.00534972-0j -0.00748316-0j -0.000465871-0j 0.00182866-0j -0.00382202-0j 0.00654464-0j -0.00380819-0j 5.90179e-06-0j 0.0115461-0j -1.88123e-05-0j -0.0368039-0j 4.98896e-06-0j 0.00976031-0j 2.36307e-05-0j -8.85498e-06-0j 0.0462307-0j -0.0173237-0j -1.64607e-05-0j 5.3647e-05-0j -0.0322034-0j 4.0225e-06-0j -6.3263e-06-0j 0.104954-0j 0.00786955-0j -0.0123767-0j -4.23772e-05-0j -6.7897e-06-0j -0.0829059-0j 5.13109e-05-0j -0.0132832-0j 2.87382e-06-0j 0.100384-0j 0.00562228-0j -1.96956e-05-0j -0.038532-0j 4.6801e-05-0j 0.0915605-0j 4.50474e-06-0j -0.000113948-0j -0.0413901-0j -1.42118e-05-0j 0.000359488-0j 0.13058-0j 3.71622e-06-0j 1.76022e-05-0j -9.4002e-05-0j -6.4627e-06-0j -0.0341451-0j -0.00044525-0j 2.27571e-06-0j -0.161732-0j 0.000163474-0j -1.20137e-05-0j -5.75642e-05-0j 0.0593801-0j 2.93578e-06-0j 2.13232e-05-0j -0.0209095-0j 0.000303886-0j 2.29929e-06-0j -7.42607e-05-0j 0.110383-0j -1.05976e-05-0j -0.000539372-0j 1.5402e-05-0j -0.0269743-0j -5.01965e-05-0j -5.81608e-05-0j -0.195921-0j -1.86489e-05-0j 1.5234e-05-0j 0.000268066-0j -0.000389594-0j -0.0211262-0j 6.70627e-07-0j 0.0973718-0j 0.00126972-0j -5.26475e-06-0j 0.000471726-0j -0.141515-0j 6.35299e-06-0j -0.000385346-0j 0.461212-0j 2.55136e-05-0j 0.171349-0j -1.69636e-05-0j 0.000133172-0j -1.33234e-05-0j -0.139972-0j -0.00616181-0j -0.000160699-0j 0.0483732-0j -0.000645369-0j 1.09639e-05-0j 0.000337017-0j -0.0583721-0j -0.234423-0j 3.93927e-05-0j -0.000277332-0j 0.122417-0j -0.100738-0j -0.000996441-0j -0.361945-0j 
0.000567403-0j -0.00375689-0j 0.000523333-0j 0.0146101-0j -0.00268405-0j -0.0363779-0j -0.00127843-0j 7.47149e-05-0j -0.000484708-0j 6.53755e-05-0j 4.35837e-05-0j 0.00182511-0j -0.000447062-0j 2.6966e-05-0j -0.00428449-0j 0.00130392-0j 0.0055061-0j -0.00696681-0j 4.88817e-05-0j 7.05546e-06-0j -0.000312681-0j -4.51317e-05-0j 4.13211e-05-0j 5.96419e-06-0j 0.00115358-0j 3.77209e-05-0j 0.000166504-0j 5.44454e-06-0j -0.000273596-0j -0.000182397-0j -3.94902e-05-0j -0.00262205-0j 2.69491e-05-0j -2.63268e-05-0j -0.000378461-0j 3.88977e-06-0j 0.00106398-0j -0.000112853-0j 0.000153572-0j 0.00317695-0j -1.62889e-05-0j -0.00187329-0j 0.000458554-0j -0.000270386-0j -9.31015e-05-0j -1.3438e-05-0j 8.35128e-05-0j 1.2054e-05-0j -0.00534554-0j 6.59563e-06-0j 5.49636e-07-0j 0.0338431-0j -4.17576e-05-0j -3.4798e-06-0j -0.00440985-0j -0.123111-0j 5.44112e-06-0j -0.00394429-0j 4.53427e-07-0j 0.000151901-0j -0.00270047-0j 1.26585e-05-0j 4.86668e-06-0j 0.0286086-0j 3.33199e-06-0j 4.05557e-07-0j 0.274175-0j 0.026116-0j 2.77666e-07-0j -3.52989e-05-0j -0.00272845-0j -0.000338293-0j -2.94158e-06-0j -0.00257241-0j -3.22234e-05-0j -0.107722-0j -2.81911e-05-0j -0.0718148-0j 3.36652e-06-0j -2.68528e-06-0j -0.32165-0j 0.0186582-0j 3.17399e-06-0j 0.000132914-0j 2.80543e-07-0j -0.000795799-0j 2.64499e-07-0j 8.86092e-05-0j 0.25288-0j 0.00039687-0j 1.10761e-05-0j -0.0444332-0j -2.30215e-05-0j 7.3841e-06-0j 0.00888696-0j 3.30725e-05-0j 9.81902e-07-0j -0.000312018-0j -0.229798-0j -1.91846e-06-0j 8.18252e-08-0j 5.48241e-05-0j -2.60015e-05-0j -1.09652e-05-0j 0.411197-0j 0.000283537-0j 4.56868e-06-0j -9.13769e-07-0j -0.54221-0j -0.000507359-0j 2.36281e-05-0j -4.22799e-05-0j 0.000669009-0j 5.57508e-05-0j 
0.000454934-0j -0.00200475-0j -0.000403507-0j 0.00441502-0j 0.00418693-0j 0.00365892-0j 0.00473088-0j -0.00281735-0j 0.0121644-0j 0.00237064-0j -0.00164345-0j -0.0259386-0j -0.0107893-0j 0.00496718-0j 0.0210754-0j 0.0541728-0j -0.0185257-0j -0.037869-0j -0.00372802-0j -0.000537752-0j 0.0158712-0j 0.00228935-0j 0.00303054-0j 0.000437144-0j -0.0331591-0j -0.00287683-0j -0.00478306-0j -0.000414971-0j -0.0133547-0j 0.00925819-0j -0.00192636-0j 0.0260865-0j 0.00600826-0j 0.00133546-0j 0.00376288-0j 0.000866668-0j 0.0294107-0j -0.027982-0j 0.00424237-0j 0.0224815-0j -0.00403629-0j -0.0544818-0j 0.00324286-0j -0.00785878-0j 0.0315148-0j 0.00454588-0j 0.00156551-0j 0.000225819-0j 2.9915e-05-0j 0.0236573-0j -6.30584e-05-0j -0.00012605-0j -0.0996825-0j 0.000265703-0j -2.37321e-05-0j 0.000259668-0j -0.0187678-0j 2.20732e-05-0j 5.00254e-05-0j 0.20535-0j 1.51125e-05-0j -0.000547359-0j 0.0174559-0j 0.000102467-0j 0.0119512-0j -4.65286e-05-0j -0.000200156-0j -9.72698e-05-0j -3.1856e-05-0j 0.0810328-0j -4.46361e-05-0j -0.158287-0j -0.000215993-0j -1.38437e-05-0j -0.0769227-0j -0.000218495-0j 0.000421913-0j 0.000151473-0j -0.035299-0j 0.000205037-0j -0.000167017-0j 0.000203148-0j -0.0109479-0j -0.17279-0j 9.40894e-05-0j -3.04912e-05-0j 2.91815e-05-0j 0.119787-0j 0.000177529-0j -0.13208-0j 0.000460571-0j -0.000457812-0j 0.160653-0j -0.000319293-0j 0.00022954-0j 0.00035206-0j -0.024113-0j 0.140394-0j 0.000348816-0j -0.000428221-0j 6.42731e-05-0j -0.362046-0j -0.000374218-0j 0.181525-0j -0.000318992-0j 0.27585-0j 0.000965032-0j -0.000483853-0j -0.00044879-0j -0.252264-0j -0.000735278-0j 0.000672409-0j -0.354911-0j 0.000946015-0j 
