0.00496486-0.00347305j -0.00274713-0.00612142j 0.00251807-0.00434825j 0.00287558+0.00120672j -0.00082774-0.00981382j 0.00988558-0.00115224j 0.00503037-0.00536133j 0.00335095-0.000598283j -0.00229083-0.00979568j 0.00115126-0.00381973j 0.0100569+0.000858966j 0.000428312-0.0010774j 0.00149074+0.00348613j 0.00687071+0.00383512j -0.00531299+0.00625421j -0.000177936+0.00441334j 0.00762234-0.0017519j 0.000677429-0.00100245j 0.00418287+0.0070156j -0.00787976+0.00373529j 0.0027258+0.00670351j 0.0108203-0.0173564j 0.00694675+0.00503868j 0.00798609-0.000315061j 0.011903+0.00412702j 0.0107444+0.00734745j 0.00199887+0.0152973j -0.0120285+0.00334354j 0.000580308+0.00825311j 0.00249023-0.00154705j 0.00726346-0.0128327j -0.0158464+0.0050213j -0.000577127+0.00852424j 0.00136112+0.00339872j 0.00148697-0.00377538j -0.00200726-0.000926624j 0.00580199-0.000463215j -0.00496736-0.00067659j -0.00951307-0.00837059j -0.00628169-0.00639352j -0.000593857+0.00249169j -0.00185361+0.00113819j 0.00477734-0.00266819j 0.00683997+0.00467421j -0.000170879-0.00397242j -0.0062512-0.0033839j 0.00212303-0.00565548j 0.00247992+0.00104529j -0.00256547+0.00681149j 0.0029989+0.000244774j -0.00406392+0.00196198j -0.000668239+0.00186481j -0.00409231+0.00317176j 0.000776943+0.002795j 0.00360799+0.000797811j 0.0089219-0.00359382j 0.00747369+0.00418064j 0.00114286-0.00242205j 0.0012207+0.00343082j -0.00124119+0.00072925j 0.00523814-0.00141351j -0.00159833+8.04104e-05j 0.00201404+0.00459208j 0.002957-0.00306629j 0.00885517-0.00298732j -0.00562699-0.00291729j -0.00414777+0.0051478j 0.00650688+0.00267091j 0.00467204+0.00184044j -0.00756168-0.00461808j 0.00511491+0.00502005j 0.0140395-0.0073376j -0.00234441-0.016779j 0.000199555+0.00136247j -0.00698435-0.00465966j -4.98431e-05+0.00974511j -0.00108648-0.00400154j -0.00575443+0.00532741j -0.00309308+0.00384124j 0.00280143-0.00234693j 0.00084374+0.00250074j -0.000250123-0.00112834j -0.00617294+0.000702763j 0.00377474+0.00403932j 0.00302172+0.00260191j 0.00252041+0.00214366j -0.00216506-0.000406093j 0.00264562+0.00012851j -0.00104969-0.00096321j 0.000350304+0.00117181j 0.00457386-0.00258004j -0.00827764+0.000875372j -0.00058271+0.0084843j -0.0031378-0.00186033j -0.000543173+0.000538673j -0.0333176+0.00538969j -0.0079094-0.0319924j 
-0.00218609+0.00422739j 0.00456254-0.000937438j -0.00394662+0.00369249j -0.00376291-0.00121758j 0.000618798+0.000842018j 0.00317798+0.00277111j -0.00322944+0.00425524j 0.00722547-0.00277121j 6.32562e-05-0.00110303j 0.00355437+0.000975202j -0.00379688-0.00713086j 0.00950499+0.00434044j 0.00758006+0.0100788j -0.00868247-0.0033021j 0.00135797+0.00386511j 0.00596089+0.00712458j 0.0178673+0.00033184j 0.000330503+0.00138405j 0.00992352+0.0104031j -0.00811874+0.000867102j 0.0193075+0.00835613j 0.0113096+0.00290794j -0.00465082+0.00127607j 0.00157226-0.00124876j -2.75819e-05+0.00349425j 0.00487309+0.00353245j -0.00753535-0.00312437j -0.00847978+0.00201437j 0.0059568+0.0013609j 0.0041353+0.00132324j -0.00297675-7.81743e-05j 0.00450933-0.000596586j 0.00169472+0.00464713j -0.00143694-0.0103505j 0.00691202-0.00325746j 0.00987953-0.00186253j -0.00475647-0.00632099j -0.00201243+0.00233141j 0.000700633-0.000258905j -0.00323373-0.00436097j -0.0122341-0.00775106j -0.0111254-0.00543351j 0.000102729+0.00179784j -0.00523745-0.000683099j 0.00133747+0.00609117j -0.0100145-0.00174085j 0.0012876+0.00146839j -0.00557431+0.00823261j -0.0115723+0.00442201j 0.006193-0.00208732j 0.00222803-0.0018278j 0.00801809-0.00368173j 0.00131779+0.00274j 0.00128214+0.00260633j -0.0110529-0.00655092j 0.00316007+0.00925245j 0.000974985-0.000287391j -0.000272986-0.00255207j -0.00767921-0.00636303j 0.0039635+0.00278495j -0.0035813-0.00821834j -0.00611669-0.00245303j 0.000309476+0.00105738j 0.00216151+0.000967763j -0.00170418-0.00633743j -0.00322229+0.00100269j -0.00104625-0.00176997j -0.00049483-0.000174663j 0.000408847+0.00354083j -0.00470062-0.00616429j -0.000992345-0.00120136j -0.00629527-0.00145598j 0.0031291+0.00861361j 0.0037461+0.00158493j 0.00173488-0.00350797j 0.00745105-0.000289896j -0.00138257+0.00444762j -0.00606344-0.00648227j 0.00381681+0.001614j 0.00823714+0.00538552j -0.00229927+0.00505096j -0.00654424+0.00155129j -7.45868e-05-0.00097832j -0.00355568-0.004448j -0.00315017-0.00279062j 0.00327866+0.00453228j -8.29611e-05+0.000609393j 0.00185009+0.000556329j -0.00157234-0.000930362j 0.00220628+0.00104424j 0.00316349+0.00310087j 0.00513718-0.00106552j 0.00227938-0.00215103j 0.0065811-0.00174265j 0.000743437-0.000124625j -0.00527555-6.15757e-05j 0.00357004+0.000688508j 
-0.000355684+0.00334854j 0.00309927-0.00107565j -0.00172172-0.000824355j 0.0031313-0.00219005j -0.00216673-0.000998134j -0.00101524-0.000359733j 0.00490892+0.00107398j -0.00194851+0.00342044j -0.00532952+0.00226807j -0.0033249-0.00125445j 0.014753-3.65592e-05j -0.0036579+0.00529447j -0.00459934-0.00537166j 0.0123969+0.00347586j -0.00661331-0.00702285j -0.00831693-0.00622207j 0.00031757+0.00558723j 0.000119263-0.00483254j -0.0028303+0.00364486j -0.000884239+0.0101406j -0.00799986-0.00275818j -0.0047055-0.00101822j -0.00776808-0.00309972j -0.00135206+0.00551014j 0.00800069+0.000880943j -0.0102721-0.00728464j 0.00302843+0.0107768j 0.000304692+0.00139534j -0.00444299+0.00344714j 0.00304797-0.000827774j -0.00662819-0.00344523j 0.000948898-0.00223465j 0.00602982-0.0107408j 0.00756143+0.00262331j -0.001509+0.00151561j 0.000777159-0.0082897j 0.0116763+0.00925718j 0.00343693+0.0067509j -0.00554395-0.00403476j 0.00379018+0.00583373j 0.00566454-0.000497429j 0.00829582+0.00726632j 0.00459938+0.00574519j -0.00258803+0.00130785j -0.00492785-0.000290783j -0.00567963-0.00116692j -0.00199983-0.000535281j 0.0147318+0.00179244j -0.00124045+0.001831j 0.00325598-0.0066391j -0.00177442+0.00189087j -0.00368308-0.00157283j -0.000710908-0.00180563j -0.00331695-0.00475848j -0.00211569-0.004916j -0.000437714-0.00275859j 0.000533544-0.00305411j 0.000210282-0.00253566j 3.14752e-05-0.0035134j 0.00187661+0.00055936j 0.0013211-0.00194889j 4.45975e-05+0.00122311j 0.0053901+0.0047721j 0.00716571+0.00205586j 0.0109174+0.0012192j 0.00413011-0.00265506j 0.000487967-0.000861812j 0.00247645+0.00275726j -0.00239502-0.00347977j 0.000907095+0.00225835j 0.00436298+0.00289526j 0.000103309-0.00112165j 0.000552395-0.0009602j 0.0021829-0.00556848j 0.00346928-0.00170852j -0.0112245-0.00253638j -0.00100198-3.2815e-05j -0.0032692+0.00318839j -0.000334059-0.000149534j -0.00812747+0.00785314j -0.00595752-0.00167299j 0.00333543+0.00266478j 0.00380512+0.00130214j 0.00462337-0.00336707j -0.00163596-0.00409851j 0.000987728+0.00573677j 0.00426717-0.00275279j 0.00945631+0.000715298j -0.00178866+0.00377996j 0.000966904-0.000119168j 0.000970658-0.00616208j 0.0021722-0.00245805j 0.00289441-5.55448e-05j 0.00404989-0.00275816j -0.00179664+0.00528448j -0.00094893+0.00101144j -0.00258759+0.00344782j 
0.00666315-0.00260738j 0.00662082+0.00227181j 0.00204132-0.00331243j 0.000823092-0.00469883j 0.00281819+0.00220969j 0.000609347+0.000904987j 0.00406689-0.00166851j 0.00607727-0.000393551j 0.00201103+0.00296907j -0.00121473-0.00113477j 0.00246887-0.00329211j 0.00891551-0.000188279j 0.00617549+0.000484908j 0.0139317-0.0065736j 0.00495677+0.00889793j -0.00302013+0.00455394j 0.0019473+0.00303498j 0.00373156+0.00260129j 0.00340107+0.00126623j -0.00312179+0.00359168j 0.0116102+0.00697633j -0.00493499+0.00851599j -0.006798-0.00622269j -0.00979575+0.000236514j 0.00778761-0.00335014j -0.000939235-0.00180117j 0.00134751+0.000937509j -0.00697937+0.00229136j 0.000911969+0.00109611j 0.00697717+0.00241185j -0.007899+0.00286516j 0.00396861+0.00281763j -0.00272718-0.00113201j 0.00162778-0.00576658j -0.00101204-0.00343701j -0.00552038+0.00443982j -0.000622463-0.00519964j -0.00218718-0.00265065j -0.00193833+0.00593482j 0.00246542-0.000961847j -0.00524349+0.00211448j 0.00513159-0.00648401j -0.00479321+0.00161085j 0.00184788-0.00300624j 0.00143545+0.00735823j -0.00156622-0.00115673j 0.000294002-0.000477456j 0.00278088-0.00559683j -0.00116936-0.00381122j -0.00690457+0.00060934j -0.0076931+0.00327062j 0.00330065+0.000328715j 0.00601103-0.000613183j 0.00163157-0.000612394j 0.00149597-0.00178624j 0.00615871-0.00321766j -0.00253593-0.00251517j 0.0038614-0.00355419j 0.00294938-0.00314385j -0.0044508+0.00071611j 0.00115962-0.00638649j -0.00463302-0.004341j -0.001425-0.00564659j 0.00989366+0.00497041j -0.00243472-0.00709294j -0.00343079+0.00454954j 0.00260646-1.03859e-06j 0.00144385-0.00152863j -0.00752754+0.00811494j 0.0010558+0.00239043j -0.00412569+0.00013583j 0.00268517-0.00399489j 0.0139957-0.00102206j 0.000541724-0.00562429j 0.00544495+0.00382674j -0.00506726+0.00123304j 0.0156861+4.82982e-05j 0.00605183+0.0021313j -0.000570443+0.003619j 0.00187987+0.00100483j -0.00314389-0.00408476j 0.00255749-0.00275072j 0.0113047-0.00447844j 0.000502832+0.00342949j 0.00219877-0.00388802j 0.00103853-0.00152411j 0.00471944+0.00239702j 0.00194589-0.00227671j 0.00558441-0.00796885j 0.00549258+0.00275873j -0.00127916-0.00223183j -0.000360746-0.00346927j -0.00476673+0.00600053j 0.0048566+0.00323897j 0.00306993+0.00286689j 0.00543424-0.002206j -0.0105731-0.00315976j 
-0.00422364+0.00260317j 0.000283531-0.000622108j -4.73916e-05-0.0025717j -3.52412e-05+0.00483762j 0.00172258-0.000904692j 0.00145349-7.03632e-05j 0.000902892-0.00282502j -0.00313891+0.0032627j -0.00434807-0.000889506j -0.00204903-0.00169755j 0.00518511+0.00273534j 0.0108115-0.00321114j -0.00199164+0.000209304j 0.00299152+0.00369494j -0.00210742+0.000202801j 0.00155886+0.00103142j 0.00972883-0.0100484j 0.00136297+0.00122828j 0.0185958-0.00387936j -0.00215935+0.00663977j -0.00696403-0.00531697j 0.000310487+0.00224484j -0.00131632+0.00617802j -0.00543129+0.00535709j 0.00131727+0.00556396j -0.00540904+0.00423449j 0.000861301+0.000382178j -0.00794629-0.00478679j 0.00182725+0.00153024j -0.00489595+0.00582298j 0.00743899-0.000690641j 0.00568518-0.00174456j 0.00834472-0.000332828j -0.00300228+0.00101219j -0.000568644-0.00290537j 0.0010842-0.00332541j -0.00517918+0.00165725j -0.0127806-0.00204542j -0.005165-0.000564447j -0.00717161-0.00116425j -0.011264+0.00416276j 0.00173092+0.00528697j 0.00058871-0.00104891j -0.00464705-0.00463687j 0.005038-0.0049388j -0.00128683-0.00319376j 0.00614141-0.00167687j -0.00795063+0.00366516j -0.00834777-0.00577434j -0.00294942+0.00124325j -0.00912049-0.00156848j 0.00452617+0.00366456j -0.000524739+0.00107926j -0.000916674-0.00901864j 0.000976432+0.00113382j -0.00573159-0.00525073j 0.00245087-0.0041219j 0.00179676+0.00100043j -0.00106738+0.00309406j 0.00248637-0.00461921j -0.00256006+0.00180775j -0.000258548+0.00106393j 0.00132798+0.00481288j -0.00385291+0.00261677j -0.004905+0.00448479j -0.00747399-0.00326608j -0.00319435-0.00310352j -0.0070342+0.00173637j 0.00249138-0.00647814j 0.00175213+0.00236336j 0.00190344+0.00359311j 0.00352655+0.00331195j -0.00150917+0.000316387j 0.000401995+0.00482667j 0.00202795-0.00295893j 0.00108322-0.00696364j -0.00247313-0.00438376j 0.00686906+0.000529962j 0.0017426-0.00286182j -0.00418196-0.00455066j 0.00288317+0.00169214j -0.00564597-0.000675427j 0.000766209+0.0053711j 0.000740571-0.00122082j 0.00244534+0.00117899j 0.00222301-0.0013656j 0.00152854+0.00305376j -0.00179816+0.00676044j 0.00179528-0.000626699j -0.000762756-0.0056899j -0.00256104-0.00385961j 0.000856115+0.00184088j 0.000480615-0.00313306j 0.00420632+0.00517844j -0.00159957-0.000623768j -0.00601926+0.0005121j -0.00116356-0.00182229j 
0.00336348-9.48909e-05j 0.00214733-0.00408189j 0.000917041+0.00106087j -0.00153618+0.00427483j -0.00153894-0.00181763j 0.0057175-0.00191567j -0.0015056-0.00530087j 0.00106421-0.00610946j -0.00179209-0.00120443j 0.00354868+0.00150649j -0.00224515-0.00257315j 0.00624069-0.00222575j 0.00863043-0.00295598j 0.00928426+0.00649702j 0.00108987+0.00269568j -0.00296588+0.00162356j 0.00119195-0.00434604j -0.00065063-0.000216786j 0.00521822-0.00465767j 0.00915987+0.00317242j 0.00884222-0.00544416j 0.00183285-0.00415227j 0.00106963+0.0025029j -0.00383598-0.00273925j 0.00669772-0.000983054j -0.0022298+0.00639893j -0.00525706+0.000457977j 0.00363439+0.00160583j -0.000236867-0.00271698j -0.00101972+0.00258736j 4.84601e-05-0.00314365j 0.00245914+0.00535173j 0.00469273+0.0011624j -0.0110134+0.00594214j 0.000940459+0.00149614j -0.00283265+0.000452373j -0.00179828-0.00275377j -0.00582786+0.00467467j 0.00368051-0.000485125j 0.00136212-2.46615e-05j -0.00779942+0.00479057j 0.00649139+0.00015636j -0.00550793-0.00465721j 0.00434801+0.00172795j -0.0038028+0.00175266j -0.0020546+1.42181e-05j 0.000470301+0.00262056j 0.0105619-0.00205435j 0.000507421+0.00627272j -0.0101562+0.00819058j 0.00467047+0.00451523j -0.00371551-0.000537887j -0.00278044+0.000918802j 0.0074789+0.00524598j -0.00814362+0.00115556j 0.00539579-0.000916057j 0.00765986-0.0046613j 0.000581562-0.00869889j -0.00308444+0.00569452j -0.00369831-0.00479771j -0.00516282+0.00606633j -0.00541586-0.00392929j 0.00300221+0.00244377j -0.00291439-0.00349854j -0.00147526+0.00208994j 0.00737691-0.00411728j 0.00556383-0.00370916j -0.0031943+0.00239366j -0.00253192-0.00499982j -0.00615356-0.000957058j -0.00119841-0.00772928j -0.00487686+0.0046933j -0.00259016-0.00475943j -0.00130982-0.00245416j 0.00171715-0.00421858j 0.00102723+0.000442448j -0.00641495-0.00493922j -0.00123171-0.00670559j 0.00629393+0.0035685j 0.00464399-0.00304024j 0.00282663+0.00503612j 0.00106836-0.00192741j -0.00559571+0.00108551j -0.00159649+0.000708572j 0.00171035-0.00398896j -0.0012566-0.000832219j -0.00430775-0.00829345j -0.000271013+0.000390108j -0.00067404-0.00610319j -0.00413963+0.00359352j -0.00425598+0.00293683j 0.00122695+0.00333788j 0.00123192+0.00236799j -0.00487852-0.00130251j -0.00247533+3.76186e-06j 0.00401622-0.000303044j -0.000574724+0.00151234j 
0.00158992-0.000840398j -0.00125174+0.000475931j 0.00138488-0.0017042j 0.000152534+0.000235427j -0.00371138+0.00588392j 0.0013459+0.00474365j -7.84857e-05-0.00136777j -0.00374343-0.000645386j -6.48731e-06+0.00198295j 0.000730802+0.00440523j -0.00164252+0.0014386j -0.00944105-0.00649286j -0.0021713+0.0128826j 0.00199362+0.00389964j 0.00212361-0.00346152j 0.00678472-0.00365917j -0.00423575-0.0200563j 0.00189463+0.00812696j -0.00958799-0.0192363j -0.00656336+0.00101496j 0.00349775-0.000886665j -0.00148122-0.00223084j 0.00752262+0.0114377j 0.00255679+0.000560045j -0.00330135+0.00353517j 0.00357785+0.010266j -0.00877215-0.00429541j 0.00348345+0.000720781j 0.00216446-0.0100149j 0.00208363+0.0049824j 0.0012561-0.002323j 5.39752e-05+0.00418293j 0.00230829-0.00614745j -0.00265297+0.00368965j 4.63584e-05-0.00191191j -0.00661484+0.000729183j 0.00222588-0.004358j 0.00386805-0.00345738j 0.00546728-0.00179397j 9.43655e-05-0.0024497j -0.00263412+0.00266404j 3.05953e-05-0.0016415j -0.00158223+0.00601542j -0.00557246+0.0067874j 0.00247867-0.000193208j 0.0040278+0.00161397j 0.00497077+0.00595081j 0.00920642-0.00577977j 0.00599178+0.00103474j 0.0016931+0.0128122j -0.00650131-0.00366231j -0.00155882-0.0044928j -0.00224762-0.000844498j -0.00105814-0.00182366j 0.0035262+0.00843456j 0.00345798+0.00548755j 0.00597482-0.00228349j 0.00193437-0.00715485j 0.00455892+0.000412617j -0.000684006+0.0069438j -0.000937871-0.00109661j -0.000771287+0.000299153j -0.0050566-0.00713419j 0.00139957+0.00534096j 0.000954445+0.00102533j 0.00328436+0.00634096j 0.000484375-0.00254195j -0.00369587+0.00101158j 0.00611785+0.00586884j -0.000726547-0.00194996j 0.00177409+0.000965318j 0.00257899-0.00289682j 0.00682484-0.000862724j -0.00619795-0.00388483j -0.00279186-0.00452136j -0.00191182-0.000630525j 0.00543441+0.00709899j -0.00246354+0.00194039j -0.00037717-0.00692047j -0.00239386-0.0057659j -0.00486602-0.00534981j 0.00555952+0.00446855j 0.000669909-0.00434771j -0.00286544-0.00132498j 0.0021846-0.000996205j 5.80111e-05+0.00173069j 0.00150307+0.00191542j -0.000137559+0.000297731j -0.00279231+0.00206645j 0.00450566-0.000233553j 0.00344292-0.00238661j -0.00196928-0.00582643j 0.00120211+0.00335898j -0.00118464-0.00217562j -0.000530641-0.00116075j -0.00240438+0.00116194j -0.00212941-0.00217956j 
-0.0021402+0.000869274j 0.000523552+0.00493203j -0.00646356+0.00247297j -0.000633703+0.00148697j -0.00300614+0.00275332j -0.0038564-0.0044123j -0.00146015+0.00649495j 0.0062318-0.00756757j -0.0049443+0.00444996j -0.00363073-0.00706987j -0.00110767+0.00376209j -2.40934e-05-0.00109828j -0.00580024-0.0014867j -0.00147653+0.00901633j 0.0048991-0.00369348j 0.00998882+0.000840382j 0.015529-0.00698289j 0.0031699+0.00421901j 0.0131669+0.0015506j -0.00429906+0.00559238j 0.0040278-0.0177021j 0.000693689-0.00621608j -0.0050834+0.00530022j -0.00512533+0.00890326j 0.000616702+0.00163409j -0.00382504-0.00525315j -0.00238905-0.00425541j -0.00247326+0.00105887j 0.00765962-0.00382811j 0.0098114-0.000282682j -0.00338251+0.010613j 0.00313059+0.0056632j 0.00337959+0.00442141j 0.00203581+0.00447315j 0.00483222+0.000887458j -0.000639755+0.00595829j -0.000879388-0.00206746j 0.00626614+0.00159836j -0.00587671+0.00356949j 0.00601508+0.00156168j -0.00464536-0.00524819j -0.00213034-0.0041066j 0.000199963-0.00157286j -0.00557851-0.00619643j 0.00290808+0.000397081j -0.0038685+0.00107096j -0.00396545+0.00109894j 0.00282409-0.00346284j -0.00742227+0.00352083j -0.000934022+0.0137515j 0.000881437-0.00301007j -0.000541662+0.00520015j 0.00170344-0.00256385j 0.00206398-0.0027589j -0.00676043+0.00575065j 0.00106632-0.00750952j -0.00172426+0.00391851j -0.000620851+0.00374333j -0.0077412+0.00632778j 0.00169646-0.00757029j 0.0030377-0.000869898j -0.00109634-0.00376485j 0.0014458-0.0005186j -0.00344746-0.000608756j 0.00366874+0.00289229j 0.00119373+0.00388116j -0.00200918+0.00202924j -0.000192855-0.00796298j 0.00230774-0.00213949j -0.000907831+0.00194657j 0.00295734+0.00491677j 0.00488761+0.00647002j -0.00133442-0.00685174j 0.000600823-0.00787182j 0.00559366-0.00205378j -0.00244944+0.003025j -0.00374798+0.00369153j -0.00104432+0.00953643j 0.00508608-0.00222795j 0.0043539-0.00189802j -0.00400447+0.00508203j -0.000678166+0.00543619j 0.00115657-0.00153912j 0.00141867+0.0028595j 0.000904498+0.00294252j -0.00312098-0.00439406j 0.00490642-0.000793844j 0.00401461-0.00487582j -0.00245643-0.00564056j -0.00178082-0.00114991j -0.000790936-0.00474458j -0.00407096-0.00102162j 0.00191091+0.0013812j 0.000584976-6.63196e-06j 0.00310337+0.0018679j 0.00127244-0.00143431j 0.00139231+0.00223456j 
-0.000803761+0.000886178j 0.00126359-0.00116482j -0.00328909-0.0037678j -0.00245727-0.000136002j -0.00199489-0.00220137j -0.00137218+0.00194636j 0.00119673+0.00283761j 0.00624034+0.00336071j -0.00423364-0.00330781j -0.000292991+0.00125979j 0.00053836+0.000672555j -0.00144717+0.00563314j 0.000965351-0.000248357j 0.00326513+0.00100583j 0.000420218-0.00366462j -0.00224032+0.00285035j 0.00441918+0.00714891j 0.00103927+0.00239742j 0.0035856+0.00282341j 0.000492002+0.000825802j 0.00866347+0.00103425j -5.16833e-05+0.00365361j -0.00786832-0.00699844j -0.00621385+0.000737819j 0.00483614+0.00138171j -0.00151232-0.000865815j -0.000282058-3.13049e-05j -0.00621824+0.000140787j -0.000348013+0.00443622j 0.00549338-0.0014123j 0.00423771-0.00452251j -0.00211853+0.00126444j 0.003822-0.00249133j -0.00204948-0.00101109j -0.00914297+0.0055948j 0.0013807+0.00129044j -0.00199152+1.57549e-05j -0.00657153+0.00187271j 0.00023541-0.00454376j 0.00153721+0.00544166j -0.00503214+0.00848874j 0.00218006+0.00109141j 0.00444098-0.000472297j -0.00735591+0.00431588j 0.000381717-0.0048783j 0.00462034-0.00588761j 0.00127351-0.00551715j -0.000342198-0.000707875j -0.00288774-0.00286934j -0.00346938-0.00236426j 0.00101266+0.0080433j -0.00367199-0.00409897j 0.00469436-0.00603303j -0.00398682+0.00373971j 0.000857329-0.00167131j -0.00503546-0.00260503j -0.000213036-0.00569111j -0.00269407-0.000631165j 0.00102181-0.00626109j 0.00720188+0.00842752j -0.00456256+0.000510464j 0.00554405-0.00324541j 0.00366069-0.00326073j -0.00487972+0.00496987j -0.00222736+0.000136198j 0.00152078+0.00502213j 0.000568153+0.00153122j 0.00339161+0.00021673j 0.00981509+0.00218182j -0.0016349-0.00555198j 0.00602511-9.94663e-05j -0.00163879+0.00108665j -0.0056282-0.00749959j 0.00366429-0.00235118j -0.00214362+0.00149671j -0.00125685+0.00341611j -0.00682542+0.00106547j -0.00233583-0.00224089j -0.000765072-0.00366646j -0.00200416-0.00119133j -0.0021839-0.00680925j 0.00142936-0.00133214j 0.000691289-0.00520228j 0.000327621-0.00172636j 0.00480868-0.000511939j -0.00882736+0.00138064j 0.00547776+0.00555981j -0.000610486-0.00197071j -0.000924946+0.00208874j -0.00469154+0.000854107j 0.00163573+0.000554335j -0.00138893-0.00291832j -0.00284612+0.00258532j -0.00191645+0.000456848j -0.00136627-0.00063193j -0.00136644-0.000508035j -0.00062604-0.000697046j 
-0.00415115+0.00205777j -0.00560934+0.00163629j 0.00297757+0.00196986j 0.00312566-0.003924j 0.00166849-0.00749678j -0.00304663+0.00245371j 0.00390724-0.00345921j -0.00131617+0.000182917j 0.00124809+0.00160412j 0.00165791+0.00577152j 0.00250824-0.00366943j 0.0104233-0.00853756j -0.00403798+0.00314442j -0.0050642+0.00855869j 0.00365467-0.00259893j 0.00385624+0.00580601j 0.00453804-0.00336742j -0.000392056+0.000832312j 0.00650595-0.0102123j -0.00549089+0.00638038j -0.00223305+0.0062319j 0.00040668+0.00518595j -0.0109254+0.00622891j 0.00335242+0.00487722j -0.00767063+0.00353128j -0.00394629+0.00603955j 0.0010765-0.00159518j 0.0037762+0.00348275j 0.00960752+0.00405727j 0.0012804-0.0012785j 0.00280342+0.00283549j -0.00644024-0.00734886j 0.00259764+0.00207316j -0.00449691-0.00155177j 0.00859948-0.00420431j -0.0106298-0.00376871j -0.00010973-0.00574982j 0.00758188-0.003116j -0.000969328-0.00278691j -0.00363086+0.00481266j -0.000225654-0.000329764j 0.00145481+0.00471795j -0.000129687+0.000923188j 0.00213357+0.003801j -0.00184916-0.000227717j -0.000791045+0.0033087j -0.0059183+0.00201687j -0.000218145+0.00244281j 0.00678343-0.00411527j -0.0128252-0.00374061j 0.00695331-0.000306238j 0.00345282-0.010544j -0.00514276-0.000607278j -0.000344981+0.00770621j -0.00265679-0.00840391j -0.0013438+0.0032115j -0.000995714+0.000358392j 0.000921926-0.00230636j -0.00672677-0.00891701j -0.000466544-0.00143963j 0.00214583-0.00381788j -0.00093477+0.00145439j 0.00152502+0.00817995j 0.00135995+0.000651755j 0.00165006-0.00240106j 0.00120258+0.00682623j -0.000124581+0.00286176j 0.00401154+0.000298937j -0.0043737-0.00197605j -0.00261445-0.00980546j 0.00514387+0.00418098j 0.00252797-0.00685829j -0.00208657+0.000824767j -0.00644975+0.00323259j 0.0044754+0.00626818j 0.000353419-0.000378292j -0.00470439-0.000266879j -0.00315796-0.00193633j 0.00253201-0.00250557j 0.00776961-0.00487466j 0.0041282-0.00334964j 0.00174055+0.00921759j -0.0011521+0.00128878j -0.0045163-0.000452644j -0.00161494-0.00211178j 0.00143817-0.00402099j 0.00201013-0.00471905j 0.000405048+0.00147524j 0.00184582+0.00198192j -0.00123743-0.00189584j 0.000394844-0.00305918j -0.0035919+0.00392484j 0.000609385-0.000995078j -0.00219717-0.0011188j 0.000162867+0.00159741j 0.000765077+0.00275381j -1.47025e-05+0.000988892j 
0.00280462+0.00221168j 0.00335898+0.0023659j -0.00286728-0.00270755j -0.00220955-4.22621e-06j 0.00115054+0.00326321j -0.0033049+0.000937819j 0.000306997-0.000703582j -4.26455e-05+0.00571348j 0.00197051+0.000559962j -0.000809901+0.0050665j -0.00201009-0.00187207j -0.00618988-0.0035143j 0.000589616-0.00191799j -0.00691636-0.00767278j -0.00681672+0.0041218j 0.00329478+0.00506198j -0.00651623+0.00451724j -0.00196724+0.00137136j -0.00163991-0.00271324j 0.00530065+0.000774577j 0.00104175+0.0106242j 0.000593778+0.00337369j 0.00615329-0.00492991j 0.0101431+0.00477646j 0.00315293+0.00082179j -0.00555986+0.000665515j 0.000304435-0.00544339j -0.00311882-0.00975667j 0.000544724-0.00217453j -0.00423978-0.00457295j -0.00304316+0.00390633j -0.000284075-0.00221121j 0.001102-0.000290056j -0.00502718-0.0106433j -0.00404516+0.00367075j 0.000283817+0.00214325j 0.00722599-0.0114846j -0.00260978-0.0102156j 0.00105958+0.00407287j 0.00710202-0.00426459j -0.0116421-0.00811185j 0.00563451-0.00305214j -0.000276684-0.00253239j -0.00178359+0.00731445j -0.00852629+0.00515504j -0.00261616-0.00190041j 0.00174836-0.00196904j 0.0071928-0.0111342j -0.00264345-0.00769795j -0.00323511-0.00724848j 0.00395988-0.0100006j -0.00137917+0.00372527j 0.00035734+0.00218891j -0.00658373+0.00165491j 0.00126889-0.00470475j -0.00348427-0.00729427j 0.00310318-2.20921e-05j 0.00165702+0.00321073j -0.00144163-0.00199579j 0.00144079-0.00719344j -0.00198506-0.00113249j 0.00396232-0.00255825j 0.00278152-0.000679299j -0.00394805-0.00442483j 0.00449206-0.00594462j 0.0028074-0.00106035j 0.00318249-0.00259567j -0.000799034-0.0069541j 4.50489e-05-0.00449909j 0.00512302+0.000959504j 0.00565638-0.00279538j -0.000674314+0.00455795j -0.0033301-0.00235609j 0.00189492+0.000554165j -0.00119918-9.22274e-05j -0.00315723+0.00223693j -0.00527419+0.00140945j 0.00933814+0.0090181j -0.00185977+0.00474608j 0.00194836+0.00534554j -0.00467421-0.00167407j 0.00166734-0.00418924j -0.00373311-0.00341877j 0.00262529+0.0017078j 0.00285327+0.00152524j 0.00217245+0.000945464j 0.00568881-0.00140951j 0.00354592-0.00495378j 0.0025431-0.00513494j -0.00473279-0.00187216j -0.00499779-0.000834966j -0.000813632-0.00167768j 0.00232735-0.00333828j 0.000720381+0.000221468j -0.000334097+0.000538789j -0.000897929-0.0029678j 0.00276248+0.000741988j 
