0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
-0.000969447-0.00256458j -0.00502511+0.00196062j -0.0040932-0.00445974j 0.0043699-0.00713463j 0.00805532+0.00685623j 0.00100007+0.000581071j -2.40852e-06-0.00378455j 0.000619429-0.00447457j -0.00483901+0.00601908j 0.000655726+0.0086295j -0.00301172+0.00343741j 0.00559774-0.00194579j -0.00757535-0.00462156j 0.00305615+0.000402366j -4.31646e-05+0.00164441j 0.00552209-0.00391865j -0.0100074-0.0109771j -0.00398105+0.00244239j 0.00233757-0.00262749j -0.00309485-0.00359861j -0.00372674+0.00588597j 0.000482514-0.000799721j -0.00507222-0.000673244j 0.000764388-0.00247089j 0.00167364+0.00477204j -0.00237602-0.00345126j 0.00052459+0.00814885j -0.00627447-0.00113081j -0.0130235+0.000954715j 0.0136003+0.00105117j -0.0122483+0.00589006j -0.00381888+0.000531868j -0.00605849+0.00381924j -0.000725995-0.00187188j 0.00890526-0.0100374j 0.0018299+0.00623717j 0.00198032+0.00381231j -0.00565555+0.00156622j -0.00201305+0.00881868j 0.00300514+0.00395691j 0.00735234+0.00174945j 0.000877395-0.00758351j 0.00204625+0.00457365j -0.000939444-0.00254639j -0.00417912+0.00474907j -0.000589523+0.00206453j -0.0109268+0.00239142j 0.0107392+0.00757254j 0.00500827-0.00885307j -0.0035599-0.00313603j 0.00356124-0.010208j 0.00326194-0.00722435j -0.00458165-0.00520462j -0.00318893+0.000619228j -0.00415088-0.00201454j 0.000708317-0.00782701j -0.000240967-9.3556e-05j -0.00537195-0.00661597j -0.00127167-0.00248634j -0.00290609-0.00697513j 0.00197786-0.00488516j -0.00206495+0.0133699j -0.00376365+0.0057612j 0.00342359+0.0062082j 0.00164248+0.000597797j -0.00291503-0.00062633j -0.00795236+0.00310289j 0.00111344+0.0053234j 0.00455508-0.00140788j 0.00116388-0.00357102j 
0.00717583-0.00436805j -0.00876014-0.00954601j 0.00135119-0.0120497j 0.00745832-0.0190997j 0.00848628+0.00524203j 0.0174009-0.0109157j -0.00261988-0.00348147j -0.0104856-0.020958j 0.0100569-0.00505255j 0.00267658+0.0127127j -0.00361803+0.00636746j 0.00842588-0.00471553j 0.000248198+0.00378886j -0.00596189-0.00254733j 0.00138793-0.000306849j 0.00597799-0.00416324j -0.00391164-0.00841465j -0.00395847-0.011015j 0.0100724+0.011263j 0.00400262+0.000399372j -0.00454194-3.68259e-05j -0.0117611+0.01715j 0.00820829+0.000846591j -0.00105896+0.000547308j -0.00168858-0.00102403j -0.00177674-0.0032451j -0.00215438+0.0054152j -0.0107824+0.0121932j -0.000927879-0.00426066j 0.0126899+0.0121596j -0.00415275+0.00249745j 0.006592-0.00671323j 0.000773698-0.00760778j -0.0109222-0.0124379j -0.00358687-0.00600375j 0.0112236-0.00114284j -0.00356016+0.00360247j -0.00114287-0.00239101j -0.00644476+0.00940181j -0.00334781-0.00679499j 0.00256819-0.00597069j -0.00324982-0.00640137j -0.00161429+0.00532626j -0.000297096+0.00280023j 0.002433-0.00129323j 0.00113634+0.000107082j 0.00717985-0.00186273j 0.00104897-0.0050098j 0.00494341+0.00382429j 0.00361667+0.00879345j 0.00212213-8.6073e-05j -0.00567252+0.000205473j -0.0108898-0.00757448j 0.00288716+0.00728262j 0.00441845-0.000258014j 0.00450271+0.00148393j 0.00328414-0.00277388j -0.00124268-0.00071463j -0.00512575+0.00427662j -0.000888142-0.00516414j 0.00264074-0.000703937j -0.00421899-0.00239967j 0.00159383-0.00159899j -0.00845448-0.00326566j 0.000997104-0.000442075j -0.0217787-0.000506852j 0.00551915-0.00403057j -0.00687556+4.3137e-05j 0.00255561+0.000798437j -0.00480405-0.00124982j 
-0.00250335-0.00195183j -0.00270267+0.00272439j -0.00500755+0.00719351j 2.11826e-05+0.00252692j 0.0125166+0.00793019j -0.00689267+0.0102515j -0.0058982-0.00359358j -0.000276774-0.00652051j 0.00899079-0.00356973j 0.00995967-0.00893724j 0.00711078+0.000363148j 0.00484157+0.00329617j -0.0032307-0.00246279j 0.00129448-0.0045436j -0.00203118+0.00617525j 0.000424005+0.00209002j -0.0067404+0.00565953j 0.00422841+0.0085049j 0.00939434-0.0100351j -0.0148807-0.0170689j 1.92826e-06-0.00265007j 0.00255067+0.00434078j -0.000272758-0.00608969j -0.0067881-0.00748058j 0.00437366+0.00320733j -1.6239e-05+0.0117502j -0.0084586-0.000617082j 0.00134349-0.00871339j -0.00126556-0.009955j -0.00433781-0.00542067j -0.00642302+0.00745126j 0.00192639-0.0144058j 0.00353141+0.00599209j 0.00157587+0.00999773j 0.00691503+0.00310815j -0.000770052-0.00710247j 0.00119821+0.0064125j -0.00856622-0.00711315j 0.00573044+0.0104532j 0.000984059+0.00272361j -0.011617-0.000726351j 0.00199609-0.0025726j 0.00451873-0.00447444j -0.00405546+0.0058499j 0.00185906+0.00482234j 0.00786648-0.00976002j 0.00212712-0.00809783j -0.00401657-0.000904829j 0.010445-0.00369732j -0.000991576-0.000909813j 0.00791508-0.00022978j -0.00539062+0.00478306j 0.00802484+0.00335449j 0.00181731-0.00525414j 0.00344509+0.00811772j -0.00165059-0.00141573j 0.0063015-0.00335074j 0.00262001-0.0011275j -0.000460835-0.00509318j 0.00212025-0.00565739j 0.00351876-0.000363847j 0.00479357-0.00459537j -0.00465468+0.00106512j -0.00299616+0.00806948j 0.000122976+0.000558624j 0.00678098-0.011188j 0.00821812-0.00186075j -0.00140041+0.00126688j 0.0025948+0.0010176j -0.00224111-0.00150233j 
-0.00201129+0.00112602j 0.00364507-3.28957e-05j 0.00496944-0.00626039j -0.00140153+0.000762348j -0.0158404-0.00470323j 0.00161086-0.00814895j -0.00180599+0.00191947j -0.00465187+0.0126896j -0.00850702-0.00297469j -0.00995046+0.00468631j -0.00398701+0.0053574j -0.00770839-0.00222955j -0.000503104+0.00500562j -4.605e-05+0.00143855j 0.00313175-0.00670759j 0.00395042+0.00367526j 0.00933181-0.0107192j -0.00553416-0.00162504j -0.00855726+0.00565443j 0.00390076+0.0127428j -0.00411299+0.00686009j 0.00877183+0.00402999j -0.00659461+0.0038828j 0.016338+0.00903117j -0.0066507+0.000773658j -0.000826005-0.0154456j 0.00769176+0.000392892j -0.00161015+0.00217123j 0.0021554-0.00209625j 0.00532892+0.000965984j 0.000682183-0.00449854j -0.000776973+0.0142348j -0.0105069-0.00613182j -0.00211582-0.00473405j -0.00146137-0.00337214j 0.00117647+0.0044717j 0.0036102-0.0012572j 0.00105845-0.000994928j -0.00193359-0.00561667j -0.00157136+0.00347368j 0.00535474+0.00435124j 0.00111479+0.00412378j 0.00278806-0.00349505j -0.0013517-0.000437179j 0.00155549-0.00334826j -4.99132e-05+0.00682449j -0.00404666+0.016609j 0.00065705+0.000219374j -0.00689404+6.63433e-05j 0.000597941-0.00868495j -0.00461984+0.00665134j 0.00561251-0.000800552j 0.00175458-0.00633002j -0.000403987+0.00946236j -0.00419904-0.0158591j 0.0035008-0.00106889j -0.00334901+0.000453273j -0.00165335+0.00216205j 0.00825837+0.00216961j -0.00231844+0.00212592j -0.00346252-0.00187512j -0.00368611+0.000192349j -1.82176e-06-0.00222708j 0.00121364-0.00246413j -0.000617457-0.00331454j -0.000316781+0.00648257j -0.0053643+0.00186865j -0.00585513-0.00207375j -0.000351075-8.62076e-05j -0.00167794+0.00127362j 
0.00458621-0.000220525j -0.00333144+0.00303892j -0.00451571-0.000224198j 0.00388622-0.00334986j 0.00379426+0.00305892j 0.00559077-0.00489398j 0.00199375+0.00278831j 0.00104797-0.00168516j 0.000104381+0.00808831j 0.0108717+0.00621603j -0.00124908-0.000956319j 0.0025489-0.00335533j 0.00241985-0.00218443j -0.00987299+0.0121318j -0.000850667+0.00411329j -0.00215161+0.000106445j -0.00791538-0.00159055j -0.00552125-0.0058601j 0.00335048+0.004249j 0.0150482+0.00496116j 0.00720136-0.00267147j -0.0070809-0.00054458j -9.81079e-05+0.0025515j -0.00354282+0.00151727j 0.00565982+0.00163572j -0.000844332+0.00146455j 0.00561098-0.00303463j -0.00385625+0.00319868j -0.0062166+0.0143878j 0.00626503-0.000113287j 0.00137156-0.000436755j 0.00161351+0.00147228j -0.000255117-0.000263417j 0.000740954-0.00799848j -0.00986943-0.00659149j -0.00255391-0.00141369j -0.0120041+0.00108703j 0.00880829+0.00733412j -0.00286956+0.00106597j 0.000665452-0.00604116j 0.00257564-0.00747294j -0.00259944+0.00413851j -0.00236661+0.00942539j 0.00397169-0.0123366j -0.00531058-0.00321042j -0.00190008-0.00139304j -0.000503636-0.00948284j 0.00106673-0.00847181j -0.00128294-0.00137147j 0.00542472+0.00405596j 0.000661019-0.00557869j 0.00135984-0.00663087j -0.00484991+0.00504542j -0.00255211-0.000889654j -0.00217685+0.0077326j 0.000294836+0.00218512j -0.00605772+0.00841233j -0.00554887-0.00772488j -0.00239558+0.00573892j 0.00377489+0.0073451j 0.00485684+0.0013413j 0.00227823+0.00656736j 0.00151239-0.00173964j -0.000481545-0.00313681j -0.000468272+0.00202702j 0.00113674+0.0140952j -0.00187668-0.000173601j -0.000916136+0.00143215j 0.000253194-0.00184224j -0.000819415-0.00246651j 
-0.00311013-0.00165591j -0.000160938+0.00425343j 0.00176747-0.00158699j 0.00693559-0.00578058j -0.00374273-0.000736683j 0.00379168+0.00468578j -0.00830627+0.0085413j -0.00141199-0.000162468j 0.00681817+0.000581515j 0.00238252-0.00716969j 0.0072604+0.00746647j 0.0060412-0.0084398j -0.0144585+0.00652512j -0.00197554-0.00823203j -0.000194741-0.000266334j 0.00347777+0.00416874j 0.00148914-0.00624589j 0.00571481+0.00490671j -0.000515365+0.00731964j -0.00815818+0.00806343j -0.00148113+0.00266886j 0.0156022+0.00452408j -0.00243571+0.00502697j 0.00719965+0.00364727j -0.00420723+0.0025355j -1.85242e-05-0.00388774j 0.0166099-0.00835945j 0.00130655+0.00031585j -0.0176313-0.010349j 0.000685399-0.00328513j -0.00925017-0.00355903j 0.00799747+0.000780621j -0.00599352-0.00493874j -0.00699099-0.00326456j 0.00970318-0.00256259j -0.00283731-0.000957126j -0.00488133+0.00869724j -0.00685033-0.00580264j 0.00201933+0.00729118j 0.0139809-0.0059846j -0.0111741+0.00466637j -0.00379109-0.00673976j 0.00448586-0.00276763j -0.000823071-0.0011j 0.0012672-0.00664491j -0.00566412-0.00989219j 0.00620924+0.0154023j -0.00218444-0.0148397j 0.00170271-0.0159181j 0.00319521-0.0136829j -0.000462764+0.00757134j 0.00338694-0.00379607j 0.0113632-0.00855368j 0.00252239-0.000811329j 0.00131083-0.0126825j 0.00348338-0.00332769j 0.00241329+0.0082323j -0.00124805+0.0100763j 5.12796e-05+0.00325182j -0.0070737-0.002036j 0.00029645-0.00712185j 0.0111918+0.00317423j -0.00698714-0.00542824j 0.00354891+0.00552062j 0.000757301-0.0012914j 0.00102421+0.00123758j 0.00568061-0.000795888j 0.00622421+0.00533929j 0.00303202-0.000228738j 0.00169042-0.00284771j 
-0.00245526+0.00146917j 0.00309518+0.00407275j 0.00111911+0.00300796j -0.00484151+0.00405135j -0.00763396-0.00668775j -0.00220171-0.00078546j 0.00232256-0.000491886j -0.00274152+0.0047519j -0.000616904+0.00193774j -0.00418623+0.000499324j -0.00127803-0.000609281j 0.00192349-0.00607144j -0.00679127-0.00534813j 0.00282637+0.00234581j -0.00230066+0.00248624j -0.000369227+0.00573263j 0.00582654+0.00078263j 0.00419363+0.00152848j -0.00436432+1.88967e-05j -0.00753012+0.00383638j -0.00396242+0.00263089j 0.0054406+0.000326545j -0.00454793+0.00093543j 0.00297731-0.00199j -0.00263611+0.00076976j -0.00442719-0.00269291j 0.00448436+0.000797661j -0.00164032-0.00150635j -0.0035622-0.000248883j -0.00363075-0.00015581j -0.00294704-0.00250395j -0.00128913+0.00113199j -0.00409365-0.00279593j 0.00343255-0.00347044j -0.00131966+0.00184256j -0.00283614+0.00262992j -0.000818791-0.00709391j 0.000723096+0.00299186j -0.00227123+0.000781504j 0.00475273+0.00346171j -0.00191148+0.00180837j 0.000927401-0.00444502j 0.00259003-0.00435266j -0.00186244+0.00268727j 0.000798531+0.00444499j -0.00161622-0.0038525j -0.00561405+0.00609642j -0.00480039+0.000130123j 6.09467e-05-0.00447136j -0.00147143-0.00500935j -0.00131039+0.000274994j 0.00549421-0.00355185j 0.00475711-0.00263509j -0.00457454-0.00144449j 0.00192132-0.00680691j 0.000527683-0.000104145j 0.00264145+0.00112947j -0.000229137+0.00566588j 0.00289435+0.000168961j 0.000998169-0.00368j -0.00346821-0.00228778j 0.000788637+0.005034j -0.00210244-0.00377356j -0.00200798-0.00209077j 0.000728742-0.000864204j 0.0021524-0.0047095j 0.00179355+0.00417285j 0.00154021-0.00490356j -0.00210073-0.000278354j -0.00286675-0.00122497j 
0.000577954+0.00166044j -0.00070279+0.000330098j -0.00962385+0.00165062j 0.00427902-0.000625628j -0.00329978+0.0117156j -0.00141477+0.00044054j 0.00162666+0.00733196j 0.00970918-0.00103376j -0.00133056+0.00691145j 0.00160058+0.00442085j 0.0100022+0.00426375j 0.00697957-0.00113315j -0.00797735-0.00223614j -0.00506791-0.000478742j -0.00121539-0.00313607j -0.000408452-0.00111277j 0.0013478+0.00112858j -0.0113124+0.00479244j -0.00320389-0.00319365j -0.000880812-0.00454208j -0.001881-0.00303597j 0.00582721+0.00578667j -0.0129572+0.00170899j -0.00290074-0.00522939j 0.00892214+0.001011j -0.000324965+0.00292021j 0.0012645-0.0068474j -0.0027918-0.00334862j -0.00089146+0.00422511j 0.00557598+0.000188061j -0.00216406+0.00341929j 0.00662603+0.00310874j -0.00299224+0.00249876j 0.000944495+0.00869962j -0.00408656-0.0122152j -0.00105746+0.00134831j -0.00552509+0.00706241j -0.000469386+0.00310017j 0.00308636-0.00113319j 0.00674442-0.00132624j -0.00262621+0.00900198j 0.00253505+0.00329487j 0.00344581+8.8188e-05j -0.00125956+0.000937507j -0.00424094-0.00310098j 0.00448841+0.00651509j -0.00508481+0.00251762j 0.00429939+0.00234167j -0.00494271-0.00919291j -0.00238716-0.00321012j -0.00241196-0.000610443j 0.00895772+0.00748882j -0.00287018-0.00274046j 0.000422218+0.000151827j -0.00355783-0.00701956j 0.000832799-0.00679479j 0.00118683+0.0043625j -0.0039411-0.00339233j -0.00226315+0.00378726j -0.003257+0.00813111j 0.000232447+0.00850917j 0.00367818-0.00130332j -0.00426912-0.00932632j -5.22096e-05+0.00753502j 0.000848132+0.000467915j 0.00247859+0.00605158j -0.00479837+0.000530963j -0.00180451-0.000827029j -0.000648418-3.56664e-05j -0.00224832-0.00277204j 
-0.0032386+0.00234055j 0.00658749+0.00435996j 0.00414126+0.00268893j -0.0033085+0.00518474j -0.00500447-0.01393j -0.00810488+0.00488393j 0.00286438-0.00340595j -0.00253222+0.00740746j 0.00721874+0.00465074j 0.00377598+0.00429698j -0.00584381-0.0010621j 0.00201343-0.000398827j 0.00136771-0.00188704j 0.00364641-6.40452e-05j -0.00306474+0.00494999j -0.000534208+0.00270095j 0.00266902-0.00767844j 0.0128228-0.00262446j 0.00597126+0.0062662j 0.00715777+0.01375j 0.00857055-0.000228196j -0.000280885-0.00526286j 0.000386345-0.00142295j 0.00550637+0.000361726j -0.00765802+0.00128263j 0.000131285-0.00626677j -0.00490768-0.000934849j 0.0111131+0.00292682j -0.00370026+0.00765317j -0.00344526+0.00164305j 0.00101319-0.00278768j -0.0022582+0.00182951j -0.00264253+0.00127071j -0.00127732-0.00414199j 0.00156343+0.00729303j 0.00231591-0.00205949j 0.00212771-0.000552251j 0.00341827+0.00411284j -0.00389262+0.00302569j 0.00289506-0.00248463j 0.00126999-0.00511264j -0.000896708-0.00568553j 0.000126137-0.000676932j -0.000145134-0.00205363j 0.00251782+0.00572642j -0.0028747-0.00695888j 0.00921987-0.00789135j -0.00505981-0.00508394j -0.00464326-0.00212042j 0.000460826+0.00272183j -0.00173732+0.00223026j -0.00395324-0.0102375j -0.000339236+0.00449257j -0.00362416-0.00322993j 0.000805168-0.00118642j 0.00052694+0.000261399j -0.00279632+0.00779516j -0.000847861+0.00542838j -0.00172518+0.00163641j 0.0044351+0.00091535j 0.0029868-0.00178572j 0.00705342+0.00315568j 0.00136221-0.001428j -0.00143654-0.00635764j -0.00091627+0.000650322j -0.00141246-0.00301108j 0.00281366-7.5931e-05j 0.00345337+0.00107809j -0.00145561-0.00124143j -0.00137295-0.0015132j 
0.00265311-0.00295556j -0.00520421-0.00254943j 0.00491636-0.00095924j -0.00119262-0.0040514j 8.85885e-05+0.00166966j 0.00975599-0.00615079j -0.00605815-0.00521951j -0.00152691-0.00310291j -0.00745305+0.00142232j -0.00234957-0.00554637j 0.00229957+0.00113047j -0.0063742+0.000514185j -9.53906e-05+0.00242065j 0.00161531+0.005122j -0.00526012-0.000928457j 0.00508713-0.00187577j -0.000232093+0.00832972j -0.00232737-0.00127786j -0.00490956+0.00361808j -0.00118792-0.00597017j -0.00977753+0.00424099j 0.00645582-0.012798j 0.0138067+0.00458484j 0.000231464+0.00320306j -0.00278553+0.0116512j 0.00095837+0.00464821j 0.0124063-0.00185069j -0.00980292+0.000463657j -0.00677816-0.00570699j 0.000452149-0.0102861j -0.00122679-0.00225599j 0.00455348-0.00601878j -0.00101163-0.00336944j -0.00467615-0.00766793j -0.000371781+0.00336782j -0.00549309-0.00126917j -0.000362364-0.00926905j 0.00378279-0.0041332j -0.00456755+0.000151108j -0.000318946+0.000635683j 0.00456407-0.000477628j 0.00232382-0.00739467j -0.00214455+0.00195937j -0.00333586+0.000874767j -0.00517302-0.00956485j -0.00652912-0.0198686j 0.00157347+0.0175666j -0.00433652-0.00851707j 0.0092559+0.00468882j -0.00110742-0.00610899j -0.00419292-0.00292851j 0.00531498+0.00192891j 0.00662662-0.00231333j 0.00736969+0.000947756j -0.00293761+0.00634871j -0.00696751+0.00349683j 0.0014677-0.00366893j -0.000395934+0.00755051j 0.00341949+0.00104448j 0.000786971-0.0067827j -0.00162774-0.00304959j -0.00854058-0.00152264j 0.00563589+0.00736463j -0.000890132-0.00853296j -0.000159248-0.001631j 0.00353566-0.000295976j -0.00572449+0.000226019j -0.00603783-0.00320752j 0.000197002-0.000154311j -0.00181121-0.00126465j 
0.00409302-0.00298084j -0.00210335-0.0038186j -0.00595239-0.00210472j -0.00212146-0.012396j 0.00963028+0.00974749j 0.00417474-0.016806j 0.00419915+0.00461953j -0.00306854-0.00147875j 0.00225188+0.00110911j -0.0133802+0.00214771j 0.00541065-0.00428232j 0.0103354-0.00354638j 0.00352557-0.005351j -0.00517371+0.00157686j 0.00628711+8.64002e-05j -0.00743398+0.000509107j -0.00236247+0.00803881j -0.00938077+0.00407333j -0.00523701-0.00219601j -0.0171511-0.0147767j -0.00946213+0.00942909j -0.00248112-0.000816722j 0.00063208-0.00123374j -0.00412817-0.01117j -0.00301746-0.00267756j -0.0100085+0.00213988j 0.00915693+0.00400591j -0.0165904-0.00221063j 0.00554653-0.000596636j -0.00313697-0.00155893j -0.00396411-0.00233679j 0.0078508-0.00301419j 0.00806298+0.00333919j -0.00394448-0.00749216j -0.0072903-0.00139746j -0.00206494+0.00807766j -0.00445279-0.00169243j 0.00955533-0.0021247j -0.00325332+0.00549237j -0.00700912-0.0091097j -0.0020202+0.00126224j 5.46086e-05-0.00218726j -0.0075082+0.00226895j -0.00150653+0.00128843j 0.0032728+0.00525579j -0.000852036+0.020172j -0.000942114+0.0123252j 0.00243781+0.00913954j 0.000277306+0.00723311j -0.0106494+0.00226158j 0.000241765-0.0043364j -0.00181334+0.00449268j -0.00664704-0.00856156j 0.00196445+0.000763978j 0.0017183+0.000877082j -0.00434495+0.00689497j 0.000493411+0.00159218j -0.00013686+0.00728006j -0.000739809+0.00244246j -0.000659678+0.00397902j 0.00249872-0.00522643j 0.00526929-0.00153312j 0.00490135-0.009952j 0.0014456-0.00832049j 0.00278753-0.00121746j 0.003963-0.00317689j 0.0019581-6.01688e-05j 0.00689079+0.00576537j -0.00218998+0.000501924j 0.00347144+0.00201929j 
0.00313881-0.0044893j -0.00528912-0.00239323j 0.00532993+0.000515852j 0.00726786-0.00071267j 0.000424646+0.0024286j 0.0112436+0.00394616j -0.00875194-0.000719347j 0.00262725-0.00808058j -0.00487632-0.0011623j 0.010434-0.00935323j 0.00328471+0.0039004j -0.00791912+0.0027861j 0.0068185+0.0088292j -0.00269922+0.00323231j -0.000668611+0.00325526j 0.00699897-0.00277279j -0.00484467+0.00512199j -0.00151352-0.00282205j 0.00199643+0.00711662j 0.0185307+0.00177434j 0.00555278-0.00808953j -0.00447631-0.00777792j 0.0101235+0.00189417j -0.00412327+0.0118579j 0.00617546+0.00487248j 0.0113841+0.00401118j 0.00293793-0.0049142j 0.00187765+0.00199469j -0.00428574+0.000163947j 0.00592905-0.00466718j 0.00625471+0.00154697j -0.0016677+0.000400188j 0.000862087-0.00425022j -0.00566127+0.000274787j 0.0042604+0.00455855j -0.00343676-0.00434831j -0.0054626+0.00363297j 0.00410673-0.00510029j 0.00141826-0.00343315j 0.00386326-0.00397591j 0.00140389-0.00241175j -0.00594649+0.00505364j 0.0020243+0.00571233j 0.00437746-0.00874965j -0.0108244-0.0132264j -0.00688599-0.0138007j 0.000830396-0.000833785j 0.000807782-0.0176722j 0.00363076-0.000455023j 0.00986029-0.00269504j -4.82984e-05-0.00112091j -0.00157024-0.000535779j 0.00760864+0.00679219j 0.00413917+0.00179912j -0.00163114+0.0114265j -0.0044657-0.00131806j -0.0045429-0.00408614j 0.000907403-0.00767778j 0.000526657+0.00277136j -0.00417366-0.00322187j 0.00112522+0.00256099j -0.00604928-0.00653945j 0.00385856+0.00718843j 0.00412173+0.0023037j -0.00215807-0.000350828j 0.000692456+0.0104808j -0.00718343+0.000820334j -0.000661659+0.00126618j -0.000284385+0.00185249j 0.00397818+0.000149586j 
-0.00117444-0.000946317j -0.00166575-0.0039258j 0.00285914-0.00882595j 6.21478e-05-0.00253281j -0.00350469+0.00461656j 0.00750245-0.00397841j -0.00206967+0.000330974j 0.00136453-0.000849885j -0.00384247-0.00710063j -0.0075142-0.003232j -0.00177137-0.00276542j -0.00970277-0.00283507j 0.00441837-0.000883176j 0.00221937-0.00145728j -0.000321368-0.00520353j 0.000280388-0.00756893j -0.00265876-0.00162188j -0.00313593-0.00171401j -0.00465194-0.00273806j 0.000569983-0.00124944j -0.00884169-0.00321107j 0.00105014+0.00139701j 0.00511332+0.00458372j 0.00138915-6.12705e-05j 5.42713e-06-0.00427544j 0.00213599+0.00391112j 0.00617854-0.000773641j -0.00111338-0.0017765j -0.000514999-0.0148517j -0.000897375-0.000620172j -0.00115845-0.00124658j 0.00326346+5.66318e-05j -0.00112961-0.00801739j 0.000328472-0.00376396j -0.000718061+0.00928407j -0.00317885-0.00558687j -0.0027062-0.00583742j 0.00393551+0.00113944j -3.71057e-05-0.00601242j 0.00184117-0.00624919j -0.00743791+0.00229152j -0.0111695+0.00212438j -0.000672009-0.00122153j 0.00256675+0.00616003j -5.12134e-05-0.000288201j -0.00917356+0.00799991j 0.00204484+0.00237432j -0.000880624+0.00745108j 0.00299326+0.00416376j 0.000396836-0.0016347j -0.000414304+0.00596754j -0.00955913+0.00439894j 0.00493234+0.000935754j 0.00167107+0.000837242j -0.000608877-0.00273829j -0.00242197+0.000951222j -0.000229955-0.00358974j 0.00933498+0.00446189j -0.00576407-0.00242467j -0.00188769-0.005313j -0.00970091-0.00361904j 0.00059643+0.00819832j -0.00729033+0.00466767j 0.00249247+0.00557269j -0.00084943-0.000182284j 0.000145515+0.00362272j 0.00468503-0.000916432j 0.02047-0.00319366j -0.00478424+0.00853009j 0.0111934+0.00423839j 
0.00228235+0.00112248j -0.00223544+0.00224224j -0.000249071+0.00562741j -0.00342376+0.000584117j 0.00393994-0.000883536j -0.00010767-0.00263694j -0.00576719-0.00967833j -0.00428749-0.00383911j -0.00687054-0.000324163j -0.00404524-0.00894644j -0.00386394-0.00969375j -0.00547618+0.00204805j 0.00307262-0.00062133j -0.00158268+0.00199818j -0.00191793+0.00165031j -0.00139465-0.000876091j -0.00293219+0.00541269j 0.00650821+0.000514595j 0.00141697-0.00239356j -0.00311368-0.00559314j -0.00375837+0.00352468j -0.0041297-0.00672035j 0.0111782+0.000894578j -0.00426529-0.00310322j -0.00532782-0.00507556j 0.00259295+0.00575043j -0.00181032-0.00365927j 0.00607131-0.00120017j -0.00400914-0.00527287j -0.00355721-0.00449143j 0.00370358+0.00221127j 0.00361182-0.00777421j -0.00428313-0.000956203j -0.00122491+0.000738129j 0.00418899+0.00488937j -0.00112592-0.00240222j -0.00266293-0.00936625j 0.00108664+0.00428703j 0.00190494-0.00223439j -0.00161346+0.00815171j 0.00894581-0.00460211j -0.0012244-0.00514893j -0.00286657+0.00230316j -0.00572341-0.00020682j -0.0078856+0.0013924j -0.0104214-0.00951109j 0.00224195+0.00133664j 0.00226792+0.00711163j 0.00263622+0.00363206j -0.00228255-0.000106344j -0.00223667-0.00881322j 0.0060827-0.00622122j 0.00290345-0.00231501j 0.00217937+0.0011797j -0.00344841+0.009833j -0.00502877+0.00369789j 0.00226225-0.00323634j -0.00700692-0.00143627j -0.00146964-0.00132339j 0.00470696-0.00602096j -0.00275256+0.00176904j -0.00137925+0.00175479j 0.00379774+0.00671792j 0.00378111+0.00540544j 0.000185506-0.00247809j 0.000652086-0.00513534j -0.00769394-0.000504013j 0.00539629-0.00492372j -0.0014854+0.000768582j 0.00251519-0.000299378j 
