0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
-0.00261159-0.00237712j 0.000558397-0.00029067j -0.00109305+0.00102966j -0.00553906-0.00140848j -0.00300859-0.00407003j 0.00308339+0.000545391j -0.00443934-0.00407472j 0.00324647-0.00184498j -0.000368449+0.00509604j -0.00286526+0.000834947j 0.00526116-0.00222622j 0.00364182-0.00360469j 0.00929674+0.00703887j -0.00552323-0.00732599j 0.0146564+0.00758186j -0.000812008+0.00347508j 0.00290632+0.0027129j 0.00453992-0.007191j -0.00109045-0.00157801j -0.00418005-0.000518068j 0.00223922-0.0082676j 0.0012656-0.00180676j -0.0103354+0.00735146j -0.00657645-0.00337558j 0.0202784+0.00966101j -0.00357917+0.0039957j -0.00216523-0.00152877j -0.00486023-0.00156036j 0.0014301+0.00219441j -0.000643415-0.00416482j 0.0136521+0.00936286j -0.00795685-0.00301597j 0.0155029-0.00410279j 0.00712468+0.00131623j -0.00309882-0.00377262j -0.0145203+0.00290018j 0.00388832+0.00727712j 0.00839029+0.00327733j -0.0159224+0.000202532j 0.00598143+0.01013j 0.0101677+0.00107569j 0.0153132+0.00235728j 1.57174e-05+0.00548367j -0.000778724+0.0032344j -0.00599152+5.77983e-05j 0.00919286-0.00375524j 0.0115214+0.00618903j -0.0192714+0.00533439j -0.00633946-0.00141475j -0.000554631-0.0128021j -0.0145127-0.00384338j -0.00102011+0.00290848j 0.00590453+0.00490892j -0.00124817+0.0041914j -0.00631645+0.0127879j -0.00404286-0.00390634j 0.00148183-0.00741347j -0.00381109-0.0023741j 0.00159035-0.00146661j 0.0117973+0.0051511j -0.0050789+0.0004004j 0.00580434+0.00492834j 0.0102283-0.000121727j 0.00294409-0.00124198j 0.00516488+0.00315087j 0.0124269-0.00573401j 0.0124438+0.00683693j -0.00659012+0.00576957j 0.00329912-0.00206373j 0.00931196-0.00196926j 0.00127998+0.00636841j -0.00596583+0.0038715j 0.00390629-0.00534509j -0.00835112-0.00179717j 0.0101939-0.00657367j -0.0033382-0.00293174j -0.000119134-0.0117005j -0.000133598+0.00177409j -0.00322604-0.00299191j -0.00675447-0.00663698j -0.00183563+0.00479419j -0.00903589+0.0119183j -0.00407176+0.00888962j 0.0243925+0.00586219j 0.00557584-0.00233465j -0.00707719-0.00136356j 0.005419-0.00317966j -0.0088399+0.0128497j -0.0123452+0.0123934j 0.0337884-0.00568689j -0.000275751+0.0046835j -0.00198422+0.00375032j 0.00160929+0.00036594j 0.00457572-0.0067951j 0.00191146+0.00696556j -0.00616481+0.000170447j -0.00650533-0.00687465j 
0.00273896+0.00519739j -0.00423697-0.000763908j -0.0041359+0.00329355j 0.00549457+0.00641179j 0.00599503+0.00667446j -0.000215219-0.00435522j 0.0110925+0.000166164j -0.00142558-0.000919845j 0.000969101+0.00653869j -0.000482909+0.000859911j -0.00484306-0.00567838j -0.00243031+0.00194105j -0.0151605+0.00244559j 0.0101907-0.00346223j -0.00875817+0.00749602j -0.00444616-0.00395089j -0.00857262-0.00301131j -0.00682243+0.00477329j -0.00106516-0.011679j 0.00665483+0.00221502j -0.00423018+0.00074377j -0.00240101-0.00704847j 0.00396107-0.00957376j 0.00106854-0.000435193j -0.0192117+0.00746344j -0.000297351-0.0082566j 0.00919589+0.0050583j 0.00621076-0.00607769j 0.00329233-0.000462407j -0.000185932+0.00649023j -0.00695975-0.00156203j 0.00545789-0.00395604j -0.00756007+0.0161592j -0.0074818+0.00169939j 0.00542413-0.00471825j 0.0044569-0.0163544j -0.0026539+0.00455882j -0.00663761-0.00334598j 0.00820894-0.00884023j -0.00690903+0.00205329j -0.0016295+0.015979j -0.0147928-0.00322155j -0.00247263-6.64136e-05j -0.00143628+0.00267471j 0.00287778-0.00263061j -0.00429473+0.0170727j -0.0126168-0.00422015j -0.000897856-0.0096398j 0.00917855-0.00209405j -0.0131058+0.00814743j 0.00673187-0.0081156j 0.000637419-0.00161567j -0.00636298+0.00888493j 0.00747835-0.000396075j -0.00391172-0.00692795j 0.00798917-0.0103814j -0.000654564+0.0097661j 0.00330753+0.0106666j 0.00435357+0.00146338j -0.000413474+0.0102507j -0.00103042+0.0028974j -0.00866291+0.00411074j -0.0166219-0.00820441j -0.00385306-0.00476393j 0.00134083+0.00235762j -0.00927564+0.00718335j -0.00529085-0.00153087j 0.00319339+0.00436377j -0.000249202+0.00151313j -0.00885169-0.00134439j 0.00289342-0.00636917j 0.00574252-0.0111497j 0.00162915-0.00358923j -7.75532e-05-0.00400546j -0.00169257-0.00401683j 0.00767216-0.000293271j -0.00603789-0.0103717j 0.00884824-0.00461747j -0.012757+0.00895711j -0.00396979+0.0130944j -0.00407924+0.000816433j 0.00785638-0.0123382j 0.00715321-0.00949974j -0.00923596+0.0158228j 0.0032213+0.00187973j 0.0027941-0.0103001j -0.0083019+0.0118006j -0.000333356-0.0102952j 0.0056234-0.00970548j -0.0279536+0.0225452j 0.000918624+0.00120742j 0.000143484+0.00765498j -0.0135018+0.00064413j -0.00186046+0.0046634j 0.00197575+0.000536505j 0.00167566-0.00931074j 0.0100729+0.00600369j 
-0.000701036+0.00442083j -0.00248113-0.00325736j 0.000388673-0.00018954j 0.00138295+0.00099758j -0.00333533+0.00768242j -0.00440528+0.0101463j -0.00498263-0.00659998j -0.000635487-0.00141714j 0.000837405+0.00234708j -0.00339552-0.0126731j -0.00907525+0.00504889j 0.00228944+0.00166929j 0.000408213+0.000763347j -0.00318681-0.000796221j -0.000156711+0.00479066j -0.00384862-0.00429025j -0.00869529-0.0050978j 0.00166113+0.0114063j 0.00467099-0.00417807j -0.0028785+0.00123099j -0.00260037+0.0139157j 0.0063802-0.00469557j 0.00171268+0.00251461j -0.0097076+0.0164147j 0.00840636-0.0024149j 0.00384132-0.00995543j -0.000153337+0.000438881j 0.00448469-0.0185455j 0.00567861-0.00885485j -0.00467551-0.00777885j 0.0100114-0.00564587j -0.0082657+0.0168461j -0.00572651+0.0101412j 0.00290737+0.00639825j 0.000778913-3.95419e-06j -0.000478289-0.0135383j 0.00414927+0.0043979j 0.00825899-0.00745167j 0.00182516+0.0030947j 0.00727333-0.00462301j 0.00492228+0.00150699j -0.0021551-0.00824378j -0.00854646+0.00721761j 0.00511233+0.0257795j -0.00139994+0.00520733j 2.40803e-05-0.00143822j -0.00547863-0.000808612j -0.00276464-0.000891618j -0.00176485-2.44619e-05j 0.00541859+0.0116636j 0.00399608-0.0107045j -0.00548503+0.00369121j 0.00900002+0.0185789j 0.00122385+0.00792785j 0.0117924-0.00418775j -0.00612988-0.0121241j -0.00298027+0.00441106j -0.00372866+0.00575065j 0.0142492-0.00892392j 0.00590245+0.0133354j -0.00214236+0.0103093j 0.00518652-0.00198078j 0.00802773-0.00289301j -0.00114477-0.00477159j 0.00163952+0.00252431j 0.00260915-0.00453988j 0.00145868-0.0112745j 0.000829539+0.00436015j -0.00288088-0.009681j 0.00638302+0.0100926j -0.0097923-0.011642j -0.00369068-0.00619448j 0.00658489-0.00278429j 0.00179819+0.000728076j -0.00191303+0.00515561j 0.0107984-0.00529909j -0.0029107-0.000153999j 0.00489065+0.00654905j 0.00192686-0.00495506j 0.000488364-0.00315722j 0.00715929-0.00232895j -0.00913967-0.00451517j -0.000429937-0.010713j 0.00648591-0.00228949j -0.00751724+0.00943377j -0.00270738-0.00660793j -0.0178647+0.0198608j 0.00228402+0.00904084j 0.00603431+0.00778279j 0.00596144+0.0111861j -0.00939291+0.00826706j -0.00221161-0.0146093j 0.00280685-0.00939689j -0.00935645-0.0138843j 0.000139252-0.00506558j 0.00182321-0.00703503j 0.00889529+0.00667929j 
-0.00506604+0.00104812j 0.0104123+0.00299732j 0.00990792+0.00294659j 0.00305506+0.00748498j -0.00970938+0.00215169j -0.00872776-0.00347311j -0.000156638+0.000720176j -0.00310505+0.00486976j -0.00139534+0.00442818j 0.0119493+0.00402416j -0.0118756-0.00820886j -0.0108049-0.000523549j -0.00106505-7.19514e-05j -0.0108727-0.00254745j 0.0015612+0.00333464j 6.49263e-05+0.00105237j 0.0124239+0.00424351j -0.012735+0.00111469j -0.0148261-0.0142759j -0.0113646-0.000187721j -0.00501807+0.00547294j 0.00574852-0.00381643j -0.0025727-0.000401506j -0.0243722+0.00263953j 0.00273792-0.001511j 0.005976-0.00355017j 0.00462872+0.00677644j 0.00203384+0.00466116j 0.00429895+3.23641e-05j 0.0102596+0.00229688j -0.00259987-0.00452512j -0.0160944-0.000177194j -0.00894078+0.00385872j 0.0010259+0.00321483j -0.0113382-0.00824276j -0.000844954+0.000666484j 0.0059537+0.00341275j 0.0173411+0.00256913j 0.0077565+0.00296319j 0.0279014+0.00759557j 0.00371047+0.0121137j 0.00423925+0.00209814j -0.0075978-0.00214241j -0.00860991+0.00160454j 0.00049518+0.00133912j 0.0146557+0.0185259j -0.00432392+0.00222686j 0.0128232+0.00262502j -0.0118458-0.00381028j 0.00422151+0.00905579j 0.0186662-0.000618984j -6.9774e-05+0.00576901j -0.0143278-0.00237431j 0.00240195+0.00296134j 0.00400834-0.00794923j -0.0138961-0.00101369j 0.00901524+0.00756954j 0.00666232+0.00730875j 0.0018165-0.00740377j -0.00906725+0.000649846j -0.00214592+0.00307119j 0.0199986+0.00386797j 0.00656673-0.00382849j 0.00961957-0.00940959j -0.0106673+0.00204003j 0.0114261-0.00918096j -0.00601501-0.00490436j 0.000338733+0.00682103j 0.00432127+0.00609582j -0.00824269+0.00827983j -0.00139183+0.00172233j 0.00718215-0.00332953j 0.000626955+0.00161363j 0.000529768+0.00428025j 0.000786037-0.00808781j 0.0154718+0.0129257j 0.00172374-0.00760382j 0.015441+0.0108375j -0.00780852-0.00318787j 0.00468278+0.00506359j 0.00110501+0.0111163j 0.000335921-0.00692599j 0.00730478+0.00230098j 0.00462152+0.0061737j -0.00677749-0.00140084j 0.00563273+0.0143853j -0.0193678+0.00967539j 0.00700075-0.00863363j 0.00134576+0.0209823j -0.00827033+0.00145835j -0.00280702+0.000688993j 0.0161186+0.00834403j -0.0108424-0.0132422j 0.00185147-0.00286247j 0.00903737+0.00369875j 0.0200603-0.00557698j 0.000172647+0.00965965j 
7.64089e-05-0.00309554j 0.00340122-0.00640232j 0.00286786-0.00949464j -0.00392918-0.0127625j 0.00315302-0.00112436j -0.000692843+0.0105592j -0.00973376-0.00400704j 0.000905463-0.00472169j 0.00247496-0.00104251j -0.0025594-0.00571073j 0.00426953+0.0106945j 0.000122364-0.00208735j 0.00982611+0.004818j -0.00306334+0.0064182j 0.00754967+0.00341942j 0.0022007-0.00226021j -0.000175347-0.00474063j 0.00829455+0.00972457j 0.000263517+0.0136637j -0.00241581+0.00645547j 0.00392791-0.00306561j -0.00815206+0.00407525j -0.00459184+0.00675432j 0.00210391+0.00510791j 0.00826941+0.00749297j 0.00324851+0.00210902j -0.00992816-0.00589155j -0.00933674-0.00585092j -0.00394247-0.000557701j 0.00892696-0.00316736j -0.00432014+0.00705329j -0.00714555+0.0105802j 0.0186597-0.000128141j 0.00150159+0.00137313j -0.00594556+0.0122379j -0.00412383+0.00464907j 0.00456565+0.00188858j 0.00539507-0.00427494j -0.00140301-0.00194362j 0.00271368-0.00265389j -0.00450189-0.00559563j 0.00242605+0.0108375j 0.000396746+0.00825671j 0.000977096+0.0091422j -0.00786053+0.00360741j -0.00506378-0.00939262j 0.00703679+0.0125562j 0.00320841+0.00605127j -0.00579549-0.00154844j 0.0140186+0.006575j 0.0025435-0.00922143j -0.00349333-0.000874164j 0.00186756+0.0108091j 0.000181283+8.64866e-05j -0.000488466+0.00546001j 0.000621165-0.00342875j 0.0112333-0.00951782j 0.00947804-0.0127325j -0.0119845+3.89359e-05j -0.0132014+0.00336015j 0.00454527-0.00324897j -0.0013789+0.00796881j 0.00901446+0.00563323j 0.0010487+0.00401528j -0.00120269+0.00477478j 0.00163104-0.00233983j -0.0128421+0.00479744j -0.00122634-0.00226008j 0.00325426-0.0102367j -0.00376258+0.00510524j -0.00727689+0.00777324j 0.000900966+0.00438468j -0.00608444+0.000205601j 0.00306501+0.00753083j -0.000510658+0.0113544j 0.00283725+0.00121788j 0.0111644-0.00109944j 0.00264813+0.00707436j 0.00800817+0.00279484j 0.0081438-0.0195231j 0.00893745-0.00750265j 0.00698636+0.000874866j 0.00353882-0.0149119j 0.00944746+0.00597593j -0.0032111-0.00762213j -0.0124737-0.0111251j 0.0102+0.00650191j 0.000379339+0.0167762j 0.00122908+0.00350147j -0.00424223+0.00254638j -0.000100453+0.00542969j 0.00518351-0.0111307j 0.00170689+0.00164073j 0.00157557+0.000113601j -0.00254292-0.000211281j 0.00421666-0.00928527j 0.00925649-0.00185996j 
0.000574696-0.00185209j 0.00241974+0.0118769j 0.000632141+0.011173j -0.00540047+0.00672854j -0.00625703-0.002264j -0.000942279-0.00592762j -0.00793965-0.00250592j -1.40008e-05-0.00444246j -0.00247069+0.00882652j 0.00152788+0.00928799j 0.00117527-0.00574954j -0.00381236-0.00578522j 0.00434273+0.00333483j -0.00815232-0.0109055j 0.00366434+0.00253431j 0.000703299-0.00309104j 0.00390011+0.00506348j -0.00554098-0.00815402j 0.00775719-0.0173476j 0.000661028-0.0066147j 0.0102732+0.00101866j 0.0127361-0.000634802j 0.00150727-0.00226027j -0.00397865-0.00843099j 0.0148901-0.00826791j 0.00242441+0.000526335j -0.009709+0.00616797j 0.0019443+0.00279771j -0.00332902+0.00724808j -0.0020395+0.00270775j 0.00449441+0.000310513j -0.00820182-0.00885125j -0.0113871+0.0048462j 0.00699969+0.00180756j 0.0011859-0.0127933j 0.0096711-0.00768806j 0.0018492+0.00296793j 0.00886888+0.00324887j 0.00227089+0.000737457j 0.00865556+0.00474645j -0.0101902+0.0118832j 0.00987547+0.000355922j -0.0137041+0.00963565j 0.0034566-0.00649566j -0.00698292+0.00274399j -0.015168+0.0234099j 0.0104512-0.00104401j 0.0105979-0.00629741j -0.00867723-0.000337469j 0.0235559-0.013376j 0.0107836-0.00238204j -0.0114141+0.00289889j -0.000220679-0.00819678j -0.00816873-0.00460145j 0.00620132-0.0012796j 0.00594271-0.0118531j 0.00433135+0.00768827j -0.0106082+0.0110286j 0.00968065-0.008644j -0.0121779+0.000714958j -0.00854008+0.00185417j 0.00717723-0.00421676j 0.0096186+0.00284298j 0.00476578-0.00213909j 0.00114301+0.00169334j 0.00559947+0.00395141j 0.00681908+0.0102024j 0.0014641-0.00527743j 0.00439459+0.00480278j 0.00497472-0.00939007j -0.000209577-0.0134551j 0.0144878-0.0113751j -0.016405+0.00806541j -0.00357019+0.0105529j 0.00430612-0.00942566j -0.00884002+0.00350904j -0.000499062+0.0178115j -0.00497814+0.0164026j -0.0079256+0.0108605j 0.00351893+0.00632426j -0.000708876+0.00584369j -0.00852312+0.00291781j 0.00434403-0.00311433j 0.000376039+0.00941986j 0.00123319-0.00501066j -0.00453378+0.0187716j -0.00384121-0.00332411j 0.0263964-0.0106089j -0.00415289+0.0141003j -0.00323426+0.00373239j -0.00110292+0.0054224j 0.0148734+0.0066276j 0.0129132-0.00891205j -0.00482155+0.00370565j 0.00194083-0.00430763j 0.00427296+0.011048j -0.0051705+0.0116919j 
0.00498245-0.00377142j -0.0055516-0.000294441j -0.00471115+0.00114686j 2.38933e-05-0.000885745j 0.00257909-0.00955518j 0.00203206-0.00285227j 0.00412223-0.00338344j -0.0037472+0.000709987j 0.00940959-0.00180216j 0.00182173+0.00618986j -0.00432514-0.0015901j -0.00122351-0.00678011j 0.00126979-0.00109488j 0.00374532-0.00785119j 0.0070517-0.00119856j 0.000850874+0.000710787j -0.00226351+0.000625484j -0.00125973-0.00701346j -0.00914332+0.00340512j 0.00173117+0.00343603j -0.0089388+0.000842102j -0.00340216+0.017575j 0.0148313+0.00515805j 0.00241448-0.0121854j 0.00263517+0.00673293j 0.00470588+0.00232091j 0.00666082+0.00398063j -0.00238379+0.00935935j 0.00146807-0.00213211j 0.000169874-0.00962887j 0.00830935+0.0108467j 0.00659242-0.00604106j 0.00179856-0.0185236j 0.00108334+0.0018326j -0.00595505+0.00147274j 0.00166312+0.00523682j 0.00801785+0.00132322j -0.00486582+0.00254857j 0.00841654-0.00578493j 0.0128362+0.00642065j 0.00511203+0.00213121j 0.000579349+0.0057045j 0.0130788-0.009802j 0.00849087+0.000998908j 0.008648-0.00340161j 0.00495149-0.000524865j 0.00321503+0.0033475j 0.0102429-0.00113859j -0.0136353+0.00319675j -0.00548632+0.00551412j -0.00484737+0.00157795j 0.00567807-0.0093343j 0.0110874+0.00179066j 0.00449514+0.000822946j 0.0140942+0.000817748j -0.0142693+0.0021038j -0.00106988-0.00203243j 0.00388878-0.0113498j -0.00135568+0.00656852j 0.000779466+0.0111674j 0.00385002-0.00960778j 0.0154124+0.00501394j -0.00984781-0.00156066j 0.00461843+6.75654e-05j -0.0095103+0.00258429j -0.00190238-0.00181085j -0.00516317+0.00593533j 0.0141569+0.00089446j -0.0113275-0.000459625j -0.00466358+0.0148884j 0.00507658-0.000507538j 0.000401238+0.00375754j -0.00510419-0.00035455j 0.0156209+0.00175358j 0.00231401-0.00535104j -0.00252294+0.00666165j -0.0110858-0.0064904j 0.00577821+0.000522858j -0.00590223-0.00240516j -0.0156078-0.0081543j -0.00346871+0.00123667j 0.00307987-0.0174462j -0.00698864+0.000806959j 0.0122782+0.0122945j -0.00164755+0.0139762j -0.01257+0.00676648j 3.90968e-05-0.00737074j 0.00665536-0.0017595j 0.00846535+0.00316427j -0.0111579+0.00650294j 0.0139855-0.00662735j -0.00770607-0.00763451j -0.012033+0.00978324j 0.00183851-0.00283257j 0.00342555+0.010579j -0.00672167-0.00814671j 0.0028816-0.0106014j 
0.00304226+0.00818314j -0.0055281-0.00256411j -0.00592849-0.000134817j 0.000329195-0.00256968j -0.000588205+0.00653039j 0.00679149+0.00181407j 0.00505287-0.000743715j -0.000804998-0.0010678j -0.00356978+0.000605738j -0.00873587-0.00455441j 0.00401163-0.00741521j 0.00434615-0.0032605j -0.00557435-0.00101533j 0.0101208+0.00360947j -0.0056904-0.0024912j -0.000377281+0.00172363j -0.000962495-0.0050455j 0.00738824-0.00320432j 0.00953643+0.00177644j 0.00444088+0.00107633j -0.00529855-0.000325989j -0.00667933+0.00190668j 1.12064e-05+0.00538135j 0.00222943+0.00402283j 0.00059701+0.0024247j -0.00242854-0.00511819j -0.00417661+0.00605914j -0.00861217+0.000173257j 0.000574048-0.0117094j 0.000117237-0.0013546j -0.00164813-0.00650991j 0.00627346+0.00437595j -0.00633362-0.0110287j -0.00170232-0.000739762j 0.0121255-0.00208977j -0.000700597+0.00262071j -0.0146196+0.00288284j 0.00292116-0.00686479j 0.00431259+0.00887883j 0.00027014+0.00389356j -0.0166093+0.00294991j -0.0109296-0.00921714j 0.00170339-0.0104658j 0.00110398+0.00496791j 0.000354825-0.000677574j -0.0184579+0.00127518j -0.0180169-0.00566666j 0.00951765-0.000156114j 0.000244081+0.00476521j -0.000113946+0.00310848j 0.0113332+4.93712e-05j -0.00221547+0.00170375j 0.00130713-0.00476805j -0.00963385+0.00278422j 0.00301087+0.00701266j 0.00614949-0.0062245j -0.00189338-0.00243467j 0.00122902-0.00696293j 0.00388764+0.00738249j -0.0219887-0.00266314j -0.00118094-0.00197219j -0.00434666+0.00391188j -0.00312229+0.00098488j 0.00154377+0.00848039j -0.00203486-0.00631416j -0.00174818+0.00751319j -0.0131599-0.00192343j 0.00576498-0.00605493j 0.000494545-0.00282714j -0.00127112-0.00143994j 0.00739104+0.000235725j 0.000122039-0.00172285j -0.00605907-0.00570019j -0.00918709-0.000573144j -0.00621832-0.00434586j -0.00256441-0.00676777j -0.0153163+0.000387762j 0.00136195-0.00927334j -0.00969502+0.0123697j 0.00305973+0.0203732j -0.0099763+0.0030239j 0.0121443-0.00128071j 0.00261638-0.0089071j 0.00133752+0.00123217j -0.0136959+0.00383684j -0.00637178+0.00289474j 0.00446323-0.00610675j 0.0156278-0.00170102j -0.0165033-0.000765006j -0.00550952-0.00331714j -0.00758739+0.0138052j 0.00676793-0.00545738j -0.00392453-0.000423495j 0.00671429+0.00140209j -0.00249117-0.000378052j -0.000818355+0.00160902j 0.00106277+0.00633912j 
-0.00215057+0.00129381j -0.00182328+0.000955824j -0.00261879+0.00127788j -0.00511225+0.00529462j 0.000270406+0.000876991j -0.00171831-0.00194484j -0.00938266+0.00566775j -0.00658699-0.00498939j 0.00514515+0.00212956j 0.00371543-4.20733e-05j 0.00108243-0.00673011j -0.00638103+0.00327024j 0.00540796-0.00534589j -0.00592121+0.00786991j 0.00070999-0.00911026j -0.00462659+2.44938e-07j -0.00109065-0.00771087j 0.00202902-0.00228547j 0.00181523-0.00143323j 0.00140213+0.00504552j 0.000257653-0.00304774j -0.0024802-0.00427493j 0.00529036+0.00513378j 3.84942e-05+0.000884643j 0.00436555-0.0093416j 0.00689621-0.00684433j -0.00436917+0.0074271j -0.000516419+0.0101556j 0.00642676-0.00170993j -0.00106076-0.0036236j 0.0063965-0.0158553j 0.00381966+0.00689548j 0.000120879-0.00922898j -0.00041448-0.00616277j 0.00560176+0.0040154j 0.00520072+0.00316291j -0.00134026-0.0106613j 0.00631489-0.0147113j 0.00337692+0.0012918j 0.00362243-0.00429865j -0.00315208-0.00423145j 0.00887131-0.0136353j 0.00715682-0.00250707j -0.0015401+0.00134434j 0.0116053+0.0072252j -0.00410261+0.00122171j -0.00076406-0.0139364j 0.00952675-1.36234e-05j 0.0026702+0.00487423j 0.00955393-0.000687839j 0.00388502+0.00938824j -0.00626462+0.00201163j 0.00189085+0.000236508j -0.00619314-0.00303567j 0.00534529-0.00681409j -0.00526165+0.0120456j 0.00345679+0.000847082j 0.00296911-0.00665855j 0.00234992+0.002124j -0.00591606-0.000851842j -0.00466019-0.00560126j 0.00713124-0.00610815j 0.00556945-0.0138108j 0.00321388-0.0100808j -0.00365322-0.0120119j 0.00619785-0.0111605j -0.00820296-0.00753876j -0.00532187-0.00176827j 0.000403076-0.00019257j 0.0103413-0.00204814j 3.62676e-05+0.0110865j -0.000186761+0.00745814j 0.00161637-0.00711884j 0.00165869+0.000267354j -0.00689205+0.00127504j -0.00705456+0.00646032j -0.00651157-0.00792456j -0.000572504+0.00499486j 0.000733131-0.00368387j 0.00208907+0.00824676j -0.000914133-0.00459015j 0.00359671+0.0117216j -0.00707109+0.000227159j 0.0156409-0.010208j 0.00257781-0.00215907j -0.00178741-0.00410754j -0.0029439-0.00949385j -0.00589617+0.00573039j -0.00978509-0.00427373j -0.00261434-0.0112818j -0.0123018-0.00819372j 0.00571979+0.0021631j 0.00114832+0.0032126j -0.00509467-0.00243292j -0.000806018+0.00376476j 0.00513133-0.00576833j 0.00539285+0.000217579j 
-0.00483305-0.00246838j -0.0010483+0.000214651j -0.00197272-0.00263029j -0.00138453-0.0101311j -0.0065395-0.00054726j 0.00272644-0.00181476j -0.000307246-0.00127213j -0.00255363-0.00201037j -0.00151795-0.00990718j -0.00426414-0.00310606j -0.00412524-0.000326025j -0.00935895-0.00460494j 0.00248858-0.00302691j -0.000422108+0.00146059j 0.000650622+0.0018568j -0.00358901-0.00480637j -0.0101396+0.00436351j -0.00543515+0.00417444j 0.00525839+0.00461846j 0.00607269+0.000194711j -0.0106787+0.00778778j 0.0036401+0.00218695j 0.000603059-0.00193178j -0.0188919+0.000423575j 0.00396894+0.00598872j 0.00220365-0.00159356j 0.00463511+0.00156951j 0.00324757+0.00264944j 0.00840678-0.00790739j -0.0088905+0.00290445j 0.0114563-0.00342867j -0.0134223+0.000253089j -0.0120554-0.000955983j 0.00232485+0.00794383j 0.000610867-0.00124291j 0.00646114-0.00286762j 0.00948374-0.0010821j 1.83019e-05+0.00319451j -0.00158488+0.000406616j 0.0132015-0.00347382j 0.00465641-0.00524668j -0.0133956+0.00229452j -0.00787312-0.000864567j 0.0083207+0.00227068j -0.00355766-0.00319167j -0.00574437-0.00270773j -0.0105295+0.00817473j -0.00161729-0.00358737j -0.00561536-0.000203646j -0.0257526+0.011466j 0.00368132-0.00765875j -0.0102761-2.1147e-06j 0.00564681-0.0042071j 0.0121936-0.00063003j 0.0147152-0.00433735j -0.00283293+0.0069952j -0.00157739+0.00112921j -0.00075311-0.00484295j 0.00947592-0.00808311j 0.0266572+0.00385419j -0.00325418+0.00200804j 0.00328127+0.00165016j -0.0128541-0.00136021j -0.00187061-0.00305751j -0.00333993+0.00505508j 0.00710472-0.00824464j 0.0032859+0.00223286j 0.00764239-0.00962462j -0.00937252-4.31401e-05j 0.00108664+0.00403789j -0.0119495+0.00467663j -0.000887244+0.00294412j 0.00849966+0.000255914j -0.00268297-0.000417255j 9.65011e-05-0.00175031j 0.00219672+0.000479074j 0.00618159+0.00219171j 0.0149255+0.0140088j -0.00518117-8.69162e-05j 0.00392506+0.00550319j -0.00340123-0.0140489j -0.00854235-0.000673954j 0.0128855+0.008549j 0.00262545-0.0119165j 0.00828794+0.0126127j -0.0101909+0.00806839j -0.0097241+0.0108129j -0.00956756-0.00630168j 0.00377259-0.00102372j 0.00355144-0.0029049j 0.00412808+0.00374977j -0.0191212+0.00246457j 0.0034867+0.0134793j 0.00683368-0.00656131j 0.00373775+0.0042618j -0.00443872+0.00924315j 9.08855e-06-0.00188131j 
