-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
0.00175413+0.00147426j 0.0060459-0.00367051j 0.00314956+0.0010658j 0.00248447-0.00148947j -0.00664201-0.00365205j -0.00302798-0.00496203j 0.000121709-0.00245668j -0.0033127+0.00188943j 0.000496092+0.00203647j 0.0023977-0.000498312j 0.00253179-0.0034145j -0.00316332+0.00353517j 0.00133205+0.00101501j 0.00481398-0.00566529j 0.00244779+0.00278377j 0.00522612+0.000673626j -0.000577915+0.00334842j -0.00336603-0.00216604j -5.88929e-05+0.00034248j -0.000769989+0.000120882j 0.00380578+0.00534338j -0.00556772+0.000792721j -0.00106081+0.000105467j 0.00279638-0.000689608j -0.0127137-0.00146931j -3.38871e-05-0.00466629j 0.00132708-0.00194084j 0.000492138-0.00537342j 0.00449717-0.00253169j 0.0013991+0.000129879j -0.00850946-0.00196707j -0.00407121+0.00792961j 0.00558042-0.00354144j -0.00557125+0.00142841j -0.00763263+0.00362941j -0.00777952+0.00597639j 0.00197804+0.00473379j -0.0141432-0.00409752j 0.00127366+0.00212649j -0.00360581-0.00110823j 0.00168844+0.00551718j -0.00372238-0.00702473j 0.0061965+0.00729293j 0.00389939+0.00114467j 0.00803568-0.00415024j -0.00410906+0.00268136j 0.0138686+0.000951608j 0.00185674-0.00338893j 0.000192199-0.00398939j 0.00740017-0.00478701j -0.0101228-3.61452e-05j 0.00210439+0.00201507j -0.00197249-0.00161186j 0.0047073-0.00137937j -0.000757992-0.00785472j 0.00815268+0.000233725j 
-0.000455265-0.000481829j -0.00317121-0.00325445j 0.00436935-0.000333638j -0.00134477-0.00148243j 8.36832e-05-0.00161967j 0.00187075-0.0001447j 0.0016264-0.00145785j 0.00135846-0.0026419j 0.000934487+0.00013914j -0.00428379+0.00325096j 3.58876e-05-0.00393896j -0.00673475+0.000257353j -0.000974645+0.00226723j -0.00309282+0.0020387j -0.00245321+0.00242574j 0.00298199+0.0039668j 0.00486459+0.00235938j -0.00298106+0.00240951j -0.00197053-0.00155868j -0.00254453-0.00215364j 0.00750615+0.000876227j 0.00219122-0.00334477j -0.00277422-0.000811061j 0.00412784+0.00249053j 0.00955083-4.15502e-05j 0.000381142+0.00136382j -0.00340022-0.00960288j 0.00497317+0.00314815j -0.0105956-0.000657016j -1.9261e-06+0.000317032j -0.00339758+0.00337777j -0.0120751-0.00789231j -0.00481543-0.00675864j -0.00919642-0.00548273j -0.0062443+0.000117927j 0.00113343+0.00882207j 0.0127324-0.00405734j -0.00832977-0.0021039j -0.0029576-0.0169188j -0.000439706+0.00479714j 0.0162642-0.00150857j 0.00603322+0.00217163j -0.0040751-0.00144297j 0.0141651-0.00919457j 0.000995619+0.000298031j -0.00430604-0.00331393j 0.00213516-0.00574779j -0.00726071-0.00693985j -0.00123575-0.0002262j 0.00284524-0.00074074j 0.000557454-0.0021494j -0.00248705-0.00185667j -0.00490694-0.000335729j 0.00505273-0.00232253j -0.00135955-0.00259182j 0.00356266-0.000709198j 
-0.00129998-0.0028222j -0.00245886+0.00144439j 0.000151817-0.00208137j -0.00202231+0.000777057j -0.00112805+0.00296448j -0.00617889+0.00105606j -0.00371955-0.000207111j 0.00142268+0.00540273j -0.00310519-0.000447868j 0.00388808+0.00252915j 0.00387462-0.00199686j 0.000467308-0.000616619j 0.000350508+0.00015936j 0.00649557+0.00628822j 0.00158775-0.00171629j 0.00264566+0.00100416j 0.00143463-0.00319663j 0.000253268-0.00701838j -0.00116601-0.000708083j 0.00705+0.00736172j 0.000308232-0.00359889j 0.000593746+0.00379404j -0.000388595+0.00259196j 0.000163609+0.0082167j -0.0118478-0.000319484j 0.00312507-0.00302197j -0.00125573+0.00182842j -0.00484432-0.00128097j -0.00161298+0.000995056j 0.0102368+0.000188792j -0.0063602+0.00185786j -0.00217655-0.00667126j 0.00213817-0.00176955j 0.0023002-0.00126867j -0.00460581-0.00458531j -0.00158712+0.0041456j -0.00261045-0.00372091j -0.0126296+0.00788248j -0.0127184-0.00426726j 0.00299293-0.00355676j 0.0076097+0.00464097j -0.00434864-0.00584831j -0.00338702+0.00426776j 0.00642994-0.00185448j -0.0107011-0.0014283j -0.00291757-0.00214131j 0.00615831+0.00193898j -0.000532093-0.00561127j -0.00403181+0.00640756j -0.00282656+0.0042243j -0.00252073+0.000247524j 0.000472822-0.00321882j -0.00304695+0.00351343j -0.00189692+3.39614e-06j -0.000211629+0.00238885j -0.00260843-0.00299659j 
0.000457417-0.000713367j 0.000414473-0.00387804j 0.00418803+0.000344604j 0.00272302-0.000264414j -0.00152256-0.00310512j -0.00246528+0.00202691j 0.00491087-0.0016674j 0.00355242+0.000961452j -0.000753019+0.00400468j -0.00224462+0.000905832j 0.00529006-0.0037619j 0.00104166+0.00260826j 0.00457718-0.00320088j 0.00295362-0.00195612j 0.000105889-0.000197437j -0.00437009-0.00161336j 0.00631552+0.00184545j -5.42545e-05-0.00127473j 0.00405+0.00314188j -0.00753884-0.00323818j 0.00344258-0.00826139j 0.00139728+0.00307154j -5.06869e-05-0.00647097j 0.000974805+0.00274868j -0.000642254+0.00152673j -0.00386024+0.00566554j -0.00489208-0.00256387j -0.00316724+0.00241688j 0.00107457-0.00619725j -0.00799107+0.00613812j -0.00400113+0.0100634j 0.0095259-0.00140811j -0.00505724-0.0091402j -0.00204835-0.00021916j -0.00400527-0.00236075j -0.00613077-0.00311897j 0.00218836-0.00524408j -0.00202487-0.00481097j 0.00568454-0.00720915j 0.00413762+0.00764037j 0.00398496+0.00261304j -0.00839323+0.00697348j 0.00516755+0.00513461j 0.0084335-0.0012543j 0.00149294-0.00553503j 0.00970471-0.000750447j -0.0078146-0.00363103j -0.00396811-0.000657785j -0.000114021+0.00175659j 0.00297677+0.00750721j 0.00269479+0.00358852j 0.00444573-0.00160481j -0.00189951+0.00149958j 0.000886317+0.00228565j -0.00111269-0.00168673j -0.000900113+0.0021118j 
0.000131948-0.000535773j 0.00247461-0.00431784j 0.00486595-0.00342955j -0.00104163-0.00311795j -0.00373946+0.00221925j -0.000118612-0.00246877j 0.000640677-0.00331109j -0.00858223-0.00277069j 0.00582747-0.000101842j -0.00222581-0.00126354j -0.00289398-0.00224443j 0.00123863+0.000584523j 0.00191473+0.00471458j -0.00052089-0.00315907j -0.00119867+0.0016732j -0.0051486+0.00168353j 0.00958512-0.00484887j 0.00536316-0.00160478j -0.00444933+0.0066403j 0.0102589+0.00387504j -0.00137466+0.00372891j 0.00334492-0.00191279j -0.0094586+0.00444817j -0.0110279-0.00102699j 0.0104692-0.00279149j 0.003076-0.00193594j 0.00164377-0.000881915j -0.00517795+0.00166668j 0.000431438-0.00246015j 0.00697701+0.00563947j 0.00601963+0.00533094j 9.06994e-05-0.00857794j -0.00309791+0.00102833j 0.00761001+0.00290905j -0.00237408-0.00546493j 0.00498237-0.00385446j -0.00282483+0.00458734j 0.00625554+0.0084887j 0.0092155-0.00291554j 0.01386+0.00706936j -0.001296+0.000498862j -0.000334448+0.00199463j 0.00543899+0.0044079j 0.00556363+0.00015544j 0.00817334-0.00372226j 0.000530453-0.00164487j -0.00631662-0.00153518j -0.000925383-0.00127275j 0.00122695-0.00270782j -0.000860615+0.00227014j 0.00188386-0.000281439j 0.00307585-0.00109139j -0.00811231+0.00390935j 0.000617558-0.00253572j -0.00216644-0.00768308j 0.00605738-0.00195229j 
0.00116606+0.00144232j -0.0014626-0.000421339j 0.000796781+0.00107231j 0.00104846-0.00090615j 0.00102125+0.00165354j 0.00280302+0.00183726j 0.00137898+0.00221133j -0.000248261+0.000990087j -0.00389026-0.00261858j -0.00237002-0.000140884j -0.00599026-0.00270336j -0.00117262+0.0019993j 0.00439732+0.00535375j 0.0066565+0.00408576j -0.00626635-0.00374884j -0.000468433-0.00244561j -0.00355023+0.00168412j -0.0108015+0.00248063j 0.000539882-0.00615006j -0.0093788+0.00328337j 0.00719916-0.00206703j 0.00372863+0.000439157j -0.00610823-0.00324517j 0.00286084-7.96169e-05j -0.00635338+0.00469106j -0.00662412+0.00290982j -0.00534176-0.000528858j 0.00200017-0.000839175j -0.00242082+0.00225634j -0.00200298-0.00450442j 0.0115206+0.0040539j 0.00117481-0.00200445j -0.00042099-0.00675602j -0.000471462+0.00626838j 0.00262798-0.00386619j -0.0152124-0.00435916j 0.0108963-0.00333118j -0.00550453+0.00487935j 0.00871238+0.0113123j 0.011358+0.0127027j 0.00445578-0.00481832j 0.0110844-0.000642976j -0.00368871+0.0107109j -0.00149956+0.0115781j -0.00272677+0.00459511j -0.00821532+0.0105207j 0.00314615-0.00581932j -0.00773433+0.00185958j -0.00430971-0.000111339j -0.00678911+0.00140203j 0.00445663-0.00487636j -0.00463555+0.0022515j -0.00182433+0.000151769j -0.00108264-0.00162747j 0.00167365-0.00115526j 0.00420209-0.00168787j 
-0.00625978+0.00187752j 0.00401333+0.00511939j -0.000174093+0.00387792j 0.00681617+0.00190857j -0.00392225-0.00405173j 0.000861614-0.00145393j 0.0011585-0.00126543j -0.00219434-0.00097535j 0.00282724+0.00263151j -0.00171271-0.000458021j -0.00250627-0.00185829j -0.000989844-0.000974294j -0.00291845+0.00257621j -0.00280452+0.00449159j 0.0051375+0.00259193j 0.00139907+0.00208114j 0.0024611-0.00158015j 0.000831347+0.00387525j 0.00235462-0.00484338j 0.00486276+0.000139371j -0.00124662+0.00276418j 0.00370408-0.00141692j -0.00592281-0.00037384j -0.00534304+0.00145757j -0.00109319+5.82823e-05j 0.00305769-0.00231114j 0.000265542-0.00202837j 0.00356202+0.00742745j 0.00314591+0.00626516j -0.00421589-0.0010013j -0.003332+0.00521212j 0.0105075-0.00156056j -0.00330716-0.00241643j 0.00204519-0.00893468j -0.00974291+0.00172107j 0.00425348-0.00279685j 0.00972175+0.00281371j -0.00410942-0.00271827j -0.0018163-0.00254709j -0.000758795-0.00523637j -0.00536389+0.00507192j 0.00581918+0.0033287j -0.0108292+0.0014087j -0.00635658-0.00638226j -0.00419069+0.0103269j -0.00417861+0.00316956j -0.00569961+0.00675044j -0.00224089-0.00509695j -0.000467229+0.00231538j 0.0043559-0.00282744j -0.00424412-0.0020539j -0.00183049+3.42625e-05j 0.00159433-0.00250432j 0.00175275+0.00123682j 0.00766129+0.000235261j -0.0016632+0.0070293j 
0.00115835-0.00263997j -0.0021084-0.00190957j -0.000451297-0.00270427j -0.00259211+0.000220529j 0.00358071+0.000535973j -0.000723843-6.01092e-05j 0.002562-0.00311828j -0.00243405-0.000255638j 0.00128062-0.00094787j -0.000201705+0.00225986j 0.00335079-0.00341784j -0.00599287+0.00264228j 0.00340853-0.00200559j 2.43049e-05-0.00169751j 0.00173653-0.00110498j 0.00330256-0.00155016j 0.00230564+0.00290858j 0.00525929-0.0014943j 0.0049793-0.00943993j -0.00235163-0.00330057j 0.00650784+0.00349529j -0.00523137-0.00218636j -0.00629281-0.00859815j -0.00400727+0.00263894j 0.0011049-0.00117669j 0.00218444+0.00279473j 0.00745352+0.000417239j -0.00218357-0.00424049j -0.00289111+0.00138093j 0.00695535+0.00323072j 0.00532017+0.00542795j -0.00509767-0.0047861j 0.00514766-0.00732256j 0.00376616+0.000527198j 0.00049894+0.00175928j -0.00268704-0.00520033j 0.00281159+0.00143384j 2.28188e-05+9.4558e-05j -0.00354744-0.00651423j -0.00539797+0.00911403j 0.0050992+0.00243435j 0.00455402-0.0029305j -0.000877166+0.00459737j -0.00246683-0.0070895j -0.00360334-0.00624035j -0.00431816+0.000558319j 0.0126515-0.00198092j -0.00675408+0.00163119j 0.00411574-0.00278781j 0.00352171+0.00359511j -0.000720214-0.00196744j -0.00389159-0.00181655j -0.000965332-0.00245309j -0.00127748-0.00292637j 4.41094e-05-0.000243932j 0.000834905-0.00198739j 
0.00101287+0.000508136j -0.000942138-0.00136596j -0.00245957-0.00128645j -0.000562294+0.000950822j 0.00215365+0.000546609j 0.00407136+0.00465117j -0.00236044-0.00469347j 0.00405622-0.000402431j -0.0013882+3.12332e-05j 0.00198161+0.00241413j -0.0032521+0.00192339j -0.00029982+0.00673006j -0.00332333-0.00233939j 7.41026e-05-0.00232876j -0.00517194+0.00429237j -0.00211586-0.00145223j 4.25429e-05-0.00512146j 0.000533714-0.00291649j 0.0038896-0.00233125j -0.00190578-0.00135194j 0.00700315+0.000653784j 0.00103601+0.00108667j -0.00679723-0.00255461j 0.00378012+0.000809151j -0.000847596-0.00590422j -0.00896593-0.000575397j 0.000550403+0.00162824j 0.00429728-0.00598356j 0.00815898+0.00129957j 0.00328628+0.00348163j 0.00981186-0.000175192j -0.00876688-0.00236727j -0.00546786+0.00768083j -0.0105172+0.000866133j 0.000714084-0.000777047j -0.00903369+0.00762619j 0.0161897+0.00555535j -0.00649377+0.00509135j -0.00857516-0.00824751j 0.00519078-0.00522383j 0.0100509+0.00301702j 0.00978324-0.00493926j 0.00852519-0.00163304j -0.00434265-0.00115015j 0.00141488-0.000816621j 0.00731455+0.00171927j -0.00422291-0.00360023j 0.000243423-0.00340418j -0.000376393-0.00120105j 0.00486488-0.00623494j 8.3095e-05-0.000399557j -0.000934609-0.0033771j -0.000334363+1.57951e-05j -0.000794236+0.00102443j -0.000135697-0.000247806j -0.000453377-0.000277764j 
0.00322882-0.00169147j -0.00372987-0.00366875j 0.00550903-0.00273528j -0.00336893-0.00316261j -0.00318235+0.00440117j 0.00051781+0.00173295j 0.000653839+0.00179775j 0.00139331+0.000361793j 0.00234249+0.000874478j -0.00257857+0.000403648j 0.000201344-0.00355363j -0.00424542-0.00239632j 0.00230294+0.00064472j -0.000430865-0.00140343j 0.000770086-0.00154933j 0.00132074+0.00363353j -0.00131169+0.00166387j -0.00280374+0.00194162j 0.00549917+0.00412354j -0.00385814+0.00180404j -0.00282248+0.0060054j 0.00275425+0.000134162j 0.00971286-0.00407866j 0.00303216+0.00505072j 0.00765137+0.00345543j -0.00665571-0.00278938j 0.00175772+0.000548548j 0.00307329+0.00379669j 0.00415077-0.00782267j -0.00113128-0.0011051j -0.000990317-0.00035896j -0.00349957-0.00551775j 0.00556295-0.000435117j -0.00782978+0.00397765j 0.000279939-0.00038013j 0.00672947-0.00438082j 0.0106273+0.0108335j 0.00640648-0.0059947j -0.00368535+0.00721007j -0.0062096+0.00345076j 0.00122883+0.0117855j -0.0023664+0.0124939j 0.00179103+0.00552563j -0.00719185+0.00290755j 0.00311251-0.00458029j 0.00164599+0.00100069j 0.00199304+0.0098882j -0.00278042+0.00135882j 0.00845602+0.00219646j 0.00416892-0.00419391j 0.00936761+0.000328612j 0.00437376-0.00572715j 0.000868267-0.000969301j 1.76584e-06-0.0028943j -0.00371702-0.000870353j 0.00209171-0.00149672j 
-8.29259e-05+0.000871402j 0.00226788-0.000418695j 0.00329388+0.000612292j -0.00164931-0.00219821j -0.00413944-0.000780496j -0.00297212-0.00244261j -0.00181964+0.000860085j -0.00537715-0.000103962j -0.000664052+0.00395302j -0.00779597-0.00196931j -0.00234013-0.000575575j 0.00330204-0.00209953j 0.00735725-5.65993e-05j 0.00313971-0.00442812j 0.00325359-0.00128222j -0.00317357-0.00142839j -0.00526573-0.00197628j -0.00568264+0.00316048j -0.00760043+0.0026422j 0.00441458+0.00295019j -0.0100519-0.00333623j 0.00542749+0.00390255j 0.00432607+0.00879795j 0.000933833-0.00869584j 0.00892342+0.00585359j 0.00340659+0.00013462j 0.00276296+0.00606166j 0.00289534-0.00172324j 0.0022411+0.00241641j 0.00174019+0.00206295j 0.00835065-0.00523052j 0.00361681+0.00602266j 0.00582173+0.00340701j 0.00296034+0.0044982j 0.00159106-0.00317738j 0.00877988+0.00122363j 0.00951725-0.00274984j 0.0161459+0.0030845j -0.00960288-0.00264744j -0.0103498-0.00921371j 0.0140707+0.000428819j 0.0064977-0.00318322j 0.00435442+0.00756212j -0.000530424-0.00113423j 0.000437939-0.00287958j 0.00679778+0.00559644j 0.000928083+0.003381j -0.00777471+0.000447277j 0.000120084+0.00197831j -0.00436568-0.00107299j 0.00369008+0.000110331j 0.00193646-0.00072808j -0.000698236+0.00159353j -0.00050295-0.00210677j -0.00184389-0.000761298j 0.00305843-0.00195872j 
0.00084406-0.000999995j -0.0032327-4.09935e-05j -0.000226376-2.98556e-05j -0.00135179-0.000822027j -0.000132023-0.000735687j 0.00222782+0.00132706j -0.00570589-0.00662143j 0.00160471+0.000988565j 0.00266734+0.0059416j -0.00156609+0.00109025j -0.00100654-0.00299578j -0.00140364-0.00260895j -0.000902606+0.00115177j 0.00316286+0.00182473j 0.00157618-0.00225429j -0.00679343-0.00326441j -0.00310459+0.000385246j 0.00585145-0.00743141j -0.00798021+0.00310506j 0.00177383-0.000187029j 0.000648612-0.00327122j -0.000482693-0.0010714j -0.00289605-0.000424457j -0.00598138-0.0066889j 0.00305307-0.00319842j 0.00304817-0.00529324j 0.00733677+0.000771078j -0.00491096+0.00128036j -0.00402555+0.00430293j -0.00817698-0.0011957j -0.00746889-0.000436798j 0.00735123+0.00578485j -0.00809443-0.00023479j 0.00399751-0.00347709j -0.00342463+0.00444626j -0.0064395-0.00569741j -0.000820084+0.00325319j 0.00206119-0.0142105j -0.0064528+0.00237409j -0.00152827+0.00565224j -0.00256554-0.00918219j -0.00302183+0.0050303j -0.00847497-0.00123207j -0.00532049+0.00550682j -0.00532004+0.000630632j 0.000866369-0.00175124j 0.00331766-0.00381595j -0.00175671+0.00277403j 0.00414372-0.00549807j 0.00676727+0.000394382j 0.000427263-0.00184071j -0.001877+0.00164562j -0.0014401-0.00130205j 0.00276225-0.00112748j -0.00107709+0.00189036j 0.000480126-0.000271984j 
-0.00542125+0.000516435j 0.00306372+0.000927482j -0.000764333+0.00127481j 0.00554623+0.00220274j 0.000490234-0.0031126j 0.000991246+0.00154798j 0.00651046-0.00135452j -0.00225703-0.00150966j -0.00189531-9.75127e-06j -0.00511194-0.00292904j 0.0014893-0.00243324j -0.00337844+0.00173144j 0.00448754+0.00374234j 0.00225912-0.000939018j 0.000935263-0.000513748j -0.00339222-0.00122096j -0.000201391-5.31761e-05j -0.0040849-0.00205063j 0.00377292+0.00313981j 0.00708232-0.000537597j -0.00168503+0.00385458j 0.004455+0.000574336j 0.00642575+0.00288498j 0.00684281+0.00155466j -0.00455845+0.00475105j 0.00317236-0.00477877j -0.00437827+0.00234814j 0.00504691+0.000766608j -0.00134154+0.00313709j -0.00138176+0.000320446j 4.53606e-05-0.00136939j -0.00444708-0.0036916j 0.01162+0.00550932j -0.00149212-0.000258954j -0.00568858-0.00102837j 0.0105258-0.00245883j -0.0127846+0.0071626j -0.00529534+0.00161603j -0.000251984+0.0020201j -0.00772617+0.000712794j 0.0126575+0.00145449j 0.00574675+0.00360527j 0.00823678+0.00407123j 0.00341374-0.00518221j 0.00937139+0.00866773j -0.00292558+0.00107572j -0.00611348+0.00526913j -0.00760781+0.000265676j -0.000205481-0.00443518j 0.00198203+0.00360006j -0.00085123-0.000871457j -0.00259047+0.00417368j 0.00263032-0.00343829j 0.00291813-0.000251856j 0.000701884+0.000433166j -0.00209068+0.0068363j 
0.00295458-0.00170554j -0.00140172-0.000568206j -0.00305501-0.000424286j -0.000464856+0.000418581j 0.00344748+0.000722853j 0.0044972+0.00158492j -0.000859263-0.00208884j 0.0039508+0.000534183j -0.000717745+0.00119829j -0.000149201+0.00213671j -0.00359646-0.000947602j 0.0013822+0.00252761j -0.00216303-0.000126509j 0.00550088+0.000807317j 0.00438869-0.0042722j 0.000291391-0.00361814j -0.000487612-0.00515067j 0.00209196-0.00490773j 0.00406782-0.00672675j -0.0019494-0.00135128j 0.000949808+0.000642132j -0.000782963-0.00627055j -0.00562378+0.000374323j -4.81735e-05+0.00687542j 0.00147769+0.00114229j -0.0043395+0.00486142j -0.00564321+0.000768184j -0.000373582+0.00662506j 0.00126478-0.0029511j 0.0120328-0.0116551j 0.00841084+0.00361679j -0.00159035-0.00443915j -0.00450128-0.00149246j -0.00800341-0.00377784j 0.00273951+0.00634185j 0.00204303+0.000506334j -0.0108396+0.00391638j -0.00381803+0.000966451j -0.00558452-0.0140479j 0.00255353-0.00260454j 0.00194709+0.0087707j 0.00156165+0.00801167j 0.00367838+0.00328509j -0.0097127-0.00949073j 0.00555915-0.00952977j -0.000655981-0.000124645j 0.00163094+0.00664453j -0.00320996+0.00258906j 0.00430817+0.000784808j 0.00583684-0.00167612j 0.000403596-0.00144616j 0.000557831+0.00250096j -0.00104641-0.00237471j 0.000348468+0.000735523j -0.00218447-0.000552541j -0.00220342-0.001153j 
-0.00343687-0.000912544j -0.000915256+0.00125527j -0.00374863-0.000496563j 0.00125414+0.00429091j 0.00252668-0.00243727j -0.000986316-0.000358834j 0.00203785+0.0019513j 0.00202751-0.00241109j 1.49346e-05-0.00052611j -0.00105229-0.00115495j -0.00216847-0.00239519j 0.00340789+0.00260534j -0.00124909+0.00382105j -0.000502995-0.00019888j 0.00300729-0.00332608j 0.00214086+0.00271278j 0.00696042+0.00475697j -0.0018702+0.00531485j 0.00048372-0.00285315j -0.0013642+0.00260586j 0.0113757-0.00384148j 0.012175+0.00231903j -0.00362928-0.00328141j -0.00679245-0.00408993j 0.00181466+0.00268975j -0.00317476+0.00168728j 0.00513812+0.00253193j -0.00895959-0.00532689j -0.00854944+0.00324976j 0.00282701+0.00645934j 0.0093993-0.00371766j -0.00688233+0.00625313j 0.00828786-0.00142345j -0.000376255+0.00584493j -0.0116427-0.00346531j -0.00125791+0.000721042j 0.00816978+0.000864249j 0.00779038+0.00263723j -0.000353618-0.00105209j 0.000618394+0.000662005j 0.00858096-0.00330901j 0.000844827-0.00545702j 0.00426738-0.00406983j 0.0102215-0.00980811j -0.00695025+0.00170838j -0.0015089-0.00157106j 0.00331936+0.00312507j 0.000442735-0.00401892j -0.0026662-0.00070527j 2.22503e-05+0.00133211j -0.00175227-0.000783805j -0.00115622+0.00317036j -0.000978002+0.000403941j -0.000728021-0.00039705j 0.00266674+0.00221209j -0.00189515+0.00199082j 
-0.000313433-0.00254067j 0.000683623-0.000272917j -0.000883797-0.00248841j 0.00201767+0.00190681j 0.000758553+0.00133141j 0.000202087-1.05735e-05j -0.00173705+0.00012058j -0.00352044+0.000101947j -0.00329911+0.000556421j 0.00095549-0.00383403j 0.00730848+0.00309211j -0.000627264-0.00305667j 0.00171696-0.000831174j 0.0032385-0.00132852j -0.000984467-0.00363157j -0.00461935-0.00399793j -0.0038518+0.00384484j -0.00312793+0.00194684j -0.00846186-0.000940808j -0.00321695-0.00573129j 0.00990537-0.00251412j -0.000793372+0.00399093j -0.00171584+0.00141846j 0.0092434-0.00617815j -0.00334134+0.00243042j 0.00163827+0.00116929j 0.00164908-0.000973097j -0.00494977+0.000336211j -0.00370127-0.00113669j -0.00801448-0.00285277j 0.00413821-0.000253626j -0.00781962-0.0101183j 0.0047192+0.0106318j 0.00721408-0.0144486j 0.000565915-0.00718508j -0.00590611+0.0134684j -0.00511802+0.00294441j 0.0110232-0.00654611j 0.0187336-0.0167274j 0.00531528-0.00614745j -0.00504388+0.00634116j -0.00835928+0.00275035j 0.00454041+0.00839697j 0.00270186+0.00825095j 0.00181692+0.00148911j -0.00458706+0.00554006j -0.000220836-0.00578146j 0.00537175-0.00554605j 0.00201608+0.000818684j 4.09621e-05+0.00250624j 0.00181866+0.00183242j -0.00146193+0.000137033j -0.00141513+0.000337336j -0.00218682-0.000636809j -0.000600231-0.000414995j -0.00138821-0.000917836j 
