8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
8.45639e-16-0.0143949j 9.42718e-16-0.00775018j 6.87199e-16+0.0472585j -4.22509e-17+0.000955417j 1.38015e-17-0.020268j 1.71367e-15-0.00747232j -4.60393e-16-0.0523499j -7.19645e-16+0.00435686j -1.26532e-15-0.00996697j -7.28469e-16-0.0226256j 4.79099e-17-0.00260003j -5.14612e-16+0.0156967j 6.60519e-16+0.0275443j 1.79192e-15+0.0185393j 1.22245e-16+0.0151389j -4.90875e-15+0.0131807j -5.34748e-16-0.00855535j -1.0674e-15+0.00541204j -8.19114e-13-0.00737837j -2.37713e-15-0.0134962j 9.57297e-16+0.00176295j 8.49434e-16+0.00755291j -1.92933e-14+0.0131807j 3.04139e-15+0.00472944j 1.08257e-15+0.00223382j -1.33879e-15+0.00681586j 1.89428e-15-0.00814753j -2.27253e-15-0.00410576j 1.13456e-14+0.00449458j 2.11017e-15-0.0105269j 4.38972e-16+0.00072213j 1.35437e-15-0.00202229j 4.22706e-16-6.83808e-05j 2.1743e-16-0.00242993j 1.66201e-15+0.00757771j 1.58538e-16+0.0131955j -9.03349e-16+0.00910624j -1.50687e-16+0.00644641j 3.3579e-16+0.00162125j 6.96989e-15+0.0110997j 5.00855e-15-0.00496737j 4.06806e-15+0.0138454j 7.57125e-16+0.00236579j 8.37529e-16-0.0274089j 4.44997e-16-0.00913186j -5.96875e-16-0.0307785j 2.87695e-15+0.025147j 1.80861e-15-0.00626609j -8.85634e-16+0.0279125j 2.60317e-15+0.0409538j 2.62492e-15+0.0287962j 4.92646e-16+0.0457066j 3.62887e-15-0.0268888j -4.07564e-15-0.059992j 7.87541e-15+0.00712563j 7.88128e-15+0.0594532j 
-9.72241e-15+0.0301086j 7.30416e-16+0.000335045j 9.52757e-15-0.029341j 9.74516e-15-0.0322729j 5.47416e-15-0.0170355j 4.82223e-15-0.0130832j 1.89503e-16+0.000528478j 5.45694e-15-0.0191161j -3.48245e-15+0.00852821j 1.32098e-15-0.00376777j 1.72464e-15-0.00505027j 3.20681e-15-0.0102909j -9.11844e-16+0.00227092j 5.82855e-16-0.000112536j 1.71211e-15-0.00300178j 1.21434e-15-0.00165255j -1.16919e-15+0.00473859j 6.09881e-16-0.00277949j 7.45625e-13+0.00673381j -1.37779e-15+0.00975108j -2.52452e-15+0.0087792j -6.8993e-16+0.00206644j 1.16391e-15-0.00162619j 2.84441e-15-0.0167004j -3.89787e-15+0.0110292j 3.22393e-15-0.00907432j 3.3048e-16+0.00302829j -2.38914e-16-0.00551032j 4.07171e-14+0.0167866j -1.25305e-15+0.00391138j 6.22076e-17-0.000887872j 1.7668e-15-0.00157584j 8.91869e-15-0.0173629j 5.9777e-16+0.000390245j 1.69786e-16+0.00193977j 1.82399e-15-0.0101293j 5.16622e-16+0.000239197j 5.11662e-18-0.000404137j 6.24589e-16+0.00488609j 3.359e-15+0.00877499j 5.35525e-15+0.00308138j 2.50795e-15+0.0105222j -9.3685e-16+0.00611919j -2.44995e-15+0.011548j 2.94039e-16-0.00433875j -2.7289e-15+0.00421635j -4.41533e-15+0.0168165j 5.77659e-15-0.0164847j -9.29558e-16-0.00135817j 2.06783e-15-0.00864773j 1.31182e-15+0.00138278j -6.83957e-15+0.0273724j 5.268e-15-0.0158243j 1.0718e-14-0.0352327j 6.87735e-15+0.0167724j -3.57591e-15+0.0172766j 
4.63193e-16-0.0454639j -4.0588e-15+0.0305707j 2.02066e-16+0.0302753j 3.40058e-16-0.000626405j 1.83715e-16+0.00881847j -3.63029e-16-0.0328973j 2.20922e-16-0.0327676j 3.16516e-16+0.0252838j -2.3857e-17-0.0155918j -8.32372e-16-0.0188976j -1.44188e-16-0.00698972j -1.01442e-15+0.0383922j -8.20814e-17+0.00899827j -5.44749e-16-0.00229068j 3.56636e-16+0.0116157j -1.38117e-15+0.00558361j 2.08048e-15+0.00298608j -6.64179e-15-0.00861517j -3.01232e-12-0.0270792j 2.68395e-15+0.00815873j 1.89769e-16-0.0125363j -1.20908e-15-0.001902j -2.1473e-14+0.0149979j 5.33815e-16-0.00273453j 1.45426e-15+0.0171122j -3.30495e-16+0.0102388j 4.67887e-15-0.00760452j -1.45006e-15+0.0146075j 8.77353e-15+0.00414941j 2.13921e-15-0.00569747j 3.35915e-16+0.0038286j 2.74344e-16-0.00233777j -3.13802e-16+0.00171213j 1.22139e-15+0.00197177j 1.85328e-15+0.0111991j 1.02358e-15+0.00914909j -1.38958e-16+0.0041385j -4.94633e-16+0.00491712j -8.40011e-16+0.00110036j 4.13248e-15+0.00568151j -1.65734e-15-0.00220333j -2.48826e-15-0.0023901j 1.2903e-15+0.0013448j -5.89557e-16-0.0159288j -5.94219e-16-0.0355006j 1.94549e-16-0.00900305j 3.01746e-16+0.0167139j 2.20264e-17+0.00997106j 1.233e-15-0.00610828j 9.53156e-16+0.0276996j -1.0979e-15+0.0102035j 5.26553e-16-0.0037172j -1.17921e-15-0.0178672j -3.64931e-16-0.0379034j -2.36e-15-0.00425068j -8.00255e-16-0.00310551j 
1.52533e-15+0.0434619j -1.07299e-15+0.0363778j 2.14784e-16-0.0114073j -6.8741e-16-0.0360609j -3.89337e-16-0.00981835j -1.13979e-16-0.00213311j -7.1645e-16-0.00790434j -7.84358e-16-0.0303692j 8.36171e-17+0.0123954j 8.7985e-16+0.0136716j 2.79185e-16-0.00916507j 4.6128e-16-0.00320418j 6.38827e-16+0.00466803j 2.15614e-16-0.00333853j 4.34969e-16+0.00663341j -1.40025e-16-0.00210544j 2.19186e-15+0.00745409j -3.93121e-16-0.0154472j 6.9316e-13+0.00626699j 1.32314e-15-0.000659761j 2.39992e-17+0.0186674j -5.41749e-15-0.0297208j 9.73386e-15-0.0054358j -4.90831e-16-0.00825171j 4.69884e-16+0.0207159j -1.084e-15-0.00653797j 1.38566e-15+0.00142468j -1.36771e-16+0.00537998j 2.9262e-14+0.0109491j -1.19601e-15+0.0110933j -1.52771e-17-0.0010166j 5.32461e-16-0.0137159j 3.06337e-16-0.0108698j 2.026e-15+0.00399357j 3.12088e-15+0.0314487j 9.27537e-16-0.0089743j 7.1434e-17+0.00102713j -1.53301e-15+0.00218558j -1.24097e-15+0.0053629j -7.20182e-15-0.0120538j -6.30858e-15-0.00656698j -6.3009e-15-0.0116014j -6.36555e-16-0.00640319j -4.50105e-16-0.00628091j -1.09043e-16+0.00238106j -7.16744e-16-0.0127171j -6.00533e-16-0.0256946j 9.71149e-16+0.0320635j 1.20032e-15+0.00530698j 1.25031e-15+0.0324046j -4.86876e-17-0.00230977j -5.27964e-16+0.00948239j -1.39779e-15-0.0469405j -3.98833e-16-0.0685736j 7.86177e-14+0.107506j 1.70527e-14+0.0549789j 
-4.39845e-17-0.0135492j -2.35103e-15+0.0137527j -1.66729e-16-0.0457643j 7.55891e-16-0.011734j -5.60247e-17+0.031338j -5.29895e-16-0.019179j 2.7242e-16+0.0283227j 8.85243e-16+0.00656032j 2.72195e-16+0.000971404j -5.1407e-16-0.00209488j 1.07411e-16+0.0121565j -4.65662e-16+0.0139363j -4.77085e-16-0.0120494j -1.94516e-16-0.013348j 7.51679e-16-0.0124919j 2.17013e-15-0.00231858j 6.88272e-16+0.00331909j -5.37013e-15+0.00116283j -2.36967e-12-0.0213129j 2.92531e-15+0.0176035j -2.31653e-16-0.023987j -8.36445e-16+0.00232898j -1.67742e-14+0.0110361j 1.00867e-15+0.00271803j 6.60274e-16+0.00296816j 3.1447e-16+0.00465506j 2.85856e-15-0.00589774j -1.03787e-15+0.0131178j -1.73169e-15-4.77159e-05j 2.5075e-15-0.00877408j 5.94842e-16-0.00276102j -2.99542e-16+0.00276164j -3.98956e-16+0.00733901j 4.33594e-16+0.00689784j -6.54337e-16-0.011159j 5.74331e-16+0.00333248j -2.26526e-16+0.00281756j -1.22021e-15+0.00381438j -1.53557e-15+0.00511885j 8.01871e-15+0.0119386j 7.68346e-15+0.0192057j 7.31801e-15+0.00274984j -2.95726e-17+0.00940429j -5.33571e-16+0.0261754j 3.67882e-16-0.0132076j 2.93236e-16-0.000218412j -2.80033e-16+0.0270608j -5.55188e-16+0.0223029j -2.45179e-16-0.0491721j -5.67461e-16-0.00681292j -1.41905e-15+0.0129182j 1.33953e-16-0.027281j 1.50362e-16+0.0306268j -5.30842e-16-0.0272913j -4.01137e-14-0.0709115j -8.84975e-15+0.0328334j 
8.10068e-17-0.0234691j 2.1109e-15-0.015639j 8.67931e-16-0.0071221j -1.08758e-15+0.0208736j -1.66353e-16+0.0442717j -4.69012e-17+0.0217714j -1.68983e-15+0.0166032j 3.183e-16+0.0297247j -1.23401e-16-0.0298067j -4.54746e-17-0.0206882j 4.42461e-16+0.00465907j 1.21219e-15-0.00789739j 2.61843e-16-0.0261147j 1.42279e-15-0.00301594j -1.67295e-15+0.0170946j -6.25717e-15+0.0171158j -1.26864e-18-0.0120128j -2.63453e-15+0.017785j -1.48139e-12-0.0133427j 1.19564e-16+0.00978788j -1.77246e-15-0.0382152j -3.0759e-15-0.0114507j -1.96898e-14+0.0112j -5.62789e-15-0.0120338j -2.89857e-15-0.00932585j 2.5876e-15+0.0342513j -6.78756e-15+0.0146761j 2.41148e-15-0.00681487j -4.50525e-14-0.0182123j 1.74481e-15-0.00764711j 1.18709e-15-0.00986354j 1.66475e-15-0.0402587j 1.72546e-15-0.00773073j 3.79917e-15-0.000759516j 1.14795e-15+0.00977216j 5.1003e-16+0.0150968j -3.56106e-15+0.0587512j -3.34265e-15-0.000605693j 2.75551e-15-0.00498613j -1.33555e-14-0.0177138j 9.20689e-15+0.00990917j 1.12858e-14+0.0136463j 1.60536e-16-0.00211385j -2.63558e-17+0.00768215j 1.39581e-16+0.00988261j -1.74927e-16+0.00878176j 6.14331e-16-0.0117941j 3.68562e-16-0.0012343j -3.19696e-16+0.00759995j 8.22121e-17+0.0028755j 1.94033e-16+0.0177389j 6.1513e-16-0.0231257j 5.90704e-16-0.0202704j -1.18264e-15+0.00267662j 2.25467e-15-0.00523104j 5.55986e-16+0.0445139j 
-1.38749e-15-0.00127366j 4.56309e-14-0.0266572j 2.63664e-14-0.0155276j -4.35248e-14+0.0302999j 2.16405e-14-0.0153256j 7.23821e-15-0.00531638j -4.97729e-14+0.0341174j 4.33333e-15-0.00296216j -2.97806e-14+0.0215217j -2.17224e-14+0.0158579j 8.203e-15-0.00617669j 4.94153e-14-0.0337985j 2.97147e-14-0.021379j 7.86458e-15-0.0068769j 1.34175e-14-0.0097739j 1.24786e-14-0.0062893j -1.5107e-14+0.0108522j -8.88529e-15+0.0117417j 3.23933e-12+0.0295167j 7.63148e-15-0.00837631j -3.47302e-14+0.0236433j 1.63637e-14-0.0137384j 6.88936e-14-0.0236676j 1.28862e-14-0.0131918j 1.55377e-14-0.0130473j 5.88307e-15-0.00232832j -2.18719e-14+0.0127975j 3.47636e-14-0.0199326j 6.39288e-15+0.00181254j -1.7663e-14+0.00953691j 2.73007e-14-0.0205723j -1.78066e-14+0.012015j 1.60553e-14-0.00801216j 3.59482e-14-0.0265019j -5.85944e-15+0.00320412j 6.18347e-15-0.00514605j 1.94653e-14-0.0135013j -3.19727e-14+0.0214283j -8.26955e-15+0.00114797j -9.38006e-15+0.0105556j 5.47249e-15-0.00431553j -7.64361e-15+0.00482741j 1.88566e-14-0.012975j 7.39933e-15-0.00545572j -3.31454e-14+0.0238476j -3.90162e-14+0.0265081j 2.75994e-14-0.0191483j 3.65638e-14-0.0248006j -4.888e-14+0.0355091j 3.34414e-14-0.0240451j 5.88382e-14-0.0391491j 7.83302e-15-0.00430894j 6.61413e-16-0.00353311j -7.77972e-14+0.0565098j -1.28899e-14+0.00231949j 1.00287e-13-0.0765606j 
-2.00422e-15+0.033086j 7.62151e-15-0.0441073j 1.67743e-15-0.039134j -2.31695e-15-0.00722251j 1.93474e-15+0.000824228j 5.54076e-16+0.00456724j -2.67555e-15+0.00853118j 6.48819e-16-0.00295273j -2.35245e-15-0.0108549j -1.22558e-15-0.00397759j 4.57581e-16+0.00985068j 3.71268e-15-0.00545847j 1.2483e-15+0.00477316j 3.43901e-16+0.0272944j 1.67104e-15+0.00865806j 4.73079e-15-0.0158747j -1.52161e-15+0.00143259j -6.23304e-16-0.00547251j 1.31779e-12+0.0118961j 2.66624e-15+0.0177009j -2.68038e-15+0.0016866j 3.81306e-15+0.0120647j 2.5591e-14-0.0162516j 7.77442e-16-0.000231046j 9.87339e-16+0.00481173j -2.96693e-16-0.00991863j -2.12465e-15-0.011669j 3.12035e-15-0.0479724j 3.00826e-15+0.000667751j -6.2842e-15+0.0121966j 4.30284e-16+0.0125584j -8.26989e-16+0.0140822j 5.37473e-15-0.0319401j 2.19915e-15-0.00982651j 1.42974e-15+0.0112698j -6.63812e-16-0.00114663j 4.39839e-15+0.00254273j -5.29252e-15-0.021023j -3.49982e-15+0.0516076j 6.35294e-15+0.00939503j 5.78771e-15+0.00949193j 3.75712e-15+0.000260108j 9.10908e-16+0.000283404j 2.46728e-16+0.012397j -2.69404e-15+0.000650955j -2.19366e-15+0.00885883j 1.39596e-15-0.00293184j 1.26768e-15-0.00844439j -3.87287e-15-0.0163489j 1.86537e-15+0.00261535j 3.90975e-15-0.0318211j 2.3183e-15-0.0158042j -3.52798e-17+0.0341292j -5.59943e-15-0.0184449j 1.30954e-14+0.00672995j 8.29315e-15+0.064581j 
2.21935e-15-0.0209606j 9.30562e-16-0.00384116j 2.73292e-15-0.0161702j -7.69607e-16+0.00378697j 4.89678e-16-0.0105907j 4.64146e-15-0.0379458j 2.61894e-16+0.0018318j 1.99521e-15-0.0111248j -3.48231e-15+0.0252579j 1.1337e-16+0.0019322j 8.00127e-16-0.00565543j -2.48245e-15+0.0156226j -1.47136e-15+0.00724485j 4.33202e-16-0.0053529j 3.33745e-15-0.0181722j 8.35385e-16+0.00136997j -1.32672e-15+0.011396j -2.10125e-15-0.00324248j -1.00275e-12-0.00903377j 2.39825e-16-0.00196871j -1.18085e-15+0.00649858j 7.98911e-16+0.0145927j -2.64071e-15+0.00145108j 1.99218e-15+0.00607606j -3.5571e-16+0.00911978j -2.6531e-16-0.00576769j 6.85985e-15-0.0173803j -2.81476e-15+0.00407344j 2.06008e-15+0.00207374j -7.34965e-16-2.00717e-05j 1.525e-15-0.0201073j -1.29859e-15+0.0125148j 3.10409e-15-0.00753283j -2.26068e-16+0.00446931j 2.18765e-15-0.0107312j -9.85864e-16+0.0127205j 6.10177e-15-0.0266386j -1.71101e-15+0.0102705j -5.51045e-15+0.0183908j 2.04836e-14+0.0341038j -8.20634e-15+0.000774124j -9.16999e-15-0.0258149j -9.06713e-16+0.00464844j 1.24727e-15-0.00825671j -1.26634e-16+0.00459025j -1.12142e-15+0.00635031j 7.36562e-16-0.0163072j -1.81198e-15+0.0217913j 1.17669e-15+0.00767259j -4.72887e-15+0.0322108j 3.03239e-15-0.0285543j 1.92337e-15-0.0200852j -3.13869e-15-0.000919738j 9.85301e-16-0.00957588j -3.31731e-16-0.00211899j 6.18894e-16-0.00954931j 
1.65643e-15+0.00283569j -8.58127e-16+0.0139824j 1.27742e-15-0.00263594j -2.96729e-16-0.012968j -3.52326e-16+0.0117416j 2.17752e-15-0.0107221j 2.49623e-16-0.0275624j 1.18456e-15-0.0170657j -1.60266e-15+0.00992401j -2.82341e-17-0.0238122j 2.84868e-17-0.00682292j -4.33313e-16+0.0106329j -2.93164e-16+0.0223517j 1.33698e-16+0.000861318j 8.55385e-16+0.000282476j -5.30416e-15+0.0175096j 1.1708e-15+0.00666902j -4.4797e-15-0.00533315j -1.83097e-12-0.0164762j 2.34443e-15+0.00766053j 9.01826e-16+0.00979591j -3.03241e-16+0.00144431j -2.11871e-14+0.0158516j 4.19207e-15+0.00543383j 2.72877e-15+0.0279075j -2.24909e-15-0.00155194j 4.15673e-15-0.0142228j -1.15998e-15+0.0155003j -3.20834e-14-0.0100596j 1.26794e-15-0.00346511j 1.92061e-15+0.021023j -1.9519e-16-0.0102421j 2.86279e-15-0.00803627j 1.97678e-15+0.00952425j 1.10535e-15-0.0029494j -3.99355e-16-0.000182835j 4.0409e-15-0.0384822j 6.67956e-15-0.0116764j 5.45485e-16-0.0135753j 8.4368e-15+0.0148501j -2.66966e-14-0.040615j -2.86223e-14-0.0350944j -5.07861e-16+0.00353617j 3.91569e-16-0.00943741j 6.8321e-16-0.0298568j -1.32958e-16-0.000879264j -1.85683e-17+0.0229272j -1.01204e-15-0.0052736j 1.24423e-15-0.0549039j -2.33408e-15+0.0412959j 3.58121e-16+0.0123588j -3.02917e-17+0.0226074j -2.73584e-15+0.053181j 1.19233e-15-0.0266306j -9.74077e-15-0.0167639j -2.08114e-15-0.00231444j 
-2.02542e-16+0.0221131j 3.23755e-15-0.0217968j 8.98409e-16-0.0295421j -8.97424e-16+0.0216176j -3.25743e-16-0.00607336j 1.83016e-16+0.0175033j -3.75007e-16+0.0135168j 2.25043e-16-0.0324886j -6.45658e-16+0.030395j 9.56419e-16+0.0240124j 4.89877e-16+0.000575869j 5.07886e-16-0.0219817j 2.16727e-16+0.0104181j 2.21224e-16-0.0144924j 5.27802e-16-0.0232469j 8.36644e-16-0.00116042j -1.58796e-15+0.00101682j 2.50729e-15-0.00118334j 1.47301e-12+0.0132387j -6.44698e-16-0.00734132j 1.029e-15+0.0184075j 4.38158e-15+0.0203359j 1.98912e-14-0.0130844j 3.38294e-15+0.0116933j 1.23107e-15-0.00808786j -1.80382e-15-0.0259267j -1.34729e-15+0.00187705j 7.84785e-16+0.0218168j -2.26655e-14-0.00721795j -4.12248e-15+0.0170077j -2.85516e-16+0.00605816j -1.73063e-15+0.0201944j -1.78913e-15+0.00983944j -2.12327e-15+0.00296586j -1.12828e-15-0.0163022j -1.01016e-15+0.00137343j 2.04107e-15-0.0212361j 3.80817e-15-0.0111155j 1.01522e-15+0.00258139j 1.86217e-14+0.0243973j -1.30955e-14+0.0123238j -1.72225e-14-0.0490577j -5.64692e-16-0.0112009j 9.24017e-16+0.00160298j -2.44037e-16+0.00319346j -9.29991e-16+0.00696321j 5.44695e-16+0.00685169j -2.1126e-16-0.00511002j 2.61156e-16+0.000851055j -6.97215e-16-0.0352552j 4.48882e-16+0.0457928j 6.33946e-17-0.00494086j -1.07306e-15+0.0459896j -1.78909e-16+0.018761j -4.72634e-14-0.0781588j -9.44604e-15+0.014866j 
4.00112e-16-0.0319842j 8.46639e-16-0.0175493j -4.21728e-16+0.0173127j -1.08544e-16-0.00843565j -3.94002e-16-0.0250452j -2.29458e-16-0.00409348j -3.43594e-16+0.0129358j -4.84946e-16+0.000231971j 3.25648e-16-0.0045765j -8.13765e-16-0.0155802j -5.66307e-16-0.0149868j 1.56514e-16-0.00126427j -1.17917e-16+0.00883387j -5.62797e-17+0.0183445j -4.85115e-16+0.00221382j -1.19479e-15+0.00320556j -8.75396e-16-0.00353829j 5.46399e-15+0.0174178j 1.46259e-12+0.0131261j -4.45566e-15-0.0186569j 8.75017e-16+0.0115876j 2.08227e-15+0.00493777j -1.73291e-15+0.000488505j -1.01262e-15+0.000201406j -6.7186e-16+0.00657243j 1.37926e-15+0.0264466j 4.95748e-15-0.0209391j -2.49903e-15-0.022497j 7.13249e-16+0.000443429j 6.48314e-15-0.0295659j -3.5666e-16-0.00340139j 1.80845e-15+0.00108837j 1.36983e-15+0.00826556j -6.08425e-15-0.0285161j -3.31918e-15-0.0193779j -2.36734e-15-0.0220528j 1.19194e-16-0.0194009j -4.95088e-16+0.0126244j -4.44173e-16-0.00876486j -5.25975e-15-0.00914088j -8.66646e-15-0.0141416j -8.88383e-15-0.00687053j -2.57862e-16-0.0491987j 3.6734e-16+0.0139279j 3.41164e-16-0.00879523j 5.8864e-16-0.0103675j -7.23501e-17+0.000118706j 5.32673e-16-0.0266901j -7.29854e-16-0.0181506j -3.45267e-16-0.00657458j 2.69432e-16-0.0363517j -8.90414e-16+0.0642586j 2.2887e-16+0.00290973j -8.62547e-16+0.00907156j -2.82783e-14-0.0347467j -4.97722e-15-0.0453044j 
-3.43903e-16-0.0784794j -3.38868e-15+0.019873j 4.23988e-16+0.0898874j 1.02008e-15-0.0213713j 3.829e-17-0.0399957j -2.2568e-16-0.00749467j -3.05073e-18-0.053511j -6.35447e-17+0.00879885j -3.23971e-16-0.0364336j -4.98902e-16-0.0263294j -3.19196e-16-0.0352021j -9.84254e-16+0.0252819j 3.52664e-17+0.0232535j -4.09518e-16+0.0417817j -1.64768e-15+0.0159928j -8.80579e-15+0.0266709j -1.02386e-15-0.0129292j -1.46336e-15+0.00613673j -2.77002e-12-0.0249359j -4.52022e-15-0.0355788j 4.06347e-16-0.00556535j 3.70716e-15+0.0154489j -2.78474e-14+0.020074j 5.56095e-15+0.0181751j 1.43307e-15+0.0164379j 7.16507e-16+0.0336958j 9.71197e-15-0.0361401j -5.76149e-15-0.0087146j 1.00786e-14+0.004492j 1.18217e-14-0.0491357j 2.35653e-15-0.0211345j -1.18446e-15-0.0371268j -4.11865e-15+0.0286399j 3.94773e-17+0.0392141j -6.43868e-15-0.0436417j -1.29044e-15-0.0563836j -5.09566e-17+0.00878018j -7.76514e-16-0.0136994j 2.07537e-15+0.00510678j 2.82157e-15+0.00746795j 1.20682e-14+0.00792143j 1.13809e-14+0.0209958j -5.56347e-16-0.0308109j -9.35292e-16+0.0527569j 8.15101e-16+0.0258343j -7.59666e-16-0.00887397j -3.33757e-16-0.0238907j -3.02251e-16-0.0164393j 2.01867e-15+0.0382694j 1.42874e-16+0.0429057j -9.82533e-17-0.010129j 8.23775e-16+0.025883j -4.19933e-16-0.052884j 1.30293e-15-0.00120935j 2.87847e-15+0.0103975j -2.18861e-16-0.0279118j 
-2.2382e-15-0.0160392j 8.64388e-15-0.080414j 1.13366e-15-0.0384604j -1.08711e-15+0.0443932j 2.05118e-17-0.00357249j -3.87347e-16+0.000305418j -7.26965e-16+0.0425474j 2.77863e-16-0.00479642j -1.26232e-16+0.0218023j -5.17989e-16-0.0076089j -2.52767e-16-0.00811413j 2.02516e-15-0.0332871j -5.58635e-16-0.0144677j 5.6081e-16+0.00302939j -3.73935e-16-0.0114454j -6.36719e-16+0.00649708j 1.95008e-15+0.0138578j 6.45418e-15+0.00311169j 3.97182e-12+0.0357423j 1.68061e-16+0.00345327j -9.69323e-17+0.0257167j 3.30921e-15+0.00601219j 4.57077e-14-0.0313343j -5.75979e-15-0.0158652j -4.71241e-16+0.00172042j -1.4986e-16-0.00212612j -5.97341e-15+0.00277685j 4.03015e-15-0.0323025j -3.54221e-14-0.0125189j -5.3291e-15+0.0153144j -7.3549e-16+0.0105029j 3.56205e-15+0.0186837j 5.186e-15-0.0206217j -7.57435e-15-0.0634778j -1.61041e-15+0.0208935j -3.62277e-15-0.0181636j 1.33332e-15+0.00670942j -1.33588e-14+0.0394764j -1.21979e-14+0.0711509j 2.29146e-14+0.0294417j -1.55253e-14-0.0185404j -1.88483e-14-0.0258299j 1.14795e-15-0.00257808j 1.15755e-15-0.0455382j -6.5755e-16-0.134786j 2.14948e-16-0.0188951j -9.08645e-16-0.00700009j -1.07727e-15-0.000604705j 1.76015e-16+0.00290693j 3.33777e-16-0.0197294j -9.4005e-17-0.00393132j 1.31831e-15-0.0345092j -8.72747e-16+0.011064j 1.54842e-16+0.0381276j -3.03709e-14-0.0530212j -7.56521e-15+0.0193294j 
-7.48734e-16+0.0320679j 3.32728e-15-0.0307681j -4.53945e-16+0.00720889j 5.65623e-16-0.0542828j -3.08181e-16-0.0552188j 2.49301e-16+0.0189437j 9.48997e-18-0.0399888j -1.17252e-15-0.0626035j -2.8922e-17+0.0161384j -7.9806e-16-0.0256067j -7.5791e-16-0.025239j -5.31886e-16-0.00852827j 4.67623e-16+0.0477443j -5.88707e-16+0.0296545j -1.11036e-15-0.0013569j -4.36694e-15+0.0176443j 9.63452e-17-0.000416073j 1.85695e-15-0.0125093j 1.03205e-12+0.00929357j -8.0149e-16-0.01485j 2.15417e-15+0.0379613j 5.08907e-15+0.0120924j -4.0497e-15+0.00467686j 6.90444e-15+0.0115931j 2.90005e-15+0.0178082j -2.98467e-15-0.0226959j 3.69744e-15-0.0192973j -2.29697e-15+0.00981498j -3.81305e-15+0.000900252j 7.60522e-15-0.0282733j 1.18437e-15+0.0284323j -1.2715e-16-0.018339j 2.59574e-15-0.00145453j -1.29943e-15-0.00526431j -2.44891e-15+0.00369794j -1.98103e-15-0.033628j 4.74591e-15-0.0732114j 6.69307e-15-0.0326314j 7.74163e-17+0.00517551j -2.87321e-15-0.0104362j -1.91947e-14-0.00301613j -2.08562e-14-0.0490433j -9.31868e-16-0.00183006j -2.28257e-16-0.00113326j -1.25387e-15-0.018276j -7.64105e-17+0.122236j -3.59263e-16+0.00162501j -4.95917e-16-0.0350976j -8.97376e-16-0.013996j -3.78747e-16+0.00878418j 7.34715e-16+0.0114647j 3.64316e-16+0.0326752j 1.67092e-16+0.00359644j -1.41869e-16-0.0275494j 4.79081e-15-0.00904896j 6.55133e-16+0.0761526j 
