7.65443e-12+2.22109j 4.47455e-13+0.226717j 2.77412e-15-0.651811j 1.50969e-14-0.25973j 3.42504e-15+0.0755905j -1.72967e-15+0.15762j 1.96706e-15+0.012852j 6.89322e-16-0.0473221j 8.01535e-16-0.0475349j -4.42208e-15-0.0289113j 6.92922e-15+0.0686067j -1.35605e-15-0.0167539j 1.42739e-17-0.0247508j 1.46721e-16+0.0165511j -5.4912e-16-0.0189997j 2.13919e-16-0.0171791j -4.47781e-15+0.0326807j -1.12765e-15-0.0284984j -3.19267e-15+0.0056348j -3.1839e-16-0.0255962j 1.22545e-15+0.0111611j -2.82426e-16+0.0183473j 2.01941e-15+0.00919084j 2.0836e-15+0.036882j -4.64378e-16-0.00820215j -4.0784e-15-0.0162344j -2.10443e-15-0.00167349j 2.11885e-15-0.00908934j 4.67953e-17+0.0169179j -3.08529e-15+0.00281053j 8.46124e-16+0.0129203j 8.78844e-15-0.00522947j -1.84867e-13+0.0186142j 1.48347e-15-0.0174145j 5.10274e-16+0.00726465j 8.01617e-14+0.00997903j 5.67764e-15+0.00317258j -8.24258e-15-0.0237115j 2.9064e-14-0.0288299j 7.90957e-16-0.000816655j 3.62792e-16-0.00662787j -1.8397e-14+0.0202206j -1.73272e-15-0.00769922j -1.44764e-15+0.0160538j 3.33957e-15-0.0174464j -4.66509e-15+0.0262521j 7.49769e-15-0.0145682j 1.34645e-15-0.00642323j -8.27744e-17+0.00156621j -6.01915e-15+0.00571403j -4.11966e-15-0.0372495j -1.7359e-15+0.0120186j 1.07408e-15-0.00382653j 9.6522e-15-0.0130153j 2.57264e-15-0.0250546j 2.64791e-15+0.011816j -3.97492e-13-0.0426269j -2.9795e-15-0.0257536j -2.97368e-15+0.00227628j 9.45438e-16+0.00910115j 1.90007e-16+0.00458016j -3.80766e-16+0.00392484j -5.51269e-16+0.0109021j -7.88719e-17-0.00703806j 1.7865e-15+0.0496502j 1.22562e-15-0.039059j -4.65535e-16+0.000677556j -1.60133e-14-0.0255114j -4.18256e-16-0.00086685j -8.10016e-16-0.0420286j 8.58635e-16+0.0413838j 1.10045e-15+0.0200639j 2.13702e-18+0.0330564j 1.72865e-15-0.0322548j -4.14156e-15-0.0521552j 7.41814e-15+0.0434863j -9.04161e-14-0.0514597j 
1.08451e-13+0.0294613j 6.49741e-15+0.0367287j -6.06078e-16+0.0193971j -1.9635e-16-0.0147208j -5.82722e-16-0.0123665j 5.80509e-16+0.00685444j 1.37657e-15-0.0240381j -1.7427e-16+0.00656025j 8.75692e-16+0.0141446j 5.08065e-15+0.0381844j 3.14422e-15+0.0448983j -4.49408e-17+0.0139213j 1.48413e-15-0.0319749j 2.89777e-16+0.0094721j -9.16275e-16+0.035559j 1.07227e-15+0.0205675j 7.78472e-15-0.0440252j 3.93873e-15-0.0113824j -1.79416e-15+0.018071j -4.09229e-15+0.0646138j 7.4744e-15+0.0132951j -8.53278e-16-2.3496e-05j -1.73922e-15+0.0310628j -2.31556e-15-0.0133131j 4.56522e-15-0.0704818j -9.03773e-15-0.0186966j 5.20143e-15-0.0976018j 6.17161e-15-0.0206509j 4.85523e-15-0.0425963j 4.99405e-15+0.0203459j -9.37526e-15+0.028835j 6.82516e-15+0.000181019j -1.43562e-15+0.00110414j 6.69434e-15-0.0346861j 1.89756e-14-0.0254158j 4.4515e-13+0.055307j -2.03911e-14-0.031713j 7.8244e-14+0.0115731j -2.06708e-13+0.148667j 8.97251e-14-0.0514858j 9.23146e-15-0.0361393j 4.24647e-14-0.0478962j -7.05758e-15+0.00775813j 1.80225e-15-0.046076j -1.14992e-14-0.0865228j -8.69953e-15-0.02139j -1.93891e-14+0.0586388j -3.49266e-15-0.0437418j 7.88027e-15-0.0731971j -8.71269e-14-0.1132j 2.08513e-14+0.266648j 8.25123e-14+0.150068j -1.27129e-14-0.139417j -4.08688e-14+0.0975241j -1.16961e-14+0.111933j -3.86469e-15-0.554604j 4.7076e-13+0.0486265j -9.74245e-15-0.129033j 2.40335e-14+0.220976j 3.19303e-14+0.250531j -2.25154e-14+0.0128294j -2.55591e-14-0.200262j 2.60396e-15+0.0300179j -8.86255e-15+0.480504j 3.9023e-14-0.264309j 7.31148e-14-1.44844j -1.22929e-13+0.731018j -7.28383e-14-0.102021j 2.94522e-15+0.0330642j 1.85076e-15-0.0940913j 4.15125e-15+0.0968276j -1.36085e-15+0.078j 8.49712e-16+0.0422108j 1.40066e-15-0.0200314j -4.06944e-15-0.0547927j 3.34117e-15+0.0291184j -3.97064e-14-0.0218151j 
5.69703e-14+0.0175714j 3.57763e-15-0.0167391j 5.03849e-16-0.00633196j 1.28543e-16-0.0623512j 3.693e-16+0.0431683j -1.17923e-15+0.0199823j -1.48267e-16-0.0275596j 1.2945e-16-0.0536042j -1.06316e-15-0.00713747j -4.63629e-15-0.0501105j -2.50641e-15-0.0445338j 1.52866e-15+0.00858184j -1.47826e-15-0.0346299j -4.37211e-16-0.0071041j -1.76147e-15-0.0373508j -3.14635e-15+0.00242633j -5.04306e-16+0.021426j -2.14164e-15-0.0323377j -3.58191e-15-0.00728498j 1.94339e-15+0.00882581j 1.1252e-14+0.0388023j -3.09565e-16+0.00461755j -3.05666e-15-0.0107153j 9.85878e-16+0.026607j 5.38804e-15-0.0271395j -6.53997e-16+0.0379434j 1.03272e-14-0.0336933j -2.57507e-14+0.0426207j -1.89722e-15-0.0156781j 6.85627e-15+0.0226364j -6.44923e-15+0.00530561j 5.19502e-15+0.0180259j -6.55442e-14+0.00800514j 6.08666e-15-0.0404705j 2.12367e-15+0.00548107j 3.1341e-13+0.0385472j -8.15384e-16-0.0094208j 4.40985e-15+0.0175656j 1.86369e-14+0.000296117j 1.5619e-14-0.0012005j -2.29623e-14+0.122155j -6.89208e-14+0.0800476j 1.82323e-15+0.086142j -8.78043e-15+0.16349j 3.60914e-15+0.127763j -3.14892e-15+0.03455j -6.67611e-16-0.0454989j -8.90195e-16+0.0404923j 1.44683e-14+0.102293j -1.20538e-13-0.0784337j -1.31071e-14-0.0351847j 2.48908e-14+0.0761525j -2.22651e-15+0.0137383j 3.2088e-14-0.0834366j 9.98887e-15+0.0792459j 7.15029e-15-0.419j -1.45376e-12-0.155278j -4.32408e-14-0.451945j -4.85553e-14-0.215377j 2.03897e-14+0.0326832j 2.268e-14-0.216083j -2.30633e-14-0.192936j 1.43993e-15-0.406759j 6.11185e-16+0.135102j -1.71251e-14+0.163213j 2.03869e-14-0.823715j 2.05919e-13-1.3394j -2.16197e-13-0.361047j -6.76013e-15-0.0283206j -3.49841e-15+0.0910877j -1.6733e-15+0.0422547j -2.66029e-15+0.102827j 5.82965e-16-0.111268j 7.29973e-17-0.0245396j -8.61464e-16-0.0159153j -3.45504e-15+0.0219945j 5.83106e-14+0.0360918j 
3.18148e-14+0.00963739j 2.3163e-15-0.00446714j -7.76901e-16+0.0278673j -7.96328e-16-0.0139319j 5.05332e-17-0.0134825j 2.08908e-15-0.0192038j 1.49727e-15-0.0148151j -7.42082e-16+0.0463175j 3.23636e-15-0.0455583j -5.32824e-15-0.0510415j 3.47505e-15+0.0717971j -6.81907e-16+0.00259643j -2.30974e-15+0.0441921j -1.69561e-15+0.000277694j -8.81028e-16-0.0050266j 3.74675e-15-0.00704347j 7.6342e-15-0.0337143j 5.6029e-15+0.010206j -8.18072e-15+0.0416057j -2.24257e-15-0.0751342j -1.90259e-14-0.0502739j -3.36035e-15+0.026304j 2.81049e-15-0.066798j -7.95995e-16+0.0423033j 4.47499e-15-0.0715664j -4.79252e-15-0.00408861j -3.11391e-15+0.0565286j 6.78562e-15-0.00224495j -5.30964e-16-0.0272776j -8.45798e-15-0.0332769j 1.88802e-15+0.00415479j -3.38692e-14+0.00113892j 6.18425e-13-0.0627153j 4.66947e-15-0.0395645j 3.14401e-15+0.00252628j -3.53968e-13-0.0428892j 1.71821e-15+0.0346627j -2.34796e-15-0.0327796j -5.11976e-14+0.0166137j 1.03846e-13-0.080908j -3.98793e-15+0.0300226j -1.38526e-14+0.0182203j 4.14513e-15-0.0334003j 9.49325e-15+0.0196806j -1.04652e-16+0.0706796j 5.09992e-15+0.0140257j 1.92374e-14-0.0708185j 2.3909e-15+0.0494682j 1.75168e-15+0.218169j -3.6174e-14-0.0182165j -2.05867e-14-0.0675792j -4.38422e-14-0.0423492j -4.73237e-15-0.21651j 3.94909e-14-0.0298124j 1.35799e-14-0.188931j 4.64805e-15+0.278122j 6.48283e-13+0.0688322j 2.23475e-14+0.0685287j 3.4083e-14+0.365636j -7.362e-16-0.169409j 5.06703e-14-0.384062j -1.51275e-14+0.0233039j 4.31635e-15+0.038097j 3.30461e-15-0.436057j -1.37068e-14+0.0940907j -1.86654e-14+0.247439j -4.28258e-14+0.328117j -9.63393e-13-1.60288j -3.42315e-15+0.0594136j 5.14067e-15+0.0430021j 2.12574e-15-0.0714069j 3.93545e-15-0.0178978j -2.74621e-15+0.00946601j -1.82949e-15+0.0095184j 4.69534e-15+0.0676896j 5.43267e-16+0.0329803j -2.57474e-14-0.0132562j 
-3.75622e-14-0.0103637j -2.85896e-15-0.00721585j -9.70991e-16+0.0391307j -1.88716e-16+0.00934918j 5.93137e-16+0.0189844j -8.00497e-16+0.00557156j -3.80747e-16+0.0492269j 1.13062e-16+0.00272723j -5.58583e-16-0.0600728j 3.40509e-15+0.0357085j 2.39062e-16+0.00978333j -2.85245e-17+1.0312e-05j 3.87193e-17+0.0774843j -2.76325e-15+0.00101082j 1.08247e-15-0.0503725j -1.30302e-15+0.0561219j 5.42725e-15+0.0183898j 1.10307e-16-0.0870762j -5.006e-16-0.0267024j -2.60721e-15-0.0222611j -1.60869e-14-0.0356318j -5.0548e-16+0.00886665j 3.02074e-15-0.0165417j 3.10505e-15+0.033077j 1.00807e-17-0.0213297j 2.90559e-15+0.00730766j 1.36423e-15-0.00468787j -1.57739e-15+0.0069272j -2.14588e-15-0.0238222j -9.07844e-15-0.0173699j 4.80411e-15+0.0115169j -1.95617e-14-0.0231317j 4.00328e-13-0.0418257j -4.26931e-15+0.0493065j -1.55585e-14+0.0281258j -9.42333e-14-0.0116911j 2.92148e-15+0.00278868j -6.39474e-15+0.0222806j 5.44262e-15+0.00428392j -4.56455e-14+0.0331262j -7.41581e-15+0.0553425j -1.1822e-14+0.00888793j 1.07784e-14+0.0371796j 7.73687e-15-0.0177432j 7.41524e-15-0.0181022j 4.24852e-15+0.0113571j 3.09105e-14-0.0933869j 6.69612e-15+0.0325666j -6.37578e-15+0.111015j 2.48128e-15+0.0513488j 8.15321e-16-0.183602j 3.77887e-14+0.150689j 3.9802e-16-0.00365836j -2.38242e-14+0.136604j -1.60873e-14-0.140357j -3.04488e-15-0.159804j 1.03282e-12+0.108808j 1.73537e-15+0.245949j -1.11575e-14-0.266543j 6.60585e-15+0.149221j -3.67935e-14+0.189752j -4.95365e-14-0.443617j 4.93566e-15+0.00848391j -1.15364e-14-0.125783j 7.91809e-15+0.342605j -7.44728e-15+0.120312j -3.00656e-14+0.264521j 7.1591e-14+0.106468j 4.02227e-15+1.56763j 1.13151e-14+0.161122j -8.95556e-16-0.0572221j -3.95014e-15+0.0914247j 2.33785e-15-0.01193j -5.8104e-16+0.0688339j 2.79052e-15+0.0638178j 2.29326e-15-0.0154546j -3.51967e-14-0.0220921j 
8.26611e-14+0.0263164j 5.99632e-15-0.032616j -8.14898e-18-0.024463j -9.22498e-16+0.0424826j 1.0587e-15-0.0395212j -7.60255e-16+0.0223344j 1.26535e-16+0.00805052j 8.30494e-16+0.00468099j 4.49999e-16+0.00188675j 2.57942e-15+0.0168798j 5.14949e-15+0.0659341j -1.54054e-15-0.0466376j -2.20561e-15-0.0251245j -1.30394e-15+0.0228962j -2.17852e-15+0.0512732j -6.78442e-16-0.036795j -9.52454e-15+0.0142935j -9.08458e-16+0.0219026j -3.29746e-15+0.0426687j 2.94504e-15-0.00146001j 9.24943e-15+0.0255952j 9.30628e-16-0.0344406j 1.29095e-15+0.0250474j 7.8327e-16-0.0109021j -1.69778e-15+0.0182218j -9.47794e-15-0.0600725j -1.27958e-15-0.0447664j 1.08646e-14-0.0367264j -2.42129e-16+0.0408753j -1.48071e-15+0.0206691j 1.23823e-15+0.029135j 3.0902e-14-0.0598256j -6.19885e-13+0.0596526j -7.31335e-15-0.0272933j -9.43274e-15+0.0333667j 8.68115e-14+0.0105505j -4.92406e-15-0.0126794j -6.9221e-15+0.0397066j -5.78766e-15+0.020654j 2.68592e-14-0.00797075j 1.62982e-14-0.0723449j -1.51323e-14+0.0211947j -6.87235e-15-0.0252772j -4.09721e-15-0.00806938j -2.77893e-15+0.020229j -3.97931e-15+0.0354929j -1.79056e-14+0.0333088j -6.63533e-15+0.00755015j -3.97547e-16-0.0490785j -2.72258e-15+0.00464951j 1.35356e-15-0.0053982j -1.38048e-14-0.0396271j 4.6177e-15-0.0420656j 3.09507e-15+0.0100715j 3.09444e-15-0.0047463j -1.71361e-15-0.0884862j -1.44385e-12-0.155267j -1.60578e-14+0.0621488j -1.27672e-14-0.08025j -9.93419e-15+0.220152j -1.71405e-14+0.0931854j 1.72161e-14+0.215139j -1.62288e-14+0.424848j 3.96056e-15+0.771919j 4.63087e-15+0.362858j 6.25159e-15-0.282686j 1.41404e-16-0.0207409j 8.00309e-14+0.122739j -1.17465e-14-0.0598064j 1.684e-14-1.68132j 1.08686e-15-0.14494j 5.14089e-15+0.0538613j -9.62185e-15+0.103109j 5.73639e-17+0.149212j -9.5549e-15-0.0864193j -5.9706e-15-0.00271671j 6.41385e-14+0.0379096j 
-1.60426e-13-0.0447006j -9.88453e-15-0.0331615j -4.03741e-16-0.00774909j -1.72963e-17+0.0408383j -2.10397e-17-0.000274139j 5.52062e-16-0.0219782j 1.04625e-15+0.0212633j 8.76999e-17+0.0119246j -3.00018e-16-0.0309844j -3.1221e-15-0.0402212j 2.15169e-16+0.0116422j -2.19762e-16-0.0485965j -7.58226e-16+0.0394182j -1.42776e-15+0.0421565j 3.26115e-16-0.0192658j 2.3984e-16+0.00844202j -4.57206e-15+0.0149143j -1.11788e-15+0.0278582j -3.98268e-15+0.0459385j -9.68607e-17-0.0666725j -1.63264e-14-0.0420834j -2.02943e-15-0.045113j 3.73077e-15-0.00337008j 1.58292e-15-0.00502218j -5.31267e-15+0.00932797j -4.26766e-15-0.0541281j -2.02736e-15+0.00581914j -1.48363e-14+0.0161376j -6.87852e-15+0.0264543j -1.48239e-14-0.0226369j 4.47542e-15+0.029294j -1.88365e-14-0.0237442j 2.66873e-13-0.0283286j -1.09036e-14-0.0107901j -2.38176e-14+0.0626128j -4.70223e-13-0.0571701j -7.70189e-15+0.0083517j -1.90136e-14-0.00119447j 2.67341e-14-0.0216711j 4.55489e-14-0.0373638j -1.02217e-14+0.0545241j -1.67316e-14+0.0117114j -1.12265e-15-0.041246j -1.12834e-15+0.00855077j 4.35708e-15-0.0539597j 4.59108e-15-0.0176853j 3.13403e-15+0.0102269j -1.01879e-15-0.00553341j -3.27355e-15-0.042559j 7.27561e-14+0.0691734j 1.63488e-14-0.0568542j -7.01157e-15+0.018332j 5.02048e-15+0.000424706j -8.04576e-15+0.0370856j -7.59423e-15-0.039473j -7.15905e-16+0.00390621j -1.24283e-12-0.134624j 8.46496e-15+0.144853j 1.61806e-14+0.0990872j -2.71516e-15+0.051125j 8.73403e-15-0.043541j -2.65035e-14-0.186244j -1.9327e-16-0.182577j 4.54045e-15+0.00717332j 1.11336e-15+0.687053j -2.45324e-14+0.493015j -1.45621e-14+0.158271j -3.08622e-14-0.061934j -4.39926e-15-0.119924j 8.9743e-16+0.0430904j -8.15064e-14-1.87024j -4.5758e-15-0.0200397j 1.52158e-15-0.173723j -3.9721e-15+0.0581597j 6.69114e-15+0.1212j -2.06246e-15-0.0685531j 2.27276e-14+0.00927033j 
-4.35042e-14-0.0150509j -2.98995e-15+0.035127j -5.25555e-16+0.0176691j -6.4707e-17+0.0491395j -1.06014e-16-0.0638297j 4.79268e-17-0.0142864j 9.37057e-16-0.0146302j -4.35334e-16+0.00545954j -5.84144e-16-0.0158572j -2.7044e-15-0.0161649j -2.64574e-15-0.0325952j -2.80365e-16+0.025369j -5.66736e-16+0.0179491j 5.25797e-16-0.0207412j -2.69555e-16-0.00460233j 1.35563e-15-0.00385536j -1.58528e-14+0.0291261j -9.44971e-15+0.0849745j 7.3489e-15+0.00890576j 1.62611e-15+0.0213406j 4.07997e-15+0.0089448j -2.5103e-16-0.00283269j -4.01952e-15-0.000534166j -1.39195e-15-0.0353919j 3.73497e-16+0.026128j 1.71206e-15+0.00564646j -3.78562e-15+0.0472488j 1.62063e-14-0.0294929j 6.9808e-15-0.00900751j -1.22215e-14-0.0534878j 2.09276e-15-0.0465136j 1.43974e-15-0.0146973j -1.98712e-14+0.000709347j -7.99651e-15+0.00267816j -1.9903e-14+0.0371256j -1.81327e-13-0.0221669j 2.67129e-15+0.0196244j 1.47005e-14-0.0507203j -4.17388e-14+0.00235627j 1.4203e-14-0.0173926j -4.12511e-15+0.0206758j 3.55775e-14-0.0428379j -2.29543e-15-0.0081304j 1.13773e-15-0.00319212j -4.71682e-15-0.00948207j 2.8732e-15-0.0471837j -2.33644e-14+0.0547094j -7.44941e-15+0.00196677j 1.91841e-15+0.0489094j 6.37227e-14+0.0389541j 1.49677e-14+0.0370511j -8.17094e-15-0.00344217j 1.55699e-15-0.0450903j -1.07202e-14+0.02571j -4.22884e-15-0.0131116j -4.22508e-16+0.0745112j 1.02426e-13+0.0119832j 1.35201e-15+0.00389205j -1.33681e-14-0.11651j -1.52553e-14-0.160836j 8.02477e-15-0.118735j -1.59026e-14-0.112258j 5.43755e-15+0.149167j 5.39943e-15+0.259563j -4.75888e-15-0.218758j -1.21535e-14+0.461225j -2.47719e-14+0.156659j -1.29661e-13-0.214582j 2.92086e-15+0.00326772j 4.82825e-15+0.0793151j -6.06473e-15-0.0661932j -2.45261e-14-1.88942j -1.15009e-14+0.0513378j 1.11841e-15+0.0048448j -9.53382e-16-0.0250044j 8.13881e-15-0.00889107j -1.16622e-13-0.0701342j 
5.66044e-14+0.0170814j 3.2953e-15-0.00884527j -3.58032e-16+0.0440926j -6.99656e-16+0.0139328j -5.65158e-16-0.0409093j -1.6097e-16+0.0670505j 6.71104e-16+0.0117864j -3.10154e-16+0.0469055j -4.50821e-16+0.0159529j -2.01175e-16-0.0127196j 3.40736e-15+0.0469963j -9.51729e-16-0.0118704j -1.31782e-15+0.012774j -2.91014e-16+0.010362j 1.25953e-16+0.0620393j 9.82301e-16+0.0312146j -8.60777e-15+0.0343324j -4.18871e-15+0.00930744j 3.56462e-15-0.00747879j 7.75191e-16+0.00363076j 5.0731e-15+0.0133087j -1.10838e-15+0.000170713j 4.04645e-15-0.00816792j -2.05611e-15-0.0205117j -2.63976e-15+0.0327416j 3.92932e-15+0.00305882j -1.63941e-15-0.0477856j 1.94947e-14-0.0416402j 5.4126e-15+0.0159267j -2.18547e-14-0.0432893j 1.11809e-14+0.0165176j 1.30516e-14-0.0498496j -2.97356e-13+0.0278764j -1.41665e-14-0.0244547j -1.47818e-14+0.0488346j 1.7974e-13+0.0227359j -1.49308e-14-0.0432371j 2.49559e-14-0.00463079j -5.03361e-14+0.0381133j -1.17874e-14+0.0139706j 7.07382e-15-0.0426844j 1.67192e-14-0.0133406j -1.09663e-14-0.0715861j 7.91362e-15-0.0150694j -3.60507e-15-0.0404022j 7.30325e-15-0.0410696j 1.35835e-15+0.00847431j -1.04584e-14+0.0568012j -1.38462e-15-0.0142674j -5.7666e-14-0.0397611j -1.95576e-14-0.0365003j -1.20211e-14-0.0311558j -1.41028e-15-0.00993244j 1.95055e-14-0.0274306j 7.10053e-15-0.0780426j 2.02908e-15-0.0429192j -1.46387e-14-0.00228872j 5.65308e-15+0.100715j 6.96301e-15+0.0111596j -1.50585e-15+0.0287943j 9.26742e-15-0.0950434j 6.52936e-15+0.103613j 2.01333e-15+0.15366j 1.31978e-15-0.343204j 3.72002e-15+0.18163j -7.62743e-15+0.17237j -6.58886e-14+0.426838j -8.62633e-14-0.133346j 5.10203e-15-0.674955j 4.2378e-15-0.00768914j -1.90482e-14-0.325958j 1.18581e-14-0.0194734j 3.93656e-15+2.07221j -2.38249e-15+0.0971409j 4.65097e-15+0.0644067j -5.99174e-16+0.0405075j 6.14164e-15+0.005982j 
1.44576e-13+0.0394319j 9.39762e-15+0.0416808j 3.72602e-16-0.0157283j -4.84091e-16-0.0270696j -6.55646e-16+0.0032601j -1.6544e-16-0.0506278j 7.23382e-16-0.0552124j -3.76986e-16-0.0493291j -1.29786e-15+0.00571828j 5.94927e-15+0.0475954j -3.38496e-15-0.0384553j 2.25608e-15+0.0465526j -6.57845e-16-0.0376296j 2.44875e-15+0.00492834j -2.65927e-16-0.00647564j 8.94541e-16-0.0195354j 2.86901e-15-0.00888719j 1.1548e-15-0.00209858j 1.87505e-15+0.00970175j -1.21222e-16+0.0613393j -1.33521e-15-0.010665j -2.24485e-16-0.00019972j -2.65948e-15+0.0236228j -5.54636e-16-0.00947029j 2.46684e-15-0.00698176j 1.58018e-16+0.00434153j 3.47781e-15-0.0204554j -8.18935e-15+0.0109992j -3.00342e-15-0.00462402j 1.96676e-14+0.0415062j -8.21606e-15+0.0115236j -1.84677e-14+0.00290086j 3.77073e-13-0.0381553j 1.479e-15+0.0181917j -5.89687e-15+0.0126417j -1.07316e-13-0.0123948j -9.83133e-15-0.02929j -2.21252e-14+0.0151395j 3.58753e-14-0.0196483j 3.69818e-14-0.0296743j 4.20428e-15+0.00130377j 2.18875e-14-0.024502j 5.94876e-16+0.00479081j -1.51684e-15+0.0142436j 2.09966e-16+0.0286929j -1.01563e-15+0.00222857j 4.54915e-15-0.0068788j 1.69964e-15-0.035428j 1.6855e-15+0.051821j 4.33464e-15-0.00401986j 6.66984e-15+0.0321832j 9.80672e-15+0.0215195j 5.27679e-15+0.0102621j 1.9062e-15-0.00570061j -5.1645e-16-0.00725471j -2.91095e-16-0.0100414j 3.63131e-13+0.0385192j 5.59486e-15+0.0123256j 1.17289e-14+0.0841992j 3.57167e-15-0.00535214j 3.91493e-15-0.0480252j -4.13752e-15-0.0308677j 9.28536e-16+0.00179346j 3.06683e-16-0.0171611j -5.11162e-15-0.139242j 2.81386e-16+0.0150508j -4.32594e-16-0.00792967j -7.4269e-14-0.115318j -2.00965e-15-0.22383j 1.09016e-14+0.864027j 2.01895e-14+0.301768j 3.37812e-15+0.135652j -3.03728e-15-0.11535j -2.57076e-14-2.0289j 1.65873e-14-0.178423j 7.92181e-15+0.118097j -1.1226e-13-0.0592848j 
1.3394e-13+0.0415374j 8.65576e-15-0.036706j 4.37561e-17-0.0261013j -1.0192e-16+0.0122625j -1.68266e-16-0.0417086j -5.84591e-16+0.0228848j -2.48455e-16-0.00354002j 1.90612e-16-0.0478436j 5.04408e-16-0.0537189j 2.93533e-15+0.0167895j 1.79434e-15+0.0236585j -4.63703e-16+0.0163426j 1.44149e-16-0.0326999j 7.50919e-16-0.036858j -3.17256e-16-0.0467395j -6.40643e-16-0.0408858j -4.31421e-15+0.0305656j -1.93239e-15-0.0136352j -9.84965e-16+0.017784j 2.92671e-15+0.0417244j 1.96713e-14+0.0528893j 1.18075e-15+0.0104969j -2.94427e-15+0.0195741j -2.68246e-16+0.00314042j 9.54422e-16-0.00523891j -4.1584e-15-0.0174745j -3.79389e-15+0.00270413j 1.98593e-14-0.0314172j 5.67449e-15-0.0161283j 9.31004e-15+0.00943272j -1.1715e-15-0.0300405j 2.38334e-14+0.0123105j -4.20597e-13+0.0431616j 6.87012e-15-0.00398355j 1.29957e-14-0.0259748j 1.38461e-13+0.0162021j 1.78405e-14+0.0321366j 1.00088e-14-0.0357713j -1.08171e-14-0.00934207j -1.19435e-14+0.00805759j 5.25048e-15-0.015204j -8.97109e-15+0.00640875j 1.61471e-15+0.0659716j -4.6489e-15+0.00406562j -1.77984e-15+0.0132486j -1.26425e-14+0.0415348j -8.05187e-15+0.013147j 1.39481e-15-0.0329433j 1.96161e-15-0.0339795j -3.8503e-15-0.0103387j 5.56187e-15+0.0471002j 1.34098e-14+0.0332738j 5.03647e-15+0.0184005j 1.82119e-14-0.0442195j 8.17796e-15-0.01832j -9.78181e-16-0.0163602j -3.48192e-13-0.036937j -4.08545e-15-0.0575095j -3.81416e-15+0.000649373j -9.91336e-16-0.01619j 3.12704e-15-0.0173295j 5.36179e-15+0.0419705j -2.98043e-17+0.0185482j 2.38339e-16+0.0326775j 2.25149e-15-0.0178417j 6.94288e-15-0.129592j -1.97887e-15+0.000606675j 8.05512e-14+0.136832j -1.44987e-15-0.323897j 1.52084e-15-0.364649j 3.19219e-14+0.708524j 2.9891e-17+0.0491931j -8.73416e-15-0.592001j 3.51444e-14+0.150382j -1.70891e-13-2.10053j -1.25479e-14+0.0607243j 1.91301e-13+0.118023j 
-1.16881e-13-0.0436129j -4.8396e-14+0.0528309j -2.9359e-14+0.0336883j -2.94023e-14+0.0534918j 7.25884e-15-0.004078j 3.33426e-14-0.0478729j -2.34897e-14+0.0452307j -2.5725e-14+0.0302456j 5.85867e-15-0.0101605j -1.05333e-14+0.0132754j 2.15525e-14-0.0440719j 1.25614e-14-0.0306864j -3.46257e-14+0.0458411j -5.56278e-16-0.00246494j 7.59875e-15-0.0165263j 5.499e-15-0.0105011j 8.81119e-15-0.0137186j -8.14687e-15+0.015704j 1.26705e-14-0.0182976j -6.38724e-15+0.00185534j 1.275e-14-0.019451j 2.63941e-14-0.044295j 1.41291e-15+0.00442486j 1.11481e-14-0.0142961j -6.07017e-15+0.0109192j 1.1265e-15-0.001183j -1.77932e-14+0.0204005j -7.02463e-15+0.00667074j -1.6489e-14+0.0223235j 1.90183e-15-0.00871881j 1.07063e-14-0.00750501j 1.79283e-14-0.0257711j -1.68492e-14+0.000722163j -1.2324e-14+0.0122412j 2.13849e-15-0.00564037j -5.60445e-14-0.00834862j -8.1585e-15+0.0311066j -8.04896e-15+0.0161986j 3.60866e-15+0.00328579j -3.13693e-14+0.0175436j -1.25812e-14+0.0144898j -2.53849e-14+0.019255j -1.03203e-14+0.0245479j 7.93697e-15-0.0107234j -1.49914e-14+0.0236298j 4.58543e-15-0.000703703j -1.73393e-14+0.0101527j -1.14506e-14+0.0160361j 2.56843e-14-0.039368j 1.09876e-14+0.00941257j -2.15993e-15+0.00987322j 9.11458e-15-0.0186451j -6.17601e-15+0.0145033j -1.22774e-14+0.00458321j -1.34604e-14+0.0192371j 1.37708e-14-0.0175189j -4.6829e-14-0.00537787j -2.65998e-14+0.043005j 6.6909e-15-0.0134694j -2.6019e-15+0.0126125j -2.74619e-15+1.7411e-05j -8.64831e-15+0.0209072j 2.49832e-14-0.0385364j -1.12308e-14+0.0123623j 7.16703e-16+0.00222073j -2.74999e-14+0.0408352j 1.11146e-14-0.028353j -4.82677e-15+0.0819877j -3.4719e-15-0.00603131j -4.52089e-15-0.00563512j 6.7735e-14-0.111706j -1.15067e-14+0.0542673j 9.65031e-14-0.135263j -3.78954e-13+0.650772j -2.45678e-13+0.256879j 1.38974e-12-2.22955j 3.20017e-13-0.229525j 
