0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
-7.43237e-05-1.03036e-16j -0.000138146-5.90183e-17j 0.00013062+1.03244e-18j -0.000395316-5.3802e-18j -0.000163494-1.94457e-18j 0.000320956+9.93264e-18j -0.000300689-6.27377e-18j -0.000735154+1.74158e-16j -0.000480741-5.27641e-17j -5.80419e-05+4.16241e-17j -0.000336447+1.35782e-17j 0.000177509-1.91713e-18j -7.39232e-05+1.29522e-17j 0.000333033-2.79156e-17j -0.000692751+1.50242e-17j 0.000266277+2.32412e-17j -5.91761e-06+5.18936e-18j 0.000189522-1.93412e-18j -0.000148817-2.84345e-17j -0.000308011+6.79873e-19j -4.73228e-05+7.15211e-18j 0.0004686+1.51707e-16j 0.000498347+2.50604e-17j -0.00011366+5.03684e-17j -0.00048442+9.07916e-18j -0.000383268-1.54188e-17j -0.000276115-9.8042e-18j 0.000121449-8.01171e-18j -0.000258733+4.22616e-17j 8.82641e-05-6.54738e-16j -4.25538e-05-3.25193e-16j -0.000230156+2.90492e-19j 5.8146e-05-4.55423e-17j -3.45727e-05-1.79727e-18j 3.8239e-05-6.7886e-18j -2.61428e-05+1.30974e-17j 2.27585e-05-4.68003e-18j -4.70498e-05-1.30257e-18j 4.05088e-06-1.03199e-17j 1.76405e-05+5.96482e-18j 6.60362e-06-1.92586e-18j -3.71217e-05-1.51985e-17j 3.70678e-06+1.37366e-17j -2.51926e-05-1.30008e-17j 2.91349e-06+1.52091e-18j 6.49297e-06+4.70178e-18j -1.04569e-06+1.64513e-18j 2.67552e-06+2.64197e-18j 9.91088e-06+6.18671e-18j -6.66517e-06-3.52402e-18j -1.2464e-05-1.37607e-17j 4.43064e-05+2.49504e-17j -1.21469e-05-6.38314e-18j 9.25168e-06+4.2363e-18j 1.22922e-05+2.39944e-18j -7.42821e-06-1.97037e-18j -7.85159e-06-1.60542e-18j 2.65628e-06+1.6359e-18j 2.73945e-05+1.48563e-17j 7.71242e-06+2.33024e-18j -1.52717e-05-1.12501e-17j 2.04444e-05+4.83619e-18j -9.59276e-06-7.68368e-18j -3.94409e-05-8.63689e-18j 5.31523e-05+4.50918e-18j 4.77516e-05+9.55366e-18j 5.39493e-05+1.21672e-17j 1.41942e-05+2.3979e-18j -7.4975e-05-1.43035e-17j -3.71614e-05-7.90981e-18j 4.88697e-05-1.66205e-17j -3.37001e-05+7.31973e-17j 
-1.69523e-17+7.34862e-18j -3.61065e-17+1.73103e-17j 1.86781e-17-4.08695e-18j -5.65261e-17+1.2367e-17j -1.82336e-17+1.02876e-18j 3.90283e-17-4.58802e-18j -3.47422e-17+2.85149e-18j -7.66962e-17+4.22979e-19j -5.12941e-17+1.18199e-18j -2.31293e-18-2.93904e-18j -3.35312e-17-1.05278e-18j 1.59482e-17+1.93971e-18j -9.41244e-18+1.39299e-18j 3.43946e-17+8.61136e-20j -7.25737e-17+6.37807e-19j 2.59867e-17+1.271e-18j 5.03518e-19-8.86868e-19j 1.54087e-17+3.35673e-18j -1.66955e-17+1.01484e-18j -2.95465e-17-1.8778e-18j -2.96989e-18-1.5352e-18j 4.63634e-17+1.73519e-18j 4.86299e-17+2.38278e-18j -5.5504e-18-4.94432e-18j -4.43318e-17-4.65061e-18j -3.78697e-17-1.45974e-18j -3.17118e-17+2.46671e-18j 3.38878e-18+7.3021e-18j -3.37751e-17+5.5358e-18j 3.47279e-18+4.50471e-18j -4.97222e-18+4.47603e-19j 7.18359e-18-2.46445e-17j -2.4536e-17+2.42727e-17j -1.42342e-18-1.71433e-18j -1.48786e-17+1.4964e-17j 3.30183e-17-2.83763e-17j -9.81232e-18+9.66626e-18j -9.3781e-18+3.57705e-18j -2.64552e-17+2.13456e-17j 1.81126e-17-1.29345e-17j -2.76422e-18+2.7389e-18j -4.84225e-17+3.54054e-17j -4.74422e-19+6.81835e-19j -4.13462e-17+3.07666e-17j 5.84322e-18-4.40129e-18j 1.0921e-17-8.13979e-18j 1.1693e-18-1.01477e-18j 8.3336e-18-6.39888e-18j 1.4177e-17-1.04447e-17j -1.43998e-17+1.08887e-17j -2.10873e-17+1.57232e-17j 6.42669e-17-4.73987e-17j -1.97584e-17+1.46938e-17j 1.61349e-17-1.2054e-17j 1.30459e-17-9.35037e-18j -9.52035e-18+6.95038e-18j -1.04944e-17+7.68922e-18j 1.79208e-18-1.2048e-18j 4.30744e-17-3.1958e-17j 1.01708e-17-7.44363e-18j -3.27269e-17+2.4737e-17j 1.45607e-17-9.8827e-18j -2.17451e-17+1.64819e-17j -2.77793e-17+1.88185e-17j 1.45568e-17-7.18813e-18j 3.01565e-17-2.00227e-17j 3.89517e-17-2.64984e-17j 6.8775e-18-4.29452e-18j -4.32656e-17+2.81946e-17j -2.17507e-17+1.42178e-17j 3.25665e-17-2.18449e-17j -2.0037e-17+1.31415e-17j 
-0.000173026-2.05649e-16j -0.0004064-1.60099e-18j 9.90749e-05-3.16511e-17j -0.0002998+9.41909e-17j -2.91027e-05+8.05724e-18j 0.000116779-3.25766e-17j -7.58052e-05+2.01265e-17j -3.32577e-05+1.09471e-17j -4.27741e-05-3.00716e-19j 6.64029e-05-1.66071e-17j 1.37236e-05-9.30243e-18j -3.93872e-05+1.61256e-17j -3.47058e-05+1.158e-17j 8.61648e-06+2.94296e-19j -3.6895e-05+6.78832e-18j -2.10282e-05+1.17899e-17j 2.04071e-05-1.12283e-17j -7.19116e-05+2.63765e-17j -2.83114e-05+1.0365e-17j 3.37893e-05-1.6204e-17j 3.41433e-05-1.31877e-17j -2.53584e-05+5.8226e-18j -3.94492e-05+1.56431e-17j 0.000111199-5.75817e-17j 9.25587e-05-4.40702e-17j 2.16819e-05-1.08659e-17j -6.60862e-05+1.19386e-17j -0.000165705+4.92449e-17j -0.000136805+4.28604e-18j -0.000101799+6.03755e-16j -1.17512e-05+1.01262e-16j 0.000564983-1.94625e-16j -0.000561829+5.22113e-16j 3.87096e-05+1.09605e-17j -0.00034629+1.13536e-16j 0.000658149-2.358e-16j -0.000223754+8.07906e-17j -8.45696e-05+2.51911e-17j -0.000495579+1.56372e-16j 0.00030094-1.00568e-16j -6.33949e-05+5.79177e-18j -0.000823402+2.89691e-16j -1.57161e-05-5.31772e-17j -0.000715295+2.66137e-16j 0.000102304-5.16991e-17j 0.000189237-4.45251e-17j 2.35327e-05+1.68148e-17j 0.000148686-6.14915e-17j 0.000242873-3.80601e-17j -0.000253081+1.22132e-16j -0.000365536-4.16422e-17j 0.00110215-2.75368e-16j -0.00034162+1.24911e-16j 0.000280224-1.37306e-16j 0.000217535-1.12669e-16j -0.000161645+5.95783e-17j -0.000178817+8.3024e-17j 2.80637e-05+5.70817e-18j 0.000743033-2.4527e-16j 0.000173109-9.39807e-17j -0.000574953+1.79786e-16j 0.000230157-7.17425e-17j -0.000383064+1.27659e-16j -0.000438278+1.46864e-16j 0.000168624-4.98259e-17j 0.000466509-1.51505e-16j 0.000617092-2.02772e-16j 0.000100184-2.94755e-17j -0.000657152+2.03166e-16j -0.000331364+9.60347e-17j 0.000508862-4.20891e-16j -0.000306258+8.55201e-16j 
-0.000544556-8.07996e-16j -0.0012304-4.154e-16j 0.000429423-1.58392e-18j -0.00129951-2.29746e-18j -0.000293249-1.61946e-18j 0.000729185+1.75442e-17j -0.000596669-1.13472e-17j -0.00106741+2.52643e-16j -0.000752127-9.39431e-17j 9.33756e-05+6.92977e-17j -0.000414016+1.44133e-17j 0.000135704+1.68613e-18j -0.000188045+2.03465e-17j 0.000466952-3.81786e-17j -0.00102014+2.52859e-17j 0.000301504+3.69709e-17j 4.46158e-05-4.93328e-18j 6.80429e-05+8.29742e-19j -0.000271612-3.07908e-17j -0.0003244-4.7294e-18j 2.46691e-05+5.09736e-18j 0.000560569+1.84269e-16j 0.000564033+2.79642e-17j 0.00013438+1.40383e-17j -0.000408753-1.19731e-17j -0.000456067-2.05207e-17j -0.000538838-2.97445e-17j -0.000264254-2.42081e-17j -0.000697624-3.88477e-17j -0.000144107+5.92864e-16j -8.70745e-05-1.82297e-16j 0.00114664-2.7172e-17j -0.00136825+8.16693e-16j 5.3449e-05+5.87325e-17j -0.000840132-4.27214e-18j 0.00165888-4.43628e-17j -0.000545451+1.60209e-17j -0.000280482-5.60917e-18j -0.00127-2.13107e-17j 0.000798048-2.43398e-18j -0.000154332-4.02696e-17j -0.00216866+4.52498e-17j -3.54958e-05-1.31605e-16j -0.00187451+7.66589e-17j 0.000267177-4.64893e-17j 0.000495686+4.80227e-17j 5.91666e-05+6.49608e-17j 0.000386228-3.1828e-17j 0.000638287+1.10912e-16j -0.000660222+1.00481e-16j -0.000957378-4.27524e-16j 0.00289564+2.34979e-16j -0.000895405+3.07366e-17j 0.000733533-1.16201e-16j 0.000576259-1.07174e-16j -0.000425926+1.72091e-17j -0.000470684+6.38457e-17j 7.57714e-05+4.00144e-17j 0.00194883+2.40474e-18j 0.000455808-9.57922e-17j -0.00150008-2.74288e-17j 0.00061963+1.16307e-17j -0.000998652+1.72791e-18j -0.00118061+5.00398e-18j 0.000504952+1.5846e-17j 0.00126437+7.4042e-18j 0.00166018+3.32787e-18j 0.000276787+9.82529e-18j -0.00179136-3.77447e-17j -0.000902419-3.64775e-17j 0.00137486-6.85837e-16j -0.000833184+2.04628e-15j 
1.02786e-17-3.96391e-18j 2.38562e-17-9.33732e-18j -6.57708e-18+2.20454e-18j 1.99026e-17-6.67086e-18j 2.91454e-18-5.54923e-19j -9.0637e-18+2.47482e-18j 6.60872e-18-1.53812e-18j 7.63641e-18-2.28158e-19j 6.17181e-18-6.37574e-19j -3.2649e-18+1.58534e-18j 1.87304e-18+5.6788e-19j 8.13023e-19-1.0463e-18j 2.52513e-18-7.51389e-19j -3.098e-18-4.64504e-20j 7.50724e-18-3.44039e-19j -9.12732e-19-6.85589e-19j -1.09698e-18+4.78384e-19j 2.5411e-18-1.81065e-18j 2.75496e-18-5.47411e-19j 5.25429e-19+1.0129e-18j -1.54151e-18+8.281e-19j -2.25888e-18-9.35977e-19j -1.70293e-18-1.28529e-18j -5.33814e-18+2.66701e-18j -1.38226e-18+2.50858e-18j 1.7948e-18+7.87398e-19j 5.87118e-18-1.33057e-18j 8.33108e-18-3.93882e-18j 9.69722e-18-2.98606e-18j 5.01089e-18-2.42988e-18j 9.92603e-19-2.41441e-19j -2.98498e-17+1.32935e-17j 3.10238e-17-1.30929e-17j -1.89749e-18+9.24722e-19j 1.9103e-17-8.07173e-18j -3.66721e-17+1.53064e-17j 1.23586e-17-5.21406e-18j 5.10807e-18-1.92949e-18j 2.77365e-17-1.1514e-17j -1.70008e-17+6.97698e-18j 3.50029e-18-1.47739e-18j 4.64283e-17-1.9098e-17j 8.51494e-19-3.67788e-19j 4.02772e-17-1.65958e-17j -5.75517e-18+2.37409e-18j -1.06543e-17+4.39067e-18j -1.31037e-18+5.47378e-19j -8.3522e-18+3.45161e-18j -1.36865e-17+5.63397e-18j 1.4233e-17-5.87347e-18j 2.05796e-17-8.48121e-18j -6.21037e-17+2.55673e-17j 1.9237e-17-7.92594e-18j -1.57742e-17+6.50203e-18j -1.22855e-17+5.04367e-18j 9.11564e-18-3.7491e-18j 1.00811e-17-4.14763e-18j -1.59332e-18+6.49879e-19j -4.18488e-17+1.72384e-17j -9.76021e-18+4.01516e-18j 3.23357e-17-1.33433e-17j -1.30567e-17+5.33081e-18j 2.15391e-17-8.89046e-18j 2.48673e-17-1.01509e-17j -9.86572e-18+3.87734e-18j -2.65144e-17+1.08004e-17j -3.50005e-17+1.42935e-17j -5.72496e-18+2.3165e-18j 3.74103e-17-1.52084e-17j 1.88588e-17-7.66921e-18j -2.88963e-17+1.17833e-17j 1.74249e-17-7.08862e-18j 
0.000375464+5.6575e-16j 0.000878591+2.87096e-16j -0.000222951+1.64214e-18j 0.000674654-1.38873e-18j 7.68003e-05-4.53021e-19j -0.000277885-5.24707e-18j 0.000188732+3.5261e-18j 0.000137326-3.22703e-17j 0.000134611+2.44164e-17j -0.000136269-1.56296e-17j 1.16306e-06+1.66896e-18j 6.78961e-05-3.00247e-18j 8.06454e-05-3.45035e-18j -4.8465e-05+3.28072e-18j 0.000141245-5.56907e-18j 2.07465e-05-6.78926e-18j -4.29559e-05+9.19954e-18j 0.000136125-2.06161e-18j 7.37875e-05-3.20092e-18j -4.41703e-05+4.27696e-18j -6.84877e-05+2.7726e-18j 1.16877e-05+1.78066e-18j 3.90286e-05+2.71198e-18j -0.000226709+3.86586e-17j -0.000153473+1.83183e-17j -1.15652e-05+1.07794e-18j 0.000165798+1.51079e-17j 0.000342167+1.31931e-17j 0.000314941+7.60615e-17j 0.000208972-1.15508e-15j 2.889e-05-1.79216e-16j -0.00118327+1.84664e-17j 0.00119209-7.18287e-16j -7.93717e-05-5.07626e-17j 0.000734545-7.27574e-19j -0.00140026+4.50527e-17j 0.000474799-1.63215e-17j 0.000184484+3.95052e-18j 0.00105579+1.09168e-17j -0.000642946+5.80085e-18j 0.000134508+3.18724e-17j 0.00175816-4.66861e-17j 3.31585e-05+1.23052e-16j 0.00152669-7.12789e-17j -0.00021829+3.9269e-17j -0.000403882-3.64225e-17j -5.00576e-05-5.23014e-17j -0.000317117+2.79155e-17j -0.000518498-8.73981e-17j 0.000539959-8.48738e-17j 0.000780143+3.42819e-16j -0.00235287-1.77574e-16j 0.000729146-2.93539e-17j -0.000598041+9.84105e-17j -0.000464714+8.95448e-17j 0.000345164-1.50307e-17j 0.000381798-5.31499e-17j -6.00484e-05-3.16861e-17j -0.001586+7.48167e-18j -0.000369621+8.0384e-17j 0.0012267+1.56343e-17j -0.000492351-6.45611e-18j 0.000817238-6.33855e-18j 0.000937608-9.60898e-18j -0.00036417-9.80547e-18j -0.000998524+5.32915e-20j -0.00132+4.94538e-18j -0.000214791-6.45555e-18j 0.00140728+2.16834e-17j 0.00070955+2.46718e-17j -0.00108889+5.47222e-16j 0.000655732-1.61788e-15j 
-0.00131848-1.97332e-15j -0.003047-1.00159e-15j 0.000875414-6.42026e-18j -0.00264908+5.19995e-18j -0.000428291-5.48051e-20j 0.00126026+2.55741e-17j -0.000944385-1.68765e-17j -0.00123942+2.92971e-16j -0.000958362-1.36394e-16j 0.000387596+9.45794e-17j -0.000363673+8.47228e-18j -3.42006e-05+8.85677e-18j -0.000345183+2.5956e-17j 0.000516113-4.06378e-17j -0.001207+3.47745e-17j 0.000216326+4.79155e-17j 0.000135421-2.52643e-17j -0.000246501+6.46389e-18j -0.000402652-1.93256e-17j -0.000183666-1.43538e-17j 0.000175389-2.29092e-18j 0.000462607+1.57271e-16j 0.000404199+1.90809e-17j 0.000626553-7.62465e-17j -1.16527e-05-5.31341e-17j -0.000371748-2.07998e-17j -0.000842423-5.90692e-17j -0.000999221-4.83424e-17j -0.00131599-2.02943e-16j -0.000595186+3.11372e-15j -0.000140846+2.43823e-16j 0.00365849-7.33234e-17j -0.00387159+2.33407e-15j 0.000224942+1.64705e-16j -0.00238302+2.8499e-18j 0.00459274-1.4928e-16j -0.00154244+5.38338e-17j -0.000659098-1.25865e-17j -0.00347967-3.60643e-17j 0.00214052-1.94265e-17j -0.000436799-1.05824e-16j -0.00584143+1.56045e-16j -0.000105455-3.91014e-16j -0.00506484+2.37159e-16j 0.000723447-1.30224e-16j 0.00133971+1.21025e-16j 0.000164066+1.73825e-16j 0.00104931-9.25892e-17j 0.00172159+2.89639e-16j -0.00178893+2.81915e-16j -0.00258772-1.13788e-15j 0.0078116+5.8824e-16j -0.00241909+9.7608e-17j 0.00198336-3.26423e-16j 0.00154665-2.97739e-16j -0.00114695+5.10733e-17j -0.00126829+1.77633e-16j 0.000200994+1.0569e-16j 0.00526293-2.52645e-17j 0.00122796-2.66601e-16j -0.00406431-5.08792e-17j 0.00164657+2.13852e-17j -0.00270705+2.11902e-17j -0.00313618+3.21666e-17j 0.00125857+3.34762e-17j 0.00334609-2.73814e-19j 0.00441355-1.69583e-17j 0.000723968+2.16546e-17j -0.00472404-7.23248e-17j -0.00238118-8.25489e-17j 0.00364547-1.8348e-15j -0.00219988+5.42386e-15j 
-0.00158857-2.37906e-15j -0.00365912-1.21814e-15j 0.00108391-4.76587e-18j -0.00328002-3.24252e-18j -0.000566038-1.38433e-18j 0.00160811+3.66321e-17j -0.00122665-2.39666e-17j -0.00173208+4.09306e-16j -0.00130782-1.81226e-16j 0.000438324+1.28755e-16j -0.000551559+1.55455e-17j 2.31907e-05+8.63198e-18j -0.00043544+3.45548e-17j 0.000730918-5.82108e-17j -0.00167845+4.62012e-17j 0.000351827+6.43347e-17j 0.000158298-2.75304e-17j -0.000223994+4.93513e-18j -0.000530398-3.37113e-17j -0.000328115-1.56253e-17j 0.000190786+7.80425e-19j 0.000716187+2.39703e-16j 0.000657672+3.01578e-17j 0.000701436-6.92594e-17j -0.000187655-5.68756e-17j -0.000577929-2.92915e-17j -0.00109704-7.49834e-17j -0.00114011-6.45542e-17j -0.0016518-2.28588e-16j -0.000673392+3.45087e-15j -0.000182121+1.7186e-16j 0.00425132-7.18669e-17j -0.0045655+2.73397e-15j 0.000254063+1.95504e-16j -0.00280925-8.10092e-18j 0.00543127-1.54996e-16j -0.00181904+5.62531e-17j -0.000797666-1.75388e-17j -0.00412063-5.93223e-17j 0.00254203-1.30579e-17j -0.00051507-1.27707e-16j -0.0069332+1.58009e-16j -0.000123593-4.58685e-16j -0.00600895+2.57689e-16j 0.000858055-1.51061e-16j 0.00158938+1.49974e-16j 0.000193981+2.0712e-16j 0.00124399-1.04869e-16j 0.00204298+3.51643e-16j -0.0021216+3.26119e-16j -0.00306993-1.36239e-15j 0.00926967+7.34431e-16j -0.00287006+1.0446e-16j 0.00235285-3.77884e-16j 0.00183661-3.46197e-16j -0.00136136+5.55961e-17j -0.00150526+2.05206e-16j 0.000239055+1.26517e-16j 0.0062444-5.28937e-18j 0.00145743-3.10487e-16j -0.00482014-7.92551e-17j 0.00195789+3.30397e-17j -0.00321027+1.23871e-17j -0.00372934+2.36362e-17j 0.00151+4.56177e-17j 0.00398098+1.52012e-17j 0.00524774+2.86742e-19j 0.000862721+2.91076e-17j -0.0056231-1.07845e-16j -0.00283413-1.09218e-16j 0.00433603-2.16631e-15j -0.00261812+6.44355e-15j 
4.46664e-17-6.7356e-18j 1.02638e-16-1.58663e-17j -3.10735e-17+3.74602e-18j 9.4032e-17-1.13353e-17j 1.69389e-17-9.42943e-19j -4.70513e-17+4.20529e-18j 3.63075e-17-2.61362e-18j 5.35876e-17-3.87694e-19j 3.99066e-17-1.08339e-18j -1.17377e-17+2.69386e-18j 1.78289e-17+9.6496e-19j -1.96997e-18-1.7779e-18j 1.26434e-17-1.27678e-18j -2.27838e-17-7.89301e-20j 5.17819e-17-5.84602e-19j -1.17586e-17-1.16498e-18j -4.35139e-18+8.12886e-19j 4.80406e-18-3.07671e-18j 1.58397e-17-9.30179e-19j 1.14119e-17+1.72115e-18j -4.9442e-18+1.40713e-18j -2.33874e-17-1.59044e-18j -2.19848e-17-2.18401e-18j -1.86283e-17+4.53187e-18j 8.82945e-18+4.26265e-18j 1.89109e-17+1.33797e-18j 3.25251e-17-2.26094e-18j 3.07511e-17-6.69296e-18j 4.77996e-17-5.074e-18j 1.80393e-17-4.12893e-18j 5.37497e-18-4.10264e-19j -1.16331e-16+2.25887e-17j 1.26339e-16-2.22478e-17j -6.7965e-18+1.57132e-18j 7.7721e-17-1.37157e-17j -1.50619e-16+2.60092e-17j 5.03407e-17-8.8599e-18j 2.25009e-17-3.27866e-18j 1.14391e-16-1.9565e-17j -7.07183e-17+1.18555e-17j 1.4253e-17-2.51042e-18j 1.92797e-16-3.24519e-17j 3.40423e-18-6.24956e-19j 1.67044e-16-2.82001e-17j -2.38481e-17+4.03414e-18j -4.4182e-17+7.46077e-18j -5.3786e-18+9.30122e-19j -3.4563e-17+5.86509e-18j -5.68032e-17+9.57342e-18j 5.89619e-17-9.98038e-18j 8.53384e-17-1.44115e-17j -2.57729e-16+4.34448e-17j 7.97861e-17-1.3468e-17j -6.54026e-17+1.10485e-17j -5.10903e-17+8.57037e-18j 3.78575e-17-6.37059e-18j 4.18563e-17-7.04779e-18j -6.65787e-18+1.1043e-18j -1.73598e-16+2.92921e-17j -4.05272e-17+6.82269e-18j 1.33959e-16-2.26734e-17j -5.45192e-17+9.05829e-18j 8.92139e-17-1.5107e-17j 1.0385e-16-1.72487e-17j -4.23264e-17+6.5885e-18j -1.109e-16+1.83524e-17j -1.46121e-16+2.42879e-17j -2.40619e-17+3.93627e-18j 1.56701e-16-2.58426e-17j 7.89752e-17-1.30318e-17j -1.20767e-16+2.00226e-17j 7.29512e-17-1.20452e-17j 
5.51528e-18-3.95871e-20j 1.29095e-17-9.32508e-20j -3.26614e-18+2.20165e-20j 9.88337e-18-6.66212e-20j 1.11297e-18-5.54196e-21j -4.05472e-18+2.47158e-20j 2.7454e-18-1.5361e-20j 1.94482e-18-2.27859e-21j 1.9309e-18-6.36738e-21j -2.01038e-18+1.58326e-20j -1.72956e-20+5.67136e-21j 1.01687e-18-1.04492e-20j 1.17869e-18-7.50404e-21j -6.7884e-19-4.63896e-22j 2.0068e-18-3.43588e-21j 3.32399e-19-6.84691e-21j -6.32464e-19+4.77757e-21j 2.02171e-18-1.80827e-20j 1.07016e-18-5.46694e-21j -6.81218e-19+1.01157e-20j -1.01226e-18+8.27015e-21j 2.19836e-19-9.34751e-21j 6.25049e-19-1.28361e-20j -3.34639e-18+2.66352e-20j -2.30703e-18+2.50529e-20j -2.09309e-19+7.86366e-21j 2.41056e-18-1.32882e-20j 5.04551e-18-3.93365e-20j 4.60615e-18-2.98214e-20j 3.0829e-18-2.42669e-20j 4.20605e-19-2.41125e-21j -1.74288e-17+1.32761e-19j 1.7541e-17-1.30757e-19j -1.17105e-18+9.23511e-21j 1.08087e-17-8.06115e-20j -2.05998e-17+1.52864e-19j 6.98636e-18-5.20723e-20j 2.70886e-18-1.92697e-20j 1.55306e-17-1.14989e-19j -9.45559e-18+6.96784e-20j 1.97922e-18-1.47545e-20j 2.58578e-17-1.9073e-19j 4.88122e-19-3.67306e-21j 2.24542e-17-1.6574e-19j -3.21063e-18+2.37098e-20j -5.94023e-18+4.38492e-20j -7.36428e-19+5.46661e-21j -4.66434e-18+3.44709e-20j -7.62582e-18+5.62659e-20j 7.94183e-18-5.86577e-20j 1.14742e-17-8.4701e-20j -3.46049e-17+2.55338e-19j 1.07241e-17-7.91556e-20j -8.79591e-18+6.49351e-20j -6.83444e-18+5.03706e-20j 5.07642e-18-3.74419e-20j 5.61524e-18-4.1422e-20j -8.83009e-19+6.49028e-21j -2.33264e-17+1.72158e-19j -5.43614e-18+4.0099e-20j 1.80425e-17-1.33259e-19j -7.24013e-18+5.32383e-20j 1.20202e-17-8.87881e-20j 1.37877e-17-1.01376e-19j -5.35131e-18+3.87226e-20j -1.46829e-17+1.07863e-19j -1.9411e-17+1.42748e-19j -3.15801e-18+2.31346e-20j 2.06926e-17-1.51885e-19j 1.04333e-17-7.65916e-20j -1.60119e-17+1.17679e-19j 9.64202e-18-7.07933e-20j 
-0.000145722-2.14015e-16j -0.000331405-1.04569e-16j 0.000109705-2.03064e-18j -0.000331985+4.34047e-18j -6.9544e-05+7.30035e-20j 0.000179115+2.44723e-18j -0.000143812-1.63671e-18j -0.00024301+5.76631e-17j -0.000173926-2.1812e-17j 3.01059e-05+1.51273e-17j -9.05461e-05+2.62667e-18j 2.48169e-05+1.32623e-18j -4.68305e-05+5.22573e-18j 0.000105481-8.54268e-18j -0.000232961+6.1662e-18j 6.44018e-05+9.04916e-18j 1.28074e-05-2.07317e-18j 5.17455e-06+1.61563e-18j -6.46017e-05-6.11066e-18j -6.77368e-05-2.05819e-18j 1.0267e-05+3.27502e-19j 0.000121653+4.08018e-17j 0.000120463+6.83108e-18j 4.55054e-05-1.58181e-18j -7.8385e-05-5.70435e-18j -9.8828e-05-5.12048e-18j -0.000129543-6.62884e-18j -8.21044e-05-3.42809e-18j -0.000174858-1.1781e-17j -4.63678e-05+2.13519e-16j -2.10831e-05-2.68993e-17j 0.000334799-1.67049e-17j -0.00038385+2.38905e-16j 1.73304e-05+1.57902e-17j -0.000235874+4.85807e-18j 0.000462175-2.37856e-17j -0.00015299+8.37045e-18j -7.44223e-05-1.3487e-19j -0.000352675+2.75374e-18j 0.000220157-5.90615e-18j -4.32996e-05-1.00179e-17j -0.000599047+2.67919e-17j -1.0117e-05-3.72564e-17j -0.000518292+3.36267e-17j 7.39222e-05-1.46424e-17j 0.000137067+9.96439e-18j 1.64924e-05+1.7529e-17j 0.000106972-1.13966e-17j 0.000176387+2.64515e-17j -0.000182708+3.21753e-17j -0.00026474-1.11795e-16j 0.00080024+4.58071e-17j -0.000247567+1.44422e-17j 0.000202862-3.70212e-17j 0.000159004-3.33804e-17j -0.000117643+7.49644e-18j -0.000130031+2.06843e-17j 2.0832e-05+1.05373e-17j 0.000538757-1.22654e-17j 0.000125914-2.95097e-17j -0.000415118+2.38184e-18j 0.000170449-7.89653e-19j -0.0002764+7.15082e-18j -0.00032473+8.99578e-18j 0.000136264+1.40344e-18j 0.000347367-6.06606e-18j 0.000456744-9.78897e-18j 7.57729e-05+9.59274e-19j -0.000491622+1.0233e-18j -0.000247704-4.27368e-18j 0.000377944-1.97201e-16j -0.000228744+5.6736e-16j 
