-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
0.000133685+8.50089e-17j 7.74867e-05+2.33181e-17j -0.00017795+1.27637e-17j 1.79148e-05+9.20474e-18j 7.14934e-05-9.87429e-18j 4.77365e-05+9.64713e-18j 0.000220176-1.81878e-17j -0.000140512+1.03948e-17j 0.000109046-2.236e-17j 1.13709e-05-4.59135e-18j -0.000171868+1.43984e-17j 7.47242e-05+9.85167e-18j -0.000224143+1.94675e-17j 0.000169754-3.01633e-18j 3.55461e-05-9.65377e-18j -0.000110827+2.73253e-17j 0.000146608-2.43425e-17j -7.92974e-06+1.59845e-18j -4.42099e-05+3.56642e-17j -0.000211847+4.31839e-17j -0.000156723+2.85248e-17j 0.000157248-4.69418e-17j 0.000154524-7.09391e-18j -0.000268106-3.79186e-17j -2.69607e-05-8.90474e-20j 6.49118e-05-5.57146e-18j 9.99095e-05+3.89874e-19j 3.29203e-05-1.96551e-17j -4.52117e-05+4.41019e-17j -0.000163672+4.75047e-18j 1.45048e-05-2.74238e-17j 0.000247296-2.95534e-17j -0.000123799+1.54773e-17j -0.000244929+8.51319e-18j 0.000131206-3.27047e-17j 2.83312e-05-4.03831e-18j -3.45538e-05+1.59022e-17j -3.45696e-05+5.87465e-17j 0.000125611+4.31388e-17j 3.58963e-05+1.36711e-17j -0.000250032+1.63557e-17j -4.14052e-05-5.10994e-18j -2.94362e-05-3.66362e-18j 0.000158595-1.87882e-17j -0.000136303+3.7034e-18j 7.54445e-05-9.54345e-18j 7.4788e-06-3.14064e-19j 0.000238946-1.93124e-17j 1.88369e-05-9.21691e-18j -4.55236e-05+1.25566e-17j 0.000171487-1.41167e-17j -0.000116993+1.08019e-17j -0.000157255+7.42469e-18j 4.24404e-05-1.29856e-17j 0.000143843-6.39741e-18j -6.5701e-05+7.0378e-18j 
0.000185364+1.46615e-16j 0.000257668+2.60403e-17j -5.85337e-05-1.4349e-17j 0.000237795-9.47123e-18j -0.000122024+1.42905e-17j 0.000283125-6.59867e-19j 5.79275e-05+1.92277e-17j -7.57928e-05-1.04968e-17j -0.000269234+2.18651e-17j 2.7994e-05-2.56812e-18j -8.75839e-05-7.07482e-18j 0.000268178-5.13288e-18j 0.000132429-3.11366e-17j 0.000151228+9.91686e-18j 0.000265369-2.27159e-17j 0.000189501-2.8197e-17j 4.44456e-05-8.91716e-18j -0.000163283+1.07477e-16j 0.000160351+5.82998e-18j -0.000119446-1.04199e-17j -3.3033e-05-7.97158e-18j -0.000110665+1.83318e-17j -0.00024782+3.24274e-17j -2.06937e-05-5.00873e-18j 0.000307186-1.03236e-17j -3.86816e-05+7.59716e-18j 0.000279179-1.63525e-17j 8.67709e-05-3.13994e-18j -8.05894e-05+7.55435e-17j -0.000259514+9.57331e-19j -6.97506e-05-8.19774e-19j 0.000102748+1.45568e-17j 0.000283616-3.1193e-17j 2.75397e-05-2.29019e-17j -8.0555e-05+3.82901e-17j -8.28688e-05-1.08936e-17j 0.000292719+2.44529e-17j 1.59747e-05+6.14434e-17j 3.48663e-05+5.81363e-17j 0.000155641+7.85864e-17j -0.00011356-6.46578e-17j 0.000115877+3.6798e-16j -0.00017588-1.66373e-18j -0.000173873+2.44854e-17j -0.000264196-5.2098e-19j -0.00014194+1.06586e-17j 2.59522e-05-4.00601e-18j 1.24283e-05+1.83512e-17j -0.000158578+6.76128e-18j 0.000241446-1.57682e-17j 0.000181683+9.19382e-19j 1.91444e-05-1.44895e-17j -0.000137613-8.85782e-18j -0.00020191+1.33881e-17j 0.000203025-2.10093e-18j -0.000222433+3.35055e-17j 
-0.000237915-1.81902e-16j -0.000352849-4.38376e-17j 4.7403e-05-1.2701e-17j -0.000336582-7.87518e-18j 0.000189198+8.82641e-18j -0.000395351-1.85089e-17j -3.79105e-05+1.47993e-17j 7.97448e-05-7.72427e-18j 0.000407499+2.15203e-17j -3.77318e-05+2.21184e-18j 9.0211e-05-1.79463e-17j -0.000368451-3.86659e-18j -0.000235266-2.0542e-17j -0.000181706+8.31168e-18j -0.000372435+8.24716e-18j -0.000293779-2.61894e-18j -3.36474e-05+3.7752e-17j 0.000232009-1.36402e-16j -0.000238464-3.02592e-17j 0.000127634-1.31605e-17j 1.52518e-05-1.64808e-17j 0.000190461+1.46988e-17j 0.000386149+1.7936e-17j -2.51547e-05-6.24087e-17j -0.000445035-2.73588e-17j 6.86054e-05+8.03257e-18j -0.000379048+1.50109e-17j -0.000117429-1.70596e-18j 0.000106074-1.00559e-16j 0.000337886-9.49159e-18j 0.000102763+7.14173e-18j -9.65004e-05+2.04562e-17j -0.00043109-1.47834e-17j -8.94338e-05-2.7368e-17j 0.00014206-2.06833e-17j 0.000124357+3.11673e-17j -0.000425886-7.39913e-17j -2.99181e-05-8.60509e-17j -2.423e-05-4.83243e-17j -0.000215363-1.19115e-16j 0.000111411+4.91327e-17j -0.000174257-5.50926e-16j 0.000245639+1.49929e-17j 0.000281176+1.93037e-17j 0.000350176-4.89964e-19j 0.000218501+1.73486e-17j -3.56053e-05+4.4474e-18j 3.10245e-05+2.56011e-17j 0.000230744+1.13609e-17j -0.000354765-1.38029e-17j -0.000224927+1.57987e-17j -5.12894e-05-7.31251e-18j 0.000164778-7.51226e-18j 0.000297565+1.17933e-17j -0.000261111+1.25972e-17j 0.000304842-3.64272e-17j 
-2.96219e-05-3.28667e-17j -9.86849e-05-3.4431e-18j -6.26925e-05+9.21957e-18j -0.000119521+6.55148e-18j 0.000104159-8.33205e-18j -0.000128289+2.28582e-18j 8.54346e-05-1.32277e-17j -3.34558e-05+7.50721e-18j 0.00020397-1.51823e-17j -9.15436e-06-1.12176e-18j -4.37011e-05+6.85987e-18j -0.000105854+6.04364e-18j -0.00019083+1.69346e-17j 8.045e-06-3.53685e-18j -0.000125125+3.88088e-18j -0.000161651+2.25692e-17j 5.37011e-05-3.61635e-18j 8.43904e-05-5.49285e-17j -0.000110475+1.14146e-17j -4.76329e-05+2.30776e-17j -6.52626e-05+1.44417e-17j 0.000143513-2.73346e-17j 0.00021649-1.15571e-17j -0.000131079-2.66236e-17j -0.000180993-7.21585e-19j 5.54435e-05-4.09286e-18j -9.84554e-05+7.81828e-18j -2.96093e-05-9.05436e-18j 1.9731e-05-1.78024e-17j 5.39403e-05+6.4701e-19j 4.55465e-05-1.23871e-17j 7.55094e-05-1.65329e-17j -0.000219604+1.58149e-17j -0.000144949+7.72412e-18j 0.000113353-3.20579e-17j 6.00034e-05+6.21243e-18j -0.000177174-1.11246e-17j -2.70172e-05-3.66863e-18j 4.77538e-05-4.7661e-18j -6.53996e-05-3.67959e-17j -7.10952e-05+3.68024e-17j -8.48538e-05-2.05865e-16j 7.98101e-05+9.49338e-19j 0.000178526-1.45886e-17j 7.10079e-05+1.95156e-18j 0.000117063-5.70019e-18j -1.01123e-05+1.82514e-18j 0.000120086-1.18919e-17j 9.60447e-05-5.14549e-18j -0.000155175+9.41922e-18j -7.56015e-06-5.01153e-18j -7.24867e-05+9.08734e-18j -8.79839e-06+5.51288e-18j 0.000132085-9.14939e-18j -3.38137e-05-6.31541e-19j 8.58216e-05-1.29433e-17j 
0.000129691+8.82416e-17j 0.000100581+2.0575e-17j -0.000140801+3.85809e-18j 5.33984e-05+3.15052e-18j 3.19517e-05-2.1365e-18j 8.30025e-05+5.1294e-18j 0.00017176-6.14066e-18j -0.00011618+3.71738e-18j 3.46765e-05-7.78096e-18j 1.30993e-05-3.85723e-18j -0.00014124+6.70917e-18j 0.000100326+5.23352e-18j -0.000142481+3.07202e-18j 0.000150449+1.46061e-18j 7.10319e-05-1.28733e-17j -4.94725e-05+1.1127e-17j 0.000115363-1.68194e-17j -3.34506e-05+2.0831e-17j -5.39928e-06+2.46915e-17j -0.000176038+2.68088e-17j -0.000120873+1.67148e-17j 9.69542e-05-2.70547e-17j 7.17526e-05+5.9637e-18j -0.000200719-3.40951e-17j 3.21247e-05-5.45879e-18j 4.12067e-05-1.07773e-18j 0.000120714-3.21229e-18j 3.88926e-05-1.51785e-17j -4.68886e-05+4.50907e-17j -0.000164291+2.86893e-18j -1.12777e-06-1.93096e-17j 0.00019929-1.51791e-17j -4.30965e-05+6.8961e-19j -0.000175512-2.97012e-18j 8.28903e-05-1.40492e-17j 6.82417e-06-3.39229e-18j 2.40923e-05+1.21743e-17j -2.27275e-05+5.27286e-17j 9.82968e-05+4.38219e-17j 5.27304e-05+2.25288e-17j -0.000203131-2.95128e-18j -1.08584e-05+5.64569e-17j -5.14013e-05-1.81923e-18j 8.72541e-05-4.64077e-18j -0.000144951+2.4636e-18j 3.14896e-05-2.22525e-18j 9.89093e-06-1.01428e-18j 0.000177871-6.2694e-18j -1.29652e-05-3.65154e-18j 7.35069e-06+3.19813e-18j 0.000156876-8.49681e-18j -8.28225e-05+2.87522e-18j -0.000138952+2.0838e-18j -2.93148e-06-4.37761e-18j 0.000140151-4.11746e-18j -8.59518e-05+1.17167e-17j 
7.67425e-05+6.35959e-17j 0.000125208+1.07062e-17j -1.01894e-06-7.67758e-18j 0.000124717-5.22265e-18j -7.7798e-05+7.4332e-18j 0.000143975-6.79901e-19j -6.52871e-06+1.0597e-17j -1.66963e-05-5.88086e-18j -0.000163325+1.20263e-17j 1.30981e-05-5.62296e-19j -1.76696e-05-4.3469e-18j 0.000131327-3.62553e-18j 0.000109497-1.57904e-17j 5.22307e-05+4.41546e-18j 0.000136519-9.17771e-18j 0.000120784-1.68238e-17j -1.19105e-06-2.48119e-18j -8.63853e-05+5.64258e-17j 9.37273e-05-1.16124e-18j -2.79534e-05-1.0704e-17j 9.0537e-06-7.07768e-18j -8.63605e-05+1.47557e-17j -0.000159596+1.45711e-17j 3.47341e-05+7.61667e-18j 0.00016968-2.92844e-18j -3.18877e-05+3.79616e-18j 0.000132932-8.33038e-18j 4.09967e-05+1.80935e-18j -3.55729e-05+3.31426e-17j -0.000111459+2.64129e-19j -3.99618e-05+3.53437e-18j 1.29174e-05+9.95086e-18j 0.000173576-1.55398e-17j 5.66887e-05-9.93676e-18j -6.57269e-05+2.36473e-17j -4.93757e-05-6.17743e-18j 0.000163205+1.30327e-17j 1.44965e-05+2.35965e-17j -2.74744e-06+2.22515e-17j 7.74959e-05+4.04761e-17j -1.82593e-05-3.46529e-17j 6.93491e-05+2.00056e-16j -8.9476e-05-1.09353e-18j -0.000120556+1.27737e-17j -0.000118656-7.90185e-19j -8.91759e-05+5.22356e-18j 1.26665e-05-2.02349e-18j -3.41882e-05+9.71387e-18j -8.84348e-05+3.79258e-18j 0.000137529-8.21372e-18j 6.82995e-05+1.67194e-18j 3.02967e-05-7.76307e-18j -4.70523e-05-4.68778e-18j -0.000115756+7.33752e-18j 8.44959e-05-7.08625e-19j -0.000108289+1.61778e-17j 
-0.000133162-1.02858e-16j -0.000184487-2.12678e-17j 4.2822e-05+2.16561e-18j -0.000169953+1.50301e-18j 8.67519e-05-3.15697e-18j -0.000202501-4.37228e-18j -4.26293e-05-3.34251e-18j 5.49367e-05+1.88018e-18j 0.000191687-2.66629e-18j -2.00602e-05+1.74316e-18j 6.35372e-05-1.9601e-18j -0.000191978+6.54537e-19j -9.33155e-05+6.69063e-18j -0.000108985-1.89899e-18j -0.000189749+1.12995e-17j -0.000134725+9.13389e-18j -3.25808e-05+1.32058e-17j 0.000116674-7.29657e-17j -0.000114284-1.08946e-17j 8.65232e-05-1.04893e-18j 2.44866e-05-2.00415e-18j 7.81502e-05-1.53512e-18j 0.000176132-8.4177e-18j 1.63068e-05-1.00271e-17j -0.000219262-2.03864e-18j 2.72599e-05-9.15162e-19j -0.00019998+9.78559e-18j -6.21658e-05+1.86649e-18j 5.78204e-05-5.45403e-17j 0.000186296-2.74315e-18j 4.97386e-05+3.32788e-18j -7.47974e-05+3.47999e-19j -0.000201875+8.20498e-18j -1.82771e-05+2.47915e-18j 5.67918e-05-1.80475e-17j 5.90299e-05+1.1471e-17j -0.000208886-2.70009e-17j -1.12136e-05-4.64875e-17j -2.5619e-05-3.59488e-17j -0.000111375-5.83257e-17j 8.25358e-05+3.5647e-17j -8.25327e-05-2.68034e-16j 0.000125794+4.19567e-18j 0.000123291-4.37871e-18j 0.000189485-9.418e-20j 0.000100955+1.6357e-19j -1.85796e-05+2.59041e-18j -1.02371e-05-5.24574e-19j 0.000113161+3.45712e-19j -0.0001722+2.48976e-18j -0.000130748+3.89361e-18j -1.30086e-05+3.52623e-18j 9.91885e-05+1.43357e-18j 0.000143978-1.9781e-18j -0.000145835+3.973e-18j 0.000159253-2.17201e-17j 
-0.000156738-1.16204e-16j -0.000201805-2.77562e-17j 6.96298e-05-7.29773e-18j -0.000178289-4.77683e-18j 7.95196e-05+4.88139e-18j -0.000216194-1.05095e-17j -7.54461e-05+9.04743e-18j 7.68235e-05-4.89225e-18j 0.000182676+1.27849e-17j -2.23628e-05+2.34353e-18j 9.01836e-05-1.07567e-17j -0.000209157-3.57455e-18j -6.45603e-05-1.07306e-17j -0.000136877+3.44488e-18j -0.000201271+8.26009e-18j -0.000123522-4.90333e-18j -5.45752e-05+2.35768e-17j 0.000121775-7.20043e-17j -0.000111875-2.26355e-17j 0.000119647-1.51817e-17j 4.76465e-05-1.33969e-17j 5.84086e-05+1.59799e-17j 0.000160113+6.47426e-18j 5.50558e-05-1.82831e-17j -0.000222884-1.11651e-17j 1.89405e-05+4.16364e-18j -0.000221019+8.23969e-18j -6.89713e-05+4.25969e-18j 6.6229e-05-6.29976e-17j 0.000215953-5.47147e-18j 4.93651e-05+9.83985e-18j -0.000112572+1.47616e-17j -0.00019111-7.1979e-18j 1.59931e-05-1.19755e-17j 4.00333e-05-5.21909e-18j 5.70029e-05+1.597e-17j -0.000211072-3.92852e-17j -6.6705e-06-5.86217e-17j -4.43853e-05-3.7708e-17j -0.00012028-6.42966e-17j 0.000120964+2.44675e-17j -7.94431e-05-2.81461e-16j 0.000134269+7.73793e-18j 0.000104894+1.06783e-17j 0.000215351-1.05396e-18j 9.36432e-05+8.96952e-18j -2.02773e-05+2.46049e-18j -4.46253e-05+1.42273e-17j 0.000114329+6.60638e-18j -0.000171576-7.59859e-18j -0.000159627+1.03441e-17j 3.21539e-06-4.40778e-18j 0.000124967-4.24955e-18j 0.000142832+7.0414e-18j -0.00017129+7.3667e-18j 0.000174032-2.12919e-17j 
0.000207121+1.38015e-16j 3.97137e-05+1.61035e-17j -0.000376347-3.69933e-17j -8.61262e-05-2.19116e-17j 0.000229032+3.42638e-17j -4.20521e-05-2.17264e-17j 0.000473403+4.29654e-17j -0.000281354-2.18531e-17j 0.000393782+5.53964e-17j 1.10782e-05-1.02269e-17j -0.000346878-2.71806e-17j 2.77652e-05-1.95505e-18j -0.000584288-8.1185e-17j 0.000308+3.5458e-17j -6.04823e-05-5.59189e-17j -0.000355222-2.24323e-17j 0.000312083+1.0798e-17j 6.91535e-05-1.86512e-17j -0.000187028+1.8362e-17j -0.000421425+2.84246e-17j -0.000341357+8.56781e-20j 0.000419405-1.3164e-17j 0.000486513+1.02063e-16j -0.000603113-2.11689e-16j -0.000226036-8.15246e-17j 0.000169386+2.45015e-17j 7.95765e-05-7.82077e-18j 2.90116e-05-4.78504e-17j -6.04744e-05+5.75821e-17j -0.000236161-8.37904e-18j 7.05282e-05-3.85243e-17j 0.00051156+2.20979e-17j -0.000435269-7.6906e-17j -0.000575812-9.58478e-17j 0.000343646-1.1295e-17j 0.000109217+3.04052e-17j -0.000235694-6.37781e-17j -8.7735e-05+8.08164e-17j 0.000269105+1.21446e-16j -1.00086e-06-3.02245e-17j -0.000512047-2.4303e-17j -0.000156819-2.56681e-16j 2.66227e-05+2.00491e-17j 0.000456293+6.38334e-17j -0.00017096+4.65485e-18j 0.000248734+4.36826e-17j 3.25402e-06-1.09367e-18j 0.000540732+6.10204e-17j 0.000127955+2.25302e-17j -0.000233404-4.3081e-17j 0.000295685+8.40818e-18j -0.000278247-2.98884e-17j -0.000286649-2.30092e-17j 0.000205198+3.23852e-17j 0.000220946+8.94152e-18j -3.15576e-05+1.89821e-17j 
0.000239824+1.46615e-16j 0.000232439+6.3552e-17j -0.000202179+8.39683e-17j 0.000164583+5.53621e-17j -9.28969e-06-7.10325e-17j 0.000220557+5.69976e-17j 0.000241139-1.09011e-16j -0.000178037+5.93578e-17j -6.58622e-05-1.36903e-16j 2.80035e-05-4.68819e-18j -0.00021458+7.91013e-17j 0.000236402+3.58718e-17j -0.000126444+1.54879e-16j 0.000252194-4.88906e-17j 0.000198158+2.72428e-17j 1.4614e-05+1.17639e-16j 0.00016422-9.59496e-17j -0.000108939+2.97945e-17j 5.85438e-05+1.02852e-16j -0.000271641+1.17127e-16j -0.000166545+9.78128e-17j 7.76625e-05-1.46505e-16j -1.01769e-05-1.35121e-16j -0.000262633+1.01307e-16j 0.000165935+8.86761e-17j 3.64129e-05-4.57608e-17j 0.000266707+9.32802e-18j 8.46342e-05-1.53272e-17j -9.22401e-05+9.14091e-17j -0.000313876+2.55707e-17j -2.98683e-05-5.22084e-17j 0.000294278-1.25431e-16j 6.1063e-05+1.36451e-16j -0.000211043+1.33536e-16j 7.21285e-05-9.88297e-17j -2.51466e-05-4.76161e-17j 0.000149864+1.25519e-16j -2.22691e-05+1.1585e-16j 0.000138701+1.74746e-17j 0.00013024+8.30023e-17j -0.000303552+8.06224e-17j 3.34963e-05+2.76918e-16j -0.000136809-3.46453e-17j 3.96055e-05-1.33761e-16j -0.000291292+7.62791e-18j -1.79955e-05-8.0347e-17j 2.31078e-05-2.59336e-20j 0.000230327-1.32702e-16j -8.10778e-05-5.61791e-17j 0.000107756+8.9877e-17j 0.00027275-5.77771e-17j -9.70821e-05+6.9423e-17j -0.000232082+5.04596e-17j -8.60389e-05-7.97161e-17j 0.000260271-3.18974e-17j -0.000199546+4.62199e-18j 
0.000351185+2.44185e-16j 0.000119834+2.49693e-17j -0.00057235-7.43545e-17j -7.16148e-05-4.52027e-17j 0.000311055+6.82512e-17j 4.50679e-06-4.20012e-17j 0.000716242+8.89362e-17j -0.000435455-4.60573e-17j 0.00052076+1.13094e-16j 2.30567e-05-1.60193e-17j -0.000535483-5.59085e-17j 0.000104586-1.00413e-17j -0.000835811-1.58799e-16j 0.000492828+6.53265e-17j -2.7041e-05-9.83425e-17j -0.00048238-6.17133e-17j 0.00047365+2.73481e-17j 6.40366e-05+5.36433e-18j -0.00023966+1.55391e-17j -0.000653644+2.3186e-17j -0.000514397-1.68675e-17j 0.000596262+7.43878e-18j 0.000663437+1.88615e-16j -0.000899939-3.43053e-16j -0.000262847-1.42301e-16j 0.000242235+4.71393e-17j 0.000184077-1.92658e-17j 6.3562e-05-7.27331e-17j -0.000108793+1.02646e-16j -0.000411807-1.62838e-17j 8.81822e-05-5.21796e-17j 0.000783462+5.74445e-17j -0.00057893-1.49552e-16j -0.000848023-1.75388e-16j 0.000490948+1.05667e-17j 0.000142498+4.99012e-17j -0.000280599-1.07808e-16j -0.000126427+1.29914e-16j 0.000407604+2.05645e-16j 3.52991e-05-3.05233e-17j -0.00078674-7.22893e-17j -0.00020534-3.04432e-16j -2.05817e-06+3.53491e-17j 0.000636066+1.26594e-16j -0.000316153+5.89211e-18j 0.000335587+8.28312e-17j 1.09627e-05-3.11681e-18j 0.000805409+1.19906e-16j 0.000152412+4.53059e-17j -0.000289319-8.51094e-17j 0.000481749+2.16586e-17j -0.000408407-6.13389e-17j -0.000457923-4.59677e-17j 0.000256804+6.62861e-17j 0.000375877+1.76577e-17j -9.94029e-05+4.06051e-17j 
-0.000467031-3.30065e-16j -0.000428418-7.17204e-17j 0.00042408-1.03571e-18j -0.000286157-2.36947e-18j -1.75821e-05-3.53314e-18j -0.000394519-1.30424e-17j -0.000509492+4.15035e-18j 0.000365908-3.28659e-18j 6.04425e-05+6.74616e-18j -5.25615e-05+1.21976e-17j 0.000442184-1.33391e-17j -0.000433822-1.10307e-17j 0.000317729+1.21162e-17j -0.000504693-1.06567e-17j -0.000351036+4.96825e-17j 2.6895e-05-1.26577e-17j -0.000345421+5.06815e-17j 0.000187583-1.20807e-16j -7.82547e-05-7.07227e-17j 0.000557106-6.68607e-17j 0.000354052-4.04371e-17j -0.000204259+6.24442e-17j -5.47161e-05-3.77777e-17j 0.000568075+9.96259e-17j -0.000267561+2.2664e-17j -9.16677e-05-2.16382e-18j -0.000496695+1.87143e-17j -0.000158182+4.39536e-17j 0.00017674-1.68772e-16j 0.000605985-8.17156e-18j 4.36702e-05+5.35459e-17j -0.000611811+3.18569e-17j -4.5477e-05+1.85114e-17j 0.000470206+2.38046e-17j -0.000182801+1.51699e-17j 2.92668e-05+1.51298e-17j -0.000236899-4.63946e-17j 5.36751e-05-1.81418e-16j -0.000292576-1.56146e-16j -0.000236551-1.07747e-16j 0.000628739+4.74706e-17j -3.72786e-05-3.69452e-16j 0.000244634+5.51806e-18j -0.000140644-3.50549e-18j 0.000555129-6.44909e-18j -4.72466e-06-1.29527e-18j -4.24865e-05+5.18317e-18j -0.000499974+4.65878e-18j 0.000128098+5.34696e-18j -0.000160716+1.73057e-18j -0.000540199+2.22723e-17j 0.000218311+1.56431e-18j 0.000464929+1.70365e-19j 0.000125491+3.11531e-18j -0.000506273+1.2229e-17j 0.000367409-5.23037e-17j 
-0.000479943-3.72625e-16j -0.000737973-8.66165e-17j 6.2835e-05-1.77617e-17j -0.000716085-1.05322e-17j 0.000420197+1.09426e-17j -0.000835333-3.35315e-17j -3.33793e-05+1.9187e-17j 0.000140129-9.66254e-18j 0.000895294+3.05571e-17j -7.82462e-05+3.83353e-18j 0.000155722-2.95222e-17j -0.000771943-3.68584e-18j -0.00055182-2.69241e-17j -0.000351892+1.28422e-17j -0.000788955+1.96779e-17j -0.000652427+9.31436e-18j -4.02029e-05+6.99261e-17j 0.000494562-2.94584e-16j -0.000519669-5.15866e-17j 0.000227108-1.19574e-17j -1.33824e-06-2.28252e-17j 0.000441482+1.19089e-17j 0.000859479+2.464e-17j -0.000111907-1.30257e-16j -0.000957796-5.07385e-17j 0.000160817+1.22614e-17j -0.000789154+3.37624e-17j -0.000244054-7.50386e-18j 0.0002171-2.0527e-16j 0.000687288-1.75889e-17j 0.00022296+7.18979e-18j -0.000152829+2.85845e-17j -0.000948953-1.66738e-17j -0.000244381-4.5232e-17j 0.000332307-5.88866e-17j 0.000272146+6.27536e-17j -0.000918482-1.46997e-16j -7.14879e-05-1.69459e-16j -2.46088e-05-9.8846e-17j -0.000452894-2.50077e-16j 0.000184132+1.17299e-16j -0.000381718-1.17524e-15j 0.000519057+2.88012e-17j 0.000635818+2.6441e-17j 0.000719507+1.23553e-19j 0.000483735+2.86402e-17j -7.4541e-05+9.67128e-18j 0.000118144+4.02373e-17j 0.000497656+1.80579e-17j -0.000768727-1.95909e-17j -0.00044397+2.70298e-17j -0.000135064-7.69594e-18j 0.000318392-1.04389e-17j 0.000645705+1.61865e-17j -0.000527359+2.35405e-17j 0.000637835-7.82615e-17j 
0.00054048+4.29265e-16j 0.000869307+9.34367e-17j -2.28391e-05+3.93257e-18j 0.000860631+1.05549e-18j -0.000529509+1.70779e-18j 0.000995933+2.94588e-17j -2.53942e-05-1.32198e-19j -0.000127495-9.49387e-19j -0.00111527-8.28759e-18j 9.12292e-05-3.46582e-18j -0.000136986+1.95172e-17j 0.000911214-3.5527e-18j 0.000734277+2.75393e-19j 0.000374852-5.77008e-18j 0.000943489-2.94536e-17j 0.000822099-3.80301e-17j 4.83045e-06-6.58092e-17j -0.000595719+3.62306e-16j 0.000641654+4.05416e-17j -0.000211374-1.25754e-17j 4.84274e-05+6.16325e-18j -0.000580863+1.89786e-17j -0.00108554-2.46829e-18j 0.000215409+1.45152e-16j 0.00116634+4.5247e-17j -0.000213868-5.48355e-18j 0.000924505-4.41908e-17j 0.000285308+1.41081e-17j -0.000249042+2.34501e-16j -0.000782272+1.63674e-17j -0.000273963+3.93022e-18j 0.00011096-7.60585e-18j 0.00118457-8.44047e-18j 0.000368691+2.84444e-17j -0.000441056+9.66111e-17j -0.000337576-6.83963e-17j 0.00112107+1.56825e-16j 9.67773e-05+1.83501e-16j -7.75656e-06+1.16635e-16j 0.000536976+2.94714e-16j -0.000147998-1.64644e-16j 0.000473989+1.41382e-15j -0.000618919-2.86154e-17j -0.000816281-4.06901e-18j -0.00082941-2.01888e-18j -0.000607528-1.85445e-17j 8.79107e-05-1.20696e-17j -0.000214242-2.15058e-17j -0.000607456-1.0302e-17j 0.00094324+5.02219e-18j 0.000485686-2.08077e-17j 0.000198279-5.51269e-18j -0.000338072+2.08907e-18j -0.000793545-2.81873e-18j 0.000594788-2.23809e-17j -0.000751729+9.64032e-17j 
