-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
0.000151486-0.00491924j -0.00448722+0.000421525j -0.00449831-8.45333e-05j -0.0146341-0.00370054j 0.00284196-0.00286671j 0.00231026-0.00565282j -0.00217094-0.00431569j 0.0225593-0.00771836j 0.00606501-0.0054161j -0.00358008-0.00484517j -0.00183989-0.00676547j 0.00200225+0.00387885j -0.00116756-0.0107393j 0.00961448+0.00899397j 0.00497424+0.00684251j 0.00538221-0.00862836j -0.00402671+0.00322048j -0.00480543+0.010603j -0.00173996+0.00242945j 0.000382701+0.00600552j -2.42751e-06-0.00162493j -0.008571-0.00399277j 0.0106219-0.00960495j 0.001442+0.00675421j -0.00378898-0.00684936j -0.013039-0.00018555j 0.00624481+0.00497022j -0.0045477-0.0107133j 0.000651726-0.00610384j 0.00047325+0.0016305j 0.00238649-0.00325056j 0.00736268+0.0105831j 0.00584916+0.00655245j -0.00683102-0.00173798j 0.00549105-0.000334709j -0.00361771-0.00661749j -0.00240168+0.00108598j 0.00216937+0.00395214j -0.00334024-0.000971643j 0.00395121-0.00664858j -0.00143344+0.00398143j -0.00404011-0.00257491j 0.00373902+0.00623075j 0.0100802-0.00965335j 0.000833046-0.00423105j 0.00411796+1.72077e-05j 0.0045783+0.00691345j 0.00428917+0.00878475j -0.00157139+0.00416241j 0.00737527+0.0197944j 0.00234066-0.0156614j -0.00721293+0.00392739j 0.00432127+0.00202267j 0.00290541+0.000497295j -0.0105203+0.00687899j 0.00119375-0.00474287j -0.00701998-0.000455642j -0.00293168+0.00177765j 0.010086-0.00783929j -0.00665353+0.0080867j -0.00191882+0.00552337j 0.00697846+0.00157456j 0.00069489+0.00292441j -0.00130774+0.00215087j -0.00279783-0.00675795j 0.00224688-0.000361017j -0.00255975+0.00173877j -0.00211633+0.00162434j -0.00640423+0.00134613j 0.00491168+0.00197645j 0.000405946+0.00368606j -0.00521847-0.0019653j -0.00576567+0.000982167j -0.00226181+0.000987545j -0.0029736+0.00171005j -0.00475265-0.00212791j -0.00160384+0.00339829j 0.0104817-0.0112752j -0.00231283-0.00106445j -0.00675672+0.00335177j -0.0102043-0.000942143j 0.000394621-0.00629734j 0.00150362-0.0080076j -0.00147567-0.00484169j -0.00321774-0.00320545j -0.00719356-0.00653404j -0.000154098+0.00167099j -0.00377776-0.00538218j -0.00276627-0.00436036j 0.00363462-0.00391805j -0.00193389-0.00525015j 0.0115866-0.00469238j 0.00191138-0.00916231j -0.00504633-0.000357662j 0.00350247-0.00516342j 
-0.00364928-0.00270828j -0.00433402+0.00286898j -0.00134112+0.0150588j 0.00425342-0.00136495j 0.00365932+0.00252243j 0.0018401-0.00347654j -0.00699389-0.00338992j 0.00211396+0.00276007j 0.00376197+0.00485172j -0.00444141+0.00113413j -0.000255203-0.00103189j -0.00257512-0.00360829j -0.00123765-0.00309247j 0.00478902-0.00259269j 0.0023637-0.000788698j 0.00493197-0.00206561j -0.00405075-0.00171329j 0.00440874+0.00959339j 0.000307927+0.00444758j 0.00455306+0.0134752j -0.0012666+0.00266146j 0.00219148-0.0135991j 0.00673707-0.00140837j 0.00343766+0.00488184j -0.00557824+0.00196011j 0.00286616-0.00897707j -0.00628421+0.000369099j -0.00419723+0.00238381j -0.0156032+0.00102763j -0.0018644-0.000960217j -8.22608e-05+0.0041043j 0.00876907+0.0017716j 0.00170461+0.00176413j 0.00363968-0.00593933j -0.00917962-0.00200364j 0.00461893+0.00636387j 0.00429272+0.00323785j 0.0040953-0.000602635j -0.000457572-0.00144141j 0.00622963-0.00397267j -0.000119519+0.00181528j -0.000859112+0.0211036j -0.00148449+0.00788459j -0.00564999+0.00026403j -0.00103168+0.00136163j -0.00435631+0.00753356j -0.00851207-0.000704011j -0.0135759-0.00127221j -0.00459882-0.00634855j -0.00278931+0.0162351j -0.0112505+0.0022811j 0.0133049+0.0101969j -0.00879868-0.000444627j -0.0124145+0.00162227j 0.00945831-0.0056297j -0.0186319+0.0130141j 0.000249743-0.00212201j 0.00345593+0.00564107j -0.00808082+0.00236462j -0.0154598+0.00216678j 0.00357366-0.00476216j -0.00452192-0.000560037j -0.00115092-0.00158024j 0.00288385+0.00174512j -0.000730963+0.0172508j -0.00425473+0.00278882j 0.004801-0.00869001j 0.000634095-0.00618346j 0.011752-0.00131705j 0.00254757-0.00444676j 0.00838228+0.00771848j 0.00572431+0.00627156j 0.0127876-0.00441663j 0.00332358+0.00906599j 0.00083741+0.0106192j 0.0149087-0.0103873j 0.00711855-0.0101942j -0.00576017+0.0208156j 0.00274279+0.000855929j -0.00221881-0.00383773j 0.0121741+0.00303939j -0.0045634-0.00366861j 0.0101684+0.0159745j 0.00259911+0.0171106j 0.00140672-0.00266952j 0.0102553+0.00448806j -0.00364032-0.00699887j 0.00786107+0.000514092j 0.0106395-0.00385597j -0.0130574+0.00971741j 0.00411125+0.0114139j -0.000763589+0.005797j 0.000239126+0.0105913j -0.00417536-0.00430657j 0.00374345+0.00184502j 
-0.00089436+0.000857654j 0.000261403-0.000134783j -0.00303631+0.00175771j 0.000427449+0.00360869j 0.00266121-0.00329234j -0.00279008-0.00190385j -0.00346904+0.00661444j 0.000183403-4.52064e-05j 0.00514703-0.00373387j -0.000752374-0.0110132j -0.00720788-0.00862483j -0.00710795-0.00041023j 0.00521098+0.00563799j 0.00318315-0.004221j 0.0057323+0.0127993j 0.00114559-0.00959428j -0.00216558+0.00365408j 0.00296412-0.0011863j 0.00267689-0.00308298j 0.00259294-0.0175347j 0.00111439-0.00132228j -0.00228773+0.00723454j 0.00181846+0.000465653j -7.72685e-05+0.00174451j 3.82844e-05-7.80492e-05j 0.0157991-0.00168243j 0.00224012+0.00646664j 0.00700105+0.00611395j 0.00663489-0.00313416j -0.0059214+0.00114573j 0.0018277+0.00190936j -0.00439542+0.00379922j -0.00958073-0.000327751j -0.00683329+0.00406471j 0.00273566+0.00261589j 0.000636492-0.00472603j -0.00226458+0.00442398j 0.00381127-0.00539647j 0.00523939-0.000584735j -0.000988642-0.00201582j -0.000193869-0.0130007j -0.010596+0.00767468j 0.000676241-0.00260014j -0.00195165+0.00663364j -0.00445051-0.000509074j 0.00656526+0.00797469j 0.00138834-0.007432j 0.0154856-0.0161234j 0.00412593+0.0101434j 0.00387211+0.00290269j 0.0165723+0.0135098j -0.00112298+0.00443229j -0.0124305-0.00570619j -0.0109822-0.0110409j 0.0114774-0.0101265j -0.00411951+0.00311379j -0.0092788-0.0133j -0.0186621-0.00483418j -0.00406918-0.00380281j 0.000635349-0.00260826j -0.00280528-0.00532466j 0.000681308+0.00517371j -0.00764964-0.00315805j 0.0112433-0.00292907j 0.00354594+0.0150924j 0.0130425-0.00873359j -0.00653083-0.00470196j 0.0112956+0.00081448j 0.00910226+0.0101666j 0.0050561+0.0108909j 0.00804925-0.00177793j 0.0115426+0.00452439j 0.00846393-0.0119378j 0.00116851+0.00648537j -0.00792254+0.00649143j 0.0127345-0.0173611j 0.00757769-0.0170174j 0.00198227+0.0162928j -0.00625754+0.00700536j 0.00732637-0.00349095j 0.0119519+0.00514252j 0.00195884-0.00649155j -0.00645088+0.0163939j -0.00447741+0.0250006j -0.00132718-0.000282434j 0.0056947+0.00664738j -0.000216583-0.0050579j -0.00270569-0.00214681j 0.00213357+0.00353276j -0.0080044+0.00657569j -0.00134676+0.00495248j 0.00323531-0.00596733j 0.000384104-0.00291531j -0.00226959-0.00105815j 0.0030276-0.00530953j 
-0.000127304-0.00558756j -0.00772469-0.00132461j 0.00336482+0.00927653j 0.00101412-0.00814033j 0.00198489-0.00441415j -0.00359184-0.00557978j -0.00977768-0.0025786j 0.0095103+0.00213772j 0.00463527+0.00550791j 0.00504749+0.00353215j -0.00149373+0.000474063j 0.00441149-0.00184316j -0.00930756-0.00404069j 0.0022941+0.000851407j -0.0015242+0.000930854j 0.00566122-0.00183169j -0.00297435-0.00515986j 0.00621733+0.00342125j 0.00434101-0.00761654j 0.00828648+0.00321618j 0.00976342-0.00469374j 0.00332743-0.00817011j 0.00500526-0.0023941j 0.00818752+0.00868322j -1.89168e-05+0.00920716j 0.00245582-0.00218039j -0.0113048+0.000371747j -0.000441068+0.0101904j -0.0064626+0.00887759j 0.00164601-0.00286278j -0.000244358+0.00406991j 0.00848567+0.000146084j 0.00120681-0.00152366j -0.00160906-0.00395804j -0.00855434-0.00486236j -0.00539437+0.0175957j -0.00424237-0.00954882j -0.00242853+0.00794865j 0.0049033+0.00365879j -0.00340475+7.32435e-05j -0.017943+0.00608855j 0.00999545+0.00851839j -0.00277271+0.00483349j 0.00478532+0.00544369j 0.00303061-0.00543908j 0.00661571+0.00720964j 0.000256296-0.00266423j -0.0161534-0.00654241j 5.28911e-05+0.00402194j -0.0035533+0.00995973j -0.000847922-0.00306245j 0.00462956+0.00339741j 0.00567978+0.00223374j -0.00746655-0.00510479j 0.00494753+0.00753291j 0.00650984-0.00140652j -0.0114251-0.012299j -0.0186058-0.0110752j -0.00584288-0.000559884j -0.014998-0.0033538j 0.000811665-0.00334023j -0.0155196+0.0125607j -0.00425785-0.00027413j -0.0086739+7.47073e-05j 0.000656026-0.000772845j 0.00453109-0.0113121j 0.00349963+0.017865j 0.01593+0.00738395j 0.0015312+0.0068627j 0.0121159+0.0147079j 0.00644699-0.00592837j 0.00229654+0.00664622j -0.0100221-0.00904437j -0.000386447+0.00240835j -0.0175202+0.00476096j -0.00657569-0.0121452j 0.00491425+0.00196237j 0.00727492+0.00325875j -0.0155741+0.00225088j 0.0121483-0.0109329j -0.00707509+0.00495114j -0.00611779-0.00300565j -0.0104283+0.0172781j 0.000623896+0.0161492j 0.00249257+0.0148809j -0.00165051+0.00754923j -0.00980733-0.00604225j -0.0102305+0.00766839j -0.0035659+0.00691339j -0.00538237-0.00562875j -0.00536746+0.00533197j -0.0109826+0.00159923j 0.00131004+0.000701292j -0.00496242+0.00386285j -0.00351569-0.00290295j 
0.000129439-0.0220207j -0.0237455+0.00382742j 0.00420051-0.0136171j -0.0197001-0.0101168j -0.00298984+0.000996953j -0.000253058-0.00645179j 0.00392333+0.000256327j -0.00174632+0.000428848j 0.000541054-0.00896639j 0.0114075+0.00158922j 0.00809271-0.00378397j -0.000990847-0.00486232j 0.00609609+0.011142j 0.00196029-0.000447154j -0.00383857-0.000606024j 0.00421235-0.00589667j 0.00093022-8.39815e-05j -0.00392289+0.00205769j 3.60239e-05-0.00183653j -0.00957586+0.00432733j -0.00233057+0.00186918j -0.00622862-0.0036721j 0.00188299-0.00319009j 0.000598657-0.00466805j 0.00377968+0.0076862j 0.00161566-0.0099969j 0.00876457+0.00175668j 0.00181806-0.00452315j -0.00338353-0.0083397j 0.00034096-0.0100569j -0.012499-6.64698e-05j 0.00306662-0.00102094j 0.00323801-0.0127203j 0.00152046-0.0040706j 0.012044-0.000741855j 0.00327332+0.0033608j -0.000725324-0.00910889j -0.0102541-0.000482226j -0.0034113+0.007125j 0.00286273+0.00777845j 0.00184402+0.00941287j 0.0016479+0.00891809j -0.000553661+0.00598581j 0.00286198-0.00940968j -0.00448222+0.00102118j 0.00104434+0.00376926j -0.0128404+0.00108293j -0.00721856-0.00958039j -0.0014265-0.00996113j 0.00451837+0.00433163j -0.009463-0.000716047j 0.00223735-0.00758784j 0.00598378-0.00180641j 0.000974312-0.010399j 0.00653298+0.00584694j -0.00327447-0.0146108j -0.0110697-0.00151384j -0.00444981+0.00172905j 0.00575889-0.00911642j 0.000892342+0.00854771j -0.00802771+0.00643709j -0.00324922+0.00426029j -0.00766801+0.00445695j -0.00497503+0.00352867j 0.0025399-0.00013711j 0.0062448-0.000253131j -0.00221315-0.00309721j 0.00495314+0.00873171j 0.0037193+0.00233966j 0.00515776+0.00534621j 0.00275849-0.0112172j 0.000342212+0.00181024j -0.00364198-0.00672357j -0.00132392+0.00547579j 0.00159197-0.00719171j 0.00812882-0.0100271j -0.00366048+0.00649567j 0.00751018+0.00227478j -0.00505639-0.0050339j 0.00353571-0.00645428j -0.0199148-0.00163503j -0.00624296-0.0037221j -0.0101275-0.00181619j 0.0078528+0.0104586j 0.00973147+0.00167651j 0.00202542-0.00555359j 0.00721798-0.0011987j 0.0040428-0.000771438j 0.00291745-0.00282769j 0.00169326-0.00630243j -0.00664203-0.0010616j 0.00900148-0.00403134j -0.00888428-0.0121965j -0.0267564-0.00745575j 0.0122123-0.0248529j 
0.00404384+0.00326066j 0.000607826-0.00297374j 0.00725332-0.000327106j -7.06355e-06-0.00267201j 0.00416579+0.00223836j -0.0015776-0.00269874j -0.000471669+0.00330945j 0.00483491-0.00560059j -0.00263824-0.000690247j -0.00832782-0.00317442j 0.00165128+0.00052053j 0.00252375-0.00195016j -0.00310152-0.000602139j 0.00342095+0.00260582j -0.0033802-0.000969908j -0.00167487-0.00518302j -0.00104796+0.00352903j -0.00306938-0.00378131j -0.0023012-0.00579107j 0.00208035-0.00653481j -0.00111967+0.000614001j -0.00192471+5.10222e-06j 0.00190021+0.00845335j 0.000401884+0.00635826j -0.00211937-0.00366228j 0.00271803+0.000377048j 0.00361265+0.00150854j -0.00458644-0.000134896j 0.00775166-0.00151759j -0.000196117-0.00504947j 0.00298002+0.00136211j -0.00238998+0.00127546j 0.0067162+0.00225196j 0.00273484+0.00460092j 0.00117683+0.00410443j 0.00247885-0.00278442j -0.0103029-0.00512859j 0.00502319-0.00807915j 0.000784962+0.00107951j 0.00702904+0.00242497j 0.00211578+0.00360672j 0.00841603+0.000606062j 0.00918838+0.00564537j 0.0116699+0.00979204j 0.00070105-0.00547324j -0.00340983+0.00694845j 0.00436391-0.00103222j 0.00582878-0.00138136j -0.00315034-0.00134354j 0.00391968+0.00317434j 0.00341837-0.000150455j -0.00218907+0.00246537j -0.00351007-0.00863122j 0.00100908+0.0103089j 0.00312644+0.00290682j -0.00412007-0.0110594j -0.00566903+0.000397233j -0.011357+0.00110849j 0.000919451-0.0058979j 0.00219772-0.00381331j -0.00458184-0.0018128j -0.0104298+0.00216538j 0.00412823-0.0172331j -0.0116885-0.000563851j 0.00612235+0.00100563j -0.000877881+0.00546347j -0.00115307+0.00527285j 0.0083359+0.00449462j 0.00547451-0.00116027j -0.00394585+0.0104823j -0.000268599-0.00543735j -0.00424667+0.00300002j -0.000277263-0.00488212j -0.00562545+0.00303614j 0.0103415-0.00900566j 0.00222729-0.00328014j 0.00393689-0.0092235j -0.0107121+0.00470211j -0.00696124-0.0111102j 0.00302724-0.00239367j 0.000395822+0.00322307j 0.0105506+0.00859889j -0.0102568-0.00479701j -0.00360066-0.000253363j 0.00632098-0.00208746j 0.00397009+0.000900973j 0.00539155-0.000378141j 0.00629607-0.00213093j -0.00225128-0.0104042j -4.67403e-05+0.00397425j 0.00310027+0.00330264j 5.84526e-05-0.00411795j -0.00631046-0.00127297j 0.00592633+0.00654024j -0.0058242+0.00507974j 
-9.21938e-05-0.00947381j -0.0112474-0.0020741j 0.0036497+0.00107268j -0.00477893-0.0065324j -0.00244645+0.0062822j 0.000657208-0.000757653j 0.00243841+0.000418702j 0.00133521-0.00576026j -0.00481204-0.00307718j 0.00512827-0.000461209j -0.000329074-0.000761652j 0.000976334-0.00772281j -0.000283434+0.00661134j -0.00666313-0.00151088j -0.000188046-0.000247551j -0.000924156-0.00214567j -0.00249982-0.00295924j 0.000305129-0.000223354j -0.00258767-0.0032174j -0.0030043+0.000995416j -0.00240642-0.00281306j 0.0035859+0.00149221j -0.0107894-0.00086531j 0.00502438-0.000630798j 0.00389067+0.00432381j -0.000353028+0.00296313j 0.00422019+0.00258628j 0.00106399-0.0085049j -0.00241325-0.00476186j -0.00786316+0.00140746j -0.00251496+0.00175231j 0.00285122-0.00106243j -0.00120478+0.00590878j -0.00295197-0.00602468j -3.62804e-05-0.00213749j 0.00438107+0.00947659j -0.00559792+0.000812455j 0.00246602-0.00337124j -0.00279433+0.0141471j 0.00901498-0.003671j -0.00943986+0.00758558j 7.03691e-05+0.00303j 0.00233127+0.000374365j -0.000545426-0.00645885j 0.00137844-0.00231442j -0.00198986+0.00587597j -0.00104571+0.00177644j -0.00436213-0.000524064j -0.00342441-0.00217679j -0.0165984-0.00108557j 0.00208496+0.00394658j 0.00616178-0.00705609j -0.00866338-0.00384187j 0.00619176-0.00189402j 0.00244332-0.013966j -0.0044639+0.00286849j -0.00602206-0.00509202j -0.00457491+0.000679134j 0.00176696+0.00298335j -0.0106319+0.00100476j -0.00311373-0.00547232j 0.00693453+0.00748046j -0.00509944+0.00705682j -0.00639877-0.000383828j 0.001985+0.00394399j -0.00110549-0.000993206j -0.00095228+0.00141069j 0.00177634+0.006306j 0.000205588-0.00561329j -0.000429588-0.000564702j 0.00430096+0.00880837j 0.00173073-0.00487535j 0.00241024+0.00219814j 0.00345714+0.00254945j -0.00335588-0.00986209j -0.0036805-0.00387699j -0.00154697+0.00466541j -0.00477039-0.0130333j 0.000249358-0.00509342j 9.22942e-05-0.00379946j -0.00128594-0.000750734j 0.00616198-0.00866253j -0.00771182+0.000744335j 0.00207249+0.00171844j 0.00287727+0.000560718j -0.0029404+0.00895562j 0.00478905-0.00379931j 0.00879595+0.00516675j -0.00143095+0.00464366j 0.00249997-0.00258382j 0.000239064-0.0101503j 0.0136101-0.00171961j -0.01037-0.00575248j -0.0172982-0.00281569j -0.000863668-0.0113664j 
0.00333179-0.00399554j -0.00311663-0.00217994j 0.00217359+0.000641321j -0.00321936+0.00465187j -0.00198367+0.000562798j 0.000873944+0.00162091j 0.000266603+0.00508121j -0.00312752+0.00240085j 0.00396358-0.00398355j -0.00245987-0.0067955j 0.00426755-0.000890013j -0.00103528+0.00595668j -0.0069919-0.00705039j -0.00151223+0.0013122j -0.00144037+0.0050218j 0.00203926-0.00321402j -0.00564606-0.000799149j -0.00231038+0.0039558j -0.000404528-0.00446825j 7.60393e-05+0.000599042j -0.000818695-0.00119772j -0.00386086-0.00181018j 0.00191545+0.00279735j 0.00393106-0.00243894j 0.00164938-0.00459876j 0.00188618-0.000227171j -0.00173248+0.00787606j -0.00236405+0.00565978j 0.00547232-6.81546e-05j 0.000648549-0.00184483j 0.00256347+0.00294653j -0.000445122-0.000787117j -0.0011907-0.00195367j -0.00769525+0.00105652j -0.00254812-0.0047069j 0.0108222+0.0023619j 0.00571197+0.0002462j 0.00349748-0.0027316j 0.000833368+0.00651553j -0.00879892+0.00156741j -0.000802204-0.00219799j -0.00495115+0.00346866j -0.00133707+0.000599143j -0.0038608+0.000780424j -0.00237176+9.36515e-05j -0.00456506+0.00354168j 0.00247958-0.000837862j 0.00394935-0.00744519j 0.00147505+0.00482821j 0.00652414+0.00433691j 0.0133311+0.00155984j -0.000434964-0.0179557j 7.30625e-05-0.00179271j 0.00637383-0.00539679j -0.00899957+0.000558024j 0.00997793-0.00604025j 4.79835e-05-0.00904034j 0.012082-0.000268254j 0.000585331-0.00284135j 0.00264729-0.00532581j -0.00542827+0.0122227j -0.00552991-3.42521e-07j -0.00248803-0.000266839j 0.00429363+0.000917008j -0.00585939-0.0111632j -0.00187469-0.00145158j -0.00471975+0.00352978j 0.00160684+0.00058756j 0.00604453+0.000261326j 0.000277714+0.0010414j -0.00205372-0.00414986j -0.00497588+0.0043282j 0.000690912-0.00568745j -0.00474821+0.00263173j -0.0126295-0.00839119j 0.00860242+0.00450131j -0.00205081-0.00134098j 0.000415832-0.00161226j 0.0119069+0.00441658j 0.00824598+0.00516387j -0.00803407-0.00604022j -0.0135845-0.00627438j 0.00431122+0.00685075j 0.000438276+0.00613838j 0.0100263-0.00457215j -0.000526848+0.00131976j -0.0149807+0.0100127j 0.00342047+0.0118781j 0.00194422-0.00718972j 0.00157755+0.000588378j -0.00704673-0.00154585j -0.00895527-0.00806518j 0.00203634+0.00541991j 0.00388914+0.00533444j -0.00156264+0.00025061j 
-0.0059761-0.0152871j -0.0133725+0.0055317j 0.00666633-0.000486743j 0.00118201-0.00529636j 0.0111096-0.00171716j -0.00103958-0.00790558j 0.0015124-0.00702793j -0.00495362-0.006848j -0.00377375+0.00097117j -0.00489221+0.00283546j 0.00418039+0.00310959j 0.000597233+0.0014735j -0.00418676-0.00199644j 0.00456608+0.000311775j -0.00609396-0.00332268j -0.000998016-0.00325521j 0.00301745-0.000326875j -0.00463226+0.00451592j 0.00348747-0.00431493j 0.00292351-0.00184784j -0.000206751+0.00344133j -0.00809535-0.00078343j 0.00993961+0.00174287j -0.00120306+0.00282851j -0.000766941+0.00769406j 0.00128086+0.00604215j -0.0101965+0.00720605j -0.00697615+0.00906849j 0.00273477-0.00476234j 0.000283966-0.00982698j 0.00113829+0.00120084j 0.00416925+0.000511159j 0.00283916-0.00890871j -0.00239673-0.00197143j 0.0007303-0.00218485j 0.00267876-0.00404138j -0.0017017-0.00594546j -0.0101085-0.00244816j -0.0040601-0.00269925j 0.0087197-0.00192207j -0.0167392+0.00943887j 0.0041629+0.00257792j -0.00246577+0.00206233j 0.00357823+0.00132443j -0.0102952+0.000904001j 0.00382046-0.0100532j 0.00365457+0.00730767j -0.00797288-0.00122819j 0.00118903+0.00806248j -0.00228681+0.00386711j 0.00214449+0.00442791j -0.00892113-0.00621595j 0.000249383+0.00210619j 0.001976+0.0082222j 7.31051e-05-0.00115774j -0.00365782+0.00178864j 0.000992676+0.00265801j 0.00128775-0.000749205j 0.000731829-0.00677678j -0.00670039+0.00710394j -0.000738693+0.00441084j -0.0160941+0.00122858j -0.00933125+0.00918447j 0.00120699-0.00345559j 0.00977904-0.00433662j -0.00302249+0.0162277j 0.00875596+0.0238563j 0.0010322-0.0044853j -0.00129361-0.00101389j 0.00671621+0.000388578j -0.00227564-0.001755j 0.00951834+0.0019457j -0.00643405+0.00203925j 0.00610784+0.0179003j 0.000528038-0.00427628j -0.00938044+0.00129954j -0.00401714-0.00190085j -0.00642032+0.0130793j -0.00174109+0.00753297j 0.00685134+0.0115856j 0.00171765+0.00798817j -0.00386412-0.00421314j -0.0007872+0.0044742j -0.00441074+0.0046476j 0.00347904+0.00716398j -0.00340079-0.00148039j -0.00857334+0.00278354j -0.000828258+0.00665109j -0.000544315-0.0167396j -0.0166652-0.013248j -0.00751041+0.0220611j -0.00256914+0.014059j 0.008141+8.89725e-05j -0.0133206-0.00179342j -0.00213536-0.0124877j 
-0.0152159+0.00216787j -0.000548513+0.0127751j 0.000228463+0.0072763j 0.00840571-0.00611983j -0.0010075+0.00851733j 0.00660307+0.00146074j 0.00622281+0.00319401j 0.000927046-0.00115657j -0.000989491-0.00617579j 0.000592433+0.00326909j 0.00365845+0.0092475j -0.00335117-0.00606377j -0.000222654+0.00181392j -0.00183947-0.00731243j -0.00245287+0.00297813j -0.00168805+0.0026887j -0.00122657-0.0016017j 0.00413743-0.00832565j -0.00171086+0.0020279j 0.00356009-0.00100614j 0.00801089+0.00145738j 0.00238601-0.00168742j 0.0133685+0.00358234j 0.00338206+0.00156015j -0.00664151+0.00770152j -0.0130675-0.00648353j 0.00386586+0.00596004j 0.001789-0.0086268j -0.00772291+0.00811436j -0.00450525+0.0014492j 0.00350596-0.00311296j -0.00409213-0.00495733j 0.00685971+0.00504897j -0.00425137-0.00150449j -0.00166043-0.00247439j -0.00413421-0.00278617j 0.00499669+0.00860698j -0.011339+0.00438098j -0.00363961-0.00677122j -0.00247242+0.000874732j 0.00548684+0.0011557j -0.0120356+0.00629683j -0.0126339+0.00141417j -0.00902639-0.00121386j -0.00516544+0.00576771j -0.00402344+0.00846682j 0.00393787+0.000543561j -0.00800121+0.00585029j -0.0021624+0.0116704j -0.00467082+0.00272282j -0.00672689+0.00297147j -0.00114111-0.0037666j -0.00179593-0.00334234j 0.000140954-0.0081074j -0.00358477+0.00694302j 0.00509326-0.00218417j 0.00311594+0.010857j -0.00563845+0.00128004j 0.00515538-0.00773387j -0.00579455+0.00657832j 0.000136554+0.0129438j 0.0163407-0.00799172j -0.00662088+0.00103755j 0.00515636-0.0156377j 0.000824351-0.00254225j -0.00480989+0.00355146j -0.00365449-0.00420944j -0.00698142+0.00998656j 0.00913114+0.00287036j 0.000318691-0.00253878j 0.00220732-0.000246169j -0.000315952+0.00120914j -0.00367389+0.00506846j -0.00781748+0.0104248j 0.00913505+0.0106704j 0.00620285+0.000621318j 0.0069241+0.0100308j -0.00670738-0.00726915j 0.0131299+0.0163793j -0.00853976+0.00139234j 0.00617525-0.00162838j -0.00841296-0.000683226j -0.00763978-0.00620293j -0.00289771+6.46959e-05j 0.00359448+0.000414724j 0.00824881+0.00779973j -0.00664867-0.00365499j -0.00793391+0.0139951j 0.00264958-0.0093001j 0.0121987+0.00561732j 0.00898745-0.00398007j 0.00300291+0.0164594j 0.0146919-0.00024953j -0.00906922+0.0121213j -0.00909237-0.003804j 
