-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
0.0116425-0.00566664j 0.0112701+0.0168805j 0.0324156-0.00525657j 0.0213283+0.00066366j -0.00184696-0.0308288j 0.0137842+0.00663378j -0.0271976+0.0327067j 0.0114995-0.0101315j 0.0129538-0.0181594j -0.000140067-0.0147987j -0.00509608+0.0267227j 0.00363947-0.00435944j 0.00734194+0.0116088j 0.00176017+0.00354437j 0.000560517+0.00913503j 0.000115423-0.00184516j -0.00153592+0.000472161j -0.00172921-0.00417031j -0.0011273+1.58096e-05j 0.00016715+0.00523851j -0.00276638+0.00548027j 0.00290233-0.00380878j -0.00147663-0.000480181j -0.00312104+0.00730055j 0.00103764-0.00802985j 0.00304755+0.000420379j -0.00264608+0.00413108j -0.00521283-0.00196944j 0.00347476-0.00219206j -0.0258041-0.0113476j -0.00846015+0.00134055j -0.0132963-0.0134151j 0.00434876+0.00877487j -0.0141147+0.00182418j 0.0101999+0.0112996j 0.00676522-0.0208318j -0.010269+0.0148729j -0.0118933+0.0154566j 0.00251472-0.0177351j -0.00178019-0.00880307j 0.0135838-0.00797537j -0.000637392-0.00315351j 0.0138548-0.00292829j 0.00833059-0.00183129j 0.00494027-0.00258119j -0.0102237-0.00399724j 0.000501422-0.00233114j 0.00188895-0.00305022j 0.00309704-0.000510529j 0.0168334+0.00230821j 0.00997545+0.00180779j 0.00361578+0.00325766j 0.0113727+0.00360553j 0.00675269-0.00128555j -0.00190267+0.00487871j 1.03498e-05+0.00169938j -0.00149682-0.00103761j 0.00666561+0.00504749j 0.00097671-0.00473859j 0.00159199-0.000979885j 0.00420808+0.00106525j 0.00962253+0.00508162j -0.00564507-0.000215172j 0.00503543+0.00606797j -0.00105447-0.00624744j 0.00264886+0.00425156j 0.0041321+0.0059943j 0.00170267-0.0074407j 0.00192603-0.00114585j 
-0.0286615-0.00332584j 0.0109117-0.0105023j -0.0332116-0.0164936j 0.0414365-0.0161554j -0.0109467-0.0183142j -0.0280063-0.00908661j -0.0201442-0.00266491j 0.000800494-0.000781417j -0.0102341-0.0115932j 0.0019718-0.00288481j 0.00205098+0.00612037j 0.0084241+0.00089121j 0.00392265+0.00467918j 0.00388417+0.000275147j -0.000415909+0.000701594j -0.00312588-0.0015085j 0.00518039+0.00366103j 0.00109205-0.00212986j -0.00631473-0.00162911j -0.00115811+0.00175579j -0.00390894-0.000314153j -0.00225304-0.00150659j 0.00220061+0.000728875j 0.000422303+0.00179168j -0.00231974-0.00260481j -0.00308923+0.000407746j 0.00443658+0.00162001j -0.000813752+0.0015839j -0.00335308+0.000391175j 0.0213004-0.0063967j -0.0243561-0.0182j 0.0188035+0.00676865j 0.0232759+0.0153026j 0.00755792+0.0261061j 0.00757236+0.015271j -0.00299052+0.0119751j -0.00739867-0.00995648j -0.00484508-0.026555j 0.0072499-0.0134582j 0.00536483+0.0114372j 0.0117196-0.0155937j 0.00403346+0.000146414j 0.00175954-0.00501987j 0.00287858-0.00343639j 0.000840947-0.00324367j -0.00394538-0.00525154j -0.00216613-0.00590724j 8.86708e-05+0.00728761j 0.000794796+0.00365754j -0.000253697-0.0033587j -0.00121606+0.00539228j 0.000157413+0.00120575j -0.00179152-0.00148185j 0.00012141+0.00387887j 0.0013936+0.00413064j 0.00124065+0.0032878j -0.000307545-0.001985j -0.000604028+0.00176227j -0.000410921+0.0062443j 0.00046705+0.000825973j 0.000136103-0.00069693j -0.00182726-0.00511942j -3.94562e-05-0.00675554j 0.00119567+0.00224437j -0.000165648+0.00299231j -0.000255826+0.00440788j 0.000436902-0.00257689j -0.00138065-0.000588483j -0.00062695+0.00570601j 
0.00828102-0.0113644j 0.0270201-0.0123512j 0.0176143-0.015456j 0.0312956+0.0198555j -0.0139692+0.0269224j 0.0232126+0.0146713j -0.0188389-0.027887j -0.00242429+0.00950643j 0.000142508+0.0148366j -0.00401485+0.0128606j 0.0076061-0.0156412j -0.00432117+0.00833859j -0.00121092-0.00542025j -0.00129054-0.0063781j 0.00559837-0.00701435j 0.00204221+0.0032242j -0.00452639-0.00185893j 0.00079063+0.00359531j 0.00489923-0.00115359j 0.00648942-1.41282e-05j 0.00524687-0.00463896j -0.00347878+0.00495321j -0.000477441+0.000143754j 0.0100752-0.00444462j -0.00358929+0.00815947j 0.00204684+0.000822243j 0.00312-0.00468889j 0.000254553+0.00274332j -0.0035855-0.000899512j -0.0131661-0.0138799j -0.0165846+0.010153j -0.00811197-0.00498539j 0.0156136-0.00365942j 0.00534316-0.00339255j -0.0153286+0.0242801j -0.0164552-0.0229875j 0.0141366-0.000392486j 0.00459002-0.00662118j -0.00718686-0.0137713j 0.0159313-0.0109949j -0.0168527-0.00714412j -0.00289346-0.00333674j -0.0139581-0.0022933j -0.00647174+0.00147022j -0.00428007+0.00227821j 0.00715081-0.0044082j -0.000703129+0.00128285j 0.00321667-0.00113532j -0.00213545-0.00196661j -0.0143614-0.00482902j -0.00443965+0.00193735j -0.000617696+0.0018155j -0.00732157+0.005089j -0.00466199+0.00285149j 0.000667872+4.59489e-05j -5.14786e-05-0.00063114j 0.00171802-0.00195071j -0.00656213+0.0074754j 0.00155315-0.000960438j -0.000483068-0.000896959j -0.0021552-0.000522467j -0.00520441+0.00385216j 0.00574189-0.00235914j -0.00658636+0.00457296j 0.000625728-0.00340288j -0.00259221+0.00102766j -0.00284019+0.00260394j -9.86606e-05-0.00125332j -0.00361814-0.000876503j 
0.00882784-0.0247176j -0.00216153-0.00680346j 0.00932495-0.0451096j -0.000909371+0.0104256j 0.00141216+0.00244512j 0.0139364-0.0422659j 0.0125083+0.0146307j -0.00684498+0.00147859j -0.00266487-0.0134302j 0.00162547-0.00102186j -0.00314629-0.00234461j -0.00389093+0.00474292j -0.00712013+0.000866789j -0.00290088+0.00470462j -0.00132513-0.00557476j 0.00226574-0.00530536j -0.00554639+0.0122765j -0.00137423+0.000667375j 0.00415712-0.00685554j -0.00159643-0.0087492j 0.0052673-0.00795007j 0.000779877-0.00113079j -0.00317772+0.0024856j -0.00273631-0.00863436j 0.00316499-0.00140045j 0.00321088-0.00676848j -0.0032718+0.00416965j -0.00742747+0.000911135j -0.00280118-0.00355283j 0.00533095+0.0126031j -0.00399032+0.00655191j 0.0103521+0.0142536j 0.0172945-0.0109287j 0.0175747-0.0192794j -0.00989892+0.00304669j 0.0345749-0.00326099j -0.0126654-0.000980088j -0.025749+0.000332949j 0.00225814+0.000939084j 0.013131+0.00227161j -0.00169385-0.00536965j 0.004568-0.00288162j 0.000111938+0.00369626j -0.00143262-0.00205833j 4.34011e-05+0.0027917j -0.00218829+0.00281096j -0.00535832+0.000680167j 0.00612028-0.000894221j 0.00401382+0.00315961j -0.00250007-0.000715409j -0.000118059+0.00196153j -0.00308897-0.00104758j -0.00796412+0.000813099j 0.00301152+0.00025583j 0.0029083-0.00043976j 0.00284033+0.00126734j 0.000955564-0.000120217j -0.00578024-0.000309684j 0.00432053+0.00218189j -0.000262439-0.000146404j 0.00194416-0.00253412j -0.00913076-0.00522863j -0.00477328+0.000299821j -0.00407759+0.00168741j 0.00622048+0.00187468j 0.00122871+0.00208578j -0.00424074-0.00442193j 0.00449538+0.000397824j -0.000300005+0.00427691j 
0.00282279+0.0060797j 0.00642681-0.0201548j -0.000156564-0.00218102j 0.00269744-0.0528764j -0.00706598+0.00935074j 0.00492421+0.00621681j -0.0108004+0.0477749j -0.000596721-0.00697797j 0.00580387-0.00211451j 6.4563e-05-0.00160894j 0.000676377-0.00351467j 0.00126666-0.0103444j 0.00322355-0.0130912j -0.00164393-0.00111226j 0.00340783-0.0031468j 0.00282474+0.00128545j -0.00338797-0.00349611j -0.00196058+0.000860471j 0.00238691+0.00421391j 0.00433755-0.00362723j 0.00448053+0.00141315j 0.000862545+0.00328525j -0.00191751-0.00309007j 0.00524628-0.00744313j -0.0015116+0.00776593j 0.00200071-0.00153431j 0.00223588-0.00414941j 0.00235982+0.00249002j -0.00617805+0.00104727j 0.00480286-0.00605896j 0.0058007+0.00788955j 0.0136035-0.00784556j -0.0168453-0.0112003j -0.027905+0.00968641j -0.0290311+0.00989516j 0.0141803-0.00574045j -0.00321149+0.00916325j 0.00852435+0.00255092j 0.0254319+0.00326832j -0.000373534+0.00753336j 0.0160684+0.00338589j 0.00344379+0.00324923j 0.0101201+0.00278991j 0.00175188+0.000900326j 0.0015954-0.0026213j 0.00854608+0.000306726j 0.0046457+0.000768792j -0.00465874+0.000737331j -0.000345774+0.00216985j 0.00639311+0.00220492j -0.00427739+0.000468381j -0.00397595-0.00180147j -0.00110386+0.00129693j -0.00279353+0.00208539j -0.0054406-0.0041721j -0.00346055-0.000262156j 0.00388622+0.000363845j -0.00638714-0.000357449j -0.00192133+0.00165766j -0.00319572-0.00110148j -0.00257547-0.00102101j -0.00117386+0.00179517j 0.00579022+0.00121786j -0.00574242+2.91997e-06j 0.00174984+0.00236507j -0.00293811-0.00397963j -0.00196941-0.00242566j -0.000665697+0.00368549j -0.00296024-8.91645e-05j 
-0.000842735-0.00374646j 0.00894381-0.00177303j -0.00718183-0.00467105j -0.00160248-0.00473925j -0.00120833+0.00199245j 0.00512053-0.0107038j -0.000201843+0.000581524j -0.00187929-0.00505625j 0.00422015-0.00168732j 0.000193861+0.00899721j -0.000820847+0.00667125j -0.00396219+0.00187105j -0.000579654+8.65797e-05j -0.0023383+0.000596805j 0.00388715+0.00258532j 0.00607509+0.000285663j 0.00605914-0.00333758j 0.00329843+0.0127815j 0.00165928-0.00520183j 0.00535988+0.00236116j -0.00962406-0.00458407j 0.00501514-0.00270205j -0.0095093+0.0251181j -0.00511006+0.00921526j 0.000896099+0.000822627j 0.0173963+0.0326325j 0.0253397-0.0119578j 0.0439351-0.00764553j 0.054964+0.00967467j 0.00971738+0.0141736j -0.0223366+0.00568j 0.0100809-0.00242987j -0.00475001-0.00860437j -6.84867e-06+0.00174199j -0.00496107+0.00909046j 0.00155227-0.0083699j 0.00203999+0.00193722j -0.00292416+0.00282292j 0.00608304+0.00204777j 0.00711089+0.00223861j -0.00614884+0.00921213j -0.000392033+0.00464222j -0.00135623+0.00226239j -0.00112918+0.00598461j -0.00485755+0.00812632j 0.000804998+0.00123847j 0.00150917+0.00227804j 0.0035673+0.0044967j 0.00269367-0.000854707j 0.000164074-0.00940506j 0.00605554+0.00110224j -0.00155282-0.00417696j 0.000353289-0.0110535j -0.000974752-0.000662756j -0.00447864+0.00126355j -0.00366645-0.00257329j -9.76555e-05-5.10611e-05j -0.00599069-0.0102372j 0.00930807+0.00567359j 0.00873535+0.00963764j 0.00730206+0.000971369j 0.00250862-0.0027756j 0.017757+0.00759344j -0.00502671-0.0297278j -0.0284973+0.000602994j -0.0294693+0.0217148j -0.00860119+0.034313j -0.0286074+0.00789762j 0.0222604-0.0404201j 
0.00795477-0.00171171j 0.00084842+0.0031332j -0.00126587-0.00350786j 0.00744014+0.00787735j -0.00427579-0.0152237j 0.0014041-0.00103581j 0.00913209-0.00156873j 0.00238772-0.00346794j 0.00722037+0.000416902j 0.00367106+0.00120972j -0.00599484+0.00992467j -0.00317159-0.00751818j 0.00363506-0.0041645j -0.00241679+0.00344662j -0.00139925+0.00430035j 0.0012135+0.000974767j 0.000936483-0.00340673j -0.00241441+0.00860846j 0.00172863+0.00230411j -0.00381228+0.00148565j 0.00228158-0.00449665j 0.00359841-0.00170217j 0.00451708-0.00372897j -0.00299912+0.011507j -0.0101738+0.0294634j 0.0143018-0.00947377j -0.0199624-0.0228573j 0.0569505+0.00838364j -0.0425332+0.00837878j -0.0198672+0.0071373j -0.00800392-0.01436j 0.00505302+0.0109664j 0.00994469+0.00154501j -0.00444936-0.00942716j 2.85552e-05-0.0060422j 0.00730722-0.00431713j 0.0036858+0.00788211j -0.00819366+0.00166777j -0.000141641+0.00124556j 0.000584533+0.0093122j -0.00829903-0.00327628j -0.000978505-0.00085256j 0.00233812-0.000443278j -0.000441987-0.00282441j -0.00240549+0.00290009j -0.00384732-0.00347195j 0.000253622-0.00309107j -0.00139508+0.00245677j -0.000901263+0.00340731j -0.00010001+0.00265944j 0.00228661+0.00539918j 5.57167e-05-0.000242084j 0.00378815-0.000214528j 0.00658694-0.00551313j 0.00395241-0.00373102j 0.00323217+0.000994981j 3.7051e-05-0.00760285j 0.0109891+0.0034659j 0.00623062-0.000290858j -0.0062709+0.00514352j -0.0106446-0.00518766j -0.000802055+0.00178537j 0.00906971-0.0272795j -0.024735-0.0122155j 0.0100959+0.00952903j 0.00426463-0.0446991j -0.0263044+0.014224j -0.0236608+0.0401348j -0.026021+0.00622138j 
-0.00207731-0.00278083j -0.00519796-0.0153344j 0.000500572+0.017579j -0.000151769+0.00430717j -0.00198305-0.00390365j -0.00629353-0.00496366j 0.00200208-0.00148884j -0.000607252+0.00274014j 0.00188994-0.00393809j 0.00638566+0.000995927j 0.00531515+0.00919405j -0.00373238+0.00116912j -9.85741e-05+0.0019133j -0.00085078+0.00725283j 0.000773326-0.00236328j 0.0021417-0.00770094j 0.00245723-0.00505373j 0.0124978+0.00854914j -0.00831949-0.00123824j 0.0120101-0.0116924j -0.01697+0.00456442j 0.0094255-0.00688925j -0.00245353+0.0320295j 0.00318522-0.0162736j 0.019231+0.0198551j 0.0495647-0.0331118j 0.00960275-0.0208872j -0.0243761-0.104642j 0.00966562-0.026982j -0.000711759+0.0126173j 0.00384878+0.0161386j -0.00345081-0.0126947j 0.000442824+0.00169715j -0.001883-0.00117955j 0.0040237-0.000105597j -0.000129723-0.0034592j 0.0023278-0.00648044j -0.00186821-0.00139933j 0.000954087-0.00213381j 0.000739044+0.00238222j -0.00216065+0.00819703j 0.000924275+0.00445773j 0.000716623-0.00385512j 0.00221531+0.00351682j -0.000230408+0.00518062j -0.00381629-0.000746738j 7.22747e-05+0.00139235j 0.000419254+0.00137894j -0.00227491-0.00822333j -0.00828748-0.00560119j -0.000115481-0.00153073j -0.000706646-0.000172943j -0.000727976-0.0102172j 0.0054297+0.00202389j 0.00403942+0.00719132j -0.00039831-0.00478637j 0.00336436-0.000377374j -0.00471646-0.00211522j 0.00489574+0.0253698j -0.0110906-0.0097974j 0.00279832+0.00833565j -0.0179563-0.00587299j -0.000539205+0.0405371j -0.00889349+0.0113357j -0.0208886+0.0285298j -0.0226145+0.0331181j -0.00978467-0.00811561j -0.00603902+0.0273665j 0.00640258+0.00835149j 
-0.00409423-0.0189952j 0.00737888+0.00600203j -0.00372999-0.00304078j 0.00402192-0.0188855j -0.009651+0.0092526j 0.00522575+0.00132587j -0.00214775-0.0180775j -0.00244623-0.00615587j 0.00278499-0.0109368j -0.00195684-0.0100148j 0.00481516+0.00964377j -0.00628124+0.00666181j -0.0033792-0.00689381j 0.00117377+0.00337263j 0.00481102+0.00548365j 0.00322432-0.00113578j -0.00166499-0.00612362j 0.00352458+0.000913206j 0.00634247+0.00256773j 0.00111339+0.00720943j -0.000715221+0.00431254j -1.23469e-06-0.0168082j -0.00530812-0.00324786j 0.000462338+0.0206139j 0.0183695-0.00501592j -0.0187435-0.0397982j 0.00293292+0.0631269j 0.0136629-0.0378011j 0.0343956+0.134529j 0.0032926+0.0251987j -0.0081212-0.0211526j 0.00463548+0.00622793j 0.000346119-0.0134667j -0.00451453+0.00195551j -0.00404669-0.00335727j -0.00400794-0.011347j 0.00542028+0.00416555j 0.00258297-0.00162225j -0.00248945-0.00607938j 0.00282842+0.00181879j 0.00345993+0.0051055j 0.000519244+0.00379988j 0.00125974+0.00223345j 0.000831236+0.00632888j 0.00585388+0.00639812j -0.00126849-0.00621523j 0.000796421+0.00176029j -0.000601174-7.05241e-05j -0.000262539-0.00233672j -0.00312443-0.00243026j -0.000535881+0.00416123j 0.00117301-0.00388476j -0.000221526-0.00679109j 0.0042003+0.00202564j 0.00169842+0.00418381j 0.00276141-0.00647502j -0.00199387-0.00626469j 0.00632688+0.00866212j 0.00231624+0.00315307j -0.00194346+0.00537958j 0.00618037-0.0054472j -0.00207334-0.0126157j -0.0051178-0.00686259j -0.00788056-0.0183202j -0.00553699+0.0131493j -0.00305991+0.00157344j -0.0123701+0.0292231j -0.015075-0.00524092j -0.00147824+0.0280527j 
-0.0110863-9.68181e-05j -0.000152193-0.0150993j -0.000371373+0.00926032j -0.00570018-0.00489078j 0.000320892+0.0103045j -0.00472401-0.0119853j -0.00806006+0.000694086j -0.00182577+0.00412776j -0.00626212-0.00659618j -0.00325328+0.00148094j 0.00729833-0.00438376j 0.00513477+0.00911965j -0.00199496+0.00158056j 0.00488191-0.000551597j 0.00288953-0.00719781j -0.00337097-0.00536724j -0.00488369+0.0016117j 0.00229079-0.00730336j 0.00204344-0.01276j -0.00567027-3.77462e-05j 0.00923612-0.000680793j -0.0151895+0.000668127j 0.0223989-0.00438008j 0.0129813+0.0164996j -0.00301441-0.00629402j -0.0677484-0.0311327j -0.0385368-0.0182235j -0.0280605-0.106239j 0.0119753-0.0262382j 0.0187795+0.008036j 0.000286521+0.0297949j -0.00169865-0.0114015j -0.00308229-0.00269814j -0.000287188+0.00455366j 0.00233616+0.0142703j -0.00366323+0.000525809j -0.00420331-0.00418398j 0.00126867+0.00252702j 0.00198875+0.00734285j 0.00142356-0.001219j 0.00399724+0.00175039j 0.00100249+0.000218415j -0.000848346+0.00186491j -0.00149836-0.00186497j 0.00204251-0.00201566j 0.00483496+0.00772123j 0.000489376+0.00108961j 0.00215368+0.00406805j 0.00292655+0.00833459j 0.00496009-0.000739092j -0.000197473-0.00150396j 0.000886497+0.00155873j -0.00116524+0.00656261j -0.00286647+0.0016248j -0.00151374-0.00732886j 0.00276396+0.00725642j -0.00130262+0.00556929j 0.00211137-0.00803305j -0.00280563-0.0216109j 0.0105116+0.016143j -0.00250867-0.00453272j 0.0140466+0.00472123j 0.00789197-0.0210468j 0.0101165-0.033369j 0.0201843-0.0389635j 0.019576-0.012823j 0.0166482+0.0180216j 0.00723456+0.00699154j 0.0158694+0.00174501j 
-0.000510466+0.00559975j -0.00972139+0.00486944j 0.00577944-0.00248927j 0.00586256-0.0040156j -0.00552116+0.0063071j -0.00379062+0.00741459j 0.00585661-0.0019088j -0.00179435-0.00784054j 0.00133021-0.00463317j 0.00833761-0.00381325j 0.00451119-0.00352174j -0.00267125+0.00630904j 0.000381572-0.00193626j 0.000864244-0.00417121j -0.00241853+0.00204193j -0.000706419+0.00387943j 0.000374699-0.00543556j 0.011785-0.0125434j 0.000216814+0.015236j -0.00483728-0.00726518j -0.00419178+0.0191619j 0.00882569-0.0206492j 0.0318006+0.00319707j -0.0253976+0.0189605j 0.0232108-0.037627j 0.0391458-0.034099j -0.048049-0.00931469j -0.00435903+0.00788023j -0.00343604-0.0504727j -0.00182518-0.0222316j 0.0179058-0.0015707j 0.00229896+0.00743386j 0.00382541-0.00394631j -0.00336627+0.00920901j 0.00226477-0.00415506j -0.00201949-0.000443422j 0.0101284+0.00862852j 0.0069175-0.000722513j 0.00100779-0.00747077j -0.00126652-0.0111467j 0.00582285+0.00238833j 0.000887895+0.00318207j 0.00281732+0.00418286j 0.00268328+0.0109445j 0.00398548-0.00445459j -0.00135394-0.0118473j 0.00233126+0.00354174j -0.00336542-0.0088418j 0.000774239-0.00830405j -0.00424696-0.000270394j -0.00389723-0.000669347j 0.001511-0.00687165j 0.00116515-0.00528588j 0.0075652+0.00725474j 0.00320007+0.00620846j 0.00457484-0.0168891j -0.00335914-0.00818907j 0.0119455+0.0202563j 0.000745148-0.0114005j -0.00388447+0.0180166j 0.0179022-0.00738716j 0.00177001-0.0370521j -0.0174648+0.00620665j -0.00965255-0.0014861j -0.012604-0.0142404j -0.000725987+0.0339587j -0.0304873+0.0327168j 0.0055268+0.00412907j -0.00621375+0.00719664j 
-0.000482817-0.00115423j -0.0087825-0.0117166j 0.00727692+0.0157028j 0.00539284+0.0183859j -0.00209239-0.0206456j -0.00701944+0.00245474j 0.0093235+0.0181778j 0.0121353+0.00465671j 0.0102936+0.0148888j 0.00111516+0.0162214j -0.00461264+0.0123467j -0.00192923-0.0174974j 0.00275843+0.0123555j -0.00324286+0.00562561j -0.00856586-0.000808073j -0.00487014+0.00245399j 0.00148514+0.0198374j 0.0021054+0.0312654j -0.0116281+0.00450543j 0.0145015-0.0244315j -0.00562454-0.0349014j 0.0300158+0.00178626j 0.0198759+0.0259355j -0.0241479-0.0461136j -0.00683857+0.0637185j 0.0312655+0.0499054j -0.0528202-0.0480223j 0.00777059+0.0138885j -0.0299345+0.0215625j -0.00173787+0.0108261j 0.0120267+0.00847525j -0.0107599-0.018765j 0.00206734+0.00898426j -0.00228568-0.00524001j 0.00617344-0.00298054j 0.00657894+0.00692351j 0.00085971-0.0065689j -0.000100563-0.00198432j 0.00705668+0.00467575j 0.00045464+0.00802233j -0.00648678-0.00153723j -0.00132516-0.000511491j -0.00234383-0.00971994j 0.00040988-0.00802833j -0.00861069-0.00686217j -0.00319085+0.00476619j -0.00311532-0.000744321j -0.000590396-0.00101637j -0.00256555-0.00623891j -0.00470241-0.00788516j -0.0033382-0.00497062j -0.00325676+0.0101387j -0.00494966+0.00607291j -0.00823934-0.00731577j 0.00350677-0.0211739j 0.00258278+0.00855083j -0.00476701-0.0096974j -0.00637043+0.00700751j -0.0078326-0.00119872j 0.00963399+0.0210518j -0.00806618+0.00294042j 0.000568714-0.0361636j -0.00108453-0.00661474j 0.00268972+0.00582639j 0.0121583-0.032844j 0.00295399+0.0171525j 0.0022019-0.0202679j 0.00727366-0.00660953j -0.00375203-0.00864227j 
-0.0067637-0.00789771j -0.00457229-0.000729833j 0.010374+0.00936812j -0.00559982+0.00224336j 0.00544476-0.00360541j -0.00526693-0.000894057j -0.00623956-0.00102271j 0.00305252+0.00984221j -0.00286023+0.00110435j -0.00577394-0.00784502j 0.00276145+0.00381031j 0.00698905+0.00280887j -0.000173158+0.00348376j 0.0030183+0.00912918j 0.00206841-0.00452059j -0.00377616-0.0149605j -0.00566723-0.0104887j 0.00100134-0.00320542j -0.000972607+0.00204466j -0.00399952-0.0193305j 0.0134099+0.019099j -0.00931757-0.0209846j 0.0246486+0.0301792j 0.00602909+0.000147163j -0.0224315-0.0184086j -0.0705247-0.0840247j 0.00660109-0.051613j -0.0909131+0.0284284j 0.000227432-0.0311933j 0.0166338+0.00965974j 0.00751826-0.00997843j -0.0119796-0.00377354j -0.00517841+0.00079534j 0.000284851-0.00654486j 0.00126793-0.00569246j -0.0033094-0.00313476j -0.00523669-0.0008711j -9.27448e-05-0.000384317j -0.000896474+0.000729962j 0.0031798+0.0111582j 0.00436638+0.000797661j 0.00188167+0.000250808j -0.00207723-0.00469309j 0.00111716-0.00260079j 0.00417915+0.00520488j 0.00188241+0.00136812j -0.00035578-0.000667537j 0.00443999+0.00373205j -0.00297426-0.00162768j -0.00350054-0.00971747j -0.000293427+0.00228098j 0.000867539+0.00424401j -0.00435521-0.000408581j 0.0038824-0.00393924j 0.00456337-0.00398453j 0.00486161+0.0111884j 0.00146074-0.00273512j -0.00481586-0.0103401j 0.000379952+0.0141553j -0.000494009-9.33739e-05j -0.00195823+0.00406366j -0.0080494+0.0035888j 0.00933339-0.0145606j -0.0085837+0.00326059j 0.00524743+0.0177081j -0.00762915-0.0139765j 0.00579491+0.0142968j 0.00444071+0.0252212j 0.0121121-0.0164346j 
0.0105113-2.71421e-05j -0.00737752+7.73146e-05j 0.00566289-0.00274403j 0.0127706+0.00461185j -0.00499325-0.00333204j -0.00130531-0.0032201j 0.0108709+0.00646705j 0.00634008+0.00437031j 0.00368129+0.00668661j 0.00531713+0.00396976j -0.00696691-0.00933915j -0.00262585-0.00187909j 0.00685003+0.00229161j 0.00131298-0.00411483j -0.00722215+0.00127437j 0.000195498+0.00753708j 0.0133162+0.00222807j -0.00510806-0.00227004j 0.00506134-0.012134j -0.014989-0.00129879j -0.00931006-0.00388565j 0.00533863+0.0172769j -0.0139188-0.0009937j -0.0192107-0.00830356j 0.0396924-0.0139114j 0.00956972-0.000403364j -0.0488796-0.00549625j -0.0129576+0.0369031j -0.103868+0.0267099j -0.0175635+0.005969j 0.0227785-0.00315317j -0.00556318+0.00267586j 0.0113043-0.00280102j -0.00298111+0.00118983j 0.00735251+0.0110039j 0.00396772-0.00396563j -0.00163482-0.000417673j 0.000151782+0.000332167j 0.00411676+0.00201467j -0.00441679-0.00279096j -0.00198338+0.00248139j -0.00145991+0.00313683j 0.000156657+0.00642672j -0.000945902+0.00116663j -0.00265966+0.00432517j 0.00162077+0.000202157j 9.85943e-05-0.00176389j -0.00207209+0.00902707j 0.00703403+0.012363j 0.00202212+0.00238779j -0.00323116+0.00442394j 0.00142791-0.00838862j 0.00137648-0.00931574j 0.00108479+0.0181434j -0.00354787+0.0135397j -0.00434366-0.0115826j 0.00805912+0.0220679j -0.00179911-0.0129786j 0.00261439-0.0205225j -0.00784226+0.00281729j 0.00642745-0.0140999j 0.000394133+0.0201347j 0.0148772-0.00195274j 0.00350886-0.0472537j -0.0190545+0.00502765j -0.00632084+0.0189793j 0.0021515+0.0268543j 0.00904416-0.0178313j -0.00622907-0.0289794j 
