-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
0.0750749+0.0158484j -0.0841974+0.0300992j 0.162716+0.123007j 0.00281417-0.387497j -0.140256-0.0210537j 0.022912+0.0855959j -0.118518+0.0394854j -0.00791712+0.0379222j -0.00599207-0.0396466j 0.0199441-0.0162534j -0.0458865-0.0439797j 0.163434+0.0139086j -0.0104868-0.0184095j -0.0937629+0.0116537j 0.0173276+0.0209195j 0.0259689-0.00303864j 0.0364074-0.00791504j -0.0363865+0.0028589j 0.0139444+0.0505679j 0.00268826+0.0504475j 0.0270102-0.0124555j -0.00397167+0.00430068j 0.00293436+0.0297879j 0.00289817+0.0150454j -0.0136784+0.0116803j 0.00197418+0.0155183j -0.000250248-0.00510705j 0.00124293-0.0111093j 0.00414399+0.00728657j -0.00674945+7.43117e-05j 0.00838375+0.00210473j -0.00132672+0.00791413j -0.0100387+0.000714606j 0.00619986-0.011475j 0.00238732-0.000657358j -0.00190344+0.012127j -0.0357153+0.0145755j 0.00919245+0.00563256j -0.00859562-0.0108539j -0.00276842+0.0328217j 0.0245009+0.00979154j 0.02689+0.0098674j -0.000937756+0.0118523j -0.00390283+0.00566651j -0.0027754-0.00349191j -0.00150027+0.00260446j -0.0125266-0.00233422j -0.0121539+0.00885896j -0.00899325-0.0130621j 0.00251333+0.00116547j 0.00336509-0.000215506j 0.000438772-0.0175195j 0.00123584+0.00920777j 0.0129161+0.000568823j 0.00895971-0.00362967j 0.00953498-0.00125195j -0.0021892+0.00447726j -0.00325171+0.00110909j -0.0110294+0.00358232j 0.0018682-0.0121037j 0.00309509-0.0107236j 0.00150885-0.00636175j 0.00253796-0.00495151j -0.00221843+0.0119134j 0.000815594-0.00086966j -0.00409909+0.00194921j -0.00166525+0.00963849j -0.00249968+0.00216303j 0.0017255-0.00336885j 0.0122138+0.00343168j 0.0034991-0.000321407j -0.00556427+0.00212446j -0.00130426-0.00413239j -0.00463359-0.00896201j 0.00675955+0.00285067j 0.00170176-0.00582658j 0.00289137+0.00359199j -0.00276855-0.00353933j -0.00223497+0.00613967j -0.00977441-0.000314841j -0.00167733-0.000452353j -0.012035+0.000504771j -0.00495149-0.00435985j -0.011942-0.000653928j 0.0097068+0.001747j 0.00529943-0.00418249j 0.00235965+0.00438241j 0.0018988-0.00174346j 0.0055463+0.00181789j -0.00198631-0.00375986j 0.00223559-0.00383702j -0.00588809+0.00316252j -0.00507896-0.000335504j 0.0088256-0.0156989j 0.0098372+0.0128466j 
0.102668-0.0984797j 0.00276026-0.0256063j -0.14268+0.161082j 0.264329+0.036514j 0.0664147+0.00918153j -0.0223773+0.0366757j 0.102334-0.0746522j -0.119094+0.0592159j -0.012337-0.0312944j 0.0481178-0.0227623j -0.0747798+0.0547102j -0.0628404+0.0235273j -0.0321068-0.0173058j 0.000645158-0.0435099j 0.00558046-0.0277717j 0.0193141-0.0473422j -0.0176213+0.00305807j -0.00184329-0.0572234j -0.0369973+0.000649994j -0.0333801-0.0124254j 0.00685327+0.0118682j 0.00398943-0.0169062j 0.00341181-0.000416979j -0.00131791+0.00484843j -0.00613169-0.00202258j -0.00718977+0.0105785j -0.00809679-0.00162268j 0.00080889+0.0108742j 0.0101662-0.00888612j 0.00568483-0.00317138j -0.00275421+0.00238141j -0.00696474+0.00359418j -0.000604819+0.0106138j -0.00340568+0.0166287j 0.00649603-0.00597166j -0.0149536-0.00896478j 0.00145964-0.0183229j 0.00665674-0.000719594j 4.40158e-06-0.00847449j 0.0152603-0.00282601j -0.00646211-0.0134922j -0.00118563-0.0108229j 0.0217602+0.0024944j -0.00386041-0.013761j -0.00637207-0.00646487j 0.00346072-0.00672622j -0.0210098+0.00156153j -0.016001+0.00889623j 0.0197524+0.00127251j -0.00711689-0.00134478j 0.00553863-0.0144882j 0.00141391+0.000411594j 0.00479531+0.00720438j -0.00900235-0.0125428j -0.00459337-0.00354211j -0.00932671+0.00546061j -0.00864571+0.00473009j 0.00548468-0.00173177j 0.00340209-0.00284396j -0.00219827-0.00198129j 0.000330676-0.00770372j -0.000915173+0.00312012j 0.0198972-0.00994576j 0.0027155+0.00174506j 0.00751553-0.000747539j -2.24728e-05+0.000254565j 0.000313813-0.00394339j 0.00147689-0.000657894j -0.0026339+0.0036528j -0.00520363+0.0069275j -0.00146504+0.000877746j 0.00490437-0.00716031j -0.00108843+0.00727012j -0.000364509-0.00332659j 9.40208e-05+0.00207454j -0.00250978-0.00133884j 0.00431776+0.000577791j 0.000635024-0.000296073j -0.000996695+0.00542893j -5.18215e-05+0.00117733j 0.00440003-0.000970382j 0.000361072-0.00188742j 0.00766655-0.00814671j 0.00136913-0.00643705j -0.00182469+0.00179166j 0.00085218-0.00234813j 0.00307096-0.00130265j 0.00160308-0.0012678j -0.0090472+0.00157099j 0.00338186-0.0019305j -0.0055002-0.00193708j 0.00508352-0.000482618j 0.00110155-0.00153945j 0.00123486+0.00242295j -0.00378072-0.00100699j 
-0.0698956-0.177033j -0.254755+0.0105096j -0.0125279+0.105187j 0.120693-0.0998494j 0.0441115+0.0644878j 0.0375562+0.0413541j 0.0858513-0.0411366j -0.0416204+0.0040483j -0.0224723-0.00659394j -0.0960728+0.0355147j -0.0690978+0.0465196j -0.0650961+0.00158631j 0.0582602-0.0693022j 0.0776073+0.00499233j 0.0923328-0.0698851j -0.0203187-0.0615919j 0.0961553-0.0318596j -0.024914-0.031549j -0.0499025+0.00989738j -7.17574e-05+0.0292678j 0.0156539-0.0332279j 0.0181721-0.0157591j 0.0037434-0.0116548j -0.00516047-0.00526949j 0.00720823-0.0169291j -0.00726961+0.0135092j -0.0139304+0.00114176j -0.0100673+0.0179849j 0.016701+0.00520815j 0.0052987-0.00166j -0.00707248+0.00647449j 0.0111902-0.0221386j 6.7338e-05+0.00230956j -0.025026+0.0237552j 0.0116848+0.0232146j 0.0240643-0.0494049j 0.0398932-0.0333647j -0.000437014-0.0161483j 0.000373638-0.00474356j -0.0149398-0.00450637j 0.000521952-0.00487987j -0.00196033+0.00792921j 0.00246852-0.000467316j -0.0019954-0.00147998j 0.00770177+0.00996688j 0.00378672+0.00687854j 0.0180579+0.000141075j 0.0147536-0.0208107j -0.0193206+0.0164082j 0.013718-0.0177354j -0.0083639-0.00200903j -0.0183958-0.00237341j 0.0173602-0.00672847j 0.010563-0.0101809j -0.00619323+0.000578266j 0.00822821-0.00511312j 0.00961007-0.00210314j -0.00115237+0.000522449j 0.00547964-0.00328911j 0.003326-0.00552409j -0.00221878-0.00233641j -0.000961671+0.00119533j 0.00177601+0.00327335j 0.00545594+0.00147978j 0.0015577-0.00156775j -0.00152096-0.00251853j -0.000313918-0.00342378j -0.00121005-0.00308094j 0.00115337+0.00370382j 0.000543848+0.00424197j -0.00161613-0.00249448j 0.000264578-0.00396485j 0.00179335+0.00210578j -0.00131501-0.000129959j 0.00271098+0.00145104j -0.00143261+0.00197007j 0.00463053-0.000143648j -0.000931748+0.00249611j -0.00026702+0.00319193j -0.000498958+0.00337488j -0.00147471+0.000154942j -0.00152963+0.00294253j 0.00218908-0.00458018j 0.00365339+0.00156016j 0.00029755-0.00232259j -0.00592037-0.00166657j 0.00340427-0.00713077j -0.000450007-0.00155543j -0.00516831-0.00148672j 0.0051824-0.00693345j -0.00233037-0.000417793j 0.00462907-0.00543628j 0.00138299-0.0103809j -0.0218668+0.00305438j 0.0132791-0.0303555j 
-0.2805-0.0500076j 0.0241458+0.132527j 0.159313-0.0927959j 0.0740969-0.197351j 0.0295022+0.0443755j 0.110826-0.105258j -0.0335359-0.0397144j 0.0329473-0.0381847j 0.0825222-0.0941767j 0.0223921+0.0793019j 0.0246348-0.0186826j -0.0352313+0.0477608j -0.0968281-0.0198421j 0.105815-0.100478j -0.0922472+0.0163268j -0.0991064+0.0153556j -0.0162642-0.0307855j -0.0262821+0.0488728j 0.00659102+0.0643183j 0.0162984+0.00272596j -0.0104462-0.000971015j 0.0168719-0.0386068j 0.00568954-0.0272698j -0.00272495-0.000252567j 0.00617314-0.0119315j 0.0153002-0.0185972j -0.00193919+0.00501773j 0.00333555+0.000960563j -0.00174874-8.48132e-05j 0.00404133-0.0208227j 0.00533893+0.0178223j -0.015209+0.00693606j -0.001076-0.00804818j 0.00190563+0.0305818j 0.0285059-0.0176523j -0.0458491+0.0379914j 0.0324701-0.0619982j -0.00943694-0.00627651j -0.00555156+0.019032j -0.00397749+0.00295605j -0.0155646+0.00141438j -0.00205814-0.00756889j -0.00063621-0.0153052j -0.00577034-0.00664418j 0.000612899-0.00664259j 0.000813863-0.00853809j -0.00262653-0.00353138j -0.0041722+0.00859963j 0.0151466+0.0143429j -0.0099586-0.0123915j 0.0104555+0.00445105j -0.00653458-0.00188512j -0.00322382-0.00576433j 0.00290882-0.00335138j -0.0101246+0.00823048j -0.00735807-0.000475525j 0.00718888-0.00339494j -0.00949949+0.00214555j -0.000281078-0.000227613j -0.00855477+0.000295949j -0.00620411-0.000413343j 0.00262646+0.00241289j -0.00592711-0.00804626j -0.000205481+0.00173597j 0.00237007-0.00369244j -0.000131877-0.000484356j 0.00204381-0.00332025j 0.00613311-0.00271159j -0.000555981-0.0046004j -0.00177318+0.00347176j -0.00361576-0.000751802j -0.00321073-0.000668155j 0.00112187+0.00300157j 0.00087305-0.00518412j 0.00419732+0.00805802j 0.00146717-0.0051008j 0.00352541-0.00184059j -0.000718483+0.00272882j -0.00250696-0.00365481j 0.00220908-0.00052613j -0.00206025+0.00156247j 0.00153743+0.00936169j 0.00220863-5.91979e-05j 0.00435686+0.00305668j -0.00556672-0.00531372j 0.00516286+0.00609222j -0.00230992-0.00860395j 0.000427333+0.00803853j -0.000106934+0.00855189j -0.00197765-0.0029041j -0.00550894+0.0120837j 0.00204113-0.0121563j -0.00679053+0.00319786j -0.0217283+0.0366565j -0.0248363+0.00208299j 
0.204009+0.168855j -0.0815875-0.266108j 0.0454966-0.0062821j 0.048177-0.0552137j -0.0455048+8.45632e-05j 0.0201753-0.0248278j 0.0028933-0.0485146j 0.0604481+0.0158599j -0.00259161-0.0106984j -0.0563328+0.065847j 0.0112585+0.0222204j -0.021529+0.0143713j 0.0411133-0.0430382j 0.0717541-0.044968j 0.0890295-0.0869145j 0.134814+0.118016j -0.00803334+0.0960724j -0.011186+0.0148912j 0.00908466+0.0555998j -0.0197456+0.0027016j 0.0133136-0.00384247j -0.0097159-0.0396333j 0.00286615-0.0341491j 0.0129075-0.00856724j -0.00562963-0.0189808j -0.0231572-0.00898155j -0.00755257+0.0146144j -0.005325+0.0060331j -0.0143845+0.00747558j -0.0109109-0.0119793j 0.00777371+0.0087474j 0.0132473-0.00866962j -0.000987114-0.013524j 0.0088418+0.026212j 0.000559491-0.000230768j 0.0654574-0.0380038j 0.0932067-0.0619929j -0.0157847-0.0129953j -0.00851401+0.0307297j -0.00456406-0.000147799j 0.00717521-0.00760058j 0.0141997+0.00635546j 0.00470178-0.0234022j 0.00958062+0.0042347j 0.017443+0.0133247j 0.0111077-0.00797231j 0.00601205+0.0151594j -0.025461+0.0169052j -0.00372873-0.010346j -0.00319342+0.0156282j 0.00206438-0.00575261j 0.00211899-0.00544492j -0.00717656+0.00151467j 0.00111444+0.00170184j 0.0017973-0.00159707j 0.00191754-0.0016587j -0.00385952+0.0034161j 0.00298209+0.00306522j 0.00485341+0.00218472j 0.00676109-0.0072189j 0.00119507-0.00265076j -0.00419592+0.00720435j -0.000745541+0.00318771j 0.00202865+0.00306553j -0.00442579-0.000149689j 0.00118146-0.00297766j 0.00424067-0.00106047j -0.000283608+0.00312234j 0.00157817+0.00192166j -0.00212402-0.00162119j -0.00310196-0.00605203j -0.00238855-0.000958335j 0.00476115-0.00300075j 0.000359545+0.00736875j 0.00268502-0.00149026j 0.000454903+0.0011947j 0.00150301+0.000592488j -0.00280885+0.00134459j 0.00111268-0.00503744j -0.00327938+0.00435007j -0.00252359-0.00115639j 0.00251803+0.00290524j -0.00141298+0.00697361j 0.00367665+0.00591844j -0.00252274-0.0130097j -0.0114178+0.00488639j 0.011063-0.00721321j 0.000537523+0.00283915j -0.0016386-0.0029988j 0.0149043-0.012776j -0.00437106+0.0117704j 0.0195767-0.0108013j 0.00662871-0.0187315j -0.063584+0.0295012j 0.0271817-0.0489995j 
-0.0190075+0.209553j 0.177181+0.207478j -0.00239355+0.0318044j 0.0539471-0.00359458j -0.0088001+0.0504333j 0.0103191+0.0568665j 0.00432995-0.0159906j -0.0136247-0.0141226j 0.0108677+0.0135028j 0.000509079+0.0409451j -0.00462393+0.011215j 0.00226208-0.00815977j 0.0305029-0.0637747j -0.0814417+0.120889j 0.0694066-0.0546601j -0.0348752+0.0964243j -0.127073-0.125471j -0.0307171-0.0667378j 0.000329958+0.0184236j -0.00042493+0.0188632j -0.0260681-0.0392436j 0.00289873-0.00556225j -0.0011351-0.0142511j -0.00249122-0.00859009j -0.0149468-0.0200766j -0.0134647+0.0216912j -0.0168189+0.0248778j 0.00234376+0.0222504j 0.0315455-0.0266681j -0.00255367-0.00209377j 0.00130792+0.0140882j -0.015653-0.0301857j -0.0093917+0.00946793j 0.0112711+0.011237j 0.0109344+0.0379944j 0.102274-0.0965111j -0.0358894+0.0244477j -0.00448349-0.0335892j -0.0151863+0.00851579j 0.00142818-0.00968646j -0.000535072-0.00842501j -0.008497+0.0190073j 0.0110699+0.00651096j -0.0137017+0.0102133j -0.0150264+0.0166453j -0.00342749+0.00969749j -0.018826-0.0067388j -0.0128706-0.00507459j 0.00752382+0.00547769j -0.00750003+0.00225567j -0.00206863+0.00894022j 0.000738183+0.00118322j -0.000195773-0.0055856j 0.00495797-0.00575695j 0.0014503-0.00216362j -0.00272711+0.0110434j 0.00463151-0.00253527j -0.00498915+0.00475592j 0.00125665+0.000444305j -0.00715663+0.00795175j -0.00550112-0.00120685j 0.00726219-0.0083515j -0.00721876-0.00104979j 0.00500245-0.00225046j -0.00410221+0.00595063j 0.00182723+0.00109522j 0.0022853+0.00264045j 0.00455239-0.00174842j -0.00311124+0.00281805j -0.000587055-0.00207635j 0.00353334-0.00493917j 0.00030682+0.00073729j -0.00192478+0.0044157j -0.00180227+0.00214954j 0.0015916+0.00174708j 0.000548881-0.00296157j -0.00351009+0.00654841j 0.00333712-0.00450385j -9.20694e-05-0.00129523j -0.00468484+0.00382184j -0.00562054+0.00676941j 0.0018988-0.00299725j -0.00625268+0.00345059j -0.00153595+0.00344723j 0.0131894-0.000149389j -0.00927742-0.0159447j -0.00331585+0.00521671j 0.00423844-0.00631464j 0.00592061-0.0148468j 0.00427801-0.0110763j 0.0193577-0.0153912j -0.00530503+0.0160031j 0.0216017-0.0166852j 0.0137648-0.0431705j 0.0738768-0.0512892j 
-0.0984201-0.136366j 0.029943+0.0538816j 0.0731587+0.0640479j -0.0180043-0.00596478j 0.0168416-0.0155778j 0.026632+0.0210813j -0.0142188-0.0557221j 0.00412504+0.076504j 0.027639-0.000232551j 0.00795698+0.00240852j 0.0277338+0.0241018j -0.0391976-0.0268952j -0.0548324-0.054006j -0.000228009+0.0800323j 0.0142088-0.141225j -0.0226798-0.0182789j -0.010518-0.0158578j -0.0408952-0.0159155j 0.00676781+0.0295591j 0.0112853+0.022726j -0.0123988-0.0297356j 0.00598589-0.0318338j -0.00795962-0.012043j -0.0170534+0.00580049j -0.000299145-0.0176606j 0.00124538+0.0226486j -0.0115481+0.0275835j 0.00042046+0.021367j 0.0364315-0.0393578j 0.00689369-0.00322971j -0.00536818+0.0182053j -0.0194508-0.0378107j -0.000574715+0.016324j -0.0126186+0.0263742j 0.0375659+0.0212363j 0.0993807-0.148277j 0.0700115-0.00121247j -0.0200751-0.0128321j 0.00514053+0.0473323j -0.0190086+0.00672331j -8.54885e-05-0.0198697j -0.00469722+0.0104298j 0.00262923-0.0137874j -0.0139191-0.00519565j -0.00327293-0.00459812j -0.00169535-0.00956627j 0.0252544-0.0320742j 0.00982404+0.0194132j 0.000653726+0.00338682j -0.0175155+0.0160445j -0.00257268+0.00633041j -0.0013262-0.0051552j -0.0121119+0.0089137j 0.00504123-0.00759026j 0.00894788-0.00282299j -0.00355164+0.00946759j 0.00116701-0.0038476j -0.00481045+0.00936149j 0.0049192-0.00475081j -0.00132421+0.00225912j 0.000426333-0.0032441j -0.00159721+0.000934197j 0.00139523+0.004706j 0.000646758-0.00203597j -0.00589367+0.00489387j 0.000705422+0.00043412j 0.00356918-0.000237475j -0.000215278-0.00519266j 0.00103396-0.00170766j -0.00169862-0.00302072j -0.00155809+0.00271709j -0.00335823+0.00725445j 0.00539818-0.00251059j -0.00125291+0.00445558j 0.00705228+0.0025308j 0.000558474-0.00417506j -0.00252855+0.00286799j 0.00426219+0.00611524j -0.00101312-0.00661726j -0.00417654-0.0094987j -0.00711282+0.00643085j 0.0109805-0.0016962j -0.00363568-0.00349096j 0.00591172+0.00548252j 0.00845727+0.000709472j -0.00392146-0.021731j -0.00347338-0.00413304j 0.00495631+0.0027141j 0.00327428-0.00292033j 0.0171002-0.0139042j 0.0193918-0.0121409j -0.00723288+0.00926765j 0.00911573-0.0116022j -0.0213253-0.000332665j 0.0598345-0.067445j 
-0.0529459-0.116532j -0.129155-0.0875616j 0.0385563+0.0364393j 0.0824997+0.0781811j -0.0213568+0.00138759j 0.0423557+0.0296846j 0.00601653+0.0444989j 0.0505404+0.000953185j 0.0177597-0.010481j -0.0593535-0.042141j 0.000122594-0.0168284j -0.0535397-0.00861709j 0.0465025+0.0151721j -0.0478287+0.158536j -0.0382606+0.104293j -0.0336308-0.0690312j 0.046521-0.016846j -0.0234414-0.0256726j -0.020159-0.0499375j 0.0105724-0.00715917j 0.00708704-0.0195037j 0.0198996+0.0479019j 0.0122353+0.0483902j -0.00127689+0.0110925j 0.0256743+0.0210925j 0.0239542+0.0281792j 0.0162184-0.0146039j -0.00563156-0.000411894j 0.0034119-0.0108074j 0.0190933+0.0310993j -0.019894-0.02273j 0.0198433-0.0182543j 0.0118495+0.0266481j -0.0450175-0.0521168j -0.0697922+0.0521257j 0.0325385+0.0164766j -0.139221+0.148337j 0.00323241-0.0436225j -0.00949053-0.0362353j -0.0061024-0.0171379j 0.010402-0.00419596j 0.015282+0.00178673j -0.0103825+0.0245169j 0.0025996-0.00859721j 0.0120232-0.0151595j 0.00298504+0.0159636j 0.0189483+0.00998435j -0.0163044+0.0310753j 0.00329242-0.00203536j -0.00667739-0.0109798j -0.00844692+0.000550885j -0.00306816+0.00739349j 0.00144747-0.00392716j 0.00582919-0.006683j 0.00223093-0.00179174j -0.00258534+0.0037377j 0.0096202-0.00556781j -0.00261402-0.000679892j 0.00130743-0.00473848j -0.00895687+0.00175162j -0.00130564-0.00148018j 0.00719096-0.00857822j -0.00144967-0.00111663j 0.0054354-0.00343474j 0.00297251-0.00328309j -0.00446482+0.000158848j -0.00902427+0.000587945j -0.000619131-0.00599785j -0.00657432-0.00113215j 0.00455876-0.004608j 0.00338239+0.00375581j 0.00405709+0.00168258j -0.0086855+8.85982e-05j -0.00427567-0.00724222j -0.00479355+0.00038375j -0.00112906+0.00813977j -0.000840831+0.00572217j 0.00099627+0.00132411j 0.00127939+0.00998902j 0.00917619+0.00317326j 0.00392332+0.00607301j -0.00786958+0.000948684j -0.000528705+0.00080364j -0.0158575+0.00508677j 0.00444819+0.0217699j 0.00910451+0.00475775j -0.00624667-0.00454247j -0.00305625-0.0142134j -0.0108855-0.00312401j -0.0250049+0.0166717j 0.0167628-0.0194964j -0.010181+0.0101352j -0.00827598+0.00678719j 0.0764918-0.0780271j 0.00693302+0.0141289j 
-0.0196434-0.0416103j -0.0406173+0.0649042j -0.0247397+0.0205054j -0.00673167+0.0297493j 0.00423015+0.0197496j -0.0334747+0.0103937j -0.000868938+0.0177955j -0.0416885-0.00897854j -0.0144873+0.00512669j -0.00115766-0.0156884j -0.0291995-0.00616832j 0.0497717-0.0239927j 0.034654-0.00829446j -0.127829+0.0619074j 0.0697156+0.101059j 0.0652423-0.0498833j 0.0251451-0.0383313j -0.00426247-0.0145131j 0.0043738-0.0133182j -0.0410091-0.0249494j -0.0080586-0.00433543j -0.0332816+0.0234196j 0.0118577-0.0315069j 0.0365704-0.0278253j -0.0396533-0.0323046j -0.0132182-0.0147644j 0.00804405+0.0199829j 0.0143208+0.0075756j 0.000306529+0.0593117j -0.0242267-0.023028j 0.00949072+0.00963246j 0.00113965+0.0164341j -0.0205079-0.0686241j 0.0937903+0.0736781j -0.0959223+0.0434336j 0.134897+0.182209j -0.194315+0.109299j 0.00506239+0.0325943j 0.0846405-0.0128349j 0.00146999+0.00451422j -0.00843225+0.0156875j -0.00457583-0.00783442j -0.0220828+0.00681013j -0.0215661-0.0128328j 0.00955319-0.00019059j -0.0200442-0.0185832j -0.000603368-0.00441721j 0.00482668-0.00464906j 0.0176179-0.00232616j -0.00195655+0.00047693j -0.0125258+0.000483081j -0.00478072-0.0119494j -0.0107676-0.0034141j 0.00970499-0.00718111j 0.0105954+0.00631485j 0.00456987-0.00684317j 0.0111858-0.0032677j 0.000620056-0.00164816j 0.00235995+0.000284232j -0.00582821-0.00220154j -0.000491164-0.00678237j 0.00262421+0.00508136j -0.00113666-0.00186421j 0.00151357+0.00322181j 0.0105561-0.00110581j -0.0031795+0.00154597j -0.00939085+0.00356479j -0.0050468-0.00370093j 0.00106683+0.00381335j 0.0104149+0.000298367j -0.00827505-0.00681073j 0.00507996-0.00558802j 0.000271711+0.00907937j 0.00159688-0.000726669j -0.000841719+0.00291785j 0.00164298-0.00569092j 0.0152817+0.00621005j 0.017663+0.013439j -0.00483574+0.000255032j 0.0102831-0.0129479j 0.00558028-0.0138874j -0.00316172+0.0177199j -0.000608118-0.00558591j -0.0105484+0.0175153j -0.0151022-0.0133556j 0.00557777+0.00052047j -0.031527+0.0100204j 0.000955938-0.00280271j 0.0076292+0.00845085j 0.00174705-0.015765j 0.0049392-0.00389817j 0.0120323-0.0302933j 0.0396772+0.0373325j 0.0435441-0.0288452j 0.0124418-0.00248472j 
0.0584938-0.0792195j -0.0329245-0.0627038j -0.0103022-0.0199849j -0.0313398+0.0214518j 0.0211424-0.0138624j -0.0237709-0.000501853j -0.0103227+0.0285139j -0.00621955+0.0197521j -0.00473107-0.00279974j 0.0349734-0.0201588j 0.00774497+0.00704672j 0.00249219-0.0226959j -0.0735874+0.0546733j -0.0723685-0.114403j -0.114119+0.0634851j 0.0393326-0.0526357j -0.0466099+0.0693982j -0.0369732+0.00342007j 4.7113e-06+0.00391254j -0.0222006+0.00602321j -0.0515691+0.0102352j 0.0270228+0.0373629j -0.0187818-0.00869313j -0.0379494-0.0249486j -0.0457692+0.00351911j 0.00565133-0.0383335j -0.000790528-0.0312969j 0.0265822-0.0127838j 0.0698196+0.0154185j 0.00133442-0.00558486j -0.00621125+0.017169j -0.0574415-0.0159927j -0.0579019-0.0030054j 0.121485-0.0626931j 0.112749-0.0199407j -0.187956+0.12733j -0.133215-0.179634j -0.0832149+0.0247075j 0.0312865+0.0324914j -0.0215658+0.00880982j -0.0107858+0.00151044j 0.0185922-0.00374513j 0.0109855-0.0060914j -0.00202951-0.0340875j 0.0206176-0.00545041j 0.0206001-0.0101768j -0.00573763+0.00984916j 0.00976774-0.0046126j -0.00778558-0.00447404j -0.0042805-0.00937307j 0.00478357-0.0136961j -0.0105511-0.00293231j -0.0119501-0.0108648j -0.0138998+0.00250183j -0.0059826+0.00548119j 0.00509124-0.00134121j -0.00721145+0.0112229j -0.00271084-0.00334389j -0.007461-0.00413842j 0.0031799-0.0103414j -0.0053904-0.00643215j -0.0100519+0.00552991j -0.00741405+0.00150302j 0.000655422-0.00114329j 0.00278193-0.00280582j -0.00781714+8.81949e-05j -0.00355978-0.00123714j -0.00983654+0.000670276j 0.00280748-0.00223676j -0.00230061+0.000379375j 0.00244307+0.000871566j -0.000638738-0.00309837j -0.00781697+0.000457378j 0.00226217-0.00396009j -0.000124529+0.0013782j 0.00745197+0.00269345j 0.00429429-0.00351835j 0.000747658+0.00560291j 0.00173116+0.00852737j -0.00259591+0.00243776j 0.00585588-0.000149845j -0.00686611-0.000776804j -0.00198084-0.00744544j 0.0242019-0.0183414j -0.0140991+0.00569019j -0.0113584-0.00524231j -0.000760963+0.0123134j -0.0252564+0.00797389j 0.0176308-0.00891288j -0.00650298+0.00541585j 0.00406938-0.00945711j -0.0341998-0.0324296j 0.0120891-0.0312601j 0.00186319-0.00108111j -0.0499222+0.0371124j 
