0.00225003-0.00466602j 0.00473304+0.00906536j 0.00106779-0.00740683j -0.00289407-0.00207899j 0.00157165+0.00144029j 0.00296326+0.00432777j 0.00186097-0.00630265j -0.00288607-0.00465223j -0.0027799-0.00262791j 0.00220512+0.00351907j -0.00163346-0.00301576j 0.00162121-0.00630365j -0.00272698-0.00400701j 0.00340105+0.0042708j -0.000573564+0.00104163j -0.000433802-0.00308134j -0.00254985-0.00256893j 0.00066922-0.00240895j -0.00201607-0.00430577j -0.00120942-0.00141197j 0.00174343-0.000694234j -0.00118662-0.00537775j -0.00186969-0.00361671j -0.00204689+0.00206624j 0.000176795-0.00268191j 0.00219457-0.000416405j 0.000116579+0.00208149j 0.000646123-5.2898e-05j 0.001128+0.000774355j 0.000396188+0.00213138j 0.000893813+0.000480019j 0.00181565+0.00268109j 0.00123725+0.00127304j 0.000439689-0.00283561j -0.000533563+0.0023146j 0.00044246-0.00133696j 0.000307797-0.00109275j 0.000789773-0.00215353j 7.30409e-05+0.000909254j -0.00194268-2.01471e-05j -0.000884169-0.00334829j 0.00050405-0.000659246j -0.002358+0.00261615j -0.000536262-0.00388238j 0.00226127-0.00253602j -0.00181366-0.00299449j -0.00347959-0.00130726j -0.000346281-0.00507616j -0.00122878-0.0049158j 0.000690918-0.00360253j 0.00171353+0.00244275j -0.00219837-0.00250378j -0.00246424-0.00102001j 0.00059116+0.00791345j 0.00239707+0.000722808j 0.00420243-0.00317061j -0.00230419+0.00447921j -0.00103392-0.000351524j 0.0173324+0.0120351j -0.00419724-0.0158451j -0.0153778+0.00569404j -0.00846453-0.0239063j 0.00509206+0.00393039j -0.0246052+0.00633482j 0.0101704-0.0284381j 0.0200288+0.0246748j 0.0189238-0.00299692j 0.0404845-0.00821236j -0.0573134+0.0148486j 0.00360341+0.0474112j 
0.00248059-0.000495631j 0.000532426-0.00108706j 0.00216844-0.00176036j 0.00528525-0.0021251j -0.000154461-0.0017099j -0.0117615+0.00477387j 0.00250189+0.000302332j 0.0112181-0.00405174j 0.00455454-0.00254678j 0.00871237-0.00450104j 0.00256328-0.00667994j 0.0036793+0.00333448j 0.00955199-0.00122458j 0.0028435-0.00356912j 0.00392218-0.00239193j 0.0156189-0.00567341j -0.00498761+0.000719627j -0.0290091+0.0163063j 0.0125406+0.00122837j 0.0404513-0.00615908j -0.000339424+0.0097371j 0.00658804+0.0251817j -0.0439171+0.0146187j 0.0125057+0.0144084j -0.0572953+0.0220512j -0.0127976+0.00412973j -0.0298617-0.00942528j -0.0101145-0.00463808j 0.0126749+0.00680151j 0.0330079-0.00446098j 0.0556857+0.00846333j -0.0207675-0.00762012j 0.0211756+0.0112074j 0.016768+0.00331082j 0.0072036+0.000862533j 0.0103374+0.00706399j 0.0163772+0.00862134j 0.0068272+0.00354421j 0.00978251+0.0100517j 0.00566363+0.00573298j 0.00442781+0.00130244j 0.023581+0.00289605j 0.00708276+0.00230383j -0.00338051-0.00243457j 0.00291896+0.00229326j 0.00528631-0.00249917j -0.00559882-0.000669369j -0.00134186-0.00398142j -0.000627588-0.00588024j 0.00167463+0.00400349j -0.00978506-0.00269727j 0.00702452+0.00108449j -0.0139786-0.00419604j -0.000776282-0.00048285j 0.00181003+0.00181302j -0.00888364-0.00195358j -0.00355199+0.00076397j -0.00657155-0.00145357j 0.00538629+0.00257765j 0.00218994+0.00104647j 0.00680312+0.00133339j 0.00112654+0.00122957j 0.00324554+0.000824931j -0.00730462-0.00339652j -0.00387601-0.00165906j 0.00470346+0.00164005j -0.00359772-0.00179717j 0.0025984+0.000928957j -0.00065005-0.000395249j -0.00280539-0.00173046j 
0.00122638-2.48675e-05j 0.000942695-0.000822955j 0.00250224-0.000450827j -0.00149595-0.000168585j -0.00755534+0.00118723j -0.00587939+0.00247963j 0.00624747-0.000141817j 0.00463453-0.0033118j -0.0086486-0.000421305j 0.00158467-0.0038943j 0.00531868-0.000335504j -0.00549454+0.0053211j 0.0016884-0.00932638j -0.0139759+0.00458613j 0.0189176-0.00564593j 0.0408505+0.00419716j -0.035045+0.00531954j 0.0123152+0.0158321j 0.0111888-0.00719802j -0.0367407-0.0114743j -0.0396597+0.0030546j -0.0578096-0.000529389j -0.0224087+0.0182868j 0.0208571-0.00423115j 0.0391033-0.00919621j 0.0126352+0.00171423j 0.00770803+0.000179267j -0.0328385-0.00197039j 0.00121085+0.000764252j -0.0476265+0.00978366j 0.0146083+0.00309043j -0.00980237-0.0167222j 0.00475592+0.0124046j 0.013702+0.00146113j 0.0232558-0.000934976j 0.0456579+0.00429319j -0.00759827-0.00346855j 0.00152199+0.00766411j -0.0067346+0.00655795j 0.00646426-0.00339852j -0.0102213+0.00170951j 0.0161325+0.00286081j -0.0129522-0.0060053j -0.0144357-0.00160129j 0.000349016+0.00239639j -0.00373974+0.00105713j -0.0113521-0.00253333j 0.00794788+0.00204152j -0.00744048-0.00185429j -0.00651997-0.00184203j 0.00800581+0.0015445j -0.00144504+0.000534933j -0.00339628-0.00435204j -0.000286132-0.00139543j -0.0148774-0.00271714j -0.00907396-0.000722666j -0.00689228-0.00195741j -0.00154003-0.00153956j 0.0130183+0.00396758j 0.00778389+0.00243895j 0.00168395+0.000219888j -0.00361026-0.000106759j 0.00153473+0.00111232j 0.00161984+0.00159422j -0.00365124-0.00114208j 0.00438306+0.00190898j 0.0016613+0.000638592j -0.00225094-0.001001j -0.000703377-0.000697448j -0.000856378-0.000708241j 
0.000313313+0.000628767j 0.002915-0.00120347j 0.0057913-0.00310775j 0.00111937-0.000698135j -0.00193233-0.00217767j -0.00418768+0.00298136j -0.004581+0.00272945j 0.000922955-0.00273899j -0.0023767-0.000146068j 0.0119557-0.00443246j -0.00795107-0.00240303j 0.0131542-0.00223022j 0.00798138-0.00287802j 0.00307291+0.00129959j -0.0347675+0.0215266j -0.0180666+0.00795764j -0.0315833-0.000147866j -0.029207-0.00263397j 0.00312843-0.0150743j -0.038388+0.00244208j -0.0162035+0.00871645j -0.0119028+0.0147565j 0.0364326+0.00432063j -0.00301625+0.00235838j -0.0122615+0.00556084j 0.0201591-0.0024383j -0.0359871-0.00476714j -0.0259826-0.014451j -0.0129186-0.0017923j 0.0157697+0.00632071j -0.0406854+0.0109762j 0.00870727+0.000585392j -0.0357551-0.00467899j -0.0509191-0.00238386j -0.0313338+0.000883332j 0.0206028+0.00442425j -0.000299382-0.00162984j 0.0211516+0.00737156j 0.0238719+0.00563679j -0.00305505-0.00496701j -0.00249808+0.00204536j -0.0152501-0.00208145j -0.00300205-0.00169455j 0.00598303+0.000605966j -0.00363377+0.000138735j -0.0022507-0.00164982j -0.0140944-0.00246247j -0.000584351-0.00256203j -0.00215342-0.00470693j -0.00175555+8.71231e-05j -0.0108525-0.00128863j -0.00404754-0.00259598j -0.0130552-0.00264262j -0.00286847+0.00123357j 0.00303513-0.00011374j 0.0029779+0.00140149j 0.00482762+0.00162417j -0.00715213+0.000109861j 0.00469171+0.00233353j -0.0051205-0.000640551j -0.000854564-0.000775315j 0.00500368+0.000405639j 0.00334651+0.000591245j -0.00449103-0.00101314j -0.00521114-0.00233866j -0.000654348+6.26007e-05j -0.00268121-0.000600955j -0.00329108-0.000942693j -0.00163963-0.000839158j 0.000548693+8.64307e-05j 
-0.00142559+0.0009636j 0.00249188-0.000611273j -0.00105974-0.000667104j 0.000841366-0.000359556j 0.00379541-0.00210855j 4.46292e-05+0.00076235j 0.00323226-0.00241903j 0.000838173-0.000380308j 0.00355165+0.00135716j 0.00158144-0.000218948j -0.00809733-0.00138861j 0.0193961-0.0058986j -0.000942691-0.00592054j 0.0220193-0.00968268j 0.0111787+0.00960119j -0.00518099-0.00964646j -0.0365856+0.0122267j 0.00483029+0.000620307j 0.0138747-0.00322271j 0.0749302-0.012099j 0.0167394-0.000476579j -0.0495723+0.00295421j 0.0656235-0.00707007j 0.00717653+0.00318605j -0.00946333+0.00197146j -0.0601987-0.00205237j 0.0165153-0.00171752j -0.0164975-0.00578581j 0.0601444+0.0127049j -0.00458449-0.00250198j 0.00724508+0.00721761j -0.00145425-0.000524303j 0.0146379+0.000809597j 0.00715965+0.00187886j -0.017402+0.000405706j 0.00813312-0.00162928j 0.0305484+0.00705199j 0.00464866-0.00140962j 0.0149925+0.00295897j 0.000129258+0.000301571j -0.00363378-0.000429178j 0.00280899-0.000204606j -0.00847864-0.00252128j -0.00315813-0.00174336j -0.00369512-0.00152902j -0.00514738-0.000606484j -0.00277935-0.00125618j -0.000500166+0.000242735j 0.00415113+0.00015312j -0.00010202+0.000395768j -0.00436183+0.000142913j -0.00544598-0.00225178j -0.00630391+9.46563e-05j -0.00223629+0.00053267j 0.00791351+0.000951259j -0.00357494-0.0011019j -0.000562007+4.36145e-05j -0.00311454-0.000417373j 0.00116021-0.000237026j -0.000824541-0.000556339j -0.00120615-0.000737497j 0.00067559-0.000778663j -0.00174142-0.000944603j -0.00362609-0.000860635j 0.00244328+0.000471126j -0.000176987+2.55283e-05j -0.00127637-0.000152094j -0.000350672+0.000318815j -0.00100236-0.000385446j 0.00181225+0.000926331j 
0.000920958-0.000645942j -0.00397193+0.000797466j 0.00659914-0.00221059j 0.00803466-0.00183481j -0.00520788-0.00118657j -0.00795384+0.00125632j -0.00298896+0.00649703j 0.0136252-0.00309921j -0.00309355-0.00325828j -0.000413231-0.00451709j 0.00599774+0.00232842j -0.0506192+0.0192944j 0.012587+0.00909838j -0.0183774-0.0144387j 0.00952325-0.00388403j -0.0413569+0.0164599j -0.0388197-0.00087746j 0.0373327+0.00445436j 0.0141001-6.71509e-05j 0.00984188+0.00777359j 0.0335625-0.00385665j 0.000713688+0.0223677j 0.0300162+0.00565415j -0.0475502+0.0109738j 0.000814845+0.00977592j -0.0232002-0.00308467j 0.0441318+0.00666788j 0.0028983+0.00196943j -0.0161274-0.00992379j 0.00733497-0.00167543j 0.00832283-0.00472907j 0.0024642-0.00596523j 0.00818562+0.00192706j -0.0141805-0.00352846j 0.0359395+0.0026771j -0.00111947+0.00277892j -0.02075-0.00446112j 0.00360274+0.00454169j -0.00848093-0.000585658j 0.00979435+0.00561118j 0.00528911+0.00112802j 0.000917685-0.000362304j 0.00630821+0.00460142j 0.00909446+0.00330579j 0.00487247+0.00111379j 0.0172209+9.2315e-05j 0.000558599+0.00403661j -0.00671142-0.0029522j -0.00210909-0.00358736j -0.016533-0.00241473j 0.00502981+0.000628258j 0.0117198+0.00485865j 0.00159717-0.00104729j 0.00654826-0.000990628j -0.00617149+6.67673e-05j -0.00541402-0.0010936j -0.00229425+0.00130228j 0.00256728+0.000663935j 0.00427243+0.00177487j 0.00221463+0.0015081j 0.0144652+0.00412658j 0.00204738+0.00191425j 0.0045298+0.00141543j -0.00288556-0.00163459j -0.00202389+0.000266013j 0.00124065+0.000787636j -0.00252806-0.00204213j -0.000654825-0.00078277j 0.00291749+0.00120043j -0.00380005-0.00240541j 
-0.00369245+0.00139553j 0.000955576+0.000340238j 0.00245037-0.00182787j 0.00100151-0.000140686j -0.00332254-0.00210754j 0.00728783-0.00281808j -0.00791352+0.00161326j -0.00118664+0.00261808j -0.0149021-0.00091638j 0.0217432-0.011176j -0.0395893+0.014322j -0.0138824-0.0161741j -0.0506742+0.0102692j -0.00890242+0.00122189j -0.0202357+0.0149464j 0.0296104+0.0124971j -0.0164602+0.0036666j 0.0339447-0.00963879j 0.0406947-0.00949819j 0.0320077-0.00502132j -0.0404854-0.00281706j -0.00107429-0.0122733j -0.00979381+0.0026253j 0.0263895+0.00883059j -0.00798916-0.00929545j -0.0365684-0.00882751j -0.0200984+0.00313375j 0.042617-0.00102846j 0.00372926-0.00641953j -0.00519166+0.00163775j 0.0417434+0.00610144j 0.0151269+0.00381098j 0.0081389-0.00271622j -0.0340296-0.00257812j 0.00390719+0.00263736j 0.0132241-0.00316981j 0.00465541-4.40176e-05j -0.00495141-0.00274941j 0.00905191-0.00125209j 0.00521078-0.00190049j -0.00952538+7.66327e-05j -0.0094895-0.0014734j -0.0152075-0.00381454j 0.000572702-3.62635e-05j -0.0128731-0.00201674j -0.00309127+0.00190378j -0.0048867+0.00202544j 0.00498767+0.00145194j 0.0090723+0.00162932j -0.00824379-0.00158171j 0.00426164+0.00255056j 0.00391212+0.00141953j 0.000357104+0.000139528j -0.00371794-0.00022211j 0.00364256+0.000376543j 0.00647228+0.00109681j 0.00466437+0.00170755j 0.00283481+0.0012103j 0.002852+8.05404e-05j -0.00423327-0.00122988j 0.00394083+0.00183509j -0.00509033-0.0020303j -0.000345974-0.000389206j 0.00156983+0.00110442j -0.00106577+0.000322607j -0.00165212-0.000220279j -0.00125503-0.000381205j -0.00404136-0.00148126j 0.00097392+0.000818551j 0.00322569+0.00133224j 
0.0011599-0.00102382j -0.00199509+0.000937855j -0.00491393+0.00331339j -0.00698976+0.0020217j -0.00199977+0.00386025j 0.0118526-0.00400576j -0.00338351-0.00351356j -0.00988908+0.00320388j 0.0218304-0.00866883j -0.00822593+0.022074j 0.0339729+0.00692805j 0.0204859-0.0078047j -0.0545862+0.00532798j -0.051293+0.0160151j 0.015278-0.00986666j -0.00689336+0.0103628j -0.0664687-0.00588938j 0.0200825-0.00707709j -0.00216884+0.00754277j 0.0577609-0.00340086j 0.0269261-0.0054304j -0.00117563-0.0175022j -0.0288873-0.00957765j -0.00660503-0.0092467j -0.00746796+0.00124568j -0.0305889-0.00344554j -0.0121441+0.000191959j 0.00321577+0.00630369j -0.00721621-0.00518552j -0.00539313+0.00124001j 0.000233145-0.000275733j 0.00492722+0.00190188j -0.0247729-0.00625184j 0.0167262+0.00247377j -0.00113472-0.000819522j 0.0018912-0.00121426j -0.00695632-0.00170628j 0.00413697+0.000296113j -0.00380746-0.00261355j 0.00563621+0.00148504j 0.000857063-0.00136342j -0.00107196-0.00019532j -0.00412659-0.00248883j -0.00299079-0.00125272j -0.00493245-0.00138293j -0.000895948+0.000971994j 0.0104445+0.000635676j -0.000738542+0.000853338j 0.00431749+0.00249849j 0.00287736-0.000157581j -0.00179048+0.000259968j -0.00222234-0.000871838j 0.0114291+0.00234349j -0.00379905+4.52347e-06j 0.000802056+0.000220148j 0.000662894+0.000734869j 0.0028539-0.000546614j -0.000300882-0.000720641j -0.00140996+9.43726e-06j 0.00357043+0.000472759j -0.0130088-0.00332401j -0.00372357-0.000932023j -0.00168437-2.77517e-06j 0.00920704+0.003106j -0.001525-0.000720345j -0.00150982-0.000854434j 0.00351484+0.00155782j 0.00196348+0.000570442j -4.33682e-05+0.000124745j 7.53841e-05+0.000266506j 
0.004336-0.000885756j 0.00313356-0.00174835j 0.00237579-0.00128236j 0.00915361-0.0040735j 0.00226822-0.00275707j 0.00466003+0.00258958j -0.00479794+0.00299825j 0.0116242+0.000579099j 0.00906498-0.0164895j 0.0541534-0.0102635j 0.00713756-0.0232653j 0.015797+0.000708317j 0.011088-0.000826587j -0.0373798-0.0111804j 0.0554495-0.00164631j 0.010623-0.0073276j 0.0200185-0.019635j 0.0218912-0.0019312j -0.0497305+0.00410907j -0.032672-0.00882238j 0.0102402+0.00926106j -0.0219309+0.0195049j -0.00646392+0.00449164j -0.00537472+0.0105984j 0.00588431+0.00719378j 0.000462308+0.00134823j -0.00477194-0.000684819j 0.0358168+0.00525197j 0.0130285+0.0014453j -0.00328832+0.000568493j -0.0206983+0.00219257j -0.00755054-0.00296669j 0.00613963+0.000517815j 0.00796258+0.00129297j -0.00309396-0.00213645j 0.00296227+0.00219601j -0.00715097-0.000475023j 0.0097437+0.00313816j 0.00362252+0.00144303j 0.00917038+0.00220733j 0.00807363+0.000396315j 0.000971396-0.000684615j -0.00244777-0.00112971j -0.00297796-0.000102898j 0.00237339+0.00103356j 0.00553629+0.000115612j -0.000567456+0.00122558j -0.00294472-0.00181845j -0.000360635-0.00273661j 0.000957479+0.000823523j -0.00699719-0.000533538j 0.0146606+0.00221463j 0.00020649-0.00113733j -0.00780548-0.00110205j 0.00525666+0.00170586j -0.000604032-0.000471409j 0.00176358+0.00183769j -0.00343907+0.000182094j 0.00694796+0.00284565j -0.00292761+0.000540978j 0.00212016+0.0014014j -0.000546959-0.000851163j 0.00617219+0.000185367j -0.00172582-0.00125621j -0.00129314-0.000969449j 0.00166908+4.39534e-05j -0.00821296-0.00316366j 0.000476671-0.000576433j -0.00216076-0.00107145j -0.00160018-0.000708156j 
-0.000269215-0.000742757j -0.00593791+0.00230017j -0.00787687+0.00394017j 0.0119065-0.00027353j 0.0124864-0.00353363j 0.00834632-0.00015974j -0.0249645+0.00104574j -0.00405611+0.0289465j 0.0623914+0.00363833j -0.0260135+0.0183432j -0.0736852+0.00608025j 0.021207-0.00206524j 0.0461084+0.0220707j 0.00274941-0.00783393j -7.81109e-06+0.000268675j 0.0356484-0.00278272j -0.00363646+0.00299113j 0.0120007-0.0138357j 0.0143042+0.0113628j -0.0177844+0.0102255j -0.00636852+0.00415047j -0.0322027-0.00432953j 0.00458728-0.00448305j 0.0281767+0.00800303j -0.00772434-0.000570273j -0.0134464-0.00243451j -0.001102+0.0022987j -0.0144692+0.00219759j -0.00867865-0.00157666j -0.00273806+0.000319743j -0.00774068-0.00491155j -0.005048+0.00189926j -0.00192287-0.00332025j 0.000300945+0.00125374j -0.00693271-0.00100414j -0.00897698-0.00182207j 0.00928345+0.00367351j -0.00278676-0.00412546j 0.00167871-0.00329527j -0.00754267+0.00187393j -0.000696179-0.000740318j -0.00538795-0.00141223j -0.00133885+0.00126402j 0.000238739-0.000734446j -0.00902788-0.00189558j 0.00586929-0.000379974j 0.0100955+0.00305582j -0.000223274-0.000853096j 0.0110421+7.14439e-05j 0.0064933+0.00394542j -0.00683473-0.00107274j 0.00669191+0.00307111j -0.00172444+0.00130591j 0.000804437+0.000795972j 0.0132821+0.00227016j -0.00141242-0.00119983j 0.00502746+0.00214387j -0.00511843-0.00103686j -0.0122004-0.00386093j -0.00444769-0.000259317j 0.0017278+0.000684053j -0.00101797-0.00124595j -0.00176084-0.00231842j 0.000808719-0.000380218j 0.00409092+0.00157984j -0.00335928-0.00127286j -0.00393971-0.00215784j 0.00326427+0.000383928j 0.00354196+0.00197617j -0.00191091-0.00109689j 
0.00619231-0.0021439j -0.00418643+0.00103939j 0.00884023+0.000312408j 0.00790415-0.0037058j -0.025164+0.00626574j -0.024207-0.0029492j -0.0352748+0.0360569j 0.0390652+0.00333929j -0.0172964-0.00398105j -0.0354246+0.0100359j -0.0350228-0.00222378j 0.0500461+0.00821021j -0.0571804+0.0252958j -0.00702553-0.0080983j -0.0364975+9.57935e-05j 0.0209528+0.0171583j -0.018583-0.0113728j -0.0342773-0.00368499j -0.0163987-0.00220596j 0.0226065+0.00953613j -0.0353941-0.00156177j -0.000851742+0.010395j 0.0114633+0.00337779j 0.0073094+0.00219895j -0.0138062-0.00026585j -0.00233218+0.00136817j 0.0115417+0.00258361j 0.00732395+0.00165929j -0.0172647-0.00478435j -0.000935166-0.00041414j -0.00599593-0.00272547j -0.000808519-0.00114407j 0.00394077+0.00213574j -0.0107939-0.000494955j 0.00626724+0.00131828j 0.00154895+0.000554211j -0.00307266-0.00162255j 0.00118484+0.00183798j -0.00156685-0.00116678j 0.0080977+0.00180012j -0.0011895-0.000139825j -0.00309587-0.000444561j -0.0035012-0.000817726j 0.00462127-0.000418051j -0.00761063-0.000243308j 0.00926356+0.000501431j 0.00342553+0.00275163j 0.0013553-0.000526776j 0.0100239-0.0016843j -0.00371133+0.0015182j -0.00903587-0.000878308j 0.00455163+0.00117015j -0.00568403-0.00119985j -0.000114314-0.000642796j -0.00144783-0.000408508j -0.00385569-0.000462078j 0.00292611+0.00201902j -0.00353+0.000251617j -0.00181798+9.21311e-05j 0.0023917+0.0012604j 0.00882249+0.00192192j 0.000154398+0.00103668j 0.000864369-0.000162262j -0.00293766-0.00129028j -0.00557205-0.000588281j 0.0011583-0.000388222j -0.00126232-0.000946488j 0.00105451-0.000577097j 0.000386933-0.00038383j -0.00537754-0.00267524j 
0.00529949-0.000872276j 0.00876768-0.00298663j -0.00192832-0.00213173j 0.00371916-0.00315479j 0.0301667+0.00265696j -0.0285335+0.0355966j 0.0447082+0.00307617j 0.0457242-0.0126708j 0.0434424-0.00911548j -0.0181647-0.00860569j -0.0102029-0.0239969j -0.0215182+0.0160675j -0.0478621+0.000231524j 0.0504684+0.000108496j 0.0267711+0.00987599j 0.0482272-0.00392688j -0.0184207+0.0033693j 0.0245321+0.0168688j 0.017626+0.00293789j 0.0251342+0.00112499j 0.00634181+0.00747846j 0.00669932+0.0116337j -0.01057+0.000510883j -0.00728665-0.000324752j 0.000705154+0.00352219j 0.0136237+0.00337356j 0.00116826-0.00288437j 0.000767983-0.00115025j 0.0011726+0.00229215j 0.0034204+0.00135232j -0.017487-0.000743492j -0.00509713-0.00207136j 0.00790696+0.00243708j 0.00238212-0.00120667j -0.000729354-0.000764213j -0.00539549+0.000718851j 0.00464971+0.00140927j 0.00561833+0.00177903j 0.00139437+0.00216038j -0.00462172-0.00102294j 0.00394693+0.000711408j 0.00988456+0.000773085j 0.00103355-0.00137215j -0.00530354+2.40268e-05j 0.00666078+0.00123177j 3.16004e-05-0.00118711j 0.000254238-0.00149109j 0.00141171+0.000548463j -0.0060039-0.00198336j 0.00644525+0.00101496j 0.000406083+0.000387735j 0.00358484+0.000274959j -0.011626-0.0024809j -0.00118115-0.00155334j 0.00321927+0.00113692j -0.00559789-0.00107874j -0.00662394-0.000882702j 0.000967626+7.90843e-05j 0.00484441+0.00162521j 0.00689532+0.0011024j 0.00330424+0.00027322j 0.00281964+0.000170033j 0.000494071+4.56359e-05j -0.00541603-0.00104831j 0.00583423+0.000813393j 0.00375631+0.000278232j -0.00522866-0.00214396j 0.00194119+0.000178798j -0.00458877-0.00244971j -0.000590889+0.000498176j 
-0.00300749+0.00192835j -0.00021858-0.000165393j 0.00946478-0.00198494j 0.0137255-0.00373502j 0.0374615-0.0436405j 0.0514251+0.00481345j -0.0229763+0.0108477j 0.0595923-0.00960488j -0.0130321+0.0185224j -0.0163926-0.0124287j 0.0337019-0.0229409j -0.00278465-0.00420923j -0.036979-0.0043652j -0.0184694-0.0228524j -0.0302423-0.00458551j -0.0171931-0.00619398j 0.00725246+0.00402059j 0.0486395+0.001206j 0.00700848+0.00024883j -0.00947699-0.00134905j 8.69197e-05+0.00174275j -0.00697742+0.00385031j -0.0052259+0.0021704j 0.0145933+0.00424713j -0.0125784+0.00122236j -0.0038469-0.00107191j -0.00364653-7.11496e-05j 0.002542-0.000344388j 0.00365934-7.12832e-05j -0.00310599-0.000379056j -0.00737871+0.000195228j -0.00934377+0.000440523j 0.0124103+0.000258028j -0.00396739-0.000381601j 0.00165418+0.000724038j 0.000586479+0.000308475j 0.00470422+0.000850749j 0.00793418-0.000616867j 0.00860843-0.000853426j -0.00655835-0.000186146j 0.00429343-0.00012615j -0.00843239-0.00078835j -0.000875264-6.39426e-05j 0.00405671+0.00055824j -0.000926001+4.68543e-06j 0.00630467+0.000770069j 0.00727738+0.00131969j -0.0021683+0.000267185j -0.000148026-0.000314961j 0.0055286+0.00168328j -0.00222716+0.000489155j 0.00806395+0.00148985j 0.000925928+0.000633591j -0.00572381-0.000451878j 0.0122746+0.00141888j -0.000150882-0.000675768j 0.0046176+0.000174002j 0.000559918+0.00049262j -0.00335529-0.0010801j -0.00212459+0.00107011j 0.003087+0.00160277j 0.00377794+0.000186637j 0.00122373-0.000582763j -0.000403204-0.000442026j 0.00426847+0.000635005j -0.00560353-0.00183241j -0.00617145-0.00204663j -0.00440234-0.00230554j 0.00132998+0.000483878j 0.000222081+3.59233e-05j 
-0.0101051+0.00249929j 0.00631757-0.00252069j 0.00314077-0.035665j -0.0606689+0.0144957j 0.05039-0.0135197j -0.0485063-0.000947183j -0.0761456-0.00301726j 0.0203168-0.0401561j 0.0109071+0.0105147j -0.00422038-0.00435668j -0.0476758-0.00135272j 0.0423642-0.000143816j -0.0113157-0.0148705j 0.016598+0.00652088j 0.00283078+0.00370297j -0.01679-0.00171041j -0.00440955+0.00118687j -0.00350864+0.000360841j 0.00308774-0.00189429j 0.000982618-0.000908166j -0.000230595-0.000295091j 0.00325321-5.92314e-05j -0.00470149-0.000135322j -0.0116067-0.00187101j -0.000908862+0.000546568j 0.0100849+0.000399763j 0.00537591-0.00142544j -0.000784994-0.00241818j 0.00324294+0.000932118j 0.00352248-0.000298049j 0.00355385+0.001123j 0.00277142+0.000877152j 0.00175009-0.000283867j -0.00442875+1.87555e-05j 0.00369878+7.29671e-05j 0.00550374-0.000875135j -0.00374527-0.00109501j 0.00435885+0.000383792j 0.00223866-0.000260923j 0.00214402-0.00138327j -0.00187215-0.00070052j -0.00109296+0.000292523j -0.00376803-0.000664381j 0.00177769-0.000809534j -0.000791195-0.000225933j -0.0063481-0.000479166j 0.00309137-0.000693047j -0.0039662-0.000272761j -0.00500957+0.000267445j -0.00103962-0.0012779j 0.00125198+0.000332239j -0.00373997+0.000141539j -0.00148132-0.00104626j -0.000909372+0.000251608j -0.000398282+0.000171224j 0.00504438+0.00126091j 0.00598225-1.29087e-05j 0.00474602-0.000536608j 0.00223312+0.000871296j 0.00355463-0.00173103j -0.00754386-0.00149117j -0.00347788-0.00047575j -0.00817315+0.000443352j -0.000705839-5.48351e-07j -0.00334826+0.000324592j 0.0027987+0.00224712j 0.00673834+0.00103655j 0.00171659+0.00142838j -0.000908796+0.000596327j 0.00472994+0.00229548j 
-0.00993946+0.00361344j -0.0130719+0.00224954j -0.0784165+0.0170845j -0.00520945+0.0462264j -0.0162778+0.0138955j 0.0138618-0.0243293j 0.028922-0.0269782j 0.0718159+0.00770132j 0.0220176+0.0110036j -0.000785304+0.0144972j -0.0186666+0.00739897j -0.0252564-0.0137384j -0.0313737-0.00251323j -0.00420402+0.00411634j 0.0231035-0.00103642j 0.00339504-0.00207229j 0.00162558+0.00262046j -0.014449-0.00198201j -0.00177605+0.00210975j -0.00473853+0.000156338j 0.010298-0.000302055j 0.000881842-0.00455019j 0.000220107-0.00218952j 0.000307609-0.000481478j 0.00684291-0.00172872j -0.00228566-0.000250476j -0.0039137-0.000170381j -0.00767206+0.00021734j 0.00103434+0.000934012j 0.00209984+0.000553178j 0.00769815-0.00172845j 0.0061652+0.00064188j -0.00892007-0.00106273j 0.00467315-0.00118161j -0.00362195-0.000151183j -0.00533589-0.00177259j -0.00111089+0.000740891j -0.00683916-0.00175953j -0.00240838-0.000538058j -0.0034153+0.000763953j -0.00332637-0.000219814j 0.00293848+0.000283956j -0.000853482+0.00114345j -0.00679287-0.0010872j -0.00261263-0.00112502j -0.00604238-0.000256538j 0.00126116-0.00112912j -0.000747128+0.000171155j -0.00136186+0.00147248j 0.0020658-1.54463e-05j 0.00471143-0.000763303j -0.00937227+2.06302e-05j 0.00474025+0.000375564j 0.00807272+0.00113558j -0.00157701+0.000291136j -0.00202796-0.00130601j -0.00039076-0.00126297j 0.000818783-0.00190684j -6.51879e-05-0.000931849j -0.00469666-0.00159507j -0.00415966+5.78978e-05j -0.0114197-0.00165004j -0.000872571+0.00110433j 0.00573662+0.000983443j 0.00664544+0.00287586j 0.00245707+0.00127752j 0.00238835-0.000394666j 0.00434209+0.00115225j 0.00661148+0.00302507j 9.03085e-05-0.000852112j 
