-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
0.0183555-0.0298641j 0.0147904+0.000565735j -0.0115983+0.000643256j -0.0100986-0.0105897j 0.0167956-0.00731292j -0.000263722+0.0109479j -0.00625898-0.00967705j 0.00989136+0.02987j -0.00131872-0.0133529j -0.0201782-0.00394251j 0.0128828-0.0102499j -0.00423318-0.0112305j 0.0080693+0.0171337j -0.00643665-0.000156771j -0.00607767-0.00159568j -0.00286473-0.00291208j -0.00448766+0.000546233j 0.00126312+0.00077861j 0.000782622+0.000733278j 0.00442469+0.00918189j -0.00163393-0.00787666j 0.00315025+0.00994301j -0.000993166-7.92185e-05j 0.00285606+0.00924487j -0.00600291-0.00361626j 0.00907968-0.00874984j -0.00316753+0.0160875j -0.00122041+0.00726727j -9.07737e-06+0.00660729j 0.0190622-0.00819818j -0.00476375+0.00447913j -0.0301302-0.00247652j 0.00173528+0.011511j -0.0246659+0.00458093j -0.0246883-0.035662j 0.0209944-0.0221927j -0.0219876+0.0119791j 0.0159753-0.0129318j -0.00688523-0.00619022j 0.0162611-0.00584265j 0.0111782-0.00738475j 0.00126334-0.00841201j -0.0071595-0.03177j -0.0239119-0.0175232j -0.0329838+0.00328617j 0.0218826+0.0124514j 0.0117294-0.0117823j -0.0124899-0.000801712j -0.0080727+0.0144264j -0.010291+0.0186325j -0.00611583+0.00172669j 0.00766737-0.00307008j -0.00704966+0.000529277j 0.00630833-0.0141865j 0.00576861-0.00999314j -0.00594425-0.00336399j 0.000381487+0.00852088j -0.00149512+0.00387418j -0.00137364+0.0128828j -0.00224389-0.000726405j 0.00083093-0.0102931j 0.00696523-0.00727265j -0.00901998+0.00288078j 4.04939e-05+0.00252647j 0.00136145+1.37775e-05j 0.00194252+0.00241858j 0.00602743+0.000829909j 0.00409505-0.000882098j 0.0113354-0.00188007j 
-0.00475753-0.0150011j 0.0206519+0.0232204j 0.00123221-0.0237296j 0.022274+0.00292917j -0.0056006+0.00494505j 0.000312626-0.00675163j 0.00173729+0.00425965j 0.00255053-0.0106038j -0.00102951+0.0037991j -0.00866741+0.00536835j -0.00617296+7.84123e-05j 0.0049001+0.000853355j 0.00595344-0.00187417j 0.000856292+0.00127911j -0.00277394-5.94879e-05j -0.00312899+0.000517705j 0.000292586-0.00270044j 0.00282632+0.000491768j -0.00165122+0.0067859j 0.00115203-0.000524822j -0.00029947-0.00367023j -0.0012184+0.00242035j -0.00412919-0.00219681j -0.00430832+0.000287873j 0.00342806+0.00159052j 0.00236974+0.00779851j -0.00594467-0.00205914j -0.00351292+0.000335047j -0.00533912-0.00479039j 0.00117966+0.0143515j -0.0440459-0.0344903j -0.00428944-0.0701533j -0.0747403+0.0106906j 0.0115641+0.00912691j -0.0242851+0.0400225j 9.09989e-05-0.00815209j -0.0192202+0.00286543j -0.0282074-0.0115745j 0.0166538-0.0395753j 0.0114862-0.0159574j -0.0445215+0.010763j 0.0112055+0.0121478j 0.0276134+0.0182698j -0.00324917-0.00175909j -0.00781655-0.0228308j 0.0106683+0.0194677j -0.00380378-0.0050293j -0.0354592+0.00419838j 0.0037832+0.00333369j -0.00727863-0.0328599j -0.018435-0.0221494j -0.0156254-0.016672j -0.00365066-0.000742119j -0.0200237-0.0100524j -0.00260737-0.0134047j -0.00267661+0.00305615j 0.00255878-0.0143715j 0.0165881+0.0284124j 0.0201452-0.00739903j -0.000788446-0.00619064j -0.0039279-0.00354389j 0.00691654-0.0167466j 0.0138633+0.00994555j 0.0105538-0.00992611j -0.00420838+0.00801564j -0.0141489-0.0131427j 0.00848661-0.00378707j -0.0145544+0.010202j -0.00739792-0.00482708j 
-0.0184485-0.0186651j -0.00475071-0.0154638j -0.0232496-0.00377329j 0.00248683-0.0196533j -0.00390863+0.0060805j -0.000106013-0.00423624j -0.0113271+0.00158016j -0.00270827+0.00544747j -0.000246615-0.00361359j -0.00682092+0.00194964j 0.00295013+0.000431921j -0.00560597-0.00408636j 0.00298661+0.00620791j 0.00251146-0.000322495j -0.0013959-0.00338317j -0.00328656-0.00164165j -0.00367063+0.00119691j 0.00254439-0.00304531j -0.00039553+0.000442879j 0.000488055-0.000135652j -0.00304053-0.00592196j 0.000371559+0.00101015j 0.000361643-0.00166123j 0.00368064+0.00318457j 0.00093771-0.00485132j 0.00456757+0.00136902j 0.000584731+0.00620062j 0.00528946+0.00357966j -0.00363569-0.000745874j 0.0320155+0.0281117j 0.000771257+0.0178656j -0.0690158+0.00169457j 0.00743986+0.065839j 0.0372825-0.0257188j 0.0165251+0.0270039j -0.0383383+0.0332225j -0.0035455-0.00440233j 0.00229511-0.000906156j 0.0296875+0.0314908j 0.0115921-0.0382872j -0.00302618-0.030539j -0.0282568-0.00314309j 0.00395611+0.0321833j 0.00681419+0.00344275j 0.0525341+0.00495932j -0.010857+0.0112665j 0.0126711+0.00283608j -0.0233012-0.0257104j 0.0014655-0.00105893j -0.011996-0.0279606j 0.0207651-0.00442865j 0.0100444-0.0119953j 0.0186464+0.00912508j 0.00860194-0.00975439j -0.00263989-0.00917235j -0.00769837-0.00215237j 0.00172762+0.00376916j -0.0131059+0.0028451j -0.00338326+0.0150885j 0.00755923+0.00527521j -0.00818882+0.000681294j 0.00624985+0.0133752j -0.0136555+0.00824994j 0.00913068+0.00242959j -0.00351148-0.00662283j 0.00735157+4.1272e-05j 0.0126648+0.0140162j -0.0072001-0.00652151j 0.0120519-0.00989772j 
-0.000904886-0.00736298j -0.000650963+0.000926457j -0.00431195-0.00794065j 0.00501911+0.000594602j -0.00159548+0.00198199j -0.000508084+0.00227555j 0.00019256+0.00298586j -0.00111364-0.00201411j -0.00185015-0.000259253j -0.000942868-2.45354e-05j -0.00219914+0.00232164j 0.000642404-0.000474186j 0.000273127+0.000445735j 0.00150975+0.000550327j -0.000983694-0.00114807j -0.00208327-0.0012401j 0.00122901+0.00273901j 0.00321298-0.00147141j 0.00209033+0.000934784j -0.00301392+0.000141837j 0.0019125+6.05382e-05j -0.00101961-0.00244895j 0.00161128-0.00336037j -0.000637178+0.00267828j -4.81286e-05-0.00154867j 0.00226429+0.000940078j 0.000290261+0.00316526j 5.37928e-06+0.00188809j 5.14165e-05-0.00231646j -0.00345403+0.00859213j 0.000286808-0.0099246j -0.00988119-0.021173j -0.0146425+0.000913537j 0.00533052-0.00701501j 0.00478237-0.00638432j 0.00451996+0.0131242j -0.00404497-0.0170122j 0.000799193-0.0088189j -0.00740623-0.00378219j 0.00462026-0.00603534j -0.0121136-0.0142374j -0.00292395+0.0116561j 0.000450181-0.00586283j 0.00400719+0.000440456j 0.0063327+0.00911857j 0.00854286+0.010928j 0.00229199-0.00360892j -0.0154539+0.0145913j 0.00496127-0.00110625j 0.00441211+0.00378647j -0.0134515-0.00748341j 0.0119596+0.00268619j 0.00996816-0.0137015j -0.00239802+0.00371469j -0.00650293+0.00809098j 0.0129431+0.00431111j 0.00658104-0.00301659j -0.0301794-0.00358949j -0.00265002+0.0110274j -0.00798927+0.000566545j 0.00944124-0.0302919j 0.0112615-0.0051521j -0.0162342-0.00498928j 0.0116785+0.00693251j 0.000810934+0.000292045j 0.0401529-0.0104915j -0.00703975-0.0373909j 0.0124926-0.0152237j 0.00167116-0.0150735j 
-0.00108382+0.00104635j 0.000951068+0.00804798j 0.00625229+0.00138832j 0.00429543+0.00574974j -0.0031219+0.000730642j -0.000977287-0.00427734j 0.00262886+0.0029785j 0.000344796+0.00211909j -0.00341864-0.00110938j -0.000333439-0.00232739j 0.00131173+0.00304829j 0.00196566+0.000230967j 0.001003+0.000962944j -0.000391331-0.000286941j -0.00046443+0.00061205j -0.000286507-4.89579e-05j 0.00240333+0.000853596j 0.000140995-0.000557969j 0.000349976-0.00281271j 0.00198825+0.00148288j 0.000991643+0.00116649j -0.00248-0.00149475j -0.00141534-0.000873711j 0.00196646-0.000954334j 0.000450964+0.0017892j -0.000609981+0.00386717j -0.00112462-0.00191976j -0.000148886-0.00193593j 0.0006451-0.00196113j 0.00169115-0.00841232j 0.00233682-0.0106943j 0.0145779+0.000986093j -0.01307-0.0189383j 0.00774297+0.00335551j -0.00124953+0.01913j 0.00252159+0.00886425j 0.00333596+0.00116171j 0.00157324+0.00383238j -0.0012832-0.0181513j -0.000594301-0.00888982j -0.00833761+0.00149645j 0.00571396+0.000811548j 0.0030584-0.000903536j 0.00459543-0.00180554j -0.000480841+0.0118176j 0.0114409-0.0131271j 0.00300644-0.000264268j 0.00266541+0.011458j 0.00355822+0.00622153j -0.0147818+0.00267603j -0.00812207+0.0172197j -0.0056417-0.0123665j -0.00910147-0.0136697j -0.00226454+0.000222464j -0.00150709+0.00646771j -0.0113896-0.0167928j -0.00446552+0.00736723j 0.0073114+0.00901674j 0.017141+0.0173266j -0.0165895+0.0100415j -0.0271007+0.0104449j 0.0231654+0.00265188j 0.0133516-0.000507453j 0.0100244+0.00238483j -0.00674406-0.00880063j 0.0113696+0.0367446j 0.0436838-0.0167454j 0.000428438+0.0167754j 0.00976521-0.0146949j 
-0.000994825+0.00899356j 0.00308348-0.00292041j 0.00790942+0.00650732j -0.00466745+0.00205089j 0.00126815-0.00305978j 0.000963673-0.000571522j 0.00356941-0.00144263j -0.00102192+0.00380746j 0.000854983-0.00220804j 0.000518353+8.91656e-05j 0.00429073+0.00214885j -0.000935306+0.00405394j -0.00107432-0.00171925j -0.00373427-0.000683933j -0.000722753-0.00241952j 0.00237966-0.00114003j 0.000646678-0.00506567j -0.00620216+0.000271268j -0.000954871-0.00255144j 0.00900108+0.00310936j -0.00736861-0.000188809j -0.0032755+0.0011763j -0.00972348-0.00689987j 0.00701881-0.00945634j -0.00592827+0.00696699j -0.00428186+0.000677619j 0.00344066-0.00138384j -0.000454667+0.0103254j -0.00624086+0.00103975j -0.01157-0.0120946j 0.00111849-0.00538221j 0.0118579+0.0125341j 0.011501-0.00269197j 0.00357391+0.00184791j -0.00296324+0.00332835j 0.00433042-0.0158337j -0.00310589-0.00247453j -0.00367443+0.00124812j -0.00590526-0.00580447j 0.00609077+0.010067j -0.00391923+0.00472406j 0.00849428-0.00592648j 0.00102621-0.00181464j -0.000105532-0.00297504j -0.00565522-0.00691576j -0.0114929-0.00848811j 0.00619381-0.0038879j -6.60783e-05+0.005314j -0.00186713-0.00326014j -0.000126927-0.0156636j 0.00315992+0.00903576j -0.0181152-0.00101385j -0.00716253-0.011488j -0.0287191-0.000548479j -0.00799037+0.00131804j -0.0213401+0.00363864j -0.000977832-0.00704187j 0.0127001+0.0149891j 0.0174393-0.00612149j 0.00406008+0.0149684j -0.0293182+0.00931866j 0.0123026+0.0100474j -0.00337507-0.0052931j 0.0177249-0.0110423j 0.00781036+0.00511966j 0.00203586+0.0210421j 0.0217074+0.00373084j -0.00188412+0.0265598j 0.0254546+0.0224939j 
0.00302592-0.00331774j 0.00404552-0.00632176j -0.00520647+0.00369246j -0.0088932-0.00383927j 0.0109868-0.00485047j 0.00079561+0.00653728j -0.00340243-0.00114891j 0.000175399+0.000269607j 0.0101207+0.00227488j -0.000774095+0.00186796j 0.00412303-0.00318871j -0.0045381+0.00275754j -0.00411868-0.00104532j 0.00186996+0.00450751j 0.000269939+0.00396257j 0.00041211-0.000421602j -0.00275138-0.00208899j -0.00564735-0.000940744j -0.0106317+0.00607248j -0.0023045-0.00317486j -0.000690732+0.000880955j 0.0015895+0.00613261j -0.00107291+0.00377145j -0.00873418-0.013821j 0.000452577-0.00978863j 0.00676453-0.00137163j 0.000163717-0.00533572j -0.00856751+0.00289189j 0.000423717-0.0139107j 0.00201881-0.0109922j 0.0129378+0.0132681j -0.0161827-0.000724601j 0.00662785+0.0164674j -0.00130526+0.0106753j -0.0054013-0.00630544j 0.00132413-0.00400157j 0.00407885-0.0103699j -0.0047577+0.00244668j 0.00935489-0.000260515j -0.00242259+0.00712606j 0.0201598-0.00989675j -0.0106119+0.00217743j -0.00920527+0.00463871j 0.0010709+0.00820325j -0.0146778+0.00870498j -0.0158996+0.002703j -0.0100846-0.00381379j -0.000380291+0.00129119j -0.00350711-0.00529235j -0.000277938+0.0217318j 0.00210367+0.00804538j 0.0006942+0.0103829j -0.01203+0.00257113j -0.016327+0.01158j -0.00902812-0.00200706j 0.00278801+0.0121118j -0.00472519+0.0070625j 0.02142-0.00206862j 0.0166428-0.0206186j 0.0111223-0.0048894j 0.0122685+0.0221043j -0.00617976-0.00836364j 0.0100601-0.00575533j 0.00978124-0.0020421j -0.00522293+0.0124602j -0.0197067-0.00139976j 0.0103299+0.0183555j -0.0308309-0.0292301j -0.00536126+0.0316434j 
0.00328391-0.000669624j -0.00208282+0.00438371j -0.000711282-0.00169903j 0.00170808-0.000657813j -0.00225139+0.0039496j -0.00442589-0.00137864j -0.000863832+0.000936621j 0.00183761-0.0013629j -0.00156039+0.00237327j -0.00196413-0.000162989j -0.00392091-0.00229063j 0.000518321-0.00466589j 0.0020805+0.00327869j 0.00267406-0.00115604j -5.01229e-05+0.00219906j -0.00263725+0.00206724j -0.00138385+0.00761429j 0.00688628-0.0015842j 0.00169044+0.0020121j -0.00938252-0.000966244j 0.00499806+0.00136149j 0.00160741-0.00119943j 0.00870332+0.00634543j -0.00666889+0.00464859j 0.00173246-0.00558745j 0.00201942-0.00502394j 0.000423736-0.00205348j -0.000869033-0.0131614j 0.00759617-0.00168448j 0.00894708-0.000366521j 6.12019e-05+0.00575165j 0.00631554-0.00489449j -0.00722814-0.00924992j -0.00117973+0.00186805j 0.00500911-0.00171749j 0.00528729+0.01053j 0.00651497+0.00135702j 0.0036636-0.000830637j -0.00244148-0.00358262j 0.00201623-0.00296376j 0.000780023+0.00482396j -0.00493755-0.00282911j 0.000930447+0.00573939j 0.000675703+0.00978976j 0.00482927+0.00662632j -0.00058926-0.00419036j -0.00387061+0.00260618j -0.00670316-0.00364451j -0.000485544-0.00435025j -0.00889276-0.00170583j -0.00672035+0.0043715j 0.00687189-0.00569673j 0.00269561-0.00262878j 0.00101496-0.00113558j -0.00592347+0.00618897j 0.00922387+0.000357678j -0.000678659+0.0156917j 0.0101031-0.00998661j -0.0114464-0.0094188j 0.0150522-0.0173424j 0.0180362-0.0116637j -0.00569528+0.0141971j 6.05784e-05-0.0139268j 0.000902554-0.0103049j 0.00391616+0.0062072j -0.0142333+0.000547547j -0.00984693+0.00577582j 0.00194559-0.0171517j -0.0255273-0.0208154j 
0.000726911-0.00181634j 0.00412739+0.00305864j 0.00437939-0.00340652j 0.00136679+0.000803011j -0.000179139+0.00200227j -0.00196691+0.000290861j 0.00352223-0.000829944j 0.00218613-0.00220292j -0.00138823+0.00266547j -0.00220712-0.00146829j -0.000360185-0.000486741j 0.00191467-0.000772683j 0.00259449-0.000537635j -5.35207e-05-0.00079694j -0.000331788-2.75796e-05j -0.00128076+0.000774462j -0.000829676+0.000257834j 0.000887752-0.000656825j -0.00426478+0.00191381j -0.00308647-0.000254125j 0.00266186-0.0027076j -0.000517785+0.00125552j -0.00221705-0.000189389j -0.000730176-0.00599526j 0.00198071-0.00534689j 0.0056535-0.00203713j 0.000842724-0.0022063j -0.00423446-0.000906898j 0.00118156-0.00651819j -0.0036738-0.00238199j -0.000269976-0.00933187j 0.00943581-0.0102261j -0.00866748-0.00549075j -4.93537e-05-0.00424164j 0.0017099-0.0057341j 0.0131689-0.000222339j 0.00630317-0.00372525j 0.00440532-0.0119746j -0.00777617-0.00146601j -0.00536545+0.00460354j -0.0138729+0.00212211j 0.00369873+0.00636729j 0.0113722-0.00352786j -0.00527245+0.00487872j 0.0205148-0.0156234j 0.00415334-0.0135751j 0.00807659+0.00165756j -0.00375492-0.00756366j 0.00476633-0.00378684j 0.0102882+0.00265641j -0.00171211-0.00454954j 0.00401684-0.00168015j 0.0125746-0.00781776j 0.0169854-0.00200808j -0.00210977+0.00735325j 0.0099779-0.00528794j -0.0186053-0.00299246j -0.0174901+0.00958481j 0.00802522-0.012929j 0.0378129+0.0157137j 0.0109332+0.012333j -0.0114329-0.00404128j -0.00399108+0.0247347j -0.0277378-0.0175219j -0.0118143-0.0188162j -0.0135997+0.00915506j 0.00201257-0.0052555j -0.0173089-0.00495463j -0.000188725+0.0109149j 
0.00554412+0.00761896j -0.00395352-0.0063174j -0.00294761+0.00262763j -0.0065992-0.00930328j -0.00073569+0.00431379j -0.00358179+0.00346412j 0.000806768-0.00330608j -0.00313319+0.000485021j 0.000423805-0.000517874j -0.00240006+0.00193011j -0.000117323+0.000993763j -0.00312225-0.00136977j -0.00053043+0.00123466j -0.00130413-0.000772383j -0.00149602-0.00284838j 7.30059e-05-0.000303649j -0.0045392+0.00442686j -0.00304057-0.00391021j 0.00343121-0.00242379j -0.00164522-0.000446985j -0.0126396+0.00038449j -0.00395486+0.00693824j -8.56975e-05-0.00149099j 0.0102364-0.00571605j -0.00626267-0.001795j -0.00633731-0.0110018j 0.00737338+0.000685379j -0.00500635-0.00594326j 0.00507605-0.000275579j -0.0084965+0.00343321j -0.00156498+0.000791682j 0.00886528+0.00358593j 0.00802754-0.00346403j 0.00159341+0.00547164j -0.00554458-0.0159212j 0.0107188-0.00448382j 0.00576406+0.00190457j 0.00634481-0.00818124j 0.0014291+0.00700253j 0.00746042+0.0237281j -0.00338266+0.00874809j 0.0004507-8.54299e-05j -0.00232098-0.00390649j -0.00923204+0.0127118j -0.00594085-0.013576j -0.00695994-0.00540168j 0.00433848-0.00954233j -0.00599211+0.00531825j -0.00487326-0.00874186j -0.00240539+0.00279404j -0.00546817-0.00142762j -0.00341039-0.00296139j -0.0110894-0.0073611j 0.0114908+0.00866101j 0.00555015-0.00966915j 0.00653139-0.002504j 0.00475757+0.0120623j 0.00940499+0.00686393j 0.00056721-0.00320052j 0.0153581-0.0037804j 0.0174214-0.00505313j -0.00298618+0.00631735j -0.00658945-0.00119214j -0.00630711-0.0082451j -0.0042829-0.00330038j -0.00213106+0.0073146j -0.00825304+0.0135247j -0.0123397-0.00408515j 0.0029052+0.0148083j 
-0.00100815-0.00305763j -0.00677782-0.00798561j -0.00706526-0.00606022j -0.00193711+0.00224995j 0.00944494-0.0086393j 0.00225228+0.00932623j -0.00409816+0.00591894j 0.000981188+0.00437529j 0.00867814-0.00392288j 0.00561542+0.00310464j 0.00562362+0.00217132j -0.00680203+0.00381221j -0.00769055+0.00087475j 0.00149272+0.00466106j -0.00085805+0.00458769j 0.00123641-0.000589622j -0.00931094-0.00266495j -0.00748417-0.00305862j -0.000421216+0.00386315j 0.00470274-0.00493638j -0.0108902+0.00843524j -0.00114185+0.00172406j -0.00940991-0.000452755j -0.0151256-0.0133015j 0.00107158-0.00129882j 0.00346981+0.00410286j 0.00233484+0.00420452j 0.000769474+0.00708464j 0.00624318+0.00317529j -0.0031979-0.004294j 0.00469096-0.00230915j -0.00650486+0.00345081j 0.00076059+0.00563505j -0.00237488+0.00230502j -0.00834924-0.00815712j 0.00473367-0.000776461j -0.00399573+0.00509166j 0.00331841+0.00118015j 0.00525419+0.00873077j -0.00116235-0.00257401j 0.00155017+0.00382944j -0.0042605-0.00105101j -0.00208007-0.0028055j 0.000563529-0.00321695j -0.00620887+0.000342712j -0.00239848+0.00654108j -0.0025734-0.00527291j -0.00300074+0.00646736j -0.00108503-0.00365442j -0.0181422-0.000146202j 0.00673307+0.00426424j -0.00589795-0.000298075j -0.0169759+0.0010733j -0.0129962+0.00980885j -0.0042739+0.00143611j -0.00585444+0.0022509j 0.0120255+0.0130867j 0.00562267-0.0087772j -0.0136948+0.00471058j -0.014598-0.0172338j -0.00477141-0.0134193j 0.0163729+0.00960257j -0.014138-0.017705j 0.0171626-0.00816553j 0.0118025+0.0085023j 0.00619163-0.00411278j -0.00243994+0.00951044j -0.000515072-0.0132801j -0.0173587-0.0101631j 
0.00770966+0.00900856j -0.00145658-0.00205331j 0.000541608-0.00235939j -0.00300873-0.00690061j -0.00257198-0.00488355j 0.00122572+0.002176j 0.0032822-0.00536313j 0.00527037-0.00416766j -0.00217899+0.000230811j 0.00313305-0.00386839j 0.00546743-0.00161819j -0.00529856+0.00540171j 0.00332686-0.00469545j -0.00531133+0.00232183j -0.0035504-0.00307349j 0.00163621-0.00109712j -0.00705783-0.00458524j -0.00664824-0.0019187j -0.000205035-0.00836381j 0.00735557-0.00536379j -0.0142772-0.000782091j -0.000199963-0.00164629j -0.009996-0.00822844j 0.0187201-0.0102711j 0.00240862+0.0159102j -0.00869309-0.00327094j 0.0072238+0.00353887j -0.0125715+0.00454847j -0.00492481+0.00656716j 0.000673869+0.00275296j -0.000252536-0.00706441j 0.00204766+0.0051579j 0.00152633-0.00516229j 0.00380488+0.0037688j -0.0005957+0.0072969j -0.000741962-8.74558e-05j 0.00377427-0.00414832j -0.000478234+0.00250077j -0.00273186-0.00428814j -0.00687907+0.000736422j -0.00136723-0.00589637j 0.00174438-7.34482e-05j 0.000573519-0.0015804j 0.000646317-0.00437321j 0.00457347-0.00247236j 0.000644238-0.00169482j -0.000160014-0.00480587j 0.00299664+0.00016001j -0.000385677+0.00812975j 0.00357108-0.00165793j -0.00711246+0.00287756j 0.00266816+0.00324862j -0.00491862-0.00761383j -0.00540985-0.0112012j 0.00339134-0.007006j -0.00718256+0.00238834j -0.0136484+0.00383346j 0.00267811-0.010583j -0.0100991-0.00550501j 0.00450953-0.0156398j 0.00583037+0.00778306j 9.31452e-05+0.00460558j 0.0026829-0.00812894j 0.00268551-0.00495293j 0.00669445+0.0109651j -0.00547817+0.00806131j 0.0101217+0.00284466j -0.0115005-0.00890642j -0.00374088+0.0029177j 
-0.00179816+0.00129295j -0.00521066-0.00612083j 0.00011542-0.00525979j -0.00186061+0.0041671j 0.00407343-0.00475941j -0.00246091+0.00460992j -0.00263374+0.00408561j -0.00274503+0.00507978j 0.0025283-0.00108676j -0.0021799+0.00298809j -0.00161864+0.00506947j 0.000599831-0.00399663j -0.00324161+0.00430927j 0.00268129+0.000168063j -0.00329058-0.000689066j -0.00489262+0.00125796j -0.00849137+0.0014231j 0.00455865+0.00334714j -0.000726984+0.00879156j -0.00807381+0.00530682j -0.00313893-0.000646085j -0.000468481+0.00278973j -0.0124358+0.00826747j -0.0127243-0.0210723j -0.00100579-0.0193535j 0.0158522-0.00644452j 0.00661477-0.000864239j -0.0109542+0.00428542j 0.0185661-0.0134988j -0.00124856-0.00604702j -0.00683923-0.00237178j 0.0090162+0.00575019j -0.000857542-0.000275507j 0.00323997+0.0018563j 0.00472587+0.00671356j 0.00211587-0.00349885j 0.00743942-0.000232486j 0.000415132-0.00289841j -0.00307957-0.00228965j 0.000740415+0.00934178j -0.00216636+0.00500485j 0.00190429-0.00229535j -0.000410129+0.000987699j -0.00440658+0.00789966j 0.00363374-0.00795637j -0.00321114-0.00698806j -0.00422678-0.00210518j 0.000428954-0.0095118j -0.0012167+0.00417286j 0.0111705-0.00492991j -0.00758887-0.00138052j 0.00837163+0.00159119j 0.00425301+0.00139576j 0.00747512-0.00854426j -0.00147884-0.00366291j 0.00206824-0.0089593j -0.0105495-0.00485487j -0.0141375+0.00612521j 0.00283056-0.000711407j 0.0044903+0.00399613j -0.00566827-0.00606061j -0.0136817+0.00160394j 0.00347695+0.0100975j -0.016941+0.00662806j -0.00788671-0.00231403j -0.0139703+0.00312104j -0.00753218+0.00254475j 0.00638385+0.0120229j 0.00277919-0.00365265j 
0.001722+0.00307043j 0.000496205-0.000938223j 0.000443138-0.00660728j 0.00207538-0.000203051j -0.00146693-0.00543291j 0.00261393+0.00232539j 0.00144683+0.000148347j 0.00379058-0.00187029j -0.000886745+0.000148951j 0.00498341-0.0006046j 9.48329e-05-0.000634196j -0.00260219+0.00318928j 0.00142761-0.00199049j -0.00252589+0.000880713j -0.000358615+0.000307086j 0.00258409-0.00184432j -0.00647282-0.0057424j 0.00194802+0.00176664j -0.000901902-0.00084116j 0.00387127-0.00501855j -0.000941988-0.00319234j 0.00406037-0.00383254j -0.0137761-0.00462473j 0.0102926-0.0131624j 0.00795483+0.00805823j 0.00803779+0.000627454j 0.00407889+0.00656017j -0.0146985+0.0142827j -0.00535879+0.00185858j 0.0076128+0.00202486j -0.00310529-0.00613614j -0.0046863+0.00185719j -0.00467045-0.000480154j -0.00143501-0.00622508j 0.00544914+0.0063132j -0.00145968+0.00581295j -0.00540715+0.00145516j -0.00515994+0.00271761j -0.00213557-0.00701375j 0.00275761-0.00728719j 0.0007418-0.00407874j 0.000127251-0.000912967j 0.000938043+0.00567795j -0.00034712+0.00519111j -0.000301407+0.00997537j 0.000761112-0.00380733j 0.00477222+0.00758678j 0.00252233-0.00658059j 0.00664174-0.00655961j 0.00255317+0.000517263j 0.00535325-0.0039145j -0.00295672+0.00163236j 0.0148043-5.22432e-05j 0.00732363-0.00074954j -0.00686833+0.00283105j 0.0120101-0.00487545j 0.00666206-0.00528627j -0.0058088+0.00320623j -0.00106075+0.00268566j -0.0104544+0.00903864j 0.00733524-0.0055414j -0.009576-0.00230016j 0.0089934+0.00922839j -0.00725188+0.00223131j -0.00254543-0.00816769j -0.00651177+0.000591955j -6.36613e-05-0.00880272j 0.00644815-0.00106113j -0.00319234-0.00892827j 
