-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
0.00406269+0.000635449j -0.00332729-0.00531402j -0.00207905+0.00815742j 0.00575036+0.00210495j -0.0026588+0.0026319j -0.00324285+0.000263773j -0.00485368+0.00712022j 0.00552382+1.07226e-05j -0.0117992+0.0110088j 0.00499196+0.000423576j 0.00388547+0.00437463j 0.00275198+0.000655204j -0.00223973-0.00261314j 0.00105127+0.00276124j 0.00200936+0.00215024j 9.43949e-05-0.00808603j 0.00183827-0.00618657j -0.0035012-0.00910971j 0.000316988+0.0112491j 0.00487557+0.002266j -0.00709624-0.00778924j 0.0126679-0.00126634j -0.00395684+0.00783817j -0.0143221+0.000278864j -0.000167856+0.00190814j 0.00180006-0.0111328j -2.24419e-05-0.00153876j -0.00211555-0.00826459j 0.00145998-0.000902875j -0.00429973+0.00121294j -0.00949499+0.00700084j 0.0040529-0.00286313j -0.0010996+0.00148243j 0.00281117-0.00134292j -0.00582082-0.000219131j -0.000562045+0.000266946j -0.00227553-0.00488745j -0.00299883+0.000955618j 0.00425783+0.00247688j -0.00306186+0.00108945j 0.000688803-0.00466055j 0.000423759-0.00410871j -0.00276151-0.00166846j -0.00191425-0.00053105j -0.00258426-0.00434067j 0.00774542-0.00492033j -0.00411666+0.00097357j 0.00038804+0.00450995j -0.000858827+0.00797054j 0.00721878+0.00306094j -0.000819399-0.0086518j 0.00409739-0.00233946j 0.00545769+0.00576774j -0.0102393+0.00554799j 0.00296055-0.00612882j 0.00047582-0.0122442j -6.41924e-06+0.00918408j -0.00614203-0.0133201j 0.000188799+0.00921216j -0.00860961+0.0108708j 0.00513596+0.0092711j 0.00516026+0.00163946j 0.0152819+0.00250874j 0.00464654+0.00168167j -0.00668429+0.0121167j -0.00104843+0.000277384j 0.00748133+0.00084328j 0.00519752+0.0036264j -0.0056312-0.00139596j 0.00916231-0.00460629j -0.00424525-0.00570955j -0.00188679-0.004125j -0.00883582-0.000564464j 0.000918056+0.000235054j 0.00408215+0.00596312j -0.0017045+0.00304444j -0.00335031-0.00912423j 0.0051876+0.00527179j -0.00392362-0.00157081j -0.00207307+0.00884916j -0.00241771-0.00352043j 0.00238162+0.00229406j -0.00763277+0.00445301j -0.00440316-0.00809213j -0.00221428-0.00287169j 0.00102909-0.00220806j 0.000816675+0.0109694j 0.00211796-0.00287823j 0.0057515+0.000169517j 0.00366249+0.00171215j 0.00370315-0.00176179j 0.000963026+0.00133627j 
-0.000251211-0.00173598j 0.0025695+0.000244653j 0.000393624-0.00427405j -0.0071296-0.00164747j 0.00467026+0.00102061j 0.00365614+0.00203315j 0.00296953-0.000971283j -0.0062274-0.0060258j -0.00163831-0.0122355j -0.00335704-0.00901286j 0.00740405-0.00283106j 0.00461979+0.0107832j -0.00130167-0.0136744j 0.00434126+0.00752908j -0.00281537+0.0125292j -0.00137592-0.00917124j -0.0140355-0.013806j 0.00521011-0.00661485j 0.00396198-0.0085308j -0.00177158+0.00194919j 7.91472e-05+0.0076485j 0.00509517+0.000795652j -0.0131219+0.00509314j -0.00127989-0.000809888j -0.000993799-0.00762027j -0.00178301+0.0042141j -0.0028912-0.00586361j -0.0073581-0.000933106j 0.00244196+0.00196341j -0.0143863-0.00207517j -0.00546013+0.000242177j 3.30798e-05+0.00060707j 0.00436659+0.00776714j 0.00219305+0.000704735j 0.00904896+0.00170703j 0.00180441+5.91046e-05j 0.000848356+0.000835164j 0.00247062+0.000752215j 0.00296343-0.000315898j 0.000297061-0.000917478j -0.0031343+0.000375584j 0.00240831+0.000517163j 0.00134825+0.000931704j 0.00121185-0.00182669j 0.000395455+0.000977339j -0.00248539-0.0025622j -0.00112797-0.00506656j -0.00166364-0.00338076j -0.0080278+0.00105286j 0.0043977+0.0126257j -0.0021438+0.00378767j -0.0034325-0.0043737j -0.00158278+0.0019625j 0.00586082+0.00551453j -0.00413853-0.00206097j 0.00042707-0.00121473j 0.000580228-0.0152356j 0.0103186+0.000975102j -0.00134271+0.00460056j 0.0040573-0.00228703j -0.0122204+0.00172354j -0.0084997+0.00119993j 0.00388627+0.00845858j -0.00295962-0.00241124j 0.00525212-0.00811066j -0.00216523+0.00510213j -4.4642e-05-0.000124484j 0.002+0.00368685j -0.0064369-0.00103847j 0.00261058+0.000278694j 0.00055845-0.00447177j -0.00154913+0.000318361j 0.00103375-0.00269997j -0.00269087-0.00179089j 3.34737e-05+0.000456935j 0.00155429-0.000500018j 0.00535245+0.000606658j -0.00553445+0.00329229j -0.000778668-0.00184624j -0.000728359+0.00254141j 0.000726392+0.00209068j -0.0034195-0.00340003j -0.000568346-0.00110682j -0.00183944-0.00422142j -0.00145874-0.00351202j 0.00111097+0.00066693j 0.00335919+0.0048015j -0.000570948-0.000665368j 0.00127+0.00251719j -0.00067177-0.00251214j 0.000167385-0.00194518j 8.17354e-05+0.00225709j 
-0.0022159+0.000236072j 0.00059658+0.0028912j -0.00128655-0.000461943j -0.00196194-0.00244948j -0.00234244-0.00672346j 0.00129783-0.000253678j -0.00426943+0.00175962j -0.000628873-0.00697121j -0.00805953-0.0078203j -0.00581826+0.0119716j -0.00251393-0.00583246j 0.00554689-0.00673288j 0.00765716-0.00481408j 0.0101539-0.00231436j -0.00447415+0.00516745j 0.00758482-0.00562455j -0.016381-0.0100746j -0.0128387+0.00646185j 0.000875124-0.00887795j 0.00197426-0.0052596j -0.00296558+0.000129399j -0.00456362-0.000258044j -0.0062-0.00877191j 0.0025214-0.000630471j -0.000216215-0.00498514j 0.00265034-0.0033357j -0.00524931+0.0067937j 0.00148476+0.00483239j -0.000783631-0.00273018j -0.000558478-0.00179595j -0.00364774-0.000751485j -0.00146786-0.00026337j 0.000207686+0.00578307j 0.000789601+0.0040724j 0.00119672-0.00601249j -0.00175144+0.00229062j -0.00194146-0.000348038j -0.00276931+0.00269231j -0.00145339-0.00110194j -7.36141e-05-0.00200785j 0.000215733-0.00036391j -0.00228803-0.00341875j -0.00216033-0.00290922j -0.00407091-0.000897349j -0.00154636+7.5468e-05j -0.00469497-0.000520881j 0.00333445-0.00530861j -0.000295868-0.00027639j 0.00582058+0.00232799j -0.00976532+0.00284815j 0.00112834-0.000770354j 0.00192743+0.00346776j 0.00203846+0.00713818j -0.00320663-0.00790811j -0.00456358+0.00851555j 0.00113264-0.000669299j -0.021902+0.00338083j -0.00580958-0.0012715j -0.0046829-0.00232755j -0.0107998-0.00108841j -0.000472427+0.00851029j -0.00407668+0.00687161j 0.00659795+0.00650602j 0.000267225+0.00237956j 0.00351416-0.0139062j 0.00395808-0.0033292j -0.00243071-1.54289e-05j 0.00599328-0.00649626j 0.00247347+0.0024454j -0.00230687+0.00443636j 0.00258479-0.00266066j 0.00667676+0.0015093j 0.00030007-0.00110804j -0.00522875+0.00316637j -0.000139442-0.00776243j 0.00156578+0.00449864j -0.0018276+0.00127356j 0.0041506+0.00377086j -0.000814448-0.00286885j -0.00124799-0.000946351j 0.000414078-2.49651e-05j 0.00265572+0.00293968j 0.00887439-0.00157121j 0.0036711+0.00168833j -0.00201312-0.000904995j -0.00370059-0.00281721j 0.00290431-0.00426805j 0.00172587+0.00110523j -0.00228232+0.00600817j 0.000852403+0.000412154j 0.00148509-0.00262816j 0.000588605+0.00148501j 
-0.0031819-0.000305355j 0.0014868-0.00205925j -0.00116526+0.000351414j -0.00233822-0.00200814j -0.000258315+0.00276232j 5.83054e-05-0.00169345j 0.00340778+0.00576801j -0.00278927+0.00131248j -0.00150638+0.00367225j 0.00197118-0.00240264j 0.00416256-0.00322477j -0.00132836+0.00247899j 0.00586825+0.0106017j -0.000261031-0.00217613j 0.00596586-0.00835794j -0.00513184+0.00554124j 0.0124716+0.00239885j -0.00374159+0.00692057j -0.00368982-0.00337487j -0.00415776+0.000350997j 0.00563227+0.0063453j -0.00805526-0.000463327j -0.00904532-0.0051906j -0.00511812+0.0116661j 0.00188137+0.00774976j 0.00399995-0.00941584j -0.00819791+0.00370879j -0.0013546-0.003985j -0.00526513-0.00473501j -0.00102625-0.00322831j -0.00151481+0.00563079j 0.00630435+0.00373945j 0.00186438+0.00165734j -0.00078066-0.00108096j -0.000784668-0.00231409j -0.00109776+0.00221002j 2.58921e-05+0.00274169j -8.68851e-05-0.00226986j 0.00224782-0.00054374j -0.0022408+0.00208569j 0.00497195-0.000177393j 0.000842909-0.00207997j -2.80453e-05-0.000567293j -0.00241639+0.00104028j -0.000278686+0.00176546j 0.000856403+0.000922278j -0.0024206+0.00510722j -0.00533183+0.00638164j -0.00462877+0.00515005j 0.00377399+0.00145098j -0.00641369+0.00525614j -0.00242237-0.00657548j -0.00739853-0.00447231j 0.00441799+0.00314513j 0.00169326-0.00836185j 0.00328247+0.0040713j 0.0109118+0.00260898j 0.00603541-0.000309745j 0.00260212+0.00352772j 0.00612118-0.00524366j -0.000452419-0.00340104j 0.000236038-0.00149126j 0.00468933-0.00761284j -0.00256465-0.00016627j -0.00656984-0.000752657j -0.00155615+0.00904625j -0.00232661-0.0046384j -0.00119721-0.00544387j -0.00544558+0.00505667j 0.00136102-0.00885196j -0.00273003+0.00522295j -0.00473588-0.00588495j -0.00333126-0.000357524j 0.00565374-0.00506952j 0.00163307+0.00593168j 0.00672903-0.00283964j -0.00298092-0.00159993j -0.00296509+0.00132627j 0.00162553+0.0037129j 0.00213858+0.00294936j 0.00442798+0.00544175j 0.000387499-0.00119461j -0.00385439+0.000647192j 0.00180922+0.00126604j 0.00325191-0.00189867j -0.00159456+0.000139649j 0.00392733+0.00116414j -0.00306288+0.000418686j -0.00170739-0.000585392j 0.00423361+0.00143784j 0.000969203-0.00092987j -3.80409e-05-0.000330399j 
-0.00308889-0.0019957j 0.00110943+0.000431975j -0.000169788+0.00216015j -0.00094606+9.84409e-05j -0.00279366-0.00658447j -8.79306e-05-0.00224776j -0.00391702+0.00265631j -0.00199545+0.000541569j 0.00693531-0.0107227j -0.00855473-0.00306252j 0.00769745-0.00166645j -0.00413671+0.00556695j -0.00121544-0.00947386j -0.0036879+0.0023917j -0.00895152+0.00160419j -0.00188835-0.000733009j -0.00585273+0.000524671j 0.0105377-0.00466945j -0.00378759-0.00496136j 0.00196855-0.00168298j 0.00163982+0.0066531j -0.00085624+0.00710767j -0.000123287+0.00553157j 0.00168311-0.00693784j -0.00166398+0.00442144j -0.00843544+0.00131694j 0.0015234-0.000534886j -0.00137853-0.00249014j 0.00663213+0.00111902j -0.000268174+2.86379e-05j -0.000921537-0.00164625j -0.00218332+0.00637842j -0.00136397+0.00559196j -0.000682289-0.00130742j 0.000451105-0.00168251j -0.00109634+0.000481193j -0.000911632+0.00140632j -0.00249642-0.00133694j -0.00204002-0.000423725j 0.00187791+0.00156232j 0.0027293-0.000840961j 0.00031097-0.000607302j -0.000948067-0.00147785j -1.42611e-05+0.00509412j 0.000606475-0.000405792j 0.00175693-0.00384425j -0.00154773-0.00375684j -0.0106417-0.00361863j -0.00144676-0.00731851j -0.00698332-0.00412895j -0.00188248-0.00953541j 0.00558281-0.00155095j 0.00417271-0.00484167j -0.00144496+0.00285284j 0.00191998-0.00248947j 0.000111614-0.000812075j 0.0090405-0.00687671j -0.000359413+0.00568644j -0.00842275-0.00370712j 0.00986393+0.00574287j -0.00402492-0.0111642j 0.00380306-0.00479061j 0.00422354-0.000923443j 0.00752707-0.00455052j 0.00470183+0.007926j -0.00729444-0.00617009j -0.00534196+0.00286421j 0.00635029+0.0041942j 0.00552954-0.0045747j 0.00946857-0.00342137j 0.000176799+0.0030458j -0.00256452-0.00103205j -0.000944327+0.00397212j -0.00555589-0.00374277j -0.00401642-0.00106618j 0.000482017+0.00220939j -0.0013711+0.00482515j -0.00191218+0.00327158j -0.00733539+0.00815494j -0.00182105+0.00513609j 0.000929043-0.00328413j -0.00321699+0.00143656j 0.00236456-0.00162985j -0.00480049+0.000803004j -0.00347647+0.00081657j 0.00246921-0.000504285j -0.00163014-0.00247412j -0.0016494+0.00113552j -0.000306418-0.00134954j 0.000918187-0.0018841j -7.76218e-05+0.00141823j -0.00115558+0.000387493j 
-0.00276085-0.00415748j -0.00161813-0.00141928j -0.00135619-0.00848467j -0.00389303-0.000464868j 0.000933721-0.00286977j 0.00323095+0.00207373j 0.0037666-0.00279292j -0.00521502+0.00492436j 0.0164933+0.0145794j -0.00568387-0.0106979j -0.0033469+0.00357024j -0.00455686-0.000225758j -0.0178791-0.00733898j -0.00325078-0.0156265j -0.00368808-0.00404396j -0.00598005+0.00757712j -0.00714085+0.00530476j 0.0112974-0.00138189j 0.00783521+0.00719247j -0.00488362-0.00137686j 0.00676748+6.29415e-05j 0.00340447-0.017127j 0.00736418+0.00849282j 0.00464051+0.00197638j -0.00248403+0.00518987j 0.00150579+0.00859069j 0.0015468+0.00559262j -0.00814132+0.0053754j 0.00511938-0.000900418j -0.000585981-0.00612722j 0.000367863+0.00101265j -0.0066056+0.000987165j 0.00399427+0.00235272j -0.00416889+0.0021551j 0.00279572+0.00182902j 0.000207308+0.00375454j -0.00191219+0.00376002j 0.00209445+0.00190573j 0.00297951-0.000694391j -0.00122188-0.000273774j 0.0032989+0.000713102j 0.00235285-0.000998213j 0.00234535+0.00347563j 0.00148667-0.00182354j 0.00159094+8.01347e-06j -0.0047623-0.00320229j -0.00177598-0.00712291j 0.0021063-0.0111329j -0.0135455-0.00187586j 0.00165404+0.00613745j -0.00299818+0.00134142j 0.00133817+0.00230203j 0.0085585+0.0052027j -0.00370767+0.00202112j -0.00590098+0.00637656j -0.00445188-0.00419476j -0.0111896-0.00655709j -0.00407759-0.00487714j 0.00513914-0.00075974j -0.000357983+0.00872856j -0.00377301+0.0086776j -0.00604417+0.00825384j 0.00339267+0.00684795j 0.00150862+0.00502644j 0.00193903+0.00178045j -0.00414955-0.00637319j -0.000957081+0.00338523j -0.00538957+0.00793484j 0.00200823+0.00510587j -0.00108199-0.00139499j 0.000317752-0.00114704j -0.00162378+0.00512864j 0.00472711-0.00287528j -0.00569898+1.25818e-05j 0.00734358-0.00267168j -0.00219584+0.000281056j 0.00761042-0.00105115j -0.000407577+0.00281198j -0.00237825-0.00456351j -0.00201103+0.00420076j -0.00070659-0.000422932j -0.00184989-0.00267404j -0.000644817-0.000495534j -0.00340642-0.0035851j -0.00608412-0.00221742j 0.00161193-0.00205594j 0.000527754+0.00316892j 0.00141269+0.000517454j 0.000474664+0.00438553j 0.00146557-0.00318549j 0.00224829-0.000855508j 0.000487777+0.00273491j 
-0.00379257+0.00133008j -0.00353655-0.00152737j -0.00323869-0.00717272j -0.00398552+0.00205846j 0.0063059+0.012536j -0.00342779-0.00378666j 0.00102028+0.00457862j -0.00261811-0.00128363j 0.00102919-0.00116381j -0.00451218-0.00593367j 0.0157889-0.00401465j 0.00291339+0.00798565j 0.00324178+0.00294384j -0.00653787+0.00821854j 0.0110065-0.00105635j -0.00787512-0.00864242j -0.00241511+0.00486104j -0.00235906+0.00340507j 0.000176611+0.00266214j 0.00288349+0.00158883j -0.00231117+0.0124847j 0.00547156+0.0106625j 0.00504577+0.00705276j 0.0112739+0.00479415j -0.000573586-0.000397453j -0.00346522-0.00177387j -0.00422656-0.00273635j 0.00291243-0.00277475j 0.00106512-0.00138352j -0.00247112+0.00445971j -0.00146714+0.00440286j 0.00201281+0.00265542j -0.00239233-0.00115915j 0.000157125+0.00186561j 0.00493115-0.000439608j 0.00284849+0.000279109j 0.00260365-1.91387e-06j 0.00376042+0.00298373j 0.00260076+0.00106043j -0.00217677-0.00226683j 0.00253518+0.000231191j -0.00492267-0.00106452j -0.000514078-0.0045649j -0.0040642-0.000802366j 0.00413349+0.00437176j 0.00354449+0.00717646j -0.00116129+0.00145029j -0.00890514+0.00171492j -0.00834916-0.00275776j -0.00747341+0.00511249j -0.00765692+0.0014549j -0.00150181-0.0119134j -0.00107525+0.00565654j -0.00094448-0.000586448j -0.000621871+0.00594983j 0.00364671+0.00628795j -0.00207534-0.00166777j 0.000193543-0.0014465j 0.00320288-0.000230838j 0.00538278-0.0116755j -0.0033899-0.00100083j 0.00123692+0.0018322j 0.00582658+0.000448135j 0.00610058+0.00688849j -0.00827562-0.0140165j 0.00269698+0.0038969j -0.00797923-0.0038165j 0.00189431-0.000310485j 0.00311265-0.00392328j 0.00144159-0.000552663j 0.00425616+0.00755471j 0.00319771-6.35155e-05j -0.00930524-0.00448659j -0.000395567-0.000895587j -0.0016675-0.0026096j 0.00833066-0.00458153j 0.00308082-0.00225951j -0.00435867-0.00017189j -0.00132391-0.00077768j -0.00119847-0.00480938j -0.000371841+0.00742875j 0.00256682+0.00107181j 0.00559051-0.0023086j 0.00775021+0.00227087j 8.28693e-05-0.000842113j -0.001207-0.00165781j -0.000628908+0.000625628j -0.00255084+0.00178148j 0.0012271+0.000589689j 0.00044048-0.000425641j -0.000800651+0.00118385j 0.000779779+0.00167903j 
-0.00142734-0.000448734j 0.00323342+0.00125071j 0.000366848-0.00336644j -0.00499263+0.00419919j 0.00520163+0.0039171j -0.00842633-0.00346935j -0.00193843+0.00420171j 0.00222593-0.000742657j 0.00677698+0.00366366j 0.00162471+0.00113975j 0.00456903+0.00556178j -0.00207877+0.000410283j 0.00160759+0.0133207j 0.00747321+0.0113393j 0.00602403-0.00758103j 0.0076018-0.0054636j 0.00905992+0.00146806j 0.00382906-0.000909651j 0.000892577+0.00298681j 0.00214918+0.00069924j 0.00280834+0.00311573j 0.00077015+0.00849561j 0.00333192-0.0019154j 0.00591746-0.00400539j 0.00475248-0.000366095j -0.00131498-0.00118876j 0.00248789+0.00277759j 0.00651621-0.00558651j 0.000744531+0.00108604j 0.0067485+0.00366776j -0.00102701-0.00172325j -0.00235303+0.00664011j -0.00483907-0.00245674j -0.00086212+0.00176121j -0.000910826-0.00230889j 0.00372542-0.00477872j 0.00310527-0.00342734j 0.00062859+0.00199735j -0.000613262+0.000414209j 0.00205439-0.00210006j -0.00420364+0.00319797j -0.00200197-0.00140992j -0.000883298-0.00487137j 0.000704519-0.000940987j 0.00643656+0.000749898j -0.00210232-0.00274988j -0.00366033+0.00151053j -0.00649933+0.00150636j -0.00252779-0.00377508j 0.00692128-0.000167015j 0.000407927+0.00411931j -0.00495248-0.00218079j -0.000723969+0.000985884j 0.0076832+0.00609678j -0.00531514-0.0004504j -0.00119588-0.000859228j -0.00077958-0.021722j 0.0159574+0.00457721j 0.00340975+0.00494869j 0.00858465-0.0073427j -0.012457+0.00100909j -0.00693829-0.0050342j 0.00233381+0.0036391j -0.00166544-0.0044965j 0.00371149-0.0086663j -0.00900606+0.00652193j -0.000403845+0.00285241j 0.00415544+0.00206543j 0.00197603-0.00237237j 0.000999154-0.000487707j 0.00199098-0.000415818j 0.00304409+0.000459992j 0.00358549+0.00306244j 0.000107801+0.00130328j -0.0061299-0.00739851j -0.00557684-0.00192906j 0.00783729+0.00195032j 0.00195003-0.000737407j -0.00224208-0.0039327j 0.000747534-0.000568315j 0.000936837+0.00516451j -0.00487611-0.00469053j -0.00197036-0.0021812j -0.00881243+0.000438414j -0.00200551-3.60925e-05j 0.00167362-0.000592948j -0.00296447+0.000735708j -0.00376727-0.000493911j -0.00286141+0.00255411j 0.000994451-0.000277506j -0.000880628-0.00232161j -0.00170672+6.1699e-05j 
-0.000519529+0.00429617j -0.00110416-0.00393684j -0.0109679-0.00594479j 0.00128745+0.0130603j 0.00117816+0.0160539j -0.00904793+0.00437324j 0.00797312+0.00230108j -0.00283982-0.00100958j 0.0109889+0.004088j 0.000214809-0.0149337j 0.00588463-0.000267024j -0.00396143+0.0105578j -0.00310204+0.00630088j 0.00103346-0.00790012j 0.0132474+0.00100556j -0.0160087-0.0146836j -0.000738053+0.00463157j -0.00554861-0.00253265j 0.0027614+0.00248705j 0.000184503-0.00421823j 0.0083004+0.0103018j 0.00358014+0.00422471j 0.000452688+0.00498397j 0.00751468+0.00705582j -0.00502718-0.000876602j 0.00794066+0.00677422j -0.000449188-0.0102909j 1.90058e-05+0.00105582j -0.00134774+0.00138179j 0.00220135+0.0050842j 0.00193175-0.00672102j 0.00199148+0.00381992j 0.00212938-0.00106824j 1.73751e-05+0.00382363j 0.00141076-0.00263297j 0.000290674-3.17519e-05j -0.000645162+0.000420176j 0.00501168+0.00515897j -0.00139952-0.0021803j -0.00637948+0.000479223j -0.0012194+0.00262593j -0.00251375-0.00336705j -0.000409781-0.00362402j -0.00675543-0.00324043j 0.0085255+0.000967386j 0.00627158+0.00402406j 0.000675307+0.0117204j 0.00440658+0.00189909j 0.00861547+0.000110647j 0.000788787-0.00662495j 0.0029672+0.00989032j -0.00683203+0.00378241j 0.00873598+0.0040337j -0.00572067+0.00226792j -0.000633229-0.00435947j -0.00147855-0.00602597j 0.0064875+0.00972302j -0.00917654+0.000167253j -0.000284438-0.000691117j -0.010673+0.00946227j 0.0068767+0.00133003j -0.00392093-0.00102022j -0.00492753+0.000489713j 0.00565878-8.1789e-05j 7.92564e-05+0.0065746j -0.00175403-0.00160504j -0.0022215+0.00635766j -0.000431518+0.000486774j -0.00410473-0.00150853j -0.000434332+0.00248303j 0.00589777+0.00103898j 0.00270638-0.00323245j 0.000825303+0.00137253j 0.00181097+0.00342144j -0.0013303-0.00491223j -0.00623725+0.00551027j -0.00245682-0.00500142j 0.00721512-0.00262172j 0.00243513-0.000939794j -0.00278243-0.00242787j 0.000230606+0.00169546j 0.0047597+0.00140887j -0.00105413+0.0037884j -0.000834171-0.000433047j -0.00258617+0.00415645j -0.00034364-0.00388335j -0.00310049-0.00183768j -0.000206934-6.8013e-05j -0.00108034-0.00176501j -0.00130719+0.00031397j 0.00161365+0.00189483j 0.000364866-0.0016373j 
0.000299709-0.00601091j -0.00412336+0.00219285j 0.00585092+0.00706788j 0.00742478-0.00523071j -0.0102401-0.000621537j 0.00661478+0.00480948j -0.000253363+0.00386706j 0.00186361+0.00539898j -0.00567034-0.00391288j 0.00194581+0.00797309j -0.00138112+0.00280464j -0.00308366-0.00107883j 0.00453705-0.00481345j -0.00808656-0.00430501j -0.00508891+0.00136957j -0.00506165-0.00405376j -0.0046483+0.00305306j -0.00503213+0.00606529j 0.00559388+0.00841575j 0.00183464-0.000482232j -0.0138267+0.00107875j 0.0084428-0.00303917j 0.00669138-0.00149096j 0.00204751-0.0051371j -0.00509642+0.00118211j -0.00355223-0.0024996j 0.000669302-0.00714358j -0.000238197+0.00212395j -0.000921428+0.0017375j -0.00130896+0.00225484j 0.00314276+0.00791716j 0.00257999-0.00625686j -0.00259998-0.00238568j 0.0033893-0.00265761j -0.0028658+0.00606041j -0.00222068+0.00132873j -0.00102341+0.000840817j 0.000224425+0.00107439j 0.00238207+0.00149026j 0.0049134-0.00335579j 0.00451202+0.000866385j -0.000383239+0.000819613j -0.00166485-0.00107213j 0.00331559+0.00481912j -0.00355611+0.00287569j -0.000422996+0.0076528j 0.000391542-0.00498078j -0.0025297-0.00590959j -0.00489683+0.00152513j -0.00160073+0.00496009j -0.0021048-0.00214871j 0.00212525-0.0005818j 0.00739706-0.00603121j -0.00554249+0.000610547j -0.00332382+0.00881581j -0.00399238+0.00637603j -0.00791337+0.00020427j -0.00032142+0.00197945j 0.00166479+0.00374114j -0.000655486+0.0119466j -0.000467086-0.00171271j 0.00727857+0.00140598j 0.00110481+0.0101357j 0.0162-0.00550236j 0.00631064-0.00373145j 0.00152025-0.00367915j -0.00342515-0.00591396j 0.00725776-0.000271145j -0.00424333-0.00470873j -0.00110991+0.00336376j -0.00130802+0.000599529j -0.00222698+0.00498068j -0.0008422+0.00357839j -0.00302823+0.00293289j 0.00368042-0.00496501j 0.00466858-0.00212813j 0.000462106+0.00204099j 0.000324671-9.77366e-05j 0.00156903+0.00194297j 0.000442749+0.00219771j -1.61342e-05-0.00107294j 0.00218253-0.00353318j 0.00355315-0.00245486j -0.00201224-0.000456217j -0.00509097+0.000857049j -0.000814973-0.00179772j -0.00206994-0.000968244j -0.000923622+0.00176084j -0.000126073+0.00292386j 0.00425311-0.00304487j 0.000474871-0.000168705j -0.000594647+0.00318494j 
