0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
0.000643316-0.00156762j -0.00922974+0.00195804j -0.0138993+0.0144169j 0.0154451+0.00673447j -0.0155253+0.0159863j 0.0201311+0.019677j -0.00688002-0.00452162j 0.00723004-0.00279343j -0.00137592+0.0101381j 0.00289802+0.00408757j 0.00718582+0.00864028j -0.00143503+0.00384745j -6.37055e-05-0.00507137j -0.00728558+0.00652272j 0.0106311+0.0133135j -0.00460863+0.0041867j 0.00148754-0.00228834j -0.000974408-0.000537678j 0.00128657-0.000953943j -0.00087544+0.0116466j 0.0106289-0.00195649j 0.00265603+0.00859085j -0.00439166-0.00950504j 0.00327293+0.00378146j -0.00924188-0.00251511j -0.00649674+0.00457171j 0.00514511-0.00692736j 0.00449791-0.00293495j 0.000420819-0.00286887j -0.00176188+0.00214321j -0.00762142+0.00639589j 0.000572054-0.00129398j 0.0111261+0.000157991j 0.00394306-0.0111619j -0.000829881+0.0020907j 0.00339213+0.0121763j 0.0113234-0.00542511j 0.00858953-0.00888569j 0.00228497-0.00116146j 0.00507285-0.00655109j 0.00775178-0.00475712j 0.0103648-0.0116276j 0.0120595-0.00399424j -0.00143799+0.000245067j 0.00137093+0.00728261j 0.0111762+0.00902249j 0.000768889-0.00650183j 0.00117855-0.00636694j -0.014581+0.0124397j 0.0105663-0.00873564j -0.00605336-0.0115463j 0.0155785+0.00960445j -0.00163833-0.00289633j -0.00263285-0.00192948j 0.0108918-0.0108j -0.002129+0.00216096j 0.00581384-0.00289166j 0.00723798+0.00461584j -0.00224591+0.00230013j 0.00526009-0.000525877j -0.00388389+0.00672521j 0.00277691+0.000987647j 0.00215802-0.00777107j -0.00575281+0.00349761j -8.1181e-05+0.00978142j 0.0071936-0.00548669j 0.000182055+0.00419798j 0.0170276+0.00662968j -0.00791467+0.0168896j -0.00635004-0.0158883j -8.93826e-05+0.00187719j -0.0102555+0.00370246j -0.00815994+0.0082285j 0.0160959+0.0057949j -0.00333173+0.00480665j -0.00710943+0.00816589j -0.000430041+0.0101831j 
0.00940907-0.00192568j 0.000611649-0.00131191j -0.015805-0.00704823j -0.0132869+0.0138301j -0.0189184-0.0159961j -0.0161787+0.0132048j -0.00414819-0.0111862j 0.000389988+0.0159369j -0.00492875+0.00341539j 0.0025538+0.00232267j -0.0057688-0.0025844j 0.00763643+0.0047201j -0.00164752+0.00981619j -0.00821782+0.00150755j -0.00710094+0.00449843j -0.000615357+0.00915357j -0.00416625+0.000129618j 0.00864703+0.0115929j 0.00374465-0.00859533j 0.0137128+0.000890169j 0.00367075-0.00971989j 0.0071864-0.00154553j 0.000395846-0.00439623j 0.00114299-0.00336113j -0.00218415+0.001995j -0.00273449+0.00451432j -0.00126074+0.0164014j -0.00273906-0.0100531j -0.00389063-0.0120836j 0.00312781-0.00674797j -0.000842596-0.00643413j 0.00769921+0.000475435j 0.00580164-0.00528143j -0.00575375+0.00537102j 0.000228427-0.000842448j 0.00865728-0.00479618j -0.00147673+0.000477381j 0.0133216-0.00510504j -0.00157853+0.00199525j -0.00542531-0.00100636j -0.00479058-0.00692668j -0.00565631-0.0100469j -0.00294489-0.00598037j 0.00721351-0.00537167j -0.00326685+0.00100889j 0.00964346-0.0094252j -0.00498659+0.00365818j -0.0162765+0.00471783j -0.00424868+0.00520955j -0.0144274-0.00722753j 0.000444527+0.0092724j 0.00657404-0.00705754j 0.00678709-0.00176979j -0.0120417+0.0115195j -0.00636683-0.00712505j 0.0108241-0.0153705j -0.00118235-0.00497678j -0.00167196+0.00447436j 0.000222318-0.00757425j 0.00580787+0.00549745j -0.000902229-0.0039243j -0.00681647+0.00498503j 0.00354739-0.00146694j -0.000117613-0.00311858j -0.000561883-0.00415753j 0.00397828-0.0133743j -0.0097082-0.00122255j -0.00714118+0.0156943j -0.0178532-0.0134074j 0.00510751-0.00807401j -0.00286383+0.0140237j 0.00716423-0.0085806j -0.00745086-0.00116342j -0.0021228+0.0050551j -0.0163655-0.00550883j -0.000574042+0.0103318j 0.00740544-0.00849492j 
-0.00212183-0.00164413j 0.00733826+0.000245678j -0.00278004-0.00656055j -0.00230572+0.00630797j 0.0164302-0.0107955j -0.00565908-0.0139141j -0.00227557+0.0139453j -0.0189027-0.0112987j -0.00309429+0.00300574j -0.00836356-0.0139795j 0.00921923-0.00481464j 0.0146922-0.00210957j -0.00422711-0.0250619j 0.00274632-0.00295461j 0.000370033-0.00497802j -0.00276988-0.00630217j -0.00308691+0.000358986j -0.00710989+0.00777536j -0.00428292+0.00542277j 0.00500746-0.0092812j -0.00746314+0.0133377j -0.00101886+0.0150163j -0.00845121+0.00699912j 0.00269034+0.000806395j -0.0134702+0.00409045j 0.00747026+0.00274187j 0.0180918-0.0121993j 0.00214751+0.00802796j -0.00841235-0.00280624j 0.00106198+0.00105219j -0.00229435-0.00512734j -0.00912683-0.00641362j -0.00277074+0.00180608j 0.00643459+0.00148882j -0.00247358+0.000747401j -0.00471922+0.0141129j 0.00287637-0.000386357j -0.0313807-0.00765726j -0.00884594+0.0084904j 0.00654064+0.00110322j -0.00157193-0.011355j 0.0120397+0.00591804j 0.00185692+0.0123051j 0.0045741-0.0014125j -0.00170419+0.0175337j -0.0018985+0.00587074j -0.00140694+0.00633556j 0.00926586-0.00171593j -0.0126421-0.000493963j 0.0146993-0.0145301j -0.0106694-0.0101558j -0.00546564+0.00827707j -0.00613627-0.0154996j 0.00139222-0.00852094j 0.0165367+0.00885238j -0.00463845-0.012314j -0.0293841-0.00912764j -0.00015056-0.0473236j -0.0298435+0.00375914j 0.00954696+0.012152j -5.1629e-05-0.00423827j 0.00587972+0.00177421j -0.0374933+0.0149229j 0.00810701+0.00496757j 0.00839573+0.00599231j -0.00382024-0.00585321j -0.00472747-0.012592j 0.00905678-0.0102181j -0.000811088+0.00454617j 0.0147978-0.0173293j -0.00856204+0.0173023j -0.000686479-0.020481j -0.0336171-0.0153918j -0.0317634-0.0118067j 0.0234996-0.043691j 0.014257+0.00243774j -0.0266352+0.0300172j 
0.00832108+0.00034418j 0.00212037+0.00129631j -0.00437547+0.00295578j 0.00356904+0.00769696j -0.0152984-0.0224565j -0.0131912+0.00392822j 0.0152905+0.00779357j -0.00399569+0.0193301j 0.00424557-4.16009e-05j -0.0102582+0.0140117j -0.00116212-0.0116042j -0.00491184-0.0188463j -0.011883+0.0105101j -0.000605053-0.0074738j 0.00374527-0.00151978j 0.00155236+0.00310751j 0.00079668-0.005881j 0.00220845+0.0034835j 0.00405887+0.000751965j -0.00511466-0.00327395j 0.00206165+0.00107195j 0.013214-0.0117736j 0.000330455+0.0107101j 0.00910348-0.00763778j -0.000561373+0.00483627j 0.00716391-0.000950786j -0.00142232-0.00955166j -0.0128812+0.00207403j 0.00908152+0.00525573j 0.00472581-0.00249176j 0.0100733+0.00856916j 0.00305095-0.0133374j 0.00375492+0.00442941j -0.0139688+0.00181246j -0.00546834+0.0134076j -0.00527209-0.000551077j -0.00520574-0.00924774j -0.0107702-0.00146799j -0.00781875-0.00216682j -0.00377383+0.00802141j 0.00703124-0.0127178j -0.0109703+0.0203851j -0.012568-0.0123564j 0.00598735+0.0116845j -0.0151869-0.0101534j -0.0100224-0.00114374j -0.00470606-0.0042904j -0.00163387+0.0120239j 0.0222159-0.0120671j 0.0160541+0.00885905j 0.00421638-0.0115158j -0.0146509-0.0114272j -0.0001269-0.000861207j 0.01602-0.0087778j -0.00591968+0.0118862j 0.0217761+0.00532964j 0.00810706-0.0291088j 0.0257881+0.00252366j -0.0180826-0.0341986j -0.0327758+0.0206373j 0.0123231-0.00783991j -0.00890293+0.0138838j -0.0110527-0.00940302j 0.0165975+0.00665153j -0.0147288+0.000425113j 0.00599203+0.0124233j -0.00210898-0.014141j -0.00651473+0.00130999j 0.00464323-0.00123863j -0.00574323-0.018585j 0.0198097-0.006824j -0.0327089-0.00310882j -0.00997696+0.029027j -0.025317+0.0409222j -0.0352423-0.00936716j 0.0270685-0.0294701j 0.0147789+0.00168362j 
-0.00196759+0.00145798j -0.00714389+0.00141696j 0.000826179+0.0142082j 0.0103742-0.003865j -0.00169467+0.0150029j 0.0120814+0.00824393j -0.00269836-0.00988832j 0.00819489+9.77251e-05j -0.00439838+0.00219223j -0.00180843+0.000472029j 0.00225861+0.000289456j -0.004563+0.00204403j -0.00452188+0.000355935j -0.00207271+0.00159078j 0.00400588+0.00186766j -0.0041281-0.000399862j 0.00459184+0.00421573j -0.000253534-0.00421449j 0.004262-0.00716901j -0.0037945+0.00988087j 0.00883266-0.000881549j 0.000704262+0.00616262j 0.00301546+0.000451814j 0.00355674+0.00546188j 0.0035248-0.00776164j 0.00107238+0.00171662j -0.00683696+0.0012781j 0.00436059-0.00389321j -0.00241267+0.000623213j -0.00265083+0.00688363j 0.00172032+0.0022971j 0.00432298+0.00636521j 0.0039242+0.000127073j -0.0037631-0.0030408j -0.000587987-0.00630609j -0.00060746-0.00300486j -0.000840965-0.00465837j 0.0120481-0.0033558j 0.00431666-0.0126241j -0.00242257+0.00104391j -0.000635352+0.00684205j -0.00109737+0.00418009j -0.00810606+0.00275664j -4.4635e-05+0.00710845j 0.0038292-0.00439339j -0.00149158-0.0059977j 0.00345418-0.00675526j 0.000470433-0.00516383j -0.00330399+0.00776469j -0.0089663+0.00140985j 0.00395566-0.000107899j -0.00670904+0.00287826j -0.00489831+0.0122203j 0.00093171+0.00353862j -0.00201258+0.00525768j -0.00757825+0.00520785j -0.000482288-0.0013535j 0.011135+0.00926432j 0.00365741+0.00362329j -0.00623008+0.00194064j 0.0102464-0.00279599j -0.00355215-0.0107444j 0.00726389-0.00325144j 0.00450236-0.0118717j 0.00680424-0.00370592j 0.00768087+0.00751467j 0.00348213-0.00672134j -0.0052512+0.00533546j -0.00701468-0.00287793j -0.0101546+0.00439448j -0.00746425-0.00347038j -0.0106024+0.00289043j 0.00579656+0.00994137j 0.012765+0.00396091j -0.00118321+0.00866636j -0.00609175+0.00169246j 0.00675534-0.000939473j 
-0.0068917+0.00111859j 0.00263815-0.00152131j 0.0121763-0.0025171j -0.00301857-0.0132799j 0.0198991+0.00704137j 0.00143464-0.00880477j -0.00564712-0.00035993j -0.00409717-0.0133653j 0.00392777+0.00332403j -0.00163715-0.00347894j -0.00748809-5.37779e-05j -0.00411258+0.00709614j -0.00250413-0.00890417j 0.00596174+0.00363013j -0.00708269-0.00604784j -0.00457106+0.00101705j 0.0056335+0.00455421j -0.00111653-0.00499587j -0.00445742+0.00304978j -0.000820358+0.000914503j -0.00130169+0.00910236j -0.00733576+0.0072696j 0.00158034+0.00947993j -0.0021859+0.0021052j 0.00601969+0.00329862j -0.00130112-0.000739211j 0.00381506-0.0140818j 0.00708343-0.000552411j -0.0016636+0.000471358j -0.00269603+0.000415023j -0.00532786-0.00181019j -0.0019024+0.013905j 0.00295277+0.00351006j 0.00407187-0.00347824j -0.00350756-0.0113758j 0.00328413+0.00334012j 0.00480273+0.00290222j -0.00296161+0.007534j 0.00100911+0.00149686j 0.00723092+0.00276953j -0.00440901-0.000691851j 0.00426359+0.000259274j 0.00731931+0.0116255j 0.00108597-0.00110684j 0.00295598+0.0130444j 0.00469755-0.000137664j 0.000888517+0.00354037j 0.000422284-0.00324718j -0.00398633-0.00910533j -0.00399451-0.00308647j -0.00777296+0.0105248j -0.00583377+0.00455911j -0.0117886-0.00367044j 0.00261017+0.00650676j -0.0108955+0.0124668j -0.00459041-0.00619575j 0.000561599+0.0034318j -0.00782715-0.00251395j -0.00643875-0.00941347j -0.0104641-0.00297966j 0.00214428+0.00825434j -0.0030957+0.00221656j -0.000707437-0.000469614j -0.0130064+0.00587245j -0.00835948-0.0138622j 0.00557711-0.0126206j -0.00622216-0.00495068j 0.00424489+0.0220252j -0.00405317+0.0127514j 0.00141022+0.00245463j 0.00139717+0.0116772j -0.00399759+0.0105193j 0.0120244-0.0147617j 0.000326122-0.00370435j 0.0103017-0.00312624j -0.00433947-0.00145139j -0.00563927+0.00372236j 
-0.00274189+0.000732221j 0.00204214-0.00317905j -0.0013122-0.00875691j 0.00135524+0.000583337j -0.00152176-0.0057572j 0.00315998-0.0040267j 0.00974344+0.0126483j 8.46603e-05+0.00149487j 0.0060072-0.000943969j 0.00418201-0.000295989j 0.000731522+0.0111915j -0.00736958-0.00296547j 0.00800503+0.00676591j -0.00133174-0.00105736j -0.00179659+0.00232285j 0.00592401-0.00386912j -0.00325181-0.00771395j -0.0075884+0.00464696j -0.00565601+0.0109508j -0.00151891-0.0145811j -0.00724385+0.00569899j -0.00691432-0.00448306j 0.000577318-0.00761726j -0.000690746-2.13973e-05j -0.0055245+0.00297957j -0.00889859-0.00623353j 0.000859194+0.00310521j 0.00765474+0.00148972j 0.00118111-0.00447069j -0.000692365-0.00850554j 0.00859101-0.00175156j -0.00245022-0.00461848j -0.00980851+0.00777032j 0.00141432+0.000788091j 0.00552629+0.0102185j -0.00696143+0.00720766j -0.00855078+0.00870069j -0.0071655-0.00371594j -0.00103601+0.00260298j 0.00574454-0.00266068j 0.00564885-0.0041457j -0.00244224-0.00152052j -0.00274081-0.00695283j 0.00138324+0.00106365j -0.00593389+0.000828469j 0.000666732-8.26532e-05j -0.00883619+0.00294567j 0.00207076+0.00480914j -0.000791423-0.00114809j -0.0114246-0.00490404j -0.0033899-0.00151652j 0.00411154-0.00755286j 0.00473281-0.0076762j -0.000309052+0.0100265j -0.00575518-0.0134416j 0.00108981+0.00686129j 0.00843863+0.000412684j -0.00590699+0.0147926j 0.00725629+0.00411525j 0.0126421-0.00338606j 0.00509282-0.0132227j -0.0163186-0.00358734j 0.0030957+0.000836956j -0.000728393-0.00191004j -0.0111974+0.0112509j -0.00982704-0.000844739j 0.000782478+0.012123j 0.00781224-0.00434775j 0.0103565+0.000537318j 0.00573607-0.00260554j 0.0122643-0.0102869j 0.00745157+0.00721767j -0.00317209+0.00550293j -0.00401363+0.00193478j 0.00218456+0.0113232j -0.00172494-0.00207444j -0.00106355-0.000956551j 
-0.000547278+0.00200745j -0.00284981-0.000612312j -0.00222029+0.00435219j 0.00535132+0.00266744j -0.00519371+0.000152873j 0.00788176+0.00402282j 0.00212005+0.00336742j 0.00433576+0.00452122j 0.000660064+0.00539302j -0.00380564+0.00322222j 0.00136128+0.00304543j -0.00662536-0.00291772j 0.000446587+0.00464973j -0.00510677+0.00440583j 0.00247245-0.000233563j -0.00147213-0.00066619j 0.00811622+0.00273741j 0.000629363+0.00423483j 0.00474458+0.00348878j 0.00140586+0.000311306j 0.000184013+0.00296748j 0.0028069-0.000152466j -0.00412509-0.000870588j 0.000887245+0.000736556j 0.000334783-0.00209805j -0.00359227+0.00128863j 0.00160902+0.00486483j 0.00105342-0.00532308j -0.00893563-0.00195756j -0.00713986-0.00595013j -6.75974e-06-0.00537698j 0.000250444+0.00153633j 0.000406967+0.0100717j -0.000299812-0.00404844j 0.00545829+0.00301507j 0.00687568+0.006599j -0.00648496+0.00268438j 0.00493373-0.00529245j 0.00794268-0.00246897j 0.014063-0.00922529j -0.00530936-0.00423691j -0.00325057-0.000646677j -0.00572558-0.00134772j 0.00302317-0.00128102j -0.000216317-0.00839882j 0.00287946-0.00250466j -0.00359882-0.000865678j 0.00585614-0.00114522j 0.0064416+0.00139684j 0.000138553+0.00326952j -0.00442214-0.0125188j -0.00408363-0.00390362j 0.0128828-0.00536263j 0.00124683-0.00828836j -0.0112033-0.00704325j 0.00660912+0.00479116j 0.00151829+0.00429977j -0.000825046+0.00376468j 0.00377724-0.00678488j -0.000953672-0.00127867j 0.00471315-0.000682752j -0.000544353-0.000745676j -0.00298551+0.00465071j -0.00289973-0.00875471j -0.000580245+0.00341535j 0.00504717+0.00695725j -0.00350038-0.00116222j -0.000661913+0.000789885j -0.00210642+0.000351304j 0.00903626-0.0100829j 0.0123549+0.00348965j 0.00513425+0.00599335j 0.00183613+0.00499645j -0.0021985+0.00661714j 0.00330439+0.00313673j -0.00184263+0.00120952j 0.00349311+0.00205831j 
-0.00130046-0.00135344j 0.00755384-0.00508814j 0.00169876-0.00922343j -9.69782e-06+0.00466709j 0.00531843-0.014427j -0.0114145-0.00567732j 0.0101018+0.013869j 0.00240557+0.00365428j 0.00448217+0.00637458j -0.008532-0.00126522j 0.00311037+0.00302167j -0.00297961-0.0179949j 0.0107745+0.0123059j -0.0024603+0.000252016j -0.00098139+0.0134713j 0.00132235+0.00346014j -0.00111291-0.00730435j 0.00367047+0.00271667j -0.0112591-0.00193172j -0.00315466-0.0247971j -0.00326567-0.00308352j 0.000595947-0.00922669j 0.00289041-0.0155676j 0.00415284-0.000738927j -0.00867899+0.00424396j 0.000184143-0.00549454j 0.00589843+0.0110476j 0.000202411+0.00642404j 0.00257118+0.00444213j -0.000323717-0.00959775j 0.00277701-0.00287205j 0.00111441-0.00993177j -0.00871718+0.00734437j 0.00482227-0.00329375j 0.00536017+0.00721505j -0.00926627+0.00333675j -0.00234011+0.00727617j -0.00723505-0.00993764j -0.00473112-0.00155178j -0.00519692+0.00105831j 0.00829371-0.00370753j 0.00486855+0.00940137j -0.00675786+0.00298036j 0.0109114-0.00308983j -0.0249434-0.00536898j 0.00392204+0.00741509j -0.00807939+0.00207481j -0.00865303-0.000154136j 0.0193496+0.0116207j -0.000122236-0.00870036j 0.000334154-0.0175631j 0.00944304-0.00183513j 0.0122294-0.0192709j -0.0204451+0.000391265j 0.00369953-0.0173481j 0.000672459+0.0119739j 0.00381121+0.00850124j -0.00363393-0.00536363j 0.013382+0.00455067j 0.0109878-0.011539j -0.0217144-0.0151964j -0.00713178+0.0033206j -0.000558528+0.00118123j -0.000778794-0.0175025j -0.00162414+0.0125j -0.0121195+0.0110858j 0.0130116+0.00328184j -0.00276001-0.023086j -0.00705092-0.00407408j 0.00277243-0.0123818j 0.021288-0.0271287j 0.0235313+0.00153642j -0.00641952-0.00690532j -0.0172882-0.00501306j 0.000347741+0.0123205j -0.00124865-0.00265453j -0.00290265+0.000834961j 
0.00317801-0.0038211j 0.00153375+0.000300924j 0.00256403+0.00585549j 0.00295945+0.000150768j -0.0061742+0.000373282j -0.00545843+0.00163731j 0.000779321-0.00564565j 0.00580262+0.0070777j 0.00896702+0.00282197j -0.00215763+0.0033017j 0.000627825-0.00569188j -0.00124347-0.00145538j 0.00123359+0.00389795j 0.00442682+0.00912069j 0.00965889+0.0116502j 0.00363627+0.00801266j -0.00097076-0.00762146j 0.00548471+0.000985215j -0.00799659-0.0059843j -0.00591207-0.00516125j 0.00624334-0.012511j 0.00816461-0.00267653j 0.00222649-0.00514877j 0.00345692-0.00306986j -0.000327532+0.00218703j 0.00396773-0.00238072j -0.00240084+0.00397474j -0.00631828-0.00491716j 0.00389118+0.0190952j 0.00125878-0.00326478j 2.83386e-05+0.00642107j 0.00927646-0.00842047j -0.00929592-0.00145422j -0.00293161-0.00320452j -0.00306873-0.00192336j 5.95547e-05-0.00343973j -0.000395696-0.0026481j 0.00625815-0.000921369j -0.000565854+0.00807069j -0.00177644+0.0131129j 0.00571381+0.00745744j 0.00716863-0.00110128j 0.00180757-0.00785598j 0.00735686+0.00784419j 0.00759144-0.00547054j -0.00172252+0.00915822j -0.00584002-0.00839031j 0.000505182+0.00555826j -0.00316372+0.0125417j 0.00281211+0.00254354j 0.0147841-0.0106763j 0.0070214+0.00117543j 0.0245022+0.00996563j -0.00809834-0.0059588j 0.00587486+0.00142871j -0.00379653+0.00750529j -0.0106676+0.00838844j 0.0140139-0.00678837j 0.0120394+0.0118313j 0.014621+0.0126168j -0.00405906-0.022412j -0.00553065-0.00180998j 0.00482169-0.00887754j -0.00441569-0.00669216j 0.0132076-0.00811294j -0.00272152+0.00637537j 0.00633962-0.00879664j -0.00291344-0.00949187j -0.00196272-0.00506158j -0.0198869+0.00297159j -0.00652217-0.0252077j 0.011317-0.0141718j -0.019866+0.00733061j -0.00611257-0.00703322j -0.0136101+0.00497016j -0.000656436-0.00307918j -0.00154502-0.000929254j 
-0.00634554+0.00286931j -0.00141867-0.00184199j 0.00455777+0.00223268j 0.00438287-0.00504759j 0.0112256+0.00613962j 0.0111632-0.005247j 0.00164924-0.00117699j 0.0046964-0.00709526j 0.000723575+0.00219848j -0.00070159-0.00641093j 0.00355561+0.00480402j -0.0055203+0.00484746j -0.000781606-0.00516777j 0.00059684-0.00227825j -0.0021042-0.00297074j -0.00163734-0.00437227j 0.00241272+0.00385956j -0.00897749-0.00107096j -0.000465516-0.00389869j 0.000405334+0.00213142j 0.000358604+0.0140928j -0.0110895+0.0113559j 0.00189132+0.00559696j 0.00145582+0.00475945j -0.00314981-0.000930935j -0.00842185-0.00014889j 0.000382791-0.00646878j 0.011474+0.000547935j -0.00107491-0.00908315j 0.0014161-0.00473255j 0.00741448-0.00331888j -0.0123947+0.0138657j -0.00355043+0.00756792j 0.00238192-0.00491676j 0.00851818-0.00556926j 0.000339599+0.0129192j 0.00253097+0.0039485j -0.0034253+0.00207784j 0.00514322+0.00569861j -0.00441795+0.00639461j 0.00210065-0.00404696j 0.00183604+0.000743529j -0.00702334+0.00411149j -0.00224954-0.00104915j -0.0117596+0.00576563j -0.00632157+0.00272514j 0.00152626+0.00124785j 3.43557e-05+0.00241144j -0.00231031-0.0165126j -0.00740979-0.0103636j -0.0145802-0.00394113j -0.00473629-0.00982377j -0.0105776-0.012321j 0.00202467+0.0170375j -0.00387794-0.00823558j 0.00683746-0.0069844j 0.012483+0.00735792j -0.00881281-0.00219513j -0.000161389-0.00890945j -0.00750312-0.00287418j -0.0126486+0.0142713j -0.000190989+0.00353552j 0.000398252-0.00322525j 0.00604629+0.00814169j -0.00680952+0.0024493j 0.00447186-0.00385628j -2.57079e-05+0.0111808j 0.00490526+0.00344412j -0.00259046-0.000783842j 0.0125993-0.0203291j 0.0165589+0.00759758j 0.00258805+0.0240064j 0.0114273-0.00793494j -0.00283393+0.00639479j 0.0119183+0.00495874j -0.00390971+0.00123365j 0.000847404+0.0039542j 
0.0020283-0.00194357j 0.00255538-0.00162243j -0.00735212-0.000926827j -0.00122496+0.00632181j -0.000938651-0.00580389j -0.0122457+0.00286342j 0.000891806+0.00169815j -0.00613667+0.00289502j -0.00590252-0.000666742j -0.00226973-0.00446459j 0.00122027-0.0029787j 0.00900764-0.00702899j 0.00236762-0.0021404j 0.000195136-0.00150585j -0.00711295+0.00161354j 0.00360488+0.00253544j 0.00114807-0.00502887j 0.00378425-0.0037375j -0.00115884-0.00838999j 0.00517536-0.00509192j 0.0016695-0.00376659j 0.00342515-0.0110913j 0.00111939+0.0020424j -0.000499368+0.00540138j -0.00147908-0.00148632j 0.00953642-0.00142532j 0.00259296-0.00198707j -0.000482913+0.0111881j 0.00450344-0.000797053j -0.000173148+0.00566089j -0.00321295+0.0039887j 0.00471486+0.0013184j 0.00943972-0.00135139j -0.00533319+0.00136319j -0.00605363-0.00059892j 0.00310905-0.00272658j -0.000918632-0.0100084j 0.0002238-0.0127436j 0.00555034-0.0125241j 0.0033639+0.00365025j -0.00520154-0.00558541j 0.00450804-0.00450812j -0.00767585+0.0040141j -0.000949007-0.00209478j -0.00676827-0.004706j 0.0181742+0.00947338j 0.00266475+4.63642e-05j 0.00449405-0.00718625j 0.00816524-0.00772528j -0.00021229-0.00739565j -0.011623+0.00704716j -0.0134639+0.00434884j -0.00418624-0.00612162j 0.000495051+0.00892487j 0.00505595-0.00221767j 0.00786672+0.00477484j -0.000710555+0.00690936j -0.0139604-0.00820044j -0.0126436-0.0139905j -0.0191105+0.00761109j -0.00514186+0.0136183j 0.0152568+0.0131753j 0.0135245+0.0062747j -0.00135391+0.00282523j -0.00106644+0.00724341j 0.00472743+0.00552461j -0.00270221+0.00735728j 0.00561302-0.00320764j -0.000672005+0.006866j -0.00148144-0.00773977j 0.0140682+0.00450038j 0.00167086+0.00019094j 5.4111e-05-0.0137498j -0.00412113+0.00171599j -0.000275542-0.00273157j 0.00166435-0.000657182j 0.00119553+0.00136625j 
-5.79228e-05+0.00330836j -0.00264361+0.00110158j 0.000634675-0.00104791j 0.000217494+0.00196303j -0.00305463-0.00095757j 0.00939246-0.00103073j 0.00311+0.00184361j 0.00525122+0.00305006j -0.00452248-0.000770979j -0.000557749+0.00280435j 0.00399123+0.00266429j -0.000670148-0.00157874j -0.000161595+0.00626936j -0.00444857-0.00517647j 0.000841426-0.00409405j -5.51611e-05-0.00116264j 0.00282528+0.00989585j 0.00202801+0.000810463j 0.0115703+0.0024179j -0.00141425+0.00664906j -0.00080482+0.00153857j 0.00302041-0.000390149j -0.00783132-0.002717j -0.00072286-0.00174596j -0.00400134-0.00024549j -0.00815016+0.0030047j 0.00105257+0.00536702j -0.00291266-0.00593262j -0.00672333-0.00453921j -0.000453904-0.00173516j 0.0015355-0.00765417j -0.00786475-0.00405176j 0.00382936+0.00764411j 0.00400024+0.00570025j 0.00335461+0.0112431j 0.00607688+0.00779186j 0.00748782+0.0101938j -0.00569422+0.00401081j 0.000282072+0.00412986j 0.00319677-0.0183833j -0.00468818+0.00123946j -0.0081045-0.0058224j 0.00674847+0.00405739j 0.00308271+0.00455663j 0.0102551+0.00194033j 0.00548611-0.00791035j -0.00247693+0.0024884j 0.00683626-0.00661535j -0.00534692+0.00647634j -0.00604561+0.015091j 0.00522921+0.00205478j 0.00205496+0.00247597j -0.000452324+0.00454231j 0.0142658-0.00434626j -0.00381661+0.000764409j 0.00104669+0.00903809j -0.000501469-0.013801j 0.00625234+0.00650572j 0.0132901+0.010296j 0.0154362-0.0065641j 0.0147244-0.0194803j -0.0188027-0.0112517j -0.00626953+0.00423346j 0.00118004+0.00231325j -0.000137703+0.00807594j -0.00743921+0.00916919j -0.0157271+0.000390736j -0.00318806+0.00668241j 0.00113574+0.000346301j 0.014959+0.0115969j -0.00872133+0.0148575j -0.00885595-0.00231096j 0.00381066+0.0145819j 0.00744374+0.00409253j 0.0051725-0.00475293j 0.000899184+0.00113667j 0.000420173-0.00212752j 
