0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
-0.00035928+0.00294304j -0.00336656+0.00567026j 0.00727819-0.00400238j -0.000704357-0.00180397j -0.00390473-0.000364655j 0.00377803+0.00650363j 0.00356643-0.00565675j 0.000936327-0.00473434j 0.000480022-0.00411732j 0.00312894-0.00100113j -0.0117041-0.00210252j 0.00833756+0.00544236j -0.00283131-0.00607625j -0.0109958+0.000476029j 0.0166743-0.00120935j 0.00888731+0.00951281j -0.00909399-0.00139791j -0.005461+0.00722036j -0.0023076+0.00272081j -0.00740644+0.00501211j -4.93389e-05-0.0075121j 0.0137979-0.00637114j 0.000455973-0.0091542j -0.000213602-0.00826163j -0.00347124-0.00214091j 0.00230236-0.00188653j 0.00661629-0.00284987j 0.00467971+0.00147285j 0.00142677+0.00260641j 0.00630114+0.00507486j 0.00675792+7.80846e-06j -0.00424189+0.00183101j 0.00153044+0.00337719j 0.00438319+7.29836e-05j 0.00397301-0.000792976j 0.00668941+0.00925045j -0.00339287+0.00276876j -0.00277497+0.00633946j -0.00871524-0.00101329j -0.00221104-0.00380061j 0.00288159+0.00336366j 0.0102402-0.00750581j -0.00157031-0.00138569j -0.00260589+0.00172126j -0.00494163-0.00430434j 0.00766944+0.000824491j 0.00210035+0.012182j -0.00206035+5.25254e-05j 0.00607115+0.00317343j 0.00106178+0.00622609j 0.00534256-0.0049766j -0.00129911-0.00038156j 0.00790183+0.000768919j 0.00209524-9.22013e-05j -0.00930192-0.000324623j -0.00263307+0.00148957j -0.000202033-0.00853773j 0.00189366-0.00177705j 0.00205527-0.00616373j 0.00492107+0.0153448j 0.000231473-0.00111499j 0.00543697+0.000607143j 0.00315946-0.00803367j 0.00463822+0.00238991j -0.00965233-0.0128155j 0.00532187+0.00194042j 0.00245304-0.00610537j 0.00379859+0.00228518j -0.000935462-0.00610248j 
0.000133605+0.00326367j 0.0018033+0.00377531j 0.00146109-0.00252215j -0.00772335-0.00496609j -0.0035506+0.00355263j 0.00479655-0.00206344j 0.00974994-0.000743545j 0.000871895-0.00480694j 9.12573e-06+0.00574455j 0.0017402+0.00181547j -0.00168811+0.00120557j 0.00665825+0.00295855j 0.0113515-0.00267703j -0.00948254-0.00421149j 0.00175112-0.00367586j 0.0139886-0.00430553j -0.002467-0.00663737j 0.00990174-0.00866601j -0.00101081-0.00390794j -0.00321591+0.000287785j -2.36997e-05-0.00375545j 0.00309808+0.00452801j -0.00882864+0.00378533j -0.00244816-0.00344453j -0.00799553+0.00331096j -0.00176665+0.00188317j 0.00512758-0.00213363j -0.000417375-6.48766e-05j 0.000579716-0.00191255j -0.0047313+0.00529094j -0.000610103+0.000566905j 0.000283373+0.00391449j 0.00761564-0.000119207j -0.00562074+0.00219912j 0.0116298-0.00394023j -0.000744513-0.0149099j 0.00351685-0.00937082j -0.00227755-0.0155006j -0.00162868+0.000315973j 0.0019115+0.0110794j 0.00254497-0.00266044j -0.00561349+0.00904036j 0.000750746+0.00154832j -0.00319016-0.00178463j 0.000989899-0.00415145j 0.00235569-0.0024014j 0.0040209+0.00253803j 0.00145805-0.00710123j -0.000943721+0.00310049j -0.00340973-0.00392483j -0.000756417+0.00113623j -0.00151879-0.00278693j -9.33144e-05-0.00874382j -0.00359517+0.00466599j -0.00248672+0.00112685j 0.00670809-0.00128067j 0.00535018+0.00093619j -0.000614267+0.00507936j 0.00293757+0.00893185j 0.00122643-0.0190659j 0.000746196-0.00367086j -0.00181187-0.00534436j -0.00384945+0.0093387j -0.00308004+0.00208882j -0.00483543+0.002384j -0.00828669-0.00119729j -0.00406914+0.000259962j 0.0033725-0.00337121j -0.00243146+0.00780381j 
0.0027926+7.36371e-05j 0.00739498+0.000191571j -0.00535981-6.98973e-05j -0.0115464+0.00414266j 0.0111361-0.00028557j -0.00168164-0.00461963j 0.00494505+0.00334411j 0.00033425-0.00356908j -0.000150076+0.00112702j -0.00555976+0.00288814j 0.00298508+0.0049211j 0.00144602-0.000270437j -0.00586107-0.00863315j 0.00148373-0.00145008j 0.00182872-0.00132617j -0.00992796-0.00177302j -0.000180381+0.000841425j -0.00534556+0.00337578j -0.00349137+0.00396566j 0.0039231+0.00911364j 0.00494394+0.00373453j -0.00110055-0.00265876j 0.00314701-0.00663503j 0.00615134-0.00274453j 0.00952522+0.00269542j 0.00566507-0.00723647j -0.00705717+0.00181382j -0.00203047+0.00348936j 0.00288185+0.00338005j -0.00309453-0.00335713j -0.00254638+0.00516271j 0.00471815+0.00151591j 0.00560311+0.000497197j -0.00257095-0.00263235j -0.00789261-0.00415623j -0.00928836+0.00783173j -0.0110266+0.000112311j 0.0043738-0.00470881j -0.002514-0.00273751j -0.000757298+0.000871129j -0.000975682-0.0102696j 0.00274534+8.29349e-05j 0.00455021+0.0028495j -0.00228471-0.00112427j 0.00472372-0.00481268j 0.00522917+0.00062403j -0.00117761+0.000566762j -0.00162618+0.00939309j -0.00243947-0.0058214j 0.00369299-0.00430331j -0.00259191-0.00807675j 0.000698871+0.00463707j 0.0028313+0.00494415j 0.00330824+0.00185014j -0.00996467+0.000986038j -0.00465694+0.00344134j 0.00281115-0.000361182j 0.00278855+0.0134511j 0.00333507-0.0120564j -0.00438077+0.0148443j -0.00812318-0.005009j 0.0103549-0.0112964j -0.00750476-0.00371889j 0.00203681-0.00793445j -0.00183208-0.000112331j 0.00228935-0.00577756j -0.00301535+0.00959411j -0.0037202+0.00861358j -0.00328802-0.00667297j 
0.00636017+0.00121972j 0.0140381+0.00337675j 0.0017932+0.00198867j -0.0081737+0.0114282j 0.0161418+0.00540929j 0.00102066-0.0145909j 0.00482615-0.00658032j 0.00392167-0.00682834j -0.00110702+0.00903616j 0.000311157+0.00241508j 0.00298702+0.00572893j 0.0155115+0.00362454j -0.00607648+0.0100684j -0.000186854-0.00867127j 0.00229072+0.00248035j -0.00132061-0.00702516j -0.00635523+0.000514889j 0.00250538-0.00134513j -0.0036378-0.000575065j -0.0013635+0.00329225j 0.0131914-0.000520686j 0.0078985+6.28191e-05j -0.00328153+0.00393936j 0.00100578-0.00990483j 0.000604564+0.00130014j -0.00568385+0.00687961j -0.00359076-0.00347313j 0.0052248+0.00321057j 0.00570974+0.0025384j 9.02312e-05+0.00745253j -0.000381905+0.00165991j -0.00560359-0.00601882j 0.00914945+0.00162394j -0.00739361-0.00659913j 0.0137453+0.00447672j -0.000371245+0.00308082j 0.00810989+0.00104853j -0.00149476+0.00231403j 0.00425491+0.000963211j -0.000169166-0.00292681j 0.00277222-0.00111545j 0.00146992-0.00173932j 0.00211196+0.00312156j -0.0054148+0.00232561j 0.0116897-0.00579803j 0.0119588+0.00273251j 0.00604189+0.00732401j 0.00553607+0.00590223j -0.00408126+0.00222564j -0.00710711-0.00454896j -0.00440215-0.00151105j -0.00443041+0.00409446j -0.00482198+0.000524893j 0.00397808-0.00159492j 0.00475529-0.00389389j 0.00135225-0.00430242j 0.00621221+0.00446665j 0.00241732-0.00382023j 0.00239401+0.00518582j -0.0037241-0.00268852j 0.00218642+0.00164517j -0.00897618+0.00995989j 0.00732918-0.00239161j -0.000393429-0.000225736j 0.00372056+0.00106712j 0.00144356+0.00802408j 0.00503926-0.00244801j -0.0022622-0.000648089j 0.00046841+0.00109877j 
0.000686052-0.000758875j 0.00228068+0.00222615j -0.00720923+0.000799964j -0.00341178+0.000361861j 0.00484592-0.00226473j -0.00091101+0.00280463j 0.00111957+0.00205636j 0.000634376+0.00149476j -0.000121628-0.00541768j -0.00259471+3.00069e-05j 0.012241-0.00249436j -0.00218751+0.00143849j -0.00188861-0.000333762j 0.00116789-0.00459077j -0.000688808+0.00491115j -0.0103646-0.00102079j 0.000674443+0.00572252j -0.00549209+0.00372399j 0.00332521+0.00544672j 0.00244044+0.00132553j 0.00627756-0.00543709j -0.00299573-0.00582638j 0.00299601-0.00242895j 0.00192089+0.00196856j -0.00376566+0.00197865j -0.00106276-0.00229402j -0.000417492+0.00128489j 0.0037314+0.00294041j -0.00102471+0.00592976j -0.002535-0.00513512j -0.00443158-0.00335943j -0.00253913+0.00327438j 0.003452-0.00367878j -0.00189924-0.00187826j 0.00227997+0.0054549j -0.00672037-0.00218429j 0.0041728-0.0031324j -0.00469002-0.000928442j -0.0176778+0.00203015j 0.000218652+5.45103e-05j -0.00363334-0.00691596j 0.00683025+0.00624653j 0.00796943-0.00124557j -0.000252012-0.00312466j -0.00594032-0.00347214j 0.00300823+0.000908372j -0.00443251-0.00757092j -5.5878e-05+0.00145697j -0.000137841-0.00964485j 0.0081301-0.00845725j 0.00526031+0.00568897j -0.00346315+0.000943555j 0.00189839+0.000829448j 0.00515258-0.00512713j -0.0108389+0.00467729j -0.0020179-0.00168928j -0.000985137+0.0022575j -0.000837453-0.00250233j -0.00421031+0.00276775j 0.00819664-0.00711867j -0.0045849+0.00799455j 0.0101767-0.0119814j -0.00272333+0.00169558j 0.00585289+0.00579676j -0.00240844-0.00149856j 0.00457589-0.0126774j -0.00162613+0.00361415j 0.00243464-0.000933747j 0.00349007+0.00318355j 
0.000210893+0.000502771j 0.0068927-0.00226206j -0.00031043-0.00295807j 0.00134041-0.00189888j 0.00188222-0.00158001j 0.00422116-0.000719404j -0.000701213+0.0016489j -0.00171464-0.000295255j -0.00342219-0.000603278j 0.000521261+0.000993337j 0.00641505-0.00335933j -0.00821553+0.000152415j 0.00613935+0.00260958j 0.00251356-0.00504422j -0.000509247+0.00394487j 0.00719661-0.000499111j 0.000144428-0.000951362j 0.00251995-0.00363745j -0.00527413-0.00112645j 0.00250089-0.000909114j 0.000330742-0.00489459j 0.00160393-0.00217583j -0.00194389-0.000331256j -0.00318357+0.00176602j -0.00109805-0.000396175j -0.0043133+0.00390615j -0.00330489+0.00264997j 0.000196492-0.00178672j 0.00148446+0.00249893j -0.00409992+0.00159292j 0.00109188-0.00374918j -0.00396083+0.00322308j 0.00727035-0.00156161j -0.00631977+0.00248871j 0.00990028-0.0030134j -0.00986533-0.0142368j 0.00216433-0.00413639j -0.0013301+0.0012453j -0.0108832-0.00528846j 0.00176361+0.00310229j 0.000560175+0.00314183j -0.000143294-0.00186655j 0.00312122-0.00210964j -0.00723579-0.000577463j -0.00254541-0.00178435j -0.00308415-0.0020556j 0.00413233+0.0012583j 0.0035399+0.000755534j 0.00679123+0.00205968j -0.00326796-0.00619089j -0.00143118-0.00316867j -0.00473755-0.00225184j 0.00111638-0.00221377j 0.00084422-0.0011859j -0.00139989-0.00576221j -0.00209958-0.00035004j 0.00300853+0.00527903j 0.00250146+0.00615629j 0.00208361+0.0139449j -0.00285838-0.0179259j -0.00184252-0.00465082j -0.00552482+0.00292845j 0.000456382-0.00430829j -0.00841714-0.000907909j -0.00420818-0.00895642j 0.0012107-0.0109182j -0.00246096+0.00666312j 0.00377172+0.000397999j 0.0156284+0.0051736j 
-0.00024135+0.0004766j -0.00260366-5.03919e-05j 0.000742444-0.00155035j 0.000972497-0.000739563j -0.00294092+0.00160869j 0.000568578+0.00292225j 0.000209016+0.00141755j -0.00110248-0.00110995j 0.000396502-0.000502863j -0.000351609-0.000144602j -0.00435925+0.00573915j -0.00520971+3.85568e-05j 0.000413924-0.00970865j -0.00816499+0.0059853j 0.00131835+0.00434997j 0.00279733+0.00339361j -0.00111972-0.00661722j -0.00214297+0.000261392j -0.000823693-0.000404345j 0.00173082-0.00112781j -0.00541862-0.00291148j -0.00133754-0.00220106j 0.000496621-0.000644174j 0.00260218+0.00146535j 0.00461384-0.000995317j 0.0034203+0.00118864j 0.000264269+0.0014428j -0.00543862+0.00201257j -0.00169408-0.00186279j 0.00260734+0.00126239j 0.000644634+0.00353441j 0.00255065-0.000383897j 0.00188723-0.000397515j 0.000298634+0.00396694j 0.00208639-0.0069282j 0.00269399+0.00543528j -0.00823349+0.00585947j -0.0032375-0.00215967j 0.00875346+0.000977541j 0.00141232-0.000845114j -0.00602346-0.00237579j 0.000222255-0.00135193j -0.0027188-0.00131089j -0.000199554-0.0085038j -0.00243397+0.00207304j -0.00358562-0.00247625j 0.00375217+0.00190979j -0.00328225-0.00126246j -0.00387364-0.000350699j 0.00192453+0.00427484j 0.00213271+0.000935702j 0.00815607+0.00190691j 0.000189365-0.00305419j 0.00170815+0.00131763j 0.0023951+0.00567312j -0.00518599-0.00286121j -0.00447043-0.00365046j 0.0021214+0.00307933j -0.00255463-0.000456899j 0.00325195+0.00340259j -0.000358524+0.00201235j 0.00146531-0.0038194j -0.00601082+0.00854797j -0.0047784+0.00494299j 0.00636971+0.0102273j -0.00802255+0.0055403j 0.00190368-0.00263741j 0.00490703+0.00250439j 0.00408136-0.00185102j 
0.00020968-0.000132136j 0.00216084+0.00279376j -0.000196226-0.000163175j -0.00146824-0.00183592j 0.00100637+0.000461419j -0.00111986-0.000805509j 0.00035593-0.000162781j -0.00181243+0.000143516j 0.00130797-9.85904e-06j 0.000943596+0.000449666j -0.00129545+0.00191357j 0.00234122-0.00629857j 0.00803165-0.00140485j -0.00335235-0.000982972j -0.000225959+0.00498715j 0.00171005+0.000876955j 0.00180473-0.00477428j -0.000304311-0.00411409j 0.000455668-0.0045288j -0.00107692-0.000550114j -0.00242762-0.00220253j -0.0021674-0.00056833j -0.000165295+0.00223308j 0.00119032+0.00101672j 3.68034e-05-0.000879243j 0.0024384+0.00541208j -0.000413391+0.00178328j -0.00105367-0.00124532j 0.00226038-0.000929362j 0.000717244+0.000310038j -0.00365995+0.00113274j -0.00309599+3.40031e-05j 0.000625314+0.000850533j -0.00254824-0.00128j 0.00442851-0.00467403j 0.00961316-0.00936503j -0.00498261-0.0064228j 0.0040452-0.00256141j -0.0015941-0.00258554j -0.0012617-0.00301824j 0.00744644+0.000854875j -0.00249175+0.00297916j -0.00304617+0.00677911j -0.00215619+0.00674993j 0.00319568-0.00369864j 0.000115018+0.00240047j -0.00085413-0.00123447j -0.00264702-0.0045054j -0.00102795-0.00379703j -0.000579214+0.000495344j -0.000160887+0.00162569j 1.84958e-05+0.000312135j 0.000408718-0.00342002j -0.00119345-0.00257899j -0.000882778-0.00312294j 0.00479677-0.00302539j -0.00492422+0.0032567j -0.00347451-0.000905774j -3.19234e-05+0.000693163j -0.00860254+0.00942555j 0.0105399-0.00750573j 0.00354534+0.00188584j -0.00902953-0.0127862j -0.00349741-0.00515968j -0.00461726-0.00766592j -0.00101154+0.00754476j -0.0178891+0.00471912j -0.0223918+0.00867606j -0.0317359+0.00170242j 
0.000111412+0.00102933j 0.000264632-0.000244981j -0.000812022-0.000465321j -0.00258278-0.00109436j -0.00196915+0.00014461j 0.000799305-0.00242754j 0.00265147+0.000707127j -0.00407091-0.00159893j -0.000875597+0.00223429j -0.00143457+0.000993674j 0.00100203+0.00375823j 0.000420969+0.00364378j -0.00104542-0.0061294j -0.00189578+0.00336508j -0.000919481+0.00247738j -0.000828174-0.00154627j 0.00159195-0.00350707j 0.00217633-0.00144942j -0.000241758+0.00198058j -8.03772e-05-0.00306873j -0.00242207+0.0013195j -0.00418597-0.00116729j -0.00342587+0.00419639j -0.000424679+0.000568472j 0.00296129+0.00160686j 0.00081317+0.00239908j -0.000699055+0.000775712j -0.000457299+0.00531267j -0.000531437-0.00314602j -0.00126469-0.00296422j -0.00362906-0.000618171j -0.000400529-0.00130019j -0.000797384-0.00349432j 0.00189712+0.0039422j -0.000133113-0.00544068j -0.0029867+0.000874705j -0.0126273+0.00383989j -0.00591795-0.00375273j -0.00573654-0.00318239j 0.00615995+0.00320986j 0.00265045+0.00309766j -0.00703797+1.48852e-05j 0.00062053-0.000936385j -0.000946752+0.00128799j -0.00121802+0.00414928j -0.00704645+0.000957115j 0.000578702+0.000597895j 0.000229391-0.00332247j -0.001817+0.000307618j -0.00647585+0.0022397j 0.0020976-0.00481053j -0.000921452+0.00778207j 0.00435201+0.00296528j 0.000742552+0.00264984j -0.00713536+0.00364204j 0.00299109-0.00113929j -0.00699555+0.00107309j 0.0103547+0.00186601j -0.00450459+0.00613822j -0.00221962-0.00766725j -0.00037707-0.00579315j 0.00737578-0.00322835j -0.00736628-0.00389333j -0.00953116-0.00732815j -0.000172216-4.35465e-05j -0.00599763-0.00822015j -0.00256037+0.0107554j 0.00187524+0.000500266j 0.0193412-0.00503058j 
0.0014761-0.00181256j 0.000299437-0.00223746j 0.000665567-0.00197094j 0.0024271+0.00243791j 0.00119613+0.00235372j 0.00257989+0.00625061j -0.00208957+0.00134741j 0.00689254+0.000409298j -0.00064874-0.00443106j -0.00106002-0.00355765j 0.000198017-0.00398226j -0.00376249-0.0011098j -0.00205961-0.00346289j -0.00164944+0.000889332j -0.000659495+0.000112057j 0.000213064+0.00215744j -0.00321818+0.0040559j -0.00126027+0.00756868j -0.00281165+0.00142534j 0.00445395+0.00435074j 0.00589001-0.00284487j 0.00276499-0.000531982j -0.00348799-0.00912299j 0.00419791-0.0031051j -0.00316198+0.00382693j -0.0017899-0.00894698j 0.000168404-0.00373762j -0.00339717+0.000593077j -0.00122384+0.00599069j 0.00908198+0.00368997j 0.00233262+0.00317282j -0.00250437+0.000956387j 0.00403188-0.00183421j 0.00574091+0.000744955j 0.000628232+0.00611791j -0.00530446+0.00765152j 0.00961875+0.00200471j 0.00237906+0.00453497j 0.00753015-0.000893747j -0.0071677-0.00443969j -0.00391564-0.00375134j 0.00607471-0.00133795j 0.00353329-0.00441445j 0.00265008-0.00293112j -0.00146974-0.00345322j 0.00318492-0.00239942j 0.00102842+0.000637664j 0.00620675+0.00262123j 0.00272458+0.00590331j 0.00432541-0.00767103j 0.000878319+0.00522303j -0.00100653-0.0135069j -0.0084059+0.000591821j -0.00581664+0.00553638j 0.000163266-0.00217985j -0.00119052+0.00841319j 0.00567108-0.00343381j -0.00816554+0.00317161j 0.00906427-0.00238398j 0.0155461+0.00315788j -0.00663688-0.00154234j -0.00224646+0.00109101j 0.00619509+0.00641344j 0.00787234+0.00664776j -0.00464195+0.00477769j 0.00203392+0.00569151j 0.0138482-0.0232666j 0.00867891-0.00951116j -0.00634272+0.00645226j 
0.000582218-0.000883264j 0.000382806-0.00109802j -0.000370066-0.00139829j -0.00116535-0.00331673j -0.000322876-0.000579213j 0.00192264+2.77686e-05j 0.000237855+0.00358185j 0.00211539-0.000418552j -0.000921849+4.29089e-05j -0.000231773-0.00193906j -0.00219371+1.5651e-05j -0.00292858+0.00031666j 0.000500015+0.000314099j 0.00162548+7.92758e-05j 0.00555802-0.000261255j 0.00211197+0.00260229j -0.000289727+0.00141578j -0.00137948+0.00277035j 0.0015367+0.00299342j 0.000798653+0.00123982j -0.00271119-0.00298207j -0.00256926-0.0022066j -0.00234236-0.00374094j 0.00146858-0.000653942j -0.000948529+0.0013513j 0.000850349-0.00329705j 0.00186688-0.000655595j -0.00157381+0.000353724j 0.00144208+0.00212314j 0.00455398-0.00345774j 0.0017663-0.00205231j -0.00086728+0.00454117j 0.000785861+0.00154142j 0.00104945-0.00499321j -0.000831353+0.00294727j 0.00313451-0.000791796j 0.0066176-0.00369367j 0.00702759-0.00511677j 0.00198451+0.00938888j -0.00625206-0.00495834j -0.00360517-0.00416699j 0.00363168-0.000792641j 0.00513537-0.0020376j 0.00401738+0.00079364j -0.00883788+0.0043326j 0.00316709-0.00186821j -0.00251866+0.00361304j -0.00234808+0.0024858j -0.00891551+0.000623967j -0.000873509-0.00205312j 0.00563061-7.66794e-05j -0.00171847-0.00143707j 0.00359903-0.00252352j -0.00256696-0.00136019j -0.00258364+0.00199831j 0.00537844+0.00384443j 0.00254385+0.00381793j -0.0128246+0.00231037j -0.00160704-0.0128j 0.0111371+0.0126366j 0.00821777+0.00519726j 0.00507609-0.00243113j -0.00725539+0.00403268j 0.00695315+0.000774431j 0.00205798+0.00597658j -0.00279049-0.0070669j -0.0112168-0.00404864j -0.00857409+0.00436935j -0.0362203-0.00469656j 
-0.000383221-0.0047972j -0.00156361-0.00108647j -0.00233926+0.00239434j -0.000111869+0.00200542j -0.000650949+0.00140131j -0.00236753+0.00264831j -0.000909013+1.13829e-05j 0.000365914-0.00196914j 0.00191784-0.0021373j -0.00527256-0.00707958j -0.00234482-0.000712923j 0.000585153-0.00128733j 0.0036658+0.00262883j -0.00628545-0.00294262j 0.000280476+0.0032552j 0.00902859+5.7321e-05j 0.0040084+0.0022472j 0.00155163-0.00331631j -0.000550599-0.00129664j 0.00118304+0.00265774j -0.00577238-0.000591889j 0.00166474-0.00353915j 0.00544825-0.00170762j 0.00536009+2.43273e-05j 5.83889e-05+0.0044586j -0.000339676+0.000641118j -0.00227391+0.00299176j -0.00231589+0.00594444j 0.00411621-0.00139546j 0.00168975+0.00403447j -0.00524261-0.00290938j 0.000421507+0.00406446j -0.00129753-0.00166984j -0.00596859-0.00127735j -0.00633125+0.00230103j -0.00264757+0.00167641j 0.00165491+0.00993227j -0.00155113+0.00131108j -0.00466073-0.000371306j 0.000710678-0.00916781j -0.00147841-0.00124521j 0.00412529-0.00103869j 0.00534386+0.00316857j -0.00396838-0.0024309j 0.00637885-0.00226016j -0.00198502+0.000675552j 0.00547778+0.00389948j -0.00325956+0.00569447j 0.00687268+0.00128397j 0.00118839+0.00566897j 0.00539897+0.00932783j 0.00429068-0.0043568j -0.00295544-0.0126346j -0.00342305+0.00272768j -0.00544136+0.00855065j -0.000739391-0.00655614j 0.00282214-0.00494839j 0.0118868+0.00766525j 0.0102404-0.00195285j -0.00160257-0.00765541j 0.00447979-0.00892278j 0.00328486-0.0015596j -0.00271656-0.00572965j 0.00646977+0.00250959j -9.70727e-05-0.00474046j 0.00277599+0.00235519j 0.00813721-0.00414777j -0.010824+0.017831j 0.00273517+0.00621529j 
-0.00111171-0.00437318j -0.000464478-0.00137364j -3.77676e-05+0.00309129j 0.00148338+5.46348e-05j 0.00155295+0.00087507j -0.0026885-0.00122011j -0.00366735+0.00109494j 0.00107022-0.00166024j -0.00035688+0.001154j -0.00166882-0.00402576j -0.00496397-0.00234424j -0.00115047-0.00264807j 9.17158e-05+0.00632712j -0.00196695-0.00444896j 0.00485837+0.00688851j 0.000646788+0.000256339j 0.00502979+0.00497428j -0.00129725-0.00438333j -0.0015669-0.00488829j 0.000575054+0.000605516j 0.00156394-0.00322817j 0.00115419+0.000434968j 0.00565548+0.00310229j 0.00103455+0.000108131j -0.00468299+0.00477199j -0.00394105+0.00308702j -0.0017913+0.000546391j 0.00117038+0.00382257j 0.00636302+0.00121294j 0.00250305+0.00114013j -0.00469347-0.00251627j -0.00430695+0.00543347j 0.000388588+0.00119029j -0.00669499-0.00214451j -0.00801331+0.00322437j -0.000420223-0.00167745j 0.00447581+0.00210805j 0.00467237+0.00451173j 0.000505476-0.00408532j 0.000651428-0.00658769j 1.81152e-05-0.00201319j -0.00378204-0.00100851j -0.00164461+0.00950529j 0.00231394+0.00618665j 0.00375356-0.00850701j 0.00510389-0.000764974j 0.00110011+0.00182235j -0.000296524+0.00341018j -0.000259081-0.00408545j 0.0032967-0.00520166j 0.00119847+4.89361e-05j 0.000581648-0.00437931j -0.00255347-0.00840871j -0.00495042+0.00392355j -0.0027777+0.00210433j 0.00266495+0.00398087j 0.00898318-0.00306256j 0.00560687+0.00982401j 0.00708627-0.0104801j -0.0117938-0.000363361j 0.0114122-0.00230975j -0.00698657+0.000563186j -0.00533521-0.00628377j 3.25213e-05-0.000927015j 0.00817579+0.00269522j 0.0033408+0.00247803j 0.000900785+0.00239659j -0.0185692+0.0158739j -0.0143171+0.00502928j 
0.000674793-0.00369502j 0.00224084+0.000615098j 0.00165422+0.000146359j -0.00292927+0.00319787j 0.00146407+0.000512848j -0.00171777-0.000744352j 0.00106452-0.00226326j 0.0016871-0.00023904j 0.00408129+0.00129261j -0.00431653-0.00400113j 0.00137855+0.00544107j -0.00348113+0.00176515j 0.00217832+0.000305933j 0.00231473-0.00353417j 0.000619531-0.000916459j -0.00305878-0.00249367j -0.00254574+0.00459862j -0.00407079-0.000361881j -0.00146958+0.00384381j -0.00231804+0.00242237j 0.00105356+0.00496448j 3.2317e-05+0.000416981j 0.000471234+0.00404445j 0.00291143-0.00218086j -0.00125578+0.00442606j 0.00223539-0.00326952j -0.00166541-0.000717594j -0.000390827+0.00388751j -0.000422356-0.00284248j 0.00815252-0.00170513j -0.00103071-0.00588036j -0.00743998+0.00248014j 0.000426928-0.00293015j 0.00446232-0.00364686j -0.00715755+0.00915473j 0.00767093-0.00189572j 0.00629261+0.00446086j -0.00102215+0.00953375j 0.00460183+0.00630989j -0.00360925-0.0126545j -0.00837366+0.00896897j 0.00239893+0.00116583j 0.00283313-0.00230881j 0.00866386+0.00652729j 0.00383736+0.00961361j -0.00402547+0.00569377j -0.00543903-0.00404595j -0.00068-0.00248388j -0.00522337+0.00883651j -0.0102837+0.00235457j 0.00709413+0.0012037j 0.00979587-0.00266506j -0.00403477-0.0197558j -0.00457482+0.00629832j -0.00296117+0.00662696j 0.00694838-0.00234846j 0.0073513-0.000155756j -0.0118974-0.0105485j -0.0110502+0.00957307j 0.0153482+0.0146582j 0.011436-0.0136165j 0.00548812-8.50914e-05j -0.0070243-0.000687447j 0.00930127-0.00770461j 0.0103651-0.00268573j 0.002532-0.00898343j -0.0143943-0.00937157j -0.00668596+0.0195127j -0.0232016-0.00797833j 
